 , C00, C01, C02, C07, C08, C09, C13, C19, C22, C23, C30, C32, C34, C49
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
166.8, 53.60167, 0.070461, 0.003473996, 335.8911, 843.3857, 751.0167, 1155.548, 338.5842, 1179.971, 473.3385, 2109.417, 56.07399, 607.3875, 458.0871
166.9, 50.90223, 0.06634477, 0.003309876, 330.6495, 994.0565, 730.0983, 1096.346, 316.5963, 1400.97, 446.3707, 2132.892, 52.48968, 569.6649, 430.344
167, 67.48073, 0.062469, 0.00315351, 316.2081, 951.428, 702.1948, 1040.177, 301.1523, 1567.418, 420.9392, 2008.54, 49.13448, 611.0621, 611.6243
167.1, 64.08233, 0.05881964, 0.00300453, 302.3974, 910.6276, 663.5855, 1093.281, 281.5952, 1479.398, 396.9568, 1891.438, 45.99376, 573.1112, 574.5825
167.2, 60.85508, 0.05538348, 0.002862589, 289.1899, 899.7766, 627.0991, 1037.269, 263.3083, 1380.981, 484.1663, 1872.744, 43.05379, 620.404, 539.7841
167.3, 80.59573, 0.05214806, 0.002727353, 276.5593, 861.1912, 626.9007, 984.1266, 246.2089, 1998.64, 476.2815, 1810.862, 40.30175, 581.8729, 548.0098
167.4, 76.53684, 0.04910164, 0.002598507, 264.4803, 824.2604, 592.4313, 958.6118, 230.2199, 3134.155, 449.1459, 1705.285, 37.72562, 545.7349, 514.8207
167.5, 72.68237, 0.04623318, 0.002475747, 313.3233, 830.6561, 559.8572, 954.468, 215.2693, 3242.818, 423.5564, 1728.799, 35.31416, 511.8412, 483.6416
167.6, 69.022, 0.0435323, 0.002358787, 299.6386, 820.2321, 583.8406, 969.0308, 201.2896, 3116.59, 399.4248, 1737.921, 33.05684, 480.0526, 454.3508
167.7, 65.54598, 0.04098921, 0.002247352, 286.5517, 785.0577, 551.7388, 993.3708, 188.2177, 3090.701, 376.6681, 1636.597, 30.94381, 450.2382, 426.834
167.8, 62.24502, 0.03859467, 0.002141182, 274.0363, 751.3918, 521.4022, 1006.317, 175.9948, 2920.062, 355.2079, 1571.697, 28.96585, 563.7701, 572.7044
167.9, 59.11029, 0.03634002, 0.002040027, 262.0675, 738.6091, 492.7335, 954.7604, 164.5656, 2985.504, 403.1516, 1547.875, 27.11432, 528.7563, 538.0197
168, 56.13344, 0.03421709, 0.001943651, 250.6214, 706.9351, 659.7919, 1072.297, 153.8786, 2786.894, 380.1825, 1611.747, 25.38115, 528.4518, 542.0172
168.1, 53.3065, 0.03221817, 0.001851828, 239.6753, 713.3258, 640.7523, 1169.53, 143.8856, 2853.04, 358.5221, 1517.779, 23.75876, 773.8618, 509.191
168.2, 50.62193, 0.03033603, 0.001764344, 337.1355, 682.736, 605.5213, 1109.611, 134.5416, 2663.242, 338.0957, 1429.289, 22.24008, 725.8, 478.3529
168.3, 48.07256, 0.02856384, 0.001680992, 427.5124, 718.26, 572.2274, 1052.762, 125.8044, 2582.029, 318.8332, 1345.959, 20.81847, 680.7231, 523.4259
168.4, 45.65157, 0.02689518, 0.001601578, 408.8404, 704.2896, 540.7642, 998.8262, 117.6346, 2410.26, 300.668, 1267.487, 19.48773, 638.4459, 547.242
168.5, 43.35251, 0.025324, 0.001525915, 390.9839, 674.0873, 511.0309, 1007.793, 109.9953, 2249.918, 283.5378, 1374.106, 18.24205, 598.7943, 514.0994
168.6, 41.16924, 0.02384461, 0.001453827, 410.9544, 645.1802, 482.9325, 976.076, 102.8522, 2157.014, 267.3836, 1293.993, 17.076, 561.6053, 482.9641
168.7, 39.09591, 0.02245164, 0.001385145, 393.0056, 617.5128, 456.379, 1152.712, 96.1729, 2114.287, 252.1498, 1262.548, 15.98449, 526.726, 453.7143
168.8, 37.127, 0.02114004, 0.001319707, 375.8408, 591.0317, 431.2856, 1093.655, 89.92738, 1973.634, 309.967, 1188.939, 14.96274, 494.0129, 426.2361
168.9, 35.25724, 0.01990507, 0.001257361, 359.4256, 725.0222, 465.1952, 1037.624, 84.08745, 1853.147, 292.307, 1219.361, 14.00631, 463.3316, 400.4219
169, 33.48165, 0.01874224, 0.001197961, 343.7273, 693.9308, 439.617, 984.4633, 78.62676, 1842.714, 275.6532, 1268.063, 13.11101, 494.479, 376.1712
169.1, 31.79548, 0.01764735, 0.001141366, 328.7147, 664.1727, 415.4452, 934.0262, 73.5207, 1720.128, 321.3062, 1194.133, 12.27294, 518.8683, 353.3892
169.2, 30.19423, 0.01661642, 0.001087445, 314.3578, 745.0616, 392.6025, 886.1731, 68.74622, 1710.506, 303.0002, 1124.512, 11.48844, 568.0399, 331.9869
169.3, 28.67361, 0.01564571, 0.001036072, 300.628, 713.1108, 371.0157, 840.7717, 64.28181, 1630.438, 285.7371, 1241.283, 10.75409, 567.0795, 311.8808
169.4, 27.22958, 0.01473171, 0.0009871252, 287.4978, 772.5858, 350.6159, 990.5481, 60.10731, 1569.766, 269.4576, 1239.085, 10.06668, 655.2634, 292.9923
169.5, 25.85827, 0.0138711, 0.000940491, 274.941, 739.4548, 331.3377, 992.9667, 56.20391, 1465.337, 254.1056, 1166.844, 9.423203, 1331.823, 275.2479
169.6, 24.55602, 0.01306077, 0.00089606, 262.9327, 707.7445, 549.0587, 1112.787, 52.55399, 1521.467, 239.6282, 1098.814, 8.820863, 1905.973, 258.578
169.7, 23.31936, 0.01229778, 0.0008537279, 251.4489, 677.394, 611.1378, 1153.022, 49.14111, 1420.252, 255.0753, 1034.751, 8.257024, 2076.796, 242.9178
169.8, 22.14497, 0.01157936, 0.0008133958, 240.4667, 648.3452, 611.1269, 1093.949, 45.94986, 1468.11, 247.1579, 996.3896, 7.729226, 1947.813, 282.2428
169.9, 21.02972, 0.01090291, 0.000774969, 229.9641, 735.523, 577.5248, 1046.43, 42.96585, 1370.444, 233.0763, 938.2981, 7.235166, 1826.842, 763.7823
170, 19.97065, 0.01026597, 0.0007383576, 322.4852, 703.9813, 545.7703, 1116.937, 40.17562, 1279.276, 219.7971, 1044.061, 6.772687, 1728.471, 717.5254
170.1, 18.9649, 0.00966625, 0.0007034758, 308.4004, 673.7922, 515.7618, 1059.713, 37.56659, 1194.172, 207.2744, 983.1897, 6.33977, 1754.399, 707.1467
170.2, 18.00981, 0.009101561, 0.0006702419, 301.6172, 644.8978, 506.5264, 1012.985, 35.127, 1367.146, 195.4652, 925.8677, 5.934525, 1731.173, 700.3422
170.3, 17.10282, 0.008569861, 0.000638578, 307.6513, 617.2424, 478.6757, 1214.69, 32.84583, 1335.807, 184.3289, 1007.742, 5.555184, 1623.656, 728.1708
170.4, 16.2415, 0.008069221, 0.00060841, 294.2143, 650.5474, 452.3563, 1166.306, 30.7128, 1377.147, 173.827, 948.9888, 5.200091, 1522.817, 847.4419
170.5, 15.42357, 0.007597828, 0.0005796673, 303.1443, 725.4142, 427.484, 1106.553, 28.7183, 1285.532, 163.9234, 893.6608, 4.867696, 1428.24, 796.1183
170.6, 14.64682, 0.007153973, 0.0005522824, 289.9042, 723.0791, 403.9793, 1133.601, 26.85332, 1461.023, 154.584, 917.6934, 4.556548, 1339.537, 747.903
170.7, 13.90919, 0.006736048, 0.0005261913, 277.2424, 692.071, 381.767, 1075.523, 25.10945, 1419.712, 145.7768, 1008.79, 4.265288, 1256.343, 836.9341
170.8, 13.20871, 0.006342537, 0.0005013327, 265.1336, 695.47, 360.776, 1020.421, 23.47882, 1325.266, 137.4714, 1010.591, 3.992647, 1178.316, 985.2502
170.9, 12.5435, 0.005972015, 0.0004776486, 358.4006, 670.2269, 340.9392, 1018.196, 21.9541, 1292.661, 129.6391, 951.6719, 3.737432, 1105.135, 985.005
171, 11.9118, 0.005623138, 0.0004550833, 342.7471, 642.0112, 322.1931, 1088.458, 20.52839, 1330.225, 122.2531, 896.1875, 3.498532, 1036.499, 925.3502
171.1, 11.31191, 0.005294642, 0.0004335841, 327.7773, 615.7765, 304.4777, 1032.693, 19.19526, 1297.862, 158.3511, 843.9379, 3.274902, 972.1261, 869.3082
171.2, 10.74223, 0.004985336, 0.0004131005, 313.4614, 589.3699, 395.5954, 979.7848, 17.94871, 1254.232, 149.3292, 794.7346, 3.065567, 1035.43, 831.2603
171.3, 10.20124, 0.0046941, 0.0003935846, 299.7707, 635.6024, 471.8365, 949.6522, 16.78311, 1224.174, 140.8214, 748.4, 2.869613, 1236.027, 935.2026
171.4, 9.687495, 0.004419877, 0.0003749907, 286.6779, 610.1025, 530.5466, 966.297, 15.6932, 1252.407, 132.7982, 704.7667, 2.686184, 1207.678, 878.5639
171.5, 9.199623, 0.004161674, 0.0003572753, 274.157, 591.3004, 501.3752, 1105.974, 14.67408, 1181.034, 125.2322, 772.8448, 2.514481, 1156.873, 825.3555
171.6, 8.73632, 0.003918554, 0.0003403967, 262.183, 611.1372, 473.8076, 1049.312, 13.72114, 1247.788, 118.0973, 812.0159, 2.353752, 1219.724, 846.0171
171.7, 46.62903, 0.003689638, 0.0003243156, 250.7319, 584.9296, 447.7559, 995.5524, 12.83008, 1389.958, 111.3688, 764.6738, 2.203298, 1143.971, 858.9471
171.8, 57.64764, 0.003474094, 0.0003089941, 239.7809, 598.9764, 423.1366, 944.5471, 11.99689, 1297.492, 105.0237, 720.0917, 2.062461, 1072.923, 806.9268
171.9, 84.79282, 0.003271142, 0.0002943965, 229.3083, 682.5635, 399.8709, 896.155, 11.2178, 1211.176, 202.5901, 730.7325, 1.930626, 1094.578, 758.0569
172, 80.52257, 0.003080047, 0.0002804885, 219.293, 653.2929, 377.8845, 850.2422, 10.48931, 1162.333, 262.8544, 728.6041, 1.807219, 1026.598, 856.0472
172.1, 76.46737, 0.002900115, 8.972565, 209.7152, 625.2775, 357.107, 895.8463, 9.808128, 1085.009, 416.4448, 686.1249, 1.691699, 962.8394, 804.2024
172.2, 111.9347, 0.002730694, 8.548679, 200.5557, 598.4636, 337.4719, 849.9493, 9.171183, 1012.829, 1118.693, 646.1224, 1.583564, 903.0408, 755.4975
172.3, 106.2975, 0.00257117, 8.144819, 191.7963, 572.7994, 318.9164, 806.4038, 8.575601, 945.4506, 1388.139, 608.4521, 1.482341, 846.9562, 763.8007
172.4, 100.9443, 0.002420966, 7.760038, 218.5788, 594.8478, 301.3812, 765.0892, 8.018696, 1006.101, 1536.279, 572.9781, 1.387588, 794.3547, 717.5426
172.5, 95.86063, 0.002279537, 7.393435, 212.1114, 594.4374, 341.0618, 1014.347, 7.497957, 939.1705, 1448.751, 539.5723, 1.298892, 1168.855, 674.0861
172.6, 91.03299, 0.002146369, 7.044152, 202.8472, 568.9459, 362.0801, 1316.487, 7.011035, 876.6923, 1416.982, 508.1142, 1.215866, 1239.495, 670.5815
172.7, 86.44847, 0.002020981, 6.711369, 193.9877, 647.4309, 370.9366, 1509.689, 6.555735, 818.3705, 1485.714, 478.4901, 1.138146, 1250.918, 645.3907
172.8, 172.2906, 0.001902918, 6.394308, 205.3979, 706.6305, 461.2974, 1432.343, 20.73685, 763.9286, 1401.067, 504.8428, 1.065395, 1375.522, 609.4486
172.9, 233.9397, 0.001791753, 6.092225, 196.427, 699.1099, 435.9335, 1660.617, 357.1956, 958.3763, 1355.245, 475.4095, 0.9972937, 1290.093, 630.0059
173, 222.1582, 0.001687081, 5.804414, 187.8479, 759.9176, 411.9643, 1575.539, 333.9991, 894.6205, 1278.031, 447.6921, 0.9335456, 1330.683, 591.8509
173.1, 210.9701, 0.001588524, 5.5302, 179.6434, 727.3298, 389.3129, 1494.819, 451.5371, 872.7834, 1273.365, 460.6761, 0.8738724, 1273.324, 556.0067
173.2, 202.9769, 0.001495724, 6.89883, 198.0007, 696.1395, 367.907, 1442.86, 437.74, 873.3766, 1223.42, 445.8458, 0.8180135, 1265.475, 522.3333
173.3, 192.7548, 0.001408346, 6.572913, 189.3528, 666.2867, 347.6781, 1383.661, 446.9062, 894.9189, 1153.717, 538.8689, 0.7657253, 1186.881, 490.6992
173.4, 199.939, 0.001326073, 6.262393, 181.0827, 637.7141, 328.5614, 1312.771, 417.8839, 835.3846, 1170.568, 507.4518, 0.7167793, 1113.168, 460.981
173.5, 189.8699, 0.001248605, 5.966542, 173.1737, 610.3668, 310.4958, 1245.514, 399.1757, 779.8108, 1221.793, 649.0565, 0.670962, 1124.304, 475.713
173.6, 180.3078, 0.001175664, 5.684669, 288.6802, 666.692, 385.1787, 1181.703, 373.253, 765.0632, 1152.183, 611.2152, 0.6280735, 1054.477, 446.9024
173.7, 171.2273, 0.001106983, 5.416111, 276.0719, 638.1021, 364.0001, 1121.16, 349.0138, 828.4528, 1086.539, 575.5801, 0.5879263, 988.9876, 501.9918
173.8, 162.6041, 0.001042314, 5.160241, 264.0142, 655.1046, 343.986, 1249.422, 326.3486, 773.3401, 1171.857, 542.0226, 0.5503455, 927.5651, 471.5897
173.9, 154.4152, 0.0009814239, 4.916459, 252.4831, 636.766, 325.0723, 1185.41, 360.7588, 721.8939, 1105.092, 510.4216, 0.5151668, 869.9573, 443.0288
174, 146.6387, 0.0009240904, 4.684194, 268.482, 609.4594, 307.1986, 1299.941, 734.5832, 673.87, 1071.766, 480.663, 0.4822368, 1186.906, 416.1977
174.1, 139.2538, 0.0008701063, 26.91061, 256.7558, 590.486, 290.3077, 1233.341, 752.3699, 1253.382, 1010.704, 452.6393, 0.4514118, 1459.482, 574.9201
174.2, 184.0845, 0.0008192759, 25.63928, 245.5417, 726.49, 274.3455, 1190.054, 703.5106, 2019.149, 1017.21, 426.2495, 0.4225571, 1413.594, 692.2909
174.3, 174.8138, 0.000771415, 24.42802, 234.8175, 695.3357, 259.2609, 1272.955, 657.8242, 1934.753, 1033.132, 446.4291, 0.3955468, 1325.801, 662.8455
174.4, 166.01, 0.0007263499, 23.27398, 224.5616, 717.6992, 245.0058, 1207.738, 616.5058, 2013.537, 974.2706, 525.5598, 0.370263, 1459.211, 622.7016
174.5, 157.6496, 0.0006839175, 22.17446, 214.7537, 789.1917, 231.5344, 1145.862, 576.4695, 2099.34, 922.4243, 717.708, 0.3465954, 1368.584, 584.989
174.6, 149.7102, 0.000643964, 63.46835, 205.3741, 755.3484, 218.8038, 1186.293, 539.0333, 1986.621, 881.2529, 790.1574, 0.3244407, 1384.326, 549.5603
174.7, 142.1706, 0.0006063445, 60.46996, 196.4042, 737.5508, 206.7731, 1149.386, 504.0281, 1913.754, 972.7657, 744.0896, 0.3037021, 1298.35, 634.5164
174.8, 135.0107, 0.0005709227, 57.61321, 187.8261, 705.9222, 195.4039, 1090.499, 471.2963, 1838.863, 917.3436, 715.9512, 0.2842891, 1217.714, 596.0882
174.9, 128.2115, 0.0005375702, 54.89142, 179.6226, 769.6945, 184.6599, 1129.088, 440.69, 1828.736, 865.0791, 674.2098, 0.2661171, 1142.086, 559.9873
175, 121.7546, 0.0005061661, 74.76376, 236.7518, 762.3209, 174.5066, 1071.241, 412.0714, 1707.08, 928.3987, 634.902, 0.2491066, 1071.155, 526.0728
175.1, 115.6229, 0.0004765966, 71.23174, 244.7277, 729.63, 164.9116, 1016.358, 385.3112, 1709.043, 938.9637, 621.0969, 0.2331834, 1004.63, 494.2123
175.2, 109.8, 0.0004487544, 67.86658, 297.9426, 698.3411, 155.8441, 983.4084, 393.5649, 2051.322, 885.4674, 584.8856, 0.2182781, 942.2358, 515.1561
175.3, 104.2704, 0.0004225388, 64.66041, 284.9297, 668.3939, 147.2752, 1064.55, 368.0066, 2115.125, 835.019, 588.8609, 0.2043255, 883.7169, 483.9568
175.4, 99.0192, 0.0003978547, 62.26761, 272.4852, 639.7309, 139.1775, 1091.782, 344.108, 2094.852, 842.3416, 596.7058, 0.1912648, 828.8323, 454.6469
175.5, 94.03249, 0.0003746125, 59.32594, 260.5841, 612.2971, 131.5249, 1121.654, 321.7614, 2043.041, 794.3502, 561.9166, 0.179039, 777.3565, 427.1122
175.6, 89.29692, 0.0003527282, 56.52324, 249.2029, 627.3378, 124.2932, 1098.806, 300.8661, 1949.774, 749.0931, 546.3214, 0.1675946, 729.0777, 401.245
175.7, 84.79984, 0.0003321223, 68.83709, 238.3187, 600.4354, 117.4591, 1042.511, 281.3276, 1894.352, 792.1946, 530.9995, 0.1568818, 754.6844, 434.3874
175.8, 80.52923, 0.0003127202, 65.58506, 227.91, 736.3, 111.0007, 1255.354, 622.8312, 1837.115, 747.0604, 598.1791, 0.1468538, 726.7433, 484.0732
175.9, 76.47369, 0.0002944515, 62.48666, 303.0054, 704.725, 104.8975, 2042.034, 720.7133, 1749.272, 704.4976, 582.284, 323.4803, 846.8335, 454.7563
176, 72.6224, 0.00027725, 63.16291, 289.7714, 674.504, 99.12984, 2135.791, 673.9097, 1726.951, 706.9664, 548.3356, 302.8031, 794.2397, 427.2149
176.1, 68.96506, 0.0002610535, 60.17894, 311.3439, 645.579, 93.67931, 2101.79, 658.9156, 1612.066, 666.6879, 516.3665, 283.4476, 876.9924, 401.3415
176.2, 65.49191, 0.0002458031, 57.33594, 297.7457, 617.8945, 88.52847, 2060.606, 616.1252, 1543.533, 721.0764, 486.2613, 265.3294, 822.5255, 377.0351
176.3, 62.19366, 0.0002314436, 54.62725, 295.4432, 591.3971, 83.66084, 2110.335, 635.361, 1721.895, 1065.757, 457.9113, 248.3692, 771.4414, 494.0298
176.4, 59.06153, 0.000217923, 52.04653, 282.5394, 665.0161, 79.06084, 2017.839, 594.1003, 1752.487, 1690.803, 431.2141, 232.4932, 723.5299, 464.1099
176.5, 56.08713, 0.0002051922, 49.58773, 270.1993, 636.498, 74.71378, 1914.459, 555.519, 1680.86, 1943.272, 406.0734, 217.632, 678.5941, 436.002
176.6, 53.26252, 0.0001932052, 47.24508, 322.3969, 609.2028, 70.60573, 1903.069, 519.4433, 1626.985, 2066.159, 382.3985, 203.7207, 693.4246, 473.109
176.7, 50.58017, 0.0001819184, 45.01311, 319.5298, 660.5944, 66.72356, 1805.569, 546.6859, 1643.518, 1948.442, 360.1039, 190.6987, 664.7588, 586.0041
176.8, 48.0329, 0.000171291, 42.88659, 305.574, 632.2659, 63.05484, 1757.417, 511.1838, 2122.48, 1970.811, 339.1091, 376.8408, 623.473, 550.5139
176.9, 45.61391, 0.0001612844, 40.86052, 314.6529, 687.9795, 59.58785, 1667.379, 477.9872, 2186.968, 1892.246, 319.3384, 1044.377, 711.1795, 553.4229
177, 43.31675, 0.0001518624, 38.93017, 300.9102, 658.4766, 56.31148, 1646.094, 446.9465, 2205.456, 1876.385, 300.7203, 1183.852, 667.0107, 519.9059
177.1, 41.13527, 0.0001429908, 37.09102, 287.7676, 630.239, 53.21526, 1561.76, 475.168, 2058.738, 1895.844, 283.1877, 1318.35, 625.585, 488.4189
177.2, 39.06366, 0.0001346375, 35.33875, 275.1991, 603.2122, 50.28929, 1532.484, 444.3103, 1921.781, 1787.831, 314.5997, 1264.341, 586.7322, 458.8388
177.3, 37.09637, 0.0001267721, 33.66926, 263.1796, 615.456, 47.52419, 1516.45, 415.4566, 1804.382, 1726.725, 296.2579, 1289.13, 1284.454, 431.0501
177.4, 35.22816, 0.0001193663, 32.07864, 251.685, 589.0632, 44.91113, 1438.758, 388.4766, 1771.302, 1684.72, 278.9855, 1206.727, 2357.091, 404.9445
177.5, 33.45403, 0.0001123931, 30.56317, 240.6924, 563.8022, 42.44175, 1619.221, 363.2487, 1772.495, 1686.886, 262.7201, 1129.592, 2582.005, 380.4198
177.6, 31.76925, 0.0001058272, 29.11929, 230.1799, 539.6245, 40.10814, 1648.521, 339.6591, 1654.58, 1590.777, 247.403, 1057.387, 2466.809, 357.3805
177.7, 30.16932, 9.964493e-05, 27.74363, 220.1266, 550.0347, 37.90284, 1564.062, 334.6729, 1544.51, 1500.145, 232.9789, 989.7982, 2531.091, 335.7365
177.8, 28.64996, 9.382381e-05, 26.43295, 210.5124, 526.4473, 35.8188, 1483.93, 344.2555, 1546.252, 1504.478, 219.3957, 926.5292, 2443.819, 315.4033
177.9, 27.20712, 8.834275e-05, 25.18419, 201.3181, 503.8715, 33.84935, 1430.776, 321.8994, 1501.532, 1538.983, 515.4556, 867.3045, 2393.594, 296.3015
178, 25.83694, 8.318188e-05, 23.99443, 192.5253, 482.2638, 31.98818, 1444.399, 351.8485, 1531.921, 1487.591, 828.4309, 811.8655, 2274.154, 278.3566
178.1, 24.53577, 7.832251e-05, 22.86088, 184.1166, 461.5827, 30.22935, 1370.398, 328.9993, 1514.437, 1437.287, 801.6494, 759.9702, 2245.122, 261.4985
178.2, 23.30012, 7.374702e-05, 21.78087, 176.0751, 467.9344, 28.56723, 1352.321, 329.5938, 1527.413, 1788.811, 754.9116, 711.3922, 2235.817, 402.2051
178.3, 22.1267, 6.943882e-05, 433.7558, 168.3849, 505.2376, 26.99649, 1283.038, 943.3167, 1517.436, 2239.747, 743.0853, 665.9193, 2105.406, 393.7346
178.4, 21.01238, 6.53823e-05, 644.6313, 161.0305, 483.5714, 25.51213, 1402.79, 1645.731, 1416.489, 2178.138, 699.762, 623.353, 1974.647, 423.0265
178.5, 19.95417, 6.156276e-05, 614.1774, 153.9974, 462.8342, 24.10937, 1330.921, 1818.282, 1396.586, 2144.557, 802.3511, 583.5076, 1976.487, 397.4067
178.6, 18.94926, 5.796635e-05, 665.8863, 147.2714, 442.9863, 22.78375, 1262.734, 1780.5, 1303.678, 2141.624, 837.3304, 546.2092, 1882.669, 373.3386
178.7, 17.99496, 5.458003e-05, 634.4282, 140.8392, 423.9896, 21.53101, 1198.04, 1664.874, 1294.222, 2052.307, 788.5123, 511.295, 1887.65, 350.7281
178.8, 17.08871, 5.139154e-05, 680.56, 134.6879, 457.8553, 20.34715, 1301.494, 1556.756, 1208.124, 1935.379, 742.5405, 478.6125, 1770.415, 329.487
178.9, 16.22811, 4.838932e-05, 648.4087, 128.8053, 645.197, 19.22839, 1283.438, 1455.659, 1204.123, 1995.97, 745.1887, 448.0191, 1660.461, 309.5323
179, 15.41084, 4.556248e-05, 617.7763, 123.1796, 617.5287, 18.17114, 1343.036, 1361.128, 1124.019, 1989.415, 791.3449, 419.3812, 1557.335, 290.7861
179.1, 14.63474, 4.290078e-05, 588.5911, 117.7997, 591.0471, 17.17202, 1274.228, 1420.189, 1049.244, 1932.925, 745.2079, 392.5739, 1597.964, 273.1752
179.2, 13.89771, 4.039458e-05, 560.7846, 112.6547, 609.0412, 16.22784, 1365.048, 1371.605, 1131.983, 2073.593, 701.7607, 367.4802, 1505.398, 256.6309
179.3, 13.19781, 3.803478e-05, 534.2918, 107.7344, 582.9235, 15.33557, 1295.113, 1282.532, 1056.678, 2015.615, 660.8467, 343.9905, 1500.11, 241.0886
179.4, 12.53316, 3.581284e-05, 509.0506, 103.029, 628.8173, 14.49236, 1228.76, 1250.622, 986.3829, 1905.356, 622.318, 322.0023, 1612.379, 226.4875
179.5, 11.90197, 3.372071e-05, 485.0018, 98.52908, 632.2037, 13.69552, 1233.196, 1170.938, 920.764, 1941.322, 586.0356, 301.4196, 1547.294, 212.7708
179.6, 11.30258, 3.175079e-05, 462.0891, 94.22573, 629.5534, 12.94248, 1170.016, 1094.896, 859.5103, 1830.718, 551.8685, 282.1525, 1656.322, 199.8847
179.7, 10.73337, 2.989595e-05, 440.2589, 90.11034, 602.556, 12.23086, 1174.739, 1023.793, 905.9236, 1883.573, 581.9727, 264.117, 1553.453, 187.7791
179.8, 10.19282, 2.814947e-05, 462.4021, 86.17468, 576.7164, 11.55836, 1114.553, 1020.626, 845.6572, 1776.258, 548.0425, 247.2344, 1456.974, 176.4067
179.9, 9.679503, 2.650501e-05, 440.5571, 82.41093, 551.9849, 10.92284, 1085.968, 954.3462, 789.4, 1697.626, 516.0905, 231.4309, 1399.687, 165.7229
180, 9.192034, 2.495663e-05, 440.3584, 78.81155, 528.314, 10.32226, 1030.331, 911.3561, 736.8853, 1600.906, 505.5074, 216.6376, 1393.884, 155.6863
180.1, 8.729114, 2.349869e-05, 419.5548, 75.36938, 530.9081, 9.7547, 1021.87, 852.1722, 735.2269, 1630.254, 529.402, 202.7899, 1307.315, 146.2575
180.2, 8.289506, 2.212593e-05, 412.5559, 72.07756, 508.141, 9.218349, 1008.281, 831.0627, 686.3161, 1537.372, 498.5368, 189.8273, 1408.942, 137.3997
180.3, 7.872038, 2.083337e-05, 393.0658, 68.9295, 486.3502, 8.71149, 956.6235, 777.0931, 640.6591, 1639.797, 490.5509, 177.6934, 1472.4, 129.0783
180.4, 7.475594, 1.961631e-05, 374.4964, 65.91895, 465.4939, 8.232499, 1018.809, 726.6282, 598.0394, 1546.372, 461.9507, 166.335, 1627.512, 121.261
180.5, 7.099115, 1.847035e-05, 356.8043, 63.03988, 457.2572, 31.53112, 966.6122, 689.6605, 558.2549, 1547.665, 490.0471, 155.7027, 1781.327, 178.4757
180.6, 6.741597, 1.739134e-05, 339.948, 60.28655, 437.6485, 372.1944, 917.0897, 772.9044, 679.509, 1528.776, 461.4764, 145.75, 1678.01, 268.1358
180.7, 6.402083, 1.637536e-05, 323.888, 57.65348, 418.8807, 832.4039, 870.1043, 722.7115, 634.3047, 1441.676, 464.3399, 136.4335, 1699.686, 251.8967
180.8, 6.079668, 1.541873e-05, 308.5868, 55.13542, 400.9177, 805.2923, 825.5262, 675.7783, 652.7477, 1359.539, 437.268, 127.7126, 1692.312, 236.6411
180.9, 5.773489, 1.451799e-05, 294.0084, 52.72733, 498.9969, 761.0143, 783.2319, 640.1357, 1127.757, 1351.621, 411.7744, 119.5491, 1756.242, 222.3094
181, 5.48273, 1.366987e-05, 280.1187, 50.42442, 477.5983, 719.1708, 772.2557, 605.6974, 1086.109, 1413.242, 387.7671, 111.9074, 1647.168, 287.6641
181.1, 5.206614, 1.28713e-05, 266.8853, 48.22208, 457.1173, 679.6281, 830.8408, 566.363, 1142.623, 1440.268, 365.1595, 104.7541, 1729.35, 270.2423
181.2, 4.944404, 1.211937e-05, 254.2769, 46.11594, 437.5146, 642.2596, 841.9768, 529.5831, 1081.516, 1405.318, 407.1459, 98.05813, 1621.946, 253.8757
181.3, 4.695398, 1.141138e-05, 242.2643, 44.10178, 418.7525, 713.0345, 798.8397, 585.2645, 1025.303, 1377.454, 383.4084, 91.79015, 1758.532, 238.5002
181.4, 4.458933, 1.074474e-05, 230.8192, 42.1756, 409.7381, 696.9288, 757.9127, 547.2571, 957.0947, 1352.872, 361.055, 85.92283, 1649.316, 224.0559
181.5, 4.234377, 1.011705e-05, 219.9147, 40.33354, 423.4595, 658.609, 881.369, 511.7179, 893.4241, 1275.794, 403.6113, 80.43055, 1546.883, 210.4864
181.6, 7.649024, 9.526021e-06, 234.3706, 38.57194, 405.3002, 700.9163, 836.2137, 478.4866, 940.7386, 1285.143, 407.312, 75.28934, 1544.91, 197.7388
181.7, 7.263811, 8.969524e-06, 223.2984, 36.88727, 387.9196, 712.2437, 846.7633, 490.1281, 910.5262, 1211.923, 398.1854, 70.47677, 1523.778, 185.7631
181.8, 6.897998, 8.445537e-06, 212.7492, 35.27619, 371.2843, 673.0818, 803.381, 458.2989, 859.9219, 1142.876, 387.273, 65.97182, 1546.254, 209.3327
181.9, 6.550608, 7.952161e-06, 212.5119, 33.73547, 355.3624, 636.0732, 762.2213, 428.5367, 820.4941, 1198.995, 422.222, 61.75483, 1450.222, 196.6549
182, 6.220712, 7.487606e-06, 202.4724, 32.26204, 340.1232, 601.0995, 723.1703, 467.9432, 765.9109, 1253.77, 397.6057, 57.8074, 1379.782, 211.2799
182.1, 5.907431, 7.050191e-06, 192.9071, 30.85297, 325.5376, 641.9184, 905.4124, 437.5547, 714.9589, 1297.521, 374.4244, 54.11229, 1375.678, 198.4842
182.2, 5.609926, 6.638328e-06, 216.8374, 29.50544, 311.5775, 606.6233, 911.0185, 409.1397, 719.0391, 1223.596, 352.5947, 50.65337, 1549.64, 186.4634
