 , C02, C03, C05, C07, C11, C13, C15, C19, C22, C28, C30, C45
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
186, 966.8357, 29.55241, 3.132058, 125.4635, 224.1688, 490.0818, 317.1601, 79.70567, 405.2631, 542.2446, 569.6007, 1540.216
186.1, 1207.566, 28.12746, 2.941569, 119.7651, 211.9687, 461.0565, 322.5429, 75.80826, 381.1796, 508.4378, 561.3249, 1536.328
186.2, 1144.891, 26.77122, 2.762666, 114.3255, 226.3376, 436.9482, 307.7857, 72.10143, 358.5273, 555.6269, 624.0677, 1494.546
186.3, 1136.054, 25.48038, 2.594643, 194.9795, 253.5038, 662.8925, 301.5659, 68.57584, 337.2211, 573.7398, 596.8714, 1420.264
186.4, 1260.701, 24.25177, 54.0164, 186.1237, 239.7072, 660.6489, 404.0586, 65.22266, 317.1811, 705.9844, 661.2587, 1551.856
186.5, 1195.268, 23.08241, 50.73117, 177.6702, 226.6614, 621.5217, 382.2049, 62.03343, 298.3321, 661.9692, 698.4341, 1474.725
186.6, 1133.231, 21.96943, 47.64575, 169.6006, 214.3256, 584.7117, 361.5332, 59.00015, 280.6031, 620.6981, 667.9969, 1457.51
186.7, 1201.526, 20.91012, 44.74798, 161.8975, 202.6611, 550.0819, 341.9795, 56.11519, 302.0589, 582.0001, 638.8862, 1385.068
186.8, 1288.887, 19.90188, 42.02645, 154.5443, 191.6315, 517.5031, 323.4834, 53.3713, 314.5999, 545.7148, 611.0441, 1413.054
186.9, 1221.991, 18.94226, 39.47045, 147.525, 181.2022, 548.3347, 305.9877, 50.76158, 295.9042, 511.6917, 584.4153, 1381.528
187, 1181.343, 18.02891, 37.06989, 140.8246, 245.5159, 730.5607, 289.4382, 48.27946, 278.3195, 479.7898, 558.947, 1312.863
187.1, 1179.225, 17.1596, 34.81534, 134.4285, 497.0468, 713.9454, 273.7838, 45.91872, 261.7799, 567.0806, 534.5886, 1247.61
187.2, 1118.021, 16.3322, 32.6979, 128.3229, 476.4156, 834.0709, 258.9761, 43.67341, 246.2231, 531.7254, 511.2916, 1274.668
187.3, 1220.113, 15.5447, 30.70925, 122.4946, 450.4872, 893.1863, 244.9693, 41.53789, 231.5909, 506.8985, 489.01, 1312.161
187.4, 1156.786, 14.79517, 28.84154, 116.931, 425.9699, 883.8968, 231.72, 39.50679, 282.9343, 475.2954, 659.5027, 1333.959
187.5, 1096.746, 14.08178, 27.08743, 111.6201, 565.5413, 886.1899, 219.1873, 37.57501, 266.1204, 463.3313, 630.7621, 1267.658
187.6, 1148.333, 13.40279, 25.44, 106.5504, 650.4711, 917.0314, 207.3325, 35.73768, 296.5274, 471.4383, 629.8625, 1204.652
187.7, 1115.785, 12.75654, 23.89276, 101.711, 746.8713, 1082.613, 196.1188, 33.9902, 278.9057, 486.3928, 699.9558, 1144.778
187.8, 1265.382, 12.14145, 22.43963, 97.09142, 706.2237, 1050.216, 185.5116, 32.32816, 262.3312, 456.0681, 669.4523, 1087.88
187.9, 1199.706, 11.55602, 21.07487, 92.68163, 698.652, 988.0162, 175.4781, 30.7474, 246.7417, 427.6342, 640.2781, 1311.653
188, 1149.823, 10.99881, 19.79312, 88.47213, 725.1937, 929.5004, 165.9873, 29.24393, 232.0786, 400.9729, 612.3754, 1246.46
188.1, 1214.569, 10.46848, 18.58932, 84.45382, 685.7258, 874.4503, 157.0098, 27.81397, 218.2869, 402.5505, 585.6885, 1323.36
188.2, 1151.53, 9.963711, 17.45873, 80.61801, 648.4059, 822.6606, 148.5179, 26.45394, 205.3148, 377.4531, 703.9155, 1275.28
188.3, 1125.757, 47.96064, 16.39691, 76.95642, 613.1171, 773.9381, 140.4852, 25.16041, 193.1136, 353.9205, 673.2394, 1325.366
188.4, 1067.328, 92.43049, 15.39967, 73.46114, 579.7489, 728.1013, 132.887, 23.93012, 181.6375, 331.855, 643.9002, 1259.492
188.5, 1011.931, 87.97371, 14.46307, 70.1246, 548.1967, 684.9791, 125.6998, 22.76, 170.8433, 311.1652, 667.6678, 1196.892
188.6, 995.7393, 83.73183, 13.58344, 66.93961, 518.3617, 655.5741, 118.9013, 21.64709, 199.8401, 325.9785, 638.5714, 1137.404
188.7, 973.0751, 79.69447, 12.75731, 100.5004, 490.1504, 616.7474, 112.4704, 20.5886, 254.6905, 305.6551, 610.743, 1140.132
188.8, 922.5704, 75.85179, 11.98143, 95.93574, 463.4745, 580.2202, 106.3874, 28.75969, 272.3863, 295.6778, 601.1079, 1083.465
188.9, 990.208, 72.1944, 11.25273, 162.3124, 599.9163, 572.0352, 100.6334, 27.35341, 256.1992, 439.934, 574.9121, 1080.057
189, 957.6824, 68.71336, 384.0583, 318.232, 650.8925, 554.3428, 95.1906, 26.0159, 449.951, 412.5059, 549.8579, 1103.194
189.1, 947.7947, 65.40016, 1041.16, 303.7782, 615.4684, 521.5116, 90.04218, 24.74379, 423.2118, 386.7878, 525.8956, 1111.581
189.2, 1028.117, 62.24672, 1540.312, 295.4794, 581.9722, 490.6248, 85.1722, 23.53388, 398.0617, 509.1907, 502.9775, 1056.332
189.3, 974.7554, 59.24533, 1589.771, 282.059, 604.387, 492.4441, 80.56563, 22.38313, 374.4061, 477.4447, 481.0581, 1043.634
189.4, 924.1635, 56.38866, 1663.018, 294.0102, 571.4938, 463.2788, 76.2082, 21.28865, 352.1563, 447.678, 500.9435, 1621.355
189.5, 963.4215, 53.66973, 1591.8, 280.6566, 540.3909, 435.8409, 72.08645, 20.24769, 331.2288, 522.1143, 479.1128, 1860.024
189.6, 913.4178, 51.0819, 1543.296, 267.9094, 521.2441, 410.028, 68.18762, 19.25763, 311.5449, 489.5626, 458.2334, 1767.577
189.7, 866.0095, 48.61885, 1462.081, 255.7413, 514.6805, 385.7439, 64.49966, 18.31598, 293.0308, 459.0404, 488.6425, 1742.778
189.8, 894.5971, 46.27456, 1418.177, 244.1257, 486.6696, 362.898, 61.01117, 17.42037, 275.6169, 430.4211, 467.3479, 1734.32
189.9, 982.9647, 44.04331, 1331.925, 233.0378, 460.1831, 392.1031, 57.71136, 16.56856, 259.2379, 403.5861, 446.9813, 1700.816
190, 1266.079, 41.91964, 1263.54, 222.4535, 558.7001, 444.8963, 54.59001, 15.7584, 243.8322, 378.4241, 427.5022, 1616.282
190.1, 1210.52, 39.89838, 1254.882, 212.3499, 528.2935, 418.5471, 51.63749, 31.51732, 229.342, 369.5326, 408.872, 1646.262
190.2, 1184.782, 53.31122, 1178.562, 202.7052, 499.5417, 414.0467, 48.84465, 29.97621, 215.7129, 413.8928, 391.0537, 1588.749
190.3, 1229.224, 50.74068, 1106.883, 193.4985, 472.3546, 438.4089, 46.20287, 28.51044, 202.8938, 388.0882, 388.8294, 1578.123
190.4, 1185.17, 48.29408, 1091.842, 184.71, 446.6472, 412.4439, 43.70396, 27.11636, 190.8364, 382.3395, 377.1607, 1568.254
190.5, 1159.107, 65.75636, 1160.801, 176.3206, 463.0952, 388.0167, 41.34022, 25.79043, 252.6481, 358.5022, 391.1814, 1534.792
190.6, 1202.276, 73.51838, 1090.202, 168.3123, 437.8918, 365.0362, 105.57, 24.52935, 237.634, 336.151, 506.4765, 1565.755
190.7, 1163.027, 69.9735, 1023.897, 330.6614, 414.06, 343.4168, 99.86023, 23.32992, 223.5122, 315.1934, 484.4047, 1487.933
190.8, 1119.055, 66.59954, 1051.464, 315.6431, 391.5252, 395.2803, 94.45924, 22.18915, 210.2295, 295.5424, 463.2948, 1479.033
190.9, 1082.89, 182.8197, 1066.956, 363.6183, 370.2169, 546.8274, 110.7061, 21.10415, 197.7363, 539.9579, 490.9884, 1458.729
191, 1338.232, 190.7431, 1002.065, 364.6442, 559.3099, 514.4413, 238.3169, 98.22763, 185.9854, 506.2938, 476.9892, 1585.101
191.1, 1268.775, 181.5459, 1087.208, 348.0825, 746.8182, 591.8655, 259.267, 93.42455, 174.9329, 593.0943, 516.9145, 1620.461
191.2, 1202.922, 172.7922, 1065.507, 332.2729, 706.1735, 556.812, 291.1811, 88.85632, 164.5372, 765.0732, 494.3878, 1539.92
191.3, 1242.857, 164.4605, 1028.438, 317.1814, 671.1845, 523.8345, 462.4299, 84.51147, 154.7593, 756.2076, 472.8428, 1463.382
191.4, 1178.35, 156.5306, 1000.424, 302.7754, 634.656, 492.8102, 885.1062, 80.37907, 145.5624, 709.0612, 452.2367, 1470.729
191.5, 1117.192, 148.9831, 939.5795, 289.0236, 705.1132, 463.6233, 1079.247, 76.44873, 136.9121, 664.8541, 432.5286, 1397.63
191.6, 1090.414, 141.7995, 882.4352, 275.8965, 666.7382, 436.1649, 1125.463, 72.71058, 128.7758, 687.3916, 413.6794, 1328.165
191.7, 1051.287, 134.9622, 828.7664, 263.3655, 630.4517, 410.3329, 1064.592, 69.15521, 121.1231, 692.8549, 424.472, 1325.316
191.8, 1027.153, 128.4547, 778.3616, 251.4037, 596.14, 386.0307, 1007.013, 65.7737, 235.4073, 649.6582, 512.2059, 1259.444
191.9, 973.8415, 122.2609, 731.0224, 239.9852, 563.6957, 363.1678, 1172.623, 62.55753, 221.4178, 609.1547, 489.8844, 1395.269
192, 1318.232, 116.3658, 686.5623, 229.0853, 533.0172, 433.0933, 1109.201, 59.49862, 208.2596, 776.3848, 468.5356, 1556.874
192.1, 1839.379, 110.7549, 644.8063, 218.6805, 680.3777, 407.4431, 1049.21, 56.58929, 195.8834, 786.8049, 448.1172, 1544.22
192.2, 1976.408, 105.4145, 605.5898, 208.7483, 643.3489, 457.4846, 992.4628, 53.82221, 184.2427, 737.7508, 428.5887, 1516.367
192.3, 1938.06, 100.3317, 616.5478, 199.2671, 608.3354, 430.3899, 963.7908, 51.19044, 173.2937, 691.7551, 409.9111, 1441
192.4, 1837.47, 95.49393, 579.0499, 190.2166, 700.194, 419.595, 994.7844, 48.68736, 162.9954, 648.627, 392.0475, 1466.233
192.5, 1742.102, 90.88944, 543.8326, 181.5772, 662.0867, 394.7443, 1069.809, 46.30666, 153.3091, 638.5096, 374.9624, 1656.013
192.6, 1677.525, 86.50697, 510.7573, 173.3301, 626.0533, 511.4133, 1199.94, 44.04239, 144.1985, 617.9495, 358.6219, 1680.083
192.7, 1717.029, 82.3358, 487.163, 165.4576, 591.9811, 481.1246, 1163.344, 41.88882, 135.6292, 579.4229, 342.9934, 1713.69
192.8, 1696.523, 78.36576, 457.5342, 157.9427, 664.8827, 452.6297, 1100.424, 39.84056, 127.5692, 757.7819, 328.0461, 1746.384
192.9, 2550.014, 88.06141, 469.8329, 150.7691, 628.6971, 425.8225, 1079.489, 37.89246, 119.9882, 710.5372, 313.7501, 1866.781
193, 3394.585, 289.8412, 498.4917, 178.1902, 652.0189, 400.603, 1043.825, 36.03961, 112.8576, 666.2382, 300.0771, 2189.162
193.1, 3436.73, 298.0811, 468.1739, 170.097, 630.1967, 376.877, 1039.793, 34.27736, 106.1509, 624.7009, 287, 2166.451
193.2, 3622.33, 283.7084, 439.7, 162.3714, 595.8989, 354.5563, 1048.366, 32.60128, 99.84265, 585.7534, 333.287, 2144.479
193.3, 3434.323, 270.0286, 458.718, 171.13, 563.4678, 333.5575, 1118.981, 31.00716, 93.90932, 549.234, 329.8215, 2037.893
193.4, 3256.074, 257.0085, 456.8712, 163.3575, 532.8016, 313.8024, 1137.646, 29.49099, 88.32858, 514.9915, 315.4482, 1936.604
193.5, 3339.655, 244.6161, 429.0848, 255.4863, 509.809, 351.6152, 1098.225, 28.04895, 83.07949, 500.9946, 301.7012, 2014.218
193.6, 3355.994, 268.6221, 402.9883, 243.8824, 482.0632, 330.7906, 1038.827, 26.67743, 78.14234, 573.4703, 288.5533, 1914.106
193.7, 3335.829, 255.6698, 378.4789, 232.8055, 455.8274, 311.1993, 982.6417, 25.37297, 73.49859, 537.7168, 373.3859, 1818.97
193.8, 3240.996, 243.342, 355.4602, 243.0961, 431.0195, 292.7684, 929.4951, 24.13229, 69.1308, 504.1924, 357.1141, 1894.061
193.9, 3248.258, 231.6086, 333.8414, 266.4202, 407.5617, 330.0537, 955.2576, 117.3443, 65.02258, 472.758, 341.5513, 1838.779
194, 3157.137, 253.1407, 313.5375, 254.3197, 385.3806, 310.5061, 903.592, 337.412, 61.15849, 443.2835, 326.6668, 1887.257
194.1, 3168.852, 240.9348, 294.4684, 242.7687, 364.4067, 292.1162, 854.7209, 394.233, 57.52403, 415.6465, 384.918, 1793.456
194.2, 3004.382, 310.5292, 276.5592, 231.7424, 510.4361, 274.8155, 808.4929, 374.956, 54.10556, 389.7327, 381.067, 1891.539
194.3, 2952.053, 295.5562, 259.7391, 221.2169, 482.6561, 258.5394, 764.7653, 356.6216, 50.89024, 365.4344, 364.4605, 1797.525
194.4, 2941.522, 324.3973, 243.942, 245.5595, 456.3881, 243.2273, 723.4026, 339.1837, 47.86599, 342.6511, 348.5776, 1708.184
194.5, 2939.55, 308.7556, 229.1057, 234.4064, 431.5497, 291.9275, 684.277, 322.5985, 45.02147, 321.2882, 333.3869, 1623.283
194.6, 2948.349, 293.8682, 215.1717, 223.7599, 408.063, 274.6379, 647.2676, 306.8242, 42.34598, 301.2572, 332.8341, 1748.517
194.7, 2802.91, 279.6985, 202.0852, 213.597, 385.8546, 258.3723, 721.625, 291.8213, 39.82949, 282.475, 318.3295, 1661.611
194.8, 2858.084, 287.8747, 189.7946, 203.8956, 433.7286, 243.0701, 682.5956, 277.552, 37.46255, 264.8638, 304.457, 1579.025
194.9, 2774.823, 273.994, 178.2514, 194.6349, 410.1234, 228.6742, 737.3378, 263.9804, 35.23627, 248.3506, 341.3842, 1842.866
195, 2713.224, 301.6507, 167.4104, 185.7948, 387.8029, 215.1308, 863.0577, 251.0724, 33.1423, 232.867, 326.507, 1751.271
195.1, 2701.343, 294.4575, 157.2286, 177.3562, 366.6971, 236.0514, 816.3788, 238.7956, 31.17275, 218.3487, 312.278, 1664.229
195.2, 2680.695, 288.0798, 147.6661, 169.3008, 409.6479, 313.9264, 772.2247, 227.1191, 29.32026, 204.7355, 298.6692, 1581.513
195.3, 2541.561, 274.1893, 138.6852, 161.6114, 387.3533, 340.4782, 730.4586, 216.0135, 27.57784, 191.9711, 285.6535, 1638.49
195.4, 2409.648, 260.9685, 130.2505, 154.2711, 408.2099, 320.3132, 690.9514, 205.451, 25.93898, 180.0025, 273.2049, 1557.053
195.5, 2409.224, 248.3852, 122.3288, 147.2643, 385.9935, 301.3425, 695.8823, 195.405, 24.39751, 168.7801, 261.2989, 1479.664
195.6, 2495.257, 236.4087, 114.8889, 140.5757, 364.9862, 283.4954, 658.2452, 185.8502, 22.94764, 158.2573, 249.9117, 1510.816
195.7, 2365.748, 225.0096, 107.9015, 134.1909, 409.2738, 278.8429, 622.6437, 176.7625, 21.58393, 148.3906, 239.0208, 1435.725
195.8, 2242.96, 214.1602, 101.339, 128.0961, 477.2839, 262.3283, 588.9678, 168.1193, 20.30127, 139.1391, 228.6044, 1364.366
195.9, 2241.759, 203.8339, 95.17566, 122.2781, 509.8223, 246.7917, 609.899, 159.8987, 19.09483, 130.4643, 218.642, 1296.553
196, 2125.406, 194.0055, 89.38717, 116.7243, 499.3682, 294.9884, 576.9124, 152.08, 17.96008, 122.3304, 307.3659, 1296.074
196.1, 2105.021, 184.651, 83.95073, 111.4228, 472.1906, 277.5176, 562.9594, 151.8952, 16.89277, 114.7036, 293.9712, 1231.656
196.2, 2096.283, 220.0587, 78.84492, 106.3621, 515.8234, 261.0815, 691.1282, 144.4679, 15.88889, 107.5523, 329.7218, 1285.325
196.3, 1987.482, 275.7585, 74.04965, 101.5313, 487.7502, 245.6188, 653.7483, 137.4038, 14.94466, 100.8469, 315.3528, 1316.459
196.4, 2080.171, 262.4621, 69.54602, 96.91982, 500.1555, 231.0719, 618.39, 130.6851, 14.05655, 94.55947, 301.61, 1251.028
196.5, 1972.206, 249.8068, 65.3163, 92.51782, 472.935, 217.3865, 618.6918, 124.2949, 13.22121, 88.66407, 288.4661, 1188.849
196.6, 1869.844, 237.7617, 61.34383, 88.31576, 447.196, 204.5117, 616.7852, 118.2172, 12.43552, 83.13623, 294.39, 1235.686
196.7, 1772.795, 226.2974, 57.61295, 84.30454, 422.8579, 192.3994, 583.4261, 112.4367, 11.69652, 77.95303, 281.5608, 1244.079
196.8, 1868.579, 230.0375, 54.10899, 80.47552, 416.2964, 181.0045, 551.8712, 106.9388, 11.00143, 73.09297, 269.2906, 1182.245
196.9, 1771.596, 218.9456, 50.81813, 76.8204, 393.6399, 170.2844, 522.023, 101.7098, 10.34765, 68.53593, 257.5551, 1237.871
197, 1716.049, 208.3886, 47.72742, 73.3313, 372.2165, 160.1992, 532.4788, 96.73642, 9.732719, 64.26299, 246.3311, 1176.346
197.1, 1626.982, 198.3406, 44.82469, 70.00066, 400.6251, 150.7113, 503.6795, 92.00625, 9.154335, 60.25646, 235.5962, 1172.862
197.2, 1684.155, 232.1725, 42.0985, 66.8213, 378.8215, 141.7854, 476.4377, 87.50737, 8.610322, 56.49971, 310.8733, 1114.568
197.3, 1695.866, 220.9777, 39.53811, 97.82364, 379.4146, 133.3881, 450.6694, 83.22848, 8.098638, 52.97719, 297.3257, 1159.464
197.4, 1607.847, 210.3227, 37.13343, 93.38059, 358.7654, 125.4881, 426.2947, 79.15881, 7.617361, 49.67428, 284.3684, 1101.835
197.5, 1524.396, 200.1814, 34.87502, 93.97185, 339.24, 118.056, 403.2384, 75.28815, 7.164685, 46.57729, 271.9759, 1047.071
197.6, 1445.276, 190.5291, 32.75395, 89.70374, 320.7772, 111.0641, 381.4291, 71.60674, 6.738911, 43.67339, 260.1234, 1057.237
197.7, 1458.205, 181.3422, 30.76189, 85.62949, 303.3193, 104.4862, 360.7993, 68.10535, 6.338439, 40.95053, 248.7875, 1004.69
197.8, 1447.069, 172.5983, 28.89098, 81.74029, 286.8115, 98.29799, 391.3016, 64.77517, 5.961765, 38.39743, 237.9455, 1025.149
197.9, 1445.301, 164.2761, 27.13386, 78.02773, 331.5735, 92.47624, 370.1378, 61.60783, 5.607476, 36.00351, 227.576, 1193.568
198, 1540.009, 156.3551, 25.4836, 74.48379, 313.528, 86.99929, 350.1188, 70.91586, 5.274241, 33.75883, 217.6585, 1134.245
198.1, 1460.079, 148.816, 23.93371, 71.10081, 296.4646, 81.84672, 331.1824, 67.44826, 4.96081, 31.65411, 208.1731, 1077.87
198.2, 1384.298, 141.6404, 22.47809, 67.87148, 365.1066, 76.99931, 364.172, 79.0424, 4.666005, 29.6806, 199.1011, 1024.298
198.3, 1317.292, 134.8109, 21.11099, 64.78883, 345.2361, 72.43898, 344.4756, 113.2889, 4.388719, 27.83014, 190.4244, 973.3875
198.4, 1286.256, 128.3106, 19.82704, 61.84618, 392.2674, 68.14874, 325.8445, 107.7493, 4.127911, 26.09505, 182.1259, 1003.591
198.5, 1267.386, 122.1238, 18.62118, 59.03719, 370.9187, 64.1126, 308.221, 102.4807, 3.882602, 24.46813, 174.189, 1017.018
198.6, 1255.881, 116.2352, 17.48866, 56.35579, 350.7318, 60.3155, 291.5508, 97.46962, 3.651872, 456.5115, 166.598, 966.4699
198.7, 1265.766, 110.6306, 16.42501, 53.79616, 331.6436, 56.74329, 275.7821, 92.7036, 3.434852, 743.5593, 159.3378, 1039.998
198.8, 1334.087, 105.2963, 15.42606, 51.35279, 313.5943, 53.38264, 260.8663, 88.17062, 3.23073, 697.2014, 152.394, 1114.541
198.9, 1264.845, 100.2192, 14.48786, 49.0204, 296.5272, 50.22102, 246.7572, 83.8593, 3.038738, 680.0384, 145.7528, 1059.145
199, 1199.197, 95.38683, 13.60672, 46.79395, 280.389, 47.24666, 233.4113, 79.75879, 2.858155, 983.6615, 139.401, 1006.503
199.1, 1154.154, 90.7875, 12.77918, 44.66862, 265.1292, 44.44845, 220.7871, 75.85878, 2.688304, 1060.516, 133.326, 956.4775
199.2, 1094.251, 86.40993, 12.00196, 42.63981, 250.6998, 41.81597, 208.8457, 72.14948, 2.528547, 1098.552, 127.5158, 908.9382
199.3, 1248.602, 82.24345, 11.27201, 40.70316, 237.0557, 39.3394, 197.5502, 68.62154, 2.378283, 1080.193, 195.115, 942.0592
199.4, 1183.797, 78.27787, 10.58646, 38.85446, 224.1542, 37.00951, 186.8656, 65.26612, 2.236949, 1080.587, 186.6121, 895.2365
199.5, 1165.702, 74.50349, 9.942602, 37.08973, 211.9548, 34.8176, 176.7589, 62.07477, 2.104015, 1013.216, 178.4797, 850.741
199.6, 1144.461, 95.39765, 9.337903, 35.40516, 274.4704, 32.75551, 167.1989, 59.03947, 1.97898, 981.3762, 297.664, 910.3167
199.7, 1258.147, 90.7978, 8.76998, 33.79709, 347.3825, 30.81555, 158.1558, 56.15259, 1.861375, 1062.347, 284.692, 865.0717
199.8, 1192.847, 86.41974, 8.236599, 32.26206, 328.4766, 28.99048, 149.6019, 53.40687, 1.75076, 1040.323, 272.2854, 845.6004
199.9, 1170.391, 82.25278, 14.39599, 30.79675, 310.5996, 27.27351, 202.7209, 50.79541, 1.646717, 975.4629, 260.4194, 963.0333
200, 1109.646, 78.28675, 13.52044, 29.39799, 293.6955, 25.65822, 191.7567, 48.31164, 1.548858, 914.6467, 249.0705, 915.1682
200.1, 1129.23, 74.51195, 12.69814, 28.06277, 399.4744, 24.1386, 181.3855, 45.94932, 1.456814, 915.2115, 238.2163, 869.6821
200.2, 1148.016, 70.91916, 11.92585, 26.78819, 377.7335, 22.70898, 171.5751, 43.70251, 1.370241, 898.0222, 227.835, 826.4567
200.3, 1088.432, 108.837, 11.20054, 25.57149, 357.1757, 21.36403, 162.2954, 41.56557, 1.288811, 880.9272, 217.9061, 785.3798
200.4, 1058.26, 103.5891, 10.51933, 24.41006, 337.7368, 20.09873, 153.5176, 39.53312, 1.212222, 847.3595, 208.41, 746.3444
200.5, 1003.334, 98.59428, 9.879555, 23.30138, 319.3559, 18.90838, 183.6384, 37.60004, 1.140183, 845.3856, 199.3276, 886.0957
200.6, 951.2591, 93.8403, 9.278689, 22.24306, 301.9753, 17.78852, 173.7062, 35.7615, 1.072425, 810.5837, 190.6411, 918.7648
200.7, 927.4857, 89.31554, 8.714369, 21.2328, 285.5406, 16.73499, 164.3112, 34.01285, 1.008695, 903.2759, 182.3331, 873.1
200.8, 879.3471, 85.00896, 8.184369, 20.26843, 270.0003, 15.74385, 155.4244, 32.3497, 0.9487511, 846.9603, 174.3872, 872.7251
200.9, 833.7071, 80.91003, 7.686604, 19.34786, 255.3058, 14.81141, 147.0182, 30.76789, 0.8923698, 794.1558, 166.7875, 829.3485
201, 790.4359, 77.00874, 7.219112, 18.4691, 241.4111, 13.9342, 139.0667, 29.26341, 0.8393391, 744.6434, 159.5191, 788.1279
201.1, 819.0795, 73.29556, 6.780053, 17.63025, 228.2726, 13.10894, 131.5452, 27.8325, 0.7894598, 747.754, 152.5674, 827.8943
201.2, 776.5675, 69.76141, 6.367696, 16.8295, 215.8491, 12.33255, 124.4305, 26.47156, 0.7425447, 701.1346, 145.9186, 786.746
201.3, 817.1544, 66.39768, 5.980419, 16.06512, 216.5252, 11.60215, 117.7006, 25.17717, 0.6984176, 657.4218, 139.5596, 747.6428
201.4, 774.7423, 63.19614, 5.616696, 15.33546, 204.7411, 10.91501, 148.8311, 23.94607, 0.6569129, 616.4342, 133.4777, 710.4831
201.5, 785.4581, 60.14897, 5.275094, 14.63894, 216.809, 10.26856, 140.7815, 22.77517, 0.6178746, 578.0021, 127.6609, 761.022
201.6, 744.6912, 57.24873, 4.954268, 13.97405, 205.0094, 9.6604, 133.1673, 21.66152, 0.5811563, 561.2934, 122.0975, 723.1973
201.7, 706.0401, 56.2779, 4.652954, 13.33937, 193.852, 9.088259, 125.9648, 361.1447, 0.54662, 526.299, 116.7766, 687.2526
201.8, 669.3951, 88.6273, 4.369966, 12.73351, 183.3018, 8.550002, 119.152, 748.4282, 0.5141361, 508.1488, 111.6876, 653.0945
201.9, 650.1984, 84.3539, 4.104189, 12.15516, 189.6548, 8.043624, 210.8579, 711.8319, 0.4835826, 476.4678, 106.8203, 620.6341
202, 616.4517, 91.30534, 3.854576, 11.60309, 179.3331, 7.567236, 199.4536, 677.0251, 0.4548448, 509.1302, 102.1652, 662.2236
202.1, 779.3849, 86.90282, 3.620145, 11.07609, 169.5731, 7.119063, 250.8909, 643.9202, 0.4278148, 477.388, 97.71291, 1339.908
202.2, 842.3808, 82.71257, 3.399971, 10.57302, 160.3442, 6.697433, 260.7436, 612.4341, 0.4023911, 511.1443, 93.45466, 1411.472
202.3, 798.6594, 78.72437, 3.193188, 10.09281, 151.6177, 6.300774, 246.6412, 582.4877, 0.3784783, 479.2766, 89.38198, 1527.401
202.4, 757.2073, 74.92846, 2.998981, 9.634402, 143.366, 5.927608, 233.3015, 554.0055, 0.3559865, 449.3956, 85.48679, 1451.486
202.5, 776.2577, 71.31558, 2.816586, 9.196817, 135.5635, 5.576542, 245.6005, 573.4929, 0.3348314, 421.3777, 81.76134, 1379.343
202.6, 800.9971, 67.87691, 2.645284, 8.779107, 128.1856, 5.246268, 232.3171, 566.6862, 0.3149334, 395.1065, 78.19826, 1426.534
202.7, 809.7078, 64.60405, 2.484401, 8.380369, 121.2092, 4.935555, 285.835, 538.9766, 0.2962179, 386.6687, 74.79044, 1355.632
202.8, 767.6822, 61.48899, 2.333302, 7.999742, 114.6126, 4.643245, 270.3755, 512.622, 0.2786146, 362.5615, 71.53114, 1288.254
202.9, 740.1002, 58.52414, 2.191393, 7.636402, 108.3749, 4.368246, 264.1374, 487.5561, 0.2620574, 418.8956, 68.41387, 1380.765
203, 701.6874, 55.70224, 2.058114, 7.289564, 102.4767, 4.109535, 249.8514, 496.4173, 0.2464841, 496.6312, 65.43245, 1387.128
203.1, 665.2683, 53.01641, 1.932942, 6.958479, 96.89953, 3.866146, 236.3381, 559.1529, 0.2318364, 465.6683, 62.58096, 1318.184
203.2, 636.3173, 83.51975, 1.815382, 6.642432, 91.62588, 3.637171, 223.5556, 531.8117, 0.2180591, 436.6358, 59.85373, 1321.217
203.3, 788.8695, 79.49262, 1.704972, 6.34074, 180.8924, 3.421758, 217.8378, 505.8074, 0.2051005, 409.4133, 57.24536, 1255.549
203.4, 747.9255, 86.67764, 1.601278, 6.05275, 171.0475, 3.219103, 302.3722, 481.0747, 0.192912, 383.8881, 54.75065, 1349.243
203.5, 775.7684, 82.49825, 1.503889, 5.77784, 161.7384, 3.02845, 286.0182, 531.099, 0.1814479, 359.9542, 52.36467, 1282.182
203.6, 792.3195, 112.4489, 1.412424, 5.515417, 152.936, 2.849088, 270.5488, 629.502, 0.170665, 444.1811, 50.08266, 1338.879
203.7, 751.1964, 107.0268, 1.326522, 5.264912, 144.6126, 77.21827, 255.9161, 598.7209, 0.1605229, 416.4883, 47.9001, 1331.382
203.8, 712.2077, 101.8663, 1.245844, 5.025785, 136.7422, 342.7287, 242.0747, 569.4449, 0.1509836, 454.8842, 45.81265, 1265.209
203.9, 675.2426, 96.95451, 1.170073, 4.797519, 129.3002, 493.756, 228.982, 541.6005, 0.1420111, 426.5241, 43.81618, 1202.325
204, 640.196, 92.27959, 1.09891, 4.57962, 151.2585, 464.513, 216.5974, 515.1176, 0.1335718, 399.932, 41.9067, 1252.809
204.1, 606.9684, 87.83008, 1.032076, 4.371619, 143.0264, 1048.011, 252.7181, 489.9297, 0.1256341, 374.9979, 40.08044, 1190.542
204.2, 659.4907, 83.59512, 0.9693059, 105.0326, 135.2423, 1102.69, 239.0498, 529.9798, 0.118168, 351.6183, 38.33377, 1131.369
204.3, 625.2617, 79.56435, 0.9103537, 119.1181, 127.8819, 1099.726, 226.1207, 504.0651, 0.1111457, 376.3803, 36.66322, 1123.787
