 , C02, C03, C05, C07, C11, C13, C15, C19, C22, C28, C30, C45
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
77.40000000000001, 437.8202, 47.02009, 562.3895, 0.09402633, 522.4996, 76.05031, 322.929, 1036.202, 873.3444, 769.4907, 357.3404, 1984.211
77.5, 415.0964, 44.75289, 528.1855, 0.08975575, 494.0631, 71.54619, 305.4633, 1080.877, 821.4443, 721.5161, 341.7678, 1966.394
77.59999999999999, 393.552, 42.59501, 496.0618, 0.08567914, 509.6515, 67.30883, 288.9422, 1028.025, 772.6285, 676.5325, 326.8739, 2000.653
77.7, 420.2818, 40.54118, 465.8918, 0.08178768, 481.9142, 63.32243, 549.8354, 977.7571, 848.8909, 634.3535, 312.629, 1901.215
77.8, 398.4683, 38.58638, 437.5567, 0.07807297, 455.6866, 59.57213, 703.6915, 929.9472, 826.1519, 594.8041, 299.0049, 1914.224
77.90000000000001, 394.2434, 36.72583, 410.9449, 0.07452697, 484.1214, 56.04394, 781.2897, 884.4751, 809.0839, 648.5551, 387.4615, 1921.454
78, 373.7813, 34.955, 385.9516, 0.07114203, 457.7737, 52.72471, 739.0333, 894.7328, 797.7613, 608.1204, 370.5762, 1825.953
78.09999999999999, 354.3813, 33.26955, 362.4784, 0.06791084, 432.8598, 49.60206, 699.0624, 878.7026, 750.3528, 570.2065, 354.4268, 1771.37
78.2, 415.9511, 31.66537, 340.4328, 0.06482639, 409.3019, 46.66436, 661.2533, 871.3628, 705.7617, 683.6093, 338.9812, 1773.66
78.3, 394.3623, 30.13854, 426.4564, 0.06188204, 387.0261, 43.90063, 625.4891, 831.4872, 663.8206, 640.989, 324.2087, 1685.505
78.40000000000001, 373.894, 28.68533, 400.5197, 0.05907142, 481.1262, 41.3006, 591.6593, 936.5842, 688.1282, 601.0259, 310.0799, 1601.731
78.5, 354.4881, 27.30219, 376.1605, 0.05638846, 473.8686, 38.85455, 667.3373, 890.7875, 647.2349, 658.6215, 322.5089, 1555.163
78.59999999999999, 365.7195, 25.98575, 374.8643, 0.05382735, 448.0788, 36.55337, 843.8653, 847.2302, 623.9241, 659.7309, 308.4542, 1688.818
78.7, 356.4757, 24.73277, 352.0654, 0.05138257, 438.8322, 34.38848, 798.2245, 861.9714, 687.5974, 618.5994, 295.0121, 1637.936
78.8, 337.9739, 23.54022, 330.6531, 0.04904882, 455.6074, 32.3518, 755.0522, 896.6713, 700.4714, 580.0322, 282.1557, 1613.319
78.90000000000001, 320.4323, 22.40516, 322.1187, 0.04682108, 430.8114, 30.43575, 714.2148, 852.8264, 658.8446, 543.8696, 269.8596, 1685.684
79, 309.735, 21.32484, 302.5278, 0.04469451, 407.365, 28.63318, 727.5344, 897.9861, 619.6915, 509.9615, 258.0993, 1646.381
79.09999999999999, 293.6591, 20.29661, 284.1284, 0.04266453, 385.1946, 26.93736, 688.1854, 854.0768, 582.8652, 478.1675, 246.8515, 1564.552
79.2, 297.4796, 19.31795, 266.8479, 0.04072675, 364.2308, 25.34199, 650.9645, 812.3146, 548.2274, 448.3557, 276.1387, 1621.646
79.3, 324.5728, 18.38648, 279.2331, 0.03887698, 344.4079, 23.84109, 692.2556, 772.5944, 532.4685, 420.4026, 264.1048, 1647.322
79.40000000000001, 313.9583, 17.49993, 262.2504, 0.03711123, 325.6639, 22.42909, 654.8146, 734.8165, 676.0889, 797.4894, 252.5953, 1565.446
79.5, 399.2207, 16.65613, 320.5076, 0.03542568, 307.94, 21.10072, 698.8611, 752.5326, 1419.594, 1124.899, 256.6197, 1552.849
79.59999999999999, 404.4682, 15.85301, 337.4698, 0.03381668, 291.1807, 19.85102, 661.0629, 715.7357, 1540.249, 1324.408, 245.4364, 1564.906
79.7, 383.4754, 15.08861, 325.6343, 0.03228076, 275.3335, 18.67533, 663.3936, 680.738, 1516.199, 1241.837, 234.7405, 1529.581
79.8, 363.5722, 14.36107, 305.8296, 0.0308146, 278.4815, 17.56927, 627.5136, 751.2247, 1444.046, 1164.413, 259.7876, 1632.99
79.90000000000001, 344.702, 13.66862, 287.2293, 0.02941504, 286.1714, 16.52873, 652.9009, 714.4917, 1554.264, 1214.683, 248.4662, 2082.867
80, 326.8112, 13.00955, 269.7603, 0.02807903, 270.5968, 15.5498, 679.9884, 743.816, 1694.436, 1203.04, 250.2182, 2234.691
80.09999999999999, 309.849, 12.38226, 283.8524, 0.02680371, 291.9635, 14.62886, 668.6327, 830.4905, 1684.23, 1144.25, 239.3139, 2123.622
80.2, 293.7672, 11.78522, 266.5887, 0.02558632, 304.5046, 13.76246, 640.0212, 789.8817, 1592.356, 1133.524, 255.9738, 2110.369
80.3, 283.0957, 11.21696, 250.3751, 0.02442421, 887.8116, 12.94737, 605.4054, 789.1057, 1497.727, 1118.046, 244.8186, 2005.478
80.40000000000001, 270.1748, 10.6761, 235.1475, 0.02331489, 890.7648, 12.18056, 572.6618, 796.1279, 1497.675, 1082.694, 234.1496, 1949.493
80.5, 256.1521, 10.16133, 220.8461, 0.02225595, 842.2859, 11.45916, 541.6891, 757.1992, 1500.929, 1015.193, 223.9456, 1852.599
80.59999999999999, 242.8573, 9.671372, 217.0947, 0.02124511, 796.4454, 10.78048, 512.3917, 720.1741, 1411.733, 1064.303, 214.1862, 1941.266
80.7, 327.5638, 9.205042, 203.8912, 0.02028018, 753.0997, 10.142, 505.3243, 684.9594, 1327.838, 997.9479, 204.8522, 1844.78
80.8, 310.5625, 8.761196, 191.4907, 0.01935907, 712.113, 9.541337, 504.8247, 651.4666, 1564.902, 935.73, 195.9249, 1845.901
80.90000000000001, 294.4436, 8.338752, 260.7446, 0.01847981, 673.3571, 8.976247, 477.5211, 790.7156, 2050.124, 1063.887, 187.3866, 1789.682
81, 279.1613, 7.936677, 244.8864, 0.01764047, 636.7103, 8.444624, 451.6941, 764.9864, 1928.291, 1068.302, 179.2205, 1745.538
81.09999999999999, 273.5945, 7.553989, 229.9926, 0.01683926, 634.6203, 7.944487, 427.264, 727.5804, 1945.287, 1001.698, 196.7004, 1677.651
81.2, 259.3943, 7.189754, 216.0047, 0.01607444, 600.0818, 7.473971, 404.1553, 802.3392, 1881.984, 1035.274, 188.1283, 1638.203
81.3, 250.1948, 6.843081, 202.8675, 0.01534435, 567.423, 7.031321, 382.2964, 763.1068, 1788.439, 1114.66, 214.5353, 1654.764
81.40000000000001, 237.2092, 6.513123, 190.5293, 0.01464743, 688.3997, 6.614888, 361.6197, 725.7928, 1790.888, 1045.166, 205.186, 1572.518
81.5, 224.8975, 6.199076, 178.9415, 0.01398216, 650.9343, 6.223118, 342.0613, 690.3033, 1756.765, 1040.481, 196.2442, 1557.527
81.59999999999999, 213.2248, 5.900171, 168.0585, 0.0133471, 615.5079, 5.85455, 323.5608, 656.5493, 1765.089, 1036.842, 187.692, 1650.106
81.7, 209.4418, 5.615678, 157.8373, 0.01274089, 582.0096, 5.507812, 306.0609, 643.3224, 1720.161, 972.1992, 267.5959, 1568.091
81.8, 198.5713, 5.344903, 148.2378, 0.01216221, 559.0504, 5.181609, 289.5074, 611.8656, 1709.221, 1024.807, 255.9342, 1490.153
81.90000000000001, 203.6699, 5.087185, 139.2221, 0.01160982, 528.6247, 4.874725, 273.8493, 581.9469, 1707.141, 960.9147, 244.7809, 1578.682
82, 193.099, 4.841893, 130.7548, 0.01108251, 499.8549, 4.586017, 355.3002, 553.4911, 1779.738, 901.0056, 234.1135, 1500.218
82.09999999999999, 183.0767, 4.608428, 122.8024, 0.01057915, 472.6508, 4.314408, 336.0837, 619.015, 1692.521, 858.3302, 257.3723, 1425.653
82.2, 173.5746, 4.38622, 115.3337, 0.01009866, 446.9273, 4.058885, 464.103, 616.7195, 1706.236, 804.8168, 246.1562, 1575.09
82.3, 208.5153, 4.174727, 135.346, 0.009639989, 422.6037, 3.818496, 578.1328, 594.0212, 1728.769, 833.1948, 235.4289, 1496.804
82.40000000000001, 197.6929, 3.973431, 127.1144, 0.009202151, 406.1967, 3.592343, 609.3649, 567.7862, 1626.033, 831.4955, 225.1691, 1422.409
82.5, 289.0644, 3.781842, 119.3834, 0.008784198, 384.0899, 3.379585, 576.4072, 541.4005, 1586.123, 844.3724, 215.3564, 1351.712
82.59999999999999, 308.1902, 3.59949, 112.1226, 0.008385229, 363.1862, 3.179427, 545.2319, 572.8583, 1594.076, 791.7292, 205.9714, 1484.579
82.7, 301.9678, 3.425931, 105.3034, 0.00800438, 343.4202, 2.991124, 515.7428, 544.847, 1499.345, 761.9314, 196.9953, 1437.427
82.8, 286.295, 3.260741, 98.89899, 0.00764083, 403.6925, 2.813973, 522.5662, 518.2053, 1410.244, 714.4281, 188.4104, 1431.979
82.90000000000001, 317.164, 3.103515, 92.88405, 0.007293791, 381.722, 2.647314, 494.303, 492.8664, 1344.404, 798.3942, 180.1997, 1410.229
83, 300.7025, 2.953871, 87.23493, 0.006962514, 360.9472, 2.490526, 467.5684, 507.078, 1384.037, 782.9416, 172.3467, 1432.834
83.09999999999999, 356.0529, 2.811443, 81.92939, 0.006646284, 478.7189, 2.343023, 630.5605, 482.2831, 1301.788, 734.1284, 264.9403, 1382.354
83.2, 337.573, 2.675881, 76.94653, 0.006344417, 709.7557, 2.204256, 1077.426, 458.7007, 1294.339, 697.9783, 321.6882, 1336.537
83.3, 320.0522, 2.546857, 72.26672, 0.00605626, 671.1281, 2.073708, 1092.923, 559.6903, 1268.636, 654.4622, 345.1609, 1344.348
83.40000000000001, 303.4408, 2.424053, 67.87152, 0.005781191, 634.6026, 1.950892, 1049.087, 532.3229, 1206.546, 632.703, 363.3715, 1295.526
83.5, 287.6916, 2.307171, 63.74364, 0.005518615, 600.0651, 1.835349, 992.3467, 506.2936, 1134.845, 593.2565, 416.7534, 1329.663
83.59999999999999, 272.7597, 2.195925, 59.86681, 0.005267966, 567.4072, 1.72665, 986.7972, 533.7088, 1067.404, 556.2694, 408.5826, 1358.786
83.7, 342.1653, 28.36705, 56.22577, 0.0050287, 536.5266, 1.624388, 952.9452, 507.6118, 1003.972, 703.9929, 390.7769, 1337.917
83.8, 324.4062, 26.99926, 52.80618, 0.004800302, 507.3267, 1.528183, 901.4047, 482.7908, 1018.423, 660.1017, 460.7812, 1271.42
83.90000000000001, 334.0165, 25.69742, 49.59455, 0.004582277, 479.716, 1.437675, 852.6519, 459.1836, 957.901, 618.9471, 440.7008, 1395.238
84, 316.6803, 24.45835, 46.57826, 0.004374154, 453.608, 1.352528, 806.5358, 436.7306, 1045.921, 580.3583, 480.4406, 1616.674
84.09999999999999, 300.2439, 23.27902, 43.74542, 0.004175485, 428.9208, 1.272424, 762.914, 415.3756, 983.7653, 613.9849, 459.5034, 1719.089
84.2, 284.6606, 22.15656, 41.08487, 0.003985838, 405.5773, 1.197064, 835.1342, 410.1931, 925.3032, 575.7054, 439.4787, 2009.538
84.3, 269.8861, 21.08823, 38.58612, 0.003804806, 383.5042, 1.126168, 811.436, 390.1357, 966.2145, 539.8126, 420.3266, 1909.659
84.40000000000001, 255.8784, 20.0714, 36.23935, 0.003631995, 362.6324, 1.05947, 796.2399, 424.8113, 915.8884, 506.1574, 402.0091, 1861.306
84.5, 252.3026, 23.93782, 34.03531, 0.003467034, 342.8965, 0.9967221, 753.1749, 404.0391, 961.6904, 529.9677, 384.4899, 1975.897
84.59999999999999, 239.2076, 53.25579, 31.96532, 0.003309565, 324.2347, 0.9376907, 712.4391, 443.1862, 968.2065, 496.9263, 367.7341, 1905.548
84.7, 226.7922, 50.68792, 30.02122, 0.003159248, 306.5886, 0.8821555, 725.0483, 421.5155, 992.6954, 563.362, 351.7086, 1810.838
84.8, 215.0212, 75.36483, 28.19536, 0.003015758, 289.9028, 0.8299094, 986.8073, 400.9045, 933.7027, 528.2386, 336.3814, 1854.785
84.90000000000001, 203.8611, 71.73091, 26.48054, 0.002878785, 274.1252, 0.7807577, 1133.031, 381.3012, 1034.775, 495.3051, 321.7222, 1762.598
85, 205.9493, 68.27222, 24.87002, 0.002748034, 259.2062, 0.7345169, 1147.23, 362.6566, 973.2817, 551.4225, 390.7882, 1674.992
85.09999999999999, 195.2601, 64.98029, 23.35745, 0.002623221, 245.0992, 0.6910148, 1085.181, 344.9236, 915.4427, 562.6453, 373.758, 1655.292
85.2, 185.1257, 61.8471, 21.93687, 0.002504077, 231.7599, 0.6500891, 1180.106, 328.0576, 936.589, 527.5667, 357.4699, 1720.275
85.3, 175.5172, 121.2536, 20.60269, 0.002390344, 219.1466, 0.6115872, 1116.279, 312.0164, 880.9305, 550.6154, 341.8917, 1772.327
85.40000000000001, 166.4075, 115.407, 19.34966, 0.002281777, 207.2198, 0.5753657, 1179.504, 296.7596, 828.5796, 516.2868, 326.9923, 1684.238
85.5, 157.7706, 150.0241, 18.17283, 0.002178141, 195.9421, 0.5412893, 1115.71, 282.2488, 779.3397, 484.0984, 312.7423, 1600.527
85.59999999999999, 149.9042, 161.3537, 17.06758, 0.002079212, 185.2782, 0.5092312, 1055.366, 268.4475, 733.026, 453.9169, 299.1132, 1520.977
85.7, 142.1238, 208.5718, 16.02954, 0.001984776, 175.1946, 0.4790717, 998.2861, 255.3211, 820.2855, 425.617, 286.0781, 1635.374
85.8, 134.7473, 226.6477, 15.05464, 0.00189463, 165.6598, 0.4506985, 992.7809, 242.8365, 771.5385, 399.0815, 273.6111, 1554.092
85.90000000000001, 127.7536, 215.7192, 14.13903, 0.001808578, 156.644, 0.4240056, 939.0859, 230.9624, 725.6884, 374.2004, 261.6873, 1763.565
86, 121.1229, 207.4704, 13.27911, 25.46385, 148.1188, 0.3988937, 888.295, 219.669, 700.8035, 350.8705, 250.2832, 2026.168
86.09999999999999, 135.2963, 201.6214, 12.47149, 24.3073, 140.0576, 0.375269, 840.2512, 208.9277, 659.1569, 328.9952, 239.3761, 2010.883
86.2, 128.2742, 191.8997, 11.71298, 23.20329, 132.4351, 0.3530435, 794.8058, 198.7117, 654.9526, 308.4837, 263.7733, 2258.414
86.3, 121.6165, 323.1068, 11.00061, 22.14942, 125.2275, 0.3321343, 751.8184, 188.9951, 660.2311, 289.251, 252.2783, 2240.507
86.40000000000001, 115.3043, 307.5273, 10.33156, 21.14342, 118.4121, 0.3124635, 818.4797, 179.7538, 620.9957, 271.2174, 241.2842, 2129.149
86.5, 109.3198, 292.6991, 9.703209, 20.18311, 111.9676, 0.2939577, 774.2119, 170.9642, 584.0919, 254.3081, 230.7692, 2076.103
86.59999999999999, 138.2815, 278.5858, 9.11307, 19.26641, 105.8739, 0.2765479, 732.3383, 162.6045, 549.3811, 238.453, 220.7125, 2012.447
86.7, 131.1044, 265.1531, 8.558822, 18.39135, 100.1118, 0.2601692, 692.7294, 154.6536, 516.7331, 273.627, 211.094, 2112.434
86.8, 124.2998, 252.368, 8.038282, 17.55603, 94.66337, 0.2447605, 655.2629, 147.0914, 486.0253, 287.5728, 381.1706, 2118.338
86.90000000000001, 117.8484, 240.1994, 7.549402, 16.75866, 89.51141, 25.12947, 644.0041, 139.899, 484.8814, 269.6438, 364.5595, 2129.14
87, 111.7318, 228.6176, 7.090254, 15.99749, 84.63985, 28.27084, 609.1729, 133.0583, 456.0665, 317.2308, 348.6723, 2023.317
87.09999999999999, 105.9327, 217.5942, 6.659032, 15.2709, 80.03342, 26.59648, 611.5738, 126.5521, 428.9639, 297.4528, 333.4774, 1922.753
87.2, 100.4345, 207.1023, 6.254036, 14.57732, 75.67769, 25.02129, 578.4966, 161.4806, 403.4719, 278.9078, 318.9448, 2000.645
87.3, 95.22178, 197.1163, 5.873672, 13.91523, 71.55901, 66.95425, 547.2084, 153.5846, 418.1862, 261.519, 338.6726, 1930.423
87.40000000000001, 90.27956, 187.6118, 5.51644, 13.28321, 67.66449, 62.98885, 517.6124, 175.1319, 393.3347, 245.2144, 323.9135, 2008.904
87.5, 85.59386, 178.5656, 5.180936, 12.6799, 63.98192, 59.25831, 489.6171, 172.7468, 369.9601, 229.9263, 325.9312, 1991.003
87.59999999999999, 81.15135, 170.786, 4.865836, 12.104, 60.49977, 98.57901, 463.1359, 164.2999, 385.9535, 215.5913, 311.7274, 2260.49
87.7, 76.93942, 162.5511, 4.569901, 11.55424, 57.20714, 92.74062, 438.087, 156.2661, 363.0175, 202.1501, 298.1426, 2491.78
87.8, 72.9461, 220.0667, 4.291964, 11.02946, 54.0937, 87.24801, 461.3937, 164.8963, 341.4445, 189.5468, 295.0694, 2425.521
87.90000000000001, 69.16003, 209.4556, 4.030931, 10.52851, 51.14971, 82.0807, 515.0923, 168.979, 321.1535, 177.7294, 322.5153, 2327.432
88, 65.57048, 202.8679, 3.785773, 10.05032, 48.36594, 77.21944, 487.2333, 160.7163, 302.0684, 166.6487, 308.4604, 2344.01
88.09999999999999, 62.16723, 212.9878, 3.555526, 9.593845, 45.73368, 134.7354, 460.8811, 171.7547, 466.7948, 156.2588, 324.7537, 2383.792
88.2, 58.94061, 202.718, 3.339283, 9.158103, 43.24467, 126.7557, 523.8819, 163.3563, 439.0547, 146.5167, 373.3912, 3134.206
88.3, 55.88147, 192.9434, 3.136191, 8.742151, 40.89112, 164.8096, 495.5475, 155.3686, 412.963, 137.382, 357.1192, 3236.666
88.40000000000001, 52.9811, 242.844, 2.945451, 8.345092, 38.66567, 155.0487, 468.7456, 147.7715, 388.4219, 128.8168, 341.5562, 3188.832
88.5, 50.23126, 231.1346, 2.766311, 7.966066, 36.56133, 145.8658, 469.1639, 222.862, 365.3392, 120.7856, 326.6715, 3246.13
88.59999999999999, 47.62415, 219.9898, 2.598067, 7.604256, 34.57152, 137.2269, 458.7519, 211.9646, 343.6283, 113.2551, 326.8812, 3136.561
88.7, 45.15235, 209.3824, 2.440055, 7.258878, 32.69, 129.0995, 433.9401, 201.6, 323.2075, 106.1941, 312.636, 3109.112
88.8, 42.80885, 199.2865, 2.291653, 6.929187, 30.91088, 121.4535, 410.4702, 191.7423, 304.0003, 99.57333, 362.1337, 3001.721
88.90000000000001, 40.58698, 198.1567, 2.152277, 6.61447, 29.22859, 114.2604, 388.2697, 182.3666, 285.9345, 93.36534, 363.4068, 2883.51
89, 38.48042, 190.2887, 2.021378, 6.314048, 27.63786, 107.4933, 367.27, 189.8206, 268.9424, 87.5444, 375.2985, 2802.503
89.09999999999999, 36.4832, 184.9178, 1.898439, 6.02727, 26.1337, 101.1269, 425.784, 185.4165, 252.96, 82.08636, 358.9433, 2761.775
89.2, 34.58965, 176.0015, 1.782978, 5.753518, 24.7114, 95.13763, 402.7553, 176.3501, 237.9274, 76.96861, 343.3008, 2679.782
89.3, 32.79437, 167.5152, 1.674539, 5.492199, 23.36651, 89.50305, 380.9721, 167.727, 223.7881, 72.16993, 328.3401, 2546.591
89.40000000000001, 31.09227, 232.0019, 1.572695, 5.242749, 22.09481, 84.20219, 360.367, 159.5256, 210.4891, 67.67043, 314.0313, 2547.969
89.5, 29.47851, 220.8153, 1.477045, 5.004629, 20.89233, 79.21527, 340.8764, 151.7252, 197.9804, 63.45145, 300.3461, 2470.093
89.59999999999999, 27.94851, 210.1681, 1.387213, 4.777324, 19.75528, 74.5237, 365.1956, 158.89, 186.215, 59.49551, 287.2573, 2383.879
89.7, 26.49793, 230.7622, 1.302844, 4.560343, 18.68012, 70.11, 345.4438, 151.1207, 175.1488, 55.78621, 338.731, 2541.693
89.8, 25.12263, 219.6354, 1.223606, 4.353217, 17.66348, 65.9577, 326.7603, 143.7312, 164.7403, 52.30817, 323.9694, 2455.025
89.90000000000001, 23.81871, 209.0451, 1.149188, 4.155498, 16.70216, 62.05132, 331.2641, 212.1424, 154.9503, 49.04697, 309.851, 2377.575
90, 22.58247, 198.9655, 1.079295, 3.966759, 15.79316, 58.3763, 338.3492, 221.823, 145.7421, 45.98909, 296.348, 2394.84
90.09999999999999, 21.41039, 189.3718, 1.013654, 3.786593, 14.93364, 54.91893, 320.0494, 227.8341, 137.0811, 43.12186, 283.4334, 2348.592
90.2, 20.29914, 180.2408, 0.9520042, 3.61461, 14.12089, 51.66633, 302.7394, 216.6936, 128.9348, 40.43338, 271.0816, 2352.598
90.3, 19.24557, 171.55, 0.8941042, 3.450438, 13.35238, 48.60637, 286.3657, 206.0978, 121.2726, 123.5545, 259.2681, 2344.36
90.40000000000001, 18.24669, 163.2782, 0.8397257, 3.293723, 12.62569, 45.72763, 291.1314, 196.0201, 114.0658, 183.936, 371.4787, 2284.085
90.5, 17.29964, 155.4053, 485.0338, 236.4362, 187.2758, 43.01939, 275.3854, 186.4352, 107.2872, 172.4683, 432.5537, 2170.56
90.59999999999999, 16.40175, 183.3515, 693.9543, 225.6975, 329.3823, 40.47155, 260.4911, 177.319, 100.9115, 161.7156, 514.4598, 2161.425
90.7, 15.55047, 174.5107, 824.4053, 215.4465, 311.4561, 38.0746, 246.4023, 168.6486, 94.9146, 151.6333, 492.04, 2161.717
90.8, 14.74336, 166.0962, 774.2658, 205.6612, 294.5054, 35.81962, 233.0755, 167.6163, 89.27413, 142.1796, 470.5974, 2269.935
90.90000000000001, 13.97815, 178.0435, 788.7241, 196.3202, 367.3922, 33.69818, 220.4695, 159.4202, 83.96885, 133.3153, 450.0891, 2192.673
91, 13.25266, 169.4586, 740.7546, 187.4036, 347.3972, 31.70239, 208.5453, 151.625, 78.97884, 125.0036, 430.4746, 2180.4
91.09999999999999, 12.56481, 226.6506, 695.7026, 178.8919, 328.4905, 29.8248, 237.0254, 144.2109, 74.28538, 167.6818, 411.7149, 2072.029
91.2, 11.91267, 215.7221, 653.3907, 170.7668, 506.0255, 28.05841, 515.3145, 137.1593, 69.87083, 236.2619, 393.7727, 2195.997
91.3, 11.29438, 205.3204, 686.6375, 163.0107, 500.8499, 26.39664, 611.8105, 130.4526, 65.71863, 221.5319, 376.6124, 2086.85
91.40000000000001, 10.70818, 195.4204, 644.8768, 155.607, 473.5917, 24.83329, 622.1494, 124.0738, 61.81318, 207.7203, 360.2, 1983.129
91.5, 10.1524, 207.9195, 605.6561, 148.5395, 447.817, 23.36252, 588.5002, 118.0069, 58.13982, 194.7698, 435.8091, 2005.959
91.59999999999999, 9.625466, 197.8941, 625.3026, 141.793, 549.7433, 21.97886, 556.6709, 112.2366, 54.68475, 182.6267, 416.8169, 1906.258
91.7, 9.125884, 188.3521, 587.2723, 135.3529, 519.8241, 20.67715, 526.5631, 106.7486, 51.43501, 171.2407, 411.5623, 1904.343
91.8, 8.652231, 179.2702, 575.238, 129.2053, 552.0271, 19.45254, 498.0837, 101.5288, 48.37839, 160.5645, 393.6267, 1908.622
91.90000000000001, 83.15826, 170.6262, 540.2526, 123.3369, 521.9836, 18.30045, 471.1446, 96.56431, 45.50341, 150.554, 434.6323, 1813.759
92, 78.84216, 162.399, 507.395, 117.7351, 530.4725, 17.2166, 445.6626, 91.84255, 42.79929, 141.1675, 415.6913, 1797.495
92.09999999999999, 74.75008, 154.5685, 476.5357, 112.3877, 501.6021, 16.19694, 421.5587, 87.35168, 40.25586, 132.3663, 397.5759, 1727.482
92.2, 70.87039, 147.1156, 447.5533, 107.2831, 474.3029, 15.23767, 398.7585, 83.0804, 37.86358, 124.1138, 380.2498, 2053.624
92.3, 93.98353, 140.022, 420.3335, 102.4104, 448.4895, 14.33521, 377.1915, 79.01797, 35.61347, 116.3758, 470.4616, 2277.199
92.40000000000001, 89.10558, 174.8985, 537.4852, 155.9123, 424.0809, 13.4862, 356.791, 75.15419, 33.49707, 109.1203, 523.1871, 2304.545
92.5, 84.4808, 166.4653, 504.7959, 148.8309, 401.0008, 12.68747, 337.4938, 71.47934, 31.50644, 102.3171, 500.3871, 2190.003
92.59999999999999, 80.09607, 206.3822, 547.5079, 144.4042, 379.1768, 11.93605, 319.2403, 81.2678, 29.63412, 95.93801, 478.5806, 2162.633
92.7, 75.93891, 196.431, 514.209, 154.4842, 358.5405, 11.22913, 301.974, 81.37563, 27.87305, 89.95667, 457.7245, 2076.08
92.8, 71.99752, 192.601, 482.9354, 148.8432, 339.0273, 10.56408, 285.6416, 77.39656, 26.21665, 84.34824, 437.7773, 2127.936
92.90000000000001, 68.26069, 183.3142, 453.5637, 194.8434, 320.5761, 9.938418, 270.1926, 73.61206, 24.65867, 79.08947, 418.6993, 2022.172
93, 64.71781, 174.4752, 438.0695, 185.9939, 303.1291, 9.349811, 255.5791, 70.01261, 23.19329, 74.15856, 400.4527, 2028.838
93.09999999999999, 61.35882, 166.0624, 411.4266, 177.5462, 286.6316, 8.796063, 241.756, 66.58917, 21.81498, 69.53508, 439.9487, 2034.011
93.2, 58.17416, 158.0553, 474.4348, 169.4822, 271.032, 8.275112, 228.6805, 63.33313, 20.51859, 65.19985, 420.7761, 2073.51
93.3, 55.1548, 150.4342, 494.6796, 161.7845, 256.2814, 7.785015, 216.3122, 60.2363, 19.29923, 61.13491, 402.439, 1995.08
93.40000000000001, 52.29214, 143.1806, 473.8437, 154.4364, 242.3335, 7.323943, 204.6129, 57.29089, 18.15234, 57.32339, 483.2304, 1895.92
93.5, 55.58438, 136.2768, 445.025, 147.4221, 229.1448, 6.890179, 193.5463, 54.48951, 17.0736, 53.74952, 462.1717, 1932.183
93.59999999999999, 52.69943, 129.7059, 417.959, 140.7263, 216.6738, 39.66486, 183.0783, 51.82511, 16.05897, 50.39845, 457.5354, 1959.826
93.7, 49.96422, 123.4517, 415.3617, 134.3347, 204.8816, 677.3431, 173.1764, 49.29099, 15.10464, 47.25631, 437.5964, 1907.649
93.8, 47.37097, 117.4992, 390.0998, 128.2334, 193.7311, 1222.035, 221.8327, 46.88079, 14.20702, 44.31007, 418.5263, 1978.803
