 , C000, C001, C002, C004, C006, C007, C008, C009, C011, C012, C014, C015, C016, C023, C028, C034, C038, C041, C042, C087
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
111.7, 371.4477, 855.6664, 690.3231, 265.7162, 562.0893, 136.4026, 1311.823, 9.058182, 48.14618, 983.1512, 91.88021, 1912.651, 14.01407, 1037.43, 108.5593, 233.3184, 351.76, 603.4404, 208.7624, 1182.271
111.8, 347.2991, 1213.921, 655.946, 361.4698, 551.0274, 129.4206, 1279.808, 8.476201, 45.19367, 981.342, 84.60078, 1799.024, 13.1472, 964.3928, 103.3826, 220.1336, 437.9348, 853.1196, 197.579, 1129.118
111.9, 324.7204, 1127.34, 623.2809, 342.1529, 581.0241, 122.7959, 1257.929, 33.22889, 42.42223, 929.7687, 77.89809, 1692.148, 12.33395, 1011.043, 98.45277, 207.6938, 550.2267, 804.1353, 186.9947, 1233.887
112, 555.3773, 1046.933, 592.2426, 320.0234, 541.8617, 116.5104, 1193.354, 31.09396, 487.9867, 880.9057, 268.213, 1591.621, 11.57101, 1307.51, 93.75799, 377.4485, 503.942, 757.9635, 176.9774, 1236.401
112.1, 519.271, 972.2623, 562.7498, 327.5818, 538.1463, 110.5465, 1215.962, 29.0962, 862.2159, 834.6107, 246.9632, 1549.454, 10.85526, 1394.016, 89.28708, 356.1188, 517.2119, 746.2509, 167.4967, 1286.081
112.2, 702.9553, 902.9169, 534.7258, 306.3948, 508.5749, 104.888, 1144.607, 27.2268, 845.4478, 835.7272, 227.3969, 1457.404, 10.18379, 1372.07, 85.02937, 335.9945, 473.7043, 703.4027, 158.5239, 1255.839
112.3, 678.7556, 838.5175, 508.0973, 332.7773, 493.7932, 99.5191, 1077.439, 25.4775, 1061.62, 791.8065, 209.3808, 1370.823, 9.553852, 1360.782, 80.97469, 317.0074, 433.8566, 663.0148, 150.0318, 1251.064
112.4, 706.6606, 778.7112, 482.7948, 311.2542, 460.5103, 94.42502, 1015.761, 23.84059, 996.5175, 866.6263, 192.7921, 1289.385, 8.962879, 1264.98, 77.11336, 299.0933, 571.1068, 624.9459, 141.9946, 1280.478
112.5, 665.8147, 723.1707, 458.7524, 291.1232, 429.4709, 89.59169, 978.7563, 22.30885, 935.4073, 821.0817, 244.4174, 1294.955, 8.408463, 1432.466, 73.43616, 282.1915, 523.0656, 658.4399, 134.388, 1390.237
112.6, 769.6913, 671.5914, 435.9072, 272.2942, 596.3378, 85.00576, 921.3209, 20.87553, 882.311, 777.9307, 225.0528, 1218.024, 7.88834, 1385.905, 69.93431, 394.1593, 479.0656, 620.6337, 127.1888, 1457.868
112.7, 893.1576, 766.811, 414.1997, 254.683, 556.1432, 80.65457, 958.8169, 19.53429, 828.2045, 737.0474, 312.3495, 1262.231, 7.400392, 1388.776, 66.59945, 371.8853, 438.7668, 584.9982, 120.3753, 1468.208
112.8, 913.5269, 721.4102, 393.5732, 238.2109, 685.4919, 76.52611, 902.5516, 18.27923, 777.4159, 698.3127, 332.2679, 1187.245, 6.942626, 1399.37, 63.42361, 350.8701, 401.858, 551.4088, 113.9268, 1655.946
112.9, 854.1365, 753.6279, 373.9739, 222.8041, 639.2881, 72.60897, 849.588, 17.1048, 729.7419, 731.6015, 305.9431, 1116.713, 6.513175, 1300.851, 60.39922, 331.0424, 381.0569, 577.1504, 107.8238, 1724.601
113, 873.5582, 699.8763, 355.3506, 208.3938, 607.0164, 68.89233, 830.2676, 16.00584, 684.9914, 712.5109, 281.7041, 1050.371, 6.11029, 1209.268, 57.51905, 312.3351, 408.9192, 544.0116, 102.0476, 1671.603
113.1, 816.7662, 649.9586, 337.6547, 194.9155, 601.1793, 65.36594, 781.5458, 14.97748, 642.9852, 675.0657, 259.3854, 987.9709, 5.732326, 1124.132, 54.77621, 294.685, 374.5212, 512.7756, 96.58095, 1641.484
113.2, 763.6664, 603.6011, 320.84, 182.3089, 560.6584, 62.02006, 735.6832, 14.01519, 603.5549, 639.5883, 238.835, 929.2776, 5.377742, 1044.991, 52.16418, 278.0323, 384.4408, 483.3331, 91.40711, 1586.288
113.3, 714.0187, 560.55, 304.8627, 170.5177, 522.8687, 58.84544, 692.5118, 13.11472, 566.5427, 605.9755, 219.9127, 935.0968, 5.045091, 971.4207, 49.6767, 262.3207, 352.1018, 582.22, 86.51044, 1514.972
113.4, 737.2461, 520.5695, 289.681, 159.4891, 487.6261, 55.83332, 651.8738, 12.27211, 531.8002, 639.2123, 202.4896, 879.5447, 4.733017, 1028.855, 47.30783, 247.4969, 322.4832, 548.7902, 81.87608, 1519.935
113.5, 701.6633, 558.4291, 275.2554, 149.1738, 615.4143, 52.97538, 613.6205, 11.48364, 499.1883, 605.6192, 186.4469, 1043.77, 4.440247, 997.2551, 45.05193, 233.5109, 295.3561, 517.2798, 77.48997, 1451.602
113.6, 786.4643, 518.5999, 261.5481, 139.5257, 623.3392, 50.26373, 577.612, 10.74582, 468.5762, 573.7916, 171.6752, 1258.544, 4.165586, 1005.702, 42.90359, 220.3152, 386.0234, 563.0361, 73.33884, 1386.341
113.7, 735.3345, 528.8562, 248.5234, 130.5016, 581.3246, 47.69088, 543.7166, 10.05541, 439.8414, 543.6366, 158.0738, 1593.592, 3.907916, 934.8978, 40.85771, 207.8651, 408.5426, 579.2583, 69.41008, 1506.692
113.8, 687.5287, 491.1362, 236.1473, 264.7287, 587.2705, 45.24973, 539.8002, 9.409362, 412.8687, 566.9247, 145.55, 1618.567, 3.666184, 985.5003, 38.90939, 196.1187, 437.5833, 545.9985, 65.69178, 1603.001
113.9, 753.4591, 493.9005, 224.3876, 247.6068, 547.6871, 42.93353, 508.1236, 8.804818, 387.55, 537.1306, 134.0185, 1556.485, 3.439405, 916.1187, 37.05397, 185.036, 400.774, 730.2389, 62.17267, 1722.926
114, 704.475, 552.5098, 213.2134, 231.5923, 510.7717, 40.73589, 773.2805, 8.239116, 369.7898, 508.9023, 123.4005, 1464.017, 3.226654, 851.6216, 35.28703, 174.5796, 367.0611, 688.3101, 58.84208, 1673.837
114.1, 658.6755, 513.1027, 202.5957, 216.6136, 476.3445, 38.65075, 789.6139, 7.709759, 352.9823, 482.1575, 113.6238, 1377.043, 3.027063, 791.6654, 33.60434, 164.7141, 336.1841, 648.7887, 55.68991, 1631.497
114.2, 615.8535, 476.5063, 192.5068, 202.6037, 522.5442, 36.67233, 743.2778, 7.214414, 331.3361, 655.9041, 104.6217, 1461.958, 2.839818, 735.9302, 32.0019, 155.4061, 307.9045, 686.0345, 52.70661, 1675.553
114.3, 575.8155, 442.5201, 372.3626, 189.4999, 487.3235, 129.5843, 758.2236, 6.750894, 347.1553, 621.4338, 96.3328, 1580.373, 2.664155, 684.119, 30.47587, 277.4863, 404.7287, 931.1349, 49.88312, 1868.437
114.4, 612.9761, 410.9579, 353.8195, 177.2436, 546.4248, 122.9513, 713.7295, 6.317154, 325.8664, 588.775, 88.70061, 1638.986, 2.499359, 635.9553, 29.02261, 381.2299, 370.6832, 1008.79, 47.21088, 1873.286
114.5, 663.6676, 381.6469, 336.1999, 165.78, 509.5945, 116.6578, 683.0982, 5.911283, 433.9373, 695.3604, 197.0732, 1803.434, 2.344756, 591.1825, 27.63865, 461.6275, 339.5015, 950.8672, 44.68179, 1822.188
114.6, 663.3324, 354.4264, 319.4577, 155.0578, 706.1569, 297.8326, 643.0126, 5.531487, 407.3267, 658.8165, 181.4596, 1783.585, 2.199716, 549.5618, 26.32068, 435.5409, 310.9428, 1052.769, 42.28819, 1740.266
114.7, 644.3628, 329.1473, 303.5492, 145.0291, 658.5603, 328.361, 605.2794, 5.176094, 382.3479, 624.1931, 205.58, 2123.144, 2.063648, 510.8713, 25.06557, 410.9284, 412.1671, 992.321, 40.02281, 1720.493
114.8, 602.4713, 305.6713, 288.4329, 135.6491, 614.1718, 311.5532, 569.7603, 4.843534, 358.9009, 591.3893, 189.2924, 2031.215, 1.935997, 474.9048, 23.8703, 387.7068, 377.4958, 952.3113, 37.87879, 1697.926
114.9, 563.3033, 304.5032, 274.0694, 126.8757, 604.3625, 330.2027, 536.3256, 4.532341, 336.8918, 560.3095, 272.6898, 1910.544, 1.816242, 578.3253, 22.73203, 365.7975, 345.7411, 1025.539, 35.84962, 1621.591
115, 526.6816, 282.7849, 260.4212, 209.6766, 563.627, 313.3007, 551.0814, 4.241142, 368.0938, 530.863, 251.0853, 1841.848, 1.703895, 617.1021, 21.64804, 345.1263, 316.6576, 966.6551, 33.92916, 1719.354
115.1, 492.4409, 312.3361, 247.4526, 196.1153, 529.4279, 297.2637, 518.7429, 3.968652, 467.3678, 638.9546, 231.1925, 1732.428, 1.598497, 692.0117, 20.61574, 325.6231, 290.0205, 958.6476, 32.11158, 1666.73
115.2, 460.4261, 290.0591, 410.9895, 220.1181, 493.7432, 379.618, 488.302, 3.71367, 632.5339, 762.5981, 335.9923, 1629.508, 1.499619, 643.2924, 185.5108, 307.2221, 265.6241, 903.6041, 195.9232, 1591.797
115.3, 430.4928, 269.371, 741.7178, 205.8815, 672.1264, 365.0834, 521.9778, 196.1064, 599.9259, 722.5206, 309.3726, 1532.703, 126.3561, 628.1927, 381.5038, 289.861, 243.28, 851.721, 222.344, 1630.392
115.4, 402.5055, 250.1585, 704.7814, 192.5657, 626.8235, 463.0115, 491.3471, 183.5068, 755.7054, 862.1342, 284.8618, 1441.648, 118.5401, 583.9664, 377.0048, 273.4809, 222.8154, 802.817, 210.4331, 1643.985
115.5, 376.3377, 232.3162, 669.6844, 180.1111, 643.5012, 439.3113, 462.5138, 171.7166, 709.3628, 851.6216, 262.2929, 1356.003, 111.2075, 627.7053, 359.027, 258.0265, 299.4877, 756.7209, 199.1602, 1615.809
115.6, 351.8711, 215.7466, 636.3352, 240.0418, 600.1277, 416.8243, 464.7853, 160.684, 665.8621, 860.7692, 259.2493, 1357.212, 104.3286, 601.9937, 341.9066, 243.4454, 480.837, 769.1871, 188.4912, 1954.301
115.7, 366.8965, 200.3587, 604.6467, 224.5166, 559.6777, 395.4883, 437.5108, 179.9703, 677.3109, 1017.101, 238.7097, 1383.288, 97.87511, 684.6385, 397.6988, 229.6883, 440.3893, 725.022, 178.3937, 2043.166
115.8, 374.7971, 186.0684, 574.5363, 209.9955, 521.9541, 435.6333, 411.8368, 178.0304, 686.3026, 1018.159, 219.7973, 1318.285, 112.9159, 636.4383, 530.6348, 216.7086, 403.344, 734.022, 448.299, 2036.124
115.9, 454.0671, 172.7973, 545.9252, 271.5822, 527.4258, 413.3345, 424.0497, 166.5921, 644.216, 964.651, 202.3833, 1239.968, 132.9409, 591.6315, 519.956, 204.4623, 369.4149, 691.876, 424.2836, 2018.549
116, 447.3322, 202.5375, 518.739, 254.017, 571.6129, 444.3291, 399.1656, 208.3501, 721.831, 913.9548, 198.2085, 1175.591, 163.9369, 624.8063, 560.1038, 318.4618, 405.1353, 754.8295, 401.5547, 1927.799
116.1, 418.2501, 188.0918, 492.9066, 274.8129, 541.3234, 421.5852, 375.7417, 194.9638, 1483.557, 865.923, 182.505, 1139.801, 187.1404, 689.4609, 554.6008, 300.4655, 608.1445, 865.3382, 380.0435, 2128.146
116.2, 391.0587, 174.6764, 468.3606, 257.0388, 581.0312, 429.959, 353.6924, 182.4375, 2274.556, 820.4153, 213.3309, 1072.088, 270.1257, 640.9212, 528.1544, 312.8757, 556.9877, 815.6523, 359.6845, 2122.262
116.3, 365.6351, 162.2178, 445.037, 292.1953, 541.8683, 448.3025, 370.9887, 218.5587, 2841.205, 777.2993, 196.4292, 1060.539, 253.4166, 595.7988, 502.969, 295.1951, 510.1342, 768.8192, 340.4163, 2026.85
116.4, 456.8023, 150.6478, 422.8749, 273.2969, 519.8812, 441.8583, 487.0877, 204.5165, 2761.594, 736.4492, 180.8667, 997.5342, 237.741, 891.4979, 550.7189, 278.5136, 578.7397, 903.316, 322.1802, 2066.993
116.5, 427.1045, 139.9031, 401.8164, 355.0428, 484.84, 481.819, 458.5045, 191.3765, 2605.102, 697.746, 259.7559, 947.2498, 223.035, 828.7343, 524.4576, 421.6671, 530.0565, 1005.247, 304.921, 2017.711
116.6, 399.3375, 129.9247, 381.8065, 332.0796, 452.1606, 457.1561, 431.5985, 179.0807, 2716.81, 813.7045, 239.1761, 890.9757, 209.2388, 770.3893, 499.4485, 397.8387, 485.4684, 1112.141, 288.5864, 1926.999
116.7, 437.1767, 120.658, 362.7932, 310.6017, 505.0252, 490.174, 406.2714, 167.575, 2839.6, 770.9411, 220.2268, 838.0447, 196.2959, 716.152, 475.632, 375.3568, 444.6311, 1057.998, 273.1268, 1997.885
116.8, 506.2657, 112.0522, 344.7267, 290.5129, 481.9341, 541.692, 382.4306, 156.8084, 3664.957, 730.4252, 384.4073, 838.9322, 184.1536, 665.7332, 452.9512, 509.3798, 652.1132, 1277.57, 258.4954, 2094.01
116.9, 550.2827, 104.0602, 327.5598, 331.0771, 650.2343, 525.7621, 359.9888, 201.7605, 3734.612, 692.0385, 475.5028, 868.8927, 172.7624, 618.864, 495.5856, 902.4808, 988.1723, 1204.215, 244.6478, 1999.868
117, 514.5075, 96.63822, 311.2479, 402.2331, 726.6658, 687.5197, 338.8639, 188.7976, 3673.119, 655.6692, 500.4138, 817.2736, 339.4335, 744.4601, 471.9533, 851.4815, 905.0478, 1135.071, 231.5421, 1952.188
117.1, 481.0582, 89.74562, 295.7482, 449.9126, 677.6868, 760.0383, 377.2332, 176.6675, 3516.166, 635.5591, 460.7673, 768.7211, 361.8008, 692.0483, 449.4479, 803.3642, 888.1836, 1069.898, 219.1384, 1989.669
117.2, 690.8937, 83.34463, 281.0204, 420.8136, 657.2186, 933.5634, 541.9969, 165.3168, 3316.103, 769.5684, 424.2619, 723.053, 339.4209, 643.3264, 428.0157, 757.966, 813.4701, 1236.055, 207.3991, 1900.218
117.3, 645.9772, 77.40018, 267.026, 393.5966, 630.4604, 885.777, 510.1914, 154.6953, 3286.933, 729.1246, 390.6488, 680.098, 318.4254, 598.0347, 407.6055, 715.1333, 745.0414, 1165.083, 196.2887, 1879.502
117.4, 641.4185, 71.87971, 253.7286, 368.1399, 639.495, 840.4368, 480.2523, 144.7563, 3128.168, 690.8062, 359.6987, 639.6948, 488.0642, 555.9316, 388.1686, 674.7211, 682.369, 1098.187, 185.7736, 1795.003
117.5, 599.7184, 66.75298, 241.0933, 344.3297, 596.3915, 797.4174, 452.0702, 135.4558, 3026.129, 733.5924, 331.2007, 601.6918, 457.874, 516.7927, 369.6585, 636.5925, 688.1216, 1035.131, 175.8217, 1714.303
117.6, 560.7293, 61.9919, 229.0872, 322.0595, 636.8367, 756.6, 425.5418, 126.7529, 2840.555, 695.0392, 304.9605, 565.9466, 552.6532, 760.864, 443.1966, 695.3855, 680.5874, 975.6959, 166.4029, 1812.659
117.7, 705.2405, 57.57041, 217.679, 301.2296, 626.4344, 717.8719, 400.5701, 123.4059, 2931.967, 658.5122, 280.7993, 532.3249, 603.6743, 822.5037, 422.0625, 656.0892, 771.5471, 919.6735, 157.4887, 1731.166
117.8, 659.3912, 53.46427, 206.8389, 321.8293, 584.2112, 758.2925, 412.2427, 115.4771, 2765.993, 742.0029, 321.1617, 648.8711, 566.3328, 896.2059, 401.9362, 833.9976, 706.645, 866.8677, 149.052, 1653.336
117.9, 616.5227, 49.651, 196.5387, 301.0143, 544.834, 719.4778, 797.5728, 108.0578, 2607.594, 826.7637, 312.3255, 669.4446, 652.6899, 961.1519, 382.7696, 786.8683, 805.8349, 817.094, 141.0673, 1579.005
118, 576.4412, 46.10971, 186.7514, 281.5456, 508.1109, 682.65, 839.252, 101.1152, 2619.415, 783.314, 287.5808, 629.6743, 732.9214, 893.4844, 364.517, 742.4023, 738.0485, 770.1782, 133.5104, 1508.016
118.1, 538.9654, 42.82099, 177.4514, 263.3361, 473.8631, 647.7072, 899.4979, 94.61864, 2458.782, 742.1478, 264.7965, 684.9481, 687.5851, 830.5809, 460.9651, 700.449, 675.9643, 725.9561, 126.3582, 1440.219
118.2, 503.926, 39.76683, 168.6146, 246.3043, 583.0869, 807.2012, 846.7135, 88.53947, 2308.001, 703.1451, 243.8174, 644.2567, 645.0532, 772.106, 438.9837, 660.8666, 619.1025, 684.2732, 119.5892, 1568.333
118.3, 614.6013, 36.93052, 160.2179, 323.361, 543.7854, 765.8831, 821.429, 82.85089, 2363.355, 666.1921, 231.6993, 605.9828, 605.1522, 866.4111, 418.0505, 623.5209, 567.024, 644.9836, 113.1828, 1497.824
118.4, 639.7719, 34.29649, 152.2393, 302.447, 507.133, 726.6798, 796.634, 77.52779, 2249.228, 631.1811, 213.3424, 569.9826, 567.7193, 805.4137, 398.1155, 588.2857, 519.3262, 607.95, 107.1196, 1430.485
118.5, 796.2546, 31.85034, 144.658, 430.0172, 661.976, 689.4833, 749.8859, 251.7361, 2298.329, 598.0101, 196.4398, 536.1212, 532.6019, 748.7106, 379.1311, 555.0416, 475.6408, 573.0428, 101.3812, 1366.173
118.6, 865.3013, 29.57865, 137.4543, 402.2049, 708.8174, 654.1907, 727.0109, 1253.801, 2157.387, 566.5823, 180.8764, 504.2713, 499.6567, 695.9996, 361.052, 523.6761, 435.6302, 804.0113, 95.95023, 1304.752
118.7, 815.0231, 27.46899, 130.6093, 447.11, 789.0601, 620.7047, 691.4536, 1727.912, 2081.91, 536.8062, 166.546, 474.3136, 468.7495, 646.9995, 343.8351, 494.0832, 412.6355, 757.8466, 90.81018, 1246.093
118.8, 811.0663, 25.5098, 124.1051, 418.1923, 735.8755, 588.9327, 650.8777, 1798.066, 1976.548, 508.595, 153.351, 446.1357, 439.754, 601.4492, 327.4391, 466.1625, 377.9248, 793.9822, 85.94548, 1190.071
118.9, 758.3371, 23.69034, 117.9249, 588.9589, 686.2758, 558.787, 620.6271, 1738.849, 1987.543, 481.8663, 282.248, 419.6317, 412.5522, 559.1057, 311.8249, 439.8196, 424.4066, 748.3934, 81.34138, 1136.568
119, 709.0359, 22.00066, 112.0524, 989.3538, 825.3665, 530.1844, 584.2074, 1627.13, 1865.66, 456.5424, 356.6269, 394.7022, 387.033, 698.5836, 296.9554, 414.9653, 388.7058, 807.2701, 76.98393, 1224.495
119.1, 662.9399, 20.43149, 106.4724, 1236.186, 769.7349, 503.0459, 549.9249, 1780.394, 1751.251, 432.5493, 328.3723, 558.721, 363.0923, 649.4016, 282.7949, 391.5156, 356.0081, 869.7087, 72.85991, 1221.191
119.2, 920.3548, 18.97424, 101.1702, 1270.637, 717.8529, 477.2965, 517.6542, 1890.389, 1768.538, 409.8172, 302.3562, 549.8355, 340.6325, 707.5497, 269.3096, 369.391, 326.0609, 893.2463, 68.9568, 1290.07
119.3, 927.6129, 17.62093, 96.13213, 1193.252, 707.9976, 452.8651, 487.2773, 2158.98, 1904.26, 388.2797, 278.4013, 517.171, 319.562, 914.3934, 256.4674, 348.5167, 298.6328, 874.9754, 65.26279, 1232.071
119.4, 1041.199, 16.36414, 91.34489, 1164.1, 660.2769, 429.6844, 503.1799, 2091.509, 2263.527, 367.8741, 382.3588, 501.1041, 299.7948, 850.0178, 244.2376, 328.822, 273.512, 824.7361, 61.76666, 1328.82
119.5, 973.5081, 15.19698, 86.79606, 1088.81, 615.7727, 407.6901, 473.6523, 2174.521, 2124.719, 348.5409, 352.0655, 471.3346, 281.2504, 790.1745, 232.591, 310.2402, 250.5043, 777.3815, 58.45782, 1269.079
119.6, 910.2181, 14.11308, 82.47375, 1105.16, 574.2682, 386.8217, 653.0982, 2287.025, 2142.251, 330.2237, 604.998, 443.3336, 263.8531, 734.5443, 221.4997, 292.7085, 229.432, 732.7459, 55.32624, 1212.023
119.7, 851.0428, 13.10648, 78.36669, 1235.228, 535.5612, 367.0215, 614.7731, 2184.66, 2318.965, 312.8691, 557.0656, 565.3023, 247.532, 682.8306, 210.9374, 276.1675, 229.4601, 690.6732, 52.36242, 1157.533
119.8, 795.7145, 12.17168, 74.46416, 1298.563, 499.4631, 348.2347, 578.697, 2152.679, 2198.42, 296.4266, 669.9372, 732.6987, 232.2204, 634.7577, 356.7419, 260.5613, 473.5971, 651.0161, 49.55736, 1255.452
119.9, 743.9833, 60.67745, 70.75596, 1214.576, 465.7981, 330.4097, 544.7379, 2014.372, 2063.604, 280.8483, 616.8598, 689.1706, 217.8559, 590.0692, 433.2221, 245.8369, 433.7584, 613.6361, 46.90258, 1353.424
120, 695.6153, 56.34971, 67.23242, 1136.02, 447.7822, 313.497, 512.7715, 1884.95, 2099.067, 266.0886, 603.8661, 648.2284, 204.38, 548.5269, 454.4175, 231.9447, 397.2708, 578.4024, 44.39001, 1417.54
120.1, 650.3918, 111.9826, 63.88435, 1062.546, 577.9708, 297.45, 482.6811, 1848.533, 1970.345, 252.1046, 556.0234, 609.7185, 191.7377, 509.9093, 432.7484, 218.8375, 363.8526, 545.1917, 42.01204, 1420.093
120.2, 608.1083, 103.9956, 60.70301, 993.8235, 539.0142, 282.2245, 454.3564, 1729.766, 2038.467, 238.8555, 511.9712, 573.4964, 179.8774, 474.0104, 412.1125, 206.4709, 333.2455, 576.5726, 39.76145, 1499.648
120.3, 568.5739, 96.57822, 57.6801, 1107.5, 502.6834, 267.7783, 427.6938, 1816.916, 2187.947, 226.3027, 471.409, 650.1649, 168.7507, 440.6389, 392.4606, 194.8032, 305.2131, 590.249, 37.63143, 1432.226
120.4, 531.6096, 94.96434, 54.80772, 1042.327, 468.8013, 254.0715, 402.5959, 1700.181, 2269.946, 214.4096, 434.0605, 611.5399, 158.3123, 409.6169, 373.7459, 183.7949, 279.5388, 556.3582, 35.61552, 1410.894
120.5, 497.0484, 131.3588, 52.07838, 1287.531, 437.203, 241.0663, 378.9707, 1788.134, 2175.419, 203.1416, 399.671, 575.2096, 148.5195, 380.7788, 355.9236, 173.4086, 256.0241, 524.4132, 33.7076, 1436.528
120.6, 464.7342, 175.6359, 49.48496, 1474.652, 407.7345, 228.7269, 356.732, 1771.008, 2090.944, 192.4657, 456.95, 541.0376, 139.3326, 353.9711, 338.9512, 163.6093, 234.4875, 494.3025, 31.90188, 1443.567
120.7, 434.5207, 168.9483, 328.5751, 1744.19, 508.0356, 217.019, 335.7982, 1762.307, 2189.906, 182.3509, 596.5151, 508.8957, 130.7139, 329.0506, 460.0471, 154.3637, 214.7625, 465.9207, 30.1929, 1484.59
120.8, 406.2715, 165.2735, 537.9792, 1631.38, 571.2648, 205.9105, 316.0929, 1675.89, 2228.895, 172.7676, 549.2548, 478.6633, 122.6283, 305.8847, 438.1094, 145.6406, 196.6968, 439.1685, 28.57546, 1532.815
120.9, 379.8589, 153.4855, 815.2704, 1532.976, 532.7603, 195.3706, 297.5439, 1568.215, 2427.594, 163.688, 505.7387, 450.2269, 359.5825, 284.3496, 540.663, 137.4104, 180.1508, 413.9523, 27.04468, 1463.902
121, 355.1634, 142.5384, 774.6712, 1433.828, 610.6738, 185.3701, 311.8941, 1482.414, 2486.935, 155.0856, 555.6314, 423.4799, 337.3398, 264.3307, 514.8811, 129.6454, 164.9966, 390.184, 25.5959, 1398.088
121.1, 332.0734, 132.372, 736.0938, 1341.092, 641.537, 175.8816, 293.5915, 1426.048, 2582.361, 146.9352, 549.255, 432.0265, 374.6172, 245.7212, 602.1699, 122.3191, 151.1172, 367.7805, 24.22472, 1452.046
121.2, 310.4846, 122.9308, 699.4375, 1254.354, 721.7969, 166.8787, 276.363, 1387.802, 2424.001, 139.2132, 505.739, 406.3607, 351.4445, 391.1276, 573.455, 293.4988, 138.4053, 346.6633, 22.92701, 1386.765
121.3, 290.2993, 125.9792, 753.9077, 1173.226, 673.1461, 158.3367, 260.1454, 1298.637, 2275.352, 131.897, 465.6706, 382.2197, 374.2776, 487.711, 546.1094, 276.9132, 126.7627, 326.7586, 21.69881, 1381.688
121.4, 271.4263, 136.5213, 762.3477, 1097.345, 712.9203, 150.2319, 244.8796, 1247.651, 2135.819, 124.9653, 572.2099, 359.5128, 351.126, 453.375, 520.0679, 261.2648, 116.0995, 307.9968, 20.5364, 1425.86
121.5, 253.7802, 203.5306, 774.3069, 1026.372, 664.8678, 142.542, 230.5096, 1301.207, 2018.903, 118.3979, 665.7928, 466.6721, 589.0394, 555.4382, 495.2681, 287.0826, 132.8358, 290.3122, 19.43627, 1361.756
121.6, 237.2814, 189.014, 959.7927, 959.9894, 787.4354, 135.2457, 216.9828, 1217.605, 2106.229, 112.1756, 902.5174, 438.9482, 552.6031, 516.334, 471.6509, 337.9325, 121.6617, 315.1072, 18.39507, 1300.534
121.7, 330.0695, 175.5328, 1138.379, 897.9001, 734.3604, 128.3229, 204.2498, 1212.588, 1977.068, 106.2804, 831.0133, 412.8712, 587.0768, 479.9828, 449.16, 318.8359, 111.4276, 297.0144, 17.40964, 1242.065
121.8, 308.611, 163.0132, 1081.689, 839.8266, 890.311, 121.7544, 192.264, 1134.68, 1855.826, 100.6949, 765.1743, 388.3434, 550.762, 538.0916, 427.7415, 300.8185, 102.0543, 279.9605, 16.47701, 1186.224
121.9, 288.5475, 151.3865, 1057.916, 785.5091, 830.3019, 115.5222, 180.9816, 1061.778, 1816.767, 95.40302, 704.5516, 365.2727, 692.0267, 500.2086, 407.3444, 378.3526, 93.46959, 263.8857, 15.59434, 1314.498
122, 338.3322, 140.589, 1005.233, 734.7047, 774.3376, 109.609, 170.3612, 1089.881, 1774.837, 90.38921, 648.7318, 478.905, 649.22, 464.9927, 387.9199, 356.9719, 85.60698, 248.734, 14.75895, 1268.038
122.1, 316.3364, 130.5617, 955.1743, 687.1861, 722.1454, 103.9984, 160.3641, 1019.857, 1665.997, 85.63891, 597.3345, 450.4542, 694.8826, 432.256, 439.1992, 336.7994, 78.40577, 234.4522, 13.96831, 1285.082
122.2, 295.7707, 121.2495, 1012.602, 642.7409, 752.4169, 98.67505, 150.9536, 954.3325, 1764.173, 81.13825, 550.0092, 423.6937, 651.8993, 401.8242, 418.2557, 317.7668, 71.81032, 317.0872, 232.9172, 1227.307
122.3, 276.5419, 112.6016, 962.1756, 601.1703, 701.7022, 93.62417, 142.0953, 893.0175, 1697.604, 76.87412, 506.4334, 398.5229, 611.5748, 373.5348, 398.3109, 299.8098, 65.76968, 298.8807, 340.5593, 1222.735
122.4, 258.5633, 153.2787, 1174.512, 562.2884, 654.4058, 88.83183, 133.7569, 892.4824, 1708.15, 72.83409, 466.31, 374.8475, 573.7446, 347.237, 379.3172, 341.2362, 125.3224, 294.4142, 342.2032, 1200.918
122.5, 241.7535, 216.5735, 1287.468, 525.9212, 610.2973, 84.2848, 125.9078, 835.1412, 1719.422, 69.00638, 433.893, 352.5786, 770.1663, 322.7907, 361.2292, 495.445, 114.7804, 277.5095, 323.8714, 1146.927
122.6, 226.0366, 201.1267, 1223.354, 491.9062, 611.8735, 79.97051, 118.5192, 886.9724, 1732.974, 65.37982, 472.4071, 356.5467, 951.7624, 362.0765, 369.6206, 467.4474, 105.1251, 261.5755, 381.3269, 1095.363
122.7, 234.2815, 186.7816, 1293.651, 460.0911, 636.4211, 75.87706, 128.0026, 963.8397, 1626.702, 61.94386, 434.9795, 363.979, 919.0799, 385.9234, 351.995, 598.6783, 137.3641, 246.5564, 360.8992, 1046.118
122.8, 219.0503, 173.4596, 1250.845, 430.3338, 593.5248, 71.99314, 163.489, 901.9138, 1526.946, 58.68847, 452.584, 342.3558, 980.048, 425.0238, 335.2099, 737.5488, 125.8091, 269.9154, 446.0641, 999.0864
122.9, 204.8094, 161.0878, 1188.555, 402.501, 553.5198, 68.30803, 153.8952, 843.9666, 1502.635, 55.60416, 416.7269, 322.0172, 971.9314, 444.5525, 319.2253, 730.1037, 115.2261, 254.4174, 422.1685, 1033.926
