 , C000, C001, C002, C004, C006, C007, C008, C009, C011, C012, C014, C015, C016, C023, C028, C034, C038, C041, C042, C087
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
174.3, 90.497, 13.21649, 310.4168, 95.34309, 143.0184, 351.9937, 56.89446, 313.661, 55.85163, 182.8822, 266.2419, 183.1255, 314.1688, 130.8558, 621.5276, 519.6437, 228.586, 1401.203, 771.524, 35.8177
174.4, 84.61359, 12.27384, 294.9585, 89.17658, 133.3786, 333.9762, 53.55578, 293.5085, 52.4266, 173.271, 245.1482, 172.2464, 294.7353, 121.6432, 591.8897, 559.7042, 417.1577, 1388.128, 730.1935, 34.2074
174.5, 79.11266, 11.39843, 280.2701, 83.40891, 124.3886, 316.881, 102.8669, 289.0338, 49.21161, 164.165, 225.7258, 162.0136, 276.5038, 113.0792, 618.65, 586.6705, 382.0667, 1308.425, 691.077, 32.6695
174.6, 73.96937, 10.58545, 266.313, 78.01426, 116.0045, 300.6608, 96.83047, 270.4637, 46.19377, 155.5375, 207.8421, 152.3887, 259.4001, 105.1182, 589.1493, 553.5176, 363.0443, 1459.912, 654.056, 31.20074
174.7, 69.16045, 9.830455, 253.0511, 72.96853, 108.1855, 309.8876, 91.14826, 253.0866, 43.361, 147.3634, 191.3753, 143.3356, 243.3544, 97.71761, 561.0554, 522.2383, 332.5052, 1376.087, 619.0182, 29.79802
174.8, 64.66418, 37.68221, 240.4495, 68.24914, 100.8935, 436.1196, 85.7995, 236.826, 40.70194, 139.6188, 176.2132, 134.8203, 228.3012, 358.3007, 534.3011, 527.3704, 304.5351, 1314.091, 585.8575, 28.45836
174.9, 60.46021, 34.99458, 228.4755, 63.83498, 94.09308, 413.796, 80.76461, 221.6101, 38.20595, 132.2813, 162.2523, 126.811, 281.2745, 559.7915, 508.8226, 697.1614, 278.9178, 1238.639, 554.4731, 27.17893
175, 56.52956, 32.49863, 217.0978, 59.70633, 87.75098, 392.615, 76.02518, 312.7994, 35.86302, 125.3294, 149.3974, 119.2774, 263.8757, 520.3808, 518.0193, 657.7648, 255.4554, 1167.519, 524.77, 25.95701
175.1, 52.85444, 57.17242, 206.2867, 55.8447, 81.83636, 372.5182, 71.56387, 369.3546, 33.66376, 118.7429, 137.5611, 112.1914, 247.5531, 483.7447, 493.3173, 620.5944, 233.9666, 1100.482, 496.6581, 24.79004
175.2, 49.41825, 53.09467, 196.0139, 52.23283, 76.3204, 353.4501, 128.6353, 345.6239, 31.59938, 112.5025, 126.6625, 105.5263, 232.2402, 449.6879, 553.8448, 585.5246, 214.2855, 1037.295, 470.0521, 23.67553
175.3, 46.20546, 49.30776, 186.2527, 48.85456, 74.35791, 335.3581, 121.0867, 338.3332, 29.66159, 106.59, 116.6273, 99.25722, 217.8746, 418.0288, 688.8859, 552.4365, 196.2599, 977.7356, 444.8714, 22.61112
175.4, 43.20154, 45.79094, 176.9776, 45.69479, 103.8872, 318.1921, 113.9811, 316.5956, 27.84263, 100.9883, 107.3872, 93.36056, 204.3975, 388.5985, 656.0359, 624.8179, 179.7506, 921.5961, 421.0397, 21.59457
175.5, 40.39291, 42.52496, 168.1644, 42.73938, 96.88492, 301.9048, 107.2924, 296.2546, 26.13522, 95.68098, 98.87923, 87.8142, 191.7541, 361.2403, 624.7524, 643.8069, 164.6301, 933.0706, 398.4846, 20.62372
175.6, 37.76688, 39.49192, 159.7901, 39.97512, 90.35464, 286.4513, 128.1191, 277.2205, 24.53251, 90.65257, 91.04529, 82.59734, 179.8928, 335.8081, 594.9607, 607.4253, 150.7815, 967.4527, 377.1378, 19.69652
175.7, 35.31157, 36.67521, 151.8328, 37.38965, 168.1691, 431.1727, 132.0773, 259.4093, 23.02808, 85.88843, 83.83201, 77.69041, 168.7651, 312.1664, 566.5896, 694.9632, 138.0979, 911.9036, 356.9345, 18.811
175.8, 33.01588, 34.05939, 144.2718, 34.9714, 156.8341, 409.1022, 124.3268, 242.7424, 21.61592, 81.37466, 77.19022, 73.07498, 158.3258, 290.1891, 724.459, 655.6907, 186.8509, 859.5439, 337.8136, 17.96529
175.9, 30.86944, 47.89633, 137.0873, 32.70955, 146.2631, 388.1615, 117.031, 227.1465, 20.29035, 77.0981, 71.07464, 68.73375, 148.5323, 269.7591, 689.9128, 618.6376, 171.1331, 810.1907, 319.7169, 17.15761
176, 28.86255, 44.48018, 130.2605, 30.59399, 136.4046, 368.2927, 148.0128, 212.5525, 19.04607, 73.0463, 65.44358, 64.65042, 139.3445, 250.7674, 681.5914, 583.6783, 156.7375, 763.6713, 302.5897, 16.38624
176.1, 26.98613, 98.96117, 123.7738, 28.61526, 127.2106, 349.4409, 183.6164, 198.8962, 17.87809, 69.20743, 60.25866, 60.80968, 130.7251, 233.1127, 706.0219, 550.6946, 143.5528, 756.6442, 286.38, 15.64954
176.2, 25.2317, 91.90289, 117.61, 26.76451, 220.034, 385.1558, 172.8414, 186.1173, 16.78174, 327.2758, 55.48452, 57.1971, 122.6388, 216.701, 831.8927, 519.5748, 438.0139, 880.2888, 373.8121, 14.94597
176.3, 23.59133, 85.34803, 111.7532, 25.03346, 205.2032, 365.4408, 162.6987, 174.1594, 15.75262, 360.6001, 101.9896, 53.79914, 230.3363, 201.4447, 946.4234, 490.2136, 401.1684, 829.7444, 577.6018, 14.27403
176.4, 22.05761, 79.26069, 106.1881, 23.41437, 215.0802, 405.5134, 153.1513, 162.9698, 14.78661, 641.17, 181.5312, 50.60305, 260.1897, 187.2625, 935.9946, 544.6594, 404.7675, 914.3946, 546.6597, 13.6323
176.5, 191.0722, 73.60752, 100.9001, 21.9, 200.5833, 384.7563, 144.164, 152.4991, 13.87984, 607.4741, 187.19, 47.59682, 244.0952, 537.1049, 918.3193, 577.3264, 370.7187, 861.892, 517.3751, 13.01942
176.6, 178.6501, 108.3335, 95.87542, 20.48357, 187.0635, 365.0618, 135.7042, 142.7012, 13.02868, 575.549, 172.3595, 44.7692, 228.9962, 805.3771, 874.5286, 544.7017, 339.5341, 836.1859, 489.6594, 12.43409
176.7, 224.0906, 100.6068, 362.9937, 19.15875, 174.455, 346.3754, 286.2889, 133.5328, 12.22971, 679.4895, 182.3878, 42.10955, 214.8312, 748.6766, 947.293, 660.9263, 310.9727, 957.5264, 463.4283, 11.87508
176.8, 285.5421, 93.43114, 344.9172, 17.91962, 162.6963, 539.9431, 269.4889, 124.9534, 11.47974, 774.1299, 167.9377, 39.60791, 201.5424, 733.1735, 980.7712, 623.5773, 437.1689, 943.7137, 438.6025, 11.3412
176.9, 266.9783, 86.76728, 327.7409, 78.92245, 268.4591, 572.1213, 253.6748, 116.9252, 10.77576, 838.483, 154.6324, 37.25489, 189.0756, 681.5563, 1156.039, 588.3389, 400.3945, 889.5276, 415.1066, 10.83132
177, 355.3656, 80.57871, 311.4199, 73.81798, 250.3643, 572.2314, 238.7886, 109.4129, 10.11495, 794.4175, 142.3813, 35.04166, 177.3799, 746.256, 1100.912, 555.0918, 366.7135, 838.4528, 511.8502, 10.34436
177.1, 332.2625, 81.7742, 295.9117, 81.71481, 233.4892, 595.6753, 224.776, 102.3832, 9.494666, 752.6677, 131.1008, 32.95991, 166.4077, 889.4323, 1048.415, 523.7235, 335.8658, 790.3105, 540.0441, 9.879301
177.2, 310.6614, 118.4328, 281.1758, 76.42974, 248.1606, 565.1844, 211.5857, 114.2228, 8.912418, 770.1875, 120.714, 31.00183, 156.1143, 924.4481, 1156.234, 494.1278, 307.6129, 744.9326, 511.114, 9.435147
177.3, 290.4646, 109.9857, 364.0867, 71.48649, 231.434, 628.6134, 199.1694, 126.7371, 8.365876, 882.5424, 111.1502, 29.16008, 146.4575, 1051.757, 1101.098, 466.2046, 281.7367, 798.1606, 483.7336, 9.010962
177.4, 357.4483, 102.1411, 373.6143, 66.86295, 215.8348, 730.39, 187.4818, 282.7528, 7.852849, 836.1613, 102.344, 27.42774, 137.3981, 977.7106, 1066.244, 439.8593, 258.0372, 865.7684, 457.82, 8.605846
177.5, 334.2098, 229.0995, 484.9984, 62.53845, 201.287, 693.0035, 176.4799, 376.8044, 7.371284, 912.5743, 94.2356, 25.79832, 156.6542, 908.8774, 1015.399, 415.0028, 267.0915, 816.0577, 433.2946, 8.218945
177.6, 312.482, 212.7593, 702.9828, 58.49365, 187.7198, 657.5308, 166.1237, 358.3448, 199.9362, 955.3399, 166.2697, 24.26569, 213.554, 920.993, 1108.02, 391.551, 244.6239, 769.2014, 410.083, 7.849437
177.7, 292.1669, 519.1149, 874.9662, 54.71045, 313.1728, 714.0211, 156.3753, 680.2774, 187.6754, 1512.132, 153.0966, 22.82412, 200.3442, 1175.099, 1143.107, 369.4244, 397.1417, 818.0645, 539.1325, 7.496542
177.8, 273.1724, 593.4501, 932.8257, 51.17194, 363.7834, 872.5884, 227.5257, 735.4665, 245.8523, 1627.51, 270.5344, 21.46819, 314.4971, 1273.38, 1241.133, 348.5482, 363.7343, 771.0929, 510.2512, 7.159512
177.9, 255.4129, 551.123, 960.5605, 47.86229, 417.9009, 1090.055, 709.5245, 688.2134, 230.7757, 1638.544, 249.1007, 20.19281, 295.0432, 1183.731, 1236.319, 328.8517, 333.1372, 726.8184, 482.9171, 6.837634
178, 238.8079, 511.8148, 1100.649, 44.7667, 389.7334, 1121.823, 1232.577, 790.1779, 216.6237, 1552.432, 229.3651, 18.99319, 276.7928, 1100.393, 1177.364, 310.2682, 332.1552, 685.0859, 457.0472, 6.530227
178.1, 223.2824, 475.3103, 1045.839, 41.87132, 440.0571, 1064.4, 1277.747, 756.098, 311.1809, 1597.442, 211.1931, 17.86485, 314.6312, 1022.923, 1201.777, 292.735, 304.2145, 645.7497, 432.5632, 6.236641
178.2, 208.7663, 441.4094, 993.7576, 39.16321, 410.3962, 1009.917, 1202.766, 707.5193, 292.0981, 1513.49, 194.4608, 16.80354, 448.3625, 950.9065, 1144.469, 276.1925, 278.6242, 608.6721, 409.3908, 5.956254
178.3, 195.194, 409.9264, 1015.837, 36.63025, 382.7345, 958.2219, 1185.087, 681.2513, 274.1856, 1433.95, 179.0542, 15.80527, 597.8116, 883.9603, 1246.389, 260.5848, 255.1865, 573.7234, 424.6824, 5.688472
178.4, 182.504, 380.6889, 965.2501, 34.26111, 356.9373, 909.1735, 1174.126, 693.1934, 257.3715, 1514.143, 196.8368, 14.86631, 560.8328, 821.7274, 1186.954, 245.8591, 310.886, 540.7814, 401.9322, 5.432729
178.5, 170.639, 353.5367, 1075.385, 32.0452, 332.8789, 862.6356, 1105.226, 648.6563, 281.5125, 1434.569, 222.6827, 13.98314, 526.1414, 763.8757, 1218.031, 405.6679, 389.8151, 509.7308, 435.3217, 5.188484
178.6, 159.5453, 328.3212, 1122.797, 29.97261, 310.442, 893.988, 1040.369, 606.9807, 264.2491, 1371.512, 213.6518, 13.15243, 592.4603, 710.097, 1159.949, 433.8881, 376.001, 480.4631, 476.5185, 4.95522
178.7, 149.1729, 304.9041, 1461.196, 37.8204, 401.919, 848.2275, 979.3183, 734.4169, 277.8282, 1299.434, 196.7247, 12.37107, 661.8528, 660.1044, 1224.585, 547.5512, 426.5984, 452.8759, 621.257, 4.732443
178.8, 139.4749, 283.1572, 1408.597, 35.37429, 374.8287, 804.8093, 921.8499, 725.0622, 331.3931, 1378.797, 181.1387, 11.63613, 886.091, 613.6315, 1367.906, 646.9147, 492.4444, 426.8727, 605.3781, 4.519682
178.9, 130.4073, 262.9613, 1596.957, 33.08638, 349.5644, 763.6135, 867.7539, 678.4775, 331.0998, 1306.336, 166.7876, 10.94485, 839.149, 570.4303, 1394.28, 610.3575, 451.0203, 402.3626, 572.948, 4.316486
179, 121.9292, 244.2059, 1656.369, 30.94645, 326.0029, 833.8438, 948.6398, 807.9764, 310.7955, 1237.683, 153.5734, 10.29464, 994.6771, 530.2706, 1495.863, 791.7897, 413.0807, 379.2598, 625.4783, 4.122425
179.1, 114.0023, 226.7883, 1875.175, 28.94493, 304.0295, 801.8555, 924.5048, 756.0646, 327.7849, 1172.638, 141.4062, 9.683061, 998.9083, 492.9383, 1509.563, 970.7586, 459.6472, 357.4835, 591.9715, 3.937089
179.2, 106.5908, 210.6129, 1781.794, 27.07285, 283.5372, 859.4951, 1216.995, 707.488, 337.3406, 1143.958, 130.203, 9.10781, 1055.05, 458.2342, 1504.81, 1121.405, 444.9038, 336.9575, 560.2596, 3.760085
179.3, 99.66104, 195.5912, 1952.192, 25.32186, 264.4261, 929.3613, 1844.219, 743.4531, 316.6537, 1156.791, 119.8873, 8.566734, 989.7876, 425.9734, 1433.052, 1058.035, 407.4787, 317.6101, 530.2465, 3.591039
179.4, 93.18185, 181.6409, 1854.976, 23.68412, 246.6032, 926.7131, 2364.999, 695.6869, 297.2353, 1095.997, 110.389, 8.057803, 928.5623, 395.9839, 1364.716, 998.2449, 589.9538, 299.3736, 501.8412, 3.429593
179.5, 87.12389, 168.6856, 1806.04, 22.1523, 229.9816, 879.2774, 2387.927, 650.9896, 279.0077, 1038.398, 101.6431, 7.579106, 871.1243, 368.1056, 1321.72, 1075.176, 540.3272, 282.1841, 474.9576, 3.275405
179.6, 81.45976, 156.6543, 1875.255, 20.71956, 214.4803, 860.3064, 2411.367, 609.164, 263.7365, 983.826, 93.59023, 7.128847, 817.2391, 342.1901, 1381.167, 1014.417, 494.8752, 265.9817, 449.5142, 3.128149
179.7, 76.16388, 145.4811, 1781.87, 19.37948, 200.0238, 830.2468, 2351.319, 654.6154, 247.5632, 980.8091, 86.17532, 6.705338, 766.6872, 318.0991, 1315.305, 957.0927, 453.2466, 250.7096, 481.5546, 2.987514
179.8, 71.2123, 135.1049, 1693.136, 18.12607, 186.5417, 825.3236, 2228.219, 654.5963, 232.3817, 929.2637, 79.34787, 6.306988, 719.2622, 295.7041, 1252.584, 1136.415, 415.1197, 236.3144, 455.7577, 2.853201
179.9, 66.58262, 125.4687, 1608.82, 16.95373, 173.9684, 783.0778, 2390.343, 626.881, 218.1312, 912.5981, 73.06135, 5.932303, 781.7719, 274.8858, 1192.854, 1320.172, 380.2001, 222.7457, 559.3049, 2.724926
180, 62.25393, 116.5198, 1721.779, 15.85721, 162.2425, 742.9944, 2250.073, 586.6044, 204.7545, 1073.615, 67.27289, 5.579877, 733.4138, 255.5332, 1135.972, 1558.748, 348.2179, 209.9561, 529.3429, 2.602419
180.1, 58.20666, 108.2091, 1655.966, 14.83161, 151.3069, 723.4907, 2283.533, 654.1686, 192.1982, 1017.192, 61.94303, 5.248389, 717.9465, 237.543, 1081.802, 1470.663, 318.926, 197.9008, 565.4669, 2.485419
180.2, 54.42251, 100.4913, 1691.492, 13.87235, 158.3441, 745.9037, 2286.097, 612.1388, 180.4119, 1060.451, 57.03545, 4.936593, 673.5364, 420.6858, 1030.216, 1387.556, 292.0981, 186.5378, 535.1748, 2.37368
180.3, 50.88438, 93.32385, 1607.258, 12.97513, 193.0853, 707.7232, 2151.945, 592.7227, 211.8029, 1004.721, 52.51668, 4.643321, 631.8735, 447.3275, 981.0894, 1398.861, 267.5269, 175.8272, 577.9827, 2.266964
180.4, 188.2236, 86.66765, 1642.015, 12.13593, 180.0709, 671.497, 2025.664, 554.6407, 219.3457, 951.9186, 48.35592, 4.367471, 592.7877, 490.4496, 934.3055, 1438.74, 245.0227, 165.7316, 547.0202, 2.165045
180.5, 225.0688, 80.48618, 1560.245, 11.35102, 167.9337, 637.1251, 1988.416, 572.8378, 240.7587, 901.8915, 44.52481, 96.55759, 556.1196, 455.9208, 889.7526, 1357.437, 224.4116, 156.2156, 627.2225, 2.067709
180.6, 210.4365, 74.74561, 1482.547, 10.61687, 156.6146, 604.5126, 1881.817, 599.0486, 225.9944, 854.4937, 40.99722, 185.0067, 618.5876, 423.8228, 847.3242, 1280.728, 205.5342, 147.246, 593.6222, 1.974749
180.7, 196.7556, 69.41447, 1529.11, 9.930199, 146.0584, 573.5695, 2031.045, 622.6673, 212.1356, 809.5867, 37.74912, 174.0158, 659.9719, 504.3364, 806.919, 1208.354, 188.2448, 138.7915, 728.3943, 1.885968
180.8, 199.3835, 64.46357, 1510.707, 9.287943, 136.2137, 544.2101, 2076.826, 582.6614, 328.5488, 835.7561, 34.75835, 163.6779, 744.2214, 513.3146, 768.4406, 1254.486, 172.4097, 130.8223, 862.1312, 1.801179
180.9, 203.7292, 125.7944, 1531.488, 8.687226, 127.0326, 689.3055, 2002.17, 545.226, 308.401, 817.2284, 32.00454, 153.9542, 794.8871, 477.176, 1023.328, 1303.925, 274.5646, 123.3108, 1002.456, 1.720201
181, 190.4843, 156.6479, 1701.245, 8.125362, 118.4703, 654.022, 1884.678, 510.1956, 327.9314, 896.9207, 29.4689, 144.8081, 773.582, 443.5816, 974.5299, 1333.17, 251.4684, 170.4244, 948.7545, 1.642864
181.1, 194.4565, 145.4752, 1732.025, 7.599838, 110.4851, 620.5446, 1832.361, 536.5377, 307.8214, 849.784, 27.13416, 136.2053, 930.6956, 412.3524, 928.0588, 1257.833, 230.315, 160.639, 1015.982, 1.569004
181.2, 238.5175, 256.8607, 1834.006, 7.108303, 103.0381, 612.7842, 1752.802, 539.7045, 288.9447, 865.2941, 24.98439, 128.1137, 873.1255, 383.3218, 979.4894, 1267.916, 210.941, 151.4154, 961.5559, 1.498465
181.3, 223.011, 316.7025, 1927.363, 6.648559, 96.09312, 581.4176, 1787.036, 522.8268, 271.2255, 864.3467, 23.00494, 120.5027, 973.2321, 508.0737, 932.7819, 1370.114, 216.2675, 142.7215, 1056.637, 1.431097
181.4, 208.5125, 294.1141, 1852.007, 6.218549, 89.61622, 551.6566, 1837.548, 489.2357, 254.593, 865.6678, 21.18232, 113.3439, 913.0309, 472.3041, 888.3016, 1465.415, 349.7777, 134.5267, 1047.214, 1.366758
181.5, 194.9566, 307.3513, 1759.78, 5.816352, 83.57587, 523.419, 1729.717, 457.8027, 238.9804, 933.8975, 19.5041, 192.5311, 856.5535, 484.6775, 845.9424, 1382.604, 320.3546, 126.8024, 1015.849, 1.305311
181.6, 182.2821, 285.4299, 1672.145, 5.440167, 77.94267, 496.6268, 1844.302, 448.9268, 224.3252, 884.8176, 17.95884, 181.0932, 931.7225, 540.3206, 823.1614, 1424.196, 293.4066, 119.5217, 1060.026, 1.246627
181.7, 170.4315, 265.072, 1797.419, 5.088314, 72.68915, 471.2059, 1736.075, 491.2206, 210.5688, 1059.437, 16.53601, 170.3349, 1019.519, 606.2457, 837.2672, 1605.686, 322.7349, 112.659, 1152.779, 1.190581
181.8, 159.3514, 246.166, 1735.945, 4.759216, 67.78973, 518.6248, 1634.199, 459.6601, 197.6559, 1109.845, 15.2259, 228.3165, 956.4551, 563.5646, 848.7775, 1633.028, 378.8322, 106.1904, 1376.438, 1.137055
181.9, 148.9916, 228.6086, 1649.498, 4.451404, 63.22054, 492.0779, 1705.139, 448.5754, 236.2242, 1160.496, 14.01959, 214.7527, 927.8333, 523.8882, 808.303, 1893.345, 362.1689, 100.0931, 1302.702, 1.085935
182, 139.3053, 212.3033, 1567.355, 4.1635, 58.95932, 466.8899, 1652.346, 424.4628, 231.7057, 1155.951, 12.90886, 305.0591, 935.6313, 487.0052, 769.7585, 1786.352, 331.7034, 155.6113, 1232.916, 1.037113
182.1, 130.2487, 197.1611, 1812.018, 3.894217, 54.98532, 442.9912, 1555.383, 425.2153, 217.4967, 1200.579, 11.88612, 302.7357, 877.756, 452.7189, 835.0999, 1779.179, 303.8007, 146.6765, 1211.86, 0.9904866
182.2, 121.781, 183.0988, 1721.782, 3.642351, 51.27918, 420.3159, 1517.916, 397.8955, 204.159, 1137.484, 10.94442, 284.7508, 823.4606, 420.8463, 795.2776, 1995.826, 278.2452, 138.2546, 1178.103, 0.9459563
182.3, 113.8637, 170.0395, 1725.153, 3.406774, 47.82285, 398.8011, 1502.516, 479.8623, 191.6392, 1077.705, 10.07732, 267.8343, 843.5225, 454.8396, 757.3543, 2103.092, 327.6601, 130.3163, 1114.992, 0.903428
182.4, 106.4612, 224.9795, 1639.243, 3.186434, 44.59947, 378.3877, 1414.345, 449.0316, 179.8872, 1021.067, 9.278918, 251.9229, 791.3448, 422.8178, 827.4351, 2212.434, 409.0912, 122.8338, 1133.745, 0.8628116
182.5, 99.53989, 208.9331, 1718.114, 2.980345, 41.59336, 359.0192, 1331.349, 420.1816, 216.9595, 967.4061, 8.543774, 285.6382, 742.3946, 490.766, 787.9783, 2087.409, 374.6787, 115.7809, 1229.129, 0.8240212
182.6, 93.06857, 194.0312, 1670.856, 2.787585, 38.78987, 340.6421, 1253.222, 393.1853, 203.6547, 916.5651, 7.866873, 268.669, 696.4723, 456.2148, 750.4031, 1969.449, 487.238, 203.1139, 1239.78, 0.7869748
182.7, 87.01797, 180.1922, 1587.65, 2.607292, 36.17534, 323.2057, 1179.681, 367.9235, 191.1658, 868.3961, 7.243601, 305.7497, 653.3906, 545.5765, 714.6196, 1974.699, 446.2518, 191.4515, 1173.365, 0.751594
182.8, 81.36074, 167.3402, 1508.587, 2.43866, 33.73704, 306.6617, 1132.539, 344.2847, 179.4429, 822.7585, 6.669709, 287.5857, 612.9739, 507.1666, 680.5425, 1863.108, 408.7133, 180.4588, 1110.508, 0.7178038
182.9, 76.0713, 155.4049, 1485.192, 2.280935, 31.46308, 290.9647, 1288.778, 322.1647, 168.4388, 832.8496, 6.141285, 270.5009, 575.0572, 471.4608, 693.7675, 1861.389, 374.3326, 170.0972, 1180.259, 0.6855327
183, 71.12572, 144.3208, 1585.606, 2.13341, 29.3424, 427.824, 1213.15, 301.4659, 158.1095, 802.1384, 5.654727, 338.8108, 568.9393, 438.2688, 813.987, 1863.352, 342.844, 160.3306, 1117.033, 0.6547125
183.1, 66.50168, 134.0273, 1506.645, 1.995428, 27.36465, 441.7701, 1141.96, 282.097, 148.4136, 759.9829, 5.206718, 318.6828, 533.7465, 407.4136, 775.1715, 1832.422, 314.0041, 151.1247, 1057.193, 0.6252779
183.2, 62.17825, 124.468, 1431.616, 1.866369, 25.52021, 445.997, 1074.947, 263.9725, 237.6013, 720.0428, 4.794203, 299.7505, 500.7305, 462.5795, 738.207, 1987.224, 294.9472, 142.4475, 1000.56, 0.5971666
183.3, 58.1359, 115.5904, 1567.925, 1.745658, 23.80009, 423.1678, 1156.713, 263.5157, 223.0307, 703.3956, 4.414371, 368.3953, 510.8734, 430.0128, 703.0051, 1906.453, 270.1364, 134.2684, 1110.604, 0.5703192
183.4, 54.35635, 107.3461, 1602.197, 1.632754, 22.1959, 524.2131, 1105.205, 256.4471, 209.3536, 725.4785, 4.064632, 346.5097, 614.0108, 399.7388, 669.4819, 2110.741, 366.0306, 126.559, 1051.109, 0.5446787
183.5, 50.82253, 99.68977, 1620.902, 1.527152, 20.69985, 497.3802, 1111.901, 239.9706, 196.5153, 786.5421, 3.742602, 325.9243, 594.4415, 371.5963, 637.5572, 2006.451, 335.2404, 119.2923, 994.801, 0.5201911
183.6, 47.51844, 92.57952, 1540.183, 1.428381, 19.30463, 471.9208, 1074.143, 275.8052, 184.4643, 745.2062, 3.446085, 414.5469, 680.3082, 345.435, 607.1549, 2206.711, 307.0401, 112.4427, 1130.316, 0.4968043
183.7, 44.42915, 85.9764, 1534.386, 1.335997, 18.00345, 555.697, 1035.814, 258.085, 173.1522, 877.0737, 3.173061, 389.9195, 705.1336, 393.2029, 578.2023, 2220.989, 281.2121, 105.9865, 1290.149, 0.4744689
183.8, 41.54071, 79.84425, 1457.976, 1.249589, 16.78998, 527.2525, 1092.448, 241.5032, 162.5339, 830.98, 2.921668, 563.4124, 715.0506, 428.4554, 550.6304, 2223.81, 347.23, 99.90099, 1221.035, 0.4531378
