 , C001, C002, C003, C004, C006, C007, C008, C009, C010, C012, C014, C016, C019, C021, C022, C025, C036, C053, C054, C063, C064, C091
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
263.6, 363.2643, 234.2492, 535.6135, 61.75646, 1273.893, 155.2979, 403.9431, 14.74334, 899.8079, 92.82725, 670.6951, 285.6314, 40.79624, 237.7089, 619.6155, 572.0298, 337.4503, 844.1852, 1046.485, 302.6454, 1290.305, 1232.721
263.7, 337.6117, 216.9437, 657.1602, 58.22356, 1368.078, 145.6888, 373.5871, 13.89843, 1006.156, 86.70835, 855.8987, 362.7689, 37.67559, 225.3865, 905.1015, 535.1073, 320.1031, 977.7756, 1140.47, 287.245, 1357.214, 1252.62
263.8, 331.5695, 324.4794, 624.9536, 54.89276, 1456.187, 136.6743, 345.5122, 13.10193, 1008.477, 80.9928, 811.337, 368.0595, 34.79366, 213.7028, 958.3101, 574.746, 303.6478, 934.4589, 1078.139, 272.6283, 1288.719, 1224.586
263.9, 308.1551, 488.8836, 594.3254, 51.75251, 1389.163, 219.2126, 319.5472, 12.35108, 951.012, 75.65399, 769.0953, 365.3131, 32.13217, 202.6248, 900.1301, 648.9146, 288.0383, 949.9769, 1019.214, 258.7554, 1460.703, 1189.464
264, 286.3941, 801.6489, 682.7381, 146.4864, 1426.119, 210.2918, 465.1417, 11.64326, 955.8393, 70.66711, 729.053, 342.9011, 29.67426, 192.1211, 845.4824, 607.0295, 273.2313, 907.8917, 963.5106, 245.5884, 1386.985, 1132.841
264.1, 266.1698, 899.9389, 892.0988, 138.1064, 1465.397, 197.28, 430.1866, 10.97601, 1062.92, 66.00894, 691.0954, 321.8641, 27.40438, 182.1618, 794.1523, 567.8479, 259.1855, 924.7385, 1048.833, 233.0914, 1316.987, 1078.913
264.2, 247.3737, 833.4547, 967.382, 130.2057, 1447.581, 185.0733, 400.8756, 10.34699, 1002.352, 61.65783, 655.114, 302.1177, 25.30812, 172.7188, 745.9385, 531.1954, 245.8616, 999.2846, 991.5103, 221.2303, 1250.522, 1139.882
264.3, 229.9049, 771.882, 986.8932, 122.757, 1380.953, 173.6219, 417.7615, 9.754021, 1050.392, 57.59353, 621.006, 283.5827, 23.37221, 163.7654, 700.6519, 591.2805, 233.2228, 955.0151, 937.3206, 209.9729, 1187.411, 1171.863
264.4, 213.6697, 714.8582, 938.5269, 181.601, 1580.328, 239.1869, 386.367, 9.195034, 990.5384, 53.79713, 588.6738, 266.1849, 21.58439, 155.276, 658.1147, 553.1155, 221.2336, 912.7067, 886.0925, 199.2882, 1127.485, 1133.816
264.5, 220.236, 662.047, 928.4881, 171.2121, 1507.59, 240.5034, 357.3318, 8.668082, 934.0955, 50.25099, 558.0249, 249.8544, 19.93332, 147.2268, 618.1599, 517.4139, 209.8608, 872.2727, 837.6643, 189.1473, 1070.583, 1079.842
264.6, 204.6836, 613.1374, 1022.895, 276.5879, 1451.561, 225.6223, 330.4785, 8.171329, 937.9811, 46.93859, 528.9717, 250.8556, 18.40855, 139.5948, 580.6308, 484.0167, 415.5388, 896.9207, 791.8829, 352.7784, 1016.554, 1165.274
264.7, 190.2294, 567.841, 972.764, 260.7651, 1384.749, 211.6619, 305.6433, 7.703044, 898.684, 43.84454, 501.4312, 235.4655, 17.00042, 132.3584, 545.3801, 452.7751, 533.1541, 857.186, 748.6035, 334.827, 965.2507, 1242.431
264.8, 311.9441, 525.891, 925.0901, 245.8475, 1452.45, 198.5654, 282.6744, 7.261596, 847.4751, 40.95444, 475.3246, 322.9884, 15.7, 125.4972, 512.2696, 423.5501, 618.3263, 819.2116, 707.6896, 317.789, 916.5368, 1227.178
264.9, 289.9156, 487.0401, 879.7527, 231.7834, 1418.436, 186.2792, 261.4316, 6.845446, 990.3371, 38.25484, 450.5772, 303.173, 14.49905, 118.9916, 481.1692, 396.2115, 978.2264, 827.616, 669.0117, 301.6181, 870.2814, 1168.76
265, 300.2485, 451.0593, 836.6372, 218.5237, 1353.15, 174.7532, 305.2905, 6.453145, 981.7779, 35.7332, 427.1183, 347.4041, 13.38997, 112.8233, 451.957, 370.6375, 953.9935, 790.9517, 632.4478, 286.27, 826.3604, 1113.122
265.1, 286.0298, 417.7367, 795.6347, 206.0226, 1290.868, 234.8143, 282.3481, 246.9228, 979.1627, 33.37777, 404.8807, 326.0909, 12.36572, 106.9747, 424.5182, 346.7141, 904.9521, 783.6936, 597.8821, 271.7029, 784.6559, 1060.133
265.2, 278.9725, 386.8758, 756.6417, 194.2367, 1231.453, 220.2852, 261.1298, 451.4507, 923.368, 31.17761, 383.8009, 408.04, 11.41982, 101.4293, 398.7453, 324.335, 858.4317, 748.975, 565.2057, 257.877, 745.0562, 1009.666
265.3, 259.2723, 358.2948, 719.5597, 183.125, 1266.461, 206.655, 241.5061, 507.0115, 930.4335, 29.12247, 363.8186, 383.0067, 10.54628, 96.17135, 374.5371, 303.4003, 886.8591, 715.7946, 534.3151, 244.7547, 707.455, 961.6018
265.4, 307.1277, 331.8253, 684.295, 188.715, 1208.169, 196.1362, 223.357, 477.9555, 920.6444, 27.20281, 344.8766, 626.5178, 9.73956, 91.18598, 351.7986, 283.8169, 962.1436, 784.6296, 505.1128, 232.3002, 671.7515, 1007.53
265.5, 395.7407, 497.5329, 650.7587, 207.1531, 1171.668, 271.4174, 206.5719, 450.5647, 868.1842, 25.40968, 326.9209, 840.2072, 8.994547, 86.45905, 330.4406, 265.4976, 1082.838, 754.8485, 477.5065, 437.9245, 637.8498, 959.5677
265.6, 367.7946, 460.777, 618.8658, 209.0843, 1295.7, 359.5703, 191.0481, 424.7436, 1029.823, 23.73475, 309.9, 800.795, 8.306522, 81.97715, 310.3792, 392.1277, 1401.053, 855.6662, 451.409, 415.6403, 605.6591, 1093.478
265.7, 341.8221, 426.7365, 867.7761, 197.1232, 1353.57, 337.322, 271.5268, 400.4022, 1082.367, 22.17023, 293.7653, 751.6661, 7.671127, 77.72758, 291.5358, 459.4412, 1612.914, 971.4485, 509.4026, 394.4901, 575.0929, 1041.424
265.8, 317.6836, 395.2107, 825.2475, 262.7656, 1291.269, 408.3226, 309.4665, 377.4558, 1041.452, 20.70883, 278.4706, 705.5513, 7.084336, 73.69831, 273.8363, 429.7859, 1622.625, 928.4122, 481.5618, 374.4161, 546.0693, 991.8483
265.9, 295.2498, 366.0139, 818.142, 290.6121, 1277.987, 395.1561, 294.5509, 399.0029, 1067.968, 19.34377, 263.9723, 662.2657, 6.54243, 69.87791, 257.2115, 402.0448, 1539.211, 887.2824, 537.3469, 355.3636, 518.5105, 944.6323
266, 274.4001, 338.9742, 778.046, 273.9871, 1261.034, 370.7058, 322.5253, 376.1367, 1007.113, 18.06868, 250.2288, 621.6356, 6.041976, 66.25555, 241.5959, 376.0942, 1525.948, 940.8856, 529.278, 337.2807, 492.3425, 899.6639
266.1, 255.0228, 313.932, 739.915, 258.3131, 1270.413, 347.7685, 388.9082, 354.581, 949.7253, 16.87765, 237.2008, 583.4982, 5.579804, 62.82096, 226.9284, 351.8187, 1447.504, 991.2936, 500.351, 320.1179, 467.4951, 856.8362
266.2, 237.0138, 290.7398, 703.6527, 243.5358, 1211.939, 326.2503, 359.682, 334.2605, 1007.874, 15.76513, 224.8511, 587.9687, 5.152986, 59.56443, 213.1513, 442.0552, 1429.126, 1025.633, 473.0049, 303.8284, 443.9018, 816.0473
266.3, 220.2766, 269.261, 669.1676, 229.6038, 1178.627, 311.6142, 408.4414, 509.1966, 950.4434, 14.72593, 213.1444, 649.4312, 29.74681, 56.4767, 200.2107, 413.5222, 1412.41, 1140.265, 447.1534, 288.3678, 421.4991, 848.8438
266.4, 204.7213, 249.369, 636.3726, 216.4689, 1124.378, 292.3331, 377.7473, 506.9983, 896.2852, 13.75525, 202.0472, 609.5885, 27.47137, 53.54904, 188.0557, 386.8308, 1364.239, 1089.75, 449.6371, 273.694, 400.2271, 824.415
266.5, 190.2645, 265.8532, 730.7451, 204.0853, 1072.626, 337.7598, 349.3598, 759.4264, 991.6916, 12.84854, 191.5278, 572.1902, 25.36999, 50.77314, 176.6387, 361.8622, 1483.298, 1120.819, 425.0627, 259.7668, 380.0286, 785.1695
266.6, 176.8286, 246.213, 694.9322, 235.2727, 1023.256, 440.4818, 394.2542, 715.905, 935.183, 12.0016, 181.556, 537.0862, 58.25964, 48.14114, 165.9148, 338.5053, 1447.992, 1071.166, 401.8315, 246.5484, 360.8494, 764.7305
266.7, 164.3415, 228.0237, 660.8745, 221.8135, 976.1583, 413.227, 517.3576, 987.265, 881.8943, 11.21049, 172.1035, 589.1667, 53.80315, 513.2394, 155.8419, 363.0421, 1373.556, 1033.465, 427.5231, 234.0025, 342.6382, 790.6301
266.8, 152.7362, 211.1781, 628.486, 209.1242, 1062.007, 401.4225, 540.5917, 930.6865, 831.6422, 10.47153, 163.143, 577.6789, 49.68756, 486.6339, 146.3806, 425.274, 1463.867, 1174.586, 506.3302, 222.0951, 325.3461, 907.1393
266.9, 141.9504, 195.577, 703.6447, 197.1608, 1118.552, 397.0958, 651.4459, 920.7563, 784.2535, 9.781279, 385.3343, 794.5201, 85.2237, 527.453, 137.4937, 397.8241, 1520.491, 1198.724, 478.6573, 210.7936, 308.9266, 863.9558
267, 131.9263, 181.1285, 756.171, 185.8818, 1168.993, 417.1252, 602.4901, 913.9529, 869.2823, 9.136526, 511.256, 779.1351, 298.4263, 522.4449, 129.1463, 409.9471, 1442.328, 1145.619, 452.4969, 200.0672, 293.3358, 822.828
267.1, 144.3404, 167.7474, 802.7081, 175.2481, 1153.382, 391.3156, 557.2134, 1401.596, 819.7488, 8.534273, 484.6378, 855.0375, 275.5987, 573.3224, 121.3057, 498.3621, 1368.183, 1339.754, 598.3801, 189.8866, 278.5319, 783.658
267.2, 134.1475, 155.3548, 763.3685, 165.2227, 1100.295, 446.7266, 515.3392, 1453.051, 773.0379, 7.971719, 459.4055, 802.5809, 437.4998, 543.6024, 113.9411, 483.6556, 1380.371, 1280.401, 565.6764, 180.2241, 264.4751, 746.3527
267.3, 196.1011, 143.8778, 788.0017, 155.7708, 1057.833, 421.5035, 476.6118, 1459.246, 728.9886, 7.446247, 435.4869, 753.3425, 404.034, 515.4229, 107.0237, 473.807, 1417.762, 1223.678, 534.7601, 171.0532, 251.1276, 901.6343
267.4, 182.253, 133.2486, 749.3828, 154.3042, 1009.144, 395.4231, 440.7947, 1447.006, 687.4494, 6.955413, 412.8136, 707.1248, 393.4276, 488.7042, 100.5262, 615.1096, 1372.38, 1169.468, 535.4399, 162.349, 238.4538, 953.6769
267.5, 169.3828, 123.4047, 712.6566, 179.6104, 1001.133, 370.9563, 407.6693, 1364.08, 787.8379, 6.496933, 391.3208, 663.7426, 377.5781, 663.926, 94.42311, 632.731, 1397.957, 1199.708, 506.1761, 154.0878, 226.4196, 930.2601
267.6, 157.4215, 114.288, 677.7302, 169.3354, 955.0536, 368.7368, 404.2318, 1285.907, 742.9453, 6.068675, 370.947, 623.0219, 348.6958, 752.8975, 88.69059, 591.8905, 1326.093, 1146.559, 587.3328, 146.2469, 214.9928, 1064.524
267.7, 146.3049, 105.8448, 644.5156, 159.6483, 911.0951, 345.9213, 373.854, 1212.214, 700.6107, 5.668646, 351.6339, 704.5859, 322.0229, 713.8685, 83.3061, 553.6861, 1257.923, 1095.765, 555.2329, 138.805, 204.1426, 1065.26
267.8, 135.9733, 98.02537, 612.9287, 150.5153, 1010.561, 324.5175, 345.7591, 1142.744, 736.9689, 5.294986, 333.3263, 661.3594, 297.3902, 676.8627, 78.2485, 517.9476, 1193.258, 1076.387, 524.8874, 131.7418, 193.84, 1014.549
267.9, 126.3712, 90.78361, 582.8899, 141.9047, 964.0476, 304.438, 388.3044, 1100.171, 778.6168, 4.945956, 315.972, 661.4291, 274.6418, 641.7753, 73.49796, 484.516, 1265.699, 1108.458, 563.879, 125.038, 184.0574, 984.9756
268, 165.1931, 84.07684, 554.3232, 133.7868, 931.1815, 285.6009, 384.662, 1134.21, 771.2931, 4.619934, 299.5211, 773.2428, 412.6602, 608.5067, 69.03583, 453.2422, 1216.797, 1059.352, 708.3532, 118.6753, 174.7684, 1027.708
268.1, 154.0004, 151.563, 527.1566, 126.1333, 888.3217, 267.9294, 360.6973, 1069.211, 727.3433, 4.315402, 283.9268, 933.7416, 426.4312, 576.9626, 64.8446, 628.1354, 1174.639, 1023.765, 669.6391, 312.5399, 165.9483, 978.7854
268.2, 143.1254, 140.366, 501.3214, 118.9176, 1025.639, 251.3513, 368.3466, 1144.79, 685.8978, 4.030943, 269.1443, 966.9918, 453.9262, 547.0538, 60.90782, 615.2795, 1203.784, 1097.347, 633.0408, 470.0065, 157.5733, 932.1912
268.3, 180.4594, 184.3289, 476.7523, 112.1146, 1005.491, 311.2434, 405.9946, 1159.84, 646.8139, 3.765236, 255.1315, 907.6667, 419.2038, 518.6954, 57.21004, 575.5654, 1141.902, 1048.733, 641.0604, 505.439, 149.6209, 887.8151
268.4, 231.9692, 268.0915, 453.3873, 105.7009, 959.2106, 349.4396, 404.5278, 1209.144, 609.9572, 3.517043, 241.8483, 1015.169, 484.3485, 491.8071, 53.73677, 657.9136, 1083.201, 1002.273, 606.024, 508.8561, 142.0699, 845.5515
268.5, 215.5882, 281.7045, 586.8086, 110.4872, 1045.976, 327.8181, 374.1278, 1139.85, 615.1758, 3.28521, 382.7224, 1066.467, 636.3846, 466.3126, 50.47436, 615.4476, 1143.35, 957.8707, 572.9026, 670.2028, 134.9, 805.2998
268.6, 327.4138, 291.9862, 558.0499, 104.1665, 1212.515, 307.5344, 362.1768, 1074.527, 698.2695, 3.068658, 536.7869, 1299.871, 596.5905, 559.7615, 47.41001, 575.7227, 1084.575, 1017.749, 764.2321, 754.1589, 128.0919, 816.5259
268.7, 365.1107, 270.4153, 530.7006, 225.0159, 1156.706, 288.5057, 334.9595, 1012.948, 658.4807, 2.866382, 508.8395, 1220.124, 562.5149, 530.7443, 44.5317, 538.5619, 1028.82, 1191.125, 722.464, 809.2056, 121.6274, 777.6559
268.8, 371.2028, 313.2516, 504.6916, 212.1435, 1103.466, 330.3278, 429.8096, 954.8973, 629.7812, 2.677438, 482.3471, 1145.269, 563.9822, 585.2465, 41.82814, 503.7997, 1135.869, 1179.016, 809.5917, 768.0285, 115.4892, 785.8256
268.9, 410.5702, 290.1097, 525.98, 213.1558, 1052.677, 309.8888, 474.847, 994.1678, 643.3747, 2.50095, 457.2341, 1187.143, 520.8412, 617.1579, 39.28871, 471.2812, 1077.478, 1223.51, 765.3445, 728.9467, 109.6607, 852.1646
269, 381.5769, 268.6774, 500.2024, 231.4578, 1077.264, 290.7145, 439.1626, 1294.272, 606.7139, 2.336094, 433.4286, 1114.312, 481.0003, 792.3391, 36.90346, 440.8617, 1090.253, 1225.644, 745.2892, 691.8536, 104.1264, 811.5981
269.1, 444.4296, 248.8285, 475.6881, 218.2168, 1055.515, 272.7266, 406.1598, 1953.955, 572.1421, 2.182106, 410.8624, 1045.949, 444.2069, 817.0101, 34.66301, 412.4057, 1034.207, 1225.2, 704.5564, 656.6481, 98.87139, 772.9627
269.2, 413.0453, 230.446, 452.3753, 205.7333, 1056.715, 294.4156, 375.6371, 1981.301, 642.3422, 2.038268, 389.4712, 981.7795, 656.3553, 774.6577, 32.55859, 385.7864, 981.0425, 1170.922, 666.0498, 623.2339, 93.88159, 767.0111
269.3, 383.8773, 213.4214, 430.205, 193.9639, 1008.077, 337.5927, 347.4083, 2488.926, 826.6774, 1.903912, 369.1937, 1011.672, 747.4852, 780.3928, 30.58193, 360.8853, 930.6106, 1119.049, 698.2831, 591.5201, 89.14362, 760.0652
269.4, 356.769, 197.6546, 409.1212, 182.8678, 1161.88, 374.9246, 321.3008, 3143.01, 1056.734, 1.778411, 349.9719, 1005.534, 690.3075, 804.5863, 28.72527, 337.5914, 882.7712, 1311.315, 704.1394, 561.4201, 84.64475, 797.4057
269.5, 467.9698, 183.0526, 389.0707, 172.4065, 1108.402, 351.7262, 297.1552, 3287.16, 1274.872, 1.661184, 331.7509, 943.8439, 1106.506, 827.213, 26.98133, 315.8011, 837.3911, 1384.866, 665.6556, 532.8517, 80.37293, 966.7275
269.6, 434.9231, 169.5294, 370.0029, 162.5437, 1057.385, 336.0996, 274.8242, 3408.515, 1223.478, 1.551684, 314.4785, 885.939, 1021.865, 784.3315, 25.34327, 295.4173, 794.3438, 1323.515, 817.6492, 505.7371, 76.3167, 1056.031
269.7, 457.8936, 157.0052, 351.8695, 153.245, 1128.373, 450.9088, 254.1713, 3578.415, 1327.723, 1.449401, 298.1054, 831.5865, 943.6994, 973.2794, 23.80465, 276.3492, 882.3242, 1625.917, 772.9616, 480.0023, 72.46518, 1162.735
269.8, 425.5585, 145.4062, 334.6249, 287.8671, 1076.437, 423.0089, 303.5615, 3429.145, 1252.067, 1.353861, 282.5848, 780.5686, 871.5125, 922.8261, 22.35945, 258.5118, 836.967, 1553.887, 730.7164, 455.5769, 68.80804, 1107.385
269.9, 395.5069, 134.6641, 522.4332, 271.3991, 1026.892, 396.8353, 280.7491, 3232.626, 1180.722, 1.264619, 383.6944, 732.6807, 804.8475, 874.9883, 28.85552, 347.3104, 898.3665, 1485.048, 690.78, 432.3945, 65.33546, 1150.938
270, 367.5774, 174.0899, 808.9667, 255.8732, 1322.139, 372.2812, 528.9662, 3263.333, 1202.566, 1.181259, 363.7177, 687.7307, 743.2819, 829.6303, 98.49815, 374.9353, 852.1846, 1419.259, 653.0264, 410.3917, 62.03813, 1096.149
270.1, 341.6201, 161.2288, 1105.703, 241.2354, 1558.045, 349.2463, 489.2147, 3076.316, 1364.441, 137.9868, 427.8908, 645.5383, 686.4256, 786.6236, 92.51823, 380.2558, 808.3768, 1375.525, 617.3361, 469.5311, 58.90722, 1093.785
270.2, 317.4959, 149.3178, 1388.905, 593.1014, 1658.161, 327.6367, 622.9914, 2900.018, 1401.766, 128.8911, 664.4675, 605.9345, 633.9185, 745.8463, 261.3659, 773.6516, 766.821, 1407.256, 583.5964, 680.8303, 55.93431, 1153.367
270.3, 295.0753, 138.2867, 1549.735, 607.8765, 1755.11, 307.3643, 576.174, 2739.657, 1321.89, 248.8063, 629.8725, 568.7604, 585.4279, 707.1829, 245.4981, 1014.946, 727.4015, 1565.422, 551.7007, 646.1857, 53.11143, 1195.105
270.4, 274.238, 128.0706, 1555.974, 645.0912, 1791.572, 322.5172, 532.8749, 2754.344, 1585.304, 246.6152, 597.0787, 533.8669, 540.6464, 670.5236, 230.5937, 1025.36, 954.1253, 1705.162, 521.5482, 613.304, 50.43103, 1245.412
270.5, 254.8721, 228.2956, 1693.064, 608.1875, 2024.144, 302.5614, 492.8297, 2698.842, 1494.97, 274.7684, 565.9922, 501.1141, 738.0499, 635.7648, 216.5941, 1276.549, 927.879, 1783.655, 493.0437, 582.0955, 47.88589, 1197.289
270.6, 242.199, 211.4299, 1610.089, 573.3949, 2025.202, 283.8405, 545.4598, 2544.176, 1409.784, 349.9067, 536.5243, 470.3707, 681.5939, 602.8077, 203.4445, 1194.153, 991.6245, 2029.203, 466.097, 693.6057, 45.46921, 1197.849
270.7, 225.0956, 203.1146, 1697.071, 540.5927, 1931.988, 375.8647, 538.266, 2398.374, 1409.521, 397.7705, 508.5906, 441.5134, 871.7502, 571.5591, 191.0932, 1117.074, 940.6486, 1939.306, 440.6231, 658.3109, 43.17448, 1261.009
270.8, 267.3803, 188.1092, 1613.9, 509.667, 1843.064, 352.6082, 497.8156, 2408.509, 1371.162, 371.5507, 482.1112, 414.4265, 841.3575, 541.9304, 179.4917, 1147.722, 892.2932, 1872.804, 416.5414, 624.8122, 40.99557, 1200.979
270.9, 248.4987, 174.2124, 1624.572, 480.5105, 1758.233, 345.7209, 460.4051, 2270.482, 1293.031, 386.6622, 457.0105, 389.0014, 776.9991, 513.8376, 272.3669, 1073.641, 906.9045, 1789.837, 393.7758, 593.0181, 38.92662, 1143.808
271, 292.6357, 332.0431, 1544.954, 453.0219, 1677.306, 324.3295, 425.806, 2171.264, 1219.351, 932.2789, 433.2166, 365.1361, 717.5638, 487.2011, 255.8312, 1143.617, 860.2838, 1960.81, 372.2545, 562.8419, 36.96209, 1089.358
271.1, 271.9706, 451.6117, 1469.238, 427.1059, 1600.104, 304.2616, 393.8069, 2054.538, 1222.343, 1538.246, 410.6615, 342.735, 662.6748, 461.9453, 240.2994, 1179.031, 816.0597, 1873.943, 351.9095, 566.3442, 35.0967, 1125.865
271.2, 252.7649, 418.2483, 1431.544, 402.6725, 1639.568, 535.2809, 364.2126, 1979.678, 1305.178, 1824.769, 389.2807, 321.7082, 611.9845, 437.9988, 225.7106, 1315.895, 774.1089, 1790.925, 332.6763, 660.1545, 33.32545, 1186.582
271.3, 234.9154, 387.3496, 1373.612, 379.6368, 1593.412, 502.1605, 336.8423, 1866.226, 1230.806, 1760.896, 369.0131, 301.9713, 565.1716, 415.2937, 212.0075, 1270.343, 734.3148, 1711.585, 314.4943, 701.9777, 31.6436, 1150.337
271.4, 412.4305, 418.1448, 1306.293, 357.9189, 1613.788, 471.0894, 311.5288, 1868.021, 1160.672, 1834.032, 349.8007, 283.4454, 538.0273, 393.7655, 199.1363, 1232.835, 696.5662, 1719.825, 297.306, 666.2569, 30.04662, 1223.082
271.5, 402.3128, 633.3952, 1379.663, 337.4435, 1539.51, 528.1887, 288.1176, 1760.968, 1218.865, 2006.809, 331.5886, 266.056, 496.8717, 373.3533, 263.9531, 1328.413, 832.4971, 1643.635, 281.0572, 660.6151, 28.53024, 1287.556
271.6, 373.9026, 586.6022, 1336.907, 318.1393, 1498.498, 495.5071, 266.4657, 1660.05, 1308.81, 1964.6, 314.3247, 249.7334, 458.8643, 353.9993, 255.6107, 1319.332, 789.7014, 1570.82, 265.6964, 1046.115, 27.09039, 1447.538
271.7, 347.4987, 608.8463, 1279.506, 299.9395, 1668.391, 464.8477, 246.441, 1687.191, 1234.231, 2085.328, 297.9596, 234.4122, 423.7642, 335.6485, 505.4679, 1320.847, 749.1056, 1501.23, 251.1751, 1050.271, 25.7232, 1416.607
271.8, 322.9594, 776.7809, 1280.981, 282.7809, 1605.781, 495.8094, 227.9211, 1689.369, 1163.902, 2198.117, 282.4466, 220.031, 391.349, 318.2491, 760.0821, 1329.991, 808.6673, 1460.984, 237.4474, 996.8273, 24.42501, 1384.366
271.9, 375.936, 719.3952, 1218.202, 386.3939, 1574.179, 643.1638, 210.793, 1592.554, 1471.818, 2428.937, 267.7412, 206.5321, 361.4133, 301.7515, 713.9368, 1541.343, 793.8303, 1396.26, 224.47, 1007.773, 23.19234, 1318.465
272, 582.7543, 876.4403, 1247.327, 379.539, 1599.238, 648.0811, 194.952, 1501.287, 1387.951, 2522.643, 253.8015, 328.8931, 333.7675, 286.1092, 813.9773, 1927.724, 753.0223, 1463.493, 212.2019, 956.4918, 22.02188, 1352.481
272.1, 541.6019, 815.629, 1186.197, 427.2294, 1525.629, 607.9811, 180.3015, 1415.251, 1308.862, 2382.923, 240.5875, 308.7155, 347.4905, 271.2778, 764.5599, 1895.479, 792.3347, 1568.289, 200.6043, 1067.134, 20.91049, 1288.098
272.2, 503.3556, 755.3733, 1195.868, 402.7889, 1463.118, 605.3654, 166.752, 1334.145, 1421.435, 2248.696, 228.0615, 367.7244, 521.0641, 257.2152, 759.0225, 2004.904, 751.6036, 1498.812, 189.6405, 1079.5, 19.85518, 1408.065
272.3, 467.8102, 948.7308, 1179.271, 416.4911, 1457.897, 567.9084, 207.8386, 1331.298, 1449.208, 2365.441, 216.1877, 403.1378, 628.9325, 243.8816, 712.9415, 1976.84, 831.9086, 1506.384, 179.276, 1670.905, 18.85314, 1442.806
272.4, 434.7748, 878.642, 1121.477, 454.6261, 1651.966, 532.7692, 192.2197, 1255.004, 1472.579, 2326.039, 204.932, 378.4052, 721.927, 231.2391, 669.6581, 1970.479, 848.243, 1439.649, 169.4779, 2132.518, 17.90167, 1601.774
272.5, 404.0723, 816.4963, 1118.575, 572.5092, 1620.03, 499.8041, 177.7745, 1217.386, 1388.669, 2172.714, 194.2624, 532.7474, 666.7043, 453.1867, 653.8976, 1843.292, 820.0252, 1569.395, 160.2153, 2439.049, 16.99821, 1540.434
272.6, 375.5379, 819.2074, 1120.461, 539.7576, 1680.558, 468.8788, 164.4149, 1147.62, 1309.54, 2057.702, 184.1483, 500.0633, 662.9996, 518.183, 643.3643, 1724.314, 777.8706, 1499.869, 151.4589, 2314.936, 16.14036, 1499.771
272.7, 349.0185, 769.1301, 1065.549, 508.8797, 1718.422, 439.867, 315.9702, 1170.553, 1380.174, 1922.064, 174.5607, 469.3844, 612.2845, 491.3212, 604.305, 1613.016, 801.4615, 1568.805, 143.1811, 2197.139, 15.32579, 1500.05
272.8, 324.3719, 712.3096, 1013.328, 479.7682, 1639.328, 412.6503, 373.4786, 1103.471, 1327.455, 1915.379, 165.4724, 498.2299, 568.5776, 465.8519, 584.2182, 1508.901, 760.2612, 1499.305, 135.3558, 2085.335, 14.55233, 1428.642
272.9, 301.4657, 703.1341, 963.6661, 452.3221, 1563.874, 387.1176, 345.4119, 1040.233, 1251.814, 2074.43, 156.8572, 482.0116, 525.0851, 441.7029, 548.7498, 1411.507, 721.1789, 1533.628, 127.9581, 1979.221, 13.81791, 1360.633
273, 280.1771, 673.5681, 985.767, 499.2067, 1491.893, 363.1648, 411.8836, 993.0056, 1180.483, 1969.487, 148.6905, 596.3885, 502.6949, 599.8311, 578.7858, 1364.643, 834.2304, 1504.977, 255.3428, 1878.507, 13.12056, 1399.174
273.1, 260.3918, 710.8986, 971.9042, 470.6486, 1554.475, 340.694, 461.8671, 1070.368, 1113.217, 1839.664, 140.9491, 559.8, 909.4973, 568.7368, 600.1419, 1457.431, 880.3008, 1511.726, 288.4385, 1782.917, 12.45839, 1332.568
273.2, 242.0037, 658.3799, 924.2725, 443.7242, 1482.927, 319.6136, 603.8898, 1054.208, 1049.783, 1860.627, 133.6106, 568.4108, 839.9266, 708.0352, 758.569, 1384.482, 911.8505, 1760.332, 282.7587, 1692.192, 11.82965, 1269.132
273.3, 224.9141, 609.7412, 1053.522, 471.1593, 1414.672, 299.8376, 566.2441, 1060.798, 1122.283, 1903.002, 126.6543, 533.5388, 973.3279, 671.3317, 731.9366, 1312.78, 864.9755, 1682.347, 302.2051, 1960.568, 11.23263, 1377.005
273.4, 209.0313, 564.6957, 1001.891, 444.2057, 1349.559, 356.6104, 523.6913, 1098.179, 1058.333, 1777.562, 120.0601, 500.8061, 991.21, 636.5309, 725.5692, 1228.044, 938.5932, 1735.354, 285.6885, 2204.07, 10.66575, 1387.311
273.5, 194.2702, 636.3279, 952.7892, 418.794, 1287.442, 359.9415, 484.3362, 1238.599, 1059.912, 1660.39, 113.8093, 470.0816, 1013.443, 603.5342, 681.5192, 1186.288, 890.3434, 1673.952, 270.0746, 2124.575, 10.12747, 1381.711
273.6, 180.5514, 589.3184, 979.9033, 394.8361, 1249.125, 337.6701, 457.6678, 1393.831, 999.5165, 1666.769, 107.8839, 449.6071, 1046.432, 572.2479, 640.1436, 1109.718, 844.574, 1721.066, 255.314, 2377.437, 9.616365, 1443.606
273.7, 167.8014, 545.7817, 1056.351, 372.2487, 1191.631, 316.7769, 423.2743, 1313.953, 962.5136, 1556.901, 102.267, 440.917, 966.3868, 637.109, 601.2798, 1076.076, 801.1575, 1644.821, 241.3602, 2399.869, 9.13105, 1374.884
