 , C001, C002, C003, C004, C006, C007, C008, C009, C010, C012, C014, C016, C019, C021, C022, C025, C036, C053, C054, C063, C064, C091
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
124.8, 194.8526, 46.90667, 706.7018, 121.1774, 285.699, 44.4518, 25.34021, 387.8045, 385.9666, 252.086, 1110.126, 1.495164, 27.9569, 715.8161, 103.9223, 375.7608, 1022.435, 183.8958, 761.7703, 484.782, 1600.703, 0.01716742
124.9, 211.7343, 43.44137, 688.2468, 114.2452, 272.5491, 41.70135, 23.43591, 365.58, 397.1317, 235.4693, 1114.6, 1.403436, 25.81838, 845.3481, 97.61305, 571.8599, 969.8749, 265.5722, 777.9174, 460.1134, 1519.919, 0.01635018
125, 196.7823, 40.23208, 667.9105, 107.7096, 260.0044, 39.12108, 21.67472, 344.6293, 505.428, 219.9478, 1056.569, 1.317335, 23.84344, 801.5266, 91.68687, 534.9484, 959.551, 253.807, 735.4013, 436.7002, 1443.213, 0.01557184
125.1, 229.8575, 103.6937, 666.9879, 101.5479, 248.0371, 36.70047, 20.04588, 488.1647, 483.0166, 241.74, 1001.56, 1.236516, 77.09739, 759.9767, 86.12047, 500.4194, 955.8231, 242.563, 723.4211, 551.1761, 1524.454, 0.01483056
125.2, 213.6257, 96.03318, 858.4112, 145.9025, 236.6207, 34.42963, 18.53944, 874.8254, 518.8785, 225.8052, 949.4144, 1.160656, 143.5498, 799.3867, 80.89201, 468.1191, 960.6502, 312.8898, 819.0817, 523.1291, 1560.01, 0.01412456
125.3, 351.9878, 88.9386, 816.3416, 230.4498, 324.7998, 32.2993, 17.14621, 926.3882, 489.3118, 210.9208, 899.9839, 1.089449, 179.931, 792.4836, 75.98098, 437.9037, 933.5482, 299.0284, 877.7973, 517.7181, 1518.305, 0.01345218
125.4, 397.3597, 82.36813, 776.3338, 276.1987, 309.8502, 70.45967, 15.85769, 873.2985, 461.4298, 197.0175, 981.1531, 1.022612, 286.56, 799.6881, 135.697, 539.3115, 918.0207, 309.422, 829.8224, 491.3736, 1552.828, 0.0128118
125.5, 369.2994, 76.28307, 823.9765, 305.6894, 295.5887, 66.09999, 35.95355, 823.2513, 435.1366, 193.9868, 930.0701, 86.60722, 312.8716, 854.5784, 127.4587, 729.222, 870.8285, 409.513, 784.4696, 488.0007, 1474.46, 0.0122019
125.6, 374.3945, 70.64755, 834.1918, 288.2018, 281.9835, 62.01006, 33.25167, 823.4331, 428.6961, 181.1998, 946.3186, 81.29385, 291.1421, 853.8701, 119.7205, 682.1533, 826.0623, 488.5009, 741.5955, 563.0682, 1516.052, 0.01162104
125.7, 347.9559, 65.42837, 793.3091, 271.7147, 269.0046, 171.8635, 30.75282, 841.7787, 555.801, 169.2556, 1019.823, 76.30647, 339.5168, 857.3948, 112.4522, 638.1228, 971.9026, 466.8597, 701.0645, 626.2877, 1526.255, 0.01106783
125.8, 323.3843, 60.59476, 922.983, 256.1707, 256.6231, 280.8732, 28.44177, 793.5378, 524.1303, 158.0988, 981.1658, 71.62505, 345.0054, 936.3672, 105.6251, 596.9343, 964.6607, 446.1772, 662.7487, 594.4185, 1566.099, 0.01054096
125.9, 300.5479, 56.11824, 877.7488, 241.516, 244.8114, 263.4942, 26.30439, 748.0615, 494.2643, 147.6774, 1056.818, 67.23085, 318.6147, 887.8275, 99.21249, 558.4043, 915.0709, 426.411, 626.527, 564.171, 1659.273, 0.01003917
126, 279.3241, 51.97242, 834.7315, 250.7203, 233.5434, 247.1905, 82.06273, 705.1914, 466.1001, 137.943, 1001.795, 63.10623, 294.2428, 841.8039, 93.18921, 522.3613, 868.0304, 407.5205, 592.285, 535.4626, 1770.307, 0.009561261
126.1, 259.599, 48.13289, 883.4067, 237.2525, 222.7941, 231.8956, 75.89577, 664.7781, 439.5408, 128.8502, 949.6375, 127.9841, 271.7351, 798.1661, 87.5316, 488.6448, 823.408, 389.4669, 559.9145, 508.2152, 1680.964, 0.009106106
126.2, 248.2118, 44.577, 840.1121, 223.68, 212.5395, 217.5471, 70.19225, 626.6808, 414.4948, 120.3568, 981.5688, 153.8964, 250.9491, 876.4123, 82.21748, 457.1045, 781.0795, 372.213, 529.3131, 482.3542, 1689.783, 0.008672618
126.3, 230.6838, 41.28382, 798.9393, 210.8839, 202.7569, 204.0864, 64.91734, 590.7668, 390.8761, 112.4232, 949.66, 144.4548, 231.7532, 830.9805, 77.22598, 427.6001, 740.927, 355.7235, 500.3842, 457.8092, 1646.168, 0.008259766
126.4, 214.3936, 38.23392, 759.7844, 222.1229, 193.4245, 191.4586, 76.43204, 556.9109, 368.6031, 105.0126, 900.2167, 135.5925, 214.0255, 787.9037, 72.53751, 400, 702.8386, 339.9645, 473.0363, 434.5132, 1621.247, 0.007866567
126.5, 199.2538, 35.40933, 722.5483, 209.416, 184.5217, 217.8278, 70.68822, 524.9953, 347.5994, 98.09048, 1041.651, 127.2739, 197.654, 747.0601, 68.13369, 374.1815, 666.7081, 324.9037, 447.1832, 412.4026, 1717.002, 0.007492086
126.6, 185.1831, 32.79342, 767.104, 197.4359, 176.0287, 204.3497, 65.37605, 494.9087, 327.7925, 91.62465, 987.4181, 119.4656, 182.5347, 708.3337, 63.99723, 350.0294, 731.9665, 310.5101, 422.743, 391.4171, 1630.349, 0.007135433
126.7, 172.106, 30.37076, 729.5093, 186.1412, 167.9266, 191.7056, 81.68142, 466.5463, 309.1142, 85.58502, 996.7199, 112.1364, 168.572, 671.6148, 60.11189, 327.4362, 694.3387, 296.7541, 399.6385, 371.4995, 1607.916, 0.006795757
126.8, 159.9524, 28.12708, 693.757, 175.4926, 160.1974, 203.3401, 142.1996, 439.8093, 291.5002, 79.94351, 1138.607, 105.2568, 155.6773, 636.7994, 56.46244, 306.3014, 658.6452, 283.6075, 377.7968, 439.4941, 1776.275, 0.006472251
126.9, 148.657, 26.04915, 709.0353, 165.4532, 152.824, 190.7585, 131.5134, 414.6046, 274.89, 74.67387, 1079.326, 98.79929, 143.769, 603.7887, 53.03455, 286.5308, 624.7866, 308.5395, 357.1488, 417.1301, 1783.98, 0.006164146
127, 138.1593, 24.12473, 784.1369, 155.9881, 145.7899, 309.6682, 121.6302, 390.8443, 259.2262, 69.75159, 1023.132, 92.73795, 181.4277, 572.4893, 49.81477, 268.0362, 592.6686, 294.8708, 337.6293, 475.7189, 1900.074, 0.005870707
127.1, 128.4029, 22.34249, 794.993, 147.0645, 139.0796, 290.5076, 112.4898, 368.4457, 244.4549, 129.937, 1100.661, 87.04846, 176.7752, 655.9423, 46.79047, 250.7354, 562.2016, 296.1889, 319.1766, 626.5465, 1804.182, 0.005591238
127.2, 119.3355, 20.69191, 756.0314, 138.6514, 232.7142, 272.5324, 118.2268, 347.3307, 230.5254, 179.9961, 1199.033, 81.70803, 163.2531, 725.6879, 43.94977, 234.5514, 631.911, 283.0674, 301.7324, 594.6641, 1826.017, 0.005325072
127.3, 110.9084, 39.53085, 718.9794, 247.4547, 222.003, 255.6695, 109.3422, 327.4258, 217.3896, 168.1313, 1171.458, 76.69524, 150.7653, 688.0694, 88.98379, 219.4119, 599.4267, 270.5272, 391.7507, 632.2148, 1843.764, 0.005071577
127.4, 103.0763, 36.61046, 683.7432, 233.2986, 211.7848, 239.85, 101.1252, 308.6615, 205.0023, 157.0486, 1217.972, 225.098, 139.2327, 652.401, 144.0693, 205.2497, 568.6123, 258.5425, 423.1743, 600.044, 1901.722, 0.004830149
127.5, 95.7974, 33.90581, 778.5276, 219.9523, 331.7781, 225.0093, 93.52567, 325.4088, 193.3208, 232.8474, 1338.57, 343.011, 128.5823, 618.5816, 135.3228, 192.0016, 595.3291, 247.0887, 400.0463, 569.5103, 1805.747, 0.004600214
127.6, 94.8899, 31.40097, 740.373, 226.2175, 364.9665, 211.0869, 97.09812, 306.7602, 182.305, 217.4988, 1432.303, 321.9673, 251.9655, 633.2604, 127.1072, 179.6086, 606.8633, 236.1424, 510.0641, 540.5302, 1875.57, 0.004381225
