 , C001, C002, C003, C005, C006, C008, C009, C010, C011, C012, C014, C016, C019, C023, C024, C029, C031, C033, C034, C036, C040, C042, C082, C123
3.3, 147.7946, 0, 950.5414, 75.94134, 264.2114, 258.7458, 31.35392, 188.3948, 611.4905, 0, 166.1059, 1450.413, 182.9868, 0, 112.5683, 0, 3366.952, 0, 351.5382, 0, 0, 483.665, 851.5164, 2.288818e-05
3.4, 188.0383, 15.24344, 905.2386, 71.90552, 251.7835, 267.2235, 28.99842, 177.9362, 626.0827, 0, 178.4914, 1382.631, 170.8873, 0, 106.8185, 0, 3359.196, 0, 327.1959, 0, 0, 458.2074, 946.856, 2.288818e-05
3.5, 176.5379, 14.44302, 862.0948, 68.08418, 239.9401, 254.9146, 26.81989, 168.0582, 682.7039, 0, 169.1692, 1379.49, 159.5879, 0, 101.3624, 0, 3352.809, 0, 304.5391, 0, 0, 487.567, 899.8652, 2.288818e-05
3.6, 307.3319, 13.68463, 834.567, 64.46593, 238.8084, 243.1726, 83.74612, 158.7285, 643.6829, 0, 160.3338, 1315.022, 149.0356, 0, 96.18497, 0, 3421.992, 0, 283.4512, 0, 0, 461.904, 855.2066, 1.525879e-05
3.7, 288.5355, 12.96606, 865.8524, 61.03996, 233.8293, 308.7842, 77.45461, 149.9168, 768.3359, 0, 151.9599, 1253.568, 139.1811, 0, 91.27201, 0, 3489.998, 0, 263.8236, 0, 0, 450.2533, 866.0023, 1.525879e-05
3.8, 270.8886, 14.31546, 908.121, 154.4972, 222.8305, 294.5609, 226.5298, 141.5943, 724.4205, 0, 144.0233, 1366.787, 129.9781, 0, 86.61, 0, 4238.766, 0, 245.5551, 0, 0, 512.9552, 823.0242, 1.525879e-05
3.9, 464.0541, 13.56377, 916.9982, 197.4577, 212.349, 425.1829, 209.5116, 133.7337, 683.0151, 0, 290.305, 1302.913, 121.3837, 0, 155.5489, 0, 4877.625, 0, 228.5516, 0, 0, 485.956, 830.8876, 1.525879e-05
4, 638.5125, 12.85155, 1038.217, 186.964, 202.3606, 405.598, 211.5126, 126.3096, 678.5328, 0, 275.1429, 1464.379, 113.3576, 0, 159.6248, 0, 4933.09, 0, 212.7255, 0, 0, 528.4843, 849.8785, 1.525879e-05
4.1, 630.2275, 12.17672, 988.7352, 177.028, 192.842, 386.9152, 224.8197, 119.2976, 639.7502, 0, 266.8214, 1395.945, 105.8621, 0, 151.4714, 0, 4883.587, 0, 197.9952, 0, 0, 500.6676, 933.7507, 1.144409e-05
4.2, 591.6828, 11.53733, 941.6121, 167.6201, 183.7711, 369.093, 207.9299, 112.6749, 674.5775, 0, 319.0869, 1358.715, 98.86233, 8.315001, 143.7345, 0, 4911.363, 0, 184.285, 0, 0, 474.3151, 1047.116, 1.144409e-05
4.3, 669.416, 10.93151, 1010.719, 158.7121, 175.1269, 430.2836, 269.5206, 123.4812, 636.021, 0, 312.02, 1295.218, 92.32535, 7.825313, 136.3928, 0, 4931.745, 0, 171.5242, 0, 0, 449.3496, 995.1497, 1.144409e-05
4.4, 837.8994, 10.35751, 962.5477, 192.0603, 166.8893, 410.4637, 249.2726, 116.6262, 599.6682, 0, 295.7239, 1512.94, 86.2206, 7.364464, 129.4261, 0, 4928.071, 0, 159.6469, 0, 0, 425.6982, 1045.171, 1.144409e-05
4.5, 847.2871, 9.813643, 916.6726, 190.4729, 159.0392, 391.5568, 292.9048, 228.3561, 586.6847, 0, 348.6547, 1469.885, 80.51952, 6.930756, 122.8152, 0, 5017.346, 0, 148.5921, 0, 0, 403.2917, 993.3008, 1.144409e-05
4.6, 795.467, 9.298336, 875.3623, 180.3504, 151.5584, 428.0497, 270.9001, 215.679, 553.1518, 0, 330.4451, 1679.902, 75.1954, 6.522589, 116.5421, 0, 4941.517, 0, 268.9352, 0, 0, 382.0646, 991.7057, 1.144409e-05
4.7, 792.7421, 8.810087, 863.0078, 246.1095, 144.4294, 408.3327, 250.5484, 218.6108, 521.5355, 0, 487.448, 1601.396, 70.22334, 6.138461, 110.5893, 0, 4807.904, 0, 250.3128, 0, 0, 361.9547, 967.2332, 1.144409e-05
4.8, 904.6169, 8.347476, 955.9404, 233.0303, 137.6357, 389.524, 231.7257, 269.3577, 597.1998, 0, 517.7305, 1596.85, 65.58002, 5.776954, 115.2013, 0, 4783.366, 0, 232.9798, 0, 0, 342.9034, 919.2312, 7.629395e-06
4.9, 849.2906, 7.909156, 993.0389, 326.7366, 131.1617, 371.5816, 214.3171, 413.0738, 563.0659, 0, 490.6905, 1522.225, 61.24373, 5.436738, 109.3171, 0, 5228.772, 0, 216.847, 0, 0, 324.8547, 1016.273, 7.629395e-06
5, 1099.903, 7.493853, 994.3262, 399.773, 124.9921, 354.4656, 198.2163, 457.9559, 530.883, 0, 674.517, 1453.208, 57.19417, 5.116557, 103.7333, 0, 5878.957, 0, 201.8314, 0, 0, 455.4757, 965.8369, 3.814697e-06
5.1, 1032.633, 7.100356, 1076.846, 425.6011, 119.1127, 338.1381, 183.3251, 432.5328, 500.5395, 0, 639.2883, 1385.295, 53.41237, 4.815232, 98.43481, 0, 6594.178, 0, 187.8556, 0, 0, 431.5019, 917.9042, 3.814697e-06
5.2, 969.4769, 6.727522, 1107.652, 402.983, 113.5099, 450.675, 169.5526, 424.672, 471.9304, 0, 715.8862, 1437.206, 49.88064, 4.531653, 115.5595, 0, 6554.126, 0, 211.9436, 0, 0, 544.0081, 908.3989, 7.629395e-06
5.3, 910.1838, 31.4284, 1090.323, 381.567, 108.1707, 451.0027, 156.8148, 418.5427, 445.8986, 0, 701.1742, 1744.657, 46.58243, 4.264774, 109.6569, 0, 6741.623, 0, 197.2675, 0, 0, 515.3743, 872.282, 5.722046e-06
5.4, 854.517, 29.77812, 1216.16, 361.289, 103.0826, 430.2285, 145.0339, 421.9115, 420.4126, 0, 664.5533, 1663.125, 43.5023, 4.013613, 104.0558, 0, 6484.931, 0, 241.4039, 0, 0, 488.2477, 828.9922, 3.814697e-06
5.5, 802.2548, 28.21449, 1264.15, 342.0887, 98.23377, 410.4111, 134.1381, 495.4405, 462.3533, 0, 629.845, 1695.29, 40.62584, 3.777243, 98.74082, 0, 6672.962, 0, 412.1371, 0, 0, 571.3686, 1040.457, 1.907349e-06
5.6, 753.1889, 82.22681, 1282.142, 323.9088, 139.7292, 391.5067, 124.0609, 467.9364, 435.9268, 0, 596.9495, 1654.562, 37.93958, 3.554793, 93.69731, 0, 6614.051, 0, 397.1658, 0, 0, 546.8466, 1020.766, 1.907349e-06
5.7, 707.1239, 77.90915, 1358.551, 306.695, 148.1971, 415.1378, 166.2095, 441.9592, 411.0107, 0, 565.772, 1577.24, 35.43093, 3.345444, 88.91142, 0, 6409.597, 0, 436.9058, 0, 0, 518.0635, 970.1074, 1.907349e-06
5.8, 701.7651, 73.8182, 1293.803, 290.3961, 141.2262, 412.8962, 232.8796, 417.424, 387.5188, 0, 575.2047, 1584.328, 33.08817, 3.148424, 84.36997, 0, 6365.258, 0, 468.7569, 0, 0, 542.4836, 1020.187, 0
5.9, 658.8452, 69.94206, 1232.14, 274.9633, 173.4087, 393.8772, 240.8271, 394.251, 365.3696, 0, 661.2407, 1517.922, 30.90031, 2.963007, 80.06051, 0, 6262.031, 0, 436.2977, 0, 0, 513.9302, 1000.728, 0
6, 642.2143, 66.26945, 1173.416, 260.3507, 172.373, 375.7343, 222.7347, 372.3644, 344.4863, 0, 626.7055, 1471.927, 28.85712, 2.788509, 75.97115, 0, 6228.327, 0, 406.0862, 0, 0, 486.8796, 951.0637, 0
6.1, 602.9365, 62.7897, 1180.098, 246.5146, 164.265, 406.1924, 206.0016, 351.6928, 324.7966, 0, 593.9739, 1403.14, 26.94903, 2.624288, 72.09068, 0, 6094.583, 0, 377.9667, 0, 0, 461.2528, 964.6879, -1.907349e-06
6.2, 566.0609, 82.93988, 1123.855, 233.4139, 156.5383, 387.4823, 220.6952, 332.1688, 306.2324, 0, 562.9518, 1486.931, 25.1671, 2.469738, 68.40842, 0, 6178.35, 0, 516.6535, 0, 0, 534.8999, 916.8122, -3.814697e-06
6.3, 531.4407, 78.58477, 1070.292, 221.0094, 149.1751, 369.6339, 204.1153, 313.7286, 288.7292, 0, 614.2112, 1590.556, 23.503, 2.32429, 70.59296, 0, 6079.971, 0, 480.8777, 0, 0, 506.7456, 1119.235, -1.907349e-06
6.4, 498.9378, 74.45834, 1019.282, 209.2641, 142.1582, 396.8102, 188.7809, 296.3122, 306.6154, 0, 582.1322, 1583.316, 229.3113, 2.187408, 208.5242, 0, 5978.82, 0, 447.5792, 0, 0, 480.0732, 1063.69, -1.907349e-06
6.5, 692.6656, 70.54859, 1097.234, 198.143, 135.4714, 378.5323, 364.4279, 279.8626, 289.0903, 0, 551.7286, 1580.725, 214.1488, 2.058587, 197.8731, 0, 6004.522, 0, 416.5865, 0, 0, 454.8047, 1077.148, -1.907349e-06
6.6, 650.3022, 133.0721, 1044.94, 187.6129, 129.0991, 361.0962, 337.0499, 264.3262, 328.0831, 0, 595.9565, 1536.401, 199.9888, 1.937353, 240.4719, 0, 5893.427, 0, 387.7399, 0, 0, 430.8661, 1023.691, -1.907349e-06
6.7, 610.5297, 126.0846, 1053.091, 177.6425, 123.0266, 344.4632, 311.7287, 249.6523, 309.3311, 0, 564.831, 1486.215, 186.7652, 1.823258, 228.189, 0, 5792.72, 0, 360.8907, 0, 0, 408.1877, 1282.687, -9.536743e-07
6.8, 669.6179, 119.464, 1029.491, 168.2018, 117.2397, 328.5964, 425.4402, 235.793, 291.6507, 0, 568.5731, 1416.76, 174.4159, 1.715883, 216.5335, 0, 5757.7, 102.5194, 451.9618, 0, 0, 386.7028, 1259.434, -9.536743e-07
6.9, 628.6641, 113.1911, 980.4254, 159.263, 111.725, 313.4605, 393.4785, 222.703, 274.981, 66.95618, 538.8776, 1484.015, 162.8831, 1.614831, 225.6676, 2.662943, 5702.798, 96.79823, 420.6656, 0, 0, 366.3488, 1252.583, -9.536743e-07
7, 590.215, 107.2475, 1004.063, 150.7991, 106.4697, 299.0218, 363.9181, 310.7289, 259.264, 62.58292, 510.7332, 1564.988, 152.113, 1.51973, 310.7873, 2.489719, 5633.037, 91.39632, 391.5366, 0, 0, 347.0661, 1190.42, -9.536743e-07
7.1, 554.1174, 101.616, 956.2095, 142.7851, 101.4616, 285.2481, 336.5784, 293.479, 244.4454, 77.21703, 484.0586, 1491.852, 142.0549, 1.43023, 294.9128, 15.5368, 5446.579, 86.29586, 364.4245, 0, 0, 328.7984, 1186.049, -9.536743e-07
7.2, 520.2276, 96.28021, 910.6365, 135.1969, 96.68905, 272.1089, 311.2926, 533.9453, 230.4737, 72.17357, 458.7772, 1422.134, 132.662, 1.346001, 389.7294, 14.52614, 5402.959, 81.48004, 351.4997, 0, 0, 311.4922, 1127.188, -9.536743e-07
7.3, 488.4105, 91.22461, 882.2184, 128.012, 92.14101, 259.575, 287.9064, 504.3036, 217.3007, 67.45953, 434.8162, 1412.373, 123.8901, 1.266732, 369.8226, 13.58122, 5273.739, 76.93298, 327.16, 0, 0, 295.0969, 1071.248, -9.536743e-07
7.4, 458.5393, 86.43447, 875.9231, 121.209, 87.8069, 247.6183, 266.2772, 476.3075, 204.8805, 63.05339, 439.4067, 1463.764, 115.6982, 1.192131, 350.9327, 12.69777, 5162.45, 72.63966, 304.5057, 0, 0, 279.5646, 1038.043, -1.907349e-06
7.5, 430.4951, 81.89586, 834.1766, 114.7675, 83.67664, 236.2124, 246.2728, 449.8656, 193.1702, 58.93504, 416.4574, 1423.416, 108.048, 1.121924, 394.2086, 11.87178, 5229.701, 78.60077, 283.4202, 0, 0, 264.8498, 986.5264, -9.536743e-07
7.6, 431.2621, 77.59557, 794.4197, 108.6683, 79.74068, 225.3319, 227.7713, 424.8916, 182.1293, 55.08568, 454.1837, 1356.896, 100.9036, 1.055852, 426.7534, 11.09953, 5209.12, 86.97796, 263.7947, 0, 0, 250.9095, 937.567, -1.907349e-06
7.7, 404.8862, 73.52108, 756.5576, 102.8932, 75.98985, 273.678, 210.6598, 401.304, 171.7194, 51.48774, 430.4626, 1293.485, 94.23169, 0.9936704, 456.9209, 10.37751, 5236.999, 82.12408, 245.5282, 0, 0, 276.1376, 891.0373, -1.907349e-06
7.8, 380.1234, 69.66055, 745.3167, 97.42507, 72.41545, 265.3791, 198.5892, 379.0258, 161.9045, 48.12481, 407.9804, 1395.163, 88.00089, 0.9351511, 433.5822, 9.702458, 5269.192, 77.54107, 228.5265, 0, 0, 261.6032, 998.5373, -1.907349e-06
7.9, 356.875, 66.00272, 709.7948, 92.24753, 69.00919, 328.6703, 183.67, 357.9844, 152.6506, 44.98152, 386.6724, 1329.964, 82.18209, 0.8800781, 411.4355, 9.071318, 5029.021, 160.2423, 212.7021, 0, 0, 247.8338, 995.9453, -1.907349e-06
8, 335.0486, 62.53697, 788.2128, 87.34514, 65.76315, 313.531, 169.8716, 338.1112, 143.9256, 42.04354, 420.2397, 1267.811, 76.74804, 0.8282485, 390.4201, 8.481233, 5125.483, 151.2999, 237.1793, 0, 0, 234.7891, 1040.038, -1.907349e-06
8.1, 314.557, 59.2532, 777.3712, 82.70329, 111.775, 299.089, 157.1099, 319.3411, 135.6993, 64.8975, 398.2914, 1208.563, 71.6733, 0.7794712, 370.4781, 7.929533, 4936.032, 142.8564, 220.7558, 0, 0, 222.4311, 988.4225, -1.907349e-06
8.199999999999999, 295.3187, 56.14186, 854.3455, 78.30811, 118.8874, 285.3123, 145.3068, 301.6131, 127.9432, 144.5151, 377.4894, 1339.682, 66.93411, 0.7335665, 351.5547, 7.41372, 4945.273, 134.8842, 228.3264, 0, 0, 210.7235, 939.369, -1.430511e-06
8.300000000000001, 277.257, 53.1939, 813.6273, 74.14651, 113.2952, 272.1701, 134.3905, 284.8692, 120.6304, 148.1579, 357.7739, 1277.075, 184.5096, 0.6903653, 333.598, 6.931461, 5015.376, 127.3569, 212.5159, 0, 0, 199.6321, 892.7498, -1.430511e-06
8.4, 260.3, 50.40073, 774.8498, 70.20608, 112.2524, 278.4154, 139.3124, 269.0549, 113.7356, 138.4809, 353.1864, 1243.415, 172.3094, 0.6497082, 316.5583, 6.480573, 4914.694, 164.4327, 197.8001, 0, 0, 189.1245, 848.4443, -1.430511e-06
8.5, 244.3801, 47.75422, 837.3735, 66.47505, 106.9723, 294.0143, 342.2797, 254.1185, 107.2349, 230.1925, 350.1227, 1304.474, 252.7739, 0.6114455, 300.3891, 6.059015, 4696.267, 155.2564, 184.1034, 0, 0, 179.17, 927.4869, -1.430511e-06
8.6, 229.4338, 45.24669, 797.4643, 62.94231, 101.9405, 280.4714, 316.5656, 240.0112, 101.1057, 215.1574, 331.8365, 1243.512, 360.9571, 0.5754362, 285.0457, 5.664879, 4940.426, 146.5922, 300.9039, 0, 0, 169.7395, 969.3064, -1.430511e-06
8.699999999999999, 215.4016, 42.87082, 759.4572, 59.59732, 141.2099, 325.1998, 317.7028, 226.6871, 95.32683, 201.1043, 314.5053, 1189.109, 337.0899, 0.5415476, 270.4861, 5.296381, 4716.585, 138.4115, 280.0677, 0, 0, 160.8053, 1046.379, -1.430511e-06
8.800000000000001, 202.2277, 40.6197, 723.2614, 56.43009, 134.5677, 419.2894, 330.257, 214.1027, 89.87828, 187.9691, 298.0793, 1133.539, 314.8008, 0.5096548, 256.6702, 4.951854, 4671.414, 130.6873, 260.6744, 0, 0, 152.3413, 994.4495, -9.536743e-07
8.9, 189.8594, 86.53026, 706.762, 53.43118, 128.2379, 399.976, 305.4461, 202.2169, 84.74115, 175.6918, 282.5113, 1080.566, 293.9855, 0.4796401, 243.5599, 4.629738, 4690.866, 123.3942, 242.6239, 0, 0, 144.3229, 1022.646, -9.536743e-07
9, 178.2476, 81.98662, 673.0776, 50.59164, 122.2058, 381.5522, 282.4992, 190.991, 79.89764, 164.2165, 288.8006, 1030.068, 274.5466, 0.4513931, 231.1193, 4.328576, 4581.696, 116.508, 225.8234, 0, 0, 136.7265, 1112.882, -9.536743e-07
9.1, 167.346, 77.68156, 640.9987, 47.903, 153.5298, 381.7122, 331.1525, 211.4116, 75.33096, 153.4906, 273.7172, 1007.866, 256.393, 0.4248097, 219.3141, 4.047004, 4671.232, 110.0062, 378.0201, 0, 0, 129.5299, 1057.652, -9.536743e-07
9.199999999999999, 219.9507, 73.60256, 610.4487, 45.35725, 194.1229, 364.1297, 381.6898, 199.6752, 71.02531, 143.4653, 259.4214, 1097.645, 239.4398, 0.3997917, 208.1119, 3.783748, 4648.423, 138.7097, 351.8441, 0, 27.15486, 256.1578, 1005.162, -9.536743e-07
9.300000000000001, 206.4985, 69.73775, 581.3547, 42.94679, 184.9917, 411.4476, 387.2586, 247.8981, 66.96574, 134.0949, 245.8724, 1147.793, 407.1537, 0.3762472, 197.4819, 3.537617, 4513.164, 161.7069, 363.5398, 0, 25.60005, 242.675, 955.2781, -9.536743e-07
9.4, 193.8691, 82.17038, 707.7569, 40.66443, 176.2901, 392.4953, 358.1654, 361.0153, 63.13821, 125.3364, 377.1388, 1094.153, 380.2318, 0.3540892, 215.2377, 3.307497, 4503.08, 152.6827, 338.3664, 0, 24.13427, 229.9019, 907.8694, -1.430511e-06
9.5, 182.0121, 77.85567, 759.8804, 38.50336, 167.9978, 374.4161, 331.2579, 340.9738, 59.52945, 117.15, 399.2339, 1043.021, 501.3311, 0.3332362, 204.2437, 3.092346, 4412.695, 332.9648, 346.9272, 0, 22.75241, 217.8011, 862.8136, -1.430511e-06
9.6, 211.9402, 73.76753, 804.8726, 36.45715, 160.0956, 357.1696, 306.3718, 322.0448, 56.12695, 109.4983, 378.3827, 994.2778, 468.182, 0.3136112, 314.5183, 2.89119, 4339.15, 314.3834, 322.9042, 0, 21.44968, 206.3372, 819.9937, -1.66893e-06
9.699999999999999, 198.9779, 71.7394, 766.5123, 34.51968, 152.565, 340.7175, 287.5526, 304.1667, 52.91893, 102.3464, 358.6205, 1164.717, 437.2249, 0.295142, 298.4532, 2.70312, 4277.14, 296.8389, 300.5446, 0, 74.63171, 198.0959, 779.299, -1.66893e-06
9.800000000000001, 186.8085, 67.97241, 732.0586, 32.68517, 145.3887, 325.0233, 265.95, 287.2811, 49.89426, 95.66164, 339.8905, 1140.505, 497.457, 0.2777605, 283.2088, 2.527283, 4210.346, 280.2735, 531.8745, 0, 70.35852, 187.6692, 769.7111, -1.907349e-06
9.9, 175.3833, 106.478, 697.1687, 30.94815, 138.5499, 418.9982, 245.9702, 271.3328, 47.04248, 89.41347, 322.1387, 1087.206, 464.5641, 0.2614026, 268.743, 2.362884, 4018.437, 264.6326, 500.6524, 0, 66.33, 177.7913, 731.5117, -1.66893e-06
10, 164.6568, 100.8869, 663.9416, 29.30345, 132.0328, 399.6982, 227.4915, 256.2699, 44.35369, 83.5734, 442.4808, 1243.719, 433.8462, 0.246008, 267.6288, 2.20918, 4235.791, 249.8645, 465.9846, 0, 62.53215, 188.2632, 695.2081, -1.430511e-06
10.1, 154.5864, 102.5936, 632.2981, 27.74615, 125.8223, 427.9284, 210.4009, 242.0433, 41.81859, 78.11478, 419.371, 1185.597, 405.1594, 0.2315201, 253.9587, 2.065474, 4054.05, 235.9206, 433.7174, 0, 88.76843, 178.354, 873.7081, -1.430511e-06
