 , C000, C001, C002, C004, C005, C006, C008, C010, C012, C014, C015, C016, C017, C019, C024, C029, C030, C035, C037, C038, C040, C042, C047, C053, C080, C095, C101, C105, C107
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
209.1, 123.2358, 301.9583, 469.2629, 441.7914, 285.9409, 487.4012, 1982.633, 187.7858, 58.39677, 1387.304, 419.1718, 1187.273, 313.4607, 508.5081, 1902.534, 453.9264, 164.7104, 342.721, 150.3993, 1254.579, 169.7159, 902.5833, 1285.411, 400.7211, 1561.573, 1735.735, 904.0735, 606.827, 1329.369
209.2, 115.35, 285.8726, 445.3692, 416.7241, 271.1681, 546.8152, 1942.291, 179.2299, 55.40266, 1326.171, 474.8881, 1140.41, 295.0829, 481.1889, 2007.968, 457.9663, 155.7763, 424.8708, 142.4165, 1299.453, 160.4731, 971.424, 1292.436, 376.4122, 1604.299, 1886.567, 860.7445, 691.6758, 1271.172
209.3, 107.9689, 270.6437, 460.3806, 409.4483, 257.1584, 530.6562, 1954.672, 171.0638, 52.56207, 1342.934, 478.3162, 1070.114, 277.7826, 455.3374, 1930.268, 562.8766, 147.3267, 403.3487, 134.8575, 1256.749, 151.7336, 924.7126, 1528.064, 353.5779, 1856.06, 1864.661, 1011.116, 659.5979, 1314.709
209.4, 101.0601, 256.2261, 468.082, 386.2161, 243.8726, 523.3201, 2184.385, 163.2698, 49.86711, 1504.216, 448.5742, 1175.839, 261.4966, 473.0333, 1947.439, 623.5709, 139.3355, 398.8884, 127.6996, 1251.431, 143.4701, 880.2474, 1441.509, 332.1288, 1760.971, 2014.284, 1247.199, 629.0077, 1436.029
209.5, 94.59336, 242.5766, 522.7958, 364.3021, 278.8857, 487.3272, 2182.378, 155.8309, 47.31033, 1472.767, 420.6815, 1193.861, 246.1654, 849.6312, 1854.223, 683.7853, 131.7777, 378.6824, 120.9217, 1264.543, 135.6566, 886.3204, 1407.452, 311.9809, 1751.346, 1900.214, 1424.503, 599.8362, 1373.162
209.6, 88.54044, 229.6542, 496.1764, 343.6315, 264.4773, 453.8098, 2123.462, 240.5537, 44.88464, 1407.868, 521.1088, 1252.219, 231.733, 885.4049, 1823.943, 768.9697, 124.6299, 359.5, 114.5035, 1177.326, 128.2687, 843.7012, 1327.729, 293.0552, 1866.223, 1792.604, 1747.315, 635.9958, 1397.885
209.7, 264.8538, 217.4202, 502.4306, 407.0915, 335.8353, 422.5977, 2141.968, 265.2935, 42.58332, 1433.232, 492.6939, 1193.778, 218.1468, 837.8372, 1736.638, 726.9482, 117.8698, 341.2893, 108.426, 1096.124, 121.2831, 889.4745, 1622.891, 275.2776, 1942.535, 1691.088, 2002.561, 606.5002, 1336.688
209.8, 247.9061, 205.8379, 517.6546, 383.993, 375.9391, 443.1271, 2127.005, 253.2062, 40.4, 1370.075, 530.6244, 1121.6, 205.3572, 862.0996, 1653.512, 687.2231, 111.4764, 372.2841, 102.671, 1102.862, 114.6779, 846.7037, 1530.964, 258.5784, 1979.521, 1595.321, 1997.806, 584.019, 1278.17
209.9, 232.0429, 194.8726, 491.2969, 383.5551, 356.5165, 412.6497, 2133.628, 241.6696, 38.32861, 1366.338, 497.6298, 1052.464, 193.3173, 936.8944, 1574.364, 649.6688, 105.4297, 353.4258, 97.22153, 1077.578, 108.4325, 805.9896, 1631.422, 242.8923, 2266.487, 1504.977, 2057.326, 556.9339, 1222.214
210, 217.1947, 235.0304, 466.2812, 430.7771, 338.0975, 445.4683, 2036.571, 287.6607, 36.36343, 1410.843, 466.6868, 987.5891, 181.9834, 886.5605, 1499.006, 614.1667, 99.71107, 335.5227, 92.06129, 1003.256, 102.5272, 767.2333, 1539.013, 511.2097, 2150.371, 1419.75, 1958.725, 590.7065, 1168.708
210.1, 203.2966, 222.5099, 442.5393, 406.3347, 320.63, 414.8299, 1973.198, 274.5543, 34.49901, 1348.673, 437.6679, 926.7133, 171.3139, 899.7944, 1427.254, 580.6047, 94.30259, 318.5266, 87.17494, 950.66, 96.9435, 730.3405, 1641.405, 688.4924, 2097.832, 1339.349, 1954.942, 619.3694, 1192.271
210.2, 190.2879, 231.7274, 434.2473, 383.2792, 304.065, 386.2988, 2005.649, 262.0451, 32.73018, 1289.242, 522.9265, 869.5898, 161.27, 888.3073, 1358.937, 548.8768, 89.18748, 302.3914, 82.54794, 943.4199, 91.66389, 835.5015, 1571.307, 672.2061, 1990.356, 1481.96, 1911.735, 590.6448, 1213.249
210.3, 234.9962, 243.798, 443.1981, 361.5318, 288.3558, 359.73, 1904.449, 250.1058, 31.05205, 1232.43, 533.7557, 815.9875, 151.815, 840.5836, 1293.89, 518.8826, 84.34982, 287.0736, 78.16653, 878.3508, 86.67182, 795.326, 1529.408, 772.3549, 1888.387, 1664.719, 1820.112, 563.2524, 1342.747
210.4, 219.9591, 380.5583, 420.6315, 341.0184, 273.4582, 345.3012, 2500.992, 238.7104, 29.45995, 1178.122, 500.5664, 765.6894, 142.9143, 795.4239, 1231.957, 490.5276, 79.77456, 272.5317, 262.1276, 817.7697, 81.95162, 757.0825, 1442.777, 941.7027, 1984.548, 1570.446, 1732.881, 568.2994, 1283.964
210.5, 205.8841, 360.2854, 399.214, 321.6689, 259.3302, 321.5521, 2875.958, 227.8343, 27.94948, 1401.664, 469.4409, 718.4916, 134.5354, 801.9091, 1247.203, 463.722, 75.44747, 258.7264, 248.2146, 761.3668, 77.48849, 720.6778, 1503.369, 902.4249, 2023.26, 1481.51, 1854.264, 627.824, 1264.461
210.6, 192.7098, 341.0925, 413.0565, 303.4173, 245.9322, 355.3904, 3001.404, 242.31, 26.51646, 1339.898, 522.9819, 674.2032, 126.6478, 758.8271, 1187.504, 438.3812, 71.35509, 319.0764, 235.0401, 708.8542, 73.26842, 686.0237, 1870.786, 932.4711, 1919.605, 1516.978, 1765.396, 637.8459, 1490.814
210.7, 180.3785, 322.922, 392.0247, 286.2013, 233.2263, 361.1404, 3103.768, 278.5011, 25.15691, 1280.854, 565.1849, 632.6447, 273.7322, 730.5538, 1130.663, 414.4253, 67.48468, 302.9134, 222.5648, 784.5144, 69.27818, 653.0359, 1921.009, 875.9046, 1821.261, 1688.154, 1799.768, 634.572, 1527.295
210.8, 168.8363, 305.7195, 372.0638, 269.9622, 221.1769, 336.3019, 3122.557, 288.1484, 23.86707, 1224.412, 530.0413, 593.6479, 257.6837, 691.3054, 1249.651, 391.7784, 63.82421, 287.5691, 210.7517, 730.4053, 65.50524, 621.6344, 1912.896, 822.7696, 1727.954, 1704.151, 1713.511, 654.4706, 1613.424
210.9, 158.0326, 289.4333, 353.1192, 254.6445, 209.7501, 313.1718, 3055.256, 275.0197, 22.64336, 1170.457, 509.8909, 557.055, 242.576, 671.0923, 1229.869, 388.2567, 60.36229, 273.0021, 199.5656, 680.0281, 61.93778, 591.7429, 1804.543, 772.8579, 1639.428, 1641.622, 1631.389, 687.1418, 1542.791
211, 147.9203, 274.0148, 335.1392, 240.1959, 198.9135, 312.0559, 2963.989, 389.6207, 21.4824, 1118.88, 478.1855, 522.7177, 228.3541, 656.4248, 1189.521, 389.8226, 57.08815, 259.173, 188.9733, 633.1255, 58.56461, 563.2886, 1702.327, 725.9741, 1555.438, 1623.034, 1587.679, 686.0006, 1582.769
211.1, 138.455, 259.4176, 401.6392, 226.5671, 188.6369, 290.5934, 2825.486, 389.6335, 20.38095, 1069.575, 448.4516, 490.4969, 214.966, 621.1589, 1190.968, 445.313, 53.99161, 246.0444, 547.4912, 589.4579, 55.37514, 536.2026, 1680.298, 681.9343, 1475.75, 1531.121, 1657.15, 654.1859, 1513.479
211.2, 129.5955, 245.598, 464.0546, 213.7116, 346.1068, 270.6069, 2858.131, 371.881, 19.33598, 1022.443, 540.7928, 460.2622, 202.3628, 606.4776, 1133.961, 420.9783, 51.06302, 381.4159, 626.5745, 548.8021, 52.35938, 510.4191, 1602.366, 977.4203, 1400.145, 1444.413, 1593.623, 711.8516, 1447.221
211.3, 121.3028, 232.5147, 478.3154, 201.5855, 375.3322, 266.9218, 2713.917, 536.455, 282.985, 977.3884, 507.166, 431.8913, 190.4986, 573.8951, 1128.419, 419.6895, 48.29329, 362.0951, 593.3177, 596.1999, 49.50785, 485.8754, 1707.473, 1200.463, 1482.596, 1463.815, 1622.302, 678.838, 1554.7
211.4, 113.5408, 220.1283, 461.198, 190.1475, 355.9411, 248.5635, 2576.981, 512.0131, 284.0865, 934.3188, 532.3449, 405.2691, 179.3299, 543.063, 1210.804, 396.755, 45.67379, 343.7529, 671.1866, 666.9545, 280.4405, 462.5118, 1742.47, 1189.88, 1406.64, 1429.807, 1969.319, 663.4092, 1486.638
211.5, 106.2754, 208.4017, 488.1276, 179.3585, 337.5517, 231.4678, 2662.294, 488.6847, 382.6462, 893.1472, 608.1328, 380.288, 168.816, 524.8458, 1152.847, 375.0738, 43.19638, 326.3399, 635.5619, 620.9537, 265.1675, 440.2718, 1865.776, 1287.995, 1621.119, 1348.837, 2392.065, 735.7099, 1524.078
211.6, 99.47496, 197.2998, 463.2733, 169.1816, 320.1125, 229.3226, 2674.369, 466.4192, 363.0272, 853.7897, 570.3187, 356.8467, 215.4745, 496.6489, 1121.788, 354.5773, 82.16116, 309.8089, 601.8281, 578.1255, 305.3882, 462.6238, 1975, 1209.862, 1599.787, 1453.147, 2407, 701.5898, 1514.076
211.7, 93.10966, 186.7894, 439.6845, 159.5822, 303.5742, 213.5503, 2600.391, 445.1682, 439.7194, 816.1666, 534.8558, 334.8503, 245.5138, 554.4583, 1135.028, 335.201, 101.8754, 294.1153, 569.8848, 538.2513, 288.7565, 440.3784, 1944.485, 1252.631, 1680.724, 1409.29, 2425.299, 669.0522, 1587.534
211.8, 254.5331, 176.8388, 417.2969, 150.5275, 287.8903, 198.8628, 2565.674, 424.8854, 417.1742, 780.2014, 501.5981, 314.2099, 231.1196, 524.6704, 1381.925, 316.8834, 96.34952, 279.2167, 539.6369, 501.1273, 273.0307, 419.2026, 1834.343, 1222.284, 1594.617, 1329.481, 2378.059, 672.5518, 1569.246
211.9, 299.0572, 167.4184, 396.0491, 141.9865, 273.0167, 332.5588, 2666.299, 405.5268, 395.7849, 745.821, 499.6608, 294.8417, 217.5694, 496.4829, 1369.844, 299.5669, 91.12337, 265.0728, 510.9945, 540.9067, 434.5141, 399.045, 1730.439, 1148.137, 1624.084, 1369.917, 2313.447, 641.3608, 1524.536
212, 292.76, 158.4997, 375.8833, 133.9302, 258.9116, 404.6912, 2601.041, 410.9548, 375.4922, 712.9557, 548.5252, 276.6674, 326.4139, 469.8098, 1353.85, 283.1966, 86.18071, 360.2787, 483.8724, 564.3232, 410.8502, 379.8568, 1813.796, 1180.831, 1764.264, 1292.338, 2295.24, 611.6163, 1538.066
212.1, 285.8089, 150.0562, 356.7442, 126.3309, 245.5352, 376.8574, 2469.8, 436.0646, 568.755, 681.5386, 564.6534, 259.6134, 307.2767, 444.5696, 1362.228, 267.7209, 161.8705, 342.0285, 838.8865, 525.401, 409.052, 361.5912, 1711.056, 1109.198, 1791.703, 1219.152, 2185.237, 689.3726, 1727.058
212.2, 311.4275, 142.0625, 338.5797, 119.1629, 232.8499, 407.9908, 2389.066, 441.6973, 555.7977, 651.5059, 529.5428, 243.6106, 330.4678, 455.9713, 1297.023, 298.9459, 212.7173, 324.7028, 794.3608, 502.9019, 646.5986, 399.6868, 1773.565, 1267.659, 2140.922, 1268.119, 2243.401, 698.6729, 1709.163
212.3, 291.4995, 134.4946, 321.34, 241.0977, 220.8199, 379.93, 2359.299, 421.5727, 772.001, 622.7966, 513.181, 228.5942, 330.7506, 431.4746, 1257.649, 282.6095, 201.1792, 308.2548, 752.1984, 468.2159, 776.7352, 380.4677, 1901.338, 1272.167, 2210.698, 1499.986, 2222.6, 692.9604, 1634.339
212.4, 272.8468, 127.3299, 304.9781, 227.4178, 209.4115, 390.7997, 2385.01, 402.365, 732.4191, 595.3524, 598.6035, 214.5035, 311.3591, 408.2939, 1236.226, 267.1659, 196.5323, 292.64, 712.2738, 501.9936, 814.0702, 396.9873, 1793.64, 1194.994, 2097.44, 1663.341, 2116.078, 690.5513, 1725.789
212.5, 255.3876, 120.5469, 289.4494, 214.514, 198.5924, 381.608, 2273.807, 384.0324, 694.8666, 569.1176, 561.3819, 201.2813, 392.653, 386.3587, 1243.008, 290.1324, 208.6289, 277.8161, 674.4683, 467.3704, 769.7354, 377.898, 1743.227, 1195.448, 2161.642, 1569.146, 2014.662, 658.5256, 1699.266
212.6, 247.2889, 114.1251, 274.7113, 202.3425, 188.3324, 355.3618, 2335.553, 366.5351, 659.2395, 544.0389, 526.4748, 188.8742, 453.2416, 382.3175, 1183.51, 274.2776, 197.3125, 399.9545, 638.6694, 435.1351, 727.8151, 359.7266, 1749.931, 1122.929, 2120.071, 1480.284, 1955.764, 627.9851, 1624.875
212.7, 232.2647, 108.0455, 260.7237, 190.8615, 178.6024, 330.9207, 2217.708, 349.8351, 625.4391, 520.0652, 502.4205, 177.2318, 426.6686, 361.7778, 1126.86, 290.2031, 186.61, 379.6945, 604.7707, 432.9996, 688.1779, 342.429, 1852.298, 1155.612, 2011.456, 1488.907, 1927.12, 598.861, 1734.312
212.8, 236.1243, 102.2898, 247.4483, 180.032, 169.375, 328.9318, 2183.747, 333.8958, 593.3716, 497.148, 583.7023, 166.3071, 401.6536, 346.6614, 1072.921, 274.3445, 176.488, 360.4609, 572.6712, 403.135, 729.3705, 401.1782, 1747.378, 1085.509, 1908.406, 1490.445, 1975.49, 571.0876, 1658.387
212.9, 221.015, 96.84066, 234.8488, 169.8169, 160.6245, 323.7562, 2153.177, 318.6829, 562.9484, 475.2407, 547.4073, 156.0558, 378.1052, 328.0373, 1021.565, 339.6138, 166.915, 342.2015, 542.2755, 375.3301, 689.6485, 381.8874, 1690.077, 1019.659, 1900.958, 1406.041, 2143.764, 571.1021, 1585.786
213, 206.8725, 91.68182, 222.8909, 160.1814, 152.3259, 301.4889, 2044.534, 304.163, 534.085, 454.2988, 513.3691, 146.4364, 355.9374, 310.4137, 972.6664, 321.0551, 157.8613, 324.867, 513.493, 417.1646, 817.9462, 363.5241, 1594.345, 957.8036, 1864.396, 1412.076, 2328.331, 588.248, 1638.094
213.1, 193.6349, 86.79779, 211.5418, 151.0927, 144.4562, 337.827, 2025.9, 290.3047, 506.7014, 434.2796, 589.863, 137.4099, 335.0692, 297.5363, 926.1086, 303.5106, 149.2987, 325.5047, 486.2382, 388.3921, 786.7121, 380.0359, 1656.476, 899.7004, 1768.88, 1378.856, 2468.315, 560.9669, 1671.889
213.2, 181.2444, 82.17394, 200.7706, 142.5197, 136.993, 314.5919, 1986.26, 277.0779, 480.7219, 415.1427, 605.3143, 128.9398, 315.4246, 281.5514, 881.7794, 342.0747, 141.2005, 309.0161, 460.4301, 361.6041, 743.8672, 394.7571, 1562.648, 1101.36, 1790.092, 1344.326, 2491.578, 593.9371, 1667.369
213.3, 169.6468, 77.79642, 190.5479, 134.433, 129.9154, 292.955, 2005.879, 264.4536, 456.0744, 396.849, 632.4237, 120.9919, 296.9317, 266.4252, 839.5721, 323.3815, 133.5416, 324.0081, 435.9918, 336.6637, 1000.035, 457.878, 1474.134, 1034.549, 1698.382, 1355.941, 2455.281, 566.392, 1594.374
213.4, 158.7913, 73.65208, 180.8456, 126.8053, 123.2034, 272.8061, 1904.668, 252.4046, 432.6906, 379.3615, 593.0992, 113.5338, 279.5229, 279.0981, 799.385, 363.8148, 126.2981, 307.5953, 412.8506, 313.4435, 1040.93, 435.8607, 1390.634, 971.7898, 1611.371, 1279.153, 2421.378, 540.1245, 1524.575
213.5, 148.6304, 69.72853, 171.6374, 119.6103, 116.8383, 254.0431, 1808.564, 240.9045, 410.5058, 362.6445, 556.2198, 106.5355, 263.1349, 264.1037, 761.1216, 412.0484, 119.4475, 292.0138, 390.9376, 291.8248, 984.24, 432.3331, 1383.066, 912.8381, 1773.372, 1206.714, 2337.987, 515.0751, 1547.79
213.6, 139.1197, 66.01399, 162.8981, 112.8236, 110.8019, 236.5705, 1807.807, 229.9284, 389.4584, 346.6642, 574.5126, 99.96857, 247.7076, 300.1595, 724.6896, 461.9243, 112.9685, 277.2217, 370.1878, 271.6972, 951.2604, 447.5494, 1353.945, 857.4626, 1682.519, 1191.297, 2296.84, 491.1874, 1480.031
213.7, 136.3882, 62.49733, 154.6037, 106.4219, 105.0775, 220.2997, 1923.431, 219.4524, 369.4901, 331.3881, 538.7891, 93.80642, 233.1849, 284.0337, 690.0016, 436.6817, 106.8409, 263.1788, 577.7714, 252.9579, 899.4542, 426.0288, 1277.253, 805.4464, 1596.321, 1249.352, 2374.529, 468.4076, 1641.478
213.8, 127.6609, 59.168, 146.7316, 100.3835, 99.64874, 205.148, 1826.38, 209.4537, 350.5457, 316.7851, 513.5388, 88.02411, 219.5135, 268.7742, 656.9739, 412.8186, 101.0457, 249.8473, 565.0449, 235.511, 934.9084, 414.0858, 1204.905, 756.5856, 1514.539, 1232.043, 2298.621, 503.3399, 1690.76
213.9, 119.492, 56.01604, 139.2604, 94.68774, 94.50049, 239.5305, 1734.226, 199.9106, 500.9974, 302.8257, 481.6066, 82.59823, 206.6438, 254.3345, 785.4863, 455.2592, 113.3162, 237.1911, 535.0539, 219.2674, 883.9927, 536.8779, 1268.823, 710.6889, 1436.947, 1369.833, 2188.456, 485.1623, 1616.741
214, 128.4338, 53.03198, 132.1696, 89.31512, 89.61822, 223.0561, 1783.567, 190.8022, 562.7155, 289.4814, 533.1187, 77.50681, 194.5285, 240.6706, 747.8881, 430.381, 107.1697, 275.1626, 506.6548, 204.1442, 960.9205, 511.0619, 1196.953, 667.5764, 1363.329, 1292.259, 2135.121, 462.6619, 1545.963
214.1, 161.2962, 50.20689, 125.4399, 232.934, 84.98818, 274.4008, 1779.377, 213.9302, 627.4588, 276.7251, 577.7358, 72.72922, 379.8619, 227.7407, 862.2064, 619.2076, 101.3567, 265.1437, 533.1857, 190.0641, 908.5881, 486.4873, 1350.358, 627.0792, 1293.484, 1282.733, 2139.512, 441.205, 1560.288
214.2, 150.975, 47.53229, 196.7663, 219.7173, 80.59735, 255.5281, 1689.595, 242.9934, 618.8635, 264.5309, 658.1686, 68.24612, 547.6219, 228.4066, 820.936, 636.6377, 237.311, 497.7599, 591.2343, 284.4298, 859.1058, 485.3541, 1470.545, 589.0387, 1521.088, 1302.159, 2178.791, 420.7432, 1657.408
214.3, 141.3143, 45.00018, 186.7474, 234.473, 76.43337, 300.5971, 1717.238, 240.429, 587.1332, 252.8741, 617.2432, 64.03938, 515.5156, 216.1356, 923.6609, 788.9637, 224.4389, 839.0356, 706.4727, 264.8122, 845.4281, 462.0156, 1467.227, 553.3058, 1443.16, 1397.521, 2260.502, 401.2303, 1757.299
214.4, 132.2717, 42.60295, 177.2387, 221.1689, 72.48452, 279.9227, 1630.591, 262.149, 611.9147, 241.7309, 651.6998, 60.09193, 485.2916, 204.5239, 879.4489, 853.2195, 212.265, 973.1624, 668.9751, 246.5477, 799.3856, 450.5626, 1384.118, 519.7407, 1369.224, 1318.379, 2245.806, 382.6225, 1834.862
214.5, 123.8078, 40.33343, 168.2141, 208.6197, 68.73968, 323.2514, 1548.316, 250.2049, 611.1889, 231.0788, 611.1766, 56.38782, 456.8396, 193.536, 837.3531, 872.4619, 200.7514, 923.8662, 633.4678, 229.543, 866.2222, 485.7991, 1305.717, 488.2116, 1299.077, 1363.912, 2160.697, 435.5128, 1796.458
214.6, 115.8855, 38.18481, 159.6491, 196.7826, 65.18831, 301.0189, 1505.089, 238.8051, 579.8521, 220.8961, 573.1732, 52.91203, 430.0557, 183.1384, 797.2723, 824.785, 189.8624, 877.0671, 599.8451, 213.711, 819.0472, 462.4392, 1231.757, 458.5953, 1302.02, 1550.815, 2210.836, 415.315, 1844.886
214.7, 108.4701, 36.15065, 151.5202, 185.6171, 61.82042, 280.3154, 1540.087, 227.9246, 550.122, 211.1621, 537.5329, 49.65048, 404.8421, 173.2994, 759.11, 779.7134, 179.5639, 832.6387, 568.007, 198.9711, 887.8489, 440.2026, 1161.986, 430.7755, 1235.315, 1462.991, 2538.022, 452.9853, 1847.783
214.8, 141.924, 34.22485, 143.8051, 175.0851, 58.62653, 261.0359, 1548.36, 217.5399, 521.9163, 201.857, 504.1087, 46.58998, 381.1068, 163.9891, 722.7744, 737.1049, 169.8241, 790.4609, 537.8588, 185.2477, 839.4961, 419.0353, 1096.167, 404.6434, 1172.028, 1380.141, 2697.339, 519.7392, 1831.198
214.9, 157.0442, 32.40164, 136.4829, 165.1507, 55.59765, 243.0824, 1470.234, 207.6284, 495.1566, 192.962, 472.7629, 43.71814, 358.763, 155.1789, 688.178, 770.7881, 160.6126, 750.4196, 555.6097, 172.4709, 869.3881, 398.8858, 1287.154, 380.0965, 1111.983, 1301.983, 2687.418, 702.5569, 1751.031
215, 146.9951, 30.67556, 129.5335, 174.3938, 52.72525, 226.3637, 1396.05, 225.055, 503.4964, 184.4589, 463.9798, 41.02332, 337.7292, 146.842, 655.2375, 728.6673, 151.9008, 712.4066, 526.1196, 160.5753, 901.8532, 444.5076, 1291.148, 357.0387, 1132.357, 1313.582, 2624.541, 867.7836, 1841.968
215.1, 137.589, 29.04143, 122.938, 236.2914, 50.00126, 210.7949, 1438.643, 214.801, 477.6812, 176.3305, 490.5633, 38.4946, 317.9286, 138.953, 623.8739, 699.2975, 143.6614, 676.3192, 498.1946, 149.5002, 852.7377, 446.7348, 1234.408, 335.3797, 1137.166, 1297.014, 2559.014, 827.5383, 1823.21
215.2, 128.7849, 27.49435, 116.6783, 236.2425, 47.41799, 196.2968, 1505.81, 205.0143, 521.9786, 168.5603, 460.0597, 36.12176, 299.2888, 131.4879, 594.0115, 744.8237, 135.869, 839.8865, 471.7519, 139.189, 806.2971, 433.4883, 1270.012, 315.0345, 1170.504, 1223.564, 2476.382, 896.6908, 1841.306
215.3, 120.544, 26.02968, 110.7373, 222.838, 44.96819, 182.7959, 1528.377, 195.6734, 495.2158, 161.1326, 567.6775, 33.89518, 281.7419, 124.4238, 565.5784, 704.1217, 128.4993, 809.8538, 446.7126, 129.5889, 859.98, 412.6438, 1198.074, 295.9236, 1178.223, 1334.597, 2441.194, 855.1049, 1791.95
215.4, 112.8306, 24.64304, 105.0989, 266.9785, 42.64495, 170.2236, 1524.717, 186.7581, 469.8252, 154.0321, 532.3789, 31.80585, 265.2238, 117.7392, 538.5064, 665.644, 216.5474, 768.8301, 570.5621, 120.651, 932.9885, 503.0473, 1152.838, 277.972, 1117.86, 1462.636, 2473.034, 815.4477, 1798.675
215.5, 105.6106, 23.33027, 99.74747, 354.0484, 40.44175, 158.516, 1447.784, 310.5162, 445.7364, 147.2445, 570.663, 29.84531, 317.3802, 111.4138, 512.7302, 862.1615, 204.8015, 729.8845, 551.2852, 207.7841, 882.1773, 554.3623, 1135.346, 261.1094, 1060.591, 1462.76, 2412.943, 777.6296, 1753.88
215.6, 105.291, 22.08743, 94.66858, 363.2349, 77.4291, 147.6136, 1374.733, 673.6667, 422.8827, 140.756, 642.8755, 28.00562, 415.2382, 105.4282, 574.3268, 850.083, 193.6928, 823.9317, 673.2822, 221.6483, 922.617, 527.7056, 1071.036, 245.2697, 1364.193, 1425.387, 2449.517, 741.5654, 1779.347
215.7, 98.55355, 20.9108, 189.0893, 342.6249, 114.3567, 137.461, 1305.368, 756.6118, 401.2007, 134.5535, 602.9011, 26.27933, 390.8933, 99.76411, 546.8361, 920.1647, 183.1866, 782.1949, 637.5463, 206.3609, 967.4212, 502.3306, 1060.573, 230.3909, 1308.012, 1394.932, 3061.726, 796.0784, 1701.45
215.8, 92.24722, 19.79686, 212.5862, 323.1842, 108.4486, 128.0067, 1239.503, 763.4246, 380.6304, 128.6242, 565.4123, 24.65945, 394.2542, 94.40437, 520.6611, 869.881, 173.2503, 742.5723, 603.7072, 222.1137, 1002.393, 478.1758, 1094.288, 216.4147, 1274.796, 1315.936, 3265.788, 774.9705, 1723.605
215.9, 86.34441, 18.74225, 275.4674, 351.0009, 189.3987, 119.2027, 1233.219, 728.6414, 361.1147, 122.9563, 530.2546, 23.13942, 371.1396, 89.33257, 523.1368, 822.3452, 163.853, 791.0441, 571.6641, 206.7942, 962.9129, 486.4114, 1032.304, 203.2864, 1234.641, 1241.414, 3233.049, 739.0297, 1675.016
216, 80.81933, 17.74382, 374.1018, 331.085, 190.6958, 164.1027, 1189.326, 695.4431, 342.5997, 117.5381, 497.283, 21.71309, 349.3802, 84.53324, 516.4061, 777.4069, 154.9653, 889.8316, 646.5766, 208.0823, 910.472, 491.9419, 1156.61, 190.9544, 1171.388, 1281.906, 3078.101, 704.7556, 1769.394
216.1, 106.0244, 16.79858, 361.2968, 397.0848, 183.7633, 200.3103, 1149.529, 663.7573, 597.9169, 112.3587, 515.0184, 20.37468, 502.4706, 79.99176, 491.6878, 734.9244, 146.5598, 844.7566, 612.2582, 193.7305, 910.7408, 468.2867, 1091.096, 179.3706, 1229.429, 1270.379, 3081.143, 672.0711, 1746.954
216.2, 99.24001, 15.9037, 428.3738, 374.5541, 199.7912, 202.6025, 1152.592, 633.5151, 567.2606, 107.4075, 482.9942, 19.11876, 473.0114, 75.69427, 594.0004, 694.7634, 138.6102, 860.1824, 579.7612, 180.3686, 887.9702, 445.7689, 1029.292, 168.4894, 1223.748, 1198.437, 3104.845, 702.0276, 1788.829
216.3, 92.88976, 15.05648, 406.5621, 353.3018, 189.4692, 188.6679, 1160.719, 639.1931, 538.1761, 102.6744, 517.5966, 17.94027, 445.2793, 71.62765, 565.5679, 781.5958, 131.0918, 816.6093, 548.9891, 167.9283, 839.6108, 424.3339, 1033.336, 158.2683, 1161.053, 1302.737, 2956.041, 706.1731, 1710.517
216.4, 86.94584, 14.2544, 385.8609, 333.2553, 211.8004, 190.1194, 1102.152, 674.1704, 510.5828, 98.14999, 509.8111, 16.83441, 419.1732, 67.77951, 538.4964, 738.8843, 123.9811, 775.2434, 519.8503, 232.7174, 793.885, 403.9296, 974.8044, 148.6673, 1151.465, 1228.962, 2844.111, 719.6072, 1635.634
216.5, 81.38227, 13.49505, 385.5456, 314.3463, 200.8579, 223.6577, 1078.279, 643.4539, 484.4043, 93.82491, 519.3699, 15.79672, 394.5976, 64.13811, 512.7207, 714.0199, 117.2562, 735.973, 492.2581, 216.6665, 750.6495, 384.5065, 1020.85, 139.6487, 1121.738, 1302.657, 2753.467, 686.2339, 1564.028
216.6, 76.17471, 12.77615, 380.4693, 296.5102, 190.4808, 220.6102, 1063.201, 614.1368, 459.568, 89.69042, 487.0751, 14.823, 371.4629, 60.69234, 488.1788, 784.9667, 110.8961, 698.6918, 466.1305, 213.8012, 810.2669, 366.0173, 963.0258, 131.1772, 1180.674, 1228.887, 2773.994, 654.4084, 1495.558
