 , C000, C001, C002, C004, C005, C006, C008, C010, C012, C014, C015, C016, C017, C019, C024, C029, C030, C035, C037, C038, C040, C042, C047, C053, C080, C095, C101, C105, C107
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
201.3, 97.23715, 409.9738, 244.7456, 226.4013, 218.4177, 103.6213, 613.4487, 337.6136, 300.4693, 429.7711, 314.9019, 228.3707, 439.6393, 32.93785, 402.4764, 256.7275, 4.730212, 30.18487, 524.5049, 8.281035, 437.9024, 952.835, 1194.731, 831.6969, 417.6164, 202.5796, 1002.76, 942.3416, 1372.168
201.4, 91.01505, 449.6846, 232.2837, 213.5553, 207.1333, 127.9583, 582.4958, 322.2312, 285.0637, 410.8328, 295.3211, 214.2937, 413.8638, 31.16829, 383.2114, 242.6983, 4.473639, 28.65584, 496.6657, 7.70988, 414.0539, 949.2097, 1127.057, 816.9321, 396.2212, 191.1074, 1012.734, 917.6833, 1465.56
201.5, 85.1911, 425.7293, 220.4564, 201.4381, 196.432, 119.1576, 553.1048, 318.419, 270.4479, 392.7291, 276.9578, 201.0845, 389.5995, 29.4938, 364.8686, 229.4357, 4.230982, 27.20426, 470.3041, 7.178118, 391.5043, 912.8468, 1063.217, 767.3746, 375.9221, 180.2849, 1095.478, 875.1239, 1401.4
201.6, 79.73981, 403.05, 209.2313, 250.0788, 186.2835, 110.9622, 525.1967, 303.9112, 256.5815, 375.4231, 259.7364, 188.6895, 366.7578, 49.38432, 347.4037, 216.8979, 4.001487, 25.82621, 445.3417, 71.33215, 370.1827, 890.5254, 1264.708, 898.7025, 356.663, 170.0753, 1042.976, 834.5382, 1438.879
201.7, 74.63735, 381.579, 198.5777, 235.8892, 176.6594, 103.3305, 498.6968, 290.0644, 243.4261, 358.8797, 243.5858, 177.0585, 345.2552, 76.54372, 330.7748, 205.0452, 3.784441, 24.51796, 421.7042, 66.41226, 599.3441, 924.6429, 1193.07, 861.2764, 338.3906, 160.4438, 1161.433, 847.0881, 1530.424
201.8, 69.86139, 361.2517, 317.8441, 261.2683, 167.5325, 96.2236, 473.534, 289.2809, 230.9452, 343.0653, 228.4395, 166.1444, 366.6976, 143.0408, 314.9419, 193.8402, 3.579167, 23.27599, 399.3214, 68.25151, 566.7034, 880.181, 1125.49, 880.3925, 321.0543, 151.3578, 1232.953, 807.8026, 1501.903
201.9, 74.35927, 342.0073, 362.3011, 392.7524, 158.8771, 89.60555, 449.6408, 276.1007, 219.1042, 327.9478, 320.117, 155.9032, 400.3673, 135.356, 299.8669, 183.2475, 3.385028, 22.09693, 378.1265, 63.5441, 535.8404, 837.8571, 1061.739, 970.3746, 304.6061, 142.7863, 1343.164, 770.3391, 1508.79
202, 75.37204, 353.3428, 343.8537, 370.4675, 150.6688, 147.8194, 426.9532, 275.657, 207.8703, 313.4964, 300.2119, 146.2932, 376.8943, 128.0842, 285.5134, 173.2337, 3.201419, 43.35407, 358.0566, 158.0538, 645.274, 797.5684, 1001.598, 936.6973, 289.0006, 134.7003, 1411.8, 770.2054, 1502.545
202.1, 70.54906, 334.5197, 389.5469, 349.4471, 142.8847, 137.6527, 405.4104, 263.0975, 197.2124, 299.6819, 281.5445, 137.2755, 404.8887, 129.5755, 271.847, 163.7671, 3.027769, 41.15794, 339.052, 147.1526, 672.6481, 848.7192, 1050.568, 942.7999, 274.1946, 127.0721, 1470.701, 734.4855, 1523.674
202.2, 66.03471, 316.6993, 369.7121, 329.6194, 135.5027, 128.1852, 384.9546, 270.5206, 187.101, 286.4761, 264.0379, 128.8137, 381.1506, 122.6141, 258.8347, 154.8178, 2.863539, 90.54703, 321.0561, 137.0033, 636.0152, 830.3108, 1054.448, 885.6068, 260.1472, 119.876, 1738.376, 731.8429, 1456.97
202.3, 61.80922, 299.8283, 350.8873, 310.9167, 128.5021, 119.3689, 365.5309, 264.8247, 177.508, 273.8522, 247.6198, 120.8736, 358.8043, 116.0268, 246.4453, 146.3576, 2.708216, 85.9603, 304.0153, 127.554, 601.3774, 790.3849, 994.7207, 831.8832, 246.8194, 113.0873, 1900.44, 737.1999, 1486.941
202.4, 97.66763, 283.856, 400.685, 293.2751, 121.8632, 140.853, 494.2338, 325.1003, 168.4068, 261.7846, 308.5727, 113.4228, 337.768, 109.7933, 234.649, 138.3596, 2.561318, 81.60593, 287.8791, 175.7117, 568.626, 752.3789, 1116.192, 781.4187, 234.1744, 106.6832, 1939.906, 703.0107, 1421.845
202.5, 91.41798, 296.757, 427.6316, 276.6346, 115.5672, 131.1654, 904.7432, 355.3515, 159.7723, 402.11, 396.4044, 109.2753, 361.6408, 103.8948, 223.4172, 130.7988, 2.422389, 77.47212, 272.5992, 163.5926, 537.6583, 716.2004, 1420.018, 734.0155, 222.1773, 100.6416, 1925.907, 692.3027, 1432.308
202.6, 85.56824, 280.9483, 514.0743, 260.9383, 109.5966, 122.1441, 910.9905, 359.6057, 151.5805, 384.3906, 380.1568, 102.5394, 340.4383, 98.3131, 212.7231, 123.6511, 2.290995, 73.54772, 258.1305, 152.3094, 508.377, 827.877, 1660.277, 689.4879, 210.7948, 94.94225, 1975.634, 660.1957, 1406.098
202.7, 80.09282, 265.9818, 487.8989, 246.1326, 103.9344, 189.6447, 968.5606, 392.186, 143.8087, 367.452, 408.8607, 96.74696, 320.4789, 93.0313, 202.5409, 116.894, 2.166728, 102.293, 244.4296, 141.8044, 480.6905, 788.0682, 1739.645, 833.8298, 199.9954, 89.56563, 1880.948, 629.5778, 1344.541
202.8, 105.3267, 263.7, 463.0563, 232.167, 171.2869, 245.5676, 956.0489, 374.3172, 136.4353, 351.2599, 383.4374, 107.5927, 383.6041, 88.03327, 192.8461, 110.5062, 2.049201, 97.11124, 231.456, 132.0239, 454.5118, 836.7988, 1744.973, 821.3616, 384.6826, 84.49348, 1832.905, 600.7261, 1404.256
202.9, 98.58694, 249.6523, 439.4786, 218.9938, 162.4376, 228.678, 907.8094, 357.2625, 129.44, 445.101, 390.6767, 100.9606, 361.1139, 83.30375, 183.6153, 104.4674, 1.93805, 92.192, 219.171, 122.918, 429.7588, 796.561, 1646.132, 771.5354, 364.9747, 79.70858, 1853.624, 717.5461, 1423.739
203, 92.27847, 236.3529, 439.2579, 206.568, 154.0454, 212.95, 940.8389, 405.4521, 122.8034, 425.4871, 366.3842, 94.73732, 507.5095, 93.95685, 174.8263, 98.75862, 1.832927, 112.9117, 207.538, 114.4402, 406.3539, 758.258, 1552.889, 724.7318, 590.5226, 75.19464, 1868.769, 695.4814, 1435.96
203.1, 86.37366, 223.7621, 416.892, 194.8473, 146.0868, 198.3037, 893.3668, 386.9789, 116.507, 406.7376, 343.6021, 88.89763, 477.7549, 88.90909, 166.4581, 93.36182, 1.733506, 107.1921, 196.5225, 174.8918, 465.9949, 721.7968, 1566.601, 680.7673, 669.2884, 70.93633, 1779.206, 692.0753, 1427.359
203.2, 80.84671, 263.7132, 455.0745, 183.7916, 138.5394, 184.6648, 848.2901, 369.3473, 110.5335, 546.7723, 381.6442, 83.4179, 449.7448, 84.13251, 322.1902, 88.25993, 1.639478, 101.7622, 186.0916, 162.8292, 440.6165, 687.0889, 1477.863, 823.0287, 634.9996, 66.91917, 1809.694, 659.9788, 1421.997
203.3, 75.67342, 266.2803, 431.9032, 173.3632, 131.3819, 171.964, 805.4879, 352.5191, 104.8663, 522.6782, 390.4092, 78.27595, 423.3768, 79.61256, 306.7682, 83.43684, 1.550551, 96.6074, 176.2144, 151.5986, 416.6203, 820.6235, 1451.385, 844.9531, 602.4675, 63.12951, 1742.632, 721.8312, 1463.44
203.4, 70.83115, 259.5598, 409.9117, 163.5265, 124.5942, 160.1366, 817.6055, 336.4576, 99.48957, 499.6459, 540.5432, 73.45095, 398.5548, 75.33544, 292.0844, 78.87731, 1.466447, 91.71368, 166.8614, 141.1427, 393.9308, 880.1777, 1931.255, 793.6957, 571.6021, 59.55445, 1740.48, 692.0551, 1399.373
203.5, 66.29874, 245.7327, 389.04, 154.248, 118.1571, 149.1228, 776.3515, 321.1279, 94.38856, 509.414, 529.9201, 68.92337, 375.188, 71.2881, 307.3324, 74.56695, 1.386904, 87.06786, 158.0049, 131.4078, 372.4771, 837.8539, 1935.988, 745.5478, 542.318, 56.18186, 1736.62, 659.9597, 1437.241
203.6, 62.05636, 232.6422, 369.2311, 145.4959, 112.0527, 138.8664, 737.179, 306.4967, 89.54908, 604.8922, 595.6914, 64.67487, 412.5752, 67.45821, 292.6216, 70.49213, 1.311677, 82.65739, 149.6185, 122.3444, 530.2241, 797.5654, 1881.791, 700.3206, 514.5341, 53.00025, 1774.783, 629.3527, 1476.289
203.7, 58.08544, 220.249, 350.4307, 137.2404, 106.2636, 129.3155, 775.2524, 292.5321, 84.95773, 578.237, 558.6509, 60.68826, 388.3864, 63.83406, 421.149, 66.63998, 1.240529, 78.47032, 141.6771, 113.9062, 501.3477, 788.0353, 1876.849, 779.6298, 681.9255, 49.99882, 1689.724, 600.1652, 1411.66
203.8, 103.8971, 232.5697, 332.5876, 129.4534, 100.7736, 120.4214, 767.3068, 279.2037, 80.60179, 552.7564, 523.9136, 56.94738, 458.2122, 60.40463, 400.9903, 62.99835, 1.173241, 74.49535, 134.1573, 106.0499, 474.044, 750.1423, 1784.599, 732.3351, 646.9893, 47.16736, 1608.741, 604.9106, 1500.427
203.9, 108.8879, 223.9936, 363.4262, 122.1081, 95.5672, 112.1391, 728.5907, 266.4826, 76.46918, 528.3986, 491.3363, 53.4371, 431.3478, 57.15944, 381.7964, 59.55571, 1.109603, 70.72174, 127.0366, 98.73546, 448.2273, 811.6725, 1709.595, 828.8234, 613.8429, 44.49625, 1531.64, 576.8566, 1468.923
204, 101.9203, 212.0611, 344.9214, 115.1797, 90.62981, 138.4654, 691.8281, 306.2907, 72.54847, 665.5806, 460.7846, 50.14319, 454.502, 54.08859, 363.5213, 56.3012, 1.049416, 67.13928, 120.2939, 91.92552, 423.8165, 833.1298, 1612.758, 858.4379, 582.3947, 41.97641, 1458.234, 566.59, 1494.32
204.1, 95.39854, 276.1061, 327.3589, 108.6444, 85.94752, 128.9421, 743.998, 292.3355, 68.82877, 636.2511, 459.5298, 47.05232, 427.8552, 51.18272, 346.121, 53.22454, 0.9924943, 63.7383, 113.909, 85.58528, 400.7352, 894.3164, 1605.136, 931.6353, 631.8638, 39.59926, 1388.346, 614.3228, 1428.901
204.2, 89.2941, 261.3975, 310.6906, 102.4798, 81.50713, 159.9844, 706.4581, 279.0161, 65.2998, 676.58, 455.9467, 44.15198, 402.7706, 48.43297, 329.5535, 50.31601, 0.9386599, 102.5222, 107.863, 79.68233, 378.9109, 851.3128, 1600.507, 1161.329, 599.4924, 37.35674, 1398.574, 644.531, 1505.492
204.3, 83.58026, 324.5963, 294.8709, 184.0289, 77.29614, 148.981, 670.8123, 321.5039, 61.95176, 665.7135, 427.5957, 41.43041, 379.1567, 45.83094, 313.7791, 47.56642, 0.8877456, 105.2955, 102.138, 116.4831, 358.2751, 810.3771, 1553.104, 1373.782, 568.7794, 35.2412, 1331.546, 647.9938, 1439.584
204.4, 78.23205, 307.3045, 279.8568, 173.5871, 73.30271, 138.7344, 636.965, 348.7398, 58.77538, 774.8873, 495.6834, 38.87661, 356.9272, 43.36871, 298.7597, 44.96709, 0.839593, 131.8516, 96.71678, 108.4491, 338.7632, 771.4097, 1617.352, 1437.796, 592.1275, 33.24548, 1326.367, 627.5608, 1452.444
204.5, 145.973, 290.934, 265.6072, 163.7377, 69.5156, 129.1925, 604.8256, 332.8506, 55.76185, 740.7411, 464.8615, 36.48022, 392.5044, 41.03876, 284.4592, 42.5098, 0.7940522, 125.1726, 91.58333, 100.9692, 320.314, 843.4211, 1602.682, 1350.575, 637.5305, 31.36277, 1292.19, 598.4564, 1535.02
204.6, 204.8402, 289.9547, 252.0831, 297.7987, 65.92415, 120.3069, 574.3079, 323.3004, 52.90284, 729.2968, 503.8026, 34.23154, 369.4923, 38.83398, 270.8432, 40.18679, 0.7509817, 118.8319, 86.72234, 94.00519, 302.8694, 802.8648, 1632.493, 1357.524, 642.4633, 29.58668, 1230.26, 570.7017, 1498.95
204.7, 191.7327, 274.5084, 239.2477, 280.9016, 62.51824, 112.0325, 755.7476, 338.7215, 50.19041, 831.73, 564.3452, 32.12148, 419.5901, 36.74766, 257.879, 37.99072, 0.7102473, 133.4558, 82.11937, 87.52151, 286.375, 764.2587, 1824.614, 1275.172, 772.8928, 27.91117, 1312.801, 544.2343, 1460.988
204.8, 197.3914, 259.8849, 293.0247, 264.9631, 59.2883, 104.3271, 1146.761, 323.2886, 47.61706, 795.079, 581.2725, 30.14149, 414.7621, 34.77342, 245.5354, 35.91467, 0.6717225, 126.6955, 77.7607, 81.48502, 270.7788, 727.509, 2016.635, 1197.817, 733.2961, 26.33055, 1270.941, 518.9943, 1656.812
204.9, 184.7606, 246.0404, 310.6286, 249.929, 56.22523, 97.15171, 1149.148, 308.559, 45.17564, 760.0431, 545.1286, 28.28354, 493.4971, 32.90524, 233.7825, 33.95206, 0.6352872, 209.0522, 73.63338, 75.86487, 256.032, 812.848, 1963.573, 1229.904, 695.7281, 24.83944, 1272.296, 494.9248, 1584.279
205, 172.9379, 232.9335, 335.2484, 235.748, 53.32041, 90.46982, 1193.798, 294.5004, 42.85941, 726.551, 569.6042, 26.54012, 464.564, 31.13743, 222.5923, 32.0967, 0.6008283, 198.4625, 69.72514, 70.63235, 242.0883, 773.7618, 1852.349, 1155.294, 660.0848, 23.43277, 1346.792, 647.3472, 1514.922
205.1, 161.8718, 220.5248, 318.1784, 222.3716, 50.56566, 84.24749, 1133.562, 281.0824, 40.66192, 694.5348, 536.7142, 24.90416, 437.3272, 29.4646, 211.9377, 30.34273, 0.5682385, 188.4093, 66.02432, 65.76073, 228.9041, 782.4354, 1747.425, 1331.721, 626.2676, 22.10576, 1282.245, 715.2155, 1685.891
205.2, 151.5138, 208.7771, 359.7106, 209.7541, 47.95324, 78.45312, 1076.366, 291.9005, 38.57711, 663.9294, 503.341, 23.36905, 411.6873, 27.88164, 201.793, 28.68461, 0.5374164, 178.8653, 62.51994, 61.22512, 216.4378, 744.8116, 1648.445, 1456.038, 594.1829, 20.8539, 1220.792, 747.3972, 1612.085
205.3, 141.8186, 197.6552, 341.3951, 227.1102, 45.47578, 73.05728, 1039.226, 278.601, 36.59919, 634.6727, 492.3057, 21.92856, 387.5506, 26.38372, 192.134, 27.1171, 0.5082662, 263.2567, 59.20156, 57.00233, 204.6505, 769.9656, 1555.072, 1367.71, 563.7419, 19.67293, 1162.283, 712.7351, 1541.511
205.4, 132.7438, 187.1259, 324.0121, 218.9385, 43.12632, 68.03255, 1049.669, 370.9942, 34.72268, 606.7052, 461.6938, 20.57686, 364.829, 24.96627, 182.9373, 25.63524, 0.480697, 249.9212, 56.05931, 53.07079, 193.5051, 732.9415, 1466.987, 1284.741, 534.8604, 18.55884, 1155.205, 718.9569, 1474.026
205.5, 124.2497, 177.1574, 307.5142, 290.3233, 40.89825, 63.35342, 1034.42, 354.0909, 32.94239, 692.1068, 432.9853, 162.9175, 343.4396, 23.62498, 174.1808, 24.23437, 0.4546233, 237.2613, 53.08384, 49.41042, 182.9667, 697.6976, 1383.892, 1206.805, 507.4586, 17.50784, 1189.237, 685.6138, 1409.496
205.6, 116.2991, 167.7199, 291.8563, 273.8503, 38.78528, 58.9961, 982.226, 337.9579, 31.25337, 661.6083, 406.062, 152.8751, 451.7729, 22.35575, 165.8434, 22.91005, 0.4299639, 225.2427, 50.2663, 46.00251, 173.0022, 684.3941, 1305.503, 1133.596, 481.4607, 16.51637, 1132.241, 653.817, 1481.062
205.7, 108.8572, 158.7852, 276.9957, 258.3119, 36.78148, 54.93847, 981.3792, 322.5598, 349.5974, 632.4539, 380.8128, 143.4517, 425.286, 21.1547, 157.9052, 21.65809, 0.406642, 213.8328, 47.59831, 133.3695, 163.5804, 688.2999, 1633.522, 1146.7, 623.3899, 15.58104, 1077.977, 668.9102, 1460.626
205.8, 101.8916, 150.3265, 309.8179, 243.6552, 66.9569, 51.15992, 972.2534, 307.8633, 331.6729, 604.5842, 472.4195, 142.0713, 400.3521, 20.01818, 150.3468, 20.47456, 0.3845851, 203.001, 45.07193, 124.1708, 154.6717, 655.2026, 1540.994, 1390.234, 591.4526, 402.581, 1157.354, 637.8881, 1587.991
205.9, 95.37164, 142.3184, 294.0427, 254.1658, 142.0532, 47.64125, 1074.295, 293.8365, 314.6674, 577.9426, 465.8855, 157.8618, 376.88, 18.94272, 143.1503, 19.35569, 0.3637246, 192.7178, 42.67964, 115.6066, 146.2482, 743.7861, 1532.627, 1392.047, 561.1515, 499.7693, 1101.886, 608.3047, 1618.771
206, 89.26891, 224.2766, 341.7271, 280.0839, 134.7142, 111.6388, 1020.089, 292.1021, 298.5338, 552.4749, 436.9164, 148.1311, 354.784, 45.31367, 136.2983, 18.29797, 0.3439957, 196.0459, 40.41433, 152.9575, 138.2834, 783.1943, 1445.814, 1307.602, 606.8848, 661.9306, 1049.077, 580.0934, 1547.904
206.1, 83.55669, 212.329, 324.3272, 264.1918, 176.596, 103.9605, 968.618, 278.7933, 283.2274, 528.1296, 440.3705, 139.0002, 333.9835, 63.33044, 255.3904, 17.29805, 0.3253368, 186.1151, 38.26925, 142.4078, 130.7524, 745.5341, 1363.918, 1228.279, 575.793, 624.4451, 1037.617, 632.6046, 1480.14
206.2, 78.20998, 201.018, 483.3237, 249.2015, 275.3323, 96.81033, 1023.878, 266.0909, 268.7058, 504.857, 503.1708, 130.4321, 314.4025, 59.92807, 282.2848, 16.35278, 0.3076901, 176.6873, 36.23803, 132.5857, 123.6315, 709.6847, 1286.661, 1153.768, 689.5225, 589.0825, 1214.647, 729.8862, 1481.373
206.3, 73.20541, 190.3094, 538.6562, 235.0617, 261.1076, 90.15192, 972.2163, 253.9673, 254.9288, 556.9104, 477.8984, 122.3921, 355.55, 56.70848, 268.7729, 15.45916, 0.2910005, 167.7371, 34.31461, 123.4411, 116.8985, 675.5592, 1335.491, 1083.777, 769.7437, 555.7225, 1254.836, 778.8802, 1457.502
206.4, 68.52108, 222.4608, 643.8736, 221.7243, 247.6177, 83.95145, 923.1611, 269.9023, 241.8581, 564.1175, 448.1823, 114.8478, 399.7056, 150.2964, 255.9078, 14.61437, 0.2752162, 159.2402, 32.49329, 114.9272, 110.5321, 706.8135, 1442.969, 1018.031, 730.3085, 524.2516, 1383.586, 742.758, 1415.944
206.5, 64.13649, 210.61, 668.1881, 209.1436, 234.8248, 78.17744, 876.581, 277.4199, 229.4576, 612.5526, 435.1404, 140.0349, 376.2714, 142.2219, 328.0249, 13.81575, 0.2602881, 151.1738, 30.76864, 318.9484, 104.5125, 875.8604, 1361.234, 956.2747, 692.8936, 494.563, 1317.276, 708.311, 1558.276
206.6, 60.03246, 199.3905, 642.3205, 313.3415, 222.6928, 72.80056, 832.3513, 302.7458, 217.6929, 585.5598, 471.8781, 131.403, 354.2111, 134.5811, 431.0207, 13.06077, 0.2461697, 143.516, 29.13553, 441.5772, 98.82063, 837.9683, 1375.534, 898.2642, 762.072, 466.5557, 1254.143, 847.6722, 1490.057
206.7, 56.19105, 271.3298, 708.8276, 295.5624, 211.1876, 67.79349, 790.3532, 288.9521, 206.5314, 559.7565, 543.9683, 123.3032, 377.8542, 127.3508, 410.3894, 12.34704, 0.2328171, 179.3546, 27.5891, 531.8895, 93.4388, 821.8546, 1297.619, 843.7728, 797.7787, 440.1344, 1267.987, 808.3597, 1424.825
206.8, 149.0721, 266.6486, 672.7358, 278.7921, 200.2768, 63.13079, 778.6701, 275.7869, 195.9421, 535.0903, 510.1439, 115.7027, 355.7011, 120.509, 390.7456, 11.67232, 0.2201887, 170.2693, 26.12474, 495.2043, 88.35006, 782.3354, 1224.117, 792.587, 777.2278, 415.2094, 1207.217, 770.8704, 1465.571
206.9, 139.5331, 252.4439, 638.4818, 313.5519, 189.9297, 58.78879, 739.3807, 263.2215, 185.8958, 676.5256, 478.4228, 108.5707, 413.7886, 114.0348, 372.0422, 11.03447, 0.2082454, 161.6442, 24.73812, 461.0493, 83.53846, 827.1592, 1293.483, 744.5063, 793.3448, 528.4022, 1149.359, 759.2804, 1401.411
207, 130.6046, 238.9958, 605.9718, 295.7609, 180.1172, 54.74542, 809.6038, 251.2286, 176.3646, 646.7139, 448.6742, 101.8783, 389.5287, 171.9496, 354.234, 10.43147, 0.1969498, 153.456, 23.42509, 429.25, 78.9889, 787.3849, 1220.216, 699.3423, 801.1207, 653.637, 1094.274, 724.0672, 1340.06
207.1, 122.2473, 273.5849, 575.1172, 278.9793, 170.8116, 50.98014, 768.7535, 239.7821, 167.322, 618.2158, 508.0548, 95.59845, 366.6912, 178.5842, 396.2644, 9.861432, 0.186267, 145.6826, 22.18175, 484.5496, 74.68711, 749.5231, 1294.302, 889.9982, 841.3831, 616.6212, 1041.83, 720.0406, 1429.892
207.2, 114.4249, 259.0106, 545.8336, 285.1736, 161.9868, 47.47383, 805.3286, 228.8571, 158.7431, 590.9734, 476.4636, 602.5338, 345.1926, 204.3453, 610.0551, 9.32254, 65.18623, 138.3029, 21.00441, 925.2059, 70.61961, 860.1368, 1220.988, 836.0083, 798.2776, 581.7016, 991.8984, 842.7458, 1367.293
207.3, 107.1029, 245.2127, 542.5891, 292.4557, 153.6179, 44.20868, 997.8054, 218.4299, 150.6041, 564.9316, 446.8368, 831.0045, 324.9544, 193.367, 928.4692, 8.813097, 61.65044, 131.2971, 19.88955, 988.8784, 66.77361, 912.7845, 1212.451, 785.2935, 757.3806, 548.7595, 944.3602, 803.6617, 1307.436
207.4, 100.2495, 232.1499, 542.4772, 275.8617, 145.6814, 41.1681, 947.459, 208.4778, 142.8823, 540.0373, 419.0522, 779.7807, 441.2959, 182.9785, 918.3626, 8.331492, 58.30643, 124.6461, 18.83387, 926.1982, 227.7006, 892.4498, 1210.739, 799.3239, 718.5787, 517.683, 899.1003, 766.3903, 1250.198
207.5, 121.3743, 219.7829, 623.8058, 362.2324, 138.1549, 38.33665, 926.4312, 226.601, 135.5565, 516.24, 469.8012, 731.7144, 415.4233, 173.1481, 874.4042, 7.876206, 55.1438, 118.3321, 201.5774, 943.8189, 215.2999, 849.5359, 1333.106, 827.6694, 745.1342, 488.3663, 942.8811, 743.806, 1195.467
207.6, 113.6077, 224.4118, 619.5538, 406.7241, 131.0173, 35.69993, 879.6861, 224.2382, 128.6062, 493.4914, 440.5887, 686.6108, 391.0676, 210.4087, 832.5499, 7.445799, 65.60213, 112.3379, 190.8782, 878.7223, 203.5745, 907.4361, 1337.715, 777.4604, 706.9597, 460.7099, 936.3, 709.3104, 1274.04
207.7, 106.3381, 332.5185, 588.0077, 383.6464, 124.2484, 33.24456, 864.6483, 289.1384, 122.0124, 471.7452, 414.7894, 644.2875, 453.6245, 199.1047, 792.699, 7.038913, 62.04378, 106.6474, 322.7316, 818.1155, 192.4877, 863.8016, 1421.736, 730.2974, 670.7409, 434.6197, 891.4265, 676.4147, 1218.264
207.8, 99.53359, 314.8048, 558.0677, 361.8782, 117.8292, 30.95807, 821.0206, 275.9647, 115.7566, 450.9572, 514.5613, 604.5731, 473.1206, 188.4079, 754.7556, 6.654261, 58.67843, 101.2451, 305.602, 761.6888, 182.0047, 822.2653, 1482.282, 767.5409, 895.9839, 410.0069, 1009.568, 710.2322, 1164.931
207.9, 143.9127, 320.6548, 529.6523, 371.7531, 111.7417, 28.82884, 814.7, 263.3911, 109.8215, 431.0854, 482.5655, 567.3067, 492.3143, 178.2859, 718.6284, 6.290629, 55.49563, 96.11644, 289.3815, 709.154, 332.3282, 848.3862, 1520.839, 849.1509, 850.0811, 386.788, 961.1828, 677.2938, 1163.051
208, 134.7039, 305.3045, 502.6837, 350.6597, 105.9687, 26.84605, 873.1789, 282.8932, 104.1908, 412.0891, 539.2963, 617.5451, 609.2738, 168.7076, 787.6259, 5.946869, 52.48546, 171.7108, 274.0219, 765.3934, 314.2294, 856.1105, 1878.321, 797.6389, 871.6614, 364.884, 972.4293, 705.1208, 1197.346
208.1, 126.0844, 318.58, 477.0883, 330.7632, 116.1961, 24.99964, 849.0051, 270.004, 98.84871, 393.93, 505.7625, 579.4791, 573.5529, 159.6439, 779.4667, 5.621894, 49.63857, 163.0126, 259.4776, 852.4891, 297.1163, 814.9441, 1771.927, 749.2518, 890.598, 344.2205, 967.9344, 711.2752, 1144.928
208.2, 118.0164, 301.6088, 452.7961, 311.9955, 135.9603, 73.83546, 1016.264, 257.7021, 93.78056, 376.5711, 517.8148, 543.7595, 539.9262, 194.506, 742.1567, 5.314677, 46.9461, 333.8025, 245.7053, 793.6917, 280.9351, 775.7571, 1789.274, 703.7999, 1080.881, 658.9045, 921.5447, 678.2883, 1319.462
208.3, 110.4646, 467.8896, 429.7408, 294.2928, 128.936, 209.9839, 1173.827, 272.6975, 88.97225, 359.9771, 485.6167, 510.2417, 508.2711, 184.0563, 769.199, 174.2044, 152.8842, 316.8935, 232.6639, 738.9495, 265.6352, 766.2772, 1687.923, 661.1053, 1025.506, 809.5139, 1077.645, 646.8313, 1344.605
208.4, 119.8195, 442.9644, 550.2054, 277.5945, 134.9918, 537.5537, 1314.94, 260.2729, 84.41048, 344.1143, 532.6233, 478.7899, 478.4718, 174.168, 819.5327, 177.7861, 144.5916, 389.5867, 220.3148, 687.983, 251.1686, 729.4304, 1592.313, 621.0007, 1036.418, 983.5433, 1139.854, 616.8332, 1285.741
208.5, 112.1524, 419.367, 574.4349, 261.8438, 143.5276, 500.5819, 1404.711, 248.4143, 80.0826, 328.9506, 499.5044, 449.2769, 450.4196, 326.6027, 780.3048, 178.4746, 142.8108, 369.852, 208.6211, 640.5318, 237.4898, 756.9987, 1502.119, 583.329, 1012.029, 1107.842, 1213.894, 588.2263, 1421.094
208.6, 148.022, 397.0267, 545.186, 246.9867, 136.1124, 466.1529, 1815.961, 237.096, 75.97662, 314.455, 482.5035, 525.0477, 424.0121, 309.0562, 1352.341, 309.4016, 135.0645, 351.1169, 197.5481, 861.0995, 224.5559, 765.1266, 1417.034, 547.9425, 1265.992, 1333.429, 1155.717, 626.835, 1358.881
208.7, 160.2282, 375.8765, 517.4265, 346.0101, 169.8545, 434.0919, 2053.448, 226.2935, 72.08115, 511.2183, 541.8953, 1241.746, 399.1529, 292.4524, 1893.189, 304.7845, 127.7384, 421.9352, 187.0628, 1357.474, 212.3265, 883.2208, 1553.541, 514.7027, 1394.491, 1398.459, 1100.327, 625.4094, 1340.15
208.8, 149.9754, 355.853, 548.9141, 356.6869, 317.3485, 480.1793, 2102.113, 215.9831, 68.38542, 1145.079, 508.1998, 1414.017, 375.7511, 276.7406, 2038.278, 339.0225, 194.7064, 400.5617, 177.134, 1332.744, 200.763, 863.4921, 1531.139, 483.4793, 1475.096, 1486.058, 1047.592, 596.4047, 1520.442
208.9, 140.3786, 336.8962, 520.9648, 336.4484, 300.953, 562.0566, 2175.397, 206.1424, 64.87917, 1296.061, 476.5996, 1326.856, 353.7213, 428.1917, 2098.632, 431.3188, 184.1453, 380.271, 167.7323, 1254.455, 189.8293, 882.3895, 1444.41, 454.15, 1449.886, 1524.581, 997.3849, 568.7452, 1453.88
209, 131.396, 318.9492, 494.4385, 317.3582, 301.5186, 523.3995, 2087.987, 196.7502, 61.5527, 1386.767, 446.9643, 1245.067, 332.9831, 405.1874, 1998.179, 480.1657, 174.157, 361.0081, 158.8295, 1311.495, 179.4911, 937.7521, 1362.593, 426.5999, 1572.472, 1647.006, 949.5837, 628.3837, 1390.231
