 , C002, C003, C004, C006, C007, C008, C009, C010, C011, C014, C016, C024, C025, C026, C027, C031, C042, C043, C054, C060, C067, C101, C115, C116
3, 33.37525, 394.4206, 314.0272, 65.24602, 0.7026115, 737.2538, -5.960464e-08, 442.1677, 1920.241, 1087.505, 0, 357.9724, 1008.945, 91.23888, 571.5099, 1120.759, 904.5406, 348.7437, 601.2487, 778.8, 446.6053, 1081.718, 1322.714, 161.2381
3.1, 124.4697, 376.2732, 291.9891, 61.36804, 0.6562933, 738.0637, -5.960464e-08, 415.5009, 1859.177, 1030.806, 0, 339.1435, 974.182, 86.68207, 541.7866, 1060.011, 859.6667, 327.3969, 732.1602, 735.4673, 420.6629, 1027.133, 1261.599, 153.9247
3.2, 116.6149, 358.9608, 271.4977, 57.72056, 0.6130286, 706.1905, -5.960464e-08, 390.4424, 1808.423, 977.0638, 0, 321.3049, 961.8364, 82.35286, 513.6093, 1002.556, 862.9069, 307.3568, 693.8796, 803.0432, 396.2275, 1011.628, 1203.308, 146.9431
3.3, 109.2557, 342.4449, 252.4443, 54.28987, 0.572616, 708.5301, -5.960464e-08, 417.3765, 1810.688, 1092.762, 0, 304.4047, 1013.423, 78.23985, 486.8973, 998.7208, 820.0984, 358.5132, 677.6049, 1079.957, 373.2114, 960.5798, 1211.886, 140.2781
3.4, 130.3448, 326.6889, 234.7281, 51.06308, 0.5348675, 677.9323, 0, 429.4181, 1718.453, 1035.79, 0, 288.3933, 968.8838, 74.33228, 559.8454, 944.5875, 952.9117, 544.3652, 671.8016, 1019.868, 351.5323, 912.1075, 1155.892, 133.9154
3.5, 153.0659, 311.6579, 218.2551, 48.02809, 0.4996074, 724.1718, 0, 424.0634, 1630.916, 981.7874, 0, 273.2242, 926.302, 70.61984, 716.6774, 934.2167, 1011.854, 511.0445, 687.3285, 963.1221, 331.1125, 996.7922, 1268.472, 127.8413
3.6, 143.4064, 297.3185, 202.9382, 45.17348, 0.4666719, 763.7352, 0, 466.3798, 1703.229, 930.6008, 0, 302.1578, 991.7244, 67.09283, 679.4042, 883.5798, 1022.365, 479.7633, 651.392, 1063.881, 311.8789, 946.4927, 1209.864, 122.0427
3.7, 447.9844, 336.3676, 188.6963, 42.48854, 0.4359075, 730.7534, 2.980232e-08, 438.2527, 1705.479, 882.0828, 0, 286.2646, 1003.918, 63.74197, 677.7573, 835.6874, 971.6459, 450.3969, 617.3344, 1004.686, 737.0519, 914.1254, 1153.963, 116.5071
3.8, 674.197, 320.8913, 320.4585, 39.96318, 0.4071712, 699.1959, 2.980232e-08, 467.149, 1657.435, 836.0944, 0, 271.2075, 959.7965, 60.55846, 642.5084, 955.5438, 923.4429, 422.8279, 585.0575, 1028.399, 694.2382, 893.6781, 1100.646, 111.2226
3.9, 682.8079, 306.127, 297.9691, 37.58792, 0.3803293, 731.8044, 27.96914, 438.9756, 1573.007, 792.5037, 0, 256.9423, 1008.456, 57.53396, 609.0927, 938.8483, 877.6312, 396.9465, 554.4681, 971.1782, 653.9113, 891.9717, 1049.792, 106.1778
4, 720.33, 292.0421, 277.058, 35.35384, 0.3552569, 700.2015, 26.13677, 433.4581, 1566.968, 751.1855, 0, 243.4274, 1001.885, 54.66051, 577.4149, 887.9603, 876.1602, 372.6493, 525.4781, 960.7811, 615.9269, 1028.911, 1065.406, 101.3619
4.1, 674.8726, 278.6052, 257.6143, 33.25254, 0.3318373, 756.2454, 24.42445, 407.3166, 1487.147, 712.0216, 0, 230.6234, 957.8528, 51.93056, 547.3845, 839.8304, 832.6943, 349.8393, 576.024, 907.3229, 580.149, 1349.546, 1042.26, 96.7643
4.2, 632.2839, 265.7865, 239.5353, 31.27614, 0.3099616, 723.587, 42.93301, 382.7516, 1553.687, 674.8995, 0, 286.9851, 935.0387, 49.33697, 555.4519, 813.2227, 945.9374, 328.4255, 569.4123, 1015.45, 546.4493, 1424.119, 1004.59, 92.37531
4.3, 698.2689, 347.3791, 222.725, 29.4172, 0.289528, 712.9236, 40.1203, 359.6682, 1592.908, 1068.07, 0, 480.1907, 1015.16, 46.87291, 633.6408, 1192.833, 1005.171, 308.3225, 539.641, 1098.077, 514.7072, 1447.501, 1022.647, 88.18539
4.4, 654.2037, 331.3961, 207.0944, 27.66875, 0.2704415, 682.1361, 90.54054, 435.6434, 1600.55, 1146.767, 0, 454.9333, 1026.31, 44.5319, 600.6863, 1545.185, 1048.702, 289.45, 511.4262, 1338.007, 484.809, 1374.458, 975.3969, 84.18549
4.5, 684.6326, 316.1485, 192.5608, 26.02423, 0.2526132, 775.0682, 84.60888, 409.3701, 1572.107, 1248.701, 0, 511.2016, 1040.833, 42.30782, 697.1013, 1461.432, 996.6765, 271.7327, 552.1419, 1468.591, 456.6474, 1305.101, 1051.589, 80.36703
4.6, 641.428, 301.6024, 243.0672, 108.591, 0.2359602, 741.5969, 79.06582, 384.6813, 1532.789, 1218.91, 0, 484.313, 995.0895, 40.19481, 660.8463, 1510.522, 1038.218, 255.0998, 548.5642, 1426.446, 430.1217, 1239.244, 1200.991, 76.72177
4.7, 600.9498, 287.7256, 270.8136, 102.1367, 0.220405, 709.5712, 73.88591, 361.4815, 1457.471, 1178.111, 0, 458.8387, 1006.322, 38.18734, 626.4769, 1576.014, 986.7119, 239.4851, 519.8829, 1397.423, 405.1368, 1176.709, 1310.666, 73.24184
4.8, 563.026, 364.2101, 251.8082, 96.06613, 0.2058753, 678.9284, 69.04536, 339.6808, 1383.229, 1181.91, 0, 559.8585, 962.0953, 36.28012, 633.1636, 1517.407, 996.0906, 224.8261, 566.6688, 1457.805, 381.6032, 1320.148, 1298.443, 69.91975
4.9, 579.7429, 438.5546, 346.4162, 90.35632, 0.1923034, 649.6089, 64.52193, 319.1949, 1412.807, 1137.831, 0, 530.4105, 941.0013, 34.46816, 616.4958, 1530.835, 1034.753, 211.0644, 537.041, 1376.692, 359.4367, 1303.45, 1238.45, 66.74835
5, 543.1575, 418.3766, 322.1051, 84.98589, 0.1796262, 621.5557, 60.29484, 299.9445, 1340.84, 1214.201, 0, 502.5115, 962.9642, 32.74669, 686.8749, 1447.86, 1018.378, 198.1451, 508.9622, 1336.78, 338.5578, 1237.676, 1277.598, 63.7208
5.1, 508.8808, 399.127, 299.5002, 79.93465, 0.1677847, 594.7139, 93.96888, 281.8551, 1272.538, 1208.992, 0, 476.08, 1021.648, 31.1112, 651.1517, 1446.008, 1087.659, 186.0166, 552.6028, 1345.013, 318.8916, 1232.198, 1434.948, 60.83057
5.2, 476.7672, 380.7631, 278.4816, 128.8406, 0.1567238, 569.0312, 87.81261, 264.8566, 1311.891, 1193.791, 0, 451.0388, 976.7477, 29.5574, 648.7996, 1367.63, 1121.547, 174.6304, 523.7103, 1270.176, 300.3679, 1170.02, 1431, 58.07144
5.3, 446.6801, 363.2441, 258.9381, 121.1828, 0.1463922, 635.431, 82.05966, 248.8833, 1263.962, 1131.551, 0, 427.3147, 1056.384, 28.0812, 745.3295, 1459.654, 1112.345, 163.9413, 544.9373, 1199.503, 282.9201, 1227.229, 1364.882, 55.43746
5.4, 418.4918, 346.5312, 240.7661, 113.9801, 0.1367415, 607.9899, 76.68361, 233.8734, 1239.926, 1072.556, 0, 475.5932, 1009.956, 26.67872, 706.5662, 1504.983, 1057.162, 153.9063, 516.4456, 1215.153, 266.4859, 1165.301, 1387.764, 52.92294
5.5, 392.0823, 330.5872, 223.8694, 107.2056, 0.1277272, 581.7339, 71.65977, 219.7687, 1264.404, 1016.637, 0, 450.5775, 999.8376, 25.34628, 669.819, 1423.408, 1083.433, 144.4857, 638.6969, 1283.76, 251.0063, 1106.498, 1399.971, 50.52248
5.6, 367.3394, 406.9146, 208.1586, 100.8337, 0.119307, 688.1529, 66.96506, 396.8227, 1433.746, 1054.876, 0, 485.5128, 955.8955, 24.08039, 634.9829, 1376.219, 1029.685, 135.6417, 605.3031, 1316.175, 236.4258, 1050.663, 1335.287, 48.2309
5.7, 344.1579, 388.1924, 193.5502, 94.84053, 0.1114419, 658.4351, 62.57792, 383.5958, 1360.711, 999.8788, 0, 459.9753, 913.8846, 22.87774, 693.8317, 1464.561, 1076.877, 127.339, 573.6552, 1242.943, 222.6923, 1121.96, 1273.591, 46.04326
5.8, 322.4394, 370.3315, 179.9671, 89.20357, 0.1040954, 691.4158, 58.4782, 389.8688, 1439.439, 1205.027, 0, 435.7812, 953.3484, 21.73514, 657.7468, 1452.706, 1151.54, 119.5445, 679.4893, 1329.764, 209.7566, 1065.344, 1264.025, 43.95484
5.9, 302.0914, 409.3876, 167.3372, 83.90165, 0.09723309, 661.5571, 54.64706, 447.904, 1426.111, 1142.201, 0, 412.8596, 1165.566, 20.64961, 623.5386, 1529.515, 1253.311, 112.2272, 643.9626, 1285.407, 197.5723, 1011.586, 1366.229, 41.96115
6, 283.0275, 390.5516, 155.5937, 78.91486, 0.0908232, 632.9879, 51.06692, 561.7811, 1376.87, 1109.616, 0, 476.2539, 1826.198, 19.61829, 827.9641, 1446.611, 1384.838, 105.3577, 610.2935, 1213.886, 186.0957, 960.5396, 1303.104, 40.05788
6.1, 265.1667, 473.915, 144.6743, 74.22446, 0.08483587, 605.6523, 47.72132, 627.3319, 1306.733, 1246.742, 0, 451.2035, 1799.581, 18.63849, 784.9032, 1368.201, 1531.965, 98.90874, 667.6686, 1246.161, 175.2858, 912.0693, 1326.975, 38.24095
6.2, 262.6683, 452.1101, 134.5212, 69.81284, 22.24195, 579.4973, 44.59491, 624.7816, 1287.651, 1717.909, 0, 635.9163, 1741.128, 17.70761, 744.0818, 1838.745, 1527.945, 92.85449, 904.9244, 1176.825, 165.1038, 921.679, 1265.663, 36.50643
6.3, 359.5364, 524.182, 125.0807, 65.66343, 20.7757, 651.4436, 41.67333, 626.2043, 1222.059, 2088.909, 0, 602.4679, 2045.951, 16.82323, 748.4063, 2171.546, 1665.815, 87.17084, 923.3634, 1247.477, 155.5133, 955.8338, 1207.184, 34.85059
6.4, 336.8474, 754.1296, 116.3027, 61.76064, 134.6364, 672.8885, 38.94315, 647.1607, 1258.342, 2253.442, 0, 570.7787, 1989.237, 15.98302, 709.4831, 2346.971, 1698.532, 81.83508, 875.086, 1178.067, 146.4798, 944.7938, 1151.408, 33.26984
6.5, 315.5902, 870.056, 108.1407, 58.08982, 211.3518, 684.7935, 36.39183, 608.1309, 1197.968, 2135.956, 0, 540.7565, 2064.4, 15.18477, 672.5841, 2608.533, 1614.268, 76.82594, 829.3328, 1112.519, 137.9711, 897.1182, 1098.208, 31.76079
6.6, 295.6744, 830.0245, 100.5515, 54.63719, 218.0611, 655.2208, 34.00766, 573.207, 1156.326, 2371.381, 0, 512.3133, 2008.584, 14.42639, 637.6042, 2467.144, 1534.185, 72.1234, 984.1536, 1119.474, 129.9567, 851.8482, 1047.467, 30.3202
6.7, 397.5363, 1009.092, 207.3515, 51.38976, 203.6859, 626.9251, 31.77968, 609.7236, 1097.424, 2314.713, 0, 485.3662, 1920.308, 13.70588, 636.0739, 2396.465, 1534.274, 67.7087, 932.6978, 1223.793, 122.4078, 808.8627, 999.0695, 28.94495
6.8, 607.0439, 1115.961, 192.7998, 48.33535, 394.4406, 626.4039, 29.69767, 587.6956, 1041.522, 2397.192, 0, 459.8365, 2002.761, 13.02136, 616.9692, 2266.57, 1637.005, 63.56423, 883.9323, 1155.7, 115.2973, 768.0463, 952.9084, 27.63207
6.9, 584.1354, 1064.615, 239.3186, 45.46248, 404.5395, 599.3527, 27.75206, 716.3562, 1081.251, 2604.51, 0, 435.6497, 2210.585, 12.37103, 628.6784, 2251.562, 1555.794, 59.67345, 837.7165, 1161.41, 108.6, 729.2896, 908.8803, 26.37875
7, 547.2728, 1065.352, 222.5235, 42.76036, 415.2406, 573.4697, 25.93392, 797.289, 1123.623, 2737.217, 0, 412.735, 2289.032, 11.75317, 673.8046, 2281.43, 1478.611, 56.02081, 793.9171, 1255.161, 102.2916, 692.4885, 866.8865, 25.18226
7.1, 512.7364, 1126.323, 206.9071, 40.21885, 387.8668, 598.4186, 24.23488, 800.3773, 1082.073, 2768.76, 0, 391.0256, 2535.809, 11.16618, 800.3643, 2157.771, 1530.216, 52.59176, 752.4077, 1185.324, 96.34971, 824.7823, 826.8329, 24.04006
7.2, 494.1745, 1074.5, 192.3866, 37.82839, 362.2975, 572.576, 22.64716, 752.1071, 1148.152, 2624.408, 0, 370.4581, 2515.972, 10.6085, 980.1157, 2040.814, 1549.897, 49.3726, 859.4325, 1119.372, 90.75294, 1147.997, 788.6299, 22.94965
7.3, 462.989, 1025.062, 265.6659, 35.58002, 338.4138, 547.8494, 21.16346, 782.4339, 1089.666, 2487.581, 0, 350.9725, 2638.193, 10.07867, 1072.461, 2144.225, 1473.008, 46.35049, 814.4976, 1057.09, 85.48129, 1174.982, 752.1921, 21.90871
7.4, 433.7714, 977.899, 340.3635, 33.46527, 316.1045, 524.1906, 19.77696, 735.2459, 1034.159, 2365.684, 0, 332.5117, 2522.247, 9.575305, 1016.684, 2305.047, 1399.932, 43.51336, 771.9122, 998.2728, 80.51585, 1132.988, 717.4378, 20.91498
7.5, 406.3977, 932.9056, 316.4771, 31.47623, 295.266, 501.5535, 18.48129, 690.9038, 981.4792, 2242.346, 0, 315.022, 2429.953, 9.09708, 963.8085, 2180.107, 1330.482, 40.84989, 731.5533, 1028.205, 75.83886, 1075.816, 806.6537, 19.96633
7.6, 400.1702, 1025.38, 294.2672, 29.6054, 275.8012, 479.894, 17.27051, 649.236, 931.4832, 2185.546, 0, 298.4522, 2323.158, 8.642739, 913.6826, 2061.94, 1264.477, 38.34946, 782.7657, 970.9952, 71.43353, 1066.683, 879.973, 19.0607
7.7, 374.9169, 1026.632, 341.7187, 27.84577, 257.6196, 573.2719, 16.13905, 610.0811, 934.5308, 2071.6, 0, 282.754, 2381.043, 8.211089, 892.8784, 1950.177, 1324.029, 36.00208, 741.8394, 916.9688, 67.2841, 1012.857, 839.3148, 18.19615
7.8, 351.2573, 979.3966, 317.7372, 26.19072, 240.6366, 548.5153, 15.08172, 686.6132, 921.4358, 1963.595, 0, 267.8815, 2418.751, 7.800997, 846.4413, 1875.907, 1258.345, 33.79837, 703.0529, 1013.836, 63.37571, 961.7464, 800.5351, 17.37082
7.9, 469.2422, 934.3344, 295.4388, 24.63404, 224.7731, 524.8277, 14.09366, 645.204, 874.4984, 1861.22, 0, 253.7912, 2312.448, 7.411386, 802.4194, 1774.228, 1195.919, 31.72957, 666.2942, 957.4257, 59.69434, 946.3422, 763.5472, 16.58291
8, 439.63, 891.3455, 274.7053, 23.16989, 209.9554, 502.1631, 13.17033, 607.9368, 846.7184, 1764.183, 0, 240.4421, 2343.675, 7.041235, 779.7985, 1764.965, 1136.589, 29.78739, 631.4575, 904.1542, 56.22683, 1037.831, 779.5255, 15.83075
8.1, 411.8866, 850.3345, 255.4268, 21.79276, 196.1145, 480.4772, 12.30749, 607.7982, 926.6471, 1672.206, 0, 227.7951, 2285.337, 6.689571, 739.2426, 1820.276, 1080.204, 27.96409, 598.4422, 853.8467, 52.96072, 985.4606, 778.4719, 15.1127
8.199999999999999, 385.8939, 811.2104, 237.5012, 20.49748, 183.1861, 459.7279, 11.50117, 598.517, 938.1291, 1585.023, 0, 215.8134, 2276.566, 6.355471, 819.2115, 1910.39, 1026.615, 26.2524, 639.174, 806.3384, 49.88435, 935.7328, 742.5034, 14.42723
8.300000000000001, 361.5415, 773.8865, 220.8337, 19.27919, 171.1099, 439.8746, 10.74769, 562.421, 890.3412, 1502.386, 0, 204.4618, 2332.04, 6.038055, 776.6058, 1806.842, 975.6851, 24.64548, 605.7552, 761.4734, 46.98666, 888.5144, 708.1968, 13.77284
8.4, 373.6093, 738.2798, 205.3358, 18.13331, 159.8299, 420.8787, 10.04357, 528.5018, 844.9877, 1424.057, 0, 193.7074, 2368.795, 5.736493, 736.2159, 1708.906, 1143.327, 23.13692, 639.0704, 719.1048, 44.25731, 881.4586, 756.5862, 13.14813
8.5, 350.0321, 704.3114, 308.3519, 17.05553, 149.2934, 402.7031, 9.385572, 561.3355, 837.2598, 1349.813, 0, 183.5186, 2483.816, 5.449992, 697.9266, 1616.279, 1117.737, 21.72071, 680.4516, 679.0936, 41.68649, 901.5292, 721.6289, 12.55176
8.6, 331.2014, 671.9059, 286.7121, 16.04182, 139.4516, 385.3124, 8.770686, 527.4818, 794.6102, 1279.439, 0, 173.8657, 2378.058, 5.177799, 661.6287, 1528.672, 1062.287, 20.39117, 654.7993, 641.3086, 39.26501, 856.0367, 688.2867, 11.98244
8.699999999999999, 373.0509, 729.8421, 266.591, 15.08835, 130.2585, 368.6728, 8.196085, 495.6698, 819.2837, 1212.734, 0, 164.7206, 2385.975, 4.919201, 627.2186, 1479.197, 1009.587, 19.14302, 701.1559, 605.6259, 36.98418, 812.8398, 775.7546, 11.43895
8.800000000000001, 426.2237, 696.2619, 247.8819, 14.19156, 121.6715, 352.7517, 40.58202, 627.0202, 777.5498, 1301.841, 0, 264.0551, 2308.196, 4.673519, 594.598, 1786.869, 1004.245, 17.97127, 764.6031, 571.9287, 34.83585, 796.7943, 812.8834, 10.92011
8.9, 444.1631, 664.2267, 230.4859, 13.34807, 113.6506, 337.5181, 37.92333, 680.6654, 737.9418, 1233.968, 0, 370.9016, 2303.173, 4.440106, 563.6741, 2040.026, 1069.134, 16.87124, 792.5712, 540.1064, 32.8123, 756.5869, 856.2924, 10.4248
9, 416.1335, 633.6655, 214.3106, 12.55471, 106.1584, 322.9424, 35.43882, 639.6151, 700.3514, 1169.633, 0, 351.3926, 2288.408, 4.21835, 534.3584, 1973.454, 1094.951, 15.83855, 751.1322, 652.4485, 30.9063, 839.1706, 953.2326, 9.95195
9.1, 421.5165, 604.5104, 199.2706, 11.8085, 99.16011, 308.9962, 73.89734, 616.5079, 765.6468, 1108.653, 0, 332.9098, 2187.834, 4.007671, 574.5718, 1866.487, 1106.635, 14.86907, 753.318, 732.704, 29.11102, 820.5507, 972.9338, 9.500551
9.199999999999999, 394.9161, 576.6968, 185.286, 11.10665, 92.62318, 295.6523, 69.05604, 579.3268, 726.6451, 1050.852, 0, 315.3991, 2251.078, 3.807514, 544.6894, 1979.754, 1079.346, 13.95892, 713.9313, 691.9361, 27.42002, 779.1445, 1070.807, 9.06963
9.300000000000001, 369.9944, 550.1629, 172.2829, 10.44651, 86.5172, 282.8846, 64.53191, 544.3881, 770.9477, 996.0649, 0, 298.8095, 2266.888, 3.617352, 516.3611, 1998.349, 1025.8, 13.10449, 741.5468, 653.4365, 25.82725, 739.8277, 1090.134, 8.658251
9.4, 346.6454, 524.8498, 160.1922, 9.825613, 80.81373, 440.6436, 60.30417, 511.5564, 877.7358, 944.1339, 0, 283.0924, 2267.508, 3.436689, 489.506, 2150.458, 974.9102, 12.30236, 702.7755, 617.079, 24.327, 702.4949, 1039.765, 8.265532
9.5, 324.7699, 535.3516, 148.9501, 9.241616, 75.48625, 421.6145, 56.35341, 570.3716, 876.1697, 894.9103, 0, 268.2021, 2167.852, 3.265049, 464.0477, 2105.476, 982.4505, 11.54933, 666.0314, 582.7446, 22.91389, 822.3743, 1055.165, 7.890626
9.6, 304.2748, 510.72, 138.497, 8.692329, 70.50998, 403.4072, 52.66148, 535.973, 831.538, 1148.276, 0, 254.095, 2130.418, 3.10198, 552.7632, 2051.116, 933.7114, 10.84239, 631.2084, 725.4042, 21.58287, 780.876, 1156.937, 7.532726
