 , C000, C002, C004, C005, C007, C008, C009, C010, C011, C012, C013, C022, C025, C030, C048, C096
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
14.3, 785.4753, 28.41574, 202.5464, 104.2052, 169.9373, 78.47639, 905.0009, 129.3092, 874.3835, 173.002, 1080.014, 28.23121, 64.644, 239.2145, 1788.588, 1051.911
14.4, 755.7757, 26.26497, 190.0168, 98.71915, 160.2827, 74.17868, 863.6045, 121.5749, 832.0955, 158.5497, 1187.814, 26.488, 61.77292, 229.1537, 1702.648, 1029.907
14.5, 875.7477, 24.27699, 178.2624, 93.52189, 151.1766, 70.11633, 824.1016, 114.3031, 911.706, 145.3048, 1135.68, 24.85243, 59.02935, 219.5161, 1620.838, 1095.928
14.6, 824.8682, 22.43948, 217.9248, 88.59824, 142.5879, 66.27644, 944.2871, 107.4663, 867.613, 133.1664, 1240.547, 23.31786, 56.40764, 210.2838, 1592.467, 1277.449
14.7, 776.9447, 20.74105, 204.444, 83.93382, 134.4871, 62.64685, 901.0936, 101.0385, 825.6524, 122.0419, 1210.383, 21.87804, 53.90236, 201.4398, 1654.782, 1284.898
14.8, 731.8055, 19.17117, 191.797, 79.51496, 126.8465, 59.21603, 859.8759, 94.99509, 856.8505, 111.8468, 1212.094, 20.52713, 51.50836, 192.9677, 1654.612, 1270.068
14.9, 689.2888, 17.72011, 179.9324, 75.32874, 155.963, 55.9731, 820.5436, 89.31316, 815.4105, 102.5033, 1356.032, 19.25963, 49.22068, 184.8519, 1608.062, 1208.907
15, 649.2423, 16.37889, 168.8018, 71.36292, 147.1023, 52.90776, 820.2209, 83.97109, 775.9745, 93.94041, 1546.584, 18.07039, 47.03461, 177.0775, 1720.322, 1219.533
15.1, 611.5224, 15.13918, 158.3597, 67.60588, 199.9114, 50.0103, 854.5817, 78.94855, 738.4459, 86.09282, 1563.94, 16.95459, 44.94563, 216.9648, 1715.651, 1160.806
15.2, 575.994, 13.99331, 148.5636, 64.04663, 277.1855, 47.27151, 815.4915, 74.22641, 702.7324, 78.9008, 1737.042, 15.90769, 42.94942, 207.8398, 1699.253, 1104.906
15.3, 549.5125, 12.93416, 224.7328, 60.67477, 261.4379, 44.68271, 778.1894, 69.78672, 698.7164, 72.30959, 1660.802, 14.92543, 41.04188, 199.0986, 1617.606, 1156.692
15.4, 521.6612, 11.95518, 210.8308, 57.48043, 246.5849, 42.23569, 858.7189, 65.61259, 692.7828, 66.269, 1626.627, 14.00382, 39.21906, 190.725, 1583.026, 1151.402
15.5, 511.3342, 11.0503, 282.5959, 54.45427, 333.8497, 39.92267, 819.4395, 61.68811, 659.2775, 60.73302, 1816.208, 13.13912, 37.47719, 191.7431, 1506.964, 1095.956
15.6, 603.8922, 10.21391, 265.1144, 51.58741, 314.8828, 37.73633, 781.9568, 57.99837, 627.3928, 55.65951, 1799.273, 12.32781, 35.81269, 233.757, 1639.21, 1220.996
15.7, 568.807, 9.440825, 248.7144, 48.87149, 296.9934, 35.66972, 746.1887, 54.52933, 597.05, 51.00983, 1720.302, 11.5666, 171.8573, 271.7466, 1560.448, 1162.199
15.8, 535.7603, 8.726254, 233.3289, 46.29856, 298.7463, 33.71629, 712.0566, 51.26778, 568.1748, 46.74857, 1644.797, 10.85239, 164.2245, 260.3176, 1585.779, 1132.494
15.9, 509.336, 8.065768, 230.61, 43.86108, 281.7737, 31.86984, 679.4858, 48.20131, 598.3227, 42.84329, 1572.606, 10.18229, 156.9306, 249.3693, 1645.844, 1103.473
16, 623.5093, 7.455275, 216.3445, 41.55193, 265.7654, 30.1245, 648.4049, 45.31825, 569.3859, 39.26425, 1557.82, 9.553555, 149.9608, 238.8814, 1621.33, 1050.334
16.1, 650.2811, 12.65433, 202.9614, 39.36435, 250.6666, 28.47475, 618.7457, 42.60764, 627.3831, 35.9842, 1521.673, 8.963646, 228.6227, 228.8346, 1733.682, 1086.933
16.2, 693.8687, 94.34523, 295.6166, 37.29193, 315.0363, 26.91535, 590.4431, 40.05916, 919.6482, 45.99036, 1454.886, 8.410163, 331.6397, 233.5836, 1773.26, 1034.591
16.3, 653.5562, 87.20429, 299.0567, 35.32863, 317.9823, 25.44134, 563.4351, 37.66311, 967.2429, 166.946, 1679.356, 7.890857, 431.343, 223.7596, 1851.226, 1063.514
16.4, 697.0798, 80.60385, 280.557, 33.46869, 299.9169, 24.04806, 537.6625, 35.41037, 1066.818, 152.9997, 1605.648, 7.403616, 662.9114, 265.4431, 1762.277, 1012.3
16.5, 656.5806, 120.3553, 263.2017, 31.70666, 282.8778, 22.73108, 513.0688, 33.29238, 1015.223, 140.2184, 1535.176, 6.946462, 633.469, 254.2792, 1752.636, 1059.953
16.6, 618.4344, 111.2457, 246.92, 30.03741, 519.7839, 21.48623, 489.6002, 31.30107, 966.1235, 259.6929, 1467.796, 6.517535, 605.3343, 243.5849, 1668.424, 1008.91
16.7, 582.5045, 127.7499, 231.6456, 28.45603, 549.4483, 20.30955, 467.2049, 29.42887, 952.4876, 237.9987, 1403.374, 6.115094, 578.4491, 233.3403, 1635.315, 960.3257
16.8, 548.6619, 118.0806, 217.3159, 26.9579, 518.2327, 19.19731, 445.8341, 27.66865, 970.7798, 218.1168, 1545.941, 5.737502, 552.758, 223.5266, 1637.974, 946.9948
16.9, 600.6996, 109.1431, 253.9747, 25.53865, 488.7905, 18.14598, 425.4408, 26.01371, 990.2947, 199.8958, 1503.496, 5.383226, 528.2079, 214.1256, 1559.271, 1038.456
17, 565.7999, 228.0752, 238.2638, 24.19412, 622.2161, 17.15222, 580.5544, 24.45775, 942.4009, 183.1969, 1437.507, 189.1222, 504.7483, 205.1199, 1484.35, 988.4482
17.1, 633.5779, 321.0181, 223.5247, 22.92038, 586.8663, 16.21289, 623.3967, 22.99487, 968.7353, 167.893, 1374.414, 211.0939, 482.3305, 196.4931, 1552.278, 979.9991
17.2, 596.7681, 296.7204, 209.6975, 21.71369, 553.5248, 15.325, 594.8813, 21.61948, 921.8842, 197.4841, 1314.09, 198.0594, 460.9084, 188.2291, 1520.316, 932.8068
17.3, 586.9631, 398.6879, 196.7256, 20.57053, 543.9594, 14.48573, 567.6703, 20.32636, 877.2989, 237.6264, 1424.698, 185.8297, 440.4377, 180.3126, 1506.026, 963.9323
17.4, 552.8615, 368.5114, 252.4112, 19.48755, 513.0556, 13.69243, 541.704, 19.11058, 1021.032, 217.7756, 1471.392, 174.3552, 420.8762, 172.7291, 1459.499, 917.5137
17.5, 520.7411, 340.619, 236.797, 18.46159, 547.1467, 12.94257, 516.9255, 17.96753, 1038.152, 280.3784, 1406.812, 260.3579, 402.1835, 165.4645, 1389.372, 873.3304
17.6, 497.8953, 314.8378, 222.1488, 17.48965, 516.0618, 12.23378, 493.2804, 16.89284, 1045.187, 256.9562, 1378.247, 244.2815, 384.321, 158.5055, 1397.477, 841.3816
17.7, 468.9684, 291.0079, 208.4066, 16.56887, 486.743, 11.5638, 470.7168, 15.88243, 994.6387, 235.4906, 1317.755, 229.1977, 367.2519, 151.8391, 1343.224, 855.7521
17.8, 441.7222, 268.9817, 195.5146, 15.69657, 459.0898, 10.93052, 615.5298, 14.93246, 946.5349, 215.8182, 1315.243, 215.0453, 350.9409, 145.4532, 1427.262, 814.5429
17.9, 455.7511, 248.6226, 183.42, 14.87019, 433.0077, 10.33191, 587.3744, 14.03931, 1107.255, 197.7892, 1257.517, 569.3239, 335.3543, 139.3358, 1404.235, 775.3182
18, 429.2727, 229.8045, 172.0736, 14.08732, 408.4073, 9.766092, 560.5068, 13.19958, 1184.425, 181.2663, 1275.407, 679.2858, 320.4599, 133.4756, 1447.96, 737.9824
18.1, 404.3327, 212.4107, 161.4291, 13.34567, 385.2046, 9.231258, 534.8682, 12.41007, 1127.143, 166.1237, 1298.204, 679.6705, 306.2271, 127.862, 1378.387, 702.4445
18.2, 380.8416, 196.3335, 151.4431, 12.64306, 363.3201, 8.725713, 510.4023, 11.66779, 1129.465, 152.246, 1420.03, 817.3875, 292.6264, 122.4844, 1312.157, 703.5197
18.3, 358.7154, 181.4731, 142.0748, 11.97744, 342.6789, 8.247854, 487.0556, 10.96991, 1104.665, 139.5277, 1357.704, 869.1779, 279.6298, 117.333, 1249.11, 669.6413
18.4, 337.8746, 167.7375, 133.2861, 11.34687, 323.2104, 7.796165, 464.7768, 10.31377, 1051.239, 127.8719, 1382.483, 907.4299, 267.2104, 112.3983, 1250.575, 637.3943
18.5, 404.3708, 155.0415, 125.041, 10.74949, 304.8479, 7.369212, 443.517, 9.696873, 1167.573, 117.1897, 1321.806, 895.3998, 255.3425, 107.6711, 1414.271, 606.7003
18.6, 599.195, 143.3065, 117.3059, 10.18356, 287.5287, 6.965641, 423.2297, 9.116877, 1329.136, 127.3588, 1263.791, 919.2879, 484.9632, 103.1427, 1354.543, 625.2687
18.7, 564.3828, 132.4597, 110.0494, 9.647429, 271.1934, 40.39927, 403.8704, 8.57157, 1314.647, 116.7195, 1276.403, 922.8489, 514.3028, 98.80475, 1338.994, 641.7274
18.8, 531.5931, 122.4339, 103.2417, 9.139521, 352.7525, 38.18683, 385.3966, 8.058882, 1353.132, 106.969, 1220.381, 865.8653, 508.8329, 265.9252, 1291.674, 610.8247
18.9, 526.0505, 113.167, 96.85519, 8.658353, 332.7117, 36.09555, 367.7679, 7.576857, 1411.107, 98.03305, 1214.563, 812.4003, 676.3918, 254.741, 1332.681, 581.4102
19, 495.4879, 104.6014, 100.4503, 8.202517, 345.2875, 34.90137, 350.9455, 7.123664, 1342.861, 89.84357, 1209.107, 928.209, 955.5574, 244.0272, 1470.56, 553.412
19.1, 466.7009, 96.68421, 112.111, 7.770679, 498.8462, 46.66598, 334.8926, 6.697578, 1328.908, 82.33823, 1411.211, 1030.659, 950.4945, 233.764, 1399.901, 526.7622
19.2, 439.5863, 89.36624, 105.1758, 7.361577, 470.5054, 97.63351, 319.574, 6.296978, 1264.637, 75.45986, 1415.516, 1041.97, 908.2795, 223.9325, 1332.638, 501.3957
19.3, 414.0471, 82.60216, 98.66965, 6.974012, 443.7747, 92.28667, 304.9561, 5.920338, 1203.475, 69.1561, 1353.388, 1001.578, 867.9394, 214.5144, 1268.606, 477.2508
19.4, 389.9916, 76.35004, 92.56593, 6.606852, 418.5627, 87.23264, 291.0068, 5.566226, 1145.272, 63.37894, 1293.987, 1013.769, 829.3909, 205.4925, 1207.651, 454.2685
19.5, 367.3338, 70.57115, 181.9142, 6.259021, 394.783, 82.45539, 277.6956, 5.233294, 1089.883, 58.0844, 1237.194, 978.4213, 792.5546, 196.85, 1149.625, 432.393
19.6, 420.018, 65.22966, 170.6609, 5.929502, 388.2446, 77.93977, 264.9933, 4.920277, 1138.657, 53.23215, 1249.751, 976.0961, 911.3857, 219.6106, 1094.386, 411.5709
19.7, 395.6157, 89.79604, 219.1868, 5.617332, 370.7459, 73.67144, 252.872, 4.625981, 1200.677, 184.1931, 1316.988, 915.8246, 870.9077, 260.6064, 1097.709, 440.1052
19.8, 438.9604, 300.6725, 214.9452, 5.321597, 454.7469, 69.63686, 241.3052, 4.349288, 1367.67, 168.806, 1259.184, 859.2747, 832.2274, 249.6459, 1173.009, 596.546
19.9, 527.0117, 277.9148, 201.6487, 5.041431, 428.9115, 65.82324, 230.2674, 4.089145, 1301.525, 154.7043, 1203.918, 979.0604, 795.2651, 239.1464, 1116.647, 567.819
20, 528.855, 256.8796, 222.615, 4.776015, 404.5439, 62.21847, 219.7346, 3.844562, 1569.414, 141.7806, 1151.078, 982.8255, 969.8763, 309.8976, 1062.993, 569.7314
20.1, 584.583, 237.4365, 208.844, 4.524573, 381.5606, 58.81111, 209.6835, 3.614608, 1493.512, 129.9365, 1100.556, 939.1501, 1086.345, 425.9395, 1047.999, 612.1702
20.2, 550.6198, 219.4651, 195.9249, 4.286368, 359.8831, 55.59035, 200.0922, 3.398408, 1579.167, 175.8059, 1152.105, 908.5477, 1135.791, 408.0255, 1043, 582.6909
20.3, 518.6296, 279.8174, 212.6242, 4.060703, 364.2902, 52.54597, 190.9396, 3.19514, 1522.878, 220.6872, 1236.884, 852.4471, 1085.346, 390.865, 992.8848, 564.2348
20.4, 488.4981, 258.6381, 211.308, 3.84692, 356.2729, 49.66832, 340.104, 3.00403, 1558.225, 202.2514, 1224.343, 888.4476, 1037.142, 374.4261, 945.1777, 537.0638
20.5, 665.7654, 412.7731, 285.8125, 3.644392, 419.4384, 46.94827, 373.3458, 2.82435, 1665.297, 185.3558, 1272.879, 833.5882, 1096.464, 358.6786, 1099.102, 699.5014
20.6, 627.0856, 407.3543, 268.1321, 3.452526, 427.861, 44.37717, 356.2682, 2.655418, 1722.961, 169.8715, 1217.012, 782.1162, 1124.09, 343.5935, 1046.291, 1002.356
20.7, 828.7497, 518.7532, 351.3354, 3.270761, 455.1616, 41.94688, 339.9719, 2.49659, 1639.633, 155.6808, 1163.597, 733.8225, 1149.753, 329.1428, 996.0178, 981.9179
20.8, 780.6008, 479.489, 329.6018, 3.098565, 429.3026, 39.64968, 324.4209, 2.347262, 1710.074, 142.6756, 1112.526, 891.8904, 1098.688, 315.2998, 1081.176, 1075.211
20.9, 735.2491, 505.5709, 344.5545, 2.935435, 404.9128, 37.47829, 309.5813, 2.206866, 1664.432, 130.7567, 1098.448, 836.8184, 1049.892, 354.0966, 1209.192, 1023.434
21, 692.5325, 467.3045, 677.9019, 2.780894, 403.4908, 35.42581, 295.4205, 2.074867, 1902.976, 165.937, 1148.416, 838.7021, 1351.2, 339.2042, 1263.28, 1150.258
21.1, 652.2975, 431.9345, 635.9667, 2.634488, 468.834, 33.48573, 422.17, 1.950763, 2116.526, 294.2416, 1098.012, 884.2863, 1657.593, 352.1494, 1359.819, 1196.834
21.2, 614.4001, 470.0826, 614.4352, 2.49579, 442.1983, 31.6519, 607.2077, 1.834083, 2129.661, 370.2708, 1140.023, 1188.205, 1773.944, 337.3389, 1323.073, 1169.468
21.3, 578.7045, 685.5571, 608.8708, 2.364395, 417.0758, 29.9185, 579.4329, 1.724381, 2238.157, 435.9042, 1089.987, 1308.034, 1695.156, 451.9353, 1295.976, 1113.152
21.4, 545.0828, 1420.543, 883.7446, 2.239917, 393.3806, 28.28003, 552.9286, 1.621241, 2179.318, 399.4897, 1042.146, 1365.296, 1619.868, 432.928, 1291.179, 1250.014
21.5, 513.4144, 1567.881, 854.4503, 2.121992, 374.5429, 26.73129, 527.6366, 1.52427, 2128.553, 401.951, 1088.676, 1424.145, 1547.924, 414.7201, 1488.148, 1189.819
21.6, 483.5859, 1585.643, 1021.523, 2.010276, 353.2641, 25.26737, 503.5015, 1.433099, 2025.609, 368.3729, 1040.893, 1336.207, 1479.175, 397.278, 1469.88, 1132.522
21.7, 455.4903, 1465.627, 958.3319, 1.904441, 333.1942, 23.88362, 480.4704, 1.347382, 1927.644, 449.7565, 995.208, 1253.7, 1413.479, 380.5694, 1545.166, 1077.985
21.8, 429.0271, 1354.694, 899.0494, 1.804178, 314.2646, 22.57564, 458.4928, 1.266791, 1868.089, 412.1848, 1027.911, 1176.287, 1350.701, 364.5636, 1498.747, 1026.074
21.9, 404.1013, 1252.158, 843.4341, 1.709193, 296.4103, 21.3393, 437.5205, 1.191021, 1777.742, 377.7517, 982.796, 1103.654, 1290.711, 349.2309, 1562.426, 976.6632
22, 380.6237, 1336.486, 1118.449, 1.61921, 321.2901, 20.17066, 417.5075, 1.119782, 1721.512, 346.1951, 939.6605, 1221.583, 1233.386, 334.5431, 1487.353, 929.6315
22.1, 358.5101, 1235.328, 1360.85, 1.533963, 472.3964, 19.06603, 398.4099, 1.052805, 1771.262, 317.2747, 898.4184, 1247.938, 1178.607, 320.473, 1415.888, 884.8647
22.2, 337.6813, 1612.011, 1392.43, 1.453205, 445.5583, 18.02189, 380.1859, 0.989834, 1685.598, 290.7702, 858.9863, 1170.881, 1126.26, 306.9947, 1450.517, 997.5291
22.3, 318.0626, 1489.999, 1306.308, 1.376698, 420.2449, 17.03493, 362.7955, 0.9306292, 1604.077, 266.4799, 921.6868, 1157.843, 1146.035, 294.0833, 1521.725, 949.4926
22.4, 299.5837, 1529.719, 1225.499, 1.304219, 396.3697, 16.10202, 346.2006, 0.8749657, 1526.499, 244.2187, 881.2335, 1086.349, 1095.135, 281.7148, 1513.071, 961.9484
22.5, 282.1784, 1423.654, 1149.69, 1.235556, 373.8508, 15.2202, 330.3647, 0.8226315, 1452.672, 223.8172, 842.5557, 1151.341, 1080.313, 269.8666, 1440.37, 915.6253
22.6, 265.7843, 1315.899, 1078.57, 1.170508, 352.6114, 14.38668, 315.2532, 0.7734277, 1382.416, 205.1199, 935.2115, 1080.248, 1133.334, 258.5167, 1371.161, 871.5329
22.7, 250.3427, 1216.299, 1011.85, 1.108884, 336.7432, 13.5988, 300.8329, 0.7271668, 1315.558, 187.9846, 894.1646, 1013.546, 1108.542, 247.6441, 1305.278, 829.5638
22.8, 235.7982, 1127.811, 949.2565, 1.050505, 317.6119, 12.85407, 287.0723, 0.683673, 1251.934, 172.2808, 854.9193, 950.9619, 1059.307, 237.2288, 1278.5, 789.6158
22.9, 222.0987, 1322.529, 890.5353, 0.9951987, 299.5675, 12.15012, 273.9411, 0.6427806, 1191.386, 157.8888, 817.3965, 892.2423, 1012.26, 227.2515, 1313.211, 881.2757
23, 278.2925, 1313.183, 835.4468, 0.9428046, 282.5483, 11.48473, 261.4105, 0.6043341, 1133.767, 144.6991, 781.5205, 837.1486, 998.6906, 217.6939, 1339.59, 838.8375
23.1, 262.1242, 1251.233, 783.7659, 0.8931688, 266.4959, 10.85577, 249.4531, 0.5681872, 1078.934, 132.6112, 845.6736, 895.4829, 1011.635, 208.5382, 1275.224, 798.4428
23.2, 246.8952, 1280.446, 735.2821, 0.8461462, 251.3556, 10.26126, 238.0426, 0.5342023, 1026.753, 124.084, 862.1537, 1030.012, 966.705, 199.7676, 1308.746, 759.9933
23.3, 258.9398, 1183.53, 689.7975, 51.30188, 296.6334, 9.69931, 227.1541, 0.5022502, 977.0964, 192.7379, 848.7055, 966.4109, 923.77, 191.3659, 1324.051, 793.1709
23.4, 243.8959, 1093.949, 738.1507, 48.60099, 351.0049, 9.168134, 216.7637, 0.4722092, 929.8409, 176.6369, 856.3167, 906.7375, 912.7181, 183.3175, 1287.213, 998.1749
23.5, 229.7259, 1011.149, 692.4886, 46.0423, 331.0634, 65.90154, 206.8485, 49.88258, 956.1374, 171.6502, 840.5969, 850.7487, 965.3511, 175.6076, 1346.105, 985.0048
23.6, 216.3792, 1042.375, 834.7198, 43.61831, 409.4414, 234.8693, 197.3869, 146.0386, 1040.645, 157.3109, 908.2706, 798.2172, 969.0544, 168.222, 1376.329, 1175.231
23.7, 203.808, 967.0247, 783.0839, 41.32194, 544.9211, 222.0068, 188.358, 274.472, 990.3161, 144.1695, 868.4062, 852.179, 1043.95, 199.5054, 1428.837, 1275.368
23.8, 191.9671, 893.8311, 734.6423, 39.14647, 513.9627, 209.8488, 179.7422, 436.2155, 942.4212, 132.1259, 894.7753, 799.559, 997.5847, 245.4221, 1360.183, 1213.952
23.9, 180.8141, 918.6314, 689.1972, 37.08553, 484.7631, 198.3565, 171.5204, 607.6177, 896.8427, 121.0883, 925.6502, 750.1882, 953.2783, 235.1002, 1294.828, 1155.493
24, 267.6389, 849.1007, 646.5634, 35.13309, 457.2224, 187.4936, 163.6748, 792.3306, 906.7708, 252.0222, 885.023, 703.866, 910.9396, 225.2125, 1232.613, 1099.85
24.1, 252.0895, 784.8328, 606.567, 33.28344, 439.2234, 177.2256, 156.188, 744.9391, 862.9165, 230.9688, 890.2548, 660.404, 870.4813, 215.7406, 1173.387, 1046.886
24.2, 237.4435, 725.4292, 580.5693, 31.53117, 414.27, 167.52, 149.0437, 700.3822, 821.1831, 211.6741, 851.1811, 619.6257, 831.82, 206.6671, 1117.007, 996.4728
24.3, 223.6485, 875.1511, 544.6553, 29.87115, 462.3391, 158.3458, 142.2261, 658.4904, 781.468, 193.9913, 813.8223, 581.3654, 794.8758, 197.9751, 1063.336, 948.4871
24.4, 337.8951, 861.456, 510.9629, 28.29852, 468.5194, 149.6741, 135.7204, 619.1042, 743.6738, 177.7857, 827.4316, 545.4675, 759.5724, 189.6488, 1012.244, 1037.057
24.5, 318.264, 796.2529, 479.3546, 26.80869, 458.54, 141.4773, 129.5123, 705.5358, 707.7073, 285.5055, 791.1152, 511.7863, 725.8369, 181.6726, 963.6069, 1011.362
24.6, 299.7734, 795.4869, 449.7017, 25.3973, 432.4891, 133.7294, 123.5882, 663.3358, 758.595, 280.5273, 756.3928, 480.1848, 693.5998, 174.0319, 917.3066, 962.6591
24.7, 282.3571, 735.2769, 556.0054, 24.06021, 407.9182, 126.4058, 117.9351, 676.2742, 786.1854, 257.0926, 723.1943, 450.5346, 694.5345, 166.7125, 1010.984, 1153.14
24.8, 341.9193, 841.0771, 594.9886, 22.79351, 384.7433, 119.4832, 112.5405, 740.5965, 748.163, 235.6156, 736.9929, 710.0359, 834.1673, 159.701, 1087.861, 1182.093
24.9, 322.0543, 777.4164, 558.1826, 21.5935, 362.885, 112.9398, 107.3927, 696.2994, 711.9794, 215.9328, 719.2745, 666.1929, 797.1188, 152.9844, 1035.59, 1397.428
25, 303.3435, 718.5742, 620.3676, 20.45667, 342.2685, 106.7547, 102.4803, 654.6518, 677.5458, 197.8942, 714.3054, 625.0572, 761.7158, 176.3398, 985.8313, 1330.134
25.1, 285.7198, 664.1857, 581.9916, 19.37969, 322.8233, 100.9083, 97.79269, 615.4952, 644.7776, 181.3625, 682.9542, 586.4615, 727.8851, 168.9234, 1044.462, 1374.462
25.2, 269.1199, 613.9139, 586.9725, 18.35941, 304.4828, 95.38214, 93.31946, 578.6807, 613.5941, 166.2119, 652.979, 550.249, 695.557, 161.8188, 994.2766, 1308.274
25.3, 300.4057, 567.4471, 550.6624, 17.39284, 287.1844, 90.15859, 89.05086, 544.0682, 583.9187, 152.3269, 751.0713, 516.2725, 664.6647, 155.0131, 971.5364, 1245.274
25.4, 282.9527, 615.6317, 516.5983, 165.4982, 270.8686, 85.22111, 84.97751, 511.526, 555.6785, 139.6018, 718.1064, 484.394, 635.1445, 148.4937, 924.8552, 1185.307
25.5, 266.5136, 584.0677, 484.6415, 156.7852, 255.4798, 80.55402, 81.09048, 480.9302, 528.8041, 127.9397, 741.7283, 454.4838, 606.9353, 156.0341, 908.9606, 1171.409
25.6, 251.0296, 539.86, 454.6616, 174.0088, 240.9653, 76.14252, 77.38125, 463.9612, 625.6812, 117.2519, 791.8253, 426.4206, 579.979, 229.45, 865.2861, 1114.999
25.7, 283.5074, 563.7252, 426.5362, 164.8478, 289.4617, 71.97262, 73.84168, 436.2104, 725.9706, 107.4569, 839.5635, 400.0902, 554.22, 219.7999, 889.9413, 1061.306
25.8, 267.0361, 592.0452, 400.1506, 219.9932, 273.0166, 68.03107, 70.46403, 494.1312, 773.4208, 98.48021, 899.576, 375.3856, 529.605, 210.5556, 847.1806, 1136.874
25.9, 251.5218, 547.2336, 444.1993, 208.4112, 257.5058, 64.30539, 67.24088, 464.5758, 736.0157, 90.25337, 944.4546, 352.2065, 710.8787, 201.7002, 806.4745, 1082.127
26, 236.9088, 610.0375, 416.7211, 197.439, 242.8762, 60.78374, 64.16515, 436.7883, 737.49, 178.2723, 903.002, 330.4586, 679.3059, 193.2171, 767.7243, 1186.623
26.1, 269.196, 589.8482, 390.9427, 213.3364, 229.0777, 57.45495, 61.23012, 410.6628, 853.3799, 163.3798, 890.7621, 310.0536, 690.3094, 185.0909, 730.8359, 1241.531
26.2, 253.5561, 545.2029, 424.5235, 202.1049, 216.0632, 54.30846, 58.42934, 386.0999, 828.0031, 149.7314, 897.3251, 290.9086, 729.4608, 177.3064, 737.8223, 1204.906
26.3, 254.1991, 558.1437, 496.8427, 201.687, 203.7881, 51.33429, 55.75667, 363.0061, 897.9259, 137.2231, 950.8639, 272.9457, 771.8166, 169.8494, 737.82, 1196.058
26.4, 239.4306, 525.3161, 466.108, 267.0337, 192.2103, 48.523, 53.20626, 423.0741, 935.701, 244.6614, 909.13, 256.092, 820.81, 162.7059, 840.8953, 1159.614
26.5, 225.5201, 514.1746, 448.6512, 252.9752, 181.2903, 45.86566, 50.7725, 397.7688, 890.4476, 224.2229, 869.2278, 240.279, 854.9974, 155.8629, 863.7036, 1126.911
26.6, 212.4177, 475.257, 420.8976, 556.9271, 197.2862, 43.35385, 48.45007, 373.9772, 958.1667, 205.4918, 831.077, 225.4423, 817.0238, 174.177, 904.1013, 1252.232
26.7, 200.0766, 510.115, 414.3532, 949.3466, 186.0778, 40.9796, 46.23388, 351.6086, 963.5337, 188.3254, 855.5607, 211.5218, 780.7367, 166.8515, 999.9948, 1191.93
26.8, 279.8533, 582.6374, 388.7213, 899.3664, 175.5062, 38.73538, 44.11905, 330.5779, 916.9341, 172.5931, 932.089, 198.4609, 746.0613, 159.8341, 951.946, 1275.576
26.9, 314.3649, 538.5379, 411.6266, 852.0175, 196.2251, 36.61406, 42.10097, 319.2054, 1003.59, 158.175, 891.1792, 186.2064, 712.9259, 153.1119, 906.2061, 1214.15
27, 296.1008, 497.7763, 459.0301, 807.1614, 185.077, 34.60891, 40.17519, 300.1128, 1105.349, 144.9614, 852.0649, 174.7086, 942.6509, 146.6724, 862.6639, 1155.682
27.1, 278.8978, 460.0999, 430.6345, 764.6668, 174.5623, 32.71357, 38.3375, 359.7925, 1051.891, 132.8516, 814.6674, 163.9208, 924.8782, 194.1502, 952.5065, 1137.195
27.2, 262.6943, 425.2752, 404.5774, 724.4094, 164.6449, 30.92203, 36.58387, 338.2723, 1001.018, 121.7535, 778.9112, 153.7991, 883.8008, 185.9847, 927.2093, 1199.778
27.3, 247.4322, 393.0863, 379.5502, 740.7452, 155.291, 29.2286, 34.91046, 318.0393, 952.6055, 111.5825, 872.7982, 144.3024, 844.5479, 178.1626, 882.658, 1142.002
27.4, 279.7494, 434.3712, 379.5897, 701.7473, 146.4685, 27.62791, 33.31359, 299.0165, 906.5344, 102.2611, 834.4907, 135.3921, 827.4703, 170.6695, 944.1888, 1087.009
27.5, 263.4965, 401.4938, 437.796, 796.0891, 138.1472, 26.11489, 31.78976, 281.1315, 950.045, 93.71841, 797.8646, 127.032, 790.7193, 163.4916, 898.8215, 1034.663
27.6, 248.1878, 371.105, 471.9609, 754.1774, 189.3572, 24.68472, 30.33564, 264.3163, 904.0978, 85.88937, 882.6841, 119.1881, 828.8536, 238.799, 855.6342, 984.8387
27.7, 233.7685, 358.1757, 442.7654, 714.4723, 178.5993, 23.33287, 28.94803, 351.8114, 860.3727, 78.71435, 843.9427, 111.8285, 792.0411, 228.7557, 814.5219, 1089.679
