 , C000, C002, C004, C005, C007, C008, C009, C010, C011, C012, C013, C022, C025, C030, C048, C096
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
189.7, 257.82, 38.16887, 0.4611227, 72.25755, 40.71277, 78.25785, 460.0059, 13.77839, 1866.292, 14.79387, 1261.155, 37.19914, 1757.45, 939.2715, 2048.449, 35.10726
189.8, 286.5905, 35.27989, 0.4325976, 68.45341, 38.39977, 112.3173, 438.9643, 12.95427, 1857.954, 13.55802, 1285.916, 34.90218, 1868.798, 962.894, 2061.109, 33.41665
189.9, 269.94, 32.60958, 0.4058371, 86.30171, 36.21817, 106.1663, 418.8853, 12.17943, 1781.136, 12.42542, 1229.476, 32.74706, 1829.722, 1117.987, 1993.843, 31.80746
190, 254.257, 30.14138, 0.380732, 81.75819, 34.16052, 100.3522, 399.7247, 11.45095, 1797.464, 11.38742, 1241.507, 30.72501, 1768.154, 1070.967, 1993.624, 30.27575
190.1, 289.5644, 27.85999, 0.3571799, 77.45387, 32.21977, 125.4662, 381.4406, 10.76604, 1710.533, 10.43614, 1187.016, 28.82782, 1861.555, 1025.925, 1897.833, 28.81781
190.2, 378.6384, 25.75129, 0.3350847, 73.37617, 30.38928, 118.5951, 363.9928, 10.12209, 1698.686, 9.564326, 1134.918, 27.04778, 1778.877, 982.7769, 1934.652, 27.43007
190.3, 356.6401, 23.80219, 0.3143563, 90.99954, 28.66278, 112.1003, 436.3602, 9.516659, 1645.118, 8.765342, 1085.106, 25.37764, 1699.87, 1132.453, 1920.209, 26.10917
190.4, 335.92, 22.00061, 0.2949102, 86.20869, 27.03437, 105.9612, 416.4002, 8.947441, 1599.842, 8.033103, 1037.48, 23.81064, 1716.926, 1084.825, 1896.485, 24.85187
190.5, 342.7487, 20.3354, 0.2766671, 81.67007, 25.49848, 100.1583, 397.3533, 8.41227, 1522.469, 7.362034, 991.9443, 22.34039, 1738.682, 1102.992, 1805.361, 23.65511
190.6, 322.8356, 18.79622, 0.2595524, 77.37039, 24.04984, 94.6732, 379.1776, 7.909108, 1448.837, 6.747025, 948.4073, 20.96093, 1661.46, 1056.602, 1739.97, 22.51599
190.7, 331.3378, 17.37354, 0.2434965, 73.29708, 22.6835, 130.7446, 361.8333, 7.436042, 1503.11, 6.183393, 906.7813, 19.66664, 1611.431, 1130.555, 1788.84, 21.43172
190.8, 445.8454, 16.05855, 0.2284338, 110.204, 21.39479, 123.5844, 387.232, 6.991272, 1430.415, 5.666845, 866.9822, 18.45228, 1558.143, 1083.007, 1702.888, 20.39966
190.9, 435.6823, 14.84309, 0.2143028, 104.4021, 20.17929, 116.8164, 424.3353, 6.573104, 1361.235, 5.193449, 895.1663, 17.3129, 1488.94, 1037.458, 1621.067, 19.41731
191, 477.0746, 13.71962, 0.201046, 98.90564, 19.03285, 110.419, 404.9254, 6.179949, 1363.777, 4.759599, 855.877, 16.24387, 1422.81, 1040.664, 1587.35, 18.48226
191.1, 449.3574, 12.68119, 0.1886093, 93.69856, 17.95155, 104.3719, 386.4034, 5.810309, 1350.692, 4.361992, 818.3122, 15.24085, 1490.617, 1064.573, 1589.034, 17.59224
191.2, 560.8801, 11.72136, 0.1769419, 88.76562, 16.93167, 98.65607, 368.7286, 5.462778, 1328.98, 3.9976, 782.3961, 14.29977, 1521.619, 1019.799, 1512.683, 16.74508
191.3, 528.2939, 10.83418, 0.1659963, 149.8542, 15.96974, 93.25323, 351.8623, 5.136034, 1264.706, 3.663649, 748.0563, 13.41679, 1454.038, 1119.293, 1515.352, 15.93871
191.4, 546.3713, 65.90253, 0.1557277, 141.9648, 15.06245, 88.14626, 335.7674, 4.828834, 1203.541, 3.357595, 786.7452, 12.58834, 1506.826, 1107.962, 1442.541, 15.17117
191.5, 514.6281, 60.9144, 0.1460944, 151.7061, 14.20671, 83.31898, 363.8298, 4.540008, 1145.334, 3.077109, 752.2146, 11.81104, 1439.902, 1137.161, 1373.228, 14.4406
191.6, 484.7291, 56.30383, 0.137057, 143.7193, 13.39959, 78.75607, 347.1875, 4.268457, 1089.942, 2.820053, 850.483, 11.08174, 1375.95, 1089.335, 1307.246, 13.7452
191.7, 612.1604, 52.04222, 0.1285786, 136.1529, 12.63832, 74.44303, 415.6019, 4.013149, 1037.229, 2.584472, 813.1548, 10.39747, 1314.839, 1137.257, 1310.829, 13.0833
191.8, 601.963, 120.7985, 0.1206248, 128.9848, 11.92031, 70.3662, 396.5915, 3.773111, 1031.004, 2.368571, 777.4651, 9.75545, 1376.886, 1089.427, 1311.653, 12.45326
191.9, 609.3833, 125.172, 0.1131629, 122.1942, 11.24308, 66.51263, 404.4948, 3.547431, 981.1416, 2.170705, 743.3418, 9.153075, 1384.567, 1125.568, 1329.318, 11.85357
192, 640.4054, 164.02, 0.1061626, 115.761, 10.60433, 62.87011, 385.9925, 3.335249, 1036.135, 1.989369, 764.7156, 8.587895, 1323.073, 1078.23, 1341.674, 11.28276
192.1, 603.1989, 151.6054, 0.0995954, 145.6834, 10.00187, 59.42706, 423.4139, 3.135758, 1143.418, 1.823181, 759.86, 8.057614, 1264.31, 1074.289, 1277.208, 10.73943
192.2, 568.1541, 140.1305, 0.09343442, 168.9808, 9.433637, 56.17257, 467.0471, 2.9482, 1088.118, 1.670876, 726.5093, 7.560077, 1323.547, 1120.577, 1285.254, 10.22227
192.3, 535.1453, 144.5412, 0.08765455, 160.0845, 8.897686, 95.49075, 480.53, 2.77186, 1084.811, 1.531295, 807.5934, 7.093261, 1277.896, 1073.448, 1223.499, 9.730009
192.4, 504.0542, 133.601, 0.08223224, 151.6565, 8.392184, 107.6368, 503.531, 2.606067, 1045.695, 1.403374, 844.5262, 6.65527, 1357.625, 1028.302, 1262.549, 9.261456
192.5, 490.1068, 123.4888, 0.07714535, 208.6877, 7.915401, 123.794, 480.4985, 2.450191, 1167.297, 1.286139, 807.4596, 6.244323, 1390.904, 1148.955, 1201.885, 8.815466
192.6, 461.6324, 114.142, 0.07237313, 197.7009, 7.465706, 117.0145, 458.5197, 2.303638, 1110.843, 1.178697, 946.3401, 5.858752, 1329.128, 1100.633, 1144.136, 8.390953
192.7, 568.4935, 105.5027, 0.06789612, 187.2926, 7.041559, 110.6063, 437.5461, 2.165851, 1075.866, 1.080231, 945.0753, 5.496989, 1302.236, 1329.44, 1089.161, 7.986883
192.8, 535.465, 97.51723, 0.06369606, 177.4322, 6.641509, 104.549, 417.532, 2.036305, 1040.594, 0.989991, 1043.914, 5.157564, 1244.399, 1333.568, 1137.355, 7.602271
192.9, 552.4133, 90.13621, 0.05975582, 168.0909, 6.264186, 98.8234, 538.1193, 1.914508, 1108.717, 0.9072892, 998.0961, 4.839097, 1223.569, 1471.306, 1125.274, 7.236179
193, 520.319, 83.31385, 0.05605932, 159.2414, 5.908301, 93.41139, 513.5047, 1.799996, 1108.68, 0.8314961, 954.2892, 4.540295, 1388.899, 1409.427, 1071.206, 6.887718
193.1, 490.0893, 77.00787, 0.05259148, 150.8579, 5.572634, 88.29577, 576.0487, 1.692333, 1055.061, 0.7620347, 933.6142, 4.259943, 1327.213, 1490.708, 1081.728, 6.556036
193.2, 461.616, 71.17919, 0.04933817, 142.9157, 5.256038, 83.4603, 549.6992, 1.59111, 1004.035, 0.6983759, 936.1381, 3.996903, 1268.266, 1658.653, 1029.752, 6.240327
193.3, 477.6121, 65.79168, 0.04628611, 135.3916, 4.957428, 78.88964, 524.5549, 1.495942, 1108.831, 0.640035, 895.0505, 3.750104, 1316.609, 1725.51, 1155.878, 5.939821
193.4, 514.6562, 60.81194, 0.04342284, 128.2636, 4.675783, 117.3964, 500.5608, 1.406465, 1055.205, 0.5865678, 892.9468, 3.518544, 1258.134, 1652.939, 1142.121, 5.653786
193.5, 484.7555, 56.20912, 0.04073671, 121.511, 4.410139, 110.9672, 514.8583, 1.32234, 1143.953, 0.5375671, 853.755, 3.301283, 1342.431, 1782.34, 1148.946, 5.381526
193.6, 478.218, 51.95469, 0.03821673, 115.1138, 4.159587, 104.8902, 491.3077, 1.243248, 1088.628, 0.4926598, 916.7458, 3.097437, 1282.809, 1895.043, 1162.672, 5.122375
193.7, 456.7747, 48.02226, 0.03585264, 109.0534, 3.92327, 99.1459, 468.8344, 1.168885, 1035.978, 0.4515041, 876.5094, 2.906178, 1288.745, 1939.33, 1178.041, 4.875705
193.8, 471.3752, 44.38749, 0.03363479, 103.3121, 3.700378, 93.71623, 447.389, 1.098971, 985.8752, 0.4137863, 838.039, 2.726729, 1231.507, 1857.767, 1145.308, 4.640913
193.9, 443.9891, 41.02782, 0.03155414, 97.873, 3.49015, 92.05824, 473.7576, 1.033239, 973.0889, 0.3792195, 1019.076, 2.55836, 1365.267, 1967.398, 1224.414, 4.417428
194, 418.1941, 37.92245, 0.0296022, 150.3288, 3.291865, 87.01672, 452.0871, 0.9714378, 943.0218, 0.3475403, 974.3481, 2.400388, 1304.63, 1925.226, 1165.582, 4.204705
194.1, 407.5963, 35.05212, 0.027771, 142.4144, 3.104845, 82.2513, 431.4078, 0.9133334, 962.2881, 0.3185075, 931.5836, 2.25217, 1266.19, 1948.302, 1134.629, 4.002225
194.2, 383.9157, 32.39904, 0.02605309, 134.9168, 2.928451, 77.74685, 411.6744, 0.8587043, 1035.171, 0.2919, 890.6959, 2.113104, 1209.954, 1939.852, 1104.079, 3.809496
194.3, 361.6108, 136.5505, 0.02444144, 127.8138, 2.762077, 136.5242, 392.8436, 0.8073428, 985.1067, 0.2675153, 851.6028, 1.982625, 1156.215, 1954.037, 1086.7, 3.626048
194.4, 399.0851, 126.2151, 0.02292949, 121.0848, 2.605156, 187.8799, 404.096, 0.7590534, 937.4637, 0.2451676, 814.2256, 1.860203, 1247.883, 1913.105, 1083.474, 3.451434
194.5, 402.8373, 129.4626, 0.02151107, 114.7101, 2.45715, 177.5908, 470.7757, 0.7136523, 984.1971, 0.2246868, 828.9478, 1.74534, 1324.383, 1847.854, 1232.831, 3.285228
194.6, 463.059, 129.2536, 0.02018039, 108.6709, 2.317553, 167.8651, 449.2415, 0.6709668, 936.5982, 0.2059169, 855.6172, 1.63757, 1301.943, 2068.407, 1444.727, 3.127027
194.7, 450.823, 119.4704, 0.01893203, 102.9497, 2.185886, 158.6721, 510.0267, 0.6308344, 992.6624, 0.1887151, 818.0637, 1.536454, 1244.119, 2047.701, 1511.634, 2.976443
194.8, 556.0906, 110.4278, 0.0177609, 97.52975, 2.0617, 149.9825, 624.3115, 0.5931025, 944.6541, 0.1729502, 876.0289, 1.441582, 1188.863, 2120.088, 1439.001, 2.833111
194.9, 569.8052, 123.6737, 0.0166622, 92.39511, 1.94457, 141.7688, 595.7543, 0.5576273, 937.8475, 0.1585023, 837.5796, 1.352568, 1313.577, 2030.922, 1410.816, 2.696681
195, 536.7005, 114.3129, 0.01563148, 87.53079, 1.834093, 134.0049, 568.5034, 0.5242741, 985.4672, 0.1452613, 800.8178, 1.26905, 1376.433, 2093.127, 1431.049, 2.566821
195.1, 505.5191, 138.816, 0.01466452, 82.92256, 1.729894, 126.6662, 542.499, 0.4929157, 959.1408, 0.1331265, 765.6696, 1.19069, 1315.3, 2052.121, 1483.324, 2.443215
195.2, 476.1493, 128.3091, 0.01375737, 78.55695, 1.631614, 119.7294, 776.5517, 0.4634331, 912.7537, 0.1220054, 732.064, 1.117167, 1256.883, 2112.909, 1481.355, 2.325561
195.3, 600.3546, 118.5974, 0.01290634, 74.42117, 1.538917, 113.1724, 836.9617, 0.4357139, 1011.64, 0.1118133, 699.9333, 1.048185, 1249.216, 2067.612, 1472.52, 2.213572
195.4, 565.475, 109.6209, 0.01210795, 70.50312, 1.451487, 106.9746, 902.7028, 0.4096526, 1020.927, 12.89904, 669.213, 0.9834624, 1193.733, 2176.934, 1509.528, 2.106977
195.5, 572.5269, 101.3237, 0.01135895, 66.79134, 32.2042, 101.1162, 861.4115, 0.3851501, 971.5517, 11.82148, 639.8409, 0.922736, 1140.715, 2143.144, 1559.012, 2.005514
195.6, 539.264, 93.65459, 0.01065628, 63.27498, 30.37459, 95.57864, 948.4156, 0.3621132, 924.5643, 75.61116, 611.7579, 0.8657594, 1246.068, 2122.825, 1603.964, 1.908938
195.7, 556.4996, 136.1804, 0.009997086, 59.94375, 28.64893, 90.34432, 905.0334, 0.3404543, 1059.804, 69.29476, 584.9076, 0.812301, 1362.472, 2101.891, 1666.744, 1.817012
195.8, 524.168, 125.873, 0.009378665, 56.7879, 40.64853, 85.39667, 974.5659, 0.3200907, 1008.548, 114.8511, 665.6522, 0.7621434, 1301.959, 2074.573, 1739.688, 1.729513
195.9, 535.2254, 116.3458, 0.008798501, 53.79819, 147.1138, 80.71996, 929.9875, 0.3009452, 999.1675, 105.2567, 660.58, 0.715083, 1244.134, 2061.17, 1702.701, 1.646227
196, 504.1297, 107.5396, 0.008254224, 50.96588, 138.7559, 202.9945, 959.1713, 0.2829449, 1040.312, 96.46377, 696.5124, 0.6709284, 1367.187, 2070.427, 1775.719, 1.566952
196.1, 474.8406, 99.4, 0.007743618, 48.28268, 130.8728, 191.8776, 949.6055, 0.2660211, 989.9991, 88.40538, 665.9421, 0.6295003, 1356.869, 2161.334, 1705.159, 1.491495
196.2, 584.0007, 91.87647, 0.007264597, 45.74075, 123.4375, 230.8597, 906.1688, 0.2501097, 942.1196, 81.02018, 776.8901, 0.5906302, 1367.002, 2206.748, 1718.831, 1.419671
196.3, 550.0713, 84.92239, 0.006815208, 43.33263, 182.5313, 218.2168, 864.719, 0.2351499, 896.5557, 74.25192, 742.792, 0.5541603, 1318.715, 2113.937, 1796.677, 1.351306
196.4, 518.1131, 87.36621, 0.006393619, 41.0513, 203.9873, 206.2663, 825.1652, 0.221085, 899.9167, 68.04907, 710.1905, 0.5199423, 1339.634, 2160.656, 1748.567, 1.286233
196.5, 488.0116, 103.774, 0.005998109, 38.89008, 246.0287, 194.9702, 863.8567, 0.2078612, 856.3939, 89.45292, 679.0199, 0.4878372, 1409.988, 2249.28, 1778.718, 1.224294
196.6, 535.3815, 95.91937, 0.005627065, 36.84264, 232.0512, 184.2928, 824.3423, 0.1954285, 1008.115, 81.98021, 649.2174, 0.4577144, 1388.114, 2175.811, 1728.68, 1.165338
196.7, 504.2767, 88.65929, 0.005278975, 34.90298, 218.8677, 186.9777, 828.2553, 0.1837394, 1083.974, 75.13175, 620.723, 0.4294517, 1362.243, 2264.727, 1824.049, 1.10922
196.8, 474.9791, 81.94872, 0.004952417, 33.06545, 286.8601, 176.738, 790.3694, 0.1727494, 1031.55, 68.8554, 593.4791, 0.4029342, 1487.646, 2169.478, 1805.597, 1.055805
196.9, 453.7105, 75.74606, 0.00464606, 31.32465, 270.5628, 261.6339, 923.6765, 0.1624168, 1020.939, 63.10336, 567.431, 0.378054, 1445.797, 2116.726, 1899.411, 1.004962
197, 570.3214, 70.01289, 0.004358654, 29.67551, 353.1755, 315.1041, 881.4258, 0.1527022, 1101.808, 57.83184, 542.5262, 0.3547101, 1418.775, 2192.053, 1831.81, 0.956568
197.1, 537.1866, 64.71365, 0.004089028, 28.11318, 393.3199, 297.8476, 921.3517, 0.1435686, 1048.521, 53.00068, 770.806, 0.3328076, 1579.989, 2131.336, 1900.749, 0.910504
197.2, 585.0008, 206.7734, 0.00383608, 26.63311, 370.9743, 389.0396, 904.5193, 0.1349814, 1238.55, 48.57312, 736.975, 352.6945, 1598.691, 2055.579, 1809.42, 0.8666582
197.3, 554.5635, 360.5375, 0.00359878, 25.23096, 349.8983, 367.734, 863.145, 0.1269078, 1192.35, 134.804, 704.6288, 330.9165, 1650.504, 2094.068, 1830.318, 0.8249239
197.4, 580.2599, 333.2487, 0.003376159, 23.90263, 330.0196, 439.6602, 875.3235, 0.1193171, 1289.683, 123.5428, 673.7023, 310.4832, 1577.199, 2005.996, 1742.373, 0.7851993
197.5, 546.5478, 327.5605, 0.003167309, 22.64423, 334.337, 485.2142, 847.282, 0.1121804, 1335.15, 212.991, 644.1332, 291.3116, 1507.15, 2084.05, 1692.179, 0.7473876
197.6, 514.7943, 303.8567, 0.002971379, 21.45208, 315.3424, 520.4728, 808.5258, 0.1054706, 1312.116, 195.1981, 682.5896, 273.3239, 1562.762, 1996.4, 1706.504, 0.7113968
197.7, 547.1683, 280.8579, 0.00278757, 20.32269, 297.427, 491.9694, 808.3245, 0.09916206, 1248.658, 178.8917, 652.6304, 256.4468, 1655.692, 2307.261, 1784.997, 0.6771392
197.8, 515.3788, 259.5999, 0.00261513, 19.25276, 280.5293, 485.8661, 771.3502, 0.0932309, 1253.668, 163.9474, 623.9861, 240.6119, 1582.157, 2210.223, 1699.23, 0.6445312
197.9, 485.4362, 239.951, 0.002453358, 18.23916, 337.9793, 459.2579, 826.3705, 0.0876545, 1299.692, 150.2516, 596.5991, 225.7547, 1511.887, 2159.06, 1683.273, 0.6134935
198, 457.2331, 221.7892, 0.002301593, 17.27893, 318.7778, 434.1069, 878.3998, 0.08241164, 1236.835, 137.6999, 626.4211, 211.8149, 1444.739, 2170.041, 1749.777, 0.5839504
198.1, 430.6686, 248.9418, 0.002159216, 16.36925, 300.6672, 437.9742, 838.2202, 68.45879, 1177.018, 126.1967, 598.9272, 198.7359, 1520.834, 2163.675, 1768.577, 0.55583
198.2, 405.6475, 230.0995, 0.002025647, 15.50745, 283.5854, 413.9887, 799.8784, 134.9331, 1120.093, 115.6545, 572.64, 186.4644, 1585.208, 2072.676, 1683.599, 0.5290638
198.3, 382.0801, 212.6834, 0.00190034, 14.69104, 267.4742, 391.3169, 867.5042, 126.8623, 1150.564, 105.993, 547.5066, 174.9507, 1514.803, 1985.504, 1602.704, 0.5035864
198.4, 359.8819, 196.5855, 0.001782785, 13.9176, 252.2782, 369.8866, 827.8229, 119.2743, 1094.919, 97.13854, 523.4763, 164.1479, 1447.525, 2147.602, 1625.034, 0.479336
198.5, 362.3073, 181.7061, 0.001672502, 13.18488, 237.9456, 349.63, 789.9568, 112.1402, 1041.965, 89.02379, 562.0135, 154.0122, 1383.234, 2063.969, 1546.953, 0.4562533
198.6, 416.038, 167.9528, 0.001569041, 12.49074, 224.4273, 330.4827, 882.5446, 105.4328, 1154.657, 81.58692, 613.561, 144.5023, 1517.913, 2208.778, 1798.717, 0.4342822
198.7, 460.6824, 155.2406, 0.00147198, 11.83314, 211.677, 312.384, 903.8387, 99.12656, 1151.826, 74.77132, 600.6681, 135.5797, 1543.349, 2115.882, 1712.291, 0.4133691
198.8, 433.9175, 143.4905, 0.001380923, 11.21016, 199.651, 295.2764, 862.4954, 93.19753, 1096.12, 68.52508, 620.7322, 127.208, 1536.773, 2230.761, 1772.405, 0.3934632
198.9, 408.7076, 132.6298, 0.001295499, 10.61998, 188.3083, 279.1058, 823.0433, 87.62312, 1216.347, 69.70377, 593.488, 401.6761, 1468.52, 2189.035, 1817.648, 0.3745157
199, 387.4612, 122.5911, 0.001215359, 10.06087, 177.61, 263.8207, 821.971, 82.38214, 1157.521, 63.88086, 799.0211, 376.8736, 1418.948, 2096.969, 1730.312, 0.3564807
199.1, 388.799, 113.3123, 0.001140177, 9.531195, 192.1205, 249.3727, 899.488, 77.45464, 1277.778, 58.54439, 763.9517, 353.6026, 1456.248, 2137.589, 1758.554, 0.3393143
199.2, 402.2681, 104.7357, 0.001069646, 9.029407, 181.2056, 235.716, 884.3403, 72.82186, 1288.816, 53.65371, 892.7316, 331.7686, 1676.421, 2047.687, 1808.212, 0.3229744
199.3, 397.7488, 96.80833, 0.001003477, 8.554036, 225.8605, 279.1131, 934.5956, 68.46619, 1297.745, 49.17159, 853.5491, 311.2827, 1601.965, 2118.893, 1912.027, 0.3074214
199.4, 499.0871, 89.48096, 0.000941402, 8.103692, 213.0288, 263.8276, 972.6308, 64.37103, 1234.982, 45.0639, 952.3019, 292.0618, 1943.428, 2167.165, 1909.215, 0.2926174
199.5, 470.091, 82.7082, 0.0008831668, 7.677058, 200.9261, 249.3793, 928.1409, 60.52082, 1382.729, 107.1496, 910.5049, 274.0277, 1897.948, 2081.917, 1907.006, 0.2785262
199.6, 455.1833, 88.78388, 0.000828534, 7.272884, 189.5109, 235.7221, 885.686, 56.9009, 1531.153, 159.5016, 906.8905, 257.1071, 1920.146, 2090.366, 1815.376, 0.2651137
199.7, 428.7379, 82.06388, 0.0007772808, 6.889989, 178.7443, 222.8129, 903.8467, 53.4975, 1457.102, 146.1772, 867.0867, 241.2314, 1834.865, 2245.465, 1883.748, 0.252347
199.8, 403.829, 75.85251, 0.0007291982, 6.527253, 168.5893, 288.3816, 862.5031, 50.29767, 1444.249, 133.9658, 829.0298, 226.336, 1784.667, 2198.8, 1805.45, 0.2401951
199.9, 445.6502, 70.11127, 0.0006840899, 6.183613, 159.0113, 278.3963, 823.0506, 47.28923, 1374.4, 122.7746, 892.4183, 212.3603, 1858.992, 2227.89, 1745.04, 0.2286284
200, 435.7841, 64.80459, 19.12773, 5.858065, 149.9774, 311.1967, 785.4027, 44.46073, 1362.847, 112.5183, 853.2496, 199.2476, 1776.427, 2148.947, 1698.209, 0.2176187
200.1, 414.8318, 59.89957, 17.94449, 5.549655, 141.4568, 309.3798, 749.4769, 41.80141, 1364.765, 116.6992, 815.8001, 186.9446, 1697.529, 2058.568, 1631.276, 0.2071391
200.2, 390.7308, 55.3658, 16.83444, 5.257483, 133.4203, 306.4564, 715.1945, 39.30115, 1298.76, 106.9504, 807.9991, 175.4012, 1637.392, 2058.244, 1561.212, 0.1971643
200.3, 368.03, 51.1752, 15.79306, 4.980693, 125.8403, 289.6735, 754.661, 36.95044, 1273.981, 98.01601, 772.5356, 164.5706, 1580.984, 2147.66, 1599.526, 0.1876697
200.4, 346.648, 47.30178, 14.8161, 4.718475, 118.691, 278.2491, 736.6816, 34.74033, 1212.367, 89.82795, 782.7043, 154.4088, 1632.547, 2083.581, 1522.67, 0.1786324
200.5, 326.5084, 43.72153, 13.89958, 4.470062, 111.9478, 271.669, 702.9844, 32.66241, 1175.801, 82.32391, 748.351, 144.8744, 1799.853, 2168.12, 1579.49, 0.1700303
200.6, 307.5388, 40.41227, 13.03975, 4.234727, 105.5878, 256.7912, 737.4942, 30.70878, 1181.945, 75.44674, 885.7219, 135.9288, 1839.74, 2076.934, 1527.965, 0.1618424
200.7, 354.4897, 37.35349, 12.23311, 4.011782, 99.58904, 242.7281, 727.5338, 28.872, 1124.782, 69.14407, 958.4663, 127.5355, 1977.214, 2132.063, 1490.683, 0.1540488
200.8, 333.8945, 34.52623, 11.47637, 3.800574, 93.93111, 229.4353, 694.2551, 27.14509, 1230.24, 63.36792, 916.3987, 119.6605, 1889.398, 2118.242, 1419.057, 0.1466305
200.9, 326.9044, 31.91296, 10.76644, 3.600485, 88.59464, 216.8704, 662.4985, 25.52147, 1170.741, 58.0743, 1208.928, 112.2718, 1871.613, 2060.62, 1390.549, 0.1395694
201, 342.4789, 29.49748, 10.10042, 3.410931, 83.56133, 204.9936, 731.5776, 23.99496, 1131.608, 53.22289, 1155.867, 105.3393, 1788.488, 1973.955, 1375.485, 0.1328484
201.1, 322.5814, 27.26484, 9.475612, 3.231356, 78.81399, 193.7672, 725.8245, 22.55975, 1217.257, 48.77676, 1105.136, 98.83485, 1709.055, 2053.604, 1343.137, 0.126451
201.2, 303.84, 25.20118, 8.889449, 3.061235, 74.33635, 183.1557, 692.6239, 21.21039, 1158.387, 44.70205, 1056.631, 92.73205, 1809.456, 2031.896, 1394.582, 0.1203617
201.3, 313.1738, 23.29371, 8.339547, 2.90007, 70.1131, 173.1252, 660.942, 19.94174, 1121.28, 40.96773, 1010.255, 87.00607, 1817.249, 2009.957, 1327.574, 0.1145656
201.4, 294.9789, 21.53062, 7.823662, 2.74739, 66.12978, 163.6441, 693.2184, 18.74897, 1081.979, 37.54537, 965.9144, 81.63367, 1736.538, 1925.423, 1346.699, 0.1090487
201.5, 277.8411, 19.90098, 7.33969, 2.602749, 62.37277, 154.6822, 661.5093, 17.62754, 1092.693, 34.40891, 923.5199, 76.59299, 1721.484, 1950.065, 1400.545, 0.1037974
201.6, 261.699, 18.39469, 6.885656, 2.465722, 58.8292, 146.2112, 631.2506, 16.57319, 1102.668, 31.53446, 882.9861, 71.86357, 1732.87, 2061.555, 1584.658, 0.09879895
201.7, 318.9162, 17.00241, 6.459709, 2.335909, 55.48696, 138.204, 653.9395, 15.5819, 1204.803, 28.90014, 844.2314, 67.42618, 1776.375, 2048.583, 1622.675, 0.09404124
201.8, 317.4547, 15.7155, 6.060111, 2.212931, 52.33459, 130.6353, 624.027, 14.6499, 1146.535, 26.48588, 807.1777, 63.26278, 1697.479, 2004.639, 1648.283, 0.08951264
201.9, 316.8669, 14.526, 5.685232, 2.096427, 49.36132, 123.4811, 595.4829, 13.77365, 1091.085, 24.2733, 771.7503, 59.35646, 1666.065, 2006.758, 1569.084, 0.08520211
202, 298.4575, 13.42654, 5.333543, 1.986056, 46.55697, 116.7188, 568.2444, 12.94981, 1038.317, 22.24556, 737.8778, 55.69135, 1731.456, 2125.446, 1559.073, 0.08109916
202.1, 444.5715, 12.41029, 5.003609, 1.881497, 43.91195, 110.3267, 636.5001, 12.17525, 988.1003, 20.38721, 705.492, 52.25255, 1654.556, 2099.201, 1523.994, 0.07719379
202.2, 418.7426, 11.47096, 4.694086, 1.782441, 41.41719, 104.2847, 607.3854, 11.44701, 940.3126, 18.68411, 674.5276, 49.02608, 1604.644, 2114.748, 1528.491, 0.07347649
202.3, 394.4144, 10.60273, 4.403709, 1.688601, 39.06417, 98.57365, 579.6024, 10.76233, 932.4083, 17.12328, 644.9223, 45.99885, 1533.376, 2062.148, 1455.049, 0.06993819
202.4, 371.4996, 9.800219, 4.131295, 1.599702, 36.84483, 93.17532, 631.0679, 10.11861, 887.3141, 15.69283, 616.6163, 43.15854, 1570.571, 1975.419, 1385.135, 0.06657028
202.5, 349.9161, 9.058446, 3.875733, 1.515482, 34.75157, 88.07262, 635.5085, 9.513387, 929.1411, 14.38189, 678.5356, 40.4936, 1500.816, 2044.454, 1359.901, 0.06336456
202.6, 329.5865, 8.372817, 3.63598, 1.435697, 32.77724, 83.24937, 606.4392, 8.944365, 884.2049, 13.18045, 648.7544, 37.99323, 1574.732, 2071.98, 1294.559, 0.06031321
202.7, 321.302, 7.739083, 3.411058, 1.360112, 30.91508, 78.69027, 578.6995, 8.409377, 841.4419, 12.07939, 777.689, 35.64724, 1504.792, 1984.837, 1232.357, 0.05740879
202.8, 324.5809, 7.153316, 3.200049, 1.288506, 29.15871, 74.38084, 552.2288, 7.906389, 854.2711, 11.0703, 743.5558, 33.44611, 1458.873, 2122.769, 1173.143, 0.05464425
202.9, 484.1802, 6.611886, 3.002094, 1.22067, 27.50212, 70.30741, 614.379, 7.433486, 812.9558, 10.14551, 710.9208, 31.3809, 1436.558, 2044.802, 1236.292, 0.05201283
203, 456.0502, 6.111436, 2.816384, 1.156406, 25.93965, 66.45706, 599.718, 6.988868, 877.1987, 9.297974, 679.7182, 29.44321, 1536.129, 2200.787, 1219.203, 0.04950812
203.1, 442.6444, 5.648865, 2.642163, 1.095524, 24.46595, 62.81758, 625.3861, 6.570845, 834.7745, 8.52124, 649.8851, 27.62516, 1507.283, 2108.227, 1160.621, 0.04712404
203.2, 416.9275, 5.221305, 2.478718, 1.037848, 23.07598, 59.37741, 596.7798, 6.177824, 876.7258, 7.809393, 754.1907, 25.91938, 1531.537, 2255.742, 1104.855, 0.04485476
203.3, 392.7047, 4.826108, 2.325385, 0.983209, 21.76497, 56.12564, 569.482, 5.808311, 1002.321, 7.157013, 721.0889, 24.31892, 1463.516, 2160.871, 1161.474, 0.04269475
