 , C001, C003, C006, C007, C008, C009, C011, C014, C015, C016, C017, C019, C020, C021, C022, C024, C025, C026, C027, C028, C029, C030, C031, C034, C035, C036, C037, C038, C039, C040, C043, C047, C048, C049, C051, C052, C053, C058, C060, C066, C067, C068, C069, C070, C072, C074, C075, C076, C077, C078, C079, C082, C084, C085, C086, C087, C088, C090, C091, C092, C093, C099, C101, C102, C108, C112, C113, C118, C119, C120, C121, C124, C125, C126, C130, C131, C134, C136, C137
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
329.5, 47.141, 261.9703, 201.5839, 293.5515, 215.2041, 570.1603, 172.2783, 146.8047, 385.5951, 649.2461, 1.707195, 32.31467, 249.1055, 662.9855, 0.001748524, 290.472, 874.3563, 57.16859, 331.9486, 1298.472, 106.9745, 260.2585, 285.6471, 968.7427, 405.7634, 246.5307, 629.3729, 322.847, 455.4354, 377.2739, 780.5387, 208.3697, 603.5184, 819.8775, 1073.371, 336.5207, 34.41635, 589.5759, 2617.38, 169.9904, 508.5909, 1027.965, 571.4297, 629.402, 353.6202, 1359.16, 747.7106, 220.4863, 893.4302, 0.1293221, 539.6326, 936.5884, 755.043, 1117.264, 0.04913683, 1846.578, 218.4612, 29.27316, 574.2095, 1117.277, 1861.15, 1446.723, 1228.116, 839.3009, 24.85189, 1388.001, 648.4439, 251.0291, 831.7329, 1188.771, 2075.051, 3862.896, 2040.813, 53.39132, 2101.984, 1251.31, 1200.283, 2008.634, 1883.532
329.6, 45.21065, 247.7458, 191.9094, 280.2249, 205.229, 545.8373, 164.8518, 169.3059, 435.0296, 617.6416, 1.624322, 30.93338, 236.1491, 632.8536, 0.001674179, 278.1827, 844.0238, 54.81672, 316.068, 1314.25, 102.2268, 246.9294, 273.9242, 974.7571, 415.229, 236.2109, 691.2042, 303.6503, 450.1623, 361.1427, 831.5737, 196.1622, 574.301, 782.7751, 1158.751, 322.4741, 32.70917, 565.3824, 2680.224, 161.0151, 503.4807, 983.7615, 544.9749, 761.3636, 382.6678, 1395.955, 790.6965, 209.2275, 916.2379, 0.1240476, 513.8849, 974.882, 746.0439, 1070.792, 0.04706722, 1841.796, 208.7502, 28.03362, 550.4841, 1196.168, 1782.417, 1502.319, 1338.802, 882.5677, 23.78897, 1408.176, 728.1896, 240.4712, 794.8915, 1227.861, 1992.036, 3915.101, 2096.112, 50.98456, 2134.431, 1196.318, 1244.428, 2067.824, 1962.662
329.7, 43.35935, 234.2937, 182.6991, 267.5034, 195.7164, 590.194, 157.7454, 168.1801, 416.6146, 587.5756, 1.545473, 29.61114, 223.8666, 647.5566, 0.001602995, 266.4135, 892.2275, 52.5616, 300.9471, 1311.694, 97.68984, 234.283, 299.7478, 933.5253, 465.4229, 226.3231, 694.9132, 322.2256, 431.3692, 345.7012, 795.9002, 184.6698, 588.7899, 814.1201, 1111.459, 340.0223, 31.08667, 651.2266, 2569.367, 152.5137, 558.8414, 941.4592, 519.7448, 723.6245, 426.7677, 1347.61, 780.3909, 198.5437, 877.2396, 0.1189883, 489.3658, 965.1091, 798.2902, 1093.439, 0.04508477, 1779.828, 199.4709, 26.84657, 609.9958, 1170.234, 1801.695, 1464, 1283.031, 898.3483, 22.7715, 1480.828, 696.5212, 230.3573, 801.7165, 1172.507, 1947.375, 3869.366, 2008.46, 48.6863, 2124.213, 1171.907, 1225.664, 2033.5, 1948.521
329.8, 41.58386, 261.1481, 173.9309, 255.3593, 186.6446, 565.0163, 150.9454, 166.797, 398.9791, 616.2916, 1.470451, 28.34542, 212.2229, 632.7901, 0.001534837, 255.1421, 910.4857, 50.39925, 344.0707, 1297.48, 93.35424, 222.2842, 287.4462, 894.0375, 443.5908, 216.8491, 693.8631, 303.0658, 468.1799, 330.92, 821.4084, 173.8508, 647.1711, 841.0757, 1066.098, 325.8296, 29.54465, 624.5032, 2571.617, 144.4611, 530.3296, 982.2201, 495.6827, 687.756, 408.7825, 1382.581, 745.9279, 232.6621, 839.9012, 0.1141353, 466.0165, 920.7078, 786.3495, 1093.935, 0.04318583, 1850.908, 190.604, 25.70979, 625.9859, 1121.284, 1800.47, 1443.9, 1276.766, 856.6711, 117.218, 1418.619, 666.23, 220.6687, 807.2017, 1140.498, 2062.319, 3867.369, 1924.473, 46.49163, 2127.167, 1266.576, 1174.264, 2054.225, 1898.21
329.9, 39.88107, 246.9683, 165.5834, 243.7666, 177.9933, 540.9127, 144.4386, 207.2789, 382.0901, 624.5878, 1.39907, 27.1338, 201.1848, 663.3887, 0.001469577, 323.0819, 912.4795, 48.32587, 373.9734, 1278.034, 89.21106, 210.9, 275.6494, 856.2202, 422.7828, 207.7718, 665.1699, 285.0453, 448.6346, 316.7708, 853.1758, 163.6655, 663.7604, 803.014, 1099.185, 312.2293, 28.07913, 598.8765, 2499.994, 136.8337, 554.1979, 1000.009, 472.7346, 687.7535, 417.4699, 1377.743, 712.9868, 220.7816, 876.2142, 0.1094802, 443.7813, 911.3357, 751.2029, 1048.433, 0.04136687, 1847.538, 182.1313, 24.62114, 600.1212, 1074.382, 1858.906, 1442.35, 1223.579, 816.9276, 112.2046, 1359.023, 637.2561, 211.3877, 797.2586, 1089.083, 1975.498, 3828.089, 2029.997, 44.3959, 2038.815, 1267.047, 1204.371, 1969.812, 1985.158
330, 38.248, 233.5584, 157.6366, 232.7002, 169.7431, 551.7045, 138.2122, 197.8077, 365.9161, 594.1837, 1.331155, 25.97398, 190.7209, 633.2386, 0.001407092, 309.413, 888.38, 46.33778, 356.0823, 1263.484, 85.25175, 200.0988, 264.3369, 923.4477, 444.0293, 199.0744, 693.1407, 301.7607, 512.7002, 303.2265, 827.0149, 154.077, 660.1002, 834.5964, 1133.671, 338.1533, 26.6863, 574.3013, 2605.258, 129.6091, 525.923, 957.0078, 567.949, 653.6631, 441.5653, 1372.886, 723.7772, 209.5078, 838.9194, 0.105015, 422.607, 944.9084, 787.092, 1019.448, 0.03962452, 1792.441, 174.0352, 23.57859, 575.3251, 1118.367, 1780.268, 1481.609, 1338.732, 779.0278, 107.4055, 1417.357, 655.5562, 202.497, 761.9442, 1121.381, 1997.565, 3851.87, 1945.11, 42.39464, 2082.231, 1211.364, 1299.922, 2042.05, 1915.398
330.1, 36.68181, 362.8841, 150.0712, 222.1361, 161.8752, 568.3868, 132.2542, 188.7692, 350.4267, 646.5364, 1.266537, 24.86373, 180.8011, 676.2625, 0.001347264, 296.3224, 867.1406, 44.43148, 339.0471, 1285.845, 81.46817, 189.8508, 253.4885, 884.3862, 423.2007, 190.7411, 664.4774, 297.9122, 491.2963, 290.2614, 856.3931, 145.0503, 651.2411, 852.9741, 1118.05, 350.3777, 25.36256, 550.7346, 2497.501, 122.7659, 499.0906, 915.8558, 541.6552, 640.5618, 422.9566, 1340.65, 691.8143, 198.8097, 829.8345, 0.100732, 402.443, 960.4136, 774.4567, 1082.895, 0.03795556, 1824.787, 166.299, 22.58018, 583.386, 1071.587, 1831.681, 1498.065, 1318.558, 832.3296, 102.8118, 1413.263, 627.0466, 193.9803, 862.0039, 1173.704, 2012.452, 3816.747, 1863.773, 40.48359, 2046.873, 1271.11, 1260.612, 2025.529, 1834.714
330.2, 35.17975, 343.1801, 142.8689, 212.0517, 154.372, 544.1393, 126.5531, 215.0872, 335.593, 645.4166, 1.205055, 23.80093, 171.3974, 698.6069, 0.00128998, 283.7857, 935.8158, 42.6036, 322.8268, 1256.172, 77.85251, 180.1276, 243.0854, 933.7409, 403.3491, 182.7566, 636.9994, 298.3, 523.6913, 277.8506, 819.655, 136.5524, 636.9215, 841.4081, 1110.99, 335.7527, 24.10448, 627.5447, 2503.717, 116.284, 473.6273, 931.834, 516.5788, 744.4338, 435.3671, 1339.146, 661.263, 188.6578, 836.3314, 0.09662355, 383.2411, 916.2283, 739.8416, 1131.468, 0.0363569, 1821.972, 158.9067, 21.62406, 559.2814, 1036.921, 1844.88, 1434.248, 1280.036, 865.0172, 98.41445, 1353.892, 636.8459, 185.8217, 823.8217, 1208.422, 2050.975, 3838.626, 1927.638, 38.65868, 2016.998, 1215.248, 1249.243, 1996.536, 1847.318
330.3, 33.7392, 324.5461, 136.0122, 202.425, 147.2167, 520.9263, 160.2083, 205.2592, 321.3872, 613.9985, 1.146558, 22.78357, 162.4827, 706.7122, 0.001235131, 271.7793, 917.647, 40.85092, 307.3826, 1330.967, 74.39731, 170.9025, 233.1092, 894.2441, 476.547, 267.8158, 739.9249, 325.3671, 501.8286, 265.9705, 784.4928, 128.5523, 655.8561, 814.3778, 1146.241, 321.7382, 22.90881, 601.7931, 2495.697, 110.1443, 534.2754, 949.8174, 535.227, 707.5339, 430.5813, 1403.924, 632.0609, 179.0243, 866.3769, 0.09268272, 364.9554, 919.6152, 821.67, 1084.405, 0.03482557, 1806.276, 151.843, 20.70841, 598.4664, 998.8582, 1824.184, 1459.512, 1293.874, 824.8864, 94.20522, 1429.609, 609.1499, 178.0063, 787.3307, 1165.243, 2033.992, 3765.359, 1940.322, 36.91604, 2026.283, 1161.841, 1238.545, 1988.236, 1795.974
330.4, 32.35764, 349.5211, 129.4846, 193.2354, 140.3929, 498.7036, 153.3022, 195.8802, 367.4908, 616.7079, 1.090901, 21.80969, 154.0317, 674.5931, 0.001182615, 260.2809, 949.9219, 39.17034, 292.6772, 1275.139, 71.09546, 162.1497, 223.5424, 856.418, 454.1931, 256.605, 709.3269, 306.0205, 553.2032, 254.5984, 791.2482, 242.5557, 624.1049, 823.1771, 1099.46, 308.3087, 21.77245, 623.2598, 2581.834, 104.3288, 507.0169, 1001.011, 510.4482, 704.4055, 462.6894, 1341.853, 717.0925, 214.3453, 871.6877, 0.08890262, 347.5422, 961.9011, 784.9447, 1039.3, 0.03335873, 1918.062, 145.0933, 19.83154, 625.0461, 957.0768, 1832.947, 1488.969, 1272.426, 786.6174, 90.17603, 1369.551, 614.5546, 170.5196, 793.7194, 1189.696, 2074.413, 3702.176, 2071.849, 35.25195, 2043.417, 1173.262, 1262.66, 1964.733, 1893.795
330.5, 31.03264, 378.5337, 123.2703, 184.4629, 133.8855, 477.4289, 146.6937, 207.9906, 414.3796, 616.786, 1.037945, 20.87744, 146.0203, 643.9337, 0.001132331, 249.269, 909.85, 37.5589, 376.2942, 1221.653, 67.94015, 153.8453, 254.1006, 854.4438, 432.8877, 245.8634, 679.9943, 287.8243, 530.1084, 243.7124, 818.4847, 228.3454, 623.7145, 819.2827, 1193.155, 369.1473, 20.69245, 597.684, 2755.873, 98.82037, 481.1492, 957.9671, 486.8165, 686.9023, 443.1904, 1282.527, 737.8198, 232.3926, 903.959, 0.08527669, 330.9598, 917.6473, 749.8609, 1005.715, 0.03195368, 1836.489, 138.6436, 18.9918, 621.209, 977.1022, 1895.213, 1425.54, 1219.419, 826.4881, 111.0885, 1312.017, 587.8281, 163.3477, 914.7867, 1151.506, 1987.083, 3690.506, 2163.965, 33.66288, 2061.518, 1240.076, 1257.399, 2020.743, 1814.021
330.6, 29.76191, 357.98, 117.3542, 176.0887, 127.6797, 457.0617, 187.835, 198.4868, 396.8387, 624.1902, 0.9875599, 19.98504, 138.4255, 693.285, 0.001084186, 238.723, 871.4684, 36.01376, 358.292, 1302.741, 64.92487, 145.9661, 243.6724, 903.9989, 412.5818, 235.5715, 676.7152, 270.7101, 507.9778, 298.1989, 827.1678, 214.9676, 593.5193, 782.2072, 1144.459, 375.2516, 19.66603, 573.1578, 2641.887, 333.217, 515.2432, 916.774, 464.2788, 652.8541, 424.5131, 1392.497, 827.9401, 220.5259, 891.6288, 0.08179864, 315.1686, 875.4295, 802.6514, 1008.574, 0.03060782, 1797.721, 132.4807, 18.18762, 630.3666, 1044.725, 1849.176, 1470.13, 1271.768, 788.1448, 106.3372, 1301.209, 634.2233, 156.4776, 874.2665, 1154.002, 1950.691, 3705.527, 2222.605, 32.14544, 2077.605, 1185.577, 1227.356, 1964.028, 1871.27
330.7, 28.54321, 338.5424, 111.722, 168.0947, 121.7616, 437.5634, 179.7379, 189.4172, 380.0403, 667.8048, 0.9396206, 19.13078, 131.2258, 661.7761, 0.001038087, 303.5754, 936.847, 34.53218, 357.3561, 1289.537, 62.04342, 138.4905, 233.6721, 916.9041, 393.2283, 225.7104, 697.4564, 254.6135, 486.771, 285.4488, 791.6834, 202.3735, 564.7859, 771.5304, 1097.75, 359.5883, 18.69052, 613.1043, 2671.992, 315.6236, 488.9558, 989.8191, 442.7846, 637.5994, 406.623, 1340.528, 791.3773, 209.2651, 853.6779, 0.07846245, 300.1308, 835.154, 766.7762, 1031.948, 0.02931863, 1797.125, 126.5916, 17.41748, 604.3209, 1001.025, 1896.187, 1407.504, 1218.789, 751.5803, 101.7891, 1312.69, 636.9741, 149.8963, 835.541, 1186.51, 1987.873, 3758.854, 2269.518, 30.6964, 2047.077, 1264.379, 1175.885, 1951.488, 1857.775
330.8, 27.37441, 320.1602, 106.3602, 250.5297, 116.1177, 418.8969, 171.9899, 180.7621, 363.9531, 663.4243, 0.8940085, 18.31304, 124.4005, 631.6992, 0.0009939488, 290.7318, 897.3266, 33.11155, 400.0543, 1273.955, 59.28985, 131.3977, 310.5803, 878.1194, 374.7827, 216.2622, 696.5834, 288.1686, 466.4496, 273.2438, 832.9125, 190.5172, 630.126, 762.1304, 1085.44, 344.5789, 17.7634, 613.8136, 2744.144, 298.959, 464.0095, 986.7053, 422.2855, 605.995, 389.4868, 1332.753, 804.7706, 252.0816, 846.2241, 0.07526232, 285.8106, 796.7314, 732.5044, 1096.231, 0.02808375, 1833.522, 120.9644, 16.67996, 579.3513, 959.1533, 1927.929, 1377.979, 1186.823, 716.7122, 97.43552, 1289.32, 609.2726, 143.5919, 798.5309, 1200.9, 1968.853, 3719.763, 2174.615, 29.31268, 1962.051, 1310.63, 1138.914, 1941.022, 1779.519
330.9, 26.25348, 393.5335, 101.2557, 239.1562, 110.7355, 493.328, 203.6705, 172.5025, 348.5468, 661.912, 0.8506106, 17.53025, 117.9302, 634.3018, 0.0009516871, 278.4316, 891.5299, 31.74937, 494.4049, 1282.71, 56.65849, 124.6682, 303.7597, 893.934, 357.2023, 207.2094, 667.7778, 271.0339, 446.9765, 261.5607, 828.0696, 237.7843, 658.9094, 746.3569, 1162.429, 382.5287, 16.88227, 588.6255, 2707.135, 283.1743, 525.1894, 944.2764, 402.7354, 631.9307, 373.0728, 1352.045, 769.231, 239.2096, 900.0914, 0.07219271, 272.1736, 889.0107, 755.7848, 1050.634, 0.02690088, 1755.545, 115.5873, 15.97367, 617.4905, 970.0955, 1846.372, 1447.932, 1255.364, 683.4618, 93.26816, 1364.753, 582.7758, 137.5526, 763.1602, 1200.132, 2005.725, 3718.911, 2158.452, 27.99133, 2009.574, 1253.031, 1163.13, 2017.967, 1910.522
331, 25.17844, 372.1654, 96.39613, 228.2991, 105.6027, 472.2826, 194.8907, 164.6203, 333.7926, 629.6909, 0.8093193, 16.78093, 111.7965, 626.6124, 0.0009112224, 266.6518, 883.2346, 30.44322, 525.9455, 1300.104, 54.14391, 118.2834, 291.2935, 877.0584, 399.4251, 198.5356, 741.5893, 278.1495, 428.3164, 250.3771, 792.5465, 223.8535, 627.0103, 798.0677, 1131.255, 366.5618, 16.04484, 564.4709, 2630.998, 268.223, 498.3945, 903.672, 437.8741, 600.6074, 426.9894, 1344.096, 753.4868, 226.9948, 861.7804, 0.0692483, 259.1873, 873.4985, 821.6137, 1018.116, 0.02576783, 1680.884, 110.4492, 15.29729, 591.9768, 957.2637, 1831.54, 1444.405, 1243.081, 746.887, 89.27904, 1342.601, 557.4313, 131.7673, 729.3562, 1177.486, 1929.169, 3705.249, 2092.034, 26.72955, 1957.638, 1197.963, 1223.306, 2052.397, 1883.635
331.1, 24.14742, 351.9575, 91.76981, 217.9348, 100.7079, 479.0086, 186.4895, 203.5606, 412.8348, 599.0383, 0.7700324, 16.06363, 105.9818, 598.1336, 0.0008724781, 308.5012, 864.2949, 29.19081, 526.0995, 1315.73, 51.74093, 112.2255, 286.822, 849.252, 380.6888, 190.2248, 710.9225, 261.6105, 443.3958, 239.6716, 774.4672, 210.7388, 609.3998, 789.9451, 1115.857, 351.2613, 15.24896, 617.3088, 2623.256, 254.0611, 472.9667, 962.021, 417.6023, 570.8366, 408.9949, 1284.671, 735.22, 215.4037, 825.1, 0.06642398, 246.8206, 847.8461, 784.8909, 1092.278, 0.02468251, 1710.482, 105.5396, 14.64954, 604.5934, 984.5806, 1778.505, 1416.973, 1231.72, 712.2366, 85.46053, 1286.199, 533.189, 126.2253, 697.0496, 1124.403, 1931.656, 3712.255, 2124.766, 25.52464, 1974.777, 1184.946, 1220.589, 1983.056, 1852.321
331.2, 23.15863, 332.8469, 87.36552, 296.9247, 96.0399, 458.5741, 178.4504, 216.883, 395.3593, 569.8779, 0.7326527, 15.377, 100.4695, 570.9492, 0.0008353813, 317.1564, 827.8351, 27.98993, 500.9306, 1274.09, 49.4446, 106.4779, 275.0508, 822.0948, 388.9324, 182.2619, 681.5239, 287.2854, 459.6328, 353.0355, 798.8765, 198.3925, 644.6438, 789.8157, 1140.425, 370.2318, 105.6692, 591.9773, 2627.831, 240.647, 448.8362, 949.0551, 398.269, 636.7618, 391.7588, 1227.873, 756.8057, 204.4045, 789.9809, 0.06371485, 235.044, 914.7054, 749.8095, 1060.538, 0.02364289, 1750.348, 100.8481, 14.02922, 579.6125, 985.1241, 1781.554, 1427.094, 1196.545, 679.1938, 81.80535, 1312.148, 591.5903, 120.9165, 778.9027, 1104.146, 1915.664, 3681.166, 2133.348, 24.37405, 1892.754, 1302.079, 1169.403, 1901.567, 1826.757
331.3, 22.21032, 350.047, 83.17261, 303.6003, 91.5883, 466.8593, 170.7579, 206.9729, 378.6235, 575.0098, 0.6970874, 14.71971, 95.24389, 545.0003, 0.0007998617, 303.7383, 806.3994, 26.83844, 503.9152, 1259.436, 47.25019, 101.0247, 319.6103, 799.3794, 370.6883, 174.6324, 653.3409, 299.0411, 483.8133, 337.9407, 764.6057, 186.7694, 662.0483, 754.0737, 1105.352, 403.9782, 141.5213, 605.4434, 2607.349, 227.9411, 548.4856, 992.2881, 379.8308, 605.1989, 375.249, 1284.577, 723.3842, 234.2456, 804.6451, 0.06111621, 223.8292, 872.6229, 772.6031, 1016.426, 0.02264707, 1753.866, 96.36523, 13.43517, 609.1508, 970.1055, 1779.168, 1398.82, 1205.846, 683.347, 78.3065, 1307.479, 606.4495, 115.8309, 744.4014, 1078.392, 1912.342, 3625.747, 2044.139, 23.27533, 1941.184, 1244.856, 1120.363, 1883.74, 1858.439
331.4, 21.30085, 432.2707, 79.18092, 289.8175, 87.34304, 500.2245, 163.3969, 197.5156, 362.5962, 559.7355, 0.6632486, 14.09052, 90.29009, 582.8627, 0.0007658525, 323.1173, 772.3818, 25.73433, 479.8075, 1239.637, 45.15316, 95.85073, 378.6152, 837.63, 412.8145, 167.3223, 626.3235, 281.2599, 463.6154, 323.4913, 788.9567, 242.1, 646.2982, 719.9492, 1216.67, 387.1159, 184.9435, 580.5987, 2623.177, 215.9061, 520.5021, 1020.27, 380.4426, 575.2006, 359.4349, 1327.472, 734.2531, 222.2843, 770.3966, 0.05862356, 213.1496, 832.4766, 738.0709, 1023.265, 0.02169319, 1679.276, 92.08162, 12.86628, 642.1584, 1026.046, 1842.558, 1418.957, 1228.805, 719.8877, 74.9573, 1252.552, 617.2105, 110.9592, 711.4283, 1137.819, 1863.529, 3602.145, 2136.472, 22.22613, 1954.646, 1190.148, 1177.188, 2019.971, 1861.707
331.5, 20.42861, 408.7992, 75.38081, 276.6605, 83.29456, 478.8849, 156.3533, 188.4904, 391.8412, 532.4882, 0.6310524, 13.48822, 85.59396, 556.3723, 0.0007332892, 309.447, 843.2589, 24.67564, 493.5439, 1251.783, 43.1492, 90.94176, 363.0769, 802.1986, 393.4501, 160.3181, 675.6265, 264.536, 444.2606, 309.6597, 809.8997, 227.9164, 643.5593, 713.3304, 1167.014, 370.9575, 175.7696, 586.1185, 2579.287, 204.5065, 493.9464, 1037.492, 395.6529, 575.9962, 387.5928, 1268.782, 701.8276, 269.0035, 845.4872, 0.05623258, 202.9795, 866.0109, 705.0821, 1041.594, 0.02077948, 1710.922, 87.98842, 12.32147, 615.6255, 983.1271, 1866.696, 1358.51, 1211.632, 686.4899, 109.2308, 1288.226, 590.3685, 106.2924, 765.1337, 1157.263, 1861.775, 3671.115, 2118.116, 21.22423, 1893.831, 1248.663, 1127.822, 1979.055, 1783.285
331.6, 19.59209, 452.7849, 71.76308, 292.0559, 79.43372, 500.8333, 149.6133, 179.8777, 375.2544, 555.4694, 0.6004192, 12.91167, 81.14207, 531.0859, 0.0007021105, 296.3549, 823.3938, 23.6605, 469.9325, 1271.854, 41.23418, 86.28419, 348.1763, 853.689, 374.9941, 153.6072, 663.9676, 284.0093, 453.9748, 296.4196, 775.1561, 315.1833, 726.2305, 712.7051, 1119.385, 355.4735, 167.0508, 626.5784, 2517.067, 193.7088, 468.7455, 1018.043, 377.3358, 693.3574, 386.8322, 1245.395, 670.834, 255.2673, 836.8639, 0.0539391, 193.2947, 859.9174, 706.1159, 1024.962, 0.01990427, 1749.339, 84.07716, 11.79974, 590.1888, 959.2734, 1895.978, 1421.556, 1161.158, 654.6416, 104.5589, 1314.736, 564.6938, 101.8219, 731.2422, 1105.092, 1896.422, 3634.343, 2029.544, 20.26749, 1934.35, 1348.712, 1095.371, 1974.992, 1708.166
331.7, 18.78983, 504.3805, 68.31897, 278.7972, 75.75185, 479.4677, 143.1639, 171.6585, 359.3698, 554.8087, 0.571273, 12.35977, 76.92174, 524.8734, 0.0006722574, 283.8168, 788.6594, 22.68713, 497.9567, 1218.505, 39.40416, 202.0634, 333.8872, 817.5783, 394.2301, 147.1771, 636.5107, 267.1219, 512.8439, 283.7455, 741.9029, 296.718, 691.0723, 692.2731, 1178.258, 393.6737, 158.7644, 600.8665, 2524.368, 183.4812, 444.8303, 974.2664, 434.7289, 658.9892, 413.85, 1305.211, 641.2092, 242.2325, 801.244, 0.05173917, 184.072, 914.1965, 766.9591, 982.3296, 0.01906591, 1674.942, 80.33978, 11.30009, 565.8032, 1004.143, 1815.771, 1441.375, 1210.874, 656.1718, 100.0869, 1315.866, 540.1357, 97.53937, 735.56, 1130.602, 1882.057, 3600.625, 2057.438, 19.35388, 1908.436, 1289.439, 1133.598, 1944.384, 1779.575
331.8, 18.02042, 476.9936, 65.04015, 266.1405, 72.24063, 498.2482, 136.9924, 163.8148, 344.1575, 543.9316, 0.5435417, 11.83145, 72.92091, 542.4652, 0.0006436738, 331.1959, 826.9456, 21.7538, 474.1341, 1189.813, 37.65535, 191.7148, 332.8978, 859.7225, 375.7375, 212.3364, 662.9188, 329.2218, 491.4341, 271.6133, 731.9131, 279.3345, 657.6161, 714.1118, 1204.01, 444.8599, 150.8891, 606.5603, 2419.957, 173.7936, 507.6091, 1002.661, 414.6027, 626.3246, 396.4092, 1289.256, 683.6837, 229.8634, 767.1403, 0.04962897, 175.2893, 872.1375, 732.6791, 948.8111, 0.01826287, 1719.222, 76.76852, 10.8216, 589.7304, 962.1411, 1738.958, 1441.627, 1271.196, 678.2492, 95.80614, 1367.413, 695.0831, 93.43699, 702.9785, 1137.355, 1873.924, 3535.198, 2017.061, 18.48146, 1927.41, 1232.772, 1147.087, 1957.537, 1734.097
331.9, 17.28251, 451.0937, 61.9187, 343.2773, 68.89217, 536.4682, 131.0871, 156.3295, 329.5891, 517.4537, 0.5171565, 11.32572, 69.12817, 563.8144, 0.0006163054, 335.1364, 792.0613, 20.85886, 484.2167, 1204.448, 35.98415, 181.8961, 337.0291, 823.3566, 358.1124, 203.4479, 635.5052, 345.287, 524.8765, 259.9999, 758.7196, 262.9695, 649.7801, 712.324, 1154.871, 426.2912, 143.4044, 652.1312, 2415.395, 164.6175, 481.7112, 1021.085, 395.4083, 625.6017, 379.7034, 1245.023, 653.4914, 218.1258, 825.2408, 0.04760483, 166.9256, 852.6302, 699.9314, 1000.428, 0.01749364, 1732.916, 73.35601, 10.36338, 565.3637, 921.8957, 1807.683, 1447.934, 1218.24, 697.8245, 91.70847, 1309.968, 664.8545, 89.50715, 754.9365, 1086.081, 1911.899, 3502.052, 2089.01, 17.64836, 1847.355, 1318.407, 1118.455, 1898.8, 1714.722
332, 16.57482, 517.4512, 58.94705, 327.6933, 65.69891, 530.6179, 125.4362, 188.0912, 408.2081, 524.6116, 0.4920521, 10.8416, 65.53269, 578.0511, 0.0005901007, 356.1216, 758.6486, 20.00074, 461.0514, 1195.282, 34.38713, 172.5804, 340.1689, 788.529, 368.6271, 194.9316, 609.2253, 324.756, 557.015, 248.883, 726.1715, 247.5631, 698.7618, 680.0887, 1107.737, 408.4975, 136.291, 656.7388, 2399.655, 155.9258, 457.1345, 1069.211, 377.1025, 635.7607, 410.598, 1218.067, 624.6324, 206.9876, 790.1157, 0.04566325, 158.9611, 833.288, 686.6884, 972.6921, 0.01675682, 1769.656, 70.0952, 9.924552, 580.823, 916.7755, 1731.212, 1414.032, 1167.491, 665.4503, 87.78606, 1326.445, 635.9404, 85.74259, 763.4283, 1084.417, 1885.225, 3490.692, 2072.978, 16.85281, 1817.755, 1370.015, 1071.551, 1883.987, 1731.884
332.1, 15.89611, 557.8179, 56.11802, 312.8167, 62.65366, 507.9817, 171.2495, 230.8027, 390.9284, 517.2243, 0.4681664, 10.37818, 62.12423, 619.2365, 0.0005650102, 365.5121, 867.1649, 19.17793, 497.8197, 1192.012, 32.86098, 163.7417, 326.2084, 786.0374, 351.3355, 186.7717, 607.9805, 394.135, 558.8336, 238.2415, 804.2398, 233.0594, 711.5939, 700.832, 1142.835, 427.0142, 129.5305, 697.2029, 2413.523, 147.6931, 433.8117, 1088.672, 359.6442, 624.0242, 440.4131, 1320.375, 619.08, 196.4182, 756.4856, 0.04380085, 151.3765, 878.6847, 777.0634, 932.2335, 0.01605104, 1694.395, 66.97933, 9.50431, 556.8243, 878.4277, 1705.61, 1424.674, 1118.856, 634.5781, 84.03141, 1270.722, 624.8785, 82.13637, 729.6125, 1130.8, 1858.424, 3494.078, 1986.293, 16.09313, 1847.225, 1309.806, 1077.068, 1900.363, 1716.216
332.2, 15.24519, 527.5294, 53.42476, 298.6156, 59.74957, 486.3112, 200.3947, 220.2566, 374.3802, 492.0465, 0.4454401, 9.934568, 58.89304, 591.093, 0.0005409866, 350.048, 830.584, 18.38896, 510.7377, 1154.67, 31.40257, 155.3557, 312.8208, 828.6989, 450.5927, 178.9534, 688.9373, 370.6994, 604.817, 228.0549, 796.9595, 219.4054, 677.1443, 783.2623, 1143.032, 409.1903, 123.1053, 668.5928, 2397.44, 139.8951, 517.5617, 1059.075, 410.3113, 657.7062, 465.8128, 1261.998, 657.6749, 186.3884, 783.3887, 0.04201441, 144.1538, 920.6943, 766.5711, 912.6271, 0.01537498, 1622.334, 64.00198, 9.101862, 555.6152, 902.8657, 1714.62, 1489.064, 1211.475, 737.1907, 80.43735, 1267.467, 647.0908, 78.68182, 801.5786, 1079.822, 1841.024, 3494.125, 2022.305, 15.36769, 1836.801, 1252.244, 1161.246, 1989.006, 1685.021
