 , C001, C003, C006, C007, C008, C009, C011, C014, C015, C016, C017, C019, C020, C021, C022, C024, C025, C026, C027, C028, C029, C030, C031, C034, C035, C036, C037, C038, C039, C040, C043, C047, C048, C049, C051, C052, C053, C058, C060, C066, C067, C068, C069, C070, C072, C074, C075, C076, C077, C078, C079, C082, C084, C085, C086, C087, C088, C090, C091, C092, C093, C099, C101, C102, C108, C112, C113, C118, C119, C120, C121, C124, C125, C126, C130, C131, C134, C136, C137
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
332.3, 14.62093, 498.8856, 50.86075, 285.0591, 56.98008, 495.8619, 191.7562, 210.1923, 358.5326, 558.8375, 0.4238171, 9.509917, 55.82991, 564.2285, 0.0005179844, 335.2383, 854.5586, 17.63245, 501.5168, 1197.449, 30.00888, 235.3448, 299.9827, 806.992, 429.4562, 256.2805, 660.4478, 348.6574, 579.5675, 218.3039, 762.771, 206.5513, 721.6756, 747.8169, 1233.431, 485.1064, 116.9988, 641.1568, 2356.604, 132.5088, 491.156, 1192.574, 401.9885, 625.1052, 488.2746, 1323.684, 628.6312, 221.1285, 750.0449, 0.04030083, 137.2758, 878.3363, 773.2689, 883.3835, 0.01472739, 1683.011, 61.15697, 8.716455, 546.8899, 865.0997, 1755.983, 1425.63, 1161.007, 702.9902, 76.99701, 1347.941, 651.288, 75.37256, 779.385, 1051.636, 1872.662, 3515.123, 1950.712, 14.67495, 1847.88, 1258.724, 1112.548, 1907.272, 1748.226
332.4, 14.02223, 605.4516, 48.4198, 272.1181, 54.33897, 474.7084, 183.4901, 200.5879, 343.3557, 561.97, 0.4032437, 9.103418, 52.92611, 619.7465, 0.0004959602, 321.0551, 836.428, 16.90707, 501.246, 1162.443, 28.67705, 223.2916, 329.1459, 772.8566, 409.3112, 245.5526, 687.5968, 327.926, 636.14, 208.9699, 730.0491, 194.4503, 703.1116, 713.9755, 1183.091, 497.1354, 180.2818, 614.8466, 2281.239, 125.5125, 466.0974, 1141.293, 383.3781, 678.1813, 467.6974, 1265.161, 635.3719, 240.5195, 811.3705, 0.03865715, 130.7259, 837.9271, 738.7069, 969.0814, 0.01410708, 1628.94, 58.43842, 8.347368, 537.0209, 963.6385, 1801.968, 1427.578, 1182.667, 670.3764, 108.8254, 1316.871, 622.9639, 72.20248, 830.073, 1046.333, 1929.46, 3492.695, 1988.568, 14.01344, 1793.751, 1321.135, 1065.892, 1828.897, 1743.905
332.5, 13.44804, 572.5767, 46.096, 259.7645, 51.82027, 487.9104, 175.5803, 191.4223, 328.8213, 534.614, 0.383669, 8.714295, 50.17333, 591.5798, 0.0004748725, 328.2805, 851.8042, 16.21152, 477.2661, 1164.77, 27.40432, 211.8558, 360.7858, 796.5453, 424.273, 235.2737, 659.1627, 308.4272, 609.5828, 200.0349, 750.2673, 183.0583, 669.0726, 776.6073, 1163.611, 476.3846, 171.3392, 645.6453, 2347.271, 118.8856, 572.9726, 1137.715, 426.8943, 644.5654, 468.0788, 1268.589, 630.7108, 228.2378, 776.8357, 0.0370805, 124.4885, 874.6858, 787.5439, 928.7729, 0.0135129, 1590.957, 55.84072, 7.993909, 572.9807, 940.3943, 1725.739, 1513.829, 1133.4, 772.8049, 104.1709, 1396.144, 658.6062, 69.16574, 793.3051, 999.1627, 1860.243, 3489.198, 2057.842, 13.38174, 1831.141, 1263.074, 1128.959, 1956.247, 1757.228
332.6, 12.89736, 541.4869, 43.88373, 366.3834, 49.41832, 467.0961, 168.0115, 182.6756, 355.9601, 637.6077, 0.3650445, 8.341805, 47.56373, 578.3421, 0.0004546814, 378.5266, 829.6761, 15.54459, 454.4333, 1136.702, 26.18808, 201.0057, 368.7037, 836.8992, 404.3711, 225.4251, 631.9045, 290.088, 584.1343, 191.482, 741.0967, 172.3336, 663.0173, 762.5859, 1196.87, 456.5001, 162.8401, 687.5485, 2386.252, 112.6085, 543.7398, 1088.793, 456.6422, 659.2336, 448.3527, 1309.289, 631.3699, 216.5832, 808.7891, 0.03556816, 118.5487, 856.4458, 752.3439, 890.1411, 0.01294374, 1677.562, 53.3585, 7.655417, 549.306, 940.8057, 1731.392, 1607.704, 1166.724, 791.5119, 145.6548, 1337.492, 629.9639, 66.25672, 790.6565, 1072.128, 1819.564, 3443.152, 2042.79, 12.77853, 1874.625, 1258.683, 1111.3, 1875.86, 1796.219
332.7, 12.36924, 561.9089, 41.77763, 349.7505, 47.1277, 459.8395, 160.7689, 174.3285, 340.8922, 606.5698, 0.3473241, 7.985236, 45.08986, 644.7281, 0.0004353488, 362.5119, 802.6403, 60.77478, 489.6064, 1242.001, 25.02582, 190.7112, 353.5722, 801.4987, 442.7845, 215.9888, 605.7734, 272.8391, 559.7482, 183.2947, 722.1712, 162.2373, 666.4094, 835.0962, 1225.202, 538.0927, 154.7626, 659.3347, 2287.554, 106.6629, 515.9985, 1041.974, 435.5016, 656.1821, 495.4443, 1282.552, 654.9246, 205.5238, 774.3642, 0.03411749, 273.537, 911.856, 718.7172, 914.6123, 0.01239856, 1647.037, 50.98661, 7.331258, 526.6096, 901.4527, 1727.442, 1621.98, 1118.121, 754.7913, 139.4251, 1281.305, 615.7672, 63.47005, 755.6345, 1023.794, 1852.351, 3463.199, 2055.065, 12.2025, 1815.424, 1263.122, 1118.428, 1887.941, 1729.359
332.8, 11.86274, 531.3984, 39.7726, 333.8726, 44.94326, 502.2231, 153.8386, 198.4446, 388.9992, 577.0427, 0.3304639, 7.643909, 42.74466, 627.3558, 0.0004168382, 347.1749, 768.7814, 58.27456, 466.1833, 1214.267, 23.91514, 180.944, 339.0617, 839.5889, 422.0143, 206.9474, 580.723, 256.6159, 551.9298, 175.4576, 704.6175, 152.7325, 634.1472, 846.6173, 1199.994, 515.6324, 147.0858, 750.3076, 2292.191, 101.0312, 489.6725, 1032.81, 415.3396, 652.972, 474.5649, 1312.28, 626.0023, 195.0291, 819.5782, 0.032726, 260.4857, 869.9047, 789.7862, 876.5695, 0.01187634, 1680.893, 48.72016, 7.020825, 556.473, 917.9521, 1719.485, 1552.885, 1153.011, 719.7742, 133.4619, 1306.556, 611.152, 60.80058, 722.1639, 977.6399, 1782.958, 3358.374, 2064.168, 11.65244, 1810.358, 1207.611, 1208.924, 1859.305, 1702.914
332.9, 11.37698, 502.5445, 164.8561, 318.7155, 42.86007, 480.7982, 147.207, 189.377, 372.5327, 660.8578, 0.3144222, 7.317172, 40.52144, 598.8433, 0.0003991147, 332.4867, 764.8865, 143.3238, 499.0489, 1278.743, 22.85376, 171.677, 325.1466, 804.0747, 402.2184, 198.2845, 601.7753, 241.3573, 580.3185, 167.9555, 674.3903, 143.7845, 705.7277, 893.9434, 1151.019, 494.1096, 190.2322, 719.5183, 2197.383, 95.69691, 534.6588, 1096.872, 396.1111, 620.6057, 454.5655, 1322.403, 661.3066, 267.119, 784.6942, 0.03139125, 248.057, 842.2001, 777.4963, 955.8866, 0.01137612, 1651.558, 46.55445, 6.723537, 533.4805, 944.9731, 1741.758, 1486.732, 1104.979, 686.3817, 127.7536, 1251.668, 584.5734, 58.24339, 771.6244, 1040.572, 1845.327, 3445.936, 1977.852, 11.12718, 1851.305, 1238.516, 1158.227, 1841.984, 1751.2
333, 10.91111, 475.2573, 156.9442, 392.1392, 40.87344, 511.5807, 140.8613, 180.7237, 392.3255, 628.6881, 0.2991591, 7.004401, 38.41385, 648.2753, 0.0003821447, 318.4199, 803.4912, 137.4276, 475.174, 1295.129, 21.83948, 162.8846, 311.8027, 899.8685, 383.3511, 297.7734, 674.3536, 227.0061, 556.0917, 160.7742, 727.6467, 135.3607, 714.845, 939.3596, 1189.943, 473.4852, 180.796, 689.9926, 2264.203, 90.64423, 615.8676, 1049.706, 377.7727, 664.0003, 435.4088, 1284.887, 714.8509, 253.479, 793.2239, 0.03011095, 270.395, 939.6058, 799.0166, 955.6488, 0.01089696, 1756.372, 259.268, 6.438838, 606.3036, 956.9193, 1804.547, 1465.298, 1213.144, 737.0352, 122.2896, 1223.06, 662.5375, 55.79375, 737.4454, 993.6611, 1819.949, 3393.63, 2036.764, 10.62559, 1885.336, 1184.086, 1109.656, 1991.881, 1720.369
333.1, 10.46432, 547.8943, 174.7755, 374.337, 38.9789, 489.7566, 134.7891, 172.4659, 396.4822, 680.831, 0.284637, 6.705, 36.41589, 618.8121, 0.0003658963, 304.9482, 816.7297, 131.7739, 467.3689, 1240.804, 20.87021, 154.5425, 317.9989, 861.8044, 365.3688, 308.2321, 646.4672, 213.5081, 589.5948, 153.8999, 742.15, 127.4305, 726.4888, 927.3395, 1236.146, 521.6752, 171.8278, 661.6784, 2288.519, 85.85831, 584.4463, 1032.337, 396.886, 716.7156, 417.0595, 1318.315, 683.2822, 266.3599, 793.4473, 0.02888286, 257.4935, 896.3777, 763.3038, 915.899, 0.01043799, 1852.559, 247.743, 6.166193, 581.2521, 916.8923, 1903.293, 1537.143, 1162.607, 702.8419, 159.8451, 1331.203, 633.7242, 53.44714, 747.2433, 1038.099, 1830.862, 3362.474, 2005.125, 10.14661, 1807.028, 1246.963, 1063.121, 1910.029, 1746.922
333.2, 49.23067, 551.092, 338.3868, 357.3429, 37.17216, 486.0024, 128.9787, 164.5853, 436.35, 647.689, 0.2708199, 48.01139, 34.52184, 655.3851, 0.0003503388, 292.0466, 782.2764, 126.3528, 486.333, 1261.61, 19.94396, 146.6276, 304.9482, 871.1935, 417.2124, 371.7165, 619.7339, 200.8128, 574.4161, 147.3196, 710.3127, 119.9649, 700.9125, 1163.079, 1215.864, 499.9001, 163.3045, 634.5261, 2248.309, 81.3251, 634.8574, 987.9456, 521.1827, 767.707, 399.4835, 1304.517, 672.2729, 294.4484, 820.1053, 0.02770486, 466.8428, 855.1385, 729.1873, 877.8027, 0.009998348, 1972.197, 236.7304, 5.905093, 576.3268, 974.3995, 1848.397, 1570.776, 1114.175, 771.4517, 153.0085, 1275.28, 652.2366, 51.19922, 802.3647, 1006.942, 1877.215, 3339.545, 2037.161, 9.689229, 1870.509, 1192.162, 1120.841, 1967.519, 1766.478
333.3, 47.21475, 541.6666, 322.1467, 341.1204, 35.44918, 465.2696, 123.4187, 157.0648, 434.2997, 656.9021, 0.2576734, 45.95915, 32.7263, 625.5986, 0.0003354427, 354.9746, 819.3526, 204.2494, 488.1143, 1231.449, 19.05882, 139.1181, 292.4332, 834.3423, 397.6418, 369.3664, 594.1062, 270.7276, 550.4358, 141.0206, 742.5291, 112.9366, 709.2, 1182.193, 1166.241, 479.034, 186.3992, 636.23, 2194.638, 77.03122, 602.4673, 1053.351, 517.8448, 762.4698, 429.1958, 1399.05, 687.4538, 279.413, 822.0382, 0.0265749, 444.5682, 815.7965, 776.6318, 857.2738, 0.009577223, 2084.42, 226.2073, 5.655049, 606.0427, 972.0234, 1887.702, 1545.966, 1130.59, 905.6868, 146.4642, 1291.047, 623.8713, 49.04585, 780.4365, 1106.663, 1897.421, 3353.615, 1972.227, 9.252461, 1847.492, 1159.18, 1073.837, 1921.905, 1692.067
333.4, 45.28139, 576.5159, 306.686, 325.6343, 33.80605, 465.3154, 118.0985, 149.888, 415.9156, 702.4077, 0.2451652, 43.99464, 31.02415, 653.0289, 0.0003211801, 339.9565, 784.7886, 195.8468, 600.4566, 1228.574, 18.21297, 131.9932, 280.4318, 863.6553, 378.9891, 353.9046, 569.5383, 254.6299, 549.6998, 134.991, 813.7923, 106.3201, 704.5839, 1303.551, 1206.517, 459.0388, 230.7639, 624.6678, 2166.636, 72.96406, 571.7297, 1008.056, 504.0377, 833.8854, 446.5497, 1337.195, 709.5355, 312.9675, 787.0494, 0.02549103, 423.3564, 934.1579, 741.9195, 867.2095, 0.009173837, 2076.096, 216.1519, 5.415594, 581.002, 975.7956, 1807.846, 1621.683, 1101.441, 863.6693, 140.1999, 1352.373, 596.7396, 46.98304, 846.3375, 1115.798, 1950.056, 3351.279, 1992.201, 8.835382, 1869.187, 1163.443, 1108.452, 1875.719, 1745.592
333.5, 72.39344, 545.2122, 291.9673, 310.8513, 32.23909, 471.3146, 113.0075, 163.8761, 398.3097, 680.6105, 0.2332641, 42.1141, 29.41053, 623.3495, 0.0003075238, 325.5736, 817.4114, 187.7898, 606.544, 1238.602, 17.40465, 125.2332, 284.6977, 827.123, 448.0005, 465.9294, 545.9863, 239.4894, 560.5034, 129.2191, 778.8817, 100.0913, 708.7822, 1324.752, 1198.233, 506.0602, 219.3172, 692.9423, 2134.072, 69.11164, 629.4457, 964.7089, 500.8183, 792.5516, 449.0038, 1375.804, 851.9381, 405.1211, 753.5498, 0.02445137, 403.1566, 891.1805, 773.7693, 895.4282, 0.00878744, 2075.685, 206.5435, 5.186277, 641.1472, 934.979, 1841.164, 1562.019, 1176.954, 823.601, 134.2035, 1295.56, 708.3013, 45.00699, 860.3387, 1114.086, 1896.319, 3282.048, 1942.006, 8.437104, 1845.215, 1160.557, 1123.077, 1880.795, 1724.45
333.6, 74.00898, 515.6082, 277.955, 335.272, 30.74476, 451.2083, 108.1361, 173.9226, 460.8466, 713.6483, 0.2219407, 40.31395, 27.88084, 595.0191, 0.0002944482, 311.7993, 782.9293, 180.0643, 584.0746, 1268.523, 16.63221, 118.8195, 273.0138, 792.1361, 467.7303, 446.4255, 523.4082, 225.2492, 620.7889, 123.6941, 829.3036, 94.22732, 769.8404, 1386.417, 1149.33, 577.5662, 208.4382, 697.4615, 2179.748, 65.46262, 654.735, 923.2259, 477.6325, 811.2842, 430.0815, 1327.008, 814.3155, 384.4344, 752.7817, 0.02345411, 383.9207, 850.1804, 739.185, 896.4724, 0.008417319, 2113.895, 197.3623, 4.966671, 614.6559, 971.1089, 1796.637, 1572.234, 1127.925, 785.3917, 128.4635, 1241.134, 715.2659, 43.11406, 822.2302, 1135.461, 1879.489, 3317.217, 1943.554, 8.05678, 1842.538, 1225.759, 1075.979, 1893.856, 1762.921
333.7, 78.76213, 621.7271, 264.6151, 342.9601, 29.31969, 461.3456, 103.4746, 165.9755, 441.3387, 701.6752, 0.211167, 38.59074, 26.43071, 567.9763, 0.0002819286, 298.6078, 779.1123, 172.6565, 596.2523, 1276.687, 15.89405, 112.7341, 319.9483, 816.6827, 458.5998, 427.7381, 572.8557, 243.3398, 594.8726, 118.4053, 793.7276, 88.70692, 732.5709, 1369.363, 1206.234, 553.4583, 198.0989, 668.8408, 2164.064, 62.00627, 667.4826, 994.0417, 455.52, 771.0707, 411.9567, 1268.338, 904.5933, 364.8039, 720.7407, 0.02249752, 365.6025, 917.2838, 706.1464, 859.8597, 126.8267, 2131.056, 188.5892, 4.756363, 589.2593, 956.2602, 1774.185, 1530.673, 1080.938, 829.2284, 122.9691, 1276.51, 684.1595, 41.30074, 876.2311, 1084.273, 1964.38, 3303.813, 1958.249, 7.693599, 1840.965, 1171.89, 1094.822, 1820.552, 1764.497
333.8, 75.53695, 609.4395, 251.9155, 327.3904, 27.96068, 441.6645, 99.01408, 158.3915, 422.6566, 705.8404, 0.2009163, 36.94118, 183.6211, 565.6363, 0.0002699413, 285.9744, 796.0359, 165.5536, 567.7272, 1259.327, 15.18865, 106.9605, 306.8177, 864.8583, 437.0877, 409.8329, 549.1664, 278.2895, 570.0383, 113.3426, 883.6279, 253.0474, 697.1058, 1320.082, 1157.004, 530.3566, 188.2725, 703.3008, 2110.664, 58.73241, 681.3413, 951.2974, 471.5615, 732.8504, 458.1517, 1268.966, 864.6453, 346.1759, 774.0987, 0.02157995, 348.1584, 875.0827, 722.2928, 923.5498, 121.4849, 2111.988, 180.206, 4.554961, 564.912, 956.3187, 1759.371, 1465.467, 1151.388, 790.758, 117.7096, 1306.264, 654.4059, 39.56368, 837.4187, 1169.198, 1958.628, 3302.722, 1966.971, 7.34679, 1789.575, 1120.388, 1123.972, 1770.283, 1776.755
333.9, 102.616, 624.2973, 239.8254, 312.5277, 26.66466, 422.8231, 94.74584, 151.1541, 404.7654, 671.481, 0.1911632, 35.36214, 174.0707, 554.1453, 0.0002584637, 273.8755, 769.8078, 158.7428, 657.3947, 1259.785, 14.51456, 101.4825, 294.226, 828.2752, 444.4338, 528.2791, 526.4568, 261.7422, 625.6559, 108.4964, 845.7214, 238.2224, 699.3294, 1295.802, 1195.086, 508.2192, 178.9334, 674.4406, 2155.319, 55.6314, 646.5797, 947.2787, 493.978, 788.7357, 452.4135, 1230.167, 826.4615, 328.499, 741.1503, 0.0206998, 331.5466, 851.3047, 702.4598, 885.1352, 116.368, 2088.621, 172.1955, 4.362087, 541.5708, 1026.511, 1793.548, 1470.078, 1103.423, 807.7049, 112.6751, 1251.388, 656.8198, 37.89968, 800.3254, 1188.326, 1937.691, 3293.248, 1908.456, 7.015614, 1778.98, 1127.576, 1076.837, 1851.444, 1744.475
334, 98.41402, 590.3992, 228.3155, 298.3396, 25.42871, 404.7854, 90.66159, 144.2474, 387.6315, 682.7474, 0.1818836, 33.8506, 165.017, 528.9601, 0.0002474741, 262.2884, 737.3339, 152.2123, 625.9445, 1244.576, 13.87039, 96.28513, 310.1628, 863.2262, 423.5863, 506.1652, 615.2334, 344.101, 599.5364, 103.8574, 809.4411, 224.2659, 741.8238, 1251.389, 1179.598, 487.0058, 170.0577, 646.7646, 2116.807, 52.69413, 613.5915, 938.777, 471.1088, 828.9847, 561.7597, 1195.505, 860.0608, 311.7248, 788.1686, 0.01985555, 315.7274, 940.2678, 671.0627, 863.5417, 111.4667, 2060.611, 164.5411, 4.17738, 567.1294, 1011.96, 1774.048, 1536.314, 1138.298, 770.233, 107.856, 1262.979, 628.2551, 36.30567, 833.1141, 1230.027, 1959.175, 3253.319, 1926.232, 6.699367, 1822.757, 1166.638, 1158.487, 1844.745, 1670.991
334.1, 110.65, 558.3416, 217.358, 284.7957, 24.25005, 387.5173, 86.7534, 137.6562, 371.2229, 649.5121, 0.1730544, 32.40366, 156.4342, 617.5267, 0.0002369517, 251.1915, 820.2446, 145.9504, 595.9988, 1382.248, 13.2548, 91.3539, 321.4799, 826.7121, 424.308, 484.977, 589.7917, 323.6405, 629.0464, 99.41673, 774.7171, 211.1271, 705.9107, 1243.43, 1266.956, 466.6779, 161.6222, 697.726, 2059.179, 49.91194, 582.2864, 946.6321, 449.2984, 787.8938, 538.0856, 1142.649, 886.1595, 295.8072, 774.3199, 0.01904574, 300.663, 897.0093, 767.6679, 882.533, 106.7718, 2042.356, 157.2269, 4.000494, 579.3104, 969.6302, 1745.976, 1470.868, 1260.353, 841.4051, 103.2429, 1295.735, 668.9536, 34.7787, 796.2115, 1185.97, 1998.427, 3322.515, 1894.981, 6.397376, 1890.688, 1115.367, 1125.054, 1878.023, 1651.139
334.2, 106.1191, 572.3956, 206.9264, 319.8919, 23.12602, 422.0638, 83.01369, 200.7902, 355.5089, 617.8947, 0.1646538, 31.01858, 148.2978, 589.4609, 0.0002268768, 240.5642, 785.6431, 139.9461, 612.9194, 1324.269, 12.66653, 86.67524, 329.8119, 791.7426, 404.4045, 464.6758, 565.4022, 304.3966, 622.5712, 95.16594, 741.4827, 198.758, 705.3183, 1187.161, 1215.248, 447.1985, 190.8627, 692.9188, 2047.373, 47.27665, 552.5784, 996.1757, 530.566, 748.8397, 545.1358, 1155.222, 847.0256, 280.7023, 785.5479, 0.01826895, 286.3174, 855.741, 811.7166, 943.1351, 102.2746, 2069.21, 150.2379, 3.831098, 555.3742, 946.2352, 1723.315, 1424.849, 1207.85, 802.3698, 98.82719, 1333.837, 674.411, 33.31595, 848.3552, 1161.243, 1996.215, 3232.583, 1891.87, 6.108997, 1812.158, 1127.122, 1146.084, 1849.984, 1597.053
334.3, 101.7737, 594.8844, 196.9955, 325.8278, 22.0541, 442.6157, 79.43518, 191.6154, 340.46, 658.7983, 0.156661, 29.6927, 140.5846, 562.6707, 0.0002172302, 230.3864, 799.6523, 134.1888, 583.5969, 1268.722, 12.10438, 171.1805, 337.8258, 758.2522, 385.4347, 445.2243, 542.0212, 286.297, 629.5776, 91.09691, 819.2779, 187.1136, 671.1725, 1208.435, 1165.651, 428.5322, 253.1158, 697.9758, 2040.431, 44.78049, 621.6621, 953.3396, 506.0029, 731.7183, 522.1623, 1137.011, 809.62, 266.3687, 752.1122, 0.01752384, 272.6562, 896.9599, 788.5287, 903.9059, 97.96685, 2152.959, 143.5595, 3.668875, 580.8135, 906.6551, 1741.674, 1495.029, 1157.533, 765.1454, 94.6003, 1277.803, 645.0814, 31.91473, 810.7775, 1118.902, 1912.177, 3230.61, 1939.978, 5.833618, 1852.887, 1210.196, 1098.022, 1833.213, 1707.974
334.4, 97.60623, 625.2388, 187.5411, 311.0359, 21.03185, 423.7336, 130.8005, 182.8599, 365.2389, 626.7288, 0.1490562, 28.42349, 133.2725, 537.098, 0.0002079938, 270.2347, 765.9194, 128.6684, 635.2471, 1338.513, 11.56717, 162.4135, 323.9615, 808.3597, 379.3731, 426.5872, 519.6071, 269.2736, 603.2944, 87.20186, 796.6857, 176.1514, 660.7431, 1212.311, 1224.03, 545.6817, 240.5603, 669.334, 2027.308, 42.41613, 589.9453, 956.1891, 482.5771, 695.4486, 500.157, 1178.673, 860.2061, 252.7671, 794.6526, 0.01680912, 259.6469, 855.6938, 788.3868, 866.3083, 93.84055, 2061.397, 137.178, 3.513521, 556.8152, 868.7306, 1710.549, 1483.753, 1240.945, 729.6479, 90.55421, 1279.509, 647.2192, 30.57243, 811.4363, 1137.779, 1986.263, 3176.1, 1889.618, 5.570652, 1782.279, 1171.61, 1051.975, 1808.462, 1636.028
334.5, 93.60942, 591.2895, 178.5405, 296.9156, 20.057, 427.9084, 125.162, 185.739, 349.7782, 596.2205, 0.1418205, 27.20853, 126.3408, 512.6876, 0.0001991501, 258.8016, 820.5414, 123.375, 753.4495, 1282.368, 11.0538, 154.0955, 310.6662, 774.1664, 372.0335, 408.7301, 498.1199, 253.2624, 611.6472, 83.47335, 781.5228, 165.8314, 682.8602, 1157.449, 1213.703, 522.9046, 228.6276, 717.709, 2047.749, 40.17661, 559.8466, 915.0724, 460.2357, 704.6766, 529.6309, 1147.104, 930.1074, 239.86, 783.7383, 0.01612356, 247.2582, 816.3263, 762.8145, 890.9913, 89.88804, 2013.021, 131.0802, 3.364746, 560.3621, 862.1301, 1781.446, 1420.546, 1189.249, 695.7974, 86.68116, 1225.757, 647.1249, 29.2866, 775.4939, 1130.472, 1902.644, 3254.416, 1884.541, 5.319541, 1776.428, 1205.458, 1072.25, 1775.231, 1654.994
334.6, 89.77627, 631.7421, 169.9718, 283.4363, 19.12732, 409.6538, 119.7666, 209.967, 403.7737, 567.1972, 0.1349361, 26.04551, 119.7696, 489.3866, 0.0001906825, 343.7755, 849.3418, 118.2995, 729.3713, 1335.467, 10.56322, 146.2036, 297.9165, 741.4196, 433.9706, 391.6206, 477.5212, 238.2032, 586.1125, 79.90427, 747.9965, 156.116, 703.9361, 1196.348, 1197.25, 501.0782, 217.2868, 720.6543, 1963.051, 38.05532, 531.2834, 875.7238, 438.9286, 681.7189, 507.3108, 1096.388, 919.6476, 227.612, 750.3797, 0.01546595, 235.4607, 835.7656, 789.1098, 853.931, 86.10201, 2030.918, 125.2534, 3.22227, 562.4319, 882.5444, 1706.085, 1450.584, 1189.383, 762.5641, 82.97377, 1207.413, 631.9849, 28.05484, 741.1436, 1100.944, 1859.26, 3185.288, 1820.199, 5.079748, 1742.091, 1185.473, 1079.24, 1835.099, 1695.73
334.7, 86.10008, 615.4545, 161.8144, 321.0045, 18.24074, 392.1779, 114.6038, 209.38, 408.5315, 612.5027, 0.1283859, 24.9322, 113.5402, 547.5236, 0.0001825748, 329.2311, 832.3796, 113.4327, 694.4777, 1302.47, 10.09441, 138.7158, 285.6901, 821.0238, 426.5388, 375.2273, 550.3875, 224.0395, 590.6189, 76.48779, 757.4838, 146.9698, 669.8572, 1142.209, 1220.308, 480.1629, 206.5086, 691.0819, 1929.69, 36.04605, 567.9158, 838.0671, 418.608, 647.9276, 485.9313, 1117.234, 932.1046, 215.9894, 759.4011, 0.01483517, 224.2261, 797.3149, 778.2837, 858.4418, 82.47545, 1944.546, 119.6857, 3.085827, 569.2033, 894.4584, 1633.912, 1416.437, 1228.905, 843.7787, 118.4844, 1208.394, 658.3646, 26.87489, 736.8383, 1166.479, 1925.644, 3241.744, 1864.597, 4.850765, 1762.955, 1133.375, 1123.1, 1872.085, 1703.687
334.8, 82.57442, 618.5484, 154.0485, 306.4316, 17.39525, 465.3739, 109.6635, 240.4932, 391.2382, 582.6868, 0.1221537, 23.86648, 107.6348, 540.6774, 0.0001748119, 315.302, 811.5555, 108.7662, 661.2534, 1297.277, 9.646406, 131.6115, 273.9654, 786.2949, 406.5307, 359.5202, 527.6274, 210.718, 641.5765, 193.0666, 762.6852, 138.3594, 657.7606, 1143.419, 1270.183, 460.1206, 215.55, 737.7103, 1916.76, 34.14286, 538.941, 802.0298, 399.2282, 701.1757, 507.2054, 1081.419, 942.426, 204.9603, 727.0784, 0.01423011, 213.5275, 912.4998, 839.0073, 826.5589, 79.00163, 1948.865, 114.3654, 2.955161, 545.6848, 873.0292, 1656.872, 1429.453, 1239.606, 804.6333, 113.4168, 1266.73, 629.7328, 25.74457, 739.1526, 1144.862, 1844.577, 3225.512, 1786.626, 4.632104, 1756.766, 1130.959, 1116.73, 1812.538, 1631.921
334.9, 79.19314, 584.9624, 146.6553, 292.5203, 16.58896, 445.521, 104.9362, 229.5043, 374.6769, 614.03, 0.1162239, 22.84631, 102.0365, 516.1043, 0.0001673791, 301.9623, 813.8593, 104.2916, 667.5125, 1242.862, 9.218286, 124.871, 262.7219, 794.4647, 387.4611, 344.4706, 505.8086, 198.1885, 614.7924, 184.8116, 729.967, 130.2535, 697.6567, 1119.827, 1218.344, 440.9149, 204.8579, 707.438, 1951.093, 32.34015, 511.4445, 905.0131, 380.7455, 666.42, 485.8304, 1046.148, 918.5739, 194.4944, 696.1313, 0.01364973, 203.3394, 870.5189, 801.5071, 832.0333, 75.67413, 1930.286, 109.2817, 2.830029, 523.1379, 848.6784, 1672.212, 1478.087, 1187.966, 767.3039, 108.5659, 1231.807, 614.9211, 24.66178, 706.412, 1118.81, 1921.487, 3179.322, 1738.256, 4.4233, 1698.126, 1233.579, 1069.899, 1757.277, 1637.951
335, 75.95031, 553.2001, 139.6169, 279.2405, 15.82003, 426.5151, 129.6704, 219.0174, 408.6789, 584.1398, 0.1105821, 21.86975, 96.72942, 492.648, 0.0001602623, 289.187, 779.5271, 100.0012, 635.5782, 1293.383, 8.809166, 118.4758, 251.9398, 813.6699, 386.885, 330.051, 484.892, 186.4041, 589.1264, 176.9096, 698.6524, 122.6225, 663.8818, 1143.99, 1168.62, 422.5109, 194.6961, 678.408, 1911.912, 30.63263, 593.406, 924.2795, 363.1186, 633.387, 538.067, 1093.774, 933.7252, 184.5629, 728.8019, 0.01309302, 193.6374, 893.0067, 837.7224, 883.4953, 72.48679, 1880.213, 104.4239, 2.710195, 574.2482, 863.3188, 1727.836, 1483.238, 1259.944, 731.7064, 103.9225, 1180.059, 652.9742, 23.62454, 761.0545, 1068.372, 1844.334, 3210.755, 1694.533, 4.223908, 1736.402, 1179.366, 1025.032, 1813.933, 1673.622
