 , C000, C001, C002, C003, C004, C007, C008, C009, C012, C013, C014, C015, C016, C018, C019, C022, C023, C024, C026, C027, C030, C031, C032, C033, C035, C037, C038, C039, C042, C043, C044, C046, C047, C048, C050, C052, C053, C054, C056, C057, C058, C059, C060, C061, C062, C066, C067, C070, C072, C073, C074, C076, C078, C079, C080, C081, C086, C087, C090, C091, C092, C093, C094, C098, C101, C102, C108, C111, C112, C113, C120, C124, C125, C127
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
97.90000000000001, 496.2591, 0.0002490717, 556.4664, 510.1973, 1811.024, 254.6242, 668.9807, 710.98, 2591.341, 1911.691, 3758.532, 862.7568, 710.3139, 1680.258, 163.7413, 634.0377, 960.7438, 1196.361, 90.60644, 657.2437, 1597.621, 121.0056, 2849.909, 608.4148, 1512.881, 1136.743, 1502.055, 308.5199, 76.452, 847.1504, 0.006829968, 209.1641, 39.62309, 0.2389093, 13.52451, 429.348, 1.180677, 1669.206, 588.6064, 325.0742, 982.0156, 1014.056, 500.7861, 455.5667, 1331.664, 940.4641, 266.9216, 3254.203, 481.5807, 1321.605, 921.3602, 902.3154, 0.06092212, 2411.918, 772.6431, 880.7999, 1.515902e-05, 0.8653075, 1407.521, 646.3787, 2203.388, 971.5862, 1880.264, 434.0592, 8.457006, 1552.831, 538.6836, 986.9705, 1229.772, 2.388797, 859.2997, 456.6141, 2153.284, 1.195872
98, 469.5612, 0.0002376308, 595.3817, 544.5614, 1732.785, 243.0777, 639.6219, 699.8358, 2502.463, 1878.802, 3866.53, 825.2745, 712.5172, 1605.035, 156.5671, 664.1898, 972.4206, 1171.066, 86.6005, 628.0848, 1639.817, 115.2594, 2752.768, 582.6213, 1490.231, 1168.776, 1461.951, 295.7274, 72.97318, 865.3607, 0.006527442, 227.8721, 37.82218, 0.2290479, 12.97169, 410.4591, 1.128978, 1673.812, 657.1259, 308.7988, 995.6497, 1187.015, 535.0766, 523.2616, 1386.967, 945.1707, 255.4208, 3242.13, 560.6763, 1267.018, 880.2229, 860.8005, 0.05839664, 2329.362, 851.7728, 857.1768, 1.447157e-05, 0.8299071, 1437.979, 618.5222, 2324.547, 969.78, 1965.949, 478.3363, 8.095341, 1481.49, 515.7412, 957.2963, 1337.52, 2.29033, 939.3008, 437.5405, 2200.692, 1.143588
98.09999999999999, 528.7153, 0.0002267154, 582.6614, 564.4714, 1798.042, 232.0547, 690.04, 727.1481, 2530.041, 1961.763, 3968.901, 831.6636, 711.3198, 1579.074, 168.1397, 635.6856, 1038.698, 1220.291, 82.77168, 600.2195, 1710.923, 109.7861, 2819.837, 660.1284, 1530.195, 1138.645, 1425.362, 321.8343, 69.65265, 825.9247, 0.006238315, 217.7406, 36.10312, 0.2195936, 12.44146, 442.1367, 1.079542, 1597.799, 620.8322, 293.3383, 994.2676, 1125.408, 592.5488, 501.717, 1337.519, 1094.951, 244.4155, 3200.63, 534.9384, 1214.686, 897.3691, 821.1957, 0.05597586, 2477.001, 806.9449, 831.6783, 1.381529e-05, 0.7959549, 1399.124, 591.8662, 2246.429, 973.8943, 1879.694, 478.0227, 7.749141, 1596.516, 493.776, 980.04, 1295.623, 2.195922, 899.4669, 419.2636, 2159.93, 1.09359
98.2, 500.2713, 0.0002163015, 563.1251, 561.4351, 1893.283, 221.5317, 693.7928, 740.2752, 2604.372, 1998.432, 4261.493, 862.6188, 680.5272, 1629.82, 212.5646, 728.3264, 992.7952, 1303.116, 79.11213, 621.5295, 1637.818, 104.5727, 2703.784, 658.9294, 1497.068, 1267.409, 1494.102, 308.4898, 66.48322, 803.2534, 0.005961996, 208.0595, 34.46218, 0.2105295, 11.9329, 422.6852, 1.03227, 1759.83, 586.5429, 278.6519, 1021.082, 1142.298, 613.811, 533.3061, 1444.109, 1047.707, 233.8844, 3482.535, 571.3419, 1379.62, 973.0472, 921.2104, 0.05365543, 2402.081, 764.4764, 793.1039, 1.318878e-05, 0.7633917, 1604.055, 566.359, 2259.97, 1048.603, 1926.84, 619.8582, 7.417747, 1562.868, 472.7462, 1003.813, 1316.829, 2.105405, 861.3221, 401.7502, 2299.348, 1.045777
98.3, 473.3575, 0.0002063658, 539.642, 605.6349, 1912.225, 211.4858, 729.1356, 704.8907, 2672.883, 2060.876, 4392.449, 884.3533, 651.0675, 1630.907, 203.2512, 697.0698, 948.9214, 1269.565, 75.61438, 593.9551, 1618.351, 99.60685, 2659.181, 630.9943, 1433.397, 1336.479, 1550.278, 295.6986, 63.458, 820.0311, 0.005697915, 217.5989, 32.89584, 0.2018396, 11.44513, 449.3787, 0.9870691, 1807.624, 554.1475, 264.7007, 1227.132, 1136.303, 587.3461, 549.9459, 1408.313, 1059.732, 223.8071, 3570.922, 545.1145, 1322.636, 955.8913, 878.8262, 0.05143119, 2401.795, 724.2429, 852.8389, 1.259067e-05, 0.7321607, 1625.015, 541.951, 2225.937, 1002.236, 1842.301, 591.1866, 7.100525, 1620.353, 452.6121, 1115.04, 1259.75, 2.01862, 824.7951, 384.9683, 2320.056, 1.000056
98.40000000000001, 447.8917, 0.0001968866, 597.1523, 578.2302, 1899.92, 201.8955, 697.137, 671.1976, 2585.707, 1974.041, 4232.106, 845.9327, 662.9051, 1727.372, 194.3459, 667.1546, 906.9865, 1250.101, 97.90994, 748.8799, 1834.559, 94.87682, 2681.024, 604.2436, 1528.999, 1270.971, 1484.759, 283.4377, 60.57045, 782.6609, 0.005445532, 207.9241, 31.40069, 0.1935083, 10.9773, 429.6086, 0.9438471, 1725.534, 523.5413, 251.4481, 1174.109, 1192.48, 562.0222, 537.4856, 1400.235, 1014.008, 279.1887, 3538.356, 520.091, 1268.007, 1006.334, 875.4022, 0.04929915, 2436.248, 686.1269, 813.283, 1.20197e-05, 0.7022074, 1570.688, 518.595, 2129.867, 1120.324, 1862.73, 563.8412, 6.79687, 1591.563, 433.3355, 1099.761, 1339.698, 1.935411, 789.8171, 368.8875, 2318.441, 0.9563327
98.5, 485.5651, 0.0001878428, 572.2504, 552.0654, 1817.84, 192.7401, 666.5426, 639.1151, 2730.46, 1956.673, 4256.798, 829.6266, 634.2083, 1702.528, 185.8308, 658.8698, 866.9047, 1231.799, 120.7856, 715.6555, 1902.26, 90.3714, 2580.775, 665.6187, 1546.551, 1208.673, 1422.009, 349.9629, 57.81429, 820.8748, 0.005204328, 219.4254, 29.97349, 0.185521, 10.52859, 430.8719, 0.9025177, 1750.156, 494.6255, 238.8589, 1123.377, 1170.355, 537.7901, 550.2538, 1427.263, 1055.6, 267.1593, 3528.702, 563.4691, 1250.849, 1038.646, 851.1433, 0.0472555, 2439.575, 799.1993, 907.6316, 1.147461e-05, 0.6734795, 1501.031, 496.2455, 2214.415, 1123.435, 1795.744, 537.7607, 6.5062, 1644.432, 414.8799, 1047.276, 1322.835, 1.855633, 929.8158, 353.4784, 2259.983, 0.9145214
98.59999999999999, 479.9061, 0.0001792144, 548.3868, 548.1544, 1870.707, 183.9998, 637.2909, 633.1381, 2617.694, 2025.19, 4319.342, 834.586, 606.7537, 1699.817, 177.6888, 650.487, 828.5943, 1171.476, 115.4454, 724.0779, 1898.053, 86.07993, 2552.944, 637.4001, 1480.775, 1343.255, 1479.465, 335.4521, 55.18354, 854.9407, 0.004973808, 397.4693, 28.61116, 0.1778633, 10.09823, 518.1526, 0.862998, 1784.97, 467.3068, 226.9001, 1149.157, 1195.013, 621.2239, 527.5978, 1520.32, 1043.037, 255.6483, 3508.036, 577.0944, 1272.002, 1109.172, 876.9786, 0.04529656, 2433.791, 784.8344, 900.1556, 1.095425e-05, 0.6459269, 1564.93, 474.8592, 2283.524, 1073.758, 1856.017, 635.7104, 6.227961, 1804.368, 583.8138, 1025.177, 1378.448, 1.779143, 890.3841, 338.7129, 2217.807, 0.8745381
98.7, 489.4993, 0.0001709823, 534.2242, 656.4984, 1946.232, 175.6559, 637.8209, 855.5922, 2615.223, 2199.055, 4531.131, 958.9687, 785.9006, 1737.821, 169.9035, 735.4318, 791.9769, 1204.061, 154.9515, 778.5116, 1886.299, 81.99226, 2561.923, 766.8865, 1417.797, 1449.45, 1416.939, 466.7004, 52.67251, 1011.841, 0.004753498, 379.7972, 27.31075, 0.1705217, 9.685451, 705.6138, 113.8356, 2032.921, 441.4969, 215.54, 1195.983, 1250.145, 645.3778, 505.8746, 1834.43, 1055.629, 244.6332, 3563.269, 719.0018, 1350.709, 1215.654, 988.5155, 0.04341884, 2454.756, 743.5295, 1044.388, 1.045748e-05, 0.6195015, 1578.4, 454.3945, 2217.315, 1135.4, 1774.585, 806.2416, 150.1921, 1826.955, 681.2054, 1056.354, 1318.697, 1.705806, 852.6246, 324.5642, 2377.971, 0.8363029
98.8, 484.3351, 0.0001631284, 511.9464, 738.9763, 1976.532, 167.6904, 609.8297, 1060.087, 2658.657, 2263.788, 4945.723, 1253.038, 814.0566, 1679.501, 195.8049, 765.171, 756.9777, 1307.858, 224.2597, 808.5503, 1955.615, 78.09869, 2637.825, 1075.665, 1431.137, 1465.524, 1357.055, 456.7208, 50.27573, 1128.157, 0.004542947, 362.9109, 360.9292, 0.1634831, 9.289548, 894.7928, 309.6307, 2321.849, 417.1126, 204.7486, 1268.254, 1307.336, 836.2347, 485.0459, 2178.984, 1175.029, 234.0927, 3812.868, 685.996, 1406.859, 1287.139, 1181.97, 0.04161895, 2572.79, 846.9807, 1381.23, 9.983239e-06, 0.5941572, 1828.583, 434.8118, 2189.577, 1085.194, 1832.54, 1113.07, 168.9252, 1896.05, 1323.402, 1144.647, 1438.929, 400.682, 1119.385, 311.0066, 2619.504, 0.7997394
98.90000000000001, 481.8566, 0.0001556352, 505.9429, 786.2169, 2138.062, 160.0861, 583.0669, 1073.983, 2671.68, 2218.07, 5332.702, 1437.203, 863.0916, 1794.348, 187.2259, 732.3331, 723.5252, 1352.42, 272.9438, 792.1315, 1994.703, 74.39001, 2675.461, 1120.567, 1370.27, 1799.826, 1310.359, 437.7833, 47.98801, 1098.233, 0.004341722, 439.4657, 344.5245, 0.1567351, 8.909828, 916.8723, 296.0725, 2479.985, 394.075, 194.4975, 1317.07, 1265.026, 1064.701, 465.0748, 2392.212, 1223.628, 287.1164, 3958.347, 837.8101, 1553.588, 1249.833, 1435.224, 258.2175, 2649.482, 802.4051, 1704.305, 9.530506e-06, 0.5698497, 1846.384, 416.073, 2190.397, 1037.209, 1868.463, 1338.564, 237.5851, 2117.835, 1267.038, 1254.29, 1517.774, 384.1658, 1071.914, 298.0152, 2901.127, 0.7647745
99, 455.9335, 0.0001484863, 484.8445, 750.6408, 2266.698, 152.8266, 643.6767, 1044.586, 2619.538, 2397.91, 5447.144, 1581.091, 825.7288, 1794.781, 199.8463, 700.9046, 691.551, 1286.189, 345.9467, 846.9819, 2009.632, 70.85745, 2618.983, 1144.21, 1311.992, 1763.535, 1539.275, 507.391, 45.8044, 1146.563, 0.00414941, 506.9623, 328.8655, 0.1502656, 8.54563, 947.0457, 283.108, 2508.906, 372.3098, 184.7597, 1312.422, 1341.802, 1040.66, 445.9259, 2430.826, 1280.693, 274.7455, 3948.45, 799.3505, 1511.566, 1416.712, 1484.299, 489.7357, 2601.574, 870.1407, 1753.662, 9.098304e-06, 0.5465366, 1764.5, 398.1418, 2135.589, 1034.238, 2011.644, 1459.972, 446.8564, 2281.083, 1213.076, 1309.141, 1488.917, 368.3303, 1026.456, 285.5666, 2842.403, 0.7313383
99.09999999999999, 487.8715, 0.0001416657, 464.6258, 826.2838, 2168.773, 145.8963, 615.4285, 994.6561, 2613.875, 2339.265, 5546.737, 1730.954, 789.9835, 1729.828, 191.0902, 689.7017, 660.9899, 1223.202, 340.0198, 826.6857, 2083.682, 67.49265, 2677.743, 1178.499, 1410.814, 1738.13, 1474.222, 486.3525, 43.72014, 1171.778, 0.003965617, 492.5811, 313.9182, 0.1440631, 8.19632, 905.3811, 270.7112, 2597.521, 351.7467, 175.5094, 1255.714, 1412.672, 1082.556, 427.5655, 2382.387, 1281.305, 262.9075, 3883.703, 846.0803, 1626.518, 1353.458, 1455.866, 469.4341, 2545.766, 861.5161, 1721.072, 8.685703e-06, 0.5241774, 1777.256, 380.9834, 2285.596, 1124.083, 2135.521, 1392.441, 427.7465, 2268.68, 1161.411, 1246.664, 1604.352, 353.1476, 982.9261, 273.6379, 2843.628, 0.6993638
99.2, 461.6248, 0.0001351584, 445.2503, 788.8948, 2259.8, 139.2803, 588.42, 1048.248, 2822.16, 2363.002, 5333.424, 1757.014, 755.7855, 1747.402, 182.7177, 689.7277, 631.7793, 1200.795, 324.9866, 822.3231, 2135.334, 64.28762, 2567.538, 1345.871, 1350.811, 1652.935, 1609.644, 466.1865, 41.73073, 1379.341, 0.003789964, 476.2419, 299.6502, 0.1381167, 7.861287, 886.4387, 258.8572, 2545.696, 332.3193, 166.7223, 1299.474, 1453.106, 1152.774, 409.9611, 2272.056, 1299.125, 465.7408, 3785.455, 914.6219, 1665.716, 1433.23, 1388.882, 449.9741, 2726.446, 816.1755, 1641.246, 8.291812e-06, 0.5027328, 1698.438, 364.5645, 2362.292, 1113.022, 2311.961, 1328.033, 409.4538, 2466.007, 1111.947, 1187.169, 1676.008, 338.5907, 941.2421, 262.2076, 2835.035, 0.6687874
99.3, 436.7902, 0.00012895, 426.6828, 753.1976, 2224.591, 132.9643, 562.5967, 998.1425, 3123.864, 2479.12, 5331.169, 1815.916, 826.0074, 1749.986, 200.0845, 660.1276, 603.8596, 1152.673, 310.6182, 785.8404, 2134.26, 61.23479, 2461.869, 1312.288, 1308.326, 1686.699, 1729.219, 580.9146, 39.83184, 1316.482, 0.003622091, 517.3819, 286.0308, 0.1324157, 7.539949, 847.4404, 247.5223, 2430.088, 313.965, 158.3751, 1377.586, 1417.957, 1103.072, 393.0815, 2219.754, 1307.708, 579.1266, 3753.852, 872.6362, 1804.743, 1415.07, 1324.981, 431.3208, 2803.844, 773.2211, 1729.584, 7.915784e-06, 0.4821656, 1675.006, 348.8531, 2408.728, 1063.806, 2366.908, 1266.605, 391.9434, 2470.481, 1064.59, 1130.513, 1603.359, 324.6339, 901.3257, 251.2546, 2775.11, 0.6395477
99.40000000000001, 458.4968, 0.0001230268, 411.7918, 719.1157, 2269.669, 126.9347, 537.9068, 950.4322, 3088.967, 2389.569, 5178.801, 1737.024, 790.2499, 1801.632, 191.3179, 631.7979, 577.1737, 1190.89, 296.8849, 820.0292, 2189.389, 304.9555, 2534.643, 1256.654, 1303.22, 1604.024, 1697.712, 556.8276, 38.01936, 1414.573, 0.003461655, 534.715, 273.0303, 0.12695, 7.231747, 861.2375, 236.6837, 2373.953, 397.3335, 150.4458, 1332.004, 1501.057, 1055.512, 376.8968, 2220.175, 1251.284, 720.6638, 3748.885, 832.5779, 1849.355, 1463.891, 1326.999, 413.4408, 2829.563, 907.0645, 1649.363, 7.556809e-06, 0.4624398, 1600.722, 333.8188, 2324.062, 1066.123, 2439.657, 1208.018, 375.1818, 2513.711, 1019.249, 1076.561, 1533.859, 311.2523, 863.1022, 240.7593, 2817.652, 0.6115864
99.5, 586.9156, 0.0001173757, 449.8143, 686.5759, 2171.616, 121.1786, 514.3004, 905.0024, 3072.772, 2288.884, 5095.093, 1661.559, 756.0404, 1829.042, 182.9355, 604.6838, 668.1514, 1132.57, 283.7589, 783.6483, 2095.84, 394.8024, 2462.404, 1203.379, 1317.405, 1600.116, 1776.257, 533.7393, 36.28934, 1350.108, 0.003308324, 510.9408, 260.6208, 0.12171, 6.936142, 823.348, 226.3198, 2315.469, 423.4624, 142.9135, 1432.588, 1452.783, 1010.002, 361.3786, 2251.612, 1197.295, 689.6127, 3593.02, 794.3584, 1838.336, 1398.531, 1265.944, 396.302, 2708.134, 859.3267, 1661.555, 7.214113e-06, 0.443521, 1529.733, 319.4325, 2445.092, 1060.512, 2540.186, 1152.141, 359.1371, 2653.132, 975.8396, 1025.184, 1467.373, 298.4224, 826.4997, 230.7023, 2697.697, 0.5848476
99.59999999999999, 555.3406, 0.0001119841, 431.0565, 655.5086, 2156.855, 115.6835, 491.7299, 861.7442, 2987.245, 2309.605, 5075.645, 1589.373, 723.3118, 1803.604, 174.9203, 664.205, 638.6243, 1077.105, 271.2132, 784.2609, 2215.601, 376.0544, 2435.464, 1227.971, 1408.142, 1521.686, 1759.196, 511.6084, 34.63806, 1339.273, 0.003161786, 488.2236, 248.7753, 0.1166862, 6.65262, 787.1254, 216.4096, 2210.317, 422.0097, 135.7583, 1370.687, 1481.602, 966.4553, 346.4993, 2227.448, 1226.544, 659.8995, 3443.636, 757.8934, 1762.407, 1336.089, 1207.699, 379.8736, 2701.565, 814.1014, 1633.276, 6.886959e-06, 0.4253762, 1521.226, 475.7025, 2401.823, 1013.618, 2459.806, 1098.849, 343.7785, 2531.241, 934.2789, 976.2584, 1504.643, 286.1213, 791.4494, 221.0654, 2696.527, 0.5592778
99.7, 525.4642, 0.0001068402, 427.5704, 625.8471, 2063.676, 110.4375, 537.2569, 820.5536, 2922.514, 2379.096, 4973.956, 1520.323, 692.0001, 1738.368, 175.064, 635.7002, 610.4021, 1035.378, 259.2222, 761.339, 2120.932, 426.8658, 2425.998, 1175.911, 1348.253, 1481.941, 1795.733, 490.3951, 33.06191, 1413.767, 0.003021738, 489.637, 237.4681, 0.1118698, 6.380688, 766.1989, 206.9334, 2109.939, 433.1639, 128.9613, 1397.113, 1436.952, 924.7858, 332.2326, 2193.836, 1173.622, 631.4665, 3421.287, 723.1023, 1696.408, 1276.434, 1223.031, 364.1263, 2643.475, 771.2562, 1654.341, 6.57464e-06, 0.4079737, 1453.762, 455.2015, 2477.287, 1093.48, 2393.609, 1048.022, 329.0767, 2414.95, 894.4883, 929.6679, 1439.423, 274.3273, 757.8856, 211.8311, 2719.522, 0.5348259
99.8, 497.1951, 0.0001019326, 415.3065, 597.5278, 2035.075, 105.4295, 539.6896, 781.332, 2991.264, 2278.853, 4887.433, 1603.302, 685.0957, 1807.371, 167.3937, 608.4187, 583.4271, 1020.216, 247.7613, 794.0209, 2152.522, 406.5952, 2474.009, 1126.059, 1342.767, 1409.302, 1778.234, 470.0614, 31.55748, 1349.34, 0.002887893, 467.867, 226.6749, 0.1072522, 6.119871, 804.2854, 197.8722, 2147.178, 472.5137, 122.5047, 1395.857, 1362.373, 884.9128, 318.5534, 2120.991, 1122.984, 604.2586, 3375.73, 689.9083, 1626.341, 1219.443, 1166.76, 349.0317, 2530.033, 772.7813, 1577.61, 6.276485e-06, 0.3912831, 1389.29, 435.584, 2508.529, 1069.726, 2448.197, 999.5454, 315.0037, 2426.072, 856.3923, 885.3008, 1377.029, 263.0194, 725.7451, 202.9825, 2666.391, 0.5114431
99.90000000000001, 470.4468, 9.725041e-05, 428.8203, 570.4899, 2044.534, 100.6485, 516.0049, 743.985, 2867.727, 2182.833, 4997.902, 1533.646, 712.7895, 1990.299, 160.0595, 582.308, 722.6421, 1007.627, 265.985, 758.7938, 2190.127, 387.2873, 2524.532, 1078.32, 1460.955, 1340.225, 1773.688, 450.5708, 30.12151, 1287.848, 0.002759977, 447.0649, 216.3723, 0.1028251, 5.869716, 768.9015, 189.2077, 2116.152, 502.31, 116.3713, 1414.064, 1396.925, 846.7591, 305.4373, 2099.11, 1105.889, 674.0748, 3429.441, 658.238, 1708.924, 1164.997, 1113.078, 334.5629, 2539.163, 784.9957, 1504.438, 5.991851e-06, 0.3752754, 1327.677, 416.812, 2605.551, 1166.802, 2366.177, 953.3114, 301.5324, 2417.495, 819.9189, 843.0511, 1360.604, 252.1777, 694.9676, 194.5036, 2655.22, 0.4890826
100, 510.9406, 9.27833e-05, 410.9379, 544.6754, 2155.753, 96.08439, 493.3597, 708.4233, 2903.569, 2221.723, 5053.97, 1467.017, 742.1876, 2059.875, 153.0466, 557.3179, 690.707, 1028.043, 254.2252, 788.9953, 2132.629, 368.8961, 2544.56, 1032.605, 1476.082, 1412.062, 1861.851, 587.8246, 28.75088, 1229.159, 0.002637727, 427.1877, 206.5379, 0.09858087, 5.629786, 735.0742, 180.9226, 2020.051, 474.5668, 280.7925, 1352.964, 1461.024, 810.2504, 292.8614, 2001.898, 1139.492, 645.031, 3477.96, 628.0216, 1681.259, 1214.408, 1061.866, 320.6939, 2448.936, 881.7682, 1535.297, 5.720125e-06, 0.3599226, 1394.572, 451.9026, 2681.452, 1145.151, 2349.31, 909.2159, 288.6373, 2344.633, 784.9988, 802.8177, 1332.023, 241.7828, 665.4953, 186.3788, 2641.941, 0.4676997
100.1, 483.4529, 8.852138e-05, 393.8013, 520.0291, 2100.847, 91.72722, 471.7083, 674.5613, 3002.176, 2224.765, 5115.175, 1403.283, 710.0587, 1977.738, 146.341, 582.891, 660.1831, 1032.95, 242.9852, 753.9912, 2123.194, 475.5799, 2540.003, 988.8284, 1413.303, 1342.849, 1816.988, 563.451, 27.44262, 1207.473, 0.002520891, 418.0444, 332.6884, 0.09451178, 5.399662, 724.7219, 173.0003, 2048.648, 617.7519, 449.1132, 1544.138, 1385.196, 884.7507, 280.8032, 1909.187, 1151.022, 639.9678, 3504.874, 599.1923, 1611.817, 1160.186, 1099.962, 307.3998, 2361.966, 975.022, 1487.491, 5.460721e-06, 0.3451978, 1332.725, 569.6276, 2661.156, 1117.893, 2330.587, 867.1601, 276.2937, 2397.826, 751.566, 764.5045, 1274.285, 231.8165, 637.2729, 178.5934, 2551.885, 0.4472516
100.2, 457.444, 8.445523e-05, 499.0056, 496.4979, 2010.087, 87.56763, 451.007, 642.3179, 2878.189, 2205.981, 5205.603, 1342.318, 679.3206, 2005.426, 298.7807, 578.004, 631.0082, 982.3641, 232.2422, 720.5401, 2032.473, 452.996, 2474.921, 946.9074, 1353.194, 1277.028, 1740.197, 540.0882, 26.19388, 1152.447, 0.002409231, 399.4575, 317.5674, 0.09061065, 5.178946, 692.8383, 165.425, 1995.1, 636.11, 563.6957, 1497.632, 1407.165, 861.8492, 269.2415, 1988.134, 1101.359, 612.3936, 3653.523, 571.6863, 1628.047, 1240.894, 1049.353, 294.6568, 2309.172, 923.7078, 1418.499, 5.213081e-06, 0.3310755, 1273.621, 808.8995, 2606.965, 1117.542, 2228.333, 827.0496, 264.4779, 2287.664, 719.557, 728.0196, 1266.533, 222.2609, 610.2474, 171.1332, 2503.965, 0.4276976
100.3, 432.8343, 8.057585e-05, 479.2798, 474.0316, 1923.248, 83.59668, 431.2143, 611.6157, 2876.553, 2277.598, 5140.249, 1338.852, 649.9131, 1978.828, 285.6898, 615.0001, 635.2485, 934.2556, 244.5952, 729.3281, 2035.25, 431.4846, 2467.813, 906.7637, 1496.264, 1214.434, 1724.904, 517.694, 25.00197, 1109.524, 0.002302517, 414.3859, 303.1336, 0.08687055, 4.967252, 662.3574, 158.1813, 1904.497, 667.9394, 535.4734, 1488.624, 1394.294, 824.6899, 258.1558, 1952.215, 1053.838, 586.0075, 3514.818, 545.4431, 1560.803, 1200.218, 1001.073, 282.4421, 2442.243, 875.0941, 1362.989, 4.976671e-06, 0.3175309, 1259.759, 774.039, 2617.631, 1068.126, 2202.733, 788.7943, 253.1674, 2369.194, 688.9113, 693.2759, 1308.933, 213.0992, 584.3679, 163.9846, 2548.023, 0.4089985
100.4, 532.2676, 7.687466e-05, 480.3175, 452.5818, 1883.354, 79.80579, 474.9779, 582.381, 3049.531, 2181.631, 5109.607, 1449.547, 621.7787, 1895.107, 286.353, 588.6069, 607.1755, 963.9127, 233.781, 774.9684, 2013.229, 410.9946, 2429.435, 868.3218, 1438.709, 1154.908, 1652.005, 496.2284, 23.8643, 1097.255, 0.002200529, 434.7228, 289.3558, 0.08328483, 4.764211, 657.5059, 151.2548, 1917.919, 631.0483, 632.5121, 1519.83, 1358.248, 862.9445, 303.3959, 1861.806, 1111.753, 605.0827, 3489.519, 520.4045, 1496.337, 1205.251, 955.0146, 270.7337, 2337.436, 954.735, 1299.772, 4.750983e-06, 0.3045405, 1203.891, 740.6808, 2745.535, 1020.896, 2340.78, 752.3086, 242.3407, 2260.348, 659.5708, 812.6225, 1252.196, 204.3152, 559.586, 157.1347, 2525.83, 0.3911169
100.5, 503.6325, 7.334349e-05, 460.2876, 432.1027, 1874.183, 76.18681, 454.1332, 554.5438, 3122.507, 2164.269, 4992.291, 1406.409, 614.3676, 2027.41, 273.8066, 563.3465, 664.3033, 916.7079, 253.5184, 740.5866, 1927.207, 391.4777, 2383.309, 831.5097, 1448.712, 1184.247, 1803.37, 475.6529, 22.77839, 1149.119, 0.002103059, 493.6202, 276.2043, 0.0798471, 4.569469, 628.5795, 144.6316, 1885.703, 596.1948, 600.8444, 1525.555, 1320.802, 825.7379, 290.904, 1886.701, 1083.098, 600.9641, 3467.911, 496.5153, 1589.474, 1323.545, 911.0751, 259.5107, 2237.127, 904.4884, 1388.801, 4.535529e-06, 0.2920814, 1191.154, 708.7603, 2627.04, 1052.714, 2310.582, 717.5105, 231.9769, 2353.35, 631.4799, 864.508, 1296.499, 195.8932, 751.0494, 150.5709, 2478.889, 0.3740171
100.6, 476.538, 6.997451e-05, 461.4498, 412.5502, 1917.708, 72.73194, 434.2032, 528.0371, 3263.553, 2130.37, 5029.249, 1345.307, 661.7758, 1989.987, 261.81, 539.1701, 683.1464, 871.8148, 242.3097, 707.7302, 1879.052, 372.8876, 2357.447, 796.2582, 1387.097, 1197.418, 1910.235, 455.9304, 21.7419, 1187.11, 0.002009906, 471.6732, 263.6505, 0.07655129, 4.382688, 641.1895, 138.2985, 1831.367, 689.9475, 612.8686, 1555.424, 1364.487, 790.1355, 278.9264, 1884.429, 1036.366, 575.0705, 3462.351, 473.7228, 1523.823, 1391.226, 936.9309, 248.7529, 2242.907, 956.6581, 1328.21, 4.329846e-06, 0.2801321, 1138.328, 678.2153, 2717.516, 1131.911, 2287.579, 847.9448, 222.0564, 2273.575, 604.5854, 873.3073, 1240.301, 187.8184, 831.9523, 144.2812, 2470.668, 0.3576649
100.7, 450.901, 6.676029e-05, 442.2068, 393.8824, 1916.184, 69.43374, 415.1479, 502.7974, 3348.915, 2108.15, 4955.091, 1313.678, 646.1236, 1963.548, 250.339, 550.8638, 652.9567, 829.1201, 231.5966, 676.3314, 1837.596, 355.1803, 2291.963, 762.5012, 1524.972, 1138.726, 1829.503, 437.0258, 20.75257, 1273.008, 0.00192088, 492.2701, 251.6672, 0.07339151, 4.203541, 612.9808, 132.2426, 1804.804, 732.6164, 624.7686, 1535.299, 1293.669, 780.3262, 267.442, 1832.118, 1126.361, 550.2925, 3463.748, 451.9765, 1561.724, 1464.214, 893.8234, 238.441, 2154.154, 906.3104, 1360.624, 4.133491e-06, 0.2686717, 1128.09, 648.9868, 2684.081, 1214.53, 2281.689, 906.6434, 212.5601, 2315.871, 578.8363, 831.63, 1230.03, 180.0765, 796.6708, 138.2543, 2365.485, 0.3420277
