 , C000, C001, C002, C003, C004, C007, C008, C009, C012, C013, C014, C015, C016, C018, C019, C022, C023, C024, C026, C027, C030, C031, C032, C033, C035, C037, C038, C039, C042, C043, C044, C046, C047, C048, C050, C052, C053, C054, C056, C057, C058, C059, C060, C061, C062, C066, C067, C070, C072, C073, C074, C076, C078, C079, C080, C081, C086, C087, C090, C091, C092, C093, C094, C098, C101, C102, C108, C111, C112, C113, C120, C124, C125, C127
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
517.9, 379.8904, 118.8931, 6.984763, 403.9281, 0.4718968, 472.8107, 1.501715e-05, 308.246, 701.1728, 401.7599, 119.3758, 783.4138, 78.41929, 0.02173474, 0.01352997, 0.02041544, 544.3301, 23.41812, 190.5934, 729.1207, 523.7501, 625.7968, 482.5085, 1053.273, 299.6231, 392.9171, 19.5583, 1251.54, 433.1859, 19.68918, 1539.902, 327.4194, 0.0192028, 1828.473, 1958.066, 1721.094, 334.7093, 420.6557, 0.01077956, 552.9935, 468.4898, 791.5158, 273.6333, 3205.967, 125.1476, 424.2662, 683.4413, 892.8852, 573.7852, 0.04377842, 356.8269, 925.3438, 3203.506, 252.1291, 687.7428, 120.007, 710.8051, 1029.423, 1126.045, 2043.888, 794.8819, 1270.267, 1545.162, 1134.485, 861.15, 152.5482, 1361.129, 1.060651e-08, 1276.638, 1383.059, 1681.77, 2642.973, 1333.451, 1632.421
518, 359.4529, 113.4319, 6.69349, 385.6505, 0.4515101, 451.37, 1.435811e-05, 293.5122, 763.0621, 384.8317, 114.4732, 749.3785, 75.02456, 0.02076169, 0.01293716, 0.0195393, 520.275, 22.27128, 182.1668, 696.773, 530.1918, 672.8611, 462.6505, 1024.177, 286.8799, 373.658, 18.73171, 1199.646, 413.4744, 18.79191, 1626.85, 333.0425, 0.01833001, 1954.862, 1939.161, 1734.677, 337.9748, 401.5524, 0.01018419, 525.3069, 448.2468, 750.4354, 322.682, 3160.167, 119.3519, 405.9604, 653.994, 855.7624, 547.4456, 0.04197022, 340.8951, 915.0963, 3197.825, 317.0162, 651.5477, 114.4409, 732.0303, 987.3089, 1076.107, 2040.373, 760.5753, 1270.679, 1727.16, 1082.009, 824.3227, 145.5398, 1338.67, 1.010033e-08, 1291.984, 1391.286, 1610.449, 2606.5, 1334.06, 1631.012
518.1, 434.4345, 108.2215, 6.414362, 445.9487, 0.4320042, 430.9016, 1.372799e-05, 317.3464, 746.2542, 420.545, 109.772, 716.8219, 122.4715, 0.01983221, 0.01237033, 0.01870075, 649.0764, 21.18061, 216.4516, 665.8604, 507.5375, 640.909, 473.3413, 1012.212, 274.6787, 355.3429, 17.94006, 1230.421, 394.6599, 17.93554, 1554.791, 318.2349, 0.01749689, 1918.85, 1880.679, 1787.445, 323.1755, 383.3167, 0.009621707, 540.2081, 484.7401, 793.5061, 308.7693, 3207.429, 113.8245, 388.4445, 625.8154, 880.6459, 522.3151, 0.04023671, 325.6747, 921.9045, 3250.592, 303.4117, 617.2576, 109.133, 698.8333, 992.2883, 1028.383, 1976.893, 779.4116, 1305.701, 1651.382, 1031.961, 802.9199, 138.8533, 1281.657, 9.618311e-09, 1235.981, 1343.444, 1542.153, 2578.497, 1321.968, 1576.149
518.2, 411.0627, 103.2504, 6.146875, 453.4556, 0.4133409, 411.3613, 1.312553e-05, 302.1776, 753.8651, 402.8253, 110.0098, 781.4464, 117.1697, 0.01894435, 0.01182834, 0.0178982, 635.6065, 20.14335, 206.8818, 723.96, 529.2395, 701.9874, 453.8605, 969.3, 262.9965, 337.9256, 17.18187, 1179.403, 376.7016, 17.11818, 1584.026, 331.1906, 0.01670163, 1975.344, 1921.893, 1738.104, 408.5601, 365.9091, 0.009090289, 527.4138, 496.4189, 752.3223, 295.4565, 3194.463, 108.5532, 371.6843, 598.851, 844.032, 498.3382, 0.03857479, 311.1338, 904.6206, 3229.694, 290.3911, 584.772, 104.0712, 667.1417, 951.6929, 1028.316, 1959.208, 745.7726, 1247.965, 1578.928, 1145.805, 768.5828, 132.4741, 1270.362, 9.159291e-09, 1249.462, 1376.5, 1476.754, 2499.495, 1265.688, 1592.451
518.3, 526.2372, 98.50771, 5.890543, 466.1812, 0.3954839, 392.7072, 1.254951e-05, 320.4103, 722.7311, 385.8522, 133.6199, 777.9083, 112.0975, 0.01809623, 0.01131009, 0.01713009, 641.0975, 19.15689, 197.735, 691.8412, 506.6259, 668.6522, 497.8874, 987.4108, 251.8111, 321.362, 16.45571, 1166.418, 359.5604, 16.33808, 1636.323, 316.4653, 0.01594253, 1893.809, 1914.433, 1661.638, 416.9899, 385.329, 0.008588223, 561.5524, 489.6162, 780.9664, 306.4726, 3067.936, 103.526, 355.6472, 605.5539, 884.8779, 475.462, 0.03698152, 297.2422, 972.7415, 3228.072, 277.9291, 553.9962, 99.24425, 694.7968, 982.6154, 1026.393, 1932.358, 713.5855, 1192.782, 1509.654, 1092.806, 735.7142, 126.3879, 1260.1, 8.722178e-09, 1308.555, 1418.875, 1509.944, 2587.901, 1288.229, 1522.828
518.4, 497.9265, 93.98284, 5.6449, 462.8562, 0.3783984, 374.899, 1.199876e-05, 322.7953, 779.5732, 369.5943, 134.0129, 744.1122, 107.2449, 0.01728608, 0.01081454, 0.01639494, 612.766, 18.21873, 188.9926, 746.0582, 484.9785, 636.8998, 477.3963, 1013.144, 241.1014, 305.6102, 15.76025, 1162.832, 343.1992, 15.59353, 1614.297, 302.3948, 0.01521792, 1838.328, 1863.658, 1732.51, 455.7735, 404.6375, 0.008113886, 533.4374, 468.4604, 878.5095, 388.6416, 3104.54, 98.73154, 340.3021, 635.4307, 848.088, 453.6359, 0.03545405, 283.9708, 1042.273, 3357.542, 266.002, 617.158, 94.64116, 700.5112, 1044.573, 1113.078, 1941.508, 778.2678, 1267.421, 1443.418, 1119.648, 760.5304, 120.5814, 1284.577, 8.305925e-09, 1251.834, 1360.388, 1445.91, 2479.799, 1251.802, 1553.939
518.5, 471.1389, 89.66582, 5.409501, 521.7493, 0.362051, 357.8983, 1.147219e-05, 307.366, 795.7393, 354.0214, 163.3706, 711.7844, 102.6023, 0.01651219, 0.01034071, 0.01569134, 627.5214, 17.32652, 180.6368, 818.9464, 464.256, 606.6554, 457.7486, 970.1923, 230.8472, 290.6306, 15.09418, 1114.616, 327.5824, 14.8829, 1614.488, 288.9499, 0.01452625, 1864.108, 1894.558, 1706.504, 435.816, 386.2617, 0.007665747, 506.73, 448.2187, 832.914, 371.885, 3190.847, 94.15916, 325.6191, 608.052, 960.2939, 432.8117, 0.03398968, 271.2919, 1107.661, 3218.357, 254.5867, 584.6777, 90.25157, 705.4194, 1001.839, 1063.715, 1971.56, 744.6782, 1211.377, 1501.288, 1103.709, 761.1307, 115.0416, 1286.931, 7.909537e-09, 1319.724, 1348.682, 1592.108, 2484.647, 1285.01, 1486
518.6, 445.7924, 85.5471, 5.183918, 498.1404, 0.3464098, 391.9216, 1.096872e-05, 356.024, 762.8759, 401.3147, 156.6612, 680.8611, 98.16068, 0.01577296, 0.009887642, 0.01501794, 599.7899, 16.47801, 182.2226, 782.6135, 444.4191, 606.7798, 438.9095, 967.8707, 221.0291, 276.3851, 14.45626, 1133.794, 312.6763, 14.20466, 1612.079, 276.1028, 0.01386601, 1787.164, 1817.116, 1646.808, 453.0005, 368.7203, 0.00724236, 481.3598, 428.8516, 789.6849, 355.8508, 3260.115, 89.79854, 311.5696, 581.853, 920.3685, 412.9435, 0.03258579, 259.1791, 1096.897, 3306.572, 243.6614, 640.0355, 86.06557, 791.2076, 1012.171, 1108.245, 1937.227, 785.4852, 1219.56, 1435.419, 1134.895, 778.9298, 109.7563, 1315.86, 7.532066e-09, 1282.834, 1293.089, 1524.59, 2582.341, 1273.01, 1643.406
518.7, 421.8096, 81.61756, 4.967741, 475.5997, 0.3314444, 374.149, 1.048735e-05, 339.0063, 731.3698, 384.4052, 150.2274, 754.1947, 93.91135, 0.01506682, 0.009454423, 0.01437343, 573.2838, 15.67105, 174.166, 747.8925, 425.4297, 676.1711, 548.0068, 995.8384, 211.6286, 262.838, 13.8453, 1099.964, 298.4485, 13.55733, 1540.674, 263.8268, 0.01323579, 1838.069, 1890.927, 1574.358, 433.1645, 351.9756, 0.006842356, 457.2598, 496.1198, 919.5087, 340.508, 3169.76, 85.63986, 298.1263, 583.448, 966.084, 393.9873, 0.03123988, 247.6072, 1142.258, 3206.836, 233.2048, 621.7497, 109.0629, 755.3268, 970.7621, 1074.081, 1891.512, 751.5842, 1165.633, 1534.511, 1142.352, 764.5682, 104.7139, 1303.791, 7.172609e-09, 1257.083, 1301.115, 1701.401, 2664.096, 1232.624, 1571.555
518.8, 399.1169, 77.86853, 4.760581, 533.4259, 0.3171255, 406.0378, 1.002711e-05, 322.8022, 701.1648, 368.2083, 162.069, 759.1146, 89.84598, 0.01439229, 0.009040184, 0.01375659, 626.5575, 14.9036, 166.4657, 778.8039, 407.2517, 644.0618, 525.4531, 953.6203, 202.6279, 249.9548, 13.26016, 1081.859, 284.8681, 12.9395, 1601.934, 252.0967, 0.0126342, 1832.816, 1900.411, 1690.667, 414.1969, 335.9913, 0.006464445, 561.5907, 474.683, 871.7853, 325.8267, 3162.274, 81.67377, 285.2631, 604.9297, 925.9179, 375.9013, 0.02994957, 236.5519, 1158.24, 3240.501, 223.197, 630.214, 104.0044, 721.0733, 931.0474, 1053.422, 1897.961, 719.1462, 1230.606, 1467.185, 1089.513, 803.196, 99.90306, 1307.047, 6.830307e-09, 1339.572, 1304.081, 1629.248, 2604.828, 1236.017, 1502.846
518.9, 377.6451, 74.29171, 4.562058, 509.2886, 0.3034252, 387.625, 9.587061e-06, 307.3725, 672.2073, 352.6938, 155.4131, 773.6569, 85.95659, 0.01374797, 0.008644096, 0.01316621, 598.8685, 14.17374, 164.8766, 744.252, 453.0299, 613.4772, 503.8276, 946.7249, 245.7799, 237.7031, 12.69975, 1100.918, 271.9056, 12.34983, 1530.978, 240.8881, 0.01205996, 1781.759, 1835.533, 1671.232, 396.06, 320.7329, 0.006107407, 533.4738, 467.0211, 826.5388, 311.7784, 3133.283, 77.89137, 272.9549, 578.8652, 957.838, 453.3917, 0.02871255, 318.7409, 1185.689, 3253.467, 213.6187, 760.9029, 99.18057, 721.0793, 892.9575, 1097.596, 1950.456, 754.3226, 1176.19, 1460.274, 1073.116, 768.8472, 240.916, 1293.565, 6.50434e-09, 1296.512, 1343.145, 1560.154, 2571.662, 1204.776, 1580.932
519, 357.3284, 70.87918, 4.371815, 486.2434, 0.2903167, 370.0473, 9.166326e-06, 341.911, 724.9656, 337.833, 149.0305, 800.9668, 82.23557, 0.01313248, 0.008265361, 0.01260118, 572.4032, 13.47962, 157.587, 758.926, 433.6726, 584.345, 483.0921, 906.5889, 235.3267, 226.052, 12.16303, 1055.269, 259.533, 11.78703, 1561.087, 230.1779, 0.01151183, 1761.224, 1806.199, 1613.356, 378.7172, 306.1675, 0.005770088, 553.0844, 446.8416, 927.5779, 298.3358, 3141.746, 74.28413, 261.1777, 630.8412, 918.0147, 473.9936, 0.02752662, 304.5096, 1131.136, 3243.996, 204.4514, 720.8575, 94.58044, 722.3824, 940.6628, 1048.92, 1949.973, 771.2244, 1124.181, 1396.205, 1023.479, 773.4134, 294.0399, 1332.043, 6.19393e-09, 1240.313, 1287.78, 1638.933, 2688.266, 1224.474, 1511.813
519.1, 338.1047, 67.62341, 4.189505, 464.2411, 0.2777746, 426.7749, 8.764056e-06, 325.568, 695.0251, 323.5984, 142.91, 826.5942, 78.67564, 0.01254456, 0.007903221, 0.01206039, 547.1074, 12.8195, 150.6197, 725.2559, 415.1424, 609.8105, 522.3955, 933.6924, 243.228, 214.9719, 11.64898, 1087.866, 247.7234, 11.24987, 1619.305, 251.5475, 0.0109886, 1802.098, 1842.943, 1619.21, 362.1338, 345.2957, 0.0054514, 667.7747, 427.534, 924.3891, 285.4728, 3160.244, 70.84394, 249.9087, 603.6603, 939.2299, 452.2349, 0.02638968, 290.9137, 1198.854, 3286.981, 195.6776, 682.9196, 90.19366, 718.8123, 945.8069, 1181.016, 1865.937, 737.9388, 1074.472, 1433.817, 1010.128, 740.3382, 280.5311, 1326.825, 5.898334e-09, 1266.733, 1294.599, 1634.737, 2622.344, 1189.665, 1627.07
519.2, 319.9153, 64.51718, 4.014797, 482.7948, 0.2657743, 421.5459, 8.379438e-06, 315.3971, 704.5557, 309.9635, 142.7398, 790.683, 75.26981, 0.01198295, 0.007556947, 0.01154281, 608.9746, 12.1917, 143.9604, 802.0658, 397.404, 580.8524, 521.9865, 954.2215, 232.8833, 204.4349, 11.15667, 1056.81, 291.1923, 10.7372, 1552.267, 240.3633, 0.01048915, 1727.713, 1893.964, 1629.25, 346.2766, 340.6141, 0.005150313, 634.3415, 429.3941, 876.4124, 316.826, 3103.881, 67.56307, 239.1259, 577.6505, 939.8154, 468.8265, 0.02529969, 277.9249, 1193.4, 3265.307, 187.2802, 825.6521, 86.01035, 703.9519, 907.1132, 1128.64, 1965.138, 767.6992, 1199.526, 1370.909, 1106.733, 748.0595, 267.6428, 1322.454, 5.616844e-09, 1292.559, 1324.887, 1630.412, 2651.443, 1169.534, 1564.761
519.3, 302.7044, 61.55364, 3.847375, 460.9485, 0.2542924, 402.4299, 8.011701e-06, 390.4577, 729.1799, 296.9031, 136.8777, 960.114, 72.01141, 0.01144649, 0.007225845, 0.01104744, 582.0627, 11.59464, 137.5956, 766.4818, 380.4235, 578.33, 539.5762, 928.8882, 248.8924, 194.4144, 10.68516, 1112.113, 277.942, 10.24788, 1590.219, 229.6764, 0.01001241, 1758.534, 1863.601, 1603.527, 361.6224, 423.7612, 0.004865855, 602.5822, 410.8404, 830.9257, 351.2054, 3203.244, 64.43414, 228.8083, 552.7614, 940.629, 595.463, 0.02425473, 265.516, 1171.593, 3244.261, 243.3145, 811.2108, 82.02107, 703.683, 904.2327, 1078.587, 1949.822, 734.5657, 1146.485, 1408.674, 1055.541, 716.0685, 328.008, 1266.131, 5.348789e-09, 1270.066, 1283.327, 1661.248, 2643.612, 1271.939, 1578.814
519.4, 286.4194, 58.72623, 3.686935, 440.0908, 0.2433066, 384.1808, 7.660102e-06, 384.827, 699.0654, 284.3931, 131.2563, 918.402, 68.89407, 0.01093404, 0.006909251, 0.01057334, 627.4489, 11.02683, 131.5121, 780.9255, 364.1685, 642.4869, 517.3694, 889.5084, 238.3068, 184.8851, 10.23357, 1083.328, 265.2947, 9.780871, 1624.361, 219.4646, 0.009557335, 1742.413, 1892.305, 1675.96, 345.7876, 404.5169, 0.004597109, 572.4129, 393.0884, 843.2395, 336.0629, 3080.598, 61.45012, 218.9359, 528.9446, 901.5211, 568.1282, 0.02325292, 253.6611, 1143.435, 3254.069, 232.8729, 826.9195, 98.79589, 671.7714, 867.2397, 1193.605, 1946.886, 702.8623, 1095.789, 1565.747, 1006.717, 685.4457, 312.9385, 1305.695, 5.093526e-09, 1215.014, 1230.428, 1590.797, 2629.66, 1217.79, 1564.939
519.5, 271.0105, 56.02869, 3.533185, 420.1768, 0.2327954, 366.7592, 7.323933e-06, 378.4378, 701.1258, 272.4102, 141.6324, 878.5022, 101.197, 0.01044453, 0.006606527, 0.01011957, 599.7206, 10.48682, 125.6976, 746.2795, 406.064, 626.0286, 496.0766, 961.7802, 228.1715, 175.8228, 9.801076, 1055.044, 333.7768, 9.33514, 1617.905, 218.5214, 0.009122943, 1716.908, 1861.004, 1602.228, 330.6461, 386.1466, 0.004343206, 632.4767, 420.7535, 799.4745, 335.8706, 3124.884, 58.60429, 209.4895, 506.1541, 1007.788, 581.5596, 0.0222925, 281.8946, 1137.508, 3234.259, 222.8793, 783.3997, 128.4048, 641.3071, 961.8442, 1188.736, 1881.001, 759.2208, 1047.335, 1497.05, 1072.165, 656.1324, 298.5614, 1250.086, 4.850444e-09, 1162.348, 1245.746, 1572.607, 2588.291, 1246.03, 1548.383
519.6, 256.4306, 53.45506, 3.385847, 470.4575, 0.2227383, 367.9433, 7.002517e-06, 360.3488, 781.0867, 260.9321, 135.8158, 840.3358, 108.7116, 0.009976941, 0.006317067, 0.009685286, 707.2441, 9.973259, 120.1402, 713.1705, 388.7135, 646.6172, 548.6792, 948.1097, 218.4672, 167.2048, 9.386856, 1036.296, 318.5888, 8.909722, 1587.082, 245.4539, 0.008708294, 1727.27, 1869.747, 1531.739, 316.1677, 368.6105, 0.004103326, 600.8108, 402.5731, 830.6327, 425.3902, 3099.247, 55.89025, 200.4507, 484.3455, 965.8876, 554.8632, 0.02137174, 285.584, 1135.642, 3168.431, 213.3146, 742.1703, 122.4492, 669.8956, 922.4943, 1146.724, 1931.404, 726.4533, 1080.644, 1431.368, 1032.672, 628.0728, 356.0441, 1340.63, 4.618964e-09, 1242.775, 1234.564, 1581.59, 2630.248, 1192.983, 1600.664
519.7, 242.6351, 50.99964, 3.244653, 449.1695, 0.2131156, 371.882, 6.695207e-06, 343.1245, 748.8285, 306.844, 135.8974, 907.8586, 104.0056, 0.009530284, 0.00604029, 0.009269636, 675.9894, 9.484847, 114.8285, 762.8079, 390.3554, 653.6326, 581.655, 968.7754, 278.8882, 159.0092, 8.990143, 1058.857, 304.092, 8.503692, 1604.171, 234.5407, 0.008312493, 1750.93, 1793.319, 1585.763, 302.3233, 351.8707, 0.003876695, 570.7302, 385.1783, 848.756, 407.0491, 3143.821, 53.30191, 191.8018, 463.4766, 947.9334, 529.3922, 0.02048901, 272.8332, 1303.026, 3182.158, 241.6152, 703.1108, 116.7699, 639.5163, 884.7543, 1211.351, 1848.168, 695.1, 1082.757, 1466.285, 996.0647, 601.2131, 339.6866, 1283.533, 4.398531e-09, 1216.573, 1183.675, 1514.518, 2643.97, 1226.173, 1548.441
519.8, 399.8186, 48.65702, 3.109347, 484.5991, 0.2039087, 355.0181, 6.401383e-06, 337.2343, 717.9025, 360.688, 130.3163, 868.4168, 113.0412, 0.009103622, 0.005775639, 0.008871824, 646.116, 9.020354, 109.7516, 769.6129, 420.5168, 622.5935, 557.7164, 927.7046, 291.6781, 151.2152, 8.610195, 1032.814, 290.2548, 8.116164, 1576.588, 251.5753, 0.00793468, 1768.941, 1861.27, 1597.555, 332.3266, 436.8449, 0.003662581, 542.1557, 368.5352, 804.7047, 389.4989, 3099.147, 50.83344, 183.5262, 443.5069, 1069.058, 672.6809, 0.01964275, 350.8923, 1344.839, 3097.444, 295.3877, 666.1069, 111.3539, 610.5147, 848.5583, 1157.63, 1907.698, 665.0999, 1118.211, 1452.394, 1069.764, 575.502, 324.0806, 1228.867, 4.188617e-09, 1243.543, 1173.199, 1494.83, 2638.218, 1252.665, 1642.598
519.9, 378.309, 46.422, 2.979683, 462.6712, 0.1950995, 338.919, 6.120453e-06, 343.0084, 688.2537, 345.4904, 124.9644, 854.1467, 108.1477, 0.008696062, 0.005522584, 0.008491084, 617.5627, 8.578609, 225.1206, 774.8492, 402.5487, 614.7012, 534.7631, 888.3749, 279.2728, 143.8033, 8.246305, 1026.661, 277.0472, 7.746297, 1596.191, 240.3899, 0.00757404, 1695.925, 1861.384, 1603.355, 331.3889, 482.5213, 0.003460292, 612.4813, 430.6873, 908.991, 372.7053, 3140.271, 48.47928, 313.9798, 424.3976, 1024.61, 641.8015, 0.01883143, 335.2255, 1359.783, 3254.352, 341.7954, 701.0117, 193.3401, 646.6282, 813.8431, 1246.41, 1866.524, 636.3945, 1068.766, 1470.052, 1037.807, 627.4272, 309.1916, 1293.602, 3.988722e-09, 1189.64, 1179.709, 1472.231, 2649.62, 1199.335, 1570.783
520, 357.9566, 44.28964, 2.855426, 441.7355, 0.1866709, 382.3547, 5.851853e-06, 410.4222, 659.8294, 330.9331, 119.8323, 875.89, 103.4661, 0.008306748, 0.005280616, 0.008126684, 590.2712, 8.158496, 215.1674, 740.4727, 415.4078, 603.7719, 552.8687, 934.3538, 291.8687, 136.7547, 7.897795, 984.0912, 264.4406, 7.393285, 1639.826, 229.7018, 0.007229791, 1756.811, 1832.389, 1603.917, 352.0901, 460.6085, 0.003269176, 624.181, 430.4371, 913.6685, 356.6358, 3072.076, 46.23415, 300.4325, 479.449, 982.011, 612.3396, 0.01805363, 320.2582, 1412.251, 3234.276, 327.1275, 712.2009, 184.3728, 659.1514, 819.1135, 1238.308, 1786.084, 706.0031, 1066.68, 1562.335, 1009.023, 600.5952, 294.9866, 1238.508, 3.798366e-09, 1238.32, 1241.474, 1559.652, 2572.429, 1268.022, 1593.267
520.1, 382.3772, 42.25524, 2.736351, 421.7471, 0.1786064, 370.1839, 5.59504e-06, 390.8044, 677.8936, 316.9892, 114.911, 877.6953, 132.1749, 0.007934864, 0.00504925, 0.007777922, 564.1859, 7.758957, 205.6544, 731.2705, 397.6581, 588.5228, 541.7856, 949.3675, 279.4553, 130.0516, 7.564013, 1012.728, 252.4077, 7.056361, 1567.192, 219.4889, 0.006901189, 1771.307, 1830.073, 1568.116, 357.3963, 463.397, 0.003088616, 592.9304, 411.8383, 866.2482, 341.2591, 3113.943, 44.09299, 287.4698, 472.9003, 941.1826, 584.2302, 93.02538, 305.9591, 1396.01, 3316.555, 313.0891, 726.9427, 175.8213, 629.2594, 795.4706, 1229.424, 1910.908, 728.8805, 1070.296, 1493.789, 1102.992, 708.6511, 281.4343, 1185.76, 3.617095e-09, 1203.967, 1190.3, 1493.51, 2618.217, 1253.457, 1622.078
520.2, 361.806, 40.31428, 2.622242, 492.1557, 0.1708903, 388.1116, 5.349498e-06, 391.356, 693.2209, 303.6328, 110.1918, 860.5797, 126.4531, 0.007579628, 0.00482802, 0.007444127, 539.2532, 7.378984, 196.5619, 764.168, 380.6667, 631.6566, 519.488, 971.2325, 279.9905, 123.6771, 7.244338, 1077.707, 283.6958, 6.73479, 1534.478, 209.7301, 0.006587522, 1783.924, 1855.273, 1547.799, 383.2593, 479.9717, 0.002918029, 675.8541, 394.0432, 821.2891, 326.5454, 3210.909, 42.05099, 275.0663, 452.5245, 996.431, 557.4111, 89.18311, 292.2985, 1435.852, 3329.23, 299.6531, 688.6846, 167.6664, 678.6178, 875.1644, 1204.961, 1919.519, 724.5938, 1130.72, 1459.292, 1051.973, 678.3454, 268.5045, 1202.93, 3.444474e-09, 1206.806, 1244.881, 1516.74, 2649.859, 1297.257, 1611.613
520.3, 342.3414, 38.46247, 2.512892, 469.8859, 0.1635076, 370.5118, 5.114731e-06, 372.6495, 773.8262, 290.8392, 105.6664, 873.3913, 120.979, 0.007240295, 0.004616485, 0.007124658, 515.4224, 7.01762, 187.8714, 806.6516, 364.4014, 601.6611, 549.6106, 930.0575, 268.0824, 117.615, 6.938172, 1033.021, 270.7867, 6.427875, 1679.158, 247.8101, 0.006288111, 1819.217, 1824.339, 1638.827, 395.0005, 530.3203, 0.002756863, 715.8588, 377.017, 910.8712, 312.4662, 3145.629, 40.10355, 336.9424, 470.2479, 955.0031, 636.1354, 85.49953, 279.2478, 1369.789, 3286.29, 286.7937, 652.4399, 159.8898, 647.843, 890.2473, 1254.231, 1879.92, 713.3422, 1136.355, 1465.272, 1044.271, 703.4274, 256.1688, 1238.405, 3.280092e-09, 1212.91, 1193.567, 1597.412, 2566.577, 1242.029, 1550.018
520.4, 396.4167, 36.69574, 2.408101, 503.9331, 0.1564438, 353.7101, 4.890268e-06, 396.2881, 741.8678, 278.5847, 101.3268, 905.7329, 195.8946, 0.006916155, 0.004414217, 0.006818898, 662.8808, 6.673952, 179.5651, 791.5901, 413.1538, 573.09, 540.7495, 901.5286, 347.1074, 111.85, 6.644947, 1078.08, 320.7332, 6.134945, 1604.782, 236.7921, 0.006002309, 1757.761, 1827.068, 1603.928, 377.7041, 506.2368, 0.002604598, 680.0181, 360.7265, 892.2706, 298.9939, 3113.691, 38.24631, 322.4044, 462.6678, 972.8335, 625.0254, 81.96811, 266.7798, 1380.673, 3326.017, 274.4862, 735.3878, 152.4739, 618.4637, 853.8265, 1198.608, 1824.781, 762.7961, 1086.107, 1462.967, 1075.712, 673.3451, 244.3998, 1277.681, 3.123554e-09, 1243.42, 1259.313, 1563.868, 2724.733, 1254.183, 1606.499
520.5, 375.0901, 35.01015, 2.30768, 481.1303, 0.1496852, 381.4345, 4.675655e-06, 450.1633, 711.2292, 266.8465, 97.16546, 907.319, 187.4145, 0.006606525, 0.004220811, 0.006526261, 633.5867, 6.347115, 171.6261, 784.8806, 401.2228, 545.8756, 579.2366, 916.8443, 332.3447, 106.3676, 6.364113, 1070.637, 314.4851, 5.855366, 1580.41, 226.264, 0.005729497, 1810.221, 1856.604, 1571.536, 416.7213, 623.025, 0.002460744, 727.7574, 379.3975, 920.4282, 286.1025, 3052.061, 36.47508, 308.4936, 442.7329, 1033.052, 624.3066, 169.9442, 254.8685, 1347.808, 3329.627, 262.7068, 833.1315, 145.4019, 590.4169, 903.1328, 1185.271, 1829.342, 729.8743, 1038.082, 1565.849, 1025.955, 670.2106, 233.1715, 1246.647, 2.974487e-09, 1214.516, 1207.403, 1656.753, 2629.935, 1200.789, 1548.456
520.6, 354.9109, 33.40199, 2.211447, 459.3593, 0.1432186, 458.1774, 4.47046e-06, 428.6459, 681.8561, 255.6029, 93.17502, 935.3165, 179.3014, 0.006310758, 0.004035879, 0.006246183, 605.5871, 6.036283, 180.5223, 750.0591, 401.5333, 593.0416, 579.9648, 970.3637, 318.2098, 101.1539, 6.095149, 1072.356, 300.175, 5.588527, 1632.044, 216.2039, 0.005469085, 1735.501, 1881.77, 1578.88, 490.5319, 594.7316, 0.002324834, 731.0656, 363.0041, 872.6571, 273.767, 3148.63, 34.78587, 327.8759, 456.6627, 1177.301, 641.7803, 162.925, 284.5185, 1285.797, 3263.145, 399.4525, 789.2848, 138.658, 563.6419, 866.1849, 1207.422, 1928.687, 698.3733, 1054.646, 1497.148, 978.4993, 726.6636, 222.4591, 1309.67, 2.832534e-09, 1243.663, 1186.307, 1610.598, 2703.873, 1228.537, 1665.852
520.7, 335.8173, 31.86769, 2.119227, 523.4183, 0.1370313, 437.4003, 4.274271e-06, 408.1571, 653.696, 244.833, 100.1124, 1039.964, 171.5395, 0.006028232, 0.00385905, 0.005978124, 578.8249, 5.740674, 184.9658, 789.0939, 384.3764, 638.6346, 654.1959, 929.2255, 351.5311, 96.19581, 5.837552, 1118.322, 310.3196, 5.333848, 1644.157, 206.5912, 0.005220509, 1775.657, 1804.851, 1509.419, 469.0524, 663.2612, 0.002196431, 694.4636, 347.319, 827.3654, 261.9633, 3089.644, 33.1749, 313.7291, 436.9866, 1155.771, 683.7297, 156.1956, 300.4122, 1409.257, 3349.446, 382.3103, 872.8845, 132.2269, 587.6985, 844.1495, 1264.236, 1845.568, 668.2319, 1062.422, 1431.462, 1030.011, 695.5876, 302.6017, 1253.891, 2.697355e-09, 1323.095, 1193.836, 1650.677, 2590.927, 1345.595, 1643.09
