 , C000, C002, C003, C005, C006, C007, C009, C011, C012, C014, C015, C016, C017, C019, C023, C025, C028, C029, C030, C031, C033, C034, C035, C036, C037, C039, C042, C043, C046, C048, C050, C051, C053, C054, C058, C062, C063, C065, C066, C067, C069, C076, C077, C078, C085, C093, C098, C126
1.7, 0, 109.772, 513.2969, 244.9344, 3013.573, 0, 359.5842, 0, 267.5964, 351.6663, 651.5291, -3.814697e-06, 378.7841, 1769.763, 0, 720.19, 365.0846, 181.4278, 458.7484, 686.0719, 479.8901, 77.25216, 127.1551, 1147.91, 353.501, 166.6651, 698.0713, 1068.323, 7.629395e-06, 911.4287, 4.577637e-05, -3.051758e-05, 601.2087, 1339.719, 160.0031, 473.3266, 272.9638, -7.629395e-06, 670.6127, 210.4646, 1526.89, 326.6402, 196.8457, 102.1577, 525.822, -3.051758e-05, 4.004068, 228.0365
1.8, 0, 317.6194, 719.6581, 354.5606, 3222.321, 0, 464.701, 3.051758e-05, 314.6305, 336.6056, 623.2181, -3.814697e-06, 780.878, 1815.956, 0, 688.4863, 647.3796, 172.8334, 572.035, 924.5758, 729.0837, 73.56577, 121.5707, 1091.834, 494.5575, 159.0179, 666.7624, 1102.227, 0, 1123.351, 4.577637e-05, -3.051758e-05, 691.9576, 1502.121, 313.212, 720.1814, 261.3322, -7.629395e-06, 967.8165, 201.6027, 1684.316, 330.3953, 464.1304, 162.2237, 561.7197, -3.051758e-05, 3.838332, 387.7726
1.9, 3.051758e-05, 618.1984, 871.6292, 364.5053, 3459.748, 0, 673.7117, 3.051758e-05, 413.1304, 410.3297, 652.2525, -3.814697e-06, 983.6664, 1756.758, -3.051758e-05, 658.1782, 1131.234, 164.6462, 574.2406, 1085.989, 970.5429, 427.8983, 116.2317, 1038.498, 561.3982, 151.7217, 716.4224, 1295.242, 7.629395e-06, 1085.943, 3.051758e-05, -3.051758e-05, 719.6662, 1634.685, 478.8237, 689.4122, 250.1962, -1.525879e-05, 1161.834, 193.114, 1689.605, 497.4044, 869.0301, 155.5351, 888.4098, 0, 3.679456, 421.3042
2, 3.051758e-05, 947.944, 1098.891, 432.1655, 3548.327, 7.629395e-06, 828.0142, 3.051758e-05, 394.7308, 432.4857, 623.9102, 0, 1444.544, 1777.894, 0, 629.2044, 1695.23, 156.8469, 636.9473, 1170.059, 1189.809, 630.5359, 111.1271, 987.7673, 601.8069, 144.7602, 684.2905, 1271.98, 131.5588, 1309.578, 3.051758e-05, -4.577637e-05, 892.5703, 1767.016, 568.5093, 827.3865, 239.5347, -1.525879e-05, 1443.289, 184.9827, 1942.489, 545.8121, 1123.696, 149.1222, 850.4237, 0, 3.527155, 401.7202
2.1, 3.051758e-05, 1387.742, 1382.688, 493.8708, 3695.83, 82.76668, 1353.843, 3.051758e-05, 377.1506, 462.9495, 596.7994, -3.814697e-06, 1955.285, 1781.749, 0, 601.506, 2204.487, 149.4169, 648.5658, 1333.489, 1244.357, 600.4474, 106.2467, 939.5148, 747.1641, 138.1181, 741.884, 1398.727, 202.5386, 1367.377, 3.051758e-05, -3.051758e-05, 1063.48, 2087.704, 655.8285, 858.9369, 229.3276, -2.288818e-05, 2017.089, 177.1937, 2049.089, 613.2459, 1511.268, 219.2018, 814.0618, 0, 3.381159, 812.3336
2.2, 3.051758e-05, 1811.587, 1643.9, 769.7308, 3890.084, 195.6946, 1883.709, 3.051758e-05, 360.3535, 443.123, 606.9044, -3.814697e-06, 2479.003, 1776.043, 0, 575.0269, 2800.691, 142.3389, 786.4794, 1388.368, 1299.484, 571.7947, 101.5806, 893.6194, 1031.878, 131.7808, 708.6101, 1444.577, 462.0809, 1304.359, 3.051758e-05, -3.051758e-05, 1155.792, 2297.373, 808.2461, 858.1578, 219.5554, -1.525879e-05, 2287.097, 169.7328, 2395.95, 700.1059, 2022.038, 310.1102, 779.2546, 1.525879e-05, 3.241206, 774.5729
2.3, 3.051758e-05, 2219.33, 1975.201, 1093.953, 4020.284, 184.8323, 2281.356, 3.051758e-05, 344.3044, 535.4108, 659.0303, -3.814697e-06, 3294.044, 1748.116, 0, 549.7134, 2979.725, 135.5962, 907.1046, 1445.418, 1438.364, 544.5093, 97.11948, 849.9661, 1102.754, 125.7343, 676.8286, 1578.02, 616.6065, 1294.086, 1.525879e-05, -4.577637e-05, 1553.998, 2533.355, 770.6379, 821.4937, 210.1996, 128.675, 2551.041, 162.586, 2651.677, 802.1232, 2281.943, 516.5643, 745.9356, 1.525879e-05, 41.41103, 738.5674
2.4, 3.051758e-05, 2621.657, 2003.774, 1044.888, 4092.636, 174.5729, 3003.831, 3.051758e-05, 328.9702, 708.5599, 630.3934, -3.814697e-06, 3691.817, 1723.623, 0, 525.5143, 3135.244, 129.1729, 952.1779, 1454.378, 1484.713, 518.5259, 92.85425, 808.4451, 1123.903, 119.9652, 646.4724, 1696.803, 590.1239, 1234.446, 0, -3.051758e-05, 1645.169, 2707.845, 734.7795, 831.0869, 201.2426, 228.0167, 2595.646, 155.7401, 2628.519, 768.0654, 2438.162, 524.3562, 714.0413, 0, 39.69694, 704.2357
2.5, 4.577637e-05, 2885.102, 1940.469, 1029.744, 4094.266, 164.883, 3207.054, 3.051758e-05, 314.3188, 678.2147, 652.8763, 0, 4301.174, 1644.702, -1.525879e-05, 502.3805, 3127.12, 123.0539, 1041.704, 1524.265, 1422.194, 493.7825, 88.77637, 768.9525, 1076.508, 114.4608, 617.4778, 1836.547, 621.1488, 1177.554, 0, -3.051758e-05, 1696.277, 2941.537, 700.5898, 834.6028, 192.6672, 379.4274, 2493.033, 149.1825, 2678.405, 735.4536, 2389.699, 570.2433, 683.5107, 0, 133.2771, 671.4998
2.6, 4.577637e-05, 3006.282, 2012.127, 983.5586, 4061.563, 155.731, 3259.194, 3.051758e-05, 300.32, 649.1691, 624.5068, 0, 4608.157, 1787.746, -1.525879e-05, 480.265, 3041.397, 117.2247, 1039.761, 1522.637, 1362.307, 470.2197, 84.87753, 836.6684, 1031.111, 109.2089, 589.7836, 1761.81, 594.4711, 1123.285, 0, -3.051758e-05, 1807.51, 3053.305, 667.9908, 798.9451, 184.4572, 395.6008, 2460.943, 142.9009, 2652.498, 704.2265, 2286.434, 610.3743, 654.2855, 1.525879e-05, 231.3522, 640.2856
2.7, 4.577637e-05, 3110.3, 1960.404, 1066.983, 4244.557, 266.0623, 3370.889, 3.051758e-05, 286.9446, 621.3674, 597.3701, 0, 4858.276, 1705.888, -1.525879e-05, 459.1232, 3416.549, 111.6717, 1018.346, 1492.379, 1528.639, 447.7814, 81.14993, 899.1894, 1086.192, 104.1981, 563.3314, 1811.387, 655.8692, 1071.516, 0, -4.577637e-05, 1843.068, 3176.089, 636.9088, 764.8107, 176.597, 396.5652, 2446.526, 136.8839, 2698.19, 674.3253, 2477.226, 609.2634, 626.3099, 0, 221.7761, 610.5223
2.8, 6.103516e-05, 3356.271, 2267.697, 1019.128, 4155.825, 332.6428, 3723.306, 1.525879e-05, 354.5604, 648.6991, 571.4125, 1.907349e-06, 4878.453, 1721.002, -1.525879e-05, 438.912, 3482.468, 106.3817, 1089.53, 1638.646, 1626.658, 426.4138, 77.58606, 968.3895, 1144.918, 256.8173, 538.0657, 1787.725, 627.7003, 1319.872, 0, -4.577637e-05, 1767.968, 3189.134, 607.2729, 808.1224, 169.0718, 603.6999, 2409.436, 131.1203, 2782.536, 645.6937, 2741.19, 618.1744, 599.5305, -1.525879e-05, 340.3481, 582.1426
2.9, 6.103516e-05, 3634.42, 2219.432, 973.419, 4219.114, 314.179, 4135.807, 1.525879e-05, 379.2232, 696.5814, 546.5829, 1.907349e-06, 4783.293, 1736.389, 0, 419.5905, 3377.718, 101.3424, 1203.433, 1763.083, 1763.312, 406.0658, 74.1787, 1023.13, 1272.519, 245.0337, 513.9332, 1739.425, 600.7413, 1606.033, 0, -3.051758e-05, 1830.136, 3147.798, 579.0162, 902.9633, 161.8672, 658.759, 2440.072, 125.5993, 2838.232, 618.2778, 2937.178, 844.8842, 573.8961, -1.525879e-05, 625.1921, 555.0822
3, 6.103516e-05, 3645.134, 2119.443, 929.7602, 4216.359, 296.74, 4518.101, 3.051758e-05, 362.3337, 758.3624, 607.4734, 1.907349e-06, 4801.289, 1669.023, 0, 401.1195, 3348.403, 96.54172, 1152.414, 1838.633, 1756.885, 386.6888, 70.92096, 973.1503, 1278.391, 409.0103, 490.883, 1854.987, 574.9401, 1639.956, 0, -3.051758e-05, 1755.563, 3143.501, 552.0742, 962.7893, 154.9698, 660.7812, 2394.738, 120.3108, 2927.858, 592.026, 2884.085, 810.0486, 549.3578, 0, 846.5226, 529.2795
3.1, 6.103516e-05, 3534.458, 2163.615, 920.3774, 4117.469, 280.269, 4531.303, 3.051758e-05, 448.2058, 740.5906, 581.0769, 3.814697e-06, 4765.944, 1658.775, 0, 383.4617, 3325.205, 91.96848, 1103.557, 2016.526, 1682.904, 368.2364, 67.80632, 925.6118, 1224.48, 390.2435, 468.8666, 1779.499, 550.2469, 1829.321, 0, -2.288818e-05, 1684.029, 3012.264, 526.3858, 921.6549, 148.3661, 742.1093, 2329.943, 115.2449, 2903.27, 566.8889, 2951.159, 810.1995, 525.8687, 0, 885.5953, 504.6763
3.2, 6.103516e-05, 3472.677, 2200.406, 1028.934, 4235.792, 264.7123, 4376.401, 3.051758e-05, 428.244, 840.3626, 555.8273, 3.814697e-06, 4696.245, 1634.117, -1.525879e-05, 366.5813, 3186.238, 87.61185, 1056.772, 2035.483, 1631.82, 350.6646, 64.82846, 1142.051, 1363.46, 464.5558, 447.8377, 1707.082, 526.6144, 1869.433, 7.629395e-06, -3.051758e-05, 1615.41, 2975.902, 501.8927, 983.8881, 142.0439, 711.09, 2266.396, 110.3924, 2938.54, 542.819, 3089.96, 776.794, 503.3838, 0, 901.8832, 481.2168
3.3, 5.340576e-05, 3525.359, 2135.807, 982.7852, 4025.256, 250.0191, 4542.318, 1.525879e-05, 409.1714, 908.7406, 531.675, 3.814697e-06, 4581.87, 1654.425, -1.525879e-05, 350.4439, 3111.494, 271.5547, 1161.419, 1942.447, 1668.603, 333.9312, 61.98137, 1170.038, 1305.963, 443.2404, 427.7519, 1772.359, 503.9969, 1965.183, 1.525879e-05, -3.051758e-05, 1549.586, 2899.105, 478.5393, 1062.206, 135.991, 681.3672, 2183.147, 232.9981, 2813.363, 519.7711, 3080.521, 795.762, 481.8604, 0, 864.5525, 458.8477
3.4, 4.577637e-05, 3400.906, 2039.585, 938.7063, 3944.301, 236.1414, 4507.6, 1.525879e-05, 390.9481, 869.8224, 531.8228, 3.814697e-06, 4437.171, 1760.322, -1.525879e-05, 335.0169, 3075.068, 287.7544, 1112.181, 1976.007, 1598.34, 317.9964, 269.651, 1163.772, 1250.889, 422.9031, 408.567, 1700.233, 482.3508, 1874.614, 7.629395e-06, -3.051758e-05, 1578.899, 2907.985, 456.2726, 1016.824, 130.1961, 652.8868, 2134.32, 441.7251, 2774.652, 497.7018, 2947.404, 762.9518, 461.2573, 0, 828.7669, 437.5186
3.5, 4.577637e-05, 3378.116, 2113.241, 896.6044, 3831.753, 223.0341, 4585.797, 3.051758e-05, 373.5364, 832.5708, 540.3719, 3.814697e-06, 4485.722, 1779.067, -1.525879e-05, 320.269, 2961.716, 274.1233, 1111.424, 1885.69, 1587.185, 302.822, 383.0368, 1192.113, 1198.139, 515.6871, 484.1214, 1631.043, 461.6343, 1962.713, 7.629395e-06, -2.288818e-05, 1578.166, 2839.65, 435.0419, 973.381, 124.6482, 664.5373, 2158.851, 423.1258, 2771.523, 476.5696, 2909.601, 731.4945, 441.5351, 0, 1002.373, 417.1808
3.6, 3.814697e-05, 3301.405, 2018.036, 1079.118, 3834.6, 210.6542, 4579.903, 1.525879e-05, 356.9002, 796.9147, 663.7565, 3.814697e-06, 4465.094, 1697.607, -1.525879e-05, 306.1703, 2942.302, 365.05, 1064.305, 1838.566, 1565.34, 288.3717, 366.2148, 1133.878, 1307.866, 492.0257, 640.6448, 1711.453, 441.8076, 1901.883, 7.629395e-06, -2.288818e-05, 1557.766, 2721.099, 414.7991, 931.7939, 119.3366, 696.5179, 2057.963, 450.2996, 2746.776, 456.3347, 2887.54, 701.3342, 422.6562, 0, 960.8828, 397.7885
3.7, 4.577637e-05, 3144.259, 1927.12, 1030.719, 3770.083, 198.9616, 4375.863, 1.525879e-05, 341.005, 762.7855, 722.9835, 3.814697e-06, 4496.588, 1619.877, -1.525879e-05, 292.6923, 2947.632, 347.7574, 1085.901, 1754.531, 1625.047, 274.6109, 350.1317, 1306.84, 1252.713, 553.4258, 611.9116, 1641.806, 544.5613, 2062.279, 7.629395e-06, -2.288818e-05, 1530.23, 2607.497, 395.4982, 1128.815, 114.2514, 807.3182, 1961.79, 438.7845, 2902.8, 436.9589, 2854.458, 672.4174, 404.5844, 0, 921.1099, 379.2975
3.8, 3.814697e-05, 3054.528, 1840.3, 984.4897, 3851.067, 187.9179, 4482.585, 1.525879e-05, 325.8176, 730.118, 710.7599, 182.7137, 4612.912, 1714.715, -3.051758e-05, 279.8076, 2879.396, 331.2839, 1039.865, 1674.337, 1903.881, 261.5068, 334.7549, 1381.965, 1446.107, 828.1459, 725.0415, 1630.201, 521.173, 2226.74, 7.629395e-06, -1.525879e-05, 1577.809, 2602.674, 377.0954, 1124.731, 109.3829, 773.5731, 1973.664, 420.3089, 2994.007, 418.4058, 2898.449, 644.6929, 387.2855, 0, 1085.79, 361.6662
3.9, 3.051758e-05, 3176.288, 1757.391, 940.3344, 3750.46, 177.4873, 4431.269, 1.525879e-05, 311.3067, 698.8496, 722.7587, 224.3945, 4692.861, 1636.201, -1.525879e-05, 267.4901, 3180.917, 315.5907, 995.7797, 1597.808, 1997.352, 249.028, 320.0534, 1467.262, 1680.596, 990.7261, 1078.744, 1869.895, 742.8123, 2124.117, 0, -1.525879e-05, 1513.518, 2516.16, 359.549, 1552.926, 104.7219, 741.2386, 1905.815, 506.3845, 3066.54, 400.6404, 2805.014, 618.1115, 1003.387, 7.629395e-06, 1076.846, 344.8544
4, 2.288818e-05, 3218.405, 1678.218, 898.1594, 3564.047, 167.6356, 4302.39, 1.525879e-05, 297.442, 668.9203, 691.3527, 214.0732, 4539.214, 1596.377, -2.288818e-05, 255.7149, 3047.981, 390.6221, 953.5637, 1524.777, 2064.62, 237.1446, 305.9975, 1488.011, 1785.843, 945.2682, 1292.45, 1793.8, 710.9092, 2290.851, 0, -1.525879e-05, 1678.329, 2647.365, 342.8189, 1702.329, 100.2594, 710.2557, 1989.401, 485.0626, 3260.64, 383.6294, 2791.98, 592.626, 1333.656, 0, 1180.218, 328.824
4.1, 2.288818e-05, 3098.011, 1602.611, 857.876, 3524.791, 218.3688, 4467.28, 1.525879e-05, 284.1948, 640.2726, 661.3113, 257.1859, 4404.207, 1749.586, -2.288818e-05, 244.458, 3095.177, 444.5781, 913.1374, 1455.084, 2117.579, 225.8284, 292.559, 1675.384, 1856.121, 901.8962, 1550.137, 1720.802, 680.3764, 2213.008, 7.629395e-06, -7.629395e-06, 1675.916, 2536.842, 326.8673, 1742.715, 95.98712, 680.5678, 1961.958, 528.4978, 3336.592, 367.3406, 2973.633, 568.1914, 1497.212, 0, 1201.866, 313.5389
4.2, 2.288818e-05, 3100.53, 1530.411, 819.3994, 3472.845, 421.097, 4462.184, 7.629395e-06, 271.5377, 612.8519, 632.5754, 245.3564, 4410.259, 1779.581, -1.525879e-05, 233.6966, 3035.911, 439.4444, 874.425, 1428.967, 2028.41, 215.0521, 351.6372, 1636.452, 1777.847, 860.5143, 1567.42, 1712.84, 651.155, 2131.808, 7.629395e-06, -7.629395e-06, 1607.627, 2472.14, 311.658, 1668.259, 91.89687, 652.1208, 1980.277, 506.2448, 3230.052, 507.8095, 2845.136, 544.7643, 1644.884, -7.629395e-06, 1233.383, 298.9643
4.3, 2.288818e-05, 3075.381, 1461.463, 782.6485, 3300.23, 397.7234, 4332.154, 1.525879e-05, 259.4442, 586.6056, 723.0494, 234.0709, 4408.848, 1870.071, -2.288818e-05, 223.409, 3005.571, 557.3831, 837.3538, 1363.654, 1982.106, 204.79, 386.5904, 1635.959, 1702.874, 821.031, 1497.121, 1643.137, 623.1885, 2033.56, 1.525879e-05, -7.629395e-06, 1542.121, 2368.932, 297.1563, 1735.737, 87.98091, 624.8629, 2074.379, 484.9287, 3109.54, 486.2481, 2722.191, 522.303, 1722.63, -7.629395e-06, 1217.22, 285.0671
4.4, 2.288818e-05, 2928.994, 1395.622, 747.5459, 3296.184, 375.6472, 4405.159, 7.629395e-06, 247.8893, 561.4833, 691.6307, 223.3046, 4333.529, 1886.25, -2.288818e-05, 213.5742, 2981.578, 530.9795, 801.8542, 1301.325, 1898.642, 195.0177, 435.4463, 1556.042, 1670.288, 783.3594, 1697.091, 1576.27, 596.4232, 2174.272, 1.525879e-05, -7.629395e-06, 1479.284, 2368.381, 283.3294, 1765.175, 84.23186, 598.7443, 2119.298, 482.2183, 3160.562, 465.6022, 2604.559, 500.7679, 1648.975, -7.629395e-06, 1279.716, 271.816
4.5, 2.288818e-05, 2985.658, 1332.747, 908.067, 3229.876, 354.7964, 4407.442, 7.629395e-06, 236.8491, 537.4369, 661.5772, 237.4722, 4366.391, 1873.384, -2.288818e-05, 204.1724, 2856.973, 610.589, 767.8597, 1422.259, 1818.692, 185.7117, 416.3227, 1480.029, 1673.822, 747.4163, 1620.975, 1613.646, 570.8075, 2074.067, 1.525879e-05, -3.814697e-06, 1419.007, 2352.779, 270.1459, 1689.76, 80.64255, 573.7174, 2129.871, 479.0396, 3025.927, 445.8329, 2492.01, 480.1207, 1578.469, -1.525879e-05, 1226.746, 259.1808
