 , C000, C001, C002, C003, C006, C008, C011, C012, C015, C016, C018, C020, C021, C022, C023, C024, C025, C033, C034, C035, C036, C038, C040, C042, C045, C046, C047, C051, C052, C053, C056, C059, C061, C066, C067, C070, C072, C073, C076, C077, C079, C081, C083, C089, C092, C093, C098, C099, C100, C103
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
26.4, 449.594, 165.7475, 79.52593, 557.9603, 0.1686687, 1309.947, 59.86238, 166.2071, 1289.298, 1201.554, 318.7698, 542.4509, 1005.983, 465.7885, 448.438, 2736.163, 400.4072, 466.8103, 2991.105, 737.4084, 936.9797, 420.6236, 495.8846, 1945.673, 692.473, 83.40002, 1205.042, 888.7826, 753.5815, 138.3658, 1909.604, 1170.085, 318.3153, 582.0513, 717.7043, 1133.383, 550.9118, 82.49076, 349.8709, 544.2255, 659.5823, 1247.959, 1430.243, 359.2273, 4477.508, 3414.678, 1222.854, 24.06841, 917.9402, 38.04533
26.5, 428.3171, 158.7883, 75.73785, 531.7693, 0.1604481, 1258.622, 57.22028, 158.7713, 1234.795, 1150.416, 303.1018, 517.9009, 960.7751, 443.4302, 428.9347, 2679.614, 382.9283, 445.5259, 2986.452, 698.1943, 952.8794, 400.6233, 471.9302, 2070.844, 661.7159, 79.7329, 1149.462, 850.0493, 717.6166, 132.5186, 1850.279, 1119.587, 300.0777, 557.4283, 686.0674, 1082.77, 525.3212, 78.3737, 334.0296, 520.3335, 630.0939, 1213.304, 1378.749, 338.4309, 4345.49, 3270.069, 1160.404, 22.8823, 1000.133, 36.41272
26.6, 408.0471, 152.1214, 72.13021, 506.8077, 0.1526282, 1202.833, 54.6948, 151.6682, 1347.288, 1170.331, 288.2039, 549.0911, 917.599, 422.1451, 410.2797, 2583.282, 366.2125, 425.2119, 2863.463, 661.0655, 949.0634, 455.6754, 449.133, 1978.6, 761.3894, 76.22703, 1096.445, 813.004, 683.3681, 126.9186, 1916.765, 1071.268, 282.885, 612.098, 655.8252, 1034.417, 500.9193, 74.46211, 318.9055, 497.4904, 601.9238, 1155.263, 1413.04, 318.8385, 4369.037, 3267.294, 1101.144, 21.75465, 955.0721, 34.85017
26.7, 444.8355, 145.7345, 68.6944, 483.0178, 0.1451893, 1292.316, 52.28078, 144.8828, 1290.334, 1169.831, 274.0382, 636.5637, 876.3632, 401.8816, 392.4359, 2470.547, 350.2263, 436.6731, 2859.546, 729.9924, 907.4418, 434.0083, 427.437, 1962.26, 727.5714, 72.87531, 1045.874, 777.5731, 650.7541, 121.5552, 1924.551, 1065.586, 266.6774, 596.0464, 763.9197, 1109.984, 477.651, 70.74575, 304.4662, 544.8279, 575.0132, 1154.521, 1352.748, 411.4898, 4189.583, 3291.278, 1195.177, 20.68257, 912.0414, 33.35468
26.8, 466.63, 139.6156, 65.42226, 508.9403, 0.138113, 1309.043, 93.31252, 138.401, 1275.245, 1245.096, 260.5688, 607.7544, 1025.148, 474.4169, 375.3683, 2533.055, 390.2681, 416.7628, 2764.844, 691.1726, 934.1809, 413.3716, 467.336, 2091.75, 793.1286, 69.67097, 1112.847, 843.14, 619.6967, 212.3053, 1954.783, 1019.598, 307.1503, 603.7495, 787.7007, 1060.416, 455.4635, 67.21487, 290.6808, 520.9094, 610.9497, 1219.005, 1320.953, 387.6678, 4322.708, 3307.616, 1211.486, 19.66333, 974.1304, 31.92336
26.9, 444.5469, 164.1176, 78.57359, 485.0504, 0.1313816, 1540.362, 171.4086, 132.2092, 1221.336, 1257.8, 247.7615, 580.249, 1051.251, 480.6708, 359.0429, 2560.5, 680.0897, 397.7603, 2812.292, 773.2872, 959.0287, 393.7161, 724.4683, 2212.114, 805.3068, 66.60751, 1139.97, 1040.021, 935.0756, 229.6802, 1934.374, 989.7996, 449.7105, 701.4893, 848.6566, 1217.275, 434.3066, 63.86022, 277.5194, 498.041, 636.7119, 1177.589, 1463.981, 485.5466, 4352.434, 3241.278, 1185.084, 273.9769, 1016.335, 30.55346
27, 423.5089, 157.2269, 74.83086, 631.0716, 0.1249783, 1506.274, 175.512, 126.2944, 1169.706, 1263.426, 235.5836, 582.0693, 1178.056, 519.8021, 343.4276, 2448.759, 650.4019, 379.6242, 2798.658, 905.5733, 1018.617, 374.9952, 761.2607, 2457.486, 965.9221, 63.67877, 1234.663, 994.6962, 1182.722, 219.9742, 1848.688, 982.7532, 423.9448, 882.3984, 811.2473, 1162.915, 414.1324, 60.67299, 264.954, 507.7946, 793.3129, 1321.044, 1401.517, 457.4374, 4325.048, 3331.502, 1124.564, 260.4752, 970.5441, 29.24235
27.1, 403.4665, 199.9367, 175.1641, 601.4487, 0.1188871, 1641.047, 186.2871, 120.6442, 1220.558, 1209.655, 224.0043, 555.7263, 1125.116, 494.8511, 328.4914, 2445.228, 622.0101, 462.9628, 2683.403, 918.7309, 973.9453, 357.1644, 859.4083, 2361.978, 1049.423, 60.8788, 1397.138, 951.3472, 1447.175, 277.6839, 1888.082, 1025.343, 399.6552, 966.6052, 930.3463, 1147.317, 394.8955, 57.64484, 252.9575, 485.502, 807.7162, 1257.848, 1574.59, 430.9555, 4359.483, 3279.073, 1067.134, 330.7688, 970.946, 27.9875
27.2, 384.3726, 191.5421, 166.8205, 573.2163, 0.1130927, 1776.106, 238.1923, 115.2468, 1225.361, 1158.172, 212.9941, 530.5755, 1074.554, 471.0977, 314.2048, 2338.518, 594.8576, 441.8538, 2572.895, 924.8468, 1099.628, 340.1815, 909.0934, 2409.857, 1002.812, 58.20194, 1332.698, 1022.019, 1378.108, 308.5491, 1945.703, 1042.337, 376.7573, 963.0428, 889.3361, 1096.081, 376.5521, 54.76782, 241.5042, 464.188, 882.7053, 1251.154, 1680.65, 406.0067, 4395.626, 3261.019, 1012.637, 342.4059, 960.3687, 26.7865
27.3, 366.1823, 183.5, 191.0328, 546.3091, 0.1075808, 1697.379, 227.6794, 110.0908, 1334.063, 1108.88, 202.5252, 506.563, 1082.091, 448.4845, 300.5396, 2355.493, 568.8904, 490.1524, 2716.804, 958.6934, 1051.403, 324.0062, 877.1594, 2444.171, 958.2704, 55.64279, 1271.23, 977.4795, 1366.119, 295.5103, 1859.515, 997.3521, 355.1713, 940.5958, 888.5173, 1047.134, 359.0607, 52.03439, 230.5694, 475.3283, 917.1742, 1284.746, 1816.992, 382.5021, 4439.699, 3349.706, 1123.388, 347.3097, 1035.576, 25.63704
27.4, 348.8528, 175.7955, 181.9333, 520.6651, 161.3907, 1651.82, 217.6305, 105.1656, 1293.146, 1061.687, 192.5707, 483.6372, 1033.463, 474.126, 287.4686, 2517.796, 544.0568, 477.5599, 2703.766, 907.7117, 1005.294, 308.5999, 892.7806, 2335.298, 915.7077, 53.19617, 1325.443, 934.8808, 1436.834, 442.7517, 1881.962, 1114.968, 334.8221, 930.9589, 981.2145, 1000.372, 500.0429, 49.43739, 220.1298, 513.4537, 972.4182, 1223.287, 1739.465, 360.3584, 4346.99, 3344.976, 1079.644, 415.4781, 988.9182, 24.5369
27.5, 332.3435, 168.4146, 173.2672, 496.2248, 153.5248, 1578.601, 250.5246, 100.4607, 1369.929, 1047.44, 183.1056, 461.749, 987.0207, 501.0911, 274.9662, 2407.919, 520.3072, 504.909, 2709.165, 1016.632, 1068.504, 293.9262, 849.6536, 2392.794, 875.0355, 50.85712, 1264.309, 937.9998, 1368.261, 424.0417, 1798.597, 1183.098, 315.6387, 891.5757, 937.9619, 1149.748, 476.8153, 46.96999, 210.1628, 490.9127, 928.9436, 1164.767, 1665.246, 425.8706, 4388.314, 3346.864, 1153.781, 461.4352, 944.3625, 23.48397
27.6, 316.6154, 161.3435, 165.0139, 472.9317, 146.0422, 1508.628, 288.3319, 95.96622, 1312.018, 1126.509, 297.3283, 440.8514, 1023.99, 477.0382, 263.0075, 2321.17, 497.5943, 481.8874, 2901.56, 962.5696, 1021.645, 279.9503, 999.2145, 2381.8, 948.9456, 48.62092, 1205.996, 897.1216, 1337.148, 450.9442, 1778.235, 1132.038, 297.5545, 853.8586, 961.8774, 1098.404, 454.6666, 44.62575, 200.6471, 469.3612, 1027.154, 1109.048, 1703.691, 401.2162, 4379.47, 3400.554, 1094.859, 438.6955, 901.8142, 22.47623
27.7, 301.6317, 154.5693, 157.1538, 450.732, 138.9244, 1473.918, 275.606, 91.67286, 1256.554, 1078.564, 282.7141, 459.6213, 977.973, 454.1398, 251.5689, 2293.764, 475.8729, 459.9155, 2782.067, 911.3818, 1022.725, 321.844, 1099.572, 2400.124, 959.0827, 46.48305, 1150.372, 1016.59, 1405.107, 431.888, 1699.466, 1083.181, 280.5063, 817.7371, 919.4772, 1133.992, 433.5467, 42.3985, 191.5623, 545.5021, 981.2324, 1088.646, 1737.692, 377.989, 4466.678, 3256.543, 1038.946, 417.0764, 861.1829, 21.51172
27.8, 412.5927, 148.0795, 244.2426, 429.5743, 132.1534, 1408.586, 263.4418, 87.57158, 1203.436, 1032.661, 268.8183, 445.485, 934.024, 432.3406, 240.6278, 2306.474, 455.0997, 438.9455, 2864.312, 981.839, 977.8725, 306.5405, 1117.466, 2369.746, 916.4839, 44.43918, 1144.052, 972.2873, 1338.047, 433.4206, 1772.938, 1036.434, 264.435, 866.7002, 878.9461, 1156.846, 413.4079, 40.28242, 182.8888, 568.4528, 937.3637, 1180.52, 1663.549, 356.1065, 4315.939, 3215.674, 985.8884, 396.5226, 822.3823, 20.58861
27.9, 413.053, 141.8622, 232.6085, 409.4099, 125.7125, 1346.149, 316.0721, 83.65378, 1233.327, 1039.712, 255.6055, 444.0723, 892.05, 411.5878, 230.1625, 2331.546, 435.2334, 418.9315, 2841.835, 929.6265, 934.9874, 291.9648, 1063.485, 2375.348, 875.7772, 42.48518, 1116.742, 1068.573, 1274.188, 442.8154, 1694.402, 1074.01, 249.2844, 898.0701, 840.2015, 1105.185, 394.2045, 38.27195, 174.608, 543.4973, 1069.912, 1176.787, 1592.569, 335.4908, 4485.543, 3273.679, 1076.168, 376.9818, 785.3298, 19.70511
28, 393.5054, 135.906, 256.5913, 390.1919, 119.5855, 1424.26, 302.1219, 79.91125, 1257.867, 1031.305, 243.0421, 423.9747, 851.9623, 391.8311, 220.1524, 2229.797, 416.2343, 399.8302, 2746.604, 880.1905, 921.4986, 409.7961, 1012.112, 2278.495, 836.8785, 40.6171, 1065.234, 1022.004, 1213.377, 479.0522, 1704.763, 1085.536, 235.0019, 921.1147, 951.0505, 1055.831, 375.8932, 36.36182, 166.7022, 519.6372, 1022.079, 1120.492, 1549.903, 413.966, 4301.303, 3249.186, 1101.71, 509.3193, 749.9468, 18.85953
28.1, 374.8829, 151.2702, 244.369, 371.876, 113.7571, 1502.32, 288.7874, 76.33617, 1282.66, 987.4124, 231.0962, 413.031, 862.7332, 373.0228, 210.5776, 2219.068, 398.0645, 397.3017, 2633.493, 833.3834, 913.0512, 390.3106, 1064.616, 2355.405, 799.7076, 38.83115, 1016.103, 1150.157, 1155.469, 458.8082, 1629.248, 1038.687, 221.5376, 906.7224, 1021.263, 1082.474, 358.4325, 34.54702, 159.1543, 573.4557, 998.1978, 1159.162, 1603.678, 419.4131, 4262.337, 3158.337, 1201.616, 504.3268, 716.1579, 18.05023
28.2, 402.7736, 144.9189, 260.4172, 354.4199, 108.2128, 1452.006, 276.0414, 72.92102, 1228.438, 982.8958, 219.7374, 394.3383, 935.9557, 424.5879, 201.4193, 2134.93, 380.6879, 419.1049, 2662.021, 789.0655, 909.7949, 371.7516, 1013.188, 2344.494, 869.9118, 37.12374, 969.2371, 1100.033, 1100.323, 473.7768, 1674.173, 993.8596, 351.0116, 886.2784, 976.2446, 1034.134, 341.7828, 32.8228, 151.9482, 548.2805, 953.5707, 1103.71, 1587.858, 442.347, 4399.446, 3224.475, 1195.737, 479.4733, 683.8914, 17.27565
28.3, 383.7125, 138.8343, 248.0127, 337.7832, 102.9387, 1407.915, 263.858, 69.65867, 1204.824, 1010.729, 208.937, 376.4915, 938.9736, 509.7405, 192.6592, 2124.576, 364.0698, 399.9956, 2708.251, 747.1043, 951.6254, 354.0751, 1091.033, 2240.06, 881.8068, 35.4914, 1043.038, 1052.093, 1047.81, 453.7557, 1639.132, 950.9667, 330.9007, 848.7854, 933.2112, 1052.931, 325.9065, 31.18463, 145.0683, 524.2105, 977.5648, 1120.662, 1533.921, 416.7387, 4342.466, 3114.634, 1134.672, 504.0872, 653.0787, 16.53432
28.4, 365.5534, 133.0052, 236.1991, 470.1784, 97.92162, 1345.508, 252.2123, 66.54226, 1280.865, 967.7123, 198.6674, 373.8042, 944.621, 485.2724, 184.2802, 2110.994, 348.1772, 381.7577, 2596.72, 707.3746, 909.8914, 337.2391, 1093.708, 2219.469, 856.9138, 33.93084, 1141.406, 1006.243, 1187.533, 434.5807, 1682.059, 1030.6, 311.942, 819.8706, 931.2794, 1005.91, 310.7677, 29.62823, 138.5, 501.1972, 933.8601, 1170.732, 1468.472, 392.6129, 4174.516, 3018.586, 1258.332, 547.9881, 623.6542, 15.8248
28.5, 400.3716, 233.3693, 224.9481, 474.8108, 148.448, 1285.867, 296.3098, 63.56528, 1280.748, 982.2856, 257.4963, 356.8867, 902.1708, 714.021, 176.2655, 2154.786, 332.9782, 364.3512, 2569.672, 816.2065, 869.9876, 479.6307, 1040.875, 2416.029, 899.5667, 32.43889, 1146.602, 962.3907, 1216.196, 416.2159, 1639.285, 986.1219, 294.0696, 785.1869, 890.2281, 1033.639, 296.3321, 28.1495, 132.229, 479.1942, 892.1094, 1250.279, 1535.553, 456.7903, 4288.888, 3060.066, 1397.476, 520.983, 595.5554, 15.14572
28.6, 381.4241, 223.571, 214.2331, 452.5229, 209.5262, 1469.752, 283.2318, 60.72148, 1226.607, 940.4796, 244.84, 424.6156, 951.9766, 679.7473, 168.5995, 2164.609, 318.4428, 347.7385, 2634.141, 808.2628, 831.8339, 456.8247, 990.5944, 2401.149, 859.6113, 31.01254, 1178.363, 920.4496, 1212.18, 398.6273, 1732.632, 1008.647, 392.3684, 764.0942, 913.5764, 987.4803, 282.5671, 26.74458, 126.242, 458.1571, 852.2252, 1190.469, 1470.034, 560.3687, 4295.1, 3119.951, 1326.109, 652.3506, 568.7227, 14.49579
28.7, 363.3734, 214.1841, 251.1445, 459.3183, 199.3142, 1594.447, 270.7311, 58.00491, 1224.879, 900.4529, 249.7502, 405.3986, 1024.326, 647.1186, 161.2668, 2150.667, 304.5419, 331.8832, 2736.229, 765.2807, 795.3533, 435.103, 967.8663, 2386.072, 821.4307, 29.64891, 1124.014, 975.8538, 1154.328, 381.7819, 1655.883, 996.5532, 369.888, 866.9948, 949.8723, 943.3826, 269.4415, 25.40977, 120.526, 438.0436, 814.1241, 1241.189, 1407.311, 527.9279, 4225, 3093.88, 1258.387, 750.5792, 733.9338, 13.87375
28.8, 410.9534, 205.1913, 239.1817, 508.6544, 189.6, 1523.772, 288.1817, 55.40987, 1275.142, 862.1297, 245.2349, 408.6138, 978.2936, 616.0562, 154.2531, 2056.812, 291.2478, 316.7508, 2651.298, 724.5844, 760.4727, 414.4142, 981.5483, 2435.68, 784.9459, 28.34524, 1165.886, 971.5513, 1310.383, 365.6483, 1681.751, 1048.707, 348.6956, 957.7054, 908.0014, 1042.095, 313.6256, 24.14158, 115.0689, 418.8131, 886.7122, 1249.257, 1473.554, 546.0499, 4230.704, 3081.224, 1194.123, 713.5903, 816.8076, 13.27839
28.9, 435.5342, 196.5761, 257.6923, 484.7778, 180.3592, 1475.345, 275.4625, 296.0995, 1267.733, 1053.433, 338.3648, 421.9479, 1015.374, 586.4848, 147.5444, 2207.922, 278.5341, 302.3084, 2635.526, 778.8431, 727.1218, 454.2787, 1131.368, 2327.185, 854.7015, 27.0989, 1282.148, 1024.745, 1303.094, 430.6069, 1694.538, 1003.447, 400.3519, 948.7715, 969.8026, 1220.6, 299.0573, 22.93669, 109.8589, 464.593, 847.0693, 1236.175, 1442.283, 711.7063, 4345.921, 3067.426, 1405.775, 843.9, 780.0063, 12.70859
29, 442.4954, 211.2521, 245.4176, 462.0221, 171.5688, 1576.323, 263.3046, 382.5896, 1245.874, 1116, 321.7337, 468.538, 969.7444, 558.3329, 141.1274, 2358.819, 266.3753, 325.146, 2723.806, 774.1483, 849.0696, 495.3901, 1076.715, 2359.63, 816.739, 25.90735, 1223.012, 996.2252, 1325.771, 412.4101, 1682.437, 1057.238, 377.4141, 908.6348, 927.053, 1166.092, 318.9745, 21.79193, 104.8847, 502.1472, 841.3839, 1327.751, 1436.599, 685.0389, 4268.272, 3054.849, 1333.984, 802.3122, 832.054, 12.16324
29.1, 421.5545, 202.3824, 258.4885, 440.3344, 221.3087, 1730.937, 251.6834, 365.4732, 1272.588, 1068.503, 305.92, 529.1974, 926.1652, 531.5323, 134.9896, 2437.624, 254.7473, 350.5659, 2611.634, 732.9804, 830.0411, 471.8347, 1149.742, 2254.523, 780.4625, 24.7682, 1166.603, 988.9685, 1346.84, 394.9823, 1688.794, 1022.132, 355.7905, 870.196, 886.188, 1271.549, 304.1578, 20.70431, 100.1358, 480.1025, 838.6215, 1413.646, 1440.418, 803.5509, 4316.671, 3118.433, 1265.859, 762.7739, 794.5657, 11.64129
29.2, 401.6046, 193.8851, 300.7442, 419.6649, 345.1894, 1764.959, 240.575, 349.1226, 1340.255, 1023.027, 290.8835, 549.1252, 884.5444, 506.0182, 129.1187, 2427.759, 243.6268, 334.5817, 2528.782, 694.0018, 793.6392, 449.3993, 1133.635, 2154.097, 809.6193, 23.67914, 1112.796, 1042.396, 1388.431, 378.291, 1711.452, 1048.298, 335.4058, 833.3834, 939.3419, 1214.766, 290.0292, 19.67097, 95.60186, 459.0256, 801.1287, 1346.021, 1401.665, 757.0318, 4293.317, 3111.254, 1298.682, 1006.481, 758.7666, 11.14174
29.3, 547.7566, 185.7446, 286.4188, 539.5184, 328.3654, 1736.17, 229.957, 333.5034, 1283.598, 1001.375, 276.5862, 535.6828, 930.4295, 481.7287, 123.5031, 2367.902, 232.9919, 365.7875, 2598.45, 700.6706, 758.8337, 474.4847, 1121.98, 2141.41, 929.6541, 22.63796, 1151.895, 1126.305, 1358.108, 362.3049, 1802.979, 1003.056, 316.189, 798.1281, 1029.718, 1269.463, 276.557, 18.68921, 91.27323, 472.6003, 940.3021, 1538.195, 1549.267, 713.2058, 4294.747, 3282.154, 1430.136, 956.8812, 724.5803, 10.66362
29.4, 688.1159, 177.9459, 272.7757, 514.1931, 312.3615, 1748.125, 219.8076, 318.5831, 1318.746, 988.2928, 262.9915, 511.4391, 888.617, 458.6052, 118.1318, 2352.78, 222.8211, 360.6141, 2491.441, 663.4101, 725.5547, 460.486, 1154.987, 2255.354, 888.3624, 21.64256, 1201.871, 1077.221, 1293.292, 346.9945, 1759.464, 1000.488, 298.0732, 860.5557, 984.3269, 1228.468, 336.0352, 17.75644, 87.14059, 451.8528, 898.2634, 1493.331, 1701.652, 671.917, 4265.404, 3373.687, 1403.755, 909.7256, 769.0823, 10.20603
29.5, 655.551, 170.4747, 275.9609, 490.0565, 297.1375, 1717.39, 210.1061, 304.3302, 1262.998, 946.2311, 250.0651, 488.2927, 848.6836, 436.5916, 420.7173, 2397.865, 213.0944, 344.1718, 2573.648, 775.8205, 832.9514, 469.6175, 1099.193, 2154.891, 876.4716, 20.69094, 1224.451, 1030.275, 1421.047, 332.331, 1715.128, 1044.754, 280.9953, 824.1509, 1077.307, 1173.608, 320.4259, 16.87022, 83.19508, 432.016, 858.1041, 1421.893, 1629.047, 633.0184, 4179.168, 3428.838, 1332.067, 864.8939, 853.8912, 9.768064
29.6, 624.5273, 163.3171, 262.816, 467.053, 282.6555, 1832.379, 200.8328, 290.715, 1209.607, 1015.411, 237.774, 466.1938, 810.5447, 415.6347, 402.4196, 2436.617, 203.7922, 328.4791, 2535.974, 734.5637, 814.0762, 447.2875, 1046.095, 2058.903, 837.542, 19.78115, 1167.975, 985.3757, 1501.251, 318.2872, 1691.491, 999.6646, 264.8959, 816.8373, 1174.807, 1191.041, 305.5417, 16.02824, 79.4282, 413.0501, 819.7402, 1434.653, 1646.916, 596.3718, 4110.602, 3323.189, 1491.068, 908.3699, 815.4192, 9.348897
29.7, 594.9717, 156.46, 250.2972, 445.1292, 268.8794, 1751.157, 191.9688, 277.709, 1232.051, 972.1956, 226.0871, 445.095, 774.1198, 395.6838, 384.9178, 2394.366, 194.8961, 313.502, 2471.677, 695.5008, 801.9639, 426.0193, 995.5624, 2033.656, 890.5699, 18.91137, 1217.142, 942.4329, 1490.994, 304.8369, 1616.564, 1040.165, 311.316, 792.1534, 1164.234, 1180.175, 291.3488, 15.22828, 75.83187, 630.21, 841.4359, 1535.848, 1628.675, 561.8467, 4154.963, 3422.122, 1414.921, 893.9554, 778.6804, 8.947717
29.8, 566.8149, 149.8909, 341.4955, 424.2346, 255.7747, 1736.175, 183.4961, 265.2848, 1261.096, 930.819, 214.9745, 424.9511, 869.9209, 376.6905, 368.1771, 2425.244, 186.3884, 320.8381, 2458.096, 792.3206, 942.922, 405.7625, 947.4705, 1943.069, 851.0142, 18.07983, 1161.004, 901.3615, 1568.413, 353.9071, 1736.57, 1073.947, 293.4794, 758.6423, 1112.914, 1141.662, 277.8153, 14.46825, 72.39838, 602.5432, 803.8172, 1491.429, 1677.927, 620.4318, 4064.135, 3432.835, 1342.663, 849.9008, 743.5969, 8.563751
29.9, 539.9905, 143.5975, 325.2289, 445.0742, 243.3087, 1718.369, 175.3972, 253.4164, 1207.785, 891.2034, 204.4082, 418.4911, 830.8277, 358.6089, 352.1645, 2346.637, 178.252, 306.2094, 2395.03, 750.1863, 934.12, 386.4688, 953.5578, 2132.726, 813.2153, 17.28486, 1107.455, 862.08, 1493.56, 338.9515, 1659.646, 1027.598, 276.6648, 726.5488, 1082.41, 1189.477, 264.9104, 13.74614, 69.12035, 576.0911, 809.1515, 1533.624, 1606.334, 584.5138, 3938.565, 3362.832, 1274.095, 808.0173, 710.0942, 8.196263
30, 514.4357, 137.5684, 309.7372, 424.1822, 231.4502, 1642.201, 167.6559, 242.079, 1156.728, 853.2739, 194.3612, 418.3562, 793.4912, 341.3954, 336.8483, 2325.059, 170.4708, 292.2476, 2296.397, 710.2927, 893.1537, 368.0925, 1142.487, 2037.725, 933.1873, 16.52484, 1056.376, 824.5104, 1499.996, 349.8736, 1691.049, 983.2491, 316.7325, 695.813, 1141.259, 1136.359, 252.605, 13.06008, 65.99075, 550.8001, 841.1656, 1557.785, 1537.795, 550.6752, 4034.14, 3329.522, 1465.275, 887.4556, 826.1068, 7.844545
30.1, 490.0902, 173.9037, 294.9834, 413.7138, 220.1697, 1740.029, 160.2562, 231.2488, 1107.83, 894.4629, 184.8081, 399.4224, 757.8326, 325.008, 322.1983, 2333.192, 163.0293, 278.9224, 2391.919, 773.3231, 853.9839, 350.5899, 1087.298, 2016.005, 891.7386, 15.79824, 1007.653, 1008.886, 1455.347, 335.0885, 1616.142, 1029.109, 392.3082, 689.7271, 1090.952, 1119.847, 324.1636, 12.40826, 63.00285, 526.6195, 803.559, 1483.264, 1593.364, 572.9257, 3932.637, 3297.432, 1413.968, 910.9403, 788.8865, 7.507919
30.2, 466.8969, 166.6022, 280.9324, 394.2938, 209.439, 1699.387, 153.1831, 220.9031, 1060.998, 856.3946, 175.7245, 411.1234, 723.7765, 309.4073, 308.1854, 2245.586, 155.9126, 312.741, 2357.221, 732.1991, 887.7853, 333.9196, 1034.775, 2011.8, 852.131, 15.10358, 961.1773, 964.9186, 1432.223, 320.9282, 1544.552, 1038.067, 369.8312, 660.549, 1173.277, 1223.919, 370.3305, 11.78897, 60.15022, 503.5004, 767.6337, 1412.308, 1584.492, 539.7579, 3771.108, 3256.722, 1341.759, 866.0488, 753.3432, 7.185739
30.3, 444.8011, 159.6072, 276.8954, 445.6934, 199.2313, 1624.06, 146.4222, 211.0203, 1016.146, 819.9465, 167.0873, 425.6652, 691.2508, 294.5554, 294.7819, 2273.854, 149.1066, 298.4814, 2488.265, 693.262, 848.851, 318.0421, 1133.354, 2027.522, 814.2825, 14.43948, 1002.316, 922.8673, 1565.342, 446.177, 1544.972, 993.2667, 348.6421, 632.6052, 1121.558, 1169.263, 353.1282, 11.20059, 57.42677, 481.3963, 733.3146, 1344.747, 1662.369, 508.5103, 3848.576, 3263.848, 1332.881, 1012.313, 719.4013, 6.877384
30.4, 423.751, 152.9059, 306.2042, 424.7722, 189.5211, 1687.194, 139.9597, 201.5797, 1040.218, 854.121, 158.8747, 455.4793, 660.1868, 280.4164, 281.9614, 2248.404, 142.5977, 284.8721, 2723.239, 656.3954, 859.4933, 302.9194, 1183.738, 2007.244, 778.1152, 13.80457, 956.0861, 882.6486, 1490.635, 497.6883, 1538.413, 950.3994, 328.6669, 611.8063, 1132.282, 1182.038, 336.7249, 10.64158, 54.82661, 460.2626, 700.5298, 1340.186, 1591.44, 479.0716, 3931.289, 3125.626, 1383.896, 962.4261, 686.9886, 6.582261
30.5, 403.6972, 146.4859, 291.6187, 426.8848, 180.2842, 1678.728, 133.7824, 192.5613, 1077.479, 828.8833, 151.0658, 434.8654, 630.5187, 266.9561, 269.6984, 2215.443, 136.3729, 271.8832, 2715.534, 655.629, 877.7939, 288.5158, 1190.368, 1956.368, 743.5543, 13.19758, 941.97, 844.1826, 1449.74, 489.4213, 1470.266, 950.012, 309.8362, 585.9245, 1082.37, 1176.881, 321.0836, 10.11046, 52.34419, 440.0567, 814.0635, 1318.951, 1639.479, 486.1452, 3964.227, 3212.355, 1371.936, 994.0548, 656.0364, 6.299802
30.6, 384.5924, 192.9315, 277.7279, 423.8397, 171.4974, 1672.542, 127.8778, 311.9203, 1099.976, 793.6061, 143.6407, 415.1845, 602.1839, 254.1419, 257.9688, 2118.761, 130.4198, 259.4865, 2661.745, 714.1766, 839.2977, 310.2529, 1132.866, 1869.223, 710.5285, 12.61728, 925.1633, 920.9194, 1566.996, 468.739, 1421.84, 909.0116, 469.7488, 565.3011, 1072.135, 1158.029, 306.1688, 9.605854, 49.97417, 420.7378, 777.6686, 1291.755, 1569.526, 513.0893, 3843.941, 3158.218, 1301.873, 945.0674, 626.4786, 6.029465
30.7, 366.3917, 184.831, 264.4989, 422.4142, 163.1389, 1634.177, 122.2337, 297.9655, 1100.092, 791.6786, 136.5805, 464.6873, 648.8475, 241.9428, 246.7494, 2163.585, 124.7266, 301.5845, 2729.082, 697.2783, 802.4899, 295.5006, 1078.141, 1950.392, 678.9695, 12.06249, 882.4921, 920.714, 1492.21, 448.9308, 1423.131, 869.7806, 442.835, 541.3867, 1050.515, 1157.096, 291.9469, 9.126431, 47.71146, 402.267, 742.9008, 1275.405, 1502.558, 483.3856, 3825.93, 3072.161, 1290.589, 922.5005, 598.2526, 5.770728
30.8, 349.0523, 177.0707, 328.9889, 402.5858, 155.1879, 1649.971, 116.8388, 463.4937, 1085.424, 805.7421, 129.8674, 443.6568, 680.287, 421.7872, 236.0179, 2161.155, 119.282, 287.8336, 2774.75, 660.1982, 767.2963, 294.4799, 1195.79, 1976.155, 786.3, 11.5321, 966.6718, 880.5891, 1420.994, 503.3048, 1449.564, 832.2428, 417.4632, 551.2247, 1019.427, 1175.843, 278.3856, 8.670937, 45.55119, 384.6071, 709.6874, 1261.9, 1438.448, 455.4015, 3833.039, 2997.764, 1288.05, 995.175, 571.2984, 5.523094
