 , C000, C001, C002, C003, C006, C008, C011, C012, C015, C016, C018, C020, C021, C022, C023, C024, C025, C033, C034, C035, C036, C038, C040, C042, C045, C046, C047, C051, C052, C053, C056, C059, C061, C066, C067, C070, C072, C073, C076, C077, C079, C081, C083, C089, C092, C093, C098, C099, C100, C103
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
196.1, 341.2646, 815.2607, 152.2783, 113.59, 812.4206, 272.4643, 809.6676, 482.519, 441.2018, 2517.574, 364.2638, 1609.249, 1540.927, 2373.316, 345.4669, 1099.712, 426.718, 642.4326, 1120.597, 1348.51, 484.9489, 857.2648, 267.1424, 1198.594, 534.7865, 1932.58, 6.545788e-05, 1915.985, 1094.94, 2321.561, 1268.327, 0.5769669, 596.2223, 1062.491, 839.9587, 523.9898, 1181.158, 760.6511, 501.8438, 1557.428, 1359.748, 694.4824, 1525.446, 616.7967, 3717.946, 0.06540056, 521.2245, 1002, 1822.63, 2259.493
196.2, 325.1144, 781.0311, 145.0247, 108.258, 772.8246, 260.3871, 791.0105, 624.122, 422.5507, 2447.027, 403.3781, 1705.618, 1471.68, 2404.434, 491.037, 1051.72, 408.0906, 613.1406, 1074.449, 1299.654, 463.6812, 941.3679, 254.2377, 1167.186, 511.0333, 1847.604, 6.243878e-05, 1832.486, 1114.972, 2316.208, 1212.145, 0.5520663, 615.8401, 1160.223, 836.146, 500.5901, 1207.638, 736.1629, 656.0746, 1589.351, 1416.8, 661.26, 1581.505, 581.0892, 3625.88, 0.06263088, 494.6063, 952.621, 1740.512, 2162.534
196.3, 309.7285, 809.8752, 138.1167, 103.1763, 735.1584, 248.8451, 843.0541, 636.8178, 404.688, 2342.882, 383.5514, 1628.426, 1533.518, 2353.651, 469.681, 1005.823, 390.2763, 797.0931, 1058.952, 1374.147, 443.3462, 918.5265, 241.9565, 1115.195, 488.3352, 1766.364, 5.955892e-05, 1752.626, 1061.759, 2278.526, 1192.378, 0.5282403, 580.5561, 1163.154, 799.2881, 478.2353, 1151.541, 777.2838, 626.3691, 1519.577, 1370.344, 629.6269, 1564.883, 605.0619, 3530.634, 0.05997851, 469.3474, 994.474, 1662.093, 2100.684
196.4, 295.0706, 775.8716, 131.5378, 147.7508, 772.2325, 237.8148, 805.845, 608.3277, 414.262, 2312.565, 364.6993, 1568.853, 1530.091, 2240.673, 449.2538, 961.9285, 373.2397, 865.7723, 1015.342, 1301.072, 472.6277, 874.8513, 230.2684, 1065.52, 466.6452, 1822.63, 5.68119e-05, 1749.515, 1011.086, 2241.988, 1139.56, 0.5054426, 547.2936, 1113.948, 764.0551, 565.6592, 1098.051, 738.49, 598.0086, 1452.866, 1356.322, 599.507, 1680.151, 785.2086, 3524.793, 0.05743846, 616.6575, 945.4659, 1587.207, 2037.047
196.5, 281.1065, 743.2958, 125.2722, 140.8153, 734.5952, 227.2735, 790.9058, 581.1122, 442.4915, 2455.351, 346.7737, 1497.851, 1461.331, 2224.493, 429.7151, 964.1863, 356.9467, 908.1567, 973.5276, 1231.883, 451.9004, 833.2527, 219.145, 1067.672, 445.9186, 1742.489, 5.419157e-05, 1673.271, 962.8318, 2244.22, 1108.878, 0.4836288, 515.937, 1094.51, 807.9567, 540.3986, 1047.045, 745.3708, 636.5868, 1454.605, 1295.684, 570.828, 1608.463, 739.7513, 3438.512, 0.05500598, 585.1656, 1079.688, 1590.415, 2059.807
196.6, 267.8033, 712.0876, 119.3051, 134.2053, 698.7922, 217.1993, 897.1818, 713.7606, 477.2164, 2376.338, 329.7293, 1549.499, 1453.404, 2246.938, 411.0261, 1028.395, 341.365, 866.7489, 933.4357, 1166.374, 432.0821, 939.2186, 208.5589, 1020.113, 426.1126, 1665.871, 5.16921e-05, 1645.277, 916.8803, 2215.181, 1171.119, 0.4627565, 486.3768, 1091.182, 772.3415, 516.2661, 1102.312, 708.1698, 607.7636, 1513.591, 1272.94, 543.5209, 1614.473, 696.9257, 3449.983, 0.05267651, 555.282, 1071.345, 1518.759, 1971.416
196.7, 255.1296, 838.802, 113.6222, 127.9056, 664.7343, 280.9582, 898.0707, 681.8282, 457.0428, 2309.814, 313.5226, 1535.786, 1442.893, 2139.083, 393.15, 983.5159, 326.4635, 980.6497, 917.0455, 1203.77, 524.4625, 894.5595, 198.4842, 974.6733, 407.1863, 1680.144, 4.930791e-05, 1681.053, 985.7565, 2211.072, 1119.243, 0.4427849, 512.4391, 1146.638, 841.0686, 493.2113, 1051.108, 672.8254, 580.2455, 1447.143, 1303.735, 517.5201, 1572.938, 656.5793, 3404.656, 0.05044569, 526.9246, 1018.549, 1524.494, 1914.026
196.8, 243.0556, 868.1619, 108.21, 121.9017, 632.3363, 268.5044, 938.8466, 714.1881, 437.7221, 2307.432, 298.1125, 1466.28, 1425.437, 2088.536, 376.0513, 940.595, 312.2124, 935.9365, 929.9091, 1152.207, 516.8537, 891.1942, 188.8961, 1104.501, 389.1006, 1660.131, 4.703369e-05, 1620.77, 938.7109, 2117.635, 1148.49, 0.4236753, 520.348, 1098.131, 803.9938, 471.1861, 1002.283, 712.853, 553.9733, 1436.666, 1284.466, 492.7632, 1554.393, 618.5687, 3403.855, 0.04830935, 500.0153, 1104.029, 1513.997, 1915.385
196.9, 231.5531, 831.7111, 103.0556, 116.1795, 601.5173, 256.6027, 897.4095, 730.3738, 419.2181, 2313.487, 283.4598, 1495.904, 1403.705, 2201.627, 359.6962, 942.6942, 464.0904, 893.2621, 891.6135, 1166.973, 494.1868, 848.8185, 179.7713, 1125.758, 371.8182, 1706.09, 4.486437e-05, 1635.442, 1002.347, 2192.615, 1097.616, 0.4053904, 529.6758, 1157.569, 824.1457, 487.2214, 955.7256, 763.0953, 552.5432, 1410.083, 1294.965, 469.1906, 1517.251, 582.7586, 3531.32, 0.04626348, 474.4802, 1049.622, 1487.996, 1833.192
197, 220.595, 827.8286, 98.14673, 110.726, 572.2004, 245.2285, 857.8013, 720.7801, 401.4964, 2274.786, 366.0211, 1489.267, 1340.624, 2189.667, 344.0525, 901.5549, 443.8316, 852.5334, 854.8949, 1104.916, 492.2216, 808.4579, 171.0872, 1075.612, 355.3035, 1762.316, 4.279509e-05, 1597.871, 954.5095, 2284.456, 1157.905, 0.3878946, 499.3285, 1108.6, 787.8168, 465.4637, 911.3309, 752.2801, 534.1779, 1404.946, 1259.271, 526.6107, 1452.514, 549.0216, 3386.274, 0.04430426, 450.2491, 997.8958, 1420.954, 1861.336
197.1, 210.1554, 793.0713, 93.47168, 179.7553, 544.3123, 359.3637, 819.9413, 784.4645, 384.5238, 2446.716, 400.6443, 1421.866, 1280.378, 2328.369, 329.0891, 862.2108, 424.4571, 813.6617, 819.6885, 1046.158, 470.635, 770.0163, 162.8226, 1092.918, 339.5223, 1684.827, 4.082126e-05, 1528.236, 1068.339, 2187.918, 1106.614, 0.371154, 470.7199, 1061.702, 753.0894, 582.4788, 1059.814, 752.4775, 662.2759, 1469.881, 1442.156, 524.0881, 1390.538, 517.2377, 3415.462, 0.042428, 427.2555, 948.719, 1356.933, 1821.4
197.2, 200.2099, 850.751, 89.01932, 268.7045, 517.7834, 373.9971, 783.7522, 749.3689, 543.6819, 2432.311, 380.9521, 1548.861, 1222.839, 3112.922, 509.5268, 824.5837, 513.2537, 776.5624, 785.9319, 990.5253, 488.7539, 733.4026, 154.9572, 1464.494, 324.442, 1610.745, 3.893847e-05, 1461.635, 1017.352, 2095.46, 1057.594, 0.3551358, 443.7504, 1016.788, 844.9148, 556.4671, 1085.02, 714.9218, 632.2896, 1613.213, 1389.645, 820.1856, 1358.245, 487.2938, 3286.299, 0.0406312, 405.4362, 901.9657, 1881.152, 1743.24
197.3, 190.735, 853.1072, 84.77904, 476.5428, 492.5476, 370.9607, 749.1604, 715.8434, 520.6987, 2493.595, 480.7673, 1559.013, 1167.886, 2963.498, 487.3667, 788.5988, 603.3963, 929.0762, 753.5656, 937.8508, 552.4036, 698.5298, 147.4718, 1444.209, 310.0315, 1909.902, 3.714252e-05, 1599.414, 968.7982, 2253.268, 1010.747, 0.3398089, 418.3261, 1010.073, 886.6177, 531.6171, 1034.62, 679.2404, 603.6609, 1557.997, 1514.763, 1001.436, 1504.854, 459.0834, 3244.773, 0.0389105, 384.7311, 857.5164, 2330.775, 1912.443
197.4, 181.7085, 869.2318, 80.74073, 454.1736, 468.5417, 354.5175, 716.0953, 683.8179, 498.687, 2546.812, 582.6238, 1488.456, 1159.217, 2937.408, 466.1703, 782.4152, 819.1046, 986.3327, 722.5321, 887.9775, 535.2752, 665.3153, 140.348, 1514.935, 296.2611, 2008.911, 3.54294e-05, 1604.645, 1003.109, 2231.003, 965.974, 0.3251435, 394.3585, 1040.39, 895.6343, 641.4307, 1089.595, 645.3399, 576.3286, 1620.281, 1492.973, 1344.713, 1440.646, 432.5062, 3175.954, 0.03726266, 578.5506, 815.2576, 2341.21, 1971.635
197.5, 405.2208, 870.896, 76.89478, 432.8544, 519.6015, 338.8031, 888.3432, 751.2901, 477.6058, 2465.166, 831.7457, 1451.443, 1405.28, 3087.272, 611.2905, 748.2704, 892.5812, 1020.056, 692.7767, 840.7563, 654.6768, 633.6801, 133.5683, 1447.453, 283.1023, 1992.975, 3.37953e-05, 1611.173, 1017.898, 2182.797, 982.0074, 0.311111, 537.0685, 1129.924, 856.1542, 663.241, 1261.747, 767.0212, 550.2338, 1672.75, 1440.638, 1359.275, 1379.177, 407.4676, 3177.814, 0.03568462, 549.0048, 775.0814, 2329.76, 2052.689
197.6, 386.0438, 834.3304, 73.23203, 412.5359, 585.7578, 323.7853, 1012.43, 749.6701, 457.4158, 2489.237, 1162.882, 1385.754, 1549.145, 2939.08, 623.9462, 766.9062, 950.4956, 973.5458, 791.499, 796.0463, 625.9656, 646.6845, 127.1161, 1382.978, 270.528, 2029.583, 3.223656e-05, 1639.723, 1166.757, 2453.732, 984.881, 0.2976841, 682.853, 1139.157, 818.4144, 783.2906, 1497.872, 728.7397, 797.1716, 1642.127, 1633.266, 1326.329, 1348.361, 383.8785, 3303.821, 0.0341734, 520.9679, 1046.163, 2314.816, 2007.885
197.7, 367.7744, 799.3, 146.5187, 393.1712, 557.209, 309.4332, 982.0754, 716.1312, 438.0793, 2624.975, 1368.975, 1463.799, 1615.749, 2798, 826.9484, 752.2839, 909.0038, 929.1566, 879.6267, 877.6793, 651.0879, 615.9351, 120.9756, 1321.374, 258.5122, 1940.341, 3.074972e-05, 1637.068, 1436.184, 2350.041, 1036.734, 0.2848367, 643.7295, 1098.724, 782.3382, 776.1266, 1428.294, 713.1951, 930.4282, 1697.936, 1906.104, 1347.262, 1302.37, 361.6551, 3306.291, 0.03272618, 597.5192, 1094.252, 2210.521, 2063.803
197.8, 350.3697, 784.4403, 139.5395, 487.6361, 814.4975, 322.1097, 938.7303, 708.0764, 419.5602, 2552.472, 1670.994, 1397.551, 2073.104, 2663.693, 887.2532, 719.4541, 990.7535, 977.3738, 875.0878, 928.8486, 651.4893, 586.6479, 115.1317, 1317.255, 247.03, 1958.515, 271.5863, 1623.246, 1400.205, 2317.852, 990.8101, 0.2725438, 682.1337, 1221.141, 747.8522, 741.4672, 1402.534, 677.5999, 917.0348, 1623.396, 1980.163, 1386.475, 1291.329, 340.7182, 3229.955, 0.03134025, 694.424, 1157.79, 2183.883, 1975.241
197.9, 333.7885, 751.5046, 145.2954, 464.7461, 853.0146, 365.695, 1004.951, 797.3951, 401.824, 2443.839, 1856.673, 1334.302, 2001.665, 2535.833, 848.6652, 688.057, 1096.52, 949.8508, 839.0497, 879.454, 622.9178, 558.7532, 109.5701, 1258.579, 390.2356, 2068.451, 259.06, 1694.514, 1333.38, 2332.261, 946.9205, 0.2607814, 660.2287, 1325.606, 714.8865, 708.3557, 1460.95, 643.7813, 875.5136, 1573.596, 2021.71, 1320.15, 1289.772, 320.9934, 3310.186, 0.03001301, 900.6651, 1100.734, 2106.283, 2134.845
198, 317.9921, 847.7913, 142.6339, 442.9307, 844.1568, 349.4852, 960.5966, 761.721, 384.8376, 2541.725, 2040.593, 1273.914, 2348.431, 2414.11, 1022.369, 701.6752, 1152.602, 939.8589, 804.4958, 832.6861, 684.8152, 532.1849, 104.2772, 1286.858, 372.9028, 2152.008, 247.1114, 1646.993, 1453.617, 2520.27, 968.9791, 0.2495266, 622.4015, 1346.145, 683.3738, 676.7227, 1453.528, 611.6506, 983.1227, 1504.514, 2449.186, 1445.488, 1234.741, 302.4105, 3174.224, 0.02874197, 891.2698, 1046.489, 2351.489, 2205.321
198.1, 302.9433, 812.1958, 135.8398, 422.1392, 884.299, 484.3896, 974.3505, 727.6429, 368.5692, 2433.549, 2095.88, 1419.354, 2376.761, 2298.23, 977.9048, 671.054, 1102.287, 988.0313, 771.365, 788.4053, 654.7822, 528.0645, 99.23991, 1229.536, 356.3399, 2138.658, 235.7139, 1678.778, 1384.243, 2413.767, 926.0566, 0.2387576, 693.1431, 1289.198, 692.6301, 695.0302, 1386.01, 581.1235, 974.7803, 1586.902, 2358.717, 1376.339, 1307.748, 284.9034, 3183.25, 0.02752477, 845.7539, 1097.045, 2245.542, 2110.686
198.2, 288.6066, 778.0948, 310.9491, 402.3237, 841.1998, 483.8211, 936.0002, 695.0895, 352.9886, 2372.236, 2157.073, 1355.118, 2340.281, 2187.913, 935.3742, 677.1459, 1124.788, 942.9816, 791.5946, 826.4422, 626.0664, 502.9554, 94.44599, 1174.767, 375.6167, 2170.419, 224.8421, 1638.741, 1351.708, 2311.765, 885.0355, 0.2284534, 727.7402, 1400.815, 662.0986, 663.9924, 1321.628, 604.7588, 1103.177, 1609.871, 2420.349, 1335.176, 1251.949, 407.9073, 3262.517, 0.02635911, 878.2048, 1042.983, 2252.521, 2115.899
198.3, 274.9484, 745.4256, 296.1376, 383.4384, 800.2011, 462.3752, 1066.293, 663.9924, 338.0666, 2409.8, 2315.177, 1337.318, 2348.652, 2409.001, 894.6934, 659.1187, 1212.252, 899.9859, 812.198, 782.4934, 598.6099, 531.772, 325.8997, 1122.438, 456.3156, 2074.986, 214.4718, 1567.325, 1405.868, 2331.312, 845.8314, 0.2185938, 934.7176, 1479.087, 656.8702, 634.3406, 1260.237, 667.3331, 1187.277, 1618.942, 2395.236, 1327.769, 1266.018, 466.9831, 3300.158, 0.02524282, 833.3561, 991.5839, 2151.034, 2197.534
198.4, 261.9365, 767.0594, 424.7396, 587.4519, 761.2007, 441.88, 1061.845, 634.2866, 478.2397, 2418.053, 2416.901, 1276.795, 2348.676, 2355.481, 855.7817, 630.3546, 1264.002, 858.9506, 852.3322, 740.8817, 594.0733, 547.2404, 310.1566, 1277.276, 436.0478, 2127.45, 204.5797, 1499.021, 1528.346, 2515.595, 904.2026, 0.2091598, 905.5547, 1573.95, 640.8143, 801.9816, 1301.917, 634.0269, 1227.122, 1547.869, 2583.941, 1390.44, 1212, 439.9485, 3194.106, 0.02417381, 941.4841, 1135.815, 2144.714, 2254.886
198.5, 249.5405, 734.8535, 439.9128, 677.1996, 724.1011, 422.2932, 1014.98, 605.9097, 458.0229, 2398.847, 2522.569, 1290.601, 2243.129, 2470.593, 818.5625, 691.8815, 1398.131, 832.7944, 817.2313, 701.4828, 568.0199, 521.2195, 394.4609, 1305.873, 416.6802, 2222.346, 195.1439, 1457.163, 1455.405, 2463.687, 864.1495, 0.2001329, 960.2225, 1659.874, 612.5668, 895.3489, 1440.669, 602.3829, 1188.03, 1592.796, 2617.169, 1445.312, 1160.286, 414.4791, 3114.519, 0.02315006, 893.4038, 1241.198, 2316.104, 2218.913
198.6, 237.731, 742.8427, 418.9583, 645.4114, 688.8096, 462.6302, 1017.114, 578.8024, 438.6608, 2389.339, 2569.846, 1232.192, 2228.949, 2352.001, 827.9663, 661.6876, 1486.986, 864.0777, 783.5759, 804.3253, 613.9603, 496.4359, 375.4059, 1247.704, 398.1728, 2124.629, 186.1433, 1481.795, 1385.945, 2359.575, 825.8705, 0.1914956, 905.2073, 1686.932, 699.7726, 952.2803, 1373.748, 612.3458, 1200.218, 1522.871, 2606.672, 1421.761, 1110.78, 390.4841, 3073.051, 0.02216967, 847.7789, 1180.031, 2414.329, 2247.586
198.7, 226.4805, 776.2753, 399.002, 668.8154, 655.2382, 442.1236, 972.2229, 552.9078, 420.1171, 2329.234, 2443.534, 1247.193, 2278.558, 2239.103, 818.6282, 632.8115, 1481.622, 849.9925, 820.7526, 761.5526, 587.0347, 472.8307, 440.4205, 1192.126, 380.4875, 2205.783, 177.5579, 1417.218, 1585.628, 2428.156, 900.1891, 0.1832311, 911.9528, 1714.5, 668.9261, 1120.898, 1321.823, 612.2545, 1185.932, 1497.169, 2767.313, 1353.747, 1063.385, 367.8782, 3071.572, 0.0212308, 804.4841, 1121.878, 2454.782, 2151.138
198.8, 215.7624, 791.4734, 379.9962, 653.4276, 623.303, 422.5261, 933.0947, 528.1716, 402.3573, 2305.286, 2419.839, 1220.114, 2235.5, 2378.338, 992.1467, 605.1954, 1416.945, 1009.237, 786.9522, 721.0545, 561.29, 450.348, 419.1454, 1139.024, 363.5877, 2135.511, 169.3684, 1470.114, 1509.953, 2356.921, 860.3137, 0.1753232, 933.6487, 1755.363, 639.4395, 1179.452, 1282.673, 581.6972, 1132.236, 1469.117, 2800.853, 1379.238, 1188.012, 346.581, 3061.076, 0.02033169, 763.4002, 1141.262, 2463.612, 2162.693
198.9, 205.5515, 777.2573, 389.6213, 622.7553, 716.5491, 403.7972, 1026.493, 555.2747, 385.3483, 2404.303, 2441.153, 1164.895, 2135.039, 2333.779, 970.8787, 578.7846, 1388.383, 963.22, 787.6581, 682.71, 536.6743, 428.9343, 477.6874, 1088.287, 347.4385, 2041.612, 161.5567, 1433.469, 1567.369, 2604.688, 822.2047, 0.1677567, 880.1561, 1750.644, 611.2526, 1126.781, 1343.376, 600.4208, 1080.971, 1602.267, 2783.644, 1313.259, 1137.322, 554.7761, 3131.24, 0.01947066, 915.8414, 1466.901, 2483.727, 2242.655
199, 195.8239, 744.6233, 371.0623, 685.2103, 733.704, 487.5572, 1058.113, 546.811, 369.0584, 2620.2, 2496.824, 1125.41, 2039.093, 2465.475, 1109.092, 723.0843, 1472.4, 933.9991, 826.5498, 646.4047, 582.6509, 408.5388, 454.6121, 1223.438, 332.0066, 2102.989, 154.1052, 1370.998, 1492.565, 2550.433, 785.7838, 0.1605166, 829.7283, 1748.961, 811.5804, 1217.279, 1504.658, 570.4541, 1074.762, 1639.968, 2805.795, 1345.043, 1088.795, 522.6591, 3116.225, 0.01864609, 869.0706, 1519.082, 2580.834, 2217.583
199.1, 186.5566, 749.598, 552.4458, 653.0461, 697.9446, 486.7998, 1011.412, 522.3477, 353.4571, 2594.65, 2427.924, 1110.218, 2054.966, 2578.886, 1060.856, 780.6652, 1408.125, 891.413, 792.5107, 776.4855, 557.0984, 389.113, 432.6514, 1256.934, 317.2602, 2122.802, 146.9974, 1311.25, 1689.782, 2467.117, 750.9763, 0.1535891, 782.1898, 1674.973, 775.8054, 1162.919, 1513.356, 541.9831, 1026.099, 1602.236, 2689.946, 1412.122, 1140.776, 492.4013, 3021.825, 0.01785644, 824.6884, 1444.221, 2623.285, 2244.507
199.2, 177.7278, 778.3462, 597.0978, 622.3917, 716.4012, 465.2219, 966.7722, 513.8244, 338.5153, 2608.346, 2396.296, 1255.724, 2352.172, 2455.097, 1014.718, 746.5969, 1406.62, 850.7686, 759.8734, 756.095, 616.6494, 370.611, 525.1068, 1224.598, 303.1687, 2142.224, 140.2175, 1445.965, 1678.13, 2450.269, 717.7106, 0.1469605, 737.3749, 1834.849, 741.6074, 1110.987, 1556.239, 514.933, 984.6064, 1531.897, 2801.929, 1446.346, 1163.164, 463.8953, 3111.82, 0.01710023, 876.7802, 1373.049, 2600.272, 2272.127
199.3, 169.3169, 745.6664, 568.6561, 593.1762, 681.485, 444.6005, 1002.579, 541.808, 324.2051, 2581.42, 2528.352, 1198.893, 2393.422, 2555.048, 1024.485, 714.0153, 1476.108, 811.9774, 827.2881, 715.8871, 589.6058, 352.9887, 499.7408, 1170.05, 289.7031, 2048.03, 133.7503, 1382.949, 1707.867, 2479.268, 685.9184, 0.140618, 838.0496, 1771.97, 708.9169, 1152.208, 1483.95, 623.4573, 1085.864, 1630.085, 2786.657, 1397.363, 1113.535, 507.2284, 2984.005, 0.01637605, 832.0043, 1305.385, 2483.117, 2220.297
199.4, 161.3041, 725.8658, 610.6556, 565.3322, 648.2706, 424.8931, 958.3291, 517.5685, 310.4998, 2489.327, 2468.963, 1144.634, 2285.865, 2432.403, 979.9283, 682.8555, 1411.672, 774.9549, 793.2186, 677.8175, 582.3795, 336.2043, 475.6001, 1117.931, 276.8356, 1957.977, 127.5813, 1322.68, 1943.036, 2538.188, 746.6201, 0.1345493, 1046.394, 1787.531, 677.6674, 1186.652, 1415.018, 592.3409, 1261.572, 1592.703, 2807.878, 1353.518, 1274.105, 477.864, 2930.445, 0.01568253, 789.515, 1241.055, 2443.669, 2125.02
199.5, 153.6704, 695.3895, 620.4681, 565.6511, 616.675, 406.0593, 1159.449, 494.4134, 297.374, 2426.666, 2390.781, 1092.831, 2183.141, 2315.645, 937.3098, 707.0435, 1387.383, 739.6205, 760.5521, 676.1582, 556.8389, 320.2181, 452.6256, 1068.134, 636.7932, 1914.717, 121.6969, 1385.518, 1850.304, 2607.157, 713.5474, 0.1287424, 986.4416, 1828.672, 647.7954, 1133.66, 1349.289, 562.7775, 1207.977, 1522.782, 2753.003, 1320.004, 1277.148, 608.7335, 2810.08, 0.01501839, 749.1956, 1336.109, 2333.57, 2075.251
199.6, 146.398, 786.3633, 590.9132, 624.7468, 586.6193, 388.0603, 1108.276, 472.2942, 284.803, 2420.1, 2572.229, 1043.372, 2181.2, 2204.491, 896.5447, 676.1879, 1430.477, 730.4496, 729.231, 691.291, 555.001, 304.9919, 430.7609, 1115.208, 608.5092, 2007.09, 116.0839, 1325.137, 1761.997, 2496.983, 871.4885, 0.1231862, 929.9243, 1824.227, 619.2402, 1083.034, 1370.196, 534.6896, 1206.122, 1481.558, 2806.575, 1358.404, 1222.655, 631.4355, 2957.565, 0.01438237, 710.9352, 1270.265, 2501.762, 2097.781
199.7, 139.4698, 753.3469, 562.7661, 595.4208, 609.8682, 370.8591, 1059.361, 491.7848, 272.7634, 2425.828, 2558.808, 996.1516, 2152.746, 2353.27, 905.1992, 646.679, 1408.418, 697.1444, 699.1996, 654.5293, 530.6611, 290.4898, 439.8156, 1156.385, 581.4816, 1918.838, 251.2447, 1267.387, 1677.905, 2402.375, 832.8845, 0.1178697, 1085.544, 1851.501, 591.9437, 1034.669, 1347.743, 537.0585, 1151.511, 1544.03, 2681.099, 1293.421, 1170.487, 696.6886, 2862.916, 0.01377329, 674.6287, 1207.666, 2667.462, 2007.761
199.8, 132.8694, 721.7168, 535.9597, 567.4714, 580.1443, 354.4204, 1012.605, 469.7832, 261.2328, 2420.083, 2462.265, 951.0682, 2114.701, 2240.311, 865.8306, 618.4578, 1346.937, 665.3578, 670.4051, 719.0842, 507.3887, 330.9023, 662.7535, 1104.875, 555.6544, 1834.466, 424.1886, 1301, 1597.827, 2412.446, 795.9905, 0.1127827, 1223.842, 1780.137, 565.8504, 1162.651, 1377.539, 510.2542, 1099.374, 1615.066, 2659.044, 1231.547, 1120.545, 656.356, 2942.557, 0.01319, 640.1764, 1305.734, 2608.668, 1940.8
199.9, 126.5814, 691.4147, 643.0735, 540.8339, 551.869, 338.7104, 1067.446, 546.0931, 250.1896, 2357.538, 2341.24, 1051.176, 2212.969, 2378.527, 828.1743, 636.7777, 1447.329, 635.0205, 761.2466, 680.8445, 485.1369, 315.1682, 630.7383, 1101.385, 530.9743, 1753.804, 674.1484, 1328.432, 1521.57, 2310.5, 760.7308, 116.8015, 1153.723, 1736.243, 540.9073, 1110.73, 1313.55, 606.7366, 1049.596, 1544.163, 2540.165, 1172.632, 1148.759, 618.3583, 2860.188, 0.01263141, 607.4835, 1594.005, 2574.796, 1945.177
200, 120.591, 662.3848, 638.1467, 515.4468, 717.6931, 323.6967, 1091.519, 674.4062, 239.6133, 2395.411, 2301.323, 1339.016, 2229.375, 2738.675, 792.1558, 767.8287, 1384.149, 682.2646, 729.8968, 715.4404, 463.861, 510.4483, 600.2696, 1052.325, 507.3904, 1676.689, 1164.287, 1270.539, 1448.952, 2212.861, 727.033, 308.9677, 1247.175, 1749.373, 517.0638, 1061.129, 1394.755, 669.1637, 1002.073, 1589.734, 2426.6, 1116.536, 1220.939, 913.4637, 3072.479, 0.01209648, 576.4601, 1869.472, 2458.789, 2131.661
200.1, 114.8841, 634.5739, 607.7497, 491.2514, 707.717, 309.3485, 1043.343, 644.2344, 229.484, 2372.89, 2188.209, 1297.119, 2343.815, 2607.215, 848.794, 734.3206, 1323.727, 651.1564, 717.4359, 677.3945, 523.6597, 522.8702, 571.2728, 1145.509, 484.8541, 1602.965, 1110.586, 1215.169, 1379.8, 2212.516, 694.8279, 295.6333, 1175.719, 1817.499, 494.2714, 1013.742, 1329.967, 635.7661, 956.7017, 1544.37, 2485.662, 1115.233, 1407.423, 860.5815, 3018.758, 0.0115842, 547.0211, 1777.344, 2550.182, 2142.903
200.2, 109.4472, 641.0858, 578.8006, 468.1918, 673.2241, 364.4245, 997.2942, 615.4125, 219.783, 2385.365, 2267.919, 1274.172, 2238.487, 2794.658, 850.104, 809.0567, 1265.943, 788.1039, 751.2603, 641.3718, 500.6943, 520.2433, 543.6766, 1094.483, 463.3187, 1532.482, 1059.363, 1235.511, 1313.949, 2251.644, 664.0494, 282.8744, 1266.488, 1769.457, 472.4836, 1029.245, 1268.188, 604.0354, 913.3845, 1785.852, 2384.695, 1236.132, 1398.161, 852.5645, 3051.684, 0.01109362, 519.0855, 1689.755, 2613.684, 2132.877
200.3, 104.2677, 614.169, 551.2304, 446.2146, 752.3071, 348.271, 953.2775, 587.8801, 210.492, 2412.864, 2156.448, 1216.506, 2137.892, 2688.003, 849.4003, 817.8845, 1274.441, 770.181, 720.3218, 607.2648, 478.7361, 558.9355, 517.4136, 1111.3, 442.7399, 1855.169, 1064.457, 1316.205, 1251.24, 2276.53, 634.6342, 270.6661, 1214.535, 1932.401, 451.6562, 1016.976, 1299.857, 674.4617, 872.0286, 1753.885, 2479.518, 1176.999, 1421.255, 1069.66, 3137.671, 0.01062381, 574.3629, 1686.58, 2495.924, 2124.615
200.4, 99.33323, 644.1741, 599.2272, 425.269, 715.6409, 332.8336, 1022.895, 561.5793, 201.5938, 2310.173, 2079.876, 1296.173, 2158.704, 2830.066, 812.4586, 927.7177, 1266.38, 828.0112, 690.6573, 574.9714, 457.7409, 593.8683, 492.4192, 1144.62, 423.075, 1993.125, 1103.65, 1288.34, 1191.524, 2289.032, 606.522, 271.8572, 1144.95, 2064.499, 687.7432, 1237.662, 1358.239, 647.4741, 832.5452, 1894.929, 2368.664, 1120.694, 1360.614, 1067.435, 3120.073, 0.0101739, 612.8692, 1787.444, 2642.184, 2159.78
