 , C001, C003, C004, C006, C007, C008, C011, C013, C016, C022, C025, C026, C027, C029, C035, C038, C039, C054, C055, C058, C060, C065, C069, C083, C084, C090, C102, C105, C107, C117, C118, C119, C120, C121, C124
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
45.9, 1322.501, 268.0483, 0.01752369, 44.86784, 0.0183331, 463.4047, 2011.896, 200.9041, 28.58403, 783.4142, 94.06681, 395.0528, 0.0433128, 203.9808, 565.9033, 88.1057, 314.397, 861.9982, 1692.509, 443.2687, 190.0329, 305.3277, 7.339369, 16.48257, 32.43714, 474.2317, 240.9391, 0.001347726, 0, 797.6382, 180.0566, 180.8685, 212.3861, 302.1256, 544.8135
46, 1256.794, 341.2166, 0.01668403, 42.89501, 200.4974, 582.6484, 2166.947, 191.3876, 27.23183, 955.9225, 89.27003, 393.3608, 0.0412909, 194.344, 582.9019, 83.50108, 311.1724, 916.9492, 1707.421, 424.4286, 180.5324, 369.723, 7.023, 15.7654, 31.00794, 476.7537, 230.4417, 142.8353, 0, 793.1658, 299.0606, 173.078, 203.4427, 287.5385, 521.4512
46.1, 1367.044, 353.532, 0.0158846, 41.00892, 191.8251, 599.7094, 2179.191, 234.537, 25.9436, 981.1304, 84.71785, 376.6881, 0.03936339, 225.462, 557.7982, 79.13712, 372.2366, 870.0844, 1635.182, 406.3892, 171.5069, 354.143, 6.720267, 15.07943, 29.64172, 590.5527, 220.4015, 136.6664, 0, 823.2052, 320.1674, 165.6232, 293.0713, 273.6557, 593.9838
46.2, 1481.722, 399.5081, 0.01512348, 39.20577, 183.5279, 597.4319, 2065.989, 338.0615, 24.71631, 927.1391, 80.3978, 528.6332, 0.03752586, 214.8104, 550.3138, 75.00122, 388.1314, 986.5491, 1592.771, 485.2258, 162.9326, 452.6083, 6.430584, 14.42331, 28.33569, 611.9747, 210.7989, 130.7638, 0, 785.5443, 306.5833, 283.3593, 312.1427, 313.9535, 568.5129
46.3, 1502.258, 437.6911, 158.7292, 37.4819, 265.3269, 566.4741, 2186.758, 445.5089, 23.54708, 992.2546, 76.29804, 545.5798, 0.0357741, 204.662, 700.7485, 71.08147, 385.807, 1144.589, 1525.383, 464.6024, 154.7869, 542.3354, 6.153389, 13.79574, 261.5271, 579.8906, 201.6146, 125.1162, 0, 769.8313, 426.6238, 399.5578, 337.0769, 298.7953, 597.321
46.4, 1539.97, 414.8524, 253.3761, 35.83383, 253.8504, 537.1204, 2111.701, 618.5068, 22.43317, 1228.035, 72.40735, 728.28, 0.03410412, 194.9931, 796.6834, 67.36658, 390.3835, 1238.63, 1494.212, 581.1234, 147.0485, 561.0098, 5.888142, 13.19547, 250.0041, 549.4886, 192.8304, 119.7125, 0, 847.5628, 408.5229, 471.7896, 519.7795, 284.369, 599.2394
46.5, 1542.922, 393.2055, 261.4319, 34.25822, 242.8704, 509.2877, 2187.091, 788.3441, 21.37194, 1233.52, 68.71505, 750.683, 0.0325121, 185.781, 820.5533, 63.84584, 374.0229, 1311.444, 1430.993, 673.6849, 139.697, 600.2557, 5.634328, 12.62132, 238.9888, 914.2114, 184.429, 114.5422, 0, 808.7875, 391.1901, 515.1217, 727.7248, 270.6393, 573.5433
46.6, 1701.665, 372.688, 279.7945, 32.75189, 232.3653, 482.8972, 2094.775, 831.1415, 20.36092, 1395.078, 65.21104, 1027.355, 0.0309944, 177.004, 998.5735, 60.50911, 358.348, 1469.669, 1442.101, 791.5977, 275.867, 727.5273, 82.89217, 12.07216, 228.4589, 960.1072, 176.3936, 109.5952, 0, 810.1277, 394.799, 554.4014, 971.0414, 257.5724, 548.949
46.7, 1617.119, 353.2412, 266.3879, 31.3118, 222.3145, 457.8743, 2058.075, 815.493, 19.39773, 1519.144, 61.8857, 1382.424, 0.02954754, 168.6418, 1048.381, 253.3357, 391.0497, 1410.052, 1381.087, 803.1243, 303.5371, 744.6466, 316.4481, 11.54689, 218.3929, 1041, 168.7083, 104.8619, 0, 862.465, 433.009, 586.5071, 1212.65, 245.1364, 700.0207
46.8, 1536.774, 334.8091, 279.2555, 29.93502, 212.6985, 434.148, 1977.875, 785.456, 18.4801, 1660.365, 58.72994, 1655.789, 0.02816823, 160.6746, 1083.213, 447.7369, 374.6612, 1377.192, 1322.655, 850.4339, 384.1713, 754.1334, 652.5625, 11.04447, 208.7704, 1122.719, 161.3578, 100.333, 0, 878.9676, 414.6372, 561.2449, 1173.502, 306.7274, 670.0029
46.9, 1500.579, 317.3388, 265.8747, 28.61879, 203.4985, 411.6512, 1935.542, 839.9149, 17.60588, 1691.449, 55.7351, 1781.317, 0.0268533, 153.0837, 1036.562, 771.2423, 358.9594, 1391.016, 1266.695, 901.1408, 364.965, 735.9138, 951.0612, 10.56392, 199.5718, 1164.967, 154.3276, 140.1627, 0, 838.7556, 397.0449, 546.9972, 1360.684, 325.8295, 736.824
47, 1602.366, 366.4227, 284.9806, 27.36043, 194.6963, 390.3201, 1952.399, 834.1477, 16.77302, 1794.619, 52.89298, 1918.234, 0.02559975, 145.8515, 1010.985, 885.5934, 362.4404, 1392.382, 1298.782, 892.08, 346.719, 714.2766, 1179.728, 10.10427, 190.7786, 1103.891, 147.6037, 134.1092, 0, 800.3832, 488.5268, 615.7091, 1303.387, 381.3862, 816.528
47.1, 1522.754, 370.8048, 271.3256, 26.15739, 284.4289, 440.1233, 2046.69, 794.6352, 15.97955, 1812.648, 50.19579, 1985.96, 0.02440473, 138.961, 1079.141, 1031.825, 363.9873, 1321.218, 1243.832, 917.2098, 329.3852, 684.1771, 1363.916, 9.664622, 182.3728, 1150.517, 141.1728, 141.4866, 0, 845.1982, 497.83, 589.1891, 1288.211, 389.3911, 869.9778
47.2, 1679.72, 404.1418, 291.9642, 25.00726, 272.1262, 417.3169, 2001.481, 756.9943, 15.22362, 1712.899, 47.63614, 2114.839, 0.02326548, 132.396, 1090.929, 1105.289, 348.7329, 1382.749, 1281.85, 878.2259, 312.9179, 772.1648, 1458.604, 9.244105, 174.3374, 1156.062, 135.022, 202.3669, 0, 806.5311, 476.708, 645.9364, 1426.54, 429.7997, 953.5471
47.3, 1596.265, 383.0537, 277.9745, 23.90769, 313.9811, 395.6922, 1942.541, 746.1191, 14.50345, 1773.019, 45.20701, 2025.201, 0.02217942, 126.1412, 1055.584, 1176.216, 334.1179, 1312.077, 1257.784, 1028.653, 297.2739, 739.626, 1663.835, 8.841886, 166.656, 1095.453, 129.1392, 212.9399, 0, 769.6329, 540.9286, 618.1144, 1635.816, 409.0483, 912.6577
47.4, 1656.791, 373.9253, 264.6551, 22.85648, 339.2234, 375.1881, 1928.455, 710.7764, 13.81735, 1675.45, 42.90175, 2167.483, 0.02114406, 120.1819, 1089.853, 1284.695, 320.1153, 1245.017, 1204.569, 1102.167, 282.412, 718.4481, 1784.134, 8.457167, 159.3131, 1110.33, 123.5128, 240.6702, 0, 734.4229, 517.978, 591.4907, 1566.934, 389.2989, 921.7393
47.5, 1636.547, 354.4139, 277.2096, 21.85148, 324.5507, 355.7465, 1945.073, 787.4871, 13.16371, 1583.251, 40.71404, 2251.855, 0.02015703, 143.9276, 1093.452, 1217.554, 306.6996, 1181.385, 1178.684, 1055.321, 323.6341, 754.24, 1825.031, 8.089187, 152.2937, 1152.902, 118.1314, 292.7544, 0, 750.4667, 496.0012, 619.6768, 1560.344, 370.5029, 957.5596
47.6, 1710.976, 335.9206, 278.7698, 20.89068, 342.883, 402.6223, 1844.033, 750.1849, 12.54099, 1666.629, 38.6379, 2159.869, 0.01921607, 137.1279, 1071.628, 1276.556, 293.846, 1186.105, 1128.815, 1137.44, 349.7368, 722.4565, 1862.387, 7.737218, 145.5835, 1092.459, 112.9846, 319.2917, 0, 888.8505, 531.2414, 592.9858, 1515.549, 405.4936, 985.5392
47.7, 1633.192, 318.3923, 317.4084, 19.97212, 328.0519, 381.759, 1865.638, 714.6496, 182.5951, 1574.914, 36.66762, 2160.283, 0.01831904, 130.6495, 1025.476, 1280.427, 281.5312, 1125.484, 1109.289, 1102.846, 332.2521, 698.163, 1920.606, 7.400564, 139.1691, 1035.184, 108.0619, 382.197, 0, 848.1863, 508.7018, 567.4446, 1497.986, 476.4198, 1134.734
47.8, 1614.918, 301.7786, 354.7147, 19.09395, 313.8623, 361.9769, 1768.724, 680.7975, 173.9573, 1488.247, 34.79782, 2085.031, 0.01746389, 124.4772, 981.312, 1279.959, 269.7325, 1174.41, 1113.402, 1175.437, 315.6415, 668.7426, 1837.816, 7.078558, 133.0372, 980.9123, 186.8144, 365.6902, 0, 809.3824, 487.1185, 543.0034, 1521.429, 453.4176, 1123.688
47.9, 1698.217, 335.8333, 337.7182, 18.25439, 300.2865, 343.2199, 1785.637, 648.5491, 232.2201, 1676.877, 33.02336, 1996.657, 0.01664865, 118.5965, 1028.108, 1257.231, 281.5194, 1164.505, 1132.16, 1125.478, 395.5704, 668.9996, 1863.611, 6.770564, 127.1755, 929.4858, 213.3851, 349.8962, 0, 772.3539, 565.1422, 519.615, 1523.153, 431.5259, 1189.095
48, 1706.309, 318.3095, 341.9436, 17.45175, 287.2979, 325.4348, 1806.126, 617.8281, 221.2347, 1617.368, 31.33938, 1912.028, 0.01587147, 141.6974, 983.8305, 1191.525, 323.3016, 1104.987, 1195.525, 1202.017, 375.7943, 698.1814, 1783.279, 6.47597, 121.5721, 880.7556, 204.0882, 334.7845, 0, 737.0193, 541.1642, 575.6663, 1498.703, 410.6912, 1193.714
48.1, 1706.418, 301.7001, 325.5591, 16.6844, 274.8712, 338.3566, 1712.304, 588.5624, 210.769, 1564.868, 29.74128, 1955.731, 0.01513057, 135.0031, 1028.083, 1129.253, 309.7523, 1161.094, 1186.398, 1150.928, 357.0068, 668.7602, 1706.409, 6.194194, 116.2156, 834.58, 195.1962, 354.3212, 0, 769.0195, 518.2036, 550.871, 1459.181, 390.8624, 1142.526
48.2, 1815.512, 285.9574, 467.1156, 15.95079, 262.9819, 342.504, 1788.527, 798.5699, 200.7983, 1514.075, 28.22467, 1992.037, 0.01442426, 128.6251, 983.8066, 1070.236, 296.7708, 1101.751, 1179.863, 1149.009, 339.1587, 719.2581, 1632.853, 5.924679, 111.0951, 944.2318, 186.6917, 369.278, 0, 733.8375, 496.2172, 527.1437, 1603.861, 371.991, 1148.515
48.3, 1828.77, 271.0362, 444.7334, 15.24943, 251.6069, 324.756, 1757.853, 760.7427, 191.2994, 1454.25, 26.7854, 1907.604, 0.01375092, 122.5484, 941.4371, 1014.303, 284.3334, 1045.441, 1129.945, 1148.407, 322.2028, 688.9487, 1562.467, 5.66689, 106.2002, 894.7284, 178.5578, 353.3291, 0, 700.2651, 475.1636, 504.4384, 1536.324, 354.0307, 1206.498
48.4, 1969.283, 377.9551, 423.4236, 14.57892, 378.7559, 390.4465, 1722.85, 724.7073, 458.7128, 1505.391, 25.41952, 1826.75, 0.01310901, 116.7588, 900.8924, 1393.365, 308.1264, 1114.009, 1253.527, 1115.287, 306.0946, 690.1801, 1752.297, 5.420318, 101.5209, 847.8203, 170.7782, 354.7116, 0, 668.2285, 546.5226, 482.711, 1471.631, 507.1217, 1326.938
48.5, 1871.441, 401.3257, 403.135, 13.93789, 362.3732, 370.2143, 1678.118, 690.3789, 437.013, 1584.456, 24.12329, 1749.322, 0.01249706, 111.2427, 890.2949, 1320.545, 363.1588, 1119.993, 1200.492, 1114.897, 290.7917, 709.7383, 1722.323, 5.184475, 97.04788, 803.3715, 163.3375, 339.3918, 0, 637.6576, 523.3347, 461.9195, 1516.134, 482.6371, 1313.317
48.6, 1833.967, 380.3845, 383.8185, 13.32504, 346.6991, 351.0304, 1723.874, 703.4679, 416.3396, 1497.264, 22.89317, 1675.177, 0.01191369, 105.9872, 851.9526, 1251.53, 347.9391, 1062.751, 1149.7, 1175.578, 276.2539, 679.8301, 1648.081, 4.958893, 92.7719, 761.2531, 156.2211, 341.3554, 0, 664.6878, 501.1305, 442.0235, 1511.689, 459.3347, 1378.855
48.7, 1807.29, 360.5361, 365.4275, 12.73914, 331.7029, 332.8406, 1684.712, 670.1455, 396.6443, 1485.629, 21.72577, 1679.74, 0.01135754, 100.98, 881.6332, 1186.122, 333.3573, 1008.435, 1222.789, 1200.821, 262.4429, 651.1823, 1608.013, 4.743127, 88.68433, 741.5906, 149.4147, 343.4775, 0, 717.8392, 479.8685, 422.9845, 1448.034, 437.1573, 1319.728
48.8, 1782.42, 360.1415, 347.9178, 12.179, 317.3555, 315.5934, 1726.455, 638.4016, 377.8806, 1403.876, 20.6179, 1669.798, 0.01082736, 96.20938, 843.6641, 1124.132, 337.476, 1045.39, 1171.054, 1149.783, 249.3223, 623.7416, 1538.698, 4.536749, 84.77686, 718.9116, 142.9048, 413.9824, 0, 684.9986, 459.5085, 404.7656, 1387.059, 416.0507, 1365.534
48.9, 1839.878, 377.3596, 331.247, 11.64349, 303.6286, 381.4599, 1636.771, 608.1614, 360.0046, 1326.621, 19.56652, 1599.023, 0.01032192, 91.66412, 807.3301, 1247.878, 323.3327, 1117.253, 1121.508, 1100.914, 236.8577, 597.4573, 1472.371, 4.339351, 81.04156, 681.2211, 180.641, 414.9612, 0, 653.6605, 440.0124, 387.3314, 1328.651, 395.9632, 1368.092
49, 1827.679, 368.1421, 315.3751, 11.13153, 352.9748, 452.649, 1640.769, 579.3536, 463.4982, 1253.617, 18.56876, 1531.248, 0.009840081, 87.3336, 772.5609, 1218.516, 309.7821, 1080.599, 1261.303, 1077.867, 225.0163, 572.2806, 1408.903, 4.150541, 77.47083, 645.5066, 172.7706, 397.0392, 0, 691.2092, 421.3434, 370.6481, 1272.703, 376.8455, 1309.426
49.1, 1736.872, 377.0601, 300.2636, 10.64208, 408.0111, 429.1935, 1597.108, 551.9103, 456.8696, 1447.584, 17.62187, 1466.346, 0.009380734, 83.20766, 766.8729, 1189.018, 296.7994, 1025.371, 1207.938, 1080.195, 294.1436, 587.9225, 1519.29, 3.969947, 74.05743, 611.6645, 206.3748, 379.8914, 0, 782.2524, 606.9469, 354.6834, 1400.516, 358.6508, 1286.102
49.2, 1650.578, 357.3851, 285.8763, 10.17415, 421.1291, 433.9399, 1540.692, 525.7671, 435.2569, 1367.924, 16.72327, 1441.751, 0.008942829, 133.7172, 847.0682, 1126.877, 296.1311, 1028.047, 1218.182, 1064.708, 279.4382, 563.1476, 1481.684, 3.797211, 70.79442, 579.5967, 197.3833, 363.4841, 0, 899.0978, 581.1953, 339.4064, 1384.443, 341.3346, 1295.302
49.3, 1589.089, 338.7368, 272.1783, 9.726796, 402.9135, 411.4539, 1485.32, 500.8622, 414.6666, 1292.648, 15.8705, 1380.642, 0.008525367, 127.3999, 810.5876, 1067.984, 301.7826, 985.242, 1228.837, 1065.699, 265.468, 559.5253, 1417.815, 3.63199, 67.67519, 698.2279, 188.7835, 394.469, 0, 890.2621, 556.5362, 324.7874, 1351.61, 324.8545, 1239.757
49.4, 1518.485, 321.0615, 259.1367, 9.29911, 407.3439, 390.133, 1416.888, 514.5154, 440.2679, 1221.514, 15.06121, 1322.123, 0.008127392, 121.3811, 775.6782, 1076.358, 300.9715, 957.0043, 1176.847, 1052.137, 252.1962, 535.947, 1378.589, 3.473959, 64.69338, 661.6218, 255.7986, 377.4321, 0, 849.5333, 532.9233, 310.798, 1294.695, 309.17, 1251.896
49.5, 1614.841, 304.3086, 246.72, 8.89023, 398.9155, 470.338, 1376.498, 490.1435, 532.4598, 1154.294, 14.29318, 1266.085, 0.007747996, 115.6467, 742.2722, 1098.147, 288.358, 945.787, 1127.055, 1079.005, 239.5879, 513.3624, 1319.164, 3.322804, 61.84296, 626.9348, 244.6537, 361.1311, 0, 810.6678, 510.3124, 297.4112, 1397.365, 435.9491, 1207.511
49.6, 1534.61, 288.4297, 234.8982, 8.499329, 400.4838, 445.9659, 1380.677, 528.0013, 573.5332, 1167.93, 13.56433, 1212.421, 0.00738631, 110.1831, 744.3654, 1233.039, 300.4898, 897.4484, 1183.996, 1033.144, 326.7967, 491.7294, 1356.099, 3.178225, 59.11813, 594.0664, 233.9944, 345.5341, 0, 838.4289, 488.6607, 284.601, 1338.524, 414.9008, 1330.001
49.7, 1545.422, 273.3795, 223.6429, 8.125615, 383.1613, 422.8567, 1308.956, 502.9905, 546.4016, 1103.659, 12.87264, 1161.033, 0.007041507, 104.9777, 788.8464, 1251.17, 287.8965, 931.7425, 1223.747, 1019.289, 310.4588, 471.008, 1324.105, 3.039938, 56.51336, 562.9212, 223.7995, 382.0465, 0, 826.9312, 467.9277, 272.3426, 1374.657, 394.8687, 1288.987
49.8, 1563.041, 259.1146, 212.9268, 7.768333, 366.588, 400.9449, 1240.96, 497.1955, 520.5535, 1042.925, 12.21622, 1111.822, 0.006712801, 100.0182, 754.8733, 1185.781, 275.8311, 884.1216, 1171.972, 1109.215, 294.9377, 451.1599, 1316.72, 2.907667, 54.02335, 533.4088, 214.0488, 365.5462, 0, 814.5273, 448.0744, 260.6122, 1316.772, 375.8039, 1233.714
49.9, 1542.642, 245.594, 202.7243, 7.426761, 388.8489, 380.1687, 1176.496, 473.644, 495.9282, 985.533, 11.59327, 1064.697, 0.00639944, 95.293, 722.3633, 1123.809, 264.2712, 897.8783, 1122.387, 1062.07, 302.6912, 432.1481, 1296.868, 2.781152, 51.64306, 564.4226, 250.9013, 377.9748, 0, 777.2633, 429.0634, 249.387, 1387.933, 357.6595, 1226.182
50, 1465.998, 232.7789, 193.0106, 7.100208, 372.0296, 360.469, 1225.344, 533.6599, 472.4678, 931.2994, 11.00209, 1116.872, 0.006100706, 90.79103, 742.5565, 1065.076, 253.1958, 851.9882, 1200.89, 1016.93, 287.5584, 422.2934, 1240.965, 2.660141, 49.36764, 534.8315, 239.9698, 361.6503, 0, 810.0179, 410.859, 238.6453, 1329.488, 340.3912, 1173.601
50.1, 1393.161, 220.6325, 183.7624, 6.788013, 382.4781, 398.5238, 1180.391, 508.3811, 450.1173, 987.6754, 10.44106, 1070.049, 0.005815918, 86.50175, 710.5769, 1057.964, 247.7312, 891.348, 1173.721, 1066.859, 294.7221, 404.4981, 1229.755, 2.544396, 47.19248, 506.7918, 269.7106, 346.0309, 0, 795.1223, 393.427, 228.3663, 1273.505, 323.9566, 1171.983
50.2, 1526.11, 209.1199, 174.9572, 6.489545, 365.9344, 377.873, 1119.073, 553.2322, 428.824, 933.3239, 9.908632, 1024.695, 0.005544424, 82.41512, 733.5413, 1002.672, 237.3491, 845.7917, 1185.1, 1021.514, 414.07, 387.4526, 1176.745, 2.433687, 45.11316, 480.2222, 257.9596, 331.086, 0, 758.7461, 451.0579, 218.53, 1303.401, 308.3155, 1138.517
50.3, 1526.101, 198.2081, 166.574, 6.204201, 350.1062, 403.2962, 1156.147, 527.0263, 408.5381, 983.3934, 9.403358, 981.5423, 0.005285603, 78.52155, 744.4698, 978.4988, 233.3736, 821.4448, 1235.634, 978.097, 393.369, 371.1255, 1188.877, 2.327795, 43.12545, 455.0455, 246.7205, 316.7866, 0, 810.5434, 431.9203, 209.1174, 1248.516, 293.4295, 1174.862
50.4, 1450.279, 187.8656, 158.5925, 5.931404, 392.5678, 404.1086, 1096.089, 506.56, 486.4453, 950.1639, 8.923848, 939.9394, 0.005038864, 74.81192, 770.6344, 1143.823, 223.5931, 819.1828, 1223.518, 968.2535, 373.703, 355.4863, 1189.158, 2.22651, 41.22532, 431.1887, 262.4333, 303.1048, 0, 798.6693, 413.5948, 200.1102, 1339.881, 516.7687, 1209.441
50.5, 1423.378, 178.0628, 150.9934, 5.670601, 375.5876, 409.5712, 1095.573, 523.4712, 463.4336, 897.8767, 8.468791, 900.0999, 0.004803644, 71.27755, 737.4456, 1084.044, 214.2225, 857.2929, 1171.753, 927.1001, 355.0201, 465.019, 1195.083, 2.129632, 39.40892, 474.9052, 250.9994, 342.8785, 0, 798.1902, 396.0467, 191.491, 1368.872, 597.3536, 1157.579
50.6, 1352.659, 168.7715, 143.7585, 5.421266, 359.342, 388.3479, 1038.662, 498.675, 441.5104, 929.986, 8.036939, 861.9489, 0.004579404, 67.91016, 705.6862, 1027.389, 231.4162, 849.9919, 1211.142, 917.0029, 337.2712, 558, 1185.205, 2.03697, 37.67254, 450.0073, 286.0798, 382.2141, 0, 761.6736, 379.2431, 183.2431, 1425.126, 568.5125, 1205.964
50.7, 1285.454, 159.965, 136.8702, 5.182894, 357.3214, 368.2244, 1064.689, 475.0535, 420.6243, 934.8198, 7.627108, 846.9073, 0.004365632, 64.70185, 708.166, 996.5909, 226.1861, 824.421, 1159.9, 913.4538, 320.4097, 559.936, 1134.116, 1.948339, 36.01267, 426.4146, 273.6156, 404.2276, 0, 762.8759, 363.1525, 175.3504, 1529.052, 587.8442, 1154.251
50.8, 1221.587, 151.618, 130.3119, 4.955003, 393.8427, 349.1436, 1048.29, 472.8378, 400.7263, 883.377, 7.238176, 890.9736, 0.004161839, 61.64511, 783.6859, 944.5067, 236.3725, 834.4778, 1227.009, 949.8306, 304.3912, 541.9383, 1085.229, 1.863565, 34.42594, 404.0589, 271.1133, 414.9591, 0, 727.975, 403.5303, 167.7976, 1569.02, 559.4622, 1104.755
50.9, 1341.466, 208.2697, 124.0679, 4.737132, 376.8074, 375.449, 1053.914, 450.4401, 381.7695, 860.7755, 6.869077, 853.2095, 0.003967559, 58.73279, 749.9349, 1068.115, 226.4663, 791.8281, 1257.491, 929.2067, 289.1735, 519.1011, 1083.101, 1.78248, 32.90911, 417.3652, 286.2885, 435.4954, 0, 741.59, 386.4093, 160.5702, 1536.491, 532.4506, 1104.933
51, 1274.817, 204.2883, 118.1231, 4.528841, 360.509, 369.3343, 1048.433, 510.6535, 363.7095, 831.6392, 6.518799, 817.046, 0.003782348, 55.95805, 717.6376, 1012.292, 216.9753, 817.873, 1204.288, 889.7129, 274.7166, 515.7832, 1036.413, 1.704922, 31.45912, 395.4839, 273.8152, 416.6866, 0, 707.6629, 370.0146, 153.654, 1520.71, 537.2619, 1057.552
51.1, 1268.452, 213.7455, 112.4632, 4.329709, 344.9155, 350.196, 1044.245, 486.4645, 346.5039, 799.9882, 6.186384, 782.4153, 0.003605784, 53.3144, 714.5971, 1011.855, 207.8821, 776.072, 1359.904, 887.5025, 260.9824, 494.0482, 991.7377, 1.630739, 30.07302, 374.7498, 261.8853, 398.6902, 0, 675.2879, 354.3156, 147.0358, 1498.713, 600.7025, 1012.203
51.2, 1205.43, 202.5923, 107.0744, 4.139333, 329.9966, 332.0494, 1085.948, 463.4213, 330.1122, 801.4995, 5.870919, 749.2525, 0.003437462, 50.79565, 780.4672, 958.9732, 199.1699, 736.4074, 1302.368, 884.5047, 247.9349, 506.2697, 1024.545, 1.559784, 28.74799, 427.4056, 250.4753, 427.619, 0, 736.4282, 339.2826, 140.7026, 1435.603, 571.6997, 1038.259
51.3, 1145.539, 218.6992, 101.9439, 3.957327, 386.6583, 314.8432, 1049.631, 441.4697, 314.4959, 757.3932, 5.571541, 766.0515, 0.003276997, 48.39589, 746.855, 908.8549, 190.8229, 738.5436, 1335.45, 923.962, 235.5396, 500.2499, 980.3812, 1.491917, 27.48134, 404.998, 285.1918, 409.1504, 0, 702.7372, 353.1517, 134.6422, 1424.13, 544.0972, 1059.122
51.4, 1252.31, 246.8589, 97.05914, 3.783324, 369.9338, 364.2745, 995.1064, 420.5578, 299.6183, 715.7141, 5.287429, 754.9652, 0.003124022, 46.1095, 792.9598, 917.3623, 223.4546, 789.1279, 1296.596, 884.6911, 223.7641, 499.0356, 974.1818, 1.427002, 26.2705, 383.765, 272.7662, 391.4795, 0, 670.5875, 401.7617, 128.8429, 1431.158, 517.8273, 1116.363
51.5, 1190.09, 233.9778, 92.40848, 3.616972, 353.9326, 361.3615, 943.414, 400.6365, 285.4446, 704.1422, 5.017806, 740.399, 0.002978189, 43.93113, 758.8096, 869.4187, 214.0898, 831.9207, 1359.144, 847.0893, 212.5772, 478.0064, 967.0938, 1.364912, 25.11301, 363.6453, 260.8821, 374.5717, 0, 639.9087, 398.8647, 123.2933, 1400.434, 492.8259, 1116.655
51.6, 1221.547, 279.6553, 87.98065, 3.457935, 338.6236, 342.6364, 920.5171, 381.6589, 271.9414, 682.4273, 4.76193, 717.892, 0.002839164, 41.85567, 811.7325, 922.2388, 205.1175, 789.4017, 1332.786, 905.295, 201.9496, 457.8633, 927.4938, 1.305523, 24.00652, 344.5804, 282.1115, 358.3942, 0, 695.3305, 426.7867, 117.9828, 1363.48, 469.0315, 1164.457
51.7, 1225.075, 285.0401, 83.76499, 3.30589, 323.9768, 376.6504, 928.7314, 363.5802, 322.0674, 736.8969, 4.519104, 687.4639, 0.002706628, 39.87827, 812.5544, 874.0404, 196.5212, 749.0558, 1339.097, 866.8175, 191.8534, 438.5691, 900.5853, 1.248719, 22.94878, 350.2056, 332.0275, 370.6201, 0, 663.5197, 408.679, 112.901, 1306.066, 672.7402, 1150.444
51.8, 1248.891, 270.1667, 79.75133, 3.160531, 309.9635, 357.133, 880.4869, 346.3579, 357.2925, 696.3456, 4.288659, 658.3256, 0.002580279, 37.99428, 777.5603, 858.6347, 227.7307, 776.9448, 1476.77, 829.9753, 182.2619, 420.0879, 932.6158, 1.194386, 21.93764, 331.8453, 317.5614, 376.766, 0, 633.1642, 391.3394, 108.0381, 1333.586, 849.1545, 1101.112
51.9, 1223.538, 256.0694, 75.92999, 3.021563, 326.454, 356.2864, 890.1735, 359.5332, 340.3904, 731.6419, 4.069966, 630.4224, 0.002459829, 36.1993, 805.7279, 813.7604, 250.2617, 791.5955, 1441.635, 913.9141, 173.1499, 441.1503, 919.439, 1.142417, 20.97106, 314.4476, 321.0793, 387.304, 0, 604.1975, 374.7356, 103.3846, 1315.583, 808.156, 1110.802
52, 1321.978, 282.2036, 72.29174, 2.888705, 321.0131, 337.8243, 843.9321, 342.5026, 341.8651, 691.3799, 3.862425, 603.7018, 0.002345001, 34.48912, 821.4972, 771.2313, 239.7734, 764.5446, 1441.788, 875.0702, 164.4935, 483.975, 903.6771, 1.092709, 20.04707, 336.7532, 307.0902, 370.5766, 0, 576.556, 358.8363, 98.9316, 1303.648, 769.137, 1063.169
52.1, 1310.464, 267.4782, 68.82783, 2.761689, 348.6792, 320.3188, 800.0927, 326.2787, 396.1054, 653.3334, 3.665467, 624.4639, 0.002235533, 32.85974, 786.1179, 730.9249, 256.257, 821.4202, 1421.623, 944.1093, 156.2698, 463.5804, 864.7233, 1.045164, 19.16378, 319.0982, 293.7106, 354.5716, 0, 550.179, 343.6115, 94.67039, 1296.022, 879.4566, 1070.126
52.2, 1313.228, 253.5212, 65.52989, 2.640258, 333.5974, 303.7204, 783.6522, 318.7497, 377.3673, 691.8962, 3.478552, 597.9958, 0.002131176, 31.30733, 752.2622, 753.8663, 245.5175, 779.4379, 1426.293, 903.982, 148.4572, 479.0533, 834.0643, 0.999688, 18.31942, 328.9417, 280.9139, 415.1806, 0, 647.1226, 329.0327, 90.59271, 1241.448, 980.2745, 1033.212
52.3, 1279.664, 240.2925, 62.38998, 2.524167, 319.168, 322.4074, 742.9441, 303.6509, 359.5155, 653.8214, 3.301169, 627.5338, 0.00203169, 29.82827, 736.8713, 714.4675, 246.8267, 739.6013, 1365.948, 865.5602, 141.0353, 458.8661, 862.0186, 0.9561906, 17.51226, 368.0802, 314.2091, 397.2492, 0, 617.5172, 315.0724, 86.69067, 1189.172, 932.9454, 1074.38
