 , C000, C001, C003, C006, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C020, C022, C024, C025, C034, C037, C039, C041, C042, C043, C045, C046, C052, C053, C054, C055, C060, C063, C071, C072, C073, C075, C078, C079, C097
2.1, 208.0213, 301.6699, 0, 404.0523, 433.8721, 175.2517, 119.316, 214.1937, 337.311, 477.9592, 141.2313, 85.48155, 458.5164, 228.0101, 0, 380.3433, 118.2176, 149.39, 51.17002, 121.7126, 157.8309, 3.051758e-05, 104.2826, 0, 0, 473.5286, 196.3659, 831.0247, 288.6805, 49.40071, 356.7385, 490.9168, 0, 436.0303, 365.4429, 351.6048, 1182.774, 1365.456, 0
2.2, 198.0284, 288.1596, 0, 386.8961, 413.8663, 167.0997, 113.7551, 204.8191, 341.774, 529.4824, 132.9636, 80.97134, 438.6779, 217.9187, 0, 466.6053, 112.7167, 142.9157, 48.74907, 116.4636, 151.0329, 2.288818e-05, 99.59599, -7.629395e-06, 0, 452.5653, 187.726, 807.1161, 273.5898, 47.32405, 341.0668, 592.7645, 0, 436.049, 348.4575, 509.069, 1272.957, 1305.542, 0
2.3, 188.5154, 275.2543, 0, 370.4683, 394.783, 159.3269, 108.4534, 195.8548, 325.1991, 505.5723, 125.1799, 76.6991, 419.6978, 224.7455, 0, 560.7987, 107.4718, 136.722, 46.44266, 111.441, 144.5276, 2.288818e-05, 95.11998, 0, 0, 465.574, 179.4663, 792.1195, 259.288, 45.33469, 326.0836, 792.3079, 0, 417.5013, 332.2614, 487.7698, 1302.418, 1292.602, 0
2.4, 222.9257, 262.927, 0, 354.7381, 507.0961, 179.6982, 103.3988, 187.2828, 406.47, 568.9937, 130.7957, 72.65228, 401.5389, 214.7985, 0, 567.871, 102.4709, 130.7968, 44.24537, 106.635, 138.3025, 2.288818e-05, 90.84514, 92.87771, 0, 527.2921, 171.57, 784.7111, 245.7338, 43.42896, 311.7587, 831.8809, 0, 399.7426, 316.8182, 467.3617, 1573.125, 1235.885, 0
2.5, 212.2168, 251.1518, 0, 339.6758, 569.8148, 239.757, 98.57977, 179.086, 386.7576, 580.0762, 123.1389, 68.81898, 384.1657, 252.4561, 0, 643.1296, 97.70277, 125.1283, 42.15203, 192.7089, 132.3455, 2.288818e-05, 86.76242, 89.02736, 0, 503.9487, 164.0211, 899.1869, 232.8882, 41.60334, 408.2952, 868.7482, 0, 382.7391, 302.0928, 447.8075, 1543.992, 1229.75, 0
2.6, 202.0222, 239.904, 0, 487.2456, 543.5407, 277.8218, 93.98534, 262.389, 428.1725, 553.8814, 115.9303, 65.18793, 367.5442, 241.2827, 0, 613.0636, 93.15648, 119.7055, 40.15774, 184.3981, 126.6452, 1.525879e-05, 82.86316, 85.33663, 9.282311, 627.7291, 156.8044, 1075.826, 220.7141, 39.85446, 390.3586, 836.2833, 0, 366.459, 426.0392, 429.0714, 1545.776, 1284.297, 0
2.7, 219.2931, 229.1599, 0, 496.3918, 638.3036, 343.2544, 89.60503, 290.6853, 760.1769, 528.8695, 109.1438, 61.74846, 430.7842, 273.6372, 0, 711.7215, 88.82175, 114.5176, 38.2578, 176.4457, 121.1903, 7.629395e-06, 79.13914, 81.79891, 8.861352, 599.9393, 149.9052, 1027.486, 209.1763, 38.1791, 480.8759, 843.6595, 0, 350.8713, 406.2372, 411.1193, 1471.366, 1342.176, 0
2.8, 243.6902, 218.8969, 0, 556.1179, 608.8715, 390.257, 85.42888, 277.9629, 934.2382, 504.9871, 102.7545, 58.49046, 421.7166, 261.5264, 0, 678.4489, 141.7528, 109.5547, 36.44775, 251.0944, 115.9704, 7.629395e-06, 75.5825, 78.40784, 8.459483, 573.3798, 143.3095, 1013.905, 299.5717, 36.57417, 667.5323, 854.0737, 0, 337.5312, 387.3557, 393.9182, 1615.873, 1319.417, 0
2.9, 231.9837, 209.0936, 0, 532.5048, 580.7966, 372.1038, 81.44736, 352.2483, 1052.046, 482.1831, 96.73918, 55.40437, 538.0495, 249.9515, 0, 646.7317, 135.1568, 104.8068, 34.72334, 240.2657, 110.9754, 1.525879e-05, 72.1857, 75.15736, 8.075839, 547.996, 137.0041, 1016.637, 311.9298, 35.0367, 638.2074, 869.0618, 0, 373.3151, 720.6077, 377.4369, 1538.089, 1376.544, 0
3, 220.8397, 199.7293, 0, 551.046, 687.4869, 378.0192, 77.65141, 336.8315, 1093.646, 460.4089, 91.07605, 52.48111, 514.77, 238.8889, 0, 650.5025, 128.8677, 100.2647, 33.08051, 229.9039, 106.1955, 1.525879e-05, 133.6676, 72.04163, 7.709594, 528.1806, 130.976, 970.9559, 295.6238, 33.56386, 794.7971, 881.8554, 0, 357.4358, 1038.107, 361.6451, 1704.076, 1316.144, 0
3.1, 210.2309, 190.7844, 0, 577.4874, 655.787, 360.4353, 74.03236, 332.3448, 1199.167, 439.6179, 85.74444, 49.71208, 492.4976, 228.316, 0, 620.0918, 122.8712, 95.91939, 31.51541, 219.989, 101.6214, 1.525879e-05, 160.2969, 69.05507, 7.359958, 663.5295, 125.2132, 927.3273, 295.772, 32.15294, 759.8814, 892.1757, 0, 347.3055, 989.8569, 346.514, 1677.512, 1304.783, 0
3.2, 200.1318, 182.2401, 0, 552.967, 695.0385, 403.149, 70.58199, 342.5861, 1163.899, 601.9639, 80.72494, 47.08915, 471.1889, 218.211, 0, 591.1028, 117.1538, 91.76244, 30.02435, 210.5017, 97.24439, 1.525879e-05, 153.0929, 108.7413, 7.026179, 634.1549, 119.704, 936.5181, 280.3107, 30.80133, 726.4995, 852.2606, 0, 332.5326, 943.8492, 332.0161, 1842.99, 1298.277, 0
3.3, 190.5179, 235.8421, 0, 529.4879, 808.2503, 389.9477, 67.29243, 414.7877, 1107.454, 746.5929, 75.99928, 44.60462, 482.0486, 208.5532, 0, 593.0624, 111.7024, 87.78563, 28.60384, 201.4236, 93.0559, 7.629395e-06, 273.3346, 104.2333, 6.707537, 643.1826, 114.4372, 927.5841, 265.6575, 29.50653, 730.8759, 921.3816, 0, 318.3881, 899.9799, 318.1247, 1754.273, 1590.987, 0
3.4, 181.3657, 263.3919, 0, 648.0874, 806.6565, 400.0676, 64.15619, 399.0633, 1195.772, 725.4516, 71.55028, 42.25117, 461.192, 416.337, 0, 635.4938, 106.5047, 83.98117, 27.25054, 192.737, 129.5733, 7.629395e-06, 362.9302, 99.91219, 6.403345, 614.7086, 109.4021, 978.4971, 344.2916, 28.26617, 734.0251, 917.9052, 0, 304.8452, 858.1497, 304.8145, 1851.443, 1994.208, 0
3.5, 172.6532, 251.5959, 0, 620.5693, 860.2285, 381.4581, 61.16611, 669.1933, 1137.781, 806.7544, 67.3617, 40.0219, 500.4375, 397.9104, 0, 605.7848, 101.5488, 80.34159, 25.96127, 184.425, 123.9923, 1.525879e-05, 460.4448, 160.9665, 6.112949, 587.4953, 104.5885, 934.5295, 326.2939, 27.07795, 753.5815, 876.8389, 0, 291.8783, 818.2637, 292.0612, 1966.677, 2009.967, 0
3.6, 164.3593, 240.3282, 0, 750.2238, 825.6863, 363.7142, 58.31539, 639.9048, 1082.603, 770.3233, 63.41833, 37.91026, 591.0014, 380.2993, 0, 690.1923, 96.82358, 76.85974, 24.73299, 176.4714, 118.6518, 1.525879e-05, 439.7516, 255.5604, 5.835722, 581.5627, 99.98673, 892.5377, 309.237, 25.93967, 720.4765, 923.5771, 0, 279.463, 780.2315, 279.8414, 1872.006, 2008.443, 0
3.7, 156.4638, 229.5651, 0, 718.369, 787.614, 346.7957, 55.59753, 611.8981, 1051.694, 735.5374, 59.70581, 35.91002, 565.4308, 432.997, 0, 657.9261, 92.31819, 73.52879, 23.56283, 168.8609, 113.5412, 1.525879e-05, 419.9884, 244.9659, 5.571068, 555.8167, 95.58744, 852.4327, 293.0718, 24.84925, 688.8257, 882.2571, 0, 267.9991, 743.967, 527.7354, 2001.601, 1920.317, 0
3.8, 148.9475, 264.7024, 0, 687.8668, 762.1165, 406.8436, 53.00634, 585.1172, 1000.691, 702.3223, 56.21062, 34.01533, 540.9666, 413.8331, 0, 627.1684, 88.02246, 70.34219, 22.44802, 161.5786, 108.6508, 1.525879e-05, 401.1134, 234.8105, 5.318416, 671.8185, 91.3817, 935.2, 277.7516, 23.80466, 658.5654, 854.3967, 0, 256.5996, 709.3881, 505.6552, 2114.327, 1852.417, 0
3.9, 141.7924, 252.8476, 0, 658.6597, 726.9754, 387.9189, 50.53591, 637.4768, 1054.899, 811.2225, 52.92004, 32.2206, 572.7055, 395.5173, 0, 597.8486, 83.92661, 67.2937, 21.38597, 154.6103, 103.971, 1.144409e-05, 383.0867, 284.7538, 5.077221, 642.0769, 87.36101, 893.178, 299.1531, 22.80398, 629.6343, 816.1718, 0, 271.3206, 676.4164, 484.4988, 2012.549, 1795.087, 0
4, 134.9809, 241.5238, 0, 630.6927, 788.7991, 390.7251, 48.18062, 707.8399, 1054.305, 774.5897, 49.82209, 30.52057, 547.9265, 378.0121, 0, 569.8995, 80.02135, 64.37733, 20.37416, 147.9426, 99.49277, 1.525879e-05, 365.8701, 272.949, 4.846966, 613.6519, 260.2984, 875.6985, 301.4444, 21.84537, 725.3691, 862.2626, 0, 259.7798, 644.9772, 464.2277, 2102.302, 1799.583, 0
4.1, 128.4967, 334.2465, 0, 632.5324, 752.4277, 372.5502, 45.9351, 681.9744, 1026.388, 784.6202, 46.90549, 28.91023, 633.1708, 361.2818, 0, 625.8155, 76.29781, 61.58733, 19.41022, 141.5624, 95.20744, 1.144409e-05, 349.4273, 261.6336, 4.627152, 586.4854, 248.8455, 862.4235, 399.6638, 20.92706, 718.06, 823.6857, 0, 248.7298, 614.9992, 444.8046, 2173.45, 1720.621, 0
4.2, 122.3239, 319.2773, 0, 605.6748, 818.2817, 355.2206, 43.79424, 678.754, 976.6121, 794.8907, 55.3587, 27.38486, 605.7756, 345.2919, 0, 596.5589, 72.74753, 58.91826, 18.49188, 135.4573, 91.10667, 1.144409e-05, 333.7234, 250.7873, 4.417308, 622.5066, 237.8966, 907.8092, 378.7715, 20.04735, 686.5153, 786.8347, 0, 319.9223, 586.4146, 426.1942, 2286.375, 1869.798, 0
4.3, 116.4477, 327.5334, 40.69209, 722.8147, 780.5509, 338.6972, 41.75316, 649.047, 929.2497, 758.9954, 52.11798, 25.93997, 644.2196, 330.0097, 0, 568.67, 69.36246, 56.36486, 17.61699, 129.6156, 87.18254, 7.629395e-06, 318.7253, 240.3906, 4.21698, 717.2517, 227.4294, 867.0179, 358.9714, 19.20462, 707.1784, 918.7364, 0, 306.3142, 559.1586, 408.3624, 2265.271, 1826.755, 0
4.4, 110.8538, 393.4342, 38.8942, 692.1237, 829.922, 473.5719, 39.8072, 620.6402, 884.1841, 827.6354, 49.06699, 24.57131, 616.3464, 315.4038, 0, 576.2831, 66.1349, 53.92211, 16.7835, 124.0257, 83.42741, 7.629395e-06, 304.4012, 230.425, 4.025736, 685.4988, 217.4228, 862.1888, 381.089, 18.39732, 760.2823, 877.6329, 0, 293.2849, 533.1694, 391.2767, 2260.764, 1746.601, 0
4.5, 105.5285, 375.8142, 37.17575, 662.7358, 833.5874, 451.5432, 37.95194, 593.4767, 969.6337, 790.2614, 86.20941, 23.27487, 724.0709, 301.4445, 0, 549.3421, 63.05753, 51.58524, 15.98944, 118.677, 79.83405, 1.144409e-05, 290.7209, 220.8724, 3.843166, 655.1515, 251.2864, 909.0789, 426.6161, 61.7906, 726.8829, 838.3684, 0, 280.8097, 508.3882, 374.9059, 2151.936, 1882.67, 0
4.6, 100.4591, 435.6759, 35.53322, 634.5958, 900.1585, 430.5392, 36.18314, 567.5021, 998.0516, 754.5751, 81.1627, 22.04684, 692.7428, 366.5304, 0, 523.6606, 60.12334, 49.34963, 15.23295, 113.5589, 76.39545, 1.144409e-05, 277.6554, 211.7159, 3.668876, 626.1477, 240.2301, 1003.132, 404.3149, 71.81169, 694.9507, 876.8469, 0, 268.8653, 484.7587, 359.22, 2118.603, 1800.062, 0
4.7, 95.63326, 463.2173, 33.96326, 607.6506, 858.6524, 410.5123, 34.49678, 542.6642, 949.6494, 720.5004, 76.41142, 20.88359, 662.7701, 350.3082, 0, 559.705, 57.3257, 47.21091, 14.51225, 108.6616, 73.10495, 1.525879e-05, 265.1771, 202.939, 3.50249, 598.4279, 229.6602, 958.0579, 383.1795, 68.79295, 664.4212, 837.6175, 0, 257.4288, 462.2276, 896.5835, 2275.349, 1864.057, 0
4.8, 91.03922, 442.4721, 32.46267, 634.1435, 865.9179, 391.4169, 32.88902, 652.3183, 955.5862, 861.7241, 71.93828, 19.78173, 634.0944, 334.804, 0, 533.5391, 54.65823, 45.16489, 13.82565, 103.9754, 69.95618, 1.525879e-05, 253.2596, 194.5259, 3.343649, 627.017, 243.8828, 915.0089, 363.149, 65.9011, 635.233, 843.6967, 0, 246.4789, 647.3917, 859.0709, 2165.819, 1906.855, 0
4.9, 86.66586, 422.6559, 31.02838, 639.0209, 825.9906, 373.2098, 31.35618, 634.7815, 936.9788, 839.7682, 67.727, 77.99757, 606.6592, 319.9859, 0, 519.8983, 52.11488, 43.20753, 13.17153, 99.49133, 66.94304, 1.525879e-05, 241.8777, 186.4617, 3.192013, 637.502, 409.6853, 873.8941, 349.4507, 63.13082, 607.327, 929.9727, 0, 235.9947, 617.3016, 823.1277, 2115.984, 1833.565, 0
5, 82.50259, 403.7272, 29.65746, 611.8878, 787.9043, 355.8496, 29.89479, 606.9991, 920.0412, 885.3335, 63.76225, 73.88224, 580.4112, 305.8237, 0, 535.5449, 49.68988, 41.335, 12.54836, 95.20065, 64.05968, 1.525879e-05, 312.0189, 178.7317, 3.047252, 609.2796, 391.6596, 834.6268, 447.2159, 60.47699, 653.3635, 888.3665, 0, 225.9565, 588.6099, 788.6885, 2061.148, 1779.869, 0
5.1, 78.53931, 385.6463, 28.34711, 650.9832, 751.5742, 354.4476, 28.5015, 580.4326, 935.8306, 845.354, 76.70011, 69.98404, 555.2988, 292.2884, 0, 620.364, 47.37771, 39.54362, 11.95467, 91.09502, 61.30052, 1.525879e-05, 297.9962, 171.3222, 2.909057, 582.3066, 374.4271, 840.058, 423.8379, 120.0622, 624.6609, 848.6217, 0, 216.3452, 561.2519, 755.6901, 2081.682, 1701.772, 0
5.2, 74.76642, 368.3751, 27.09465, 704.3073, 716.9193, 337.9602, 27.17316, 555.0289, 966.6206, 810.2154, 85.03816, 66.29152, 623.2443, 279.352, 0, 591.3623, 45.17314, 37.82988, 11.38907, 87.16644, 58.66019, 1.525879e-05, 349.8439, 164.2198, 2.777129, 556.5277, 357.9527, 845.8682, 401.6819, 146.082, 597.2194, 856.8027, 0, 208.9573, 535.1654, 724.0723, 2035.198, 1869.31, 0
5.3, 71.17477, 351.8773, 25.89754, 674.4021, 683.8622, 332.5508, 25.90672, 530.737, 967.2396, 773.6281, 88.50621, 62.79382, 651.9486, 266.9882, 0, 614.7358, 43.07114, 36.1904, 10.85024, 83.40729, 56.13359, 1.525879e-05, 334.1213, 157.4119, 2.651185, 531.89, 342.2032, 807.8603, 436.857, 139.9412, 594.4385, 851.012, 0, 238.7936, 510.2914, 693.7775, 2100.007, 1855.785, 0
5.4, 129.2165, 336.1185, 24.75331, 645.7667, 652.3295, 317.0819, 24.6993, 512.488, 976.8129, 899.3752, 83.32504, 59.48067, 623.741, 255.1716, 0, 585.9973, 41.06697, 34.62197, 10.33689, 79.81025, 53.7158, 1.335144e-05, 370.6747, 150.8862, 2.530951, 688.8075, 327.1467, 840.1555, 414.0204, 134.0585, 580.262, 840.4125, 0, 268.21, 486.5735, 664.7501, 2133.678, 1821.817, 0
5.5, 123.0092, 321.0654, 31.9772, 647.5969, 622.2507, 302.3326, 23.54816, 490.058, 977.8539, 889.7506, 78.44717, 56.34234, 668.4689, 323.1841, 0, 582.426, 39.15604, 33.12152, 9.847833, 76.36833, 51.40216, 1.335144e-05, 375.1483, 144.6311, 2.416171, 733.5031, 312.7526, 802.4043, 392.3777, 128.4231, 650.9636, 897.0802, 0, 256.8015, 463.958, 636.9373, 2211.813, 1910.305, 0
5.6, 121.1852, 306.6865, 30.56435, 620.0997, 593.5589, 288.2693, 22.45067, 468.6096, 1043.076, 849.5717, 94.54302, 53.36959, 639.5466, 308.8803, 0, 555.1978, 37.33404, 31.6861, 9.381913, 73.07486, 49.18818, 1.144409e-05, 587.8851, 138.6352, 2.306596, 701.0306, 298.9918, 766.3493, 371.8663, 123.0246, 622.3665, 856.9456, 0, 245.8782, 442.3936, 610.2881, 2105.342, 1882.122, 0
5.7, 115.3637, 292.9515, 29.21394, 715.4037, 681.3524, 274.8601, 21.40433, 540.5647, 1009.198, 811.207, 89.00845, 50.55368, 611.8755, 295.2097, 0, 601.3203, 35.59681, 30.31289, 8.938037, 278.9042, 47.06955, 1.144409e-05, 561.4646, 132.8879, 2.20199, 669.9958, 285.8365, 731.9144, 352.4272, 117.853, 740.7855, 911.0253, 0, 280.8718, 421.8315, 584.754, 2204.984, 1847.196, 0
5.8, 109.8218, 279.8317, 27.92318, 685.0274, 704.302, 262.0748, 20.40675, 651.3395, 980.3976, 774.5749, 83.79787, 47.88635, 585.4017, 282.144, 0, 610.7958, 33.94043, 28.99919, 8.515162, 266.8761, 165.8133, 1.144409e-05, 536.2314, 127.3789, 2.102128, 640.3348, 273.26, 699.0268, 386.9517, 112.8988, 708.2425, 870.2668, 0, 268.9247, 402.2252, 560.2881, 2098.842, 1896.296, 0
5.9, 174.2335, 267.2994, 31.83399, 748.061, 671.8267, 249.8841, 19.45567, 720.2208, 1025.848, 739.597, 189.0678, 45.35976, 627.7304, 308.7879, 0, 582.2414, 32.36112, 27.74242, 8.112293, 255.3668, 171.5176, 1.144409e-05, 587.5754, 122.0983, 2.006795, 611.987, 261.2369, 903.9774, 366.7239, 108.1529, 677.1292, 831.3318, 0, 257.4857, 383.5301, 536.8459, 2227.479, 1934.551, 0
6, 251.2267, 255.3284, 30.42747, 736.8856, 755.0392, 238.2605, 18.54891, 688.6989, 976.0981, 792.7477, 177.9997, 42.96647, 665.8954, 295.1213, 0, 555.0219, 30.8553, 26.54012, 7.728485, 244.3538, 175.7489, 7.629395e-06, 561.1687, 117.0366, 1.915786, 584.8941, 249.7428, 863.3583, 347.5536, 103.6065, 662.901, 811.2873, 0, 246.5333, 637.5004, 514.3846, 2120.253, 1865.781, 0
