 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C015, C016, C017, C019, C020, C022, C023, C024, C025, C026, C027, C028, C029, C036, C037, C038, C040, C044, C046, C047, C048, C049, C050, C052, C053, C055, C057, C060, C061, C062, C063, C067, C068, C069, C070, C071, C072, C073, C075, C076, C079, C080, C083, C093, C095, C096, C097, C105
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
222.7, 275.9417, 230.9251, 654.7656, 612.4462, 389.0271, 111.0029, 325.3557, 853.8601, 0.2985354, 77.08364, 2.425716, 1331.261, 141.9189, 392.9386, 1709.815, 333.1979, 302.0052, 243.6787, 55.77847, 807.8425, 438.0088, 131.5245, 0.01979101, 5.078722, 0.003447899, 54.38281, 1281.137, 7014.822, 1560.076, 144.7386, 2487.184, 2160.502, 0.001311253, 6775.571, 463.7274, 790.2322, 0.7389999, 2934.898, 1593.341, 873.6431, 561.6682, 1.767447, 2127.732, 577.0199, 298.1772, 1457.37, 138.9673, 1571.415, 0.0005755096, 6177.278, 2076.384, 3053.494, 3323.194, 3574.804, 3746.643, 2437.399, 2124.781, 2362.9, 1.458477, 4057.12, 3515.876, 119.2076
222.8, 263.8352, 253.1506, 621.5024, 581.8523, 444.1497, 106.1891, 308.7655, 817.9603, 0.2853921, 73.54075, 2.32076, 1346.505, 135.5953, 481.3672, 1863.791, 318.4278, 287.2081, 262.2702, 53.19454, 822.6993, 417.8575, 125.6489, 0.01890673, 4.852672, 0.003303639, 51.95803, 1291.641, 6990.867, 1493.014, 138.048, 2470.519, 2067.627, 0.001255867, 6908.248, 441.2293, 868.1782, 0.7024998, 3069.499, 1563.252, 830.7047, 537.7996, 1.689041, 2124.63, 551.6454, 285.6714, 1411.047, 132.0528, 1555.377, 0.0005515818, 6222.515, 2113.351, 3167.548, 3503.232, 3470.99, 3712.815, 2470.573, 2232.708, 2393.799, 1.395514, 4169.104, 3640.449, 114.1348
222.9, 252.2599, 241.2249, 589.929, 552.7867, 422.7446, 101.584, 293.0212, 783.5699, 0.2728274, 70.1607, 2.220346, 1311.233, 129.5535, 584.8503, 1809.238, 304.3125, 273.136, 300.4771, 50.73031, 916.2352, 398.6333, 120.0357, 0.01806197, 4.636683, 0.003165415, 49.64138, 1225.044, 6829.286, 1559.379, 131.6667, 2416.473, 2045.878, 0.001202821, 6881.218, 419.8228, 934.4008, 0.6678025, 2937.606, 1514.681, 789.8766, 514.9453, 1.614113, 2151.004, 527.3867, 273.6901, 1378.91, 125.4824, 1543.894, 0.0005286489, 6329.296, 2024.175, 3138.458, 3531.895, 3379.482, 3719.751, 2407.792, 2179.381, 2509.528, 1.335269, 4131.073, 3776.397, 109.2779
223, 339.9523, 229.861, 559.9597, 525.173, 456.1221, 97.17857, 278.0798, 750.6254, 0.2608159, 66.936, 2.124276, 1241.85, 123.7809, 637.8739, 1741.742, 290.8229, 259.7535, 637.532, 48.38023, 1020.279, 380.2935, 114.6732, 0.01725494, 4.430307, 0.003032974, 47.42801, 1202.411, 6856.891, 1484.544, 125.5804, 2461.404, 2033.759, 0.001152015, 6867.405, 399.4548, 893.734, 0.6348189, 3011.749, 1440.975, 751.0552, 493.0622, 1.542509, 2191.152, 504.1948, 262.2113, 1324.29, 119.2388, 1476.089, 0.0005066695, 6334.769, 2105.849, 3044.779, 3539.985, 3442.697, 3806.696, 2509.482, 2226.545, 2398.665, 1.277624, 3991.782, 3899.259, 104.6277
223.1, 325.0375, 219.0325, 531.5128, 498.9387, 434.1401, 92.96423, 263.9002, 719.066, 0.2493332, 63.85951, 2.032362, 1291.142, 118.2655, 834.0238, 1734.11, 277.9312, 247.0266, 835.78, 46.13902, 991.1591, 362.7975, 109.5504, 0.01648398, 4.233118, 0.002906075, 45.31333, 1306.403, 6755.869, 1413.301, 119.7754, 2509.339, 1962.09, 0.001103356, 7014.421, 380.075, 1126.471, 0.6034644, 2955.171, 1480.738, 898.3128, 472.1091, 1.474081, 2137.499, 482.0228, 421.1862, 1369.813, 113.306, 1481.539, 0.0004856038, 6403.658, 2187.677, 3066.167, 3622.013, 3591.167, 3790.962, 2399.951, 2123.641, 2415.145, 1.222468, 4011.768, 3877.65, 100.1754
223.2, 338.1164, 244.3891, 504.5111, 474.0149, 507.8677, 88.93264, 363.8474, 688.8336, 250.674, 60.92442, 1.944426, 1269.03, 112.9958, 1036.897, 1647.145, 265.611, 234.9233, 1055.971, 44.00163, 1024.408, 346.1064, 104.6564, 0.01574746, 4.044704, 0.002784485, 43.29294, 1305.063, 6542.1, 1345.477, 114.2387, 2790.069, 2001.192, 0.001056751, 6754.993, 361.6354, 1121.997, 0.5736586, 2982.448, 1763.417, 854.1619, 584.9493, 1.408689, 2376.595, 460.8258, 403.5213, 1360.591, 107.6683, 1416.473, 0.000465414, 6512.037, 2095.364, 3111.182, 3643.085, 3841.91, 4104.423, 2415.13, 2128.351, 2589.643, 1.169694, 4012.587, 3771.186, 95.91251
223.3, 377.3365, 318.2959, 478.8811, 450.3361, 512.9791, 85.0759, 391.4062, 659.8722, 329.9429, 58.12424, 1.860295, 1332.735, 107.961, 989.4469, 1564.541, 253.837, 223.413, 1108.56, 41.96326, 1097.402, 330.1832, 99.98098, 0.01504385, 3.864677, 0.002667982, 41.36263, 1273.987, 6485.698, 1280.907, 108.958, 2907.607, 1915.166, 0.001012115, 6548.397, 344.0904, 1073.166, 0.5453249, 3028.09, 2148.094, 812.181, 694.0225, 1.346198, 2389.684, 440.5609, 445.0348, 1559.127, 102.3111, 1354.264, 0.0004460636, 6443.208, 2006.947, 2972.867, 3596.716, 3849.644, 4399.812, 2309.717, 2259.095, 2566.464, 1.119197, 4062.506, 3610.276, 91.83105
223.4, 360.7815, 342.3106, 454.5532, 427.8401, 488.257, 81.38641, 371.4481, 632.1285, 315.4168, 55.45275, 1.779803, 1262.214, 103.1505, 944.1684, 1564.722, 242.5848, 212.4666, 1057.625, 40.01932, 1085.398, 314.9926, 95.51447, 0.01437168, 3.692663, 0.002556354, 39.51839, 1268.29, 6583.004, 1219.436, 103.9214, 2776.431, 1832.837, 0.0009693649, 6627.845, 327.3966, 1026.46, 0.5183907, 3190.771, 2196.449, 772.2634, 664.5294, 1.286479, 2452.153, 421.1872, 504.0852, 1509.292, 97.2205, 1421.878, 0.0004275178, 6464.337, 2068.305, 3022.139, 3708.865, 3879.512, 4434.712, 2303.837, 2154.687, 2453.085, 1.070881, 4067.402, 3605.978, 87.92326
223.5, 344.9528, 326.1846, 431.4612, 406.468, 464.7263, 77.85692, 406.6412, 605.5512, 301.5302, 52.90405, 1.702795, 1195.424, 98.55436, 900.9619, 1556.897, 231.8315, 202.0566, 1009.03, 38.16543, 1037.369, 300.5009, 91.24749, 0.01372954, 3.528306, 0.002449396, 37.75637, 1337.021, 6604.981, 1160.916, 99.11759, 2651.174, 1754.048, 0.0009284201, 6355.456, 311.5127, 1038.924, 0.4927867, 3285.166, 2181.169, 734.3076, 683.3766, 1.229409, 2363.976, 402.6654, 482.9435, 1513.05, 92.38318, 1359.432, 0.000409743, 6523.208, 1981.029, 3029.94, 3548.469, 3803.662, 4667.068, 2429.357, 2076.116, 2583.485, 1.02465, 4060.802, 3651.137, 84.18178
223.6, 329.8186, 337.7318, 409.5422, 563.2203, 496.1316, 74.48049, 385.9062, 580.0914, 288.255, 50.4725, 1.629118, 1240.39, 94.163, 952.2806, 1584.297, 221.5548, 192.1566, 962.6685, 36.39742, 1062.4, 286.6758, 87.17113, 0.01311609, 3.371263, 0.002346913, 36.07293, 1268.084, 6529.301, 1105.203, 94.53585, 2869.254, 1678.646, 0.0008892048, 6751.878, 296.3995, 993.7079, 0.4684474, 3175.629, 2248.574, 698.2173, 654.3359, 1.174871, 2617.501, 384.9582, 462.6884, 1438.993, 87.78654, 1299.728, 0.0003927073, 6559.009, 2280.207, 2895.237, 3592.344, 3811.283, 4852.307, 2468.433, 2176.244, 2469.354, 0.9804154, 4064.022, 3495.349, 80.5995
223.7, 315.3484, 524.6427, 388.7368, 559.1384, 655.4055, 71.2505, 366.2285, 555.702, 594.3341, 209.8831, 1.55863, 1174.755, 89.96732, 1277.208, 1691.777, 211.7337, 182.7417, 918.4367, 34.71131, 1015.389, 273.4868, 83.27689, 0.01253005, 3.221211, 0.002248719, 34.46454, 1202.702, 6323.088, 1052.165, 90.1659, 3178.332, 1606.485, 0.0008516459, 7390.539, 282.0194, 1101.909, 0.4453102, 3278.009, 2196.868, 663.9009, 735.6653, 1.122752, 2774.629, 368.0296, 443.2829, 1368.561, 83.41861, 1242.646, 0.0003763798, 6386.254, 2279.804, 2766.522, 3628.095, 3642.799, 4941.82, 2540.885, 2075.665, 2360.266, 0.9380903, 3896.174, 3346.208, 77.16967
223.8, 301.513, 645.4124, 368.9883, 531.2075, 623.8194, 68.16058, 347.5541, 532.338, 568.1679, 200.2366, 1.491191, 1189.344, 85.95858, 1356.776, 1669.609, 202.3479, 173.7881, 876.2373, 33.10331, 989.4981, 260.9046, 79.5566, 0.0119702, 3.077837, 0.002154632, 32.92786, 1140.691, 6363.862, 1001.671, 85.99796, 3034.943, 1537.426, 0.0008156734, 8445.869, 268.3371, 1069.706, 0.4233158, 3137.157, 2089.967, 631.2711, 799.5015, 1.072946, 2654.646, 351.8455, 504.2693, 1301.576, 79.26801, 1228.673, 0.0003607312, 6709.622, 2446.912, 2643.53, 3848.291, 3653.107, 4976.526, 2429.984, 1979.734, 2255.997, 0.8975923, 3735.258, 3514.75, 73.88579
223.9, 288.2846, 615.0076, 350.2431, 567.0245, 593.7555, 65.20465, 329.832, 509.9563, 690.4825, 191.0334, 1.42667, 1126.41, 82.12846, 1560.353, 1585.879, 193.3782, 165.2732, 835.9768, 31.56981, 1011.358, 248.9013, 76.00252, 0.01143536, 2.940845, 0.002064483, 31.45971, 1081.877, 6467.228, 953.6009, 82.02267, 2927.288, 1471.335, 0.0007812204, 8774.887, 255.3185, 1182.662, 0.4024077, 3002.357, 2036.08, 600.2449, 765.5259, 1.025348, 2539.852, 336.373, 570.6017, 1237.87, 75.32394, 1174.712, 0.0003457332, 6921.708, 2860.168, 2681.787, 3950.372, 3689.876, 5109.572, 2522.871, 1888.238, 2320.979, 0.8588427, 3580.988, 3682.869, 70.74165
224, 275.6366, 586.0352, 332.4502, 538.6995, 565.1404, 62.37692, 313.0136, 488.5156, 660.0833, 204.8533, 1.364941, 1121.532, 78.46901, 1539.752, 1604.93, 184.8061, 157.1754, 797.5662, 30.10734, 1007.931, 237.4501, 72.60721, 0.01092442, 2.80995, 0.001978105, 30.05701, 1162.667, 6614.853, 942.5519, 78.23115, 2877.583, 1408.086, 0.0007482226, 8509.659, 242.9316, 1190.128, 0.3825323, 3229.687, 2045.869, 570.7437, 732.9942, 0.9798627, 2634.514, 321.581, 546.6702, 1230.118, 71.5761, 1123.121, 0.0003313587, 6815.03, 2802.665, 2614.638, 3938.066, 3728.099, 5153.874, 2590.639, 1908.758, 2424.03, 0.8217659, 3605.271, 3598.136, 67.73131
224.1, 263.5435, 558.4277, 315.5612, 585.9686, 537.9045, 59.67182, 297.0527, 467.9764, 928.0642, 339.8801, 1.305882, 1062.186, 74.97261, 1598.282, 1524.443, 176.6139, 149.4745, 760.9203, 548.4995, 963.3306, 226.5259, 69.36358, 0.01043631, 2.684881, 0.001895341, 28.71685, 1102.72, 6650.292, 897.3188, 74.61489, 2931.094, 1347.556, 0.0007166186, 9065.052, 231.1456, 1193.914, 0.3636386, 3090.911, 1946.315, 542.6924, 701.845, 0.9363948, 2544.071, 307.4394, 796.5433, 1330.183, 68.01475, 1073.796, 0.0003175819, 6976.657, 2895.643, 2498.398, 3939.132, 3607.318, 5165.278, 2477.567, 1974.757, 2665.99, 0.7862898, 3456.37, 3527.252, 64.84907
224.2, 251.981, 532.1207, 299.5302, 556.6973, 511.9811, 57.08403, 281.9057, 448.3008, 887.2052, 336.9851, 1.249379, 1005.981, 71.632, 1626.288, 1447.993, 168.785, 142.1508, 819.7787, 703.6659, 920.7037, 216.1042, 66.26485, 0.009970006, 2.565379, 0.00181604, 27.43645, 1045.864, 6773.281, 1010.01, 71.16579, 3244.452, 1289.628, 0.0006863495, 9882.257, 219.9314, 1158.754, 0.345678, 2958.098, 1851.606, 516.0198, 672.0194, 0.8948551, 2751.961, 293.9197, 763.1357, 1265.077, 64.63059, 1222.108, 0.0003043779, 7126.286, 2958.643, 2580.134, 3857.799, 3534.467, 5188.576, 2407.881, 1883.49, 2642.182, 0.7523451, 3313.618, 3376.75, 62.08948
224.3, 240.9258, 507.0529, 284.3135, 528.8882, 487.3071, 54.60847, 267.5311, 429.4524, 848.145, 379.1151, 1.195321, 1157.812, 68.44025, 1551.867, 1440.794, 161.303, 135.186, 782.1123, 671.0687, 946.1141, 206.162, 63.30456, 0.009524537, 2.451195, 0.001740057, 26.21314, 1045.686, 7557.164, 961.5398, 67.87614, 3119.711, 1234.189, 0.0006573589, 9476.118, 209.2613, 1164.475, 0.3286046, 3040.565, 1872.986, 594.8495, 643.4614, 0.8551583, 2690.579, 280.9946, 731.1292, 1392.621, 61.41482, 1168.435, 0.0002917229, 7006.421, 2901.598, 2465.428, 3906.031, 3619.528, 5268.379, 2411.612, 2055.569, 2764.934, 0.7198659, 3547.801, 3232.669, 59.44732
224.4, 230.3555, 483.1662, 269.8699, 502.4684, 463.8221, 52.24026, 253.8894, 411.3964, 810.8045, 361.6904, 1.143602, 1096.547, 65.39071, 1480.851, 1368.538, 154.1528, 128.5624, 812.4529, 639.9814, 904.249, 196.6771, 60.47652, 0.009098973, 2.342094, 0.001667253, 25.04437, 991.7706, 8060.335, 941.1348, 64.73854, 3029.017, 1181.135, 0.0006295929, 9423.682, 199.1088, 1113.795, 0.3123744, 3233.231, 1781.845, 565.6135, 616.1169, 0.8172224, 2825.266, 268.6378, 700.465, 1324.459, 58.35905, 1236.8, 0.000279594, 7075.715, 3017.853, 2355.822, 3989.417, 3830.653, 5144.888, 2442.158, 1988.265, 2850.094, 0.6887888, 3580.758, 3208.369, 56.91759
224.5, 220.2491, 460.4047, 256.1601, 477.3682, 441.469, 49.97475, 240.9434, 394.0996, 775.108, 345.0665, 1.094121, 1141.811, 62.47705, 1413.086, 1354.637, 147.3194, 122.2633, 775.1232, 757.0214, 864.2364, 187.6287, 57.77481, 0.008692424, 2.237849, 0.001597495, 23.92771, 1085.964, 8168.336, 975.2466, 61.74598, 3004.477, 1130.36, 0.0006029996, 9157.365, 189.4489, 1065.321, 0.2969459, 3425.588, 1695.14, 628.5671, 589.9344, 0.7809694, 2873.829, 256.8244, 671.087, 1281.215, 55.45532, 1215.24, 0.0002679694, 6993.01, 2890.51, 2391.477, 3896.357, 4182.456, 5153.992, 2417.257, 2105.223, 2957.857, 0.6590534, 3718.749, 3071.473, 54.49552
224.6, 210.586, 438.7154, 243.1467, 453.5219, 420.1932, 47.8075, 228.6574, 377.5301, 740.983, 413.2845, 1.04678, 1227.575, 59.69322, 1348.421, 1455.573, 140.789, 116.2729, 739.5085, 779.2225, 854.6807, 261.4817, 55.1938, 0.008304039, 2.138244, 0.001530656, 22.86084, 1045.583, 8154.683, 1028.451, 58.89175, 3123.924, 1081.769, 0.0005775297, 9379.591, 180.2577, 1018.956, 0.2822793, 3764.48, 1612.653, 721.39, 564.8646, 0.7463247, 3023.253, 245.5305, 642.941, 1354.466, 52.69608, 1286.018, 0.0002568282, 7008.873, 2768.541, 2410.499, 3959.036, 4142.229, 5205.581, 2395.636, 2193.522, 2987.077, 0.6306016, 3611.522, 2940.418, 52.17652
224.7, 201.3469, 418.0479, 230.7945, 542.8054, 399.9427, 45.73423, 216.998, 361.6571, 708.3605, 494.5876, 1.001488, 1221.949, 57.03342, 1286.715, 1533.441, 134.5481, 110.576, 904.2852, 1012.584, 816.8615, 294.7225, 52.7281, 0.007933008, 2.043073, 0.001466613, 21.84154, 1244.018, 8277.572, 979.0958, 56.16946, 3402.205, 1035.266, 0.0005531355, 9422.443, 171.5123, 974.6095, 0.2683372, 4023.491, 1534.18, 685.9346, 540.8602, 0.7132168, 2892.519, 234.7333, 615.9756, 1288.171, 50.07412, 1229.538, 0.0002461501, 6983.298, 2803.799, 2370.761, 3902.259, 4063.049, 5107.98, 2359.323, 2187.068, 2855.118, 0.6033782, 3765.531, 3037.042, 49.9562
224.8, 192.5132, 398.3541, 219.0698, 622.9255, 380.6682, 43.75087, 205.9331, 346.4516, 677.1741, 471.8556, 0.9581557, 1411.822, 54.49215, 1227.833, 1456.539, 128.5838, 105.1582, 1140.936, 965.6758, 780.7157, 354.5881, 50.37254, 0.007578554, 1.952137, 0.00140525, 20.86769, 1258.679, 8439.143, 1191.362, 53.57301, 3266.437, 1214.692, 0.0005297718, 9476.304, 163.1913, 932.1927, 0.2550837, 4187.44, 1459.526, 891.5701, 517.8759, 0.6815776, 2767.438, 224.4109, 590.1411, 1225.121, 47.58261, 1535.802, 0.000235916, 7119.16, 2856.469, 2417.459, 4006.859, 4182.897, 5098.56, 2256.347, 2085.988, 2786.088, 0.5773299, 3646.29, 2907.457, 47.83036
224.9, 214.0632, 379.588, 207.9407, 591.8082, 362.3225, 41.85353, 195.4323, 331.8853, 647.3608, 450.1683, 0.9166982, 1367.454, 52.0641, 1171.646, 1450.572, 122.8839, 100.0059, 1088.513, 920.941, 835.2448, 338.2747, 48.12222, 0.007239938, 1.865249, 0.001346455, 19.93726, 1269.44, 8754.401, 1208.459, 51.09658, 3119.073, 1466.64, 0.0005073949, 9086.849, 155.274, 991.3179, 0.2424848, 4183.993, 1388.504, 847.7505, 495.8683, 0.651342, 2647.766, 214.5424, 565.3901, 1316.266, 45.21508, 1468.352, 0.0002261074, 7155.655, 2735.937, 2472.062, 3930.269, 4108.753, 5190.49, 2183.419, 2171.906, 2890.364, 0.5524063, 3631.781, 2832.093, 45.79499
225, 275.7502, 361.706, 197.3769, 562.2452, 344.861, 40.03846, 261.781, 317.9315, 618.8601, 429.4779, 0.8770344, 1493.508, 49.74425, 1118.03, 1657.317, 117.4367, 95.106, 1038.499, 878.2784, 893.0782, 322.7119, 45.97242, 0.006916451, 1.782228, 0.001290119, 19.04832, 1276.57, 8867.874, 1150.465, 48.73463, 3716.292, 1403.592, 0.0004859632, 8919.588, 147.7407, 992.5283, 0.2305082, 4472.197, 1320.938, 806.0847, 578.3544, 0.6224477, 2726.966, 205.1078, 541.6772, 1330.841, 42.96535, 1403.865, 0.0002167066, 6994.333, 2620.49, 2362.16, 3965.198, 3927.119, 5105.084, 2332.396, 2175.795, 2762.677, 0.5285586, 3748.124, 2795.164, 43.84623
225.1, 263.6521, 344.6663, 187.3499, 534.159, 328.241, 38.30211, 310.4837, 304.5644, 591.6141, 468.6576, 0.8390869, 1414.479, 47.52776, 1121.972, 1709.152, 112.231, 90.44618, 990.7831, 837.5923, 853.5599, 343.8049, 43.91867, 0.006607418, 1.702902, 0.001236141, 18.19901, 1428.003, 8935.544, 1095.254, 46.48186, 3817.968, 1440.498, 0.0004654367, 8610.286, 140.573, 949.3316, 0.2191231, 4770.166, 1434.005, 766.4667, 553.7767, 0.5948351, 2609.044, 196.0882, 518.9588, 1265.702, 40.82756, 1398.135, 0.0002076967, 6799.45, 2509.914, 2473.263, 4105.197, 3853.941, 5061.694, 2286.301, 2254.105, 2775.103, 0.5057403, 3952.561, 3012.512, 41.98039
225.2, 252.0848, 328.4294, 177.8322, 565.9813, 312.422, 36.64106, 294.6518, 291.7592, 565.5677, 447.1173, 0.8027813, 1400.233, 45.41003, 1104.941, 1647.475, 107.256, 86.01468, 945.2596, 798.7909, 836.235, 327.9876, 41.95666, 0.006312193, 1.627107, 0.001184421, 17.38756, 1452.354, 8931.392, 1156.645, 44.33322, 3873.241, 1378.574, 0.0004457772, 8777.996, 133.753, 1031.582, 0.2083004, 4960.066, 1413.908, 728.7959, 657.3468, 0.5684475, 2608.263, 187.4652, 497.1932, 1203.752, 38.79613, 1336.731, 0.0001990613, 6920.369, 2525.188, 2400.588, 4088.736, 3831.581, 5111.263, 2293.424, 2345.051, 2892.737, 0.4839072, 3896.281, 3091.602, 40.19396
225.3, 241.025, 312.9574, 168.798, 537.7085, 297.3654, 35.05205, 279.6273, 279.4925, 540.668, 426.5671, 0.7680465, 1464.634, 43.38667, 1054.377, 1564.854, 102.5015, 81.8003, 901.8277, 761.787, 855.4931, 312.898, 40.08231, 0.006030159, 1.554686, 0.001134864, 16.6123, 1632.78, 8866.622, 1101.138, 42.2839, 3861.732, 1489.984, 0.0004269481, 8610.007, 127.2639, 986.6852, 0.1980122, 5592.071, 1404.462, 692.9766, 629.4122, 0.5432304, 2598.148, 179.2214, 476.3405, 1144.833, 36.86578, 1393.767, 0.000190785, 6827.49, 2523.935, 2432.229, 4019.898, 3870.734, 5004.644, 2193.324, 2282.502, 2872.804, 0.4630166, 3915.07, 3226.699, 38.48354
225.4, 230.4504, 298.2143, 160.2228, 510.848, 283.0343, 33.53195, 265.3688, 267.7415, 516.8645, 507.1289, 0.7348146, 1429.006, 41.45346, 1006.128, 1596.936, 97.95779, 77.79241, 860.3914, 726.4973, 859.2321, 298.5026, 38.29168, 0.005760727, 1.485488, 0.001087382, 15.87161, 1829.829, 8697.808, 1048.294, 40.32932, 4125.043, 1479.562, 0.0004089144, 8717.305, 121.0896, 1022.812, 0.1882321, 6215.298, 1397.671, 658.9177, 602.6648, 0.519132, 2707.471, 171.3401, 456.3624, 1259.863, 35.03148, 1449.623, 0.0001828528, 6725.046, 2417.433, 2350.726, 3962.206, 3699.622, 4969.987, 2275.767, 2223.532, 2803.832, 0.4430279, 3880.455, 3089.021, 36.84591
225.5, 220.3398, 284.1657, 152.0832, 485.3293, 269.394, 32.07777, 251.8374, 256.4845, 494.109, 483.8204, 0.7030207, 1353.39, 39.60639, 960.0858, 1593.036, 93.61549, 73.9809, 820.859, 692.8423, 852.8262, 298.0004, 36.58105, 0.005503332, 1.41937, 0.001041886, 15.16394, 1919.124, 8688.18, 997.9864, 38.46508, 3995.885, 1613.424, 0.0003916423, 8359.043, 115.2149, 1025.25, 0.1789351, 6543.414, 1390.8, 626.5327, 577.054, 0.4961027, 2590.392, 163.8054, 437.2222, 1198.199, 33.28845, 1491.803, 0.0001752504, 6677.554, 2610.209, 2403.801, 3981.788, 3741.499, 4907.71, 2308.285, 2132.583, 2985.627, 0.4239021, 3846.109, 3205.924, 35.27797
225.6, 232.9236, 270.7789, 144.3571, 518.0067, 256.411, 30.68665, 238.996, 245.7008, 472.3553, 461.5833, 0.6726024, 1281.776, 37.84162, 916.1509, 1622.484, 89.46568, 70.35612, 783.143, 660.7465, 830.7018, 330.9739, 34.94685, 0.005257439, 1.356195, 0.0009982933, 14.48782, 1820.174, 8501.375, 950.093, 36.68702, 4021.728, 1544.067, 0.0003750998, 8267.628, 109.6251, 980.6289, 0.1700973, 6649.328, 1434.449, 595.7394, 552.5316, 0.474095, 2644.942, 156.6021, 418.8848, 1233.571, 31.63214, 1475.719, 0.0001679641, 6612.185, 2524.137, 2518.563, 3994.897, 3681.977, 4758.299, 2297.177, 2185.105, 2882.812, 0.405602, 3993.95, 3069.132, 33.77675
225.7, 222.7045, 258.0228, 137.0236, 610.0418, 244.0537, 29.35586, 226.8093, 235.3706, 451.5593, 440.3681, 0.6435002, 1213.951, 36.15549, 937.2065, 1541.117, 85.49983, 66.90895, 747.1599, 630.1375, 793.9437, 315.7469, 33.38564, 0.005022532, 1.295831, 0.0009565247, 13.84185, 1752.386, 8368.613, 965.3051, 34.99115, 3974.173, 1477.691, 0.0003592561, 8409.369, 104.3066, 984.3662, 0.161696, 6932.731, 1364.648, 566.4597, 529.0512, 0.4530635, 2530.568, 149.7155, 401.3164, 1173.193, 30.05824, 1489.05, 0.0001609807, 6589.836, 2584.327, 2406.595, 3960.593, 3654.477, 4820.397, 2196.913, 2180.81, 2755.458, 0.3880919, 3900.157, 3214.337, 32.33941
225.8, 212.9337, 245.8676, 130.0625, 579.568, 232.292, 28.08278, 215.2441, 225.4746, 431.679, 420.1281, 0.6156572, 1276.301, 34.54448, 962.8226, 1463.83, 81.70978, 63.63068, 817.3127, 600.9464, 783.0173, 301.2205, 31.89419, 0.004798121, 1.238155, 0.0009165038, 13.22468, 1773.474, 8384.701, 1052.108, 33.37367, 3842.756, 1414.168, 0.0003440815, 8287.374, 99.24609, 1021.992, 0.1537096, 6918.2, 1298.243, 538.6189, 506.5687, 0.4329651, 2558.031, 143.1317, 384.4849, 1115.771, 28.56266, 1496.467, 0.0001542876, 6436.271, 2475.278, 2399.123, 3865.285, 3492.925, 4795.423, 2101.025, 2165.22, 2761.309, 0.3713377, 3838.824, 3273.226, 30.96324
225.9, 203.5916, 234.285, 123.4552, 550.6165, 221.0971, 26.86492, 204.2686, 215.9947, 412.6738, 400.8184, 0.5890189, 1292.213, 33.00526, 993.683, 1390.42, 78.08773, 60.51303, 779.7596, 573.1076, 748.3692, 287.3624, 30.46936, 0.004583737, 1.183045, 0.0008781573, 12.63503, 1682.034, 8278.183, 1001.617, 31.83097, 3669.392, 1353.377, 0.000329548, 8222.178, 94.43109, 1146.139, 0.1461177, 6790.359, 1235.069, 512.1465, 485.0416, 0.4137582, 2499.781, 136.8375, 368.3593, 1061.159, 27.14149, 1471.454, 0.0001478729, 6443.871, 2411.168, 2514.474, 3770.073, 3498.826, 4760.378, 2009.323, 2065.151, 2808.648, 0.3553069, 3749.656, 3133.563, 29.64563
226, 194.6593, 223.248, 117.1834, 523.1111, 210.4417, 25.69986, 193.8528, 206.9134, 394.5054, 382.3961, 0.5635332, 1223.835, 31.53462, 1103.251, 1320.69, 74.62624, 57.54813, 845.5002, 914.8845, 759.8041, 274.1418, 29.10818, 0.004378932, 1.130389, 0.0008414153, 12.07167, 1595.308, 8423.795, 1251.08, 30.35957, 3503.849, 1295.198, 0.0003156283, 9322.75, 89.8497, 1508.89, 0.1389008, 6498.586, 1174.97, 486.9752, 464.4293, 0.3954034, 2391.683, 130.82, 352.91, 1009.22, 25.79103, 1434.881, 0.0001417248, 6889.236, 2673.417, 2433.3, 3801.035, 3400.817, 4622.55, 1921.622, 1969.706, 2684.571, 0.3399681, 3594.792, 3171.734, 28.38409
226.1, 186.119, 212.731, 111.2303, 496.9798, 200.2998, 24.58534, 183.968, 198.2139, 377.1369, 364.8206, 0.5391503, 1159.077, 30.12951, 1052.764, 1254.458, 71.3182, 54.7285, 806.652, 872.5025, 726.1831, 261.5294, 27.80781, 0.004183278, 1.080076, 0.0008062105, 11.53343, 1513.054, 8221.472, 1776.657, 28.95619, 3345.774, 1239.521, 0.0003022965, 10341.13, 85.49059, 1443.22, 0.1320403, 6219.35, 1117.795, 463.041, 444.693, 0.3778628, 2559.351, 125.0672, 338.1086, 959.8233, 24.50777, 1715.126, 0.0001358323, 6859.131, 2712.285, 2325.122, 3636.654, 3310.458, 4497.163, 1837.75, 1878.673, 2565.975, 0.3252914, 3446.323, 3036.402, 27.17623
