 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C015, C016, C017, C019, C020, C022, C023, C024, C025, C026, C027, C028, C029, C036, C037, C038, C040, C044, C046, C047, C048, C049, C050, C052, C053, C055, C057, C060, C061, C062, C063, C067, C068, C069, C070, C071, C072, C073, C075, C076, C079, C080, C083, C093, C095, C096, C097, C105
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
226.2, 221.787, 202.7095, 105.5796, 472.1539, 190.6467, 23.51914, 174.5873, 189.8802, 360.5331, 348.0528, 0.5158224, 1307.38, 28.78701, 1004.588, 1363.066, 68.15679, 52.04702, 769.5887, 832.0839, 694.0499, 249.4974, 26.56554, 0.003996366, 1.032003, 0.0007724787, 11.01919, 1435.041, 8357.733, 1752.36, 27.61768, 3194.831, 1357.024, 0.0002895279, 9916.136, 81.34295, 1380.408, 0.1255187, 6580.477, 1063.402, 780.0865, 425.7953, 0.3611003, 2680.889, 119.5674, 323.9281, 1022.209, 23.28835, 1807.514, 0.0001301849, 6614.775, 2625.725, 2221.753, 3663.764, 3364.06, 4497.015, 1802.937, 1845.976, 2548.262, 0.3112484, 3554.115, 2906.844, 26.01978
226.3, 212.0565, 193.16, 100.216, 448.5681, 181.4588, 22.49919, 165.685, 181.8969, 344.6602, 332.0558, 0.4935037, 1608.345, 27.50433, 958.6171, 1294.709, 65.13552, 49.49692, 788.4316, 793.5377, 821.5712, 238.0188, 25.37876, 0.003817805, 0.986069, 0.0007401582, 10.52787, 1469.925, 8172.174, 1668.264, 26.34104, 3179.51, 1298.689, 0.0002772986, 9755.818, 77.39654, 1459.209, 0.1193191, 6676.122, 1011.656, 775.4884, 407.7008, 0.3450815, 2898.778, 114.3094, 310.3423, 1206.324, 22.12961, 1728.131, 0.0001247722, 6616.644, 2568.337, 2228.362, 3505.319, 3334.91, 4451.779, 1767.814, 1987.345, 2634.682, 0.2978116, 3407.327, 2782.813, 24.91253
226.4, 202.7529, 184.0604, 95.12489, 426.1605, 172.7137, 21.52347, 157.2365, 174.2492, 477.2767, 316.7939, 0.4721508, 1585.097, 26.2788, 914.7494, 1229.78, 62.24818, 47.07177, 752.2055, 756.7772, 785.2171, 227.0684, 24.245, 0.003647222, 0.9421797, 0.00070919, 10.05847, 1487.455, 8328.06, 1588.204, 25.12342, 3220.493, 1242.861, 0.0002655858, 10079.38, 73.64159, 1432.135, 0.1134258, 6710.231, 962.4284, 904.2198, 390.3752, 0.3297732, 2890.497, 109.2826, 297.3263, 1183.649, 21.02853, 1652.235, 0.0001195846, 6422.174, 2569.498, 2233.57, 3456.738, 3273.737, 4375.427, 1804.581, 2086.473, 2518.29, 0.2849549, 3379.751, 2664.075, 23.8524
226.5, 193.8574, 175.3895, 90.29239, 404.8722, 164.3901, 20.59006, 149.2189, 166.923, 998.8721, 434.9836, 0.4517218, 1501.222, 25.10788, 1070.646, 1245.612, 59.48883, 44.76544, 717.6439, 721.7195, 1024.887, 216.6217, 23.16188, 0.003484261, 0.900244, 0.0006795176, 9.609988, 1476.388, 8385.296, 1511.986, 23.96208, 3246.521, 1189.434, 0.0002543678, 9880.32, 70.06882, 1369.806, 0.1078236, 6421.901, 1042.567, 859.7786, 373.7858, 0.3151441, 2765.504, 104.4769, 284.8562, 1166.518, 19.98223, 1579.672, 0.0001146127, 6444.85, 2659.908, 2134.271, 3447.01, 3129.016, 4206.168, 1924.929, 1990.043, 2943.624, 0.2726532, 3381.024, 2790.884, 22.83739
226.6, 185.3523, 265.0276, 85.70539, 384.6473, 156.4676, 19.69713, 141.6101, 159.9049, 1132.609, 472.0053, 0.4321766, 1421.786, 23.98913, 1056.434, 1183.145, 56.8518, 42.57211, 878.4949, 688.2859, 979.5359, 206.6557, 22.12716, 0.003328582, 0.8601748, 0.0006510866, 9.181506, 1477.567, 8335.245, 1439.426, 22.85443, 3132.19, 1138.303, 0.0002436236, 9693.837, 66.66939, 1552.062, 0.102498, 6352.273, 991.8351, 817.5216, 357.9014, 0.3011639, 2645.916, 99.8825, 272.9091, 1170.435, 18.98799, 1510.296, 0.0001098475, 6562.891, 2547.669, 2222.778, 3440.744, 2990.693, 4230.408, 1840.913, 1972.698, 3224.413, 0.2608826, 3296.43, 2864.288, 21.86556
226.7, 177.2202, 348.7391, 81.35142, 365.4328, 148.9269, 18.84292, 134.3893, 153.1819, 1234.624, 551.6912, 0.4134772, 1346.552, 22.92023, 1095.314, 1173.534, 54.33166, 40.48624, 838.1307, 656.4012, 936.192, 197.1482, 21.13866, 0.003179858, 0.821889, 0.0006238451, 8.772129, 1401.384, 8361.143, 1370.348, 21.79797, 3131.342, 1089.37, 0.0002333333, 9888.134, 63.43488, 1743.013, 0.09743554, 6248.693, 1115.84, 777.3415, 342.6921, 0.2878039, 2531.499, 95.49016, 261.4631, 1261.279, 18.04321, 1443.966, 0.0001052804, 6590.367, 2709.25, 2123.959, 3394.974, 2858.485, 4206.77, 1860.804, 1993.675, 3279.806, 0.2496201, 3160.284, 3036.592, 20.93509
226.8, 169.445, 332.3103, 77.21864, 347.1781, 141.7496, 18.02576, 195.8167, 146.7415, 1180.269, 526.3345, 0.3955869, 1275.3, 21.89895, 1120.172, 1114.682, 51.92323, 38.50258, 885.1743, 625.9935, 894.7659, 188.078, 20.19432, 0.003037779, 0.7853073, 0.0005977435, 8.381005, 1329.128, 8425.046, 1304.584, 20.79036, 2990.073, 1042.54, 0.0002234776, 9667.078, 60.35729, 1898.885, 0.09262308, 6167.136, 1061.542, 739.1362, 328.1291, 0.2750366, 2422.03, 91.29097, 250.4971, 1218.009, 17.14545, 1380.55, 0.0001009032, 6727.708, 2747.787, 2273.427, 3524.039, 3056.591, 4180.744, 1819.899, 1962.706, 3474.61, 0.2388439, 3174.368, 3104.93, 20.04422
226.9, 162.0109, 316.6555, 73.2958, 329.8353, 134.9182, 17.24404, 228.1671, 140.5718, 1128.306, 502.1433, 0.3784706, 1207.818, 20.92319, 1068.911, 1058.781, 49.62157, 36.6161, 1762.082, 596.9944, 941.961, 212.1662, 19.29217, 0.002902049, 0.7503538, 0.0005727339, 8.00732, 1364.512, 8428.618, 1241.977, 19.82932, 2970.743, 997.7238, 0.0002140382, 9385.147, 57.42901, 2174.967, 0.08804832, 6076.144, 1059.517, 702.8086, 314.1849, 0.2628356, 2317.294, 87.27644, 239.991, 1253.208, 16.29236, 1319.919, 9.670795e-05, 6683.937, 2840.522, 2228.291, 3634.556, 2921.47, 4175.008, 1946.743, 1887.86, 3464.284, 0.2285328, 3194.839, 3231.092, 19.19126
227, 154.9029, 301.7382, 69.57225, 495.6525, 128.4161, 16.49622, 216.5326, 134.6616, 1120.013, 479.064, 0.3620949, 1266.405, 19.9909, 1019.996, 1115.233, 47.42194, 34.82206, 2044.73, 569.3387, 900.2797, 202.4052, 18.43032, 0.002772383, 0.7169561, 0.0005487708, 7.650297, 1316.06, 8234.581, 1263.161, 18.9127, 2932.36, 954.834, 0.0002049974, 9263.129, 54.6428, 2304.564, 0.0836995, 6135.766, 1078.326, 791.3584, 300.8333, 0.2511759, 2217.088, 83.43845, 229.9256, 1191.869, 15.48171, 1339.644, 9.268715e-05, 6660.67, 2720.662, 2211.635, 3515.758, 2835.621, 4185.173, 1861.774, 1922.616, 3418.288, 0.2186669, 3130.212, 3093.226, 18.37459
227.1, 218.0567, 287.5236, 66.03786, 470.8929, 122.2273, 15.78082, 205.4914, 128.9999, 1070.704, 457.0455, 0.3464278, 1251.868, 19.10015, 973.3198, 1173.649, 45.31981, 33.11592, 1950.781, 542.9641, 860.4427, 207.5401, 17.60697, 0.00264851, 0.6850449, 0.0005258102, 7.309192, 1265.694, 8256.479, 1202.542, 18.03845, 2886.701, 913.788, 0.0001963386, 9474.678, 51.99177, 2716.139, 0.07956548, 6024.661, 1025.854, 752.4642, 288.0492, 0.2400334, 2321.391, 79.76923, 220.2824, 1133.533, 14.7114, 1342.33, 8.883353e-05, 6726.502, 2835.77, 2190.148, 3422.301, 2792.06, 4110.5, 1780.514, 1833.759, 3393.148, 0.2092269, 3124.344, 2961.243, 17.59268
227.2, 208.4898, 273.9786, 62.68303, 447.3701, 116.3368, 15.09646, 195.0132, 123.5762, 1023.565, 436.0389, 0.3314385, 1290.857, 18.24909, 928.7794, 1168.414, 43.31086, 31.49337, 1890.788, 517.8113, 885.299, 242.9026, 16.8204, 0.002530173, 0.654554, 0.0005038104, 6.983296, 1295.962, 8328.195, 1144.832, 17.20462, 2798.336, 874.5063, 0.0001880455, 9085.29, 49.46936, 3144.911, 0.07563564, 5862.359, 1078.075, 715.4816, 275.8083, 0.2293853, 2221.007, 76.26138, 211.0435, 1193.194, 13.97942, 1283.378, 8.514012e-05, 6615.54, 2890.622, 2188.126, 3473.887, 2713.781, 4134.155, 1989.58, 1929.459, 3280.267, 0.2001945, 3155.123, 3068.02, 16.84404
227.3, 199.3427, 261.0717, 59.49863, 575.7758, 110.7301, 14.44177, 235.7666, 118.3806, 978.5012, 415.9979, 0.3170978, 1246.41, 17.43595, 886.2771, 1109.819, 41.39097, 29.95032, 1975.032, 493.8238, 846.1249, 231.7275, 16.06897, 0.002417122, 0.6254203, 0.0004827309, 6.671931, 1229.142, 8139.356, 1089.891, 16.40933, 2780.497, 836.9134, 0.0001801027, 8909.088, 47.06932, 3361.776, 0.07189991, 5767.634, 1086.518, 680.3166, 485.902, 0.2192094, 2124.965, 72.90778, 202.1922, 1209.408, 13.28386, 1227.014, 8.160028e-05, 6561.117, 2768.647, 2090.848, 3441.293, 2761.006, 4024.898, 1933.556, 1885.11, 3135.355, 0.191552, 3161.874, 3044.48, 16.12726
227.4, 198.7723, 248.7729, 56.47601, 547.0137, 105.3937, 13.81547, 256.2045, 113.4034, 935.4216, 396.8779, 0.3033777, 1251.985, 16.65905, 845.7198, 1091.787, 39.55618, 28.48287, 1903.796, 470.9474, 944.9246, 221.0665, 15.35111, 0.002309124, 0.5975832, 0.0004625335, 6.374448, 1165.767, 8080.912, 1037.587, 15.65081, 2722.254, 800.9365, 0.0001724954, 8971.798, 44.78572, 3446.329, 0.06834868, 5700.277, 1033.647, 646.8799, 465.2531, 0.209485, 2115.574, 69.70164, 193.7121, 1208.47, 12.6229, 1173.126, 7.820761e-05, 6513.604, 2651.82, 2070.938, 3321.319, 2638.951, 3988.093, 1981.304, 1797.986, 3101.633, 0.1832825, 3110.302, 2976.462, 15.44098
227.5, 190.0515, 237.0534, 179.1701, 519.6884, 100.3144, 13.21633, 274.5685, 108.6354, 1040.784, 378.6368, 0.2902511, 1203.125, 15.91676, 807.0184, 1112.726, 37.80272, 27.08732, 1816.322, 449.1309, 933.1151, 210.896, 14.66532, 0.00220595, 0.5709853, 0.0004431811, 6.09023, 1180.964, 8048.775, 987.7936, 14.92734, 2609.473, 766.5061, 0.0001652094, 8603.077, 42.61291, 3381.253, 0.06497286, 5660.509, 1129.657, 615.0867, 480.7065, 0.200192, 2333.505, 66.63651, 185.5877, 1227.27, 11.99483, 1121.605, 7.4956e-05, 6492.577, 2539.923, 2026.058, 3260.088, 2522.292, 4002.556, 2340.252, 1774.59, 3021.511, 0.1753701, 3072.297, 2921.971, 14.7839
227.6, 273.1053, 225.8861, 308.6442, 613.7483, 95.47992, 12.64318, 260.568, 104.0679, 994.9621, 361.234, 0.2776925, 1256.71, 15.20755, 770.0881, 1213.325, 36.127, 25.76015, 1750.039, 428.3249, 891.8252, 201.1934, 14.01017, 0.002107386, 0.5455711, 0.0004246384, 5.818684, 1143.549, 7771.922, 940.3893, 14.23732, 2989.101, 733.5558, 0.0001582311, 8249.51, 40.54551, 3501.16, 0.06176377, 5518.346, 1291.834, 584.856, 606.3119, 0.1913113, 2232.598, 63.70616, 177.804, 1167.201, 11.39802, 1072.346, 7.183957e-05, 6274.996, 2432.747, 1985.351, 3119.1, 2410.79, 3848.855, 2535.096, 1773.371, 2971.593, 0.1677993, 2945.408, 2923.199, 14.15479
227.7, 327.5072, 215.2448, 370.0079, 583.0894, 90.87843, 12.09488, 276.367, 99.69249, 951.1578, 344.6311, 0.2656773, 1190.212, 14.52993, 734.8478, 1152.477, 34.52555, 24.498, 1735.588, 408.4828, 927.1401, 191.9371, 13.38428, 0.002013227, 0.5212881, 0.0004068716, 5.559246, 1084.588, 7851.368, 895.26, 13.5792, 2854.249, 702.022, 0.0001515476, 7910.474, 38.57842, 3438.633, 0.05871319, 5554.631, 1228.972, 556.1111, 580.5461, 0.1828244, 2136.054, 60.90467, 170.3467, 1252.759, 10.83089, 1025.25, 6.885272e-05, 6180.965, 2330.094, 2016.319, 3080.52, 2384.391, 3763.134, 2424.447, 1691.412, 3018.379, 0.1605553, 3025.905, 2913.983, 13.55245
227.8, 313.1383, 205.1048, 404.9887, 553.9619, 86.4987, 11.57036, 439.6166, 95.50101, 909.2821, 328.7913, 232.2869, 1127.232, 13.88251, 701.2202, 1177.487, 32.99509, 23.2977, 1862.815, 389.5599, 886.1146, 362.6152, 12.78636, 0.001923274, 0.4980859, 0.0003898481, 5.311375, 1149.25, 7807.386, 1193.846, 12.95149, 2857.777, 1123.61, 0.0001451464, 7585.371, 36.70676, 3583.02, 0.05581327, 5649.691, 1169.169, 805.0669, 555.8753, 0.1747141, 2043.685, 58.22638, 163.2023, 1377.738, 300.5062, 1166.088, 6.599005e-05, 5952.749, 2231.772, 2189.571, 2947.298, 2278.986, 3595.923, 2318.628, 1688.224, 2885.037, 0.153624, 3201.408, 2992.876, 12.97573
227.9, 442.6006, 195.4425, 384.4146, 679.4383, 82.33004, 11.06859, 417.2001, 91.48576, 869.25, 313.6795, 378.4941, 1159.854, 13.26394, 669.1313, 1132.768, 31.53248, 22.1562, 2025.167, 371.5135, 846.9045, 345.9325, 12.21515, 0.00183734, 0.4759165, 0.0003735369, 5.074556, 1119.656, 7973.515, 1136.554, 12.35281, 2728.849, 1647.293, 0.0001390156, 7273.629, 34.92591, 3427.08, 0.05305659, 5974.776, 1112.277, 765.4989, 532.2529, 0.1669636, 1955.311, 55.66587, 156.3574, 1471.426, 285.5541, 1130.587, 6.324641e-05, 5968.258, 2137.599, 2278.532, 2819.838, 2626.282, 3699.03, 2217.428, 1818.471, 3144.558, 0.146992, 3437.952, 2865.175, 12.42356
228, 502.3956, 186.2354, 437.6806, 645.4979, 78.36229, 10.58858, 395.9267, 87.63932, 830.9803, 299.2623, 635.4047, 1098.481, 12.67293, 638.511, 1199.542, 30.1347, 21.07064, 2015.934, 354.3032, 918.4766, 330.0173, 11.66945, 0.001755247, 0.4547338, 0.0003579081, 4.848296, 1201.414, 7826.047, 1500.106, 11.78179, 2605.739, 1576.48, 0.0001331438, 6974.7, 33.23145, 3577.979, 0.05043606, 6106.815, 1058.152, 898.1071, 509.6343, 0.1595569, 1870.757, 53.21795, 149.7997, 1399.406, 569.7697, 1131.48, 6.061683e-05, 5880.449, 2047.4, 2299.786, 2697.89, 2577.557, 3534.667, 2238.175, 1734.427, 3005.641, 0.1406462, 3391.949, 2742.923, 11.89489
228.1, 480.3538, 177.462, 415.4457, 613.2529, 74.58575, 10.12939, 375.738, 83.95461, 794.3956, 285.5077, 607.912, 1040.355, 12.10825, 609.2918, 1139.385, 28.79889, 20.03826, 1932.991, 337.8902, 877.8345, 314.8343, 11.14813, 0.001676821, 0.4344939, 0.0003429333, 4.632124, 1139.469, 7930.311, 1654.867, 11.23718, 2488.182, 1508.711, 0.00012752, 6688.055, 31.61921, 3663.864, 0.04794496, 5844.413, 1006.662, 853.9663, 487.9769, 0.1524787, 1789.861, 50.87769, 143.517, 1330.912, 541.4201, 1421.449, 5.809659e-05, 5774.795, 1961.007, 2316.871, 2581.215, 2463.612, 3377.607, 2276.41, 1654.267, 2872.862, 0.1345744, 3251.858, 3162.751, 11.38872
228.2, 459.2791, 169.1019, 394.3404, 685.8749, 70.99123, 9.690104, 356.5788, 266.3385, 759.4214, 272.3853, 581.6088, 985.3046, 11.56874, 739.024, 1289.517, 27.52228, 19.05647, 2007.581, 322.2374, 906.0038, 300.3498, 10.65011, 0.001601899, 0.4151549, 0.000328585, 4.425591, 1080.718, 8015.832, 1575.45, 10.71774, 2375.928, 1443.855, 0.0001221337, 7598.285, 30.08518, 3617.307, 0.0455769, 5593.285, 957.6769, 811.995, 467.2399, 0.1457146, 1712.462, 48.64034, 137.4977, 1265.77, 514.4811, 1359.021, 5.568112e-05, 6253.239, 2245.816, 2241.453, 3013.469, 2527.292, 3451.181, 2318.217, 1577.812, 2859.694, 0.1287648, 3117.553, 3372.319, 10.90408
228.3, 439.129, 161.1357, 374.3072, 813.061, 67.56992, 9.269874, 338.3965, 255.1405, 725.9871, 259.8661, 556.4438, 933.1675, 11.05326, 705.2052, 1224.848, 26.30227, 18.12278, 1969.708, 307.3098, 887.6198, 286.5317, 10.17433, 0.001530325, 0.3966766, 0.000314837, 4.228267, 1063.386, 7911.097, 1499.844, 10.22231, 2268.74, 1381.787, 0.0001169749, 7286.012, 28.62558, 3543.779, 0.0433258, 5507.347, 911.0757, 933.3264, 447.3841, 0.1392505, 1638.41, 46.50137, 131.731, 1203.816, 488.8824, 1396.087, 5.336609e-05, 6026.278, 2151.051, 2418.774, 2912.911, 2514.273, 3362.958, 2378.172, 1504.891, 2733.362, 0.1232059, 3034.268, 3260.717, 10.44007
228.4, 419.863, 153.5448, 355.2918, 772.4456, 64.31351, 8.867867, 321.1413, 267.6526, 694.0248, 247.9222, 532.3676, 1163.83, 10.56075, 672.934, 1163.422, 25.13634, 17.23483, 1945.984, 293.0737, 879.295, 273.3494, 9.719804, 0.001461949, 0.3790208, 0.0003016642, 4.039741, 1191.358, 7971.874, 1543.183, 9.749776, 2213.725, 1322.387, 0.000112034, 6986.573, 27.23679, 3530.222, 0.04118589, 5611.473, 866.7421, 1039.736, 428.3721, 0.1330732, 1567.561, 44.45647, 126.2061, 1144.895, 464.5575, 1334.773, 5.11473e-05, 5997.466, 2060.284, 2370.608, 2786.937, 2469.244, 3356.648, 2274.373, 1510.265, 2700.127, 0.117887, 3034.859, 3256.428, 9.995803
228.5, 401.4422, 146.3114, 337.2424, 733.8591, 61.21403, 8.483294, 304.766, 307.301, 663.4696, 236.5273, 509.3331, 1102.246, 10.09019, 679.1028, 1127.984, 24.02209, 16.39039, 1877.06, 279.4971, 878.4059, 260.7735, 9.285585, 0.001396627, 0.3621509, 0.0002890426, 189.644, 1129.931, 7873.055, 1557.52, 9.299089, 2162.141, 1265.541, 0.0001073018, 7150.623, 25.91538, 3613.702, 0.03915166, 5569.755, 824.5657, 988.6342, 410.1681, 0.1271699, 1499.775, 42.50149, 120.9129, 1088.857, 441.4429, 1415.536, 4.902076e-05, 6044.743, 2113.183, 2330.885, 2829.373, 2409.818, 3231.342, 2206.702, 1440.465, 2809.041, 0.1127978, 3102.664, 3199.291, 9.570441
228.6, 383.8296, 139.4188, 320.1099, 697.2002, 58.26392, 8.115398, 289.2257, 336.8822, 634.2596, 341.3519, 487.2952, 1043.921, 9.640595, 648.0261, 1134.304, 22.95723, 15.58733, 1901.053, 266.5494, 864.2204, 248.7762, 8.870765, 0.001334225, 0.3460318, 0.0002769491, 252.5446, 1071.672, 7847.914, 1682.041, 8.869236, 2064.597, 1211.138, 0.0001027695, 7228.524, 24.65808, 3456.427, 0.03721792, 5566.867, 784.4418, 1083.953, 392.7376, 0.1215285, 1434.921, 40.63248, 115.8417, 1101.309, 419.4783, 1397.966, 4.698264e-05, 6046.875, 2024.014, 2287.102, 2707.013, 2434.405, 3262.603, 2110.387, 1409.812, 2878.483, 0.1079282, 2974.521, 3165.38, 9.16318
228.7, 366.9897, 132.8509, 303.8478, 662.3725, 55.45599, 7.763458, 274.4778, 322.7183, 606.3357, 325.6628, 466.2109, 988.6826, 9.211033, 618.3715, 1199.784, 21.93958, 14.82361, 1867.739, 254.2016, 825.9791, 237.3309, 393.7628, 0.001274611, 0.3306302, 0.0002653615, 241.2844, 1142.629, 7936.207, 1680.599, 8.459252, 2041.766, 1159.074, 9.842868e-05, 6953.144, 23.46177, 3433.94, 0.03537968, 5586.022, 746.2703, 1133.456, 376.0479, 0.1161373, 1372.871, 38.84566, 110.9832, 1071.521, 398.6067, 1377.199, 4.502926e-05, 5925.725, 1938.608, 2185.423, 2786.325, 2435.402, 3234.04, 2189.896, 1411.031, 2811.678, 0.1032689, 2908.625, 3030.319, 8.773251
228.8, 350.8887, 126.5924, 288.4118, 691.0511, 52.78339, 7.42678, 260.4819, 309.1499, 579.6411, 367.3462, 446.0389, 1019.684, 8.800611, 590.074, 1192.738, 20.96704, 14.09731, 1781.922, 242.4257, 789.4299, 226.4121, 376.1719, 0.00121766, 0.315914, 0.0002542588, 230.5262, 1143.43, 7845.839, 1599.947, 8.068221, 1949.652, 1192.784, 9.427118e-05, 6855.896, 22.32351, 3408.849, 0.03363223, 5659.18, 857.3927, 1314.804, 360.0674, 0.1109853, 1313.504, 37.13742, 106.3285, 1120.249, 378.7735, 1351.041, 4.31571e-05, 5792.319, 1856.805, 2109.246, 2722.259, 2327.741, 3202.009, 2146.978, 1426.083, 2727.787, 0.0988107, 2911.485, 2901.02, 8.399914
228.9, 335.494, 120.6288, 273.76, 656.5306, 50.23958, 7.104702, 247.1997, 296.152, 669.797, 350.4624, 426.7397, 965.7278, 8.408476, 669.3159, 1132.922, 20.03761, 13.4066, 1790.105, 231.1953, 989.9366, 215.9956, 439.5569, 0.001163254, 0.3018529, 0.0002436206, 220.2477, 1084.474, 7785.936, 1540.816, 7.695265, 1940.752, 1141.509, 9.028928e-05, 6921.017, 21.24047, 3477.657, 0.0319711, 5416.012, 815.6713, 1363.718, 344.766, 0.1060619, 1256.704, 35.5043, 101.869, 1107.452, 359.9272, 1355.096, 4.136277e-05, 5871.372, 1862.898, 2150.689, 2604.531, 2284.646, 3209.74, 2110.73, 1466.752, 2641.116, 0.09454498, 2986.784, 2965.208, 8.042463
229, 320.7748, 114.9461, 259.8526, 710.731, 47.81837, 6.796593, 234.5948, 283.7005, 838.957, 368.7043, 408.2755, 914.6266, 8.033813, 663.4271, 1076.106, 19.14938, 12.74973, 1853.031, 220.4852, 978.6812, 206.0584, 560.7105, 0.001111279, 0.2884177, 0.0002334275, 261.8635, 1028.559, 7693.574, 1505.255, 7.339549, 2006.845, 1092.438, 8.647557e-05, 7140.254, 20.20997, 3431.323, 0.03039201, 5429.473, 775.9802, 1418.242, 330.1148, 0.1013569, 1202.361, 33.94299, 97.59651, 1136.818, 342.0185, 1378.835, 3.964304e-05, 5812.887, 1994.071, 2055.075, 2722.829, 2183.649, 3067.118, 2047.025, 1398.964, 2787.001, 0.09046341, 2863.427, 2982.785, 7.700224
229.1, 326.0534, 109.5311, 246.6516, 777.9416, 45.51385, 6.501845, 222.6326, 339.7449, 802.021, 351.7581, 390.6102, 959.1447, 7.675845, 633.0677, 1120.233, 18.30052, 12.12505, 1767.89, 210.2713, 1022.34, 196.5783, 535.6616, 0.001061626, 0.2755804, 0.0002236609, 278.1562, 1043.017, 7714.98, 1741.301, 7.000276, 1916.307, 1101.13, 8.282295e-05, 6897.598, 19.22947, 3281.986, 0.02889091, 5448.763, 738.2204, 1379.225, 316.0863, 0.09686055, 1150.367, 32.45035, 93.50323, 1140.9, 325.001, 1390.038, 3.799481e-05, 5742.137, 1909.928, 2091.676, 2673.444, 2264.137, 2982.424, 1996.292, 1432.378, 2851.472, 0.08655805, 2927.695, 2970.916, 7.372549
229.2, 311.7484, 104.3712, 234.1213, 739.0806, 43.32038, 6.219879, 211.2803, 325.4606, 766.7112, 335.5907, 373.7093, 992.2528, 7.333827, 698.6543, 1064.054, 17.48929, 11.53097, 1851.696, 200.5305, 977.1019, 187.5344, 553.6946, 0.001014192, 0.2633145, 0.000214303, 415.4659, 1035.328, 7725.591, 1986.329, 6.676686, 1829.854, 1098.253, 7.932461e-05, 6789.434, 18.29654, 3281.494, 0.02746395, 5214.636, 702.298, 1372.985, 302.6539, 0.0925637, 1100.622, 31.02334, 252.6936, 1206.89, 308.8301, 1386.139, 3.641512e-05, 5668.597, 1896.912, 2095.369, 2557.826, 2283.455, 2971.608, 2090.695, 1421.922, 2947.889, 0.08282129, 2931.77, 3010.711, 7.058817
229.3, 330.6128, 99.45434, 276.7249, 702.1608, 41.23264, 348.4625, 200.5069, 311.7769, 732.9559, 320.1664, 357.5396, 939.748, 7.007049, 698.6157, 1128.177, 16.71402, 10.96599, 1924.568, 191.2409, 970.7867, 178.9066, 575.824, 0.0009688766, 0.2515946, 0.0002053366, 396.9414, 981.9462, 7762.62, 2189.092, 6.368054, 1822.421, 1134.851, 7.597404e-05, 6694.563, 17.40887, 3194.115, 0.02610747, 5168.779, 752.5111, 1412.041, 289.7924, 0.08845746, 1053.028, 29.65909, 242.0954, 1212.473, 293.4639, 1379.959, 3.49011e-05, 5686.692, 1911.263, 2069.111, 2637.063, 2576.632, 2884.252, 2093.306, 1356.205, 2845.436, 0.07924584, 2936.909, 3023.436, 6.758436
229.4, 316.1077, 94.76913, 262.6668, 747.1813, 39.2455, 333.3507, 190.2829, 298.6686, 700.6867, 326.6812, 342.0696, 965.0979, 6.694831, 707.9875, 1160.937, 15.97312, 10.4287, 1836.139, 182.3817, 1047.689, 170.6757, 580.1741, 0.0009255864, 0.2403963, 0.0001967453, 379.2429, 974.235, 7712.958, 2183.41, 6.073689, 1835.273, 1086.067, 7.276499e-05, 6734.566, 16.56427, 3134.887, 0.02481799, 5137.267, 715.8934, 1342.641, 277.4774, 0.08453338, 1007.492, 28.35482, 246.181, 1339.019, 278.8623, 1369.994, 3.345002e-05, 5580.969, 1830.614, 2094.209, 2652.751, 2813.881, 2896.079, 2255.974, 1293.525, 2766.044, 0.07582475, 2945.175, 2972.353, 6.470837
229.5, 302.239, 90.30465, 249.3229, 709.8569, 37.35413, 370.8241, 180.5802, 286.1113, 669.8382, 444.2419, 327.2689, 1071.571, 6.396525, 675.5891, 1183.249, 15.26506, 9.917739, 1790.053, 173.9329, 1001.329, 162.8235, 785.3812, 0.0008842305, 0.2296964, 0.0001885135, 362.3336, 1031.027, 7603.623, 2078.628, 5.792931, 1770.435, 1172.314, 6.969149e-05, 6705.705, 15.76064, 3079.792, 0.0235922, 5078.077, 681.0574, 1276.652, 265.6857, 0.08078337, 963.9256, 27.10792, 250.092, 1397.046, 264.9872, 1309.826, 3.205928e-05, 5454.43, 1753.369, 2045.324, 2538.029, 2764.934, 2816.589, 2157.508, 1425.945, 2797.625, 0.07255135, 2926.153, 2893.357, 6.195477
229.6, 288.9788, 86.05048, 236.6569, 708.1438, 35.55391, 354.7426, 171.3723, 274.082, 640.3478, 423.8238, 313.1086, 1014.869, 6.111511, 717.9863, 1311.896, 14.58838, 9.431809, 1879.697, 165.8755, 984.5176, 155.3326, 750.2954, 0.0008447223, 0.2194728, 0.0001806261, 346.1781, 977.8669, 7498.404, 2049.057, 5.525151, 1823.263, 1142.811, 6.67478e-05, 6567.131, 14.99601, 3163.981, 0.02242696, 4981.62, 906.3006, 1213.907, 254.3952, 0.07719973, 922.2427, 25.91584, 277.3345, 1328.667, 251.8024, 1355.459, 3.072636e-05, 5458.693, 1679.383, 2125.3, 2428.268, 2642.706, 2755.789, 2110.083, 1551.281, 2765.35, 0.06941926, 2826.48, 2964.676, 5.931835
