 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C017, C018, C022, C023, C025, C026, C027, C029, C030, C031, C032, C035, C037, C038, C039, C040, C045, C047, C048, C052, C053, C054, C056, C057, C058, C061, C063, C065, C066, C078, C081, C092, C098
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
37.4, 388.3865, 732.5496, 212.3268, 437.3752, 377.004, 393.3316, 831.8904, 2002.63, 528.5425, 1317.532, 773.2632, 238.9166, 28.60015, 303.1605, 715.9782, 934.489, 1125.762, 665.8582, 1576.296, 850.3792, 1588.048, 1023.691, 1090.908, 1471.564, 2619.94, 0.000962024, 442.663, 362.0836, 925.7071, 981.4871, 961.4271, 1884.299, 1214.796, 614.0945, 106.7068, 360.0936, 730.603, 2.182787e-11, 3437.502, 746.3839, 982.3437, 1125.208, 466.6169, 409.6101, 807.8887, 4995.43, 420.9193, 264.6326, 2532.954
37.5, 390.4869, 700.692, 202.1121, 416.5313, 358.8121, 372.1776, 808.801, 1957.423, 499.0062, 1317.768, 739.5774, 228.0761, 27.32411, 288.1243, 702.4673, 900.4021, 1078.941, 637.5357, 1561.789, 812.5236, 1587.055, 1096.973, 1037.781, 1411.526, 2752.045, 0.0009224821, 424.479, 373.0393, 998.5892, 932.342, 921.1709, 1848.555, 1223.336, 582.2436, 101.9961, 380.6525, 699.223, 2.182787e-11, 3516.38, 712.9932, 974.3344, 1147.171, 649.5319, 454.9928, 821.9759, 5039.086, 403.2502, 252.7701, 2808.31
37.6, 407.7574, 670.2199, 192.3888, 459.7781, 341.498, 352.1612, 858.3502, 1962.898, 497.0695, 1259.462, 707.3591, 217.7275, 26.10499, 320.8208, 699.9901, 962.7325, 1145.735, 610.418, 1490.422, 776.3533, 1649.316, 1149.8, 987.241, 1353.939, 2714.05, 0.0008845654, 407.0421, 357.1485, 956.9385, 885.6577, 939.3671, 1761.98, 1187.751, 552.0447, 97.49333, 412.9259, 669.1907, 2.182787e-11, 3444.039, 681.0963, 1013.828, 1164.671, 646.289, 433.3755, 786.0145, 4963.699, 386.3229, 241.4393, 2856.406
37.7, 386.514, 641.0729, 226.1924, 512.122, 325.0194, 333.2214, 839.2937, 2007.423, 469.2919, 1357.007, 743.2532, 338.1149, 24.94028, 304.9087, 674.3929, 1037.4, 1098.083, 584.4537, 1514.895, 829.1201, 1677.073, 1127.446, 993.4747, 1314.887, 2638.73, 0.0008482073, 390.3214, 341.9345, 917.0251, 925.3021, 945.3658, 1806.925, 1203.903, 523.4121, 93.18936, 394.086, 640.4484, 1.455192e-11, 3408.417, 802.1639, 1024.147, 1153.699, 615.5074, 428.1483, 751.6263, 5018.929, 370.1061, 230.6165, 2736.98
37.8, 366.3774, 613.1935, 215.3107, 487.7159, 309.3359, 315.3002, 953.7314, 2028.931, 443.0667, 1334.786, 710.8748, 428.9981, 23.82752, 289.7858, 879.9164, 988.9991, 1052.414, 622.5624, 1445.671, 871.665, 1733.845, 1116.802, 1045.126, 1319.355, 2773.108, 0.0008133435, 374.2875, 327.3687, 994.2553, 878.9702, 905.7822, 1722.299, 1241.492, 496.2646, 89.07539, 406.1389, 656.5306, 1.455192e-11, 3405.366, 766.2778, 981.0175, 1124.376, 662.2645, 407.8065, 782.095, 5024.249, 354.57, 458.1013, 2828.955
37.9, 464.2906, 614.591, 204.9524, 464.4729, 294.4093, 298.3428, 907.0242, 1935.106, 418.3069, 1354.892, 695.5482, 409.533, 22.76442, 275.413, 1136.532, 975.132, 1151.593, 596.0816, 1417.056, 849.6516, 1727.475, 1178.63, 994.2285, 1265.528, 2804.343, 0.0007799127, 418.5293, 313.4234, 952.7854, 834.9583, 905.1777, 1791.87, 1221.033, 470.5251, 85.14305, 387.6086, 628.332, 1.455192e-11, 3317.724, 731.9971, 939.7041, 1095.2, 630.7221, 416.2255, 747.8784, 4980.1, 339.6862, 437.5663, 2810.72
38, 440.1019, 640.0805, 266.7986, 442.3376, 306.2007, 384.5839, 970.0468, 1914.94, 501.4389, 1334.452, 718.6783, 436.7317, 21.74874, 261.753, 1161.512, 1051.957, 1111.768, 570.7271, 1490.825, 891.4646, 1704.267, 1119.459, 1027.202, 1291.349, 2747.184, 0.0007478561, 405.2175, 300.0721, 913.0452, 793.1501, 949.2323, 1732.578, 1201.034, 537.2878, 81.3843, 395.0657, 719.817, 1.455192e-11, 3378.301, 699.25, 971.38, 1046.118, 600.6819, 396.4501, 715.1587, 4888.875, 325.4271, 770.8149, 2772.78
38.1, 417.1735, 635.4589, 253.9633, 532.8315, 314.3171, 375.1391, 993.7557, 1920.303, 557.8246, 1303.966, 749.6238, 416.9156, 20.77839, 248.7705, 1209.812, 1002.876, 1065.53, 597.8978, 1541.707, 851.7802, 1721.194, 1063.259, 1078.665, 1238.664, 2801.976, 0.000717117, 484.8674, 287.2895, 930.6501, 932.9611, 909.4867, 1787.12, 1246.693, 556.7783, 77.79148, 377.0406, 688.9003, 1.818989e-11, 3352.923, 667.968, 984.5544, 1105.723, 679.035, 377.6143, 746.8688, 5062.738, 311.7665, 736.2621, 2868.304
38.2, 395.4396, 715.1739, 241.7456, 507.4384, 395.1725, 387.6321, 945.0884, 1865.711, 526.6519, 1246.27, 731.0555, 451.0534, 19.85132, 331.781, 1221.707, 956.086, 1158.19, 640.6113, 1471.257, 813.8623, 1706.651, 1009.88, 1112.189, 1369.979, 2842.796, 0.0006876414, 530.1234, 275.0515, 891.8331, 915.8726, 929.4365, 1835.29, 1292.215, 527.9002, 74.35728, 565.7471, 659.3114, 1.818989e-11, 3459.599, 638.0853, 943.092, 1230.549, 764.1318, 401.7115, 714.1934, 4994.383, 298.6794, 703.2581, 2748.382
38.3, 374.838, 811.3367, 230.1156, 538.0464, 418.7994, 366.7846, 898.8044, 1779.433, 497.2212, 1191.127, 786.1679, 485.5341, 18.96562, 315.3253, 1167.406, 978.8872, 1110.021, 697.4682, 1498.232, 777.6324, 1706.847, 1114.354, 1184.647, 1314.086, 2786.905, 0.0006593774, 575.3184, 263.3347, 901.9752, 948.8044, 944.2947, 1899.277, 1235.545, 648.1414, 142.6311, 539.9346, 693.0231, 1.455192e-11, 3506.55, 609.5396, 903.3757, 1220.38, 782.6698, 382.6257, 682.9474, 4911.027, 286.1417, 671.7336, 2662.798
38.4, 404.1208, 776.0528, 219.0451, 609.542, 454.8064, 399.6674, 854.7872, 1747.707, 469.4351, 1202.341, 781.0402, 463.5037, 18.11944, 299.6857, 1246.902, 933.2161, 1230.381, 774.7901, 1467.799, 743.0153, 1662.981, 1162.58, 1126.955, 1260.474, 2801.519, 0.0006322751, 572.0063, 252.1171, 924.7889, 901.2957, 966.5842, 1810.326, 1228.97, 614.5247, 136.3345, 515.2999, 663.2572, 1.091394e-11, 3441.871, 582.2708, 865.3319, 1241.198, 770.6027, 364.4467, 653.0684, 5000.338, 274.1302, 641.6222, 2820.103
38.5, 383.0669, 742.3033, 208.5072, 580.4932, 432.8602, 398.3526, 984.6929, 1880.644, 443.2018, 1176.826, 789.2566, 485.5243, 17.31101, 284.8218, 1191.481, 889.6758, 1184.412, 796.9852, 1460.086, 709.9391, 1719.286, 1104.214, 1121.802, 1390.835, 2748.123, 0.0006062867, 548.5092, 241.3774, 994.1979, 856.1659, 926.1121, 1791.492, 1175.074, 647.139, 153.2406, 491.7891, 634.7698, 1.091394e-11, 3387.072, 556.222, 895.6768, 1265.26, 756.0896, 347.1313, 758.8218, 4954.779, 262.623, 612.8606, 2756.165
38.6, 363.1098, 710.0216, 297.2518, 552.8287, 411.9731, 409.386, 1045.34, 1833.339, 418.4346, 1146.137, 754.8741, 478.7288, 16.53865, 270.6952, 1260.862, 848.1669, 1135.152, 802.837, 1446.043, 830.6758, 1717.217, 1064.454, 1136.506, 1532.369, 2700.282, 0.0005813666, 551.4117, 231.0951, 952.7304, 813.2958, 993.7847, 1869.434, 1196.496, 613.5742, 178.4733, 469.351, 607.5059, 1.091394e-11, 3304.413, 594.2002, 857.9572, 1208.557, 821.3624, 368.3554, 746.9932, 4930.988, 251.5988, 585.3882, 2784.936
38.7, 395.9349, 679.1437, 321.2208, 526.4826, 392.0938, 500.217, 994.1466, 1857.245, 395.0513, 1206.673, 721.9894, 491.7091, 15.80075, 257.2692, 1210.068, 974.6411, 1112.817, 768.6882, 1379.965, 846.4321, 1697.081, 1181.135, 1207.874, 1528.39, 2589.479, 0.0005574707, 528.7605, 221.2508, 912.9924, 772.5724, 952.1736, 1872.155, 1144.024, 581.7503, 170.5943, 447.9366, 581.413, 1.091394e-11, 3255.536, 606.4818, 854.4722, 1154.395, 923.7999, 364.8145, 714.3122, 4939.533, 241.0374, 559.1474, 2697.756
38.8, 375.3074, 709.6577, 305.7673, 501.3921, 373.1737, 500.7127, 1033.569, 1783.883, 372.9748, 1180.397, 801.4886, 469.3985, 15.09577, 244.5091, 1241.108, 929.168, 1147.74, 786.1041, 1383.777, 808.7523, 1683.123, 1274.842, 1149.05, 1596.607, 2594.936, 0.0005345571, 507.0397, 256.1295, 874.9119, 859.6409, 916.7983, 1784.474, 1246.393, 551.577, 163.0632, 427.4993, 639.7481, 7.275958e-12, 3237.187, 609.6416, 890.785, 1280.027, 932.9603, 347.4817, 772.0699, 4961.378, 230.9193, 534.0828, 2791.799
38.9, 355.7547, 717.5573, 291.0573, 477.4973, 399.8094, 700.6927, 982.9522, 1839.657, 352.132, 1354.735, 812.846, 468.2191, 14.42225, 232.3819, 1185.945, 885.8166, 1100.005, 791.7426, 1320.544, 821.8889, 1701.319, 1336.334, 1093.092, 1585.48, 2670.467, 0.0005125852, 486.2113, 256.292, 883.2311, 816.5969, 1006.948, 1735.119, 1233.724, 638.6464, 155.8646, 407.9945, 612.2704, 7.275958e-12, 3310.736, 589.4898, 863.5024, 1323.093, 979.5716, 376.0144, 738.2919, 4885.192, 221.2259, 510.1418, 2675.075
39, 370.9101, 696.0029, 277.0551, 454.7413, 380.5171, 785.1371, 958.3427, 1754.584, 332.4539, 1349.731, 814.6462, 510.2474, 13.77878, 220.8562, 1200.426, 972.743, 1091.451, 808.179, 1368.214, 812.3267, 1650.948, 1571.9, 1039.858, 1594.572, 2612.68, 0.0004915165, 466.2384, 245.3744, 863.4436, 890.459, 1036.305, 1846.831, 1191.504, 605.5221, 148.9837, 389.3795, 585.9728, 7.275958e-12, 3194.111, 563.118, 895.2643, 1263.798, 932.9164, 441.3391, 705.9916, 4892.39, 211.9394, 487.274, 2601.384
39.1, 387.1961, 707.6687, 263.7264, 433.0698, 362.1556, 742.9112, 911.4096, 1830.725, 313.8755, 1290.01, 779.1577, 513.3733, 13.16401, 209.9022, 1184.494, 1016.761, 1154.986, 773.8029, 1305.692, 776.1652, 1662.558, 1572.498, 989.2173, 1567.069, 2618.455, 0.0004713137, 447.086, 234.9219, 933.4714, 845.8718, 1064.632, 1796.148, 1200.249, 660.3949, 142.4067, 371.6139, 599.6223, 7.275958e-12, 3284.94, 596.6822, 857.5621, 1254.566, 981.0186, 420.3706, 703.4103, 4908.964, 203.0428, 465.4312, 2671.83
39.2, 367.0239, 676.8932, 251.0389, 412.4311, 344.6802, 731.4357, 866.775, 1820.433, 296.3354, 1232.932, 820.1348, 490.0797, 12.57668, 279.0474, 1131.847, 969.3227, 1212.33, 740.889, 1370.442, 776.5371, 1593.695, 1493.553, 990.7123, 1567.146, 2553.454, 0.0004519414, 428.7204, 224.9146, 966.5801, 803.5172, 1020.054, 1778.165, 1147.613, 665.0825, 136.1199, 354.6589, 620.6654, 3.637979e-12, 3358.981, 569.9886, 821.4477, 1261.882, 972.359, 400.3983, 698.0309, 4990.052, 194.5196, 444.5676, 2647.298
39.3, 347.9027, 672.7773, 238.9618, 392.7759, 356.3066, 727.3198, 852.3154, 1736.25, 279.7754, 1178.379, 784.4072, 513.7017, 12.01555, 265.2071, 1176.269, 966.0792, 1214.424, 788.645, 1307.819, 766.512, 1645.451, 1455.372, 980.4039, 1536.038, 2496.585, 0.0004333653, 411.1092, 274.8001, 926.2645, 763.2834, 1105.331, 1694.887, 1231.485, 630.587, 223.7875, 338.4774, 613.4767, 3.637979e-12, 3275.167, 557.3917, 821.9164, 1286.408, 960.5397, 381.3748, 667.4921, 4975.355, 186.3542, 424.6393, 2651.44
39.4, 433.3495, 643.5191, 283.8151, 374.0575, 339.1135, 688.2034, 878.2144, 1769.59, 356.7116, 1208.175, 813.1304, 516.4102, 11.47945, 252.0533, 1215.71, 921.0057, 1216.115, 755.0997, 1396.234, 843.4541, 1628.96, 1444.937, 1025.651, 1473.37, 2494.025, 0.0004155527, 394.2214, 263.0941, 968.238, 781.9633, 1059.05, 1642.595, 1203.223, 634.2281, 213.9081, 323.0342, 587.1274, 0, 3284.13, 532.4559, 921.285, 1308.282, 914.791, 448.0834, 736.1395, 4952.236, 178.5316, 405.6042, 2629.274
39.5, 410.7729, 692.7615, 270.1612, 356.2311, 322.7499, 719.2308, 926.2386, 1748.347, 336.7776, 1198.102, 777.7079, 492.9789, 10.96728, 239.552, 1161.675, 878.035, 1165.536, 722.9814, 1347.985, 845.0837, 1630.053, 1473.452, 975.7019, 1523.041, 2511.644, 0.0003984723, 378.0273, 265.2781, 927.8533, 860.2781, 1157.524, 1581.963, 1164.645, 684.7986, 204.4649, 308.2957, 615.5942, 3.637979e-12, 3275.571, 546.7639, 921.0692, 1249.651, 951.6963, 426.7944, 703.9333, 4895.724, 171.0373, 387.4225, 2552.891
39.6, 389.3724, 662.6342, 257.1642, 339.2542, 307.176, 680.5494, 880.8777, 1728.032, 371.4961, 1246.108, 772.8213, 470.6107, 10.47796, 227.6706, 1120.123, 837.0693, 1142.51, 692.2292, 1286.388, 807.4639, 1624.554, 1399.48, 1039.64, 1483.521, 2540.749, 0.0003820939, 362.4985, 253.9778, 902.4688, 817.2021, 1138.933, 1682.43, 1211.701, 649.2806, 195.4385, 294.2295, 589.1539, 5.456968e-12, 3249.588, 522.3035, 882.2803, 1193.648, 906.3687, 434.3086, 728.1477, 4958.058, 163.8576, 370.0557, 2621.722
39.7, 369.0869, 664.3594, 244.7924, 323.0865, 320.4767, 643.9483, 837.7384, 1648.121, 350.7359, 1289.073, 770.2481, 449.2575, 10.01046, 281.1689, 1104.298, 935.1504, 1094.993, 662.785, 1227.606, 797.2445, 1617.092, 1329.222, 1054.092, 1567.537, 2497.111, 0.0003663888, 347.6076, 289.6395, 1000.657, 776.283, 1091.244, 1603.635, 1282.754, 648.5524, 186.8106, 280.8052, 563.8492, 5.456968e-12, 3221.448, 498.9374, 845.1249, 1257.252, 863.2, 413.6741, 751.796, 4886.682, 156.9793, 353.4674, 2688.185
39.8, 349.8582, 635.4673, 233.0158, 407.3318, 305.0125, 609.3157, 831.2281, 1636.561, 331.1359, 1273.218, 758.9011, 501.0991, 9.563829, 267.2235, 1142.795, 891.5198, 1057.993, 634.5933, 1171.51, 761.7543, 1649.928, 1262.49, 1002.758, 1503.584, 2474.917, 0.0003513292, 333.3283, 277.3014, 958.9202, 825.5455, 1045.552, 1644.176, 1226.5, 614.9144, 178.5636, 267.9933, 539.6314, 5.456968e-12, 3131.005, 476.6167, 950.9509, 1336.988, 902.4642, 414.1471, 718.9049, 4922.65, 150.3897, 337.6228, 2631.927
39.9, 331.6313, 607.8317, 221.8058, 387.9196, 290.2944, 626.8317, 790.5203, 1727.661, 312.6311, 1259.846, 788.8406, 478.3625, 9.137123, 253.9697, 1092.001, 849.9249, 1049.442, 663.2616, 1198.612, 755.0686, 1581.588, 1252.016, 953.9238, 1580.319, 2480.643, 0.0003368885, 319.6357, 265.4888, 984.6392, 784.2087, 1001.774, 1567.173, 1172.712, 655.4027, 170.6807, 255.766, 584.8768, 5.456968e-12, 3176.555, 455.2944, 910.9036, 1333.543, 859.4814, 420.1828, 716.6511, 4955.902, 144.0768, 322.4884, 2683.458
40, 314.3539, 722.0865, 211.1351, 369.4326, 294.6067, 620.8826, 821.6685, 1701.743, 295.1605, 1293.179, 754.4763, 733.7148, 8.729455, 241.3732, 1043.465, 810.2707, 1005.795, 662.215, 1162.494, 721.4559, 1582.187, 1189.161, 1053.453, 1578.857, 2378.852, 0.0003230414, 306.5055, 346.7726, 955.2405, 744.9417, 971.3854, 1493.776, 1121.283, 621.4093, 163.1458, 244.0966, 559.7558, 3.637979e-12, 3203.561, 434.9261, 872.5428, 1273.78, 818.5459, 437.4905, 685.2976, 4946.181, 138.0288, 308.0324, 2896.993
40.1, 411.1471, 690.684, 200.9777, 351.8266, 280.3907, 587.4905, 875.6168, 1684.965, 278.6661, 1283.147, 793.0358, 700.4236, 8.339976, 229.4016, 1145.3, 772.4666, 963.9642, 634.0475, 1144.021, 808.7974, 1596.479, 1187.979, 1033.751, 1559.156, 2433.004, 0.0003097635, 293.9147, 536.9026, 1026.273, 707.6408, 930.7123, 1423.817, 1072.109, 589.179, 155.9435, 368.8062, 535.7138, 3.637979e-12, 3259.659, 415.469, 835.7975, 1216.695, 779.5601, 416.7048, 705.0851, 4899.567, 132.2347, 294.2244, 2941.071
40.2, 389.7271, 716.6707, 191.309, 406.5615, 286.575, 624.4501, 858.7579, 1624.254, 263.0935, 1329.422, 758.4887, 720.5225, 7.967874, 218.0237, 1148.694, 736.4262, 936.2225, 607.0782, 1163.576, 772.793, 1619.616, 1128.339, 1052.963, 1627.076, 2461.115, 0.0002970313, 281.8411, 593.0433, 1072.368, 729.9903, 891.7421, 1405.122, 1025.093, 652.9755, 149.0592, 351.9793, 512.7044, 1.818989e-12, 3188.535, 396.8823, 831.4553, 1194.176, 837.5485, 422.5241, 712.4525, 4920.478, 126.6839, 281.0354, 2930.72
40.3, 369.4231, 685.5037, 182.1054, 431.4783, 294.31, 662.3007, 816.7018, 1662.981, 248.3912, 1369.704, 790.4055, 796.7081, 7.612374, 207.2101, 1102.474, 780.3713, 897.285, 581.256, 1140.229, 738.3913, 1552.531, 1093.238, 1001.684, 1611.163, 2413.78, 0.0002848225, 270.2635, 567.7806, 1027.64, 750.8368, 854.4037, 1500.65, 980.1375, 678.6157, 142.4787, 335.9201, 490.6833, 1.818989e-12, 3169.485, 379.1271, 837.1158, 1140.659, 827.2817, 402.4495, 681.2827, 4863.991, 121.366, 268.4376, 3027.691
40.4, 418.9935, 753.2393, 173.3446, 467.172, 280.1084, 687.2629, 791.6577, 1726.74, 234.5104, 1309.1, 808.8496, 760.5587, 7.272735, 196.9329, 1063.034, 743.9622, 891.1841, 596.4185, 1152.781, 705.5211, 1547.642, 1103.647, 1081.032, 1634.067, 2358.237, 0.0002731154, 259.1614, 622.6851, 1048.302, 713.2408, 928.6673, 1430.368, 937.1539, 716.1309, 136.1888, 320.5936, 469.6081, 3.637979e-12, 3237.21, 362.1662, 853.1341, 1148.388, 824.9534, 383.3286, 651.4766, 4908.544, 116.2714, 256.4045, 2968.135
40.5, 397.1648, 737.3805, 165.0053, 444.9081, 285.6772, 650.3008, 781.0923, 1646.889, 221.4054, 1394.954, 794.7158, 792.3848, 6.948249, 187.1654, 1015.785, 793.0278, 869.472, 627.9312, 1204.693, 743.0641, 1583.889, 1154.304, 1201.477, 1567.399, 2355.574, 0.0002618896, 248.5154, 670.4409, 1108.269, 756.1271, 889.7828, 1409.639, 992.8253, 678.9878, 130.1766, 408.6428, 449.438, 3.637979e-12, 3233.528, 443.6102, 847.4421, 1119.986, 847.0498, 365.1162, 622.9745, 4826.327, 111.3907, 244.9108, 3032.047
40.6, 430.4608, 705.3128, 255.8028, 423.7051, 271.8922, 615.3266, 742.8398, 1767.29, 209.0327, 1333.232, 821.7075, 756.4316, 6.638241, 177.8823, 1114.506, 770.3389, 1002.424, 601.222, 1149.644, 739.269, 1602.025, 1096.354, 1142.965, 1503.452, 2340.457, 0.0002511252, 238.3068, 641.8813, 1095.589, 749.285, 852.5264, 1409.874, 1049.669, 643.7711, 124.4298, 389.9983, 575.7454, 1.818989e-12, 3118.681, 423.7646, 855.6819, 1165.727, 845.4154, 347.7691, 651.2533, 4950.239, 106.7148, 233.9323, 2905.278
40.7, 438.7761, 674.6398, 292.8045, 431.7873, 258.7723, 582.2333, 757.9517, 1731.555, 244.3142, 1274.241, 799.7961, 722.1096, 6.342065, 169.0597, 1104.849, 760.8647, 960.7333, 575.6489, 1130.484, 706.3597, 1601.562, 1041.314, 1087.302, 1611.111, 2353.64, 0.0002408032, 228.5175, 614.5382, 1049.893, 711.7667, 816.83, 1343.844, 1003.636, 610.381, 171.0971, 372.2045, 551.0166, 3.637979e-12, 3066.059, 477.7536, 819.6467, 1148.58, 833.535, 474.0718, 622.761, 4933.935, 102.2352, 223.446, 2837.067
40.8, 415.9167, 645.3006, 314.8794, 411.2097, 246.2856, 578.8981, 720.8325, 1663.912, 275.6109, 1217.861, 852.4794, 806.0554, 6.059103, 160.6746, 1106.433, 804.4326, 994.5403, 551.1635, 1078.826, 762.7527, 1606.755, 1055.315, 1034.351, 1545.38, 2285.682, 0.0002309055, 219.1303, 588.3599, 1006.102, 695.0258, 818.3301, 1319.685, 1070.87, 578.7228, 163.5438, 355.2225, 527.35, 3.637979e-12, 3140.268, 492.7737, 804.5213, 1119.186, 838.2906, 482.7725, 595.5152, 5048.474, 861.0971, 213.4297, 2850.829
40.9, 394.2482, 661.6817, 437.0494, 493.7675, 234.4013, 582.9633, 744.3438, 1697.099, 260.209, 1241.979, 815.3427, 769.4818, 5.788766, 152.7055, 1164.151, 840.1776, 953.1774, 550.1946, 1187.323, 728.798, 1547.795, 1002.335, 1030.286, 1548.556, 2428.967, 0.0002214146, 262.66, 563.2968, 1057.811, 768.3113, 828.1818, 1352.028, 1102.195, 595.1467, 156.324, 339.0153, 504.6999, 3.637979e-12, 3113.787, 470.7287, 770.6406, 1241.218, 842.2476, 469.2799, 657.6888, 5029.859, 1144.304, 203.8624, 2868.913
41, 373.7087, 653.6984, 422.7421, 470.2361, 223.0906, 551.6106, 707.8909, 1700.56, 326.5521, 1229.297, 816.645, 764.594, 5.53049, 241.2928, 1112.408, 908.3065, 913.5347, 644.3928, 1150.399, 696.3549, 1604.301, 952.0143, 1065.548, 1492.457, 2367.058, 0.0002123138, 262.9144, 539.3013, 1013.691, 729.8403, 923.5196, 1487.468, 1145.193, 627.0941, 149.4229, 384.3008, 483.0226, 5.456968e-12, 3054.233, 449.6699, 800.1041, 1185.593, 969.3578, 557.3803, 628.9149, 4915.78, 1096.27, 502.4176, 2896.462
41.1, 354.2392, 625.27, 489.9541, 447.8262, 212.3256, 521.9441, 713.4604, 1694.438, 308.3035, 1174.905, 804.8629, 729.9017, 5.283738, 245.9863, 1178.93, 865.9284, 875.5408, 616.9834, 1097.831, 665.3559, 1575.151, 1000.435, 1013.656, 1491.495, 2269.928, 0.0002035871, 256.5531, 571.6093, 1089.147, 725.3429, 901.1716, 1443.675, 1129.154, 682.663, 142.8264, 366.7669, 508.1466, 3.637979e-12, 3109.207, 506.3919, 859.0906, 1153.813, 923.189, 530.8985, 621.4755, 5003.408, 1050.251, 532.6558, 2864.46
41.2, 385.3322, 687.7726, 466.3832, 426.4842, 246.9904, 595.3267, 718.9673, 1660.569, 291.0746, 1247.042, 845.1185, 696.7835, 5.047995, 233.7858, 1126.53, 825.5275, 954.9601, 612.0381, 1217.234, 694.4667, 1541.448, 981.6064, 1049.795, 1521.975, 2293.051, 0.0001952191, 336.1948, 547.2597, 1067.551, 708.6389, 889.6158, 1376.062, 1124.738, 647.2557, 136.5211, 350.033, 486.3213, 4.547474e-12, 3049.623, 483.7376, 845.0974, 1173.989, 879.2192, 505.6749, 619.4578, 5063.718, 1006.164, 508.7787, 2985.595
41.3, 433.9852, 695.1485, 443.9463, 406.1593, 252.1704, 563.3091, 750.5467, 1583.778, 361.0681, 1283.134, 845.1657, 665.168, 4.82277, 255.4413, 1076.459, 908.6599, 930.949, 727.1979, 1161.612, 745.7262, 1551.947, 932.3267, 998.67, 1481.032, 2228.189, 0.0001871951, 322.3844, 523.9474, 1063.724, 673.1558, 905.6028, 1375.162, 1099.431, 613.6849, 130.4942, 587.9129, 496.9411, 3.637979e-12, 3051.995, 462.0969, 809.5079, 1157.838, 935.9399, 598.3802, 592.3565, 4893.905, 963.9284, 485.972, 2860.769
41.4, 411.3755, 664.9174, 534.5302, 457.8422, 240.0022, 533.0134, 788.7972, 1510.538, 340.8907, 1226.36, 889.5527, 634.987, 4.607594, 342.0005, 1028.614, 866.2653, 938.1948, 696.2664, 1108.531, 712.5294, 1498.653, 885.5209, 1103.817, 1468.577, 2232.896, 0.0001795008, 309.1413, 501.6281, 1075.124, 639.4495, 867.6841, 1310.758, 1051.215, 764.7747, 124.7334, 561.0891, 486.339, 3.637979e-12, 3032.028, 441.4242, 845.9833, 1105.949, 891.3628, 587.0448, 652.7733, 4899.896, 923.4653, 464.1877, 2918.997
41.5, 425.8009, 636.0011, 534.0959, 436.0229, 228.4212, 574.6358, 750.1673, 1550.658, 338.7331, 1172.098, 900.95, 606.1754, 4.402018, 325.0379, 1047.519, 848.9919, 899.1752, 666.6505, 1057.876, 680.8104, 1568.317, 841.0649, 1050.061, 1420.328, 2214.661, 0.0001721228, 296.4422, 488.6475, 1030.281, 651.0712, 880.3814, 1276.544, 1095.369, 725.1085, 162.4974, 535.4892, 486.0172, 3.637979e-12, 3034.305, 421.6764, 810.3565, 1222.974, 848.9088, 559.1536, 624.2145, 4914.527, 884.7007, 604.8301, 2908.794
41.6, 410.9594, 608.3423, 508.4015, 415.2434, 217.399, 559.6008, 764.2752, 1574.179, 407.078, 1155.055, 861.7018, 750.0591, 4.205615, 308.9166, 1000.96, 893.6714, 861.7785, 638.2944, 1119.834, 799.416, 1543.725, 798.8407, 1142.112, 1457.771, 2199.549, 0.000165048, 284.2648, 483.1831, 987.3087, 661.0981, 1007.489, 1338.782, 1047.332, 687.4998, 176.4612, 511.0573, 465.1423, 2.728484e-12, 2922.062, 470.4971, 776.23, 1168.166, 907.1492, 630.4357, 596.9051, 4898.37, 847.5635, 577.7178, 2856.441
41.7, 448.8755, 581.8863, 483.9431, 395.4543, 206.9086, 601.9938, 808.1202, 1597.581, 384.3294, 1103.948, 875.4455, 716.0263, 4.017974, 293.5949, 976.6844, 851.9761, 868.9615, 668.4628, 1068.662, 763.8292, 1491.48, 790.374, 1086.491, 1419.154, 2249.882, 0.0001582641, 272.5876, 462.6003, 1030.113, 627.9955, 965.3038, 1276.082, 1001.401, 728.9921, 168.6711, 487.74, 478.5675, 2.728484e-12, 2878.436, 472.4429, 844.8237, 1135.704, 1011.544, 600.483, 663.8697, 4858.019, 811.985, 551.8208, 2919.617
41.8, 489.9075, 647.2238, 529.5703, 376.6082, 242.3467, 587.946, 822.118, 1523.702, 473.0198, 1142.587, 851.2899, 683.5377, 3.838706, 279.0331, 933.2739, 812.2261, 832.8214, 651.7743, 1176.288, 729.8265, 1538.2, 875.3688, 1033.579, 1388.016, 2249.257, 0.000151759, 261.3901, 442.8943, 1013.689, 596.5505, 924.8853, 1324.527, 957.4851, 691.1819, 161.2249, 465.4867, 458.0126, 2.728484e-12, 2978.59, 458.8506, 809.2458, 1120.745, 963.3661, 583.2199, 634.8254, 4959.077, 777.9001, 527.0847, 2828.697
