 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C017, C018, C022, C023, C025, C026, C027, C029, C030, C031, C032, C035, C037, C038, C039, C040, C045, C047, C048, C052, C053, C054, C056, C057, C058, C061, C063, C065, C066, C078, C081, C092, C098
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
291.2, 213.3977, 467.6877, 497.8833, 849.757, 366.6496, 864.0807, 1195.789, 537.5464, 600.3528, 1443.108, 191.1015, 495.0348, 966.5108, 657.3842, 1050.025, 288.8016, 271.6297, 352.2468, 1284.839, 2001.973, 1135.805, 489.1395, 958.4478, 490.9481, 15.2967, 593.1169, 756.2758, 234.1385, 7.745592, 560.7213, 146.1527, 958.2797, 4.371187, 496.3003, 1177.664, 724.4326, 405.5371, 572.4592, 1131.816, 64.07121, 860.4836, 2293.286, 1112.216, 109.3696, 808.4048, 560.8792, 3443.835, 1658.673, 1814.03
291.3, 360.1785, 498.0426, 514.683, 889.9539, 348.9574, 850.6747, 1234.281, 733.2139, 566.8035, 1426.667, 204.5791, 504.3234, 960.4771, 624.7792, 1003.355, 371.0735, 287.4824, 393.6904, 1226.128, 2354.521, 1096.036, 464.5831, 911.7714, 580.588, 14.66901, 568.738, 788.2767, 224.1646, 7.422527, 532.6447, 203.2318, 913.3997, 4.17949, 470.559, 1203.349, 691.38, 388.119, 548.0972, 1086.158, 61.20488, 824.2462, 2349.963, 1059.243, 104.1733, 814.109, 589.4404, 3447.429, 1721.956, 1828.563
291.4, 341.4139, 476.3834, 507.1893, 847.5415, 332.1188, 1006.686, 1173.834, 812.1682, 535.129, 1385.406, 247.7994, 566.6184, 917.6238, 593.7913, 1096.113, 416.3752, 275.526, 508.5658, 1227.354, 2783.344, 1107.312, 561.7343, 867.3682, 556.901, 14.06708, 545.3613, 755.8954, 214.6155, 7.112936, 616.0047, 194.7222, 932.1364, 3.9962, 446.1527, 1201.984, 659.8355, 371.4489, 615.7832, 1167.141, 58.46679, 789.5349, 2445.12, 1132.72, 99.22391, 778.4918, 623.2612, 3302.716, 1822.561, 1752.111
291.5, 323.627, 455.6662, 482.7893, 807.1503, 316.0928, 1024.214, 1152.041, 1027.61, 505.2245, 1380.416, 420.2277, 660.976, 876.6824, 564.3403, 1111.998, 396.9488, 396.6316, 572.0656, 1179.605, 3227.876, 1061.447, 533.5334, 825.1274, 534.1804, 13.48985, 522.9454, 724.8444, 205.4733, 6.816259, 585.16, 186.5689, 935.7639, 3.820948, 423.0124, 1255.611, 629.7302, 629.6152, 589.5775, 1209.27, 55.85118, 756.2853, 2453.062, 1168.431, 94.50966, 761.9595, 668.5079, 3308.71, 1834.946, 1678.856
291.6, 306.7666, 534.7143, 482.0972, 768.6841, 377.714, 969.1303, 1221.344, 980.0894, 521.0568, 1319.337, 401.9213, 651.998, 837.5677, 536.3501, 1062.573, 378.4286, 380.1357, 547.7327, 1125.702, 3301.623, 1029.331, 506.7484, 853.0813, 512.3867, 12.93631, 539.5625, 762.5417, 196.7205, 6.531956, 555.8598, 178.757, 1263.264, 3.653382, 401.0723, 1200.181, 600.9985, 602.5727, 564.4871, 1232.404, 53.35258, 724.4359, 2368.532, 1164.77, 90.01939, 728.6238, 641.2158, 3306.312, 1786.635, 1686.559
291.7, 290.7847, 511.4603, 458.9042, 732.051, 372.4337, 1004.271, 1194.246, 934.7664, 491.9388, 1300.839, 384.4123, 684.1608, 800.1982, 509.7481, 1015.345, 360.7726, 364.3258, 524.4347, 1159.783, 3346.462, 1035.006, 481.308, 858.6984, 534.9443, 12.40548, 550.274, 779.8878, 188.3405, 6.259511, 528.0267, 171.2722, 1285.617, 3.493164, 380.2701, 1199.843, 573.5776, 576.6917, 540.4644, 1227.287, 50.96577, 743.4166, 2262.386, 1141.575, 85.74245, 754.7985, 707.5403, 3228.723, 1706.546, 1644.217
291.8, 275.6354, 489.2176, 486.6279, 697.1638, 354.4623, 1080.776, 1200.902, 891.5392, 558.1893, 1243.281, 367.6661, 653.118, 764.496, 573.2922, 1028.806, 343.9403, 401.2091, 502.1277, 1150.155, 3265.851, 992.1359, 457.1447, 864.2051, 551.9228, 11.89643, 556.4655, 880.4976, 180.3175, 5.99843, 501.5873, 164.1009, 1225.407, 3.339972, 500.6515, 1195.758, 547.4079, 551.9222, 517.464, 1190.837, 48.68573, 712.1092, 2393.17, 1087.203, 81.66872, 721.7761, 678.6546, 3296.019, 1730.428, 1617.338
291.9, 261.2753, 514.4524, 463.217, 663.9392, 337.3582, 1022.65, 1142.09, 921.9633, 526.9962, 1274.29, 351.6494, 623.4838, 793.4717, 648.4122, 1004.444, 327.8934, 384.5228, 480.7696, 1097.598, 3194.66, 985.9569, 434.1946, 888.6016, 529.4053, 11.40827, 533.5932, 849.831, 172.6363, 5.748239, 476.4718, 157.2297, 1168.016, 3.193499, 474.6845, 1142.97, 522.4322, 528.2167, 495.4424, 1164.169, 46.5077, 726.65, 2348.857, 1102.199, 77.78854, 775.5775, 683.1631, 3307.626, 1772.632, 1613.741
292, 310.3691, 492.0796, 440.9324, 632.298, 344.0839, 1066.35, 1086.159, 879.3282, 552.0059, 1217.908, 336.3305, 627.4213, 774.3044, 616.2522, 959.7999, 312.5952, 406.5023, 460.32, 1047.442, 3242.69, 1002.563, 412.3966, 845.3267, 507.8064, 10.94014, 511.661, 814.9211, 165.2823, 5.508482, 452.6138, 150.6463, 1358.885, 3.053449, 450.0643, 1198.156, 498.596, 505.5293, 474.358, 1140.206, 44.4271, 696.0487, 2316.417, 1049.704, 74.09271, 741.646, 655.2727, 3264.803, 1693.172, 1658.169
292.1, 294.1995, 496.0027, 419.7198, 602.1647, 360.5995, 1022.283, 1056.879, 1004.78, 531.8982, 1302.355, 321.6789, 598.953, 759.1429, 611.6651, 1106.069, 298.0107, 441.1333, 440.7401, 1010.114, 3151.381, 961.037, 391.693, 838.5391, 487.0888, 10.49122, 513.9385, 903.6048, 158.2415, 5.278726, 429.9505, 144.3386, 1295.243, 2.919541, 494.8479, 1220.329, 475.8473, 483.8164, 454.1709, 1124.213, 42.43958, 666.7361, 2287.458, 999.7083, 70.57248, 709.199, 728.4609, 3257.176, 1702.473, 1669.603
292.2, 445.2761, 536.577, 427.7195, 670.4702, 373.8127, 1045.233, 1005.121, 958.3149, 510.8183, 1244.73, 307.6655, 571.7764, 725.2725, 607.6187, 1056.908, 284.1066, 422.7866, 421.9932, 963.9562, 3209.271, 921.2307, 372.0287, 797.7023, 512.8776, 10.06073, 492.8141, 868.7416, 151.5007, 5.058552, 495.7939, 138.2949, 1234.581, 2.791506, 566.6646, 1384.763, 454.1366, 463.036, 434.8429, 1175.612, 40.54098, 638.6579, 2357.9, 1045.658, 67.2195, 678.1715, 698.7212, 3198.638, 1762.051, 1633.292
292.3, 422.0781, 513.242, 407.1426, 638.5176, 355.7748, 1068.925, 1060.954, 955.5895, 490.8963, 1189.656, 294.2627, 545.8329, 692.9132, 577.4819, 1160.733, 270.8513, 405.2029, 404.0436, 919.9076, 3142.719, 980.9871, 425.5765, 951.7761, 491.9531, 9.647893, 472.558, 858.8502, 145.047, 4.847562, 470.9684, 132.5043, 1176.761, 2.669085, 560.9351, 1337.937, 433.4164, 443.1483, 416.3374, 1148.932, 38.72731, 611.7621, 2252.23, 995.8554, 64.02582, 648.5015, 702.2499, 3139.405, 1683.064, 1565.005
292.4, 444.9005, 490.9218, 387.5556, 667.1563, 357.1772, 1038.629, 1008.996, 949.5078, 516.4498, 1266.813, 281.4437, 521.0666, 773.8987, 548.8398, 1109.142, 258.2144, 388.3505, 386.8575, 954.5272, 3119.325, 960.7745, 432.4148, 905.4247, 497.1751, 9.252, 453.1346, 885.5001, 138.8683, 4.645373, 447.386, 126.9562, 1121.649, 2.552033, 531.8414, 1370.285, 413.6416, 424.1147, 398.6195, 1102.584, 36.99478, 585.9991, 2151.296, 1042.27, 60.98387, 717.3735, 673.5802, 3243.494, 1699.412, 1499.573
292.5, 573.2599, 469.5723, 471.6667, 635.3618, 449.7304, 982.7702, 1056.295, 978.1204, 487.5892, 1291.359, 269.1831, 497.424, 784.318, 630.8954, 1059.844, 246.1671, 372.1989, 454.5963, 936.0428, 3149.086, 1050.963, 410.7062, 861.3306, 543.2912, 8.872353, 434.5094, 955.2507, 132.9527, 4.451616, 516.7955, 121.6404, 1199.9, 2.440115, 504.2567, 1309.792, 394.769, 405.8986, 487.0972, 1058.105, 35.33976, 561.321, 2178.157, 992.6282, 58.08645, 750.1052, 646.0809, 3107.341, 1709.208, 1617.061
292.6, 543.3942, 449.1512, 448.9756, 605.0824, 428.0292, 1068.951, 1103.885, 995.2252, 500.9822, 1234.221, 257.4566, 547.2064, 749.3243, 599.6041, 1048.606, 234.6818, 356.7192, 435.2599, 893.2698, 3156.518, 1007.432, 390.0874, 819.3839, 543.596, 8.508284, 416.6498, 916.0104, 127.2892, 4.265942, 648.6487, 116.5471, 1143.704, 2.333105, 537.6474, 1342.619, 376.7575, 388.4649, 466.368, 1015.421, 33.75878, 618.8853, 2131.323, 945.3512, 55.32669, 717.2881, 679.7325, 3173.68, 1654.348, 1549.452
292.7, 675.475, 429.6183, 437.8186, 663.8515, 472.7738, 1099.897, 1049.824, 958.6965, 503.8952, 1179.612, 246.241, 522.3777, 715.892, 569.8649, 1015.544, 223.7325, 341.8832, 416.746, 852.4512, 3102.092, 1013.848, 370.5038, 779.4799, 590.4524, 8.159154, 435.7008, 886.8784, 121.8669, 4.088011, 616.1694, 111.6672, 1090.14, 2.230787, 509.7616, 1407.947, 359.5677, 371.78, 446.5209, 997.4334, 32.24852, 592.8222, 2217.907, 1016.172, 52.69806, 752.4232, 651.9821, 3040.458, 1633.375, 1561.85
292.8, 716.7779, 455.4922, 447.3563, 661.3956, 459.9586, 1075.607, 998.4113, 914.3627, 475.7362, 1266.03, 235.514, 498.6756, 683.9512, 541.6006, 982.2003, 326.1663, 327.6643, 399.0196, 992.4452, 3055.58, 986.4047, 406.756, 801.9804, 566.3629, 7.82435, 417.7923, 854.1508, 116.6755, 3.917502, 585.3165, 106.9915, 1112.914, 2.132957, 571.1151, 1356.033, 343.1623, 355.8117, 427.5184, 994.3797, 30.80583, 644.3502, 2240.246, 1011.1, 50.19431, 764.6344, 625.3646, 2999.547, 1591.396, 1558.539
292.9, 679.4352, 435.6835, 458.0654, 744.3519, 437.7638, 1127.125, 949.5159, 937.5118, 582.3547, 1265.484, 225.2543, 476.0489, 653.4356, 644.5118, 1120.475, 310.9486, 314.0367, 382.0472, 1102.054, 2993.625, 945.5477, 386.3356, 858.4455, 543.2563, 7.503285, 475.847, 838.0069, 111.7054, 3.754105, 556.0085, 102.5116, 1060.792, 2.039417, 541.4933, 1466.846, 327.5054, 340.5293, 409.3246, 968.7488, 29.42768, 617.2148, 2181.41, 997.0074, 195.6777, 801.666, 599.8338, 3055.132, 1520.059, 1520.166
293, 644.038, 499.0306, 560.1711, 836.2275, 416.64, 1113.977, 903.0151, 894.1577, 621.7317, 1209.491, 215.4415, 454.4489, 624.2815, 612.5452, 1094.406, 296.4409, 300.9759, 438.5118, 1051.695, 3034.591, 986.3433, 458.0031, 948.1559, 544.7296, 7.195395, 491.9291, 836.92, 106.9469, 3.597523, 528.168, 98.21934, 1011.111, 1.949979, 513.408, 1493.26, 312.5628, 325.9033, 481.8083, 1082.714, 28.11119, 620.8674, 2243.232, 1015.72, 279.2966, 766.5931, 630.0211, 2986.365, 1581.354, 1627.763
293.1, 666.8104, 477.3285, 533.2222, 896.6989, 426.3907, 1054.065, 858.7916, 852.8085, 586.9877, 1214.117, 206.0562, 433.829, 650.1564, 582.1641, 1045.764, 368.7461, 288.4583, 419.8596, 1003.637, 2997.475, 1038.506, 435.0098, 901.9808, 581.3806, 6.900138, 471.7094, 802.5406, 102.3911, 3.447472, 501.7215, 94.10677, 963.7567, 1.864463, 486.7794, 1513.878, 452.7921, 311.9054, 685.2502, 1039.037, 26.85359, 672.0098, 2168.532, 1049.49, 266.0269, 733.0547, 604.3002, 2957.807, 1589.156, 1583.809
293.2, 651.7912, 456.5701, 507.5698, 886.5061, 405.8157, 1019.744, 816.7339, 884.7667, 554.1852, 1227.86, 197.0797, 414.1447, 648.7073, 648.4655, 1073.935, 351.5418, 276.4613, 402.0008, 1129.331, 3004.478, 1064.869, 413.1709, 858.0544, 613.997, 6.616997, 543.9036, 830.8685, 98.02946, 3.303679, 476.5992, 90.16639, 918.6201, 1.782698, 461.5319, 1538.702, 432.1333, 298.5088, 769.061, 997.1221, 25.65225, 643.7095, 2139.975, 1102.41, 351.9604, 783.0744, 579.6293, 2957.507, 1517.92, 1517.591
293.3, 665.2075, 436.7145, 483.1514, 865.2214, 450.8146, 1025.822, 847.2298, 903.2339, 523.2159, 1173.532, 188.4943, 444.2571, 662.389, 672.8622, 1092.385, 453.6553, 264.9633, 514.5026, 1469.09, 2934.853, 1087.923, 392.4284, 911.4797, 588.947, 6.345474, 576.5745, 796.7377, 93.85357, 3.165884, 452.7349, 86.39101, 875.5975, 1.704518, 529.4409, 1526.131, 412.417, 285.6876, 857.2254, 956.8978, 24.50466, 616.601, 2205.236, 1049.905, 335.2383, 784.9196, 555.9657, 2874.042, 1546.587, 1631.023
293.4, 651.4769, 417.7224, 510.2505, 823.9877, 429.061, 1014.108, 805.7383, 861.465, 532.5377, 1121.607, 180.2829, 424.0996, 632.8354, 639.4895, 1056.714, 432.4894, 253.9435, 492.6181, 1696.05, 2977.838, 1042.861, 372.7273, 867.0907, 595.9508, 6.085093, 585.3407, 764.0089, 89.85557, 3.033837, 430.0655, 82.7737, 896.9961, 1.629767, 501.9807, 1458.758, 393.6003, 273.4171, 970.9756, 1004.398, 23.4084, 590.6342, 2236.974, 1138.867, 319.3107, 750.5793, 533.2681, 2930.146, 1601.624, 1601.597
