 , C000, C001, C002, C003, C004, C007, C010, C012, C015, C019, C022, C024, C025, C026, C029, C033, C035, C036, C040, C041, C044, C045, C051, C058, C062, C063, C064, C068, C076, C077, C078, C079, C085, C104, C106, C127
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
292.8, 200.3123, 262.7368, 3.072393, 237.9148, 0.001963441, 3.078976, 121.7727, 495.2885, 9.146637, 1322.069, 8.448741, 6.294282, 1370.476, 162.695, 592.6223, 333.4323, 151.5725, 2.963786, 1329.68, 1777.461, 933.0196, 5.858151, 0.000250001, 1278.553, 629.5139, 11.93495, 0.0005815966, 2.769026, 49.95602, 311.5886, 56.10851, 259.1903, 756.2879, 0.4538088, 1273.518, 2807.552
292.9, 190.4852, 251.7164, 2.94223, 227.8296, 0.001882229, 2.949394, 116.2364, 475.0652, 8.735169, 1383.133, 8.099754, 6.019532, 1387.817, 155.8074, 566.26, 319.8852, 145.1309, 2.82614, 1356.853, 1694.321, 893.983, 5.610415, 0.0002381903, 1258.875, 666.4442, 11.41022, 0.0005559908, 2.649498, 47.66047, 296.6399, 53.75436, 247.8025, 722.8228, 0.4334423, 1376.556, 2816.26
293, 368.7808, 241.1583, 2.81758, 218.1719, 0.001804376, 2.825267, 110.9517, 455.6677, 8.342212, 1385.388, 7.765183, 5.756774, 1329.355, 149.2113, 541.0705, 306.8885, 138.9631, 2.694887, 1298.868, 1839.909, 856.5797, 5.373156, 0.0002269376, 1199.434, 700.2575, 10.90855, 0.0005315123, 2.53513, 45.4704, 282.4083, 51.49899, 236.9151, 690.8384, 0.4139898, 1317.264, 2734.572
293.1, 350.6889, 278.3561, 2.698212, 208.9236, 0.001729742, 2.706363, 105.9074, 437.0622, 7.966932, 1414.576, 7.444432, 5.505486, 1364.557, 142.8945, 576.9691, 294.4199, 133.0574, 2.569729, 1311.549, 1839.038, 989.9446, 5.145929, 0.0002162164, 1182.538, 666.6525, 10.42894, 0.0005081116, 2.425699, 43.38096, 268.8596, 49.33825, 226.506, 705.4106, 0.3954103, 1260.525, 2693.548
293.2, 333.4846, 312.6556, 2.583901, 200.0673, 0.001658196, 2.592463, 101.0923, 419.2163, 7.608534, 1357.47, 7.13693, 5.265168, 1369.837, 136.8452, 551.3032, 282.4578, 127.4027, 2.450385, 1255.499, 1839.375, 948.5264, 4.928312, 0.0002060018, 1226.209, 672.5046, 9.970418, 0.0004857411, 2.320991, 41.38754, 255.9608, 47.26816, 216.5543, 674.1968, 0.3776646, 1239.067, 2819.079
293.3, 317.1243, 372.1841, 2.474432, 191.5864, 0.001589609, 2.483357, 96.49622, 558.0128, 7.26626, 1394.518, 6.84213, 5.035339, 1312.132, 131.0519, 526.7791, 270.9818, 121.9883, 2.336582, 1329.878, 1789.677, 908.841, 4.719898, 0.0001962698, 1239.273, 640.2314, 9.532055, 0.0004643555, 2.220803, 39.48572, 243.6809, 45.28493, 207.0397, 644.3641, 0.3607153, 1362.797, 2702.138
293.4, 301.5667, 356.573, 2.369602, 183.4651, 0.001523859, 2.378843, 92.10907, 624.4309, 6.939382, 1338.222, 6.559506, 4.815542, 1413.319, 125.5039, 503.3458, 259.972, 116.8041, 2.228065, 1273.045, 1904.274, 870.816, 4.520298, 0.0001869975, 1251.337, 609.507, 9.112966, 0.0004439114, 2.12494, 37.67129, 231.9901, 43.38491, 197.9433, 674.7039, 0.3445267, 1326.238, 2816.189
293.5, 286.7722, 341.6168, 2.269212, 175.688, 0.001460829, 2.278727, 87.92138, 598.9346, 6.62721, 1411.767, 6.288558, 4.60534, 1353.782, 120.1907, 480.955, 249.4095, 111.8401, 2.124588, 1297.673, 1815.203, 909.309, 4.329138, 0.0001781632, 1192.252, 580.257, 8.712301, 0.0004243675, 2.033215, 35.94024, 318.944, 41.56461, 189.2464, 644.8488, 0.3290647, 1308.096, 2699.368
293.6, 272.7036, 373.3293, 2.173076, 168.2406, 0.001400406, 2.182825, 83.92408, 611.5742, 6.32908, 1379.508, 6.0288, 4.404313, 1296.754, 115.1025, 459.5602, 239.2762, 107.0871, 2.025917, 1346.547, 1730.298, 871.2645, 4.146063, 0.0001697463, 1203.831, 552.4108, 8.329253, 0.0004056839, 1.945449, 34.28873, 365.8223, 39.82068, 180.9317, 616.3147, 0.3142965, 1251.752, 2784.14
293.7, 259.3251, 381.68, 2.081012, 161.1089, 0.001342482, 2.090959, 80.10851, 586.6028, 6.044363, 1466.885, 5.779773, 4.212061, 1242.128, 110.2297, 439.1171, 229.5545, 102.5361, 1.931828, 1299.716, 1649.365, 873.3711, 3.970729, 0.0001617271, 1196.197, 577.9767, 7.963046, 0.000387823, 1.861472, 32.71311, 386.1194, 38.14993, 172.9823, 589.0432, 0.3001912, 1230.198, 2779.654
293.8, 246.603, 365.6706, 1.992849, 154.2795, 0.001286953, 2.002959, 76.46642, 562.651, 5.772453, 1407.668, 5.541032, 4.028202, 1281.996, 105.5632, 531.72, 220.2279, 98.17847, 1.842109, 1244.172, 1572.217, 890.8182, 3.802811, 0.0001540867, 1216.636, 550.2399, 7.61294, 0.0003707484, 1.78112, 31.20989, 455.1169, 36.54927, 165.3822, 562.9785, 0.2867188, 1316.934, 2797.057
293.9, 234.505, 350.3327, 1.908421, 147.7396, 0.001233722, 1.918662, 72.98991, 539.6772, 5.512775, 1350.841, 5.312152, 190.5827, 1276.964, 101.0942, 508.067, 211.2802, 94.00607, 1.756557, 1191.002, 1749.073, 853.5474, 3.641993, 0.0001468072, 1297.892, 523.8342, 7.278227, 0.0003544256, 1.704236, 29.77575, 433.2822, 35.01577, 158.1159, 538.0671, 0.2738512, 1260.21, 2833.596
294, 223.0005, 335.6382, 1.827569, 141.4769, 0.001182692, 1.837914, 69.67146, 625.6033, 5.26478, 1430.271, 5.092727, 182.2636, 1269.361, 96.81441, 485.4661, 202.696, 145.6751, 1.674978, 1183.456, 1843.866, 859.5265, 3.487976, 0.0001398717, 1308.173, 529.3149, 6.95823, 0.0003388214, 1.630671, 28.40751, 412.4951, 33.54661, 151.169, 514.2581, 0.2615609, 1401.584, 2883.975
294.1, 212.0604, 321.5601, 1.750144, 287.6519, 0.001133774, 1.760564, 66.50388, 600.0591, 5.02794, 1417.832, 4.882365, 263.9091, 1277.311, 92.71581, 463.8706, 194.4606, 139.4842, 1.597188, 1132.881, 1803.952, 928.907, 3.340473, 0.0001332638, 1246.405, 503.9134, 6.652302, 0.0003239042, 1.560282, 27.10214, 392.7054, 32.1391, 144.5272, 491.5025, 0.2498223, 1474.879, 2854.153
294.2, 201.657, 308.0724, 1.675998, 275.4583, 0.001086878, 1.686469, 63.48031, 626.929, 4.801754, 1460.591, 4.680692, 303.7873, 1223.504, 88.79073, 600.4584, 186.5599, 133.5564, 1.52301, 1084.468, 1778.201, 890.0425, 3.199207, 0.0001269681, 1187.554, 521.8284, 6.359824, 0.0003096437, 1.49293, 25.85675, 527.0665, 30.79063, 138.1773, 469.7539, 0.2386105, 1611.674, 2825.764
294.3, 191.764, 295.1505, 1.604993, 263.7816, 0.001041922, 1.615492, 60.59421, 646.7212, 4.585744, 1447.308, 4.48735, 300.599, 1201.366, 85.03181, 573.7476, 178.9801, 127.8804, 1.452278, 1251.441, 1721.402, 896.7979, 3.063915, 0.0001209698, 1248.252, 570.0953, 6.080206, 0.0002960111, 1.428487, 24.66859, 519.4397, 29.49875, 132.1063, 448.9677, 0.2279019, 1601.159, 2829.831
294.4, 182.3563, 282.7705, 1.536997, 252.5999, 0.0009988258, 1.547503, 57.83932, 682.1823, 4.379452, 1388.881, 4.301994, 287.4776, 1228.396, 81.43203, 548.225, 171.7082, 182.0868, 1.38483, 1197.96, 1717.795, 859.2768, 2.934345, 0.0001152548, 1189.313, 542.7367, 5.812881, 0.0002829787, 1.366825, 23.53503, 494.5191, 28.26107, 126.3021, 524.317, 0.2176738, 1612.107, 2802.622
294.5, 173.4102, 270.9099, 1.471881, 241.8922, 0.000957512, 1.482375, 55.20969, 654.3278, 4.182439, 1381.662, 4.124295, 274.929, 1266.296, 77.98464, 523.8377, 164.7319, 174.3484, 1.320515, 1177.851, 1783.619, 823.3256, 2.810254, 0.0001098099, 1252.525, 516.691, 5.55731, 0.0002705201, 1.307824, 22.45356, 581.5837, 27.07532, 120.7529, 501.1164, 0.2079048, 1680.915, 2944.225
294.6, 164.9029, 259.5467, 1.409524, 233.6175, 0.000917907, 1.419988, 52.6996, 627.6107, 3.99429, 1437.506, 3.953935, 262.9281, 1212.953, 74.6832, 577.9081, 158.0389, 166.9389, 1.259187, 1131.132, 1700.192, 816.2864, 2.691411, 0.0001046222, 1193.385, 491.8952, 5.312975, 0.00025861, 1.251371, 21.42179, 553.6818, 25.93932, 115.4475, 589.5984, 0.1985742, 1649.352, 2822.093
294.7, 156.813, 289.9488, 1.349809, 223.7144, 0.0008799403, 1.360226, 50.30364, 601.9846, 3.814604, 1415.235, 3.790613, 251.451, 1228.332, 71.52151, 552.2004, 151.6179, 159.8443, 1.200707, 1226.509, 1620.666, 985.8959, 2.577593, 9.967957e-05, 1260.305, 468.2894, 5.079383, 0.0002472242, 1.197354, 20.43742, 527.1184, 24.85098, 110.3752, 563.5092, 0.1896624, 1650.717, 2858.31
294.8, 149.12, 339.2181, 1.292623, 214.2312, 0.0008435439, 1.30298, 48.01661, 577.4047, 3.643001, 1390.953, 3.634037, 240.475, 1252.705, 68.49368, 563.6362, 145.4578, 153.0512, 1.144943, 1201.023, 1544.861, 944.647, 2.468589, 9.497045e-05, 1300.267, 445.8164, 4.856061, 0.0002363398, 1.145669, 19.49829, 612.5016, 23.80831, 105.5258, 538.5743, 0.1811505, 1579.616, 2894.319
294.9, 141.8044, 330.5689, 1.237861, 205.1499, 0.000808653, 1.248143, 45.83356, 553.8286, 3.479119, 1424.437, 28.22669, 229.9781, 1305.935, 65.59403, 538.5634, 139.5479, 146.5468, 1.091769, 1149.697, 1535.993, 905.124, 2.364195, 9.04838e-05, 1238.872, 437.6158, 4.642558, 0.0002259345, 1.096215, 18.60232, 583.1164, 22.80938, 100.8894, 514.7428, 0.1730206, 1630.626, 2774.257
295, 134.8476, 316.7034, 1.185418, 248.6714, 0.0007752051, 1.195614, 43.74976, 531.215, 3.322608, 1422.843, 27.06075, 219.9393, 1316.459, 62.81714, 514.606, 133.8782, 140.3188, 1.041064, 1100.565, 1576.843, 960.0153, 2.264215, 8.620911e-05, 1180.376, 416.6149, 4.438442, 0.0002159873, 1.048896, 17.74751, 555.1409, 21.85237, 96.45671, 642.8633, 0.1652556, 1560.39, 2903.04
295.1, 128.2322, 314.2939, 1.135197, 238.1302, 0.0007431408, 1.145295, 41.7607, 509.5248, 3.173139, 1464.396, 25.94297, 230.9303, 1261.003, 60.1578, 491.7142, 128.4388, 134.3555, 0.9927147, 1053.532, 1503.087, 945.9648, 2.168463, 8.213637e-05, 1124.643, 482.972, 4.243299, 0.0002064781, 1.003619, 16.93199, 528.5075, 20.93551, 92.2188, 626.4449, 0.1578391, 1493.179, 2844.783
295.2, 121.9413, 347.9418, 1.087104, 310.0323, 0.0007124027, 1.097094, 39.86207, 488.7202, 3.030393, 1405.279, 24.87136, 220.85, 1272.461, 57.61105, 513.1377, 123.2205, 128.6456, 0.9466105, 1147.149, 1502.217, 906.3867, 2.076761, 7.825604e-05, 1233.043, 459.7944, 4.056737, 0.0001973876, 0.9602971, 16.15393, 503.1519, 20.05712, 88.16708, 755.3049, 0.1507554, 1566.977, 2726.776
295.3, 115.959, 333.3475, 1.041048, 296.8901, 0.0006829361, 1.050922, 38.04976, 468.7651, 2.894069, 1399.112, 23.84402, 211.2097, 1286.736, 55.17211, 490.3113, 118.2141, 123.1784, 0.9026475, 1098.125, 1528.115, 904.8888, 1.988936, 7.455902e-05, 1233.57, 488.951, 3.878377, 0.0001886972, 0.9188449, 15.41164, 479.0128, 19.21558, 84.29337, 721.8832, 0.1439896, 1499.483, 2808.86
295.4, 110.2703, 319.3654, 0.9969436, 321.3365, 0.0006546883, 1.006693, 36.31984, 449.6248, 2.763877, 1418.808, 22.85911, 201.9902, 1368.858, 52.83643, 468.5003, 398.1711, 117.9436, 0.8607262, 1051.197, 1456.639, 1023.309, 1.904826, 7.103666e-05, 1301.688, 465.4865, 3.707859, 0.0001803895, 0.8791821, 14.70345, 456.0317, 18.40935, 80.58987, 762.8934, 0.1375275, 1494.951, 2771.223
295.5, 104.8605, 305.9698, 0.9547075, 372.4972, 0.0006276089, 0.9643257, 34.66858, 530.6138, 2.639542, 1427.62, 21.91488, 193.1732, 1503.122, 50.59962, 501.0281, 381.9937, 112.9312, 0.8207519, 1075.366, 1423.89, 980.4944, 1.824273, 6.76807e-05, 1401.036, 443.148, 3.544838, 0.0001724476, 0.8412313, 14.0278, 434.1532, 17.63695, 77.04907, 729.136, 0.1313554, 1466.076, 2824.271
295.6, 99.71624, 293.1361, 0.9142608, 358.3573, 0.0006016495, 0.9237412, 33.09239, 508.9481, 2.520801, 1369.988, 21.00966, 298.5455, 1564.61, 48.45751, 547.2402, 412.8666, 108.1318, 0.7826341, 1029.41, 1357.289, 976.7568, 1.747126, 6.448329e-05, 1353.54, 421.8815, 3.388984, 0.0001648553, 0.8049188, 13.3832, 413.3244, 16.89696, 73.66385, 696.8723, 0.1254603, 1676.411, 2707.115
295.7, 94.8243, 280.8407, 0.8755276, 396.8785, 0.0005767638, 0.8848647, 31.58786, 488.1671, 2.407401, 1406.789, 20.14183, 349.6292, 1646.366, 46.40608, 522.8968, 396.0921, 103.5364, 0.7462866, 1059.189, 1335.356, 991.4014, 1.673241, 6.143693e-05, 1488.526, 401.6356, 3.239983, 0.0001575972, 0.7701737, 12.76822, 393.4948, 16.18801, 70.42736, 787.9974, 0.1198297, 1682.385, 2807.233
295.8, 90.17236, 374.515, 0.8384354, 380.0549, 0.0005529075, 0.8476244, 30.15173, 585.235, 2.299102, 1427.114, 19.30984, 334.3676, 1625.322, 44.4415, 665.3854, 455.2227, 99.13628, 0.7116271, 1080.871, 1289.976, 1200.28, 1.602481, 5.85345e-05, 1560.769, 382.3613, 3.097533, 0.0001506587, 0.7369283, 12.18151, 374.6165, 15.50881, 67.33307, 782.8403, 0.1144519, 1802.205, 2690.784
295.9, 85.74863, 358.8062, 0.8029146, 381.6811, 0.000530038, 54.24345, 28.7809, 561.3391, 2.195676, 1482.663, 18.51222, 453.4, 1556.855, 42.56009, 691.9649, 436.7274, 94.92316, 0.6785774, 1301.1, 1401.103, 1150.061, 1.534714, 5.576917e-05, 1624.893, 459.9507, 2.961345, 0.0001440257, 0.7051181, 11.62175, 356.644, 14.85811, 64.37473, 778.2149, 0.1093154, 1724.578, 2882.69
296, 81.54192, 343.7563, 0.7688987, 365.5017, 0.0005081143, 51.96057, 27.47239, 538.4189, 2.096902, 1561.633, 30.80216, 433.6087, 1537.226, 40.75833, 661.1835, 608.9549, 262.0218, 258.1353, 1284.539, 1396.534, 1155.821, 1.469812, 5.31345e-05, 1653.365, 437.8779, 2.831146, 0.0001376848, 0.674681, 11.08771, 339.5337, 14.2347, 61.54636, 857.4496, 0.1044094, 1672.648, 2763.11
296.1, 77.54158, 329.3376, 0.7363239, 419.6006, 0.0004870975, 125.9374, 26.22337, 627.3783, 2.002571, 1541.227, 29.52984, 414.6814, 1721.561, 39.03284, 631.7714, 657.394, 250.8864, 400.1544, 1229.644, 1331.212, 1107.463, 1.407655, 5.062429e-05, 1575.298, 416.8643, 2.706671, 0.0001316229, 0.6455578, 10.57821, 639.5933, 13.63746, 58.84226, 986.1537, 0.09972358, 1619.669, 2648.491
296.2, 73.7375, 315.5237, 0.7051291, 507.5332, 0.00046695, 120.6372, 25.03114, 601.7616, 1.912484, 1479.009, 42.15092, 411.477, 1649.04, 37.3804, 642.1097, 630.6846, 294.0649, 407.0799, 1323.188, 1268.946, 1190.008, 1.348127, 4.823266e-05, 1680.424, 396.8592, 2.587668, 0.000125828, 0.6176916, 10.09213, 608.9083, 13.06527, 56.25697, 1102.929, 0.09524807, 1669.933, 2644.853
296.3, 70.12003, 302.2893, 0.675256, 536.8242, 0.0004476359, 115.5601, 23.89311, 577.1909, 1.82645, 1476.406, 135.7873, 454.2118, 1774.34, 35.79792, 681.6299, 843.5556, 362.1941, 506.2689, 1266.641, 1375.744, 1140.219, 1.291115, 4.595403e-05, 1716.696, 488.1725, 2.473898, 0.0001202882, 0.5910284, 9.628377, 579.6954, 12.51709, 53.78527, 1117.934, 0.09097342, 1772.511, 2717.052
296.4, 66.68004, 367.7191, 0.6466483, 514.0682, 0.0004291206, 110.6966, 22.80682, 553.6234, 1.744286, 1614.18, 204.1698, 434.3851, 1860.694, 34.28243, 651.3083, 911.5325, 346.8015, 722.6863, 1477.361, 1376.784, 1123.365, 1.236515, 4.378304e-05, 1635.639, 464.7453, 2.36513, 0.0001149923, 0.5655161, 9.185938, 551.884, 11.99191, 51.42216, 1204.374, 0.08689062, 1734.634, 2604.344
296.5, 63.40881, 352.2954, 0.6192527, 525.6997, 0.0004113712, 106.0378, 21.76992, 531.0182, 1.665818, 1549.017, 195.7363, 415.4238, 1884.114, 32.8311, 622.3354, 900.6852, 332.063, 689.1229, 1417.566, 1534.5, 1076.365, 1.184224, 4.171462e-05, 1693.251, 442.4424, 2.261144, 0.0001099296, 0.541105, 8.76383, 525.4069, 11.48877, 49.16288, 1208.003, 0.08299104, 1798.701, 2755.47
296.6, 60.29806, 337.5186, 0.5930178, 503.4153, 0.0003943559, 101.5751, 20.78016, 591.6363, 1.59088, 1561.835, 187.6511, 397.2902, 1831.165, 31.44121, 633.8179, 1002.985, 317.9509, 657.1183, 1510.388, 1533.125, 1220.826, 1.134144, 3.974391e-05, 1613.301, 578.7518, 2.161729, 0.0001050897, 0.5177476, 8.361118, 500.2001, 11.00673, 47.00286, 1248.398, 0.07926647, 1742.371, 2872.465
296.7, 57.33992, 323.3615, 0.5678942, 482.0755, 0.0003780444, 97.30026, 19.8354, 567.479, 1.519313, 1498.785, 179.8999, 379.9482, 1894.544, 30.11016, 702.4008, 983.2045, 304.4386, 626.6, 1445.842, 1523.792, 1169.748, 1.086182, 3.786631e-05, 1557.256, 550.9777, 2.066686, 0.000100463, 0.4953986, 7.976912, 476.2025, 10.54492, 44.93774, 1303.052, 0.07570906, 1720.517, 2786.793
296.8, 54.5269, 309.7983, 0.543835, 461.6404, 0.0003624076, 93.20529, 18.93359, 544.3081, 1.450966, 1460.834, 172.4689, 363.3631, 1814.736, 28.83546, 754.4244, 1173.352, 291.5005, 597.4991, 1513.562, 1498.504, 1183.74, 1.040249, 3.60774e-05, 1534.373, 616.0756, 1.975821, 9.603993e-05, 0.4740142, 7.610361, 453.3563, 10.10249, 42.96336, 1245.393, 0.0723113, 1768.836, 2775.195
296.9, 51.85189, 296.804, 0.5207952, 442.0714, 0.0003474176, 89.28266, 18.07278, 522.0833, 1.385693, 1467.415, 165.3449, 347.502, 1738.289, 27.61473, 720.8646, 1125.679, 279.1122, 569.7498, 1455.442, 1633.339, 1134.214, 0.9962574, 3.437301e-05, 1461.925, 586.5104, 1.888952, 9.181161e-05, 0.4535529, 7.260653, 431.6062, 9.678617, 41.07572, 1190.285, 0.06906603, 1692.647, 2660.074
297, 49.30811, 284.3547, 0.4987314, 423.332, 0.0003330476, 85.52512, 17.25111, 571.5967, 1.323357, 1489.482, 158.5151, 332.3333, 1708.981, 26.44567, 688.7976, 1079.944, 267.2504, 632.7334, 1393.243, 1556.94, 1094.539, 0.9541265, 3.274914e-05, 1610.215, 558.364, 1.805901, 8.776945e-05, 0.4339748, 6.927015, 410.8995, 9.272532, 39.27102, 1330.023, 0.06596641, 1619.74, 2593.909
297.1, 46.88912, 272.4276, 0.4776024, 405.387, 0.000319272, 81.92572, 16.4668, 584.2293, 1.263825, 1429.352, 151.9674, 317.8267, 1790.67, 25.3261, 708.4464, 1036.067, 255.8928, 603.3477, 1333.703, 1512.724, 1048.745, 0.9137774, 3.120199e-05, 1534.185, 531.5684, 1.726502, 8.390524e-05, 0.4152419, 6.608708, 391.1862, 8.883484, 37.54561, 1271.171, 0.06300589, 1691.962, 2588.919
297.2, 44.5888, 261.0008, 0.4573685, 388.2026, 0.0003060661, 78.47781, 15.71815, 577.4594, 1.206971, 1394.113, 145.6902, 303.9533, 1715.237, 24.25393, 717.4081, 993.9719, 245.0178, 575.3267, 1276.707, 1598.589, 1104.25, 0.8751345, 2.972793e-05, 1461.746, 506.0586, 1.650594, 8.021117e-05, 0.3973176, 6.305027, 372.4188, 8.510759, 35.89601, 1214.922, 0.06017824, 1619.084, 2590.542
297.3, 42.40134, 250.0533, 0.4379918, 371.7467, 0.0002934065, 75.175, 15.00353, 553.881, 1.152674, 1387.311, 139.6723, 290.6855, 1679.577, 23.22715, 685.4949, 953.5876, 234.6049, 548.607, 1222.147, 1588.869, 1058.049, 0.8381258, 2.832351e-05, 1549.556, 481.7731, 1.578024, 7.667973e-05, 0.3801669, 6.015302, 354.5517, 8.153673, 34.31888, 1276.568, 0.0574775, 1549.345, 2567.353
297.4, 40.32119, 239.5649, 0.419436, 355.9884, 0.0002812705, 72.01119, 14.3214, 570.8442, 1.100821, 1331.306, 133.9029, 277.9969, 1659.85, 22.24384, 655.0013, 914.844, 224.6347, 612.2883, 1169.918, 1514.55, 1013.782, 0.8026822, 2.698543e-05, 1476.39, 458.653, 1.508644, 7.330377e-05, 0.3637567, 5.738889, 337.5417, 7.811569, 32.81105, 1256.851, 0.05489796, 1518.363, 2460.854
297.5, 38.34309, 229.5165, 0.4016664, 340.898, 0.0002696365, 68.98054, 13.67028, 547.5358, 1.0513, 1277.562, 128.3719, 265.8621, 1667.742, 21.30216, 625.8642, 877.6746, 215.0881, 583.8521, 1119.922, 1503.942, 971.3661, 0.7687374, 2.571057e-05, 1431.367, 436.6425, 1.442314, 7.007645e-05, 0.3480547, 5.475178, 321.3479, 7.483819, 31.36946, 1201.236, 0.05243418, 1484.287, 2494.22
297.6, 36.46203, 219.8896, 0.3846496, 326.4474, 0.0002584837, 66.07743, 13.04877, 642.2347, 1.004006, 1350.934, 123.0693, 254.257, 1771.281, 20.40034, 598.0233, 842.0153, 205.9472, 556.7365, 1194.888, 1449.317, 930.7252, 0.7362282, 2.449594e-05, 1363.782, 453.9695, 1.378901, 6.699121e-05, 0.3330306, 5.223585, 305.931, 7.16982, 29.99122, 1318.924, 0.05008098, 1439.421, 2474.269
297.7, 34.67325, 210.6664, 0.3683537, 312.6093, 0.0002477922, 63.2965, 12.45552, 616.0115, 0.9588403, 1296.397, 117.9858, 243.1584, 1735.635, 19.5367, 571.4208, 807.8048, 197.1948, 530.8802, 1275.48, 1480.491, 991.9199, 0.7050937, 2.333868e-05, 1446.454, 432.1837, 1.318276, 6.404181e-05, 0.318655, 4.983553, 291.2537, 6.868996, 246.0377, 1260.562, 0.04783339, 1464.935, 2482.829
297.8, 32.97223, 201.8301, 0.3527482, 299.3578, 0.000237543, 60.63261, 11.88923, 590.8589, 0.9157062, 1244.062, 113.1122, 232.5444, 1783.84, 18.70963, 627.0167, 774.9843, 188.8144, 506.2248, 1220.972, 1411.242, 950.4191, 0.6752759, 2.22361e-05, 1461.99, 541.3137, 1.260316, 6.122226e-05, 0.3049, 4.754551, 277.2805, 6.580793, 235.2278, 1204.783, 0.04568667, 1401.836, 2532.207
297.9, 31.35466, 193.3645, 0.3378038, 286.668, 0.0002277176, 58.08084, 11.34869, 566.7333, 0.8745126, 1295.093, 108.44, 222.3936, 1756.648, 17.91756, 599.1245, 743.4973, 180.7901, 539.5838, 1168.794, 1408.315, 910.6545, 0.6467191, 2.118561e-05, 1392.959, 564.4813, 1.204905, 5.852684e-05, 0.2917387, 4.536072, 263.9778, 6.304683, 224.8928, 1151.473, 0.04363629, 1341.455, 2454.906
298, 29.81644, 185.2539, 0.3234926, 300.9972, 0.0002182987, 55.63646, 10.83273, 543.5928, 0.8351721, 1242.811, 103.9607, 212.686, 1784.376, 17.15903, 606.0058, 713.2895, 173.1069, 514.5242, 1118.845, 1342.442, 907.3641, 0.6193699, 2.018475e-05, 1327.188, 547.183, 1.151929, 5.59501e-05, 0.2791455, 4.327633, 251.3132, 6.040157, 215.0119, 1100.521, 0.04167793, 1374.442, 2509.365
298.1, 28.35369, 215.4204, 0.3097876, 288.2379, 0.0002092693, 53.29494, 10.34023, 521.3972, 0.7976013, 1192.639, 99.66649, 203.4021, 1726.944, 16.43261, 579.0482, 684.3091, 165.7501, 490.6284, 1080.917, 1279.65, 903.0779, 0.5931773, 1.923117e-05, 1370, 520.924, 1.101283, 5.34868e-05, 0.2670959, 4.128771, 239.2562, 5.78673, 205.5652, 1144.871, 0.03980746, 1465.556, 2434.509
298.2, 26.96269, 206.3847, 0.2966633, 276.0195, 0.0002006135, 51.05198, 9.870112, 500.1079, 0.7617207, 1214.721, 95.54964, 194.5234, 1720.617, 15.73694, 553.2899, 656.5061, 158.706, 467.8423, 1051.925, 1219.795, 865.2941, 0.5680923, 1.832264e-05, 1338.488, 495.925, 1.052864, 5.113195e-05, 0.2555664, 3.939048, 227.7777, 5.543936, 196.5335, 1156.656, 0.03802094, 1402.43, 2404.528
298.3, 25.63994, 197.728, 0.284095, 264.3191, 0.0001923156, 48.90341, 9.421372, 479.6878, 0.7274542, 1182.086, 91.60284, 186.0323, 1648.136, 15.07073, 528.6773, 629.8328, 151.9613, 446.1145, 1088.969, 1292.945, 982.6266, 0.5440682, 1.745703e-05, 1275.289, 472.1258, 1.006573, 4.888077e-05, 0.2445347, 3.758043, 216.8499, 5.311329, 187.8986, 1191.122, 0.03631459, 1418.032, 2329.394
298.4, 24.38208, 189.4344, 0.2720592, 253.1146, 0.000184361, 46.84527, 8.993034, 532.8221, 0.6947292, 1175.607, 87.81906, 177.9118, 1716.87, 14.43271, 505.1596, 604.2431, 145.5032, 425.3958, 1174.258, 1232.468, 941.5146, 0.52106, 1.663232e-05, 1237.792, 449.4687, 0.9623177, 4.672871e-05, 0.2339791, 3.585355, 206.4464, 5.088481, 179.6431, 1138.416, 0.03468483, 1356.953, 2398.996
298.5, 23.18593, 181.4887, 0.2605332, 242.3851, 0.0001767354, 44.87374, 8.58417, 511.0663, 0.6634763, 1128.148, 84.19158, 170.1458, 1666.14, 13.82171, 512.7566, 579.6932, 139.3196, 405.6393, 1162.658, 1174.821, 902.1226, 0.4990249, 1.584656e-05, 1291.039, 427.8989, 0.9200081, 4.46714e-05, 0.2238792, 3.420602, 196.5419, 4.874984, 171.7503, 1158.281, 0.0331282, 1328.617, 2409.859
298.6, 22.04846, 173.8763, 0.2494956, 232.1104, 0.0001694252, 42.9852, 8.193895, 490.1987, 0.6336294, 1082.605, 80.71394, 162.7188, 1695.635, 13.23658, 565.9852, 556.1407, 133.3988, 586.1288, 1157.347, 1160.588, 908.9056, 0.4779215, 1.509793e-05, 1230.08, 574.8464, 0.8795587, 4.270467e-05, 0.2142152, 3.26342, 187.1127, 4.670444, 164.2043, 1107.028, 0.03164144, 1365.345, 2400.795
298.7, 20.96679, 166.5831, 0.2389256, 222.2712, 0.0001624174, 41.17612, 7.821364, 524.408, 0.6051252, 1162.872, 77.37994, 155.616, 1624.206, 12.67621, 540.8079, 533.5451, 127.7296, 641.0803, 1179.995, 1367.858, 1055.195, 0.4577107, 1.438467e-05, 1273.223, 547.2598, 0.8408877, 4.082452e-05, 0.2049684, 3.113461, 178.1358, 4.474486, 156.9898, 1205.346, 0.0302214, 1354.933, 2357.793
