 , C000, C002, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C022, C024, C025, C027, C031, C032, C033, C035, C036, C037, C038, C041, C043, C044, C046, C050, C056, C058, C060, C062, C066, C068, C069, C072, C073, C076, C079, C084, C088, C092, C096, C097, C105
53.3, 161.7915, 61.21262, 188.6982, 127.6637, 235.36, 779.0292, 272.3899, 177.1986, 459.7997, 667.756, 1115.89, 27.22038, 817.7107, 429.6373, 388.7913, 649.5611, 406.7036, 584.1276, 1044.941, 385.2993, 557.2761, 1921.738, 604.5352, 538.579, 1164.757, 154.0658, 748.2734, 702.1299, 1093.273, 1350.795, 988.3178, 859.6046, 618.0676, 733.1196, 457.0558, 1609.756, 609.2964, 723.4105, 669.3928, 1002.115, 296.8914, 1173.212, 498.7569, 1033.872, 2444.05, 837.3523, 85.38692, 447.9791, 2624.774, 1507.638, 1691.945, 45.87271
53.4, 153.6404, 58.55472, 179.5417, 140.948, 225.3681, 743.1633, 291.0468, 167.6012, 440.0845, 678.7302, 1082.595, 26.06366, 781.6074, 408.4141, 370.1275, 619.0261, 387.1108, 557.3248, 990.1592, 483.7363, 565.113, 1982.085, 574.8998, 511.5851, 1152.361, 147.3111, 711.251, 670.2157, 1046.958, 1403.6, 943.1691, 827.4644, 590.6013, 761.9667, 433.2593, 1543.87, 577.6304, 692.2105, 641.3704, 1065.332, 284.1355, 1119.951, 558.0271, 1088.135, 2523.927, 939.2368, 81.70132, 425.6945, 2517.88, 1629.77, 1932.327, 43.51479
53.5, 145.9, 56.01223, 170.8295, 133.5218, 215.8003, 708.9485, 276.3537, 158.5236, 421.2147, 692.1671, 1032.386, 24.95609, 1021.616, 388.2392, 352.3597, 589.9264, 368.4619, 531.7518, 938.2494, 460.9165, 538.7233, 1944.213, 546.7171, 485.9441, 1166.503, 140.8525, 676.0604, 753.9756, 1031.058, 1341.86, 1006.631, 792.5419, 564.3555, 767.5024, 410.7018, 1661.978, 547.6102, 662.3561, 663.4166, 1019.917, 271.9276, 1221.905, 615.5264, 1054.448, 2645.757, 1001.153, 78.17481, 404.5184, 2564.401, 1553.324, 1943.752, 41.27806
53.6, 138.5495, 53.58013, 162.54, 126.4869, 206.6387, 676.3091, 280.7667, 149.9376, 403.1539, 660.025, 1011.932, 23.89559, 976.51, 390.8729, 335.4448, 562.1947, 350.7113, 507.3522, 889.061, 439.1733, 513.5659, 1931.534, 519.916, 461.5883, 1176.285, 134.677, 642.611, 719.7048, 1076.805, 1309.479, 960.6456, 759.0932, 571.3073, 853.6497, 520.0143, 1616.351, 519.1501, 633.7894, 687.319, 976.438, 260.2441, 1166.434, 585.0527, 1071.628, 2527.707, 956.7248, 74.80051, 384.3957, 2459.965, 1607.854, 1936.597, 39.15631
53.7, 131.5694, 51.25364, 154.6528, 119.8226, 197.8661, 702.9097, 266.5926, 141.8167, 385.8676, 629.3754, 977.1342, 22.88016, 933.3954, 393.8854, 319.3419, 535.7666, 333.8159, 484.0721, 842.4514, 418.4558, 514.0508, 1911.368, 494.4287, 438.4532, 1144.478, 128.7724, 610.8165, 686.9918, 1031.187, 1327.925, 954.8165, 727.0562, 545.919, 816.8878, 492.9399, 1644.536, 492.1691, 786.2164, 815.8033, 934.8124, 249.0627, 1216.997, 696.1479, 1213.957, 2614.856, 996.5005, 71.57186, 365.274, 2542.2, 1532.436, 1917.5, 37.14363
53.8, 124.9409, 49.02816, 147.1483, 113.5095, 189.4659, 670.5482, 269.9291, 134.1356, 369.3224, 639.6978, 945.1364, 21.90787, 892.1844, 374.4282, 350.0119, 519.4078, 346.4519, 461.8603, 798.2853, 398.7156, 521.8624, 1893.726, 470.1909, 416.4777, 1091.792, 123.1266, 643.528, 756.8739, 1037.299, 1343.608, 911.1981, 696.3713, 584.9227, 856.9303, 467.2751, 1577.227, 466.5904, 752.3077, 781.6517, 998.5673, 238.3617, 1161.748, 661.6829, 1176.33, 2620.536, 952.2784, 68.48257, 347.1035, 2575.223, 1460.556, 2024.78, 35.23439
53.9, 118.6464, 46.89932, 140.008, 107.529, 181.4223, 680.6033, 256.3021, 126.8705, 353.4867, 666.9883, 928.2515, 20.9769, 852.7929, 355.9322, 333.2097, 494.9911, 349.153, 440.6677, 798.6767, 379.9066, 497.4923, 1848.298, 447.1413, 434.8827, 1055.446, 117.7283, 634.2372, 722.4714, 1011.574, 1284.506, 869.5724, 766.5864, 558.9293, 856.7852, 442.9466, 1622.545, 442.3411, 719.8614, 748.9297, 955.9984, 228.1205, 1143.296, 666.7789, 1172.961, 2533.274, 910.0188, 65.52663, 329.8369, 2544.993, 1392.047, 1944.91, 33.4233
54, 112.669, 44.86292, 133.2142, 125.6114, 173.7203, 727.8886, 268.9529, 140.4939, 422.5689, 693.2527, 1006.582, 20.08549, 815.1406, 338.3498, 317.2141, 549.3255, 332.3327, 420.4475, 780.4486, 361.9849, 474.2603, 1853.288, 425.2216, 466.5399, 1046.975, 112.5667, 602.8571, 689.6326, 996.1668, 1290.267, 881.4641, 734.2332, 534.091, 902.1209, 419.8847, 1556.136, 419.352, 688.8145, 717.5776, 991.4057, 218.3193, 1179.875, 633.7678, 1177.606, 2484.19, 1011.719, 62.69827, 313.4293, 2502.43, 1467.171, 1847.867, 31.70529
54.1, 106.9927, 42.91493, 126.75, 118.9932, 166.3452, 694.3771, 255.3752, 174.985, 404.4501, 661.0601, 959.899, 19.23197, 779.1508, 321.636, 301.9863, 523.5024, 316.3227, 401.1552, 739.5331, 344.9087, 452.1132, 1836.472, 404.3764, 456.9919, 1020.628, 107.6314, 605.1183, 686.6456, 953.965, 1309.195, 841.1967, 703.2454, 510.3565, 863.2715, 398.0235, 1614.751, 397.5577, 659.1066, 687.538, 949.142, 208.9391, 1126.312, 647.5997, 1126.145, 2480.987, 966.8218, 59.99199, 297.8378, 2554.503, 1501.149, 1971.994, 30.0756
54.2, 101.6024, 41.05153, 120.5995, 112.7238, 159.2831, 662.4085, 251.9556, 209.0586, 387.1082, 630.3625, 969.2471, 18.41471, 744.7499, 349.0779, 345.3727, 560.1415, 301.084, 382.748, 847.1906, 328.638, 431.0003, 1894.474, 384.5531, 467.159, 973.6432, 102.9125, 590.1458, 677.8231, 913.551, 1251.607, 900.803, 769.246, 543.6774, 826.0952, 377.3005, 1641.225, 376.8961, 630.6799, 658.7559, 1010.86, 199.9621, 1075.181, 615.5381, 1217.861, 2474.445, 923.9167, 57.40253, 375.5806, 2520.842, 1430.736, 1873.599, 28.52967
54.3, 96.48364, 39.26904, 114.7475, 106.7847, 274.1914, 631.9117, 239.2359, 197.7356, 464.986, 758.0934, 951.5504, 17.63218, 711.8679, 436.9955, 328.7932, 533.81, 392.8895, 365.1855, 802.7761, 388.0768, 410.8734, 1821.62, 365.7016, 443.7447, 928.8212, 98.40051, 560.9471, 647.0137, 983.125, 1360.235, 859.6521, 736.7805, 552.5887, 790.5198, 357.6565, 1592.01, 357.3083, 603.4793, 674.7419, 967.7673, 191.3707, 1026.37, 585.0639, 1195.2, 2378.626, 882.9157, 54.92484, 356.8975, 2616.253, 1475.497, 1780.114, 27.06321
54.4, 91.62279, 37.56395, 109.1794, 101.1585, 262.5509, 602.8189, 261.9386, 187.0258, 445.0485, 757.2436, 907.4193, 16.88291, 680.4377, 430.0368, 313.0096, 514.6804, 373.9622, 348.4289, 799.9592, 369.7697, 391.6863, 1902.376, 347.7742, 575.0411, 1056.165, 94.08631, 603.8992, 617.6047, 941.4756, 1300.402, 893.6138, 705.6852, 582.6874, 756.4765, 339.0352, 1613.706, 338.7385, 577.4518, 671.9379, 985.7233, 183.1484, 1065.178, 724.5626, 1142.97, 2426.837, 843.7342, 52.55409, 472.8069, 2540.323, 1406.287, 1691.294, 25.67212
54.5, 87.00682, 35.93289, 103.8815, 95.82868, 342.4543, 575.0656, 248.715, 176.8961, 425.9658, 795.2643, 904.7264, 16.16547, 650.3952, 408.7938, 297.9836, 546.7165, 355.9467, 332.4411, 849.8577, 570.1896, 373.3953, 1880.233, 330.7256, 582.7661, 1007.544, 89.96127, 593.0576, 589.5325, 901.5908, 1366.592, 932.4526, 675.9023, 579.8893, 723.8992, 321.3834, 1585.161, 321.1338, 941.8235, 643.8089, 943.7018, 175.2794, 1016.821, 688.6907, 1256.509, 2318.555, 877.4963, 50.28568, 449.2872, 2538.321, 1340.324, 1699.44, 24.35254
54.6, 82.62341, 34.37266, 98.84066, 90.77972, 327.9157, 548.59, 236.1589, 270.1534, 407.7013, 758.3347, 862.767, 15.47853, 621.6791, 388.6002, 283.679, 521.0161, 418.67, 317.1869, 805.3033, 543.2916, 355.9584, 1844.29, 314.5128, 553.5576, 961.1616, 86.01707, 563.7149, 607.7781, 863.3956, 1306.479, 889.856, 738.5441, 554.1196, 692.7249, 304.6507, 1563.363, 304.444, 901.2036, 816.4001, 903.4718, 287.8903, 1028.888, 798.4593, 1201.6, 2388.283, 888.537, 48.11517, 478.7547, 2535.575, 1345.689, 1629.121, 23.10078
54.7, 78.46083, 32.88017, 94.04445, 85.99677, 313.9944, 571.8882, 224.2368, 255.5213, 390.22, 723.1199, 914.5195, 14.82077, 594.231, 463.7605, 344.589, 597.4628, 398.5007, 302.6327, 763.0848, 517.6624, 339.3358, 1822.076, 299.0948, 549.1575, 934.5609, 82.24581, 611.009, 580.1525, 872.001, 1329.31, 913.1577, 714.3737, 609.0769, 662.8931, 508.6363, 1544.056, 288.6216, 862.3355, 782.2236, 932.6918, 275.5211, 982.1794, 758.929, 1240.82, 2328.616, 938.6547, 46.03835, 454.9392, 2568.905, 1282.568, 1665.29, 21.91337
54.8, 74.50797, 31.45249, 89.48097, 81.46582, 325.4663, 579.702, 212.9165, 297.8105, 373.4882, 689.5404, 872.1059, 14.19096, 567.9946, 440.8516, 353.9723, 589.6422, 618.8119, 288.7463, 733.6185, 493.2422, 323.4894, 1890.673, 284.4326, 521.6334, 891.5381, 78.63989, 580.7781, 553.7826, 835.0593, 1270.837, 871.4424, 899.6147, 582.0101, 634.3459, 543.6183, 1592.818, 273.6216, 825.1438, 749.4777, 959.9562, 263.6833, 988.6051, 721.3557, 1402.759, 2329.299, 928.7692, 44.05118, 571.5525, 2598.445, 1222.408, 1691.22, 20.78699
54.9, 70.75424, 30.08679, 85.13894, 77.1736, 359.7179, 553.0129, 279.9156, 281.6805, 357.4738, 657.5203, 926.8477, 13.58792, 542.9167, 419.0744, 336.98, 561.9238, 589.0009, 576.2365, 734.8217, 469.974, 308.383, 1865.311, 270.4892, 495.4888, 903.5961, 75.19207, 758.1699, 528.6113, 867.7544, 1304.451, 831.6328, 935.1968, 556.1462, 705.4377, 645.8477, 1527.625, 259.4011, 789.5562, 718.1027, 993.6683, 252.3541, 943.725, 685.6426, 1341.459, 2245.348, 928.8256, 42.14978, 588.6777, 2673.911, 1303.67, 1727.228, 19.71851
55, 67.18964, 28.7804, 81.0076, 73.10752, 344.4464, 616.9396, 265.7844, 266.424, 342.1461, 626.987, 883.8624, 13.01051, 518.946, 398.3729, 329.5974, 535.5085, 560.6259, 549.7957, 696.2982, 447.8035, 293.9821, 1852.263, 257.2293, 578.2007, 967.8658, 71.89541, 757.0323, 504.5841, 900.5674, 1247.072, 793.6417, 1021.096, 531.4316, 675.0583, 693.5681, 1516.8, 245.9196, 755.5034, 688.0411, 1032.308, 241.5117, 900.8824, 651.6976, 1394.872, 2351.55, 887.6067, 40.33044, 615.9733, 2661.613, 1268.441, 1641.047, 18.70495
55.1, 63.80462, 27.53073, 77.07673, 69.25568, 398.7015, 668.8673, 252.3666, 251.994, 327.4757, 597.8716, 892.5095, 12.45763, 496.0336, 378.6941, 313.7752, 510.3349, 578.0278, 524.5681, 659.7943, 426.6789, 361.3067, 1918.387, 244.6194, 549.221, 1079.083, 68.74329, 886.5198, 481.649, 904.9338, 1278.265, 757.3862, 978.001, 507.8153, 645.9873, 657.4576, 1517.725, 233.1389, 722.9193, 659.2379, 988.3007, 231.1351, 927.6621, 619.4332, 1384.763, 2381.62, 878.824, 38.58964, 648.813, 2600.342, 1257.846, 1644.284, 17.74349
55.2, 60.59013, 26.33533, 73.33661, 65.60677, 381.775, 676.9388, 239.6262, 238.3454, 473.3906, 570.1083, 851.1166, 11.92825, 474.1329, 359.9873, 361.2383, 607.8016, 663.0497, 500.4981, 625.2041, 406.5508, 380.2439, 1834.085, 232.6277, 521.6937, 1269.871, 65.72936, 842.6575, 581.0762, 889.9569, 1334.622, 722.787, 981.0486, 485.2485, 661.8433, 802.2962, 1455.605, 221.0223, 691.7404, 631.6406, 1024.354, 221.2043, 977.2822, 588.7662, 1409.522, 2362.647, 839.824, 36.92398, 616.5379, 2548.547, 1243.984, 1562.241, 16.83145
55.3, 57.53759, 25.19183, 69.77798, 62.15012, 365.5672, 645.7731, 227.529, 225.4362, 453.0926, 543.6342, 905.0976, 11.42136, 453.1991, 342.2046, 358.1117, 692.1411, 631.1075, 477.5326, 592.4274, 387.3722, 367.748, 1854.489, 221.2238, 495.5461, 1296.944, 62.84758, 1230.492, 554.6643, 868.7992, 1275.916, 851.3117, 1038.247, 463.6845, 633.3414, 827.9335, 1521.982, 209.5355, 661.9063, 605.1985, 1118.257, 318.0474, 1006.196, 559.6174, 1347.926, 2374.145, 802.5548, 35.33021, 715.1758, 2486.808, 1235.996, 1484.291, 15.96629
55.4, 69.90875, 50.99501, 66.39202, 58.8756, 350.0474, 616.0421, 216.0425, 213.2261, 433.665, 518.3894, 1045.397, 10.93601, 433.1896, 325.3004, 350.4385, 659.6044, 607.7697, 455.6209, 561.369, 369.0983, 350.5748, 1798.037, 210.379, 470.709, 1285.097, 60.09214, 1213.454, 582.3257, 891.6417, 1372.356, 886.6303, 994.4283, 443.0788, 680.2607, 784.8273, 1459.688, 198.6456, 633.3589, 579.8633, 1124.936, 304.3824, 960.5172, 531.9117, 1289.022, 2306.004, 877.3519, 33.80523, 679.5995, 2526.216, 1178.02, 1547.781, 15.1456
55.5, 66.38674, 48.78077, 63.17037, 55.77359, 335.1865, 587.68, 205.1358, 201.6773, 449.5352, 560.1494, 1064.812, 10.47129, 414.0635, 309.2312, 333.6158, 628.5972, 578.4905, 434.7146, 565.0669, 351.6865, 368.7491, 1829.246, 200.0658, 539.0284, 1409.158, 57.4575, 1153.416, 593.6703, 899.8306, 1394.837, 994.7523, 1054.922, 542.3028, 650.9657, 743.9655, 1399.944, 188.3217, 606.0428, 555.5888, 1248.474, 291.3046, 946.6945, 505.5777, 1318.71, 2250.34, 838.4173, 32.34608, 645.793, 2552.213, 1122.764, 1470.553, 14.3671
55.6, 63.04217, 46.66267, 60.10505, 52.83503, 320.9565, 560.6237, 243.545, 190.754, 493.1608, 632.1004, 1051.717, 10.02632, 395.7819, 293.9557, 446.5274, 637.3253, 615.3377, 414.7675, 552.2886, 335.0961, 351.5292, 1748.861, 190.2582, 512.012, 1344.286, 54.93838, 1159.178, 638.9363, 861.71, 1333.482, 965.59, 1010.4, 577.0195, 717.4557, 878.5879, 1414.608, 178.5344, 579.9047, 532.3304, 1269.434, 278.7887, 980.283, 480.5474, 1261.082, 2341.36, 801.2105, 30.94991, 613.6682, 2595.211, 1206.882, 1448.618, 13.62861
55.7, 59.8661, 44.63654, 57.18847, 50.05129, 307.3306, 593.9265, 231.25, 180.4224, 472.0151, 602.7476, 1128.025, 9.60025, 378.3075, 279.4349, 477.9356, 607.3655, 585.694, 395.7358, 670.6183, 319.2883, 335.1134, 1777.656, 180.9314, 486.3497, 1282.402, 52.52971, 1101.825, 609.8944, 913.2366, 1387.078, 921.4796, 967.7563, 551.3773, 686.5589, 900.5479, 1356.709, 169.2557, 554.894, 510.0457, 1254.336, 266.8105, 935.7807, 456.7563, 1205.974, 2272.029, 765.6549, 29.61401, 583.1414, 2489.521, 1175.835, 1423.509, 12.92808
55.8, 56.85004, 42.69838, 54.41342, 47.41422, 294.2832, 566.5825, 219.5756, 170.6503, 451.7762, 574.7578, 1075.71, 9.19229, 361.6046, 265.6313, 454.9925, 578.814, 557.4784, 377.5773, 635.4607, 304.2262, 319.4642, 1737.855, 172.0618, 493.1558, 1408.688, 50.22663, 1047.31, 582.1726, 1005.35, 1326.064, 1050.297, 926.9129, 530.1627, 656.9926, 853.6611, 1322.243, 160.4593, 530.9619, 488.6939, 1200.863, 276.5828, 893.2988, 434.1431, 1245.107, 2264.248, 779.7659, 28.33576, 554.1331, 2568.664, 1157.258, 1393.978, 12.26356
55.9, 53.98593, 40.84439, 51.77303, 44.91608, 281.7898, 540.4974, 208.4906, 161.4076, 530.6567, 548.0678, 1168.85, 8.801666, 345.6391, 252.5097, 433.1508, 563.1863, 530.6221, 360.2521, 602.1462, 289.8747, 304.5458, 1704.547, 163.627, 468.4385, 1343.838, 48.02454, 995.4925, 734.3797, 1012.129, 1383.377, 1002.316, 887.7932, 506.6028, 628.6996, 809.2155, 1293.966, 152.12, 508.062, 649.3165, 1414.715, 297.2036, 852.7454, 412.6494, 1190.697, 2210.756, 778.4656, 27.11269, 526.5679, 2549.484, 1102.975, 1472.188, 11.6332
56, 51.26611, 39.07089, 49.26076, 42.54957, 269.8267, 585.3763, 224.3035, 180.227, 507.9034, 522.6172, 1114.641, 8.427642, 330.3785, 240.0362, 412.3575, 536.7117, 505.0595, 343.7218, 570.5783, 276.2002, 312.196, 1710.346, 155.6057, 466.197, 1281.974, 45.91899, 946.2385, 700.9996, 969.2513, 1389.559, 976.0421, 850.3246, 484.0898, 601.6249, 767.0839, 1341.435, 144.2141, 486.1498, 691.4058, 1427.242, 284.4343, 814.033, 524.8203, 1138.663, 2184.778, 833.5317, 25.94241, 500.3739, 2476.717, 1140.365, 1398.732, 11.03523
56.1, 48.68332, 37.3744, 46.8704, 40.30775, 258.3715, 558.426, 212.9798, 194.8205, 486.1256, 498.3484, 1062.946, 8.069511, 315.7917, 228.1789, 392.5625, 544.1366, 480.7284, 327.95, 636.3288, 263.1707, 297.617, 1635.186, 147.9776, 500.9005, 1314.665, 43.90575, 931.6123, 669.1368, 940.4266, 1381.553, 931.4542, 814.4373, 531.7578, 660.8653, 727.1459, 1286.531, 136.7191, 465.1826, 662.4618, 1479.279, 272.2135, 777.078, 544.3797, 1088.904, 2182.826, 833.1084, 24.82265, 475.4829, 2507.062, 1086.875, 1501.12, 10.46801
56.2, 46.23065, 35.75158, 44.59602, 38.18404, 247.4026, 532.7164, 227.2539, 243.7875, 522.4169, 475.2066, 1079.336, 7.7266, 301.849, 216.9073, 373.7177, 518.5574, 457.5695, 312.9019, 602.9688, 250.7559, 358.2961, 1720.625, 140.7235, 475.795, 1261.679, 41.98079, 930.2807, 638.7222, 900.5861, 1320.782, 958.2613, 780.0645, 508.127, 741.826, 689.2873, 1277.17, 129.6136, 445.1198, 634.7294, 1516.11, 260.5178, 823.1182, 517.4284, 1127.957, 2151.366, 953.1693, 23.75122, 660.2093, 2455.912, 1035.894, 1426.22, 9.929938
56.3, 69.27883, 34.19922, 42.43201, 36.17222, 236.8994, 623.6612, 251.8771, 230.5834, 500.0168, 453.1395, 1029.278, 7.39826, 288.5219, 206.1925, 355.7775, 548.1597, 435.5262, 298.5443, 571.3578, 238.9268, 341.5644, 1666.354, 133.825, 451.9479, 1262.95, 40.14021, 929.0049, 609.6901, 919.5849, 1317.744, 914.4856, 747.1425, 485.5464, 709.8797, 653.3997, 1405.76, 122.8774, 425.9222, 648.5452, 1627.774, 331.8778, 785.7508, 491.8114, 1188.066, 2149.278, 910.8701, 22.72603, 627.3673, 2506.357, 1068.367, 1466.969, 9.419526
56.4, 65.78856, 32.71426, 40.37302, 34.2664, 226.8421, 594.9483, 239.1614, 218.0946, 478.5772, 487.0591, 981.5422, 7.083873, 275.7831, 196.007, 338.6985, 522.3914, 414.5449, 284.8455, 541.404, 227.6557, 325.6139, 1604.818, 127.2646, 429.296, 1238.137, 38.38034, 905.6875, 581.9776, 880.6274, 1259.78, 944.1033, 768.9553, 651.3156, 679.3091, 619.3807, 1348.223, 116.4913, 407.5526, 621.3954, 1558.382, 317.6187, 867.7802, 526.1016, 1136.148, 2077.56, 870.4481, 21.7451, 596.1591, 2464.109, 1084.287, 1393.773, 8.935349
56.5, 62.47412, 31.29378, 38.41393, 32.46099, 217.2117, 567.5573, 227.0876, 206.2821, 458.0569, 504.6528, 1078.515, 6.782846, 263.6068, 186.3246, 322.4394, 497.8344, 394.5743, 271.7753, 513.0205, 216.9163, 310.4083, 1705.014, 121.0259, 407.7794, 1199.186, 36.69762, 929.0388, 597.1893, 843.3203, 1264.291, 900.9744, 736.5021, 622.3718, 650.055, 650.9231, 1337.729, 110.4371, 389.9753, 628.2462, 1756.089, 303.9721, 867.6787, 500.0552, 1086.499, 2095.333, 885.4663, 20.8065, 566.5032, 2521.415, 1033.427, 1489.155, 8.47606
56.6, 59.32667, 29.93498, 36.5499, 30.75071, 207.9902, 541.4274, 215.6234, 195.1094, 438.4164, 611.2747, 1028.496, 6.494611, 251.9681, 177.1205, 306.9608, 493.2165, 392.5663, 259.3048, 486.1251, 206.6835, 295.9128, 1630.088, 115.0929, 387.3413, 1204.425, 35.08868, 883.0728, 570.045, 889.2447, 1250.713, 859.8157, 705.4186, 668.523, 622.0607, 617.033, 1331.082, 104.6975, 373.156, 651.3271, 1848.178, 290.9119, 828.2884, 564.4542, 1152.822, 2138.262, 846.1716, 19.90842, 538.3226, 2492.024, 984.9533, 1481.741, 8.040379
56.7, 56.33779, 28.63518, 34.77633, 29.13053, 199.1602, 545.934, 204.738, 184.5419, 419.618, 582.8889, 980.7963, 6.218624, 240.8433, 168.3711, 292.2253, 470.031, 433.6255, 247.4065, 588.4429, 196.9334, 282.0942, 1590.237, 109.4509, 367.9275, 1187.297, 33.55028, 839.3809, 561.9233, 851.5725, 1195.698, 911.9094, 675.6469, 712.8198, 595.272, 584.9073, 1336.046, 99.25625, 357.0622, 624.0609, 1830.717, 278.4129, 790.6863, 536.509, 1185.451, 2093.429, 808.6207, 19.04911, 511.5439, 2390.536, 1062.033, 1434.606, 7.627092
56.8, 53.49949, 27.39182, 33.08882, 27.59572, 369.5892, 548.3151, 194.402, 174.5467, 401.6257, 606.4174, 935.3089, 5.954365, 230.2096, 160.0539, 278.1971, 518.0218, 412.7357, 236.0542, 557.5933, 187.6433, 286.4237, 1623.575, 104.0854, 349.4868, 1179.047, 32.07933, 797.8508, 602.2335, 815.4963, 1171.735, 870.2511, 706.6199, 853.0696, 569.637, 639.1439, 1329.084, 94.09776, 341.6624, 813.3427, 1833.391, 266.4508, 888.7427, 509.9474, 1133.647, 2047.891, 772.7363, 18.22688, 486.0972, 2348.537, 1012.217, 1436.317, 7.235049
56.9, 50.80418, 26.20244, 31.4832, 75.39414, 353.8987, 588.0037, 184.5879, 177.2811, 384.4049, 611.0153, 891.9312, 5.701336, 220.0455, 152.1476, 305.7343, 493.6702, 392.8523, 225.2228, 528.3611, 178.7914, 279.733, 1591.848, 98.98292, 394.6458, 1220.544, 30.67287, 758.3755, 574.8599, 780.9484, 1120.194, 877.5204, 676.7975, 852.9348, 545.1058, 605.8671, 1274.686, 89.20737, 326.9268, 779.2941, 1841.008, 255.0027, 848.3962, 622.3586, 1105.948, 2205.438, 738.4443, 17.44015, 461.9164, 2496.961, 964.7382, 1461.134, 6.863157
57, 48.24466, 25.06471, 29.95548, 71.42182, 338.8743, 560.9324, 175.2692, 198.9964, 367.9225, 600.9442, 850.5651, 5.45906, 210.3301, 144.6318, 291.0576, 482.1452, 432.1494, 214.8884, 500.6614, 170.3571, 266.67, 1553.851, 94.13058, 374.8659, 1183.793, 29.32807, 720.8534, 548.7306, 807.6066, 1155.331, 899.0654, 648.2338, 976.3632, 691.5724, 574.3228, 1354.702, 84.57114, 312.8268, 746.6709, 1880.9, 244.0465, 809.8812, 591.5468, 1125.02, 2127.072, 825.0346, 16.68737, 438.9385, 2395.272, 990.7127, 1499.611, 6.510382
57.1, 53.06113, 23.97638, 28.5019, 67.65879, 324.4878, 535.1075, 166.421, 188.2183, 419.1072, 573.0381, 969.8494, 5.227078, 201.0436, 137.4872, 277.0855, 533.225, 411.3307, 205.0281, 474.4139, 162.3207, 254.217, 1694.436, 89.51612, 356.0774, 1129.297, 28.04223, 685.1877, 523.7889, 773.3929, 1104.511, 887.6604, 712.4157, 971.3461, 734.2435, 544.4208, 1299.255, 80.17587, 299.3349, 715.4133, 1800.717, 233.561, 855.961, 562.2603, 1106.885, 2137.813, 788.4218, 15.96708, 417.1036, 2484.04, 973.0256, 1424.787, 6.175739
57.2, 71.86021, 22.93531, 27.11886, 64.09402, 310.712, 613.415, 202.2639, 247.6727, 401.1368, 687.7058, 924.8697, 5.004955, 192.1672, 130.6956, 298.5431, 508.1587, 501.4762, 195.6204, 449.5424, 154.6634, 303.0269, 1619.975, 85.12787, 338.2306, 1077.309, 26.81277, 651.2866, 499.9809, 771.3762, 1083.826, 847.1099, 682.3488, 928.1805, 702.6237, 516.0757, 1246.077, 76.00902, 286.4249, 685.4643, 1723.952, 223.5261, 817.1027, 534.4238, 1164.903, 2120.653, 753.4337, 15.27789, 396.3549, 2412.355, 1062.268, 1468.326, 5.858298
57.3, 68.23989, 21.93944, 25.80293, 60.71708, 297.521, 585.1738, 192.0529, 298.169, 383.937, 655.7708, 881.9761, 4.792271, 183.6827, 124.2395, 284.2116, 484.2708, 477.3177, 462.3651, 425.9749, 147.3673, 415.1864, 1548.787, 151.0798, 321.2783, 1054.181, 167.2343, 619.0629, 579.3774, 750.7066, 1105.445, 808.4119, 653.5507, 890.6758, 764.1938, 528.6858, 1242.04, 72.05872, 274.0716, 656.769, 1716.422, 213.9222, 780.0084, 507.9654, 1113.997, 2052.532, 843.5913, 14.61844, 376.6383, 2382.953, 1012.442, 1419.479, 5.557173
57.4, 178.9733, 20.98681, 24.55085, 57.51805, 284.8901, 558.2328, 255.4916, 282.0196, 382.7467, 655.3054, 1016.097, 4.588625, 175.5728, 118.1023, 303.2646, 461.5059, 454.3231, 492.4674, 403.6428, 140.4154, 395.7979, 1594.266, 143.6736, 392.0035, 1025.735, 159.9022, 588.4335, 553.0427, 718.9035, 1056.82, 850.7621, 625.9681, 927.7106, 731.2842, 501.1599, 1191.204, 225.2179, 262.2512, 629.275, 1675.986, 204.731, 744.5981, 482.8169, 1115.204, 2133.076, 806.1549, 13.98746, 357.9025, 2376.07, 1011.092, 1429.258, 5.271527
57.5, 182.2901, 20.07555, 23.35952, 54.48758, 272.7954, 619.3478, 242.5934, 277.0001, 366.3353, 624.875, 968.9725, 4.393632, 167.821, 112.2683, 288.7065, 445.3318, 507.5727, 469.8704, 382.4816, 133.7915, 377.3149, 1589.811, 168.3388, 372.356, 1134.489, 152.8916, 559.3195, 527.905, 688.4477, 1010.333, 1033.817, 599.5496, 1014.399, 699.7918, 564.2427, 1142.449, 268.8571, 250.9406, 602.9319, 1680.283, 195.9348, 710.7953, 458.9134, 1066.47, 2147.77, 770.3799, 13.38371, 340.0987, 2367.071, 1162.395, 1357.943, 5.000563
57.6, 173.1063, 19.20385, 22.22601, 51.61677, 261.2141, 617.8069, 230.3464, 261.9972, 432.5642, 595.8577, 991.9027, 4.206926, 160.4114, 106.7225, 274.8473, 495.4242, 483.1205, 448.3102, 362.4297, 127.48, 359.6949, 1519.948, 160.0865, 428.0199, 1082.263, 146.1883, 531.6461, 503.9099, 697.8666, 965.8913, 986.5898, 574.246, 1003.076, 669.6556, 534.8656, 1181.162, 418.6335, 240.1177, 577.6917, 1776.478, 187.5164, 755.754, 436.1934, 1019.866, 2112.026, 827.5853, 12.80603, 323.1806, 2292.046, 1206.665, 1366.254, 4.743527
