 , C000, C002, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C022, C024, C025, C027, C031, C032, C033, C035, C036, C037, C038, C041, C043, C044, C046, C050, C056, C058, C060, C062, C066, C068, C069, C072, C073, C076, C079, C084, C088, C092, C096, C097, C105
276.9, 22.85836, 602.4268, 90.96821, 694.5374, 3489.69, 957.9341, 890.2616, 245.9562, 1472.182, 104.1536, 1093.443, 685.1967, 698.9528, 589.5919, 1643.23, 1432.042, 618.4453, 1638.139, 6.112062, 373.9485, 952.2478, 7.947507, 1608.762, 570.1349, 727.6057, 1294.441, 586.7256, 1894.338, 904.5476, 464.3891, 992.1765, 377.0138, 8.044612, 675.1896, 1498.621, 420.5923, 727.9838, 1796.931, 1207.368, 12.92086, 2062.237, 0.1243123, 593.9118, 982.2969, 683.3335, 1117.718, 1425.88, 664.1839, 66.58766, 1270.086, 73.57645, 514.0582
277, 21.70675, 581.2794, 86.55401, 657.944, 3365.442, 985.2925, 845.3179, 232.6347, 1531.484, 99.31702, 1171.559, 656.0795, 695.6636, 592.6815, 1600.054, 1439.804, 588.6519, 1562.972, 5.791634, 356.3079, 907.7795, 7.59826, 1635.519, 541.5594, 694.11, 1407.869, 557.6962, 1815.26, 925.855, 443.9619, 946.8514, 361.1022, 7.687117, 646.113, 1530.435, 403.3777, 690.1495, 1719.431, 1263.214, 12.37004, 1973.633, 0.1186688, 564.5082, 939.3708, 652.844, 1068.116, 1405.207, 631.1442, 63.87587, 1210.511, 69.90529, 487.6349
277.1, 20.61316, 556.0397, 82.354, 682.7898, 3385.916, 990.1031, 802.6431, 220.0347, 1465.817, 94.70504, 1117.224, 839.6021, 664.9489, 621.6887, 1664.866, 1485.56, 632.6199, 1680.724, 5.488003, 657.7231, 1134.215, 7.264361, 1739.167, 535.9169, 800.4474, 1346.143, 530.103, 1966.116, 1138.308, 424.4332, 1057.591, 358.3954, 7.345509, 618.2885, 1450.753, 386.8678, 654.2814, 1905.746, 1256.197, 11.84271, 2033.607, 0.1132816, 536.5604, 1167.925, 623.7149, 1208.515, 1385.334, 599.7481, 61.27452, 1153.731, 66.4173, 462.5698
277.2, 19.57467, 531.8961, 78.3578, 646.8154, 3340.691, 944.5195, 810.0475, 208.1172, 1486.368, 90.30723, 1202.356, 803.9235, 635.5903, 590.9785, 1803.734, 1510.935, 619.0499, 1627.552, 5.200291, 626.6957, 1081.249, 6.945135, 1653.909, 599.3215, 763.5985, 1326.612, 503.8751, 2202.314, 1325.709, 504.3234, 1009.278, 343.2696, 7.019082, 591.6622, 1570.831, 371.0336, 743.4959, 1864.769, 1203.61, 11.33785, 2101.698, 0.1081389, 509.9962, 1235.2, 595.8855, 1154.884, 1345.707, 569.9138, 58.77911, 1555.536, 63.10334, 438.793
277.3, 18.5885, 568.1779, 74.55552, 612.7363, 3426.397, 992.944, 777.0436, 293.042, 1458.608, 86.11363, 1146.593, 825.5239, 663.5596, 561.7853, 1717.147, 1439.908, 589.2274, 1705.594, 4.927662, 597.132, 1030.757, 6.639936, 1572.832, 569.2831, 728.446, 1363.008, 478.9449, 2102.211, 1373.006, 510.6522, 1141.233, 328.7822, 6.707161, 638.9179, 1588.144, 355.8475, 704.8554, 1904.821, 1153.224, 10.85452, 2011.399, 0.1032297, 579.0676, 1282.107, 569.2978, 1103.634, 1463.958, 541.5635, 56.38532, 1482.572, 59.95474, 416.2385
277.4, 17.652, 543.5071, 70.93774, 664.9552, 3525.622, 1052.389, 737.8156, 277.1702, 1497.541, 82.11478, 1123.138, 790.4435, 634.2623, 534.0342, 1708.083, 1545.216, 560.8415, 1627.333, 4.669326, 568.963, 1040.956, 6.34815, 1599.994, 540.7503, 694.9117, 1303.249, 455.2481, 2006.658, 1440.385, 534.8193, 1089.099, 328.1738, 6.409101, 611.4033, 1769.789, 341.2829, 696.0891, 1822.668, 1104.947, 10.39179, 1924.979, 0.09854335, 567.1417, 1246.363, 543.8964, 1054.657, 1400.769, 720.1386, 54.08902, 1413.031, 56.96325, 532.9642
277.5, 16.76269, 519.9077, 67.49551, 676.6637, 3519.587, 1003.938, 700.5679, 276.1324, 1497.711, 78.30161, 1071.049, 789.4556, 606.2585, 507.6539, 1671.266, 1614.261, 553.0027, 1812.431, 4.424534, 542.1227, 1091.251, 6.069186, 1639.108, 513.6476, 662.9213, 1246.111, 522.2078, 1966.178, 1479.64, 511.2941, 1234.289, 515.3929, 6.124287, 585.0735, 1677.646, 327.3145, 701.5024, 1920.108, 1058.691, 9.948789, 1842.272, 0.09406974, 635.2157, 1241.011, 519.6284, 1007.854, 1340.307, 684.3155, 51.88624, 1346.751, 54.12101, 505.5692
277.6, 15.91819, 497.3329, 64.22031, 687.2039, 3370.167, 1018.482, 755.1166, 286.986, 1562.005, 74.66553, 1158.446, 867.8447, 661.3088, 515.918, 1591.037, 1538.377, 526.362, 1950.994, 132.1248, 516.5487, 1172.222, 5.80248, 1643.157, 506.685, 668.0215, 1265.775, 496.3705, 1927.26, 1416.956, 580.2474, 1177.903, 493.6411, 5.85213, 787.3409, 1842.778, 313.9177, 864.8102, 1907.455, 1014.371, 9.524672, 1852.57, 0.08979923, 603.7673, 1186.779, 496.4432, 963.1285, 1320.143, 650.2744, 49.77317, 1283.58, 51.42059, 479.5822
277.7, 15.11623, 475.7383, 61.10404, 650.9969, 3248.967, 1068.073, 716.9955, 271.4423, 1495.03, 71.19829, 1172.095, 830.9659, 727.0998, 490.4326, 1597.566, 1643.348, 543.4891, 2014.926, 259.1602, 492.1811, 1117.481, 5.547495, 1635.593, 665.4819, 842.3687, 1275.859, 471.8116, 1999.819, 1356.927, 554.7238, 1298.464, 472.8073, 5.592067, 860.9055, 1746.834, 301.0693, 819.8648, 1825.189, 1036.087, 9.118634, 1772.974, 0.08572258, 573.8758, 1372.767, 474.2925, 920.3873, 1284.959, 744.223, 47.74615, 1223.373, 48.85491, 454.931
277.8, 14.35467, 457.1883, 291.4447, 688.5314, 3111.036, 1018.9, 696.1206, 274.4891, 1430.927, 67.89206, 1183.466, 1014.656, 694.9971, 639.1573, 1520.875, 1566.096, 697.829, 2050.566, 245.5735, 468.963, 1201.488, 5.303715, 1741.119, 632.1275, 803.59, 1219.922, 604.4065, 1930.523, 1417.578, 661.7111, 1445.596, 452.8528, 5.343561, 1108.047, 1655.886, 288.7468, 1090.403, 1925.176, 1006.897, 8.729907, 2008.244, 0.081831, 590.9999, 1312.777, 563.8912, 879.543, 1360.413, 928.9313, 45.80169, 1165.989, 46.41725, 431.5469
277.9, 13.63148, 621.2839, 277.3024, 652.2545, 3181.215, 971.9906, 660.9778, 259.6222, 1527.844, 64.73936, 1475.356, 1014.47, 742.522, 607.5842, 1625.412, 1492.476, 696.0114, 2110.514, 232.6991, 446.8401, 1163.726, 5.070647, 1897.857, 600.4449, 829.3093, 1359.507, 574.5023, 1889.595, 1357.523, 632.6042, 1475.317, 433.7405, 5.106099, 1121.395, 1638.435, 276.9286, 1142.524, 1842.145, 1068.175, 8.357751, 1921.96, 0.07811609, 561.7405, 1255.409, 538.731, 912.1763, 1301.693, 882.7218, 43.93641, 1111.297, 44.10122, 409.3648
278, 12.94472, 822.6768, 263.8464, 617.8889, 3222.786, 927.2408, 741.7006, 294.133, 1516.694, 61.73306, 1406.932, 971.36, 785.0092, 577.5707, 1547.384, 1603.838, 662.4813, 2165.843, 220.4997, 425.761, 1146.619, 4.847822, 2162.245, 570.3502, 927.7711, 1299.902, 568.925, 1803.707, 1336.612, 604.7776, 1407.921, 415.4348, 4.879189, 1266.019, 1639.735, 265.5941, 1112.676, 1853.459, 1023.458, 8.00146, 1887.904, 0.07456983, 569.0741, 1200.548, 694.7463, 871.6964, 1323.031, 919.2542, 42.14709, 1059.171, 41.90075, 388.3229
278.1, 12.29257, 873.3629, 298.8964, 633.9518, 3225.876, 954.9769, 704.2568, 278.2021, 1647.316, 58.86636, 1341.681, 955.8644, 750.3497, 645.9958, 1473.103, 1814.824, 630.5665, 2066.462, 208.9399, 405.6761, 1093.074, 4.634788, 2115.792, 628.8536, 969.8965, 1528.682, 639.7307, 1874.282, 1279.988, 578.175, 1343.603, 397.9017, 4.662362, 1211.498, 1554.363, 254.7235, 1249.935, 1839.896, 1019.778, 7.660357, 1905.826, 0.07118455, 540.9002, 1148.085, 663.7476, 833.0128, 1280.414, 960.6646, 40.43064, 1009.489, 39.81007, 507.1365
278.2, 11.67327, 1160.716, 522.6771, 949.3179, 3088.925, 1040.264, 712.504, 263.1341, 1576.683, 56.13279, 1279.457, 1014.986, 717.2205, 614.0849, 1588.088, 2213.083, 600.1891, 2105.661, 197.9861, 386.5388, 1072.118, 4.431116, 2239.735, 597.3351, 925.247, 1699.982, 884.1256, 2017.159, 1258.234, 552.7427, 1282.224, 381.1086, 4.455171, 1159.326, 1473.435, 244.2979, 1262.11, 1957.551, 977.0874, 7.333797, 1823.942, 0.06795296, 594.4858, 1097.914, 634.132, 796.0458, 1304.946, 961.8572, 38.7841, 962.1383, 37.82371, 575.7352
278.3, 11.08517, 1110.317, 497.3143, 1246.814, 3122.301, 1050.424, 676.5341, 248.8822, 1773.781, 53.52615, 1220.118, 971.8541, 685.554, 612.4293, 1511.852, 2109.049, 571.2752, 2044.934, 187.6065, 368.3043, 1022.052, 4.236394, 2129.939, 626.2687, 900.4839, 1711.156, 1017.259, 1925.472, 1204.929, 528.429, 1223.649, 365.0242, 4.257188, 1250.372, 1396.721, 234.299, 1389.96, 2014.011, 1029.814, 7.021157, 2006.672, 0.06486808, 565.0538, 1049.935, 605.8378, 760.7194, 1318.339, 1320.146, 37.20462, 917.0082, 392.2856, 908.5688
278.4, 10.52669, 1228.932, 473.1823, 1283.318, 2989.747, 1042.591, 754.7876, 235.4023, 1697.725, 51.04056, 1163.531, 930.5554, 655.2856, 582.1765, 1457.821, 2094.089, 543.7542, 2111.781, 177.7711, 350.9299, 1001.493, 4.05023, 2031.658, 594.8797, 963.0936, 1742.577, 966.9285, 1968.292, 1153.884, 505.1848, 1167.75, 349.6186, 4.068003, 1257.752, 1403.933, 224.7093, 1317.722, 2008.933, 986.7034, 6.721845, 1920.455, 0.06192324, 537.079, 1004.053, 578.8061, 916.4326, 1261.435, 1439.149, 35.68945, 873.9951, 372.7121, 1065.773
278.5, 9.996358, 1175.57, 450.2213, 1302.214, 2862.82, 994.5905, 716.6831, 222.6524, 1624.931, 48.67039, 1109.569, 891.0117, 626.3536, 643.108, 1387.838, 1995.649, 517.559, 2066.766, 168.4513, 334.3752, 1001.514, 3.872246, 2052.154, 565.064, 941.0116, 1709.777, 935.2057, 2006.322, 1161.846, 482.9631, 1114.404, 334.8632, 3.887225, 1203.588, 1423.175, 215.5121, 1354.958, 2029.497, 1051.296, 6.435292, 2112.331, 0.05911209, 510.4891, 960.1765, 609.4657, 875.7637, 1297.709, 1432.036, 34.236, 832.9995, 399.7079, 1010.99
278.6, 9.492741, 1124.526, 498.3248, 1293.161, 2741.282, 948.8002, 714.9969, 210.5931, 1555.257, 46.41029, 1058.11, 1061.312, 598.699, 777.5657, 1360.541, 1901.836, 492.6258, 1971.932, 159.6201, 318.6014, 981.9781, 3.702083, 2061.151, 858.9099, 1078.4, 1634.815, 956.9771, 1979.165, 1209.753, 527.8274, 1063.495, 320.7305, 3.71448, 1151.756, 1518.651, 206.6913, 1385.176, 2019.499, 1007.286, 6.160955, 2174.054, 0.05642856, 485.2157, 918.2171, 755.2637, 946.7269, 1241.695, 1360.799, 32.84173, 793.9268, 508.7873, 959.0241
278.7, 9.014495, 1192.696, 474.1437, 1240.324, 2624.904, 905.1182, 962.3555, 199.1869, 1488.571, 44.25513, 1009.037, 1016.212, 572.2654, 739.1555, 1301.406, 1812.433, 468.8937, 2110.002, 182.4, 387.7347, 936.1215, 3.539398, 2116.34, 823.7017, 1028.755, 1563.139, 1052.609, 2027.037, 1181.403, 609.5742, 1014.912, 307.1943, 3.549412, 1381.419, 1439.583, 198.2316, 1407.04, 2059.092, 1077.965, 5.898314, 2099.456, 252.0683, 461.1935, 878.0913, 721.5647, 904.7136, 1570.759, 1494.043, 31.50425, 756.6868, 483.4009, 991.6408
278.8, 8.560344, 1140.908, 451.1361, 1264.76, 2513.466, 863.4471, 931.1875, 188.3985, 1424.745, 341.6218, 962.2395, 973.0284, 617.8709, 717.1349, 1238.932, 1881.411, 446.3049, 2013.184, 213.9845, 369.4438, 892.4063, 3.383862, 2064.194, 889.3972, 981.3962, 1494.606, 1068.975, 1934.901, 1235.904, 769.0739, 1086.943, 294.2294, 3.39168, 1321.929, 1509.295, 190.1181, 1333.914, 2057.873, 1266.198, 5.646869, 2024.466, 240.625, 572.7745, 839.719, 804.1102, 924.8098, 1841.835, 1419.722, 30.22124, 721.1937, 495.0872, 1023.347
278.9, 8.129073, 1233.796, 429.2448, 1238.942, 2560.105, 901.3456, 1041.64, 178.1945, 1363.655, 325.7579, 917.6127, 931.6799, 615.6026, 681.7098, 1369.571, 1792.968, 424.8043, 1920.809, 202.7662, 455.6216, 850.7325, 3.235161, 2142.136, 865.1002, 1004.891, 1429.078, 1016.086, 2117.107, 1205.132, 735.2444, 1114.818, 281.8117, 3.240957, 1265.001, 1480.072, 182.3368, 1264.589, 2103.771, 1402.359, 5.406143, 1937.484, 339.4594, 544.4175, 803.0236, 883.2204, 915.977, 2022.761, 1428.392, 28.99047, 687.3654, 520.4166, 970.7457
279, 7.71953, 1182.029, 408.4159, 1253.17, 2483.394, 859.8483, 989.0544, 168.5431, 1305.184, 438.3233, 875.0557, 892.0884, 588.4227, 724.7834, 1313.977, 1768.602, 404.3395, 1832.672, 317.2982, 434.1281, 811.0049, 3.092994, 2037.124, 821.7409, 958.6304, 1366.422, 1035.202, 2114.924, 1185.18, 702.903, 1063.89, 269.9181, 3.096932, 1210.525, 1403.012, 174.8739, 1198.866, 2050.836, 1382.697, 5.175679, 1906.205, 324.0489, 517.4643, 767.9317, 881.1164, 875.3283, 2276.21, 1357.337, 27.80983, 655.1238, 494.45, 920.848
279.1, 7.330619, 1194.245, 388.5976, 1225.247, 2420.383, 820.2615, 1084.804, 159.4144, 1249.221, 467.2179, 834.4723, 883.6446, 562.4428, 688.9805, 1250.9, 1685.463, 384.8606, 1805.089, 300.6636, 413.6486, 773.1324, 2.957075, 1937.26, 780.5547, 914.4995, 1306.514, 983.9833, 2112.678, 1134.971, 671.9841, 1186.09, 258.5264, 2.959307, 1203.959, 1538.508, 167.7164, 1136.559, 2146.299, 1324.813, 4.95504, 1893.109, 326.6588, 491.8455, 734.3734, 841.8021, 879.7272, 2352.112, 1444.595, 26.67727, 624.3945, 469.7789, 1001.29
279.2, 6.961301, 1192.117, 369.7411, 1185.295, 2446.123, 842.2894, 1049.18, 150.7802, 1195.657, 607.9051, 795.7711, 860.5828, 598.3793, 716.8232, 1190.851, 1637.653, 366.32, 1831.271, 284.9011, 494.5511, 737.0285, 2.827129, 1945.622, 741.4329, 872.4002, 1249.232, 935.2987, 2131.978, 1086.889, 726.6359, 1131.906, 247.6154, 2.827799, 1196.696, 1540.232, 160.8519, 1077.491, 2053.731, 1312.213, 4.743806, 1811.771, 311.8293, 467.4951, 702.2815, 832.9439, 849.5082, 2582.423, 1481.549, 25.59084, 595.1067, 446.3388, 949.822
279.3, 6.61059, 1148.474, 435.8228, 1154.328, 2411.407, 850.7784, 996.2132, 142.6137, 1217.145, 579.6758, 758.8648, 913.5549, 571.9598, 681.4136, 1225.288, 1649.905, 348.6727, 1747.243, 269.965, 499.7853, 702.6106, 2.702893, 1850.244, 704.2718, 941.4479, 1301.996, 889.0229, 2035.072, 1124.213, 779.348, 1080.198, 237.165, 2.702134, 1180.672, 1460.04, 154.2684, 1021.492, 2095.828, 1320.999, 4.541577, 1733.928, 389.4164, 632.0905, 671.592, 808.4996, 890.0981, 2589.917, 1407.849, 24.54865, 567.1926, 424.0683, 1054.208
279.4, 6.277548, 1098.606, 491.9659, 1165.708, 2445.243, 830.4767, 983.1611, 134.8894, 1164.957, 552.7574, 723.6702, 874.7337, 546.7068, 698.2443, 1258.745, 1583.892, 331.8755, 1667.07, 255.8119, 559.6584, 669.7999, 2.584117, 1759.542, 805.061, 898.108, 1268.95, 914.7769, 2200.375, 1152.409, 745.0666, 1030.852, 227.1557, 2.582054, 1129.827, 1531.204, 147.9543, 968.4038, 2005.437, 1265.698, 4.34797, 1659.43, 402.1778, 600.7968, 642.2437, 953.3843, 972.0529, 2478.127, 1337.816, 23.5489, 540.5879, 476.2183, 1000.02
279.5, 5.961284, 1050.904, 468.0934, 1182.021, 2355.286, 864.687, 933.5275, 127.5835, 1189.714, 573.2961, 690.1078, 837.5621, 589.5252, 750.1764, 1227.636, 1583.787, 315.8875, 1656.191, 242.4008, 758.5402, 729.0482, 2.47056, 1712.317, 764.7108, 856.7632, 1307.966, 869.5165, 2100.36, 1113.761, 845.5595, 983.7601, 217.5687, 2.46731, 1191.835, 1487.546, 141.8986, 997.3437, 2120.955, 1377.87, 4.162616, 1852.27, 405.8225, 727.0222, 614.1778, 1104.948, 928.9158, 2459.464, 1304.769, 22.58987, 515.2311, 622.3304, 948.618
279.6, 5.660954, 1107.662, 445.5317, 1225.982, 2443.373, 824.8774, 1005.459, 120.6733, 1138.702, 546.674, 658.1019, 985.4035, 603.8554, 734.6954, 1180.506, 1512.06, 300.6697, 1580.196, 229.6927, 763.4511, 695.003, 2.361993, 1680.799, 726.3831, 817.3218, 1269.47, 826.4954, 2247.742, 1118.398, 858.3295, 938.8196, 208.3864, 2.357665, 1202.494, 1452.907, 136.0908, 945.5104, 2121.583, 1320.189, 3.985163, 1772.687, 387.3992, 691.0286, 587.3384, 1113.054, 887.6929, 2417.062, 1379.598, 21.66989, 491.0637, 689.612, 1042.576
279.7, 5.375754, 1059.566, 423.9124, 1321.037, 2364.695, 786.9007, 954.6995, 114.1374, 1144.325, 661.8746, 627.5804, 946.7067, 869.0387, 698.4029, 1219.706, 1471.936, 286.185, 1507.688, 217.651, 812.4927, 662.5476, 2.258198, 1598.403, 730.6093, 875.8578, 1245.36, 785.6028, 2145.574, 1071.018, 879.343, 895.932, 199.5916, 2.252892, 1240.227, 1415.723, 130.5207, 896.3709, 2132.725, 1330.494, 3.815276, 1696.523, 421.338, 656.817, 561.6719, 1162.612, 848.2994, 2444.024, 1310.97, 20.78738, 468.0298, 802.7703, 1114.518
279.8, 5.104923, 1019.532, 403.3422, 1251.435, 2354.151, 750.6724, 1287.478, 107.9555, 1095.259, 631.1392, 598.4745, 929.1368, 830.6691, 663.9031, 1161.154, 1402.743, 294.6842, 1605.513, 206.2404, 830.5037, 686.9236, 2.158963, 1540.161, 693.9907, 835.5374, 1399.241, 746.7335, 2072.125, 1062.852, 840.6631, 855.0037, 191.168, 2.152776, 1186.817, 1342.014, 125.1786, 849.7853, 2040.743, 1417.924, 3.652631, 1720.197, 402.2104, 663.9397, 537.1271, 1233.918, 810.6541, 2465.009, 1245.756, 19.94081, 446.0764, 948.6424, 1108.335
279.9, 4.847737, 1133.68, 463.6648, 1213.719, 2344.48, 782.5812, 1368.723, 102.1084, 1068.748, 601.831, 570.7184, 889.6534, 793.9937, 687.0914, 1121.407, 1336.801, 326.7469, 1612.788, 195.4281, 791.3256, 654.8455, 186.3618, 1552.245, 659.2075, 847.6359, 1529.847, 916.356, 2276.865, 1017.825, 885.8442, 815.945, 183.0999, 2.057109, 1223.956, 1338.798, 120.0551, 805.6208, 1952.727, 1443.135, 3.496919, 1646.289, 508.2916, 631.0692, 513.6548, 1454.538, 919.6357, 2368.029, 1246.408, 19.12872, 425.1528, 1071.62, 1211.876
280, 4.603508, 1084.455, 441.1656, 1190.962, 2297.362, 783.3031, 1455.478, 96.57799, 1022.922, 573.8838, 544.2496, 851.8479, 758.9374, 696.3512, 1067.574, 1319.871, 311.006, 1599.251, 185.1827, 847.2505, 624.2653, 349.0214, 1476.151, 626.1677, 815.2634, 1529.288, 871.0174, 2173.374, 996.8127, 869.0685, 778.6707, 175.3723, 1.965693, 1171.247, 1269.094, 115.1414, 763.7516, 1868.508, 1418.702, 3.347845, 1648.649, 559.4882, 757.0493, 491.2082, 1389.638, 878.8246, 2480.137, 1223.945, 18.3497, 405.2106, 1200.043, 1223.717
280.1, 4.371583, 1037.367, 419.7582, 1189.558, 2214.309, 747.2404, 1691.307, 91.34712, 979.0615, 547.2344, 519.0084, 864.5724, 725.429, 661.9528, 1120.482, 1361.035, 296.0234, 1525.869, 175.4744, 1017.313, 665.1536, 449.1687, 1479.301, 594.7838, 777.7325, 1530, 827.9221, 2074.587, 964.2502, 883.2023, 743.0991, 167.9708, 1.87834, 1120.808, 1251.289, 110.4287, 724.0583, 1988.861, 1455.521, 3.205127, 1623.49, 534.0889, 765.1068, 469.7426, 1677.815, 839.8247, 2373.085, 1240.44, 17.60241, 386.2038, 1140.166, 1252.36
280.2, 4.151342, 992.3238, 448.2624, 1187.18, 2294.663, 712.838, 1902.645, 86.39957, 1002.71, 521.8224, 494.9378, 895.0228, 693.4001, 629.2537, 1125.037, 1297.054, 281.7626, 1455.854, 166.275, 969.3223, 695.72, 712.5873, 1453.213, 564.9728, 780.2932, 1699.659, 786.9589, 2148.726, 1047.123, 844.3525, 709.1525, 160.8817, 1.794868, 1072.541, 1296.849, 105.9089, 686.428, 1903.083, 1394.589, 3.068492, 1621.39, 575.4742, 727.2277, 449.215, 1638.131, 982.2629, 2446.465, 1298.631, 16.88555, 368.0885, 1387.708, 1222.488
280.3, 3.942197, 989.9689, 426.5106, 1207.006, 2336.438, 770.0439, 2122.203, 81.71999, 959.7158, 551.1086, 471.9836, 856.989, 662.7853, 795.4858, 1157.607, 1328.864, 268.1888, 1389.052, 157.5579, 1117.435, 663.2311, 681.2732, 1429.016, 586.4449, 843.0812, 1634.609, 748.0225, 2051.059, 1052.65, 807.2117, 676.7567, 154.0918, 1.715106, 1198.881, 1229.329, 101.5742, 650.7534, 1821.005, 1403.642, 2.937682, 1551.727, 549.3492, 827.1887, 429.5844, 1650.459, 985.6431, 2393.246, 1234.031, 16.19788, 350.8229, 1406.958, 1249.124
280.4, 3.743588, 1026.834, 501.8254, 1204.563, 2300.145, 777.1616, 2015.067, 77.29387, 944.4832, 555.0491, 450.0939, 820.5715, 633.5222, 756.1904, 1118.46, 1272.959, 255.2688, 1325.315, 149.2978, 1064.721, 632.2594, 954.6525, 1378.718, 613.2173, 877.2605, 1562.943, 711.0126, 1957.832, 1008.055, 771.7047, 645.8408, 147.5885, 1.638888, 1147.252, 1165.325, 97.4168, 616.9329, 1852.073, 1477.208, 2.812449, 1695.078, 524.4102, 786.236, 410.8117, 1659.891, 941.9028, 2289.946, 1213.812, 15.53822, 334.3672, 1402.187, 1284.887
280.5, 3.554986, 982.2484, 477.4745, 1264.811, 2227.976, 741.3817, 1986.477, 73.10748, 903.9858, 701.3038, 429.2195, 1033.516, 605.5511, 770.6247, 1064.768, 1213.119, 242.9713, 1264.502, 141.4708, 1014.494, 602.734, 1006.928, 1320.667, 582.4825, 836.8755, 1562.016, 675.8338, 2130.671, 965.3493, 737.7594, 616.3372, 141.3596, 1.566058, 1097.846, 1104.652, 390.0999, 584.87, 1772.195, 1516.034, 2.692554, 1622.249, 500.6034, 747.3108, 392.8594, 1650.87, 900.1036, 2403.657, 1255.805, 14.90543, 318.6834, 1332.224, 1218.842
280.6, 3.375885, 939.5984, 454.3052, 1207.421, 2388.949, 745.548, 2047.291, 69.14782, 934.5142, 790.7813, 409.3131, 1086.893, 578.8149, 817.6225, 1048.863, 1156.092, 231.2663, 1206.48, 134.0541, 1021.828, 574.5874, 1121.578, 1255.926, 553.2881, 911.3465, 1618.388, 642.3956, 2033.824, 940.0866, 705.3073, 588.1814, 135.3937, 1.496464, 1122.733, 1126.678, 448.999, 655.2204, 1695.762, 1481.689, 2.57777, 1552.549, 534.8492, 787.9229, 375.6916, 1577.21, 1013.444, 2299.906, 1193.336, 14.2984, 303.7353, 1265.751, 1156.192
280.7, 3.205808, 910.8489, 432.2602, 1219.016, 2391.751, 711.2235, 1943.936, 65.40263, 894.4443, 875.6335, 390.33, 1040.706, 553.2593, 777.2335, 998.5125, 1209.635, 220.1251, 1151.12, 127.0262, 1033.445, 547.7552, 1230.639, 1231.335, 581.4612, 869.3923, 1547.433, 610.6118, 2017.068, 900.2606, 674.2827, 561.3118, 129.6795, 1.429962, 1074.383, 1137.121, 430.6218, 621.1677, 1786.377, 1419.662, 2.46788, 1485.843, 510.5685, 775.2544, 359.274, 1506.837, 968.47, 2459.611, 1296.658, 13.7161, 289.4883, 1202.595, 1096.762
280.8, 3.044299, 903.6838, 440.2718, 1166.858, 2290.212, 731.7677, 1909.86, 256.9174, 856.0925, 834.9717, 372.2273, 1064.022, 528.8319, 738.8397, 950.5793, 1217.966, 209.5206, 1098.301, 120.3668, 1188.99, 522.176, 1183.99, 1170.973, 552.318, 829.3696, 1519.184, 580.4005, 1999.861, 909.7052, 781.0996, 535.6697, 124.2065, 1.366416, 1028.115, 1077.917, 412.9968, 588.8847, 1768.481, 1446.648, 2.362674, 1422.004, 487.39, 749.3388, 343.5738, 1524.31, 925.4919, 2466.93, 1292.705, 13.15751, 275.9095, 1142.59, 1107.785
280.9, 2.890927, 925.6822, 418.9078, 1105.379, 2329.256, 788.0712, 1847.467, 243.0022, 843.015, 892.6, 354.9641, 1018.807, 505.4831, 702.3424, 904.9471, 1160.711, 199.427, 1136.757, 114.0565, 1151.017, 577.5887, 1131.961, 1113.57, 524.6355, 791.1893, 1452.578, 551.684, 1908.961, 871.1663, 746.7411, 511.199, 118.9644, 1.305694, 1054.548, 1123.772, 438.4682, 558.2795, 1706.283, 1432.356, 2.261953, 1360.907, 465.2638, 735.2742, 328.5598, 1584.635, 906.7474, 2360.449, 1228.4, 12.62167, 262.9677, 1085.58, 1050.843
281, 2.745282, 885.4883, 398.5804, 1047.14, 2321.837, 751.789, 1754.2, 229.8407, 929.9644, 979.5873, 338.5016, 975.5126, 483.1651, 667.6481, 931.1024, 1178.866, 189.8197, 1234.132, 108.077, 1096.719, 556.5895, 1160.261, 1162.661, 551.3585, 754.7666, 1431.349, 524.3883, 1943.797, 918.9246, 713.894, 487.8462, 113.9436, 1.24767, 1072.376, 1065.263, 420.5221, 529.265, 1698.444, 1426.694, 2.165526, 1302.436, 444.1421, 765.8113, 314.2018, 1529.073, 969.71, 2378.877, 1167.293, 12.10765, 250.6329, 1031.414, 1108.226
281.1, 2.606974, 847.0397, 379.2394, 1064.026, 2322.999, 717.1772, 1665.641, 217.3921, 987.5899, 934.0982, 322.8026, 934.0585, 461.8325, 634.6675, 886.4052, 1199.13, 180.6752, 1249.456, 102.411, 1103.587, 530.5978, 1133.04, 1105.665, 534.0658, 866.387, 1463.231, 498.4431, 1855.445, 879.995, 682.4917, 630.4912, 109.1347, 1.192225, 1075.757, 1009.8, 403.3104, 531.0042, 1697.987, 1421.223, 2.07321, 1304.651, 423.9792, 739.8159, 300.4713, 1554.807, 926.6768, 2315.152, 1231.969, 11.61456, 238.8768, 979.9504, 1196.088
281.2, 2.475635, 810.2606, 360.837, 1051.59, 2252.738, 684.1589, 1581.553, 205.6177, 955.8759, 890.7215, 497.3429, 930.0214, 441.4418, 603.3162, 865.2264, 1142.76, 171.9713, 1293.865, 97.04201, 1051.526, 528.1766, 1136.254, 1051.463, 573.0355, 826.5026, 1436.657, 473.7816, 1771.108, 891.8605, 652.4707, 601.6888, 104.5288, 1.139244, 1090.32, 957.2254, 542.9041, 503.4072, 1624.755, 1361.727, 1.984829, 1309.872, 404.7317, 788.4459, 287.3408, 1552.725, 885.5533, 2276.425, 1170.685, 11.14156, 227.672, 1050.687, 1161.95
