 , C000, C001, C002, C003, C004, C006, C007, C008, C009, C010, C012, C013, C016, C017, C018, C023, C025, C026, C028, C032, C034, C037, C041, C042, C044, C047, C048, C054, C055, C056, C057, C059, C061, C068, C069, C071, C072, C073, C075, C076, C079, C080, C081, C083, C085, C086, C088, C089, C092, C094, C098, C099, C100, C101, C102, C110, C112, C117, C118, C121, C123, C125, C126, C128, C131, C142
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
99.2, 739.0922, 292.7756, 351.8125, 1103.97, 795.8766, 241.6192, 282.5978, 612.9232, 310.9052, 1172.792, 1082.424, 0.002954277, 529.3846, 1397.469, 227.2462, 976.7073, 689.1003, 608.9692, 690.1361, 1201.72, 260.0878, 295.7778, 304.3185, 887.0061, 1175.24, 117.4136, 973.6547, 891.6346, 716.8373, 1182.819, 266.6156, 1306.977, 275.8076, 375.7772, 415.198, 532.304, 461.4834, 905.9301, 561.3262, 2280.776, 1035.881, 1455.348, 829.0627, 623.7134, 690.3658, 1961.324, 1080.503, 0.0005812605, 2497.432, 1040.511, 2374.016, 2283.073, 3285.417, 545.5163, 1357.436, 1015.647, 2235.546, 1861.471, 1104.333, 1512.691, 2403.961, 851.0754, 726.4516, 1083.183, 1796.753, 774.7307
99.3, 707.1906, 279.2711, 345.4246, 1115.235, 761.4371, 228.8706, 270.5367, 585.5671, 297.2608, 1176.322, 1034.668, 0.002828697, 506.9222, 1325.83, 296.9384, 935.5244, 759.7178, 581.0279, 658.1369, 1288.726, 304.3241, 281.1762, 289.0925, 846.4675, 1125.972, 111.9993, 983.7706, 853.7255, 769.3463, 1130.056, 255.7501, 1251.659, 264.435, 464.1393, 396.8714, 504.5568, 441.8656, 869.3083, 537.4486, 2168.769, 988.5016, 1431.481, 793.8767, 673.116, 661.5406, 2062.27, 1035.91, 0.0005543557, 2600.524, 992.9008, 2273.356, 2186.99, 3299.541, 521.3526, 1297.447, 1039.597, 2144.603, 1843.664, 1056.84, 1450.47, 2407.542, 859.4444, 872.2794, 1153.434, 1732.301, 735.8926
99.40000000000001, 676.6661, 266.3895, 331.0249, 1063.358, 747.1458, 226.8454, 258.9904, 559.4319, 311.8692, 1126.416, 989.0178, 0.002708454, 523.9851, 1373.312, 283.4784, 896.0779, 726.9214, 554.3687, 627.6214, 1224.18, 326.2402, 267.2954, 274.6284, 807.7817, 1078.769, 106.8346, 942.1335, 817.4281, 737.0022, 1079.645, 245.3273, 1253.256, 253.5314, 449.9731, 379.3537, 478.256, 423.0818, 834.1669, 514.5867, 2188.97, 1025.348, 1365.749, 760.184, 701.0062, 633.9189, 1974.17, 993.1581, 0.0005286962, 2515.386, 947.4694, 2354.052, 2258.498, 3204.805, 498.2592, 1240.109, 1056.356, 2108.725, 1803.352, 1011.39, 1444.477, 2303.365, 1092.092, 833.0359, 1192.241, 1768.147, 699.0016
99.5, 647.459, 254.1021, 317.2255, 1013.894, 714.815, 312.2816, 247.9369, 534.4633, 298.1824, 1078.628, 996.5411, 0.002593323, 501.7518, 1302.912, 270.6285, 858.2948, 761.7368, 608.2064, 634.1248, 1162.866, 310.165, 254.0999, 260.888, 770.8639, 1033.546, 101.9081, 902.2587, 782.674, 706.0179, 1031.484, 235.3294, 1262.401, 243.0774, 431.8744, 362.6092, 502.6004, 405.0964, 800.4461, 492.6974, 2159.695, 978.45, 1303.036, 727.9213, 749.5062, 607.4506, 2022.378, 952.1703, 0.0005042243, 2479.319, 1080.641, 2254.238, 2163.449, 3261.64, 476.1888, 1327.694, 1009.435, 2057.148, 1796.423, 1167.425, 1385.061, 2381.303, 1047.16, 795.558, 1140.603, 1737.886, 663.96
99.59999999999999, 619.5127, 242.3815, 317.6334, 1072.571, 748.3887, 371.6163, 237.3551, 510.6091, 285.0963, 1144.722, 952.5734, 0.002483085, 480.4618, 1236.12, 276.233, 822.1047, 728.8533, 580.3001, 768.8661, 1162.846, 294.8819, 296.1481, 328.559, 735.6334, 990.2176, 97.20882, 864.0716, 749.3974, 676.3363, 985.471, 225.7388, 1318.435, 233.0545, 414.5036, 346.6039, 476.4015, 387.8757, 806.8009, 471.7391, 2154.182, 960.8822, 1243.203, 781.0535, 786.2234, 582.0875, 1935.983, 912.8742, 0.0004808852, 2448.83, 1031.195, 2191.56, 2128.152, 3253.446, 455.096, 1269.02, 1054.083, 2024.635, 1751.556, 1117.219, 1328.09, 2369.816, 1004.076, 759.7662, 1179.266, 1729.759, 630.675
99.7, 592.7726, 231.2014, 304.3922, 1143.111, 780.0269, 421.4403, 227.2249, 487.8195, 272.5844, 1096.157, 910.5457, 0.002377534, 460.0752, 1281.779, 368.6031, 853.6959, 767.8293, 605.6971, 733.2164, 1104.605, 280.3519, 281.5282, 312.1202, 702.0129, 989.1707, 92.7262, 989.671, 717.5356, 647.9025, 1009.599, 216.5392, 1262.632, 223.4448, 397.8315, 331.305, 534.9002, 371.387, 774.1863, 451.6724, 2102.073, 958.1129, 1295.335, 747.905, 850.8956, 557.7833, 1968.683, 875.1998, 0.0004586265, 2517.473, 984.0117, 2098.636, 2082.19, 3197.186, 434.9375, 1357.672, 1007.263, 2169.917, 1742.844, 1103.623, 1273.462, 2407.643, 962.7654, 802.0164, 1170.693, 1813.756, 711.2325
99.8, 567.1866, 220.5371, 291.7031, 1089.937, 896.0453, 399.2037, 217.5271, 466.0471, 260.6217, 1049.653, 870.3721, 0.002276469, 440.5537, 1259.104, 351.8945, 862.7313, 734.6827, 640.5002, 795.825, 1158.491, 266.5378, 287.8615, 296.504, 669.9291, 947.7029, 88.45029, 1022.174, 687.0286, 620.6641, 1043.038, 207.7144, 1385.245, 235.2333, 426.7385, 316.6813, 507.0176, 355.5992, 742.8902, 432.4593, 2106.11, 976.4046, 1274.653, 716.1634, 899.1539, 621.7412, 1939.069, 839.0803, 0.0004373979, 2437.495, 1017.255, 2259.572, 2072.518, 3240.952, 415.6719, 1351.638, 962.5228, 2105.621, 1667.275, 1167.845, 1221.08, 2382.877, 923.1541, 846.0837, 1119.988, 1734.521, 675.5778
99.90000000000001, 542.7051, 210.3646, 279.5428, 1098.324, 857.2714, 471.1214, 457.7918, 445.2464, 249.184, 1005.121, 879.1194, 0.002179701, 421.8604, 1194.558, 335.9434, 826.3542, 702.9671, 611.1122, 758.9253, 1100.468, 323.311, 296.607, 353.8045, 639.3115, 918.492, 112.6159, 1081.733, 657.8185, 594.5707, 996.5099, 199.2493, 1326.614, 225.5338, 409.5743, 392.7198, 480.5885, 340.4826, 712.8592, 414.0634, 2187.19, 931.7454, 1216.123, 738.0529, 860.1907, 595.7814, 1856.232, 804.4514, 0.000417152, 2451.614, 970.7089, 2163.763, 2111.097, 3338.833, 535.4965, 1291.906, 1030.885, 2019.964, 1688.844, 1117.621, 1281.117, 2531.89, 885.1724, 899.6645, 1213.292, 1658.746, 641.7104
100, 519.2802, 200.6614, 267.8896, 1082.855, 820.1752, 446.2635, 438.2536, 482.776, 318.2795, 962.4791, 873.2271, 0.002087046, 403.9604, 1255.223, 320.7153, 906.0786, 727.0705, 583.0726, 723.7366, 1117.774, 388.4861, 281.9644, 336.1027, 610.0933, 926.5168, 107.4228, 1086.826, 850.8643, 569.5744, 967.1371, 191.1292, 1357.478, 216.2343, 393.1005, 375.3853, 455.537, 326.0086, 879.4857, 396.4501, 2223.601, 1049.808, 1256.482, 706.7294, 822.9158, 594.027, 1929.538, 856.2405, 0.0003978433, 2380.829, 1014.172, 2231.223, 2223.806, 3388.034, 511.7766, 1321.28, 985.0951, 1967.536, 1745.988, 1204.977, 1297.273, 2598.993, 848.7535, 1115.846, 1160.742, 1794.245, 693.1558
100.1, 677.7064, 202.849, 269.3921, 1072.871, 784.6843, 464.7173, 419.5492, 498.8352, 404.2513, 1141.295, 969.2855, 0.00199833, 386.8199, 1218.811, 306.1775, 967.0029, 877.0217, 622.6749, 690.1794, 1104.504, 646.2606, 268.0448, 406.418, 582.2103, 887.6757, 102.4692, 1040.827, 905.3276, 545.629, 1068.236, 214.5375, 1422.459, 279.4449, 434.6605, 584.2059, 510.2888, 312.1499, 998.8262, 379.586, 2227.623, 1079.296, 1312.607, 676.7353, 787.2562, 710.4657, 1989.787, 951.9134, 0.0003794283, 2402.195, 1088.303, 2428.559, 2253.6, 3412.165, 553.2397, 1332.442, 1155.774, 2090.705, 1780.498, 1250.435, 1243.913, 2644.168, 813.833, 1224.64, 1245.682, 1715.862, 716.7374
100.2, 672.0811, 193.4925, 258.1619, 1022.964, 911.8477, 440.1972, 401.6432, 476.5712, 386.5102, 1092.875, 958.2241, 0.001913385, 370.4066, 1209.499, 292.2987, 977.8499, 950.7945, 600.8958, 658.1782, 1049.185, 824.567, 254.8123, 386.0837, 555.6017, 850.4628, 139.6378, 996.7752, 866.8362, 522.6902, 1068.388, 266.037, 1467.948, 267.9225, 457.4362, 558.4194, 483.6891, 365.1007, 958.4491, 363.4393, 2302.71, 1249.929, 1252.334, 709.184, 975.4345, 680.8013, 2063.351, 1018.856, 0.0003618656, 2392.605, 1038.507, 2407.786, 2350.66, 3405.067, 528.7339, 1336.62, 1349.922, 2176.119, 1804.374, 1196.659, 1192.747, 2620.253, 780.3492, 1282.162, 1358.071, 1671.57, 771.1918
100.3, 789.1873, 184.5675, 258.6478, 975.3793, 937.7458, 451.8718, 384.5013, 455.3008, 369.5477, 1046.51, 935.3226, 0.00183205, 354.6898, 1158.623, 279.049, 1075.029, 909.7495, 612.9811, 641.3646, 996.6359, 822.8453, 242.233, 366.7668, 530.2092, 814.81, 133.1986, 954.5878, 829.9814, 500.7158, 1020.729, 302.6415, 1445.926, 344.8688, 439.0373, 683.32, 458.476, 349.5801, 919.7042, 347.9794, 2189.625, 1192.759, 1296.478, 679.0858, 933.1658, 652.3754, 2135.33, 976.8073, 0.0003451159, 2388.768, 990.9885, 2305.693, 2327.553, 3489.415, 505.3136, 1400.468, 1434.37, 2087.594, 1781.134, 1226.511, 1143.686, 2573.392, 748.2431, 1245.243, 1328.636, 1697.068, 732.5312
100.4, 755.1235, 176.0542, 247.8656, 972.342, 911.2106, 465.3298, 368.0911, 517.229, 353.3296, 1002.112, 952.7211, 0.001754173, 339.6399, 1099.228, 278.1453, 1029.7, 870.4764, 584.8558, 667.147, 946.7191, 796.3235, 230.2747, 348.4164, 505.9772, 780.6518, 127.0564, 1012.83, 794.6935, 479.6652, 975.1953, 290.3077, 1501.102, 330.6487, 435.0178, 653.1586, 434.5772, 357.7127, 882.5256, 333.1772, 2237.371, 1138.204, 1285.263, 650.2649, 993.0644, 625.1365, 2044.11, 957.027, 0.0003291415, 2441.507, 945.6446, 2332.438, 2229.598, 3531.119, 482.9307, 1338.577, 1671.182, 2002.671, 1727.33, 1173.765, 1096.643, 2648.736, 717.4579, 1298.875, 1370.383, 1726.02, 755.788
100.5, 722.53, 167.9335, 268.225, 927.1119, 871.7804, 515.9276, 352.3812, 504.593, 386.8884, 959.5974, 952.7747, 0.001679607, 325.2285, 1153.814, 277.2266, 986.2826, 832.8987, 558.0209, 636.2137, 899.3024, 796.9769, 218.9068, 330.9842, 482.8527, 747.9255, 121.1974, 969.9631, 760.906, 459.4996, 975.873, 278.4767, 1568.375, 317.0148, 417.5206, 708.1556, 411.9242, 342.5062, 846.85, 319.0045, 2193.172, 1086.144, 1288.496, 655.6766, 950.0317, 639.0598, 1977.664, 917.5305, 0.0003139065, 2405.983, 1005.18, 2322.536, 2269.714, 3412.684, 505.1874, 1279.422, 1661.103, 2054.167, 1748.671, 1272.78, 1095.674, 2717.958, 687.9393, 1376.993, 1311.029, 1738.193, 717.8997
100.6, 691.3433, 160.1875, 257.0435, 941.2962, 860.6071, 569.528, 337.3418, 482.072, 369.9093, 1008.139, 997.1802, 0.00160821, 311.4287, 1110.768, 293.0484, 961.7817, 841.0427, 547.0807, 606.7147, 854.2606, 883.5043, 208.1, 314.4241, 547.5845, 716.5712, 115.6086, 1089.389, 824.9051, 440.1818, 1026.692, 267.1277, 1546.192, 311.101, 400.7272, 823.0496, 390.452, 328.7823, 812.6165, 305.4348, 2085.466, 1036.466, 1229.33, 719.0929, 993.1705, 740.9118, 2040.767, 996.0488, 0.0002993766, 2401.776, 1025.326, 2414.585, 2237.726, 3423.577, 515.927, 1378.475, 1774.829, 2003.22, 1781.794, 1218.044, 1050.606, 2600.349, 659.6353, 1315.042, 1254.246, 1749.209, 775.0288
100.7, 820.6691, 152.7987, 246.3282, 897.5102, 871.9516, 539.4778, 322.9443, 475.0857, 457.7242, 1038.835, 1102.85, 0.001539848, 298.2144, 1053.826, 279.7647, 1096.565, 833.462, 604.9614, 578.5835, 957.9238, 1010.823, 279.5957, 298.6925, 571.4051, 686.5314, 135.3747, 1043.282, 913.6238, 421.6762, 1064.884, 256.2413, 1615.128, 298.2732, 438.6264, 876.912, 461.0309, 314.8057, 862.7585, 292.4423, 1983.05, 989.0594, 1384.826, 688.5741, 966.0397, 709.9761, 2134.03, 1180.581, 0.0002855193, 2394.685, 1002.678, 2605.471, 2393.111, 3442.96, 549.9862, 1405.398, 1695.995, 2066.357, 1772.419, 1355.858, 1047.531, 2487.829, 632.4957, 1517.221, 1439.739, 1688.678, 824.1613
100.8, 1029.409, 145.7507, 236.0595, 1052.459, 866.6371, 522.0964, 309.1612, 494.9698, 437.6364, 1105.361, 1343.365, 0.001474392, 285.5608, 999.8029, 267.0832, 1072.457, 866.2947, 597.8123, 587.1566, 1058.56, 1373.964, 290.3368, 283.7481, 691.0439, 657.7509, 162.3602, 999.1259, 1004.442, 403.9485, 1044.276, 393.2578, 1546.768, 290.9335, 420.9841, 964.9261, 669.6214, 301.4232, 931.0588, 364.6563, 2189.078, 1077.661, 1485.778, 705.0844, 1007.751, 680.3322, 2284.615, 1239.544, 0.0002723035, 2426.115, 1103.053, 2754.846, 2412.177, 3397.098, 590.5524, 1343.29, 1807.022, 2248.51, 1738.428, 1428.199, 1067.584, 2434.738, 606.4727, 1543.781, 1425.98, 1683.101, 807.1865
100.9, 1057.179, 139.0279, 226.2189, 1038.404, 829.1356, 494.5489, 295.9664, 549.9185, 418.4301, 1157.689, 1329.265, 85.64692, 273.4441, 1035.106, 254.9765, 1175.507, 914.9094, 701.9152, 559.9321, 1005.542, 1581.593, 276.0038, 388.3136, 770.4612, 630.1768, 228.2745, 1010.378, 1137.355, 386.9661, 997.6926, 433.9921, 1554.393, 310.2553, 421.1998, 1178.864, 634.7163, 372.5572, 1084.741, 385.5663, 2081.573, 1157.435, 1550.906, 743.255, 964.0823, 651.9259, 2187.017, 1258.356, 0.0002596993, 2346.6, 1178.724, 2704.713, 2310.661, 3341.787, 564.3938, 1337.345, 1824.055, 2314.77, 1914.16, 1366.779, 1050.985, 2511.09, 581.5204, 1671.232, 1571.632, 1628.67, 766.7214
101, 1117.959, 132.6151, 216.7885, 990.1006, 813.2913, 627.4318, 283.3348, 525.3745, 491.7482, 1108.574, 1525.332, 82.00623, 261.8416, 1042.555, 243.4186, 1181.86, 875.4135, 818.6984, 533.97, 1000.119, 1596.617, 262.3783, 488.0276, 830.2249, 700.2242, 288.3373, 1043.793, 1168.694, 370.6977, 1009.582, 486.2537, 1488.603, 297.4623, 469.4478, 1126.829, 713.9958, 356.7197, 1040.891, 369.1652, 2200.791, 1104.495, 1617.458, 898.5123, 1049.749, 624.7057, 2233.299, 1268.64, 0.0002476786, 2364.718, 1124.79, 2673.811, 2358.366, 3370.427, 539.3939, 1468.582, 1855.089, 2285.893, 1994.355, 1492.794, 1162.508, 2402.432, 557.5948, 1596.044, 1503.562, 1808.673, 923.1256
101.1, 1268.701, 126.4981, 207.7513, 1059.183, 829.6721, 594.3264, 271.2422, 591.9041, 470.1671, 1176.817, 1878.282, 92.2684, 250.7313, 989.1096, 266.3788, 1240.189, 943.0839, 844.6815, 509.2117, 1169.307, 1590.816, 249.4255, 463.6102, 792.2813, 670.8697, 312.9426, 1074.102, 1119.005, 355.1132, 964.5463, 480.174, 1686.256, 529.7712, 450.5658, 1341.208, 676.7776, 341.5555, 1088.696, 569.2647, 2199.331, 1187.302, 1721.947, 882.7355, 1172.306, 598.6221, 2137.893, 1328.874, 0.0002362143, 2351.768, 1073.324, 2661.874, 2368.743, 3500.792, 748.9546, 1430.008, 1855.191, 2422.467, 1907.881, 1593.728, 1187.119, 2390.143, 534.6535, 1586.148, 1438.44, 1729.659, 1063.119
101.2, 1416.081, 120.6633, 216.1141, 1017.904, 845.9038, 598.5533, 259.6658, 831.7714, 449.5332, 1366.131, 2329.177, 264.5671, 240.0925, 938.4044, 254.304, 1318.847, 1052.61, 805.925, 517.629, 1243.668, 1770.602, 237.1122, 440.4145, 871.9367, 642.7457, 332.9824, 1111.056, 1383.732, 480.2882, 1096.293, 619.2037, 1614.885, 750.351, 432.4432, 1553.4, 641.4995, 327.0358, 1044.686, 545.0495, 2257.862, 1431.832, 1751.878, 959.6448, 1218.342, 573.6276, 2225.432, 1416.768, 0.0002252806, 2388.016, 1024.213, 2829.187, 2426.803, 3357.034, 715.7796, 1394.003, 2033.367, 2606.076, 1935.805, 1598.99, 1223.131, 2454.907, 512.6561, 1514.787, 1466.47, 1739.854, 1009.824
101.3, 1586.685, 115.0976, 207.105, 970.5542, 809.2996, 566.9717, 248.5835, 794.6477, 429.8049, 1387.761, 2982.914, 323.7624, 229.905, 890.2985, 242.7766, 1278.181, 1142.144, 768.9468, 574.6965, 1264.228, 1781.017, 225.4067, 418.3793, 1024.531, 615.8007, 317.6275, 1171.628, 1324.901, 460.0965, 1278.498, 593.9689, 1618.626, 758.1713, 415.0496, 1484.834, 780.6829, 313.1335, 1002.455, 521.8643, 2172.69, 1470.15, 1867.01, 975.7103, 1433.452, 549.6766, 2284.077, 1432.65, 0.000214853, 2443.923, 977.3484, 2846.728, 2456.523, 3219.179, 684.0741, 1440.298, 1943.05, 2621.667, 1851.869, 1530.224, 1335.665, 2450.008, 767.1235, 1446.638, 1655.509, 1842.853, 959.2002
101.4, 1640.974, 109.7886, 198.4714, 925.4072, 830.365, 537.0563, 237.9741, 759.1809, 410.9423, 1417.649, 3466.636, 386.0878, 220.1499, 844.6586, 231.7717, 1272.667, 1167.187, 733.6653, 578.994, 1296.923, 1693.259, 214.2791, 397.4466, 977.7076, 589.9854, 302.9806, 1200.184, 1268.571, 497.2036, 1221.466, 569.7626, 1550.117, 726.9092, 398.3556, 1593.497, 847.0096, 299.8221, 961.9312, 612.0834, 2190.412, 1599.131, 1853.23, 1065.619, 1371.336, 526.7257, 2186.502, 1453.875, 0.0002049081, 2413.597, 991.5718, 2726.024, 2467.956, 3363.981, 653.773, 1573.485, 1856.744, 2628.647, 1805.025, 1464.416, 1384.249, 2402.215, 845.1631, 1557.717, 1583.806, 1814.416, 911.1146
101.5, 1570.145, 104.7246, 190.1978, 902.3018, 794.4331, 571.8176, 227.8175, 725.2971, 392.9076, 1382.973, 3630.15, 369.676, 210.8086, 825.5765, 221.2656, 1219.005, 1116.8, 700.0026, 612.1249, 1332.986, 1609.825, 280.4396, 377.5612, 1114.743, 733.8999, 331.4273, 1149.387, 1214.635, 483.2134, 1166.979, 546.5427, 1529.123, 696.9362, 382.333, 1523.161, 802.8578, 287.0765, 923.0456, 636.3092, 2082.842, 1525.989, 1768.133, 1095.53, 1311.911, 504.7331, 2255.536, 1393.874, 0.0001954235, 2412.721, 1083.381, 2717.415, 2364.092, 3249.915, 624.8141, 1518.142, 1897.159, 2521.713, 1796.666, 1497.2, 1387.86, 2544.794, 856.2162, 1544.634, 1515.209, 1735.151, 984.1027
101.6, 1626.73, 99.89406, 182.269, 1014.574, 819.455, 681.9938, 218.0944, 692.9255, 375.6643, 1385.65, 3576.102, 353.9617, 201.8638, 811.1524, 249.0746, 1223.995, 1068.589, 667.8844, 583.7429, 1266.223, 1530.502, 353.2409, 358.6707, 1063.797, 945.0024, 316.1441, 1144.395, 1162.993, 470.6136, 1173.93, 524.2692, 1601.506, 668.199, 366.9549, 1500.142, 761.0076, 274.8728, 885.7319, 609.2421, 2137.453, 1456.193, 1686.943, 1049.035, 1255.062, 483.6587, 2159.18, 1402.15, 0.0001863779, 2374.429, 1033.81, 2676.695, 2303.545, 3320.588, 597.1379, 1554.047, 1812.892, 2419.129, 1718.763, 1559.114, 1494.605, 2434.677, 820.9887, 1559.906, 1449.582, 1659.349, 1066.454
101.7, 1623.221, 95.28637, 174.6707, 1005.166, 804.1812, 646.0095, 208.7863, 661.9987, 359.1778, 1326.864, 3418.323, 338.9155, 193.2984, 852.5285, 250.5754, 1172.385, 1022.459, 637.2399, 556.6768, 1202.804, 1455.088, 339.7479, 340.7254, 1054.99, 939.97, 301.5657, 1176.042, 1113.547, 504.5887, 1177.842, 502.9033, 1533.722, 640.6469, 352.1953, 1433.927, 721.3388, 269.0354, 849.9266, 583.3263, 2138.157, 1389.589, 1734.788, 1109.962, 1200.676, 463.4643, 2163.993, 1344.283, 0.000177751, 2308.04, 986.5063, 2652.2, 2317.507, 3184.23, 651.127, 1485.37, 1732.367, 2369.777, 1838.993, 1621.032, 1433.127, 2329.326, 851.5368, 1489.727, 1386.798, 1679.105, 1012.992
101.8, 1592.052, 90.89121, 215.5469, 958.4086, 769.3823, 666.9008, 199.8754, 632.4523, 343.4148, 1307.922, 3455.624, 324.5088, 185.0966, 853.1933, 239.217, 1122.951, 978.3201, 608.0015, 530.8656, 1142.561, 1419.543, 322.9756, 323.6779, 1006.774, 997.0563, 324.8116, 1126.267, 1066.203, 483.3754, 1125.3, 482.4082, 1468.806, 614.2307, 338.0294, 1370.634, 683.7379, 257.5987, 815.5687, 558.5129, 2033.153, 1326.031, 1695.248, 1062.854, 1148.647, 444.113, 2097.072, 1288.804, 0.0001695234, 2282.768, 941.3674, 2681.5, 2258.496, 3234.373, 782.3363, 1564.538, 1705.16, 2273.375, 1860.053, 1551.319, 1441.241, 2228.533, 872.515, 1422.705, 1326.734, 1666.606, 962.2096
101.9, 1596.393, 103.6786, 206.5614, 1012.057, 790.8882, 663.3391, 191.3449, 604.2245, 328.3436, 1252.434, 3389.375, 317.5814, 177.2427, 809.4556, 228.3734, 1075.602, 936.0869, 630.4351, 506.2512, 1085.336, 1400.975, 369.7468, 307.4834, 1105.094, 955.2581, 309.8335, 1194.211, 1020.872, 463.0538, 1075.102, 462.7483, 1406.639, 588.9038, 324.4333, 1310.135, 648.0969, 246.6481, 782.5997, 534.755, 1933.306, 1265.38, 1617.405, 1017.746, 1098.872, 425.5698, 2145.396, 1235.615, 0.0001616767, 2290.228, 996.8168, 2567.802, 2321.027, 3220.682, 747.6827, 1495.397, 1743.904, 2180.893, 1779.402, 1531.715, 1381.959, 2132.102, 836.6168, 1358.698, 1402.037, 1654.598, 913.9731
102, 1527.488, 156.8239, 210.4178, 972.1095, 873.9655, 668.4294, 183.1784, 577.2567, 313.9338, 1224.12, 3343.294, 304.0816, 169.722, 847.7006, 308.3834, 1030.249, 895.6768, 623.2239, 629.8611, 1030.976, 1331.943, 373.1939, 292.0992, 1054.588, 915.212, 295.546, 1143.668, 977.4678, 491.1876, 1027.143, 443.8896, 1347.102, 564.6212, 311.384, 1252.306, 614.3137, 236.163, 832.5422, 512.0078, 1964.073, 1318.241, 1543.136, 974.552, 1088.485, 407.8008, 2083.135, 1218.761, 0.0001541931, 2283.558, 951.2061, 2581.458, 2252.319, 3124.951, 714.564, 1595.569, 1666.443, 2092.174, 1797.979, 1632.023, 1366.51, 2039.844, 895.199, 1437.062, 1341.313, 1677.483, 868.1547
102.1, 1517.804, 149.5903, 201.6461, 1015.877, 868.979, 685.3035, 175.3605, 551.4925, 300.1564, 1309.112, 3236.245, 297.8984, 162.5205, 804.2445, 336.9485, 1016.636, 857.0112, 594.6285, 600.6567, 979.3395, 1266.312, 354.7705, 277.4846, 1006.391, 912.1167, 281.9174, 1126.23, 935.9094, 509.009, 981.324, 425.7996, 1290.086, 541.3399, 298.8596, 1287.888, 582.2916, 252.219, 798.8871, 490.2281, 1867.618, 1257.947, 1472.278, 1009.507, 1088.886, 390.7737, 2068.958, 1168.463, 0.000147056, 2241.545, 907.6824, 2542.469, 2248.184, 3157.46, 682.9124, 1575.388, 1703.296, 2007.064, 1794.44, 1624.731, 1358.36, 2108.054, 884.8937, 1470.009, 1357.383, 1604.2, 824.6333
102.2, 1452.291, 142.6903, 193.2401, 1006.521, 831.3762, 704.4889, 167.8762, 526.8782, 286.9837, 1253.573, 3217.215, 285.2353, 155.6246, 798.328, 321.6748, 995.9048, 820.0148, 781.5694, 586.7928, 1010.948, 1279.105, 362.383, 263.6013, 960.3961, 1024.938, 268.9173, 1078.563, 896.1178, 487.6098, 937.5485, 408.4467, 1235.482, 519.0186, 286.8389, 1231.042, 551.9387, 241.4971, 766.5925, 469.3749, 1970.368, 1275.026, 1404.673, 1038.337, 1041.701, 546.2559, 2075.149, 1120.24, 0.0001402492, 2213.348, 866.1503, 2460.197, 2240.908, 3027.801, 652.6627, 1563.373, 1671.284, 2054.455, 1740.328, 1629.973, 1333.187, 2148.882, 906.9073, 1403.874, 1445.109, 1588.32, 783.2936
102.3, 1422.655, 209.2737, 185.1846, 959.7007, 795.4006, 687.3962, 160.7114, 503.3625, 274.389, 1284.082, 3245.996, 273.1105, 149.0212, 903.7913, 307.0935, 953.9125, 784.6154, 884.4819, 559.5853, 1021.579, 1307.08, 344.4933, 250.4125, 916.5034, 981.9708, 256.5166, 1032.914, 858.018, 589.3048, 960.1159, 391.801, 1332.585, 497.6176, 275.3018, 1176.704, 523.168, 438.8535, 757.6387, 449.4087, 1982.867, 1216.708, 1400.714, 1053.846, 996.5607, 523.4478, 1986.499, 1108.58, 0.0001337574, 2235.425, 826.5184, 2538.462, 2146.6, 3114.078, 623.753, 1524.126, 1597.049, 2073.706, 1707.999, 1617.262, 1348.083, 2118.668, 1040.308, 1340.714, 1382.519, 1656.824, 744.0264
102.4, 1450.155, 232.8716, 177.4648, 925.2043, 862.0087, 716.7873, 153.8523, 551.1358, 262.3471, 1312.086, 3127.658, 304.328, 158.1807, 857.4598, 293.1732, 913.6907, 904.5571, 843.8993, 533.6392, 1013.176, 1273.637, 342.2149, 237.8837, 930.3618, 940.8049, 244.6878, 989.1974, 821.5381, 564.5299, 937.8354, 375.8337, 1276.183, 477.0991, 264.2286, 1124.765, 495.897, 420.1978, 739.9515, 430.2919, 1943.811, 1219.409, 1473.463, 1009.12, 1097.74, 501.592, 1978.482, 1099.655, 0.0001275662, 2210.743, 788.7, 2453.131, 2139.519, 3166.874, 596.1238, 1547.869, 1610.933, 1989.348, 1784.619, 1590.204, 1382.879, 2086.79, 997.5068, 1280.396, 1322.639, 1584.444, 706.7276
