 , C000, C001, C002, C003, C004, C006, C007, C008, C009, C010, C012, C013, C016, C017, C018, C023, C025, C026, C028, C032, C034, C037, C041, C042, C044, C047, C048, C054, C055, C056, C057, C059, C061, C068, C069, C071, C072, C073, C075, C076, C079, C080, C081, C083, C085, C086, C088, C089, C092, C094, C098, C099, C100, C101, C102, C110, C112, C117, C118, C121, C123, C125, C126, C128, C131, C142
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
3.7, 4024.397, 0, 4467.408, 1017.244, 4012.599, 658.5289, 2176.586, 533.2322, 3186.342, 4105.466, 1125.362, 2365.041, 1973.788, -1.144409e-05, 0, 379.7435, 2762.187, 845.0966, 607.9716, 1148.567, 1848.815, 1226.332, 0, 478.6465, 2367.12, 360.3112, 2236.946, 1032.32, 1718.412, 2876.078, 0, 172.8839, 601.5367, 0, 887.8033, 760.8154, 268.8717, 767.5752, 940.8093, 108.86, 671.1677, 713.2988, 1058.836, 1148.231, 78.83193, 0, 76.79012, 1332.379, 508.1258, 122.8611, -3.051758e-05, 709.7958, 970.8511, 571.0751, 1187.194, 0, 1327.539, 1086.77, 1536.845, 560.0383, 0, 2595.747, 335.8625, 161.8729, 0, 687.3181
3.8, 4218.667, 0, 4552.549, 998.5664, 3991.832, 623.7827, 2471.993, 509.4329, 3194.321, 4140.25, 1075.71, 2296.098, 1890.037, -1.144409e-05, 0, 363.7316, 2642.946, 806.321, 579.7821, 1322.611, 1886.152, 1184.124, 0, 456.7711, 2339.939, 343.6961, 2362.289, 988.4291, 1795.272, 2990.799, 0, 165.5665, 777.3014, 0, 1042.154, 721.1567, 257.4419, 736.5463, 900.7894, 103.514, 640.4695, 706.1436, 1111.804, 1098.475, 75.54043, 0, 73.62099, 1270.707, 486.4311, 117.2394, -2.288818e-05, 679.9241, 930.9837, 545.7793, 1239.306, 0, 1424.672, 1289.072, 1512.183, 688.5735, 0, 2553.69, 320.7522, 154.8619, 0, 652.8621
3.9, 4389.634, 0, 4581.205, 952.1164, 4060.505, 590.8699, 2604.312, 486.6959, 3165.917, 4228.259, 1137.926, 2283.15, 1809.841, -1.144409e-05, 0, 348.3948, 2528.852, 769.3246, 772.5664, 1552.058, 2133.279, 1136.441, 0, 435.8953, 2535.025, 327.8471, 2315.971, 946.4045, 1799.067, 3140.918, 0, 158.5589, 792.4499, 0, 996.1536, 683.5652, 246.498, 706.7718, 862.4718, 98.43047, 611.1754, 687.7345, 1178.592, 1082.523, 72.38635, 0, 70.58265, 1211.89, 465.6628, 111.875, -1.525879e-05, 651.3096, 927.4644, 521.604, 1184.537, 0, 1512.26, 1233.178, 1461.816, 660.2504, 0, 2682.428, 306.3217, 148.1545, 0, 620.1335
4, 4454.121, 0, 4938.876, 907.8271, 4225.417, 559.6936, 2567.86, 464.9736, 3302.879, 4379.961, 1267.405, 2186.098, 1739.353, -1.144409e-05, 0, 333.7047, 2419.683, 734.0258, 837.2303, 1474.323, 2028.163, 1097.381, 0, 415.9738, 2479.488, 363.6017, 2307.566, 906.1669, 1791.788, 3000.806, 0, 151.8478, 759.7744, 0, 952.184, 647.9332, 332.8765, 748.0991, 825.7842, 93.5966, 583.2212, 775.2208, 1128.571, 1052.09, 69.36397, 0, 67.66969, 1155.795, 500.1591, 106.756, -1.525879e-05, 623.8992, 889.3786, 498.4995, 1212.754, 0, 1450.741, 1179.708, 1460.662, 633.0924, 0, 2572.064, 292.5404, 141.7377, 0, 589.0457
4.1, 4365.91, 0, 4732.99, 887.6318, 4042.573, 602.4371, 2519.567, 444.2208, 3565.72, 4346.395, 1271.398, 2227.174, 1758.801, -1.144409e-05, 0, 319.6341, 2492.467, 700.3466, 968.2553, 1872.483, 2063.529, 1064.263, 0, 396.9626, 2604.969, 346.8348, 2367.294, 867.6398, 1835.007, 3043.451, 0, 145.4208, 819.8182, 0, 1004.976, 614.1587, 318.7258, 780.5488, 790.6572, 89.00012, 556.5455, 739.624, 1236.856, 1006.5, 66.46778, 0, 64.87696, 1167.169, 478.8046, 101.8712, -7.629395e-06, 597.6424, 997.576, 476.4184, 1159.16, 2.384186e-07, 1485.718, 1128.556, 1576.723, 741.5701, 0, 2668.54, 279.3792, 135.5988, 0, 559.5162
4.2, 4468.132, 0, 5075.939, 846.3422, 4198.898, 570.6505, 2598.103, 424.3943, 3619.69, 4352.28, 1306.483, 2132.501, 1684.172, -7.629395e-06, 0, 306.1567, 2384.869, 668.2126, 923.3607, 2038.683, 2022.59, 1011.723, 0, 487.2737, 2596.186, 396.1426, 2392.864, 830.7507, 2024.219, 2925.036, 0, 139.2658, 786.0142, 0, 960.6172, 582.1446, 305.1767, 763.1833, 757.0244, 445.2159, 531.09, 818.2723, 1184.363, 1154.469, 63.69252, 0, 62.19949, 1113.144, 540.2798, 97.21001, -1.525879e-05, 572.4906, 956.6111, 455.3154, 1292.205, 0, 1425.279, 1079.623, 1508.915, 765.8042, 0, 2558.747, 266.81, 129.7258, 0, 531.4672
4.3, 4613.246, 0, 5085.592, 849.2178, 4224.657, 540.541, 2620.641, 446.4792, 3570.893, 4485.931, 1248.84, 2059.394, 1658.918, -7.629395e-06, 0, 293.2476, 2316.87, 693.6835, 1014.656, 2015.943, 2311.329, 961.7778, 0, 520.3388, 2487.349, 417.1703, 2486.124, 795.4302, 2046.684, 2851.869, 0, 133.3714, 932.7581, 0, 918.2162, 551.7993, 389.9301, 732.332, 851.6189, 423.3516, 604.9487, 800.0717, 1221.771, 1159.263, 61.03313, 0, 59.63252, 1123.098, 547.8836, 92.76204, 253.219, 548.3973, 917.3284, 435.1472, 1340.838, 2.384186e-07, 1503.005, 1032.811, 1682.255, 808.0515, 0, 2453.472, 254.8064, 124.1071, 0, 504.8242
4.4, 4787.721, 0, 5120.953, 809.7149, 4076.38, 512.0203, 2508.793, 426.5519, 3714.244, 4422.462, 1193.741, 2024.618, 1588.528, -7.629395e-06, 0, 280.8828, 2237.222, 661.8553, 1037.81, 1914.974, 2337.126, 914.2979, 0, 496.5579, 2586.293, 397.9332, 2402.245, 761.6113, 1984.296, 2860.113, 0, 127.7264, 1076.836, 0, 877.6866, 523.0359, 373.3541, 702.7278, 853.2559, 484.6334, 577.2794, 847.2326, 1169.918, 1109.029, 58.48479, 0, 57.17149, 1147.142, 524.4916, 88.51759, 242.4823, 525.3181, 984.3724, 415.8723, 1281.583, 0, 1518.461, 988.0283, 1628.893, 793.6852, 0, 2576.79, 243.3427, 118.7319, 0, 479.5169
4.5, 4869.801, 0, 5087.725, 772.0496, 4120.612, 538.0144, 2401.72, 466.9935, 3767.84, 4543.412, 1305.398, 2344.768, 1521.125, -5.722046e-06, 0, 269.0394, 2238.467, 670.8762, 1106.4, 1931.956, 2495.763, 869.1619, 0, 473.8639, 2626.239, 379.5831, 2524.692, 729.2303, 1900.874, 3141.058, 0, 122.3203, 1129.618, 0, 838.946, 495.7718, 357.4827, 810.7209, 816.9603, 460.8333, 780.3174, 808.3291, 1185.201, 1060.971, 56.04285, 0, 230.8964, 1094.044, 502.0982, 84.46735, 232.2008, 503.2101, 978.765, 397.4512, 1539.468, 2.384186e-07, 1512.414, 945.1877, 1776.489, 901.3901, 0, 2639.014, 232.3948, 113.5894, 0, 611.4443
4.6, 5056.444, 0, 4875.633, 736.1365, 3942.303, 696.9474, 2385.375, 513.7591, 3698.192, 4824.188, 1247.804, 2322.314, 1540.136, -5.722046e-06, 0, 363.6836, 2407.012, 640.0944, 1192.313, 1884.027, 2386.65, 826.2542, 0, 452.207, 2584.306, 362.0793, 2417.837, 698.226, 1946.282, 3116.139, 0, 117.1431, 1287.2, 0, 801.9154, 469.9289, 342.286, 777.9479, 823.9182, 438.2021, 744.627, 771.2119, 1134.901, 1014.996, 53.70286, 0, 221.3673, 1108.016, 480.6609, 80.60245, 222.3552, 482.0325, 1106.708, 379.8461, 1496.612, 0, 1526.568, 904.2047, 1752.353, 864.3132, 0, 2530.437, 221.9395, 108.6696, 0, 580.792
4.7, 5110.145, 0, 5035.908, 701.8938, 4094.235, 660.1741, 2283.569, 501.9763, 3687.359, 4904.346, 1259.661, 2223.597, 1592.655, -3.814697e-06, 0, 375.1313, 2303.103, 610.725, 1137.029, 2049.177, 2339.957, 814.6851, 0, 485.5819, 2475.968, 345.3826, 2347.374, 668.5399, 2048.134, 2977.133, 0, 112.185, 1234.124, 0, 766.5193, 445.433, 327.7354, 746.4998, 788.8706, 485.9143, 710.5688, 735.7991, 1086.734, 1073.649, 51.46058, 0, 212.2314, 1056.73, 555.1863, 76.91438, 456.7073, 461.7461, 1061.262, 363.0208, 1606.719, 2.384186e-07, 1577.321, 864.9987, 1772.75, 958.9686, 0, 2426.326, 211.9545, 103.963, 0, 613.0109
4.8, 5179.209, 0, 5157.229, 717.732, 4128.829, 751.9199, 2186.108, 589.9192, 3716.77, 5052.097, 1331.718, 2129.076, 1525.077, 126.8263, 0, 430.2677, 2203.68, 582.7031, 1139.892, 1972.526, 2224.658, 789.9171, 0, 643.7818, 2682.334, 329.4559, 2367.502, 640.116, 1962.029, 3099.031, 0, 107.4367, 1183.237, 0, 732.6855, 422.2141, 313.8032, 825.5059, 755.3138, 462.0513, 678.0685, 702.0125, 1040.613, 1027.125, 49.31192, 0, 203.4726, 1036.395, 531.4824, 73.39507, 437.3424, 442.3135, 1017.681, 346.9408, 1632.739, 2.384186e-07, 1513.155, 827.4927, 1696.512, 919.5234, 0, 2326.499, 202.4188, 99.46014, 0, 652.9424
4.9, 5136.487, 0, 5060.359, 840.7372, 4119.91, 712.246, 2257.791, 602.8431, 3711.036, 5054.296, 1272.962, 2038.573, 1722.691, 377.1775, 0, 448.6654, 2214.086, 555.967, 1278.541, 2005.244, 2222.763, 750.9213, 0, 626.4034, 2569.886, 314.2635, 2460.465, 612.9005, 1968.471, 2977.906, 0, 102.8894, 1206.288, 0, 700.3452, 400.2055, 300.4633, 901.5063, 723.1845, 521.8387, 647.0547, 669.7772, 1060.071, 982.6158, 47.25298, 0, 195.0753, 1062.872, 508.7906, 70.03678, 418.7986, 423.6987, 975.8909, 331.573, 1577.806, 2.384186e-07, 1451.6, 791.6129, 1623.552, 998.6705, 0, 2230.779, 193.312, 95.15235, 0, 620.2098
5, 5011.416, 0, 4934.896, 979.4574, 4075.63, 749.5654, 2239.997, 575.9369, 3938.096, 4950.316, 1216.798, 2201.854, 1649.595, 470.6183, 0, 429.7474, 2143.073, 558.9169, 1219.26, 2024.075, 2209.001, 803.9364, 0, 617.164, 2631.711, 342.6436, 2594.416, 586.8421, 2202.249, 3021.224, 0, 98.53457, 1156.548, 0, 669.4324, 379.3442, 388.1787, 945.1025, 692.4219, 842.2151, 617.4594, 639.0222, 1039.515, 970.538, 45.28, 0, 187.0245, 1101.422, 645.778, 66.83215, 401.0412, 405.8674, 935.8165, 316.886, 1558.464, 2.384186e-07, 1392.548, 757.2889, 1654, 1133.087, 0, 2422.324, 184.615, 91.03114, 0, 589.118
5.1, 5046.87, 0, 4894.751, 979.0455, 4035.611, 766.5864, 2144.395, 550.2316, 4274.856, 4907.305, 1381.33, 2110.413, 1603.958, 482.5694, 0, 430.9101, 2347.399, 533.2722, 1319.843, 2034.908, 2173.724, 764.2486, 0, 665.1535, 2521.385, 370.799, 2595.815, 561.8917, 2192.054, 3043.223, 0, 94.36406, 1293.371, 0, 639.884, 359.5702, 371.6771, 991.5721, 662.9678, 800.8543, 589.2178, 609.6793, 1135.162, 928.4815, 43.38941, 0, 179.306, 1131.082, 618.2063, 63.77416, 384.0366, 388.7865, 897.3877, 302.8495, 1742.87, 2.384186e-07, 1454.961, 724.4531, 1702.282, 1250.958, 0, 2322.662, 176.3092, 87.08842, 0, 640.2558
5.2, 5129.969, 0, 4909.576, 1052.866, 4027.024, 726.1388, 2188.729, 525.6736, 4380.306, 4965.981, 1320.385, 2308.817, 1719.619, 495.3555, 0, 637.3684, 2419.395, 508.8041, 1258.646, 2002.733, 2231.017, 726.5201, 0, 868.8479, 2597.582, 353.7002, 2616.448, 538.002, 2099.898, 2932.641, 0, 90.37007, 1299.419, 0, 611.6399, 340.827, 355.877, 997.4371, 634.7667, 761.5248, 562.2678, 581.6838, 1086.985, 888.2474, 41.57775, 0, 171.906, 1123.089, 591.8117, 60.85609, 367.7531, 372.4244, 860.5369, 289.4348, 1718.253, 2.384186e-07, 1395.773, 693.0411, 1666.475, 1565.801, 0, 2227.1, 168.3772, 83.31647, 0, 608.1592
5.3, 4993.919, 0, 4704.911, 1062.236, 3889.338, 788.647, 2230.36, 502.2117, 4662.103, 5160.974, 1262.13, 2282.32, 1859.19, 652.2329, 43.63439, 610.4937, 2714.13, 485.4587, 1200.287, 2044.193, 2435.338, 763.0872, 0, 829.1392, 2562.922, 337.39, 2751.386, 515.1281, 2011.616, 3105.997, 0, 86.54513, 1451.519, 0, 783.0311, 323.0609, 391.2027, 957.1161, 607.7651, 724.1268, 759.3254, 554.9739, 1249.102, 849.7568, 39.84174, 0, 164.8115, 1117.693, 566.5441, 58.07154, 352.1599, 356.7509, 825.1994, 430.8629, 1642.32, 2.384186e-07, 1473.977, 662.9911, 1695.873, 1736.365, 0, 2312.367, 160.802, 79.70789, 0, 577.6716
5.4, 5131.346, 0, 4967.772, 1012.825, 4405.549, 780.4409, 2172.869, 479.7969, 4609.773, 5186.737, 1391.198, 2185.302, 1780.303, 618.7972, 41.65648, 730.2939, 2596.964, 463.1844, 1144.634, 2107.73, 2328.023, 742.3202, 0, 869.5683, 2714.839, 380.8235, 2809.775, 493.2266, 1995.852, 3091.983, 0, 82.88208, 1397.792, 0, 748.4685, 306.2208, 374.5725, 998.0921, 581.9122, 688.5652, 724.595, 529.4904, 1196.089, 872.6104, 38.17821, 0, 158.0097, 1065.958, 542.3553, 55.4144, 337.228, 341.7371, 791.313, 411.7778, 1741.86, 2.384186e-07, 1414.016, 634.244, 1622.941, 1728.545, 0, 2217.229, 153.5676, 76.25561, 0, 548.7123
5.5, 5150.181, 0, 5088.398, 1059.533, 4383.418, 739.2622, 2277.625, 458.3825, 4644.426, 5199.021, 1329.818, 2159.431, 1772.051, 587.0754, 39.76822, 747.4388, 2484.855, 453.973, 1091.561, 2140.318, 2369.927, 747.6049, 0, 829.8267, 2718.643, 459.2158, 2859.295, 472.2564, 2063.203, 2988.353, 0, 79.37407, 1379.166, 0, 715.4315, 290.2585, 358.6494, 1001.427, 557.1589, 654.7502, 691.4532, 505.1771, 1192.743, 886.1738, 36.58413, 0, 151.4886, 1125.665, 519.1992, 52.87884, 322.9292, 327.355, 758.8181, 393.5381, 1740.268, 1.192093e-07, 1520.74, 606.7434, 1735.135, 1657.445, 0, 2322.6, 146.6586, 72.95284, 0, 521.2048
5.6, 5269.105, 0, 4971.574, 1078.176, 4491.093, 745.8941, 2355.091, 437.924, 4662.708, 5247.41, 1271.146, 2422.029, 1709.48, 556.9799, 37.96555, 751.3876, 2572.95, 512.0878, 1040.949, 2201.593, 2514.833, 710.698, 0, 791.9014, 2805.798, 438.0399, 2833.431, 452.1777, 2217.59, 3053.01, 0, 76.01453, 1374.739, 0, 683.8527, 562.7993, 343.4031, 969.5771, 589.4484, 622.5958, 659.8271, 693.7018, 1284.343, 862.7166, 35.05662, 0, 145.2367, 1107.042, 497.0317, 50.4593, 309.2367, 313.5783, 727.6576, 509.5607, 1663.361, 1.192093e-07, 1577.517, 580.4352, 1740.818, 1655.213, 0, 2372.643, 140.0605, 69.79313, 0, 587.698
5.7, 5280.174, 0, 4888.618, 1028.023, 4393.945, 706.5382, 2398.084, 527.5144, 4826.183, 5318.625, 1292.873, 2331.428, 1976.014, 528.4272, 78.45818, 719.7054, 2602.716, 488.5917, 992.6843, 2091.325, 2609.697, 788.55, 0, 755.7094, 2734.372, 417.8404, 3018.484, 432.9527, 2360.06, 3224.483, 0, 72.7972, 1363.269, 0, 875.81, 533.4625, 328.8049, 930.3824, 614.4394, 592.0204, 711.8974, 717.1168, 1229.835, 889.847, 33.59289, 0, 139.2427, 1055.801, 475.8108, 48.15047, 296.1247, 300.3814, 697.7767, 486.9897, 1589.853, 1.192093e-07, 1626.577, 555.2678, 1665.953, 1606.529, 0, 2339.588, 133.7592, 66.77027, 0, 615.4495
5.8, 5328.498, 0, 4703.25, 1204.005, 4203.809, 669.2589, 2338.293, 503.9703, 4793.313, 5092.983, 1253.547, 2663.937, 1989.124, 501.3381, 74.90173, 767.0446, 3134.337, 527.9471, 967.1002, 1986.58, 2612.254, 772.6089, 0, 721.1714, 2669.692, 436.8051, 3079.331, 414.5451, 2383.511, 3372.264, 0, 69.71603, 1307.056, 0, 855.2977, 632.9091, 314.8273, 933.0632, 804.4774, 562.9467, 679.3363, 684.188, 1312.807, 851.2871, 32.19027, 0, 133.4962, 1006.931, 455.4958, 45.94728, 283.5688, 287.7398, 669.1229, 518.1287, 1519.593, 1.192093e-07, 1560.408, 807.6478, 1640.312, 1711.031, 0, 2516.254, 127.7414, 63.87833, 0, 584.5964
5.9, 5204.695, 0, 4813.414, 1147.999, 4021.9, 728.5281, 2266.662, 488.699, 4803.941, 5168.214, 1303.548, 2550.698, 1980.438, 475.6378, 71.50648, 734.7022, 2999.03, 503.7234, 922.2592, 2089.804, 2483.538, 734.4677, 0, 688.212, 2590.3, 489.8465, 3112.645, 396.9201, 2374.888, 3377.094, 0, 66.76528, 1253.162, 0, 958.1976, 599.9177, 301.4439, 895.3446, 770.2567, 535.3006, 648.2645, 652.7712, 1257.09, 814.3981, 30.84621, 0, 127.9868, 960.3228, 436.0483, 43.8449, 271.5452, 275.6303, 641.6456, 495.1782, 1612.707, 0, 1540.287, 772.6285, 1649.818, 1640.651, 0, 2412.727, 121.9944, 61.11165, 0, 636.1456
6, 5164.282, 0, 4973.793, 1231.043, 4325.227, 690.0885, 2248.209, 522.9007, 4602.749, 5092.364, 1297.269, 2442.273, 1896.405, 451.2549, 68.26514, 703.7234, 2869.565, 480.6111, 879.4973, 2110.211, 2533.923, 698.2094, 0, 703.7846, 2785.167, 467.2581, 3112.654, 380.0445, 2399.594, 3282.654, 0, 63.93942, 1201.49, 0, 915.9033, 568.646, 288.6295, 859.1507, 737.4917, 509.0123, 618.6139, 699.1854, 1203.739, 864.7509, 29.55828, 0, 122.7048, 915.8723, 417.431, 41.83873, 260.0313, 264.0304, 615.2968, 473.2442, 1686.636, 0, 1477.628, 739.1276, 1728.884, 1685.275, 0, 2313.46, 116.5059, 58.4648, 0, 604.255
6.1, 5020.73, 0, 5050.193, 1173.779, 4532.385, 653.6771, 2152.257, 499.5625, 4520.835, 4961.469, 1240.034, 2338.456, 1870.727, 428.122, 65.17072, 674.0509, 2934.345, 458.5592, 838.718, 2004.52, 2409.066, 899.7952, 0, 766.977, 2691.286, 445.7112, 3302.141, 363.8864, 2310.996, 3402.173, 0, 61.23316, 1151.948, 0, 875.4758, 575.9178, 276.3598, 824.4199, 706.1205, 484.015, 651.7823, 667.0799, 1152.651, 827.2784, 28.32411, 0, 117.6407, 930.3353, 399.6086, 39.92434, 249.0058, 252.9187, 590.0299, 452.2818, 1693.954, 0, 1574.153, 707.0793, 1717.619, 1615.955, 0, 2218.276, 111.2644, 55.93259, 0, 700.2457
6.2, 4955.248, 0, 5025.532, 1119.179, 4447.232, 711.1075, 2201.462, 477.2659, 4367.865, 4997.674, 1249.549, 2239.053, 1862.767, 406.1749, 62.21658, 645.6295, 3073.722, 459.0721, 799.8296, 1904.123, 2443.554, 926.6373, 0, 731.9241, 2597.666, 425.158, 3279.953, 348.4152, 2398.112, 3366.048, 0, 58.64145, 1104.449, 0, 836.8328, 601.2874, 264.6116, 791.0931, 676.0837, 460.2452, 621.9708, 636.4487, 1103.732, 791.4298, 27.14148, 0, 112.7857, 896.9586, 382.5472, 38.09755, 238.4477, 242.2746, 565.8007, 432.248, 1619.094, 0, 1510.116, 676.4206, 1716.815, 1549.486, 0, 2127.009, 106.2586, 53.51006, 0, 665.1417
6.3, 4892.434, 0, 4816.033, 1279.539, 4254.79, 724.6844, 2147.365, 455.9645, 4326.17, 4867.832, 1281.217, 2449.814, 2100.935, 385.353, 59.39634, 722.7688, 3391.326, 448.7189, 922.7957, 1808.755, 2418.37, 880.8922, 0, 778.4177, 2606.353, 405.5526, 3162.546, 333.6018, 2297.293, 3606.9, 0, 56.15943, 1058.909, 0, 799.8954, 589.3502, 253.3629, 887.8389, 697.872, 437.6429, 593.5228, 607.2241, 1110.526, 757.1346, 26.00823, 0, 108.131, 967.5174, 366.2141, 36.35435, 228.3373, 232.0785, 542.5663, 413.1015, 1547.542, -1.192093e-07, 1448.684, 647.0912, 1782.823, 1575.398, 0, 2264.056, 101.4781, 51.19244, 0, 631.7975
6.4, 5066.241, 0, 4651.874, 1220.019, 4169.083, 686.4476, 2220.578, 435.6139, 4248.211, 4722.103, 1276.971, 2345.677, 2047.354, 365.5984, 56.70395, 692.2933, 3368.444, 563.4069, 880.0089, 1718.163, 2320.732, 837.4053, 0, 758.4127, 2533.083, 386.8512, 3100.804, 319.4182, 2397.911, 3606.531, 0, 53.78247, 1034.729, 0, 764.5885, 613.9647, 242.5924, 851.9484, 820.8732, 416.1505, 624.7144, 579.3413, 1121.99, 724.3254, 24.9223, 0, 103.6684, 1042.212, 350.5785, 34.69091, 218.6555, 222.3115, 520.2861, 394.8031, 1660.587, -1.192093e-07, 1389.752, 619.0336, 1740.149, 1730.607, 0, 2271.076, 96.91265, 48.97521, 0, 600.1249
6.5, 5006.627, 0, 4793.273, 1229.681, 4386.636, 650.2284, 2169.549, 416.1715, 4267.304, 4905.958, 1285.635, 2337.056, 1960.482, 346.8566, 54.13359, 779.9194, 3223.031, 586.8328, 839.2059, 1961.133, 2375.159, 803.095, 0, 800.4073, 2596.354, 439.8588, 3332.892, 305.8377, 2814.346, 3531.543, 0, 51.50611, 992.0631, 0, 730.84, 665.0056, 232.2797, 817.5088, 814.6467, 395.7135, 596.1409, 700.6884, 1074.372, 754.6834, 23.88171, 0, 99.39001, 993.9713, 335.6104, 33.10358, 209.3843, 212.9555, 498.9208, 541.0131, 1587.202, 0, 1472.092, 592.1925, 1716.425, 1710.287, 0, 2177.637, 92.55259, 46.85401, 0, 570.04
6.6, 5213.782, 0, 4593.457, 1172.481, 4196.815, 615.9202, 2087.327, 397.5969, 4367.747, 4867.867, 1228.912, 2509.666, 2229.006, 329.0755, 51.67976, 747.0341, 3540.876, 737.155, 833.3387, 1862.909, 2402.648, 856.3037, 0, 763.8265, 2677.969, 419.5754, 3292.456, 292.8346, 2795.52, 3682.88, 0, 49.3261, 1112.318, 0, 814.8748, 713.0142, 222.4055, 865.1046, 779.9934, 376.2802, 707.4003, 668.5139, 1311.484, 721.9805, 22.88456, 0, 95.28818, 1107.991, 321.2814, 31.58889, 200.5062, 203.9933, 478.4329, 517.0489, 1595.361, 0, 1462.763, 772.4312, 1642.609, 1803.666, 0, 2305.59, 88.38869, 44.82468, 0, 541.4634
6.7, 5370.278, 0, 4478.21, 1161.514, 4098.181, 583.4221, 2046.229, 379.8513, 4273.556, 5107.316, 1174.692, 2402.985, 2267.35, 312.2059, 49.33715, 715.5353, 3598.948, 806.5013, 794.6996, 1822.781, 2494.765, 861.454, 0, 836.8438, 2768.499, 432.801, 3312.196, 280.3843, 2948.604, 3829.971, 0, 47.23835, 1180.322, 0, 1069.959, 675.8472, 212.9509, 847.822, 813.912, 357.8013, 706.7395, 637.8168, 1444.35, 733.1854, 21.92905, 0, 91.35563, 1056.706, 307.5641, 30.1435, 192.0045, 195.4082, 458.7863, 494.1461, 1596.481, 0, 1403.258, 826.8629, 1833.356, 2030.762, 0, 2309.054, 84.41212, 42.88325, 0, 653.0144
6.8, 5278.08, 0, 4631.747, 1155.364, 4092.195, 552.6388, 2125.396, 480.2292, 4086.006, 5122.868, 1170.221, 2604.153, 2451.709, 296.2011, 47.10073, 685.3647, 3626.514, 769.4967, 854.7777, 1731.486, 2450.739, 904.1315, 0, 798.5978, 2715.888, 459.3258, 3352.054, 268.4633, 2916.804, 3797.271, 0, 45.23898, 1175.169, 0, 1057.048, 640.6176, 203.8983, 842.4123, 849.4463, 340.2299, 898.8913, 608.5293, 1620.74, 701.4142, 21.01344, 0, 87.58537, 1097.784, 294.4326, 28.76424, 183.8634, 187.1844, 439.9465, 472.2579, 1578.228, 0, 1409.206, 791.0104, 1785.136, 2000.766, 0, 2250.961, 80.61446, 41.0259, 0, 620.2781
6.9, 5149.159, 0, 4574.17, 1182.612, 4104.523, 523.4797, 2062.108, 458.7955, 4087.505, 5090.323, 1299.35, 2493.455, 2350.825, 281.0168, 44.96568, 656.4663, 3521.329, 734.1899, 815.1447, 1644.764, 2428.06, 891.3147, 0, 762.0997, 2682.802, 438.1448, 3418.35, 257.0492, 2903.133, 3681.118, 0, 43.32422, 1126.713, 0, 1010.391, 705.022, 195.2306, 808.3582, 830.0918, 323.5214, 857.7774, 580.5867, 1592.729, 671.0197, 20.13606, 0, 83.97072, 1174.773, 281.8616, 27.4481, 176.0674, 179.3068, 421.8803, 451.3392, 1525.971, 0, 1512.205, 756.7125, 1872.704, 2036.881, 0, 2432.463, 76.98764, 39.24899, 0, 589.183
7, 5205.854, 0, 4562.616, 1224.067, 4171.992, 495.8592, 2163.094, 438.3185, 4031.436, 4874.366, 1394.156, 2406.11, 2344.371, 266.6109, 42.92742, 628.7864, 3433.98, 700.5031, 849.0352, 1747.615, 2364.432, 998.4147, 0, 727.2697, 2698.941, 522.9491, 3487.236, 246.1204, 2866.569, 3713.527, 0, 41.49051, 1080.254, 0, 965.7926, 758.0161, 186.9313, 1021.703, 895.2852, 307.6335, 818.5439, 593.7479, 1658.128, 641.9422, 19.29531, 0, 80.50524, 1120.397, 269.8275, 26.19218, 168.6019, 171.7607, 404.556, 431.3471, 1552.467, -5.960464e-08, 1526.401, 723.9017, 1792.168, 2011.426, 0, 2332.384, 73.524, 37.54906, 0, 700.7958
7.1, 5211.143, 0, 4452.456, 1167.127, 4219.073, 469.696, 2544.307, 418.7554, 3854.511, 4889.428, 1332.646, 2347.745, 2413.213, 252.9435, 40.98155, 602.2736, 3427.353, 668.3619, 981.1553, 1728.237, 2432.038, 1021.859, 0, 734.3829, 2840.454, 498.8342, 3445.691, 235.6562, 2870.976, 3713.003, 0, 39.73441, 1075.802, 0, 923.1631, 718.5032, 178.9848, 980.401, 906.4987, 292.5257, 781.105, 640.5257, 1856.534, 614.1248, 18.48966, 0, 77.18279, 1068.537, 258.3071, 24.99372, 161.453, 164.5321, 387.9431, 412.2406, 1515.5, 0, 1594.324, 692.5135, 1796.166, 2018.186, 0, 2518.714, 70.21619, 35.92274, 0, 721.0566
