 , C000, C001, C003, C004, C005, C007, C008, C009, C010, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C025, C026, C028, C031, C032, C033, C035, C036, C037, C038, C039, C040, C041, C043, C044, C048, C049, C051, C054, C055, C056, C059, C060, C062, C067, C072, C079, C085, C090, C097, C111
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
256.3, 0.2398398, 307.5668, 256.6327, 434.0122, 0.519594, 363.2528, 295.2882, 80.18162, 757.7451, 0.1770056, 612.9648, 1.207931, 96.52728, 1897.857, 258.4359, 605.1602, 0.2397343, 70.36147, 633.7919, 37.88999, 497.9317, 1.037594, 0.1167291, 1792.667, 162.4355, 708.8734, 1023.718, 1201.836, 603.2623, 20.02845, 272.1928, 585.408, 154.4975, 665.3038, 0.01889529, 255.264, 656.6012, 923.631, 1544.259, 1551.277, 2304.414, 1312.722, 1001.212, 630.6871, 101.6935, 1388.733, 2121.765, 893.2361, 678.6806, 1145.365, 955.8438, 3732.689
256.4, 0.228671, 294.4608, 316.544, 415.7309, 0.4956125, 347.305, 279.4802, 75.83401, 723.9875, 0.1689832, 577.8875, 1.15584, 92.50779, 1857.385, 247.651, 575.7361, 0.2274149, 67.37892, 606.7551, 36.30272, 541.8497, 0.9855478, 0.1109065, 1790.084, 155.7244, 724.3195, 1077.651, 1318.431, 574.1411, 19.12092, 259.089, 603.5007, 147.6767, 637.4738, 0.01803494, 244.4669, 693.0997, 899.3541, 1479.866, 1568.805, 2252.536, 1289.464, 957.892, 603.4045, 96.87424, 1500.067, 2114.863, 969.0837, 650.1515, 1234.405, 1003.638, 3647.213
256.5, 0.2180222, 281.9132, 301.121, 398.2195, 0.4727379, 431.682, 264.5184, 177.7798, 788.4529, 0.1613244, 544.8174, 1.105996, 88.65568, 1774.176, 237.3162, 547.7426, 0.2157286, 64.5228, 580.8717, 34.78194, 571.5903, 0.9361122, 0.1053744, 1716.846, 149.2906, 691.7087, 1082.33, 1455.778, 576.7134, 18.25451, 246.6159, 578.3084, 252.2473, 610.808, 0.01721378, 234.1264, 660.7243, 862.2737, 1482.936, 1499.908, 2368.714, 1237.056, 916.4466, 577.3022, 92.28336, 1432.77, 2200.245, 976.5438, 658.0968, 1213.77, 994.0525, 3635.196
256.6, 0.2078694, 287.6944, 286.4494, 381.4458, 0.450919, 449.8156, 263.7008, 226.4811, 799.9261, 0.1540127, 568.4749, 1.0583, 84.96397, 1782.784, 227.4127, 603.3717, 0.2046428, 61.78774, 556.0925, 33.32487, 548.1998, 0.8891562, 0.1001182, 1646.605, 143.1226, 660.5662, 1124.741, 1573.803, 660.1526, 17.42735, 234.7433, 554.1677, 241.1112, 653.7958, 0.01643, 224.2234, 629.8612, 826.7222, 1421.1, 1499.192, 2269.22, 1298.413, 934.8208, 642.4316, 87.91003, 1503.187, 2144.461, 934.9103, 669.2947, 1156.749, 1031.646, 3493.92
256.7, 0.1981893, 290.2045, 272.4927, 365.3787, 0.4301072, 430.0674, 288.9796, 214.2009, 764.2894, 0.1470324, 598.529, 1.012662, 81.42599, 1759.207, 217.9225, 574.0345, 0.1941267, 59.16862, 596.7275, 31.92884, 525.7665, 0.8445556, 0.09512424, 1579.238, 137.2094, 824.7614, 1123.874, 1656.856, 678.3251, 16.63768, 223.4423, 638.3531, 230.4666, 709.7197, 0.01568191, 214.7392, 707.9205, 792.6364, 1453.334, 1450.995, 2173.905, 1278.316, 894.3736, 614.6411, 83.74395, 1486.912, 2133.779, 895.0518, 704.4052, 1102.406, 986.4507, 3550.196
256.8, 0.1889601, 277.8383, 327.4596, 349.9883, 0.4102559, 431.0231, 273.5093, 202.5865, 730.2402, 0.1403684, 564.2776, 0.9689918, 78.03534, 1719.702, 208.8283, 546.1238, 0.1841509, 56.66053, 571.2719, 30.5913, 512.5173, 0.8021922, 0.09037935, 1732.23, 131.5406, 787.6285, 1073.944, 1726.574, 776.4475, 15.88378, 212.6854, 639.1895, 220.292, 701.4453, 0.01496788, 205.6562, 674.8529, 773.5953, 1464.866, 1506.281, 2169.123, 1274.385, 855.6765, 694.078, 79.77531, 1573.03, 2116.334, 856.8926, 674.7947, 1050.617, 943.2352, 3530.837
256.9, 0.1801606, 265.9991, 311.5048, 335.2462, 0.3913209, 519.6738, 298.0552, 191.6018, 790.5491, 0.1340065, 531.9864, 0.9272048, 93.91946, 1827.661, 200.1136, 519.5702, 0.1746878, 54.25874, 637.6301, 29.30978, 503.6548, 0.7619538, 0.08587115, 1707.501, 126.1059, 752.1674, 1068.394, 1735.692, 738.9661, 15.16405, 287.4194, 668.1677, 210.5666, 732.1447, 0.01428636, 196.9573, 722.205, 756.9678, 1403.784, 1491.198, 2078.013, 1222.59, 1010.407, 704.6694, 75.99474, 1621.944, 2049.922, 820.3602, 697.1177, 1081.4, 901.913, 3507.706
257, 0.1717709, 254.6644, 296.3273, 321.125, 0.3732598, 496.8586, 356.1166, 181.2128, 755.33, 0.127933, 501.543, 0.8872199, 90.00857, 1758.652, 191.7626, 524.6484, 0.165711, 51.95877, 629.7693, 28.08195, 545.0338, 0.7237337, 0.08158781, 1685.957, 120.8958, 718.3029, 1054.496, 1653.898, 703.294, 308.6222, 273.5825, 640.2759, 201.2705, 780.7245, 0.01363587, 188.6264, 702.765, 725.758, 1345.248, 1463.108, 2165.13, 1206.911, 1016.833, 689.6815, 72.39333, 1549.18, 2029.055, 889.7203, 684.8573, 1134.524, 1031.208, 3435.696
257.1, 0.1637719, 243.8127, 281.8893, 307.5986, 0.3560322, 475.0451, 337.0522, 171.3871, 825.139, 0.1221346, 513.3606, 0.8489593, 86.26053, 1742.358, 183.7601, 577.4184, 0.1571955, 49.75629, 602.9042, 26.90556, 522.73, 0.6874308, 0.07751814, 1616.98, 115.9009, 685.963, 1044.753, 1575.958, 669.3439, 294.6378, 260.4117, 656.4729, 192.3849, 748.0665, 0.013015, 180.6479, 776.2097, 707.8404, 1487.854, 1548.427, 2305.513, 1192.07, 1097.048, 675.462, 68.96259, 1479.68, 2056.582, 903.5208, 689.6799, 1081.226, 1056.552, 3384.019
257.2, 0.1561454, 233.4233, 268.1548, 294.642, 0.3395998, 538.022, 319.0083, 162.0942, 854.3997, 0.1165991, 571.0111, 0.8123486, 82.66856, 1872.299, 176.0915, 549.3431, 0.1491176, 47.64717, 592.8137, 25.77844, 587.0192, 0.6529489, 0.07365146, 1587.855, 111.1124, 655.0792, 1070.598, 1501.692, 637.0327, 319.8694, 247.8749, 694.6295, 183.8915, 782.2715, 0.0124224, 173.0069, 739.9521, 678.6561, 1498.679, 1587.386, 2264.231, 1182.068, 1089.382, 710.8226, 65.69444, 1513.962, 2051.809, 1019.149, 660.6884, 1030.432, 1010.265, 3377.064
257.3, 0.148874, 223.4767, 351.8647, 282.2312, 0.3239259, 514.4014, 301.9304, 153.3051, 816.3361, 0.1113145, 619.022, 0.7773167, 79.22616, 1890.153, 168.743, 535.156, 0.1414548, 45.62746, 605.4005, 24.69854, 562.9974, 0.6201966, 0.06997766, 1688.163, 106.5218, 625.5858, 1102.253, 1489.419, 685.6321, 380.0214, 235.9417, 665.6331, 175.7731, 749.5488, 0.01185679, 165.6891, 806.0219, 650.6751, 1556.894, 1671.579, 2323.056, 1168.25, 1062.823, 680.0735, 62.58117, 1826.086, 1964.43, 975.6989, 688.8458, 982.0233, 966.0063, 3408.019
257.4, 0.1419412, 253.9698, 404.4145, 270.3431, 0.3089753, 491.8177, 348.6812, 144.9926, 827.0755, 0.1062694, 615.9762, 0.7437956, 75.92711, 1830.184, 161.7011, 594.7792, 0.1341858, 43.69336, 579.5748, 23.66388, 539.9586, 0.5890871, 0.06648711, 1628.183, 102.1208, 597.4203, 1073.662, 1504.73, 652.5346, 362.8017, 267.0678, 637.847, 168.0131, 718.1948, 0.01131692, 158.6808, 768.3718, 645.6642, 1491.974, 1598.169, 2225.48, 1191.944, 1069.546, 744.5388, 59.61543, 1744.164, 1960.463, 934.1014, 741.2453, 935.8892, 961.3623, 3260.157
257.5, 0.1353313, 281.3279, 384.7102, 258.9558, 0.2947148, 470.2255, 368.0592, 137.1308, 815.5634, 0.101453, 644.2451, 0.71172, 72.76543, 1843.048, 154.9531, 615.5153, 343.2352, 41.84124, 603.6124, 22.67257, 532.8217, 0.5595382, 0.06317067, 1717.045, 97.90165, 570.5229, 1025.963, 1536.72, 621.0349, 346.3623, 254.2107, 611.2209, 160.5956, 688.1523, 0.01080164, 151.9689, 775.4653, 619.0435, 1524.121, 1556.263, 2235.002, 1143.5, 1071.006, 762.7849, 295.1665, 1665.916, 1921.548, 894.2774, 710.0862, 1035.661, 975.6467, 3296.467
257.6, 0.1290292, 292.9837, 389.0506, 277.393, 0.2811124, 449.5813, 348.3554, 129.6953, 802.3313, 0.09685484, 665.8804, 0.6810277, 69.73541, 1851.109, 148.4867, 639.084, 325.5972, 40.06763, 630.1614, 21.72278, 583.0993, 0.5314714, 0.06001966, 1658.126, 93.8568, 544.8365, 980.3828, 1464.302, 591.0557, 454.509, 241.9725, 702.2614, 153.5057, 741.6191, 0.01030982, 145.541, 793.268, 603.7571, 1485.086, 1531.64, 2236.722, 1128.016, 1024.666, 729.788, 305.3337, 1591.179, 1911.763, 856.1512, 680.2369, 1167.998, 932.9045, 3203.315
257.7, 0.1230206, 287.912, 444.74, 265.7087, 0.2681379, 429.8434, 468.6855, 122.663, 766.5873, 0.09246509, 627.7749, 0.6516589, 66.83157, 1768.181, 142.2902, 633.6313, 308.8655, 38.36921, 603.2795, 20.81278, 559.3107, 0.5048125, 0.05702582, 1592.412, 89.97907, 520.3065, 936.8276, 1535.265, 562.5237, 433.9141, 230.3234, 687.4143, 146.7287, 713.2249, 0.009840391, 139.3849, 756.2137, 594.8204, 1512.792, 1514.642, 2253.647, 1145.455, 1025.369, 833.4209, 348.8967, 1519.795, 1906.904, 819.6505, 651.6423, 1304.717, 892.0349, 3187.831
257.8, 0.1172918, 313.4419, 423.0709, 293.1036, 0.2557622, 410.972, 443.5948, 116.012, 852.8102, 0.0882743, 712.9114, 0.6235566, 64.04864, 1823.27, 136.3522, 620.4393, 292.9936, 119.3204, 577.5443, 19.9409, 536.4228, 0.4794908, 0.05418132, 1600.187, 86.26155, 496.881, 1083.88, 1609.82, 535.369, 516.5579, 219.2352, 669.0005, 140.251, 721.2837, 0.009392338, 133.4892, 720.8902, 570.2959, 1577.279, 1481.717, 2240.212, 1109.589, 981.0036, 797.3684, 332.3624, 1451.614, 1930.616, 784.7059, 624.2498, 1352.106, 852.9556, 3222.854
257.9, 0.1118298, 300.0855, 402.4576, 280.7575, 0.2439577, 392.9292, 419.8472, 109.7216, 837.4293, 0.08427345, 714.2313, 0.5966662, 61.38159, 1790.735, 130.6621, 590.2723, 277.9373, 114.2625, 552.907, 19.10555, 522.931, 0.4554393, 0.05147871, 1570.824, 82.69762, 474.5101, 1035.727, 1564.061, 509.5252, 493.1515, 208.6808, 677.5299, 134.0592, 691.1121, 0.008964686, 127.8429, 687.2167, 624.6378, 1600.625, 1568.93, 2208.441, 1074.711, 972.3761, 762.8755, 316.6116, 1386.491, 1964.616, 846.9789, 598.0087, 1382.633, 815.5884, 3181.01
258, 0.1066221, 319.2569, 382.8486, 268.9315, 0.232698, 467.6685, 599.8577, 103.7722, 848.3959, 0.08045392, 773.9681, 0.5709355, 58.8256, 1727.748, 197.0337, 628.7105, 263.6548, 114.1178, 572.1133, 18.30519, 501.5317, 0.4325942, 0.0489109, 1728.673, 79.28094, 453.1464, 1040.114, 1592.015, 570.4684, 470.8056, 323.7991, 744.7772, 128.1408, 662.2025, 0.008556506, 122.4354, 833.4164, 598.8839, 1564.237, 1523.483, 2267.312, 1147.31, 930.304, 863.9005, 301.6073, 1324.29, 1970.273, 810.8693, 572.8707, 1317.679, 779.8583, 3105.812
258.1, 0.1016569, 338.0966, 364.195, 257.6037, 0.221958, 447.1365, 1421.426, 98.14552, 810.5997, 0.07680751, 807.7432, 0.5463144, 56.37605, 1709.896, 188.8113, 598.1414, 250.1062, 109.2805, 594.7115, 17.53835, 611.8825, 0.410895, 0.04647118, 1657.948, 230.4713, 432.7446, 1025.412, 1568.323, 542.9302, 449.4723, 308.2108, 713.6874, 122.4837, 728.2107, 0.00816691, 117.2566, 897.4496, 694.5696, 1718.572, 1500.395, 2245.106, 1115.044, 1063.629, 826.5295, 287.3141, 1264.879, 1886.367, 859.5078, 548.7894, 1313.285, 805.673, 3126.498
258.2, 0.09692297, 323.6896, 565.2656, 246.7529, 0.2117137, 427.506, 1834.761, 92.82388, 868.3179, 0.07332637, 761.5194, 0.522755, 54.0285, 1803.889, 196.1263, 569.0585, 237.2538, 104.6482, 645.2112, 16.80364, 586.8433, 0.3902843, 0.04415315, 1590.117, 274.3371, 599.1771, 1000.19, 1574.835, 516.7213, 429.1057, 293.3729, 702.2446, 117.0763, 699.2319, 0.007795054, 112.2969, 855.5289, 665.9325, 1755.332, 1602.597, 2245.974, 1117.122, 1120.172, 983.0479, 498.8667, 1208.133, 1842.037, 822.864, 525.7203, 1251.589, 848.8704, 3128.15
258.3, 0.09240947, 351.5391, 615.3296, 236.3593, 179.1534, 650.1679, 1956.664, 87.79079, 829.6343, 0.070003, 863.1118, 0.5002116, 121.6919, 1800.669, 226.0039, 541.3898, 225.0619, 100.2122, 732.5002, 16.09971, 746.4406, 0.3707074, 0.04195075, 1705.81, 263.0027, 572.2006, 1131.221, 1606.445, 605.3002, 409.6619, 347.0677, 683.8796, 111.9076, 855.7617, 0.007440129, 107.547, 815.5663, 731.4129, 1703.44, 1613.285, 2264.323, 1106.491, 1148.083, 1061.676, 475.2253, 1153.934, 1993.131, 787.7823, 632.0613, 1192.791, 881.1144, 3100.988
258.4, 60.95425, 336.5594, 661.1457, 226.4034, 503.109, 621.6237, 1921.728, 83.0306, 843.7731, 0.06683026, 813.7195, 0.4786404, 197.5723, 1820.132, 265.0259, 515.0663, 213.4965, 95.96435, 701.2526, 15.42527, 743.9279, 0.3521125, 0.03985821, 1640.24, 310.1893, 680.5389, 1080.965, 1656.843, 576.0805, 391.0991, 356.3588, 701.3162, 106.9671, 819.9648, 0.007101365, 102.998, 922.7714, 701.2567, 1711.472, 1557.062, 2262.792, 1175.98, 1134.893, 1015.75, 452.7043, 1102.165, 1908.251, 754.1964, 605.4918, 1286.907, 842.5137, 3151.694
258.5, 80.25454, 322.2179, 628.9326, 216.8669, 613.5443, 594.3327, 1868.316, 78.52852, 806.1829, 0.06380132, 767.1537, 0.4579994, 259.2623, 1774.969, 253.966, 519.4311, 202.5254, 91.89651, 671.3381, 14.77909, 713.485, 0.3344503, 0.03787005, 1673.871, 297.3737, 649.8992, 1032.941, 1578.765, 548.2714, 373.3775, 370.9252, 672.0407, 102.2448, 785.6653, 0.006778025, 98.6414, 879.6678, 672.3439, 1691.723, 1522.185, 2167.746, 1128.185, 1085.79, 971.8098, 431.2505, 1052.72, 1826.986, 935.747, 580.0392, 1226.45, 854.2971, 3047.459
258.6, 130.1947, 332.4461, 700.7255, 207.7321, 796.3394, 568.2398, 1828.162, 74.27055, 802.8416, 0.06090965, 723.2527, 0.4382485, 248.4664, 1799.951, 243.3677, 541.1656, 192.1181, 88.00111, 642.6996, 14.15997, 739.6407, 0.3176741, 0.03598105, 1615.508, 409.9551, 690.9799, 1120.839, 1504.365, 521.8047, 356.4589, 368.2622, 672.1096, 97.73087, 792.9122, 0.006469408, 94.46908, 838.5777, 676.5004, 1684.266, 1541.883, 2124.564, 1189.656, 1067.189, 1003.981, 410.8134, 1005.492, 1909.67, 959.3016, 555.6566, 1251.778, 816.8712, 3047.035
258.7, 124.1319, 346.892, 766.0662, 198.982, 813.705, 543.2925, 1774.667, 70.24346, 852.6437, 279.6823, 739.374, 0.4193494, 238.12, 1819.416, 233.2116, 571.3477, 182.2456, 84.27084, 687.1311, 13.56678, 735.881, 0.3017394, 0.03418628, 1549.413, 393.0176, 705.3524, 1071.044, 1536.192, 496.6156, 340.3069, 433.3451, 715.9178, 93.41626, 880.7449, 0.006174842, 90.47324, 948.2617, 648.6083, 1734.856, 1516.518, 2123.621, 1145.999, 1166.488, 1007.356, 391.3449, 1187.687, 1828.344, 939.0955, 532.299, 1263.199, 840.7262, 3027.632
258.8, 118.3513, 332.1103, 779.3785, 190.6006, 776.149, 519.4404, 1679.661, 139.8622, 843.4083, 267.0063, 799.7747, 0.4012653, 305.8757, 1737.907, 223.4794, 543.5676, 172.8804, 80.69868, 726.7382, 12.99845, 705.7675, 0.286604, 0.03248104, 1690.009, 376.78, 726.1387, 1023.461, 1570.868, 533.5248, 324.8868, 412.483, 686.0327, 89.29213, 851.9504, 0.005893689, 86.64641, 903.9675, 636.4178, 1797.53, 1449.917, 2088.6, 1099.422, 1116.018, 990.2074, 372.799, 1169.703, 1833.271, 975.4609, 509.9231, 1252.589, 803.8948, 2959.611
258.9, 112.8399, 357.8293, 821.3481, 313.8409, 782.8722, 496.6355, 1654.497, 222.6578, 858.6206, 254.9048, 754.0069, 0.3839611, 342.0059, 1685.022, 214.1533, 517.1382, 163.9965, 77.27795, 705.6284, 12.45393, 676.8863, 0.2722277, 0.03086086, 1759.49, 361.2132, 693.446, 977.9918, 1496.841, 573.7625, 310.1654, 392.6253, 739.5929, 85.35007, 857.4178, 0.005625337, 82.98145, 861.7422, 610.1783, 1797.563, 1417.402, 2114.981, 1054.738, 1067.73, 947.3726, 355.132, 1296.411, 1869.245, 1010.605, 488.4879, 1193.745, 768.6769, 2992.104
259, 107.5852, 358.7203, 781.3295, 300.6214, 887.0589, 474.8318, 1630.422, 273.8717, 858.8646, 282.0854, 710.8582, 0.3674031, 413.088, 1714.46, 205.2164, 512.9399, 155.5691, 74.00221, 795.5835, 11.93221, 725.7496, 0.2585726, 0.02932149, 1687.504, 346.2895, 753.8705, 1048.815, 1686.96, 546.0653, 296.1111, 373.7235, 708.7195, 81.58205, 821.5516, 0.005369204, 79.4715, 821.4894, 585.0207, 1722.608, 1375.301, 2026.144, 1011.87, 1079.662, 1060.148, 338.3022, 1238.251, 1861.745, 967.5197, 655.4325, 1228.895, 812.2487, 2954.729
259.1, 158.7498, 412.0181, 743.2607, 287.9587, 846.1174, 453.9854, 1543.139, 318.9124, 853.9249, 430.7979, 670.1788, 0.3515591, 413.9579, 1688.281, 196.6525, 487.9997, 147.5748, 70.86533, 761.6449, 11.43235, 771.8036, 0.2456025, 0.02785891, 1618.463, 331.9825, 719.9293, 1031.882, 1619.791, 551.7589, 282.6936, 355.7317, 679.1349, 77.98038, 787.1857, 0.005124733, 76.11002, 813.1569, 631.3237, 1650.778, 1336.081, 2110.9, 1047.938, 1104.107, 1150.41, 322.27, 1182.7, 1923.755, 952.4499, 627.8806, 1226.13, 860.0376, 2855.057
259.2, 185.8506, 470.9733, 707.0468, 275.8293, 807.0654, 434.0541, 1505.866, 301.6203, 871.6475, 499.1061, 631.8272, 0.3363984, 464.5887, 1757.399, 188.4459, 567.0294, 139.9912, 67.86143, 729.1541, 10.95343, 760.0942, 0.2332829, 0.02646928, 1673.861, 407.3735, 687.5162, 986.0387, 1606.423, 525.1239, 269.8841, 338.6061, 662.8963, 74.53772, 754.2573, 0.004891394, 72.89073, 775.1736, 605.2943, 1698.847, 1363.27, 2246.003, 1145.423, 1056.335, 1100.645, 306.9975, 1129.641, 1894.377, 944.6304, 601.4869, 1254.044, 906.0367, 2837.388
259.3, 199.8923, 458.456, 763.7467, 264.2109, 769.8159, 414.9979, 1613.589, 285.2659, 832.8155, 476.4852, 792.4383, 0.3218915, 545.7585, 1700.975, 180.5818, 539.4592, 132.7974, 64.98485, 698.0493, 10.49458, 728.9899, 0.2215813, 0.02514897, 1619.212, 462.3927, 808.2747, 942.2322, 1530.72, 499.7746, 359.3204, 322.305, 635.2245, 71.24704, 722.7064, 0.004668679, 69.80761, 795.0455, 580.338, 1672.871, 1370.564, 2237.146, 1098.869, 1130.076, 1112.165, 292.4489, 1078.963, 1813.702, 1027.581, 706.3763, 1195.131, 931.2263, 2949.481
259.4, 212.8862, 438.9203, 753.0432, 253.0819, 945.6046, 396.7784, 1546.718, 269.7982, 795.7134, 684.3473, 747.0903, 0.3080102, 523.0327, 1624.773, 173.0459, 513.2296, 125.9733, 62.23021, 668.2714, 10.05494, 699.1584, 0.2104667, 0.02389451, 1874.95, 443.2888, 771.8841, 900.3719, 1494.759, 527.4305, 388.3477, 393.265, 725.1891, 68.10164, 711.3971, 0.004456104, 66.8549, 897.7301, 556.4106, 1736.209, 1344.575, 2204.392, 1096.704, 1198.744, 1064.054, 278.5896, 1030.558, 1768.409, 1043.236, 797.4059, 1167.883, 890.4302, 2914.029
259.5, 322.2968, 451.8565, 1072.662, 242.4216, 901.9609, 379.3587, 1565.211, 342.0979, 802.1392, 653.3306, 747.0047, 258.7469, 516.5111, 1632.672, 165.8245, 488.2754, 119.4998, 204.2845, 639.7637, 9.633728, 866.3605, 0.1999095, 0.02270263, 2077.085, 424.9741, 774.4818, 912.8399, 1749.857, 501.9698, 370.7507, 374.3325, 734.3572, 65.0951, 681.639, 0.004253209, 64.02708, 980.5269, 533.4698, 1690.919, 1285.525, 2111.8, 1083.041, 1179.904, 1018.025, 265.3872, 984.3247, 1765.797, 1060.857, 882.955, 1221.505, 910.1107, 2868.136
259.6, 307.2881, 494.4491, 1516.437, 232.2104, 911.9791, 362.7038, 1489.087, 323.5487, 848.8781, 623.7197, 745.4774, 333.2559, 643.0352, 1729.079, 158.9044, 464.5344, 113.359, 195.6251, 612.4722, 9.230157, 1016.875, 0.189882, 0.0215702, 1992.106, 407.4162, 895.7877, 914.2614, 1744.188, 630.5598, 454.4147, 356.3114, 804.8917, 62.22129, 782.0293, 0.004059551, 61.31887, 954.2935, 530.2234, 1620.411, 1266.944, 2155.651, 1284.584, 1128.853, 1037.009, 252.8105, 940.1655, 1690.599, 1015.629, 958.4268, 1164.12, 1036.69, 2898.314
259.7, 292.9784, 473.3797, 1830.307, 222.4293, 950.2982, 346.7801, 1534.172, 439.8537, 847.6168, 595.4509, 726.5142, 475.7151, 650.0856, 1651.617, 152.2731, 441.9478, 107.5337, 187.3328, 586.3449, 8.843492, 1002.779, 0.1803574, 0.02049426, 1950.522, 423.2426, 922.4651, 909.7352, 1675.068, 600.1208, 433.8241, 361.3619, 771.2925, 59.47435, 889.441, 0.003874712, 58.72521, 963.5588, 508.3623, 1552.842, 1316.899, 2088.527, 1247.987, 1264.214, 1096.658, 240.8297, 897.9874, 1648.406, 1069.958, 918.1382, 1109.432, 1045.444, 2772.566
259.8, 279.335, 453.2081, 2158.074, 243.6472, 906.4379, 331.5555, 1548.107, 512.3617, 827.9886, 568.4633, 802.0895, 468.2988, 623.0154, 1577.626, 145.9186, 420.4594, 102.0078, 214.0126, 561.3322, 8.473024, 961.7433, 0.1713105, 0.01947199, 1957.06, 476.4326, 941.968, 869.3186, 1714.285, 594.851, 414.1665, 343.9652, 739.0959, 56.84869, 852.2352, 0.003698288, 56.24126, 935.5403, 487.4025, 1627.201, 1285.959, 2022.646, 1197.265, 1223.655, 1049.219, 229.4167, 857.7015, 1658.427, 1024.342, 879.5432, 1057.312, 999.6444, 2704.684
259.9, 266.3269, 433.896, 2129.311, 233.3844, 864.6019, 316.9992, 1498.917, 522.6238, 892.7298, 542.6989, 756.1893, 484.9177, 602.2728, 1506.95, 139.8292, 400.0158, 96.76588, 204.9409, 537.3864, 8.118076, 922.3871, 0.1627175, 0.01850071, 1980.833, 456.7486, 899.5582, 857.2364, 1633.5, 601.8294, 395.3996, 373.9876, 866.7887, 54.33894, 881.0074, 0.003529898, 53.86237, 945.5045, 467.3069, 1559.349, 1352.284, 2074.578, 1202.213, 1253.184, 1137.065, 218.5446, 819.223, 1644.534, 980.671, 939.1289, 1007.641, 1078.198, 2702.518
260, 269.929, 415.4069, 2075.077, 223.5538, 856.5649, 303.0821, 1428.808, 494.2862, 852.9586, 518.1021, 712.9158, 464.006, 812.7274, 1439.44, 133.9939, 380.5663, 91.7933, 196.2536, 514.4622, 7.777998, 884.6415, 0.1545555, 0.01757788, 2062.307, 762.9084, 988.5464, 1026.846, 1556.521, 572.7773, 377.4832, 355.9831, 830.6057, 51.93999, 1069.54, 0.003369174, 51.5841, 992.9453, 448.0398, 1494.327, 1292.896, 2038.142, 1153.351, 1198.963, 1212.47, 208.1877, 961.1785, 1703.061, 1031.405, 899.6515, 960.3034, 1030.963, 2662.896
260.1, 262.27, 419.9318, 1973.973, 221.175, 823.4713, 289.7759, 1370.006, 554.6545, 920.8703, 494.6202, 672.1186, 443.9961, 778.8847, 1548.678, 128.4022, 362.0623, 87.07626, 187.9346, 492.5158, 7.452166, 848.4404, 0.1468029, 0.01670107, 1983.937, 781.1675, 1298.307, 981.227, 1594, 545.1277, 360.3785, 338.8454, 795.9332, 49.64696, 1063.188, 0.003215769, 49.4022, 946.5639, 429.5671, 1432.016, 1236.116, 2120.583, 1106.475, 1260.728, 1160.021, 198.3217, 918.0577, 1630.535, 987.4329, 955.7686, 979.21, 1166.296, 2726.9
260.2, 350.7252, 402.0377, 1986.637, 211.8588, 805.1494, 277.054, 1296.664, 524.5801, 879.8454, 472.2025, 633.6561, 424.8492, 746.4512, 1479.298, 123.0438, 344.4582, 82.60162, 179.9683, 471.5057, 7.139984, 821.9524, 0.1394392, 0.01586801, 1902.768, 748.8932, 1636.998, 947.301, 1608.816, 682.8035, 521.5714, 322.5327, 830.3217, 47.45515, 1018.715, 0.003069348, 47.31259, 902.349, 411.8561, 1372.304, 1181.83, 2125.066, 1061.505, 1299.559, 1109.84, 188.9232, 876.8714, 1649.593, 1015.392, 1108.849, 1055.208, 1201.177, 2823.864
260.3, 334.3926, 384.9061, 1957.132, 202.9349, 862.6754, 264.8905, 1227.248, 496.1363, 974.4119, 450.8009, 597.3946, 406.5279, 715.3683, 1413.027, 117.909, 327.7099, 78.35691, 172.3396, 451.3919, 6.840879, 788.3167, 0.1324448, 0.0150765, 1824.921, 850.1369, 1599.411, 905.2155, 1533, 649.8426, 553.688, 307.0053, 887.5616, 194.4407, 994.0132, 0.002929595, 45.31137, 860.1994, 394.8752, 1315.081, 1129.928, 2077.218, 1018.362, 1364.156, 1061.83, 179.9701, 1056.47, 1622.429, 972.1021, 1139.447, 1020.519, 1389.224, 2743.83
260.4, 318.8206, 368.5045, 2082.291, 194.3869, 919.1429, 253.2611, 1315.801, 469.2349, 931.0018, 430.3693, 563.2082, 388.9967, 685.5797, 1406.002, 112.9885, 311.776, 74.33033, 222.9747, 558.8668, 6.554304, 756.0574, 0.1258013, 0.01432447, 1818.136, 815.0132, 1699.939, 864.9997, 1460.758, 659.8702, 649.4907, 292.2255, 896.1875, 185.8566, 1114.872, 0.002796204, 43.39479, 1026.778, 378.5945, 1260.244, 1177.509, 2011.684, 976.9724, 1305.133, 1015.897, 171.4412, 1126.37, 1553.336, 930.6579, 1178.258, 1033.574, 1328.364, 2738.17
