 , C003, C004, C005, C008, C009, C010, C016, C017, C018, C020, C023, C024, C028, C029, C038, C039, C041, C045, C053, C055, C059, C060, C066, C070, C073, C076, C077, C080, C082, C083, C087, C089
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
198.8, 133.2874, 301.349, 1830.556, 2834.627, 404.4016, 1849.179, 4273.995, 0.02421279, 4087.874, 1553.592, 914.1624, 6369.729, 2081.796, 1.221257, 1117.993, 1406.472, 363.2452, 1128.762, 2079.169, 1158.02, 1440.742, 2457.934, 2189.804, 1679.861, 22.76953, 310.7065, 1563.084, 860.8727, 0.005584352, 1387.913, 380.7768, 1137.969
198.9, 127.598, 365.696, 1908.51, 2735.248, 386.1988, 1770.271, 4099.595, 0.02307111, 3919.889, 1489.21, 867.1729, 6376.559, 2157.992, 1.16913, 1065.612, 1346.591, 346.6148, 1132.61, 2175.796, 1217.758, 1376.444, 2540.141, 2095.642, 1750.3, 21.78005, 295.349, 1558.712, 961.675, 0.005310992, 1329.091, 364.2628, 1083.62
199, 122.1514, 345.9028, 1903.783, 2622.801, 368.8154, 1736.548, 4142.726, 0.02198325, 3851.464, 1427.496, 822.5986, 6292.76, 2206.079, 1.119228, 1065.723, 1501.415, 425.13, 1077.625, 2067.331, 1160.658, 1315.016, 2434.702, 2005.53, 1663.292, 20.83358, 280.7505, 1567.172, 918.5562, 0.005051014, 1317.729, 385.9011, 1144.505
199.1, 116.9373, 327.1809, 1821.63, 2626.018, 352.2144, 1704.489, 3989.075, 0.0209467, 3750.901, 1497.272, 780.3156, 6300.819, 2335.656, 1.071456, 1015.791, 1437.492, 405.6664, 1031.742, 2045.694, 1142.466, 1256.329, 2494.001, 2169.447, 1580.609, 19.92823, 266.8737, 1501.857, 942.5552, 0.004803762, 1321.899, 369.1648, 1089.844
199.2, 111.9457, 309.4723, 1773.277, 2518.061, 336.3606, 1631.755, 4110.671, 0.01995901, 3716.863, 1435.225, 740.2061, 6292.364, 2235.644, 1.025723, 968.1981, 1412.702, 387.0938, 1092.47, 1943.714, 1278.36, 1414.291, 2390.477, 2156.06, 1502.036, 19.06223, 375.0788, 1439.265, 900.2936, 0.004568613, 1365.213, 353.1544, 1086.469
199.3, 107.1673, 292.7222, 1755.791, 2439.714, 321.2204, 1562.126, 4113.11, 0.0190179, 3564.124, 1375.748, 702.1582, 6188.077, 2139.914, 0.981942, 951.8888, 1352.556, 369.3715, 1147.504, 1919.171, 1218.419, 1351.174, 2395.17, 2126.797, 1427.369, 18.23386, 356.5395, 1449.126, 859.9269, 0.004344975, 1455.489, 337.8383, 1034.58
199.4, 102.5928, 354.1609, 1680.024, 2633.345, 306.7617, 1495.467, 4008.065, 0.01812117, 3536.809, 1401.738, 666.066, 6116.274, 2048.283, 0.9400297, 981.4694, 1294.971, 407.789, 1120.583, 1895.315, 1185.407, 1332.043, 2295.749, 2086.561, 1356.414, 17.44149, 338.9166, 1410.274, 1022.023, 0.004132284, 1393.803, 323.1865, 1123.563
199.5, 98.21355, 334.9921, 1607.527, 2525.087, 292.9539, 1564.459, 3932.244, 0.01726671, 3392.068, 1527.554, 631.8291, 6178.715, 2028.762, 0.8999063, 935.4846, 1239.837, 451.8883, 1066.181, 1800.832, 1129.824, 1272.597, 2200.454, 1996.839, 1288.986, 16.68355, 322.1647, 1390.237, 976.1984, 0.003930005, 1334.731, 356.9031, 1069.903
199.6, 94.02125, 353.6476, 1538.158, 2421.28, 279.7675, 1551.093, 3889.636, 0.01645255, 3512.471, 1521.75, 599.352, 6206.938, 2080.274, 0.8614956, 891.6542, 1280.065, 431.1996, 1109.156, 1807.996, 1158.141, 1250.592, 2136.463, 1910.974, 1440.204, 15.95855, 306.2408, 1447.618, 932.4283, 0.003737627, 1359.221, 341.4244, 1018.805
199.7, 90.0079, 334.5065, 1471.783, 2321.74, 267.1747, 1484.905, 3893.582, 0.01567678, 3368.131, 1458.688, 568.5443, 6162.064, 1991.197, 0.8247243, 849.8775, 1318.77, 411.458, 1055.309, 1780.274, 1211.738, 1230.409, 2381.416, 1828.803, 1412.352, 15.26506, 291.1041, 1453.692, 890.6208, 0.003554667, 1341.8, 326.6171, 970.1483
199.8, 86.16586, 316.4014, 1467.348, 2234.558, 298.5169, 1421.542, 3912.784, 0.01493759, 3378.257, 1465.253, 539.3201, 6166.322, 2008.239, 0.7895225, 900.6768, 1270.952, 404.5688, 1025.005, 1691.526, 1154.921, 1175.498, 2282.565, 1851.024, 1342.143, 14.6017, 441.1776, 1393.107, 850.6877, 0.003380663, 1284.933, 312.4519, 1009.982
199.9, 82.48782, 299.2762, 1404.028, 2354.739, 285.0801, 1360.882, 3911.123, 0.01423325, 3252.69, 1404.532, 511.5981, 6197.919, 1922.246, 0.7558233, 876.1998, 1223.755, 400.8985, 1052.065, 1607.202, 1202.47, 1280.441, 2187.818, 1771.43, 1275.425, 13.96717, 579.4083, 1489.686, 959.6095, 0.003215176, 1230.475, 298.9011, 961.7467
200, 78.96677, 283.078, 1343.441, 2257.935, 272.2482, 1302.811, 3839.148, 0.01356212, 3276.869, 1512.63, 485.3011, 6174.201, 2073.167, 0.7235624, 924.0849, 1196.471, 382.5443, 1000.99, 1527.081, 1146.087, 1223.298, 2244.676, 1888.638, 1212.023, 13.36021, 550.7695, 1427.601, 916.5832, 0.00305779, 1289.338, 285.938, 915.8146
200.1, 75.59603, 267.7564, 1285.468, 2288.677, 259.9938, 1308.705, 3876.207, 0.01292263, 3142.211, 1449.946, 460.3557, 6135.639, 1984.394, 0.6926786, 880.7887, 1145.531, 365.0303, 986.9484, 1671.122, 1130.303, 1168.704, 2151.501, 1807.426, 1151.772, 12.77963, 523.5462, 1368.103, 956.0921, 0.002908108, 1234.694, 273.537, 872.0762
200.2, 72.36917, 253.2642, 1407.037, 2384.618, 248.2911, 1342.818, 3718.039, 0.0123133, 3333.553, 1643.415, 436.6927, 6261.124, 1899.423, 0.6631129, 839.5211, 1096.76, 348.3181, 939.0347, 1595.747, 1077.304, 1116.547, 2062.195, 1848.845, 1218.371, 12.22428, 497.6685, 1311.085, 939.783, 0.002765753, 1182.366, 261.674, 830.4268
200.3, 69.28005, 239.5563, 1346.32, 2286.586, 237.1151, 1285.518, 3744.931, 0.0117327, 3392.566, 1575.311, 414.2459, 6168.413, 1818.09, 0.6348093, 800.187, 1117.101, 367.4376, 893.447, 1516.198, 1151.658, 1107.988, 2220.864, 1819.956, 1261.886, 11.69306, 473.0699, 1326.154, 897.6457, 0.002630367, 1243.696, 250.3253, 906.6645
200.4, 66.32279, 226.5904, 1433.469, 2388.12, 226.4421, 1334.693, 3820.294, 0.01117948, 3359.74, 1510.03, 392.9529, 6139.746, 1945.002, 0.6077136, 808.9801, 1147.336, 369.2759, 850.0724, 1626.993, 1097.657, 1058.54, 2303.99, 2020.679, 1266.321, 11.18492, 449.6872, 1323.725, 857.3977, 0.002501608, 1190.986, 239.4689, 863.3631
200.5, 63.49177, 214.3262, 1587.905, 2398.238, 216.2496, 1363.313, 3893.338, 0.01065235, 3314.24, 1447.453, 372.7545, 6230.053, 1861.718, 0.5817745, 876.9434, 1223.993, 352.3694, 808.8036, 1591.765, 1160.468, 1314.969, 2208.354, 1933.789, 1231.852, 10.69887, 427.4602, 1505.411, 861.7913, 0.002379152, 1140.511, 229.0833, 822.1298
200.6, 60.78159, 202.7259, 1656.381, 2299.646, 206.5158, 1630.351, 3846.294, 0.01015006, 3581.884, 1412.566, 509.6839, 6219.036, 1901.508, 0.5569426, 835.8559, 1171.881, 355.6391, 769.5383, 1545.194, 1106.054, 1272.838, 2258.856, 1985.474, 1202.586, 10.23394, 406.3318, 1442.671, 896.9128, 0.00226269, 1203.208, 219.1481, 782.8657
200.7, 86.10713, 191.7534, 1860.799, 2376.792, 478.5829, 1694.179, 3765.577, 0.009671467, 3614.399, 1638.821, 548.5618, 6258.31, 1836.234, 0.5331706, 796.6935, 1250.672, 449.0027, 963.8245, 1468.165, 1150.836, 1216.033, 2165.093, 2049.499, 1273.037, 9.789215, 386.2478, 1448.267, 889.6188, 0.002151929, 1188.225, 292.9192, 745.4768
200.8, 82.4316, 181.3748, 1831.658, 2565.688, 457.0411, 1701.685, 3706.384, 0.009215437, 3811.456, 1570.907, 520.3647, 6284.563, 1810.792, 0.5104133, 783.295, 1264.092, 428.446, 917.0334, 1546.938, 1096.874, 1196.525, 2334.356, 2042.145, 1209.753, 9.363814, 367.1564, 1387.908, 849.7307, 0.00204659, 1201.502, 280.2155, 709.8736
200.9, 111.5633, 171.5579, 1881.385, 2656.448, 436.4689, 1719.851, 3555.145, 0.008780909, 3659.632, 1686.194, 493.6171, 6365.726, 1744.497, 0.4886273, 839.8246, 1210.273, 408.8305, 913.996, 1621.349, 1045.443, 1255.065, 2375.448, 2232.292, 1434.561, 8.956901, 349.0087, 1330.064, 836.2714, 0.001946407, 1150.581, 268.0627, 943.8927
201, 106.8012, 162.2724, 2064.555, 2751.402, 440.9458, 1658.615, 3813.747, 0.00836687, 3678.279, 1616.318, 523.5768, 6230.873, 1669.798, 0.4677712, 800.4763, 1188.859, 534.1785, 869.6238, 1540.523, 1035.432, 1336.68, 2393.394, 2261.153, 1422.221, 8.567669, 331.758, 1409.891, 798.7752, 0.001851129, 1101.818, 346.8826, 898.8134
201.1, 102.2423, 153.4894, 2032.516, 2747.471, 421.0981, 1667.861, 3989.513, 0.007972354, 3920.188, 1630.076, 496.6641, 6374.814, 1822.953, 0.4478053, 762.9715, 1138.243, 509.7223, 882.6607, 1685.916, 1066.725, 1277.026, 2395.381, 2265.997, 1577.885, 8.195353, 315.36, 1351.131, 808.6973, 0.001760514, 1055.121, 331.8385, 855.8869
201.2, 97.87806, 145.1818, 2032.356, 2711.325, 402.1437, 1718.138, 4025.992, 0.00759644, 3884.894, 1747.339, 513.8105, 6362.837, 1809.245, 0.4286916, 727.2239, 1254, 486.3857, 839.8098, 1601.871, 1016.707, 1442.011, 2417.609, 2168.559, 1617.031, 7.839215, 299.7725, 1396.87, 839.7838, 0.001674335, 1221.236, 317.4469, 843.8265
201.3, 93.70008, 137.3239, 2152.368, 3056.305, 384.0426, 1790.499, 3861.711, 0.007238252, 4151.896, 1744.937, 487.3997, 6311.686, 2108.863, 0.4103937, 792.2946, 1321.594, 538.5706, 814.6332, 1639.101, 969.0345, 1377.656, 2519.272, 2129.815, 1536.648, 7.498554, 284.9554, 1338.653, 802.1301, 0.001592375, 1169.478, 303.6795, 971.1994
201.4, 89.70044, 129.8913, 2133.455, 3060.786, 366.7562, 1732.724, 4056.447, 0.006896953, 3981.28, 1804.709, 462.3466, 6485.526, 2100.41, 0.3928768, 755.1732, 1265.327, 513.9133, 904.7953, 1618.379, 975.6281, 1356.175, 2414.699, 2168.348, 1460.26, 7.172697, 270.8707, 1473.792, 766.1648, 0.001514427, 1119.914, 290.5091, 984.4967
201.5, 85.87153, 122.8609, 2401.127, 3222.143, 575.6353, 1726.223, 4066.485, 0.006571746, 3967.06, 1942.354, 438.5811, 6405.618, 2010.471, 0.3761076, 719.791, 1458.186, 552.5593, 860.8698, 1656.164, 957.5783, 1542.499, 2510.688, 2190.458, 1387.67, 6.861, 257.4822, 1412.369, 823.0912, 0.001440294, 1131.126, 313.7101, 937.4781
201.6, 82.20605, 116.2111, 2297.512, 3089.68, 549.725, 1798.818, 3945.852, 0.006261874, 4029.18, 1861.862, 416.0373, 6583.347, 2085.068, 0.3600542, 887.5037, 1516.081, 527.2616, 819.0768, 1664.965, 912.6782, 1473.66, 2616.479, 2175.305, 1563.87, 6.562848, 244.7555, 1470.731, 786.186, 0.00136979, 1195.764, 300.1048, 892.7051
201.7, 118.1101, 109.9212, 2397.872, 3200.937, 524.9809, 1722.059, 4063.009, 0.005966614, 3974.777, 1784.705, 394.6523, 6571.073, 1995.785, 0.344686, 845.9214, 1451.533, 530.4182, 936.5547, 1605.075, 869.8835, 1461.45, 2679.718, 2081.767, 1649.374, 6.277653, 232.6578, 1531.883, 750.9356, 0.001302738, 1145.086, 287.0894, 850.0704
201.8, 113.0685, 103.9717, 2700.124, 3247.647, 709.1351, 1810.548, 3955.838, 0.005685275, 3999.202, 1888.972, 374.3665, 6563.297, 2008.162, 0.3299737, 806.2874, 1389.734, 506.1341, 891.0874, 1592.136, 900.853, 1448.807, 2575.327, 2016.617, 1827.022, 6.004851, 221.158, 1468.039, 717.2657, 0.001238967, 1163.888, 274.6386, 881.3294
201.9, 108.2421, 98.3443, 2905.398, 3382.289, 677.2157, 1927.061, 4066.29, 0.005417202, 4167.404, 1884.028, 383.832, 6571.611, 1922.173, 0.3158894, 857.7078, 1619.485, 482.9618, 847.8275, 1512.766, 858.6127, 1577.492, 2695.862, 2197.697, 1859.222, 5.743904, 210.2267, 1633.706, 685.1054, 0.001178319, 1192.101, 421.1318, 855.8703
202, 103.6218, 93.02144, 2780.023, 3347.536, 706.4843, 1897.826, 4215.344, 0.005161769, 4258.893, 1922.005, 364.1024, 6612.305, 1934.249, 0.3024063, 817.5215, 1550.535, 599.3832, 806.6677, 1437.354, 818.3531, 1507.092, 2583.96, 2103.196, 1925.869, 5.494297, 199.8357, 1767.304, 654.3871, 0.001120639, 1248.912, 472.289, 846.6333
202.1, 99.19862, 87.98667, 2875.731, 3489.872, 674.6843, 1861.614, 4162.657, 0.004918381, 4139.766, 2068.051, 345.3869, 6660.481, 2007.53, 0.2894987, 779.2181, 1484.521, 571.9417, 839.8167, 1365.7, 873.0974, 1719.473, 2476.702, 2251.899, 2006.324, 5.255537, 189.9583, 1711.272, 625.0462, 0.001065783, 1256.766, 451.8061, 806.1989
202.2, 94.96426, 83.22441, 2935.388, 3664.426, 914.4297, 1909.122, 3992.8, 0.004686468, 4143.794, 2088.458, 447.0787, 6708.602, 2221.863, 0.277142, 742.7094, 1695.721, 545.7566, 819.3262, 1536.088, 852.0286, 1827.699, 2547.5, 2178.548, 2011.304, 5.027152, 180.5691, 1806.663, 597.0208, 0.001013611, 1203.503, 432.2116, 834.6065
202.3, 90.91066, 78.71991, 2822.585, 3710.926, 873.2697, 2103.168, 3965.733, 0.004465491, 4213.343, 2173.26, 424.0981, 6870.038, 2175.911, 0.2653127, 707.9112, 1749.889, 520.7703, 900.1834, 1564.714, 812.0776, 1746.133, 2531.513, 2084.87, 1962.068, 4.808692, 171.644, 1731.368, 570.252, 142.1499, 1492.731, 413.4669, 794.7465
202.4, 87.03009, 74.45921, 3101.133, 3558.368, 833.9623, 2121.982, 4030.397, 0.004254933, 4467.113, 2123.095, 436.7401, 6836.119, 2082.739, 0.2539884, 674.7434, 1905.461, 496.9279, 864.5076, 1509.726, 845.8758, 1668.206, 2555.912, 2313.586, 1960.041, 4.599725, 163.16, 1819.941, 544.6835, 135.1916, 1429.466, 395.5351, 756.7902
202.5, 83.31516, 70.42912, 3101.394, 3648.137, 914.0754, 2031.433, 4307.334, 0.004054304, 4420.41, 2035.113, 414.2909, 6629.047, 1993.556, 0.2431474, 765.8954, 1833.224, 474.1771, 913.4273, 1469.573, 806.2134, 1635.387, 2547.495, 2418.6, 1880.821, 4.399839, 155.0954, 1796.908, 520.2614, 128.5738, 1368.884, 378.381, 720.6467
202.6, 79.7588, 66.61716, 3091.919, 3498.161, 872.9313, 2107.119, 4131.573, 0.003863135, 4294.178, 2143.921, 392.9956, 6906.877, 2271.4, 0.2327691, 730.0109, 2076.822, 452.4679, 957.3223, 1450.878, 768.4107, 1630.177, 2441.751, 2480.433, 1906.036, 4.20864, 147.4294, 1831.061, 733.4768, 264.5481, 1310.868, 361.9709, 686.2293
202.7, 76.35426, 63.01152, 2958.496, 3635.711, 1032.307, 2022.662, 3979.184, 0.00368098, 4324.892, 2055.076, 372.795, 6913.508, 2193.569, 0.2228338, 695.8076, 1988.401, 431.7527, 910.8468, 1378.55, 732.3806, 1640.85, 2730.628, 2373.775, 1832.537, 4.025749, 140.1423, 1754.748, 700.5897, 251.5982, 1255.312, 476.2229, 653.4557
202.8, 73.09503, 229.8204, 2921.102, 3659.687, 1014.412, 2134.826, 4091.245, 0.003507414, 4304.266, 2114.968, 353.6327, 6882.42, 2099.641, 0.2133226, 663.2069, 1903.745, 411.9858, 928.3773, 1344.32, 698.0399, 1567.622, 2743.376, 2442.838, 1741.441, 3.850806, 133.2154, 1810.826, 669.1771, 239.2822, 1202.11, 455.5695, 736.8545
202.9, 69.97493, 350.7594, 3144.253, 3558.456, 1057.701, 2185.38, 4155.124, 0.003342032, 4540.994, 2077.735, 335.4553, 6992.888, 2125.528, 0.2042173, 632.1336, 1982.846, 393.1239, 883.307, 1277.305, 665.3093, 1827.705, 2741.243, 2505.608, 1788.921, 3.683465, 126.6308, 1780.743, 639.173, 227.5691, 1284.599, 435.8117, 701.6631
203, 66.98801, 331.7747, 3008.571, 3791.83, 1010.092, 2140.457, 4326.389, 0.003184448, 4549.675, 2040.902, 318.2123, 6994.727, 2105.032, 0.1955007, 602.5162, 1898.426, 375.1255, 840.4247, 1370.418, 693.6108, 1746.138, 2724.632, 2522.634, 1917.883, 3.523397, 120.3718, 1706.528, 610.5142, 216.4294, 1386.787, 416.9109, 668.1523
203.1, 64.12859, 313.8174, 3021.375, 3788.116, 1124.776, 2049.12, 4149.851, 0.003034294, 4448.676, 1956.326, 301.8557, 6988.909, 2090.065, 0.1871561, 661.862, 1918.291, 357.9512, 822.7706, 1405.739, 720.3664, 1719.27, 2699.558, 2414.16, 1822.544, 3.370284, 114.4221, 1812.691, 583.1404, 205.835, 1328.013, 451.9458, 636.2421
203.2, 61.39122, 296.8322, 3128.573, 3902.976, 1149.535, 2144.628, 4198.8, 0.00289122, 4546.947, 2166.289, 286.3398, 6826.576, 2156.498, 0.1791677, 630.8517, 1882.287, 341.5632, 782.8272, 1335.661, 770.1652, 1834.268, 2587.502, 2683.701, 1731.945, 3.223825, 108.7664, 1940.156, 556.994, 195.7592, 1271.73, 432.3452, 605.8558
203.3, 58.7707, 280.7662, 3387.744, 3791.463, 1132.122, 2053.114, 4262.919, 0.002754893, 4742.182, 2268.833, 271.6214, 7155.06, 2155.144, 0.1715203, 601.2944, 2021.939, 325.9254, 744.823, 1269.078, 802.0264, 1844.915, 2675.018, 2568.302, 1725.764, 3.08373, 103.3904, 1976.053, 532.0199, 186.1766, 1334.142, 431.2085, 619.3826
203.4, 56.26204, 280.8289, 3297.583, 3826.498, 1081.163, 2193.803, 4128.384, 0.002624994, 4858.533, 2174.811, 320.648, 7101.371, 2208.279, 0.1641993, 679.6746, 2097.572, 311.0036, 708.6638, 1365.227, 764.42, 1938.892, 2722.645, 2457.865, 1639.975, 2.949723, 98.28003, 1993.366, 508.1656, 177.063, 1534.877, 412.5073, 703.1497
203.5, 53.86047, 296.6715, 3163.105, 3817.052, 1256.916, 2163.437, 4021.934, 0.00250122, 4784.381, 2203.914, 320.1641, 7121.829, 2240.667, 0.1571908, 647.8298, 2008.267, 296.765, 908.8497, 1375.007, 777.9643, 1852.363, 2805.684, 2449.115, 1668.118, 2.82154, 93.42227, 1910.289, 485.3808, 168.3956, 1469.827, 394.6172, 669.568
203.6, 51.5614, 319.7564, 3272.951, 3894.886, 1200.34, 2233.055, 3974.807, 0.002383282, 4772.357, 2112.583, 336.4218, 7238.324, 2144.722, 0.1504814, 617.477, 2050.437, 283.1782, 864.7274, 1306.461, 927.1974, 1769.696, 2769.388, 2588.015, 1760.889, 2.698927, 88.80463, 1894.965, 463.6176, 160.1525, 1494.917, 377.5029, 637.5901
203.7, 49.36047, 302.4497, 3373.645, 3771.975, 1190.137, 2231.926, 4243.406, 0.002270905, 4819.657, 2025.036, 319.1292, 7151.695, 2052.885, 0.1440584, 588.5463, 1963.139, 270.2135, 933.0192, 1241.333, 883.7219, 1829.892, 2906.056, 2476.73, 1673.354, 2.581643, 84.41522, 1815.99, 442.8303, 152.3129, 1549.375, 361.1309, 607.1394
203.8, 47.25349, 286.0797, 3392.643, 3666.58, 1136.567, 2352.431, 4399.883, 0.002163827, 4835.327, 2176.073, 302.7254, 7021.277, 2085.43, 0.1379095, 560.9711, 1975.162, 257.8423, 899.4202, 1179.451, 842.2849, 1969.382, 2818.192, 2781.419, 1740.679, 2.469455, 80.24277, 1740.305, 422.975, 144.857, 1483.71, 345.4689, 578.143
203.9, 45.23645, 270.5956, 3261.667, 3892.122, 1085.409, 2252.049, 4220.346, 0.002061798, 4875.578, 2416.906, 287.1648, 7257.066, 2270.187, 0.1320231, 534.6879, 1891.069, 246.0376, 855.7557, 1143.777, 802.7908, 1881.492, 2914.937, 2661.818, 1654.149, 2.362142, 76.27656, 1667.775, 404.0099, 137.7661, 1496.927, 396.1551, 550.5315
204, 43.30551, 255.9497, 3292.318, 3732.116, 1036.552, 2332.441, 4223.884, 0.00196458, 4812.567, 2423.706, 303.9071, 7259.481, 2172.978, 0.126388, 509.6362, 1994.097, 234.7733, 814.2111, 1086.759, 802.3383, 1850.853, 2973.227, 2744.388, 1680.655, 2.259493, 72.50639, 1805.468, 385.8952, 131.0223, 1514.384, 378.9741, 524.2386
204.1, 41.45699, 242.0965, 3319.007, 3963.52, 1224.541, 2410.327, 4297.436, 0.001871945, 4791.944, 2555.311, 348.3288, 7127.745, 2258.031, 0.1209933, 485.7581, 2051.826, 224.0247, 791.6652, 1083.445, 824.4778, 1882.75, 2913.003, 2756.677, 1742.77, 2.161304, 68.92256, 1847.803, 368.5927, 124.6087, 1450.203, 362.5382, 499.2015
204.2, 39.68737, 228.9931, 3518.148, 3846.415, 1280.564, 2388.606, 4234.885, 0.001783679, 4951.512, 2449.417, 397.3171, 7258.111, 2161.343, 0.115829, 462.9989, 2133.664, 213.7682, 753.2319, 1029.435, 869.662, 1836.859, 2976.581, 2926.072, 1656.136, 2.067383, 65.51588, 1770.793, 352.066, 118.5089, 1557.589, 346.8152, 609.7863
204.3, 37.9933, 216.5989, 3366.332, 3842.986, 1222.924, 2341.787, 4341.174, 0.001699575, 4894.414, 2437.666, 376.8943, 7317.291, 2068.794, 0.110885, 441.306, 2067.44, 203.9813, 716.6645, 1024.37, 867.6492, 1792.944, 2853.026, 2853.141, 1573.809, 1.977543, 62.27758, 1716.475, 336.2803, 112.7078, 1491.576, 331.7741, 690.7173
204.4, 36.37153, 204.8755, 3464.537, 3893.616, 1308.911, 2627.458, 4164.033, 0.001619436, 4889.26, 2376.31, 357.5213, 7293.108, 1980.209, 0.1061521, 420.6294, 2104.112, 194.6424, 743.4893, 973.3044, 826.9659, 1712.928, 2920.254, 2806.07, 1634.592, 1.891607, 59.19934, 1798.932, 321.2024, 107.1907, 1570.057, 405.6822, 758.9899
204.5, 34.81899, 193.7867, 3346.526, 4015.13, 1289.011, 2515.341, 4430.106, 0.001543076, 4967.161, 2343.82, 339.1441, 7202.661, 2115.497, 0.1016212, 400.9217, 2014.529, 185.7311, 707.3948, 924.7843, 863.0375, 1882.873, 2923.304, 2819.688, 1580.093, 1.809405, 56.27326, 1723.959, 306.8006, 101.9436, 1503.516, 388.0881, 722.7413
204.6, 33.33273, 183.298, 3346.418, 4240.881, 1230.99, 2550.619, 4249.335, 0.001470317, 4825.59, 2361.226, 321.7115, 7401.665, 2189.446, 0.09728371, 382.1372, 2002.089, 177.2278, 673.0526, 921.3187, 853.114, 1798.844, 2955.292, 2698.442, 1501.546, 1.730775, 53.4918, 1687.882, 293.0445, 96.95335, 1541.394, 371.257, 688.2239
204.7, 31.9099, 173.377, 3202.012, 4066.537, 1175.581, 2494.905, 4420.631, 0.001400988, 4907.748, 2263.375, 484.6212, 7511.149, 2150.713, 0.09313135, 364.2329, 2107.975, 169.1138, 679.726, 875.3902, 813.1122, 1870.824, 3090.846, 2582.409, 1614.341, 1.655563, 50.84783, 1924.625, 279.9052, 92.20738, 1476.068, 355.1558, 777.2538
204.8, 30.54781, 163.9931, 3174.558, 4131.746, 1382.939, 2565.26, 4482.579, 0.001334929, 4831.192, 2549.054, 459.7108, 7429.854, 2230.453, 0.08915622, 347.1675, 2082.111, 161.3713, 646.7271, 905.4675, 774.986, 1877.169, 3083.072, 2518.347, 1534.091, 1.583619, 48.33454, 1844.413, 267.3549, 87.69374, 1567.187, 339.7529, 740.133
204.9, 29.24385, 155.117, 3395.256, 4106.05, 1320.691, 2455.796, 4598.392, 0.001271984, 4839.363, 2483.292, 436.0809, 7354.596, 2302.733, 0.08535076, 330.9016, 2219.217, 153.9833, 615.3302, 1034.076, 866.2329, 1974.927, 2955.097, 2747.988, 1559.849, 1.514801, 45.94547, 1767.544, 255.3675, 83.40105, 1500.767, 325.0181, 704.785
205, 27.99556, 146.7213, 3333.802, 4080.918, 1261.244, 2351.003, 4410.755, 0.001212007, 5045.81, 2380.383, 413.6656, 7443.058, 2241.652, 0.08170773, 429.3704, 2167.459, 146.9335, 585.4575, 994.4136, 864.5251, 1886.79, 3234.412, 2629.824, 1482.308, 1.448974, 43.6745, 1693.879, 243.9175, 79.31848, 1437.162, 310.9223, 671.1251
205.1, 26.80056, 138.78, 3189.94, 4212.685, 1204.474, 2530.913, 4247.938, 0.001154858, 4918.178, 2491.357, 392.4024, 7665.455, 2314.575, 0.0782202, 409.2531, 2075.179, 140.2065, 557.0351, 1001.821, 897.1719, 1949.161, 3321.426, 2679.753, 1542.982, 1.386007, 41.51577, 1776.146, 232.9809, 75.43577, 1653.109, 297.4378, 639.0729
205.2, 25.65656, 131.2686, 3367.244, 4228.97, 1251.3, 2422.915, 4451.273, 0.001100404, 4865.584, 2439.494, 372.2323, 7378.386, 2314.279, 0.07488152, 390.0783, 2038.282, 133.7874, 529.9925, 951.8798, 949.9569, 1953.036, 3183.557, 2564.523, 1535.073, 1.325777, 39.46374, 1702.122, 222.5347, 71.74311, 1583.048, 284.5382, 608.5514
205.3, 24.56139, 124.1637, 3282.31, 4055.115, 1194.977, 2326.633, 4291.123, 0.001048518, 5000.559, 2556.294, 353.0989, 7451.536, 2215.181, 0.07168534, 371.8019, 1951.502, 127.6622, 504.2628, 904.4277, 1107.997, 1865.876, 3051.41, 2517.632, 1458.764, 1.268164, 37.51314, 1631.183, 212.5568, 68.23122, 1515.956, 272.198, 579.4876
205.4, 23.51298, 117.4434, 3217.633, 3888.408, 1141.189, 2227.352, 4380.955, 0.0009990779, 4826.057, 2555.877, 334.949, 7467.977, 2120.328, 0.06862559, 436.6014, 2187.369, 121.8175, 553.7542, 859.3412, 1233.967, 1782.605, 3117.156, 2627.63, 1386.248, 1.213054, 35.65895, 1854.172, 203.0263, 64.89124, 1609.808, 260.3929, 551.8119
205.5, 22.50931, 164.4873, 3270.76, 3970.617, 1089.822, 2216.799, 4348.365, 0.0009519692, 4864.36, 2449.96, 317.732, 7389.741, 2029.536, 0.06569644, 416.1453, 2094.241, 116.2403, 526.8709, 816.5023, 1362.018, 1815.059, 3032.379, 2557.329, 1534.651, 1.16034, 33.89641, 1865.081, 193.9232, 61.71474, 1575.767, 249.0999, 525.4579
205.6, 21.54849, 155.5845, 3129.619, 3807.383, 1040.767, 2168.831, 4324.752, 0.0009070818, 4944.255, 2492.197, 301.4001, 7412.848, 1956.521, 0.06289232, 396.6476, 2068.154, 110.9185, 568.9533, 775.7989, 1631.857, 1906.355, 2906.508, 2479.12, 1574.072, 1.109916, 190.4184, 1787.351, 185.2282, 58.69375, 1612.414, 238.2966, 500.3625
