 , C000, C001, C002, C003, C004, C005, C006, C007, C009, C011, C013, C014, C015, C016, C017, C020, C021, C022, C023, C024, C025, C026, C028, C029, C030, C031, C032, C033, C035, C038, C039, C040, C042, C043, C044, C045, C050, C051, C052, C053, C055, C060, C063, C069, C076, C087, C093, C103
1.9, 117.9038, 421.6731, 0, 44.66879, 594.9588, 181.647, 0, 383.921, 236.6552, 163.1267, 0, 289.7865, 273.7781, 83.38618, 0, 185.5876, 1001.166, 80.89969, 0, 0, 76.02179, 1044.589, 237.8792, 93.45277, 334.8022, 728.0199, 134.3342, 512.4091, 854.549, 0, 736.11, 510.8116, 0, 235.2521, 226.5744, 296.2112, 90.87178, 448.583, 932.2579, 52.08578, 247.17, -3.051758e-05, 151.9558, 197.6063, 54.73532, 377.3123, 307.9289, 273.7417
2, 111.7663, 429.1258, 0, 42.73703, 567.5894, 192.6755, 0, 366.1991, 224.5186, 154.4326, 0, 293.7321, 306.1473, 79.77751, 0, 177.4953, 965.0629, 77.33228, 0, 0, 72.54193, 984.3471, 225.6623, 88.69748, 415.8828, 709.1547, 128.8527, 491.2473, 816.4526, 0, 801.7139, 488.2123, 0, 225.5733, 217.0575, 404.722, 87.00699, 427.7057, 883.1285, 49.95958, 316.9058, -6.103516e-05, 143.8867, 187.923, 52.42564, 359.4586, 294.3745, 262.0464
2.1, 105.9484, 448.5786, 0, 40.88882, 541.4789, 182.5149, 0, 349.2953, 213.0044, 146.2019, 0, 281.2323, 318.0375, 76.32501, 0, 232.0271, 920.0006, 73.92218, 0, 0, 69.22144, 976.5624, 291.1073, 84.18416, 688.3514, 711.8674, 141.2897, 565.1858, 896.9105, 0, 804.9713, 646.1016, 0, 249.64, 207.9403, 387.1853, 83.30656, 448.2026, 847.186, 47.92017, 302.092, -6.103516e-05, 136.246, 178.7141, 50.21342, 342.4496, 281.4167, 250.8507
2.2, 100.4333, 428.1762, 0, 39.12054, 593.3505, 172.8902, 0, 333.1717, 202.0807, 138.4098, 0, 269.2645, 303.6117, 89.11547, 0, 221.91, 893.6494, 70.66245, 0, 0, 66.05289, 971.2484, 276.1567, 79.9005, 858.3093, 666.5517, 135.5244, 533.3022, 856.9257, 0, 916.4583, 617.5168, 0, 239.3693, 199.2061, 370.4085, 94.5045, 454.1671, 948.3123, 45.96402, 287.9708, -6.103516e-05, 258.069, 169.9565, 59.74223, 326.2455, 269.0292, 294.004
2.3, 95.20524, 408.7017, 0, 37.42874, 614.874, 163.773, 0, 317.7924, 217.4097, 131.0331, 0, 381.7721, 363.6361, 85.25887, 1.907349e-06, 212.234, 996.8871, 67.54647, 0, 0, 63.02933, 960.7775, 288.6684, 75.83481, 1004.933, 631.6497, 129.9943, 503.2174, 936.2927, 0, 875.9546, 590.1967, 0, 238.2519, 190.8388, 354.3586, 105.1975, 433.0298, 1000.574, 44.08771, 316.7419, -6.103516e-05, 294.301, 161.6281, 76.92162, 310.8081, 257.1871, 304.3037
2.4, 135.9555, 390.1129, 0, 35.81009, 586.5883, 155.1366, 0, 303.123, 206.2601, 124.0494, 0, 365.5258, 347.142, 81.56915, 1.907349e-06, 202.9799, 950.3388, 64.56789, 0, -7.629395e-06, 60.14423, 984.8422, 318.5561, 71.976, 1033.078, 591.4406, 124.6899, 474.8296, 894.5522, 0, 837.2411, 564.0853, 0, 228.4498, 182.8229, 430.2847, 100.7234, 412.8763, 947.8447, 42.28799, 301.9358, -6.103516e-05, 302.2443, 153.7078, 73.67573, 296.1012, 245.8663, 291.3026
2.5, 128.8784, 372.3697, 0, 34.26144, 559.6039, 146.9556, 0, 354.4782, 195.6823, 117.438, 0, 349.9708, 331.3961, 78.03912, 0, 194.1293, 905.964, 61.72066, 0, -3.814697e-06, 81.36197, 1383.17, 320.5812, 68.31354, 986.2659, 553.791, 119.6019, 448.0433, 861.5292, 0, 825.2252, 539.1291, 0, 269.6701, 175.1437, 450.5997, 96.43967, 399.8371, 897.8939, 40.56174, 343.697, -6.103516e-05, 305.31, 146.1756, 87.89674, 282.0902, 235.0437, 341.7274
2.6, 122.1696, 355.4334, 0, 32.7798, 607.7462, 139.206, 0, 338.1154, 307.209, 111.179, 0, 379.4128, 316.3644, 74.66185, 0, 185.6646, 863.6613, 58.99898, 0, -3.814697e-06, 77.63773, 1700.844, 613.0889, 64.83744, 941.5753, 518.5381, 114.7216, 553.8705, 823.1218, 0, 788.7537, 515.277, 0, 258.5753, 167.787, 431.0751, 92.33806, 439.14, 850.5756, 38.90598, 565.4251, -6.103516e-05, 289.0974, 139.0125, 155.4276, 268.7422, 224.6976, 489.4031
2.7, 182.3169, 365.0599, 47.87073, 31.3622, 676.8226, 225.4684, 0, 433.6781, 359.0167, 168.5022, 0, 396.045, 302.0145, 71.43074, 0, 177.569, 953.5549, 56.39732, 0, 0, 74.08392, 1685.19, 657.6374, 61.53822, 946.2136, 595.8755, 110.0403, 522.6253, 851.0656, 0, 883.1581, 492.4801, 0, 247.937, 160.7394, 412.3965, 88.41089, 470.9224, 878.6368, 37.31779, 621.2591, -6.103516e-05, 329.1431, 132.2004, 148.8689, 256.0258, 214.8069, 468.4938
2.8, 241.3528, 348.4561, 59.32303, 30.00589, 697.6588, 213.5785, 0, 471.1, 431.5992, 159.5216, 0, 491.4824, 288.3155, 68.33945, 0, 169.8264, 909.03, 53.91039, 0, 0, 175.8137, 1742.094, 712.8882, 58.40689, 912.1254, 571.5723, 105.5502, 540.1815, 813.1245, 0, 911.7039, 649.822, 0, 237.7364, 153.9878, 394.5273, 161.4032, 462.043, 1178.271, 35.79444, 627.9019, -4.577637e-05, 311.6649, 125.7222, 142.5871, 243.9111, 372.2792, 448.4779
2.9, 228.7892, 431.6317, 56.50166, 28.70825, 665.5649, 202.3156, 0, 449.3539, 409.4651, 221.3944, 0, 470.5674, 316.2773, 125.5695, 0, 162.4215, 933.825, 51.53313, 0, 0, 167.766, 1679.92, 676.2759, 55.43489, 877.3237, 572.2196, 101.2432, 531.0285, 776.8749, 0, 968.2365, 621.0726, 0, 227.9554, 147.5198, 461.9902, 217.6922, 481.8936, 1386.452, 34.33326, 611.3968, -6.103516e-05, 295.1149, 119.5614, 136.5703, 232.3697, 355.8923, 429.3171
3, 216.8797, 412.0001, 53.81446, 27.46674, 634.9474, 191.6467, 0, 468.0709, 388.4661, 231.415, 0, 450.5423, 313.6523, 120.1353, -9.536743e-07, 155.3394, 898.8164, 49.26068, 0, 0, 160.0867, 1583.039, 660.8772, 52.61411, 940.2502, 549.2697, 97.11195, 546.8405, 742.2413, 0, 978.1053, 593.5952, 0, 218.5768, 141.3234, 441.9721, 208.4337, 459.4659, 1313.387, 32.93174, 723.9273, -4.577637e-05, 279.4437, 113.7025, 171.8726, 221.3744, 340.2266, 410.975
3.1, 205.5901, 393.2614, 51.25508, 26.2789, 605.7383, 181.5404, 0, 446.4647, 368.5441, 219.0813, 0, 451.3002, 356.4534, 114.9363, -9.536743e-07, 148.5661, 867.863, 47.08846, 0, 0, 152.7589, 1636.026, 677.3136, 49.93687, 897.6447, 514.3046, 93.14931, 515.9918, 839.5778, 0, 934.8773, 567.3335, 0, 209.5842, 135.3874, 422.8214, 199.569, 543.6322, 1309.491, 31.58742, 894.0074, -6.103516e-05, 264.6047, 108.1307, 164.62, 210.8993, 325.2505, 445.7296
3.2, 232.3396, 375.3749, 48.81741, 25.14244, 577.8729, 185.8189, 0, 425.8557, 349.6436, 207.4051, 0, 432.0951, 361.3779, 109.9622, -9.536743e-07, 142.0881, 827.3393, 45.01202, 0, 0, 145.7665, 1556.003, 702.8657, 47.39587, 856.9698, 517.5203, 100.035, 486.8835, 802.1489, 0, 901.412, 542.2335, 0, 200.9614, 129.7006, 488.8808, 191.0812, 518.3312, 1246.474, 30.29799, 893.6085, -4.577637e-05, 250.5536, 102.8319, 157.6735, 200.9199, 310.9336, 463.6609
3.3, 238.0324, 358.3019, 93.56687, 24.05513, 670.8101, 232.9984, 0, 406.1982, 357.2608, 196.3511, 0, 413.7072, 344.9862, 161.8069, -9.536743e-07, 135.8926, 788.7078, 43.02713, 0, 0, 139.0942, 1466.268, 666.7681, 44.98415, 911.7471, 575.6909, 95.95312, 459.4172, 766.3885, 0, 861.5734, 518.2441, 0, 192.6935, 222.3539, 467.6975, 182.9545, 494.2077, 1237.874, 29.06118, 916.7571, -6.103516e-05, 237.2487, 97.79282, 166.598, 191.4127, 297.2469, 443.8515
3.4, 225.6417, 472.9649, 89.11687, 23.01485, 639.9512, 220.7114, 0, 437.4951, 338.939, 185.8862, 0, 396.1019, 385.7266, 154.8045, -9.536743e-07, 129.9672, 751.8802, 41.12978, 0, -3.814697e-06, 184.5434, 1415.527, 632.5244, 42.69516, 943.3297, 539.5459, 92.03776, 467.3131, 859.5587, 0, 843.8164, 495.316, 0, 184.7657, 213.0143, 447.4321, 175.1734, 556.424, 1192.031, 27.87488, 1022.443, -6.103516e-05, 224.6503, 93.00065, 159.568, 182.3554, 284.1627, 424.8884
3.5, 213.896, 451.4534, 84.87852, 22.01955, 621.941, 209.0724, 0, 417.3003, 321.5569, 203.1355, 0, 379.2457, 368.2305, 148.105, -9.536743e-07, 124.3002, 822.0593, 39.3161, 0, -3.814697e-06, 176.0961, 1333.894, 672.1707, 40.52264, 937.1312, 505.1998, 88.28217, 440.9508, 821.239, 0, 913.3903, 497.6661, 0, 177.164, 204.0669, 461.804, 167.7233, 602.0878, 1176.742, 26.73699, 974.6489, -6.103516e-05, 212.7209, 88.44332, 152.8346, 173.7267, 271.6544, 406.7355
3.6, 202.7617, 430.9202, 80.84174, 21.06729, 615.8815, 198.0471, 0, 398.0376, 308.3144, 192.3091, 0, 363.1069, 351.528, 165.7043, -9.536743e-07, 118.8803, 783.6743, 37.58239, 0, -3.814697e-06, 168.0355, 1261.311, 732.1884, 38.46067, 1012.055, 507.6025, 124.7463, 416.0757, 795.9773, 0, 873.0222, 475.6484, 0, 169.8751, 240.7419, 585.8588, 160.59, 574.0663, 1155.002, 25.64555, 1007.17, -6.103516e-05, 201.425, 84.1093, 146.3854, 165.5062, 259.6967, 389.3582
3.7, 192.207, 583.7346, 76.99694, 20.1562, 587.5496, 187.6033, 0, 379.6641, 292.5028, 198.5765, 0, 347.6548, 335.5832, 166.3098, -9.536743e-07, 113.6968, 780.1526, 35.92514, 0, -3.814697e-06, 187.64, 1373.423, 764.0189, 36.50362, 1019.397, 475.2898, 119.656, 392.6038, 853.8249, 0, 834.4382, 454.6048, 0, 162.8861, 269.4661, 560.4734, 153.76, 779.701, 1094.135, 24.59867, 1042.607, -4.577637e-05, 190.7289, 122.3351, 140.2083, 157.6747, 458.1222, 461.5079
3.8, 182.2018, 600.7307, 181.6931, 19.28453, 570.3436, 249.8029, 0, 397.1506, 420.7054, 334.2372, 0, 351.7938, 393.6094, 185.4539, -9.536743e-07, 108.7392, 838.8129, 34.34095, 0, -1.907349e-06, 179.0509, 1306.025, 752.499, 34.64615, 1048.342, 504.1742, 114.7735, 370.4561, 815.7608, 0, 797.5596, 472.5714, 0, 156.1846, 258.1476, 623.6617, 147.2206, 751.3033, 1133.917, 23.59454, 993.8701, -6.103516e-05, 180.6009, 116.3402, 134.2919, 150.2139, 437.9566, 525.4493
3.9, 232.7979, 573.408, 173.0519, 18.45055, 544.1064, 236.6298, 0, 469.9482, 399.13, 347.2343, 0, 336.8232, 377.6897, 177.4281, -9.536743e-07, 152.625, 831.9626, 32.82663, 0, 149.4047, 170.855, 1230.706, 713.8524, 39.22641, 1024.067, 472.0798, 150.2507, 427.7115, 779.3937, 0, 874.3272, 451.664, 0, 149.7589, 327.6443, 692.8779, 140.9592, 716.3372, 1161.188, 22.63138, 1089.984, -4.577637e-05, 171.0106, 115.8899, 128.6251, 143.106, 418.6786, 503
4, 226.4338, 565.9611, 164.8216, 70.31804, 612.7606, 273.0273, 0, 448.2553, 378.661, 405.7985, 0, 322.4897, 385.5468, 169.7496, -9.536743e-07, 145.97, 793.1153, 31.37909, 0, 178.9491, 217.8353, 1159.731, 677.1906, 37.2304, 977.6638, 474.6417, 144.1197, 441.7921, 757.1605, 0, 920.5646, 453.731, 0, 143.5975, 313.8821, 662.8554, 134.9642, 737.6238, 1099.994, 21.70754, 1099.38, -6.103516e-05, 161.9296, 210.0165, 208.8015, 136.3345, 400.2492, 595.7607
4.1, 214.6469, 555.4964, 185.6076, 67.27705, 588.9244, 258.6295, 0, 427.5638, 359.2418, 384.1708, 0, 349.0935, 368.0589, 162.4034, -9.536743e-07, 139.6053, 756.0818, 29.99537, 0, 169.9069, 207.8641, 1199.478, 642.4117, 35.33595, 939.7477, 494.0232, 147.2461, 451.6338, 723.4058, 0, 889.6682, 433.657, 0, 137.6896, 330.3625, 634.1337, 129.2242, 802.3696, 1086.811, 32.81939, 1159.432, -5.340576e-05, 153.3308, 199.725, 242.4059, 129.8833, 440.7032, 610.7049
4.2, 236.1522, 530.2311, 199.1694, 64.3676, 563.3438, 244.9909, 0, 407.8273, 340.8185, 363.6958, 0, 351.0989, 351.3642, 155.3752, -9.536743e-07, 133.518, 804.3654, 158.7795, 0, 161.3216, 317.9512, 1149.032, 609.4189, 33.5379, 897.1649, 475.0612, 210.4786, 426.1561, 856.8526, 0, 865.8541, 414.4712, 0, 132.0248, 316.4862, 606.6566, 123.7282, 765.0267, 1150.092, 31.47966, 1105.234, -4.577637e-05, 145.1886, 189.9379, 232.6137, 123.7375, 421.3044, 584.6132
4.3, 257.3662, 548.6071, 189.697, 61.58395, 537.4287, 232.0715, 0, 567.2874, 396.0953, 344.3121, 87.07864, 336.1579, 335.4268, 148.651, -1.907349e-06, 127.6962, 770.4373, 151.7778, 0, 153.1701, 303.3973, 1082.767, 578.1205, 35.34708, 906.5779, 470.2153, 201.89, 402.1155, 818.6536, 0, 827.587, 396.1342, 0, 143.4007, 303.1927, 640.7021, 118.466, 782.476, 1089.483, 30.19463, 1239.362, -3.814697e-05, 137.4788, 180.6303, 222.798, 117.8824, 402.7593, 559.6362
4.4, 243.9691, 523.6552, 180.6751, 58.92069, 688.1595, 219.8334, 0, 541.1013, 375.7819, 474.0427, 83.29859, 321.8527, 382.2535, 142.2179, -1.430511e-06, 303.9852, 872.6039, 145.0849, 0, 145.4305, 289.5096, 1020.323, 578.1448, 33.54847, 937.2399, 448.4443, 193.6519, 457.4099, 797.6003, 0, 811.6469, 415.5685, 0, 144.2416, 290.4576, 612.9404, 113.4276, 840.6537, 1148.564, 28.96205, 1181.428, -3.814697e-05, 130.1784, 171.7788, 298.6054, 112.3045, 466.1304, 535.7264
4.5, 231.2694, 499.838, 172.0823, 56.3726, 666.3636, 208.2407, 0, 516.1239, 360.954, 448.7778, 79.68263, 308.1562, 364.915, 136.0632, -1.430511e-06, 290.7305, 831.8589, 138.6872, 0, 138.0819, 276.2576, 998.9431, 582.7991, 31.84138, 939.7097, 445.6354, 185.75, 431.6063, 820.9694, 0, 824.5171, 397.1829, 0, 138.3072, 278.2574, 586.3815, 108.6035, 801.5291, 1088.036, 52.50994, 1126.203, -3.051758e-05, 123.2657, 163.3611, 299.9439, 106.9904, 445.6122, 605.6891
4.6, 219.2307, 545.412, 163.8981, 53.93472, 635.7094, 197.2593, 0, 492.2995, 342.4428, 424.8595, 76.22364, 295.0426, 348.3629, 130.1749, -1.430511e-06, 278.0537, 793.0164, 132.5715, 0, 131.1047, 263.6122, 941.3338, 564.2669, 30.22115, 897.1286, 453.1519, 178.1704, 459.0928, 833.9933, 0, 804.5917, 379.6108, 0, 132.617, 266.5696, 560.9735, 103.9846, 792.9005, 1030.697, 50.36642, 1124.152, -3.051758e-05, 116.72, 155.3558, 287.2871, 101.9278, 548.68, 594.7019
4.7, 207.8187, 520.6053, 156.1032, 51.60225, 614.1624, 186.857, 0, 469.5749, 324.881, 402.2159, 72.9148, 282.487, 332.5616, 124.5413, -1.430511e-06, 265.9296, 778.4064, 170.7176, 0, 157.2753, 284.8649, 887.0469, 571.4099, 28.68336, 948.6611, 495.4943, 170.9002, 433.1943, 796.8134, 0, 769.0321, 362.8161, 0, 127.1608, 255.3728, 536.6664, 99.56212, 755.9984, 1005.942, 48.31041, 1116.715, -3.051758e-05, 110.522, 147.7429, 275.1644, 97.10476, 524.5282, 569.2939
4.8, 197.0008, 560.0399, 195.5019, 49.37065, 639.3118, 177.0033, 0, 447.8992, 308.2198, 380.7792, 69.7496, 270.4658, 317.4771, 119.1516, -1.430511e-06, 254.3342, 742.0598, 201.8975, 0, 149.3282, 271.8254, 1044.435, 542.0636, 27.22382, 905.6745, 463.9524, 163.9266, 415.7185, 761.2909, 0, 735.0441, 346.7644, 0, 121.9292, 340.0573, 513.4126, 95.32771, 720.8137, 1013.961, 46.33832, 1064.514, -3.051758e-05, 104.653, 140.503, 263.5531, 92.50992, 501.4395, 592.0953
