 , C001, C002, C003, C004, C005, C007, C010, C011, C012, C013, C016, C017, C018, C019, C020, C021, C022, C024, C025, C027, C028, C029, C031, C032, C033, C034, C035, C036, C037, C038, C039, C043, C045, C046, C047, C051, C052, C053, C054, C055, C056, C063, C064, C068, C070, C077, C082, C089, C092, C099, C106
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
160.8, 1723.207, 332.7723, 660.7708, 1008.286, 2.927905, 289.709, 902.8269, 740.278, 27.68817, 489.7216, 2512.738, 638.5305, 1042.535, 21.71001, 1423.827, 2438.137, 274.4023, 397.8286, 499.7225, 1.857323, 2006.861, 620.7474, 100.641, 653.3322, 1423.999, 1058.536, 665.0472, 1847.987, 2956.088, 9204.058, 3295.76, 1403.911, 4.285572, 2.056189, 4110.384, 420.4591, 4711.556, 3926.567, 2218.184, 3662.738, 2351.694, 1426.175, 4967.394, 1417.317, 1693.348, 0.6399578, 1838.562, 2329.375, 1045.572, 2940.859, 1111.69
160.9, 1713.136, 317.0163, 630.8997, 964.0795, 2.803496, 274.7429, 989.0527, 707.7731, 26.43895, 465.8314, 2527.185, 609.9642, 1153.959, 20.70321, 1487.995, 2367.06, 262.8287, 449.7096, 476.7881, 1.758423, 2009.409, 593.9764, 95.90129, 620.3166, 1362.746, 1011.642, 634.531, 1946.584, 2965.469, 9282.333, 3393.016, 1461.883, 4.080272, 1.967297, 4074.498, 475.3772, 4814.869, 3880.951, 2164.697, 3569.251, 2324.245, 1361.057, 5054.709, 1350.037, 1749.178, 0.6114504, 1832.94, 2433.827, 1000.886, 2817.892, 1065.191
161, 1668.69, 373.0106, 602.379, 921.8113, 2.684373, 260.55, 1016.217, 676.6954, 25.24609, 443.1066, 2492.669, 676.3082, 1104.025, 19.74309, 1516.588, 2408, 251.7433, 438.9037, 454.9063, 1.66479, 1939.202, 568.36, 91.38477, 588.9694, 1304.128, 1092.052, 605.4151, 1858.992, 3029.612, 9233.905, 3407.099, 1397.869, 3.884807, 1.882249, 3958.057, 453.6651, 4966.403, 3997.74, 2068.569, 3487.86, 2224.003, 1298.912, 5142.316, 1285.95, 1737.184, 0.584213, 1748.423, 2474.943, 1091.501, 2915.504, 1020.637
161.1, 1673.053, 355.3493, 600.7354, 881.3964, 2.570312, 247.0902, 1061.863, 646.9824, 24.10705, 652.2454, 2489.127, 673.3345, 1119.335, 18.8275, 1508.873, 2422.252, 241.1254, 507.0714, 434.0287, 1.576142, 1965.644, 592.2875, 87.08095, 559.2062, 1248.032, 1043.673, 577.6352, 1994.248, 3016.562, 9364.861, 3415.611, 1476.456, 3.698706, 1.800876, 4029.032, 432.9446, 4980.768, 3938.205, 1976.709, 3435.197, 2250.913, 1434.267, 5201.639, 1377.718, 1756.801, 0.5581888, 1777.147, 2358.999, 1109.299, 3002.881, 977.9459
161.2, 1589.496, 338.5243, 608.7935, 1108.65, 2.461097, 234.3258, 1013.327, 618.574, 23.01941, 702.4788, 2556.87, 643.2112, 1070.9, 17.95438, 1438.299, 2308.679, 230.9553, 480.6178, 414.1093, 1.492215, 1874.255, 566.7439, 82.97982, 530.9471, 1194.348, 1040.73, 551.1299, 2051.101, 2960.428, 9531.858, 3625.193, 1411.804, 3.52152, 1.723022, 3945.164, 413.1706, 5045.402, 3841.32, 1984.358, 3395.658, 2451.32, 1368.779, 5062.07, 1334.533, 1797.558, 0.5333239, 1872.531, 2415.092, 1061.89, 2952.606, 937.0408
161.3, 1655.677, 394.5622, 607.5845, 1060.044, 2.356523, 222.2208, 1028.491, 591.413, 21.98083, 799.9447, 2510.535, 614.4356, 1024.56, 17.12174, 1497.7, 2281.273, 221.2142, 455.5442, 395.104, 1.412756, 1787.116, 633.0593, 79.07184, 504.1161, 1313.048, 1171.892, 525.8409, 2195.213, 3037.191, 9445.307, 3627.872, 1561.956, 3.352822, 1.648534, 4073.799, 394.2996, 5062.921, 4048.937, 2013.813, 3446.74, 2415.736, 1306.281, 5267.348, 1452.635, 1732.535, 0.5095666, 1786.19, 2367.302, 1109.342, 2960.755, 897.8467
161.4, 1572.987, 449.534, 710.7422, 1073.552, 2.256393, 210.7411, 981.4798, 565.4446, 20.98911, 811.8407, 2729.992, 586.9473, 980.2253, 16.32772, 1580.951, 2295.458, 211.884, 431.7787, 376.971, 1.337529, 1853.178, 605.7574, 75.3479, 478.641, 1256.568, 1119.976, 501.7123, 2096.433, 3012.845, 9631.446, 3924.329, 1510.508, 3.192206, 1.577265, 4038.593, 455.3603, 5172.282, 3935.749, 2010.957, 3320.405, 2408.564, 1504.754, 5279.41, 1418.411, 1846.864, 0.4868676, 1971.524, 2389.965, 1061.931, 2975.368, 860.2921
161.5, 1521.246, 428.2495, 724.7534, 1088.51, 2.160517, 199.8544, 998.7589, 617.5009, 20.04214, 825.8268, 2888.055, 560.6888, 965.7326, 15.57052, 1507.006, 2252.315, 202.9473, 409.2531, 359.6702, 1.266307, 1790.009, 579.6329, 71.79935, 572.2875, 1202.517, 1070.36, 478.6909, 2049.813, 3002.808, 9721.764, 3977.004, 1578.285, 3.039284, 1.509078, 3995.951, 434.5624, 5221.639, 4084.027, 1948.507, 3265.375, 2363.64, 1436.048, 5359.859, 1493.843, 1827.649, 0.4651798, 1880.617, 2533.622, 1016.546, 3030.798, 824.3082
161.6, 1584.347, 407.9728, 735.7542, 1103.025, 2.068715, 189.5301, 990.9578, 604.0947, 19.13789, 815.8835, 2819.002, 559.0771, 1066.803, 14.84844, 1655.911, 2310.552, 194.3875, 387.9026, 343.1634, 1.198878, 1756.027, 554.6351, 68.41792, 709.6022, 1150.791, 1110.194, 456.7258, 2129.42, 3139.897, 9625.156, 4171.825, 1686.072, 2.893687, 1.443839, 3967.327, 562.4129, 5312.295, 3988.652, 1912.853, 3256.812, 2343.447, 1431.174, 5377.268, 1552.443, 1892.242, 0.4444581, 1970.458, 2442.986, 1100.214, 3028.298, 789.8294
161.7, 1514.471, 388.6562, 757.566, 1054.665, 1.980813, 179.7392, 945.6625, 610.6608, 18.27443, 837.4996, 2763.095, 625.4321, 1020.64, 14.15984, 1676.483, 2285.847, 186.1887, 367.666, 327.4142, 1.135039, 1709.521, 741.5699, 65.19573, 673.743, 1101.291, 1095.231, 435.7686, 2353.516, 3158.881, 9824.196, 4158.785, 1640.37, 2.755066, 1.38142, 4074.102, 536.7255, 5489.104, 3899.814, 1838.475, 3107.948, 2375.005, 1592.452, 5357.206, 1519.525, 1934.669, 0.4246594, 2049.893, 2328.539, 1053.193, 3101.323, 756.7928
161.8, 1438.833, 370.2541, 723.3192, 1008.425, 1.896647, 170.454, 941.4333, 852.6795, 17.44994, 852.5042, 2857.116, 693.0466, 1044.148, 13.50317, 1598.07, 2178.67, 178.3357, 348.4851, 312.3878, 1.0746, 1630.041, 827.5932, 62.1253, 639.6959, 1053.919, 1046.711, 415.773, 2480.678, 3149.321, 9954.725, 4165.416, 1692.199, 2.623085, 1.321699, 4124.806, 512.2114, 5470.719, 3830.356, 1878.034, 3317.525, 2584.566, 1519.741, 5387.089, 1503.357, 1941.919, 0.4057427, 1971.545, 2381.789, 1008.182, 2971.647, 725.1381
161.9, 1578.496, 352.7234, 690.6205, 1039.432, 1.816057, 161.6485, 952.1171, 815.2391, 16.66264, 912.9948, 2798.132, 766.4526, 1044.202, 12.87696, 1765.628, 2270.182, 170.814, 330.3048, 298.051, 1.017379, 1728.623, 791.9016, 59.19947, 762.3918, 1008.585, 1000.341, 396.6949, 2714.984, 3170.377, 9906.319, 4282.605, 1786.507, 2.497426, 1.26456, 4088.935, 537.0128, 5509.149, 3837.36, 1794.636, 3329.011, 2473.096, 1450.351, 5433.44, 1449.852, 1853.24, 0.3876686, 2007.797, 2508.745, 965.094, 3042.038, 694.8074
162, 1527.779, 415.7037, 760.8083, 1132.196, 1.738891, 153.2979, 1001.81, 779.4427, 15.91087, 868.4559, 2816.589, 851.0773, 1096.226, 12.27979, 1736.678, 2308.187, 163.6095, 313.073, 284.3721, 0.963205, 1648.254, 757.7493, 56.41144, 723.8649, 965.2011, 956.025, 378.4923, 2773.677, 3244.367, 9958.078, 4346.936, 1875.667, 2.377787, 1.209892, 4082.198, 524.4047, 5702.63, 3887.182, 1852.51, 3379.742, 2366.435, 1567.081, 5603.254, 1440.609, 1880.054, 0.3703997, 2071.17, 2425.256, 923.8478, 2975.229, 665.7454
162.1, 1565.989, 396.021, 726.4149, 1147.168, 1.665004, 145.3787, 956.0192, 745.2181, 15.19301, 826.0898, 2830.433, 813.0023, 1048.791, 11.71032, 1672.677, 2199.963, 156.7088, 296.7402, 271.3211, 0.9119156, 1616.365, 725.0698, 53.75471, 687.285, 923.6833, 984.8669, 361.1249, 2677.402, 3249.187, 10061.76, 4233.559, 1865.663, 2.26388, 1.157586, 4172.301, 500.4533, 5759.577, 3887.496, 1836.255, 3225.259, 2484.78, 1521.411, 5373.604, 1372.223, 1806.162, 0.3539, 1975.669, 2311.639, 932.9234, 2984.517, 637.8989
162.2, 1487.778, 510.8713, 743.2571, 1096.873, 1.594257, 137.8686, 1054.799, 712.4963, 14.50754, 841.2083, 2780.374, 776.6306, 1056.18, 11.16725, 1714.42, 2241.676, 150.0993, 281.2595, 258.869, 0.8633573, 1702.262, 693.7997, 51.2231, 737.6552, 883.9514, 1079.792, 344.5544, 2719.277, 3230.002, 10014.62, 4299.958, 1880, 2.155429, 1.107543, 4112.788, 592.6161, 5923.274, 3942.341, 1754.712, 3077.837, 2542.106, 1565.56, 5522.459, 1409.881, 1833.214, 0.3381352, 1921.738, 2412.21, 907.8149, 3058.203, 611.2172
162.3, 1413.474, 486.6826, 780.3986, 1048.783, 1.526516, 130.7465, 1006.586, 681.2112, 13.853, 800.1714, 2758.037, 741.8861, 1047.922, 10.64937, 1720.009, 2136.57, 143.7685, 266.5863, 246.9884, 0.8173847, 1743.482, 663.8782, 48.81071, 700.3784, 845.9286, 1113.379, 328.7443, 2710.316, 3167.169, 10017.43, 4522.725, 1871.963, 2.052173, 1.059662, 4056.453, 565.5493, 6049.387, 3942.132, 1773.881, 3028.477, 2525.441, 1531.581, 5399.62, 1342.954, 2000.56, 0.3230728, 2045.365, 2299.205, 962.3109, 3074.959, 585.6516
162.4, 1385.09, 463.6392, 745.1195, 1329.12, 1.461653, 123.9922, 996.2886, 651.2999, 13.22798, 761.1365, 2747.529, 824.9884, 1065.126, 10.1555, 1806.789, 2036.392, 137.7047, 252.6787, 235.653, 0.7738601, 1732.518, 635.2471, 46.51194, 664.9853, 809.5413, 1084.902, 313.6596, 2748.252, 3234.913, 10220.84, 4553.445, 1919.019, 1.953864, 1.013851, 4090.85, 588.764, 6041.315, 4014.273, 1862.559, 3002.477, 2551.032, 1461.65, 5492.663, 1279.204, 1909.203, 0.3086813, 1951.054, 2267.592, 921.1836, 3024.315, 561.1552
162.5, 1393.564, 441.6869, 711.4353, 1270.847, 1.399546, 117.5869, 1087.689, 622.7019, 12.63117, 785.9006, 2779.725, 788.0805, 1044.983, 9.684539, 1834.743, 2040.532, 131.8967, 239.4966, 224.8379, 0.7326531, 1651.968, 607.8508, 44.32144, 759.198, 774.7191, 1101.924, 299.2671, 2701.166, 3211.206, 10109.89, 4603.704, 1834.988, 1.860265, 0.9700213, 4198.339, 561.8731, 6092.011, 3985.431, 1779.848, 2913.627, 2566.417, 1394.912, 5667.359, 1259.429, 1993.013, 0.2949309, 1994.807, 2445.398, 881.814, 2960.74, 537.6835
162.6, 1323.965, 531.9895, 818.7782, 1215.129, 1.340078, 111.5125, 1067.25, 595.3596, 12.06129, 747.5618, 2732.449, 841.6074, 1052.522, 9.235417, 1866.507, 2093.034, 126.3336, 227.0022, 214.5191, 0.6936403, 1672.048, 581.636, 42.23409, 720.8325, 741.3948, 1053.108, 285.535, 2704.829, 3227.155, 10217.8, 4629.756, 1754.636, 1.771149, 0.928086, 4228.743, 613.7705, 6103.937, 3980.6, 1714.94, 2853.839, 2455.73, 1554.895, 5750.985, 1292.5, 2036.404, 0.281793, 2094.701, 2330.838, 844.127, 2836.942, 515.1935
162.7, 1319.395, 525.9232, 781.7642, 1161.854, 1.283137, 105.7519, 1047.63, 569.218, 11.51711, 711.0933, 2683.318, 835.3129, 1006.978, 8.807124, 1779.206, 1994.897, 121.0052, 402.9696, 204.6739, 0.6567049, 1766.667, 556.5518, 40.24505, 684.4058, 709.504, 1006.454, 272.433, 2815.731, 3193.791, 10395.67, 4613.01, 1853.194, 1.686302, 0.8879637, 4165.027, 585.7375, 6210.362, 3991.829, 1895.699, 2812.172, 2554.735, 1483.899, 5753.206, 1231.145, 1980.106, 0.2692404, 2107.223, 2221.645, 893.7574, 2902.893, 493.6443
162.8, 1253.5, 558.9581, 835.9672, 1110.915, 1.228616, 100.2888, 1082.494, 544.2241, 10.99749, 676.4038, 2682.704, 851.1688, 963.404, 8.398693, 1921.617, 1959.099, 115.9015, 446.8614, 195.2806, 0.6217362, 1684.529, 532.5494, 38.34969, 649.8198, 678.985, 1025.071, 259.9322, 2783.762, 3231.251, 10284.6, 4737.703, 1856.958, 1.60552, 0.8495758, 4124.045, 600.2091, 6325.07, 4211.25, 1875.686, 2743.649, 2736.655, 1416.145, 5917.104, 1172.703, 2040.777, 0.2572469, 2104.54, 2413.854, 936.5099, 2988.78, 472.9964
162.9, 1224.432, 583.3577, 833.2194, 1062.209, 1.176411, 95.10802, 1033.015, 520.3278, 10.50131, 689.3565, 2600.83, 813.0897, 921.7157, 8.009203, 1882.303, 1988.618, 111.013, 423.5489, 186.3183, 0.5886296, 1672.394, 509.5822, 36.54359, 616.9817, 649.7787, 979.6594, 248.005, 2853.757, 3256.426, 10446.1, 4884.062, 1937.003, 1.528608, 0.8128476, 4165.432, 590.3365, 6325.78, 4095.858, 1792.392, 2707.37, 2713.593, 1351.485, 5894.266, 1267.493, 2013.224, 0.2457877, 2117.023, 2300.771, 896.4853, 2890.487, 453.2121
163, 1205.59, 555.7369, 795.5525, 1015.639, 1.126424, 90.19484, 1100.741, 497.4807, 10.02752, 655.7275, 2613.771, 829.3216, 881.8314, 7.637775, 2020.636, 1895.377, 106.3308, 401.4526, 177.7674, 0.5572859, 1738.509, 487.6054, 34.82254, 585.803, 621.8287, 936.2596, 236.6251, 2840.172, 3181.054, 10511.75, 4800.414, 1899.864, 1.45538, 0.7777071, 4282.616, 563.3738, 6368.094, 4155.056, 1841.657, 2633.603, 2640.181, 1494.029, 5922.524, 1207.325, 1957.465, 0.2348389, 2047.113, 2358.242, 879.0129, 2881.081, 434.2554
163.1, 1172.818, 529.4239, 759.5884, 971.1104, 1.078562, 85.53547, 1050.428, 475.6367, 9.575102, 767.4645, 2651.578, 792.2198, 843.6729, 7.283573, 1926.126, 1892.794, 101.846, 430.973, 169.6089, 0.5276112, 1657.681, 600.8818, 33.18256, 556.1999, 595.0809, 894.7823, 225.7674, 2971.991, 3188.708, 10497.95, 4867.288, 1918.643, 1.385661, 0.7440858, 4218.449, 570.4376, 6323.157, 4056.606, 1791.947, 2630.908, 2681.818, 1453.179, 5911.968, 1225.029, 1884.954, 0.2243778, 1952.721, 2447.034, 972.5335, 2846.604, 416.0916
163.2, 1275.224, 585.8961, 793.7951, 928.5341, 1.032733, 81.11679, 1143.478, 454.752, 9.143098, 797.3389, 2648.769, 784.7028, 807.1656, 6.945796, 1975.643, 1942.73, 97.55042, 408.4894, 161.8248, 0.4995166, 1580.611, 616.5687, 31.6198, 528.0928, 569.4838, 855.1426, 215.4079, 2982.45, 3228.137, 10464.68, 4984.283, 1907.17, 1.319281, 0.711918, 4188.901, 571.8836, 6471.069, 4043.444, 1712.372, 2595.089, 2566.155, 1386.828, 5782.848, 1274.251, 2075.39, 0.2143828, 2086.081, 2364.765, 930.9694, 2929.632, 398.6875
163.3, 1211.535, 602.172, 803.9807, 887.8243, 0.9888511, 76.92638, 1091.211, 434.7842, 8.730585, 758.4421, 2542.521, 796.3973, 772.2381, 6.623684, 1937.999, 1851.641, 93.436, 387.1787, 154.3979, 0.472918, 1507.124, 661.6909, 30.13065, 501.406, 544.9876, 817.259, 205.5237, 3046.865, 3213.679, 10679.79, 4888.615, 1923.892, 1.256081, 0.6811408, 4227.667, 545.7637, 6567.625, 4107.557, 1736.68, 2476.471, 2736.707, 1425.109, 5827.271, 1306.57, 2043.035, 0.2048329, 2045.597, 2308.795, 998.3506, 2918.994, 382.0114
163.4, 1208.029, 605.6381, 767.6356, 848.8995, 0.9468341, 72.95244, 1114.749, 415.6933, 8.336683, 721.4429, 2647.977, 760.7686, 852.0447, 6.31651, 1976.177, 1815.586, 89.49511, 366.9799, 147.312, 0.4477358, 1571.604, 633.1542, 28.71163, 476.0678, 521.5452, 836.8279, 196.0931, 3017.144, 3157.216, 10777.56, 5055.053, 1914.733, 1.195908, 0.6516942, 4182.978, 650.2371, 6763.469, 4217.776, 1659.559, 2554.401, 2641.121, 1360.039, 5865.601, 1314.23, 1993.954, 0.1957085, 2090.405, 2247.208, 955.683, 2796.942, 366.0328
163.5, 1190.474, 603.6873, 739.7972, 811.6812, 0.9066024, 69.18379, 1063.795, 397.4406, 7.960554, 744.7935, 2593.564, 825.3468, 815.1752, 6.023582, 1982.888, 1892.406, 85.72044, 347.8347, 140.5512, 0.4238945, 1546.104, 605.8481, 27.35944, 452.0101, 499.1111, 799.7557, 187.0953, 2940.912, 3164.368, 10654.82, 5241.628, 1830.89, 1.138619, 0.6235207, 4173.134, 620.5385, 6712.439, 4125.926, 1766.991, 2484.345, 2672.64, 1487.268, 5940.889, 1353.585, 2082.745, 0.1869906, 2117.852, 2453.53, 1027.839, 2931.896, 350.7226
163.6, 1131.018, 631.7065, 813.702, 776.0947, 0.8680801, 65.60983, 1122.118, 379.9893, 7.601394, 708.4601, 2619.283, 842.7878, 837.1394, 5.744237, 2031.623, 1803.676, 82.10497, 329.6884, 134.1007, 0.4013227, 1622.639, 692.7093, 26.07093, 429.1681, 477.642, 764.3257, 178.5103, 3084.73, 3156.126, 10670.26, 5104.885, 2007.36, 1.084073, 0.5965651, 4295.325, 622.7018, 6703.298, 4180.855, 1688.524, 2485.784, 2576.714, 1473.814, 5895.979, 1289.331, 2038.326, 0.1786609, 2079.148, 2338.589, 983.9112, 2867.509, 336.0527
163.7, 1149.896, 601.7965, 776.9174, 742.0684, 0.8311948, 62.22049, 1100.456, 363.3044, 7.258438, 711.2687, 2631.394, 805.0836, 866.7018, 5.477848, 2013.525, 1719.106, 78.64199, 357.2314, 127.9462, 0.3799528, 1547.198, 662.8348, 24.8431, 407.4804, 457.0964, 806.5972, 170.3192, 3017.014, 3124.079, 10700.56, 5133.945, 1979.661, 1.032141, 0.5707748, 4176.981, 594.2608, 6881.66, 4296.168, 1705.663, 2422.211, 2654.24, 1406.521, 5980.316, 1228.126, 1980.033, 0.1707024, 2094.691, 2452.389, 941.8608, 2800.094, 321.9965
163.8, 1152.156, 711.2523, 770.4996, 709.5339, 0.7958766, 59.00624, 1125.308, 347.352, 6.930956, 743.3032, 2693.061, 808.2226, 829.198, 5.223812, 1919.348, 1869.184, 75.32507, 338.5949, 122.0742, 0.3597208, 1652.087, 674.553, 23.6731, 386.8887, 437.4346, 907.3618, 162.504, 2963.123, 3107.726, 10575.25, 5130.224, 1988.229, 0.9826963, 0.5460994, 4064.366, 726.9646, 6935.978, 4172.266, 1629.92, 2375.72, 2790.283, 1342.3, 5867.1, 1169.827, 2011.959, 0.1630983, 2012.499, 2453.68, 969.9712, 2890.701, 308.5282
163.9, 1094.613, 708.2921, 827.9491, 678.4258, 0.7620592, 55.95804, 1188.36, 332.1001, 6.618249, 730.9232, 2692.008, 772.0648, 793.3171, 335.2302, 1940.766, 2021.16, 72.14806, 341.5886, 116.4717, 0.3405662, 1588.966, 764.7484, 22.5582, 367.3376, 418.6185, 1097.745, 155.0473, 3176.71, 3238.307, 10762.72, 5178.717, 1995.439, 0.9356204, 0.5224909, 4188.511, 709.5205, 7009.088, 4209.712, 1652.48, 2267.129, 2802.672, 1429.574, 6001.694, 1114.295, 2068.039, 0.155833, 2129.908, 2338.732, 928.5165, 2854.208, 295.6232
164, 1066.343, 803.2184, 790.5204, 648.6816, 0.7296788, 53.0673, 1134.042, 317.5179, 6.319651, 796.5822, 2701.868, 737.5245, 758.9888, 319.6839, 2025.488, 2000.962, 69.10503, 512.198, 111.1264, 0.3224315, 1605.116, 768.449, 21.49581, 348.7745, 400.6118, 1049.113, 147.9329, 3230.92, 3177.452, 10942.07, 5076.776, 2011.43, 0.8907996, 0.4999029, 4131.238, 732.4189, 6952.083, 4347.826, 1659.141, 2221.457, 2886.382, 1364.301, 5972.073, 1061.399, 1997.601, 0.1488913, 2159.784, 2488.324, 888.8336, 2877.148, 283.258
164.1, 1078.503, 765.1877, 754.7838, 620.2415, 0.6986741, 50.3259, 1174.05, 303.576, 6.034524, 785.7043, 2659.109, 888.1453, 726.1459, 304.8585, 2073.628, 1907.142, 237.8054, 736.394, 106.0263, 0.3052625, 1530.489, 735.3081, 20.48346, 513.3549, 570.0891, 1039.443, 141.1449, 3098.234, 3273.796, 10786.42, 5322.772, 1923.352, 0.848126, 0.4782915, 4158.68, 744.7744, 7046.332, 4387.236, 1585.463, 2234.075, 3034.558, 1498.987, 5904.502, 1101.187, 1946.142, 0.1422589, 2283.017, 2451.055, 997.5158, 2994.948, 271.4101
164.2, 1072.363, 924.7314, 720.6627, 593.0483, 0.6689869, 47.72612, 1303.011, 290.2462, 5.762262, 747.3751, 2693.55, 1023.708, 694.7242, 290.7206, 2192.961, 1919.525, 227.7754, 790.522, 101.1603, 0.2890077, 1459.333, 741.0518, 19.51878, 487.4129, 545.567, 993.3947, 134.6684, 3291.573, 3216.391, 10928.29, 5299.685, 2045.707, 0.8074967, 0.4576143, 4245.432, 827.2778, 7077.995, 4377.865, 1515.057, 2155.735, 2975.592, 1470.815, 5876.221, 1242.623, 1998.689, 0.1359219, 2292.46, 2336.23, 1176.696, 2981.197, 260.0576
164.3, 1062.457, 880.9473, 688.0841, 567.0473, 0.6405612, 45.26063, 1295.919, 277.5018, 5.502284, 822.7814, 2684.649, 1076.375, 664.6622, 277.2384, 2454.208, 2017.346, 266.3254, 749.281, 96.51762, 353.9188, 1391.484, 709.0924, 18.59953, 629.9774, 543.9435, 949.3863, 128.489, 3311.085, 3242.669, 11141.8, 5518.932, 2074.774, 0.7688137, 0.437831, 4273.243, 789.4931, 7062.947, 4584.721, 1534.967, 2263.684, 2982.887, 1465.885, 5735.715, 1323.716, 1998.507, 0.1298671, 2268.13, 2459.217, 1378.617, 2958.036, 249.1801
164.4, 1193.478, 839.2363, 656.9783, 542.1863, 0.6133432, 42.92251, 1236.684, 265.3169, 298.7808, 983.8647, 2755.824, 1458.406, 635.9011, 264.3815, 2701.841, 2023.082, 255.0925, 1115.442, 92.08801, 335.0731, 1326.79, 678.5114, 17.72357, 598.1419, 576.8804, 1075.478, 211.0778, 3277.976, 3586.528, 11233.98, 5677.46, 2176.068, 0.7319838, 0.418903, 4295.945, 753.4342, 7149.729, 4669.92, 1627.774, 2289.109, 3035.051, 1777.041, 5831.622, 1444.462, 1953.851, 0.1240821, 2266.622, 2693.356, 1631.893, 2964.553, 238.7575
164.5, 1258.35, 856.1707, 701.4089, 518.4152, 0.5872818, 40.70518, 1180.157, 463.8057, 435.1727, 935.8686, 2735.691, 1467.4, 608.3845, 252.1208, 2946.666, 2095.127, 244.3333, 1372.962, 87.8617, 317.2309, 1265.104, 706.035, 16.88887, 567.9153, 552.066, 1027.833, 286.1881, 3514.662, 3571.446, 11370.84, 5745.094, 2094.934, 0.6969182, 0.4007933, 4347.775, 719.0222, 7394.106, 4835.198, 1555.489, 2332.438, 3270.573, 1695.903, 5850.484, 1375.893, 2041.729, 0.1185548, 2162.108, 2605.615, 1562.149, 3088.285, 228.7709
164.6, 1321.098, 906.723, 715.1384, 495.6864, 0.5623277, 38.60239, 1175.673, 773.8394, 415.5388, 890.2139, 2656.272, 1401.752, 783.4259, 240.4286, 2926.964, 2125.836, 234.028, 2042.094, 83.82935, 300.3387, 1206.286, 873.1583, 16.09348, 539.2161, 528.3191, 982.299, 273.0562, 3540.695, 3464.529, 11458.87, 5625.394, 2157.434, 0.6635324, 0.3834665, 4466.006, 772.9625, 7591.416, 4800.459, 1590.588, 2225.825, 3298.973, 1618.469, 5810.229, 1433.119, 2102.709, 0.1132737, 2325.227, 2601.954, 1619.169, 3185.768, 219.202
164.7, 1255.118, 942.9977, 780.631, 473.954, 0.538434, 36.60823, 1192.383, 928.4081, 396.7908, 846.7864, 2636.676, 1339.041, 749.5256, 229.2787, 3006.538, 2026.161, 224.1573, 2048.287, 79.98206, 284.3461, 1150.202, 883.7432, 15.33555, 511.9673, 505.5936, 938.7822, 260.5268, 3578.369, 3576.338, 11222.7, 5719.059, 2185.355, 0.631746, 0.3668887, 4283.118, 760.0416, 7486.433, 4765.802, 1519.954, 2124.086, 3365.275, 1709.99, 5838.572, 1556.578, 2095.348, 0.1082278, 2218.011, 2593.159, 1549.969, 3357.294, 210.0333
164.8, 1192.433, 898.3487, 805.792, 453.1745, 0.5155555, 34.71709, 1246.561, 887.6426, 687.874, 805.4774, 2520.469, 1279.136, 771.6327, 218.6459, 2941.73, 2082.658, 344.7603, 2044.647, 76.31135, 269.205, 1096.726, 845.63, 14.61331, 486.0954, 483.8457, 897.1932, 248.5723, 3578.4, 3543.073, 11353.74, 5572.896, 2173.131, 0.6014823, 0.3510276, 4299.766, 954.2911, 7601.129, 4830.72, 1807.542, 2026.997, 3293.294, 1757.944, 5833.1, 1482.687, 2257.784, 0.1034068, 2286.164, 2471.677, 1483.727, 3216.915, 201.2481
164.9, 1132.879, 1041.348, 862.6338, 433.3059, 0.4936492, 32.92364, 1189.583, 848.667, 656.8389, 818.0918, 2501.334, 1221.911, 767.0764, 208.5062, 2948.746, 1985.008, 330.2191, 2159.983, 72.8091, 494.5093, 1045.736, 998.6171, 13.92509, 461.5309, 463.0333, 857.4467, 336.0843, 3648.975, 3552.948, 11376.72, 5677.274, 2226.316, 0.5726684, 0.3358523, 4434.935, 910.7053, 7556.748, 4785.396, 2245.772, 1934.346, 3250.6, 1927.313, 5791.784, 1494.874, 2154.681, 0.09880045, 2315.914, 2355.885, 1561.246, 3111.872, 192.8304
165, 1076.299, 1858.416, 829.2132, 414.3085, 0.4726736, 31.22284, 1135.209, 979.4859, 627.204, 1245.738, 2593.54, 1293.769, 771.1998, 198.8367, 3012.147, 2115.761, 360.1301, 2179.376, 69.46758, 1417.819, 997.1169, 955.5497, 13.26928, 438.2078, 443.1161, 949.8435, 433.9386, 3668.054, 3812.992, 11288.91, 5712.349, 2294.394, 0.5452348, 563.5443, 4253.319, 869.1102, 7684.335, 4751.592, 2365.203, 1845.929, 3185.121, 2402.34, 5893.395, 1673.645, 2165.412, 0.09439932, 2240.352, 2608.541, 1669.851, 3096.993, 184.7648
