 , C004, C009, C017, C026, C027, C029, C030, C032, C033, C034, C038, C043, C048, C050, C052, C056, C059, C060, C061, C064, C068, C071, C072, C078, C080, C085, C088, C089, C098, C102, C117, C125
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
7.4, 864.7446, 93.84464, 307.6719, 2230.49, 383.7289, 809.7223, 0, 1339.943, 420.9787, 841.4658, 1663.198, 1021.957, 174.6895, 898.0413, 1123.345, 1078.59, 491.1845, 320.6241, 1912.336, 1171.548, 1246.851, 2638.777, 2526.333, 1035.6, 1007.853, 74.15333, 148.9392, 44.48484, 690.741, 1223.655, 697.3028, 1032.294
7.5, 827.99, 89.27369, 287.1553, 2127.301, 367.4049, 772.3312, 0, 1437.318, 399.1942, 878.8502, 1588.854, 1037.303, 167.4379, 1006.707, 1138.907, 1136.621, 468.1178, 305.0955, 1829.781, 1119.932, 1223.424, 2555.658, 2706.93, 991.1589, 1022.515, 70.98555, 141.0502, 42.35239, 657.8329, 1169.958, 844.5187, 988.0211
7.6, 792.7975, 121.7754, 268.0068, 2156.377, 351.7755, 736.6667, 0, 1515.864, 478.2995, 840.9421, 1616.141, 1015.433, 160.4873, 998.6139, 1085.066, 1116.517, 446.1343, 424.689, 1750.79, 1120.229, 1172.047, 2581.055, 2596.756, 948.6252, 1000.441, 67.95309, 133.5791, 40.32217, 626.4927, 1218.182, 824.125, 1099.589
7.7, 846.4288, 115.844, 250.1352, 2056.617, 336.8108, 764.5085, 0, 1581.594, 453.5488, 804.6691, 1812.581, 972.4436, 153.8252, 1118.319, 1168.337, 1059.24, 425.1832, 602.0557, 1675.209, 1178.934, 1183.549, 2751.424, 2684.672, 907.9168, 1099.712, 65.05019, 126.5037, 38.38927, 811.5508, 1200.34, 916.1251, 1052.43
7.8, 810.4526, 110.2015, 233.4554, 2208.147, 322.4828, 729.2053, 0, 1509.318, 430.0788, 786.7195, 1731.56, 931.2741, 147.4397, 1062.098, 1113.104, 1004.902, 405.216, 572.8969, 1791.357, 1148.293, 1133.847, 2634.997, 2575.404, 868.9553, 1099.136, 62.27129, 119.8031, 36.54902, 772.8872, 1224.505, 876.432, 1032.074
7.9, 776.0056, 104.8339, 217.8878, 2105.992, 308.7643, 695.5322, 0, 1516.553, 407.8233, 876.2643, 1800.202, 1002.899, 141.3192, 1131.527, 1060.483, 1054.174, 386.1865, 545.1502, 1819.767, 1097.702, 1195.982, 2523.496, 2627.027, 831.6658, 1046.455, 59.61111, 113.4574, 34.79699, 736.0656, 1170.771, 887.1588, 1077.173
8, 791.1786, 99.72768, 203.3583, 2100.839, 295.6294, 735.9385, 0, 1554.704, 386.7195, 838.4677, 1759.038, 960.4398, 135.4529, 1219.69, 1010.35, 1000.096, 368.0506, 518.7474, 1759.493, 1049.339, 1182.259, 2484.608, 2661.129, 1046.469, 1029.061, 57.06456, 107.4478, 33.12895, 700.9983, 1157.903, 848.7207, 1123.417
8.1, 757.5508, 94.87019, 189.7977, 2003.648, 283.0533, 701.9545, 0, 1515.755, 399.0439, 802.3015, 1680.411, 1000.837, 129.83, 1158.372, 962.5865, 948.7912, 350.7664, 493.6233, 1816.179, 1101.965, 1132.61, 2480.551, 2552.819, 1053.68, 1073.046, 54.6268, 101.7565, 31.54086, 667.6016, 1107.092, 956.7664, 1197.739
8.199999999999999, 725.3523, 90.24928, 177.1413, 1913.676, 271.0121, 669.5399, 0, 1446.488, 378.3944, 797.8756, 1669.055, 958.4651, 124.4405, 1168.391, 917.0811, 934.752, 334.2939, 469.716, 1737.775, 1053.415, 1262.164, 2413.93, 2561.867, 1008.463, 1050.333, 52.29319, 96.36667, 30.02891, 635.796, 1129.888, 915.3125, 1146.371
8.300000000000001, 694.5223, 85.85345, 165.3289, 1961.684, 259.4832, 638.6221, 0, 1400.914, 358.8135, 852.2523, 1763.67, 917.8873, 119.2748, 1133.767, 873.7268, 886.7996, 318.595, 446.9666, 1716.828, 1007.004, 1209.16, 2533.566, 2457.597, 965.1871, 1196.119, 50.05926, 180.918, 28.58943, 605.5056, 1080.306, 875.6547, 1150.285
8.4, 665.0026, 81.67174, 154.3042, 1983.543, 248.4447, 609.132, 0, 1499.543, 340.2458, 815.4915, 1684.835, 879.0275, 114.3235, 1099.518, 832.4221, 921.0197, 389.0248, 425.319, 1779.79, 1015.042, 1158.382, 2426.358, 2490.482, 923.7679, 1138.789, 47.92076, 171.3351, 27.21895, 576.6583, 1093.161, 837.7151, 1100.953
8.5, 694.515, 86.43507, 144.0147, 1912.018, 237.8758, 686.8707, 0, 1477.873, 322.639, 780.3163, 1609.524, 892.787, 109.5778, 1044.242, 793.0699, 873.7717, 370.7557, 404.7199, 1702.957, 970.3214, 1109.736, 2571.632, 2539.396, 884.1262, 1084.207, 45.87362, 162.2599, 25.91418, 549.1854, 1045.191, 801.4193, 1053.735
8.6, 664.9957, 82.22502, 134.4113, 2075.696, 227.7565, 655.1525, 0, 1516.078, 352.9049, 746.6583, 1537.58, 854.9899, 105.029, 1139.308, 849.062, 878.2813, 353.3445, 385.1184, 1638.536, 927.5711, 1186.886, 2581.82, 2502.233, 876.54, 1094.734, 43.91393, 153.6653, 24.67194, 523.0212, 999.3254, 766.6962, 1200.878
8.699999999999999, 681.7352, 216.6437, 125.4483, 2037.302, 218.0677, 624.899, 0, 1488.868, 445.4591, 742.087, 1678.525, 818.7928, 100.6691, 1135.629, 808.9232, 833.2258, 336.7509, 366.4662, 1746.98, 947.1538, 1137.043, 2576.256, 2406.123, 838.9249, 1042.264, 42.03796, 145.526, 23.48926, 498.1037, 955.4729, 733.4775, 1149.376
8.800000000000001, 680.8011, 206.0915, 117.083, 2022.037, 208.791, 596.0426, 0, 1558.003, 422.4078, 815.7517, 1603.496, 784.1283, 96.49016, 1078.538, 805.5741, 790.4816, 320.9366, 348.7175, 1671.563, 905.4243, 1089.293, 2501.762, 2433.011, 802.9241, 1047.858, 40.24212, 151.5303, 22.36326, 474.3732, 913.5446, 701.698, 1162.261
8.9, 724.3002, 196.0533, 109.2755, 1973.32, 199.909, 642.3909, 0, 1486.805, 400.5493, 780.5653, 1531.821, 841.1978, 92.4847, 1065.827, 767.4912, 864.7308, 415.6714, 331.8283, 1613.352, 865.5333, 1081.715, 2454.09, 2333.987, 819.6379, 1189.473, 38.52301, 214.7913, 21.29125, 451.7733, 873.4562, 671.2955, 1112.415
9, 693.515, 186.504, 101.9886, 1940.339, 191.4048, 612.7267, 0, 1772.797, 379.8219, 773.1398, 1698.225, 825.876, 88.64551, 1012.245, 731.2087, 820.3705, 396.1508, 315.7571, 1571.702, 850.7933, 1209.231, 2638.756, 2462.406, 784.4648, 1266.437, 36.87733, 211.9853, 20.27062, 430.2501, 916.3072, 642.2102, 1064.706
9.1, 664.0381, 177.4198, 95.18767, 1988.889, 183.2624, 584.4324, 0, 2011.368, 360.1671, 739.7914, 1694.245, 857.9531, 84.96569, 961.3563, 696.6414, 778.2858, 377.547, 300.4643, 1503.852, 813.3092, 1184.225, 2527.096, 2412.914, 750.801, 1205.737, 35.30196, 234.3639, 19.29892, 547.2413, 876.0976, 614.3851, 1059.027
9.199999999999999, 635.8142, 168.7781, 88.84023, 2039.378, 175.4664, 557.4446, 0, 2322.179, 487.7424, 707.8815, 1747.101, 869.3479, 81.43863, 967.4605, 801.0804, 822.0639, 359.8169, 285.9121, 1637.378, 852.1754, 1134.494, 2464.833, 2376.166, 786.6917, 1147.946, 33.79388, 221.9501, 18.3738, 521.1698, 837.6525, 587.7656, 1013.608
9.300000000000001, 608.7899, 160.5573, 82.91606, 1945.03, 168.002, 633.2068, 0, 2499.031, 462.5031, 739.9778, 1669.007, 832.543, 78.05798, 918.8234, 763.21, 779.8923, 342.9194, 272.0648, 1609.015, 860.0266, 1086.851, 2701.475, 2424.325, 772.1606, 1187.919, 32.35023, 239.2033, 17.49302, 550.7813, 800.8945, 562.2994, 1040.766
9.4, 582.9142, 152.737, 77.38693, 2009.576, 244.923, 623.6907, 0, 2396.061, 438.5697, 719.974, 1685.696, 813.5252, 74.81767, 872.6313, 727.1299, 739.8842, 326.8154, 258.8881, 1539.554, 822.1357, 1041.209, 2702.625, 2445.106, 739.0248, 1219.543, 30.96825, 226.5332, 16.65447, 524.5411, 884.1328, 537.9366, 996.1301
9.5, 558.1384, 145.2975, 72.22651, 1934.475, 234.5039, 594.89, 0, 2333.766, 447.3154, 752.0282, 1683.182, 868.3398, 71.71187, 908.6575, 692.7554, 865.1041, 311.4677, 246.3496, 1473.092, 785.9142, 1149.322, 2700.241, 2473.822, 707.311, 1207.752, 29.64531, 214.5342, 15.85612, 499.5512, 845.3351, 714.0319, 1084.127
9.6, 534.4155, 138.2204, 67.4102, 1869.041, 224.528, 567.4194, 0, 2276.331, 424.168, 719.5905, 1607.945, 831.5776, 68.73499, 946.0265, 660.0059, 820.7245, 296.8407, 234.4183, 1677.466, 860.1918, 1128.534, 2585.98, 2463.332, 676.9581, 1149.865, 28.37888, 303.089, 15.09603, 475.7517, 808.2399, 807.0315, 1201.568
9.699999999999999, 511.701, 131.4881, 62.91506, 1981.403, 246.0996, 625.3873, 0, 2353.598, 428.1557, 688.5518, 1564.472, 796.3718, 65.8817, 898.4669, 765.7729, 803.7396, 282.9007, 223.0649, 1662.638, 822.2936, 1175.759, 2476.554, 2397.024, 647.9078, 1209.413, 27.16656, 287.035, 14.37238, 527.3609, 936.0768, 772.0651, 1150.036
9.800000000000001, 535.2826, 125.0836, 58.71967, 1889.737, 270.5038, 596.5082, 0, 2246.042, 405.9998, 787.5959, 1697.132, 762.6565, 63.14684, 887.8143, 729.5717, 871.8313, 269.6152, 212.2614, 1590.862, 839.3942, 1132.031, 2504.844, 2537.647, 620.104, 1151.446, 26.00602, 271.8313, 13.68342, 502.2366, 894.9998, 738.6138, 1100.714
9.9, 535.5476, 118.9911, 54.80404, 1808.447, 258.9965, 604.1849, 379.5114, 2311.516, 384.9904, 753.624, 1680.949, 730.3685, 60.52552, 867.5643, 796.0067, 1036.901, 256.9537, 346.2801, 1528.483, 1007.79, 1100.685, 2629.618, 2537.936, 741.8268, 1155.422, 24.89506, 257.433, 13.02748, 478.3092, 916.5353, 706.6118, 1127.742
10, 603.6649, 113.1953, 51.14952, 1918.199, 247.9787, 653.6323, 357.0572, 2341.252, 495.9742, 721.1174, 1718.341, 752.7872, 58.01301, 840.3679, 827.2969, 983.7089, 244.8868, 329.509, 1574.16, 1007.372, 1054.462, 2585.952, 2469.63, 823.6926, 1100.043, 23.83156, 243.7973, 12.40299, 455.5218, 1034.683, 728.7082, 1079.376
10.1, 578.0071, 107.6818, 47.73869, 1829.457, 237.4296, 698.5951, 335.9315, 2234.261, 470.3088, 775.1556, 1734.839, 741.7075, 55.6048, 979.1971, 871.3867, 989.3128, 233.3866, 313.5501, 1506.204, 962.9896, 1056.97, 2635.8, 2407.715, 788.3454, 1047.318, 22.81349, 230.8839, 11.80844, 433.82, 989.2787, 697.1353, 1033.084
10.2, 660.0866, 102.4369, 328.5958, 1744.821, 227.3293, 666.3356, 316.0558, 2283.429, 469.5028, 808.0089, 1657.293, 754.395, 53.29655, 1126.934, 965.4702, 1268.991, 222.4264, 298.3642, 1521.51, 1035.307, 1122.092, 2550.898, 2485.141, 764.0566, 997.1198, 21.83891, 236.295, 11.24238, 563.2264, 1045.321, 722.4332, 988.7781
10.3, 731.0283, 97.44744, 306.6839, 1744.923, 217.6587, 755.5754, 297.356, 2179.08, 527.2339, 773.1564, 1749.551, 722.4568, 51.08413, 1070.28, 986.8265, 1203.892, 211.9809, 455.2824, 1648.813, 989.6938, 1074.97, 2527.559, 2568.827, 812.2291, 1017.762, 20.90597, 223.7789, 10.70346, 536.3934, 1100.264, 720.9196, 946.3718
10.4, 699.9571, 92.70101, 286.2332, 1800.978, 257.4391, 720.6846, 279.7626, 2079.5, 610.4926, 739.8073, 1743.433, 716.4005, 48.96355, 1222.1, 940.1751, 1142.133, 202.026, 433.232, 1659.026, 1001.552, 1050.924, 2503.585, 2464.274, 820.6627, 968.981, 20.01288, 239.2761, 10.19038, 589.4904, 1051.982, 689.6841, 905.7843
10.5, 670.2064, 88.18577, 417.0573, 1884.5, 246.4876, 903.1735, 263.2101, 2333.704, 578.9012, 757.4969, 1665.503, 744.9222, 46.93099, 1312.112, 1095.851, 1215.424, 192.5386, 412.2496, 1638.977, 1068.74, 1006.791, 2531.083, 2581.67, 798.5411, 976.1332, 19.15795, 226.6022, 9.701888, 729.3599, 1078.215, 826.1187, 866.9374
10.6, 641.7203, 83.89045, 389.2465, 1797.318, 236.0019, 861.467, 247.637, 2233.528, 548.9446, 763.8759, 1628.03, 713.385, 44.98281, 1621.046, 1361.675, 1342.572, 183.4967, 633.6871, 1568.223, 1157.294, 980.0088, 2423.98, 2606.588, 903.1264, 1063.561, 18.33953, 214.5995, 9.236814, 694.612, 1099.403, 790.3253, 918.7727
10.7, 614.445, 79.80434, 363.2902, 1840.124, 225.9623, 821.6864, 232.9853, 2210.901, 520.5381, 730.9271, 1840.167, 683.183, 43.1155, 1611.19, 1377.448, 1273.698, 174.8794, 602.9962, 1588.016, 1126.844, 938.8537, 2548.25, 2500.498, 1041.192, 1209.97, 17.55608, 203.2327, 8.794035, 661.5196, 1167.662, 756.0828, 1041.12
10.8, 588.329, 75.91727, 339.0647, 1842.043, 216.3498, 783.7428, 219.2005, 2219.995, 493.6017, 699.3995, 1757.913, 654.2597, 41.32571, 1530.191, 1312.33, 1380.551, 166.6669, 573.7917, 1649.258, 1077.198, 964.3188, 2440.421, 2537.55, 1016.036, 1151.976, 16.8061, 192.4679, 8.37248, 630.0037, 1116.423, 723.324, 1100.226
10.9, 563.323, 72.21952, 316.4547, 1756.824, 207.1463, 747.5513, 206.2313, 2200.086, 468.0591, 693.5128, 1760.542, 685.0281, 39.61021, 1503.813, 1250.291, 1309.729, 158.8399, 546.0017, 1618.501, 1088.276, 939.5336, 2428.899, 2621.871, 985.5757, 1247.744, 16.08815, 182.2733, 7.971133, 599.9893, 1067.432, 691.9844, 1125.756
11, 539.3798, 68.70188, 295.3525, 1752.032, 198.3342, 713.0311, 194.0294, 2193.966, 527.9946, 769.6818, 1757.674, 656.0267, 37.96593, 1428.212, 1191.185, 1242.54, 151.3806, 519.5576, 1731.508, 1133.278, 900.0782, 2483.083, 2633.776, 943.2816, 1187.94, 15.40088, 172.6186, 7.589025, 571.4048, 1020.59, 820.3594, 1096.667
11.1, 516.4543, 65.35558, 275.6574, 1725.557, 189.897, 680.1049, 182.5494, 2140.977, 500.6722, 736.4825, 1696.388, 628.253, 36.3899, 1356.411, 1134.872, 1178.798, 144.2715, 494.3943, 1770.553, 1268.197, 890.0593, 2417.499, 2589.129, 947.8464, 1131.002, 14.74296, 163.4754, 7.225235, 544.1822, 975.8047, 784.8156, 1093.317
11.2, 494.5032, 62.17226, 257.2756, 1828.672, 181.8187, 742.7766, 171.7487, 2152.096, 516.2593, 809.6976, 1749.548, 650.8051, 34.8793, 1288.22, 1134.539, 1183.492, 137.4963, 470.4497, 1718.75, 1265.561, 956.2049, 2344.479, 2635.081, 907.1714, 1318.299, 14.11315, 154.8165, 6.878882, 518.2565, 1016.582, 750.8118, 1258.898
11.3, 473.4851, 59.144, 240.1196, 1818.93, 174.0841, 782.8187, 161.587, 2053.749, 489.5442, 907.7273, 1882.293, 725.0352, 33.4314, 1223.458, 1141.433, 1232.563, 131.0393, 447.6647, 1875.622, 1273.901, 964.2181, 2245.272, 2683.752, 962.1627, 1313.05, 13.51025, 146.6162, 6.549133, 493.5659, 1021.816, 718.2813, 1204.907
11.4, 453.3604, 56.26323, 224.1076, 1800.379, 166.6786, 746.6699, 152.0265, 1959.896, 464.2116, 955.7504, 2010.502, 694.3399, 32.04361, 1252.377, 1087.473, 1169.333, 124.8855, 425.9833, 1794.652, 1217.776, 1089.065, 2401.19, 2640.774, 920.8734, 1296.96, 12.9331, 138.8502, 6.235191, 470.0516, 1128.11, 687.1603, 1222.087
11.5, 434.0909, 53.52279, 209.1633, 1717.088, 159.588, 712.1904, 143.0317, 1893.516, 560.2129, 914.5253, 1936.922, 664.9443, 30.71343, 1217.323, 1036.064, 1129.979, 119.0207, 405.352, 1786.63, 1202.171, 1199.87, 2336.118, 2780.016, 977.9482, 1367.88, 12.38061, 152.5174, 5.936298, 447.6575, 1078.606, 657.3877, 1307.093
11.6, 415.6406, 50.91582, 195.2156, 1637.651, 152.7991, 786.5377, 134.5691, 2044.131, 531.2233, 875.0784, 1999.822, 636.793, 29.43847, 1156.124, 987.0845, 1099.749, 113.4313, 385.7199, 1731.598, 1196.079, 1212.688, 2349.506, 2674.882, 1001.671, 1302.318, 11.85172, 144.4389, 5.651733, 426.3304, 1031.274, 628.905, 1251.036
11.7, 397.9744, 48.43583, 182.198, 1741.954, 208.2979, 750.2172, 126.6072, 1950.718, 503.7339, 853.7381, 1978.846, 740.14, 28.21643, 1230.001, 940.4209, 1191.632, 108.1044, 433.186, 1831.495, 1143.382, 1300.66, 2357.707, 2724.959, 958.6862, 1364.749, 11.34542, 136.7883, 5.380809, 406.0193, 986.0197, 601.6563, 1197.382
11.8, 460.98, 46.07664, 170.0484, 1767.287, 321.6778, 887.6017, 119.1163, 1949.856, 477.667, 1038.09, 1939.867, 708.8054, 27.04512, 1531.827, 1207.168, 1277.4, 103.0277, 477.8135, 1752.43, 1101.107, 1246.039, 2257.939, 2780.508, 917.546, 1352.397, 10.86075, 129.5429, 5.122872, 497.7944, 1085.635, 575.5883, 1146.029
11.9, 441.3867, 43.83236, 158.709, 1729.305, 387.2162, 846.6143, 112.0687, 1860.751, 452.949, 1050.706, 1903.232, 678.7972, 25.92243, 1556.025, 1256.562, 1211.87, 98.18937, 579.9541, 1676.778, 1181.101, 1217.975, 2237.331, 2867.23, 949.681, 1386.07, 10.39679, 122.6813, 4.8773, 523.6907, 1195.829, 550.6497, 1256.927
12, 422.6263, 41.69739, 148.1257, 1785.041, 370.7439, 948.8114, 355.3521, 1775.718, 429.51, 1005.385, 2043.625, 650.0596, 24.84635, 1712.424, 1252.248, 1261.405, 93.57825, 551.8656, 1737.019, 1176.847, 1423.423, 2167.955, 2750.532, 988.3237, 1319.636, 9.952642, 143.6663, 4.6435, 498.7412, 1143.353, 526.7917, 1295.581
12.1, 433.6532, 39.66641, 138.2482, 1702.459, 354.9724, 916.9698, 442.5291, 1852.366, 407.284, 978.4742, 2161.745, 678.5112, 23.81494, 1626.335, 1193.049, 1196.696, 89.18369, 525.1375, 1662.033, 1124.998, 1363.647, 2445.874, 2827.853, 948.1697, 1256.386, 9.527473, 157.961, 4.420907, 573.9946, 1093.181, 503.9674, 1273.357
12.2, 415.2214, 37.73435, 129.0293, 1623.698, 339.8717, 972.7848, 416.3464, 1983.957, 386.2081, 1045.616, 2065.116, 649.7856, 22.82634, 1544.574, 1211.954, 1135.306, 84.99549, 499.7039, 1590.283, 1091.828, 1306.381, 2487.272, 2712.757, 969.3948, 1249.131, 9.120466, 209.942, 4.208984, 546.6486, 1082.322, 482.1319, 1218.746
12.3, 460.223, 35.8964, 120.4252, 1605.4, 325.4135, 927.8638, 391.7128, 1893.294, 366.2229, 1101.368, 1972.807, 712.5726, 21.87879, 1466.924, 1154.66, 1077.065, 81.00398, 475.5021, 1556.722, 1043.724, 1251.52, 2382.022, 2765.104, 927.795, 1281.403, 8.730846, 198.8218, 4.007221, 520.6053, 1067.858, 603.1619, 1305.043
12.4, 440.662, 34.14797, 112.3949, 1645.076, 370.0411, 885.0171, 368.5367, 1896.876, 347.2718, 1053.861, 2039.222, 737.1423, 20.97056, 1553.03, 1270.616, 1021.812, 194.9897, 452.4725, 1633.602, 1135.212, 1395.028, 2318.84, 2736.514, 887.9805, 1339.134, 8.35787, 188.2907, 3.815129, 495.8029, 1118.389, 577.0287, 1419.642
12.5, 421.9323, 32.48471, 104.9, 1568.97, 361.8174, 911.3867, 346.7318, 1871.21, 329.3014, 1107.679, 2122.229, 705.9345, 20.10004, 1474.955, 1282.135, 1119.916, 185.8327, 430.5583, 1678.614, 1085.197, 1336.444, 2420.459, 2643.366, 968.1225, 1274.95, 8.000828, 178.3173, 3.632245, 472.182, 1087.935, 552.0277, 1409.164
12.6, 403.9987, 66.65193, 295.8835, 1560.277, 377.939, 887.0312, 326.2171, 1855.455, 374.2404, 1059.9, 2052.782, 676.0479, 19.26566, 1400.804, 1260.113, 1228.78, 177.1058, 409.7054, 1606.149, 1037.386, 1311.831, 2363.999, 2731.342, 972.9581, 1213.841, 7.659039, 168.8722, 3.458128, 449.6865, 1103.174, 528.1099, 1348.728
12.7, 472.9176, 63.40548, 276.153, 1509.282, 430.7517, 866.6918, 306.9161, 1885.5, 354.8745, 1014.183, 2022.081, 647.4266, 18.46591, 1330.381, 1294.787, 1290.576, 168.7886, 389.8624, 1658.792, 1105.235, 1292.496, 2289.997, 2831.2, 931.2055, 1155.662, 7.33185, 159.9274, 3.292358, 428.2627, 1131.92, 548.0351, 1290.885
12.8, 452.817, 60.31715, 257.7381, 1439.458, 439.2232, 826.67, 288.757, 1842.656, 336.5106, 970.4375, 1976.407, 620.0171, 17.69936, 1330.958, 1233.577, 1244.469, 160.8621, 370.9805, 1587.183, 1082.034, 1238.218, 2469.843, 2805.326, 891.2446, 1266.408, 7.018639, 151.4564, 3.134534, 407.8596, 1082.249, 735.3134, 1325.431
12.9, 433.5707, 57.37924, 240.5513, 1590.878, 445.6905, 837.9724, 271.6724, 1758.449, 319.0971, 997.6822, 1903.282, 808.9745, 16.96463, 1325.339, 1175.261, 1180.628, 246.4829, 353.0131, 1518.664, 1044.772, 1254.966, 2454.998, 2691.147, 878.8501, 1240.078, 6.718807, 149.0292, 2.984275, 487.9431, 1136.289, 703.4543, 1366.798
13, 415.1424, 54.58444, 224.5105, 1531.746, 426.7307, 799.2768, 255.5986, 1789.329, 373.1717, 998.0828, 1854.578, 774.7256, 16.2604, 1279.244, 1119.701, 1230.787, 234.9077, 335.9159, 1589.409, 998.7421, 1262.959, 2439.585, 2603.087, 867.2063, 1331.82, 6.431785, 141.1355, 2.84122, 566.6524, 1123.191, 672.9757, 1338.169
13.1, 397.4974, 51.92576, 209.5394, 1460.883, 408.5775, 853.6561, 240.4759, 1921.855, 393.1674, 955.0318, 1811.882, 741.9268, 15.58541, 1214.932, 1066.768, 1238.06, 223.8761, 319.6467, 1536.135, 1042.536, 1209.922, 2561.685, 2622.71, 958.099, 1267.986, 6.157023, 143.8648, 2.705022, 539.6561, 1073.903, 643.8176, 1280.778
13.2, 380.6024, 49.39658, 195.5666, 1422.113, 391.1965, 814.2361, 226.2478, 1834.029, 407.0332, 959.7011, 1870.863, 710.5164, 14.93843, 1211.485, 1016.338, 1174.548, 213.3625, 304.1655, 1478.903, 996.604, 1159.111, 2453.286, 2558.388, 916.984, 1207.212, 5.894, 233.9036, 2.575352, 513.946, 1026.777, 615.9228, 1225.849
13.3, 452.1782, 46.99059, 182.5255, 1494.719, 374.5549, 956.7336, 212.8616, 1830.434, 385.9703, 992.8403, 1888.244, 680.4359, 14.31831, 1150.58, 1155.978, 1114.294, 203.3427, 289.4341, 1637.533, 971.623, 1233.474, 2405.624, 2586.255, 877.6334, 1149.35, 5.642212, 221.5142, 2.451899, 489.4608, 1139.217, 589.2367, 1297.672
13.4, 445.4502, 44.70179, 170.3541, 1425.569, 358.6213, 980.958, 200.2675, 1942.931, 365.9973, 950.0154, 1884.623, 681.4254, 13.72394, 1253.251, 1101.33, 1104.11, 267.8221, 275.4162, 1581.291, 1028.926, 1181.674, 2303.829, 2642.272, 839.9714, 1221.51, 5.401181, 209.7811, 2.334364, 466.1421, 1089.226, 563.7067, 1242.018
13.5, 426.517, 42.52448, 158.9943, 1448.022, 343.3654, 935.6595, 427.8703, 1911.092, 478.187, 909.0377, 1893.197, 754.7614, 13.15424, 1190.247, 1049.266, 1139.704, 255.2448, 262.0771, 1593.863, 983.5934, 1242.099, 2399.777, 2676.037, 857.3394, 1236.09, 5.170446, 198.6694, 2.222463, 443.9344, 1041.428, 539.283, 1188.751
13.6, 453.6722, 103.7855, 148.392, 1413.776, 328.7586, 918.1696, 402.5549, 1871.941, 453.442, 1034.964, 1922.109, 722.8076, 12.60818, 1130.409, 1073.198, 1205.905, 259.8886, 249.3842, 1525.057, 940.2585, 1189.938, 2298.23, 2697.139, 820.5483, 1176.844, 4.949568, 188.1463, 2.115926, 422.7846, 1118.979, 515.9174, 1137.769
13.7, 434.3896, 103.4903, 138.4967, 1444.969, 314.7731, 875.7706, 378.7373, 1786.397, 429.9776, 1029.792, 1836.192, 692.2067, 12.0848, 1155.305, 1022.464, 1173.791, 404.7285, 237.3059, 1607.588, 993.7413, 1231.277, 2238.178, 2613.725, 827.9589, 1120.438, 4.738126, 178.1806, 2.014496, 402.6425, 1241.273, 493.5642, 1136.961
13.8, 567.4116, 98.44955, 359.843, 1390.302, 301.3826, 1076.884, 356.3289, 1881.906, 407.7274, 1125.416, 1862.174, 662.9013, 11.58314, 1316.522, 1018.743, 1265.616, 385.7219, 505.7601, 1552.418, 1020.217, 1302.612, 2422.693, 2668.149, 896.4845, 1149.162, 4.535717, 168.7428, 1.917928, 627.2361, 1202.524, 472.1795, 1168.989
13.9, 543.2947, 131.3813, 454.3023, 1421.908, 405.4262, 1027.156, 431.3535, 1795.906, 386.6285, 1076.873, 1778.936, 765.8279, 11.1023, 1435.317, 1114.826, 1200.691, 367.6079, 543.7828, 1485.4, 981.1891, 1281.953, 2378.99, 2701.482, 876.1431, 1094.083, 4.341954, 159.8049, 1.82599, 684.9816, 1323.991, 451.7213, 1118.854
14, 520.2028, 124.982, 424.0079, 1499.351, 388.1792, 979.7239, 481.3103, 1727.442, 366.6215, 1030.423, 2001.565, 789.3392, 10.64143, 1579.966, 1216.202, 1139.095, 350.3445, 582.5834, 1663.801, 964.9683, 1228.117, 2389.268, 2811.602, 894.9221, 1041.644, 4.156468, 151.3403, 1.738458, 825.1128, 1339.051, 432.1496, 1227.109
14.1, 559.0844, 120.8996, 395.7336, 1514.073, 371.666, 934.4824, 452.8331, 1658.581, 347.6498, 1066.07, 1912.096, 882.08, 10.19969, 1548.583, 1211.106, 1219.062, 442.7213, 554.3676, 1591.975, 1037.324, 1176.543, 2288.166, 2755.857, 890.0551, 1067.818, 3.978907, 143.3242, 1.655123, 819.8181, 1310.499, 413.4258, 1174.481
14.2, 535.3213, 115.0108, 369.3448, 1444.027, 355.8552, 967.2836, 426.0407, 1582.787, 329.6599, 1068.711, 1942.555, 844.7362, 9.776281, 1528.081, 1370.604, 1156.525, 421.9305, 527.5184, 1538.148, 1087.88, 1178.764, 2332.386, 2827.802, 923.1269, 1016.637, 3.808931, 135.7326, 1.575782, 780.7606, 1287.378, 395.5132, 1124.111
14.3, 512.5683, 109.4089, 433.7167, 1377.222, 391.8524, 1075.225, 549.6678, 1510.456, 312.6008, 1197.415, 1855.724, 808.9733, 9.370452, 1451.259, 1305.81, 1097.196, 402.116, 501.9695, 1471.746, 1085.177, 1162.683, 2317.547, 2735.853, 883.5126, 967.91, 3.646216, 128.5431, 1.500245, 861.6596, 1230.885, 378.3768, 1192.972
