 , C004, C009, C017, C026, C027, C029, C030, C032, C033, C034, C038, C043, C048, C050, C052, C056, C059, C060, C061, C064, C068, C071, C072, C078, C080, C085, C088, C089, C098, C102, C117, C125
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
187, 1.674151, 34.59853, 0.006285502, 1095.481, 2392.733, 2.560935, 268.6934, 16.81006, 261.4332, 1381.701, 1163.602, 2585.79, 5731.25, 111.0958, 581.2354, 8.524199, 143.3652, 367.0156, 1.803005, 2009.046, 2090.463, 264.8572, 7177.597, 2737.872, 0.1013569, 1794.223, 1.702119, 631.4315, 0.5286431, 1861.233, 498.2844, 1700.11
187.1, 1.602994, 32.91331, 0.005866363, 1146.975, 2290.946, 2.442677, 388.0322, 16.04187, 247.9047, 1422.044, 1111.59, 2476.317, 5896.174, 105.5107, 553.7579, 8.086911, 136.6325, 530.8303, 1.72517, 1973.503, 2059.003, 565.7603, 7311.244, 2620.381, 0.09649891, 1904.068, 1.611962, 601.163, 0.5034577, 1779.558, 476.6952, 1644.939
187.2, 1.534861, 31.31019, 0.005475174, 1257.337, 2359.407, 2.32988, 365.0739, 15.30878, 319.1476, 1360.706, 1181, 2566.191, 5651.415, 100.2064, 527.5795, 7.672056, 130.2161, 543.6851, 1.650695, 2018.331, 2096.884, 541.82, 7113.612, 2514.698, 0.09187374, 1822.728, 1.526579, 589.7734, 0.4794721, 1783.838, 456.0414, 1644.759
187.3, 1.469624, 29.78514, 0.005110071, 1286.957, 2259.037, 2.222291, 343.4739, 14.6092, 302.6325, 1302.014, 1128.21, 2457.549, 5695.124, 95.16871, 502.6386, 7.278482, 124.1009, 517.3531, 1.579435, 1990.603, 2008.826, 518.8928, 7204.815, 2543.867, 0.08747024, 1809.44, 1.44572, 654.2966, 0.4566293, 1837.576, 436.2824, 1669.341
187.4, 1.40716, 28.33438, 0.004769314, 1231.898, 2339.516, 2.119671, 323.1519, 13.94158, 316.8457, 1245.853, 1253.885, 2417.82, 5868.661, 90.38429, 698.345, 6.905098, 118.273, 492.2966, 1.511251, 1902.902, 2017.1, 496.9357, 7145.6, 2460.397, 0.0832778, 1784.084, 1.369143, 622.932, 0.4348747, 1891.834, 417.3796, 1597.747
187.5, 1.347351, 26.95428, 0.00445128, 1198.497, 2239.992, 2.02179, 304.0323, 13.30447, 366.7274, 1192.115, 1261.712, 2361.98, 5777.787, 85.8404, 665.3314, 6.550869, 112.7187, 468.4536, 1.446011, 1819.064, 2055.05, 475.9077, 7128.372, 2568.256, 0.07928631, 1948.129, 1.296623, 593.0709, 0.4141566, 2007.202, 399.2957, 1529.223
187.6, 1.290084, 25.6414, 0.004154454, 1143.051, 2288.488, 1.928428, 286.0439, 12.69648, 347.7502, 1215.539, 1205.314, 2291.864, 5804.869, 81.52495, 633.8784, 6.214812, 107.4253, 604.77, 1.383587, 1936.487, 1982.35, 455.7696, 7109.38, 2458.044, 0.07548612, 1932.87, 1.227943, 564.6412, 0.3944255, 1919.122, 381.9954, 1593.245
187.7, 1.235251, 24.39247, 0.00387742, 1090.17, 2191.135, 1.839377, 357.0972, 12.11627, 329.7551, 1267.889, 1151.437, 2346.541, 5870.646, 77.42645, 603.9123, 5.895995, 102.3804, 575.4796, 1.323858, 2006.514, 2006.131, 436.4836, 7072.894, 2549.752, 0.07186808, 2096.013, 1.162902, 565.973, 0.3756344, 1834.906, 365.4447, 1696.653
187.8, 1.182748, 23.20437, 0.003618861, 1205.689, 2191.53, 1.754439, 335.9691, 11.56258, 312.6911, 1302.104, 1099.969, 2338.535, 5626.946, 73.53399, 575.3629, 5.593532, 97.57251, 547.6078, 1.266708, 1964.307, 1979.682, 418.0137, 7034.236, 2440.334, 0.06842346, 2222.594, 1.101305, 538.8423, 0.3577386, 1817.614, 349.611, 1670.772
187.9, 1.132477, 22.07414, 0.003377543, 1149.91, 2332.625, 1.673423, 316.0912, 11.03419, 296.5102, 1245.939, 1119.584, 2293.369, 5570.644, 69.83721, 548.163, 5.306586, 92.99036, 521.086, 1.212025, 1877.764, 1997.511, 400.3253, 6909.622, 2379.62, 0.06514393, 2303.29, 1.042971, 536.5834, 0.3406953, 1830.344, 334.4634, 1599.117
188, 1.084343, 20.99896, 0.003152317, 1243.312, 2375.489, 1.596148, 297.3893, 10.52995, 281.1665, 1285.963, 1069.54, 2296.813, 5444.18, 66.32629, 522.2491, 5.03436, 88.62341, 495.8486, 1.159702, 1933.414, 2010.19, 383.3855, 6839.937, 2585.503, 0.06202159, 2249.55, 0.9877275, 510.8615, 0.324464, 1750.024, 319.972, 1623.395
188.1, 1.038255, 19.97615, 0.002942109, 1238.325, 2274.435, 1.522442, 279.7939, 10.04875, 299.7425, 1282.794, 1021.732, 2199.575, 5582.273, 62.99186, 497.5602, 4.776099, 84.46152, 471.8336, 1.109638, 1922.974, 1980.649, 367.1624, 6833.521, 2474.551, 0.0590489, 2293.266, 24.47916, 651.8917, 0.309006, 1673.229, 306.1086, 1635.926
188.2, 0.9941254, 19.00316, 0.00274592, 1181.037, 2177.68, 1.452139, 263.2396, 9.589534, 501.8683, 1236.534, 1088.215, 2106.453, 5350.544, 59.82507, 474.0384, 4.531087, 80.49509, 448.9816, 1.061735, 1848.707, 2133.705, 351.6259, 7031.439, 2368.361, 0.05621869, 2266.923, 23.18255, 620.6423, 0.2942845, 1645.092, 292.8458, 1612.572
188.3, 0.9518716, 18.07756, 0.002562812, 1126.399, 2140.133, 1.385082, 308.094, 9.151308, 475.8979, 1314.429, 1262.601, 2279.594, 5318.321, 56.81749, 451.6287, 4.298644, 76.71493, 427.2365, 1.0159, 1914.232, 2044.101, 336.7467, 6853.385, 2407.238, 0.05352414, 2170.081, 21.95462, 590.8909, 0.2802643, 1618.777, 280.1576, 1586.848
188.4, 0.9114138, 17.19705, 0.002391915, 1074.288, 2169.389, 1.321122, 289.8653, 8.733109, 496.8494, 1421.503, 1228.705, 2300.068, 5227.878, 53.9611, 430.2783, 4.078125, 73.11228, 543.9828, 0.9720443, 1898.698, 2082.007, 322.4972, 6928.804, 2420.675, 0.05095873, 2193.583, 20.79173, 576.7371, 0.266912, 1561.392, 268.0192, 1518.792
188.5, 0.8726755, 16.35942, 0.002232414, 1024.588, 2141.475, 1.260116, 272.7151, 8.33402, 553.5176, 1650.335, 1173.783, 2202.692, 5260.108, 51.24831, 409.9372, 3.868919, 69.67883, 517.6365, 0.9300814, 1815.045, 2053.678, 308.8507, 6818.238, 2363.988, 0.04851628, 2099.875, 79.87626, 549.0904, 0.2541959, 1650.082, 256.4067, 1720.946
188.6, 0.8355838, 15.56259, 0.002083549, 1058.098, 2337.968, 1.201926, 351.3211, 7.953169, 524.8745, 1783.528, 1121.316, 2109.438, 5122.986, 48.67191, 390.5578, 3.670444, 66.40661, 492.5662, 0.8899301, 1735.078, 2090.511, 295.7816, 6703.604, 2426.577, 0.04619091, 2176.154, 75.64539, 522.769, 0.2420856, 1625.561, 245.2973, 1647.139
188.7, 0.8000686, 14.80458, 0.001944611, 1065.648, 2314.087, 1.146424, 330.5348, 7.589722, 520.7886, 1935.969, 1091.154, 2196.356, 5150.482, 46.22502, 372.0945, 3.482152, 63.28806, 468.7101, 0.8515121, 1912.277, 2007.438, 283.2655, 6657.057, 2327.108, 0.04397698, 2183.618, 71.63861, 546.3945, 0.2305523, 1554.228, 234.6693, 1676.559
188.8, 0.7660629, 14.08348, 0.001814938, 1016.348, 2312.379, 1.093485, 310.9783, 7.242885, 547.7264, 1887.908, 1253.381, 2103.371, 5360.301, 43.90115, 354.504, 3.303519, 60.31596, 446.0094, 0.8147526, 1843.848, 2046.875, 271.2791, 6700.487, 2300.945, 0.04186917, 2179.904, 67.84407, 520.2023, 0.2195684, 1554.495, 224.5018, 1696.227
188.9, 0.7335026, 13.39751, 0.001693912, 1155.313, 2302.062, 1.04299, 292.579, 6.911897, 566.2752, 1981.496, 1197.356, 2093.314, 5166.293, 41.69411, 337.7451, 3.134049, 57.48344, 424.4082, 0.7795801, 1908.671, 2128.92, 456.1779, 6670.653, 2234.361, 0.03986239, 2260.365, 64.25052, 495.2657, 0.2091078, 1584.031, 214.7748, 1623.48
189, 0.7023262, 12.74495, 0.001580956, 1101.865, 2327.959, 0.9948273, 275.2682, 6.596035, 536.9719, 1896.027, 1143.835, 2255.959, 5034.093, 39.59802, 321.7785, 2.973274, 54.78393, 403.8532, 0.7459258, 1824.579, 2044.656, 436.8747, 6627.62, 2163.062, 0.03795179, 2302.883, 60.84731, 471.5244, 0.1991456, 1544.562, 205.4692, 1634.248
189.1, 0.6724749, 12.12417, 0.001475532, 1050.89, 2326.928, 0.9488884, 258.9817, 6.294607, 509.185, 1921.532, 1197.851, 2160.451, 5196.198, 37.60731, 306.5667, 2.820746, 52.2112, 478.7156, 0.7137245, 1744.192, 1987.239, 418.3882, 6702.492, 2319.746, 0.03613276, 2276.592, 57.62436, 448.9212, 0.1896579, 1550.549, 196.5668, 1578.173
189.2, 0.6438923, 11.53363, 0.001377139, 1026.689, 2333.73, 0.9050708, 294.7073, 6.006954, 482.836, 1926.3, 1249.271, 2326.274, 5068.021, 35.71667, 292.074, 2.676043, 49.75929, 534.2533, 0.6829132, 1786.6, 2120.824, 500.6272, 6592.257, 2220.199, 0.03440092, 2179.338, 113.3558, 506.6849, 0.1806223, 1482.507, 188.0502, 1619.749
189.3, 0.6165247, 10.97186, 0.001285306, 979.1917, 2258.454, 0.8632767, 324.345, 5.732446, 457.8505, 1949.654, 1193.429, 2227.788, 5094.787, 33.92109, 278.2665, 2.538763, 47.42252, 522.9326, 0.6534321, 1725.54, 2031.761, 479.443, 6493.716, 2316.108, 0.03275209, 2309.988, 107.3516, 482.3963, 0.1720172, 1461.578, 179.9025, 1550.282
189.4, 0.5903202, 10.43744, 0.001199598, 933.8914, 2229.471, 0.8234125, 305.1548, 5.470482, 477.6978, 1991.013, 1329.724, 2184.463, 5155.223, 32.21577, 265.1117, 2.408525, 45.1955, 566.7729, 0.6252236, 1705.849, 1946.438, 459.1553, 6538.23, 2356.369, 0.03118229, 2211.306, 101.6654, 603.1957, 0.163822, 1453.085, 172.1078, 1615.337
189.5, 0.5652296, 9.929062, 0.001119605, 1294.812, 2220.728, 0.7853892, 287.0999, 5.22049, 452.9781, 1991.077, 1270.286, 2091.982, 5044.286, 30.59619, 252.5787, 2.284969, 43.07305, 539.3229, 0.5982329, 1770.46, 2014.447, 495.8163, 6396.642, 2255.25, 0.02968772, 2281.306, 96.2804, 574.2807, 0.1560173, 1544.273, 164.6509, 1572.434
189.6, 0.5412053, 9.445441, 0.001044946, 1405.708, 2163.341, 0.7491217, 270.1134, 4.981923, 429.5377, 2104.485, 1213.505, 2003.415, 5148.547, 29.05803, 240.6383, 2.167751, 41.05028, 513.2023, 0.5724074, 1731.479, 2078.817, 474.8357, 6494.7, 2158.47, 0.02826479, 2183.85, 91.18063, 604.1755, 0.1485843, 1518.491, 157.5171, 1581.218
189.7, 0.5182022, 8.985376, 0.0009752651, 1774.878, 2339.915, 0.7145289, 429.6458, 47.67372, 407.3103, 2176.333, 1159.262, 1947.886, 5089.278, 27.59719, 229.2623, 2.056546, 39.1225, 488.3467, 0.5476968, 1719.21, 2004.397, 454.7429, 6583.464, 2293.32, 0.02691006, 2090.557, 86.35099, 588.4621, 0.1415055, 1451.856, 150.6923, 1678.935
189.8, 0.4961768, 8.54772, 0.000910231, 1769.525, 2535.293, 0.6815336, 404.2253, 190.3387, 386.233, 2133.918, 1171.195, 2086.288, 5093.87, 26.2098, 218.4241, 1.951046, 37.28525, 464.695, 0.5240529, 1752.654, 2025.868, 504.5962, 6402.445, 2277.731, 0.02562027, 2071.171, 81.77716, 560.2533, 0.134764, 1502.795, 144.1633, 1606.93
189.9, 0.4750876, 8.131381, 0.0008495337, 1786.035, 2468.525, 0.6500619, 380.3089, 213.7265, 408.1946, 2063.538, 1236.011, 2032.457, 5027.078, 24.89215, 208.0983, 1.850958, 35.53428, 483.3014, 0.5014297, 1675.436, 2149.02, 483.244, 6478.062, 2179.987, 0.02439229, 2156.027, 77.4456, 533.3967, 0.1283436, 1458.037, 137.9171, 1538.013
190, 0.4548948, 7.735321, 0.0007928839, 1703.408, 2385.005, 0.6200435, 357.8075, 203.9595, 387.0716, 2002.902, 1196.65, 1982.883, 5155.762, 23.64075, 198.2606, 1.756005, 33.86554, 459.894, 0.4797831, 1601.62, 2058.772, 557.7332, 6385.981, 2239.95, 0.02322317, 2113.56, 73.34348, 507.8276, 0.1222291, 1394.055, 131.9415, 1524.735
190.1, 0.4355601, 7.358552, 0.0007400117, 1759.629, 2443.682, 0.5914113, 336.6375, 194.6389, 367.0417, 1978.783, 1164.106, 2014.914, 5142.878, 22.45226, 188.888, 1.665922, 32.27517, 468.534, 0.459071, 1702.442, 2063.449, 534.1326, 6343, 2143.827, 0.02211009, 2023.271, 103.6474, 513.3025, 0.1164059, 1332.881, 126.2249, 1580.899
190.2, 0.4170473, 7.000134, 0.0006906652, 1818.006, 2467.271, 0.5641013, 316.7199, 185.7442, 463.0243, 1931.377, 1133.297, 2077.063, 5155.402, 21.32352, 179.9585, 1.580461, 30.75948, 445.8419, 0.4392531, 1627.436, 2125.753, 511.5306, 6389.069, 2075.733, 0.02105036, 1936.838, 98.15745, 488.6966, 0.1108602, 1458.064, 120.7559, 1592.921
190.3, 0.3993213, 6.659175, 0.0006446093, 1809.429, 2497.52, 0.5380524, 297.9809, 177.256, 439.064, 1902.336, 1185.529, 2106.785, 5164.223, 20.25152, 171.4511, 1.499384, 29.31497, 424.2488, 0.4202907, 1613.538, 2059.024, 489.8851, 6403.213, 1986.657, 0.02004142, 1974.504, 92.95826, 572.2735, 0.1055786, 1545.508, 115.5239, 1561.633
190.4, 0.3823488, 6.334823, 0.0006016245, 1725.719, 2440.528, 0.5132064, 280.3505, 169.1557, 416.3436, 1836.273, 1215.383, 2121.613, 5275.275, 19.23342, 163.3459, 1.422466, 27.9383, 598.1761, 0.4021469, 1693.521, 2153.216, 469.1555, 6341.128, 1970.42, 0.01908083, 1991.801, 88.03446, 544.8408, 0.1005487, 1477.688, 110.5186, 1625.378
190.5, 0.3660977, 6.026268, 0.0005615062, 1769.227, 2649.576, 0.4895076, 263.7632, 161.4256, 443.0724, 1909.243, 1167.575, 2092.089, 5429.543, 18.26649, 155.6239, 1.349494, 26.62627, 569.2051, 0.3847863, 1689.572, 2215.522, 507.6222, 6327.385, 2005.077, 0.01816629, 1906.713, 108.7463, 518.723, 0.09575836, 1709.571, 105.7302, 1649.786
190.6, 0.3505372, 5.732743, 0.0005240631, 1756.187, 2536.862, 0.4669033, 248.1574, 192.9341, 420.1446, 1838.54, 1227.347, 2210.058, 5426.51, 17.34818, 148.2669, 1.280266, 25.37586, 631.4182, 0.3681752, 1615.133, 2207.834, 616.037, 6296.971, 2019.359, 0.01729558, 1927.99, 110.9184, 493.8573, 0.09119627, 1634.551, 101.1492, 1579.031
190.7, 0.3356382, 5.453515, 0.0004891168, 1690.72, 2651.42, 0.4453427, 233.4749, 184.1173, 398.4032, 1798.756, 1172.486, 2248.464, 5425.18, 16.47604, 141.2577, 1.214588, 24.18418, 600.8372, 0.3522812, 1773.4, 2210.636, 825.6879, 6305.32, 2164.374, 0.01646661, 1845.628, 105.0433, 489.8478, 0.08685153, 1633.691, 96.76669, 1511.31
190.8, 0.3213724, 5.187887, 0.0004565008, 1768.227, 2665.776, 0.4247778, 219.6611, 340.37, 377.7869, 1857.588, 1222.784, 2307.846, 5627.151, 15.64774, 296.318, 1.15228, 23.04845, 630.6431, 0.3370734, 1787.441, 2117.801, 790.7487, 6290.007, 2071.494, 0.01567736, 1785.719, 99.47935, 466.3663, 0.08271378, 1717.302, 92.57407, 1611.99
190.9, 0.307713, 4.935198, 0.0004260598, 1884.535, 2743.145, 0.4051625, 206.6646, 473.4345, 358.2374, 1812.722, 1222.307, 2428.307, 5685.124, 14.86108, 341.1198, 1.093169, 21.96607, 717.8243, 0.322522, 1708.69, 2143.648, 757.288, 6266.427, 1982.6, 0.01492595, 1709.434, 94.21014, 444.0103, 0.07877316, 1837.364, 88.56311, 1542.856
191, 0.2946341, 4.694816, 0.0003976486, 1797.35, 2738.041, 0.3864531, 194.4371, 569.6114, 339.6996, 1802.43, 1312.182, 2514.314, 5717.393, 14.11397, 324.9936, 1.03709, 20.93451, 683.0585, 0.3085989, 1801.614, 2222.451, 725.2432, 6286.653, 2178.019, 0.01421055, 1778.781, 89.22004, 443.1386, 0.07502028, 1756.736, 84.72593, 1476.687
191.1, 0.2821111, 4.466143, 0.0003711321, 1714.2, 2651.17, 0.3686075, 182.933, 566.5762, 322.121, 1808.675, 1400.586, 2602.42, 5794.185, 13.40442, 309.6298, 0.9838874, 202.3886, 649.9764, 0.2952768, 1827.777, 2165.923, 694.5543, 6446.183, 2303.285, 0.01352944, 1938.316, 84.49425, 608.1603, 0.0714462, 1833.573, 81.055, 1684.362
191.2, 0.2701204, 4.248608, 0.0003463837, 1634.896, 2760.87, 0.351586, 172.1096, 540.6846, 342.8127, 1819.172, 1337.981, 2656.592, 5958.522, 12.73054, 358.5092, 0.9334143, 226.8615, 618.4966, 0.2825298, 1747.249, 2286.427, 665.1641, 6351.642, 2288.827, 0.01288098, 1855.512, 80.01877, 579.0073, 0.06804238, 1753.112, 77.54312, 1922.181
191.3, 0.2586394, 4.041668, 0.0003232857, 1703.114, 2683.378, 0.3353506, 161.9265, 515.9762, 367.1002, 1770.337, 1399.155, 2668.527, 5957.281, 12.09053, 341.561, 0.8855305, 216.2077, 588.5414, 0.2703331, 1739.151, 2252.833, 637.0175, 6401.102, 2203.175, 0.01226359, 1788.74, 75.78035, 590.6157, 0.06480073, 1802.886, 74.1834, 1934.18
191.4, 0.2476463, 3.844808, 0.0003017279, 1624.323, 2718.363, 0.3198649, 152.346, 492.3969, 348.1037, 1780.599, 1364.454, 2880.964, 5996.762, 11.48271, 325.414, 0.8401031, 206.0543, 560.037, 0.2586628, 1749.994, 2452.993, 610.0619, 6413.66, 2202.188, 0.0116758, 1849.94, 71.76643, 562.3036, 0.06171352, 1723.771, 70.96925, 1988.443
191.5, 0.2371205, 3.657537, 0.0002816076, 1661.826, 2675.536, 0.3050942, 143.3323, 469.8952, 330.0902, 1754.702, 1402.105, 2758.995, 5925.274, 10.90544, 310.0303, 0.7970062, 196.3777, 577.8545, 0.2474965, 1759.864, 2367.825, 584.2469, 6408.95, 2326.305, 0.01111618, 1926.099, 67.96511, 535.3488, 0.05877339, 1847.663, 67.89436, 1903.163
191.6, 0.227042, 3.479387, 0.0002628291, 1584.945, 2561.718, 0.2910057, 134.8519, 463.4176, 471.4932, 1833.375, 1339.432, 3084.767, 5958.833, 10.35719, 295.3739, 0.7561201, 310.9443, 672.3354, 0.2368121, 1760.603, 2268.389, 559.5244, 6268.209, 2226.476, 0.01058338, 1843.817, 64.36514, 509.6861, 0.05597333, 1788.819, 64.9527, 1821.542
191.7, 0.217392, 3.309914, 0.0002453028, 1511.621, 2520.85, 0.2775677, 126.8732, 442.2402, 557.4825, 1947.141, 1279.56, 3099.129, 5777.02, 9.836499, 281.4103, 0.7173314, 332.773, 639.7728, 0.226589, 1683.035, 2380.328, 535.848, 6332.976, 2187.468, 0.01007612, 1908.644, 98.32201, 485.2536, 0.05330667, 1710.322, 62.13848, 1743.42
191.8, 0.2081521, 3.148696, 0.0002289452, 1441.689, 2451.484, 0.2647502, 119.3666, 422.0305, 528.6343, 1863.154, 1302.18, 3051.875, 5967.744, 9.341989, 268.1069, 0.6805326, 317.1455, 608.7872, 0.2168072, 1759.135, 2396.358, 513.1735, 6434.691, 2197.527, 0.009593176, 1827.108, 93.11411, 461.9922, 0.05076705, 1764.263, 59.44621, 1803.96
191.9, 0.1993049, 2.995331, 0.0002136783, 1531.006, 2508.016, 0.2525247, 112.3042, 402.7444, 501.2788, 1782.789, 1334.969, 3094.643, 5931.293, 8.872338, 255.4324, 0.6456215, 364.6145, 579.3022, 0.2074477, 1711.802, 2507.566, 491.4584, 6431.533, 2132.48, 0.009133376, 1749.055, 88.18205, 439.846, 0.04834843, 1782.894, 56.87057, 1759.428
192, 0.1908337, 2.849435, 0.0001994295, 1460.177, 2593.678, 304.9575, 105.6596, 384.3397, 475.339, 1705.891, 1307.924, 3263.322, 5899.915, 8.426299, 310.5416, 0.6125013, 347.4917, 551.2454, 0.1984923, 1636.384, 2547.362, 587.7533, 6475.402, 2067.286, 0.008695615, 1804.188, 83.51124, 614.7336, 0.04604503, 1892.102, 54.40654, 1683.97
192.1, 0.1827226, 2.710646, 0.0001861309, 1535.609, 2522.221, 307.866, 278.2802, 366.776, 450.7414, 1718.571, 1358.677, 3209.473, 6169.62, 8.002684, 295.861, 0.5810803, 331.173, 752.3918, 0.1899234, 1656.706, 2440.386, 611.6348, 6394.784, 2129.68, 0.008278835, 1967.231, 79.08783, 585.2655, 0.04385137, 1922.69, 52.04926, 1838.539
192.2, 0.1749563, 2.578617, 0.000173719, 1522.003, 2570.15, 357.9182, 350.8641, 413.4997, 517.2424, 1781.455, 1454.765, 3395.71, 6033.083, 7.600365, 422.8527, 0.5512711, 371.5638, 890.3824, 0.1817245, 1717.546, 2406.056, 1085.495, 6403.408, 2191.642, 0.007882031, 1994.887, 74.89872, 557.21, 0.04176222, 1910.544, 49.79412, 1801.658
192.3, 0.16752, 2.453019, 0.0001621348, 1451.59, 2460.815, 341.3904, 330.1048, 405.6043, 490.4765, 1743.965, 1389.738, 3483.47, 6204.316, 7.218272, 402.8627, 0.5229911, 394.5542, 847.2592, 0.1738795, 1758.671, 2481.451, 1039.562, 6562.509, 2145.748, 0.007504246, 2037.094, 70.9315, 530.4993, 0.0397726, 1826.706, 47.63668, 1871.151
192.4, 0.1603999, 2.333538, 0.0001513231, 1384.435, 2455.054, 325.6257, 449.4865, 387.0689, 465.0956, 1668.741, 1489.271, 3360.861, 6165.551, 6.855388, 383.8177, 0.4961618, 400.5504, 806.2245, 0.1663732, 1758.145, 2452.198, 995.5727, 6443.366, 2290.338, 0.007144568, 1950.071, 121.4265, 505.0691, 0.03787776, 1960.285, 45.57273, 1817.547
192.5, 0.1535823, 2.219877, 0.0001412324, 1433.353, 2467.71, 310.5891, 422.8921, 374.0743, 441.0281, 1711.766, 1422.702, 3326.305, 6303.272, 6.510747, 365.673, 0.4707089, 381.74, 767.1772, 0.1591909, 1680.685, 2446.997, 953.4448, 6452.973, 2228.698, 0.00680213, 2030.746, 114.9948, 480.8579, 0.0360732, 1997.495, 43.59819, 1739.597
192.6, 0.1470545, 2.111752, 0.0001318145, 1367.042, 2438.486, 353.0313, 397.8712, 420.5565, 418.2061, 1637.931, 1359.108, 3354.417, 6519.429, 6.183432, 348.3861, 0.4465617, 363.813, 730.0211, 0.1523187, 1647.119, 2344.236, 913.0995, 6536.931, 2234.517, 0.006476104, 1943.994, 108.9038, 555.3383, 0.03435462, 2026.189, 41.70921, 1859.725
192.7, 0.1408042, 2.008894, 214.5011, 1303.798, 2549.488, 336.7291, 418.8371, 401.3377, 396.565, 1741.25, 1298.357, 3284.956, 6589.996, 5.872572, 331.9164, 0.4236533, 346.7278, 694.6646, 0.1457431, 1756.373, 2288.841, 874.4615, 6437.615, 2185.76, 0.006165705, 1879.695, 166.8703, 571.6314, 0.03271791, 1977.498, 39.90207, 1816.699
192.8, 0.1348195, 1.911045, 200.1975, 1447.924, 2516.796, 321.1797, 456.2415, 382.9973, 427.6585, 1685.168, 1419.885, 3397.979, 6517.7, 5.577341, 316.2254, 0.40192, 330.4449, 776.8195, 0.1394515, 1738.331, 2486.442, 837.4584, 6501.479, 2091.963, 0.005870183, 1799.396, 158.0315, 544.2294, 0.03115917, 2025.182, 38.17323, 1795.197
192.9, 0.1290892, 1.817963, 319.9727, 1389.981, 2483.862, 306.3484, 545.5214, 365.4949, 415.7155, 1739.602, 1399.931, 3399.308, 6449.981, 5.296951, 301.2761, 0.3813017, 314.9268, 793.0204, 0.1334314, 1711.067, 2623.866, 802.0212, 6543.578, 2119.236, 0.005588826, 2004.538, 149.6609, 524.8535, 0.0296747, 1936.312, 36.51929, 1751.253
193, 0.1236025, 1.729414, 420.229, 1356.635, 2508.131, 368.064, 533.8279, 353.3366, 394.2034, 1664.566, 1337.355, 3539.183, 6603.38, 5.030657, 287.0335, 0.361741, 337.8174, 935.5807, 0.1276712, 1682.565, 2513.678, 768.0834, 6547.774, 2150.336, 0.005320955, 1918.906, 141.7337, 651.861, 0.02826095, 2044.525, 34.93702, 1777.466
193.1, 0.118349, 1.645179, 392.2067, 1338.562, 2536.797, 351.0676, 588.4498, 339.9657, 487.5003, 1592.767, 1445, 3389.348, 6570.599, 294.3769, 273.4642, 0.3431838, 506.2789, 952.022, 0.1221597, 1674.415, 2525.824, 735.5818, 6474.112, 2058.059, 0.005065922, 1858.537, 134.2264, 620.6131, 0.02691455, 2094.841, 33.4233, 1701.235
193.2, 0.1133187, 1.565046, 366.053, 1410.403, 2504.543, 334.8561, 553.6335, 324.4299, 462.2734, 1663.446, 1380.409, 3464.645, 6467.373, 279.5777, 260.5364, 0.3255786, 707.4011, 987.7531, 0.1168861, 1745.595, 2714.449, 704.4554, 6407.099, 2104.015, 0.004823113, 1830.141, 127.1167, 590.8631, 0.0256323, 2042.569, 31.97517, 1734.311
193.3, 0.1085023, 1.488816, 341.6434, 1345.153, 2498.211, 319.3932, 520.8771, 309.604, 438.352, 1591.695, 1380, 3395.612, 6582.237, 302.7311, 248.2198, 0.3088766, 674.1805, 939.914, 0.1118401, 1725.223, 2600.457, 674.6462, 6365.083, 2048.82, 0.004591942, 1783.822, 120.3836, 596.6442, 0.02441113, 2041.259, 30.58978, 1659.931
193.4, 0.1038905, 1.416299, 318.8614, 1304.926, 2391.937, 304.6443, 490.0589, 295.4556, 415.6684, 1609.981, 1318.315, 3324.984, 6776.127, 287.5119, 236.4854, 0.2930313, 642.52, 894.3918, 0.107012, 1717.564, 2594.145, 646.0984, 6363.776, 2242.809, 0.004371851, 1901.811, 114.0072, 568.0432, 0.02324815, 2037.401, 29.26441, 1588.74
193.5, 0.09947484, 1.347315, 418.2924, 1337.942, 2511.233, 290.5765, 461.064, 281.9538, 478.1445, 1588.915, 1259.387, 3587.738, 6758.097, 334.1624, 225.3057, 0.2779989, 612.3464, 1027.062, 0.1023924, 1774.789, 2485.205, 618.7586, 6272.466, 2174.195, 0.004162308, 1943.681, 107.9685, 540.8132, 0.02214057, 2030.647, 27.99647, 1569.548
193.6, 0.09524681, 1.28169, 390.3993, 1276.045, 2404.405, 339.6229, 490.2159, 269.0689, 453.4017, 1640.917, 1251.081, 3716.239, 6477.558, 317.3631, 214.6546, 0.2637376, 583.5897, 977.319, 0.09797212, 1696.595, 2583.851, 592.5757, 6383.189, 2134.645, 0.003962809, 1910.854, 102.2496, 602.5512, 0.02108575, 2101.255, 26.78346, 1502.234
193.7, 0.0911985, 1.219262, 364.3661, 1231.23, 2455.916, 478.0926, 694.0992, 269.8077, 429.9394, 1570.138, 1195.159, 3754.922, 6800.061, 301.4083, 204.507, 0.250208, 556.1835, 929.9852, 0.0937427, 1766.389, 2502.607, 567.5007, 6284.229, 2197.968, 0.003772872, 1927.637, 96.83366, 705.5159, 0.02008119, 2009.048, 25.62301, 1564.834
