 , C000, C001, C002, C003, C004, C005, C006, C008, C009, C011, C012, C013, C015, C024, C025, C029, C037, C039, C111
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
364.1, 247.3815, 4.702053, 24.40985, 463.8221, 82.1167, 205.8712, 268.8227, 138.8785, 455.4666, 219.3407, 544.9122, 766.8882, 1039.642, 352.7441, 0.401347, 331.2376, 1091.563, 112.9546, 456.8942
364.2, 269.3756, 151.4637, 23.15553, 442.4643, 77.53664, 188.6438, 284.6207, 175.7702, 480.3625, 207.0372, 517.9042, 950.4921, 1052.297, 330.3078, 0.3796149, 312.5533, 1049.682, 106.6555, 433.6239
364.3, 252.9126, 391.1587, 21.96567, 422.09, 73.21204, 211.0883, 266.1753, 379.5384, 449.5443, 195.4239, 492.2348, 1020.96, 1003.115, 309.2985, 0.3590595, 294.9228, 1174.523, 100.7077, 411.5387
364.4, 237.4556, 367.8645, 20.83695, 402.6538, 69.12865, 193.4244, 248.9253, 357.5374, 420.7033, 184.462, 467.8377, 962.6601, 956.2322, 289.6255, 0.3396172, 278.2869, 1457.584, 95.09165, 390.5784
364.5, 283.7506, 345.9575, 19.76623, 384.1127, 65.273, 177.2385, 232.7933, 336.8118, 393.7126, 174.1149, 444.6498, 1286.331, 1080.318, 512.0023, 0.3212276, 262.5894, 1576.054, 89.78875, 370.6856
364.6, 354.8216, 325.3551, 18.75053, 366.4253, 61.6324, 162.4072, 329.042, 317.2875, 368.4535, 164.3483, 422.6112, 1420.443, 1069.659, 479.4362, 0.3038338, 247.7773, 1476.733, 84.78157, 351.806
364.7, 390.3603, 305.9796, 17.78702, 349.5524, 58.19486, 148.8169, 307.7179, 298.8951, 344.8149, 155.1295, 401.6649, 1496.14, 1019.666, 448.9416, 0.2873818, 233.8007, 1383.671, 80.05362, 333.8879
364.8, 377.7018, 287.758, 16.87302, 333.4564, 54.94905, 136.3638, 404.7238, 281.5688, 322.6929, 146.4279, 381.7568, 1410.706, 1011.198, 420.3866, 0.2718206, 220.6125, 1296.473, 75.58933, 316.8824
364.9, 354.6183, 270.6215, 16.00599, 318.1016, 51.88427, 124.9529, 378.495, 265.2469, 301.9902, 138.2143, 362.8354, 1361.894, 963.9376, 393.6478, 0.2571021, 208.1683, 1473.059, 71.374, 300.7431
365, 332.9455, 254.5055, 15.18351, 303.4539, 48.99043, 114.4968, 353.9659, 249.8711, 507.1617, 130.4614, 344.8519, 1284.126, 918.8857, 368.6098, 141.9159, 196.426, 1380.228, 67.39375, 285.4258
365.1, 312.5973, 239.3493, 14.4033, 374.9029, 46.25799, 104.9156, 384.9555, 235.3866, 474.6241, 123.1435, 327.7596, 1210.799, 875.9395, 345.1643, 165.9136, 185.346, 1293.247, 63.63545, 270.8885
365.2, 293.4927, 225.0956, 13.66318, 357.6396, 43.67796, 96.13626, 417.4348, 221.7418, 444.174, 116.236, 311.5146, 1141.659, 835.0004, 323.21, 156.9297, 174.8911, 1211.748, 60.08674, 257.0918
365.3, 275.5557, 211.6908, 12.96108, 388.7075, 41.24182, 88.09155, 398.7676, 230.5517, 415.6775, 109.716, 296.0747, 1076.467, 795.9747, 302.6522, 148.4323, 165.0259, 1175.63, 56.73593, 446.8117
365.4, 258.7149, 199.0842, 12.29507, 370.8085, 38.94156, 162.1838, 403.3986, 255.0611, 447.5081, 103.5617, 281.4001, 1014.998, 806.0563, 283.4019, 140.395, 155.7171, 1211.787, 53.57198, 424.0549
365.5, 242.9034, 233.8083, 11.66328, 353.7338, 36.7696, 209.2388, 377.2556, 240.2758, 418.7977, 97.75257, 267.4528, 1038.245, 881.8579, 265.3761, 132.7929, 146.9335, 1379.221, 50.58448, 402.4571
365.6, 348.3044, 219.8846, 11.06396, 337.4453, 59.40445, 300.1881, 502.6344, 253.1644, 391.9292, 92.26934, 254.1968, 978.9588, 860.4869, 356.5149, 125.6024, 138.6453, 1319.177, 47.76357, 381.9593
365.7, 327.0175, 206.7901, 10.49543, 345.5707, 56.09118, 275.0683, 470.0603, 238.489, 535.6791, 87.09368, 241.5978, 923.0576, 820.27, 450.9309, 118.8013, 130.8246, 1313.782, 45.09998, 362.5055
365.8, 410.3778, 255.7344, 9.956113, 329.6581, 108.7992, 252.0505, 495.5167, 286.8902, 501.312, 82.20834, 229.6232, 870.3484, 877.9819, 507.299, 112.3685, 123.4451, 1300.49, 42.58492, 496.1242
365.9, 486.8412, 240.505, 9.444511, 314.4782, 102.7309, 230.9588, 529.2286, 561.0412, 636.5977, 77.59702, 218.2422, 837.9783, 881.6139, 635.971, 106.2839, 116.4818, 1218.534, 40.21012, 621.6928
366, 457.0875, 256.7036, 8.959199, 376.7672, 97.00108, 211.6321, 566.7779, 1072.72, 766.9993, 73.24438, 207.4253, 812.6822, 840.4096, 761.8489, 100.5289, 109.9114, 1141.743, 37.96775, 590.029
366.1, 429.1523, 241.4165, 8.498825, 359.4181, 91.59086, 193.9227, 677.749, 1010.537, 813.0212, 69.13588, 197.1445, 858.812, 819.1963, 859.312, 95.08544, 103.7115, 1069.792, 35.85044, 626.6555
366.2, 416.3803, 227.0397, 8.062107, 342.8678, 86.48238, 177.6952, 633.8263, 1030.775, 760.8609, 65.25784, 187.3732, 809.7715, 780.9092, 809.9156, 89.93676, 97.86137, 1002.375, 33.85119, 594.7389
366.3, 390.9329, 213.5191, 7.64783, 327.0796, 152.8852, 162.8256, 592.75, 971.0229, 712.047, 61.59734, 178.0863, 869.1367, 797.035, 758.4008, 85.06687, 92.34123, 1115.6, 31.96344, 691.5667
366.4, 367.0407, 200.8036, 7.254842, 312.0185, 144.3581, 355.9396, 614.4923, 914.7349, 666.3648, 58.14216, 169.2596, 819.5067, 759.7837, 710.1625, 80.46067, 87.13247, 1045.296, 30.18096, 656.3441
366.5, 344.6088, 188.8454, 6.882047, 297.6508, 136.3065, 326.1545, 574.669, 861.7098, 623.6134, 54.88079, 160.8704, 772.7106, 724.2734, 664.9925, 76.10389, 82.21752, 979.4221, 28.49788, 743.1449
366.6, 323.5477, 185.4303, 6.528409, 283.9448, 128.704, 298.8618, 766.2212, 811.7584, 583.6047, 51.80236, 152.897, 866.6327, 690.4229, 622.6955, 71.98302, 77.57982, 917.6999, 26.90866, 781.9227
366.7, 303.7739, 174.3876, 6.192943, 270.8698, 121.5256, 486.4213, 716.5648, 1043.605, 546.1629, 48.89661, 145.3189, 884.9973, 658.1544, 583.0888, 68.08528, 73.20371, 859.8673, 25.40807, 884.475
366.8, 320.5476, 164.0025, 5.874714, 258.397, 114.7475, 445.7174, 697.0936, 1002.828, 511.1232, 46.15386, 138.1163, 913.0602, 627.394, 572.8779, 70.47426, 69.07446, 805.6793, 23.99115, 839.4272
366.9, 300.9571, 154.2359, 5.572838, 246.4985, 143.5994, 408.4196, 651.9172, 1063.403, 478.3315, 43.56495, 131.2707, 860.9219, 598.0713, 593.7508, 66.65822, 65.17812, 824.9394, 22.65326, 796.6738
367, 282.5639, 145.0508, 5.286474, 235.1479, 135.5902, 374.2429, 609.6686, 1001.76, 447.6435, 41.12126, 124.7644, 811.7609, 570.119, 555.9852, 63.04881, 61.50157, 826.1191, 21.38997, 756.0979
367.1, 275.6757, 136.4128, 5.014825, 224.3199, 128.0276, 342.9261, 570.1579, 943.6899, 418.9244, 38.81465, 118.5806, 765.4072, 622.8842, 520.6216, 96.89057, 58.03241, 874.367, 20.19713, 857.3972
367.2, 258.8276, 128.2892, 36.07967, 213.9906, 120.8869, 403.3496, 660.9412, 888.9863, 392.0479, 36.63742, 112.7033, 721.7003, 631.4277, 487.5074, 156.6199, 296.407, 995.6393, 19.07081, 813.7285
367.3, 243.0092, 120.6493, 157.8951, 204.1369, 134.6825, 369.5971, 719.7317, 837.4537, 366.8956, 34.58231, 107.1173, 725.8303, 625.0045, 456.4994, 210.5973, 279.6873, 1087.466, 18.00731, 966.4492
367.4, 228.1575, 172.1278, 286.8408, 194.7369, 127.1706, 593.3395, 673.0882, 788.9084, 343.357, 32.64249, 101.8081, 862.6371, 755.517, 427.4637, 199.1939, 606.7728, 1124.313, 17.00311, 1078.291
367.5, 214.2135, 161.8773, 485.9976, 185.7698, 176.6182, 554.1597, 747.3813, 743.1771, 386.0606, 30.81148, 96.76209, 813.3782, 973.0665, 400.2748, 188.4079, 572.5461, 1119.62, 242.9686, 1131.112
367.6, 201.1217, 152.2372, 461.0243, 177.2156, 166.7673, 507.7874, 807.7554, 700.0968, 384.2877, 29.08317, 91.96618, 766.9321, 1023.432, 374.8152, 178.206, 760.8998, 1150.765, 355.453, 1073.503
367.7, 267.037, 424.319, 437.3343, 169.0553, 161.0076, 581.7579, 755.4073, 659.5137, 359.6332, 56.672, 87.40797, 723.1381, 999.1356, 350.975, 168.5565, 717.9792, 1078.245, 439.6523, 1317.823
367.8, 293.7411, 441.2308, 414.8616, 161.2707, 152.0274, 684.627, 810.6158, 621.2832, 336.5605, 53.4931, 83.07569, 823.8445, 952.4387, 403.6852, 159.4295, 735.3426, 1010.295, 442.5591, 1250.704
367.9, 362.2965, 414.9547, 393.5436, 153.8446, 143.5481, 689.7211, 758.0823, 585.2688, 439.8946, 201.5716, 78.95813, 938.2456, 1188.202, 378.0088, 276.1103, 693.8636, 1183.101, 471.5474, 1187.004
368, 446.303, 390.2434, 386.6856, 146.7605, 135.5417, 632.0051, 708.9534, 551.342, 411.6726, 190.2649, 75.04465, 884.6692, 1132.669, 353.9655, 278.7355, 765.7101, 1108.543, 483.1053, 1126.547
368.1, 419.0269, 367.0038, 366.8156, 140.0025, 439.9568, 579.1187, 663.0084, 519.382, 385.2613, 437.169, 71.32515, 834.1522, 1079.731, 331.4514, 299.5416, 722.5181, 1062.124, 456.1644, 1069.171
368.2, 393.4177, 345.148, 347.9665, 133.5558, 575.0194, 530.6578, 696.4571, 489.2745, 360.5444, 600.1812, 67.78999, 786.5198, 1096.032, 310.3694, 283.322, 681.7625, 1066.572, 430.7258, 1014.716
368.3, 398.4224, 324.5939, 352.4374, 127.4059, 632.7124, 486.2522, 651.3219, 460.9124, 337.4132, 775.9645, 64.43005, 741.6074, 1078.88, 290.6283, 276.024, 643.3058, 999.3575, 406.7058, 963.0348
368.4, 374.0725, 305.2637, 334.3271, 121.5392, 597.4229, 445.5625, 657.0952, 434.1943, 315.7661, 732.4384, 61.23664, 699.2595, 1028.456, 272.1428, 261.0778, 607.0184, 936.379, 384.0254, 913.9858
368.5, 351.2108, 287.0847, 317.1475, 115.9426, 564.1017, 408.2776, 651.829, 409.025, 295.5078, 691.3537, 58.20152, 659.3299, 980.3887, 254.8331, 264.4046, 672.3596, 946.2933, 362.6097, 867.4351
368.6, 329.7463, 269.9883, 300.8507, 110.6038, 532.639, 374.1129, 750.6693, 385.3148, 276.5491, 652.5736, 55.31682, 621.6804, 1060.219, 238.6244, 276.0728, 660.3409, 1042.804, 342.3884, 823.2552
368.7, 321.6653, 253.9101, 285.3913, 171.925, 502.9311, 342.807, 702.0208, 362.9789, 258.8068, 799.2831, 52.5751, 586.1807, 1059.74, 223.4467, 261.1241, 862.4307, 977.0873, 378.0162, 781.3254
368.8, 323.4424, 321.5902, 448.6202, 164.0083, 569.6849, 314.1208, 656.5251, 341.9378, 242.2027, 780.6285, 49.96927, 652.5884, 1108.957, 209.2343, 246.9847, 929.9298, 1136.328, 356.9356, 741.5312
368.9, 417.3206, 302.4389, 425.5675, 210.3722, 537.9108, 287.8351, 613.9778, 354.4019, 226.6639, 893.0081, 47.4926, 674.5057, 1095.098, 195.9259, 233.611, 877.4745, 1064.718, 337.0307, 703.7639
369, 391.8157, 284.4281, 403.6995, 200.6851, 601.9394, 263.7489, 574.1879, 333.8581, 212.122, 842.9166, 45.13868, 635.9896, 1214.513, 183.464, 220.9614, 958.542, 997.6202, 367.2702, 667.92
369.1, 370.1924, 267.4899, 382.9551, 191.444, 568.3663, 241.6783, 536.9766, 314.5051, 307.7267, 827.5912, 42.90142, 599.6728, 1157.75, 171.7948, 208.9968, 1120.674, 1187.966, 346.7889, 633.9017
369.2, 347.5679, 251.5604, 363.2767, 182.6285, 536.6657, 221.4546, 502.1768, 314.1043, 373.2806, 803.1921, 40.77506, 660.1954, 1131.537, 160.8677, 304.3418, 1184.256, 1273.977, 327.4498, 601.6161
369.3, 326.326, 236.5796, 365.9335, 174.219, 506.7332, 202.9232, 469.6323, 295.8964, 349.3324, 764.4231, 38.75409, 622.4965, 1307.923, 150.6357, 287.8623, 1117.455, 1312.022, 309.1892, 570.9748
369.4, 306.3823, 222.4908, 347.1298, 166.1967, 478.4702, 185.9425, 439.197, 278.7439, 326.9205, 721.5443, 36.83328, 586.9502, 1246.794, 141.0545, 332.0948, 1181.442, 1229.339, 291.9469, 541.8941
369.5, 287.6575, 209.2411, 361.416, 158.5437, 451.7836, 170.3828, 410.734, 262.5857, 305.9466, 681.0707, 35.00768, 553.4337, 1188.522, 132.0827, 314.1125, 1114.799, 1151.867, 275.6661, 514.2946
369.6, 270.0771, 196.7804, 342.8444, 178.8502, 426.5854, 156.1251, 384.1156, 247.3642, 286.3182, 666.7361, 33.27256, 521.8311, 1132.974, 123.6815, 297.104, 1113.484, 1079.278, 374.5307, 488.1007
369.7, 253.5712, 185.0618, 325.2271, 170.6146, 589.7522, 143.0605, 359.2223, 233.0251, 267.9491, 646.5663, 31.62344, 492.0331, 1080.022, 115.8148, 281.0164, 1167.089, 1011.263, 353.6445, 463.2409
369.8, 238.074, 174.041, 316.3406, 162.7583, 584.3716, 131.0892, 335.9423, 219.5171, 250.7585, 743.3554, 30.05606, 463.9367, 1068.234, 108.4483, 272.3805, 1101.257, 947.5339, 333.9231, 439.6473
369.9, 223.5239, 163.6766, 300.0852, 155.2637, 554.1611, 120.1196, 314.1709, 206.7922, 234.6708, 701.6584, 28.56636, 437.4446, 1064.237, 101.5505, 257.6316, 1039.137, 1034.369, 315.3015, 417.2553
370, 209.8631, 153.9294, 292.1332, 148.1142, 523.2528, 110.0679, 293.8105, 194.8049, 219.6152, 662.3003, 27.1505, 412.4654, 1014.497, 95.09132, 243.6814, 980.5218, 969.1842, 297.7183, 396.0038
370.1, 197.0371, 144.7626, 302.3216, 141.2939, 518.1942, 100.8574, 274.7696, 183.5125, 205.5256, 663.998, 25.80481, 388.9124, 1043.634, 89.04301, 230.4865, 925.2128, 977.3192, 384.7988, 375.8347
370.2, 184.9951, 136.1417, 286.7866, 134.7877, 531.611, 92.41763, 256.9626, 172.8747, 192.3398, 643.493, 24.52582, 366.7045, 994.8569, 83.37942, 218.0062, 958.8992, 915.7294, 385.2214, 356.6928
370.3, 173.6889, 128.0342, 272.0499, 128.5811, 501.9604, 84.6841, 240.3097, 162.8535, 180, 607.3976, 23.31023, 345.7646, 1157.779, 78.07606, 206.2016, 904.8098, 858.0211, 363.7391, 338.5259
370.4, 163.0738, 120.4096, 258.0704, 170.8241, 473.9636, 77.5977, 224.736, 153.4133, 168.4519, 573.3268, 22.15488, 326.0205, 1156.819, 73.11002, 195.0362, 853.7715, 846.3195, 416.0171, 321.2842
370.5, 153.1074, 113.239, 244.8093, 181.1008, 447.5283, 71.1043, 210.1716, 144.5202, 253.5341, 610.5953, 21.0568, 307.4039, 1278.459, 68.45984, 184.4754, 805.6122, 910.6192, 392.8174, 304.9207
370.6, 143.7502, 106.4954, 232.2296, 172.7616, 501.9319, 65.15427, 196.551, 136.1427, 316.5232, 576.3452, 20.01314, 289.8503, 1264.72, 64.10544, 174.4864, 760.1695, 1006.209, 370.9115, 289.3906
370.7, 134.9648, 100.1534, 220.2964, 164.8063, 483.508, 59.70214, 183.8132, 128.2508, 296.2163, 544.0163, 19.02121, 273.299, 1205.61, 60.028, 165.0383, 717.29, 942.7986, 350.2271, 274.6514
370.8, 126.7163, 94.18909, 208.9763, 191.3265, 456.5404, 54.70624, 171.9008, 120.8164, 277.2122, 543.0059, 18.07844, 257.6929, 1182.023, 56.20991, 231.3545, 676.8293, 883.3844, 330.6963, 260.663
370.9, 118.9719, 88.57996, 198.2379, 182.5164, 556.0253, 50.12841, 280.5953, 113.813, 259.4273, 512.5471, 17.18241, 242.978, 1147.54, 52.63467, 218.8271, 638.6509, 1016.666, 343.6359, 247.387
371, 125.238, 83.30487, 188.0513, 253.3731, 564.7203, 45.93364, 262.4109, 107.2155, 242.7834, 509.5054, 16.33078, 229.1033, 1411.707, 49.28683, 206.9781, 672.4997, 1167.579, 439.0876, 234.7872
371.1, 117.584, 78.34392, 178.3882, 267.6223, 533.2231, 42.0899, 283.0942, 101.0004, 227.2074, 488.711, 15.52136, 216.0208, 1392.464, 46.15193, 195.7706, 722.1873, 1176.036, 435.6137, 222.8291
371.2, 147.4127, 73.6784, 169.2216, 255.299, 503.4826, 94.36588, 264.7477, 95.14565, 212.6306, 687.0173, 14.75206, 203.6854, 1376.119, 43.21643, 185.17, 885.742, 1196.642, 540.6381, 211.48
371.3, 144.9642, 69.29072, 160.526, 243.5431, 475.4009, 86.46931, 247.5903, 89.63027, 198.9891, 648.4805, 14.02089, 369.0981, 1311.803, 40.46764, 175.1435, 1033.215, 1121.231, 510.4888, 200.709
371.4, 286.5545, 65.16433, 260.0931, 232.3286, 448.8855, 156.7735, 231.5448, 84.4346, 186.2227, 612.1053, 13.32596, 383.0478, 1250.493, 37.89368, 165.6598, 974.9334, 1050.572, 482.0208, 190.4866
371.5, 269.0415, 61.28368, 246.7281, 364.0427, 423.8489, 143.6546, 318.4385, 79.54012, 174.2754, 711.3903, 12.66547, 432.3122, 1449.179, 35.48345, 156.6897, 1365.803, 984.3658, 707.8732, 180.7848
371.6, 363.2427, 57.63412, 272.3452, 347.2794, 400.2088, 131.6336, 343.9363, 74.92935, 219.451, 671.4863, 12.03772, 478.6498, 1381.449, 127.0806, 148.2052, 1577.451, 922.332, 687.0059, 171.5771
371.7, 341.0428, 54.20191, 258.3505, 331.2881, 377.8871, 171.1515, 321.6469, 70.58586, 205.3719, 778.5704, 11.44108, 593.2777, 1316.884, 118.9976, 140.1802, 1538.894, 947.1302, 648.6942, 423.5713
371.8, 396.5656, 50.97409, 245.075, 316.0332, 356.8105, 156.8295, 300.802, 66.49416, 372.4716, 801.8109, 10.87402, 681.9456, 1484.966, 142.1753, 132.5898, 1740.756, 938.2253, 642.0182, 401.9981
371.9, 384.3813, 47.93849, 324.583, 301.4807, 336.9094, 242.5075, 281.308, 62.63964, 373.8821, 879.6143, 10.33506, 662.837, 1415.563, 259.4087, 125.4103, 1811.504, 941.021, 788.6581, 406.771
372, 377.9824, 45.08367, 307.9041, 287.5983, 403.4489, 246.7865, 344.6544, 59.00856, 349.8952, 830.274, 9.822814, 624.9872, 1349.403, 242.909, 118.6196, 1709.321, 1179.273, 744.6776, 448.8983
372.1, 354.8817, 104.3243, 401.1977, 274.3552, 380.9466, 226.1353, 322.3184, 55.58796, 346.1284, 833.9949, 9.335957, 744.3628, 1286.336, 227.4587, 112.1966, 1612.902, 1104.956, 794.9965, 426.0352
372.2, 333.1928, 177.07, 387.2977, 387.5476, 359.6993, 207.2122, 484.8085, 52.36565, 428.9173, 787.2137, 8.87323, 701.8577, 1430.754, 212.9911, 106.1214, 1657.436, 1068.028, 841.7908, 404.3365
372.3, 312.8295, 166.5252, 367.3962, 369.7021, 339.6371, 189.8727, 453.3896, 49.33013, 506.4253, 743.0565, 8.433437, 661.7797, 1363.884, 199.4438, 100.3751, 1658.552, 1000.722, 832.4438, 438.3356
372.4, 294.0503, 156.6083, 355.8775, 366.2127, 320.6939, 173.984, 424.0069, 111.4502, 473.935, 701.3763, 8.015443, 623.9902, 1300.14, 186.7581, 94.94, 1564.996, 1002.435, 949.3024, 577.0011
372.5, 311.1487, 147.282, 337.5905, 349.3495, 302.8072, 284.7672, 396.5284, 104.9897, 443.5291, 696.8431, 7.618166, 588.3587, 1439.344, 304.0742, 89.79919, 1659.509, 955.3875, 896.3633, 847.8775
372.6, 292.1326, 138.5111, 320.2432, 333.2629, 285.9182, 260.9377, 370.8306, 98.90367, 448.5765, 757.894, 7.24058, 554.7618, 1372.073, 284.7335, 84.93675, 1590.861, 981.0529, 846.3765, 804.6937
372.7, 274.2787, 130.2625, 303.7873, 317.917, 269.9711, 239.1024, 346.7982, 93.17045, 509.5123, 715.3815, 6.881708, 523.0834, 1307.946, 266.623, 80.3376, 1631.33, 919.2278, 799.1773, 763.7094
372.8, 257.516, 122.5052, 288.177, 342.9213, 254.9135, 219.0942, 324.3234, 101.3932, 476.8239, 675.2536, 6.540624, 493.2139, 1246.816, 278.5651, 75.98748, 1662.414, 861.299, 801.3435, 724.8124
372.9, 241.7777, 115.2098, 273.3688, 327.1306, 240.6957, 200.7603, 303.305, 97.43201, 446.2327, 670.1638, 6.216444, 465.05, 1188.543, 260.8469, 71.87291, 1568.641, 807.0208, 756.6556, 687.8965
373, 227.0013, 108.3488, 259.3216, 312.0671, 227.2709, 183.9606, 353.0604, 133.0609, 417.6042, 632.5723, 5.908333, 438.4944, 1132.994, 244.2557, 67.98114, 1480.157, 756.1631, 714.4598, 652.8608
373.1, 213.1279, 101.8965, 245.9962, 297.6973, 214.5949, 168.5668, 541.2909, 125.3476, 454.2884, 597.0894, 5.615492, 413.4551, 1080.041, 228.7198, 64.3001, 1455.131, 708.5104, 674.6171, 619.6095
373.2, 259.5914, 95.82835, 372.3724, 355.0067, 202.6259, 154.461, 616.9236, 134.3995, 425.143, 607.9232, 5.337166, 389.8457, 1029.562, 214.172, 60.81838, 1473.13, 907.7941, 636.9962, 588.0518
373.3, 243.7263, 90.1216, 357.9722, 338.6595, 191.3245, 141.5357, 576.9427, 211.7185, 397.8674, 573.823, 5.072635, 367.5844, 1081.411, 200.5496, 57.52519, 1551.553, 998.2537, 647.4548, 558.1013
373.4, 270.1464, 84.7547, 339.5776, 330.528, 180.6534, 129.6919, 539.5529, 199.4456, 372.3418, 541.6356, 4.821215, 346.5944, 1071.093, 187.7936, 54.41032, 1567.079, 935.3447, 658.671, 529.6763
373.5, 253.6362, 79.70741, 398.4163, 341.2247, 170.5774, 118.8393, 568.6318, 187.8842, 348.4537, 511.2536, 4.582257, 326.8029, 1021.033, 205.2445, 51.46411, 1478.683, 876.4002, 621.9394, 502.699
373.6, 238.1351, 74.96069, 399.024, 341.9429, 161.0635, 108.8948, 531.7806, 176.993, 326.0983, 482.5759, 4.355142, 308.1415, 973.3126, 192.1899, 48.67743, 1395.274, 935.8394, 587.2562, 477.0958
373.7, 223.5813, 70.49664, 378.5199, 326.1974, 152.0802, 99.7824, 497.3176, 166.7331, 305.1771, 455.5067, 4.139284, 290.5458, 927.8226, 179.9656, 46.04165, 1316.57, 949.7345, 570.6455, 452.7965
373.8, 209.9169, 66.29844, 359.0694, 311.1768, 143.5979, 91.43258, 465.088, 224.8353, 373.0663, 429.956, 3.934125, 273.9548, 884.4586, 201.4988, 43.54859, 1242.305, 889.8831, 914.002, 429.7348
373.9, 197.0877, 62.35025, 340.6183, 296.8479, 135.5887, 83.78147, 434.9471, 211.8021, 576.6202, 405.8385, 3.739134, 258.3112, 892.3727, 216.9562, 41.19052, 1172.229, 833.8035, 1191.334, 407.8477
374, 185.0425, 58.63718, 323.1154, 283.1789, 128.0263, 76.77061, 406.7596, 199.5244, 539.6264, 383.0738, 3.553808, 243.561, 850.6656, 221.0249, 38.96014, 1106.107, 927.0681, 1320.211, 387.0754
374.1, 173.7335, 55.14523, 306.512, 270.1392, 120.8856, 70.34642, 380.3988, 187.9584, 505.006, 361.5861, 3.377667, 229.653, 955.2531, 206.9666, 36.85053, 1043.714, 868.6452, 1282.115, 367.361
374.2, 163.1157, 51.86124, 290.7617, 257.7, 114.1432, 64.45981, 355.7463, 177.0629, 472.6068, 341.3036, 3.210257, 216.5392, 910.6071, 193.8024, 34.85515, 984.8402, 813.904, 1210.616, 348.6507
374.3, 153.1467, 48.77281, 275.8207, 245.8336, 107.7769, 59.06579, 332.6916, 166.7989, 442.2861, 322.1589, 3.051144, 204.1742, 903.5916, 181.4756, 32.96781, 929.2876, 762.6125, 1143.104, 330.8934
374.4, 143.7871, 45.8683, 261.6475, 234.5136, 101.7657, 54.12315, 311.1309, 157.1299, 413.9107, 304.088, 2.899917, 192.5153, 861.3602, 169.9328, 31.18267, 876.8686, 714.5535, 1104.112, 314.0404
374.5, 134.9994, 43.13676, 248.2025, 223.7149, 118.1249, 49.5941, 290.9675, 148.0215, 387.3558, 287.0308, 2.756186, 181.5221, 821.1025, 159.1242, 29.49419, 827.4064, 669.523, 1069.511, 298.0458
374.6, 126.7488, 40.56789, 235.4485, 213.4134, 111.5365, 45.44405, 272.1108, 139.441, 362.5045, 270.9304, 2.619578, 171.1567, 782.7264, 149.0031, 27.89714, 780.7343, 627.3303, 1119.01, 282.8659
374.7, 119.0025, 38.152, 223.3498, 203.5863, 133.4283, 41.64128, 290.4076, 131.3579, 339.2477, 255.7331, 2.489742, 161.3832, 787.3006, 139.5257, 26.38657, 736.6948, 587.7966, 1056.607, 268.459
374.8, 111.7295, 35.87998, 237.7255, 194.2116, 125.9863, 38.15672, 271.5872, 123.7434, 317.4828, 332.403, 2.36634, 152.1678, 750.5043, 130.6511, 95.38969, 850.473, 550.7542, 997.6838, 254.786
374.9, 104.9011, 33.74327, 230.1397, 199.9423, 316.8105, 34.96376, 253.9865, 152.5863, 297.1143, 313.7575, 2.249055, 143.4786, 715.4277, 122.341, 166.4587, 802.4997, 516.0462, 942.0468, 241.8093
375, 98.49, 31.7338, 218.3139, 190.7354, 299.1405, 32.03798, 237.5264, 236.1246, 278.0526, 296.1579, 2.137583, 135.2856, 715.5693, 114.5595, 157.4453, 757.2325, 483.5255, 889.5124, 229.4936
375.1, 92.47071, 29.84399, 207.0957, 192.0553, 353.841, 29.35703, 222.1331, 222.437, 260.2138, 279.5456, 2.031636, 127.5604, 682.1255, 107.2729, 281.905, 714.5187, 453.0542, 839.9077, 217.8051
375.2, 86.8193, 28.06673, 226.5182, 183.2116, 348.5804, 26.90042, 207.7374, 265.0676, 243.5195, 289.2362, 1.93094, 120.2763, 699.8184, 100.4498, 266.6404, 850.6578, 424.5031, 969.6334, 206.7119
375.3, 81.51328, 26.39531, 352.1137, 218.4465, 329.1383, 24.64939, 194.2746, 249.7022, 227.8962, 273.0121, 1.835235, 113.4082, 822.1513, 94.06068, 252.2024, 1025.37, 610.2548, 915.5606, 196.1837
375.4, 76.53153, 24.82342, 334.0201, 208.3876, 310.7807, 22.58672, 181.6842, 235.2275, 213.2753, 309.42, 1.744273, 106.9323, 783.7261, 88.07793, 387.2592, 967.5314, 571.7972, 880.6076, 186.1918
375.5, 71.85425, 23.34514, 465.424, 300.4088, 293.4469, 20.69666, 169.9099, 221.5919, 199.5924, 292.0638, 1.65782, 100.8262, 798.489, 82.47572, 464.5689, 1001.328, 535.7631, 831.4995, 176.7087
375.6, 67.46282, 21.9549, 441.5079, 379.6272, 277.0799, 18.96475, 158.8985, 208.7467, 339.0422, 275.681, 1.575652, 95.06872, 786.9009, 77.22984, 477.9971, 944.8458, 501.9998, 851.1321, 167.7087
375.7, 159.8525, 20.64744, 418.8207, 362.1464, 261.6258, 17.37778, 148.6008, 241.2094, 344.4922, 310.7563, 1.497557, 89.64003, 860.1346, 72.31762, 452.1145, 1140.483, 470.3643, 856.0762, 159.167
375.8, 150.083, 19.41785, 397.2993, 345.4705, 247.0337, 15.9236, 138.9705, 227.227, 322.3909, 293.325, 1.423332, 84.52134, 931.1277, 67.71784, 427.6335, 1133.428, 440.7224, 808.3361, 151.0604
