 , C000, C001, C002, C003, C004, C005, C006, C007, C010, C012, C014, C015, C018, C019, C020, C023, C024, C026, C035, C050, C058, C085, C089, C101
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
42.6, 248.8891, 216.124, 728.0974, 174.1292, 2140.738, 345.3276, 1034.645, 1485.688, 1887.765, 2503.466, 789.9286, 1025.54, 2523.889, 0.01257014, 0.06673405, 359.6039, 0.2072901, 198.4211, 592.2605, 0.0006490817, 302.2971, 1603.986, 0.00398363, 0.4807865
42.7, 235.7298, 203.1305, 687.476, 162.0902, 2092.599, 324.2239, 983.0253, 1524.201, 1852.473, 2693.341, 750.0702, 970.3702, 2405.35, 0.01189732, 0.06273108, 339.4785, 0.1982425, 187.5534, 555.0742, 0.0006201941, 286.6007, 1520.794, 0.003758773, 0.4597609
42.8, 223.2663, 190.9182, 649.1208, 150.8837, 2016.03, 304.4099, 983.0369, 1436.383, 1799.865, 2574.143, 712.223, 918.168, 2378.862, 0.01126052, 0.05896822, 320.4794, 0.1895899, 177.281, 520.2228, 0.0005925922, 271.7195, 1493.058, 0.003546607, 0.4396549
42.9, 221.753, 179.44, 635.7184, 140.4519, 1925.015, 285.8068, 953.492, 1353.625, 1721.224, 2501.171, 676.2855, 868.7742, 2343.039, 0.0106578, 0.05543108, 302.5436, 0.1813149, 167.5712, 700.7087, 0.0005662187, 257.6108, 1446.997, 0.003346418, 0.420428
43, 245.3417, 206.1751, 600.2509, 213.5871, 1954.334, 293.0595, 905.9211, 1275.635, 1742.797, 2560.931, 642.1613, 822.0375, 2282.025, 0.01008734, 0.0521061, 285.6116, 0.1734011, 158.3932, 656.7133, 0.000541019, 244.2348, 1471.328, 0.003157528, 0.402042
43.1, 232.37, 193.7797, 566.7621, 198.8201, 2036.324, 275.1501, 924.491, 1202.138, 1841.637, 2447.593, 609.7589, 777.8151, 2240.308, 0.009547418, 0.04898058, 269.6272, 0.1658327, 149.7178, 715.445, 0.0005169408, 231.5533, 1395.016, 0.0029793, 0.3844601
43.2, 220.0841, 182.1296, 696.4342, 185.0741, 1944.392, 258.3351, 927.4631, 1132.876, 1761.171, 2470.021, 702.3477, 735.9716, 2227.741, 0.009036393, 0.04604253, 254.5374, 0.1585946, 141.5177, 670.5244, 0.0004939341, 219.5302, 1405.667, 0.002811132, 0.367647
43.3, 239.0795, 171.1798, 704.3051, 172.2785, 1972.888, 242.5477, 881.1908, 1129.034, 1847.954, 2664.274, 666.9085, 696.3792, 2165.979, 0.008552721, 0.04328072, 240.2921, 0.1516725, 133.7666, 628.4241, 0.0004719515, 208.1315, 1332.761, 0.002652457, 0.3515692
43.4, 291.1942, 259.1228, 665.011, 167.1386, 1883.82, 227.7251, 947.2482, 1189.705, 1987.481, 2590.578, 671.3243, 658.9167, 2064.249, 0.008094936, 0.04068457, 226.844, 0.1450524, 221.3124, 588.9673, 0.0004509471, 197.3246, 1299.791, 0.002502738, 0.3361945
43.5, 275.7982, 243.5442, 655.8787, 187.8704, 1798.774, 213.8084, 984.0999, 1121.159, 1929.714, 2575.41, 637.4505, 623.4695, 1967.298, 0.007661655, 0.03824415, 214.1486, 0.1387213, 209.1909, 551.9878, 0.0004308776, 187.0788, 1283.036, 0.00236147, 0.3214922
43.6, 261.2162, 362.4488, 654.0673, 174.8814, 1928.014, 200.7421, 935.002, 1133.807, 1946.292, 2461.432, 605.2859, 589.9293, 1918.541, 0.007251565, 0.03595012, 202.1637, 0.1326666, 197.7334, 681.1113, 0.0004117012, 177.365, 1434.943, 0.002228176, 0.3074328
43.7, 289.9903, 371.7038, 617.576, 208.9973, 1840.973, 188.4743, 888.3536, 1068.482, 1991.949, 2511.022, 574.7442, 558.1934, 1828.433, 0.006863425, 0.03379369, 190.8495, 0.1268761, 186.9034, 638.3464, 0.0003933784, 168.1556, 1360.518, 0.002102406, 0.2939882
43.8, 274.6579, 349.3568, 583.1207, 255.0415, 1858.549, 176.9563, 862.0688, 1140.889, 2034.04, 2399.893, 545.7436, 528.1648, 1742.558, 0.006496061, 0.03176661, 180.1685, 0.1213384, 176.6665, 598.2665, 0.0003758709, 159.4244, 1289.954, 0.001983735, 0.2811317
43.9, 260.1362, 337.7874, 550.5877, 237.4084, 1774.643, 166.1421, 848.7701, 1075.156, 2106.761, 2293.682, 518.2063, 499.7516, 1660.715, 0.006148359, 0.02986113, 170.0853, 0.1160424, 184.3696, 583.6472, 0.0003591427, 151.1465, 1223.05, 0.001871762, 0.2688373
44, 246.3823, 317.4794, 519.8698, 220.9945, 1833.684, 155.9888, 806.4239, 1013.21, 2069.279, 2296.695, 492.0585, 472.8669, 1582.717, 0.005819268, 0.02806994, 160.5664, 0.1109775, 204.7609, 669.0109, 0.000343159, 143.2985, 1159.616, 0.00176611, 0.2570806
44.1, 233.3556, 298.3924, 490.8656, 205.7154, 1803.828, 146.456, 766.1904, 954.8331, 2148.528, 2237.125, 467.2301, 447.4285, 1508.382, 0.005507792, 0.02638619, 151.5802, 0.1061337, 193.546, 627.0057, 0.0003278865, 135.8579, 1198.714, 0.001666421, 0.2458381
44.2, 221.0176, 284.6855, 529.2028, 319.9178, 1722.393, 137.5058, 787.0464, 1078.642, 2104.805, 2200.615, 443.6545, 423.3586, 1512.049, 0.005212988, 0.02480345, 143.0969, 0.1015013, 182.9453, 587.6379, 0.0003132939, 128.8037, 1136.542, 0.00157236, 0.2350872
44.3, 209.332, 267.5701, 499.6779, 297.7993, 1644.634, 129.1026, 747.7797, 1016.495, 2012.841, 2279.338, 421.2685, 400.5835, 1441.033, 0.004933963, 0.02331564, 135.0884, 0.09707107, 205.9085, 550.7419, 0.0002993506, 122.1158, 1102.847, 0.001483607, 0.2248064
44.4, 198.2642, 355.6156, 508.988, 330.1277, 1805.048, 121.2128, 710.472, 957.9293, 1924.895, 2283.116, 400.012, 379.0337, 1373.352, 0.004669873, 0.02191707, 127.5282, 0.09283423, 400.8212, 560.9803, 0.000286028, 115.7751, 1045.647, 0.001399865, 0.2149753
44.5, 187.7816, 334.2358, 480.5909, 307.3034, 1815.527, 113.8053, 675.0257, 902.7374, 1840.791, 2423.194, 509.0699, 358.6432, 1452.701, 0.004419918, 0.0206024, 120.391, 0.08878231, 378.8679, 619.783, 0.0002732982, 109.7637, 1070.752, 0.001320849, 0.2055741
44.6, 177.8532, 362.0232, 453.7781, 286.0571, 1854.154, 106.8504, 641.3478, 883.942, 1886.411, 2315.952, 491.7707, 339.3495, 1384.472, 0.004183342, 0.01936659, 113.6532, 0.08490725, 538.5483, 580.8687, 0.000261135, 104.0643, 1039.191, 0.001246293, 0.196584
44.7, 168.4498, 340.2582, 428.4613, 361.3847, 1800.742, 100.3205, 609.3502, 858.6758, 1831.36, 2406.477, 466.9568, 321.0939, 1337.032, 0.003959428, 0.01820491, 107.2926, 0.08120131, 509.0516, 602.8878, 0.0002495131, 98.66096, 1069.574, 0.001175946, 0.187987
44.8, 159.5435, 319.8017, 404.5569, 336.3994, 1910.963, 94.18976, 747.5997, 985.211, 1927.135, 2299.974, 469.5177, 303.8203, 1405.468, 0.0037475, 0.01711291, 101.2879, 0.07765713, 481.1704, 565.0342, 0.0002384084, 93.53815, 1101.775, 0.001109569, 0.179766
44.9, 151.1081, 300.575, 404.4669, 313.1414, 1851.976, 88.43363, 784.4581, 928.4473, 1995.31, 2297.428, 445.8267, 287.4759, 1454.483, 0.003546915, 0.01608641, 95.61927, 0.07426765, 566.9471, 542.8449, 0.000227798, 88.68132, 1044.631, 0.001046939, 0.1719046
45, 143.1187, 402.1099, 381.9012, 361.7218, 1768.367, 83.02927, 745.3205, 972.2961, 1953.613, 2328.494, 479.5493, 272.0108, 1463.681, 0.003357067, 0.01512148, 90.26789, 0.07102611, 535.895, 508.7613, 0.0002176598, 84.07668, 990.4502, 0.000987844, 0.1643869
45.1, 178.8676, 377.9348, 360.5945, 336.7131, 1717.659, 77.95518, 708.1356, 1017.637, 1868.254, 2243.244, 455.3521, 257.3777, 1479.657, 0.00317738, 0.01421444, 85.216, 0.06792604, 557.9575, 494.2149, 0.0002079728, 79.71113, 987.0602, 0.0009320847, 0.157198
45.2, 169.4105, 355.2132, 351.0488, 313.4335, 1668.94, 73.19118, 672.8058, 959.0049, 1867.763, 2388.942, 432.3758, 243.5318, 1471.79, 0.003007311, 0.0133618, 80.44685, 0.06496128, 527.3977, 511.6969, 0.0001987169, 75.57225, 963.1682, 0.0008794729, 0.1503235
45.3, 160.4534, 333.8576, 331.4633, 291.7633, 1694.49, 68.71832, 639.2386, 988.9333, 1875.815, 2283.216, 410.5589, 230.4307, 1402.665, 0.002846345, 0.01256031, 75.9446, 0.06212593, 498.5117, 479.569, 0.0001898729, 71.64828, 913.2128, 0.0008298307, 0.1437496
45.4, 151.9699, 313.7859, 411.1246, 432.4959, 1746.499, 64.51881, 607.3463, 931.9551, 1821.654, 2314.935, 421.7814, 218.0345, 1336.786, 0.002693994, 0.01180689, 71.69433, 0.05941433, 537.6618, 449.4583, 0.0001814226, 67.92805, 1130.106, 0.0007829907, 0.1374632
45.5, 143.935, 294.9209, 492.8288, 402.5941, 1951.797, 60.57593, 628.7802, 878.2598, 1799.729, 2354.008, 400.4991, 206.3051, 1274.002, 0.002549798, 0.01109867, 67.68192, 0.05682109, 594.2031, 452.4789, 0.0001733483, 64.40099, 1098.882, 0.0007387944, 0.1314517
45.6, 136.3249, 277.1901, 465.3332, 405.0767, 2148.537, 56.87401, 597.4095, 827.6582, 1922.173, 2249.828, 507.4061, 195.2067, 1317.498, 0.00241332, 0.01043293, 63.89407, 0.05434103, 611.1689, 424.0692, 0.0001656334, 61.05707, 1041.888, 0.000697093, 0.1257031
45.7, 129.1171, 260.5252, 445.6278, 377.0706, 2301.099, 53.39832, 567.6041, 832.4122, 1838.188, 2218.065, 538.3591, 184.7053, 1304.259, 0.002284147, 0.009807117, 60.31821, 0.05196922, 577.6947, 397.4431, 0.0001582618, 57.88678, 1050.963, 0.0006577453, 0.1202059
45.8, 122.2904, 244.8623, 508.7616, 351.0007, 2197.214, 50.13504, 539.2856, 946.4265, 2050.54, 2177.34, 518.2487, 174.7689, 1257.535, 0.002161888, 0.009218848, 56.94247, 0.04970092, 546.0539, 372.4889, 0.0001512183, 54.8811, 996.454, 0.0006206186, 0.1149491
45.9, 115.8247, 230.141, 486.2404, 326.7333, 2192.642, 47.07119, 512.3799, 891.8975, 2068.58, 2223.817, 492.0987, 165.367, 1274.99, 0.002046173, 0.008665865, 53.75566, 0.04753164, 639.5963, 380.5522, 0.0001444883, 52.03148, 1004.122, 0.0005855876, 0.1099222
46, 109.7008, 216.3048, 575.7983, 304.1436, 2377.907, 44.19457, 641.0834, 990.7927, 2082.231, 2295.109, 509.9328, 156.4709, 1215.108, 0.001936652, 0.008146053, 50.7472, 0.04545704, 604.5651, 585.2516, 0.0001380578, 49.32983, 1049.797, 0.0005525339, 0.1051151
46.1, 103.9007, 203.3004, 543.6738, 283.1158, 2318.971, 41.49375, 609.0989, 1094.972, 2017.283, 2363.792, 549.6041, 148.0534, 1215.122, 0.001832993, 0.007657421, 47.9071, 0.04347298, 594.0229, 665.5076, 0.0001319135, 46.76845, 1023.731, 0.0005213459, 0.1005183
46.2, 98.4073, 191.0779, 513.3416, 263.5418, 2233.919, 38.95798, 578.7103, 1031.884, 1988.473, 2324.705, 521.872, 140.0887, 1158.052, 0.001734882, 0.007198099, 45.22596, 0.04157552, 561.4878, 623.7224, 0.0001260427, 44.34007, 1153.957, 0.0004919184, 0.09612244
46.3, 93.20431, 179.5902, 484.7016, 245.3211, 2240.67, 36.57718, 549.8377, 1115.577, 2146.584, 2274.098, 543.5566, 132.5524, 1273.975, 0.001642022, 0.006766329, 42.69487, 0.03976089, 555.2727, 584.5607, 0.0001204331, 42.03778, 1172.454, 0.0004641518, 0.09191884
46.4, 381.322, 168.7931, 528.3439, 228.3601, 2192.015, 34.34188, 616.3241, 1051.302, 2086.201, 2248.596, 516.1296, 125.4216, 1312.668, 0.001554133, 0.006360458, 40.30543, 0.03802545, 637.4272, 547.8579, 0.0001150732, 39.85504, 1111.644, 0.0004379526, 0.08789908
46.5, 424.5117, 196.6441, 621.1726, 212.5717, 2093.055, 32.24318, 614.1971, 1226.227, 2068.36, 2237.165, 514.8232, 118.6744, 1397.473, 0.001470948, 0.005978933, 38.04971, 0.03636576, 629.4758, 552.0698, 0.0001099518, 37.78563, 1136.649, 0.0004132323, 0.08405511
46.6, 402.067, 250.6388, 659.196, 392.6671, 2099.199, 30.27273, 618.4532, 1248.483, 1977.988, 2138.156, 488.8462, 112.2902, 1331.838, 0.001392216, 0.005620293, 35.92024, 0.03477851, 594.9989, 550.9774, 0.0001050584, 35.82367, 1077.696, 0.0003899072, 0.08037925
46.7, 380.8089, 235.5702, 774.0076, 430.9764, 2004.429, 28.4227, 587.5978, 1219.317, 1891.565, 2159.576, 464.1798, 106.2494, 1320.357, 0.001317697, 0.005283166, 33.90995, 0.03326054, 562.4103, 516.3832, 0.0001003827, 33.96358, 1116.222, 0.0003678988, 0.07686413
46.8, 360.6748, 221.4076, 766.5563, 401.1796, 2065.575, 26.68573, 558.2819, 1215.168, 1950.673, 2110.207, 440.7581, 100.5336, 1258.344, 0.001247168, 0.004966261, 32.01217, 0.03180882, 582.1349, 483.961, 9.591517e-05, 32.20007, 1058.328, 0.0003471326, 0.07350273
46.9, 341.6052, 208.0965, 752.9156, 373.4429, 2163.861, 25.05491, 530.4285, 1145.155, 1865.443, 2139.064, 502.5165, 95.12531, 1240.344, 0.001180413, 0.004668366, 30.22059, 0.03042047, 558.777, 578.5269, 9.164644e-05, 30.52813, 1103.417, 0.0003275386, 0.07028835
47, 323.5439, 259.9852, 710.9095, 347.6238, 2066.172, 23.52376, 503.9647, 1079.176, 1996.26, 2108.54, 477.1604, 90.00794, 1310.335, 0.001117232, 0.004388339, 28.52928, 0.02909271, 528.1724, 542.2029, 8.756769e-05, 28.943, 1161.532, 0.0003090505, 0.06721453
47.1, 306.4375, 244.3547, 671.247, 323.5899, 1972.893, 22.08617, 478.8213, 1016.999, 1909.038, 2027.03, 453.0837, 85.16586, 1248.793, 0.001057432, 0.004125109, 26.93262, 0.02782291, 553.3665, 508.1596, 8.367046e-05, 27.44018, 1216.992, 0.0002916061, 0.06427512
47.2, 290.2356, 275.6227, 691.6671, 301.2176, 2020.932, 110.3118, 454.9323, 1138.731, 1855.341, 2082.284, 430.2219, 80.58427, 1227.109, 0.001000833, 0.003877669, 25.42533, 0.02660852, 523.0582, 476.2538, 7.994668e-05, 26.01539, 1153.872, 0.0002751462, 0.06146426
47.3, 274.8903, 280.5799, 679.6559, 280.392, 2032.333, 671.5768, 432.2352, 1073.122, 2081.86, 2016.059, 537.789, 76.24915, 1231.732, 0.0009472633, 0.003645071, 24.00239, 0.02544715, 494.4099, 446.3513, 7.638863e-05, 24.66459, 1262.292, 0.0002596155, 0.05877633
47.4, 260.3563, 263.7112, 669.2369, 261.0063, 1957.781, 841.0563, 410.6704, 1011.294, 1990.898, 1994.455, 549.2974, 72.14725, 1201.351, 0.000896561, 0.003426425, 22.65908, 0.02433646, 467.3307, 418.3262, 7.298893e-05, 23.38391, 1339.329, 0.0002449614, 0.05620595
47.5, 246.5907, 247.8568, 719.9657, 242.9609, 1869.396, 855.4708, 508.7791, 953.0272, 1924.975, 2059.669, 534.8072, 68.26601, 1224.337, 0.0008485726, 0.003220895, 21.39095, 0.02327425, 441.7346, 392.0608, 6.974053e-05, 22.16974, 1287.784, 0.0002311345, 0.05374797
47.6, 233.553, 232.9555, 789.4104, 226.1631, 1868.89, 803.1912, 556.3964, 898.1179, 2008.312, 2161.524, 608.1447, 64.59356, 1219.902, 0.0008031528, 0.003027693, 20.1938, 0.0222584, 417.5404, 440.2434, 6.663671e-05, 21.01861, 1400.156, 0.000218088, 0.05139748
47.7, 221.2046, 218.9501, 832.1168, 210.5267, 1784.518, 754.1066, 528.6371, 846.3721, 1920.564, 2185.557, 704.054, 61.11868, 1186.472, 0.0007601641, 0.00284608, 19.06364, 0.0212869, 394.6714, 412.6018, 6.367102e-05, 19.92725, 1327.536, 0.000205778, 0.04914979
47.8, 209.5091, 205.7867, 789.1611, 195.9713, 1872.539, 708.0215, 502.2627, 797.6078, 1875.955, 2161.372, 668.5287, 57.83073, 1148.696, 0.0007194763, 0.002675361, 17.99674, 0.02035779, 373.055, 425.1443, 6.083732e-05, 18.89256, 1258.683, 0.0001941628, 0.04700039
47.9, 198.4319, 193.4146, 804.5955, 182.4223, 1825.156, 664.7529, 477.2042, 751.653, 1989.302, 2143.438, 634.7959, 54.71966, 1094.745, 0.0006809663, 412.4945, 16.98954, 0.01946924, 352.6225, 444.2948, 5.812974e-05, 17.91159, 1193.4, 0.0001832032, 0.04494499
48, 187.9404, 199.2697, 759.7061, 183.0661, 1742.758, 624.1285, 453.3959, 708.3459, 2099.585, 2048.577, 602.7652, 51.77595, 1076.375, 0.0006445176, 1210.358, 16.03871, 0.01861946, 333.3091, 437.0274, 5.554266e-05, 16.98156, 1131.504, 0.0001728622, 0.04297947
48.1, 178.0036, 254.0962, 717.3212, 170.4093, 1903.414, 761.7076, 430.7754, 667.5341, 2079.252, 1957.914, 572.3507, 48.99061, 1025.821, 0.0006100198, 1366.088, 15.1411, 0.01780679, 315.0535, 415.1567, 5.307072e-05, 16.09982, 1286.598, 0.0001631049, 0.04109991
48.2, 168.5923, 238.8198, 677.3009, 158.6275, 1884.243, 1612.872, 409.2835, 629.0735, 2083.384, 1985.306, 543.4709, 46.3551, 977.6418, 0.0005773685, 1446.593, 14.29372, 0.01702957, 297.7978, 389.0903, 5.070879e-05, 15.26386, 1254.757, 0.0001538984, 0.03930254
48.3, 159.6785, 224.4618, 727.0288, 147.6604, 1841.021, 2190.287, 388.8639, 592.829, 2062.504, 1897.443, 516.0483, 43.86138, 1103.19, 0.0005464649, 1359.821, 13.49376, 0.01628629, 281.4872, 393.0546, 4.845198e-05, 14.47131, 1189.678, 0.0001452116, 0.03758378
48.4, 151.2359, 210.9671, 686.467, 137.4514, 1757.906, 2135.478, 369.463, 558.6727, 2161.293, 2110.675, 490.0094, 41.5018, 1051.377, 0.0005172153, 1313.52, 12.73858, 0.01557544, 266.0699, 383.3993, 4.629561e-05, 13.71991, 1152.717, 0.000137015, 0.03594018
48.5, 143.2398, 263.9004, 648.1682, 127.9483, 1803.491, 2189.895, 351.03, 661.366, 2066.86, 2017.264, 465.2844, 39.26917, 1043.313, 0.0004895314, 1316.702, 12.02566, 0.01489563, 251.497, 359.3268, 4.423521e-05, 13.00753, 1207.822, 0.0001292812, 0.03436846
48.6, 135.6664, 248.0345, 612.006, 119.1023, 1722.071, 2188.546, 333.5167, 623.2609, 2197.096, 1970.428, 441.8069, 37.15664, 1021.04, 0.0004633293, 1237.721, 11.35264, 0.01424548, 237.7224, 445.6771, 4.22665e-05, 12.33213, 1145.178, 0.0001219839, 0.03286546
48.7, 128.4935, 233.1225, 612.0078, 126.0092, 1766.476, 2095.785, 316.8771, 611.5395, 2101.099, 1883.223, 419.5141, 35.15776, 1052.539, 0.0004385296, 1163.478, 10.71728, 0.01362371, 224.7021, 417.6944, 4.038542e-05, 11.6918, 1085.782, 0.0001150984, 0.0314282
48.8, 121.6998, 219.1071, 577.8631, 229.1135, 1714.518, 2159.281, 301.0677, 576.3052, 2009.297, 1942.211, 398.3462, 33.26641, 1170.57, 0.0004150573, 1176.807, 10.11748, 0.01302908, 212.395, 391.4686, 3.858806e-05, 11.08472, 1149.184, 0.0001086017, 0.0300538
48.9, 115.2653, 205.9342, 579.7343, 244.3034, 1774.12, 2109.715, 286.0471, 686.5178, 1921.505, 1902.121, 378.2463, 31.4768, 1164.013, 0.0003928414, 1106.217, 9.551252, 0.0124604, 200.762, 366.8895, 3.687068e-05, 10.50917, 1130.832, 0.0001024716, 0.0287395
49, 109.171, 193.5533, 650.2076, 227.4128, 1694.026, 2056.839, 271.7759, 646.9636, 1967.433, 1817.939, 359.1607, 29.78347, 1134.897, 0.0003718146, 1039.862, 9.016712, 0.01191654, 189.7661, 343.8536, 3.522974e-05, 9.963495, 1072.18, 9.668755e-05, 0.02748267
49.1, 103.3989, 181.9168, 613.9317, 211.6899, 1661.491, 1969.609, 258.2166, 660.0447, 1945.302, 1916.415, 341.0381, 28.18124, 1112.059, 0.0003519132, 977.4871, 8.512088, 0.01139642, 179.3725, 322.264, 3.366183e-05, 9.446157, 1016.571, 9.122999e-05, 0.02628081
49.2, 97.93201, 170.9799, 579.6797, 197.0542, 1586.482, 1849.242, 245.3339, 622.0157, 2032.842, 1966.624, 323.8299, 26.6652, 1059.829, 0.000333077, 918.8536, 8.035705, 0.01089901, 169.5481, 302.0301, 3.21637e-05, 8.95568, 992.9899, 8.608048e-05, 0.02513151
49.3, 92.75416, 160.7005, 597.9573, 215.6534, 1725.738, 1859.483, 233.0939, 586.1778, 1944.022, 2048.365, 307.49, 25.23071, 1069.347, 0.0003152491, 1130.174, 7.585982, 0.0104233, 160.2618, 283.0665, 3.073225e-05, 8.49067, 998.8361, 8.122163e-05, 0.02403247
49.4, 87.85007, 230.1879, 593.5586, 200.7436, 1682.278, 1745.846, 221.4645, 614.9366, 1951.385, 1957.712, 420.1275, 23.8734, 1113.564, 0.0002983754, 1062.382, 7.161429, 0.009968355, 151.4841, 265.2936, 2.93645e-05, 8.049806, 1061.018, 7.663705e-05, 0.02298149
49.5, 83.20526, 216.3488, 621.743, 186.8646, 1623.999, 1679.634, 210.4154, 579.5065, 1866.124, 1871.07, 398.9286, 22.5891, 1147.675, 0.0002824049, 998.6562, 6.760636, 0.009533268, 287.6088, 267.6934, 2.805763e-05, 7.631832, 1181.829, 7.231125e-05, 0.02197647
49.6, 78.80604, 203.3418, 587.0552, 173.9452, 1728.612, 1666.83, 199.9175, 546.1178, 1820.352, 1921.432, 489.3004, 21.3739, 1150.687, 0.0002672891, 938.7529, 6.382274, 0.009117172, 271.8562, 522.7578, 2.680891e-05, 7.235561, 1236.336, 6.822961e-05, 0.0210154
49.7, 74.63941, 266.0884, 608.1208, 318.6505, 1650.572, 1602.208, 189.9434, 590.8474, 1810.508, 1836.396, 464.6111, 20.22406, 1142.021, 0.0002529825, 882.4429, 6.025087, 0.008719237, 256.9665, 489.9354, 2.561577e-05, 6.859866, 1201.718, 6.437836e-05, 0.02009637
49.8, 70.69308, 250.091, 623.3294, 296.6197, 1641.292, 1513.743, 298.5499, 556.8052, 1859.353, 1895.979, 482.9779, 19.13609, 1359.535, 0.0002394416, 829.5105, 5.68789, 0.008338669, 242.8922, 459.1738, 2.447574e-05, 6.503678, 1139.39, 6.074451e-05, 0.01921752
49.9, 66.95541, 235.0554, 712.6927, 276.1121, 1627.03, 1421.235, 283.6548, 554.1333, 1903.424, 1909.801, 458.6077, 18.10664, 1295.682, 0.0002266255, 779.7532, 5.369565, 0.007974713, 229.5888, 430.3437, 2.338644e-05, 6.165985, 1206.918, 5.731576e-05, 0.0183771
50, 190.5508, 229.6325, 674.9103, 280.8881, 1553.576, 1388.806, 333.5696, 703.0897, 1820.258, 1988.998, 435.4672, 17.13257, 1234.828, 0.0002144954, 732.9806, 5.069054, 0.007626642, 217.0141, 466.1031, 2.234562e-05, 5.845825, 1144.321, 5.408056e-05, 0.01757344
50.1, 180.476, 229.3225, 637.2562, 261.4681, 1483.439, 1303.933, 340.323, 879.639, 1921.333, 1900.972, 451.4247, 16.21091, 1176.832, 0.0002030145, 689.0135, 4.785362, 0.007293764, 224.4229, 436.8379, 2.135112e-05, 5.54229, 1084.97, 5.102796e-05, 0.01680493
50.2, 170.9339, 215.5355, 601.7028, 243.3908, 1549.12, 1366.212, 344.032, 873.366, 1837.385, 2061.88, 494.3935, 15.33882, 1158.39, 0.0001921482, 647.6838, 4.517547, 0.006975415, 212.1311, 515.397, 2.040088e-05, 5.254515, 1028.697, 4.814767e-05, 0.01607002
50.3, 161.8963, 202.5773, 568.1331, 345.3617, 1479.183, 1413.653, 326.8678, 953.4991, 1757.105, 2132.877, 469.4473, 14.51365, 1103.984, 0.0001818634, 608.8333, 4.26472, 0.00667096, 278.2732, 691.428, 1.949293e-05, 4.981682, 975.3432, 4.542996e-05, 0.01536725
50.4, 242.8866, 190.3983, 536.4362, 321.4842, 1515.942, 1327.262, 310.5599, 991.1442, 1809.613, 2038.484, 445.7598, 13.73288, 1052.134, 0.0001721292, 572.313, 4.026043, 0.006379794, 343.748, 648.0153, 1.862539e-05, 4.723016, 1104.838, 4.286564e-05, 0.01469522
50.5, 282.4251, 178.9514, 506.5078, 299.2574, 1580.976, 1552.774, 353.8695, 934.0386, 1933.582, 2096.124, 423.2675, 12.9941, 1057.214, 0.000162916, 537.9835, 3.800724, 0.006101336, 324.9207, 607.3284, 1.779647e-05, 4.477781, 1110.958, 4.044607e-05, 0.01405257
50.6, 313.1391, 168.1928, 608.6774, 278.5674, 1536.568, 1565.866, 336.2145, 1040.969, 2044.151, 2033.865, 401.9102, 12.29507, 1040.198, 0.0001541959, 505.7131, 3.588015, 0.005835032, 339.0117, 603.2275, 1.700443e-05, 4.245279, 1307.189, 3.816308e-05, 0.01343803
50.7, 296.5828, 158.0809, 574.7186, 262.8554, 1467.198, 1470.173, 408.0451, 1054.296, 1973.627, 1974.474, 381.6305, 11.63364, 991.3427, 0.0001459426, 475.3784, 3.38721, 0.005580352, 405.118, 639.6711, 1.624764e-05, 4.024849, 1302.508, 3.600895e-05, 0.01285036
50.8, 280.9019, 148.577, 542.6543, 365.8054, 1467.174, 1380.328, 387.6872, 1054.732, 1887.394, 2306.488, 362.3741, 11.0078, 956.5811, 0.000138131, 446.8634, 3.197643, 0.005336787, 382.9294, 599.5081, 1.552454e-05, 3.815865, 1234.952, 3.397641e-05, 0.0122884
50.9, 266.05, 208.062, 512.3789, 340.5144, 1483.706, 1446.678, 368.345, 1045.78, 1898.426, 2204.411, 492.7748, 10.41562, 1161.425, 0.0001307376, 420.0588, 3.018685, 0.005103853, 361.956, 561.8668, 1.483361e-05, 3.617732, 1238.894, 3.20586e-05, 0.01175101
51, 251.9835, 199.7765, 538.6935, 316.972, 1519.078, 1358.268, 349.9678, 1064.954, 1937.345, 2234.551, 467.9102, 9.855302, 1118.085, 0.0001237398, 394.862, 2.849743, 0.004881086, 489.1266, 625.4489, 1.417344e-05, 3.429887, 1174.638, 3.024904e-05, 0.01123711
51.1, 238.6606, 187.7658, 508.6392, 295.0572, 1450.498, 1309.713, 332.5075, 1003.596, 1995.537, 2194.539, 454.6512, 9.325125, 1245.27, 0.0001171167, 371.1766, 2.690256, 0.004668043, 462.3368, 586.1788, 1.354265e-05, 3.251796, 1189.714, 2.854162e-05, 0.0107457
51.2, 226.0421, 262.5457, 480.2615, 378.3778, 1385.014, 1229.673, 358.8954, 945.7726, 1908.347, 2203.368, 479.9291, 8.823469, 1292.688, 0.000110848, 348.912, 2.539694, 0.004464297, 457.7613, 549.3744, 1.293993e-05, 3.082951, 1128.008, 2.693058e-05, 0.01027577
51.3, 214.0909, 246.7613, 453.4671, 352.2175, 1322.487, 1174.563, 340.9897, 891.2812, 1874.01, 2250.102, 455.7127, 8.348801, 1298.708, 0.0001049149, 327.9829, 2.397559, 0.004269445, 432.6894, 514.8808, 1.236403e-05, 2.922873, 1069.503, 2.541047e-05, 0.009826395
