 , C01, C02, C04, C05, C10, C12, C13, C43, C52, C55, C62
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
147.4, 132.4249, 1553.817, 331.3458, 3256.132, 749.4478, 158.625, 1871.151, 1484.428, 1307.619, 628.7361, 771.2736
147.5, 125.1512, 1592.55, 312.0917, 3098.214, 716.0991, 149.504, 1836.194, 1406.219, 1242.267, 587.7036, 816.2269
147.6, 118.277, 1771.219, 293.9564, 3001.054, 803.1834, 140.9075, 1938.235, 1332.13, 1468.21, 549.3489, 838.6138
147.7, 111.7804, 1810.791, 291.3103, 3031.091, 767.4436, 132.8052, 1838.888, 1390.53, 1828.845, 513.4974, 794.8228
147.8, 105.6406, 1720.578, 285.8306, 2850.114, 733.2941, 125.1688, 1844.675, 1317.267, 1856.526, 479.9856, 753.3185
147.9, 99.8381, 1634.859, 269.2213, 2729.658, 700.6642, 117.9716, 1750.124, 1247.865, 1819.585, 448.6608, 888.0037
148, 94.35429, 1561.908, 253.5771, 2712.411, 669.4862, 111.1881, 1980.873, 1223.443, 1898.734, 822.4454, 1023.339
148.1, 89.1717, 1556.127, 238.842, 2550.461, 639.6956, 104.7948, 1879.34, 1232.336, 1803.839, 768.7711, 1438.638
148.2, 84.27377, 1478.601, 224.9632, 2552.211, 665.5777, 251.0852, 1783.012, 1167.408, 1713.688, 861.9387, 1363.515
148.3, 120.7878, 1404.938, 211.8908, 2399.826, 635.961, 236.6477, 1788.485, 1251.351, 1628.042, 805.687, 1292.314
148.4, 124.1408, 1334.944, 237.4609, 2399.573, 620.3147, 223.0403, 1696.813, 1227.659, 1546.676, 916.0632, 1397.467
148.5, 117.3221, 1474.852, 223.6623, 2256.302, 592.7121, 210.2154, 1609.841, 1204.698, 1821.011, 900.9452, 1324.494
148.6, 110.8779, 1401.375, 210.6655, 2121.585, 609.2899, 198.1279, 1527.326, 1243.531, 1767.565, 918.5779, 1361.166
148.7, 104.7878, 1432.754, 198.424, 2096.682, 602.5095, 186.7354, 1567.638, 1178.013, 1679.226, 858.6298, 1351.13
148.8, 99.03207, 1435.731, 186.8938, 2143.459, 614.0848, 175.998, 1487.286, 1183.69, 1740.467, 876.5774, 1280.577
148.9, 93.59254, 1461.725, 176.0336, 2015.479, 586.7595, 165.8781, 1733.501, 1198.295, 1860.545, 819.3703, 1256.36
149, 88.45178, 1388.902, 239.8115, 1895.141, 560.65, 156.34, 1644.648, 1135.16, 1767.56, 874.3094, 1213.976
149.1, 83.59339, 1319.707, 225.8763, 1781.988, 625.6192, 147.3503, 1560.349, 1142.119, 1679.221, 817.2503, 1388.575
149.2, 79.00186, 1376.334, 212.7509, 1816.546, 597.7806, 217.5182, 1480.371, 1081.945, 1595.298, 763.915, 1441.804
149.3, 74.66253, 1322.154, 200.3882, 1708.085, 704.4111, 205.0108, 1425.883, 1024.941, 1577.01, 714.0604, 1512.342
149.4, 70.56154, 1286.303, 188.7438, 1663.9, 673.0665, 193.2225, 1546.166, 1031.573, 1637.156, 872.3377, 1498.213
149.5, 66.68581, 1237.229, 178.8269, 1625.762, 709.5645, 182.1121, 1466.915, 1003.018, 1901.868, 815.4073, 1419.979
149.6, 63.02296, 1286.354, 168.4354, 1609.392, 677.9904, 219.182, 1537.56, 1039.517, 1872.599, 860.8999, 1414.405
149.7, 59.56129, 1447.02, 158.6478, 1513.3, 647.8214, 206.5789, 1458.75, 984.7482, 1857.311, 908.6205, 1630.424
149.8, 56.28977, 1374.929, 149.429, 1489.651, 618.9948, 194.7005, 1383.98, 1095.79, 1764.487, 892.9663, 1668.915
149.9, 53.19794, 1306.431, 140.7458, 1400.709, 591.4509, 183.5051, 1501.731, 1038.057, 2101.969, 879.168, 2034.438
150, 50.27594, 1348.904, 132.5672, 1317.077, 565.1327, 172.9535, 1427.62, 1007.362, 2034.155, 1002.817, 2307.951
150.1, 47.51443, 1281.702, 124.8639, 1238.438, 539.9856, 163.0086, 1354.445, 954.287, 2037.55, 1191.748, 2342.905
150.2, 44.90461, 1349.204, 117.6082, 1208.738, 515.9575, 153.6355, 1332.271, 904.0089, 1935.718, 1113.973, 2220.562
150.3, 42.43813, 1281.987, 261.7869, 1156.673, 492.9985, 144.8014, 1316.048, 856.3796, 1943.242, 1041.273, 2364.706
150.4, 40.10714, 1218.119, 611.9597, 1123.232, 471.0612, 136.4752, 1385.041, 875.7858, 1868.161, 973.3173, 2241.225
150.5, 37.90417, 1157.432, 736.4183, 1129.906, 450.1001, 128.6278, 1314.048, 1004.102, 1801.493, 909.7968, 2230.601
150.6, 35.82221, 1099.769, 693.6259, 1138.823, 430.0716, 121.2317, 1368.053, 951.1989, 1711.458, 850.4217, 2145.167
150.7, 33.8546, 1044.979, 658.597, 1164.555, 410.9344, 114.2608, 1297.931, 901.0833, 1685.735, 794.9216, 2125.073
150.8, 31.99507, 992.9183, 620.3266, 1107.368, 392.6488, 107.6907, 1231.404, 853.6082, 1817.874, 743.0435, 2014.106
150.9, 30.23768, 943.4513, 584.2801, 1041.25, 375.1768, 1346.06, 1168.286, 808.6344, 1727.021, 694.551, 1908.932
151, 28.57681, 1043.807, 567.0872, 979.0804, 358.4823, 2440.78, 1108.404, 766.0302, 1822.814, 649.2233, 1809.251
151.1, 27.00718, 1279.936, 534.1344, 920.6225, 342.5306, 2635.32, 1271.172, 725.6705, 1731.714, 606.8538, 1714.775
151.2, 25.52375, 1498.053, 533.1943, 898.0922, 327.2888, 2566.18, 1206.016, 687.4374, 2054.293, 1751.885, 1917.313
151.3, 24.12181, 1545.985, 583.2341, 844.4699, 312.7252, 2418.624, 1458.463, 651.2186, 2109.833, 3009.49, 2160.301
151.4, 22.79687, 1622.261, 555.9335, 794.0492, 298.8096, 2279.551, 1461.697, 616.908, 2004.388, 3189.018, 2234.547
151.5, 21.54471, 1607.557, 614.8443, 937.2812, 285.5133, 2560.256, 1386.775, 584.4052, 2016.624, 3247.294, 2284.375
151.6, 20.36132, 1527.469, 632.7662, 881.3191, 272.8086, 2413.04, 1456.602, 553.6148, 2140.444, 3112.214, 2243.807
151.7, 19.24294, 1455.166, 643.2867, 830.5771, 260.6692, 2274.491, 1381.941, 524.4467, 2075.68, 3349.596, 2126.639
151.8, 18.18598, 1420.252, 605.9061, 907.8037, 249.07, 2248.866, 1311.108, 496.8153, 2162.328, 3130.995, 2179.958
151.9, 17.18708, 1415.531, 666.0031, 853.6016, 237.987, 2558.878, 1389.276, 470.6397, 2390.512, 3061.242, 2161.406
152, 16.24304, 1551.513, 1180.863, 802.6356, 227.3971, 2411.741, 1318.067, 445.8433, 2449.404, 3009.053, 2088.104
152.1, 87.71934, 1474.217, 1333.929, 754.7127, 224.1944, 2273.064, 1396.128, 422.3533, 2602.864, 3006.755, 2078.76
152.2, 82.90118, 1522.61, 1446.851, 709.6511, 445.404, 2379.881, 1324.568, 659.329, 2520.608, 2908.29, 2109.983
152.3, 78.34766, 1632.081, 2267.468, 667.28, 425.5846, 2332.219, 1389.487, 731.8214, 2498.851, 3003.716, 2099.21
152.4, 84.58469, 1550.771, 3214.007, 751.761, 428.638, 2198.115, 1643.707, 826.3227, 2373.965, 3058.842, 2985.092
152.5, 79.93871, 1473.511, 3457.25, 706.8757, 529.3028, 2221.105, 1559.456, 874.6036, 2255.32, 3104.711, 2868.991
152.6, 75.54791, 1442.367, 3584.976, 664.6703, 505.75, 2104.466, 1557.499, 873.5975, 2142.604, 3117.821, 2849.587
152.7, 71.39829, 1370.509, 3662.339, 624.9849, 483.2453, 2494.128, 2023.841, 1017.84, 2035.522, 2914.346, 2700.787
152.8, 67.4766, 1557.162, 3449.525, 587.6689, 461.742, 2688.288, 2079.354, 964.2133, 2061.858, 2835.886, 2684.571
152.9, 63.77031, 1479.585, 3446.396, 552.5811, 480.8214, 2579.882, 2386.897, 913.4121, 2075.103, 2719.945, 2759.972
153, 60.2676, 1405.872, 3246.129, 519.5881, 1018.415, 2606.783, 2309.513, 865.2875, 2056.961, 2888.367, 2615.851
153.1, 56.95728, 1335.832, 3211.528, 488.5651, 973.098, 2456.892, 2191.136, 819.6984, 2011.114, 2699.867, 2645.289
153.2, 53.82879, 1269.281, 3179.815, 521.5345, 929.7974, 2436.043, 2317.444, 776.5112, 1967.718, 2623.053, 2507.156
153.3, 50.87214, 1332.098, 3033.436, 490.3953, 888.4235, 2295.969, 2198.66, 735.5994, 1869.376, 2680.904, 2376.237
153.4, 48.07788, 1303.776, 3125.594, 577.6682, 848.8907, 2223.319, 2269.625, 696.8431, 1775.949, 2505.943, 2252.154
153.5, 45.43711, 1238.822, 2943.969, 543.1774, 811.117, 2246.713, 2271.876, 660.1287, 1961.471, 2783.456, 2195.265
153.6, 42.94139, 1177.104, 2912.375, 510.7459, 775.0242, 2117.525, 2379.962, 625.3488, 1863.441, 2601.803, 2203.731
153.7, 40.58274, 1118.461, 2955.637, 480.5299, 740.5374, 1995.766, 2257.973, 592.4012, 1804.836, 2432.004, 2608.062
153.8, 38.35366, 1062.739, 2783.888, 451.8389, 707.5851, 2034.409, 2317.571, 561.1895, 1795.998, 2273.287, 2471.873
153.9, 36.24701, 1009.794, 2622.119, 424.861, 676.0992, 1917.429, 2215.059, 531.6223, 1706.238, 2124.928, 2342.796
154, 34.25607, 998.9233, 2469.751, 448.9026, 646.0143, 1886.142, 2101.523, 503.6129, 1620.964, 1986.251, 2220.459
154.1, 32.37448, 1027.02, 2428.272, 422.1, 635.8506, 1777.688, 1993.806, 477.0792, 1579.375, 1856.624, 2104.51
154.2, 30.59625, 975.8544, 2475.004, 396.8977, 1117.855, 1866.239, 1891.611, 451.9435, 1580.385, 1735.458, 1994.616
154.3, 78.22417, 927.2375, 2331.184, 440.5743, 1469.826, 1776.63, 1887.202, 428.1321, 1501.401, 1622.198, 1890.461
154.4, 174.4453, 881.0427, 2291.004, 427.3947, 2032.227, 1738.213, 1790.47, 405.5752, 1520.622, 1516.33, 1791.744
154.5, 164.8636, 837.1494, 2208.638, 486.3543, 2228.641, 1702.161, 1698.697, 384.2068, 1444.625, 1417.372, 1698.182
154.6, 191.6667, 795.4427, 2205.586, 564.8265, 2237.688, 1785.606, 1611.628, 363.9642, 1372.426, 1324.871, 1609.506
154.7, 366.2887, 783.7308, 2204.309, 531.1024, 2566.597, 1693.661, 1529.022, 344.7881, 1303.836, 1238.408, 1525.46
154.8, 346.1695, 841.2147, 2208.607, 499.3919, 3282.744, 1846.61, 1686.249, 326.6224, 1238.673, 1157.587, 1445.803
154.9, 586.3306, 855.0289, 2160.641, 561.8304, 3484.76, 1834.032, 1599.818, 309.4138, 1176.767, 1082.041, 1370.306
155, 652.4485, 812.4315, 2067.861, 528.2852, 3716.182, 1734.735, 1643.401, 293.1118, 1117.955, 1011.425, 1298.751
155.1, 635.2181, 797.2793, 2127.984, 581.0148, 4430.347, 1841.556, 1559.167, 277.6687, 1062.083, 945.4171, 1230.932
155.2, 600.3275, 757.559, 2082.099, 546.3242, 4562.743, 1735.666, 1479.249, 263.0392, 1009.002, 883.7174, 1166.655
155.3, 567.3533, 719.8175, 1961.111, 519.3896, 4751.232, 1808.577, 1450.711, 249.1805, 1041.535, 826.0443, 1105.734
155.4, 591.5787, 683.9563, 1847.153, 525.2549, 4644.898, 1891.098, 1499.129, 236.052, 1040.364, 772.1351, 1047.995
155.5, 580.6959, 872.3751, 1862.266, 520.8011, 4438.21, 1966.238, 1422.288, 223.6152, 988.369, 721.7441, 993.27
155.6, 548.8, 828.9136, 1782.329, 489.7057, 4359.371, 1976.144, 1470.624, 211.8337, 938.9727, 674.6417, 941.4031
155.7, 811.8674, 823.2327, 1751.414, 460.4668, 4463.171, 1920.963, 1395.245, 200.6729, 892.0451, 630.6133, 892.2446
155.8, 1083.844, 782.2194, 1714.035, 544.5126, 4439.732, 1857.718, 1323.729, 190.1001, 1024.458, 589.4583, 845.6531
155.9, 2029.548, 743.2494, 1614.434, 586.332, 4765.895, 1963.899, 1258.641, 180.0844, 973.2578, 550.9891, 801.4946
156, 2614.61, 706.2208, 1744.453, 551.3239, 4553.823, 1910.217, 1200.134, 170.5963, 924.6167, 515.0305, 759.6418
156.1, 2536.1, 781.0688, 1786.659, 655.6984, 4665.849, 1800.378, 1211.089, 161.6081, 878.4066, 481.4186, 719.9746
156.2, 2662.055, 742.1561, 1695.677, 810.2055, 4591.818, 1875.333, 1229.659, 153.0935, 834.5059, 450.0003, 682.3787
156.3, 2600.197, 705.1821, 1597.143, 1173.924, 4455.843, 1789.891, 1181.07, 145.0275, 792.7993, 420.6324, 646.746
156.4, 2466.75, 782.0498, 1543.664, 1132.227, 4448.732, 2039, 1120.533, 137.3865, 753.1771, 393.1812, 612.9741
156.5, 2610.543, 743.0882, 1453.963, 1106.654, 4453.068, 2225.009, 1063.098, 130.1481, 715.5352, 367.5214, 580.9656
156.6, 2498.77, 706.0677, 1512.314, 1108.547, 4382.407, 2271.742, 1008.608, 123.291, 679.7744, 343.5363, 550.6285
156.7, 2571.629, 700.8765, 1424.435, 1042.359, 4362.577, 2273.826, 956.91, 116.7952, 645.8009, 321.1164, 521.8757
156.8, 2430.377, 697.1109, 1433.622, 1190.444, 4551.568, 2206.623, 907.8622, 110.6417, 613.5253, 300.1598, 494.6242
156.9, 2456.575, 662.381, 1350.315, 1166.345, 4349.033, 2369.644, 931.8524, 104.8123, 582.8628, 280.5708, 468.7958
157, 2321.643, 629.3813, 1356.412, 1096.706, 4394.617, 2252.56, 888.0301, 99.2901, 553.7327, 262.2602, 444.316
157.1, 2220.538, 643.3334, 1346.379, 1121.491, 4459.017, 2262.435, 842.5128, 94.05883, 526.0585, 245.1446, 421.1146
157.2, 2213.099, 617.3132, 1341.228, 1065.88, 4482.808, 2132.343, 799.3286, 89.10318, 499.7673, 229.146, 399.1247
157.3, 2101.199, 760.9077, 1263.291, 1095.141, 4625.136, 2099.745, 787.2455, 84.40863, 474.7902, 214.1915, 378.2831
157.4, 2050.392, 768.2524, 1189.882, 1029.754, 4920.66, 2113.907, 851.6915, 79.96142, 451.0613, 200.213, 358.5298
157.5, 2027.642, 729.9782, 1187.157, 988.9925, 4816.362, 2160.571, 808.0368, 75.74851, 428.5183, 187.1467, 339.808
157.6, 2116.573, 764.1912, 1125.561, 929.9428, 4761.161, 2183.41, 855.3281, 71.75758, 407.102, 174.9331, 322.0638
157.7, 2075.846, 726.1193, 1147.643, 1053.368, 4948.789, 2123.188, 830.3795, 67.97691, 386.756, 163.5166, 305.2461
157.8, 2089.21, 689.9442, 1106.045, 990.4747, 5103.725, 2156.552, 787.8172, 64.39542, 367.4269, 152.8452, 289.3067
157.9, 1994.939, 681.9219, 1140.51, 1065.692, 5012.77, 2158.284, 747.4365, 61.00264, 724.9253, 142.8703, 274.1996
158, 2013.791, 647.9487, 1074.236, 1092.565, 5038.224, 2615.228, 709.1255, 57.78862, 688.6953, 133.5463, 259.8813
158.1, 2157.01, 687.6996, 1011.813, 1113.348, 5165.117, 2924.834, 700.2047, 54.74393, 654.2759, 124.8308, 246.3107
158.2, 2155.55, 653.4386, 1104.244, 1171.594, 4935.281, 2985.79, 833.2629, 51.85965, 621.5768, 116.6841, 233.4488
158.3, 2113.534, 620.8844, 1040.078, 1151.89, 4866.974, 2997.848, 790.5528, 49.12733, 590.5118, 109.0691, 221.2585
158.4, 2221.647, 589.952, 979.64, 1083.114, 5139.639, 2992.482, 750.0319, 46.53898, 560.9995, 101.951, 209.7048
158.5, 2099.618, 588.3869, 1036.034, 1312.024, 4965.408, 2896.22, 765.9174, 44.08699, 532.962, 95.29749, 198.7543
158.6, 1984.293, 570.6003, 987.7709, 1264.845, 4744.459, 2833.055, 726.6591, 41.76419, 506.3259, 89.0782, 188.3757
158.7, 1980.297, 542.1732, 930.3726, 1295.932, 4912.449, 2833.725, 689.4131, 39.56378, 481.0209, 83.26479, 178.539
158.8, 1972.768, 521.7466, 876.3096, 1252.402, 4842.779, 2720.635, 654.0762, 37.47929, 456.9806, 77.83076, 169.216
158.9, 1864.409, 495.7533, 838.5012, 1205.039, 4779.369, 2767.529, 620.5506, 35.50463, 434.1418, 72.75138, 160.3799
159, 1891.998, 471.055, 856.0124, 1133.09, 4664.558, 2608.394, 618.2897, 33.63401, 412.4445, 68.00349, 152.0051
159.1, 1827.351, 447.5871, 806.2704, 1175.012, 4584.954, 2659.716, 586.5984, 31.86195, 391.8315, 63.56545, 144.0676
159.2, 1726.98, 477.1838, 773.3066, 1123.851, 4466.898, 2528.994, 556.5314, 30.18325, 372.2487, 59.41705, 136.5447
159.3, 1748.671, 453.4106, 840.7872, 1255.505, 4502.951, 2596.078, 569.3306, 28.59299, 353.6446, 55.53938, 129.4145
159.4, 1652.622, 430.8217, 791.9299, 1180.543, 4535.099, 2446.802, 540.1487, 27.08652, 335.9703, 51.91477, 122.6567
159.5, 1681.797, 409.3583, 745.9117, 1110.056, 4724.74, 2375.514, 512.4626, 25.65942, 319.1793, 48.52671, 116.2518
159.6, 1617.038, 388.9641, 715.8599, 1073.438, 5004.646, 2472.953, 495.2804, 24.30751, 303.2275, 45.35976, 110.1813
159.7, 1681.665, 369.586, 674.262, 1058.331, 4884.565, 2330.757, 614.3212, 23.02683, 288.0729, 42.3995, 104.4278
159.8, 1699.518, 351.1733, 635.0814, 1271.576, 5137.847, 2455.402, 671.326, 21.81363, 273.6757, 39.63243, 98.97478
159.9, 1666.301, 351.6859, 677.31, 1448.166, 5182.242, 2320.851, 725.015, 20.66434, 259.9981, 37.04594, 93.80649
160, 1635.424, 334.1649, 727.8962, 1361.701, 4951.644, 2234.149, 687.8533, 19.5756, 247.004, 34.62825, 88.90807
160.1, 1603.523, 317.5169, 685.5989, 1408.928, 5248.554, 2259.179, 652.5963, 18.54423, 234.6593, 32.36834, 84.26544
160.2, 1574.76, 301.6982, 645.7595, 1948.781, 5339.108, 2262.811, 661.1071, 17.56719, 222.9316, 30.25592, 79.86524
160.3, 1593.596, 286.6677, 608.2351, 2398.294, 5343.863, 2201.189, 627.221, 16.64164, 211.79, 28.28136, 75.69482
160.4, 1506.064, 319.6171, 602.8013, 2532.582, 5209.609, 2204.671, 595.0718, 15.76484, 201.2053, 26.43567, 71.74216
160.5, 1587.522, 303.6938, 613.7408, 2381.37, 5083.363, 2261.461, 651.1109, 14.93425, 191.1495, 24.71043, 67.9959
160.6, 1500.325, 288.5639, 646.9409, 2420.868, 5021.97, 2159.427, 617.7372, 14.14741, 181.5963, 23.09778, 64.44527
160.7, 1417.916, 274.1877, 624.0029, 2420.228, 5063.51, 2153.03, 586.0742, 13.40203, 172.5206, 21.59037, 61.08005
160.8, 1415.5, 260.5277, 698.6926, 2410.502, 5093.596, 2078.092, 556.0341, 12.69592, 163.8984, 20.18134, 57.89055
160.9, 1337.75, 303.1086, 658.0923, 2335.048, 4904.558, 2092.321, 527.5338, 12.02701, 155.7072, 18.86427, 54.86761
161, 1444.646, 360.4165, 619.8513, 2240.58, 4877.304, 1972.011, 500.4942, 11.39335, 147.9253, 17.63315, 52.00251
161.1, 1415.513, 342.4606, 583.8324, 2310.888, 4757.392, 2107.917, 474.8407, 10.79307, 140.5323, 16.48238, 49.28703
161.2, 1403.734, 325.3993, 549.9065, 2271.281, 4857.284, 2008.202, 450.502, 10.22442, 133.5089, 15.40671, 46.71334
161.3, 1326.631, 309.1879, 517.952, 2404.583, 4728.332, 1945.427, 482.4222, 9.685732, 126.8364, 14.40124, 44.27405
161.4, 1398.97, 293.7842, 487.8544, 2261.012, 5109.709, 1969.876, 457.6949, 9.175423, 120.4974, 13.46139, 41.96214
161.5, 1322.129, 279.1479, 459.5057, 2266.301, 5366.297, 1873.751, 434.2351, 8.692, 114.4753, 12.58287, 39.77094
161.6, 1306.962, 265.2408, 453.7013, 2217.139, 5210.193, 1886.207, 411.9777, 8.234048, 108.7541, 11.76169, 37.69417
161.7, 1337.267, 252.0266, 505.4004, 2221.316, 4978.351, 1777.749, 390.8612, 7.800223, 103.3188, 10.9941, 35.72585
161.8, 1288.797, 247.8157, 492.0751, 2089.377, 4756.826, 1895.233, 370.827, 7.389256, 98.15518, 10.2766, 33.8603
161.9, 1218.007, 301.1177, 499.9048, 2025.884, 4545.158, 1788.758, 351.8197, 6.99994, 93.24962, 9.605931, 32.09217
162, 1151.105, 286.1161, 486.7869, 2042.646, 4548.226, 1747.324, 333.7867, 6.631136, 88.58923, 8.97903, 30.41637
162.1, 1093.786, 271.8618, 488.4116, 2021.375, 4472.094, 1729.92, 316.6779, 6.281764, 84.16175, 8.393041, 28.82808
162.2, 1195.003, 258.3177, 466.9798, 2015.823, 4475.55, 1875.457, 300.4462, 5.950798, 79.95555, 7.845295, 27.32273
162.3, 1171.977, 273.2034, 439.8441, 2140.34, 4367.08, 1767.617, 285.0464, 5.63727, 75.95956, 7.333296, 25.89598
162.4, 1107.604, 259.5924, 414.2853, 2012.547, 4469.073, 1787.69, 270.4359, 5.340261, 72.16328, 6.854712, 24.54374
162.5, 1046.767, 246.6596, 390.2116, 1892.384, 4515.052, 1802.981, 256.5743, 5.0589, 68.55674, 6.40736, 23.2621
162.6, 1038.105, 234.371, 367.5368, 1779.395, 4886.811, 1699.308, 336.8929, 4.792364, 65.13044, 5.989203, 22.0474
162.7, 1068.56, 222.6947, 346.1797, 1878.759, 4748.723, 1661.199, 319.6249, 4.53987, 61.87538, 5.598337, 20.89612
162.8, 1009.867, 211.6001, 383.2073, 1877.18, 4555.137, 1607.763, 366.5701, 4.300679, 58.78299, 5.232979, 19.80496
162.9, 992.9153, 201.0582, 387.2281, 1798.298, 4513.53, 1576.579, 347.781, 4.07409, 55.84516, 4.891465, 18.77078
163, 960.8728, 191.0415, 398.6814, 1708.817, 4418.199, 1625.158, 329.955, 3.85944, 53.05415, 4.572238, 17.7906
163.1, 908.095, 181.5239, 375.5145, 1762.812, 4545.232, 1672.298, 348.1105, 3.656099, 50.40263, 4.273846, 16.8616
163.2, 858.2161, 172.4804, 353.6937, 1673.306, 4762.47, 1643.599, 330.2675, 3.463471, 47.88363, 3.994926, 15.98112
163.3, 894.7245, 163.8875, 335.5, 1573.398, 4550.551, 1580.775, 313.3392, 3.280992, 45.49052, 3.73421, 15.14661
163.4, 904.2281, 155.7226, 346.9371, 1598.139, 4348.062, 1545.932, 297.2785, 3.108128, 43.21702, 3.490508, 14.35568
163.5, 913.1638, 147.9645, 326.7769, 1603.096, 4254.28, 1518.817, 282.0411, 2.944371, 41.05714, 3.262711, 13.60605
163.6, 863.0064, 140.593, 307.7883, 1507.38, 4064.974, 1609.269, 267.5847, 2.789242, 39.0052, 3.04978, 12.89557
163.7, 815.6041, 133.5887, 289.903, 1522.595, 4113.439, 1516.735, 253.8692, 2.642286, 37.05581, 2.850746, 12.22218
163.8, 770.8054, 126.9333, 273.0571, 1457.503, 4173.197, 1447.063, 245.4657, 2.503072, 35.20385, 2.664701, 11.58396
163.9, 741.8754, 120.6095, 271.413, 1457.242, 4040.868, 1454.954, 232.884, 2.371194, 33.44445, 2.490797, 10.97906
164, 794.7341, 114.6008, 273.6541, 1493.295, 3952.642, 1392.849, 220.9472, 2.246263, 31.77298, 2.328243, 10.40576
164.1, 801.7112, 108.8914, 257.7523, 1626.999, 3776.759, 1379.107, 209.6222, 2.127915, 30.18504, 2.176297, 9.862386
164.2, 757.6756, 103.4664, 242.7746, 1627.569, 3659.263, 1539.083, 198.8777, 2.015802, 28.67647, 2.034268, 9.347388
164.3, 716.0588, 98.31174, 228.6672, 1530.392, 3629.093, 1453.079, 188.6839, 1.909596, 27.24328, 1.901508, 8.859283
164.4, 697.6988, 93.41386, 215.3796, 1490.63, 3523.954, 1507.182, 179.0127, 1.808986, 25.88173, 1.777412, 8.396667
164.5, 659.3763, 88.76, 210.577, 1437.896, 3551.063, 1558.851, 169.8371, 1.713677, 24.58822, 1.661415, 7.958207
164.6, 655.4083, 84.338, 198.3406, 1381.893, 3610.311, 1510.957, 161.1319, 1.623389, 23.35936, 1.552988, 7.542643
164.7, 710.3204, 80.13629, 200.4858, 1523.543, 3449.66, 1424.076, 152.8728, 1.537858, 22.19192, 1.451637, 7.148778
164.8, 707.3912, 76.14391, 188.8358, 1586.072, 3296.158, 1342.191, 145.0371, 1.456833, 21.08282, 1.3569, 6.775481
164.9, 693.5075, 72.35043, 177.8627, 2026.938, 3404.594, 1444.587, 137.603, 1.380077, 20.02915, 1.268346, 6.421677
165, 678.1743, 77.28617, 167.5273, 2101.424, 3448.592, 1415.093, 130.55, 1.307366, 19.02814, 1.185572, 6.086348
165.1, 720.3809, 91.0807, 157.7925, 2066.906, 3376.784, 1369.649, 123.8584, 1.238485, 18.07716, 1.108199, 5.768529
165.2, 680.8126, 246.5116, 148.6233, 1966.509, 3374.828, 1377.995, 117.5099, 1.173233, 17.17371, 1.035876, 5.467307
165.3, 643.4176, 237.7066, 179.2128, 1856.223, 3239.87, 1298.759, 111.4867, 1.111419, 16.31541, 0.9682724, 5.181813
165.4, 632.0797, 225.8642, 168.799, 1879.825, 3176.513, 1224.08, 105.7723, 1.052862, 15.5, 0.9050812, 4.911228
165.5, 597.3614, 214.6116, 158.9902, 1767.587, 3069.435, 1238.779, 100.3508, 0.9973904, 14.72535, 0.8460138, 4.654772
165.6, 564.5501, 203.9197, 190.9539, 1662.049, 3046.947, 1197.681, 95.20718, 0.9448413, 13.98941, 0.7908013, 4.411707
165.7, 533.5411, 193.7605, 254.6149, 1707.203, 2965.609, 1128.814, 90.32719, 0.8950607, 13.29025, 0.7391921, 4.181335
165.8, 504.2353, 184.1074, 239.8195, 1605.271, 3058.947, 1171.791, 85.69734, 0.847903, 12.62604, 0.690951, 3.962993
165.9, 476.5391, 174.9352, 225.8839, 1509.426, 2922.831, 1104.412, 81.30479, 0.8032297, 11.99502, 0.6458583, 3.756052
166, 450.3643, 166.2199, 234.5802, 1584.016, 2966.181, 1071.101, 77.1374, 0.7609102, 11.39554, 0.6037083, 3.559917
166.1, 425.6271, 157.9389, 220.949, 1489.44, 2834.193, 1009.512, 73.18361, 0.7208204, 10.82602, 0.5643092, 3.374025
166.2, 402.2487, 150.0704, 208.1099, 1409.774, 2874.136, 1040.634, 69.43247, 0.6828427, 10.28496, 0.5274813, 3.197839
166.3, 386.3423, 142.5939, 196.0169, 1325.601, 2746.244, 980.7967, 65.87361, 0.646866, 9.77094, 0.4930569, 3.030853
