 , C01, C02, C04, C05, C10, C12, C13, C43, C52, C55, C62
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
127.4, 431.7477, 347.4514, 282.5186, 607.5116, 2736.614, 1168.167, 640.5235, 759.1955, 382.1704, 47.08474, 2.565569
127.5, 408.0331, 468.7189, 266.1018, 571.239, 2614.841, 1100.997, 607.6925, 800.4973, 363.0705, 44.0119, 2.4316
127.6, 385.6211, 472.8842, 284.0465, 567.9779, 2579.044, 1037.689, 576.5443, 758.3217, 344.9251, 41.1396, 2.304626
127.7, 364.4401, 449.3252, 273.9016, 534.0657, 2464.283, 978.0214, 593.5369, 718.3682, 327.6866, 38.45475, 2.184282
127.8, 393.9453, 426.9399, 257.9855, 502.1783, 2363.748, 921.7847, 563.1143, 722.867, 414.3209, 35.94512, 2.070222
127.9, 372.3071, 454.8883, 242.9942, 558.8563, 2413.986, 883.0089, 534.251, 695.1525, 531.761, 33.59927, 1.962119
128, 434.0125, 432.6093, 228.8741, 525.4886, 2432.68, 870.4971, 654.6012, 780.2944, 505.1848, 1321.584, 1.85966
128.1, 416.4856, 411.0568, 215.5745, 494.1133, 2381.961, 820.4431, 814.6459, 1537.167, 479.9369, 1440.55, 1.762552
128.2, 393.6093, 468.3766, 203.0477, 464.6114, 2474.396, 773.2672, 772.89, 1690.087, 455.9508, 1619.064, 1.670514
128.3, 399.3839, 445.0421, 191.2488, 436.8708, 2405.427, 907.9326, 733.2744, 1601.042, 433.1635, 1513.401, 1.583283
128.4, 377.929, 422.8702, 180.1355, 410.7866, 2458.945, 910.2789, 740.9148, 1605.022, 467.311, 1414.634, 1.500607
128.5, 357.1704, 401.8029, 184.4199, 443.9435, 2480.338, 861.5227, 702.9381, 1579.902, 498.388, 1322.312, 1.422248
128.6, 337.5522, 381.7851, 173.7035, 417.437, 2369.969, 811.9847, 775.2903, 1606.395, 505.2706, 1535.676, 1.34798
128.7, 319.0114, 482.9427, 163.6098, 392.5131, 2389.728, 765.2951, 765.1447, 1543.417, 500.477, 1435.455, 1.277591
128.8, 302.3058, 458.8826, 173.6714, 369.0773, 2300.053, 760.3344, 774.3868, 1462.099, 636.3312, 1341.774, 1.210877
128.9, 285.7011, 436.0211, 203.0204, 347.0408, 2260.284, 743.8787, 753.3826, 1618.434, 604.5289, 1254.208, 1.147647
129, 270.0084, 414.2986, 191.2231, 386.929, 2291.491, 701.1053, 714.7668, 1562.27, 753.9728, 1172.356, 1.087719
129.1, 258.9494, 427.0522, 180.1113, 372.4182, 2198.84, 660.7914, 781.9755, 1479.959, 755.3478, 1095.845, 1.03092
129.2, 353.8167, 405.7765, 169.6452, 741.1207, 2299.991, 725.7139, 741.8942, 1401.985, 854.3532, 1024.328, 0.9770873
129.3, 724.8478, 385.5608, 159.7873, 1183.581, 2731.676, 773.7026, 767.9517, 1381.92, 811.6547, 957.4789, 0.9260654
129.4, 1175.894, 366.3522, 150.5023, 1112.913, 3697.666, 729.2143, 769.0781, 1348.807, 973.5887, 894.992, 0.8777078
129.5, 1281.248, 348.1006, 147.3653, 1046.464, 4199.792, 687.2841, 908.1087, 1277.743, 924.9311, 836.5831, 0.8318754
129.6, 1210.872, 330.7583, 138.8021, 992.7137, 4012.911, 647.7648, 934.1243, 1210.423, 878.7053, 781.9861, 0.7884362
129.7, 1144.363, 432.9061, 130.7364, 975.1541, 4055.41, 610.518, 886.2443, 1300.759, 834.7897, 730.9523, 0.7472654
129.8, 1081.506, 489.7315, 123.1395, 958.3076, 4039.784, 622.743, 846.3377, 1232.227, 793.0689, 683.249, 0.7082444
129.9, 1022.103, 522.6887, 142.0579, 901.09, 3969.921, 586.935, 802.9574, 1167.305, 1017.42, 638.6588, 0.6712611
130, 965.9616, 496.6485, 133.8031, 847.2887, 3930.331, 553.1859, 761.8007, 1211.695, 1018.347, 596.9787, 0.636209
130.1, 912.9042, 471.9055, 126.0279, 838.7565, 3898.873, 543.6306, 733.5589, 1147.854, 967.4528, 773.9144, 461.3069
130.2, 871.1705, 492.4657, 118.7046, 793.8036, 3815.737, 512.3715, 755.0161, 1202.386, 919.1019, 806.8116, 437.2182
130.3, 823.3197, 467.9312, 111.8068, 746.408, 3650.585, 482.9099, 716.3167, 1169.342, 924.5696, 754.1575, 500.8152
130.4, 878.2542, 444.6189, 138.203, 701.8423, 3625.337, 494.943, 887.1279, 1107.734, 878.3619, 1499.538, 728.9504
130.5, 830.0143, 422.4681, 130.1721, 820.647, 3733.056, 548.9584, 862.847, 1049.371, 834.4634, 1760.598, 690.8859
130.6, 946.1738, 401.4208, 122.608, 797.4702, 3566.944, 517.3929, 818.6205, 994.0829, 792.759, 1807.592, 654.809
130.7, 894.2033, 381.4221, 115.4834, 794.4886, 3537.397, 506.6076, 893.4973, 941.7079, 881.0711, 1715.808, 952.5381
130.8, 952.7936, 362.4197, 108.7727, 747.0521, 3379.991, 482.9633, 881.6982, 892.0925, 837.0373, 1665.12, 902.7982
130.9, 900.4595, 351.9485, 102.4521, 821.9009, 3342.341, 548.9971, 855.9752, 882.8853, 795.2042, 1642.175, 855.6556
131, 919.3583, 334.4145, 96.4987, 781.2374, 3318.647, 615.7838, 812.1009, 863.8756, 891.1229, 1605.576, 810.9747
131.1, 870.3542, 317.7541, 90.89126, 734.5922, 3429.333, 580.3759, 774.9516, 818.3608, 1008.304, 1618.42, 768.627
131.2, 822.5483, 301.9236, 85.60966, 761.1411, 3276.735, 558.8981, 824.3795, 775.2441, 957.9111, 1512.799, 728.4905
131.3, 777.3682, 286.8818, 80.63498, 715.6957, 3130.928, 526.7612, 811.1387, 828.1297, 966.6917, 1586.947, 690.45
131.4, 734.6697, 272.5894, 75.94936, 672.9637, 3237.344, 496.4721, 805.7992, 784.4983, 943.2502, 1592.186, 654.3959
131.5, 694.3165, 334.0996, 137.8216, 632.7831, 3247.193, 584.7399, 787.1355, 743.1656, 992.9914, 1602.151, 620.2244
131.6, 656.1797, 330.9772, 189.3643, 595.0016, 3277.076, 551.1171, 746.7897, 717.0798, 943.3641, 1639.565, 587.8373
131.7, 620.1378, 314.4879, 178.3605, 628.6028, 3131.253, 519.4276, 708.5119, 733.5373, 982.7036, 1532.564, 557.1415
131.8, 586.0754, 298.8202, 167.9962, 591.0709, 3064.144, 489.5602, 680.5978, 694.8896, 1141.805, 1432.546, 528.0485
131.9, 553.8841, 283.933, 158.2341, 555.7799, 3103.82, 461.4102, 645.7127, 749.5146, 1084.74, 1339.056, 500.4747
132, 523.4609, 269.7875, 154.4778, 522.596, 3097.434, 610.2838, 688.9218, 710.0251, 1030.527, 1251.666, 474.3407
132.1, 499.9008, 256.3468, 145.5013, 542.1672, 3035.119, 575.1921, 653.61, 672.6163, 1020.471, 1169.98, 449.5714
132.2, 472.4427, 887.6858, 137.0464, 509.7961, 2926.965, 542.1183, 620.1083, 637.1783, 1180.181, 1093.625, 426.0956
132.3, 451.1591, 849.5436, 129.0827, 479.3577, 3033.973, 510.9462, 588.3237, 603.6075, 1146.112, 1369.734, 403.8456
132.4, 426.3783, 937.8843, 121.5819, 450.7367, 2898.969, 481.5665, 558.1683, 571.8055, 1294.792, 1425.961, 382.7574
132.5, 404.7908, 891.1591, 114.5169, 423.8246, 2816.761, 453.8762, 616.8849, 541.679, 1230.082, 1332.9, 362.7705
132.6, 382.5569, 913.9086, 107.8624, 398.5193, 2856.609, 427.7781, 585.2656, 513.1397, 1168.605, 1423.394, 343.8272
132.7, 372.2378, 868.3778, 101.5947, 374.725, 2887.902, 480.3054, 555.2669, 486.1041, 1110.201, 1372.972, 325.8732
132.8, 391.9754, 825.1154, 95.6911, 407.6799, 2810.059, 468.771, 526.8059, 460.4929, 1141.119, 1370.203, 308.8566
132.9, 370.4453, 784.0082, 97.97439, 383.3386, 2685.018, 441.8164, 499.8037, 436.231, 1084.088, 1280.781, 292.7287
133, 350.0979, 744.9491, 92.2812, 393.0182, 2631.129, 416.4117, 478.5623, 413.2474, 1029.908, 1303.2, 277.4429
133.1, 330.8681, 707.8359, 86.91885, 369.5523, 2651.116, 554.6393, 484.225, 391.4748, 1068.041, 1218.151, 262.9553
133.2, 312.6945, 672.5716, 81.86809, 829.1928, 2533.147, 825.5797, 459.4053, 370.8493, 1014.663, 1218.847, 249.2242
133.3, 295.5191, 715.2842, 77.11082, 1058.447, 2596.849, 911.8867, 565.2194, 351.3105, 963.9523, 1139.303, 236.2101
133.4, 279.9088, 719.7915, 72.63, 1081.013, 2481.295, 931.9529, 536.2482, 332.8011, 915.7762, 1064.95, 223.8756
133.5, 347.2822, 688.2308, 68.40955, 1047.124, 2470.381, 904.5739, 508.762, 315.2669, 918.2433, 995.4492, 212.1852
133.6, 328.207, 675.0048, 64.43434, 984.6037, 2447.555, 852.5604, 514.6572, 298.6565, 925.8065, 1652.2, 201.1053
133.7, 344.9762, 641.3762, 119.9174, 925.816, 2466.951, 803.5377, 614.6537, 282.9213, 958.1683, 2385.815, 821.0251
133.8, 331.443, 609.4229, 112.9492, 977.4551, 2430.629, 757.3338, 771.2457, 268.0151, 1064.944, 2837.523, 1055.464
133.9, 313.2378, 579.0616, 106.3858, 919.0942, 2322.471, 808.2817, 1185.63, 253.8942, 1030.038, 2972.52, 1000.35
134, 296.0326, 550.2128, 100.2038, 913.2814, 2312.358, 914.817, 1421.161, 240.5174, 1261.977, 3764.178, 1229.534
134.1, 279.7724, 627.8365, 94.3811, 858.7521, 2310.556, 1859.671, 1479.36, 227.8453, 1443.001, 4073.585, 1165.33
134.2, 264.4054, 596.5579, 88.89672, 807.4787, 2207.741, 3147.502, 1403.533, 215.8409, 1685.346, 3993.212, 1104.478
134.3, 249.8824, 694.4089, 83.73103, 759.2666, 2203.704, 3688.21, 1335.197, 204.469, 1763.621, 3937.059, 1150.413
134.4, 236.1571, 659.8136, 78.86551, 713.9331, 2110.681, 3678.236, 1426.424, 310.9096, 1707.507, 3706.69, 1207.229
134.5, 223.1857, 626.9418, 74.28272, 671.3063, 2016.76, 3748.312, 1353.31, 294.5288, 1690.889, 3593.924, 1412.613
134.6, 216.5897, 624.1452, 75.17151, 672.9455, 2113.935, 3594.35, 1304.112, 279.011, 1606.382, 3654.763, 1338.849
134.7, 204.6931, 593.0504, 70.80338, 786.1854, 2019.869, 3505.878, 1305.197, 264.3109, 1583.577, 3528.577, 1268.936
134.8, 204.1455, 563.5048, 250.1221, 739.2446, 1962.128, 3316.544, 1292.344, 250.3852, 1504.433, 3473.854, 1202.674
134.9, 244.8985, 602.062, 905.2758, 695.1066, 2064.418, 3332.874, 1329.995, 282.0983, 1542.542, 3549.576, 1139.873
135, 231.4469, 572.0673, 1002.368, 732.6136, 2033.324, 3206.384, 1261.825, 267.2355, 1465.449, 3518.409, 1080.35
135.1, 255.9969, 543.567, 944.1213, 688.8715, 1942.845, 3124.484, 1197.148, 338.047, 1392.209, 3361.192, 1023.936
135.2, 241.9358, 594.4909, 1044.227, 679.2823, 1856.393, 3031.345, 1135.786, 347.0124, 1322.63, 3269.685, 970.4681
135.3, 256.0941, 564.8735, 983.5485, 728.1761, 1939.842, 2988.103, 1077.57, 364.1468, 1465.793, 3056.299, 919.7919
135.4, 242.0277, 696.382, 926.3955, 684.699, 1853.523, 2919.085, 1022.338, 359.7375, 1392.536, 2939.053, 871.762
135.5, 228.7338, 772.5423, 902.722, 643.8177, 1771.046, 2868.672, 969.9361, 555.1805, 1545.615, 2918.489, 826.24
135.6, 216.1702, 734.0544, 937.951, 605.3773, 1890.062, 2748.353, 920.2206, 924.6003, 1468.369, 2878.867, 783.0952
135.7, 204.2966, 765.8665, 935.6771, 569.2321, 1805.958, 2652.103, 873.0533, 875.8862, 1394.984, 2730.23, 742.2032
135.8, 193.0752, 741.4691, 881.3058, 535.245, 1801.774, 2573.871, 828.3037, 875.0949, 1325.266, 2673.52, 703.4467
135.9, 182.4701, 704.5292, 830.0941, 503.2872, 1721.599, 2494.27, 785.8478, 879.7996, 1326.919, 2850.838, 666.7139
136, 172.4476, 671.5058, 838.3144, 473.2374, 1673.478, 2350.848, 866.8534, 833.4459, 1260.603, 2700.712, 631.8992
136.1, 162.9756, 681.81, 831.1647, 490.9657, 1679.658, 2395.758, 1216.096, 789.5344, 1453.448, 3761.489, 1290.683
136.2, 154.0238, 647.8423, 782.8666, 531.6895, 1604.917, 2317.351, 1162.354, 747.9364, 1380.808, 4276.675, 1223.286
136.3, 152.945, 615.567, 832.9857, 499.944, 1640.295, 2184.102, 1149.28, 737.464, 1573.969, 4173.787, 1159.408
136.4, 144.5442, 593.6993, 784.5817, 470.0938, 1635.096, 2058.515, 1093.151, 698.6094, 1495.306, 4096.639, 1098.866
136.5, 136.6048, 564.1213, 817.183, 442.026, 1629.842, 1940.149, 1037.12, 777.4218, 1420.574, 3829.284, 1041.485
136.6, 129.1015, 646.9194, 769.6974, 415.634, 1557.318, 1884.531, 983.9604, 736.462, 1349.577, 3868.848, 987.1003
136.7, 122.0104, 657.2444, 724.9711, 390.8177, 1611.276, 1776.169, 1034.544, 697.6602, 1469.046, 3722.081, 935.5555
136.8, 165.0069, 624.5007, 754.6261, 367.4832, 1694.873, 1689.003, 981.5172, 660.9028, 1395.627, 3596.643, 886.7024
136.9, 158.5332, 593.3882, 736.2335, 356.3501, 1699.812, 1833.492, 957.5717, 626.082, 1413.966, 3581.884, 840.4003
137, 149.8254, 563.8257, 812.813, 373.3416, 1624.175, 1728.065, 908.4899, 593.0958, 1343.299, 3413.731, 796.516
137.1, 161.6474, 535.736, 765.5814, 431.6096, 1606.253, 1743.308, 903.0591, 700.5938, 1276.165, 3373.403, 754.9233
137.2, 152.7686, 509.0457, 850.9547, 405.8395, 1548.121, 1643.067, 1113.936, 685.7497, 1212.385, 3153.248, 715.5024
137.3, 144.3775, 483.6851, 806.7127, 402.3013, 1479.233, 1548.59, 1567.681, 762.7639, 1218.872, 3010.873, 678.1401
137.4, 158.2596, 484.6047, 759.8355, 378.2811, 1413.411, 1468.96, 1769.591, 971.2623, 1157.956, 2814.377, 642.7288
137.5, 149.5669, 488.1362, 715.6823, 371.3545, 1435.907, 1472.066, 1722.398, 920.0897, 1100.084, 2768.213, 609.1666
137.6, 141.3516, 774.4916, 674.0948, 349.182, 1541.286, 1387.421, 1634.114, 871.6132, 1245.621, 2737.687, 577.357
137.7, 135.6409, 765.2573, 761.4307, 328.3335, 1472.703, 1307.644, 1826.386, 825.6907, 1183.368, 2674.924, 547.2084
137.8, 128.1906, 736.5353, 717.1848, 308.7297, 1407.171, 1367.396, 1732.772, 782.1878, 1156.696, 2611.025, 518.6341
137.9, 121.1495, 760.4885, 675.5099, 290.2964, 1410.582, 1288.77, 1689.174, 861.4492, 1098.887, 2633.921, 491.5519
138, 114.4951, 817.8972, 636.2567, 272.9637, 1347.814, 1215.389, 1672.966, 816.0623, 1043.967, 2462.027, 465.8839
138.1, 108.2062, 777.1497, 599.2845, 258.5816, 1447.652, 1309.615, 1973.023, 773.0667, 1080.024, 2355.714, 441.5562
138.2, 151.6894, 741.4146, 564.4608, 298.4491, 1383.235, 1234.312, 2630.168, 732.3364, 1122.962, 2469.304, 418.4989
138.3, 146.6043, 704.4775, 576.4258, 280.6296, 1321.684, 1261.443, 3414.313, 722.204, 1066.839, 2744.43, 396.6456
138.4, 138.5517, 669.3806, 542.9304, 263.8741, 2063.021, 1189.399, 4905.092, 740.1082, 1013.521, 2739.5, 1342.981
138.5, 130.9415, 636.0321, 511.3813, 270.5106, 2197.746, 1168.197, 4977.024, 971.8977, 1000.155, 2702.351, 1272.853
138.6, 123.7493, 604.3451, 513.3031, 307.9059, 2099.951, 1116.966, 4791.588, 1422.873, 1111.928, 2625.604, 1206.386
138.7, 116.9521, 574.2367, 483.4756, 315.324, 2143.046, 1052.74, 4942.996, 1412.13, 1078.38, 2454.252, 1143.391
138.8, 110.5283, 667.936, 455.3814, 317.6013, 2229.071, 1000.339, 4808.388, 1364.814, 1056.247, 2294.083, 1083.685
138.9, 104.4573, 678.2809, 428.9196, 327.0275, 2129.882, 942.8194, 4561.927, 1292.906, 1003.458, 2144.366, 1027.097
139, 98.71976, 670.2487, 403.9956, 307.5016, 2035.107, 1019.897, 4445.55, 1254.789, 1047.844, 2004.421, 973.4636
139.1, 126.5998, 636.8571, 437.4203, 959.7817, 1944.55, 1006.556, 4404.401, 1218.122, 995.4755, 2009.853, 922.6309
139.2, 119.646, 605.129, 474.1266, 1433.161, 1858.021, 1150.3, 4184.357, 1296.867, 988.6981, 1938.887, 874.4527
139.3, 113.0742, 602.5729, 446.5756, 1363.112, 1775.344, 1084.157, 3995.653, 1326.062, 939.2853, 2003.586, 828.7902
139.4, 106.8634, 572.5529, 420.6255, 1281.725, 1696.345, 1021.817, 3790.85, 1256.196, 967.5692, 2099.005, 785.5122
139.5, 100.9937, 544.0284, 396.1834, 1410.918, 1620.861, 963.0622, 3596.544, 1498.62, 1056.467, 2290.797, 744.4941
139.6, 95.44645, 516.925, 400.0295, 1495.024, 1548.737, 907.6856, 3412.198, 1495.242, 1003.667, 2671.646, 900.16
139.7, 90.20387, 491.1719, 376.7842, 1405.761, 1479.822, 855.4932, 3463.985, 1416.463, 953.506, 2717.663, 1131.693
139.8, 85.24924, 466.7018, 425.8011, 1321.827, 1413.973, 806.3018, 3286.434, 1414.303, 996.782, 2569.614, 1072.598
139.9, 80.56675, 443.4508, 401.0583, 1313.155, 1351.054, 904.0208, 3276.655, 1339.788, 946.9653, 2493.84, 1016.588
140, 76.14146, 433.4156, 377.7532, 1234.751, 1290.935, 852.0391, 3138.931, 1296.248, 899.6382, 2331.087, 963.5039
140.1, 71.95924, 411.8229, 355.8024, 1312.853, 1233.492, 803.0463, 3071.319, 1348.173, 973.6182, 2178.956, 913.1913
140.2, 68.00673, 410.0115, 335.1271, 1234.467, 1178.604, 839.6971, 2977.139, 1277.142, 961.4463, 2036.753, 865.506
140.3, 64.27132, 517.1753, 315.6532, 1160.761, 1231.872, 791.4141, 2867.129, 1391.254, 913.3955, 2195.246, 820.3108
140.4, 60.74109, 579.2408, 297.3109, 1091.455, 1273.617, 772.8273, 3057.169, 1317.953, 867.7462, 2126.069, 777.4755
140.5, 57.40477, 561.3151, 324.7676, 1026.288, 1216.944, 728.3893, 2900.469, 1294.755, 1006.309, 1987.318, 736.8771
140.6, 54.25169, 533.3505, 307.8983, 965.0114, 1328.5, 686.5065, 2814.933, 1226.539, 1071.319, 1900.699, 698.3986
140.7, 51.27181, 511.3651, 296.4698, 909.1087, 1304.076, 698.3485, 2823.577, 1241.996, 1017.777, 1912.75, 661.9294
140.8, 48.4556, 526.5287, 279.2423, 854.8286, 1246.312, 658.1931, 2752.049, 1244.235, 966.9108, 1787.92, 627.3646
140.9, 45.79408, 500.2972, 299.8251, 897.6178, 1190.854, 620.3467, 2610.989, 1240.282, 972.8046, 1671.237, 594.6047
141, 43.27875, 475.3725, 338.4875, 844.0238, 1184.964, 584.6764, 2477.158, 1207.024, 961.7775, 1767.323, 563.5554
141.1, 40.90158, 451.6895, 318.8184, 793.6298, 1141.827, 551.0572, 2350.188, 1143.43, 913.7101, 1869.866, 941.3542
141.2, 38.65498, 429.1864, 353.5857, 746.2446, 1154.613, 519.3711, 2252.113, 1130.203, 868.0451, 1747.835, 892.1982
141.3, 36.53178, 407.8044, 333.0392, 757.0966, 1103.236, 489.507, 2344.118, 1101.641, 864.9456, 1720.506, 845.6091
141.4, 34.5252, 387.4877, 313.6866, 711.8926, 1184.606, 555.6918, 2223.967, 1043.599, 1048.674, 1727.536, 801.4528
141.5, 32.62883, 368.1831, 295.4586, 758.1334, 1171.228, 641.586, 2109.974, 988.6154, 996.264, 1901.838, 759.6023
141.6, 30.83663, 455.5594, 278.2899, 712.8676, 1119.111, 651.817, 2051.466, 1034.797, 946.4731, 1777.72, 719.9371
141.7, 29.14286, 432.8635, 652.0798, 699.5296, 1086.059, 617.5109, 2018.887, 988.882, 899.1707, 1661.703, 682.3432
141.8, 27.54213, 462.3593, 859.6714, 657.7628, 1037.732, 582.0037, 1966.819, 984.8476, 854.2322, 1553.257, 646.7124
141.9, 26.02933, 467.4761, 809.7168, 917.7033, 1087.179, 566.0311, 1988.2, 2006.65, 811.5397, 1451.888, 612.9421
142, 24.59962, 483.3405, 762.665, 862.91, 1058.849, 533.484, 2014.913, 2781.922, 770.9809, 1357.135, 580.9353
142.1, 23.24843, 459.2606, 718.3474, 811.3883, 1229.179, 502.8084, 1911.635, 3050.37, 732.4491, 1268.566, 550.5999
142.2, 21.97147, 581.0611, 676.605, 762.9428, 1174.484, 473.8966, 1813.652, 3175.2, 695.8431, 1185.777, 521.8484
142.3, 20.76464, 552.1127, 637.2883, 754.0427, 1170, 452.5965, 1720.69, 3256.582, 661.0665, 1108.391, 494.5984
142.4, 19.6241, 549.0914, 600.2561, 760.0674, 1117.937, 426.5719, 1695.917, 3102.533, 628.028, 1036.055, 468.7713
142.5, 18.54621, 521.7357, 565.3759, 726.824, 1068.192, 402.0438, 1608.99, 3025.997, 596.6407, 968.4404, 444.2928
142.6, 17.52752, 495.7429, 532.5225, 685.0997, 1082.291, 378.9261, 1760.769, 3068.72, 566.822, 1150.025, 421.0926
142.7, 16.56479, 471.0451, 542.9266, 644.1945, 1034.131, 357.1376, 1670.518, 3052.735, 538.4936, 1074.973, 399.1039
142.8, 15.65493, 447.5777, 616.9266, 605.7316, 1251.063, 336.602, 1584.894, 2951.493, 511.581, 1004.818, 378.2633
142.9, 40.27151, 463.6682, 727.7667, 696.1386, 1442.717, 317.2472, 1549.606, 2949.013, 486.0134, 996.5709, 358.511
143, 38.05951, 669.3951, 685.477, 654.5743, 1698.906, 501.5527, 1767.093, 3069.334, 595.2326, 1016.03, 818.1008
143.1, 35.96902, 1082.799, 645.6447, 615.4917, 1623.309, 472.7132, 2431.392, 3052.068, 709.2208, 1411.275, 1279.329
143.2, 147.5759, 1428.161, 653.462, 578.7426, 1551.075, 463.3362, 3432.384, 2891.264, 750.9485, 1411.707, 1750.359
143.3, 139.47, 2330.305, 683.7283, 544.1876, 1514.935, 436.6942, 3795.402, 3009.734, 973.2397, 1319.576, 1941.58
143.4, 131.8093, 2965.777, 643.9976, 511.6959, 1618.876, 411.584, 3831.246, 2983.042, 964.8801, 1233.458, 1840.194
143.5, 124.5694, 2919.764, 606.5756, 481.1441, 1571.971, 387.9177, 3696.113, 2925.277, 981.067, 1275.012, 1744.103
143.6, 117.7272, 2774.302, 571.3281, 452.4164, 1601.593, 365.6122, 3506.664, 2778.844, 932.0356, 1191.803, 1653.028
143.7, 111.2608, 2915.186, 538.1288, 425.4041, 1530.325, 344.5894, 3693.422, 2687.82, 885.4547, 1317.097, 1566.71
143.8, 105.1496, 2769.952, 506.8588, 400.0045, 1462.229, 324.7753, 3504.111, 2546.208, 841.2018, 1231.141, 1599.228
143.9, 99.37404, 2821.449, 477.4057, 376.1215, 1397.163, 306.1005, 3330.103, 2464.965, 923.6695, 1150.794, 1515.719
144, 93.91572, 2681.998, 449.6642, 353.6644, 1334.993, 288.4996, 3268.7, 2542.405, 877.5067, 1215.133, 1554.656
144.1, 88.75721, 2644.794, 461.7065, 332.5482, 1275.589, 271.9107, 3185.031, 2408.454, 833.6511, 1135.831, 1570.358
144.2, 83.88204, 2713.042, 434.8772, 312.6927, 1218.828, 256.2757, 3141.947, 2281.56, 865.3925, 1219.381, 1510.822
144.3, 79.27465, 2577.878, 482.2359, 294.0228, 1257.218, 241.5397, 3163.846, 2254.411, 822.1423, 1139.802, 1496.729
144.4, 74.92033, 2449.449, 519.2287, 276.4676, 1265.573, 227.651, 3040.287, 2184.289, 846.3234, 1065.417, 1480.972
144.5, 70.80518, 2530.038, 521.0833, 315.8019, 1277.266, 214.561, 2972.428, 2179.696, 835.7296, 995.8855, 1403.638
144.6, 66.91607, 2545.647, 490.8036, 296.9464, 1240.228, 202.2236, 2889.714, 2224.304, 793.9618, 1149.711, 1330.342
144.7, 63.24057, 2465.295, 462.2836, 279.2166, 1185.04, 190.5957, 3040.81, 2303.226, 754.2815, 1306.838, 1361.771
144.8, 59.76696, 2372.727, 435.4208, 262.5454, 1217.277, 179.6363, 2969.155, 2181.877, 716.5843, 1327.387, 1355.947
144.9, 56.48414, 2279.74, 410.119, 246.8697, 1188.086, 169.3071, 2846.72, 2066.921, 779.9975, 1326.051, 1310.413
145, 53.38163, 2360.377, 386.2874, 232.1298, 1163.109, 159.5719, 2986.435, 2003.198, 741.0151, 1239.51, 1302.534
145.1, 50.44954, 2350.698, 363.8406, 218.2701, 1111.353, 150.3964, 2833.361, 2018.253, 703.9809, 1158.617, 1234.518
145.2, 47.6785, 2276.237, 384.4166, 205.2378, 1061.9, 141.7485, 2688.133, 2029.249, 668.7976, 1083.004, 1170.053
145.3, 45.05967, 2200.088, 382.0132, 192.9837, 1014.648, 133.5979, 2550.349, 1922.334, 635.3727, 1012.325, 1160.009
145.4, 125.0226, 2090.48, 359.8148, 181.4613, 969.4987, 125.916, 2496.329, 1982.578, 695.7045, 1135.917, 1216.577
145.5, 118.1555, 1986.332, 366.7202, 170.6268, 926.3582, 118.6757, 2368.375, 1878.122, 660.9348, 1310.861, 1175.673
145.6, 111.6656, 1888.839, 345.4105, 1265.617, 885.1374, 171.2526, 2322.096, 1853.402, 627.9029, 1352.003, 1233.944
145.7, 144.9246, 1894.274, 325.3391, 1653.113, 872.2383, 161.4055, 2403.013, 1755.753, 596.5218, 1263.768, 1169.509
145.8, 136.9644, 1930.982, 306.434, 1655.063, 833.4257, 220.8624, 2492.894, 1696.104, 809.5304, 1181.292, 1108.44
145.9, 129.4413, 1834.781, 288.6274, 1692.427, 796.3401, 208.1627, 2365.117, 1864.355, 833.4066, 1171.481, 1050.559
146, 122.3315, 1743.372, 271.8556, 1660.842, 843.0861, 196.1933, 2257.384, 1766.128, 864.9139, 1095.028, 995.7003
146.1, 115.6122, 1844.8, 410.205, 1570.374, 805.5707, 198.5309, 2141.678, 1673.077, 884.1625, 1142.702, 943.7065
146.2, 109.262, 1831.594, 386.3684, 1600.009, 769.7246, 187.1152, 2031.903, 1715.794, 910.5284, 1111.896, 894.4278
146.3, 103.2605, 1775.52, 363.9169, 1635.334, 735.4736, 176.356, 2051.408, 1625.395, 1018.483, 1039.332, 847.7223
146.4, 97.58874, 1836.826, 348.8419, 1537.693, 710.3958, 166.2154, 2091.456, 1652.796, 967.5815, 1234.721, 803.4556
146.5, 92.22849, 1938.406, 355.6939, 1445.882, 678.7847, 156.658, 2066.034, 1679.121, 919.2241, 1154.141, 761.5005
146.6, 87.16265, 1898.369, 335.0249, 1468.15, 648.5803, 231.0685, 1973.14, 1659.649, 1049.012, 1078.82, 900.5389
146.7, 82.37507, 1888.881, 315.557, 1436.583, 619.72, 217.7819, 1872.003, 1572.208, 1021.565, 1008.414, 946.6807
146.8, 77.85046, 1840.072, 297.2203, 2229.506, 592.1439, 205.2593, 1901.87, 1672.908, 1024.244, 942.6028, 897.2466
146.9, 73.57436, 1748.4, 279.9492, 2796.434, 565.7948, 193.4568, 1867.308, 1584.768, 973.0546, 881.0868, 850.3939
147, 69.53314, 1661.295, 310.6034, 3053.76, 540.6182, 182.3329, 1931.053, 1557.421, 982.0504, 823.5854, 955.8181
147.1, 156.8821, 1578.529, 292.5546, 3020.433, 516.562, 171.8487, 1832.074, 1503.403, 932.9698, 769.8367, 905.9069
147.2, 148.265, 1499.887, 275.5546, 2886.552, 501.8895, 161.9673, 1738.168, 1424.194, 906.8922, 719.5956, 858.6019
147.3, 140.1213, 1530.848, 259.5424, 2974.434, 479.5566, 168.3025, 1815.38, 1499.204, 1376.408, 672.6335, 813.7672
