 , C000, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C014, C017, C021, C023, C024, C026, C028, C035, C036, C038, C108
1.9, 85.61183, 217.73, 0, 0, 34.2105, 0, 0, 0, 132.7187, 0, 234.7979, 0, 408.2556, 548.8757, 751.7297, 0, 256.3936, 331.5921, 377.6933, 716.7258, 670.1976, 411.2365, 1598.86
2, 81.31648, 207.8838, 0, 0, 32.54506, 0, 0, 0, 126.1356, 0, 218.7852, 0, 390.6413, 511.9726, 796.7306, 0, 244.3276, 345.2857, 443.0435, 773.4222, 944.0687, 388.4206, 1618.91
2.1, 77.23665, 198.4828, 0, 0, 30.9607, 0, 0, 0, 119.8791, 0, 203.8645, 0, 373.7869, 528.7661, 779.9127, 0, 353.5688, 323.0191, 422.3089, 789.0674, 900.4796, 366.8705, 1549.801
2.2, 73.3615, 312.2285, 0, 0, 29.45346, 0, 0, 0, 209.7398, 0, 189.9614, 0, 357.6597, 493.215, 747.0492, 0, 336.9297, 302.1884, 402.5447, 753.6041, 858.9031, 346.516, 1809.533
2.3, 69.68077, 298.1088, 0, 0, 28.0196, 0, 0, 0, 199.3364, 0, 177.0065, 0, 342.2284, 503.1187, 844.427, 0, 321.0738, 282.7011, 502.9771, 729.2128, 819.2462, 455.9032, 1732.286
2.4, 66.18472, 295.5742, 0, 0, 27.94718, 0, 0, 0, 189.4489, 0, 225.6494, 0, 327.4628, 505.8571, 808.845, 0, 305.964, 264.4704, 479.4376, 893.9308, 964.9703, 430.609, 1658.336
2.5, 62.86407, 282.2077, 0, 0, 26.58665, 0, 0, 0, 180.0519, 0, 282.546, 0, 313.3344, 562.2351, 774.7623, 0, 291.5653, 247.4154, 456.9998, 853.7546, 920.4161, 406.7182, 1899.32
2.6, 59.71003, 269.4456, 0, 0, 25.29236, 0, 0, 0, 171.121, 0, 263.277, 0, 299.8154, 602.8336, 856.9282, 0, 277.8442, 231.4602, 435.6121, 874.438, 877.9191, 384.153, 1818.24
2.7, 56.71424, 345.2286, 0, 0, 24.06107, 0, 0, 0, 162.6331, 0, 245.3221, 0, 286.8798, 562.3026, 820.8194, -3.814697e-06, 298.0693, 216.534, 560.9407, 878.9916, 837.3843, 395.7575, 1910.216
2.8, 53.86875, 331.794, 0, 0, 22.88972, 0, 0, 0, 154.5662, 0, 228.5917, 0, 274.5022, 524.4967, 908.0262, -3.814697e-06, 285.7988, 256.8496, 534.6885, 877.6058, 798.7209, 373.8003, 1828.671
2.9, 51.16602, 316.7895, 0, 0, 21.7754, 0, 0, 0, 146.8995, 0, 213.0022, 0, 287.4068, 489.2327, 869.7643, -3.814697e-06, 272.349, 240.2861, 516.7126, 934.5876, 761.8429, 436.8776, 1931.398
3, 48.59889, 302.4635, 0, 0, 20.71533, 0, 0, 0, 139.613, 0, 198.476, 0, 361.5279, 601.8521, 968.346, -3.814697e-06, 324.8931, 403.2356, 492.5303, 995.994, 726.6674, 412.639, 1877.029
3.1, 46.16058, 288.7854, 0, 0, 19.70686, 0, 0, 0, 132.6879, 0, 184.9403, 0, 345.9297, 799.6108, 927.5423, -3.814697e-06, 309.6036, 403.6378, 469.4797, 951.2307, 693.1161, 389.7453, 1952.112
3.2, 43.84459, 275.7258, 0, 0, 18.74749, 0, 0, 0, 126.1064, 0, 172.3278, 0, 358.1869, 745.8497, 962.6407, -3.814697e-06, 295.0336, 377.6082, 447.5079, 908.4793, 661.114, 421.8101, 1868.778
3.3, 41.64481, 263.2568, 0, 0, 17.83482, 0, 0, 0, 119.8513, 0, 160.5754, 0, 342.7328, 733.8506, 1000.716, -3.814697e-06, 281.1493, 353.2572, 426.5644, 867.6493, 716.4657, 447.9451, 1891.888
3.4, 39.55538, 251.3517, 0, 0, 16.96658, 0, 0, 0, 113.9064, 0, 149.6245, 0, 327.9454, 739.7689, 993.6821, -3.814697e-06, 267.9184, 330.4766, 406.6011, 908.5455, 683.3854, 423.0925, 1937.171
3.5, 37.57079, 282.7443, 0, 0, 16.1406, 0, 0, 0, 108.2565, 0, 139.4205, 0, 313.7961, 709.5072, 1004.164, -3.814697e-06, 255.3101, 309.165, 387.572, 867.7125, 806.6557, 399.6187, 1963.275
3.6, 35.68578, 269.9579, 0, 0, 15.35485, 0, 0, 0, 102.8868, 0, 129.9123, 0, 300.2573, 731.8756, 961.8507, -3.814697e-06, 243.2952, 289.2277, 390.9139, 1021.478, 769.4113, 411.6668, 1879.464
3.7, 33.89533, 257.7498, 0, 0, 14.60734, 0, 0, 0, 97.7834, 0, 121.0526, 0, 287.3026, 682.6686, 921.3207, 0, 273.9577, 351.2417, 406.3787, 991.0519, 833.6305, 389.5954, 1862.348
3.8, 32.19473, 246.0937, 0, 0, 13.89622, 0, 0, 0, 92.93317, 0, 112.7971, 0, 274.9068, 636.77, 1029.562, 0, 261.0652, 416.7786, 387.36, 946.5607, 795.1405, 470.9832, 1782.846
3.9, 30.57944, 242.8876, 0, 0, 13.21972, 0, 0, 0, 88.32351, 0, 105.1046, 0, 263.0458, 593.9574, 986.1793, 0, 248.7794, 389.9016, 486.6419, 904.0192, 758.4277, 444.8524, 1939.001
4, 29.04519, 231.9821, 0, 0, 12.57616, 0, 0, 0, 83.9425, 0, 97.93668, 0, 251.6966, 554.0232, 944.6241, 1.907349e-06, 237.0719, 364.7579, 463.8669, 887.5652, 723.41, 455.1941, 2050.679
4.1, 27.58792, 224.9089, 0, 0, 11.96392, 0, 0, 0, 79.77881, 0, 91.25761, 0, 240.8371, 516.774, 904.8201, 1.907349e-06, 225.9152, 341.2355, 442.1578, 1147.374, 754.8873, 429.9393, 2189.139
4.2, 26.20377, 214.738, 0, 0, 11.38149, 0, 0, 0, 75.82164, 0, 85.03404, 0, 230.4461, 545.8322, 866.6932, 1.907349e-06, 215.2836, 319.2301, 421.4646, 1136.054, 720.0331, 406.0857, 2195.357
4.3, 24.88906, 205.027, 0, 0, 10.82742, 0, 0, 0, 72.06075, 0, 99.13177, 0, 220.5034, 575.4354, 1038.504, 0, 205.1523, 298.6438, 401.74, 1175.048, 686.7881, 383.5555, 2101.64
4.4, 23.64032, 195.7552, 0, 0, 10.30031, 0, 0, 0, 68.4864, 0, 92.37121, 0, 221.7385, 590.54, 994.7444, 0, 200.007, 279.385, 382.9384, 1122.237, 741.4168, 464.748, 2152.872
4.5, 22.45423, 249.8574, 0, 0, 9.798873, 0, 0, 0, 65.08936, 0, 86.0717, 0, 212.1715, 564.348, 1033.993, 0, 190.5946, 385.2395, 365.0168, 1107.683, 707.1844, 438.9631, 2060.969
4.6, 21.32765, 238.5583, 0, 0, 9.321842, 0, 0, 0, 61.8608, 0, 80.2018, 0, 203.0173, 572.1178, 1017.599, 0, 181.6252, 360.3964, 347.9338, 1062.806, 674.5327, 414.6088, 1972.988
4.7, 20.25759, 227.7701, 0, 0, 8.868034, 0, 0, 0, 58.79239, 0, 74.73222, 0, 194.258, 693.8281, 1000.389, 0, 173.0779, 337.1553, 331.6505, 1166.076, 697.8261, 391.6058, 2030.907
4.8, 19.24122, 217.4698, 0, 0, 8.436319, 0, 0, 0, 55.87619, 0, 69.63564, 0, 185.8767, 647.1791, 958.2349, 0, 164.9328, 315.413, 316.1291, 1113.669, 787.2728, 369.8789, 2116.322
4.9, 18.27584, 207.6353, 0, 0, 8.02562, 0, 0, 0, 53.10463, 0, 64.88664, 0, 177.857, 603.6666, 917.8572, 0, 188.4775, 295.0728, 301.3342, 1063.617, 750.9232, 349.3575, 2156.447
5, 17.3589, 280.2311, 0, 0, 7.634915, 0, 0, 0, 50.47055, 0, 60.46151, 0, 170.1833, 563.0797, 879.181, -1.907349e-06, 179.6078, 276.0443, 394.4737, 1078.068, 716.252, 416.3398, 2168.606
5.1, 16.48796, 267.5583, 0, 0, 7.26323, 0, 0, 0, 47.96712, 0, 56.33817, 0, 162.8407, 525.2215, 909.5986, -1.907349e-06, 184.9927, 485.6552, 376.0122, 1088.259, 683.1815, 393.2407, 2186.132
5.2, 15.66072, 255.4587, 0, 0, 6.90964, 0, 0, 0, 45.58786, 0, 52.49603, 0, 155.8148, 541.568, 935.8651, -1.907349e-06, 176.2869, 536.6888, 358.4147, 1049.145, 651.638, 418.979, 2125.256
5.3, 14.87498, 243.9062, 0, 91.15485, 6.573263, 0, 0, 0, 43.32663, 0, 48.91592, 0, 195.9757, 505.1562, 896.4301, -1.907349e-06, 167.9908, 502.0791, 341.6408, 1001.993, 685.3427, 395.7335, 2034.531
5.4, 14.12867, 232.8762, 0, 86.77559, 6.253262, 0, 0, 0, 41.17755, 0, 45.57996, 0, 187.5203, 502.795, 858.6567, -1.907349e-06, 160.0852, 469.7013, 387.7598, 956.9602, 653.6993, 394.4185, 2133.163
5.5, 13.4198, 222.345, 0, 82.60672, 5.948839, 0, 0, 0, 39.13507, 0, 119.0707, 0, 179.4297, 468.9901, 822.4751, -9.536743e-07, 152.5515, 439.4115, 369.6125, 913.9513, 679.5423, 372.5356, 2264.25
5.6, 12.7465, 252.998, 0, 110.3861, 5.659236, 0, 0, 0, 37.1939, 0, 110.9503, 0, 171.6881, 437.4579, 841.6095, -9.536743e-07, 145.3724, 486.6924, 352.3145, 872.8753, 648.1668, 351.8668, 2167.592
5.7, 12.10697, 241.5569, 0, 146.6406, 5.383731, 0, 0, 0, 35.34901, 0, 103.3838, 0, 164.2805, 458.7664, 820.8052, -9.536743e-07, 138.5312, 547.8933, 335.8261, 933.0878, 731.7808, 332.3448, 2161.199
5.8, 11.49954, 230.6331, 0, 139.5957, 5.12164, 0, 0, 0, 33.59564, 0, 96.33322, 0, 268.2184, 563.4656, 786.2185, -9.536743e-07, 147.666, 512.561, 320.1093, 955.8607, 697.9933, 385.7751, 2068.94
5.9, 10.92258, 220.2033, 0, 132.8893, 4.872307, 0, 0, 0, 31.92924, 0, 109.6624, 7.945072, 258.4465, 525.5815, 847.7872, 0, 140.7168, 479.5073, 305.1281, 1031.015, 687.1757, 364.3718, 2036.692
6, 10.37457, 210.2452, 0, 126.505, 4.635112, 0, 0, 0, 30.34549, 0, 102.1836, 13.40595, 247.2958, 490.2445, 812.0635, 0, 283.18, 448.5851, 290.848, 996.4367, 736.5998, 547.3747, 2328.801
6.1, 90.04942, 200.7374, 0, 120.4275, 4.409464, 0, 0, 0, 28.8403, 0, 95.21495, 378.6023, 367.4719, 488.7194, 856.9618, 9.536743e-07, 269.8535, 639.8209, 277.2363, 1038.231, 731.7919, 625.8525, 2291.783
6.2, 85.53142, 191.6595, 0, 114.6419, 4.194802, 44.44902, 0, 0, 204.2271, 0, 88.7215, 349.1567, 372.2666, 759.7092, 968.1987, 0, 257.1541, 598.5605, 264.2615, 991.5697, 698.004, 591.1293, 2295.109
6.3, 81.2401, 182.9922, 0, 109.1343, 3.99059, 41.34417, 0, 0, 194.0971, 0, 82.67088, 347.767, 356.205, 708.6309, 927.4012, 0, 245.0524, 559.9608, 251.894, 1067.14, 665.7762, 672.0035, 2269.304
6.4, 77.16409, 174.7169, 0, 103.8913, 3.79632, 38.4562, 0, 0, 184.4695, 0, 77.03292, 320.7197, 340.8364, 660.9867, 1057.142, 0, 233.5202, 644.948, 240.1053, 1019.179, 884.4191, 725.9479, 2172.429
6.5, 73.29259, 166.8158, 0, 112.3764, 14.04826, 35.76996, 0, 0, 229.1963, 0, 71.77945, 295.7759, 326.1309, 616.5458, 1012.597, 0, 222.5307, 603.3569, 228.8683, 1078.353, 843.5842, 736.8344, 2293.694
6.6, 69.61533, 159.2719, 0, 106.9777, 150.7261, 33.27136, 0, 0, 217.8278, 0, 66.88425, 272.7722, 312.0599, 575.0929, 987.7852, 0, 212.0584, 648.5219, 218.1572, 1031.48, 804.6346, 695.9538, 2195.779
6.7, 66.12256, 152.0693, 0, 101.8382, 143.3885, 30.94729, 0, 0, 261.9255, 0, 62.32289, 251.5575, 298.5959, 536.4271, 1017.549, -9.536743e-07, 202.0789, 606.7004, 207.9473, 985.1215, 767.4835, 709.2615, 2151.501
6.8, 72.71025, 145.1924, 0, 96.94573, 136.408, 28.78556, 0, 0, 248.9336, 0, 58.07261, 231.9928, 285.7129, 500.3608, 1106.562, -9.536743e-07, 192.5691, 567.5758, 198.2153, 1038.009, 732.0476, 669.9106, 2185.968
6.9, 69.0622, 138.6264, 0, 92.28827, 163.5798, 26.77484, 0, 0, 236.586, 0, 54.11218, 213.9497, 273.3857, 520.2589, 1059.934, -4.768372e-07, 183.5067, 530.9742, 240.5599, 1003.622, 779.9276, 733.6028, 2171.657
7, 84.77623, 132.3574, 0, 87.85456, 155.6163, 24.90456, 217.4756, 0, 224.8509, 0, 50.42185, 197.31, 261.5904, 485.2797, 1132.416, -4.768372e-07, 174.8709, 496.7331, 229.3016, 1110.772, 743.9172, 692.9016, 2249.615
7.1, 80.5228, 126.3719, 0, 120.4611, 148.0406, 23.16493, 207.2193, 0, 213.6979, 0, 46.98319, 181.9643, 250.304, 500.813, 1146.971, -4.768372e-07, 166.6414, 464.7, 218.5702, 1060.851, 709.5694, 654.4584, 2153.581
7.2, 76.48278, 120.657, 0, 114.6739, 140.8337, 21.54682, 197.4467, 0, 203.0981, 0, 43.77904, 167.8122, 239.5045, 467.1413, 1150.183, 0, 158.7993, 434.7327, 208.3411, 1013.172, 676.8075, 685.8396, 2140.898
7.3, 87.49461, 115.2006, 0, 109.1647, 133.9776, 20.04173, 188.135, 0, 193.0241, 0, 40.79341, 154.7607, 229.171, 465.5733, 1101.717, -4.768372e-07, 151.3262, 406.6979, 198.5906, 1051.272, 645.5583, 647.7883, 2148.126
7.4, 83.1048, 109.991, 0, 103.9202, 127.4552, 18.64178, 179.2625, 0, 183.4498, 0, 38.01139, 142.7243, 219.2834, 434.2709, 1055.293, 0, 144.2047, 380.471, 243.6817, 1004.024, 615.752, 611.8481, 2056.425
7.5, 78.93523, 105.0169, 0, 98.9277, 121.2504, 17.33961, 170.8083, 0, 317.688, 0, 35.41909, 131.624, 209.8223, 446.431, 1010.826, 0, 137.4184, 355.9354, 232.2774, 958.9001, 677.0714, 577.9019, 1968.638
7.6, 74.97487, 100.2678, 0, 94.17502, 115.3477, 16.12841, 162.7529, 0, 301.9301, 0, 33.00359, 121.387, 200.7694, 416.4156, 968.2321, 0, 130.9515, 406.1507, 221.4067, 1087.275, 678.7881, 545.8391, 1970.571
7.7, 71.2132, 95.73347, 0, 89.65067, 129.4644, 15.00181, 155.0774, 0, 286.9539, 0, 30.75282, 111.9463, 192.1072, 388.4183, 927.4333, -4.768372e-07, 124.7889, 379.9591, 211.0448, 1038.409, 647.4474, 530.1826, 2089.459
7.8, 67.64027, 91.40417, 0, 85.34367, 123.1618, 13.9539, 147.7638, 0, 272.7205, 0, 32.65612, 103.2397, 183.8186, 386.4326, 888.3535, -4.768372e-07, 118.9163, 355.4565, 201.1678, 991.7396, 653.1287, 500.7674, 2209.174
7.9, 64.24659, 87.27065, 0, 81.2436, 117.166, 12.97919, 140.7952, 0, 259.193, 0, 64.58167, 95.21032, 175.8877, 598.5414, 850.9205, -4.768372e-07, 113.3201, 392.3434, 191.7531, 947.1675, 677.155, 525.8154, 2114.866
8, 61.02319, 83.32407, 0, 77.3405, 111.4621, 12.07257, 134.1552, 0, 246.3366, 0, 60.17734, 87.8054, 168.299, 558.299, 876.1819, 0, 107.9872, 367.0422, 182.779, 960.9716, 645.8898, 496.6424, 2024.585
8.1, 57.9615, 138.3389, 0, 73.62491, 106.0359, 11.22928, 127.8284, 0, 234.1178, 0, 56.07338, 80.9764, 161.0377, 520.7623, 839.2618, -4.768372e-07, 102.9053, 343.3726, 174.2249, 1003.214, 616.0681, 469.088, 1938.157
8.199999999999999, 70.7534, 156.2626, 0, 70.08782, 100.8738, 10.44489, 121.7999, 0, 222.5052, 0, 60.02001, 74.67852, 154.0896, 485.7493, 882.7568, -4.768372e-07, 98.06261, 321.2294, 166.0711, 958.1262, 587.6234, 443.0623, 2043.296
8.300000000000001, 67.20353, 149.196, 0, 66.72066, 95.96305, 9.715298, 116.0558, 0, 211.4685, 0, 55.92678, 68.87045, 147.4414, 453.0904, 845.5597, -4.768372e-07, 93.44776, 300.5141, 158.2989, 915.0648, 560.4919, 418.4807, 2051.706
8.4, 63.83177, 142.449, 0, 63.51527, 91.29136, 9.036665, 110.5825, 0, 200.9793, 0, 52.1127, 63.5141, 141.08, 475.8731, 809.9299, -2.384186e-07, 89.0501, 481.8291, 150.8905, 1044.552, 534.6132, 395.2628, 2164.612
8.5, 60.62917, 136.0071, 0, 60.46388, 86.8471, 8.405437, 105.3674, 0, 191.0104, 0, 48.55873, 58.57434, 134.993, 443.8782, 775.8015, -2.384186e-07, 191.7485, 450.7572, 143.8288, 1004.839, 509.9293, 373.333, 2243.142
8.6, 57.58727, 129.8566, 0, 57.55908, 82.61919, 7.818301, 100.3982, 0, 181.5359, 0, 45.24713, 54.01876, 129.1687, 414.0345, 832.9697, 0, 182.7248, 421.689, 137.0975, 959.678, 609.2614, 352.62, 2147.385
8.699999999999999, 54.69798, 123.9841, 0, 54.79383, 78.59711, 7.272177, 95.66332, 0, 172.5314, 0, 42.16137, 49.81749, 123.5957, 594.362, 797.8705, 2.384186e-07, 174.1257, 394.4954, 130.6813, 948.9814, 581.1308, 333.0562, 2243.986
8.800000000000001, 51.95364, 118.3773, 0, 52.16143, 143.4172, 6.764202, 91.15178, 0, 163.9735, 0, 39.28606, 45.94297, 118.2631, 554.4006, 891.3013, 2.384186e-07, 165.9314, 369.0554, 124.5654, 906.3311, 554.2991, 314.5778, 2148.192
8.9, 49.34701, 113.024, 0, 49.65549, 139.3648, 6.291709, 86.853, 0, 155.8402, 0, 36.60684, 42.36979, 113.1606, 517.126, 853.7441, 2.384186e-07, 158.1226, 434.4657, 118.7357, 935.2728, 528.7063, 371.2572, 2056.488
9, 46.87115, 107.9128, 0, 47.26994, 132.916, 5.852221, 82.75697, 0, 148.1102, 0, 34.11033, 39.07451, 108.2782, 482.3575, 817.7694, 2.384186e-07, 150.6813, 406.4481, 113.1788, 907.649, 504.2952, 350.6594, 2055.959
9.1, 44.51951, 169.2633, 0, 44.999, 126.4454, 5.443432, 78.8541, 0, 140.7637, 0, 31.78408, 36.03551, 103.6065, 449.9266, 783.3107, 2.384186e-07, 143.5902, 415.6214, 107.882, 890.2826, 606.3926, 331.2043, 1968.193
9.199999999999999, 42.28586, 161.6088, 0, 42.83717, 120.2898, 5.063198, 75.13528, 0, 133.7816, 0, 29.61648, 33.23288, 99.13639, 487.2397, 750.304, 4.768372e-07, 164.1377, 514.3503, 102.8331, 884.6907, 578.3945, 312.8286, 2029.43
9.300000000000001, 40.16428, 154.3005, 0, 40.77919, 114.4338, 4.709524, 71.59186, 0, 127.1458, 0, 27.5967, 30.64822, 94.85912, 454.4805, 718.688, 4.768372e-07, 156.4134, 481.1812, 98.02049, 844.9299, 551.6891, 295.4725, 1960.753
9.4, 38.14914, 147.3226, 0, 38.82008, 150.4931, 4.380554, 68.21554, 0, 120.8391, 0, 25.71467, 28.26457, 90.76639, 423.924, 751.3084, 4.768372e-07, 149.0525, 450.151, 93.43311, 846.9678, 526.2169, 333.3921, 2027.688
9.5, 36.23511, 140.6604, 0, 74.02334, 143.1668, 4.074564, 64.99845, 0, 114.8453, 0, 23.96098, 26.06632, 86.85024, 395.4218, 719.6502, 2.384186e-07, 168.0162, 421.1219, 89.06041, 808.9022, 605.5861, 319.3189, 2150.908
9.6, 34.41711, 166.9699, 0, 71.19677, 136.1971, 3.789948, 61.93308, 0, 109.1487, 0, 22.3269, 24.03903, 83.10306, 368.836, 716.3887, 2.384186e-07, 168.259, 393.9648, 84.89235, 787.2515, 577.6252, 301.6027, 2255.045
9.699999999999999, 32.69032, 159.4191, 0, 99.1182, 129.5668, 3.525213, 59.01228, 0, 103.7348, 0, 20.80425, 22.16941, 79.51755, 344.0376, 686.2018, 2.384186e-07, 278.9026, 458.5531, 80.91936, 751.8698, 606.1038, 284.8693, 2302.615
9.800000000000001, 31.05017, 152.2098, 0, 94.35637, 123.2592, 3.27897, 56.22923, 0, 98.58932, 0, 19.38545, 20.4452, 76.08674, 320.9066, 768.9105, 2.384186e-07, 265.7774, 428.9821, 77.13231, 750.8388, 578.1191, 269.0644, 2307.801
9.9, 29.49231, 195.6599, 0, 89.8233, 117.2586, 3.049927, 53.57742, 0, 93.69911, 0, 18.0634, 19.88965, 72.80395, 299.3307, 736.5106, 2.384186e-07, 253.2698, 425.02, 73.52249, 806.7263, 551.4265, 254.1363, 2209.283
10, 28.0126, 186.8117, 0, 85.50802, 146.9288, 2.836884, 51.05067, 0, 89.05147, 0, 16.83152, 25.13058, 69.66279, 279.2055, 705.4758, 1.192093e-07, 241.3509, 426.741, 70.08161, 794.0209, 587.8021, 240.0365, 2383.129
10.1, 26.60715, 178.3636, 0, 81.40005, 139.776, 2.638722, 48.64309, 0, 84.63435, 0, 15.68365, 23.17606, 66.65717, 394.9499, 675.7488, 0, 229.9929, 399.2216, 217.0091, 815.5873, 560.6624, 299.5177, 2281.396
10.2, 25.2722, 170.2976, 0, 77.48943, 132.9714, 2.454402, 46.34906, 0, 80.43634, 0, 14.61406, 21.37356, 63.78122, 422.5068, 734.8643, 0, 290.1313, 417.3944, 206.853, 800.5256, 534.7758, 282.9001, 2349.369
10.3, 24.00423, 162.5963, 0, 73.76669, 126.4981, 2.282958, 44.1632, 0, 76.44655, 0, 13.61741, 25.37621, 61.02936, 394.0999, 703.8989, 71.28828, 276.4777, 390.4777, 201.7374, 869.9249, 584.1007, 267.2044, 2368.35
10.4, 22.79988, 155.2434, 0, 85.99945, 120.3399, 2.123489, 42.08044, 0, 72.65466, 0, 12.68873, 23.4026, 58.39622, 382.7272, 674.2384, 67.99192, 263.4666, 422.3305, 203.8739, 830.8277, 588.8918, 252.3795, 2368.493
10.5, 21.65596, 148.2229, 0, 81.86787, 114.4815, 1.975159, 40.0959, 0, 69.05086, 0, 11.82339, 21.58248, 55.8767, 421.6891, 852.0482, 64.84798, 341.8137, 446.9818, 194.3325, 800.3345, 561.7018, 238.3771, 2267.385
10.6, 20.56943, 141.5199, 0, 77.93478, 108.9082, 1.83719, 38.20495, 0, 65.62581, 0, 11.01706, 19.90392, 53.46588, 393.3372, 816.1451, 61.84941, 325.7279, 555.3478, 185.2377, 810.2217, 535.7672, 225.1517, 2170.593
10.7, 19.53741, 135.12, 0, 74.19064, 103.6063, 1.708859, 36.40318, 0, 62.37065, 0, 10.26572, 18.3559, 51.15908, 366.8915, 781.7548, 97.91781, 310.3991, 519.5348, 176.5685, 793.4515, 511.03, 212.6599, 2355.354
10.8, 18.55717, 129.0096, 0, 70.62637, 98.56256, 1.589492, 34.68639, 17.99261, 59.27695, 0, 9.565621, 67.42333, 48.95181, 461.8435, 748.8135, 93.39009, 296.5835, 520.737, 168.305, 757.7911, 573.1541, 232.3821, 2404.582
10.9, 17.62611, 123.1754, 0, 110.3507, 112.0746, 1.478463, 33.05056, 20.75003, 56.33671, 0, 8.913267, 62.17953, 46.83976, 430.7919, 717.2604, 89.07174, 282.6262, 487.156, 160.4283, 723.7335, 546.6907, 231.0612, 2347.131
