 , C00, C01, C02, C03, C05, C07, C10, C11, C12, C15, C18, C22, C25, C47
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
117.7, 282.6516, 38.66397, 1134.748, 313.0274, 184.0249, 673.4672, 2587.26, 1940.454, 1371.545, 1010.756, 1354.218, 918.117, 730.6899, 204.8705
117.8, 373.3775, 36.51102, 1129.079, 294.4985, 174.2402, 633.3088, 2658.956, 1827.14, 1373.861, 945.8762, 1314.199, 856.571, 771.5976, 192.5242
117.9, 354.54, 34.47796, 1209.936, 277.0665, 164.9758, 595.5451, 2624.959, 1883.8, 1275.76, 885.1607, 1287.197, 799.1507, 728.045, 180.922
118, 369.5517, 32.55811, 1150.986, 260.6662, 156.204, 560.0332, 2511.131, 1835.574, 1184.663, 828.3425, 1198.561, 745.5796, 714.0607, 170.0189
118.1, 350.9072, 30.74516, 1094.908, 245.2368, 147.8986, 526.6389, 2443.874, 1728.384, 1100.072, 992.1317, 1211.461, 695.5996, 760.7164, 159.7729
118.2, 333.2034, 29.03316, 1095.841, 230.7206, 140.0348, 495.2358, 2568.303, 1783.676, 1021.521, 928.447, 1128.04, 648.97, 717.778, 150.1444
118.3, 355.9233, 27.41649, 1042.45, 217.0637, 149.9677, 465.7052, 2537.214, 1679.517, 1049.45, 982.5584, 1050.364, 696.6135, 805.5397, 141.0961
118.4, 351.3698, 25.88985, 991.6598, 204.2152, 141.9939, 511.9513, 2542.403, 1788.066, 991.2245, 919.4882, 978.0356, 649.916, 1263.344, 132.5931
118.5, 333.6427, 24.64311, 1056.932, 192.1272, 134.444, 481.424, 2432.155, 1683.651, 934.2483, 860.4665, 992.1169, 692.2617, 1419.886, 124.6026
118.6, 316.8099, 23.2709, 1005.437, 180.7547, 127.2956, 452.717, 2326.689, 1629.412, 867.5377, 858.724, 923.7999, 691.9365, 1416.813, 117.0935
118.7, 300.8263, 21.97509, 1060.967, 258.0352, 120.5272, 455.6712, 2364.57, 1599.209, 869.5922, 841.5778, 860.1871, 728.5468, 1336.841, 110.037
118.8, 285.6492, 34.88824, 1033.444, 246.1208, 114.1188, 428.4999, 2444.472, 1505.822, 807.4984, 852.3527, 888.0023, 679.7086, 1473.802, 103.4058
118.9, 271.2377, 32.94554, 983.0932, 231.5523, 127.0529, 414.5841, 2441.093, 1525.628, 749.8385, 797.6404, 863.2762, 634.1443, 1390.613, 97.17415
119, 257.5534, 31.11102, 935.1953, 249.5043, 120.2974, 389.8628, 2404.337, 1436.538, 733.8774, 746.4401, 873.9235, 591.6344, 1312.121, 91.31806
119.1, 269.6801, 29.37865, 1020.831, 234.7355, 199.9008, 366.6156, 2300.076, 1490.619, 766.3047, 698.5263, 813.7452, 551.9741, 1335.278, 85.81489
119.2, 256.0743, 27.74274, 992.3268, 220.841, 197.5555, 344.7545, 2415.034, 1403.573, 711.5862, 759.5184, 806.8956, 514.9725, 1321.521, 80.64336
119.3, 243.155, 26.19793, 1013.53, 207.7689, 187.0514, 324.1971, 2373.4, 1466.71, 660.775, 710.7651, 1305.762, 480.4513, 1285.163, 75.78348
119.4, 230.8874, 24.73914, 964.1495, 195.4705, 209.7465, 304.8654, 2270.481, 1381.06, 613.592, 665.1412, 1368.897, 448.2442, 1212.622, 71.21648
119.5, 219.2388, 23.36158, 938.9987, 183.9002, 198.5942, 286.6866, 2172.025, 1300.412, 569.7781, 622.446, 1353.982, 418.1961, 1144.176, 66.9247
119.6, 296.8786, 22.06072, 893.2491, 182.1935, 188.0349, 269.5916, 2115.16, 1327.971, 621.7433, 582.4913, 1295.215, 390.1623, 1152.59, 62.89156
119.7, 281.9006, 20.8323, 975.3325, 171.409, 178.037, 351.0715, 2151.718, 1250.423, 577.3474, 545.1014, 1213.122, 364.0077, 1087.532, 59.10147
119.8, 267.6783, 19.67229, 1082.626, 161.2629, 168.5707, 330.1373, 2058.412, 1177.404, 536.1215, 510.1115, 1345.971, 339.6064, 1124.126, 55.53979
119.9, 278.2713, 18.57687, 1029.879, 151.7174, 159.6078, 310.4515, 2089.812, 1108.649, 497.8394, 477.3676, 1253.287, 316.8409, 1076.869, 52.19276
120, 264.2321, 17.54244, 979.7014, 142.7369, 181.1791, 291.9395, 2028.33, 1078.673, 496.4025, 446.7255, 1166.986, 295.6014, 1031.497, 49.04742
120.1, 250.9012, 16.56562, 931.9687, 134.2879, 171.5458, 274.5313, 1940.375, 1064.513, 523.9409, 418.0503, 1086.628, 275.7858, 973.2748, 46.09164
120.2, 238.2428, 15.64319, 925.5721, 126.3391, 162.4246, 517.696, 2001.828, 1002.35, 528.4038, 581.049, 1011.803, 257.2984, 1067.642, 43.31398
120.3, 226.2231, 14.77212, 880.4767, 191.1933, 153.7885, 549.6577, 1915.022, 943.8171, 539.9447, 543.7516, 1080.293, 240.0504, 1007.379, 40.70372
120.4, 214.8098, 25.12533, 837.5784, 179.8761, 145.6115, 675.7384, 1831.98, 888.7021, 501.3896, 508.8484, 1021.711, 223.9586, 972.2577, 38.25076
120.5, 203.9723, 26.17384, 796.7702, 169.2288, 137.8693, 635.4446, 1868.493, 836.8057, 465.5876, 476.1855, 951.3563, 208.9455, 917.3789, 35.94562
120.6, 193.6815, 24.71639, 757.9503, 159.2118, 130.5387, 597.5535, 1843.118, 890.5543, 432.342, 445.6193, 885.8461, 194.9389, 865.5977, 33.7794
120.7, 183.91, 23.34009, 721.0217, 149.7876, 167.0357, 561.9219, 1763.194, 838.5497, 401.4704, 417.0151, 840.3289, 181.8711, 877.4407, 31.74372
120.8, 216.725, 22.04043, 749.9547, 140.9213, 158.1544, 568.4576, 1848.572, 789.582, 415.7384, 390.247, 795.6257, 169.6794, 840.989, 330.7317
120.9, 205.7909, 20.81314, 713.4156, 132.5799, 149.7453, 747.9507, 1769.529, 743.4738, 386.0523, 365.1972, 740.8391, 424.5741, 822.0132, 648.7208
121, 214.1944, 44.83932, 678.6569, 124.7321, 141.7832, 703.351, 1711.016, 700.058, 358.4861, 341.7553, 697.2578, 825.356, 910.4089, 609.6265
121.1, 203.388, 92.65293, 779.8046, 117.3489, 134.2446, 748.3884, 1708.549, 813.8001, 332.8882, 319.8181, 649.2448, 802.1312, 859.0211, 710.8315
121.2, 193.1267, 87.49369, 741.8112, 110.4028, 127.1068, 713.051, 1783.698, 766.2776, 309.1181, 299.2891, 668.5591, 748.3602, 810.5339, 667.9941
121.3, 250.7422, 82.62173, 737.6411, 116.1572, 120.3484, 670.5323, 1909.759, 721.5303, 287.0453, 280.0778, 622.5222, 728.4333, 764.7836, 627.7382
121.4, 275.7606, 78.02106, 705.1199, 109.44, 113.9495, 630.549, 1891.201, 679.396, 321.4354, 262.0997, 651.0598, 749.7319, 753.6439, 589.9083
121.5, 261.8481, 73.67658, 766.2391, 102.962, 107.8908, 592.9498, 1864.669, 678.8755, 298.4831, 245.2756, 670.8673, 699.4736, 711.1047, 554.3582
121.6, 248.6374, 69.57401, 851.1641, 96.86739, 102.1542, 699.0388, 1783.811, 639.2321, 277.1698, 229.5314, 624.6714, 652.5843, 670.9666, 520.9505
121.7, 236.0933, 65.69989, 809.6939, 91.13357, 96.7226, 657.3556, 1706.458, 601.9036, 257.3783, 214.7978, 581.6567, 608.8383, 633.0941, 489.556
121.8, 224.182, 71.94254, 770.2443, 85.73915, 91.57983, 618.158, 1792.743, 566.755, 239, 201.01, 541.6039, 568.0247, 597.3593, 460.0535
121.9, 212.8717, 67.93653, 732.7167, 80.66404, 86.71049, 581.2977, 1783.078, 670.4996, 221.9341, 188.1072, 504.3091, 529.9471, 563.6415, 432.3289
122, 202.1319, 146.523, 698.6864, 75.88934, 82.10007, 546.6353, 1792.989, 631.3453, 206.0868, 176.0327, 469.5825, 494.4221, 531.827, 406.2751
122.1, 191.9341, 138.3641, 664.6452, 71.39727, 106.3087, 514.0399, 1715.239, 594.4775, 191.371, 164.7332, 437.2471, 461.2785, 545.2122, 381.7914
122.2, 182.2507, 130.6595, 632.2626, 67.1711, 100.6562, 483.388, 1640.86, 559.7625, 177.7061, 154.159, 407.1383, 430.3566, 514.4378, 358.7832
122.3, 173.0558, 123.3839, 601.4577, 63.19508, 95.30428, 454.564, 1569.707, 754.1328, 165.0169, 280.2993, 379.1028, 401.5076, 485.4005, 337.1616
122.4, 164.3249, 116.5135, 572.1537, 59.45441, 90.23692, 427.4586, 1501.639, 710.0947, 153.2337, 262.307, 352.9978, 374.5925, 458.0022, 316.843
122.5, 156.0345, 110.0256, 544.2774, 177.8764, 85.439, 401.9696, 1490.171, 668.6282, 142.292, 245.4696, 328.6905, 349.4817, 432.1504, 396.7355
122.6, 148.1623, 103.899, 541.9599, 167.3475, 80.89618, 378.0005, 1425.552, 629.5831, 132.1315, 229.713, 306.0569, 395.0843, 407.7578, 372.8268
122.7, 140.6873, 98.11353, 543.1231, 157.4418, 94.5036, 385.5933, 1363.735, 592.8182, 122.6966, 214.9678, 284.9818, 368.5998, 584.5252, 942.8721
122.8, 133.5894, 92.65023, 564.4139, 148.1224, 89.47881, 362.6006, 1331.771, 558.2001, 197.9657, 201.169, 265.358, 410.9511, 551.5319, 1454.025
122.9, 126.8496, 87.49114, 536.9147, 139.3547, 84.7212, 413.7967, 1447.779, 525.6036, 183.8299, 261.483, 247.0855, 383.403, 613.4716, 1732.995
123, 120.4498, 83.74648, 519.4205, 131.1059, 87.68805, 389.1223, 1384.998, 494.9106, 170.7034, 464.6181, 238.4812, 357.7015, 610.7646, 1672.351
123.1, 114.3729, 79.08318, 494.1134, 123.3455, 109.3676, 447.077, 1454.99, 466.0099, 158.5142, 434.7944, 222.0595, 333.723, 654.3327, 1771.51
123.2, 207.1342, 74.67955, 470.0394, 116.0443, 103.5525, 420.4181, 1506.09, 438.797, 147.1954, 406.8851, 265.2108, 388.2286, 653.627, 1664.752
123.3, 196.6839, 70.52113, 447.1383, 109.1754, 98.04655, 395.3489, 1440.989, 413.1731, 136.6848, 380.7672, 299.7868, 362.2037, 739.1993, 1614.746
123.4, 245.7687, 99.96146, 425.353, 102.7131, 92.83338, 371.7745, 1575.476, 389.0455, 126.9248, 356.3259, 309.3346, 337.9233, 697.4754, 1599.142
123.5, 233.3693, 94.39526, 404.6291, 96.63322, 107.1666, 349.6059, 1522.866, 366.3269, 117.8616, 333.4534, 288.0338, 315.2706, 658.1066, 1571.755
123.6, 221.5955, 89.13901, 417.5806, 90.91326, 163.9367, 338.1438, 1456.829, 344.935, 109.4457, 312.0491, 345.3897, 294.1364, 620.96, 1648.116
123.7, 210.4156, 84.17544, 397.2354, 85.53188, 155.2202, 420.4322, 1393.656, 324.7923, 101.6306, 292.0188, 321.6062, 334.4681, 585.9101, 1548.794
123.8, 199.7998, 79.48826, 461.3817, 80.46905, 146.967, 477.3217, 1483.301, 305.8258, 94.37363, 273.2742, 299.4605, 312.047, 552.8386, 1455.458
123.9, 189.7196, 75.06207, 438.9024, 75.70589, 139.1528, 448.8594, 1581.667, 287.9669, 87.63483, 255.7328, 278.8397, 362.053, 521.6337, 1427.367
124, 180.148, 70.88235, 476.3329, 71.22467, 131.754, 422.0942, 1513.08, 271.1508, 81.37721, 239.3174, 273.0886, 465.4887, 492.1903, 1377.864
124.1, 171.0592, 66.93538, 453.1252, 67.00871, 124.7486, 396.9251, 1510.762, 255.3168, 75.56642, 223.9556, 254.2838, 434.2846, 464.4088, 1313.457
124.2, 162.429, 63.20818, 595.3089, 63.0423, 118.1156, 414.7703, 1504.424, 240.4073, 70.17056, 209.58, 276.2705, 405.1723, 438.1953, 1261.637
124.3, 154.2342, 59.68853, 578.3424, 59.31068, 111.8354, 485.3763, 1461.18, 226.3686, 65.15999, 196.1271, 257.2466, 378.0115, 413.4615, 1218.163
124.4, 146.4529, 56.36486, 550.1646, 55.79993, 105.8891, 456.4337, 1566.598, 213.1496, 60.5072, 183.5378, 239.5326, 352.6715, 390.1238, 1144.752
124.5, 210.8005, 53.22627, 523.3597, 52.497, 172.4798, 429.2169, 1498.664, 200.7026, 56.18665, 171.7565, 223.0384, 329.0302, 425.6159, 1271.214
124.6, 200.1653, 50.26245, 601.2237, 49.38958, 163.309, 403.623, 1433.677, 188.9824, 52.17461, 160.7315, 207.68, 306.9736, 401.5921, 1194.605
124.7, 236.9536, 47.46366, 571.9311, 46.46609, 154.6258, 379.5552, 1371.508, 177.9466, 48.44905, 150.4142, 193.3792, 286.3956, 378.9244, 1122.614
124.8, 224.9989, 44.82072, 544.0657, 43.71565, 163.8347, 356.9226, 1312.035, 167.5553, 44.98952, 140.7592, 180.0631, 267.1971, 357.5361, 1176.219
124.9, 213.6474, 42.32494, 517.5579, 41.12801, 195.0133, 417.7492, 1441.039, 157.7708, 41.77702, 131.7239, 167.664, 249.2855, 337.3551, 1105.336
125, 202.8685, 39.96814, 492.3416, 38.69355, 184.6444, 392.8392, 1378.551, 148.5576, 38.7939, 123.2686, 156.1187, 232.5746, 318.3132, 1038.724
125.1, 192.6335, 37.74258, 468.3539, 36.40318, 174.8268, 369.4145, 1468.807, 139.8825, 36.0238, 115.356, 145.3684, 216.9839, 300.3461, 976.1266
125.2, 182.9148, 35.64094, 445.5349, 34.24839, 165.5312, 347.3865, 1405.114, 131.714, 33.4515, 107.9513, 135.3583, 202.4384, 283.3931, 917.3015
125.3, 291.9593, 33.65633, 423.8277, 32.22115, 156.7299, 326.6721, 1344.184, 124.0224, 31.06288, 101.0219, 126.0376, 678.6692, 267.3971, 1193.574
125.4, 300.8724, 31.78222, 403.1781, 30.3139, 148.3965, 307.1929, 1350.5, 116.78, 195.7659, 94.53737, 545.4862, 1011.498, 252.3039, 1121.644
125.5, 285.6929, 30.01248, 383.5346, 28.51954, 140.5062, 288.8752, 1291.938, 109.9606, 626.1365, 88.46904, 1535.06, 997.2538, 238.0627, 1054.05
125.6, 271.2793, 75.39893, 438.6089, 26.8314, 133.0354, 271.6498, 1235.915, 103.5394, 581.4269, 82.79024, 2170.953, 930.4028, 224.6253, 990.5287
125.7, 273.1536, 71.20045, 461.7451, 25.24319, 198.3238, 255.4515, 1182.321, 97.4931, 539.9097, 77.47595, 2192.524, 881.8148, 211.9464, 1042.391
125.8, 286.7159, 67.23576, 439.2481, 23.74898, 187.7789, 240.2191, 1171.262, 91.79992, 512.1024, 72.50279, 2041.547, 960.5875, 199.9832, 979.5722
125.9, 272.2506, 109.8942, 424.2396, 22.34322, 223.5246, 225.8951, 1120.472, 86.43919, 524.8367, 67.84885, 1911.042, 896.1944, 188.6952, 920.5394
126, 258.5151, 103.7749, 403.5699, 21.02067, 211.6398, 212.4251, 1071.884, 81.39151, 487.3604, 63.49366, 1981.316, 836.1179, 178.0443, 957.4222
126.1, 292.9048, 160.5635, 383.9073, 19.77641, 200.3868, 211.0587, 1080.922, 76.6386, 452.5602, 59.41801, 1844.883, 780.0687, 293.1406, 899.7243
126.2, 278.1273, 151.6227, 376.1493, 18.60579, 189.7322, 230.284, 1238.094, 72.16323, 420.2448, 55.60399, 1865.033, 727.7767, 276.5944, 845.5035
126.3, 264.0954, 143.1798, 381.5431, 17.50447, 179.644, 308.0143, 1286.62, 67.9492, 390.237, 52.03478, 1737.229, 678.9901, 260.9821, 794.5502
126.4, 250.7713, 165.5679, 426.9223, 16.46834, 170.0923, 289.6476, 1230.828, 63.98126, 428.9908, 48.69468, 1759.837, 633.4739, 246.251, 746.6676
126.5, 238.1195, 231.3966, 406.1219, 15.49354, 161.0484, 272.3761, 1177.455, 60.24503, 398.3585, 45.56898, 1726.981, 733.434, 742.3415, 701.6706
126.6, 241.1074, 218.5116, 425.9545, 14.57644, 152.4854, 256.1345, 1126.396, 56.72697, 369.9135, 42.64392, 1642.047, 684.2682, 1428.256, 659.3853
126.7, 285.9263, 206.3441, 405.2013, 13.71362, 144.3777, 283.6061, 1096.372, 53.41436, 343.4996, 39.90662, 1625.694, 638.3982, 1437.54, 619.6482
126.8, 271.5009, 194.8542, 385.4592, 12.90188, 136.7011, 266.6949, 1150.706, 50.29519, 318.9718, 37.34503, 1513.749, 595.6031, 1411.722, 582.3058
126.9, 257.8032, 184.004, 366.679, 12.13819, 129.4327, 250.7921, 1100.807, 47.35816, 296.1954, 34.94786, 1426.668, 555.6768, 1727.464, 547.2139
127, 277.2962, 173.758, 348.8138, 11.4197, 122.5507, 235.8376, 1053.072, 44.59265, 275.0454, 32.70457, 1331.413, 518.427, 1866.143, 514.2367
127.1, 263.3062, 186.0743, 331.819, 10.74374, 116.0347, 221.7747, 1196.28, 41.98863, 287.2002, 30.60527, 1350.652, 483.6742, 1769.39, 483.2468
127.2, 250.0219, 175.713, 370.0817, 10.10779, 109.8651, 218.3414, 1144.405, 39.53667, 308.5784, 28.64073, 1274.093, 451.2511, 1701.056, 454.1245
127.3, 237.4079, 165.9287, 357.4936, 9.509486, 104.0235, 205.3219, 1323.274, 37.2279, 286.5442, 26.80229, 1241.995, 421.0014, 1605.04, 426.7573
127.4, 240.9615, 156.6892, 394.367, 8.946597, 98.49253, 193.0787, 1274.794, 35.05395, 266.0834, 25.08185, 1228.623, 392.7795, 1534.28, 401.0392
127.5, 241.7608, 147.9642, 375.1528, 8.417027, 93.25565, 181.5656, 1250.582, 33.00695, 247.0835, 23.47186, 1144.02, 366.4495, 1447.678, 376.8711
127.6, 229.5636, 139.7251, 356.8747, 7.918802, 88.29722, 203.4391, 1327.653, 31.07948, 229.4404, 21.9652, 1065.243, 341.8846, 1445.397, 354.1594
127.7, 217.9818, 131.9447, 339.4872, 7.450069, 83.60242, 228.1617, 1349.958, 29.26457, 213.0571, 20.55526, 1094.903, 318.9663, 1484.621, 332.8164
127.8, 379.9568, 124.5975, 323.143, 7.009082, 79.15726, 214.5566, 1298.059, 27.55564, 199.7334, 19.23583, 1019.508, 600.7224, 1400.822, 472.1166
127.9, 381.4011, 117.6595, 307.3989, 6.594197, 74.94844, 201.7627, 1327.667, 25.94651, 185.4713, 18.00108, 949.3051, 1076.18, 1340.703, 443.6651
128, 421.8678, 111.1078, 292.4219, 6.203871, 70.96341, 189.7318, 1270.095, 24.43135, 172.2276, 16.8456, 883.9361, 1102.928, 1265.027, 416.9282
128.1, 400.5839, 104.9209, 278.1746, 5.836648, 67.19026, 178.4182, 1292.066, 23.00466, 159.9296, 15.76428, 856.7433, 1106.206, 1193.623, 391.8025
128.2, 380.3738, 99.07858, 393.7739, 5.491163, 63.61773, 167.7792, 1236.037, 21.66129, 148.5097, 14.75238, 825.4684, 1032.051, 1270.305, 368.191
128.3, 361.1834, 93.56154, 453.9931, 5.166128, 60.23516, 157.7747, 1182.438, 20.39636, 137.9053, 13.80543, 768.6268, 962.8674, 1198.603, 346.0024
128.4, 342.9611, 88.35171, 431.8738, 4.860332, 57.03243, 148.3667, 1131.164, 19.2053, 128.0581, 12.91926, 743.0311, 898.3215, 1263.87, 325.151
128.5, 325.6582, 83.43198, 410.8322, 4.572638, 54, 139.5197, 1138.404, 18.08379, 118.914, 12.08998, 691.866, 892.1632, 1211.525, 421.213
128.6, 309.2282, 78.78619, 390.8157, 4.301972, 51.1288, 131.2002, 1089.039, 17.02777, 110.4229, 11.31393, 644.2242, 926.7174, 1235.981, 559.0178
128.7, 293.6272, 74.3991, 371.7745, 4.047328, 48.41027, 123.3769, 1041.814, 16.03342, 102.5381, 10.58769, 599.863, 878.1271, 1270.751, 525.3292
128.8, 278.8132, 70.2563, 353.6611, 3.807757, 45.83628, 116.02, 996.6377, 15.09714, 95.21629, 9.908067, 558.5565, 958.1226, 1199.024, 493.6709
128.9, 264.7467, 66.34418, 336.4301, 3.582366, 43.39915, 109.1018, 1077.496, 14.21553, 88.41732, 9.272071, 619.3354, 930.3124, 1179.793, 463.9204
129, 251.3898, 62.64991, 326.5549, 3.370317, 41.0916, 102.5961, 1030.772, 13.3854, 82.10383, 8.676899, 576.6881, 867.9489, 1314.521, 558.3824
129.1, 437.5082, 59.16134, 343.7288, 3.17082, 38.90675, 96.47842, 992.8981, 12.60375, 76.24116, 8.119931, 536.9774, 809.7658, 1308.02, 564.887
129.2, 415.4352, 55.86703, 326.9818, 2.983132, 36.83806, 90.72548, 949.8427, 11.86775, 70.79711, 7.598715, 508.0871, 755.4831, 1234.189, 596.4886
129.3, 394.4759, 52.75616, 318.4332, 2.806553, 34.87937, 85.31558, 1080.873, 11.17472, 65.7418, 7.110955, 473.1003, 1084.851, 1164.526, 560.542
129.4, 392.2381, 49.81851, 302.9186, 2.640426, 33.02483, 80.22828, 1034.002, 10.52217, 61.04747, 6.654505, 557.1516, 2398.8, 1112.461, 642.8996
129.5, 372.4491, 47.04445, 288.1599, 2.484133, 31.26888, 75.44433, 1085.293, 9.907717, 56.68834, 6.227354, 518.7862, 2610.156, 1097.758, 604.156
129.6, 353.6584, 44.42485, 275.3999, 2.337091, 29.60631, 70.94564, 1038.231, 9.329148, 52.64047, 5.827622, 483.0627, 2530.751, 1035.796, 567.7473
129.7, 335.8158, 41.95111, 261.982, 2.198753, 28.03213, 66.7152, 1000.192, 8.784366, 48.88165, 5.453548, 479.6932, 2437.745, 1089.303, 533.5327
129.8, 318.8734, 489.0812, 249.2178, 2.068604, 62.51531, 62.73702, 956.8206, 8.271396, 45.39123, 1308.098, 446.6616, 2476.834, 1027.817, 501.3799
129.9, 302.7857, 1023.997, 237.0755, 3.698402, 59.19135, 58.99606, 1052.763, 309.2479, 42.15004, 1818.966, 415.9046, 2331.375, 969.8024, 471.1649
130, 287.5097, 1171.724, 225.5247, 3.479484, 56.04413, 97.54868, 1007.111, 291.1891, 634.4473, 1702.207, 1175.783, 2323.449, 915.0622, 442.7707
130.1, 273.0044, 1106.478, 214.5368, 22.77874, 53.06424, 213.5326, 963.4393, 274.1849, 918.7028, 1745.854, 2280.767, 2167.697, 905.5275, 416.0876
130.2, 259.2309, 1123.764, 204.0842, 21.43041, 50.2428, 200.7999, 997.2216, 258.1737, 1079.35, 1736.648, 2592.167, 2146.18, 854.4153, 391.0126
130.3, 246.1523, 1126.151, 194.1409, 20.1619, 47.57138, 188.8263, 983.5838, 243.0975, 1072.456, 1625.173, 2478.921, 2002.311, 812.3277, 484.3213
130.4, 299.0132, 1063.443, 184.682, 18.96846, 45.04199, 177.5667, 986.2385, 228.9016, 995.8767, 1520.853, 2424.45, 2127.761, 766.4761, 455.1342
130.5, 283.9276, 1058.976, 175.684, 17.84567, 42.64709, 166.9786, 943.4718, 215.5347, 1108.169, 1547.344, 2408.343, 1985.127, 908.0846, 427.7061
130.6, 269.603, 1000.009, 167.1244, 16.78935, 40.37954, 157.0218, 921.9506, 202.9484, 1029.04, 1448.02, 2291.274, 1852.053, 865.4424, 510.9059
130.7, 256.0011, 962.1724, 158.9818, 15.79554, 38.23254, 147.6587, 945.0522, 191.0971, 955.5604, 1355.072, 2159.986, 1953.499, 816.5928, 480.1168
130.8, 243.0854, 981.6544, 151.2359, 14.86057, 36.19971, 138.8539, 904.0715, 179.9378, 888.9209, 1268.091, 2058.994, 1822.546, 770.5004, 451.1831
130.9, 230.8214, 926.9925, 218.4107, 13.98094, 34.27496, 130.5741, 864.8678, 169.4302, 867.0557, 1330.357, 2051.021, 1895.443, 727.0098, 423.9931
131, 219.1761, 875.3743, 207.7693, 13.15337, 52.07227, 122.7881, 938.8257, 159.5362, 883.2621, 1244.962, 1923.562, 1954.074, 685.9739, 448.396
131.1, 208.1183, 826.6304, 197.6465, 12.37479, 91.90179, 115.4663, 973.2524, 150.22, 820.1923, 1165.048, 1803.48, 1941.428, 647.2543, 421.374
131.2, 197.6184, 899.2267, 188.0168, 11.6423, 87.01534, 157.9393, 931.0488, 141.4478, 762.6753, 1090.264, 1801.357, 1811.284, 610.7203, 451.2237
131.3, 227.5431, 895.5725, 303.6194, 10.95316, 82.38871, 151.1295, 945.7744, 133.1879, 708.216, 1222.401, 1843.184, 1689.865, 576.2484, 424.0312
131.4, 216.0632, 845.7039, 288.8265, 10.30482, 78.00807, 142.1177, 904.7624, 125.4102, 687.2116, 1143.936, 1716.263, 1673.985, 543.7222, 398.4775
131.5, 205.1624, 828.731, 330.9745, 9.69485, 73.86036, 133.6433, 951.3356, 118.0868, 638.1409, 1101.32, 1694.682, 1638.768, 621.183, 406.6692
131.6, 194.8117, 860.8927, 314.8489, 9.120988, 69.93318, 125.6743, 1025.948, 111.1911, 592.574, 1030.626, 1710.737, 1528.913, 590.9455, 424.1333
131.7, 184.9831, 812.9552, 299.5089, 8.581095, 66.21481, 118.1804, 981.4591, 104.698, 550.2609, 964.4707, 1592.936, 1450.423, 557.5897, 398.5734
131.8, 310.4131, 898.0279, 284.9164, 8.073159, 62.69415, 111.1334, 960.2224, 98.58405, 510.9692, 960.711, 1483.247, 1353.193, 526.1168, 411.8977
131.9, 294.7523, 880.569, 271.0348, 94.2243, 101.5021, 104.5066, 979.4875, 92.82716, 474.4832, 899.0432, 1388.148, 1445.753, 496.4203, 387.0752
132, 279.8816, 831.5359, 278.5766, 100.6054, 115.6873, 98.27496, 937.0136, 87.40646, 444.7118, 875.056, 1364.216, 1348.837, 509.7969, 363.7486
132.1, 265.7611, 785.2331, 350.9258, 94.65031, 109.5362, 92.41489, 961.0561, 82.30229, 412.9568, 818.8864, 1338.913, 1283.739, 579.3483, 341.8277
132.2, 252.3531, 834.6884, 339.874, 89.04773, 103.7121, 86.90426, 1015.985, 77.49619, 383.4694, 1005.649, 1273.113, 1211.858, 546.6471, 321.2278
132.3, 239.6215, 788.21, 323.3147, 83.77678, 98.19772, 81.72222, 1142.306, 72.97074, 356.0876, 941.0971, 1211.843, 1153.204, 515.7917, 301.8694
132.4, 227.5322, 757.5211, 307.5623, 106.9841, 92.97651, 76.84918, 1092.771, 68.70956, 330.6609, 880.6884, 1213.76, 1254.862, 486.678, 283.6776
132.5, 216.0528, 801.0615, 356.4727, 100.6515, 88.03292, 72.26672, 1045.385, 64.69722, 307.0499, 824.1572, 1130.181, 1244.239, 459.2076, 389.3794
132.6, 205.1526, 756.4556, 339.1047, 94.69366, 83.35218, 224.0828, 1024.109, 60.91918, 285.1248, 771.2548, 1052.357, 1222.241, 433.2878, 365.9139
132.7, 215.7459, 778.647, 322.5829, 89.08852, 78.92032, 210.7209, 979.6996, 57.36176, 264.7653, 721.7482, 979.8917, 1153.899, 408.831, 511.7482
132.8, 204.8612, 735.2892, 306.8662, 83.81516, 74.7241, 198.1558, 937.2165, 54.01208, 245.8596, 675.4194, 912.4164, 1107.277, 385.7546, 695.3561
132.9, 194.5256, 694.3458, 291.9152, 78.85394, 70.75099, 186.3399, 896.5756, 50.858, 228.3038, 632.0644, 849.5876, 1132.977, 363.9808, 845.7182
133, 203.4179, 655.6822, 277.6926, 129.9527, 94.73381, 175.2286, 891.0518, 47.88811, 212.0017, 591.4924, 791.0851, 1748.441, 343.436, 794.752
133.1, 251.9234, 826.0446, 264.1629, 122.4813, 89.69678, 219.2292, 852.4127, 45.09165, 196.8636, 553.5247, 736.6111, 2216.229, 428.6082, 746.8572
133.2, 239.2135, 780.0475, 251.2925, 115.2313, 110.9455, 206.1568, 815.4491, 42.45849, 182.8064, 517.9941, 733.4752, 2067.664, 404.4156, 701.8488
133.3, 227.1448, 736.6117, 239.0491, 108.4105, 132.039, 193.8638, 842.1509, 39.97909, 169.753, 484.7442, 717.7972, 2092.404, 381.5884, 659.5527
133.4, 348.6578, 695.5946, 227.4022, 101.9934, 125.0184, 209.8857, 869.7665, 37.64448, 157.6317, 453.6286, 672.5873, 2024.257, 360.0498, 619.8055
133.5, 331.0674, 656.8615, 216.3228, 95.95619, 165.4475, 197.3703, 832.0505, 35.44621, 146.3759, 424.5103, 648.3655, 2004.164, 339.7269, 582.4537
