 , C00, C01, C03, C05, C06, C10, C17, C23, C27, C51
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
223.4, 334.3052, 363.7294, 879.5813, 126.5873, 196.6266, 473.2029, 80.45581, 368.5154, 277.9028, 754.3187
223.5, 467.1532, 454.9288, 848.6003, 119.2126, 246.8153, 610.2988, 115.0994, 348.785, 264.1382, 711.4449
223.6, 463.9391, 456.6562, 809.6763, 112.2675, 232.3354, 578.462, 167.3074, 355.5663, 265.9818, 671.008
223.7, 437.4663, 534.5427, 784.1317, 105.727, 218.705, 548.286, 157.1063, 336.5292, 412.7318, 632.8694
223.8, 412.5042, 506.4678, 792.7952, 99.56753, 205.8743, 603.7761, 147.5272, 360.5042, 501.8355, 754.7688
223.9, 388.9664, 479.8674, 835.714, 93.76691, 193.7963, 572.2795, 138.5321, 341.2027, 516.1115, 711.8694
224, 366.7716, 454.6641, 998.7227, 88.30421, 182.4269, 624.2486, 310.6109, 322.9346, 490.5483, 718.0413
224.1, 475.5277, 430.7845, 952.9127, 83.15977, 173.4469, 650.5148, 906.7833, 305.6446, 466.2513, 721.9589
224.2, 448.3938, 408.1591, 909.204, 120.2905, 163.2714, 616.5801, 1064.738, 289.2803, 443.1577, 805.4753
224.3, 525.4117, 479.4867, 867.5001, 113.2826, 153.6928, 748.1828, 1270.511, 273.7922, 421.208, 759.6939
224.4, 549.9531, 481.3802, 827.709, 106.6829, 144.6761, 744.458, 1193.045, 279.2792, 400.3454, 716.5146
224.5, 518.5723, 456.0974, 837.993, 101.4432, 136.1884, 705.6227, 1120.303, 444.7541, 485.0773, 675.7896
224.6, 503.5937, 432.1426, 1029.3, 291.6961, 178.6686, 668.8133, 1051.996, 420.9419, 485.7929, 637.3792
224.7, 474.8583, 409.4459, 982.0879, 311.1476, 168.1867, 633.9241, 1088.955, 398.4046, 593.1039, 824.5705
224.8, 447.7625, 506.3113, 1002.807, 346.7263, 158.3197, 644.233, 1033.609, 377.0739, 667.7097, 777.7038
224.9, 422.2128, 707.6146, 956.8101, 326.5267, 149.0316, 610.626, 970.588, 444.2685, 634.6378, 733.5009
225, 411.3234, 705.066, 912.9226, 307.5038, 146.0281, 582.3619, 916.2615, 435.418, 603.204, 691.8103
225.1, 470.0017, 765.8926, 871.0482, 338.2271, 456.4161, 551.9825, 1100.346, 449.1897, 573.3271, 652.4894
225.2, 443.183, 725.6669, 831.0944, 318.5226, 429.6396, 633.7902, 1033.256, 425.14, 544.93, 1248.032
225.3, 417.8947, 868.9515, 792.9733, 395.468, 471.1497, 600.728, 970.2561, 424.3472, 517.9395, 1413.41
225.4, 394.0493, 823.313, 832.6783, 372.4288, 443.5089, 569.3904, 911.0975, 448.8491, 492.2857, 1408.191
225.5, 443.4073, 801.762, 815.8278, 350.7318, 417.4897, 548.6932, 901.4741, 424.8176, 467.9026, 1491.513
225.6, 477.7454, 759.6523, 778.4069, 330.2988, 392.9969, 520.0702, 1004.744, 472.1594, 444.7273, 1406.739
225.7, 477.8529, 720.9598, 874.4511, 311.0562, 369.941, 492.9403, 1008.236, 618.2495, 509.3645, 1326.783
225.8, 450.5862, 740.7884, 834.3413, 292.9346, 348.2378, 467.2256, 946.7615, 714.4348, 580.9791, 1251.371
225.9, 424.8754, 701.8812, 796.0713, 522.3089, 327.8078, 494.3245, 895.9305, 676.1838, 552.203, 1180.246
226, 400.6317, 705.1065, 761.4557, 495.0832, 308.5764, 581.3873, 841.3038, 639.9807, 524.8522, 1113.164
226.1, 377.7714, 811.8466, 726.5289, 513.9359, 290.4732, 551.0587, 883.3462, 605.716, 498.8561, 1049.894
226.2, 401.9875, 778.0989, 693.204, 483.9949, 273.4321, 522.3123, 928.1514, 573.2858, 474.1476, 990.2206
226.3, 441.7991, 811.6877, 801.3088, 455.7982, 257.3907, 495.0654, 915.8428, 542.592, 505.7165, 1078.539
226.4, 422.4929, 789.9423, 764.5539, 485.6777, 242.2904, 469.2399, 1177.212, 570.1699, 480.6682, 1017.237
226.5, 739.7503, 987.4691, 729.4849, 457.383, 228.076, 444.7616, 2178.688, 551.0703, 527.2827, 1035.369
226.6, 697.5396, 1040.98, 871.5453, 430.7367, 214.6955, 421.5602, 3485.288, 521.5659, 571.9543, 976.5208
226.7, 780.2067, 986.3061, 831.5688, 405.6428, 205.6096, 399.5692, 3553.518, 493.6411, 543.6252, 921.0175
226.8, 735.6875, 934.504, 793.4259, 382.0108, 265.5584, 378.7253, 3696.075, 467.2115, 563.0259, 868.6689
226.9, 778.3875, 976.9403, 757.0326, 359.7555, 279.6068, 358.9688, 3470.717, 442.1968, 535.1391, 1003.909
227, 733.9721, 944.6716, 722.3086, 338.7968, 263.2032, 340.2428, 3289.68, 491.884, 508.6335, 946.8489
227.1, 692.0911, 895.0562, 738.8803, 319.0591, 408.4935, 322.4938, 3330.908, 465.5484, 575.3298, 893.0321
227.2, 652.5998, 992.9861, 832.8785, 352.7845, 384.5285, 344.864, 3127.815, 440.6229, 546.8335, 842.2742
227.3, 636.1536, 940.8331, 794.6756, 339.7299, 361.9695, 326.8739, 2959.356, 417.0318, 519.7487, 794.4012
227.4, 703.8915, 891.4193, 758.225, 355.5073, 340.7339, 309.8222, 2987.959, 394.7038, 494.0053, 949.7345
227.5, 663.7269, 844.6008, 723.4463, 334.7961, 320.7441, 293.6601, 2847.852, 373.5713, 469.5371, 895.7537
227.6, 625.8541, 813.2389, 811.8248, 315.2915, 581.9673, 278.3411, 2811.18, 353.5702, 446.2808, 844.8411
227.7, 652.0747, 770.5265, 774.5876, 296.9232, 547.8252, 263.8212, 2639.777, 334.64, 424.1764, 1017.054
227.8, 685.3661, 740.4983, 748.3934, 279.625, 515.686, 250.0587, 2742.593, 316.7233, 403.1668, 959.2465
227.9, 646.2585, 701.6063, 714.0657, 263.3345, 485.4324, 237.0142, 2748.933, 299.7658, 555.7811, 904.7251
228, 609.3825, 664.757, 681.3125, 247.9931, 493.1967, 275.9137, 2581.324, 283.7163, 561.0065, 853.3026
228.1, 574.6107, 629.8431, 650.0616, 233.5455, 519.063, 273.5694, 2458.593, 343.6651, 696.0453, 804.8027
228.2, 541.8229, 683.0858, 674.8414, 219.9396, 522.4379, 299.7021, 2326.037, 325.2652, 661.57, 759.0596
228.3, 521.6177, 686.3957, 721.4958, 207.1263, 491.7882, 284.0679, 2406.583, 379.8582, 674.389, 715.9163
228.4, 518.6448, 650.3453, 884.634, 195.0595, 462.9366, 269.2493, 2334.467, 434.2288, 640.9863, 675.2253
228.5, 489.0505, 671.2391, 844.0571, 183.6957, 435.7776, 361.1118, 2198.044, 700.0359, 609.238, 740.5147
228.6, 461.1449, 635.9847, 823.9321, 172.9939, 410.2119, 414.8715, 2131.453, 837.4767, 579.0623, 698.4255
228.7, 434.8316, 602.582, 786.1395, 162.9156, 386.1461, 393.2294, 2129.744, 855.2892, 550.3811, 747.8467
228.8, 410.0198, 570.9335, 750.0804, 153.4244, 363.4922, 525.7891, 1999.889, 809.4968, 523.1205, 790.0563
228.9, 386.6237, 580.6536, 715.6753, 144.4862, 342.1672, 498.3609, 1933.334, 830.4117, 497.2102, 1147.67
229, 364.5627, 623.6097, 728.3121, 136.0687, 400.6955, 472.3634, 1815.455, 785.9512, 472.5832, 1082.439
229.1, 343.7605, 590.8569, 694.9055, 128.1416, 387.2671, 447.7222, 1807.234, 757.1047, 449.176, 1276.198
229.2, 364.3567, 785.8931, 663.0311, 120.6763, 364.5474, 424.3664, 1729.413, 843.741, 426.9282, 1203.662
229.3, 343.5662, 744.6169, 733.0758, 113.6459, 343.1606, 402.2289, 1623.967, 798.567, 405.7823, 1135.248
229.4, 323.962, 766.7844, 699.4507, 107.0251, 323.0285, 485.5018, 1647.552, 847.1046, 385.6837, 1070.724
229.5, 305.4765, 726.5119, 667.3679, 100.79, 325.5242, 460.1752, 1547.098, 877.7556, 366.5807, 1009.866
229.6, 288.0458, 688.3545, 639.3619, 94.91818, 306.4268, 491.3121, 1565.77, 985.7281, 348.4239, 952.4675
229.7, 271.6096, 810.2023, 610.0353, 89.38842, 288.4497, 465.6824, 1470.302, 1040.587, 331.1663, 898.3314
229.8, 256.1114, 861.6725, 582.0538, 105.1597, 386.7853, 532.8232, 1432.71, 984.8738, 314.7635, 847.2723
229.9, 274.1553, 861.7327, 633.3299, 167.5438, 364.0939, 505.028, 1476.038, 932.1434, 299.1732, 799.1152
230, 258.5118, 816.4733, 693.7953, 254.1461, 371.6254, 478.6828, 1426.661, 882.2363, 385.5107, 950.5175
230.1, 243.7609, 773.5911, 661.9719, 325.9587, 416.318, 610.7023, 1430.745, 1100.81, 366.4162, 896.4922
230.2, 229.8517, 874.6746, 889.301, 306.969, 391.894, 578.8445, 1343.51, 1290.263, 468.1875, 845.5376
230.3, 216.7362, 887.027, 848.51, 478.2851, 368.9028, 630.4504, 1421.804, 1400.603, 514.2653, 797.4791
230.4, 217.7767, 840.4391, 809.5901, 742.0116, 347.2605, 597.5624, 1335.114, 1325.615, 488.7936, 752.1522
230.5, 278.3218, 835.3802, 772.4553, 698.7833, 326.8878, 566.39, 1408.988, 1254.641, 464.5835, 709.4016
230.6, 262.6146, 791.5049, 834.2908, 658.0735, 358.1406, 536.8438, 1323.079, 1210.637, 576.5655, 669.0808
230.7, 247.6296, 749.934, 865.1317, 680.5385, 337.1297, 508.8389, 1292.711, 1153.183, 548.008, 631.0518
230.8, 233.4996, 710.5464, 825.4493, 640.8915, 387.5682, 482.2949, 1269.403, 1091.442, 614.2922, 595.1842
230.9, 254.0551, 673.2276, 858.5805, 603.5544, 364.8309, 457.1355, 1192.004, 1033.005, 921.0173, 561.3553
231, 239.5585, 637.8688, 819.1987, 568.3924, 343.4274, 433.2887, 1119.325, 1128.966, 936.6315, 529.4491
231.1, 296.9312, 716.3998, 781.6232, 535.2789, 323.2797, 449.4671, 1051.078, 1068.521, 890.2399, 499.3564
231.2, 314.5316, 678.7736, 745.7712, 504.0945, 391.2289, 426.0203, 1072.946, 1032.874, 846.146, 647.1332
231.3, 296.5842, 643.1235, 771.6778, 631.9305, 453.2726, 403.7966, 1007.526, 1004.475, 804.2361, 610.3516
231.4, 279.6609, 609.3458, 895.7517, 595.1154, 426.6805, 382.7322, 946.0951, 1088.636, 764.402, 907.7277
231.5, 350.7606, 577.3421, 1608.435, 560.445, 401.6486, 429.8029, 987.8686, 1030.35, 726.5409, 856.1345
231.6, 330.7459, 547.0193, 2627.267, 527.7945, 378.0851, 486.8551, 927.6362, 975.1849, 690.5551, 897.9004
231.7, 311.8733, 518.2891, 2953.339, 497.0461, 355.9041, 492.1243, 871.0762, 922.9733, 656.3517, 897.1448
231.8, 294.0775, 545.3199, 2905.921, 533.4172, 335.0244, 560.5087, 817.9649, 873.5571, 623.8423, 846.1531
231.9, 277.2972, 516.679, 2772.631, 502.3413, 315.3696, 531.2692, 768.0919, 826.7867, 592.9432, 798.0596
232, 261.4745, 489.5423, 2838.751, 473.0758, 296.8679, 503.5551, 801.3502, 839.2573, 563.5746, 836.2634
232.1, 246.5545, 463.8308, 2787.291, 445.5153, 279.4516, 477.2867, 785.6619, 965.6631, 535.6605, 788.7321
232.2, 232.4859, 439.4698, 2753.318, 419.5604, 339.968, 452.3886, 737.7585, 913.9612, 509.1291, 843.874
232.3, 219.2201, 438.3417, 2778.272, 395.1176, 320.0231, 428.7894, 692.7758, 865.0275, 483.9118, 795.9101
232.4, 206.7112, 500.0169, 2650.837, 372.0987, 305.5815, 406.4212, 820.4043, 888.78, 459.9435, 750.6724
232.5, 194.9161, 473.7553, 2529.247, 350.4209, 287.654, 385.2199, 770.3825, 891.8475, 516.6542, 708.0059
232.6, 183.7941, 448.873, 2663.459, 330.006, 270.7783, 365.1246, 723.4106, 975.6103, 577.0017, 667.7644
232.7, 173.3066, 510.0485, 2541.29, 310.7805, 254.8926, 346.0775, 679.3028, 932.6224, 720.2158, 629.8102
232.8, 163.4176, 483.3469, 2506.332, 292.675, 239.9389, 328.0241, 637.8843, 984.752, 768.2201, 594.0132
232.9, 154.0929, 457.9609, 2496.079, 275.6243, 225.8625, 310.9124, 598.9911, 932.0281, 730.1699, 560.2508
233, 145.3002, 433.9082, 2401.916, 259.5669, 212.6118, 294.6934, 562.4694, 1520.355, 694.0044, 629.642
233.1, 137.0093, 411.1187, 2398.401, 244.445, 200.1386, 332.53, 528.1745, 1641.872, 659.6301, 661.1246
233.2, 129.1914, 389.5262, 2288.389, 230.2041, 188.3971, 343.9348, 505.4245, 1608.84, 626.9584, 729.8162
233.3, 128.9773, 369.0678, 2239.005, 216.7928, 210.0589, 325.9932, 594.3475, 1596.566, 595.905, 688.3351
233.4, 121.6178, 349.6839, 2246.69, 204.1629, 197.7354, 308.9875, 558.1089, 1560.253, 566.3896, 866.8391
233.5, 114.6782, 435.7897, 2183.034, 192.2687, 186.1349, 411.3521, 524.0799, 1563.631, 538.3361, 817.5699
233.6, 108.1346, 412.9014, 2265.644, 181.0675, 175.215, 389.8936, 515.3085, 1658.365, 560.8275, 798.3417
233.7, 156.0649, 391.2153, 2170.37, 170.5188, 170.613, 530.8817, 483.8891, 1610.172, 577.3275, 791.6359
233.8, 147.1597, 511.2385, 2138.794, 160.5847, 213.287, 1076.599, 474.9786, 1561.982, 662.1558, 1097.33
233.9, 138.7627, 524.4741, 2186.158, 151.2293, 200.7742, 2038.23, 446.0181, 1516.29, 629.3589, 1034.961
234, 137.7023, 496.928, 2087.618, 142.419, 312.0506, 2185.05, 487.4626, 1435.107, 598.1866, 976.1357
234.1, 216.7472, 470.8287, 2025.203, 134.1219, 293.7436, 2129.953, 495.2804, 1358.271, 568.5582, 920.6544
234.2, 204.3795, 467.1012, 1937.926, 126.3082, 571.921, 2018.842, 465.0822, 1285.549, 540.3973, 1109.206
234.3, 192.7174, 442.5684, 1931.825, 118.9497, 1148.355, 1913.528, 452.2437, 1216.721, 513.6313, 1046.161
234.4, 181.7208, 419.3241, 1843.215, 112.0199, 1478.716, 1822.024, 424.6695, 1151.577, 488.1909, 986.6998
234.5, 171.3517, 397.3006, 1938.604, 105.4939, 1391.965, 1853.144, 398.7765, 1089.921, 464.0107, 930.618
234.6, 161.5742, 436.0818, 1893.351, 99.34798, 1511.902, 1887.196, 418.839, 1055.297, 441.0281, 877.7238
234.7, 152.3547, 413.1782, 1806.505, 93.56014, 1423.204, 1788.749, 393.3015, 1080.29, 419.1838, 914.3065
234.8, 143.6612, 391.4775, 1881.567, 88.1095, 1539.991, 1695.437, 414.8224, 1022.451, 398.4215, 943.4954
234.9, 135.4638, 370.9166, 1795.262, 82.9764, 1586.369, 1840.998, 389.5298, 1008.128, 378.6876, 889.8692
235, 127.7341, 386.3733, 1712.916, 78.14235, 1493.302, 1744.96, 365.7794, 1004.005, 359.931, 931.334
235.1, 120.4455, 366.0804, 1774.031, 73.58992, 1470.669, 1680.619, 343.477, 950.2505, 342.1035, 878.3991
235.2, 113.5728, 346.8534, 1831.059, 69.3027, 1384.389, 1592.948, 322.5345, 915.1299, 325.159, 828.4729
235.3, 107.0922, 328.6362, 1747.071, 65.26525, 1449.679, 1640.435, 302.8689, 866.1336, 309.0538, 781.3844
235.4, 152.4346, 339.4584, 1785.94, 61.46302, 1364.631, 1554.86, 284.4023, 864.1481, 293.7463, 794.1957
235.5, 143.7366, 321.6296, 1722.724, 57.88229, 1374.453, 1501.25, 267.0617, 878.4376, 279.1969, 749.0554
235.6, 135.5349, 304.7372, 1740.308, 54.51018, 1293.819, 1595.893, 251.4099, 831.4058, 265.3682, 827.7372
235.7, 162.6623, 288.732, 1660.483, 51.33451, 1259.912, 1620.667, 267.7392, 914.3406, 252.2245, 952.7646
235.8, 153.3807, 279.1223, 1585.731, 48.34386, 1185.997, 1536.124, 251.4146, 865.3867, 239.7317, 934.3006
235.9, 144.6286, 264.4624, 1629.6, 45.52744, 1226.822, 1544.27, 236.0853, 1003.575, 227.8577, 973.5732
236, 136.376, 250.5725, 1601.833, 42.87509, 1160.904, 1474.728, 221.6907, 956.8685, 216.5718, 918.2375
236.1, 128.5943, 237.4121, 1528.359, 40.37727, 1158.52, 1420.987, 208.1737, 981.9134, 205.845, 866.047
236.2, 121.2566, 345.5986, 1458.256, 38.02496, 1294.447, 1422.322, 195.4809, 1008.763, 195.6494, 816.8228
236.3, 114.3376, 498.8852, 1585.311, 35.8097, 1306.322, 1348.125, 183.5621, 989.7468, 185.9588, 770.3965
236.4, 107.8134, 472.683, 1512.595, 33.72349, 1229.685, 1468.276, 172.3699, 936.7556, 176.7482, 726.6089
236.5, 101.6615, 447.8571, 1600.005, 31.75882, 1157.543, 1391.683, 161.8601, 950.2746, 167.9938, 685.3101
236.6, 95.86062, 424.335, 1526.615, 29.90861, 1089.634, 1333.882, 151.9912, 906.5381, 159.673, 646.3586
236.7, 90.39074, 402.0484, 1622.022, 28.16619, 1025.708, 1310.962, 142.724, 1023.874, 151.7644, 730.2211
236.8, 85.23297, 380.9323, 1547.622, 26.52528, 965.5335, 1351.741, 134.0218, 1011.074, 144.2474, 688.717
236.9, 80.36951, 360.9252, 1476.635, 24.97996, 930.2406, 1281.227, 205.1468, 956.9413, 137.1028, 649.5719
237, 75.78357, 389.2097, 1489.614, 23.52468, 875.6664, 1214.39, 192.6385, 972.4928, 130.3121, 612.6517
237.1, 119.3347, 368.7679, 1633.68, 22.15417, 955.1655, 1210.116, 180.893, 920.4253, 123.8577, 724.9384
237.2, 124.0007, 404.5292, 1558.745, 20.86351, 899.129, 1146.989, 177.9463, 871.1455, 117.7229, 993.66
237.3, 116.9251, 383.2828, 2002.722, 19.64804, 867.1046, 1381.509, 167.0966, 868.6821, 111.8921, 1104.022
237.4, 110.2533, 363.1523, 2348.291, 18.50338, 950.4636, 1309.442, 156.9083, 822.1727, 106.35, 1041.272
237.5, 132.7551, 344.079, 2462.777, 17.42541, 894.7029, 1465.027, 147.3413, 778.1534, 101.0825, 1016.282
237.6, 125.18, 344.0132, 2349.813, 16.41024, 842.2136, 1388.602, 138.3576, 1097.506, 96.07584, 1177.688
237.7, 118.0371, 325.9452, 2513.464, 15.45421, 792.8036, 1316.165, 129.9216, 1347.776, 91.31717, 1110.751
237.8, 111.3019, 308.8261, 2470.616, 14.55387, 795.5029, 1247.506, 122, 1306.076, 86.7942, 1047.618
237.9, 104.9509, 292.6061, 2425.323, 13.70599, 748.8333, 1272.905, 114.5614, 1245.569, 82.49525, 1104.707
238, 98.96231, 281.8412, 2385.656, 12.9075, 709.4984, 1288.172, 107.5764, 1326.773, 78.40924, 1082.821
238.1, 181.0278, 267.0385, 2491.081, 12.15554, 903.0829, 1223.816, 146.7059, 1255.738, 74.5256, 1097.354
238.2, 170.6982, 303.7775, 2376.819, 11.44738, 1096.791, 1242.437, 189.4838, 1188.505, 70.83433, 1066.6
238.3, 160.958, 300.0432, 2467.957, 10.78047, 1105.293, 1177.624, 196.0793, 1192.737, 67.32588, 1185.722
238.4, 181.9988, 284.2845, 2419.5, 10.15242, 1040.449, 1116.192, 186.2288, 1272.99, 63.99121, 1118.328
238.5, 171.6138, 288.5267, 2308.521, 9.560962, 979.4089, 1107.426, 198.5707, 1204.834, 60.8217, 1087.475
238.6, 161.8214, 329.4663, 2566.787, 9.003958, 955.694, 1049.656, 186.4634, 1140.327, 57.80918, 1170.003
238.7, 223.8147, 312.1623, 2521.791, 8.479403, 1057.353, 994.8998, 175.0943, 1079.273, 54.94587, 1142.925
238.8, 211.0436, 295.7671, 2415.553, 7.985409, 995.3219, 943, 164.4185, 1105.384, 52.22438, 1178.853
238.9, 199.0013, 280.233, 2304.755, 7.520194, 1050.672, 908.942, 154.3935, 1046.202, 49.6377, 1431.441
239, 187.6462, 359.277, 2199.039, 7.082081, 989.0328, 1014.5, 144.9798, 990.1877, 47.17912, 1530.484
239.1, 193.8946, 340.4073, 2157.46, 6.669492, 1050.258, 961.5774, 136.1401, 989.6003, 44.84233, 1582.222
239.2, 182.8309, 322.5286, 2299.42, 158.1762, 988.6425, 911.4159, 127.8394, 1046.059, 42.62127, 1492.292
239.3, 172.3984, 305.589, 2193.948, 148.9611, 1051.683, 863.8711, 120.0447, 990.0525, 40.51023, 1500.148
239.4, 162.5612, 294.6685, 2219.293, 140.2829, 989.984, 818.8065, 188.9586, 1012.397, 38.50374, 1414.883
239.5, 153.2853, 286.5316, 2369.228, 214.0176, 931.9048, 776.0928, 260.1674, 958.1926, 36.59664, 1334.464
239.6, 233.2975, 271.4826, 2260.555, 201.5494, 884.3983, 745.3586, 244.3045, 906.8907, 34.78399, 1258.616
239.7, 219.9854, 346.7283, 2156.867, 340.7389, 898.1502, 706.4763, 229.4087, 967.1867, 33.06113, 1242.328
239.8, 207.4328, 344.0556, 2057.934, 1050.244, 921.7466, 717.2367, 237.7476, 1090.196, 31.4236, 1171.717
239.9, 195.5966, 325.9853, 2080.282, 1208.707, 959.4418, 785.9021, 223.2516, 1110.556, 29.86718, 1227.574
240, 184.4357, 308.8641, 2060.434, 1285.771, 903.1545, 752.4368, 209.6395, 1168.01, 28.38785, 1157.801
240.1, 173.9116, 292.6422, 2114.027, 1210.864, 925.531, 746.9766, 196.8573, 1200.246, 26.98179, 1212.877
240.2, 163.9881, 366.9839, 2017.059, 1140.321, 1414.524, 708.0099, 184.8545, 1140.49, 25.64537, 1311.382
240.3, 154.6308, 347.7094, 1952.817, 1198.151, 1442.744, 671.0759, 173.5835, 1312.037, 24.37515, 1349.519
240.4, 145.8074, 329.4472, 2102.409, 1128.349, 1358.103, 769.1415, 177.5212, 1565.688, 23.16784, 1272.815
240.5, 146.3122, 312.1442, 2060.834, 1062.613, 1278.428, 774.2854, 166.6974, 1626.206, 22.02033, 1324.326
240.6, 137.9635, 295.75, 1966.307, 1094.678, 1203.427, 971.6978, 156.5335, 1727.075, 20.92966, 1362.805
240.7, 130.0912, 334.5688, 1928.731, 1097.811, 1350.135, 960.019, 160.2947, 1634.607, 19.893, 1331.413
240.8, 122.6681, 364.3624, 1840.263, 1033.855, 1304.238, 909.9388, 212.424, 1585.282, 18.90769, 1588.296
240.9, 115.6686, 345.2256, 1755.853, 973.6243, 1227.723, 1051.244, 199.4721, 1622.05, 17.97119, 1498.021
241, 131.3878, 327.0938, 1826.401, 1067.706, 1195.67, 996.4053, 262.963, 1535.205, 17.08107, 1532.518
241.1, 123.8907, 318.6705, 1742.627, 1005.504, 1287.086, 945.7925, 246.9296, 1453.01, 16.23504, 1659.426
241.2, 116.8214, 472.1038, 1662.695, 946.9249, 1211.576, 909.129, 231.8738, 1375.215, 15.43091, 1565.108
241.3, 124.193, 447.3083, 2018.772, 891.7587, 1300.988, 1200.968, 280.1733, 1301.586, 156.5243, 1617.506
241.4, 117.1065, 579.2975, 2146.032, 853.7272, 1239.815, 1287.362, 263.0905, 1346.06, 148.7716, 1883.686
241.5, 146.176, 548.872, 2171.342, 803.9907, 1281.329, 1329.985, 386.0064, 1301.615, 189.3565, 1900.861
241.6, 137.8351, 520.0445, 2274.34, 757.1516, 1206.158, 1260.605, 362.4708, 1231.926, 179.9776, 1857.868
241.7, 129.9701, 492.731, 2275.234, 782.2904, 1135.397, 1194.844, 340.3701, 1217.639, 202.0452, 1788.993
241.8, 211.3035, 466.8521, 2359.501, 736.7156, 1167.269, 1196.636, 319.6771, 1152.446, 273.8976, 1687.31
241.9, 199.2464, 582.777, 2294.497, 693.7959, 1098.789, 1260.021, 300.1857, 1261.073, 260.3314, 1591.407
242, 187.8772, 570.3076, 2316.272, 780.8969, 1158.748, 1194.291, 281.8827, 1193.555, 332.5295, 1576.864
242.1, 177.1568, 540.3543, 2312.064, 937.1415, 1101.141, 1174.285, 264.6957, 1205.645, 316.0592, 1708.677
242.2, 167.0481, 511.9742, 2206.013, 882.5454, 1036.541, 1113.028, 248.5567, 1233.928, 300.4047, 1663.914
242.3, 157.5162, 485.0846, 2202.896, 866.4351, 1130.499, 1108.75, 233.4017, 1167.863, 285.5255, 1708.966
242.4, 148.5282, 459.6073, 2351.664, 815.9581, 1064.176, 1058.117, 219.1707, 1105.335, 271.3834, 1652.065
242.5, 273.2203, 508.2942, 2322.432, 791.8724, 1001.744, 1002.919, 205.8074, 1064.924, 257.9417, 1707.989
242.6, 287.3059, 481.5979, 2325.752, 745.7393, 942.9752, 950.6012, 224.3156, 1081.288, 245.1657, 1610.911
242.7, 304.7605, 456.3037, 2302.629, 743.2698, 887.6539, 909.9151, 249.3089, 1078.573, 233.0226, 1519.351
242.8, 287.3706, 632.1783, 2408.611, 754.7451, 965.2796, 1004.167, 234.108, 1020.826, 221.4809, 1432.994
242.9, 270.9731, 598.9754, 2363.24, 710.775, 962.9958, 951.7837, 293.448, 1023.986, 210.5109, 1618.252
243, 255.5111, 611.0895, 2254.841, 750.5399, 1009.632, 902.1331, 275.5559, 969.1612, 200.0842, 1526.274
243.1, 240.9315, 578.9943, 2224.545, 780.4156, 984.7518, 985.9193, 258.7547, 963.8585, 190.174, 1439.524
243.2, 227.1837, 637.5649, 2284.105, 823.4148, 926.9796, 934.4879, 268.9277, 954.7656, 180.7546, 1357.704
243.3, 263.4546, 604.0792, 2336.427, 795.7543, 872.5967, 961.6608, 252.5306, 1054.626, 171.8018, 1483.497
243.4, 263.2022, 572.3521, 2245.496, 809.5165, 821.4042, 995.4578, 237.1333, 1158.073, 163.2924, 1457.52
243.5, 248.1837, 556.4255, 2238.775, 770.9261, 854.5766, 943.5289, 282.3752, 1140.754, 155.2044, 1374.678
243.6, 234.0222, 571.3367, 2204.041, 726.0134, 879.9835, 921.069, 265.1582, 1100.814, 147.5171, 1296.545
243.7, 220.6687, 541.3293, 2102.945, 683.7172, 828.3577, 949.5089, 248.991, 1100.827, 140.2105, 1327.104
243.8, 208.0771, 520.6502, 2189.384, 761.9301, 779.7607, 899.9769, 233.8095, 1041.889, 133.2659, 1280.584
243.9, 196.2041, 493.305, 2154.564, 717.5414, 775.7439, 1040.703, 219.5536, 1096.51, 126.6652, 1207.799
244, 185.0085, 467.3959, 2136.795, 675.7388, 730.2335, 1084.386, 206.167, 1117.619, 120.3914, 1401.87
244.1, 174.4518, 450.951, 2107.494, 653.8657, 687.3931, 1027.818, 193.5965, 1057.781, 114.4284, 1400.09
244.2, 164.4975, 509.3189, 2085.331, 715.3177, 647.0659, 974.2014, 245.498, 1001.147, 108.7607, 1320.512
244.3, 198.3207, 482.5688, 2194.171, 751.8157, 630.0049, 923.3813, 256.9467, 947.5457, 103.3737, 1296.157
244.4, 187.0044, 564.4661, 2158.509, 708.0163, 664.8023, 875.2123, 253.6925, 926.6104, 98.25362, 1329.308
244.5, 176.3338, 534.8196, 2158.781, 666.7686, 625.8005, 829.5561, 287.7081, 876.9995, 93.38708, 1253.754
244.6, 166.272, 557.5704, 2200.178, 627.9238, 709.2341, 786.2816, 270.1659, 830.0447, 244.5953, 1182.493
244.7, 156.7844, 528.2861, 2130.781, 591.3421, 667.6257, 745.2645, 253.6933, 815.2421, 352.2838, 1163.834
244.8, 147.8382, 562.1942, 2033.045, 556.8916, 628.4583, 706.3871, 264.5805, 831.8463, 334.8351, 1097.685
244.9, 180.2231, 532.667, 2049.64, 529.1117, 627.5083, 669.5378, 248.4485, 787.309, 333.4382, 1389.681
245, 169.9394, 504.6906, 1955.626, 502.4962, 615.7314, 634.6108, 233.3, 745.1563, 448.9546, 1310.695
245.1, 160.2425, 478.1836, 1865.924, 532.3735, 625.0413, 601.5058, 219.0752, 705.2605, 441.2855, 1236.198
245.2, 151.099, 455.7942, 2011.964, 501.3584, 588.3721, 659.3551, 205.7178, 717.712, 419.4284, 1165.935
245.3, 193.3058, 461.8669, 1919.678, 472.1502, 553.8542, 714.1774, 338.7921, 713.6669, 434.5234, 1099.666
