 , C000, C002, C003, C004, C005, C006, C008, C009, C010, C011, C012, C014, C015, C016, C019, C022, C026, C029, C044, C045, C052, C055, C082, C090, C113, C116
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
253, 297.7301, 439.7877, 3924.438, 13.09138, 356.1151, 402.9261, 377.8244, 71.21342, 14.12176, 39.9808, 154.5055, 437.8733, 279.6743, 348.4684, 220.5188, 68.67366, 453.1894, 544.6822, 543.8362, 415.0186, 1086.497, 254.3266, 1621.795, 519.6262, 2049.5, 88.09029
253.1, 284.7562, 418.1043, 4026.972, 12.50168, 339.6659, 382.2374, 357.7057, 67.47736, 111.9171, 38.0172, 147.0671, 418.3241, 278.289, 330.6262, 209.7241, 64.94011, 508.7599, 512.1585, 518.0442, 521.2119, 1012.791, 240.2793, 1934.059, 528.1127, 1962.654, 410.6261
253.2, 272.3476, 397.4901, 4031.976, 11.93855, 323.9766, 362.6109, 338.6582, 63.93729, 105.68, 36.15004, 139.9869, 399.6476, 293.6179, 313.6976, 238.5283, 61.40954, 673.3857, 481.5768, 493.4754, 725.3597, 944.0847, 227.0078, 2098.829, 676.0801, 1879.488, 714.8918
253.3, 276.6664, 377.8922, 4039.848, 11.40078, 309.0119, 343.9922, 320.625, 60.58295, 133.8558, 34.37459, 142.0081, 381.805, 303.4545, 297.6358, 226.852, 58.07092, 719.2399, 452.8213, 470.0718, 736.187, 880.0397, 214.4693, 2641.723, 642.4022, 1799.846, 907.8774
253.4, 264.6104, 359.2605, 3823.859, 10.88724, 294.7385, 326.3296, 303.5521, 57.40459, 126.3961, 32.68633, 135.1714, 364.759, 288.1675, 282.3963, 215.7473, 54.9138, 737.3228, 425.7827, 447.7782, 701.7183, 820.3393, 202.6234, 2526.812, 638.4451, 1801.852, 982.8233
253.5, 253.0797, 341.5475, 3789.013, 10.39683, 281.1243, 437.7032, 287.3883, 54.39298, 119.3522, 31.08099, 221.9559, 348.474, 273.6506, 267.9372, 211.376, 51.92833, 701.3262, 400.3586, 426.5418, 668.8633, 764.6889, 191.4318, 2561.503, 606.6418, 1762.553, 1023.61
253.6, 242.0515, 375.0407, 3801.103, 9.928508, 268.139, 447.5833, 434.1077, 152.8885, 112.7007, 29.55449, 310.9927, 394.634, 259.865, 254.2183, 308.9828, 49.10517, 839.0358, 376.4527, 406.3126, 637.5468, 815.2839, 180.8584, 2549.795, 619.6657, 1687.866, 1085.991
253.7, 231.5038, 356.5497, 3913.129, 9.481283, 255.7535, 439.0348, 575.9166, 228.9029, 106.42, 28.10297, 296.0206, 383.6919, 246.7739, 299.8035, 293.8577, 46.43549, 801.7094, 353.9742, 387.0428, 607.6964, 784.5524, 170.8689, 2438.884, 588.798, 1616.344, 1038.089
253.8, 221.4157, 440.8947, 3836.658, 9.054203, 243.9401, 457.1804, 698.4714, 216.894, 100.4893, 26.72273, 302.3079, 366.5616, 234.3423, 369.3145, 279.473, 43.91095, 851.5143, 332.838, 545.4872, 579.2437, 828.9882, 161.4312, 2332.796, 559.4678, 1933.323, 992.3005
253.9, 211.7673, 419.1568, 3818.482, 8.733687, 232.6724, 488.1968, 704.085, 205.5151, 94.88907, 25.41029, 287.7539, 350.1961, 226.3844, 350.405, 379.4273, 41.52367, 809.9427, 312.9637, 661.6021, 552.1231, 772.751, 152.5148, 2231.323, 531.5988, 2061.46, 1007.027
254, 202.5393, 398.4906, 3786.873, 26.78374, 221.9251, 505.236, 666.9093, 194.7332, 89.60096, 24.1623, 301.3657, 334.5613, 261.8375, 503.5765, 360.8538, 39.26617, 770.4008, 294.2763, 630.2249, 526.2723, 720.329, 144.0909, 2315.476, 633.2841, 1974.107, 962.6086
254.1, 193.7134, 378.8434, 3912.78, 75.98866, 211.6743, 479.2941, 780.9034, 184.5169, 84.60755, 22.97561, 456.8363, 375.5158, 257.9704, 477.7926, 343.1896, 37.1314, 732.7892, 276.7047, 723.5475, 501.6319, 671.4631, 136.1322, 2214.757, 601.738, 1890.456, 1087.98
254.2, 185.2721, 465.8636, 3833.417, 72.56578, 201.8969, 571.1024, 785.2538, 174.8366, 79.89243, 21.84719, 434.8428, 465.1493, 244.9748, 457.2513, 368.1738, 35.1127, 805.1608, 260.1823, 757.0359, 478.1452, 814.9789, 128.6132, 2135.039, 571.7632, 1960.986, 1039.991
254.3, 177.1987, 489.2531, 3703.349, 69.29709, 192.5712, 541.7785, 743.4399, 195.1231, 75.44007, 20.7742, 413.9081, 506.7578, 259.1077, 606.02, 375.5268, 33.20374, 779.7791, 244.6464, 763.8405, 455.7581, 782.2112, 121.5094, 2077.616, 543.2817, 2187.619, 994.1184
254.4, 169.4771, 465.131, 3769.07, 114.513, 183.6762, 513.9603, 703.8525, 299.6357, 71.23584, 19.75391, 393.9814, 544.1326, 246.0548, 574.9908, 357.1443, 31.39857, 741.7097, 230.0383, 1033.203, 434.4193, 782.6541, 114.798, 1987.243, 516.2189, 2094.92, 1080.441
254.5, 162.0919, 442.1981, 3621.221, 109.3548, 175.1921, 564.8616, 666.3731, 283.916, 67.26591, 18.78372, 375.0139, 519.8393, 233.6594, 624.1763, 354.7352, 29.69154, 705.4989, 328.1878, 1179.919, 414.0795, 729.5602, 108.4573, 1966.863, 616.7067, 2201.639, 1059.313
254.6, 155.0286, 420.3959, 3638.017, 104.4289, 167.0999, 535.8582, 630.8895, 416.7973, 63.51722, 17.86119, 356.9596, 496.6306, 221.8884, 592.2174, 495.6149, 28.07731, 671.0559, 308.5913, 1123.96, 394.692, 680.0682, 102.4669, 1881.308, 585.9864, 2108.347, 1100.744
254.7, 148.273, 399.6686, 3581.043, 169.9307, 159.3815, 508.3439, 597.2953, 438.7903, 59.97744, 16.98396, 339.7745, 474.4581, 404.0541, 561.8949, 471.3539, 26.55085, 787.038, 290.1649, 1120.802, 376.2123, 716.7374, 96.80724, 1799.474, 556.7963, 2130.071, 1052.192
254.8, 141.8119, 379.9633, 3612.912, 162.2762, 152.0195, 482.2423, 565.4899, 432.0711, 56.63494, 16.14982, 323.4167, 535.6602, 383.6993, 533.1249, 448.2805, 25.10737, 748.6143, 331.8072, 1069.88, 358.5978, 668.1152, 91.46024, 1893.991, 529.0603, 2132.334, 1005.781
254.9, 135.6323, 361.2296, 3419.75, 154.9666, 144.9977, 457.481, 535.3782, 409.4034, 53.47871, 15.35664, 456.5389, 511.7451, 364.3698, 505.8281, 426.3366, 23.74237, 776.7949, 311.9945, 1044.196, 341.808, 622.7914, 86.40856, 2034.276, 603.6168, 2271.382, 1071.885
255, 129.7219, 343.4194, 3473.139, 147.9862, 138.3001, 472.0529, 506.8698, 387.9248, 50.49837, 14.60242, 434.5598, 488.8978, 483.0593, 479.9288, 405.4669, 22.45158, 738.8712, 293.3649, 1156.079, 325.8044, 625.7674, 81.63591, 1945.788, 573.5485, 2338.317, 1047.196
255.1, 124.0692, 326.4874, 3320.548, 141.3202, 131.912, 490.1277, 579.4184, 518.2075, 47.68413, 13.88525, 413.6387, 530.6927, 458.7244, 455.3557, 503.6868, 21.23096, 702.799, 275.8477, 1101.25, 310.55, 658.1769, 77.12687, 1883.174, 544.978, 2359.316, 1173.426
255.2, 118.6627, 310.3903, 3257.581, 134.9545, 125.8189, 464.9615, 642.9659, 491.0208, 45.02672, 13.20329, 393.7249, 520.7331, 435.6154, 432.0407, 479.0307, 20.07671, 668.4879, 259.3765, 1049.023, 296.0098, 613.5273, 72.86688, 2012.016, 528.3415, 2460.006, 1439.212
255.3, 113.4918, 295.0867, 3190.305, 128.8755, 120.0072, 441.0875, 661.6751, 465.2604, 42.51741, 12.55483, 374.7698, 497.4845, 413.6706, 409.9195, 517.4465, 18.98521, 635.8518, 243.8887, 999.2716, 282.1505, 572.4622, 68.84219, 1924.497, 502.0229, 2436.892, 1415.066
255.4, 108.5463, 374.6228, 3202.449, 123.0704, 114.464, 418.4394, 626.4416, 440.8515, 43.12734, 11.93822, 360.8354, 475.2739, 392.8313, 450.9083, 492.1168, 17.95305, 604.8091, 229.3258, 951.8801, 268.94, 533.6273, 65.03979, 1869.227, 517.5296, 2333.63, 1461.458
255.5, 103.8163, 407.0551, 3069.629, 117.5267, 109.1769, 721.163, 593.0842, 417.7231, 109.7463, 11.35189, 343.4637, 454.0548, 373.0418, 442.669, 468.0271, 16.97701, 575.2819, 215.6325, 949.0663, 256.348, 574.4656, 61.44741, 1828.509, 491.7496, 2299.351, 1425.256
255.6, 99.29237, 452.831, 2985.78, 112.2328, 104.1339, 684.134, 561.5031, 395.8082, 103.6302, 10.79436, 328.3889, 433.7831, 354.2492, 420.0036, 445.1165, 16.05402, 547.1962, 202.7568, 904.0559, 244.3456, 535.4948, 58.05345, 1748.971, 467.2538, 2467.653, 1362.39
255.7, 94.9656, 510.4409, 3060.548, 107.1773, 99.32394, 672.873, 531.6036, 375.0429, 97.855, 10.26421, 312.5793, 414.4165, 336.4034, 398.4987, 423.3275, 15.18122, 520.4816, 190.6499, 1008.785, 232.9052, 499.1678, 54.84695, 1672.894, 443.9782, 2363.088, 1302.297
255.8, 90.82737, 485.274, 2961.188, 102.3496, 94.73611, 682.1402, 515.803, 355.3671, 92.4016, 9.760102, 349.6805, 612.5065, 344.7412, 378.095, 402.6051, 14.35587, 495.0713, 179.2659, 1003.561, 222.0005, 465.3051, 51.81756, 1600.126, 439.521, 2262.954, 1244.854
255.9, 86.86947, 461.348, 2909.693, 97.7393, 90.36019, 647.1149, 513.0984, 462.7652, 87.25211, 9.280749, 377.8088, 585.1606, 327.3743, 358.7359, 382.8971, 13.57539, 470.9016, 168.5617, 955.9664, 211.6062, 433.7396, 48.95549, 1530.523, 417.6269, 2381.167, 1419.267
256, 83.08404, 438.6017, 2918.946, 93.33668, 86.1864, 613.8881, 485.7765, 526.8378, 82.3896, 8.824939, 359.62, 559.0356, 310.8823, 412.9963, 364.1538, 12.83735, 447.9118, 158.4967, 910.6287, 201.6987, 404.3155, 46.25151, 1682.635, 481.6606, 2280.267, 1461.616
256.1, 79.46355, 416.9768, 2861.354, 89.13237, 82.20541, 582.3672, 459.9094, 499.1984, 77.79808, 8.391515, 342.3068, 534.0769, 295.2211, 480.387, 346.328, 12.13942, 426.0445, 149.0326, 867.4412, 192.255, 376.8874, 43.69688, 1609.443, 457.6674, 2415.559, 1397.147
256.2, 76.00084, 396.4181, 2728.671, 85.11745, 78.40829, 552.4649, 596.5685, 473.0089, 73.46244, 7.979378, 325.8271, 555.623, 280.3489, 455.7904, 329.3748, 11.47945, 405.2447, 140.1337, 826.3019, 183.2535, 351.32, 41.28334, 1662.962, 434.8693, 2341.833, 1442.318
256.3, 72.68902, 376.873, 2657.342, 81.28337, 89.83226, 524.098, 564.8018, 535.6893, 69.36842, 7.587483, 310.1408, 530.8167, 266.2259, 432.4532, 431.9254, 10.85535, 385.4603, 131.7661, 787.1136, 174.6735, 327.4871, 39.00312, 1700.667, 413.2069, 2409.018, 1378.699
256.4, 69.52151, 358.2917, 2887.625, 77.622, 85.68286, 497.1875, 562.2859, 507.5854, 65.50256, 7.214835, 295.2097, 507.1179, 252.8143, 410.3109, 410.7821, 10.26518, 366.6419, 123.8982, 749.7839, 166.4951, 305.2709, 36.84884, 1680.099, 392.6236, 2306.938, 1466.332
256.5, 66.49203, 340.6264, 2823.943, 74.12556, 81.72512, 471.6588, 532.3448, 480.956, 61.85215, 6.860489, 280.9974, 484.4772, 303.7841, 389.3023, 410.5282, 9.707098, 348.7422, 116.5001, 714.2247, 158.6997, 284.5619, 34.81355, 1752.73, 373.0656, 2332.78, 1401.654
256.6, 63.59457, 323.8321, 2865.992, 70.78661, 77.95019, 447.4409, 522.4405, 455.7237, 58.40516, 6.523547, 267.4693, 462.8473, 288.4805, 369.3694, 390.4323, 9.179357, 331.7163, 164.5023, 791.455, 151.2693, 265.2577, 32.89067, 1676.489, 354.4819, 2347.561, 1339.829
256.7, 60.82336, 307.8659, 2893.166, 67.59805, 74.34962, 424.4666, 494.6211, 580.6927, 55.15028, 6.203152, 264.9436, 442.183, 273.9479, 375.9057, 371.3201, 8.680306, 315.5217, 154.6797, 753.9194, 144.1868, 247.2631, 31.074, 1617.824, 336.8239, 2295.133, 1280.731
256.8, 58.17292, 292.6868, 2875.405, 64.55313, 70.91537, 402.6718, 569.7225, 550.2279, 52.07679, 5.898494, 252.1884, 422.4413, 265.8574, 356.6587, 395.5002, 8.208388, 300.1177, 240.7763, 718.164, 137.4359, 230.4892, 29.35768, 1736.261, 320.0455, 2197.879, 1237.347
256.9, 55.63797, 468.8418, 2721.672, 61.64537, 67.63976, 447.047, 539.3854, 600.1647, 49.17458, 5.608798, 240.0473, 403.5811, 252.4644, 465.3565, 376.14, 7.762127, 285.4657, 226.3992, 684.1043, 131.0011, 214.8532, 27.73615, 1660.736, 408.7134, 2206.91, 1182.769
257, 53.21348, 445.7259, 2762.092, 123.249, 64.51543, 453.5387, 510.6637, 585.739, 46.43411, 5.33333, 269.0772, 385.5628, 330.7302, 478.9319, 357.7275, 7.340127, 271.5291, 212.8806, 741.2422, 124.8675, 304.8865, 26.20418, 1630.749, 388.3539, 2266.074, 1175.544
257.1, 50.89464, 423.7498, 2812.658, 157.387, 61.53543, 430.2512, 483.4714, 555.0094, 43.84637, 5.071392, 256.123, 368.349, 332.1843, 730.1179, 340.2163, 6.94107, 258.2728, 386.5652, 706.088, 119.0211, 368.7253, 24.75683, 1788.889, 369.0086, 2318.564, 1123.693
257.2, 48.67685, 402.8572, 2662.28, 150.2976, 92.8142, 408.1594, 457.727, 525.892, 53.81959, 4.822318, 243.7925, 351.9037, 315.45, 1224.613, 365.7527, 6.563708, 245.6637, 363.4828, 816.035, 113.4485, 412.8694, 23.38943, 1898.616, 394.2414, 2238.537, 1074.128
257.3, 78.42661, 382.9947, 2680.309, 143.5275, 88.52706, 468.064, 433.3535, 509.0428, 50.82026, 4.585477, 232.0556, 336.1927, 403.7235, 2126.856, 390.8153, 6.206862, 233.6702, 382.636, 777.3337, 108.1367, 384.8611, 22.09754, 1826.882, 374.6028, 2520.711, 1026.75
257.4, 75.00909, 433.7273, 2537.007, 137.0623, 84.43795, 570.1038, 410.2779, 482.3369, 47.98808, 4.360268, 236.9823, 321.183, 383.3853, 2617.428, 543.4426, 5.869416, 222.2623, 359.7883, 937.8978, 103.0737, 358.7527, 20.87702, 1868.085, 355.9425, 2528.685, 1098.786
257.5, 166.5719, 412.3427, 2616.345, 130.8884, 80.53771, 540.8312, 388.4311, 457.0321, 45.31373, 4.14612, 225.5733, 306.8435, 364.0716, 2715.817, 516.8404, 5.550316, 211.4113, 487.6258, 945.2798, 98.24773, 533.6857, 19.72391, 1919.983, 338.2118, 2970.171, 1050.32
257.6, 159.3133, 392.0125, 2724.492, 124.9926, 224.5051, 657.4598, 367.7475, 433.0549, 42.78842, 3.94249, 214.7135, 293.1442, 345.7309, 2787.93, 491.5404, 5.248565, 201.09, 458.509, 900.449, 93.64771, 630.3396, 18.63449, 1836.467, 321.3642, 3212.426, 1003.992
257.7, 163.1619, 372.6847, 2578.828, 119.3624, 340.3317, 623.7017, 348.1654, 410.3355, 40.40385, 3.74886, 204.3765, 280.0565, 328.3142, 2645.183, 467.4789, 4.963219, 191.2726, 529.3566, 857.7443, 89.26307, 647.3648, 17.60524, 2123.614, 305.3559, 3165.809, 1093.069
257.8, 156.052, 354.3098, 3122.801, 113.9858, 475.583, 715.4242, 401.6909, 399.754, 38.15217, 3.56474, 194.5372, 267.5532, 311.7748, 2511.686, 444.5952, 4.693386, 181.9346, 497.748, 817.0648, 85.08372, 685.7018, 16.63284, 2185.396, 290.1451, 3373.83, 1044.855
257.9, 149.2518, 406.3013, 3187.5, 108.8513, 539.8696, 678.6899, 380.3013, 399.9063, 36.02597, 3.389663, 185.1716, 255.608, 296.0687, 2404.029, 422.8317, 4.438222, 330.4975, 570.387, 778.3146, 81.10004, 691.7106, 15.71415, 2230.048, 325.482, 3649.336, 1006.768
258, 142.748, 402.6444, 3065.002, 103.9482, 517.6769, 643.8417, 449.1999, 378.926, 34.01826, 3.223185, 176.2569, 244.1962, 305.7042, 2407.484, 402.1335, 4.196932, 314.3624, 545.7918, 769.3946, 77.30289, 714.3333, 14.8462, 2190.507, 338.618, 3806.561, 1003.221
258.1, 136.5276, 382.7924, 3190.41, 99.26588, 617.6916, 610.7829, 437.859, 359.0464, 32.12245, 3.064883, 167.7713, 233.2938, 290.3039, 2316.25, 382.4486, 3.968759, 346.0065, 513.2018, 798.0591, 73.68352, 745.7138, 14.02619, 2095.224, 321.7503, 3690.982, 1099.689
258.2, 130.5783, 415.0885, 3246.253, 94.79449, 657.9741, 822.3301, 483.5452, 340.2098, 30.33228, 2.914356, 159.6943, 222.8782, 275.6794, 2197.655, 363.7273, 3.752992, 329.1142, 482.5579, 975.0151, 70.2336, 708.6838, 13.25147, 2285.836, 305.7227, 3696.682, 1209.031
258.3, 124.8882, 394.623, 3145.848, 327.8091, 627.5818, 780.1066, 588.0891, 322.3614, 28.64188, 2.771222, 152.0061, 212.9276, 261.7916, 2238.212, 345.9224, 3.548954, 313.0466, 633.9923, 928.774, 66.94522, 792.689, 12.51955, 2186.406, 290.4936, 3836.773, 1228.132
258.4, 119.446, 375.1664, 3103.384, 313.0431, 598.5935, 830.4872, 556.774, 305.4494, 27.04569, 2.635117, 144.6881, 203.4212, 248.6034, 2123.612, 328.989, 3.35601, 474.0223, 596.1358, 884.7259, 63.8108, 745.3162, 11.82805, 2091.301, 276.0231, 3674.193, 1367.832
258.5, 114.241, 764.6584, 3048.778, 298.9422, 624.5596, 850.5352, 527.1263, 289.4246, 25.53845, 2.505697, 137.7224, 194.3393, 236.0796, 2168.973, 312.8846, 3.173556, 515.702, 701.2589, 842.7668, 60.82314, 782.6977, 11.17474, 2196.909, 262.2734, 3720.416, 1332.849
258.6, 109.2629, 947.3265, 3152.51, 285.4765, 630.4332, 838.366, 499.0574, 311.3577, 24.11521, 2.382634, 131.092, 185.6629, 261.1416, 2230.93, 297.5685, 3.00102, 570.7894, 723.579, 999.6631, 57.97536, 729.6008, 10.55752, 2136.073, 333.4746, 3618.074, 1274.058
258.7, 104.5016, 1061.542, 2983.963, 272.6173, 601.3131, 795.3192, 506.773, 295.0229, 22.77128, 2.265615, 124.7808, 177.3738, 247.9861, 2235.532, 283.0021, 2.837865, 546.0916, 680.3731, 1214.337, 55.26092, 680.106, 9.974395, 2043.157, 446.2935, 3624.731, 1217.861
258.8, 99.94783, 1133.197, 2959.287, 353.0479, 676.4739, 754.4825, 504.7594, 313.7087, 21.50225, 2.154342, 118.7735, 169.4548, 235.4935, 2121.069, 269.1488, 2.68358, 538.8185, 639.7471, 1156.746, 221.1808, 633.9688, 9.423473, 2047.716, 424.062, 3560.197, 1470.686
258.9, 95.59249, 1077.326, 2912.081, 343.6184, 645.2272, 730.0937, 477.8815, 297.2506, 20.30394, 2.048535, 113.0554, 161.8893, 223.6301, 2345.258, 255.9737, 2.537683, 588.4329, 601.547, 1147.174, 210.825, 610.8457, 8.902982, 1958.643, 500.4906, 3602.119, 1591.873
259, 91.42694, 1024.209, 2955.88, 328.1403, 615.4238, 766.1501, 452.4348, 281.656, 19.17242, 1.947924, 107.6126, 154.6616, 212.3644, 2280.516, 243.4434, 2.399719, 559.7051, 565.6278, 1092.768, 200.954, 569.407, 8.411239, 1986.876, 475.5594, 3449.482, 1521.657
259.1, 87.44291, 973.7116, 2852.485, 358.9556, 586.997, 726.8113, 572.4758, 266.8795, 18.10395, 1.852255, 102.4318, 147.7566, 201.6662, 2163.75, 231.5266, 2.269254, 532.3799, 531.8534, 1134.603, 191.5452, 530.7794, 7.946656, 2025.5, 451.8701, 3435.336, 1522.777
259.2, 83.63248, 925.7036, 2729.54, 342.7866, 559.8833, 689.4923, 541.9921, 252.8782, 17.09503, 1.761284, 97.5004, 141.1599, 212.5889, 2211.527, 220.193, 2.145883, 506.3888, 500.0957, 1080.793, 183.9444, 516.319, 7.507734, 1937.394, 429.3608, 3404.406, 1678.911
259.3, 79.98811, 880.0626, 2583.606, 350.0527, 534.022, 654.0895, 513.1316, 239.6115, 16.14233, 1.674781, 92.80644, 134.8577, 201.8794, 2098.293, 209.4143, 2.029219, 481.6665, 632.9802, 1029.536, 175.332, 481.2928, 7.093056, 1853.12, 407.9728, 3439.932, 1604.857
259.4, 76.50253, 1016.823, 2655.236, 425.4584, 509.3552, 620.5045, 485.8079, 242.6829, 15.24273, 1.592527, 88.33846, 128.8368, 191.7094, 2109.832, 199.1632, 1.918897, 458.1512, 595.1841, 980.7087, 167.1228, 458.7743, 6.701281, 1840.644, 387.6503, 3381.482, 1534.069
259.5, 73.16885, 966.6896, 2550.103, 436.1721, 485.8278, 588.644, 459.9391, 229.9511, 14.39326, 1.514312, 84.08557, 123.0848, 182.0517, 2001.805, 189.4139, 1.814573, 435.7839, 559.6449, 1048.561, 159.298, 427.6519, 6.331146, 1760.579, 427.8159, 3513.019, 1490.866
259.6, 69.98043, 985.0283, 2424.916, 416.525, 463.3871, 558.4194, 435.4479, 281.1361, 13.59113, 1.439939, 80.03744, 117.5895, 172.8806, 2037.3, 180.1419, 1.715921, 497.5568, 526.2277, 998.832, 151.8396, 432.0429, 5.981454, 1765.675, 406.5049, 3364.157, 1443.687
259.7, 66.93095, 1055.466, 2469.216, 397.7628, 540.4703, 529.7466, 412.2607, 266.3868, 12.83371, 1.369219, 76.1842, 112.3396, 164.1715, 1932.987, 171.3237, 1.622633, 473.2657, 494.806, 951.4614, 144.7304, 402.7339, 5.651077, 1872.998, 501.9946, 3221.604, 1380.008
259.8, 64.01437, 1003.427, 2337.2, 452.5426, 532.0359, 502.5462, 390.3083, 252.4114, 12.11849, 1.301971, 72.51646, 107.3241, 155.9011, 1834.015, 162.9372, 1.534416, 523.8954, 465.2604, 930.8732, 147.8055, 375.4131, 5.338948, 1791.526, 543.2034, 3148.036, 1319.138
259.9, 61.22487, 1065.395, 2338.326, 432.158, 507.4609, 476.7423, 369.5248, 239.1692, 11.44314, 1.238027, 69.02529, 102.5326, 148.0473, 1838.682, 154.9612, 1.450995, 498.3185, 437.4791, 886.7255, 289.2726, 349.9457, 5.044059, 1713.598, 516.1445, 3281.868, 1260.953
260, 58.55693, 1110.851, 2220.856, 613.4843, 621.9241, 452.2634, 383.484, 371.9572, 10.80542, 1.177223, 65.7022, 97.9549, 140.5892, 1744.538, 147.3757, 1.372109, 473.9902, 411.3567, 844.6716, 277.7772, 382.0561, 4.765458, 1740.931, 567.8908, 3216.177, 1205.334
260.1, 56.00524, 1111.88, 2102.119, 585.8502, 593.197, 429.0414, 363.0639, 352.4433, 10.20324, 1.119406, 62.5391, 93.58162, 133.5068, 1864.615, 140.1614, 1.297513, 536.8312, 386.794, 875.7993, 264.7715, 408.6866, 4.502245, 1742.38, 546.4998, 3319.324, 1152.168
260.2, 53.56475, 1176.886, 2144.769, 577.8241, 738.1461, 407.0118, 412.329, 333.9531, 9.634619, 1.064428, 59.52828, 89.40358, 126.7812, 1949.854, 133.3004, 1.226971, 931.3352, 515.6517, 893.7572, 252.3747, 402.2872, 4.25357, 1666.589, 519.2767, 3229.31, 1128.671
260.3, 51.23061, 1875.578, 2030.1, 611.3881, 704.0507, 552.6996, 390.3729, 316.4329, 9.097688, 1.01215, 56.66241, 85.41208, 120.3944, 1992.594, 126.7751, 1.160265, 1354.938, 549.7119, 1092.378, 255.8636, 374.9967, 4.018631, 2087.219, 638.7466, 3175.387, 1380.104
260.4, 48.99818, 2427.19, 2029.382, 583.8484, 713.8195, 667.002, 369.5859, 299.8319, 8.590679, 0.9624397, 53.93451, 81.59878, 114.3293, 1890.57, 120.5693, 1.097185, 2359.347, 650.1111, 1344.917, 243.8839, 359.6878, 3.796667, 2028.347, 606.9284, 3245.883, 1607.205
260.5, 46.86303, 2769.016, 1980.967, 557.5492, 725.4189, 822.5234, 349.9059, 284.1018, 8.111926, 0.9151709, 51.33794, 77.95573, 119.0803, 1841.849, 114.6673, 1.037535, 2699.015, 639.8237, 1349.594, 295.146, 476.463, 3.586964, 2046.713, 718.7573, 3191.073, 1609.167
260.6, 44.82092, 2685.411, 1951.118, 532.4346, 787.7202, 842.1179, 331.2738, 269.197, 7.659853, 0.8702236, 48.86637, 74.47532, 113.0814, 1813.138, 109.0542, 0.9811281, 2852.869, 601.619, 1285.589, 281.3271, 444.1406, 3.388843, 1957.684, 695.595, 3223.027, 1543.891
260.7, 42.86779, 2553.009, 1945.45, 571.4583, 839.1339, 798.8784, 313.6338, 255.0741, 7.232975, 0.8274839, 46.5138, 71.1503, 107.3848, 1882.653, 103.7159, 0.9277875, 2970.769, 565.6955, 1224.618, 268.1552, 414.0109, 3.201665, 1872.528, 660.9449, 3314.07, 1549.069
260.8, 40.99978, 2501.682, 1873.071, 545.7172, 958.5261, 757.859, 296.9331, 241.6922, 6.829885, 0.7868432, 44.27448, 67.97373, 101.9751, 1786.258, 98.63883, 0.8773469, 2927.64, 751.5231, 1327.995, 255.6, 425.7853, 3.024826, 2064.015, 697.8788, 3499.716, 1680.292
260.9, 39.21317, 2457.359, 1944.908, 521.1356, 914.2512, 718.9459, 281.1218, 229.0123, 6.44926, 0.7481986, 42.14297, 64.93898, 175.7914, 1743.125, 93.81033, 0.8296486, 3118.082, 743.48, 1466.757, 243.6326, 507.1886, 2.857754, 2331.916, 663.115, 3612.197, 1606.176
261, 37.50441, 2429.543, 1954.49, 497.6613, 872.0214, 770.2376, 316.5882, 216.9976, 6.089847, 0.7114519, 40.11409, 62.03972, 166.9357, 1782.244, 89.2182, 0.7845435, 3020.356, 699.0859, 1475.935, 232.2256, 472.7818, 2.69991, 2230.481, 679.649, 3745.038, 1631.653
261.1, 35.87012, 2309.756, 1931.336, 475.2444, 884.6078, 730.6888, 299.7302, 205.6133, 5.750463, 0.67651, 38.18287, 59.2699, 158.526, 1722.654, 84.85085, 0.7418906, 2872.9, 810.618, 1405.938, 221.3526, 440.7091, 2.550785, 2190.345, 717.2968, 3586.345, 1559.683
261.2, 34.30704, 2195.876, 2081.208, 453.8372, 843.7473, 693.1708, 283.7699, 194.8262, 5.429994, 0.6432843, 36.34464, 56.62374, 150.54, 1815.06, 80.6973, 0.7015566, 2896.531, 762.215, 1446.394, 210.9888, 410.8122, 2.409896, 2383.469, 681.5656, 3512.192, 1640.799
261.3, 32.81207, 2190.316, 2077.635, 433.3943, 804.7741, 657.5791, 268.6595, 184.6051, 78.79826, 0.6116903, 34.59489, 54.09572, 142.9563, 1722.126, 76.74706, 0.6634154, 2867.229, 802.0162, 1377.798, 201.1101, 390.5381, 2.276789, 2279.792, 802.8494, 3612.754, 1568.425
261.4, 31.38225, 2221.009, 1966.555, 413.8723, 776.7775, 648.2614, 254.3536, 174.9201, 74.40688, 0.5816481, 32.92939, 51.68056, 135.7547, 1633.95, 72.9902, 0.6273478, 2727.249, 754.1268, 1481.516, 191.694, 369.7228, 2.151034, 2418.38, 762.8566, 3459.666, 1684.613
261.5, 30.01473, 2414.669, 1861.414, 583.4126, 804.4968, 614.9756, 381.045, 165.7433, 70.26023, 0.5530813, 31.34407, 49.37324, 128.9158, 1576.018, 69.41724, 0.593241, 3200.728, 709.0969, 1615.178, 192.3026, 346.4623, 2.032224, 2313.185, 807.0649, 3538.836, 1769.228
261.6, 28.7068, 2419.693, 1761.894, 557.1331, 1018.912, 781.2753, 360.7548, 157.0479, 66.34467, 0.5259175, 29.83507, 47.16893, 122.4215, 1495.324, 66.01917, 0.5609886, 3724.571, 720.1134, 1538.577, 183.2989, 324.5376, 1.919977, 2212.565, 871.3624, 3410.089, 1711.117
