 , C000, C002, C003, C004, C005, C006, C008, C009, C010, C011, C012, C014, C015, C016, C019, C022, C026, C029, C044, C045, C052, C055, C082, C090, C113, C116
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
384, 458.5692, 334.3055, 342.2306, 279.7261, 633.0389, 1.342152, 34.91281, 432.1378, 347.7046, 173.9994, 156.9618, 691.9547, 386.5683, 157.5035, 1134.066, 190.3252, 952.9626, 305.7907, 77.7029, 686.1295, 86.81126, 813.389, 35.72744, 391.218, 500.4577, 1067.347
384.1, 612.824, 317.8228, 323.9333, 267.1259, 625.7823, 1.273238, 33.05374, 409.4666, 370.2918, 165.4537, 149.4052, 685.0046, 367.0943, 149.4391, 1122.503, 214.9413, 946.5153, 294.591, 74.01776, 654.0045, 80.92213, 768.4627, 34.17336, 371.7301, 479.2513, 1020.267
384.2, 586.1196, 405.7543, 351.9946, 255.0934, 807.5464, 1.207862, 31.29366, 387.9847, 349.6557, 174.8246, 142.2124, 654.4219, 348.6013, 141.7876, 1235.398, 203.2556, 1099.195, 277.0006, 70.50739, 914.3144, 75.43252, 1128.943, 32.68687, 401.0378, 458.9434, 975.2648
384.3, 560.5787, 414.5266, 335.5879, 243.6028, 770.2454, 1.145843, 57.95246, 367.6299, 330.1696, 186.4944, 135.3658, 639.2842, 358.8083, 134.5278, 1174.923, 192.2053, 1045.532, 287.182, 67.16351, 871.5056, 70.31531, 1066.587, 31.26505, 381.0607, 439.496, 932.2473
384.4, 536.1509, 474.7145, 317.6458, 505.0675, 734.6673, 1.087008, 54.86655, 348.343, 471.6876, 177.335, 128.8489, 717.6011, 340.7328, 127.6398, 1159.619, 314.2549, 1155.178, 270.034, 63.97821, 919.5681, 65.54524, 1007.676, 29.90507, 362.0787, 420.8727, 891.1271
384.5, 615.7998, 880.8721, 330.3192, 897.8757, 990.9563, 1.031194, 51.94497, 330.0679, 540.9453, 300.5844, 122.6457, 713.6354, 323.5678, 121.1044, 1102.854, 297.1699, 1220.185, 253.9099, 60.94397, 1073.62, 61.09877, 952.0184, 215.2986, 344.0422, 403.0386, 961.8161
384.6, 623.1539, 1117.46, 312.6588, 1263.355, 1176.437, 0.9782463, 49.17895, 312.7516, 563.3578, 346.6007, 116.7412, 681.7745, 307.2676, 114.9036, 1048.868, 281.0138, 1511.281, 429.4912, 239.457, 1023.352, 56.95393, 899.4351, 205.9334, 432.027, 385.9601, 1122.751
384.7, 731.5157, 1062.365, 295.9426, 1307.077, 1353.338, 0.9280171, 46.56022, 363.0365, 531.9623, 329.5779, 111.1209, 651.3361, 291.7885, 109.0204, 1056.4, 566.272, 1581.957, 562.33, 454.2781, 975.4383, 53.09028, 849.7561, 408.3041, 410.5062, 369.6054, 1073.228
384.8, 704.9805, 1046.151, 280.1202, 1347.984, 1290.827, 0.880367, 44.08094, 522.1721, 525.6829, 317.0345, 105.7712, 622.2567, 277.0892, 103.4384, 1007.303, 626.6463, 1504.724, 528.7526, 566.1741, 1126.708, 71.30126, 802.821, 390.5435, 500.4199, 353.9437, 1156.016
384.9, 765.6843, 994.5712, 265.1437, 1287.265, 1231.203, 0.8351635, 41.73368, 494.7774, 677.4308, 387.2665, 198.325, 594.4755, 263.1304, 98.14216, 1005.629, 625.3544, 1446.682, 497.1801, 539.3227, 1174.547, 72.44823, 758.4784, 406.0461, 475.4922, 338.9456, 1139.396
385, 732.3188, 945.5348, 250.9679, 1229.28, 1212.052, 0.792281, 39.5114, 468.8199, 709.6934, 368.2465, 188.777, 656.6518, 249.8748, 93.11712, 1146.065, 628.0502, 1376.054, 467.4928, 513.7448, 1119.554, 95.45695, 973.7546, 529.9267, 493.2891, 324.583, 1174.961
385.1, 700.4072, 938.6021, 237.55, 1173.908, 1164.261, 0.7516004, 37.40746, 444.2242, 686.9305, 350.1606, 216.9036, 739.8282, 237.2869, 88.34937, 1089.964, 737.376, 1308.874, 439.5782, 489.3799, 1126.229, 88.98132, 966.8972, 506.8758, 644.2568, 310.8291, 1178.557
385.2, 726.8799, 1072.88, 278.0226, 1181.689, 1124.353, 0.7130086, 180.0261, 420.9189, 648.6483, 332.963, 206.4612, 867.1399, 225.3332, 83.82574, 1036.609, 697.2874, 1244.974, 413.3304, 466.1705, 1112.58, 82.94498, 976.3368, 484.8275, 650.0218, 297.658, 1126.573
385.3, 1066.646, 1019.983, 266.3509, 1128.46, 1088.211, 0.6763984, 170.4399, 398.8363, 612.4995, 316.61, 196.5215, 872.4738, 213.9817, 79.53372, 985.8655, 659.3783, 1184.194, 388.6498, 444.0619, 1060.489, 77.31814, 1071.24, 463.7383, 617.6419, 285.045, 1129.883
385.4, 1020.166, 969.6932, 252.1105, 1077.629, 1143.737, 0.6416679, 354.4794, 377.9122, 578.3653, 301.0602, 187.0604, 833.5214, 203.202, 75.46146, 1086.753, 623.5302, 1126.38, 365.4431, 423.0018, 1227.416, 72.07301, 1012.072, 443.5665, 597.8333, 272.9664, 1108.431
385.5, 975.7112, 921.8834, 569.6146, 1138.766, 1090.907, 124.3149, 407.8895, 358.0858, 546.654, 286.274, 271.0556, 907.5126, 192.9654, 71.59771, 1033.555, 589.631, 1350.814, 343.6219, 402.9405, 1169.948, 67.18371, 1268.225, 424.2721, 568.053, 261.3997, 1236.811
385.6, 1037.861, 1090.608, 698.9081, 1182.21, 1040.517, 117.9318, 401.9454, 339.2996, 759.7681, 499.8164, 412.8182, 1210.798, 183.2445, 165.6676, 982.9612, 803.1508, 1284.866, 841.5378, 383.8307, 1269.56, 62.62608, 1198.177, 405.8169, 656.8075, 250.3231, 1435.427
385.7, 992.6354, 1283.847, 661.5413, 1435.138, 1150.309, 159.9459, 380.5423, 321.4989, 800.7314, 482.1541, 662.2136, 1666.021, 174.0132, 157.1851, 1051.055, 759.4863, 1222.138, 1262.293, 365.6271, 1248.47, 58.37764, 1131.997, 388.1646, 624.0896, 239.7158, 1409.15
385.8, 949.3802, 1220.548, 927.4576, 1370.493, 1097.176, 151.7333, 360.2788, 304.6321, 756.1072, 569.0242, 630.3326, 2198.661, 165.247, 149.137, 1056.986, 1089.921, 1259.488, 1227.462, 348.2868, 1190.016, 121.3036, 1252.849, 371.28, 593.0015, 229.5581, 1346.994
385.9, 908.0099, 1160.37, 890.7433, 1308.76, 1059.01, 143.9424, 487.8925, 288.6502, 779.6816, 554.5206, 599.9865, 2127.686, 156.9225, 141.5009, 1005.245, 1030.666, 1382.859, 1154.169, 331.769, 1134.299, 266.255, 1332.172, 355.13, 563.462, 219.8307, 1287.58
386, 874.9127, 1103.159, 843.1201, 1249.807, 1010.094, 217.9921, 470.7949, 273.5068, 736.2305, 527.2861, 571.1013, 2140.909, 149.0172, 134.2558, 956.0368, 1040.26, 1315.347, 1085.252, 316.0345, 1108.328, 248.1928, 1258.592, 339.6824, 535.3939, 210.5156, 1230.787
386.1, 836.7874, 1048.768, 798.043, 1193.51, 1266.385, 206.799, 445.7256, 259.1578, 722.9726, 501.3893, 620.8952, 2217.3, 141.5103, 127.3817, 909.2376, 983.7051, 1274.021, 1020.45, 301.0462, 1056.436, 231.3558, 1189.075, 324.9068, 508.724, 201.5951, 1176.498
386.2, 873.222, 997.0598, 755.376, 1139.749, 1207.89, 196.1807, 421.9911, 245.5616, 682.6818, 476.7643, 591.0034, 2118.306, 134.3815, 120.8596, 1074.507, 930.2245, 1211.823, 959.5173, 286.7688, 1126.265, 215.661, 1123.398, 310.7739, 483.3827, 193.0527, 1124.605
386.3, 880.1847, 947.9006, 732.1913, 1088.41, 1225.689, 186.1075, 399.5206, 232.6787, 687.2531, 566.2028, 562.5507, 2233.939, 127.6118, 114.6713, 1021.908, 879.6514, 1152.661, 902.2233, 273.1685, 1324.943, 201.031, 1061.349, 297.2557, 459.3036, 184.8723, 1075
386.4, 841.8297, 901.1652, 750.5302, 1155.765, 1169.074, 176.5516, 378.2465, 220.4717, 648.9529, 543.9044, 558.9595, 2529.522, 121.1831, 108.8, 1100.55, 831.8278, 1245.355, 848.3503, 260.2132, 1275.065, 187.3934, 1002.727, 284.3256, 436.4241, 177.0384, 1027.583
386.5, 805.146, 856.7341, 710.4034, 1103.704, 1115.074, 167.4864, 358.1053, 208.9051, 612.7871, 517.1913, 532.0495, 2489.152, 115.0783, 103.2292, 1069.61, 786.6042, 1184.556, 931.6522, 247.8723, 1226.439, 174.6809, 947.3427, 271.9579, 414.6843, 169.5366, 982.2579
386.6, 770.0609, 814.4935, 672.422, 1053.988, 1109.099, 158.8866, 339.0366, 197.9454, 721.4517, 491.7902, 562.6693, 2644.954, 109.2811, 97.94373, 1085.443, 887.8174, 1126.725, 876.022, 236.1167, 1169.016, 162.8309, 895.0176, 260.1282, 394.0274, 162.3526, 997.6989
386.7, 736.5046, 774.3356, 636.4713, 1098.371, 1057.869, 150.7284, 320.9832, 187.5606, 741.7597, 467.6367, 535.5806, 2956.681, 103.7759, 92.92886, 1109.938, 839.5498, 1242.004, 823.7135, 224.9186, 1114.282, 151.7847, 845.5826, 248.8131, 374.3995, 155.473, 953.6917
386.8, 784.7683, 736.1577, 647.3977, 1048.895, 1009.005, 174.464, 303.8912, 177.7206, 720.9429, 450.6132, 509.7961, 2824.678, 98.548, 88.17075, 1055.605, 948.3381, 1181.369, 967.3957, 214.2516, 1140.894, 141.4879, 798.8781, 237.9901, 355.7493, 148.885, 911.6257
386.9, 807.069, 699.8621, 612.7849, 1001.648, 962.3987, 165.506, 287.7093, 168.3968, 698.5037, 445.7144, 485.253, 2766.528, 93.58348, 83.65626, 1070.022, 896.7802, 1123.693, 909.6312, 204.0905, 1087.477, 131.8896, 754.7532, 227.6379, 396.6024, 142.5761, 871.4151
387, 771.9, 665.356, 580.0226, 956.5294, 917.945, 157.0079, 272.3891, 159.5622, 659.5765, 571.1061, 504.9752, 2829.9, 88.86906, 79.37292, 1017.643, 848.0254, 1068.834, 855.3159, 194.4113, 1036.56, 122.9425, 972.6508, 217.7361, 376.8462, 136.5346, 832.9781
387.1, 738.2636, 632.5512, 549.0119, 913.4429, 875.5446, 164.9621, 257.8847, 151.1911, 622.8187, 1141.464, 480.6641, 2973.359, 84.39214, 75.30889, 967.8286, 801.9212, 1016.653, 804.2438, 185.1912, 988.0279, 114.6023, 918.9278, 208.2649, 358.0741, 130.749, 796.2366
387.2, 706.093, 601.3638, 519.6592, 872.2973, 835.1027, 198.3179, 244.1526, 143.2592, 588.1094, 1777.667, 457.5235, 3336.76, 80.14075, 74.29271, 1044.745, 758.3235, 967.0189, 756.2214, 176.4083, 941.7678, 106.8278, 868.1722, 199.2057, 340.2372, 125.2086, 761.1157
387.3, 675.3242, 571.7141, 491.8758, 833.0051, 796.5289, 188.135, 231.1517, 135.7434, 690.2849, 2192.993, 505.8619, 3388.54, 76.10354, 122.9268, 993.603, 717.0961, 931.9877, 711.0664, 168.0419, 919.0562, 99.58083, 820.22, 190.5406, 323.2888, 119.903, 864.0791
387.4, 645.8962, 543.5262, 465.5779, 919.8503, 759.7368, 224.8828, 218.8431, 128.6219, 651.8157, 2168.664, 484.6404, 3346.786, 72.2697, 219.0408, 1139.72, 678.1101, 886.4874, 736.0941, 160.0724, 876.0253, 92.82544, 774.9163, 182.2524, 403.8708, 114.8222, 825.9658
387.5, 617.7505, 516.7281, 440.6859, 878.4161, 724.6441, 213.3359, 207.19, 121.874, 615.4904, 2062.153, 461.3083, 3344.904, 68.629, 219.8668, 1271.272, 877.7592, 843.2084, 692.1409, 152.4808, 835.0093, 86.52832, 732.1149, 174.3248, 383.7525, 109.9567, 789.5336
387.6, 590.8314, 491.2513, 452.2461, 843.3749, 734.8386, 239.7174, 196.1573, 115.4802, 581.1895, 1971.762, 460.4702, 3351.121, 65.1717, 208.6093, 1235.576, 830.0385, 802.0424, 836.0394, 145.2492, 795.9136, 80.65839, 691.6776, 166.7419, 480.9162, 105.2974, 836.1751
387.7, 652.9847, 467.0306, 428.067, 818.0837, 700.896, 227.4088, 185.7121, 109.4217, 548.8002, 1874.922, 438.3018, 3201.507, 61.88857, 197.9282, 1192.807, 784.9122, 762.886, 786.1183, 138.3606, 812.8494, 75.18667, 875.9943, 159.4889, 456.96, 100.8355, 799.2925
387.8, 624.5302, 444.0041, 405.1805, 781.2335, 668.5212, 215.7322, 175.8232, 103.6812, 518.2159, 2000.745, 417.2007, 3101.965, 58.77084, 187.7939, 1226.592, 742.2392, 725.6414, 983.4572, 131.7987, 774.7913, 70.08614, 827.61, 152.5514, 434.1972, 96.56268, 764.0369
387.9, 597.3156, 422.1128, 383.5177, 806.0474, 637.6418, 204.6552, 166.4608, 98.24174, 489.336, 1904.135, 397.1154, 2978.355, 55.81016, 178.1786, 1170.683, 701.8862, 712.574, 980.3085, 125.548, 738.515, 65.33161, 781.8981, 145.9157, 412.5683, 92.47092, 730.3362
388, 571.2869, 401.3009, 363.0131, 769.7393, 608.1888, 194.1469, 157.5969, 93.08768, 462.0656, 1810.617, 377.997, 3062.333, 52.99863, 169.0555, 1198.339, 663.7271, 677.7856, 921.7729, 119.5938, 703.9373, 60.89963, 738.7111, 139.5686, 392.0168, 88.55254, 698.1221
388.1, 546.3925, 381.5151, 343.6048, 735.0668, 580.0962, 184.1782, 149.205, 88.20403, 436.315, 1721.691, 359.7991, 3115.296, 50.32874, 160.3996, 1209.312, 627.6426, 644.6957, 866.7327, 113.9219, 670.9785, 56.7683, 697.9095, 133.4976, 372.489, 84.80019, 775.2604
388.2, 522.5828, 362.7049, 325.2341, 736.6041, 553.3012, 174.7214, 141.26, 83.57659, 411.9994, 1710.569, 342.4773, 2979.462, 47.79335, 152.1869, 1207.501, 593.5198, 712.9044, 912.1345, 108.5191, 639.5628, 52.91724, 659.3615, 127.6907, 353.934, 81.20686, 741.0647
388.3, 499.8106, 344.822, 307.8456, 703.4241, 527.7439, 187.3658, 133.7381, 79.19192, 389.0389, 1626.557, 325.9894, 2876.711, 45.38569, 144.3947, 1169.491, 561.2522, 678.0999, 857.6697, 103.3724, 683.8088, 49.32743, 622.9426, 122.1364, 458.1533, 77.76578, 768.8374
388.4, 478.0308, 436.1037, 338.9655, 671.7386, 503.3671, 177.7453, 126.6167, 75.03728, 367.358, 1546.671, 310.2953, 2764.999, 43.09931, 137.0014, 1112.243, 530.7389, 644.9945, 824.0098, 98.46989, 651.7925, 45.98114, 823.4292, 116.8236, 525.0402, 74.47051, 734.925
388.5, 457.2001, 569.3701, 320.8429, 660.7886, 578.9105, 168.6188, 119.8745, 71.1006, 346.8854, 1640.764, 295.3567, 2641.553, 40.92812, 129.9867, 1162.475, 501.8845, 613.5054, 774.8071, 93.79986, 621.2751, 42.86186, 777.9483, 111.742, 498.886, 71.31489, 702.5085
388.6, 437.2771, 556.7034, 303.6891, 631.0237, 552.1703, 159.9609, 113.4913, 67.37045, 327.5537, 1569.859, 281.1374, 2699.858, 38.86629, 123.3312, 1143.73, 474.5988, 602.2119, 785.1185, 89.3513, 592.1866, 39.95419, 734.9795, 106.8814, 492.8842, 68.29298, 671.5218
388.7, 418.2223, 529.2557, 287.4525, 602.5995, 526.6653, 257.9888, 107.448, 63.836, 309.2993, 1641.476, 267.6026, 2625.84, 36.90834, 117.0164, 1107.919, 448.7965, 572.8115, 738.238, 85.11372, 601.4077, 37.24376, 694.384, 102.2322, 573.6257, 65.39912, 641.9019
388.8, 403.1091, 503.1612, 272.084, 575.4557, 502.3383, 244.7421, 101.7265, 60.48698, 292.0623, 1590.045, 254.7194, 2522.652, 35.04903, 149.9205, 1113.18, 424.397, 644.1863, 694.1569, 81.07712, 573.2495, 34.71721, 656.0307, 97.78531, 545.0513, 62.62788, 613.5884
388.9, 385.5432, 574.0898, 257.5371, 549.5346, 702.5573, 232.1755, 96.30967, 57.31365, 367.1709, 1679.871, 253.8785, 2445.233, 33.28337, 142.2443, 1058.688, 401.324, 612.7366, 652.7078, 77.23195, 546.4095, 32.36206, 619.7958, 93.53181, 517.9004, 59.97408, 586.5239
389, 498.3575, 545.7849, 243.768, 524.7811, 670.1057, 220.2542, 91.18128, 54.30681, 346.7087, 1597.366, 241.656, 2480.43, 118.6809, 134.9611, 1038.077, 386.6826, 582.8224, 796.4937, 73.56915, 559.8834, 30.16667, 755.5025, 89.46333, 492.1019, 57.43272, 560.6531
389.1, 520.7178, 518.8754, 234.3799, 645.0541, 660.5704, 208.945, 86.32597, 51.45771, 413.6859, 1588.359, 230.0219, 2551.788, 115.4995, 128.0509, 987.2614, 365.66, 554.3686, 896.6277, 70.08006, 533.6693, 28.12022, 713.7734, 85.57182, 467.5886, 54.99906, 624.9688
389.2, 657.9733, 493.2927, 255.514, 615.998, 657.5267, 198.2164, 81.72921, 48.75809, 478.8306, 1510.349, 261.4542, 2437.861, 144.9809, 121.4945, 981.7781, 345.7803, 752.4586, 843.0889, 66.75643, 508.6826, 26.21259, 749.2585, 81.84959, 444.2963, 52.66852, 597.4023
389.3, 882.7937, 575.169, 241.8531, 588.2506, 627.1552, 204.0951, 77.37721, 46.2001, 452.1456, 1500.245, 248.867, 2350.012, 137.6773, 115.2738, 997.777, 352.4248, 735.3751, 805.3581, 63.59044, 484.8658, 24.43438, 707.8743, 78.28928, 422.1643, 50.43673, 571.0517
389.4, 844.325, 546.8108, 228.9225, 561.7531, 598.1865, 193.6156, 99.17966, 43.77631, 426.9478, 1426.563, 236.8858, 2430.618, 130.7416, 109.3716, 1025.137, 333.2646, 699.4735, 824.8594, 60.5746, 462.164, 22.77679, 668.7759, 74.88382, 401.1348, 48.29952, 545.8634
389.5, 860.4388, 519.8508, 216.6833, 536.4492, 570.556, 220.4391, 93.89845, 41.47967, 403.1543, 1470.489, 225.4814, 2322.101, 124.1553, 103.7716, 974.9553, 315.1462, 665.3247, 831.1235, 57.70178, 503.8978, 21.23165, 631.8371, 71.6265, 381.1528, 46.25286, 521.7861
389.6, 822.9443, 494.22, 205.0984, 512.2851, 544.2017, 209.1204, 88.89845, 39.30353, 380.6867, 1398.268, 224.1609, 2259.686, 117.9007, 98.45828, 1015.52, 298.0128, 632.8431, 809.7117, 54.96521, 480.305, 19.79133, 771.1076, 68.51086, 362.1663, 44.29294, 498.7709
389.7, 787.0836, 469.8529, 194.1329, 489.2094, 519.0647, 198.3829, 84.1647, 37.24155, 359.4713, 1349.07, 220.3702, 2249.692, 111.9613, 93.41705, 980.465, 334.5646, 601.9472, 911.4882, 52.35843, 457.8168, 18.44872, 728.5166, 65.53075, 344.1255, 42.41606, 476.7708
389.8, 752.7855, 446.6872, 183.7536, 467.1732, 556.2806, 224.4143, 79.68302, 35.28775, 339.4382, 1282.813, 260.8536, 2149.253, 106.3211, 88.63395, 932.47, 316.3755, 572.5597, 963.8403, 49.87528, 436.3815, 17.1972, 688.2781, 376.2969, 326.9833, 40.61871, 455.7411
389.9, 719.9821, 424.6637, 173.9293, 446.1296, 537.4075, 243.6641, 75.43999, 33.43645, 320.5215, 1317.992, 248.2953, 2053.298, 100.965, 135.0691, 1119.263, 299.1753, 544.6069, 940.1111, 47.50989, 476.8144, 16.03057, 801.6732, 359.9286, 537.5626, 38.89753, 435.639
390, 688.608, 403.726, 164.6303, 491.7035, 557.152, 231.1529, 71.42289, 31.68228, 302.659, 1253.26, 236.3416, 1961.626, 95.87871, 128.1533, 1064.474, 297.4425, 518.0188, 902.9315, 45.25669, 493.6203, 14.94308, 757.394, 344.2723, 510.7846, 37.24928, 512.5574
390.1, 658.6011, 383.8206, 155.8284, 469.5549, 531.4169, 219.2841, 67.6197, 30.02013, 285.792, 1191.708, 224.9634, 1914.445, 91.04867, 121.5917, 1052.191, 281.2715, 492.7287, 849.0163, 43.11034, 527.8282, 13.92937, 863.9756, 329.2971, 485.3406, 35.67087, 544.405
390.2, 629.9019, 364.8967, 147.4971, 448.4041, 675.0466, 208.0247, 110.0157, 28.44519, 269.865, 1239.549, 214.133, 1924.711, 86.46194, 115.366, 1000.685, 358.2057, 468.6733, 798.3204, 41.06579, 503.1149, 12.98442, 816.2552, 314.9732, 513.8493, 34.15935, 520.392
390.3, 602.4532, 346.9058, 139.6112, 428.2059, 643.8658, 197.3434, 104.1575, 26.95287, 254.8256, 1195.726, 203.824, 1933.058, 82.10629, 109.4591, 1000.005, 338.7313, 571.1085, 750.6516, 39.1182, 597.471, 12.10358, 771.1705, 301.2724, 503.709, 32.71187, 658.4482
390.4, 576.2006, 329.8019, 132.147, 408.9176, 664.2296, 187.2106, 98.61121, 25.53884, 240.6243, 1155.947, 194.0113, 1977.25, 77.97005, 103.8546, 984.5246, 320.3156, 543.2266, 864.8282, 37.26298, 569.497, 11.2825, 841.9388, 288.1675, 478.6175, 31.32573, 629.405
390.5, 551.092, 313.5413, 125.0818, 390.4981, 633.5484, 177.598, 93.36026, 24.199, 289.5665, 1129.61, 184.671, 1888.974, 74.04218, 98.53704, 936.3309, 302.9012, 516.7059, 813.1882, 35.49575, 542.8328, 34.2149, 795.4355, 275.6327, 481.9991, 29.99833, 601.6428
390.6, 527.0776, 351.7471, 118.3943, 372.9083, 604.2844, 168.479, 88.38892, 22.92945, 273.4292, 1196.32, 175.7804, 1903.706, 70.31219, 93.49178, 1009.12, 286.4335, 491.4799, 864.1716, 33.81232, 517.4171, 33.4151, 751.5009, 263.6431, 457.989, 28.72718, 575.1051
390.7, 504.1096, 686.1093, 112.0644, 356.1108, 576.3722, 159.8283, 83.6823, 21.72651, 258.1911, 1137.564, 207.1975, 1818.714, 66.7701, 88.70485, 1020.178, 270.8611, 467.4855, 812.5707, 32.20874, 493.1913, 31.14828, 709.9928, 252.1751, 435.1749, 27.50989, 549.738
390.8, 482.1425, 780.9359, 106.0729, 340.0699, 564.2448, 151.6217, 79.22631, 20.58667, 243.8023, 1081.695, 245.9058, 1737.516, 63.40644, 84.16302, 1044.697, 256.1353, 444.6625, 833.7305, 30.68121, 470.0997, 88.4678, 795.1699, 241.2059, 635.1643, 26.34418, 525.4898
390.9, 590.8922, 742.4326, 100.4018, 324.7516, 538.1819, 143.8365, 75.00759, 20.0143, 230.2153, 1138.808, 234.0671, 1659.943, 60.21224, 79.85373, 993.5576, 242.2101, 521.9628, 799.6511, 29.22612, 497.6669, 96.69405, 812.1821, 230.7139, 603.5245, 25.22786, 502.3112
391, 565.1434, 705.8276, 95.03385, 310.1234, 513.323, 136.451, 71.01352, 18.96429, 217.3856, 1082.877, 222.7984, 1757.205, 57.17896, 75.76509, 1066.179, 229.042, 496.4802, 815.0562, 27.84004, 474.3658, 90.1345, 837.6018, 220.6782, 573.4608, 24.15885, 480.1549
391.1, 540.5167, 671.0273, 89.9529, 296.154, 489.6123, 129.4448, 67.23212, 17.96937, 205.2708, 1029.693, 212.0722, 1708.315, 54.29847, 71.8858, 1013.988, 216.5898, 472.2417, 766.3881, 26.5197, 452.1557, 84.01994, 898.3979, 211.079, 610.4174, 23.13514, 585.0915
391.2, 516.963, 664.1472, 182.3419, 282.8139, 466.9969, 122.7983, 63.65208, 17.02664, 193.8312, 1004.25, 201.8624, 1778.978, 51.5631, 68.20512, 1099.617, 204.8145, 534.1894, 720.626, 25.26197, 527.793, 78.32017, 1114.556, 201.8974, 580.0103, 22.15481, 559.2839
391.3, 494.4358, 631.402, 172.593, 270.0746, 494.4585, 116.4931, 60.26268, 16.13337, 234.2131, 1002.29, 192.1442, 1699.554, 48.96553, 64.71291, 1045.789, 193.6795, 547.298, 677.5965, 24.0639, 636.6129, 73.00706, 1139.104, 193.1152, 551.1179, 21.21602, 534.6147
391.4, 472.8902, 600.2712, 233.3356, 257.9093, 471.6191, 110.5116, 57.05376, 240.2751, 221.1606, 1021.697, 182.8938, 1623.676, 46.49881, 61.3995, 994.5963, 183.1498, 520.5785, 637.1363, 22.92264, 606.8063, 68.05439, 1076.187, 184.7151, 523.6648, 20.31701, 511.0336
391.5, 452.2834, 593.499, 512.934, 259.2007, 449.8348, 104.8373, 54.01571, 227.6696, 208.8354, 1101.732, 174.0887, 1551.185, 44.15636, 58.25574, 1026.375, 173.1926, 495.1635, 599.092, 21.83551, 623.6638, 63.4377, 1016.745, 176.6803, 564.1004, 19.45609, 488.4926
391.6, 432.5747, 564.237, 485.5102, 247.5251, 429.0567, 99.45427, 51.13943, 215.7254, 197.1971, 1077.343, 211.3, 1481.931, 41.93192, 55.27295, 976.133, 163.7767, 470.9892, 563.3195, 20.79994, 594.4635, 59.1342, 960.5869, 168.9949, 536.0005, 18.63165, 586.8726
391.7, 413.7248, 536.4178, 459.5526, 236.3754, 409.2383, 94.34767, 48.41631, 204.4078, 186.2075, 1030.619, 201.1274, 1461.878, 39.81953, 52.44289, 928.35, 154.8727, 447.9951, 529.6829, 19.81348, 700.8241, 55.12263, 907.5302, 161.644, 641.3794, 17.84215, 560.9864
391.8, 395.6962, 545.0356, 434.9828, 308.1596, 390.3354, 89.50328, 45.83819, 665.0195, 175.8302, 1034.81, 191.4445, 1396.611, 37.81355, 49.75772, 901.5527, 146.4529, 426.1237, 498.0548, 18.8738, 668.011, 51.38321, 857.4041, 154.6127, 609.43, 17.08611, 536.2421
391.9, 378.4533, 518.1631, 411.7266, 294.2787, 372.3055, 165.4839, 43.39735, 1309.142, 166.0313, 983.9869, 182.2278, 1390.902, 35.90863, 47.21005, 857.4206, 266.9205, 405.32, 468.3153, 17.97869, 636.7343, 70.87796, 810.0466, 147.8873, 579.0721, 16.36209, 512.5892
392, 361.9618, 694.4199, 389.7138, 329.5786, 355.1086, 156.9869, 41.08649, 1879.404, 156.7785, 935.6599, 173.4548, 1412.015, 34.09968, 44.79282, 815.4488, 545.5778, 385.532, 440.3516, 17.12604, 658.959, 66.06973, 848.0021, 141.4545, 550.2264, 15.66876, 489.9796
392.1, 414.2008, 660.1821, 368.8779, 314.7329, 338.7059, 173.8325, 38.89868, 2573.072, 148.0413, 1089.595, 205.0457, 1609.379, 32.38185, 42.49935, 775.5316, 631.1961, 366.71, 414.0576, 16.31382, 628.1061, 618.2598, 960.8452, 135.3014, 522.8177, 15.00481, 468.3672
392.2, 452.9255, 840.1974, 349.156, 300.5559, 323.0609, 164.9068, 36.82737, 2843.036, 245.9843, 1088.481, 195.1742, 1662.205, 30.75056, 40.32331, 1002.522, 596.8802, 348.807, 389.3336, 15.54012, 598.6978, 1328.786, 952.1209, 129.416, 496.7743, 14.369, 447.7082
392.3, 433.1888, 882.5679, 330.4886, 291.1908, 308.1385, 185.9904, 34.86635, 2927.218, 232.2757, 1036.492, 185.7779, 1710.802, 29.20146, 38.25869, 953.4476, 564.4299, 331.778, 410.9939, 14.80311, 625.3192, 1356.838, 899.5319, 123.7867, 472.0282, 13.76012, 427.9604
