 , C09, C12, C15, C19, C21, C24, C25, C29, C34, C37, C39, C45, C57, C63, C72, C92
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
332.3, 1124.351, 38.97091, 40.54453, 212.9722, 603.0007, 227.3729, 0.9246142, 52.64788, 628.6107, 1.053477, 394.4915, 557.5404, 1080.807, 1645.941, 717.4899, 416.3348
332.4, 1064.117, 36.85339, 38.60196, 199.7153, 592.1973, 216.4573, 0.8685876, 107.1839, 627.6925, 0.9903751, 376.3404, 600.3809, 1022.323, 1562.244, 677.0696, 395.2253
332.5, 1007.111, 34.85093, 36.75246, 187.2836, 687.4361, 299.0111, 0.8159559, 101.0187, 634.6417, 0.931053, 359.0244, 562.693, 967.0036, 1564.877, 638.9265, 533.8575
332.6, 953.158, 32.95727, 34.99157, 175.6257, 643.6561, 284.6563, 0.7665135, 95.20819, 593.168, 0.8752842, 342.5052, 527.3709, 1284.611, 1679.7, 602.9322, 506.7892
332.7, 902.0956, 31.16651, 33.31505, 233.7153, 602.6644, 270.9906, 51.29592, 89.73186, 646.7444, 0.8228559, 326.746, 494.2661, 1322.285, 1601.648, 568.9656, 481.0933
332.8, 1066.318, 29.47305, 31.71885, 246.3029, 564.2832, 471.9716, 436.3864, 84.57052, 762.5057, 0.773568, 311.712, 463.2395, 1266.128, 1536.802, 536.9126, 650.2612
332.9, 1009.194, 27.8716, 30.19913, 230.9712, 528.3464, 449.3133, 416.2059, 79.70606, 799.7888, 0.7272323, 297.3697, 434.1604, 1437.889, 1495.424, 506.6653, 617.2908
333, 955.1295, 26.35717, 28.75223, 216.5939, 494.6982, 434.7969, 390.9861, 75.12141, 747.5228, 0.6836721, 283.6873, 406.9068, 1360.083, 1419.381, 478.122, 585.9921
333.1, 903.9615, 24.92503, 27.37465, 203.1115, 463.1929, 470.4822, 367.2944, 70.80045, 698.6723, 0.6427211, 270.6344, 381.3639, 1286.487, 1443.368, 451.1867, 556.2804
333.2, 880.7493, 23.57071, 26.06307, 231.2846, 433.6941, 492.9236, 345.0384, 66.72804, 653.0142, 0.604223, 258.1821, 494.618, 1216.874, 1369.972, 425.7688, 528.0751
333.3, 1010.682, 22.28997, 24.81433, 216.8878, 473.5874, 469.2594, 386.3074, 62.88987, 610.3398, 0.5680309, 369.8424, 652.9388, 1151.027, 1372.673, 401.7828, 501.3
333.4, 998.0288, 21.07883, 23.62543, 203.3871, 443.4266, 446.7313, 362.8993, 59.27248, 570.4542, 0.5340067, 352.8254, 611.9518, 1088.744, 1313.427, 576.9965, 475.8824
333.5, 970.5322, 19.93349, 22.49348, 190.7268, 415.1866, 425.2847, 340.9095, 55.86315, 533.1752, 0.5020204, 336.5914, 573.5376, 1029.83, 1340.967, 544.491, 451.7536
333.6, 918.5391, 18.85039, 21.41577, 204.7409, 388.7451, 414.9679, 320.2523, 52.64993, 498.3323, 0.4719501, 328.6862, 537.5348, 1039.533, 1272.778, 513.8168, 428.8482
333.7, 957.3505, 17.82614, 20.3897, 287.564, 363.9876, 395.0462, 300.8467, 49.62153, 465.7664, 0.4436809, 313.5629, 503.792, 983.2821, 1280.519, 484.8706, 407.1042
333.8, 906.0635, 16.85754, 19.41278, 269.6639, 340.8067, 428.2823, 282.6171, 46.76732, 435.3286, 0.4171051, 299.1354, 472.1673, 989.0354, 1232.817, 513.0645, 619.4117
333.9, 857.5241, 15.94157, 18.48268, 252.878, 319.1022, 407.7214, 265.492, 44.07728, 406.88, 0.3921211, 371.2345, 442.5279, 935.5174, 1332.277, 503.8078, 588.0056
334, 811.585, 15.07537, 17.59713, 237.1371, 298.7799, 388.1476, 249.4046, 41.54198, 380.2904, 0.3686336, 378.6323, 414.749, 1143.086, 1610.746, 524.3169, 661.4626
334.1, 768.107, 14.25623, 16.75401, 222.3759, 448.8006, 369.5135, 234.2921, 39.1525, 355.4385, 0.3465529, 361.2109, 388.7138, 1081.232, 1624.161, 494.7792, 627.9243
334.2, 995.0615, 13.48161, 15.95129, 243.5624, 420.2184, 351.774, 220.0952, 36.90047, 332.2107, 0.3257949, 344.5911, 364.313, 1022.725, 1541.571, 466.9055, 867.9501
334.3, 1024.136, 12.74907, 15.18703, 359.7786, 393.4564, 334.8861, 206.7587, 34.77797, 310.5008, 0.3062803, 328.7359, 341.4439, 967.384, 1717.105, 440.6021, 823.9421
334.4, 969.2711, 12.05634, 14.45939, 337.3834, 440.6441, 318.809, 222.0636, 32.77756, 290.2096, 0.2879345, 313.6103, 320.0104, 915.0375, 1629.789, 1037.639, 782.1656
334.5, 917.3456, 11.40125, 13.76661, 316.3822, 412.5814, 347.1982, 208.6077, 30.89221, 357.2155, 0.2706876, 299.1807, 299.9223, 865.5237, 1546.913, 1544.681, 897.5468
334.6, 897.0621, 10.78175, 13.10702, 296.6883, 386.3058, 394.5503, 195.9672, 29.1153, 333.8715, 0.2544738, 285.4149, 281.0952, 818.6891, 1468.252, 1506.082, 852.0383
334.7, 956.7839, 10.19592, 12.47904, 489.0188, 370.091, 375.6088, 184.0927, 27.4406, 312.053, 0.2392312, 300.555, 263.45, 774.3887, 1444.373, 1549.499, 808.8372
334.8, 943.847, 9.641912, 11.88114, 458.5787, 516.0598, 357.5766, 180.0539, 25.86223, 337.075, 0.2249016, 286.726, 246.9124, 732.4855, 1396.932, 1515.594, 767.8265
334.9, 893.2834, 9.11801, 11.31189, 430.0334, 483.1941, 340.4102, 169.1436, 24.37465, 348.876, 0.2114303, 320.8714, 231.4129, 692.8498, 1424.485, 1430.212, 728.8951
335, 845.4286, 8.622575, 10.76991, 474.2519, 452.4215, 324.0678, 158.8945, 22.97263, 472.8278, 0.1987659, 319.0791, 216.8863, 655.3588, 1365.392, 1416.087, 691.9377
335.1, 944.181, 8.154059, 10.2539, 444.731, 445.9493, 325.7185, 149.2663, 21.65125, 559.5361, 0.1868601, 304.3978, 203.2717, 619.8964, 1540.645, 1336.311, 729.5143
335.2, 893.5995, 7.711001, 9.762617, 417.0477, 423.6494, 368.6946, 140.2216, 20.40588, 522.9705, 0.1756674, 290.392, 190.5117, 586.353, 1524.267, 1261.029, 793.6816
335.3, 915.7291, 7.292017, 9.294869, 391.0876, 605.4938, 350.9944, 131.7249, 19.23215, 488.7945, 0.1651452, 277.0306, 178.5526, 554.6247, 1602.711, 1189.988, 793.7803
335.4, 947.63, 6.895799, 8.849532, 366.7435, 566.9324, 334.1439, 133.2195, 18.12592, 456.8519, 0.1552532, 370.2875, 499.0866, 524.6132, 1603.612, 1280.245, 857.6701
335.5, 930.369, 6.52111, 8.425532, 343.9147, 564.9391, 396.3009, 125.1471, 17.08333, 426.9967, 0.1459538, 353.2501, 467.7573, 496.2257, 1560.266, 1246.016, 814.1834
335.6, 880.5275, 6.166779, 8.021847, 322.5069, 528.9604, 377.2754, 117.5639, 16.1007, 399.0925, 0.1372114, 336.9965, 517.9532, 469.3743, 1539.011, 1283.428, 830.1882
335.7, 913.3195, 5.831702, 7.637503, 302.4318, 521.8672, 367.6861, 128.9205, 15.17459, 373.0119, 0.1289926, 321.4908, 571.632, 443.9758, 1519.433, 1247.636, 913.8081
335.8, 864.3914, 5.514831, 7.271574, 353.4737, 488.6317, 381.8629, 121.1086, 14.30176, 348.6357, 0.1212661, 306.6985, 535.7488, 419.9517, 1567.053, 1177.35, 867.475
335.9, 935.8768, 5.215178, 6.923178, 331.4709, 457.5127, 363.5305, 113.7701, 13.47913, 325.8524, 0.1140024, 292.5869, 502.1182, 397.2276, 1887.405, 1186.878, 988.8149
336, 900.0886, 4.931807, 6.591474, 310.8378, 524.3651, 346.0782, 106.8762, 12.70381, 304.558, 0.1071738, 314.4897, 470.5986, 375.7331, 2285.46, 1120.015, 1077.147
336.1, 851.8693, 4.663833, 6.275662, 425.6865, 501.5566, 346.9065, 100.4001, 11.9731, 284.6552, 0.1007543, 300.0195, 710.0166, 355.4017, 2227.104, 1130.22, 1022.532
336.2, 806.2332, 4.410419, 5.974982, 534.7916, 504.3196, 330.2523, 94.31639, 11.28441, 389.316, 380.2156, 370.7746, 665.4466, 336.1704, 2508.954, 1126.273, 970.6863
336.3, 763.0418, 4.170775, 5.688708, 501.5023, 472.2016, 314.3976, 88.60133, 10.63533, 363.8743, 515.0729, 353.7148, 623.6744, 317.9798, 2422.251, 1091.266, 921.4694
336.4, 818.209, 3.944152, 5.41615, 478.1948, 442.1291, 299.3041, 92.00758, 10.02359, 414.5425, 571.9507, 337.4398, 584.5244, 300.7735, 2299.078, 1049.682, 874.7479
336.5, 774.3761, 3.729843, 5.156651, 448.4285, 548.1339, 284.9352, 112.9822, 9.447042, 387.4522, 537.6917, 321.9137, 547.8318, 284.4983, 2459.215, 1047.89, 1054.415
336.6, 834.6857, 3.527179, 4.909585, 443.5428, 513.2255, 333.8021, 122.8276, 8.903653, 362.1323, 505.4847, 307.102, 513.4427, 269.1037, 2387.411, 988.8561, 1000.953
336.7, 916.2661, 3.335526, 4.674356, 415.9334, 480.5403, 325.6484, 122.6002, 8.391519, 338.467, 475.2069, 292.9718, 481.2122, 254.5421, 2417.435, 933.1483, 1095.002
336.8, 867.1801, 3.154288, 4.450397, 529.739, 449.9367, 310.0147, 115.1713, 7.908842, 316.3483, 535.8094, 279.4917, 451.005, 240.7685, 2294.507, 1031.486, 1039.482
336.9, 820.7238, 2.982897, 4.23717, 496.7642, 421.2821, 295.1316, 108.1926, 7.453929, 295.675, 503.7152, 288.5234, 422.6939, 227.7402, 2177.83, 973.3766, 1252.007
337, 776.7562, 2.820818, 4.034158, 516.3585, 394.4524, 448.7061, 101.6367, 7.025182, 276.3527, 473.5434, 291.3727, 396.1601, 215.4169, 2161.848, 918.5409, 1188.526
337.1, 859.7816, 2.667547, 3.840873, 484.2166, 369.3314, 427.1648, 95.47804, 6.621097, 258.2931, 445.1788, 319.4143, 371.2918, 203.7604, 2051.917, 983.8815, 1128.264
337.2, 813.7216, 2.522603, 3.656848, 454.0754, 411.4638, 406.6575, 89.6926, 6.240254, 241.4137, 418.5132, 304.7176, 347.9846, 192.7347, 1964.268, 928.4539, 1071.057
337.3, 770.1291, 2.385535, 3.481641, 425.8105, 385.2594, 387.1348, 84.25771, 191.0854, 225.6373, 393.4448, 324.5433, 326.1405, 182.3056, 2014.763, 876.1489, 1016.751
337.4, 728.8719, 2.255915, 3.314828, 399.3049, 360.7238, 368.5493, 79.15215, 180.0942, 210.892, 369.878, 309.6106, 305.6676, 565.4835, 2085.048, 991.6713, 1119.312
337.5, 887.2341, 2.133338, 53.19363, 374.4493, 337.7509, 369.0312, 78.87785, 248.4917, 197.1102, 347.7228, 295.365, 286.4799, 534.8844, 2086.044, 935.8049, 1062.56
337.6, 839.7034, 2.017421, 50.64501, 413.2828, 382.841, 351.3149, 114.9064, 234.1986, 184.2291, 432.8879, 281.7748, 268.4966, 505.9411, 2006.984, 944.3389, 1177.149
337.7, 833.774, 1.907803, 48.2185, 387.5571, 384.0677, 334.449, 107.9437, 220.7276, 172.1897, 625.5056, 288.7021, 251.6422, 478.564, 2026.224, 891.139, 1117.464
337.8, 789.1072, 1.804141, 45.90825, 363.4327, 359.608, 410.7643, 406.5255, 208.0314, 160.9372, 588.0386, 275.4185, 563.1239, 452.6682, 2097.448, 840.9361, 1129.613
337.9, 746.8334, 1.706111, 43.70869, 562.6191, 336.7061, 391.0445, 426.0952, 196.0656, 150.42, 552.8159, 262.7461, 839.0443, 428.1738, 1990.792, 946.0476, 1072.338
338, 781.7805, 1.613408, 41.61451, 609.2892, 315.2626, 416.0259, 400.2762, 184.7879, 140.5901, 519.703, 250.6568, 1054.578, 405.0047, 1889.558, 892.7514, 1017.967
338.1, 818.1033, 1.525742, 39.62067, 571.3627, 295.1849, 396.0535, 376.0216, 174.159, 327.4426, 488.5735, 239.1237, 988.3784, 383.0894, 2017.063, 842.4577, 966.3527
338.2, 844.547, 1.44284, 37.72236, 535.7969, 304.0687, 377.0398, 353.2368, 164.1415, 481.9774, 459.3087, 287.3448, 990.9523, 362.3599, 1957.426, 794.9973, 917.3555
338.3, 935.3379, 1.364442, 35.915, 502.445, 332.4332, 358.939, 331.8326, 154.7001, 450.4803, 431.7967, 274.1237, 995.5446, 342.7522, 1857.89, 811.5227, 959.7642
338.4, 885.2302, 1.290303, 34.19424, 478.9764, 373.6195, 341.7071, 311.7253, 145.8018, 421.0415, 405.9327, 261.5108, 933.0511, 324.2054, 1763.415, 765.8051, 1049.224
338.5, 837.8068, 1.220194, 32.55592, 449.1614, 349.8252, 325.3025, 292.8365, 137.4154, 393.5265, 381.6179, 249.4783, 874.4805, 306.6622, 1731.708, 750.7529, 996.0249
338.6, 792.924, 1.153893, 30.9961, 421.2023, 350.244, 309.6854, 275.0922, 129.5113, 367.8096, 358.7595, 237.9995, 819.5865, 290.0683, 1760.529, 815.4416, 945.5232
338.7, 750.4457, 1.091196, 37.1433, 463.1476, 327.9384, 294.8181, 258.4231, 122.0619, 343.7733, 337.2703, 227.0488, 768.1384, 274.3723, 1752.619, 804.1702, 1037.558
338.8, 710.243, 1.031904, 35.36369, 434.3179, 423.1815, 280.6646, 264.2346, 115.0409, 321.3078, 317.0683, 216.6019, 788.0591, 259.5257, 1675.665, 758.8668, 984.9506
338.9, 927.5488, 0.975835, 33.66934, 553.3617, 445.8501, 267.1905, 248.2234, 108.4238, 300.3104, 298.0763, 206.6358, 738.5901, 245.4824, 1755.128, 773.2052, 1070.23
339, 877.8584, 0.9228122, 32.05617, 660.6868, 484.4761, 254.3632, 233.1824, 102.1874, 280.6852, 280.222, 197.1282, 816.3037, 232.1991, 1665.879, 729.6462, 1015.966
339.1, 848.9292, 0.8726704, 30.52029, 619.5608, 530.7593, 242.1518, 219.0529, 96.30959, 262.3424, 263.437, 188.058, 765.0617, 219.6345, 1616.112, 688.5411, 964.4529
339.2, 803.4506, 0.825253, 29.058, 580.9948, 850.4251, 230.5267, 205.7794, 90.7699, 245.1984, 247.6575, 179.4052, 779.908, 207.7498, 1533.931, 897.1666, 1172.515
339.3, 999.9468, 0.7804121, 27.66577, 544.8295, 1087.22, 219.4596, 193.3103, 85.54885, 229.1747, 232.8232, 171.1505, 772.0762, 196.5081, 1472.781, 846.6241, 1113.064
339.4, 946.3779, 0.7380077, 26.34024, 510.9153, 1102.104, 208.9238, 182.2953, 80.62812, 214.1982, 218.8774, 163.2756, 723.6105, 185.8748, 1618.852, 798.929, 1164.419
339.5, 895.6788, 0.6979074, 25.07822, 606.5884, 1031.915, 198.8938, 171.2492, 75.99043, 200.2004, 205.7669, 155.7631, 751.3866, 175.8169, 1622.604, 753.9208, 1105.38
339.6, 1032.355, 0.659986, 23.87667, 568.8299, 969.598, 189.3454, 160.8724, 71.61949, 187.1173, 193.4418, 148.5962, 704.2196, 166.3032, 1540.094, 711.4482, 1213.715
339.7, 999.0947, 0.624125, 22.73269, 595.8161, 907.8484, 180.2553, 151.1244, 67.49997, 174.8893, 181.8549, 141.7591, 848.1725, 157.3043, 1484.415, 671.3683, 1152.175
339.8, 945.5714, 0.5902126, 21.64352, 562.551, 967.1639, 171.6017, 141.9671, 63.6174, 163.4603, 170.962, 135.2365, 794.93, 148.7924, 1507.952, 846.0691, 1093.756
339.9, 973.7936, 0.5581429, 20.60653, 630.501, 952.4854, 163.3635, 133.3647, 59.95816, 152.7782, 160.7216, 129.0141, 745.0297, 140.741, 1431.272, 956.6489, 1038.299
340, 921.6257, 0.5278157, 19.61923, 591.2541, 891.8256, 155.5208, 125.2835, 56.50939, 142.7941, 151.0947, 123.078, 698.2617, 133.1254, 1485.055, 972.5952, 985.6541
340.1, 872.2526, 0.4991364, 18.67923, 571.7084, 835.0289, 148.0546, 117.692, 53.259, 133.4626, 142.0443, 117.415, 654.4296, 125.9218, 1495.781, 979.9178, 935.6782
340.2, 825.5245, 0.4720154, 17.78427, 554.2035, 786.2486, 140.9468, 110.5605, 50.19556, 124.7408, 133.536, 112.0125, 613.3489, 119.108, 1419.72, 955.3838, 985.4456
340.3, 781.2997, 0.446368, 16.93219, 545.7922, 896.826, 134.1802, 103.8611, 47.30833, 116.589, 125.5374, 106.8587, 574.847, 112.6629, 1441.968, 901.5616, 935.4803
340.4, 794.7742, 0.4221142, 16.12093, 527.334, 839.7109, 127.7385, 97.56772, 44.58718, 108.97, 118.0179, 101.942, 538.762, 106.5666, 1368.643, 1010.165, 888.0483
340.5, 752.1968, 0.3991782, 15.34854, 494.5089, 786.2332, 121.6061, 91.65565, 42.02254, 101.8488, 110.9488, 97.25146, 504.9422, 100.8001, 1487.654, 953.2569, 950.6701
340.6, 711.9003, 0.3774885, 14.61316, 463.7271, 736.1613, 115.7681, 86.10181, 39.60543, 95.19299, 104.3031, 92.77678, 473.2454, 95.34568, 1422.179, 899.5546, 920.6078
340.7, 783.8435, 0.3569773, 13.91301, 434.8614, 719.7699, 110.2103, 80.88451, 37.32734, 88.97215, 98.0555, 88.50799, 443.5382, 90.1864, 1349.861, 942.9459, 941.4894
340.8, 869.8973, 0.3375806, 13.24641, 407.7924, 707.5104, 104.9193, 75.98335, 35.18029, 341.224, 92.18211, 84.43561, 415.6959, 85.3063, 1334.639, 982.0959, 975.5549
340.9, 823.2953, 0.3192379, 33.96911, 478.1024, 774.7591, 99.88239, 71.37917, 33.15673, 318.925, 86.66053, 80.55061, 389.6013, 80.69026, 1358.686, 926.7689, 926.0911
341, 995.2292, 0.3018918, 39.81559, 545.9843, 725.4179, 95.08726, 67.05399, 31.24957, 298.0833, 81.46968, 76.84435, 365.1448, 76.32401, 1289.596, 874.5588, 986.0799
341.1, 1030.627, 0.2854882, 37.90794, 537.7556, 679.2191, 90.52233, 62.99088, 200.3113, 278.6036, 76.58976, 73.30863, 342.2234, 72.19402, 1341.417, 825.29, 1022.36
341.2, 996.9557, 0.269976, 36.09169, 690.5065, 642.7838, 86.17655, 59.17397, 222.7377, 260.3969, 72.00214, 69.93559, 320.741, 68.28751, 1308.017, 778.7968, 1090.08
341.3, 966.3892, 0.2553066, 34.36246, 647.5244, 648.7583, 82.03941, 55.58835, 209.9259, 243.3801, 67.68931, 66.71776, 300.607, 64.59238, 1264.566, 848.8219, 1083.514
341.4, 914.618, 0.2414343, 32.71608, 607.2177, 907.0234, 78.10088, 52.22, 197.8511, 269.9531, 63.63481, 63.64798, 281.7369, 61.0972, 1228.397, 1058.224, 1028.576
341.5, 900.7748, 0.2283157, 31.14859, 569.42, 849.2589, 74.35143, 49.05575, 235.8852, 252.3117, 59.82317, 60.71944, 264.0514, 57.79115, 1209.019, 1211.788, 1101.583
341.6, 852.5187, 0.21591, 29.65619, 716.7978, 900.4799, 70.78197, 46.08324, 222.3172, 235.8232, 56.23985, 57.92565, 247.476, 54.66399, 1194.096, 1211.823, 1045.729
341.7, 887.3367, 0.2041783, 28.2353, 862.4359, 843.1321, 67.38389, 43.29085, 209.5296, 220.4122, 52.87116, 55.26041, 231.9412, 51.70605, 1133.375, 1404.258, 992.7075
341.8, 966.0501, 0.1930841, 26.88249, 1036.707, 789.4365, 64.14893, 40.66766, 197.4775, 296.1042, 49.70425, 52.7178, 217.3815, 48.90817, 1121.639, 1369.231, 942.3739
341.9, 914.2971, 0.1825927, 25.59449, 984.0045, 753.1417, 61.06929, 38.20342, 186.1187, 276.7538, 46.72704, 50.29218, 203.7357, 46.26169, 1064.603, 1292.095, 894.5925
342, 896.0464, 0.1726714, 24.3682, 922.7529, 840.4311, 58.13749, 35.8885, 187.4751, 315.1604, 43.92815, 47.97816, 190.9466, 43.75841, 1084.29, 1531.866, 849.2337
342.1, 922.0368, 0.1632891, 23.20067, 978.674, 786.9075, 141.0053, 36.73412, 176.6916, 348.6684, 41.29691, 45.77062, 178.9603, 41.39058, 1100.209, 1445.568, 806.1747
342.2, 872.6417, 0.1544167, 22.08908, 917.7542, 752.4962, 182.3819, 34.50824, 166.5284, 325.883, 38.82328, 43.66465, 167.7263, 39.15089, 1158.039, 1364.131, 765.299
342.3, 900.1751, 0.1460263, 21.03074, 948.0156, 704.5728, 477.8181, 32.41722, 156.9498, 391.6995, 36.49782, 41.65557, 157.1976, 37.03238, 1099.152, 1287.282, 726.4958
342.4, 851.9512, 0.1380918, 20.02312, 889.0042, 659.7015, 454.8791, 30.45292, 206.877, 536.9952, 572.4481, 39.73894, 336.0531, 35.02851, 1213.825, 1214.762, 806.2323
342.5, 923.0593, 0.1305885, 19.06377, 833.6661, 617.6879, 433.0414, 28.60764, 242.1795, 693.0499, 1573.993, 37.91049, 314.9579, 33.13307, 1244.346, 1146.328, 849.762
342.6, 1121.149, 0.1234928, 18.15038, 781.7726, 578.3499, 412.252, 26.87417, 228.2495, 930.008, 2401.987, 36.16618, 295.187, 31.3402, 1194.7, 1081.748, 806.6762
342.7, 1148.578, 0.1167827, 17.28076, 1213.934, 541.5172, 452.3267, 25.24574, 215.1207, 888.1596, 2487.447, 34.50212, 342.642, 29.64434, 1226.859, 1020.807, 999.6924
342.8, 1183.627, 0.1104373, 26.55064, 1976.518, 665.7753, 635.0345, 84.12035, 414.5026, 956.2842, 2338.452, 32.91462, 383.6721, 28.04025, 1233.106, 1145.069, 1021.792
342.9, 1249.48, 83.46614, 25.27855, 2360.17, 1042.661, 868.114, 152.7275, 453.7255, 893.7913, 2198.382, 31.40017, 359.5877, 26.52295, 1257.466, 1172.776, 1182.378
343, 1657.798, 658.1269, 24.0674, 2266.435, 976.2579, 933.3107, 194.4794, 521.6449, 975.3796, 2066.702, 29.95541, 337.0153, 25.08776, 1193.523, 1129.258, 1122.427
343.1, 2074.049, 622.367, 22.91428, 2125.355, 914.0841, 1259.4, 182.695, 491.6401, 911.6387, 1942.91, 28.57711, 315.8597, 23.73023, 1132.832, 1196.772, 1065.517
343.2, 2424.717, 759.5234, 21.8164, 1993.058, 855.8699, 1657.927, 171.6247, 492.0513, 852.0633, 2152.714, 27.26224, 369.6312, 22.44616, 1075.226, 1187.913, 1011.492
343.3, 2294.821, 786.4686, 20.77113, 1868.995, 801.3631, 1784.964, 161.2251, 585.5494, 796.3811, 2118.673, 26.00786, 346.4283, 21.23157, 1131.26, 1120.991, 960.2056
343.4, 2171.883, 751.4774, 19.77594, 2209.926, 750.3276, 1716.44, 151.4558, 551.8688, 744.3378, 1991.767, 24.8112, 324.6818, 20.0827, 1123.095, 1057.839, 911.52
343.5, 2244.863, 731.4993, 18.82844, 2523.665, 702.5424, 1644.952, 142.2784, 520.1256, 695.6954, 2069.981, 23.66961, 304.3005, 18.996, 1073.341, 1150.69, 865.3029
343.6, 2124.602, 754.5428, 17.92632, 2377.637, 657.8004, 1676.06, 133.6571, 490.2082, 650.2319, 2012.267, 22.58053, 285.1986, 17.9681, 1119.193, 1221.214, 821.4292
343.7, 2010.783, 713.5441, 17.06744, 2229.635, 615.9078, 1595.596, 189.4712, 462.0117, 607.7393, 1975.292, 295.8898, 505.2187, 16.99582, 1062.281, 1152.416, 779.78
343.8, 1903.062, 704.0124, 50.63042, 2090.846, 576.6832, 1541.861, 177.9903, 435.437, 568.0237, 1856.975, 384.8346, 942.7004, 16.07616, 1008.264, 1087.494, 740.2426
343.9, 1801.111, 665.7593, 48.20461, 1960.697, 539.9567, 1467.84, 167.2051, 410.3908, 530.9034, 1745.744, 367.1278, 883.5241, 15.20625, 956.9929, 1169.96, 702.7099
344, 1704.623, 633.5784, 45.89503, 1838.649, 505.5691, 1410.453, 157.0733, 614.4457, 496.209, 1641.177, 350.2357, 876.0539, 14.38342, 908.3292, 1104.05, 667.0802
344.1, 1694.698, 599.1524, 43.6961, 1860.702, 473.3715, 1342.74, 147.5556, 757.0404, 463.7818, 1542.873, 334.1208, 821.0612, 13.60512, 904.3433, 1041.852, 633.257
344.2, 1603.911, 566.5969, 73.3348, 1818.376, 443.2244, 1320.384, 138.6145, 713.4958, 433.4738, 1450.457, 428.2981, 1039.438, 12.86893, 932.4873, 1064.064, 601.1488
344.3, 1592.525, 586.1155, 69.82117, 1720.684, 414.9973, 1346.562, 191.1957, 672.4558, 405.1464, 1701.946, 408.5915, 1787.864, 12.17257, 958.0227, 1437.829, 570.6686
344.4, 1507.211, 708.8239, 66.47589, 1613.576, 388.5678, 1361.83, 179.6103, 686.3583, 378.6701, 1600.001, 389.7916, 2540.465, 11.5139, 909.3066, 1774.15, 541.7338
344.5, 1571.428, 737.6237, 63.29089, 1513.136, 363.8216, 1355.415, 175.8085, 646.8793, 353.9241, 1571.769, 371.8568, 2780.08, 10.89087, 909.9665, 1748.875, 514.2661
344.6, 1499.929, 699.8929, 60.25849, 1557.428, 340.6513, 1290.345, 165.1555, 609.6711, 330.7952, 1863.649, 511.4162, 3460.604, 10.30155, 863.6942, 1678.309, 692.3492
344.7, 1437.429, 730.9009, 125.8655, 1467.521, 318.9566, 1228.398, 155.1479, 630.2294, 309.1778, 2204.917, 487.8852, 3485.605, 9.744118, 838.5577, 1583.76, 657.2448
344.8, 1464.812, 1258.369, 119.835, 1376.172, 298.6436, 1191.809, 145.7468, 593.9789, 288.9731, 2214.903, 465.4369, 3299.392, 9.216851, 1034.994, 1808.771, 684.4017
344.9, 1460.085, 1275.621, 114.0935, 1334.905, 279.6242, 1134.593, 136.9154, 559.8135, 270.0888, 2134.368, 444.0215, 3133.592, 8.718116, 1027.594, 1706.873, 756.065
345, 1381.865, 1412.438, 108.627, 1341.909, 261.8161, 1080.124, 128.619, 527.6133, 252.4385, 2006.523, 423.5914, 3114.35, 8.246367, 1042.364, 1654.269, 717.73
345.1, 1307.836, 1335.692, 103.4225, 1258.378, 340.7033, 1028.269, 120.8254, 497.2653, 235.9417, 1948.867, 404.1013, 3109.353, 7.800146, 1052.488, 1694.796, 681.3387
345.2, 1237.773, 1263.116, 98.46727, 1247.387, 429.4607, 1001.092, 113.5041, 485.0386, 220.523, 2084.457, 385.508, 2988.76, 7.378069, 1084.734, 1644.084, 646.7926
345.3, 1251, 1194.483, 93.7495, 1267.384, 402.1102, 965.77, 106.6263, 457.1394, 206.1118, 2011.365, 367.7702, 2908.778, 6.978832, 1029.574, 1551.464, 613.9981
345.4, 1282.466, 1193.006, 89.25776, 1188.492, 376.5014, 937.142, 100.1653, 430.8449, 192.6425, 1963.573, 350.8486, 2953.52, 6.601199, 1120.553, 1464.061, 582.8664
345.5, 1213.762, 1188.965, 84.98123, 1114.512, 426.3447, 892.1519, 94.09587, 406.0629, 180.0533, 1845.958, 334.7055, 2768.118, 6.243999, 1063.572, 1713.243, 553.3132
345.6, 1148.739, 1137.022, 80.9096, 1045.137, 399.1926, 909.7343, 88.39417, 382.7064, 168.2869, 1735.387, 319.3052, 2839.105, 5.906128, 1219.777, 1712.831, 525.2584
345.7, 1087.199, 1075.241, 77.03305, 1192.753, 444.2883, 866.06, 83.03796, 423.2175, 157.2894, 1631.44, 304.6135, 2715.64, 5.58654, 1196.793, 1663.599, 698.4722
345.8, 1108.368, 1086.17, 73.34223, 1118.508, 415.9935, 824.4824, 78.00632, 470.2188, 147.0105, 1642.243, 290.5978, 2664.9, 5.284245, 1184.616, 1850.936, 663.0573
345.9, 1190.664, 1027.152, 69.82825, 1048.884, 453.2256, 816.6422, 73.27956, 541.2285, 137.4034, 1578.716, 277.227, 2523.979, 4.998308, 1241.993, 1746.663, 1055.927
346, 1201.671, 1138.193, 66.48263, 1035.647, 424.3615, 888.8694, 68.83921, 566.309, 128.4241, 1601.469, 264.4714, 2671.269, 4.727843, 1216.322, 1648.263, 1002.388
346.1, 1137.296, 1076.348, 63.29731, 971.1807, 606.2797, 913.2866, 64.66793, 551.4189, 120.0316, 1505.543, 252.3027, 2626.974, 4.472013, 1672.122, 1619.373, 1009.629
