 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C010, C011, C012, C015, C016, C017, C018, C019, C021, C023, C024, C025, C032, C033, C034, C038, C039, C040, C042, C045, C047, C049, C056, C068, C083, C086
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
216.6, 276.1193, 301.9977, 110.6989, 324.4449, 70.1423, 29.71778, 431.4318, 643.0425, 0.138083, 191.4315, 70.1665, 344.3964, 271.8668, 339.1832, 442.5012, 677.9601, 13.48485, 575.7182, 99.50598, 13.95629, 235.0583, 190.2343, 252.8918, 130.6971, 300.4249, 119.8935, 230.2429, 56.00238, 445.9885, 1044.459, 737.0548, 0.0003362473, 69.78575, 387.8648, 573.2823
216.7, 255.9542, 281.1881, 105.0456, 313.3174, 74.73296, 28.32486, 475.5205, 606.4432, 111.3145, 177.3318, 66.11027, 326.7893, 255.8965, 425.8433, 419.5284, 704.1385, 12.72025, 536.0627, 93.69705, 13.27229, 220.6464, 177.084, 239.2684, 123.0584, 284.1257, 112.0185, 334.4509, 53.04986, 420.9322, 973.6526, 695.9589, 0.0003211698, 66.40253, 509.8574, 535.4377
216.8, 237.2617, 261.8124, 99.6811, 293.9441, 70.5674, 26.99722, 451.316, 571.927, 106.0729, 164.2705, 62.28852, 310.0824, 240.8644, 442.7585, 397.7482, 707.6307, 11.99901, 499.1387, 88.22723, 12.62181, 227.6265, 164.8427, 226.3789, 115.8662, 268.7107, 104.6607, 353.8689, 50.25299, 397.2836, 907.6461, 657.1544, 0.0003067684, 63.18332, 482.4529, 500.0913
216.9, 219.9344, 243.7718, 94.59053, 275.7686, 66.63403, 25.73182, 507.8182, 539.3753, 101.0781, 152.1713, 58.68771, 294.2296, 226.7154, 415.136, 377.0988, 673.3127, 11.31866, 464.7581, 83.07673, 12.00321, 245.5641, 153.4476, 214.1838, 110.2951, 254.1321, 97.78624, 441.503, 47.60359, 374.9636, 846.1143, 620.5135, 0.0002930127, 60.12019, 456.5213, 467.0783
217, 203.8725, 226.9743, 89.75993, 258.717, 62.9199, 24.52572, 481.9697, 508.6763, 96.31853, 140.9632, 55.29505, 279.1872, 213.3974, 389.2367, 357.5215, 640.659, 10.67689, 493.5799, 78.2269, 11.41493, 259.1407, 142.8403, 202.6457, 135.0853, 240.3444, 91.3633, 418.412, 45.09386, 353.8976, 788.7539, 704.1866, 0.0002798739, 57.20555, 431.9836, 436.2447
217.1, 191.9737, 266.0538, 85.17603, 411.5474, 59.41279, 23.37616, 563.0865, 479.7246, 172.6049, 130.5807, 52.09852, 264.9139, 200.8619, 364.9532, 338.9604, 694.7112, 10.07151, 459.5821, 73.66019, 10.85548, 243.2522, 237.0149, 191.7291, 127.1901, 227.3048, 85.36223, 396.5287, 42.71645, 462.1989, 735.2822, 664.9233, 0.0002673242, 54.43222, 439.7005, 407.4464
217.2, 200.6787, 247.721, 80.82621, 386.1002, 56.10117, 22.28048, 534.4248, 452.4207, 175.6352, 120.9629, 49.08677, 251.3703, 260.6329, 414.2078, 321.3631, 661.0197, 9.500453, 427.926, 231.3212, 10.32345, 228.3378, 220.6308, 181.4006, 119.7564, 214.9726, 79.75533, 387.2232, 40.46438, 436.2318, 685.4354, 627.8493, 0.0002553372, 51.79333, 524.6583, 380.5493
217.3, 186.0231, 301.1129, 76.69853, 402.5763, 52.97413, 21.23616, 533.7877, 426.6708, 167.3649, 112.0534, 46.24913, 238.5191, 245.3226, 388.3664, 304.6793, 628.9622, 8.961775, 398.4505, 267.2006, 9.817495, 214.338, 205.3792, 337.3859, 209.2835, 203.3095, 170.5459, 366.9711, 38.33104, 411.7237, 638.9678, 671.9454, 0.0002438878, 49.28239, 959.4111, 355.4277
217.4, 172.4377, 280.3643, 72.78165, 405.0536, 50.02139, 20.24079, 546.672, 402.3865, 159.4839, 103.8002, 43.57553, 286.2779, 390.167, 417.7193, 288.8616, 598.4594, 8.45364, 505.7357, 251.602, 9.336336, 201.1964, 191.182, 319.2108, 197.0518, 192.2791, 159.3439, 461.094, 36.31017, 388.5924, 595.6505, 725.8997, 0.0002329517, 46.89317, 1091.395, 331.9645
217.5, 159.8445, 261.0453, 69.0648, 480.162, 47.23324, 19.29207, 518.8458, 379.4843, 151.9741, 96.15488, 41.05649, 271.6421, 367.2474, 391.6589, 273.8651, 569.4358, 7.974316, 470.9006, 236.9141, 8.878759, 188.8606, 177.9662, 302.0148, 185.5349, 181.8472, 148.8776, 436.9784, 34.39585, 412.126, 555.2697, 820.6374, 0.000222506, 44.61978, 1152.032, 310.0503
217.6, 148.171, 243.0576, 65.53776, 450.4721, 44.60049, 18.38782, 530.3409, 487.7578, 144.8179, 89.07265, 38.68307, 257.7545, 345.6743, 367.2243, 259.6472, 703.6787, 7.52217, 438.4649, 328.7802, 8.443608, 177.2812, 165.6639, 285.7452, 174.6912, 171.9813, 139.0988, 414.1241, 32.58245, 565.8239, 517.6265, 844.3163, 0.0002125288, 42.45661, 1215.041, 289.5826
217.7, 193.6099, 292.405, 62.19084, 494.5657, 42.1145, 17.52595, 603.8655, 459.9967, 137.9987, 82.51207, 36.44685, 295.7101, 325.3683, 344.3141, 246.1674, 669.5524, 7.095661, 408.2635, 309.5868, 8.029784, 166.4117, 154.2121, 270.352, 174.7641, 162.6506, 129.9623, 392.465, 30.86466, 547.3646, 482.5352, 797.2399, 0.0002029989, 40.3983, 1149.733, 270.4661
217.8, 179.4705, 272.2564, 59.01485, 515.7197, 39.76707, 16.70448, 573.128, 433.8156, 131.5005, 76.4347, 34.33991, 280.5921, 306.2553, 322.8333, 233.3875, 690.2195, 6.693335, 502.3665, 291.5138, 7.636242, 156.2086, 143.5518, 255.788, 164.5499, 153.8261, 121.4259, 495.2483, 29.23743, 656.1348, 651.3808, 823.9462, 0.0001938963, 38.43979, 1172.571, 252.6116
217.9, 166.3637, 253.4961, 56.00105, 483.8311, 37.55048, 15.92151, 543.9551, 409.1246, 174.5943, 70.80495, 32.35477, 266.2469, 374.775, 302.6925, 221.271, 690.0561, 6.31382, 467.7635, 274.4959, 7.261987, 244.1461, 133.6285, 242.0087, 154.958, 145.4805, 113.4502, 469.3464, 27.696, 619.2722, 607.2219, 857.0413, 0.0001852019, 36.57622, 1109.546, 235.9357
218, 154.2141, 326.9709, 53.14116, 511.2079, 35.45745, 15.17524, 516.2672, 385.839, 166.3729, 65.58987, 30.48438, 252.6352, 352.7596, 283.8083, 209.7835, 656.5904, 5.955825, 435.5439, 367.6751, 6.906075, 229.1769, 204.0316, 358.8452, 145.9013, 137.5876, 105.9984, 444.7992, 26.23583, 584.4805, 566.0567, 840.4445, 0.0001768973, 34.803, 1237.446, 220.3607
218.1, 304.0616, 304.4405, 50.42731, 479.5984, 33.48108, 14.46395, 489.9886, 367.9172, 158.5387, 60.75889, 28.72212, 239.7194, 332.0375, 366.8246, 198.8925, 658.4148, 5.618128, 405.5436, 346.2111, 13.221, 215.1256, 254.1173, 406.3781, 178.6474, 130.1229, 99.03606, 421.5358, 24.85264, 551.6436, 527.6822, 851.5786, 0.0001689652, 33.11575, 1170.934, 205.8138
218.2, 300.4191, 283.4626, 47.85207, 449.9433, 31.61487, 13.78601, 465.0476, 346.9769, 151.0734, 56.28374, 27.06174, 227.4638, 335.9776, 353.7598, 188.5668, 760.0867, 5.299578, 377.6098, 326.0001, 12.57303, 201.9358, 236.5509, 384.4864, 168.2062, 123.0632, 137.4159, 399.4891, 23.54237, 520.6514, 491.9092, 919.449, 0.0001613887, 31.51029, 1107.997, 192.2272
218.3, 278.4794, 263.9301, 45.40833, 488.6378, 29.85268, 13.13983, 441.3761, 354.261, 143.9596, 52.1382, 25.49734, 215.8348, 385.0825, 331.6897, 178.7772, 741.1899, 4.999091, 444.8311, 329.3474, 11.95683, 189.5547, 337.6903, 507.5931, 158.3753, 116.3865, 191.0909, 457.6689, 22.30119, 491.4004, 458.5613, 887.0939, 0.0001541519, 29.98266, 1097.729, 179.5375
218.4, 360.4918, 286.1903, 43.08939, 458.4238, 28.18871, 12.52395, 418.9095, 359.2382, 137.1808, 48.298, 24.02337, 204.8004, 362.4616, 310.9964, 169.4958, 878.1401, 4.715641, 414.1912, 310.1208, 11.37082, 177.9326, 314.3468, 480.2489, 149.1189, 110.0721, 178.5393, 433.7324, 21.12544, 463.7928, 427.4742, 892.0446, 0.0001472397, 28.5291, 1051.464, 167.6856
218.5, 334.1649, 290.001, 40.88888, 430.0781, 52.90733, 11.93693, 397.5865, 624.2964, 130.7212, 44.74064, 22.63461, 194.3301, 341.1696, 410.479, 160.6964, 835.5529, 4.448263, 385.6617, 292.0167, 61.95805, 167.0232, 678.5142, 454.3777, 140.4035, 186.3793, 183.6208, 411.0478, 20.01168, 437.7362, 398.4945, 842.307, 0.0001406374, 27.14601, 1145.889, 156.616
218.6, 309.7607, 270.018, 38.80075, 534.4982, 63.1134, 11.37743, 377.3489, 1540.433, 124.5658, 41.4453, 21.32614, 184.395, 321.1283, 384.8703, 152.3537, 795.031, 4.196045, 359.0973, 274.9695, 59.46697, 156.7827, 847.1777, 429.9003, 132.1976, 176.2675, 192.122, 389.5497, 18.95663, 413.1435, 605.7976, 795.3426, 0.0001343311, 25.82996, 1084.298, 146.2771
218.7, 287.1387, 251.412, 36.81925, 501.4486, 59.5955, 10.84415, 358.1414, 1945.585, 118.7002, 38.39268, 20.0933, 174.9679, 302.2643, 393.6053, 144.4441, 756.4743, 3.958128, 334.3626, 258.9174, 56.55247, 147.17, 841.6434, 406.7414, 124.4712, 166.7043, 179.5028, 369.1759, 17.95721, 389.9325, 564.7289, 870.0985, 0.0001283077, 24.57772, 1026.018, 136.6208
218.8, 350.6252, 234.0881, 34.93894, 548.7744, 56.2737, 10.33586, 437.8232, 1871.756, 113.1108, 35.56489, 18.93173, 166.0228, 284.5084, 369.0493, 136.9452, 719.7875, 3.733701, 311.3317, 243.8024, 53.78082, 138.1467, 783.4632, 384.8301, 117.1964, 157.6599, 167.7124, 349.8676, 17.01048, 368.0255, 526.4445, 821.5845, 0.0001225543, 23.38619, 970.8698, 127.6019
218.9, 325.0188, 217.9579, 33.15466, 632.1218, 53.13704, 9.851404, 415.5374, 1765.224, 107.7846, 32.94538, 17.83732, 157.5349, 267.7956, 346.0253, 129.8356, 684.8799, 3.521999, 359.5695, 229.5697, 51.145, 129.6766, 769.8157, 364.0992, 110.3467, 149.1062, 156.6965, 460.5903, 16.11367, 347.3493, 490.7554, 775.7756, 0.0001170589, 22.25242, 918.6861, 119.1784
219, 314.5915, 202.9391, 31.4615, 616.323, 50.17522, 9.389652, 394.3861, 1694.074, 102.7092, 30.51882, 16.80617, 149.481, 252.0645, 324.4377, 123.0951, 651.6653, 3.322301, 384.2234, 216.168, 48.63837, 121.7258, 716.6006, 344.485, 103.8974, 141.0166, 146.4041, 791.1721, 15.26413, 327.8347, 457.4857, 732.5208, 0.0001118099, 21.17362, 930.9854, 111.311
219.1, 291.6168, 188.9553, 29.8548, 598.8924, 47.3785, 8.949544, 374.3114, 1597.654, 123.6867, 28.27097, 15.83462, 141.8389, 237.2575, 304.1969, 116.7045, 620.0614, 3.133925, 399.1486, 203.5486, 157.7821, 249.1681, 667.0642, 325.9275, 97.82507, 133.3659, 136.7878, 907.2302, 14.45939, 309.4165, 426.4715, 763.6764, 0.0001067963, 20.14712, 880.9454, 103.9629
219.2, 270.3199, 175.935, 28.33016, 561.8611, 44.73766, 8.530064, 355.2585, 1549.144, 301.765, 26.18869, 14.91925, 134.5874, 223.3203, 339.2747, 110.6457, 589.9902, 2.956231, 371.6552, 191.6659, 222.045, 233.8911, 620.9521, 308.3697, 92.1076, 126.1303, 266.4998, 1012.232, 13.69707, 292.033, 397.5599, 784.037, 0.0001020075, 19.17039, 936.8007, 97.09992
219.3, 250.5783, 182.1085, 26.88338, 527.1195, 42.24401, 8.130245, 388.4566, 1517.022, 287.5555, 24.25978, 74.68509, 180.2405, 210.2018, 318.1082, 104.9014, 561.3774, 2.788611, 346.0556, 180.4769, 211.1625, 219.5507, 630.1878, 291.7577, 86.7243, 119.2872, 248.9951, 959.2913, 12.97494, 275.6261, 370.6082, 740.3216, 9.743342e-05, 18.241, 886.4482, 90.68997
219.4, 232.2784, 169.56, 25.51049, 574.6436, 81.67917, 7.749167, 368.6837, 1430.68, 274.015, 22.47295, 70.36765, 319.2235, 197.854, 383.374, 99.45539, 534.1523, 2.630496, 479.348, 169.9411, 200.8133, 206.0896, 629.288, 276.0406, 81.65564, 141.4673, 232.6402, 1018.559, 12.29088, 260.1411, 345.4837, 757.4411, 9.306445e-05, 17.35668, 838.8022, 84.70317
219.5, 232.1539, 157.8763, 24.2077, 611.2488, 77.12643, 7.385951, 349.9173, 1394.587, 261.1121, 20.81772, 75.61624, 302.9034, 317.2236, 359.4563, 94.29209, 508.2475, 2.481346, 487.597, 160.0203, 190.9714, 312.7335, 653.0048, 261.1703, 76.88322, 160.6381, 298.7574, 965.287, 11.64289, 245.5259, 322.0624, 739.6733, 8.889139e-05, 16.51522, 793.7171, 79.11158
219.6, 215.1996, 146.9975, 22.97145, 573.4534, 90.86342, 7.039759, 332.1061, 1443.136, 248.8167, 19.2844, 71.24497, 287.4176, 298.589, 337.0308, 89.39684, 483.5989, 2.340653, 547.5444, 150.6787, 181.6118, 464.9793, 701.773, 247.1009, 72.38972, 167.7507, 279.134, 914.8017, 11.02906, 231.7319, 300.2289, 698.4314, 8.490546e-05, 15.71456, 751.0553, 73.88911
219.7, 199.4835, 136.8685, 21.79833, 597.9217, 85.79876, 6.709794, 315.2015, 1360.999, 259.4049, 17.86403, 142.5365, 272.7235, 281.049, 316.0043, 84.75574, 460.1458, 2.207938, 509.8296, 141.8824, 172.711, 451.1346, 653.2616, 233.7895, 68.15884, 158.6496, 260.7995, 866.9568, 10.44759, 218.7129, 279.8756, 659.4891, 8.109825e-05, 14.95272, 710.6865, 69.01141
219.8, 184.9151, 127.4373, 20.68513, 560.9504, 141.6435, 6.395294, 299.1574, 1283.536, 247.19, 16.54826, 134.2966, 258.7806, 264.5394, 380.6515, 80.35558, 437.8301, 2.082747, 474.7125, 133.5997, 183.6454, 445.1588, 608.1036, 221.1952, 64.17525, 150.0422, 243.6692, 821.6142, 9.896782, 206.4253, 260.9021, 677.2606, 7.746177e-05, 14.22781, 726.4506, 64.45569
219.9, 171.4106, 118.6561, 19.62877, 526.2651, 177.2449, 6.095536, 316.1726, 1292.395, 235.5502, 15.32941, 147.938, 245.5506, 248.9996, 356.9036, 76.18385, 416.5966, 1.964655, 442.0143, 125.8004, 174.6449, 417.8652, 860.0098, 209.2794, 101.9203, 141.9018, 227.6642, 778.6431, 9.37501, 194.828, 243.2148, 755.4639, 7.398834e-05, 13.53804, 687.4044, 60.20071
220, 158.8924, 110.4799, 18.62635, 617.2197, 167.3654, 5.809828, 352.1503, 1218.837, 224.4586, 14.20034, 139.3859, 232.9969, 234.3726, 334.6373, 72.22871, 396.3929, 1.853258, 411.5683, 118.4565, 166.0855, 448.0036, 1171.855, 198.0054, 119.4687, 134.2031, 212.7104, 829.7826, 8.880746, 183.8823, 226.7266, 713.3416, 7.067066e-05, 12.88172, 730.8101, 56.22663
220.1, 147.2885, 102.8671, 17.67513, 579.0552, 158.0366, 5.537512, 420.8642, 1176.496, 213.8892, 13.15442, 131.3282, 221.0851, 312.8795, 313.7602, 68.4789, 377.169, 1.748178, 383.2195, 111.5413, 164.845, 420.5356, 1090.849, 187.3388, 112.4863, 126.922, 225.6346, 786.3842, 8.41254, 173.5515, 211.3562, 724.5137, 6.750175e-05, 12.25721, 691.5295, 52.51488
220.2, 195.1741, 95.77888, 16.77249, 543.2504, 149.2278, 5.277959, 399.4417, 1109.534, 203.8175, 12.18554, 123.7363, 209.7822, 294.5001, 357.4561, 64.92376, 358.8774, 1.649056, 356.8233, 105.0298, 156.7659, 394.7516, 1179.461, 177.2468, 105.9119, 120.036, 210.8141, 745.2556, 7.96902, 163.8011, 197.0278, 803.0923, 6.447494e-05, 11.66298, 654.3602, 49.04817
220.3, 180.9204, 89.17908, 15.91594, 509.6596, 160.4936, 5.030572, 379.1096, 1046.384, 194.2201, 11.28802, 116.5833, 199.0572, 326.9197, 335.1553, 61.55319, 341.4729, 1.555554, 332.2453, 98.89836, 149.0828, 370.5485, 1137.842, 167.6985, 99.72183, 162.8609, 196.9671, 729.074, 7.548882, 325.8506, 183.6707, 771.8461, 6.158385e-05, 11.09755, 691.0894, 45.81031
220.4, 167.7077, 89.5573, 15.10314, 506.1967, 151.5479, 4.794781, 359.8125, 986.8286, 185.0746, 10.45661, 109.8438, 188.8805, 307.7155, 314.2458, 58.35761, 324.9124, 1.467354, 446.175, 93.1249, 141.7762, 400.618, 1094.818, 158.6645, 106.7371, 154.025, 184.0296, 690.9427, 7.150895, 307.5439, 376.8681, 728.8104, 5.88224e-05, 10.55954, 773.7875, 42.78619
220.5, 155.4599, 83.38622, 14.33184, 619.1815, 143.1007, 4.570042, 341.4977, 930.6624, 176.3598, 9.686438, 103.4938, 179.2241, 289.6394, 294.6408, 55.32793, 309.1552, 1.384154, 415.4425, 87.68848, 134.8277, 376.0553, 1019.136, 150.1172, 100.4987, 145.6685, 171.9419, 670.1227, 6.77389, 443.0017, 351.3192, 839.0633, 5.618477e-05, 10.04761, 732.197, 39.9617
220.6, 144.1066, 77.64037, 13.59994, 580.8956, 135.1244, 4.355836, 367.1646, 904.9416, 168.0553, 8.97299, 97.511, 170.0613, 272.6252, 276.259, 52.45554, 294.162, 1.305672, 386.8268, 82.56944, 128.2197, 352.9985, 1036.194, 142.0303, 94.62501, 137.7654, 184.5995, 635.0748, 6.416761, 418.1133, 327.5023, 792.2797, 5.366542e-05, 9.560503, 692.8418, 37.32367
220.7, 133.5824, 72.29044, 134.1128, 544.9771, 127.5926, 4.151671, 348.4755, 873.3203, 160.1419, 8.312091, 91.87402, 161.367, 256.6104, 337.5163, 49.73227, 279.896, 1.23164, 424.2672, 77.74922, 121.9356, 331.3554, 971.0518, 134.3791, 89.09458, 130.2911, 172.4744, 601.8598, 6.07846, 394.623, 305.3, 748.1047, 5.125903e-05, 9.097009, 655.602, 34.85979
220.8, 123.8269, 67.30915, 127.2639, 573.9645, 120.4807, 3.957075, 330.7377, 823.6146, 152.6011, 7.69987, 86.56291, 153.1172, 295.0751, 378.3365, 47.15038, 266.3219, 1.161806, 395.0437, 73.2104, 164.7137, 311.0392, 913.1132, 127.1401, 83.88738, 123.2223, 161.1456, 639.0849, 5.757996, 372.4525, 441.9432, 706.3927, 4.896055e-05, 8.655984, 688.8915, 32.55856
220.9, 114.7837, 62.67111, 120.7647, 538.4745, 113.7652, 3.7716, 386.3219, 780.3969, 163.8728, 7.132741, 81.55883, 145.2892, 323.3683, 361.0921, 44.70253, 253.4061, 1.095931, 367.8331, 68.93655, 156.641, 291.9688, 849.9925, 120.291, 78.98452, 211.79, 150.561, 605.6602, 5.454426, 351.5276, 411.9826, 746.142, 4.676514e-05, 8.236341, 739.1978, 30.40924
221, 106.401, 58.35266, 114.5974, 505.179, 107.424, 3.594819, 366.6576, 735.98, 156.1563, 6.607384, 76.84402, 137.8613, 304.3727, 351.3247, 42.38177, 241.1166, 1.033792, 342.4967, 64.91219, 148.9639, 274.0675, 791.2351, 113.8109, 74.36821, 200.2995, 140.6716, 573.9836, 5.166862, 409.3825, 384.0532, 704.5395, 4.466817e-05, 7.837041, 699.4664, 28.40181
221.1, 98.63049, 54.33178, 108.7451, 473.9423, 101.4363, 3.426324, 347.9943, 694.0911, 153.2086, 6.120722, 72.40178, 130.8132, 286.493, 329.4065, 40.18148, 229.4232, 0.9751754, 380.7623, 61.12277, 141.6632, 257.2638, 789.6105, 107.6799, 70.02171, 189.4325, 131.4318, 572.0045, 4.894457, 480.1224, 478.9769, 798.3773, 4.266522e-05, 7.4571, 661.8705, 26.52689
221.2, 109.8885, 50.58796, 103.1916, 444.637, 95.78233, 3.265727, 330.281, 654.5863, 157.9904, 5.669904, 68.21633, 124.1255, 315.7058, 308.8557, 38.09543, 218.2968, 0.9198827, 416.7671, 57.55456, 134.7202, 241.4904, 735.0271, 101.8791, 65.92924, 179.155, 122.7989, 542.0882, 4.636415, 453.1484, 446.5057, 859.5871, 4.075209e-05, 7.095579, 626.2953, 24.77575
221.3, 101.8633, 84.13675, 97.92178, 417.1437, 90.4435, 3.112657, 386.9464, 617.33, 150.5509, 5.252291, 64.27283, 117.7796, 297.1603, 289.587, 36.11768, 207.71, 0.867725, 388.0602, 77.19079, 146.0601, 226.6841, 740.9018, 96.39085, 62.07595, 169.4352, 114.7331, 529.7296, 4.391977, 427.6899, 497.2027, 811.6592, 3.892475e-05, 6.751585, 628.5831, 23.14021
221.4, 94.42419, 78.33918, 92.92106, 391.3505, 85.40224, 2.966761, 367.2504, 582.1942, 180.3526, 4.865438, 60.55731, 111.7582, 464.3005, 271.5204, 34.2426, 345.5789, 0.8185248, 361.3306, 72.68457, 138.9017, 212.7856, 730.6562, 91.19824, 58.44788, 160.2426, 107.197, 502.0242, 4.160426, 403.6616, 463.496, 778.2908, 3.717934e-05, 6.424267, 594.7972, 21.61263
221.5, 87.52835, 72.9411, 88.17571, 445.6724, 80.64199, 2.827704, 391.5537, 549.0581, 171.8601, 4.507077, 57.05657, 106.0446, 437.0262, 254.5809, 32.46487, 328.8194, 0.7721142, 384.5298, 68.44141, 132.094, 199.7393, 680.1482, 86.28536, 55.03185, 200.3518, 100.1559, 503.5945, 3.941082, 380.9833, 463.1511, 766.4834, 3.55122e-05, 6.112817, 562.8272, 20.18589
221.6, 81.13612, 67.91498, 168.2968, 418.1151, 76.14707, 2.695165, 371.6231, 563.2443, 197.521, 4.175112, 53.75821, 100.6231, 437.6272, 238.6983, 30.77944, 312.8726, 0.7283351, 358.0434, 64.44596, 125.6201, 187.4928, 669.2192, 81.63714, 51.81547, 189.4819, 93.57731, 540.4558, 3.733303, 359.5791, 490.6511, 912.5952, 3.391982e-05, 5.816467, 636.3752, 18.85334
221.7, 75.21071, 63.23519, 254.3067, 392.2617, 71.90269, 2.568838, 352.7071, 531.1868, 188.2201, 3.867597, 66.60983, 95.47882, 411.9197, 223.8065, 29.1815, 297.6992, 0.6870383, 333.3813, 60.68375, 119.4634, 175.9972, 622.9581, 77.23932, 48.78708, 179.2018, 87.43082, 512.1895, 3.536478, 339.3774, 505.8827, 973.1868, 3.239884e-05, 5.534483, 602.1704, 17.60876
221.8, 69.71803, 58.87787, 241.3196, 424.9053, 67.8949, 2.448432, 334.7539, 505.398, 179.3572, 3.582732, 62.7592, 90.59751, 465.3956, 209.8438, 27.66652, 321.4622, 0.648083, 310.418, 78.65623, 117.077, 165.2064, 579.8949, 215.9566, 45.93568, 169.4794, 81.68805, 485.4016, 3.35003, 510.4581, 606.9802, 1075.328, 3.094606e-05, 5.266171, 569.8041, 16.44634
221.9, 64.6265, 54.8208, 228.9958, 398.6321, 64.11049, 2.33367, 317.7145, 476.6329, 274.0628, 3.318848, 133.2762, 85.96576, 438.0569, 196.7522, 301.8601, 363.2112, 0.6113365, 457.7572, 74.06447, 111.339, 155.0773, 572.06, 204.3229, 43.25093, 160.2844, 76.32249, 522.8404, 3.173412, 481.7798, 565.8314, 1015.371, 2.955842e-05, 5.010866, 594.1815, 15.36065
222, 59.90679, 51.04329, 217.3013, 373.9835, 60.53702, 2.224287, 301.5425, 449.5049, 261.1577, 3.074401, 125.5717, 81.5708, 412.3242, 184.4773, 286.1888, 345.5966, 0.5766736, 426.2269, 69.74075, 180.8317, 145.5691, 594.0854, 422.2821, 40.7231, 163.7835, 71.30936, 495.4954, 3.006105, 454.7127, 527.4721, 958.757, 2.8233e-05, 4.767939, 562.2446, 14.34663
222.1, 55.53177, 47.52607, 206.204, 350.8589, 57.16273, 2.120031, 286.1936, 423.921, 248.8602, 2.847958, 118.3126, 77.40054, 388.1031, 172.9683, 271.3311, 419.0844, 0.543976, 396.8684, 65.66945, 171.9691, 136.644, 553.0181, 399.5337, 99.63202, 184.363, 66.6255, 469.5806, 2.847619, 429.1663, 491.7133, 905.2997, 2.696702e-05, 4.536788, 532.0243, 13.39955
222.2, 120.2592, 44.25122, 195.6735, 470.9955, 53.97653, 2.020662, 271.626, 399.7932, 237.1418, 2.638194, 111.4731, 73.44347, 365.3048, 211.3329, 257.2448, 398.76, 0.5131324, 369.5321, 111.1211, 163.5408, 128.266, 514.7896, 378.0107, 93.80895, 174.3605, 62.24931, 445.0211, 2.697489, 405.0551, 458.3788, 854.823, 2.575781e-05, 4.316844, 615.3233, 12.515
222.3, 111.4766, 41.20202, 185.6807, 441.8725, 50.96792, 1.92595, 457.3441, 377.0386, 225.9752, 2.443879, 105.029, 69.68871, 343.8458, 235.1095, 243.8897, 441.6996, 0.4840376, 344.0787, 198.9687, 155.5257, 120.4017, 479.2038, 357.6471, 88.32622, 164.9008, 58.16055, 421.7461, 2.555273, 382.2985, 427.304, 807.1608, 2.460281e-05, 4.107563, 582.2501, 11.68883
222.4, 103.3354, 81.85723, 176.1983, 414.5502, 61.64279, 1.835678, 434.0647, 355.5791, 215.3345, 2.263877, 98.95741, 66.12591, 323.6473, 220.4417, 231.228, 420.2785, 0.4565926, 320.3786, 187.3533, 212.6736, 113.0197, 446.0779, 338.3805, 131.0363, 155.9542, 54.34036, 430.3127, 2.420556, 360.8204, 398.3359, 794.7096, 2.349961e-05, 3.908427, 654.0222, 10.91721
222.5, 135.8167, 76.21674, 167.2001, 388.9173, 58.20687, 1.749636, 411.9703, 375.2362, 205.1947, 2.097133, 93.23681, 62.74525, 304.6353, 206.6889, 219.2236, 483.8106, 0.4307036, 298.3109, 250.1191, 228.1621, 106.0902, 415.2419, 380.8447, 123.3778, 171.8042, 50.77109, 407.8069, 2.292941, 340.549, 371.3316, 832.8633, 2.244588e-05, 3.718946, 618.8689, 10.19652
222.6, 125.8979, 70.9649, 158.6614, 364.8693, 54.96246, 1.667628, 391.0005, 357.8726, 195.5325, 1.94267, 87.84692, 59.53743, 286.7402, 193.7941, 207.8424, 460.3472, 0.4062826, 277.7632, 235.5177, 216.9798, 99.58555, 461.0663, 444.1649, 116.1669, 220.0856, 47.43627, 386.4783, 2.172054, 321.4164, 346.1581, 836.9177, 2.143939e-05, 3.538651, 585.6051, 9.523407
222.7, 123.4475, 66.07496, 150.5588, 371.7776, 51.8989, 1.589464, 371.0982, 337.5039, 186.3252, 1.799584, 82.76861, 56.49361, 269.8962, 181.7038, 197.0521, 438.0217, 0.3832463, 258.6309, 221.7688, 239.9781, 165.4988, 429.1942, 420.2376, 139.4617, 208.1451, 44.32048, 366.2651, 2.05754, 303.3588, 322.6911, 790.2538, 2.047804e-05, 3.367097, 554.1292, 8.89473
222.8, 114.4749, 61.52196, 142.87, 348.7895, 49.0061, 1.514963, 352.2088, 318.2946, 177.5515, 1.667037, 77.98386, 53.6054, 254.0418, 234.4635, 186.822, 416.7789, 0.3615161, 240.8164, 208.8224, 228.2167, 155.3517, 399.5253, 397.5992, 131.3108, 196.8524, 41.40936, 347.1092, 1.949064, 286.3156, 300.815, 746.1917, 1.955979e-05, 3.203859, 524.3451, 8.307553
222.9, 106.1147, 57.2827, 135.5738, 327.2228, 46.27453, 1.443954, 334.281, 300.1786, 169.1909, 1.544253, 73.47572, 50.86485, 239.1186, 219.836, 177.123, 396.5663, 0.3410181, 224.229, 196.6318, 217.0317, 145.8268, 371.9073, 376.1805, 277.1923, 186.1723, 38.68945, 387.4858, 1.846306, 270.23, 280.4219, 807.807, 1.868272e-05, 3.048536, 496.1619, 7.759139
