 , C000, C003, C004, C007, C009, C010, C011, C016, C017, C020, C022, C026, C031, C033, C036, C044, C050
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
130.3, 78.23451, 301.1093, 5.89618e-11, 4390.946, 18.55748, 403.7195, 1441.847, 163.1264, 387.7998, 329.6368, 38.7094, 383.2436, 377.1872, 70.25127, 427.6175, 63.36961, 29.61715
130.4, 72.13995, 284.6153, 5.443546e-11, 4192.032, 17.27677, 382.9566, 1379.315, 152.7197, 366.5134, 308.4912, 35.92965, 358.6874, 399.0596, 65.98373, 407.7917, 60.10373, 27.88556
130.5, 66.52017, 269.0247, 5.02566e-11, 4257.946, 16.08445, 363.2615, 1311.42, 142.9769, 346.3954, 341.1163, 106.6139, 418.7426, 373.6135, 61.97542, 426.9706, 57.00616, 26.2552
130.6, 61.33818, 254.2881, 4.639854e-11, 4060.383, 14.97441, 344.5794, 1260.621, 133.8556, 327.3817, 319.2343, 98.95786, 391.9118, 359.465, 58.21061, 407.1748, 54.06823, 24.72016
130.7, 56.55986, 240.3588, 4.283665e-11, 4089.752, 13.94099, 326.858, 1281.805, 381.1607, 309.4117, 372.2558, 91.85162, 366.8002, 361.9336, 54.6745, 388.2968, 51.28172, 23.27487
130.8, 52.15379, 227.1925, 3.954819e-11, 4020.563, 12.97888, 310.048, 1350.228, 356.8444, 292.4281, 348.3763, 85.25568, 343.2976, 338.8549, 51.3532, 370.2941, 176.4912, 373.5021
130.9, 48.09095, 214.7474, 3.651219e-11, 4031.954, 12.08317, 419.1313, 1283.764, 334.0793, 276.3766, 436.7548, 79.13339, 321.301, 317.2478, 48.23365, 353.126, 167.9498, 727.4619
131, 44.34461, 362.8904, 3.370925e-11, 3911.996, 11.24927, 397.5758, 1362.636, 312.7666, 261.2063, 408.7377, 73.45076, 300.7137, 624.7123, 45.30361, 336.7539, 159.2942, 1013.271
131.1, 40.89011, 376.6353, 3.112148e-11, 3966.027, 10.47293, 377.1289, 1295.562, 292.8135, 246.8686, 382.5179, 75.6397, 281.4456, 646.5093, 42.55156, 321.1409, 151.0847, 982.7897
131.2, 37.70473, 415.4577, 2.873237e-11, 3812.104, 9.750159, 357.7335, 1404.928, 274.1333, 233.318, 357.9801, 70.20795, 263.4121, 914.9996, 39.96668, 306.2517, 143.2982, 1114.721
131.3, 34.76749, 392.6998, 2.652666e-11, 3849.369, 9.077272, 339.3357, 1369.563, 256.6448, 220.5111, 335.0163, 65.16626, 286.4112, 856.6547, 37.53883, 292.0529, 135.913, 1059.151
131.4, 32.05906, 402.3782, 2.449028e-11, 3717.546, 8.450823, 339.1069, 1377.413, 240.272, 208.4072, 313.5256, 60.48661, 290.3557, 891.122, 35.25847, 297.7336, 128.9085, 1041.721
131.5, 29.56162, 380.3368, 2.261023e-11, 3756.338, 7.867607, 321.667, 1827.436, 224.9438, 196.9677, 325.2048, 56.14302, 424.0028, 839.8278, 33.11663, 300.0853, 122.2649, 1061.241
131.6, 27.25874, 359.5028, 2.087451e-11, 3582.05, 7.32464, 305.124, 1928.587, 225.3877, 186.1561, 370.5127, 52.11134, 527.2419, 786.2761, 31.1049, 286.1723, 115.9637, 999.1945
131.7, 25.13525, 339.8101, 1.927203e-11, 3475.026, 6.819145, 330.4373, 2201.588, 211.009, 210.5816, 418.7588, 48.36918, 633.8299, 736.1392, 29.21537, 310.7867, 109.9873, 940.7755
131.8, 23.17719, 410.7347, 1.779257e-11, 3407.541, 6.348536, 313.4432, 2107.559, 197.5476, 199.0227, 464.7965, 44.89575, 593.2175, 711.1097, 27.44063, 296.3776, 104.3189, 885.7721
131.9, 21.37166, 462.8282, 1.642668e-11, 3366.053, 5.910404, 297.3232, 2148.807, 184.9449, 188.0983, 434.9806, 41.67175, 555.2073, 677.7585, 25.7737, 296.3134, 98.94261, 902.3999
132, 19.70678, 437.4756, 1.516565e-11, 3227.448, 5.50251, 282.0321, 2043.034, 209.4823, 177.7736, 407.0774, 56.03421, 519.6326, 634.5412, 24.20803, 463.7842, 93.8434, 849.6402
132.1, 18.1716, 416.4716, 1.400142e-11, 3279.736, 5.122766, 267.5275, 2119.889, 292.3361, 168.0156, 380.9641, 55.74966, 486.3373, 594.0797, 22.73746, 442.2816, 89.00699, 799.9651
132.2, 16.75601, 438.4298, 1.292657e-11, 3297.842, 4.769228, 253.7689, 2015.54, 310.1727, 158.7932, 356.5259, 51.74623, 455.1754, 625.7875, 21.35624, 421.776, 84.41983, 864.5864
132.3, 15.4507, 414.4136, 1.193423e-11, 3229.867, 4.44009, 240.7178, 1916.327, 290.385, 150.077, 333.6555, 57.7124, 665.9534, 585.8842, 20.05891, 402.221, 80.06908, 814.0374
132.4, 14.24708, 391.713, 1.101808e-11, 3202.956, 4.133667, 228.3379, 1821.998, 271.8598, 141.8392, 312.2521, 53.56802, 711.0973, 548.5252, 18.8404, 383.5727, 75.94256, 766.4439
132.5, 13.13721, 374.4929, 1.017225e-11, 3184.283, 3.84839, 222.4767, 1747.076, 265.9213, 134.0536, 292.2217, 49.72126, 665.534, 513.5485, 17.6959, 476.9651, 72.0287, 721.633
132.6, 12.11381, 395.5574, 9.391353e-12, 3037.247, 3.582801, 211.0349, 1777.005, 336.0315, 126.6954, 273.4762, 47.74677, 622.8901, 480.802, 16.62093, 454.8514, 68.31656, 679.442
132.7, 11.17013, 491.3861, 8.670405e-12, 2984.554, 3.335542, 200.1816, 1689.534, 314.5942, 119.7411, 255.9332, 44.31804, 582.9787, 515.4191, 15.61126, 433.7629, 64.79572, 639.7178
132.8, 10.29996, 464.4691, 8.004802e-12, 2869.795, 3.105346, 189.8865, 1606.369, 371.8869, 177.7733, 239.5155, 41.13552, 591.6952, 492.8192, 14.66293, 413.6522, 61.45634, 631.6297
132.9, 9.497585, 457.877, 7.390295e-12, 3024.263, 2.891037, 180.1208, 1527.297, 400.9907, 168.0153, 386.5193, 38.18155, 557.5486, 461.3945, 13.7722, 394.4739, 58.28907, 594.7008
133, 8.757712, 432.7955, 6.822962e-12, 2954.394, 2.691518, 170.8574, 1523.184, 375.4093, 158.7929, 361.7248, 35.4397, 521.8239, 431.9737, 12.93558, 376.1848, 55.28502, 559.931
133.1, 8.075477, 409.088, 6.299182e-12, 2838.325, 2.505769, 162.0704, 1480.22, 351.4599, 150.0767, 403.5598, 32.89474, 614.2397, 404.4288, 12.14979, 358.7436, 52.43579, 527.1941
133.2, 7.446388, 398.9738, 5.815611e-12, 2775.687, 2.332838, 153.7352, 1407.358, 329.0383, 141.839, 377.6721, 34.54079, 638.953, 378.6404, 11.41173, 342.111, 49.73341, 621.4747
133.3, 6.866306, 377.1189, 5.369163e-12, 2646.899, 2.171842, 145.8288, 1454.051, 308.0471, 134.0534, 508.7709, 32.06039, 598.0123, 354.4964, 10.7185, 415.4149, 47.17029, 585.1395
133.4, 6.331413, 441.2715, 4.956987e-12, 2740.087, 9.704735, 138.329, 1494.059, 480.4365, 126.6952, 598.9198, 29.75811, 559.6949, 434.1158, 10.06738, 396.1548, 44.73927, 550.9288
133.5, 5.838189, 463.9135, 4.576452e-12, 3292.505, 9.034983, 131.2148, 1427.16, 449.7868, 119.7409, 661.097, 196.0497, 523.8326, 554.9495, 9.455822, 377.7878, 42.43354, 518.7181
133.6, 5.383387, 438.5014, 4.225131e-12, 3224.955, 8.411452, 124.4666, 1356.91, 421.0924, 113.1683, 618.6888, 181.9712, 490.2682, 580.5927, 8.881411, 360.2723, 40.24665, 570.2139
133.7, 4.964015, 425.8306, 3.900779e-12, 3075.322, 7.830953, 118.0654, 1290.117, 419.5941, 106.9565, 579.001, 168.9037, 458.8545, 543.5711, 8.341893, 343.5688, 38.17245, 536.8758
133.8, 4.577312, 513.7514, 3.601327e-12, 3096.377, 7.290516, 111.9934, 1226.613, 392.8259, 101.0856, 550.4099, 156.7746, 441.3639, 508.9103, 7.835149, 327.6398, 36.20516, 505.4868
133.9, 4.220735, 485.6093, 3.324863e-12, 3057.552, 6.787376, 106.2337, 1166.234, 367.7654, 95.537, 515.3309, 145.5165, 417.2441, 476.4596, 7.359189, 312.4493, 34.33925, 475.933
134, 3.891935, 459.0087, 3.069622e-12, 3044.634, 6.318959, 100.7702, 1108.828, 489.696, 90.29296, 507.6098, 135.0668, 390.5093, 446.0781, 6.912141, 297.9631, 45.19078, 448.1071
134.1, 3.588748, 433.8652, 2.833976e-12, 2923.97, 5.882869, 95.58772, 1065.656, 752.8317, 85.33677, 475.0476, 125.3675, 365.4876, 417.6339, 6.49225, 284.1486, 69.5032, 421.9081
134.2, 3.309181, 473.6373, 2.616419e-12, 2788.302, 5.476875, 90.67174, 1343.843, 848.6905, 80.65262, 610.0205, 116.3648, 342.0691, 391.0035, 6.097866, 270.9745, 65.92121, 397.2408
134.3, 3.051392, 447.6925, 2.415564e-12, 2830.82, 5.0989, 86.00858, 1277.694, 794.5479, 108.7932, 570.8888, 108.0085, 320.1512, 366.0711, 5.72744, 258.4112, 62.52383, 374.0157
134.4, 2.813685, 423.1689, 2.230127e-12, 2699.474, 4.74701, 81.58525, 1256.96, 743.8593, 102.8215, 534.2673, 100.2523, 299.6376, 342.7286, 5.379516, 246.4304, 59.30153, 352.1485
134.5, 2.594496, 399.9887, 2.058927e-12, 2742.174, 4.419405, 77.3894, 1195.088, 696.4044, 113.1779, 499.9951, 93.05315, 280.4384, 320.8745, 5.052728, 235.0051, 56.24531, 331.5598
134.6, 2.392382, 378.0782, 1.900868e-12, 2614.941, 4.114408, 73.40935, 1136.261, 651.9769, 111.7599, 501.4264, 86.37092, 657.2463, 300.4139, 4.74579, 224.1094, 53.34659, 312.1748
134.7, 2.206013, 357.368, 1.754944e-12, 2568.459, 3.830461, 69.63398, 1088.962, 610.3837, 105.6254, 476.1264, 80.16855, 708.5711, 281.258, 4.457499, 213.719, 50.59727, 293.9232
134.8, 2.034162, 378.9676, 1.620222e-12, 2508.302, 3.56611, 66.05277, 1124.164, 634.1218, 99.82756, 483.3262, 74.41158, 888.9279, 263.3236, 4.186719, 203.8102, 47.98964, 276.7386
134.9, 1.875698, 358.2086, 1.495842e-12, 2502.907, 3.320002, 62.65575, 1087.951, 593.6677, 94.34801, 532.7891, 69.06802, 831.9702, 273.3252, 3.932389, 194.3609, 153.5233, 260.5588
135, 1.729579, 387.3551, 1.38101e-12, 2495.587, 3.090879, 59.43343, 1090.617, 555.7943, 261.6607, 559.3366, 64.10818, 778.662, 603.2673, 66.16145, 185.3497, 500.393, 245.325
135.1, 1.594843, 408.2024, 1.274994e-12, 2421.504, 2.877568, 111.2752, 1036.932, 520.3372, 247.2981, 523.4562, 187.1514, 728.7695, 1090.015, 390.3955, 176.7563, 474.6042, 385.3455
135.2, 1.470603, 385.842, 1.177116e-12, 2309.15, 86.12717, 241.6698, 985.8906, 487.142, 233.7239, 489.8774, 173.7119, 682.0739, 1621.445, 584.4813, 168.5612, 472.3754, 362.8159
135.3, 1.356041, 364.7064, 1.086752e-12, 2458.598, 80.18329, 229.241, 937.3613, 456.0645, 227.0713, 458.4527, 226.5418, 638.3703, 1745.855, 1085.789, 160.7462, 531.0994, 341.6035
135.4, 1.250404, 344.7286, 1.003325e-12, 3219.565, 282.5509, 217.4514, 891.2208, 426.9696, 314.9447, 429.0438, 221.8373, 806.0635, 1868.873, 1019.831, 153.2935, 503.7281, 321.6313
135.5, 1.152996, 325.8452, 9.263024e-13, 3883.08, 263.0512, 206.2681, 847.3514, 399.7309, 299.8387, 401.5214, 205.907, 754.4153, 1749.704, 957.8796, 146.1863, 477.7675, 302.8268
135.6, 1.063177, 307.9961, 8.551927e-13, 4525.372, 330.7043, 195.6599, 805.6415, 374.2299, 283.3806, 375.7645, 191.1206, 706.0764, 1638.134, 899.6914, 139.4086, 453.1448, 285.1217
135.7, 0.980354, 291.1248, 7.895419e-13, 4688.59, 307.8814, 185.5973, 765.9847, 350.3557, 267.8257, 351.6599, 177.3961, 1067.115, 1533.679, 845.038, 132.9451, 429.791, 268.4518
135.8, 0.9039833, 275.1776, 7.289309e-13, 4717.901, 286.6336, 176.0522, 728.28, 328.0046, 253.1247, 329.1016, 164.6571, 1168.091, 1435.884, 793.7046, 126.7813, 407.6409, 252.7565
135.9, 0.833562, 325.4579, 6.729729e-13, 4621.733, 266.8522, 166.9981, 692.4313, 307.0793, 301.8963, 488.576, 152.8329, 1093.246, 1344.324, 745.4896, 120.9033, 386.6323, 237.9788
136, 0.7686266, 394.1903, 6.213106e-13, 4597.236, 248.4359, 158.4095, 661.3071, 287.4891, 285.3252, 530.9197, 141.8579, 1303.483, 1258.603, 700.2034, 115.2979, 366.7064, 224.0651
136.1, 0.7087497, 372.5974, 5.736142e-13, 4556.738, 231.2906, 150.2627, 730.949, 269.1486, 367.259, 559.0013, 131.6709, 1690.74, 1178.349, 657.6683, 109.9523, 347.8075, 210.9649
136.2, 0.6535373, 352.1874, 5.295794e-13, 4345.312, 215.3286, 142.5348, 733.9631, 251.9781, 347.1001, 650.7617, 122.2155, 1582.407, 1103.211, 617.717, 152.9187, 329.8825, 198.6307
136.3, 0.602626, 332.8954, 4.88925e-13, 4305.417, 200.4681, 135.2044, 697.8346, 235.903, 340.899, 609.0165, 113.4391, 1481.015, 1109.127, 580.1926, 213.2579, 312.8813, 187.0175
136.4, 0.5556808, 314.6601, 4.513916e-13, 4319.766, 186.6332, 154.9117, 743.6933, 220.8535, 322.187, 569.9492, 105.293, 1386.119, 1038.403, 544.9478, 203.3706, 296.7564, 176.0833
136.5, 0.5123926, 297.4237, 4.167395e-13, 4192.723, 173.7531, 146.9447, 752.5754, 266.3835, 304.5021, 533.388, 97.7318, 1297.304, 972.1895, 511.8439, 193.9416, 281.4624, 165.7885
136.6, 61.78785, 281.1315, 3.847475e-13, 4102.807, 161.7619, 139.3875, 715.5308, 249.3894, 287.7879, 511.6851, 90.7136, 1214.18, 910.1978, 480.751, 184.9498, 266.9567, 156.0955
136.7, 56.97451, 265.7318, 3.552115e-13, 4023.362, 202.6336, 132.219, 680.3096, 406.1968, 271.9912, 478.8614, 84.19938, 1136.382, 852.1589, 451.5469, 176.3749, 253.1985, 146.9692
136.8, 52.53613, 251.1756, 3.279429e-13, 3946.341, 188.6492, 125.4191, 646.9426, 802.1728, 257.0616, 676.0925, 281.449, 1110.454, 797.821, 470.8885, 168.1976, 240.1494, 138.3765
136.9, 48.4435, 392.9254, 3.027676e-13, 3837.964, 179.2496, 118.9689, 615.0976, 1057.472, 242.9514, 791.1187, 261.2379, 1146.79, 746.9479, 442.2836, 160.3994, 227.7728, 130.2862
137, 44.6697, 371.4018, 2.79525e-13, 3914.006, 166.879, 112.8505, 584.8201, 990.0101, 229.6158, 756.8995, 242.4782, 1301.831, 699.3187, 461.2214, 152.9627, 216.0341, 122.6689
137.1, 41.18988, 351.0573, 2.580666e-13, 3758.36, 166.8022, 107.0467, 556.033, 926.8519, 217.0121, 708.3458, 225.0656, 1218.416, 691.0001, 433.2036, 145.8709, 204.9003, 115.4969
137.2, 37.98114, 331.8271, 2.382556e-13, 3583.978, 155.2907, 101.5414, 657.8055, 867.7229, 205.1003, 848.4182, 208.9035, 1140.347, 646.9384, 406.8879, 139.1078, 194.3404, 108.7443
137.3, 35.02237, 313.6504, 2.199653e-13, 3503.975, 144.5737, 96.31921, 633.3217, 812.3661, 193.8423, 823.8583, 193.9019, 1067.28, 605.6863, 382.1707, 132.6583, 184.3247, 102.3864
137.4, 32.29409, 296.4693, 2.030792e-13, 3360.219, 134.5962, 91.36561, 602.1472, 760.5408, 183.2023, 771.0093, 179.9777, 998.894, 567.0647, 358.955, 126.5078, 174.8251, 96.40029
137.5, 29.77834, 347.5238, 1.874894e-13, 3488.662, 125.3073, 86.66677, 572.5072, 911.6702, 173.1463, 779.372, 170.4627, 934.8902, 530.9058, 337.1497, 120.6425, 165.8152, 90.76415
137.6, 27.45857, 328.4872, 1.730963e-13, 3447.802, 116.6595, 82.20959, 544.3262, 860.3467, 163.6422, 729.3767, 158.2216, 874.9874, 755.8965, 323.5427, 115.0491, 194.8625, 85.45753
137.7, 25.31952, 387.994, 1.598082e-13, 3313.203, 108.6085, 77.98164, 545.8999, 805.4605, 154.6599, 682.5885, 146.8596, 818.9229, 897.7272, 303.8885, 109.715, 286.1028, 80.46117
137.8, 23.3471, 366.7406, 1.475402e-13, 3197.258, 101.1131, 73.97112, 519.0286, 754.0757, 265.0049, 638.8017, 136.3135, 768.1953, 896.3503, 285.4282, 104.6283, 271.3579, 75.75693
137.9, 21.52834, 346.6514, 1.362139e-13, 3201.242, 94.13498, 70.16686, 493.48, 705.9691, 250.4588, 597.8237, 126.5247, 887.4977, 839.1945, 268.0894, 99.77737, 257.373, 71.32772
138, 19.85125, 327.6626, 1.257571e-13, 3164.789, 87.63845, 66.55825, 469.1891, 660.9315, 236.7111, 559.4744, 117.4389, 846.9388, 787.6119, 251.8038, 95.15135, 346.8439, 67.15747
138.1, 18.30482, 309.714, 1.161031e-13, 3224.054, 81.59026, 63.13523, 446.0938, 674.1987, 223.718, 523.5851, 109.0055, 792.6716, 737.3898, 236.5075, 90.73981, 328.9686, 63.23104
138.2, 16.87885, 446.395, 1.071902e-13, 3135.274, 75.95948, 59.88825, 687.4471, 631.1878, 211.438, 858.0014, 133.2239, 741.8814, 690.3701, 222.1404, 86.53281, 312.0146, 59.53417
138.3, 15.56397, 440.2875, 9.896149e-14, 3071.78, 70.71729, 56.80826, 658.7467, 842.7529, 199.8322, 802.9622, 123.657, 694.3456, 696.106, 208.6461, 82.52086, 295.9343, 56.05345
138.4, 14.35152, 416.1695, 9.136448e-14, 2929.254, 65.83688, 53.88667, 626.3207, 969.965, 188.8634, 1476.497, 114.7771, 861.2933, 651.7188, 195.9715, 78.69492, 280.6827, 52.77623
138.5, 13.23352, 393.3727, 8.435069e-14, 2944.419, 61.29329, 51.11533, 595.4908, 1112.118, 178.4966, 1614.827, 106.5348, 806.1062, 670.594, 184.0668, 75.04636, 266.2171, 49.69061
138.6, 12.20261, 443.5455, 7.787531e-14, 2807.802, 57.06326, 48.48652, 585.344, 1041.17, 168.6989, 1608.053, 98.88448, 754.4553, 627.8336, 172.8854, 71.56696, 252.4971, 46.7854
138.7, 11.25202, 419.2491, 7.189704e-14, 2924.559, 53.12515, 45.99291, 556.5311, 974.7477, 159.439, 1504.9, 91.78351, 729.4108, 587.7997, 162.3831, 68.24887, 239.4841, 44.05004
138.8, 10.37547, 396.2835, 6.63777e-14, 2788.864, 49.45883, 43.62754, 529.1365, 912.5632, 150.6874, 1574.361, 85.19246, 854.0145, 550.3187, 152.5189, 65.08463, 227.1418, 41.47461
138.9, 9.567211, 382.8681, 6.128206e-14, 2875.454, 46.04553, 41.38382, 552.3845, 854.3458, 142.4161, 1475.747, 79.07471, 799.2938, 515.2275, 143.2538, 62.06709, 215.4356, 39.04976
139, 8.821915, 361.8954, 5.657761e-14, 2742.037, 42.86779, 39.2555, 632.8466, 813.28, 134.5989, 1381.081, 75.63457, 748.0793, 482.374, 134.5516, 59.18945, 204.3327, 36.76667
139.1, 8.134678, 342.0716, 5.22343e-14, 2614.81, 39.90936, 37.23663, 601.6954, 761.3964, 206.2138, 1292.487, 70.20319, 709.944, 451.6154, 126.378, 56.44522, 193.802, 34.61707
139.2, 7.500978, 323.3337, 4.822441e-14, 2636.412, 37.1551, 35.32158, 665.0117, 712.8227, 194.8947, 1209.576, 65.16183, 699.2163, 422.8181, 118.7009, 61.25647, 183.814, 32.59315
139.3, 6.916643, 305.6222, 4.452236e-14, 2589.338, 34.59092, 33.50503, 632.2772, 692.2271, 184.1969, 1131.984, 60.48251, 741.9473, 395.8571, 111.4902, 58.41642, 174.3408, 30.68756
139.4, 6.377829, 373.2993, 4.11045e-14, 2469.196, 32.20369, 31.7819, 601.1541, 648.0661, 174.0863, 1059.369, 56.13921, 694.4073, 370.6153, 104.7176, 55.70803, 165.3558, 28.89338
139.5, 5.880989, 352.8508, 3.794902e-14, 2539.032, 29.98122, 30.14739, 571.563, 606.7224, 164.5307, 991.4127, 52.10781, 649.9134, 346.983, 98.35629, 55.08142, 156.8338, 27.20409
139.6, 15.37516, 333.5224, 3.503578e-14, 2443.415, 27.91213, 28.59694, 543.4285, 692.493, 155.4996, 988.6229, 48.3659, 608.2704, 324.8576, 92.38145, 61.19406, 148.7511, 25.61358
139.7, 25.87152, 315.2528, 3.234618e-14, 2330.044, 25.98583, 27.12623, 540.3755, 648.3151, 146.9642, 925.2045, 44.8927, 652.5807, 304.143, 86.76957, 58.3569, 141.0849, 24.11605
139.8, 23.8561, 344.1417, 2.986305e-14, 2395.014, 24.19247, 25.73116, 513.7761, 606.9555, 138.8973, 865.8543, 41.66892, 621.5531, 301.34, 81.49859, 55.65128, 133.8138, 22.70609
139.9, 94.576, 325.2904, 2.757055e-14, 2318.752, 22.52288, 24.40783, 489.3024, 568.2345, 131.2732, 810.3113, 38.67664, 679.4336, 282.1251, 76.54781, 53.0711, 140.4948, 21.37855
140, 87.20843, 307.4717, 2.545403e-14, 2292.443, 20.96851, 23.15256, 465.217, 602.4354, 124.0676, 778.5165, 35.89924, 712.609, 264.1353, 71.89777, 50.61055, 133.2541, 20.12863
140.1, 80.41479, 290.6291, 2.35e-14, 2240.853, 19.52141, 21.96185, 442.3173, 564.0027, 117.2575, 728.5761, 33.32129, 666.9489, 247.2927, 67.5302, 48.26407, 126.3866, 18.95179
140.2, 192.3669, 396.3655, 2.169596e-14, 2136.881, 18.17418, 20.83237, 420.5447, 528.0219, 110.8212, 798.9924, 30.92846, 624.2144, 287.0705, 63.42796, 46.02639, 119.873, 17.84376
140.3, 177.3813, 374.6535, 2.003043e-14, 2037.732, 16.91993, 19.76099, 467.1111, 533.0569, 104.7382, 747.7385, 28.70746, 641.1884, 268.7654, 59.57491, 43.89245, 113.6951, 16.8005
140.4, 191.5211, 354.1309, 1.849274e-14, 2082.847, 15.75223, 18.7447, 500.3505, 499.0503, 98.98913, 699.7725, 26.64595, 600.1045, 251.6276, 55.95592, 43.95121, 118.2783, 15.81824
140.5, 176.6014, 334.7324, 1.707311e-14, 1986.206, 14.66513, 17.78068, 483.7649, 467.2131, 93.5556, 654.8833, 24.73248, 616.5566, 235.5825, 52.55677, 41.91348, 112.1826, 14.89341
140.6, 162.844, 316.3965, 1.576245e-14, 2092.714, 13.65304, 16.86624, 459.9521, 437.407, 88.42032, 612.8737, 22.95642, 577.051, 220.5606, 49.36412, 39.97023, 106.4011, 14.02266
140.7, 150.1582, 299.065, 1.455241e-14, 1995.615, 12.71081, 15.99882, 437.3115, 409.5024, 83.56691, 573.559, 21.30791, 540.0767, 206.4966, 46.3654, 38.11708, 100.9175, 13.20281
140.8, 138.4607, 402.622, 1.343526e-14, 1937.564, 11.8336, 15.17602, 502.7649, 419.9661, 108.0077, 536.7662, 19.77777, 505.4714, 193.3293, 43.54885, 36.34985, 95.71647, 12.43089
140.9, 127.6745, 380.5673, 1.240387e-14, 1903.499, 11.01692, 14.39553, 478.0169, 428.9092, 102.0791, 502.3336, 18.35751, 473.0835, 181.0016, 40.9034, 34.66455, 90.78352, 11.70411
141, 117.7285, 359.7206, 1.145166e-14, 1886.944, 10.25661, 13.65519, 493.548, 401.5468, 96.47601, 470.1098, 17.03924, 465.1499, 169.4601, 38.41864, 33.05738, 86.10481, 11.01981
141.1, 174.237, 340.016, 1.057255e-14, 1799.392, 9.548776, 12.95291, 469.2537, 460.0924, 91.18042, 439.9531, 15.81564, 435.3456, 158.6544, 36.08483, 31.52473, 81.66723, 10.37553
141.2, 160.6637, 321.3907, 9.760923e-15, 1823.573, 8.889787, 12.28676, 446.1552, 430.7405, 86.17551, 411.7309, 59.94296, 407.451, 148.5378, 33.89279, 30.06314, 77.45834, 9.768913
141.3, 150.6274, 405.286, 9.011604e-15, 1824.839, 8.276277, 11.65486, 424.1937, 403.2612, 81.44533, 698.0974, 55.6384, 381.3437, 139.0663, 31.83391, 28.66931, 73.46637, 9.197763
141.4, 138.8933, 383.0854, 8.319807e-15, 1740.169, 7.705106, 11.05547, 403.3133, 377.535, 76.97478, 653.3157, 51.64296, 356.9092, 187.1658, 29.9001, 27.34011, 69.68013, 8.660007
141.5, 128.0734, 362.1008, 7.681118e-15, 1659.428, 7.173354, 10.48689, 383.4607, 353.45, 93.08041, 611.4067, 47.93444, 334.0404, 175.2312, 28.08377, 26.07253, 141.4267, 8.15369
141.6, 118.0963, 362.497, 7.09146e-15, 1729.051, 6.6783, 9.947564, 484.755, 330.9014, 126.8481, 572.186, 44.49223, 312.6369, 164.0576, 26.37777, 24.86372, 134.138, 7.676977
141.7, 108.8965, 342.6402, 6.547068e-15, 1648.825, 6.217411, 9.435971, 568.6861, 309.7914, 153.4332, 582.5778, 55.62604, 292.6048, 153.5964, 24.7754, 23.71095, 127.225, 7.228135
141.8, 100.4133, 323.8712, 6.044467e-15, 1572.713, 5.788329, 8.950689, 554.1565, 290.0281, 276.2459, 545.2065, 51.63149, 273.8563, 170.6158, 23.27037, 22.61163, 120.6682, 6.805534
141.9, 189.3685, 306.1302, 5.58045e-15, 1499.741, 5.388859, 8.490364, 526.8788, 379.1728, 401.3235, 510.2325, 47.92379, 360.1544, 159.7365, 21.85677, 21.56328, 114.4493, 6.407642
142, 212.2541, 289.3611, 5.152054e-15, 1526.808, 5.016958, 8.053714, 500.9438, 354.9832, 560.0317, 477.502, 80.00446, 337.0776, 149.5509, 20.52904, 20.56354, 108.5509, 6.033012
142.1, 195.7193, 273.5105, 4.756545e-15, 1480.071, 4.670723, 7.63952, 476.2854, 380.3434, 637.0265, 446.8711, 231.2576, 315.4795, 140.0147, 19.28197, 19.61014, 102.9565, 5.680286
142.2, 191.8462, 543.4363, 4.391398e-15, 1411.398, 4.348382, 7.246627, 452.8408, 356.0792, 715.6205, 468.7625, 214.6508, 295.2653, 131.0867, 18.11065, 18.70095, 97.65043, 5.348183
142.3, 176.9012, 513.6681, 4.054283e-15, 1577.153, 4.048288, 6.87394, 430.5502, 419.4989, 750.6954, 438.6923, 352.9313, 276.3463, 122.728, 17.01048, 17.83391, 92.61781, 5.035496
142.4, 163.1204, 485.5305, 3.743046e-15, 1503.975, 3.768904, 6.520421, 409.3569, 596.6787, 709.4896, 410.5509, 327.587, 287.8617, 114.9022, 15.97715, 17.00707, 87.84457, 4.74109
142.5, 150.4131, 466.6435, 3.455703e-15, 1434.193, 3.508801, 6.185082, 389.2068, 558.6133, 670.5457, 384.2148, 304.0627, 320.2643, 107.5755, 15.00659, 16.21857, 83.31731, 4.463898
142.6, 138.6958, 441.0818, 3.190418e-15, 1479.676, 3.266648, 5.86699, 370.0485, 522.9763, 738.1218, 361.621, 282.2277, 427.8249, 100.7159, 14.09499, 15.46662, 79.02338, 4.202911
142.7, 127.8912, 416.9203, 2.945498e-15, 1492.637, 3.041207, 5.565257, 351.8333, 489.6127, 698.2019, 338.4237, 261.9607, 400.4122, 94.29375, 13.23876, 14.74954, 74.95075, 3.957184
142.8, 117.9284, 394.0824, 2.719381e-15, 1490.662, 2.831324, 5.279041, 334.5147, 460.2774, 659.8775, 316.7144, 243.1491, 374.7559, 88.28111, 12.43455, 14.0657, 166.7926, 129.2206
142.9, 108.7416, 467.6557, 2.510621e-15, 1535.814, 2.635926, 5.007545, 318.0486, 430.9138, 640.6873, 296.3978, 225.6884, 350.7436, 82.65186, 11.67919, 13.41356, 158.1966, 121.6656
143, 100.2705, 442.0386, 2.317888e-15, 1464.554, 2.454013, 4.750012, 302.3931, 403.4234, 605.5198, 277.3844, 209.4815, 328.2698, 77.38155, 10.96971, 12.79167, 150.0436, 114.5523
