 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C021, C022, C023, C026, C028, C029, C033, C036, C040, C046, C050, C051, C052, C054, C057, C058, C060, C061, C066, C067, C068, C089
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
64.90000000000001, 0.001273765, 284.5426, 600.1409, 411.7229, 178.8779, 134.7554, 63.40182, 790.6793, 39.80856, 305.1387, 548.5591, 12.44542, 88.41603, 43.49906, 247.3446, 576.7718, 249.821, 481.6042, 1923.446, 343.865, 567.6079, 6.638831, 164.2346, 527.6288, 273.6993, 5.688525, 107.5228, 70.56863, 472.124, 293.476, 262.0315, 551.0655, 267.6685, 743.3376, 72.00514, 693.2061, 592.9335, 250.5053, 422.9759, 223.4547, 357.207
65, 0.001201312, 272.5381, 608.9958, 406.6291, 170.644, 176.8059, 60.19585, 785.254, 37.41866, 290.0962, 523.4083, 11.91879, 84.13062, 41.52883, 235.82, 550.9308, 236.9024, 459.781, 2004.097, 328.716, 592.3336, 6.278736, 156.5486, 502.9339, 414.9534, 5.356079, 101.0008, 66.74297, 452.3772, 279.5194, 251.4278, 526.0608, 318.8704, 812.6163, 68.53006, 694.0442, 682.0839, 237.0745, 474.5525, 208.9104, 397.8524
65.09999999999999, 0.001132981, 350.7014, 610.6372, 387.8524, 162.789, 168.8761, 57.15199, 808.1537, 35.17224, 275.7951, 499.4106, 11.41444, 80.05291, 39.64783, 224.8324, 526.2477, 224.6518, 525.7026, 1927.307, 314.2344, 561.6895, 5.938173, 149.2224, 479.3949, 389.5322, 5.043062, 94.87444, 63.12471, 433.4564, 266.2266, 241.2532, 502.1907, 484.5632, 960.8625, 65.22269, 668.368, 811.2003, 224.3639, 453.444, 195.3129, 544.126
65.2, 0.001068535, 383.4952, 577.4809, 369.9428, 311.6883, 161.302, 54.26204, 822.1709, 33.06068, 262.1991, 636.384, 10.93144, 76.17284, 37.85204, 214.3567, 529.0848, 213.0348, 513.0126, 1926.883, 300.3908, 532.6307, 5.616082, 142.239, 456.9575, 658.2894, 4.748338, 89.11968, 59.7026, 415.327, 253.5658, 231.4904, 479.4037, 604.0039, 905.5834, 62.07494, 698.9708, 792.2657, 412.7765, 433.2745, 182.6003, 548.2965
65.3, 203.9027, 367.3161, 546.1249, 352.8601, 319.0725, 154.0676, 51.51823, 1003.528, 31.07589, 249.2734, 607.2065, 10.46887, 72.48084, 36.13758, 204.3691, 596.341, 234.916, 489.7663, 1838.701, 287.1571, 578.4534, 5.311462, 135.5824, 435.5703, 617.9608, 4.470839, 83.71398, 56.46601, 397.9558, 241.5072, 222.1226, 457.6506, 570.5605, 911.702, 59.07911, 780.5063, 755.0883, 390.6456, 414.0021, 170.7152, 632.3994
65.40000000000001, 202.8706, 351.8196, 516.4715, 359.8542, 304.3853, 160.8643, 48.91316, 959.5484, 29.21026, 236.9848, 612.5416, 10.02588, 68.96779, 34.50078, 194.8468, 569.6234, 222.7682, 467.5733, 1754.556, 299.3867, 548.5273, 5.023365, 129.2374, 415.1841, 580.1028, 4.209556, 78.63618, 53.40488, 474.2421, 230.0221, 215.7582, 436.8846, 538.9688, 901.9777, 56.22786, 768.1098, 741.8092, 369.7013, 395.5869, 159.6037, 888.6374
65.5, 191.3311, 336.9768, 488.4282, 343.2374, 334.2161, 153.6495, 46.43982, 917.4966, 27.45663, 225.302, 584.4573, 9.601631, 65.62501, 32.93812, 185.7683, 544.1027, 211.2486, 446.3859, 1674.261, 323.5868, 520.1495, 4.750894, 123.1892, 395.752, 670.1476, 3.963543, 73.86637, 50.5097, 454.4068, 219.0831, 207.0271, 417.0609, 509.1264, 912.2703, 53.51421, 735.9862, 706.9995, 481.1291, 377.9909, 149.2154, 839.772
65.59999999999999, 209.8964, 322.7603, 461.9076, 327.3879, 393.9523, 161.2199, 44.09155, 877.2877, 25.80828, 214.1952, 623.9022, 9.195335, 62.44424, 31.44623, 177.1127, 578.2097, 200.3246, 426.1587, 1597.64, 309.3312, 493.2397, 4.493202, 117.4242, 377.2295, 629.0925, 3.731908, 69.38589, 47.77147, 435.4011, 208.6644, 198.6492, 398.1367, 480.9363, 957.1033, 50.93153, 761.8328, 673.8232, 455.3335, 361.1776, 139.5033, 793.5936
65.7, 197.9573, 309.1435, 436.827, 312.2703, 375.8183, 153.9892, 226.8201, 838.8409, 24.25888, 203.6359, 595.2969, 8.806231, 59.41765, 30.02192, 168.8604, 552.3044, 189.9656, 406.848, 1618.432, 295.7036, 549.9622, 4.249487, 111.9289, 359.5738, 590.5525, 3.51381, 65.17718, 45.18169, 500.9278, 198.7411, 232.9562, 394.2648, 454.3071, 902.0405, 48.4735, 729.9717, 783.8306, 430.921, 345.1121, 130.4233, 749.9546
65.8, 186.6973, 296.1012, 413.1082, 297.8507, 358.519, 155.2177, 215.3508, 802.079, 22.80251, 193.5972, 596.9523, 8.433593, 56.53775, 28.66212, 160.9926, 568.5231, 180.1422, 388.4123, 1544.366, 282.6764, 656.6628, 4.018992, 106.6908, 342.7445, 554.3736, 3.308458, 61.22375, 42.7323, 479.9763, 189.2897, 223.5291, 376.3749, 429.1523, 850.1456, 46.13409, 841.5031, 747.049, 526.8293, 329.7613, 121.9343, 708.7152
65.90000000000001, 176.0778, 283.6091, 434.8341, 284.097, 342.016, 148.2562, 204.4613, 766.9282, 21.43357, 184.0533, 569.5827, 8.076723, 53.79743, 27.3639, 153.4915, 543.0517, 257.9293, 370.812, 1568.872, 270.2231, 622.6906, 3.800999, 101.6978, 326.7029, 557.9749, 3.115107, 57.51012, 40.4157, 459.9012, 180.2878, 299.8921, 359.2968, 405.3904, 801.2361, 43.90758, 806.3101, 711.9933, 498.5836, 315.0932, 113.9978, 669.7435
66, 166.0623, 271.6441, 418.1554, 270.9785, 326.2726, 141.6069, 199.8919, 830.6009, 20.14681, 174.98, 609.6586, 7.734954, 51.18994, 26.12449, 146.3398, 518.7216, 244.5914, 354.0092, 1517.383, 258.3184, 590.4759, 3.594831, 96.93851, 311.412, 523.7918, 2.933055, 54.02176, 38.22469, 440.6657, 171.714, 287.7563, 342.9937, 382.9441, 755.1405, 41.78853, 772.5888, 678.5827, 471.8522, 301.0776, 106.5779, 632.9149
66.09999999999999, 156.6165, 260.1838, 395.4505, 258.4656, 311.254, 253.8675, 189.7842, 794.2001, 18.9373, 166.3539, 581.7065, 7.407647, 48.70882, 24.94122, 139.5213, 495.4814, 231.9433, 337.9679, 1463.731, 246.9382, 559.9279, 3.399844, 92.40192, 296.8369, 491.7029, 2.761643, 50.74498, 36.15245, 422.2347, 163.548, 276.1116, 327.4303, 361.7407, 812.0664, 39.77175, 740.2778, 675.6413, 446.5541, 287.6855, 99.64098, 598.1115
66.2, 147.708, 249.207, 373.9784, 290.2655, 296.9267, 242.4815, 180.1876, 759.3946, 17.8004, 158.153, 555.0359, 7.09419, 46.34797, 23.81154, 133.0205, 473.2826, 255.003, 322.6534, 1542.089, 288.479, 530.9602, 3.215435, 88.07765, 282.9439, 461.5798, 2.600249, 47.66696, 34.19256, 404.5746, 155.7702, 264.9382, 312.5731, 341.7113, 822.4155, 37.8523, 926.3433, 643.9365, 574.2208, 386.8149, 93.15554, 565.2218
66.3, 139.3062, 254.955, 353.6721, 336.107, 283.2589, 231.6062, 171.0762, 726.1144, 16.73176, 216.6314, 529.5881, 6.793997, 44.10154, 22.73303, 126.8227, 452.0782, 241.8164, 308.0329, 1471.517, 275.7701, 503.4912, 3.041027, 83.95575, 269.7011, 433.3021, 2.448287, 44.77565, 32.33891, 387.6532, 148.3624, 254.2169, 318.9753, 322.7909, 775.1014, 36.02549, 887.6021, 649.7214, 637.7279, 369.6091, 87.09223, 534.1407
66.40000000000001, 181.1745, 244.1988, 356.2298, 320.5867, 270.2202, 235.0784, 224.8812, 694.2928, 15.72727, 232.8086, 505.3071, 6.506507, 41.96399, 21.70337, 120.9136, 431.8239, 229.3118, 294.0749, 1447.467, 263.621, 477.4432, 2.87608, 80.02674, 257.0782, 571.2454, 2.305205, 42.05971, 30.58576, 371.4395, 141.3069, 243.9294, 304.5017, 304.9182, 730.5093, 34.28684, 850.4811, 619.2329, 603.5364, 353.1685, 81.42357, 504.7688
66.5, 170.8691, 283.599, 336.8873, 305.7832, 257.7816, 224.5351, 213.5098, 663.8657, 14.78309, 221.3317, 482.1394, 6.231183, 39.93005, 20.72034, 115.2798, 430.8957, 217.4538, 280.7493, 1381.225, 252.0072, 452.7429, 2.720079, 76.28161, 245.046, 536.2493, 2.170486, 39.50851, 28.92765, 355.9039, 134.5869, 234.0583, 290.6848, 288.035, 748.5436, 32.63211, 814.9126, 590.1751, 571.178, 508.6011, 76.12387, 477.012
66.59999999999999, 161.1499, 271.6344, 318.595, 291.6632, 307.015, 214.4647, 202.7135, 634.772, 13.89559, 210.4206, 460.0338, 5.967508, 37.99469, 19.78185, 109.9085, 446.6297, 206.2089, 268.0276, 1318.015, 240.905, 495.738, 2.57254, 72.71174, 233.577, 552.4443, 2.043639, 37.11205, 27.35942, 341.0181, 128.1864, 224.5866, 318.8894, 272.0866, 705.4794, 31.05723, 811.9229, 562.4808, 540.5546, 485.9781, 71.16912, 616.2078
66.7, 151.9835, 260.1745, 301.296, 278.1953, 292.8828, 204.8459, 192.4631, 606.9534, 13.06137, 200.0474, 438.9418, 5.714992, 36.15313, 18.88585, 104.7875, 566.3513, 195.5456, 255.8824, 1257.698, 230.292, 470.0912, 2.433004, 69.30894, 222.6448, 518.6, 1.924206, 34.86096, 25.87622, 396.5024, 122.0904, 215.4982, 339.8944, 257.0213, 737.9125, 29.55836, 783.879, 575.7809, 511.573, 464.3614, 66.53687, 582.3231
66.8, 154.4535, 249.1982, 284.9362, 265.3492, 333.3737, 222.2758, 291.3956, 580.3539, 12.27724, 190.1856, 418.8169, 5.47316, 34.40084, 18.03044, 99.90511, 540.9772, 185.4337, 244.2875, 1343.801, 220.1465, 445.7712, 2.301036, 66.06538, 212.2242, 540.6033, 1.811753, 32.74641, 24.47342, 484.0495, 116.2842, 206.7776, 324.4716, 242.7902, 711.4923, 28.13183, 880.7161, 548.7621, 515.9999, 443.7062, 62.20611, 550.3016
66.90000000000001, 145.668, 238.6848, 286.785, 253.0963, 318.0282, 212.3067, 276.6609, 705.8584, 11.54018, 279.4928, 399.6146, 5.241561, 147.6109, 17.21378, 95.25019, 517.7979, 175.8447, 233.218, 1282.303, 210.4479, 422.7094, 2.176226, 62.97362, 202.2914, 507.4845, 1.705871, 30.76013, 23.14667, 463.804, 110.7542, 198.4099, 309.7487, 229.347, 670.5597, 26.77414, 843.8831, 523.0112, 572.4949, 423.9698, 58.15724, 520.041
67, 197.1104, 228.6151, 295.1863, 362.0766, 450.5743, 202.7847, 262.6712, 683.5292, 10.84736, 265.7145, 381.2927, 5.019763, 170.4119, 16.4341, 90.81216, 505.5378, 166.7515, 271.1618, 1223.62, 201.1766, 400.8407, 2.058186, 225.061, 192.8235, 476.3946, 1.606178, 28.89432, 21.89184, 444.4053, 105.4871, 190.3808, 295.6938, 216.6482, 631.9819, 25.48198, 862.1144, 498.4686, 541.8008, 405.1113, 54.3719, 491.4443
67.09999999999999, 185.8986, 218.9702, 279.1583, 345.3572, 429.8339, 193.6898, 249.389, 730.6454, 10.19615, 252.6154, 363.8109, 56.00077, 162.1522, 15.68974, 123.2891, 546.1116, 158.1286, 258.8745, 1330.505, 192.3138, 380.1033, 1.946549, 214.5285, 183.7986, 447.2093, 1.51231, 27.14169, 20.70504, 505.0523, 100.4706, 182.6766, 337.212, 204.6525, 595.6236, 24.25218, 826.0594, 475.0778, 512.7524, 387.0916, 50.83294, 464.4202
67.2, 175.3245, 209.7321, 264.0006, 358.1528, 420.9345, 185.0028, 424.0016, 698.6252, 9.584022, 288.4547, 428.9824, 53.63108, 154.2929, 14.9791, 117.5446, 521.6443, 149.9515, 261.1589, 1269.616, 183.8414, 360.4388, 1.840966, 204.4889, 175.1962, 419.812, 1.423928, 25.49537, 19.58258, 483.9284, 95.69258, 175.2842, 321.9109, 193.321, 561.357, 23.08173, 791.5122, 452.7845, 584.8469, 369.8735, 47.52432, 438.8821
67.3, 165.3519, 200.8839, 249.6659, 341.6146, 501.5442, 176.7054, 402.5615, 668.0082, 9.008647, 294.0583, 434.7722, 51.36167, 182.3075, 14.30064, 112.0678, 498.2733, 142.1973, 249.3249, 1249.173, 175.7423, 341.7917, 1.741111, 194.9191, 166.9964, 394.0932, 1.340712, 23.94891, 18.52097, 538.3812, 91.14181, 168.1909, 327.1192, 182.6169, 609.5885, 65.65704, 758.4099, 431.5374, 553.4906, 353.4212, 44.43106, 593.1986
67.40000000000001, 155.9465, 192.4089, 236.1096, 427.1751, 478.4576, 168.7802, 406.3456, 638.733, 8.467815, 279.562, 414.8383, 69.03092, 173.4713, 13.65291, 106.8462, 475.9493, 134.8441, 238.0271, 1192.006, 168, 324.1092, 1.646672, 213.6253, 159.1804, 369.9499, 1.262359, 22.49625, 17.51692, 515.8632, 86.80745, 161.3847, 312.2761, 172.5055, 600.4862, 62.48832, 726.6919, 480.8224, 523.8154, 337.7007, 41.53913, 560.5791
67.5, 147.0761, 184.2914, 233.6018, 407.4497, 474.4458, 161.2103, 385.7983, 610.7407, 7.959452, 265.7803, 395.8185, 66.10986, 165.0633, 13.03452, 120.2358, 454.6255, 352.3883, 227.2413, 1195.687, 160.5987, 330.0574, 1.557355, 203.628, 151.7302, 347.2858, 56.8167, 21.1317, 16.56729, 558.7914, 82.67922, 154.8539, 335.0569, 162.9539, 565.9398, 234.857, 696.3004, 505.583, 579.2136, 322.6795, 38.83543, 566.4787
67.59999999999999, 180.1132, 176.5164, 220.9178, 388.6351, 505.8372, 177.5477, 366.2901, 583.9752, 7.481608, 361.0851, 469.2353, 63.3124, 157.0629, 12.44414, 114.6336, 434.2571, 440.5675, 216.9442, 1140.968, 153.5235, 708.9199, 1.472883, 220.302, 205.2477, 326.0101, 53.49625, 19.84992, 15.66915, 580.3232, 78.74731, 193.6117, 319.8536, 153.9313, 533.3809, 223.5224, 667.18, 624.5596, 548.1593, 465.4502, 36.3077, 535.3285
67.7, 249.5727, 169.0695, 277.825, 379.1979, 523.4857, 169.5847, 377.1334, 558.3828, 7.032452, 343.2845, 447.7214, 84.12579, 149.4503, 11.8805, 109.2924, 414.8012, 527.8556, 207.1137, 1137.646, 146.7601, 901.6499, 1.392993, 209.9922, 313.3301, 306.0378, 101.9534, 18.6459, 14.81969, 567.2731, 75.0024, 185.7767, 305.3402, 145.4082, 542.2604, 240.0466, 639.2774, 595.2519, 564.1692, 517.8761, 33.94451, 601.9142
67.8, 432.1183, 161.9367, 304.1622, 361.6879, 670.5339, 161.9788, 496.8412, 673.4584, 6.61026, 434.7665, 427.1939, 80.56598, 476.6252, 11.34239, 104.2001, 396.217, 604.8253, 197.7287, 1149.687, 140.2946, 1007.467, 1.317436, 277.8496, 298.6652, 287.2891, 237.94, 17.5149, 14.01629, 586.8893, 71.43557, 178.2589, 415.6057, 137.357, 559.1971, 228.4615, 612.5417, 567.3194, 533.9215, 494.8405, 31.73513, 809.7755
67.90000000000001, 493.0616, 155.1048, 287.6468, 344.9864, 787.2231, 255.9949, 471.718, 756.3121, 6.213415, 413.3336, 407.6076, 77.15681, 453.5238, 10.82865, 99.34507, 378.4654, 688.6465, 188.7689, 1358.95, 134.1139, 987.0533, 1.245978, 338.2473, 310.3422, 269.6889, 224.0344, 16.4525, 13.25644, 777.0323, 68.03837, 171.0452, 408.1868, 129.7516, 596.1531, 447.9408, 586.9243, 540.6976, 623.5093, 573.277, 29.66955, 999.6432
68, 465.0157, 148.5612, 345.3357, 329.0562, 914.808, 244.5135, 447.8651, 723.167, 5.840394, 392.9573, 408.7722, 73.89189, 431.5421, 10.33818, 94.71625, 361.5092, 748.9482, 180.2152, 1481.783, 128.2055, 1003.499, 1.178395, 357.8157, 295.8171, 253.167, 332.7978, 15.45455, 12.53778, 744.5327, 64.80273, 164.1235, 444.0564, 122.5673, 561.856, 632.2781, 562.3781, 515.3251, 590.0801, 547.7772, 27.73842, 1083.975
68.09999999999999, 438.5652, 142.2936, 343.7594, 313.8615, 991.3712, 250.2038, 425.2184, 691.4745, 164.3632, 373.5854, 524.4636, 141.3309, 410.6257, 9.86993, 90.3031, 372.7669, 812.3954, 172.049, 1572.432, 176.4182, 951.5831, 1.114478, 341.0704, 317.4052, 237.6573, 313.3486, 14.51713, 11.85808, 713.3924, 61.72096, 157.4819, 542.133, 115.7808, 529.5321, 614.301, 538.8585, 491.1432, 649.3107, 523.4116, 25.93298, 1131.555
68.2, 413.6191, 226.8176, 364.2097, 299.3685, 1147.715, 273.6853, 403.7168, 661.1709, 453.0818, 355.1686, 500.4176, 214.4045, 390.7232, 9.422885, 86.09557, 403.6624, 1122.75, 202.5451, 1500.471, 181.5663, 902.3533, 1.054028, 429.978, 302.5496, 223.0978, 295.036, 13.63657, 11.21523, 717.353, 58.78575, 151.1091, 518.9471, 109.3701, 560.0374, 584.6538, 516.3226, 468.0961, 614.4982, 671.9392, 24.24505, 1141.799
68.3, 390.0921, 244.667, 344.4338, 285.5448, 1126.876, 261.4105, 477.4615, 632.1953, 425.8812, 337.6597, 477.474, 262.8172, 371.7853, 8.996088, 82.08409, 428.1092, 1064.691, 193.3671, 1431.804, 241.6387, 855.6704, 0.9968566, 409.8557, 288.3892, 209.4302, 277.7937, 12.80942, 10.60723, 792.9235, 242.9056, 144.9941, 495.3998, 103.3143, 583.7128, 556.4375, 494.7291, 446.1305, 599.4308, 642.0508, 22.66699, 1079.012
68.40000000000001, 367.9032, 235.7742, 325.7318, 272.3593, 1075.005, 249.6862, 453.3182, 604.4896, 573.2892, 321.0139, 455.5824, 251.696, 353.7654, 8.588622, 78.25951, 408.9287, 1009.634, 184.605, 1366.28, 250.0208, 826.7927, 0.9427864, 401.9291, 274.8916, 196.5999, 284.2562, 50.68505, 10.0322, 759.7593, 534.9357, 139.1266, 545.7678, 97.59386, 550.1314, 529.5829, 474.0387, 425.1956, 614.057, 613.4919, 21.19164, 1019.678
68.5, 442.5422, 225.8273, 308.0453, 287.7432, 1025.521, 238.4877, 430.3958, 577.9981, 538.8719, 440.472, 434.6944, 241.0455, 336.6188, 8.199613, 74.61314, 390.6076, 957.4248, 176.2399, 1303.754, 305.3192, 858.632, 0.891649, 412.2584, 367.0065, 184.5556, 267.6438, 126.2515, 9.488332, 727.9821, 794.9186, 133.4965, 528.7614, 92.19014, 533.8206, 504.0244, 454.2136, 405.2431, 581.1346, 656.7137, 19.81232, 963.6072
68.59999999999999, 417.37, 216.3, 291.3191, 329.1049, 1003.284, 227.7915, 633.0117, 552.6675, 506.5209, 418.7578, 414.7642, 230.8456, 373.1191, 7.828222, 171.2377, 373.1074, 907.9151, 168.2538, 1396.607, 291.8684, 814.2109, 0.8432853, 392.9653, 349.8293, 173.2493, 252.0023, 147.7937, 8.973951, 697.5341, 823.1044, 166.9394, 514.9227, 273.3784, 503.1096, 526.4668, 435.2177, 386.2268, 572.1091, 627.5026, 485.5509, 910.6192
68.7, 462.3253, 207.1746, 275.5011, 313.9081, 957.1016, 227.3931, 601.0029, 528.4471, 657.5656, 398.1141, 395.7477, 221.0773, 355.0345, 7.473654, 246.7113, 474.7594, 860.9656, 160.6297, 1332.693, 279.0102, 786.2248, 0.797545, 374.5751, 333.4561, 162.6355, 298.9551, 138.8291, 8.487456, 668.3595, 783.9607, 160.1838, 491.5579, 258.2416, 474.1654, 509.827, 417.0161, 368.103, 541.4357, 599.5908, 689.3675, 961.1216
68.8, 436.0278, 198.4342, 260.542, 299.4129, 913.0452, 273.9656, 570.6126, 505.2881, 618.0887, 513.0284, 377.6031, 211.7223, 337.8264, 7.135145, 235.2162, 453.4889, 816.444, 153.351, 1271.704, 266.7184, 850.9236, 0.7542856, 357.0455, 317.8492, 152.672, 289.8327, 130.4082, 8.027335, 640.4052, 777.0022, 153.7016, 469.2534, 243.9429, 556.6173, 504.8511, 399.5758, 350.8296, 535.1261, 572.9205, 644.4979, 908.2704
68.90000000000001, 436.0234, 190.0626, 297.952, 285.5871, 891.5814, 283.4995, 541.759, 483.144, 621.5423, 487.7374, 360.2905, 248.2657, 321.4524, 6.811968, 224.2567, 538.0454, 774.2245, 146.4021, 1213.506, 254.9681, 806.9014, 0.7133726, 440.3662, 302.9727, 143.3189, 272.8944, 122.4981, 7.592158, 613.62, 812.1295, 147.4818, 447.9609, 321.2146, 524.5948, 536.2899, 382.8649, 554.3943, 534.5031, 753.101, 661.5856, 858.3254
69, 555.9119, 229.8876, 375.5468, 294.4726, 1035.593, 270.7845, 551.2012, 461.9704, 584.2281, 541.2156, 343.7716, 237.7603, 305.8719, 6.503429, 272.6064, 591.3383, 734.1884, 214.4953, 1294.135, 243.7355, 765.1567, 0.6746787, 419.7577, 395.214, 134.5388, 386.426, 115.0677, 7.180573, 587.9551, 976.4255, 141.5136, 464.068, 303.4291, 555.1128, 549.9629, 366.8528, 604.2676, 505.846, 902.0411, 618.5243, 888.3286
69.09999999999999, 671.08, 220.189, 411.981, 280.8749, 987.9236, 258.6398, 566.7216, 441.7248, 630.9545, 531.7386, 328.01, 227.6994, 291.0467, 6.208866, 381.6806, 564.8448, 696.2225, 204.7758, 1234.91, 232.9977, 795.6646, 53.79077, 431.8263, 392.3571, 126.2966, 478.5488, 108.0881, 6.7913, 658.2136, 929.9905, 135.7869, 443.0108, 286.6284, 581.4547, 789.652, 351.5104, 625.1492, 478.7253, 861.9175, 611.0432, 1018.12
69.2, 692.3736, 210.8996, 389.6113, 267.9051, 942.4485, 254.9697, 594.1616, 422.3663, 836.9882, 591.502, 312.9712, 218.0642, 276.94, 5.927644, 363.8968, 539.5382, 660.22, 195.4967, 1204.082, 222.733, 770.3891, 50.87312, 566.2787, 373.9934, 118.5593, 553.3765, 101.5319, 6.423131, 630.6837, 885.7637, 130.292, 583.5177, 270.7579, 548.0032, 1080.36, 336.8097, 667.8339, 501.8857, 823.5787, 587.3201, 1121.05
69.3, 652.9907, 202.002, 411.954, 255.5342, 899.0667, 347.7894, 659.1075, 403.8563, 864.2537, 562.3424, 298.6218, 208.8367, 263.5171, 5.659159, 346.9417, 515.3655, 626.0791, 230.7886, 1201.67, 212.9205, 730.5333, 48.11373, 539.7776, 356.4892, 111.296, 596.9434, 95.37329, 6.07492, 604.3051, 1023.326, 125.0195, 557.0405, 255.7662, 516.4762, 1333.869, 322.7237, 636.4955, 474.9773, 786.9453, 580.5942, 1180.152
69.40000000000001, 741.6732, 193.4798, 389.5858, 243.7345, 857.6818, 501.1716, 625.7791, 386.1574, 812.3684, 748.4819, 284.9303, 199.9998, 250.7447, 5.402835, 330.7765, 492.2757, 593.7037, 220.3308, 1243.622, 203.5403, 692.7394, 45.50401, 514.5168, 339.8043, 104.4777, 674.4647, 89.58827, 5.745587, 620.193, 974.6605, 119.9603, 531.7646, 241.6046, 486.763, 1345.631, 309.2269, 606.6276, 643.7086, 751.9413, 542.8044, 1115.256
69.5, 699.486, 218.8705, 368.4321, 232.4798, 818.2018, 478.694, 639.2256, 369.2343, 1009.733, 711.5836, 465.3829, 191.5367, 238.5914, 5.158122, 343.1705, 470.2205, 563.0025, 210.3468, 1186.709, 194.5733, 671.8027, 143.2773, 490.4382, 348.8178, 98.0771, 944.4517, 84.15415, 5.434108, 834.4793, 1122.848, 115.1058, 507.6357, 228.227, 458.7592, 1606.82, 296.2945, 578.1613, 609.1964, 718.4944, 507.4744, 1276.404
69.59999999999999, 659.6985, 209.6366, 348.427, 221.7447, 780.5392, 501.0526, 621.6187, 353.0527, 1100.263, 676.5043, 444.0456, 183.4318, 227.0272, 4.924491, 407.5684, 449.1533, 533.8889, 200.8153, 1132.401, 186.0014, 714.3746, 135.5058, 467.4864, 338.7812, 92.06862, 1590.725, 79.04964, 5.139515, 846.8608, 1231.106, 110.4478, 484.6016, 215.5902, 432.3665, 1558.366, 380.5102, 551.0308, 576.5346, 686.5352, 552.7836, 1206.216
69.7, 622.1743, 200.7924, 329.5081, 211.5053, 744.6102, 478.5803, 595.9193, 337.5803, 1034.209, 643.1544, 423.6866, 285.5744, 216.0235, 4.701443, 388.5784, 476.6462, 506.2808, 191.7157, 1080.578, 177.8071, 677.4167, 128.1559, 445.6087, 343.4219, 86.42824, 1527.872, 74.25476, 4.860892, 811.4406, 1472.28, 105.9783, 462.6127, 203.6531, 634.68, 1591.777, 364.5966, 525.1735, 545.624, 655.9975, 516.804, 1139.887
69.8, 586.7844, 192.3212, 311.6165, 201.7387, 710.335, 457.1159, 659.5298, 322.786, 972.1208, 611.4484, 404.2611, 273.4902, 205.5531, 4.488498, 370.4732, 468.3787, 480.1004, 183.0284, 1031.127, 169.9738, 642.3708, 121.2046, 424.7549, 327.3485, 81.1334, 1525.299, 69.75072, 4.597373, 901.4464, 1402.264, 101.6896, 441.6216, 192.3769, 598.1664, 1700.924, 379.6361, 500.5294, 516.3706, 740.69, 483.1663, 1077.206
69.90000000000001, 553.4075, 184.2075, 294.6964, 192.4231, 677.6376, 436.6142, 626.1801, 308.64, 1021.666, 581.3055, 385.7262, 261.9174, 195.5902, 4.285197, 353.2116, 447.3941, 455.2737, 174.7348, 983.9389, 162.4856, 609.138, 114.6304, 404.877, 312.0275, 76.16294, 1488.597, 65.51987, 4.348141, 863.7431, 1385.156, 97.57455, 421.5829, 181.7251, 563.7535, 1695.906, 469.0663, 477.0419, 488.6856, 707.7435, 491.9399, 1017.971
70, 521.9291, 176.4361, 278.6951, 183.5377, 646.4453, 417.032, 594.5167, 295.114, 960.3303, 552.6486, 368.0411, 270.6685, 186.1102, 4.091105, 447.2694, 427.3496, 431.7309, 166.8169, 938.9102, 155.3273, 577.6245, 108.4127, 385.9294, 356.128, 71.49699, 1401.601, 61.54566, 4.11242, 1000.467, 1319.283, 93.62598, 402.4535, 171.6631, 531.3204, 1663.429, 449.4492, 599.4968, 462.485, 676.2625, 496.5702, 961.9938
70.09999999999999, 492.2412, 168.9925, 263.5625, 175.0626, 616.6887, 398.3281, 564.4543, 282.1807, 902.6771, 525.4044, 351.1668, 259.2151, 177.0896, 3.905804, 426.4296, 408.2032, 409.4055, 159.2579, 895.9423, 148.4844, 547.7413, 102.5324, 367.8684, 410.4222, 67.11688, 1319.69, 57.81251, 3.889478, 1040.661, 1256.543, 89.8372, 384.192, 162.1582, 568.2271, 1583.149, 430.6525, 624.6333, 437.6891, 646.1818, 464.2494, 909.0946
70.2, 464.242, 161.8629, 249.2516, 166.9788, 588.3019, 380.463, 535.9122, 269.8143, 848.4851, 499.5033, 335.0662, 248.2463, 168.5063, 3.728896, 406.5608, 389.9146, 388.2346, 152.0414, 854.9407, 141.9429, 519.4041, 96.97093, 350.6527, 391.213, 63.00512, 1242.565, 54.3058, 3.678622, 997.1346, 1196.787, 86.20174, 366.7592, 153.1796, 539.7883, 1643.331, 412.6419, 632.2099, 414.2226, 617.4391, 434.0323, 859.1042
70.3, 437.8355, 155.0342, 235.7178, 159.2684, 561.2218, 363.3992, 508.8133, 257.9898, 797.5465, 474.879, 319.7038, 272.3413, 160.339, 3.560001, 415.9776, 372.4454, 368.1585, 145.1518, 815.8154, 135.6896, 492.5329, 91.71116, 334.2427, 372.9029, 59.14525, 1190.291, 51.0118, 3.479197, 955.4291, 1139.872, 82.71339, 350.1175, 144.6981, 508.7339, 1670.056, 395.3845, 602.5432, 392.0142, 589.975, 405.782, 811.8629
