 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C029, C030, C033, C040, C047, C074, C081, C083, C093, C097
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
173.3, 204.7894, 17.46482, 14.0995, 1534.128, 831.4476, 1741.458, 330.356, 2370.025, 943.8941, 427.2225, 292.1376, 1213.378, 203.2865, 148.1292, 1238.981, 625.0052, 1192.723, 5054.648, 0.4605301, 31.1337, 703.3937, 911.4382, 0.06763235, 383.3512, 278.1781, 36.31398, 47.77852, 3175.297, 5583.803, 1204.889, 5534.334, 3485.21, 1152.625, 324.0665, 1225.697, 1256.441, 2223.141, 4211.635
173.4, 195.5323, 16.37835, 13.49861, 1466.305, 822.7194, 1727.716, 313.8159, 2482.159, 884.9059, 403.4852, 276.2211, 1155.601, 190.8414, 140.8026, 1231.847, 593.8408, 1137.483, 5025.411, 0.4371597, 29.32351, 711.4615, 855.9223, 0.06347135, 481.0534, 266.2375, 34.05814, 45.34744, 3217.93, 5609.835, 1241.97, 5587.739, 3539.352, 1120.87, 307.2332, 1166.955, 1292.329, 2215.73, 4206.919
173.5, 186.6937, 15.35947, 12.92332, 1578.857, 783.8401, 1647.643, 298.104, 2406.349, 829.6042, 447.4193, 261.1718, 1100.576, 225.5331, 133.8385, 1168.9, 612.6296, 1084.801, 5221.842, 0.4149752, 27.61858, 660.3619, 831.2506, 0.05956636, 586.0882, 254.8094, 140.0868, 43.04007, 3309.394, 5622.238, 1186.836, 5474.151, 3547.187, 1245.33, 291.2742, 1182.996, 1386.53, 2311.615, 4050.969
173.6, 178.2546, 14.40397, 12.37254, 1509.057, 746.7982, 1718.695, 283.1787, 2294.661, 777.7586, 422.5598, 270.7252, 1048.17, 211.7261, 127.2188, 1109.17, 590.5005, 1108.737, 5002.989, 0.3939165, 26.01278, 612.9324, 803.9239, 0.05590162, 655.0567, 243.8718, 147.2832, 40.85009, 3175.232, 5832.904, 1258.556, 5654.395, 3678.695, 1185.18, 276.1443, 1248.315, 1372.732, 2204.622, 4122.188
173.7, 170.197, 13.50791, 11.84525, 1592.897, 711.5067, 1704.462, 269.0006, 2188.157, 729.153, 422.0878, 278.2551, 1232.754, 198.7643, 120.9265, 1139.97, 561.0566, 1261.365, 5226.084, 0.3739266, 24.50034, 568.9094, 754.9567, 0.05246234, 616.3557, 233.4037, 138.134, 38.77155, 3215.916, 5737.757, 1202.686, 5626.372, 3665.107, 1127.935, 261.8002, 1291.11, 1332.132, 2331.335, 4206.038
173.8, 162.5036, 12.6676, 11.34042, 1522.476, 677.8831, 1625.467, 350.464, 2293.055, 683.585, 398.6358, 263.095, 1253.84, 186.5961, 114.9454, 1306.88, 543.6091, 1202.945, 5084.518, 0.354951, 23.07583, 528.0484, 708.9722, 0.04923466, 579.941, 223.385, 129.553, 36.79877, 3207.559, 5755.748, 1302.753, 5903.93, 3692.455, 1350.264, 248.2013, 1390.421, 1357.671, 2276.653, 4161.12
173.9, 155.1579, 11.87956, 10.85711, 1569.959, 708.0294, 1694.89, 332.9172, 2300.304, 836.334, 433.2751, 248.7608, 1194.137, 175.1727, 109.2601, 1240.099, 658.4307, 1352.038, 5169.161, 0.3369384, 21.73416, 490.1221, 711.42, 0.04620556, 596.4922, 213.7963, 131.4508, 34.92637, 3218.142, 5849.022, 1308.337, 5728.376, 3561.848, 1543.73, 235.3087, 1499.6, 1365.75, 2344.331, 4160.793
174, 148.1443, 11.14054, 10.3944, 1549.975, 804.899, 1762.337, 316.2489, 2342.087, 897.7007, 409.2015, 235.2076, 1152.469, 164.4488, 103.8561, 1356.689, 1067.508, 1289.419, 5057.144, 0.3198398, 20.47048, 454.9199, 668.0873, 0.04336282, 561.2512, 204.6192, 123.2851, 180.7092, 3202.559, 5971.806, 1250.256, 5621.391, 3550.016, 1469.168, 223.0858, 1526.832, 1380.872, 2365.185, 4228.736
174.1, 141.4478, 10.4475, 9.951403, 1481.452, 840.9583, 1817.011, 377.3513, 2269.217, 841.5994, 386.4655, 222.3928, 1278.676, 219.5193, 98.7193, 1287.363, 1135.888, 1229.7, 5224.994, 0.303609, 19.28028, 422.2459, 627.394, 0.04069497, 528.0922, 195.8361, 175.4541, 171.5143, 3261.528, 5982.122, 1376.736, 5562.781, 3750.89, 1398.206, 211.4978, 1536.427, 1314.868, 2309.533, 4112.306
174.2, 135.0539, 9.79757, 9.527289, 1504.989, 801.2171, 1833.133, 358.4583, 2222.281, 800.1096, 425.9464, 210.2762, 1252.782, 248.0152, 93.83659, 1335.565, 1282.065, 1260.471, 5367.104, 0.2882018, 18.15929, 391.9188, 589.1794, 663.601, 677.1037, 187.4299, 164.5549, 162.7873, 3274.901, 5895.005, 1405.895, 5581.509, 3594.683, 1330.673, 200.5118, 1462.793, 1252.02, 2234.241, 4131.125
174.3, 128.9491, 9.188072, 9.121251, 1438.454, 814.9285, 1826.603, 517.5744, 2189.218, 855.9873, 593.3489, 246.9747, 1193.129, 232.8318, 89.19539, 1532.792, 1333.797, 1360.32, 5196.013, 0.2735765, 17.10347, 363.7698, 553.2924, 1120.996, 912.5316, 179.3846, 173.2411, 154.5043, 3142.137, 5917.236, 1351.588, 5640.351, 3624.092, 1508.469, 190.0964, 1779.336, 1438.308, 2237.54, 4149.86
174.4, 123.1202, 8.61649, 8.732517, 1374.861, 983.8552, 1753.472, 491.6608, 2377.111, 802.4929, 560.3812, 303.3387, 1245.99, 287.1725, 84.78374, 1650.097, 1455.772, 1297.317, 5212.271, 0.2596933, 16.10903, 337.6426, 519.5912, 1228.126, 971.0413, 171.6846, 162.4794, 146.6428, 3283.155, 5958.889, 1317.795, 5632.177, 3612.272, 1532.853, 180.222, 1930.198, 1369.559, 2133.975, 4094.733
174.5, 189.273, 8.080466, 8.360351, 1314.08, 992.2843, 1832.068, 681.6026, 2490.587, 848.9924, 529.2454, 286.812, 1236.966, 269.5919, 80.5903, 1677.215, 1458.114, 1322.969, 4993.818, 0.2465147, 15.17242, 313.3919, 487.9429, 1152.567, 1266.668, 164.3151, 152.3861, 139.1813, 3296.78, 5993.767, 1259.295, 5579.416, 3599.659, 1585.509, 170.8606, 2229.24, 1423.245, 2107.698, 3974.329
174.6, 180.7173, 7.577788, 8.004045, 1317.474, 1030.602, 1748.91, 647.4765, 2374.989, 795.9351, 594.447, 271.1856, 1275.104, 253.0876, 76.60427, 1591.51, 1398.932, 1261.696, 5314.03, 0.2340049, 14.29026, 290.883, 458.2222, 1185.228, 1260.76, 157.262, 184.8288, 132.0995, 3310.166, 6027.917, 1214.129, 5528.067, 3449.75, 1598.548, 161.9854, 2438.314, 1364.629, 2119.01, 3868.087
174.7, 172.5484, 7.106381, 7.662925, 1470.319, 1016.425, 1755.957, 615.059, 2264.757, 883.1616, 561.4184, 338.2517, 1328.26, 237.8649, 72.81538, 1653.039, 1329.177, 1253.144, 5374.711, 0.2221299, 13.4594, 269.9908, 451.0393, 1112.308, 1221.397, 150.5116, 173.3472, 125.378, 3205.289, 5888.754, 1328.797, 5638.851, 3655.207, 1521.338, 153.5712, 2421.216, 1479.642, 2196.146, 4112.363
174.8, 164.7487, 6.664299, 7.336343, 1504.652, 968.392, 1706.625, 584.2646, 2248.319, 843.0148, 556.0599, 355.8726, 1335.122, 223.3029, 69.2139, 1853.015, 1400.957, 1263.066, 5247.332, 0.2108575, 12.67684, 250.5991, 492.2905, 1106.879, 1276.359, 144.051, 162.5788, 118.9985, 3241.52, 5909.587, 1340.237, 5618.257, 3616.502, 1766.414, 145.5941, 2434.043, 1482.118, 2264.019, 4017.107
174.9, 157.3016, 6.24972, 7.02368, 1438.133, 922.6287, 1713.207, 583.5204, 2143.966, 790.331, 831.9549, 336.4836, 1301.869, 209.6324, 65.79054, 1758.327, 1452.868, 1271.402, 5466.279, 0.2001572, 11.93978, 232.6002, 694.2567, 1185.276, 1289.192, 137.8677, 152.4794, 112.9436, 3166.886, 5785.343, 1337.076, 5607.33, 3928.785, 1681.095, 138.0314, 2658.187, 1512.242, 2331.841, 4155.845
175, 204.3663, 5.86093, 6.724341, 1440.133, 1061.18, 1714.461, 554.305, 2309.186, 740.9397, 785.7299, 345.0844, 1239.878, 196.7988, 62.53651, 1777.948, 1476.69, 1216.069, 5328.669, 0.1899998, 11.24557, 215.894, 679.2901, 1112.354, 1317.755, 131.9498, 143.0073, 107.1968, 3278.052, 5985.468, 1295.287, 5538.951, 3765.169, 1599.898, 130.8615, 2699.586, 1439.96, 2325.182, 3986.733
175.1, 195.1283, 5.496327, 6.43776, 1508.303, 1011.032, 1805.664, 614.6742, 2202.008, 828.2607, 742.0732, 326.2832, 1180.84, 184.7509, 59.44342, 1818.514, 1522.003, 1265, 5204.36, 0.1803579, 10.59173, 200.3878, 637.9144, 1395.487, 1239.901, 126.2859, 134.1236, 101.7424, 3346.623, 5973.667, 1371.977, 5468.38, 3726.002, 1522.622, 124.064, 2570.207, 1371.132, 2438.76, 4144.441
175.2, 186.308, 5.154406, 6.163393, 1460.956, 963.2533, 1721.979, 583.899, 2139.967, 776.499, 763.6115, 308.5063, 1157.281, 173.4405, 56.50332, 1725.589, 1446.112, 1206.412, 5248.73, 0.1712053, 9.975905, 185.9952, 674.4059, 1309.631, 1166.647, 120.8651, 125.7918, 96.56549, 3241.556, 5866.569, 1311.071, 5546.956, 3650.675, 1716.351, 312.9361, 2588.766, 1305.594, 2339.309, 4134.729
175.3, 177.8863, 4.833755, 5.900719, 1405.167, 1006.256, 1643.131, 554.6647, 2040.643, 727.9722, 721.1838, 291.698, 1102.175, 162.8226, 53.70864, 1637.412, 1374.005, 1150.537, 5028.75, 0.1625172, 174.6308, 172.6364, 653.5626, 1266.806, 1097.721, 115.6771, 117.9776, 91.65203, 3266.439, 5931.558, 1330.401, 5405.284, 3584.594, 1710.816, 296.681, 2534.368, 1243.189, 2416.378, 4036.654
175.4, 169.8453, 4.533052, 5.649239, 1363.603, 958.7037, 1638.085, 526.8941, 1945.929, 682.478, 681.1134, 398.8463, 1049.694, 152.8546, 51.05219, 1553.742, 1434.663, 1097.251, 5099.655, 0.15427, 164.4774, 160.237, 613.754, 1188.867, 1154.064, 110.7117, 110.6488, 86.98858, 3136.184, 5884.028, 1355.009, 5367.639, 3553.483, 1659.494, 281.2702, 2499.016, 1268.485, 2414.463, 4231.637
175.5, 162.1678, 4.251055, 5.408477, 1321.361, 913.3983, 1662.321, 500.5139, 1947.399, 688.1901, 692.1873, 377.116, 1117.694, 143.497, 48.52712, 1474.346, 1469.066, 1161.81, 4885.922, 0.1464413, 154.9143, 148.7283, 576.3702, 1168.267, 1085.881, 105.9594, 103.7753, 82.56241, 3211.617, 5642.855, 1294.857, 5452.34, 3458.615, 1579.34, 266.6599, 2458.628, 1207.853, 2402.655, 4136.161
175.6, 204.8447, 3.986601, 5.177976, 1461.442, 870.2338, 1782.95, 475.4544, 2019.882, 664.0429, 713.6756, 362.4642, 1064.473, 134.7121, 46.12695, 1399.008, 1395.815, 1220.817, 4709.315, 0.1390098, 145.9073, 138.0461, 541.2634, 1185.86, 1151.741, 101.4112, 97.32871, 78.36146, 3241.629, 5411.568, 1283.692, 5229.27, 3527.653, 1529.099, 252.8085, 2521.936, 1235.042, 2380.466, 3967.85
175.7, 195.5852, 3.738598, 4.957299, 1396.833, 829.1091, 1700.318, 451.6497, 1926.132, 622.5439, 674.0224, 384.6642, 1159.228, 126.4651, 43.84549, 1447.828, 1412.465, 1164.275, 4511.942, 0.1319555, 285.6817, 128.1311, 508.2949, 1240.511, 1176.953, 97.05817, 91.28262, 74.37426, 3309.689, 5532.078, 1226.705, 5091.537, 3613.294, 1455.243, 239.6766, 2401.071, 1176.009, 2323.993, 4021.834
175.8, 186.7441, 3.506024, 4.746027, 1335.08, 827.6169, 1627.052, 429.0367, 1836.733, 583.6384, 636.5724, 363.7065, 1104.03, 118.723, 41.67687, 1385.983, 1372.545, 1110.352, 4579.718, 0.1252592, 269.0715, 118.9283, 511.6562, 1164.19, 1219.702, 92.89201, 85.61211, 70.58994, 3281.545, 5305.331, 1256.07, 4963.104, 3485.874, 1489.693, 301.0047, 2477.306, 1119.797, 2294.379, 4063.65
175.9, 178.3028, 3.287917, 4.543758, 1276.057, 801.7297, 1576.514, 407.5559, 1751.483, 547.1642, 601.2032, 343.8907, 1086.626, 111.4548, 39.61551, 1396.015, 1349.929, 1058.926, 4596.229, 0.1189027, 308.769, 110.3865, 480.4912, 1092.565, 1147.641, 88.90466, 80.29386, 66.99817, 3195.737, 5454.618, 1204.761, 4856.873, 3371.334, 1516.065, 285.3693, 2391.388, 1066.273, 2188.184, 3951.592
176, 170.243, 3.083379, 4.350111, 1219.644, 813.4293, 1519.858, 387.1507, 1670.19, 653.7692, 567.7991, 349.0269, 1070.884, 104.6316, 37.65611, 1370.374, 1420.407, 1009.882, 4461.88, 0.1128688, 290.8165, 102.4581, 580.2534, 1025.346, 1079.838, 85.08848, 75.30598, 63.58916, 3147.794, 5328.544, 1200.304, 4934.35, 3243.741, 1442.838, 270.5461, 2305.171, 1015.307, 2086.904, 3985.872
176.1, 162.5475, 2.891565, 4.164716, 1165.724, 774.989, 1499.146, 367.767, 1592.67, 612.9122, 596.4987, 335.7856, 1019.892, 98.22613, 35.79362, 1300.349, 1470.332, 963.1097, 4407.24, 0.107141, 273.9078, 95.09922, 544.91, 962.2628, 1016.041, 446.1277, 70.62795, 60.3536, 3192.012, 5141.937, 1177.178, 4863.912, 3108.654, 1437.73, 256.4928, 2226.128, 1016.663, 2152.034, 3905.824
176.2, 155.1999, 2.711683, 3.987222, 1114.188, 814.9819, 1429.667, 349.3539, 1694.588, 626.182, 563.356, 364.2372, 971.3282, 92.21277, 34.02325, 1311.992, 1462.026, 1079.598, 4222.527, 0.101704, 373.6688, 88.26886, 511.7195, 903.0608, 956.0126, 464.7017, 66.24052, 57.28268, 3304.422, 5060.712, 1124.92, 4694.66, 3003.118, 1396.082, 243.1695, 2119.44, 968.0684, 2059.883, 4150.84
176.3, 148.1844, 2.542992, 3.817293, 1064.931, 776.4683, 1363.407, 426.047, 1666.495, 587.0491, 532.0549, 406.9053, 925.077, 86.56755, 32.34045, 1281.094, 1428.103, 1029.596, 4045.556, 384.3111, 351.9429, 81.92908, 480.5506, 847.5011, 1106.478, 444.7546, 62.12564, 54.36802, 3170.461, 5199.873, 1074.981, 4757.647, 3038.302, 1406.988, 230.5383, 2193.475, 921.7963, 2056.364, 4162.05
176.4, 141.486, 2.384794, 3.654606, 1035.908, 759.9042, 1300.219, 404.7159, 1642.397, 569.6347, 525.9899, 385.7944, 881.0281, 81.26793, 30.74087, 1215.63, 1498.731, 1055.907, 4059.601, 364.8086, 382.6005, 76.04465, 511.518, 795.3597, 1148.468, 720.2189, 58.26638, 51.60165, 3204.376, 5006.663, 1067.313, 4754.826, 2995.812, 1410.989, 218.5632, 2088.351, 877.736, 2017.687, 3992.686
176.5, 135.0904, 2.236439, 3.498852, 990.111, 764.8338, 1270.995, 384.4529, 1566.167, 590.1978, 496.7649, 364.7752, 867.6411, 76.29275, 29.22042, 1184.918, 1593.689, 1007.003, 4015.094, 346.2957, 360.3553, 70.58286, 480.3614, 746.4262, 1142.389, 775.0646, 88.7278, 48.97605, 3160.86, 4927.444, 1071.442, 4792.562, 2921.311, 1342.837, 299.4871, 2098.331, 835.7817, 1924.298, 3995.468
176.6, 128.9839, 2.097312, 3.349736, 1023.94, 728.6901, 1232.642, 365.2043, 1625.606, 553.3137, 469.1637, 344.9012, 874.1586, 71.62214, 27.77516, 1124.369, 1561.952, 960.3637, 4051.317, 328.7223, 339.4034, 65.51336, 451.1025, 700.5033, 1131.979, 741.7953, 126.4708, 46.48404, 3319.376, 4808.833, 1052.598, 4638.977, 3071.165, 1357.24, 283.9306, 2011.646, 795.8327, 1851.484, 4046.377
176.7, 123.1535, 1.96684, 3.206976, 993.53, 694.2543, 1267.114, 346.9194, 1550.155, 518.7347, 443.096, 371.9796, 832.5343, 67.23746, 26.40139, 1066.915, 1484.069, 915.8848, 3896.53, 312.0407, 319.6698, 60.80796, 423.6258, 758.4584, 1065.101, 709.9542, 132.5592, 44.11884, 3184.81, 4874.586, 1022.38, 4609.611, 2958.45, 1291.685, 310.6525, 1915.237, 798.4164, 1818.348, 4107.657
176.8, 117.5866, 1.844485, 3.0703, 949.6068, 661.4459, 1208.388, 378.5806, 1570.951, 486.3167, 418.4767, 351.7131, 840.717, 63.12122, 25.09556, 1012.396, 1410.069, 873.4658, 3733.221, 296.2056, 301.0835, 56.44052, 397.8227, 741.6467, 1105.124, 679.4797, 152.409, 41.87397, 3132.511, 4865.65, 1023.077, 4571.834, 2903.426, 1327.441, 294.516, 2089.472, 760.2534, 1819.805, 4126.851
176.9, 348.8559, 1.729741, 2.939448, 928.8172, 630.188, 1229.033, 359.626, 1498.037, 455.9246, 395.2253, 332.5507, 800.6851, 59.25697, 23.85433, 1069.714, 1522.797, 1044.305, 3869.274, 281.1741, 441.664, 52.38677, 428.8341, 805.6584, 1133.184, 719.4297, 233.0028, 144.5503, 3196.313, 4876.114, 1005.986, 4502.302, 2859.002, 1263.325, 279.2177, 2184.616, 974.8454, 1735.575, 4073.786
177, 333.0866, 1.622135, 2.814173, 998.6323, 692.0092, 1172.072, 341.6205, 1428.508, 427.4318, 373.2658, 429.4816, 791.0558, 55.62929, 22.67448, 1015.052, 1662.875, 1010.834, 3981.802, 266.9055, 415.9847, 48.62417, 402.7137, 756.0913, 1066.235, 688.5486, 218.5286, 154.5309, 3082.808, 4791.545, 1093.728, 4554.288, 2956.928, 1368.16, 264.714, 2079.917, 1010.704, 1748.186, 3979.192
177.1, 318.0301, 1.521224, 2.694238, 977.5343, 692.6641, 1117.751, 324.5164, 1362.205, 442.7401, 432.8758, 461.9714, 753.3885, 52.22369, 21.55299, 1098.245, 1579.96, 964.0171, 3913.317, 253.3609, 391.7985, 45.13181, 378.1844, 709.5737, 1003.241, 658.993, 204.9535, 153.4752, 3030.772, 4738.219, 1045.174, 4367.959, 2876.62, 1302.078, 250.9637, 2130.502, 962.3937, 1667.271, 3970.124
177.2, 303.6542, 1.42659, 2.579413, 934.3182, 659.9308, 1100.194, 308.2687, 1298.98, 415.0714, 408.8244, 443.1923, 733.2402, 49.02658, 20.48697, 1042.125, 1630.527, 919.3689, 3849.009, 240.5036, 500.3221, 41.89029, 355.1491, 665.9181, 943.969, 630.7061, 192.2217, 145.666, 3115.742, 4544.011, 1005.894, 4480.681, 2846.273, 1239.187, 237.9276, 2028.397, 916.3929, 1747.269, 4008.375
177.3, 289.9282, 1.337843, 2.469483, 938.2909, 708.9533, 1216.643, 394.0097, 1269.608, 389.1317, 386.1093, 454.6662, 698.3259, 46.0252, 19.47367, 988.8734, 1549.224, 876.7886, 3687.692, 228.2988, 471.2323, 38.88158, 354.7868, 624.9483, 906.0453, 758.7924, 353.3969, 138.2542, 3074.448, 4643.449, 961.2399, 4371.427, 2817.247, 1284.197, 310.8478, 2081.515, 907.1058, 1761.143, 4084.259
177.4, 276.8226, 1.254617, 2.364237, 896.8098, 675.4503, 1160.256, 374.2827, 1217.993, 381.9509, 364.6563, 429.8947, 744.3611, 43.20756, 18.5105, 938.3425, 1564.937, 836.1804, 3827.028, 216.7134, 526.5804, 36.08897, 333.1767, 586.4991, 874.0034, 726.2217, 464.905, 131.2195, 2986.141, 4578.235, 918.5677, 4354.829, 2699.921, 1222.169, 294.7011, 1986.703, 889.9803, 1679.847, 3918.061
177.5, 264.3094, 1.176569, 2.263477, 857.1625, 643.5306, 1122.015, 398.9469, 1233.724, 450.0896, 344.3953, 406.4727, 708.9172, 40.56241, 17.59496, 890.3937, 1563.647, 811.0745, 3742.922, 205.7159, 495.9639, 33.49694, 312.8828, 651.8212, 822.3668, 695.049, 436.0249, 179.0291, 2916.857, 4515.407, 926.9647, 4243.7, 2587.482, 1163.138, 312.5254, 1992.969, 911.6534, 1679.554, 3906.364
177.6, 252.3618, 1.103375, 2.167011, 833.5909, 613.1193, 1132.706, 378.9727, 1199.664, 421.9615, 325.26, 384.3269, 675.1611, 38.0792, 16.7247, 844.8951, 1540.84, 936.2492, 3586.052, 195.2764, 645.8298, 31.09107, 293.8251, 918.201, 773.781, 665.2144, 440.5977, 169.9197, 3104.634, 4441.701, 908.7441, 4322.716, 2686.522, 1106.958, 317.8691, 1897.456, 903.7925, 1686.133, 3952.653
177.7, 240.9543, 1.034735, 2.074656, 796.7385, 691.3179, 1080.21, 425.1932, 1323.57, 395.5912, 307.1879, 363.3876, 643.0123, 35.74801, 15.89749, 924.9461, 1464.01, 1190.308, 3435.756, 185.3668, 608.2798, 28.858, 275.9281, 990.6562, 728.0657, 769.6989, 413.2277, 161.2738, 2978.773, 4654.177, 907.3986, 4285.374, 2574.641, 1053.492, 301.3577, 1908.558, 860.5927, 1608.091, 3949.649
177.8, 230.0625, 0.9703655, 1.986238, 761.5153, 698.6415, 1030.146, 403.9049, 1351.486, 370.869, 290.12, 507.4776, 612.3943, 33.55953, 176.2581, 958.5739, 1442.754, 1202.294, 3291.76, 175.96, 572.9131, 26.78532, 259.1213, 1100.323, 803.7242, 829.4202, 387.5578, 153.0679, 3108.825, 4593.741, 910.128, 4170.077, 2651.331, 1002.608, 352.8207, 1864.725, 819.4578, 1652.007, 3890.799
177.9, 219.663, 0.91, 1.901587, 828.1471, 677.8967, 1098.729, 383.6824, 1288.759, 347.6917, 274.0003, 514.6542, 608.1271, 31.50503, 167.5403, 909.5914, 1370.814, 1229.745, 3308.949, 167.0306, 656.6385, 418.4553, 243.3382, 1032.627, 782.4903, 793.8178, 363.4826, 198.3999, 2982.794, 4405.454, 869.7249, 4035.575, 2756.591, 1067.555, 334.4938, 1858.908, 856.2569, 1577.216, 3975.394
178, 209.7336, 0.8533897, 1.820545, 791.5353, 674.4835, 1336.653, 500.6746, 1325.42, 325.9629, 258.7763, 486.6143, 635.1111, 29.57631, 159.2537, 942.2054, 1302.462, 1172.79, 3170.267, 158.5543, 665.2642, 480.9988, 612.9072, 969.0955, 766.3652, 759.7436, 340.903, 188.3049, 2900.067, 4254.894, 982.8616, 4055.714, 2891.677, 1063.047, 317.1189, 1769.819, 965.6476, 1820.322, 3813.625
178.1, 200.253, 0.8003011, 1.742956, 756.5422, 709.6661, 1311.698, 475.6071, 1263.902, 305.592, 244.3982, 460.1022, 661.0292, 27.76566, 168.303, 894.0593, 1237.518, 1125.717, 3037.397, 150.5082, 626.5842, 681.4525, 921.0056, 1032.981, 721.088, 727.132, 319.726, 178.7235, 2991.035, 4109.577, 939.2296, 3908.327, 2815.106, 1035.353, 300.6464, 1776.605, 919.4913, 2011.841, 3709.793
178.2, 191.201, 0.7505152, 1.668674, 723.096, 715.3989, 1313.804, 451.7947, 1358.274, 286.4942, 230.819, 515.4764, 629.5533, 26.06586, 282.2009, 950.7676, 1175.812, 1128.588, 2910.096, 142.8704, 590.1533, 632.5082, 1310.402, 969.4281, 755.5078, 835.1953, 299.8645, 169.6297, 2869.779, 4049.526, 944.4748, 3821.226, 2826.279, 985.3452, 443.6966, 1779.642, 875.5411, 2144.043, 3860.437
178.3, 182.5582, 0.7038263, 1.597558, 731.9307, 681.5913, 1257.208, 429.1745, 1295.232, 268.5899, 217.9942, 487.3917, 599.5762, 24.47012, 268.2431, 902.1839, 1208.375, 1086.868, 2980.998, 135.6202, 612.4532, 587.0792, 1431.093, 909.7853, 710.8721, 799.345, 281.2368, 160.9985, 3030.844, 3883.545, 902.5469, 3854.964, 2708.577, 937.7527, 420.6492, 1694.352, 833.6917, 2294.887, 3822.887
178.4, 174.306, 0.6600419, 1.529472, 755.5602, 649.3813, 1198.941, 407.6868, 1235.115, 251.8046, 205.882, 460.8372, 571.0265, 22.97207, 254.9756, 856.0828, 1177.553, 1036.53, 2856.061, 128.7379, 576.8438, 544.9131, 1343.925, 923.9828, 763.1147, 806.0222, 263.7663, 223.86, 2907.975, 3863.679, 862.4803, 3905.459, 2595.778, 1006.374, 398.799, 1621.419, 793.8427, 2227.758, 3727.021
178.5, 166.4269, 0.6189814, 1.464288, 766.9168, 618.6935, 1239.046, 387.275, 1177.789, 302.064, 194.4428, 435.7294, 543.8362, 21.56573, 242.3644, 812.3375, 1191.85, 988.5232, 2811.395, 122.2048, 543.3049, 505.7756, 1262.066, 867.1359, 800.4951, 882.8255, 247.381, 212.4695, 2937.455, 3860.265, 824.1923, 3791.793, 2487.676, 974.067, 378.0838, 1717.707, 755.8983, 2248.903, 3741.09
178.6, 158.9039, 0.5804751, 1.401883, 733.012, 589.4559, 1181.622, 367.8851, 1137.725, 283.1866, 183.6392, 411.9896, 531.2577, 20.24549, 230.377, 770.8275, 1132.421, 969.2156, 2693.566, 116.0033, 511.7159, 469.449, 1196.841, 1166.453, 753.2015, 970.6656, 232.0136, 201.6586, 2893.184, 3963.838, 964.5466, 3785.993, 2384.075, 927.0192, 358.4446, 1635.385, 719.7676, 2199.575, 3761.061
178.7, 151.721, 0.5443643, 1.342137, 700.6061, 561.6, 1165.151, 413.0472, 1084.918, 265.489, 173.4359, 389.5432, 522.5856, 19.00607, 218.9824, 731.4387, 1075.956, 952.9731, 2580.676, 110.1165, 481.9637, 435.7316, 1123.941, 1094.689, 708.702, 929.0003, 217.6009, 191.3978, 2803.393, 4044.088, 932.1604, 3803.707, 2425.559, 929.4193, 369.2604, 1557.009, 685.364, 2097.768, 3766.271
178.8, 144.8627, 0.5104999, 1.284937, 669.6329, 535.0605, 1111.151, 392.367, 1034.563, 248.8974, 163.7994, 368.3198, 497.7019, 17.84253, 208.1514, 694.0626, 1100.946, 908.8365, 2697.705, 104.5285, 486.0763, 404.4358, 1174.969, 1027.339, 797.9014, 889.1235, 204.0834, 181.659, 2845.038, 3878.33, 890.7792, 3836.975, 2447.595, 884.528, 390.8335, 1519.231, 652.6047, 2096.102, 3695.675
178.9, 138.3145, 0.4787422, 1.230175, 640.0289, 509.7751, 1060.355, 422.1193, 986.5452, 233.3427, 154.6984, 348.2526, 535.46, 16.75022, 197.8562, 658.5964, 1046.049, 866.744, 2638.89, 99.224, 613.2394, 375.3878, 1162.034, 964.1337, 848.4454, 850.9583, 191.4057, 172.4158, 2729.701, 3830.088, 884.3149, 3849.479, 2350.963, 841.8051, 440.6318, 1573.745, 621.4113, 1999.084, 3729.334
179, 132.0623, 0.4489601, 1.177747, 611.7338, 535.7188, 1011.212, 400.9848, 940.7559, 218.7601, 173.6175, 329.2788, 509.9632, 15.72478, 188.0701, 624.9425, 1049.201, 848.1716, 2668.549, 94.1887, 672.6693, 348.4262, 1091.254, 904.8166, 798.3188, 814.4314, 179.5155, 163.6429, 2822.071, 3811.911, 948.7861, 3691.986, 2317.384, 801.1456, 417.7436, 1547.481, 591.7088, 1906.557, 3700.474
179.1, 126.0927, 0.4210307, 27.79933, 584.6895, 568.7117, 1031.319, 380.9086, 973.8669, 205.0888, 163.971, 311.3387, 485.6806, 14.76211, 178.7681, 593.0083, 1143.245, 808.8888, 2556.707, 89.40892, 771.6385, 323.401, 1036.845, 849.1489, 751.1538, 779.4724, 168.364, 155.3164, 2759.41, 3795.237, 933.1992, 3806.285, 2369.391, 762.45, 541.4282, 1473.317, 563.4261, 1987.805, 3708.383
