 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C029, C030, C033, C040, C047, C074, C081, C083, C093, C097
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
6.1, 310.1024, 57.86918, 87.72559, 1245.917, 2938.619, 2955.56, 532.7199, 265.4826, 459.6642, 1025.49, 79.25505, 1589.766, 66.95339, 992.4049, 2836.621, 1802.867, 1496.345, 692.098, 39.61045, 1457.409, 906.717, 199.7782, 1155.194, 395.6305, 128.4187, 273.2399, 89.50975, 0, 1332.37, 2135.327, 1293.699, 1112.478, 1561.915, 0, 2262.649, 1804.201, 1242.609, 1696.153
6.2, 296.0848, 54.26919, 83.98686, 1190.836, 2882.182, 2940.619, 506.048, 253.1606, 430.9377, 968.5118, 74.937, 1596.924, 62.85454, 943.3201, 2874.255, 1783.034, 1427.042, 663.0914, 37.60035, 1372.672, 841.5935, 187.6096, 1186.601, 372.2564, 122.9064, 256.2662, 168.888, 0, 1277.759, 2109.767, 1282.113, 1345.548, 1510.992, 0, 2263.342, 1860.032, 1188.274, 1723.27
6.3, 282.701, 50.89316, 80.40747, 1314.074, 2770.866, 2804.333, 480.7115, 241.4104, 404.0065, 935.5181, 70.85421, 1520.884, 132.436, 896.663, 2829.616, 1821.789, 1415.487, 646.3004, 35.69225, 1412.331, 781.1473, 176.1823, 1113.597, 350.2634, 117.6307, 240.3468, 207.0505, 0, 1225.387, 2071.384, 1312.641, 1291.599, 1490.196, 0, 2224.959, 1816.678, 1317.517, 1684.413
6.4, 269.9221, 47.72714, 76.98063, 1255.98, 2865.617, 2730.133, 456.6435, 230.2057, 414.7742, 1138.59, 66.99386, 1448.465, 124.3283, 852.3137, 2731.528, 2044.38, 1380.167, 619.2131, 33.88098, 1330.215, 725.0425, 295.5042, 1193.91, 329.5696, 112.5814, 327.5208, 196.5153, 0, 1175.161, 2119.358, 1258.937, 1237.81, 1418.219, 0, 2118.327, 1729.844, 1256.536, 1711.038
6.5, 257.7208, 187.2643, 73.69984, 1200.454, 2783.467, 2779.414, 433.7805, 219.521, 502.49, 1075.327, 63.34384, 1379.494, 253.6733, 810.1578, 2871.536, 1942.441, 1323.385, 593.2611, 32.16163, 1414.446, 772.9563, 277.505, 1120.456, 310.0985, 107.7489, 307.1751, 186.5162, 0, 1201.246, 2025.274, 1207.431, 1186.261, 1472.189, 0, 2105.431, 1647.161, 1279.321, 1716.488
6.6, 246.0711, 237.1471, 70.55886, 1147.383, 2797.14, 2650.599, 544.4168, 209.3322, 564.1918, 1100.404, 59.89268, 1358.404, 296.6089, 770.087, 2871.897, 1845.586, 1421.229, 568.3969, 30.52953, 1332.207, 717.4399, 283.7159, 1181.964, 291.7777, 103.1239, 374.9007, 177.0258, 0, 1249.584, 1994.123, 1158.031, 1136.859, 1608.118, 0, 2052.925, 1568.429, 1317.635, 1646.639
6.7, 234.9479, 222.3944, 67.55175, 1209.858, 2839.254, 2631.401, 517.1593, 199.6163, 558.3151, 1128.339, 56.62955, 1293.722, 278.4507, 731.9981, 2926.62, 2054.106, 1404.883, 646.5023, 28.98026, 1254.749, 665.9109, 266.4348, 1109.246, 306.8734, 98.69733, 351.6118, 168.0184, 0, 1216.242, 2049.534, 1110.653, 1244.956, 1738.006, 0, 1954.538, 1535.175, 1275.514, 1665.429
6.8, 331.2286, 208.5595, 64.67281, 1156.371, 2734.041, 2609.989, 491.2664, 190.3513, 610.9286, 1065.646, 53.54421, 1465.375, 261.4041, 695.7932, 2864.107, 2116.939, 1444.402, 728.1519, 27.5096, 1181.796, 618.0828, 292.0621, 1041.001, 288.7432, 94.46081, 364.8711, 159.4692, 0, 1176.167, 1958.55, 1193.892, 1193.109, 1793.012, 0, 1896.018, 1556.045, 1216.477, 1706.651
6.9, 330.5643, 195.5852, 61.91655, 1206.109, 2681.532, 2684.317, 466.67, 181.5164, 653.3961, 1078.876, 50.62696, 1395.599, 245.401, 805.4755, 2910.722, 2011.383, 1401.833, 697.6342, 26.11358, 1348.076, 573.69, 274.2725, 976.9544, 425.2555, 90.40613, 342.2052, 151.3551, 0, 1360.891, 2050.508, 1145.047, 1202.493, 1843.189, 0, 1964.794, 1647.463, 1243.7, 1782.408
7, 315.6218, 183.418, 84.8278, 1181.156, 2685.127, 2658.184, 443.3051, 173.0915, 689.7805, 1018.931, 47.86866, 1447.07, 230.3777, 765.6363, 2761.986, 2020.924, 1400.796, 668.3955, 24.7884, 1346.856, 756.8962, 257.5665, 951.0911, 400.1312, 86.52549, 320.9473, 143.6538, 0, 1305.111, 1980.775, 1173.866, 1152.415, 1754.162, 0, 1870.63, 1568.717, 1186.136, 1709.877
7.1, 371.4044, 172.0078, 81.21257, 1128.938, 2588.755, 2636.458, 421.1099, 165.0577, 689.7926, 1176.849, 45.26063, 1378.166, 216.2741, 727.7676, 2729.572, 2002.633, 1338.95, 640.3823, 23.53047, 1268.547, 702.5333, 241.8781, 919.1011, 415.3497, 82.81143, 301.0099, 136.3444, 0, 1293.969, 1979.7, 1125.84, 1151.839, 1669.436, 0, 1824.022, 1634.431, 1205.413, 1668.328
7.2, 354.6158, 161.3073, 80.50349, 1079.029, 2481.27, 2777.131, 400.026, 179.0182, 646.6843, 1111.46, 42.7947, 1312.542, 203.0339, 691.7719, 2835.468, 2114.979, 1372.34, 613.5431, 22.33637, 1194.79, 652.075, 288.1806, 1044.967, 465.8638, 79.25679, 282.3111, 129.4069, 0, 1290.504, 1999.465, 1125.325, 1241.559, 1757.8, 0, 1736.605, 1556.308, 1175.952, 1738.487
7.3, 338.5862, 172.3436, 91.2654, 1145.439, 2583.627, 2825.003, 379.9977, 170.7093, 687.504, 1169.687, 40.46312, 1250.044, 190.6043, 657.5565, 2884.048, 2024.186, 1308.781, 587.8288, 21.20287, 1125.323, 605.2407, 270.6274, 1019.126, 438.3403, 75.85474, 349.0661, 122.8224, 0, 1237.609, 1910.703, 1186.486, 1189.854, 1780.926, 0, 1653.378, 1481.919, 1210.838, 1785.124
7.4, 323.2811, 161.6223, 87.37582, 1094.8, 2531.544, 2759.091, 360.9722, 162.7861, 659.8237, 1104.697, 38.25857, 1230.219, 178.9356, 761.1729, 2775.869, 2029.034, 1248.165, 563.1922, 20.12689, 1094.144, 561.7701, 254.1435, 1077.924, 505.3868, 72.59872, 327.382, 116.5729, 0, 1320.748, 1899.719, 1137.944, 1140.302, 1694.906, 0, 1689.198, 1411.085, 1240.043, 1712.483
7.5, 308.6678, 151.5679, 83.65199, 1046.4, 2425.948, 2753.004, 342.8993, 155.2305, 664.4309, 1056.326, 36.17413, 1171.64, 167.9812, 723.525, 2634.023, 1972.935, 1190.356, 730.0364, 19.10552, 1030.528, 521.4219, 244.9886, 1011.606, 547.8325, 69.48246, 392.293, 110.6414, 0, 1288.047, 2015.752, 1091.387, 1092.814, 1658.092, 0, 1670.014, 1343.638, 1239.526, 1642.798
7.6, 294.7151, 212.3998, 80.08688, 1051.564, 2459.53, 2625.413, 325.7312, 163.7771, 681.7283, 997.6348, 34.20325, 1115.851, 157.6975, 687.7391, 2535.452, 1913.398, 1205.507, 699.4397, 18.13597, 970.6106, 483.9715, 350.8402, 1076.092, 721.2477, 66.49997, 367.9236, 105.0118, 0, 1235.253, 1936.689, 1046.736, 1187.265, 1684.075, 0, 1766.553, 1279.414, 1182.154, 1709.667
7.7, 281.3932, 199.1866, 76.67369, 1043.52, 2476.857, 2684.567, 309.4227, 175.9903, 639.1241, 942.2043, 32.33976, 1062.718, 148.0433, 717.1855, 2405.892, 1853.474, 1149.674, 670.1253, 17.21563, 1027.722, 492.5425, 329.4705, 1039.318, 678.6361, 63.64549, 345.0681, 99.66855, 0, 1370.163, 1850.714, 1003.911, 1324.847, 1602.734, 0, 1748.64, 1218.26, 1127.439, 1640.096
7.8, 268.6734, 301.9532, 73.40598, 997.3868, 2382.352, 2569.341, 293.9307, 167.8219, 599.1823, 955.0389, 30.5778, 1012.115, 138.9802, 681.7132, 2430.181, 1828.214, 1096.427, 642.0396, 582.4219, 1012.524, 457.1664, 534.607, 1138.176, 697.4771, 60.91354, 367.9551, 94.5972, 0, 1314.003, 1787.996, 1022.603, 1345.67, 1583.586, 0, 1664.836, 1160.03, 1075.255, 1742.791
7.9, 371.0764, 328.5909, 70.27753, 953.2931, 2316.103, 2556.29, 279.2143, 160.0327, 561.7368, 901.975, 28.91183, 1046.461, 130.4719, 696.5931, 2551.476, 1836.279, 1045.647, 615.1309, 760.813, 1005.266, 424.3311, 716.2652, 1068.151, 746.3272, 58.29887, 345.0977, 89.78389, 0, 1260.145, 1765.511, 980.7657, 1289.629, 1507.099, 0, 1592.75, 1104.582, 1025.487, 1800.91
8, 506.1419, 308.1496, 67.28241, 911.1487, 2392.471, 2580.76, 265.2348, 152.605, 526.6313, 851.8596, 27.33663, 1013.719, 122.4845, 676.0217, 2464.453, 1744.717, 1155.065, 598.2243, 722.2042, 946.8176, 520.913, 672.6374, 1002.435, 702.2339, 55.79641, 323.6601, 85.21549, 0, 1208.495, 1715.005, 940.6399, 1283.903, 1466.375, 0, 1687.084, 1051.785, 1055.686, 1921.074
8.1, 483.2628, 288.9799, 64.41494, 961.454, 2320.326, 2503.938, 251.9551, 145.522, 493.7198, 944.0926, 25.84725, 1041.336, 114.986, 642.5853, 2338.521, 1687.276, 1162.45, 584.1738, 721.511, 891.7675, 506.9676, 631.6669, 1032.809, 660.7455, 53.40138, 303.5542, 80.87955, 0, 1158.961, 1723.682, 1023.301, 1230.434, 1395.549, 0, 1698.987, 1072.419, 1006.823, 1854.261
8.199999999999999, 461.4179, 271.0027, 61.66967, 918.9488, 2336.181, 2719.002, 239.3404, 138.7678, 507.5383, 891.637, 24.43901, 1111.975, 107.9466, 692.767, 2328.151, 1679.24, 1408.999, 590.736, 684.8966, 839.9182, 683.4392, 593.192, 1003.63, 703.8441, 51.10915, 284.6973, 76.76422, 0, 1111.458, 1647.163, 981.435, 1242.01, 1488.351, 0, 1617.563, 1191.241, 1036.909, 1842.754
8.300000000000001, 491.0727, 254.1439, 59.04141, 878.3228, 2237.615, 2595.365, 227.3572, 132.327, 475.82, 842.0959, 23.1075, 1110.448, 101.3382, 658.5024, 2209.183, 1603.343, 1405.514, 565.9775, 650.1403, 960.7041, 954.756, 557.0606, 979.1586, 662.2606, 48.91533, 267.0118, 72.85829, 0, 1065.902, 1739.45, 941.2817, 1190.286, 1416.464, 0, 1635.747, 1134.302, 1064.745, 1879.149
8.4, 476.2716, 238.3338, 186.9917, 839.4928, 2315.974, 2590.553, 278.2504, 126.1852, 466.0269, 872.6535, 21.84854, 1214.988, 95.13431, 707.1121, 2157.86, 1643.46, 1340.418, 542.2568, 674.5887, 904.8466, 922.6097, 579.0652, 918.9171, 623.134, 46.81566, 250.425, 69.15111, 0, 1022.213, 1662.231, 902.7712, 1140.716, 1558.48, 0, 1631.931, 1311.273, 1052.57, 1899.141
8.5, 576.3349, 223.5073, 179.0224, 802.3795, 2405.392, 2558.302, 324.5378, 143.2296, 436.9028, 866.8948, 20.65817, 1203.586, 89.31023, 672.1381, 2450.958, 1561.513, 1345.857, 519.5302, 640.3556, 956.2277, 1144.927, 631.093, 862.3819, 586.3189, 44.80612, 234.8685, 65.63255, 0, 980.3152, 1642.619, 865.8363, 1093.21, 1483.205, 0, 1780.613, 1352.991, 1127.887, 1821.861
8.6, 550.2829, 209.6031, 171.3928, 969.4544, 2291.721, 2707.281, 326.9887, 256.0383, 532.1094, 818.7285, 155.3781, 1157.088, 83.8427, 727.1896, 2394.665, 1601.907, 1283.524, 497.756, 607.8596, 1093.205, 1373.18, 981.5779, 809.325, 551.679, 42.88284, 220.2784, 62.29302, 0, 940.1344, 1691.952, 830.4125, 1047.683, 1411.566, 0, 1877.79, 1360.22, 1483.504, 1798.749
8.699999999999999, 525.4085, 196.5639, 164.0883, 1039.431, 2286.129, 2604.7, 310.6172, 261.3393, 498.8555, 888.2944, 197.6186, 1267.998, 78.70989, 770.924, 2272.299, 1522.031, 1297.588, 476.8945, 619.5457, 1029.644, 1450.473, 1228.185, 800.4426, 519.0854, 41.04212, 206.5946, 59.12342, 0, 901.6005, 1684.194, 796.438, 1193.578, 1420.124, 0, 1787.796, 1387.82, 1722.872, 1777.339
8.800000000000001, 501.6585, 184.3358, 157.0951, 1021.31, 2190.688, 2835.88, 377.1519, 263.2302, 467.6797, 838.939, 186.8517, 1289.178, 73.89131, 732.7938, 2302.273, 1446.139, 1237.491, 456.9073, 588.1057, 979.8063, 1443.93, 1301.87, 877.8187, 488.4176, 39.28041, 193.7609, 56.11509, 0, 864.646, 1707.09, 763.8535, 1353.106, 1351.531, 0, 1783.175, 1321.484, 2075.321, 1786.666
8.9, 478.9821, 172.8685, 150.3999, 1048.627, 2217.568, 2744.81, 358.2689, 251.0126, 438.4524, 911.6542, 176.6715, 1227.792, 69.36772, 696.5494, 2381.572, 1502.094, 1180.177, 437.7577, 558.2613, 931.0938, 1499.989, 1658.595, 1403.146, 459.5617, 37.59432, 181.7244, 53.25983, 0, 829.2062, 1631.307, 732.6021, 1296.755, 1354.662, 0, 1697.715, 1258.32, 2298.299, 1782.19
9, 457.3307, 162.1145, 156.9814, 1021.965, 2144.301, 2750.739, 543.7526, 239.3622, 444.1118, 861.001, 167.0459, 1220.913, 65.12106, 761.104, 2268.99, 1427.196, 1136.054, 419.4108, 529.9313, 940.1796, 1510.185, 1573.891, 1412.004, 432.4106, 35.98061, 170.4356, 50.54986, 0, 841.2258, 1665.748, 702.6293, 1242.752, 1289.231, 0, 1616.352, 1198.174, 2259.651, 1790.253
9.1, 436.658, 152.0295, 150.291, 976.7847, 2093.874, 2623.253, 516.5283, 250.6631, 416.3573, 813.162, 157.9448, 1180.622, 89.74643, 736.3967, 2366.409, 1356.032, 1236.841, 401.8328, 503.039, 885.5156, 1401.718, 1622.927, 1325.132, 441.0941, 34.43615, 159.8481, 47.97777, 0, 806.746, 1674.47, 673.8828, 1303.835, 1226.961, 0, 1538.887, 1140.903, 2336.933, 1717.403
9.199999999999999, 416.9198, 142.5719, 150.399, 1081.878, 2166.47, 2676.261, 490.6671, 319.1472, 390.3373, 842.639, 180.4918, 1258.832, 131.5272, 749.6345, 2253.597, 1410.976, 1179.557, 384.9915, 477.5114, 834.0298, 1301.042, 1657.173, 1385.687, 547.2792, 32.958, 149.9183, 45.53656, 0, 773.6793, 1791.389, 646.3124, 1249.536, 1167.698, 0, 1465.135, 1127.44, 2278.04, 1829.843
9.300000000000001, 470.3798, 133.7026, 193.8484, 1044.992, 2089.531, 2679.877, 558.0096, 324.3024, 365.9434, 795.8204, 186.4672, 1198.891, 123.4751, 712.5572, 2246.057, 1419.588, 1179.061, 368.856, 531.3226, 1007.503, 1347.841, 1680.145, 1300.434, 514.9457, 31.5433, 140.6053, 43.21956, 0, 741.968, 1711.864, 706.0486, 1200.748, 1299.095, 0, 1555.989, 1087.387, 2328.912, 1769.671
9.4, 499.0699, 125.3851, 288.0498, 998.7933, 2126.858, 2677.217, 530.0715, 407.6682, 343.0739, 785.8007, 176.3079, 1141.804, 115.9161, 810.9048, 2228.064, 1348.804, 1184.779, 353.3969, 504.3597, 969.151, 1366.189, 1725.309, 1295.47, 580.8663, 30.18932, 131.8709, 41.02045, 0, 791.801, 1751.331, 821.9544, 1256.362, 1236.349, 0, 1561.33, 1267.693, 2247.857, 1697.659
9.5, 476.5105, 117.585, 275.7736, 1008.083, 2079.201, 2594.538, 503.5322, 388.7468, 396.6664, 845.1083, 166.7021, 1194.472, 108.8197, 840.127, 2159.43, 1499.455, 1129.906, 338.5856, 492.9066, 1059.496, 1268.065, 1620.22, 1393.204, 546.5485, 28.89346, 123.679, 100.9653, 0, 759.3469, 1715.548, 788.326, 1204.041, 1298.011, 0, 1486.502, 1207.099, 2284.567, 1758.463
9.6, 454.9709, 110.2702, 264.0205, 963.5161, 2025.525, 2524.309, 478.3216, 370.7036, 474.5517, 798.1524, 157.6197, 1137.596, 137.7185, 820.5186, 2214.738, 1424.688, 1139.964, 391.4714, 498.6824, 997.8943, 1176.988, 1606.295, 1307.489, 633.2573, 27.65322, 115.996, 95.828, 0, 761.7574, 1657.095, 756.0733, 1153.898, 1411.822, 0, 1415.261, 1266.796, 2307.172, 1728.717
9.699999999999999, 434.4049, 103.4104, 280.3988, 935.9447, 2060.251, 2508.795, 497.7351, 493.5595, 461.7535, 753.8055, 156.6288, 1161.509, 129.2875, 779.9354, 2480.837, 1521.849, 1245.258, 375.0644, 585.4151, 1085.569, 1278.138, 1625.401, 1227.047, 613.3724, 26.46622, 108.7903, 90.95206, 0, 779.1069, 1681.803, 725.1403, 1215.696, 1343.63, 0, 1449.886, 1206.245, 2200.385, 1800.077
9.800000000000001, 414.7685, 96.97729, 268.4486, 964.4602, 2004.24, 2581.773, 522.0286, 470.6516, 527.932, 736.0109, 148.0952, 1785.995, 188.6765, 741.3594, 2404.757, 1683.557, 1317.029, 439.2039, 649.3324, 1022.451, 1186.337, 1526.398, 1151.555, 577.1342, 25.33017, 102.0322, 227.9066, 0, 960.057, 1618.779, 754.2016, 1188.774, 1475.793, 0, 1380.4, 1213.503, 2131.802, 1835.527
9.9, 396.0197, 90.94442, 305.5233, 1052.738, 2061.486, 2731.077, 495.892, 644.7188, 557.3291, 695.1166, 219.1121, 1950.521, 177.1259, 704.6915, 2525.887, 1599.611, 1280.767, 420.7964, 616.3809, 990.0583, 1101.13, 1608.573, 1350.542, 709.0323, 24.24289, 95.69398, 216.3102, 0, 1028.232, 1820.336, 1058.967, 1316.565, 1404.512, 0, 1564.908, 1311.576, 2115.973, 1970.8
10, 468.0893, 85.28686, 292.5023, 1200.335, 2028.495, 2747.459, 471.064, 614.7949, 653.9648, 740.0222, 217.6604, 1998.163, 169.3645, 761.2528, 2517.023, 1519.85, 1221.449, 516.1396, 585.1015, 932.4941, 1292.976, 1510.595, 1391.582, 667.1423, 23.20228, 89.74944, 205.3039, 0, 986.0869, 1862.642, 1015.641, 1383.564, 1439.526, 0, 1489.91, 1401.717, 2018.036, 1991.223
10.1, 446.9303, 79.98124, 280.0364, 1147.269, 1943.08, 2705.35, 447.479, 740.7452, 782.9831, 791.2357, 205.8016, 1911.13, 158.996, 723.6009, 2530.83, 1666.397, 1269.264, 494.5076, 555.4095, 933.7971, 1221.531, 1438.444, 1305.967, 627.7272, 22.20633, 84.17417, 194.8576, 0, 1083.395, 1880.096, 974.0887, 1367.615, 1438.704, 0, 1418.505, 1405.789, 2092.192, 1910.195
10.2, 426.7277, 75.00568, 268.1016, 1254.107, 1999.774, 2695.857, 475.7304, 782.048, 734.051, 799.9502, 194.5889, 1921.979, 149.2624, 687.8113, 2551.146, 1612.444, 1443.552, 563.962, 527.2242, 993.9431, 1263.528, 1350.828, 1225.619, 590.6407, 21.25314, 137.1375, 184.9428, 0, 1038.989, 1796.633, 1053.911, 1425.752, 1496.933, 0, 1350.523, 1481.486, 1995.355, 1993.034
10.3, 407.4384, 70.33965, 256.6756, 1198.663, 1905.271, 2876.633, 462.0361, 745.7502, 688.1769, 755.5034, 183.9872, 1830.461, 140.1246, 712.9745, 2530.681, 1567.091, 1376.694, 540.3257, 500.4693, 936.1531, 1172.777, 1407.292, 1150.214, 555.7454, 20.34086, 128.6185, 175.5325, 0, 1159.419, 2023.622, 1010.793, 1431.725, 1539.349, 0, 1560.918, 1410.673, 2013.532, 2119.549
10.4, 389.021, 65.96388, 245.7365, 1505.45, 2019.755, 2743.313, 469.5373, 711.1371, 645.1696, 739.4224, 182.9085, 1776.256, 131.5462, 739.1784, 2401.365, 1596.211, 1532.532, 517.6801, 475.0721, 1025.794, 1088.544, 1321.574, 1079.449, 522.9117, 19.46774, 120.6287, 166.601, 0, 1234.991, 1933.788, 1074.199, 1372.1, 1562.469, 0, 1566.307, 1571.421, 1920.336, 2033.299
10.5, 405.365, 61.86033, 235.2635, 1523.841, 1961.113, 2675.183, 446.0287, 748.462, 624.0078, 698.3387, 240.7034, 1758.365, 123.493, 702.6183, 2381.342, 1627.586, 1461.553, 495.9834, 450.9637, 966.1516, 1010.361, 1241.077, 1013.037, 541.7262, 18.6321, 113.1352, 158.124, 0, 1184.372, 1847.942, 1152.851, 1314.958, 1541.874, 0, 1491.241, 1646.847, 1875.737, 2104.552
10.6, 387.0413, 58.01206, 225.237, 1456.473, 1868.436, 2747.812, 453.1504, 713.7231, 598.0827, 659.5376, 227.5892, 1674.638, 115.9329, 711.8372, 2315.494, 1612.726, 1658.348, 598.8915, 428.0787, 1026.679, 937.7934, 1165.483, 950.7111, 509.7207, 17.83232, 106.1072, 150.0783, 0, 1176.806, 1973.429, 1212.799, 1390.51, 1602.687, 0, 1585.667, 1651.152, 1848.863, 2072.26
10.7, 369.5459, 54.40318, 215.6377, 1433.533, 1906.775, 2863.488, 468.4046, 680.5965, 616.6837, 622.8925, 215.1894, 1767.869, 108.8355, 722.9779, 2598.424, 1532.311, 2163.746, 709.5023, 406.3551, 966.9854, 989.9883, 1166.818, 892.2198, 479.6062, 17.06688, 99.51577, 142.442, 0, 1292.636, 1885.823, 1243.878, 1477.318, 1542.552, 0, 1601.539, 1898.615, 1884.445, 1987.934
10.8, 352.8414, 51.01881, 206.4476, 1370.158, 1915.797, 2784.167, 543.1547, 726.8231, 696.7375, 765.7351, 203.4653, 1683.689, 133.9137, 687.2191, 2551.839, 1503.167, 2477.375, 765.7318, 385.7339, 1118.967, 918.8839, 1131.312, 837.3271, 451.2708, 16.33429, 235.3738, 135.1942, 0, 1239.654, 1827.488, 1245.678, 1538.489, 1646.21, 0, 1662.933, 1978.75, 1797.224, 2049.566
10.9, 336.8919, 47.84497, 197.6491, 1493.778, 1867.866, 2790.845, 515.9603, 693.0885, 768.6703, 723.1894, 192.3799, 1681.251, 125.7155, 653.2289, 2672.761, 1483.112, 2696.473, 808.4413, 366.1591, 1053.907, 852.8865, 1086.788, 785.8117, 424.6095, 15.63315, 220.7523, 128.3153, 0, 1229.399, 1867.955, 1268.366, 1474.418, 1648.579, 0, 1721.636, 1884.169, 1840.615, 1966.164
11, 321.6634, 44.86858, 189.2256, 1427.739, 1886.036, 2726.304, 490.1275, 660.9196, 720.6327, 683.0076, 211.2148, 1601.196, 118.0193, 620.9199, 2660.706, 1538.235, 2724.039, 774.5586, 347.5777, 992.6309, 791.6292, 1020.592, 934.3586, 536.3366, 14.96211, 210.7606, 121.7863, 0, 1473.198, 1796.193, 1216.474, 1518.154, 1713.467, 0, 1750.632, 2055.611, 1817.027, 2009.943
11.1, 327.2117, 42.07735, 181.1611, 1397.042, 1832.916, 2809.063, 525.6043, 714.9097, 698.4968, 723.4294, 199.7072, 1524.953, 174.5033, 590.2089, 2566.968, 1638.277, 2635.293, 762.2792, 329.9393, 1120.95, 766.0363, 958.4271, 932.8811, 504.6496, 14.31987, 199.3453, 115.5896, 0, 1466.781, 1802.455, 1166.704, 1454.93, 1675.666, 0, 1666.732, 1971.874, 1732.926, 2102.026
11.2, 421.1199, 39.45976, 173.4403, 1642.232, 1946.826, 2712.509, 499.2886, 681.728, 654.8446, 683.2343, 219.0629, 1599.134, 177.0376, 561.0169, 2435.798, 1664.818, 2593.269, 730.3312, 313.1959, 1055.776, 711.0168, 900.0492, 1210.869, 474.8347, 13.7052, 186.9619, 109.7081, 0, 1406.661, 1722.439, 1159.989, 1394.339, 1594.731, 0, 1669.758, 2034.168, 1798.187, 2048.707
11.3, 464.11, 37.005, 166.0485, 1569.63, 1874.409, 2837.128, 474.2906, 650.0865, 613.9205, 645.2724, 207.1277, 1522.989, 166.1994, 533.2687, 2538.567, 1678.81, 2821.784, 699.7222, 297.3022, 1083.95, 682.386, 946.009, 1188.815, 566.6494, 13.11691, 175.3477, 104.1259, 0, 1460.218, 1811.466, 1304.552, 1415.363, 1871.69, 0, 1713.012, 1936.938, 1714.958, 2056.192
11.4, 443.1309, 34.70295, 158.9718, 1666.563, 1799.126, 2705.639, 450.544, 619.9135, 699.8384, 609.4198, 195.8428, 1450.47, 164.5219, 506.893, 2408.847, 1616.604, 2714.644, 670.3959, 449.5721, 1034.765, 633.3746, 968.7269, 1159.542, 595.6691, 12.55387, 303.455, 98.82777, 0, 1555.38, 1936.596, 1251.179, 1401.463, 1877.88, 0, 1790.313, 1960.039, 1769.695, 1972.52
11.5, 423.1001, 32.54412, 152.1967, 1608.6, 1891.617, 2807.006, 427.9864, 689.7337, 656.1024, 575.5593, 185.1727, 1381.403, 154.45, 481.8218, 2536.232, 1720.419, 2661.228, 642.2989, 426.7578, 1178.695, 587.8835, 915.8268, 1088.203, 560.4766, 12.015, 284.6043, 93.79919, 0, 1491.629, 1936.456, 1323.454, 1390.034, 1787.178, 0, 1704.512, 2013.201, 1688.243, 2176.453
11.6, 403.9747, 30.51958, 145.7103, 1537.485, 1865.668, 2676.913, 406.5582, 666.5084, 615.0996, 685.3836, 175.084, 1413.208, 256.8782, 457.9907, 2466.795, 1667.352, 2699.416, 615.3794, 405.1012, 1110.163, 545.6596, 860.0437, 1021.253, 635.9802, 11.49927, 266.9246, 89.0265, 0, 1558.193, 1988.766, 1329.982, 1378.8, 1801.135, 0, 1622.822, 1916.974, 1667.98, 2087.887
11.7, 385.7139, 28.62099, 139.5003, 1681.947, 1777.502, 2848.643, 386.2029, 646.733, 576.6592, 663.693, 165.5449, 1444.556, 241.1522, 435.3383, 2468.98, 1700.17, 2764.014, 709.4442, 384.5436, 1068.631, 629.8616, 807.6583, 958.4214, 614.1953, 11.00567, 250.3432, 84.49664, 0, 1511.803, 2035.032, 1485.645, 1321.379, 1839.962, 0, 1705.781, 1954.997, 1661.85, 2101.036
11.8, 388.2897, 26.8405, 133.555, 1607.589, 1795.482, 2817.144, 366.8667, 616.7157, 583.4344, 626.8169, 156.5255, 1428.57, 226.389, 461.446, 2632.414, 1666.378, 2767.609, 679.7106, 365.0292, 1006.498, 584.6228, 841.2982, 1018.987, 740.915, 10.53325, 234.7918, 80.19727, 0, 1449.838, 2047.821, 1424.863, 1349.402, 1868.134, 0, 1763.012, 2150.603, 1625.016, 2211.76
11.9, 458.3895, 25.17078, 127.8631, 1629.674, 1788.829, 2841.28, 388.4991, 629.5491, 563.8262, 618.0998, 147.9975, 1360.547, 245.3292, 569.3375, 2497.899, 1583.288, 3268.775, 651.2231, 346.5052, 1080.585, 542.6332, 790.0546, 1075.708, 697.1414, 10.08112, 235.1504, 76.11665, 0, 1426.176, 2025.442, 1460.858, 1375.242, 1777.902, 0, 1821.472, 2165.395, 1549.802, 2348.143
12, 437.6689, 23.60493, 122.4138, 1557.628, 1749.385, 2818.228, 369.0479, 600.3294, 528.5902, 642.0678, 139.9342, 1427.942, 230.3103, 569.4146, 2543.385, 1504.341, 3431.644, 677.6718, 328.9211, 1138.272, 563.6161, 788.5147, 1009.526, 805.5773, 9.648394, 220.5428, 72.24368, 0, 1500.711, 2032.817, 1401.09, 1483.636, 1838.743, 0, 1734.177, 2197.455, 1513.63, 2283.993
12.1, 501.6297, 22.13649, 117.1967, 1488.766, 1823.435, 2875.897, 350.5706, 572.4658, 542.6116, 659.5175, 132.3102, 1413.382, 216.2108, 585.6582, 2413.419, 1502.305, 3382.212, 791.5668, 312.2295, 1072.09, 592.2171, 824.683, 947.4165, 757.9834, 9.234241, 206.8426, 68.56776, 0, 1439.2, 1942.575, 1375.449, 1421.849, 1814.173, 0, 1774.07, 2138.958, 1528.863, 2270.299
