 , C001, C002, C011, C012, C014, C016, C017, C021, C022, C023, C025, C026, C028, C031, C035, C036, C039, C040, C042, C044, C049, C050, C051, C055, C058, C059, C061, C064, C069, C075, C079, C080, C081, C084, C085, C088, C094, C099, C100, C113
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
377.9, 8.86699, 33.25991, 35.27209, 431.5348, 1047.421, 387.6039, 652.8704, 0.05319805, 1020.005, 666.0362, 245.1073, 51.66318, 53.58615, 67.79803, 1017.646, 1828.039, 140.9656, 273.2433, 1220.112, 193.6869, 469.1872, 623.391, 141.412, 1438.88, 1316.016, 573.027, 1895.581, 429.4965, 56.87868, 1068.805, 584.9292, 81.38676, 505.5078, 2.2955, 1340.358, 963.5517, 3595.21, 945.2545, 685.7877, 838.0796
378, 8.486053, 31.80227, 33.78518, 412.774, 1043.439, 370.9181, 688.8464, 0.05089026, 975.7842, 637.9673, 234.4792, 49.56362, 51.35868, 65.06161, 1044.185, 1748.492, 133.4436, 260.8513, 1201.836, 185.3253, 449.7626, 662.6827, 170.0731, 1377.201, 1251.395, 547.0107, 1840.754, 409.9259, 54.36621, 1022.564, 556.9986, 77.69962, 523.9711, 2.196439, 1325.698, 976.2042, 3481.199, 906.4483, 657.0746, 876.2576
378.1, 8.121483, 72.48056, 32.36096, 394.8288, 1311.97, 419.0426, 660.4414, 0.04868259, 1061.758, 670.726, 224.3119, 47.54938, 49.22379, 62.43564, 997.4918, 1843.898, 126.3229, 378.919, 1150.591, 177.3247, 431.1422, 631.4362, 162.9039, 1318.166, 1189.947, 522.1756, 1864.528, 391.2471, 51.96472, 978.3238, 530.4017, 74.1795, 500.8131, 2.101653, 1264.355, 965.7338, 3430.969, 869.2353, 629.5637, 908.4778
378.2, 7.772574, 69.30405, 30.99677, 377.6637, 1249.247, 401.0034, 633.2077, 0.04657069, 1051.311, 642.4594, 214.5855, 45.617, 47.17765, 59.91565, 952.8867, 1778.724, 119.5822, 361.7344, 1101.532, 169.6695, 413.2928, 601.663, 156.0369, 1293.369, 1205.074, 498.468, 1849.576, 373.4194, 49.66931, 952.8456, 505.0748, 70.81887, 528.8577, 2.010958, 1265.779, 960.7998, 3501.341, 833.55, 603.2046, 869.1318
378.3, 7.438655, 76.9993, 29.69009, 406.1634, 1189.523, 383.7407, 607.097, 0.0445504, 1005.733, 615.3842, 205.2808, 43.76316, 45.21657, 57.49737, 977.9308, 1778.588, 113.2012, 345.3291, 1117.969, 162.3448, 396.1823, 573.2936, 149.4593, 1326.099, 1145.901, 564.3506, 1834.231, 444.9207, 47.4753, 971.3433, 480.9572, 67.61049, 505.4836, 1.924176, 1346.929, 914.9364, 3532.486, 799.3297, 577.9492, 831.4899
378.4, 7.119082, 73.62475, 28.4385, 388.5056, 1132.654, 451.5393, 582.063, 0.04261776, 1015.463, 589.4499, 196.3796, 41.98465, 43.337, 55.1767, 1023.638, 1779.028, 107.1607, 329.6678, 1070.3, 257.94, 430.7242, 675.8124, 143.159, 1269.255, 1144.959, 538.7282, 1861.308, 451.7378, 45.37819, 964.4445, 457.9913, 64.54746, 483.1427, 1.84114, 1295.749, 973.2537, 3461.974, 766.5143, 553.7511, 795.4783
378.5, 6.813238, 70.39809, 27.23966, 371.6154, 1078.504, 432.1011, 650.063, 0.04076896, 971.4395, 734.4975, 187.8643, 40.27842, 41.53556, 52.9497, 977.8635, 1726.308, 101.4425, 314.7168, 1178.646, 246.8046, 412.8921, 643.9468, 137.1243, 1323.299, 1088.738, 514.2691, 1776.038, 431.1537, 43.37373, 1017.93, 436.1221, 61.6232, 461.7891, 1.761687, 1274.704, 926.7958, 3421.785, 735.0461, 530.5662, 866.5771
378.6, 6.520533, 67.31284, 26.09137, 355.4596, 1026.942, 413.4997, 673.0927, 0.03900036, 929.3245, 703.5435, 179.7183, 38.64153, 39.80901, 50.81258, 934.1362, 1711.478, 96.02944, 300.4439, 1177.26, 236.1499, 466.4229, 613.5837, 131.344, 1336.644, 1035.277, 518.2455, 1828.329, 467.3998, 41.4578, 973.8906, 415.2971, 58.83142, 441.3793, 1.685662, 1227.351, 929.2731, 3448.272, 704.8698, 508.3521, 829.0458
378.7, 6.240403, 64.3628, 24.99148, 340.0061, 977.8461, 448.2229, 645.3373, 0.03730848, 967.7695, 673.8939, 197.0692, 37.07116, 38.15422, 48.76171, 989.5858, 1758.816, 90.90523, 286.8182, 1127.063, 225.9552, 447.1128, 584.6523, 125.8074, 1381.157, 984.4415, 543.4624, 1769.343, 446.1021, 39.62651, 994.5886, 395.4665, 56.16611, 421.8716, 1.612919, 1214.928, 884.9146, 3515.424, 675.9323, 487.068, 793.14
378.8, 5.972308, 61.54205, 23.93795, 325.2245, 931.0971, 428.9275, 618.7264, 0.03569, 925.8136, 645.4939, 188.5241, 35.56461, 36.56823, 46.79362, 945.3342, 1802.516, 86.05444, 273.8105, 1203.915, 216.2006, 428.6021, 656.7799, 120.5041, 1402.166, 936.1021, 518.7884, 1723.38, 425.7748, 37.87611, 982.8307, 376.5828, 53.62156, 448.6171, 1.543314, 1235.112, 842.6735, 3398.517, 648.1828, 466.675, 837.7477
378.9, 5.715731, 73.73907, 22.92884, 355.3798, 886.5831, 434.1407, 593.2129, 0.03414173, 912.5336, 618.2907, 180.3494, 34.11929, 35.04815, 44.90497, 930.6552, 1743.579, 81.4625, 261.3927, 1231.151, 266.4464, 410.8578, 625.8117, 115.4244, 1342.06, 890.1362, 526.4387, 1726.326, 406.3738, 36.20303, 940.3096, 439.4848, 51.19229, 428.7895, 1.476714, 1177.961, 802.4489, 3399.047, 621.5725, 447.1359, 801.465
379, 5.470176, 70.50741, 21.96227, 339.9298, 844.1971, 415.4515, 742.5327, 0.03266063, 995.79, 632.9186, 172.5293, 32.7327, 33.59127, 43.09254, 906.1714, 1763.087, 77.11559, 249.5381, 1178.656, 254.9438, 437.1345, 596.3037, 110.5589, 1284.532, 907.4758, 502.5376, 1672.145, 387.8568, 34.60385, 899.6282, 452.5953, 48.87307, 489.005, 1.412987, 1229.171, 869.2969, 3354.66, 596.0547, 428.4149, 844.4385
379.1, 5.235171, 67.41737, 21.03644, 325.1515, 803.8376, 475.5354, 793.4515, 0.03124378, 978.6185, 663.8335, 165.0482, 31.40246, 32.19494, 41.35327, 1014.136, 1722.533, 73.00064, 238.2211, 1177.454, 243.9377, 419.0369, 568.1871, 105.8984, 1229.469, 920.7345, 577.5168, 1750.819, 370.1836, 33.07531, 908.1107, 430.9837, 46.65892, 467.3924, 1.352011, 1172.295, 827.8014, 3448.42, 571.5845, 410.4776, 807.8661
379.2, 5.010262, 64.46275, 20.14964, 311.0157, 765.4077, 455.0642, 760.733, 0.02988839, 977.331, 635.8574, 247.536, 30.12628, 30.85666, 39.68419, 977.538, 1647.578, 69.10526, 227.4174, 1240.295, 233.4068, 401.6886, 541.3962, 101.4344, 1243.348, 958.9576, 551.2966, 1756.791, 500.2434, 31.61429, 868.8223, 410.4041, 44.54508, 446.735, 1.293666, 1178.248, 872.7488, 3432.368, 548.1188, 393.2914, 924.8789
379.3, 4.795015, 61.63763, 19.30023, 297.4944, 728.8149, 435.4743, 729.3637, 0.0285918, 934.9606, 609.0604, 236.8025, 28.90197, 29.57401, 38.08249, 981.9112, 1673.42, 65.41775, 217.1036, 1187.411, 223.3305, 385.0585, 515.8685, 192.4972, 1227.708, 928.7499, 547.4123, 1687.673, 477.4491, 30.21781, 853.8848, 616.0629, 42.52701, 426.9905, 1.237838, 1123.728, 831.0884, 3370.269, 525.6166, 376.8248, 922.0989
379.4, 4.589015, 58.93631, 18.48662, 284.5609, 693.9716, 416.7278, 699.288, 0.02735146, 1016.49, 583.3926, 226.5345, 27.72741, 28.34467, 36.54543, 938.0028, 1600.602, 61.927, 207.2576, 1338.379, 213.6892, 369.1169, 491.5445, 184.3827, 1291.623, 883.1451, 590.3987, 1818.353, 455.6935, 28.88302, 845.4078, 586.6457, 40.60036, 408.1187, 1.18442, 1212.77, 838.2844, 3444.254, 504.0381, 361.0476, 882.163
379.5, 4.391866, 56.35338, 17.70731, 272.1898, 660.7941, 398.7882, 670.4524, 0.02616492, 1052.117, 619.8425, 216.7117, 26.60059, 27.16644, 35.0704, 896.0579, 1628.144, 58.62252, 197.8581, 1310.72, 204.4642, 353.8353, 540.7037, 176.6102, 1275.655, 893.6933, 563.5938, 1809.743, 434.9292, 27.60718, 887.5717, 558.6331, 38.761, 390.081, 1.133307, 1156.653, 798.2692, 3523.23, 483.3455, 345.9309, 896.5986
379.6, 4.203186, 53.88365, 16.96085, 285.6593, 629.2028, 419.5695, 642.8058, 0.02502986, 1064.611, 642.847, 240.9302, 25.51955, 26.03718, 33.65491, 855.9886, 1609.438, 55.49437, 188.8849, 1254.833, 195.6373, 339.1864, 564.2458, 230.2934, 1220.972, 849.8099, 538.0057, 1790.16, 415.1111, 26.3877, 849.1718, 531.9581, 37.00497, 372.8405, 1.0844, 1103.133, 797.7818, 3552.15, 463.5024, 331.4472, 857.7671
379.7, 4.022612, 51.52216, 16.24586, 273.2404, 599.1217, 567.093, 687.4886, 0.02394404, 1018.457, 615.7554, 230.4832, 24.48245, 24.95486, 32.29656, 858.1911, 1635.4, 52.53314, 180.3186, 1201.328, 187.1916, 325.144, 537.6407, 220.5857, 1286.569, 808.0813, 513.5795, 1745.461, 396.196, 25.2221, 812.4333, 506.5569, 35.3285, 356.362, 1.037604, 1170.966, 877.4624, 3481.061, 444.4739, 317.5699, 887.7774
379.8, 3.849796, 49.26416, 15.56101, 261.3613, 570.4788, 615.713, 659.1396, 0.02290532, 974.3036, 589.8055, 332.5576, 23.4875, 23.91754, 30.99302, 849.58, 1564.236, 49.72993, 172.1409, 1294.699, 387.587, 311.6829, 512.2901, 211.2872, 1270.255, 768.4017, 552.2972, 1769.138, 378.1427, 24.10797, 804.7772, 482.3686, 33.72797, 340.6118, 0.9928268, 1116.783, 958.825, 3509.449, 426.2267, 304.2737, 849.3279
379.9, 3.684404, 47.10513, 14.90503, 249.9987, 543.2053, 589.2073, 631.9596, 0.02191167, 1001.118, 564.9493, 318.1375, 22.53298, 22.92333, 29.74211, 841.1376, 1549.743, 47.07629, 164.334, 1309.273, 370.8547, 298.7791, 547.7123, 202.3806, 1215.804, 846.2216, 527.2221, 1746.803, 360.9121, 23.04307, 849.2509, 459.3353, 32.19995, 325.5577, 0.949982, 1170.426, 913.0558, 3518.978, 408.7285, 291.5341, 953.4745
380, 3.526118, 45.04071, 14.27671, 239.1301, 517.2356, 622.7031, 682.2704, 0.02096112, 1020.347, 625.4435, 304.3427, 21.61726, 21.97045, 28.54168, 803.5242, 1512.712, 44.56426, 156.8811, 1253.447, 354.8447, 294.72, 567.6418, 193.8495, 1286.829, 873.3289, 539.8522, 1723.15, 344.4667, 22.0252, 812.5089, 437.4019, 30.74117, 311.169, 0.9089862, 1187.033, 869.4714, 3409.579, 391.9487, 279.3279, 966.8934
380.1, 3.374632, 43.06676, 13.67487, 228.7341, 492.5075, 595.8966, 654.1366, 0.0200518, 976.1121, 599.0854, 291.146, 20.73874, 21.05718, 27.3897, 767.5928, 1535.575, 42.18628, 246.3178, 1276.888, 339.5259, 333.3858, 540.8766, 185.678, 1314.71, 830.4455, 515.3421, 1782.093, 328.7706, 21.05229, 831.6776, 416.5158, 29.34847, 400.5508, 0.8697595, 1132.106, 827.9675, 3406.165, 375.8577, 267.6328, 1024.337
380.2, 3.229654, 41.17933, 13.0984, 218.7899, 468.9616, 570.244, 686.2017, 0.01918193, 1056.533, 573.838, 278.5216, 19.89594, 20.18188, 26.28421, 867.098, 1511.344, 39.93518, 248.2101, 1239.652, 324.8684, 375.9825, 605.7349, 177.851, 1258.354, 858.9735, 517.3249, 1700.453, 313.7897, 20.12236, 842.6365, 396.627, 28.01886, 422.9401, 0.8322256, 1130.089, 788.4448, 3446.078, 360.4274, 256.4273, 979.9727
380.3, 3.090904, 47.06138, 12.54623, 277.223, 446.5414, 589.5008, 737.2137, 0.0183498, 1010.729, 549.6547, 266.4446, 19.08738, 19.34295, 25.22334, 889.4903, 1578.674, 37.8042, 324.9233, 1234.457, 310.8437, 385.8127, 664.9543, 203.4588, 1250.025, 866.4269, 493.8376, 1793.44, 385.8322, 19.2335, 806.1808, 377.6879, 26.74949, 404.2473, 0.7963115, 1093.674, 871.4427, 3495.716, 345.6305, 245.691, 937.5303
380.4, 2.958115, 44.99888, 12.01734, 265.1708, 425.1931, 564.1235, 706.8143, 0.01755377, 966.9103, 633.0128, 254.8913, 18.31168, 18.5389, 24.2053, 916.8599, 1607.808, 35.78693, 310.1875, 1207.822, 297.4244, 369.8399, 712.8602, 194.8822, 1305.792, 823.8824, 512.3149, 1798.432, 368.2513, 18.38391, 872.6845, 359.6531, 25.53763, 386.3807, 0.7619472, 1132.383, 853.5822, 3538.338, 331.4411, 235.4042, 896.926
380.5, 2.831031, 43.02677, 11.51075, 253.6426, 404.8654, 539.8387, 677.6683, 0.01679227, 924.9917, 606.3356, 243.8389, 17.5675, 17.76828, 23.22834, 891.6805, 1611.508, 160.1775, 296.12, 1273.431, 284.5844, 354.5284, 794.9651, 186.6672, 1323.319, 947.3939, 624.0089, 1768.502, 388.4207, 17.57185, 1074.915, 342.4795, 24.38067, 423.0642, 0.7290659, 1217.364, 812.8367, 3443.605, 317.8343, 225.5481, 942.6768
380.6, 2.709406, 41.14109, 11.02551, 242.6156, 385.5096, 588.1982, 775.074, 0.0160638, 1028.024, 580.7827, 233.2658, 16.85357, 17.02968, 22.29081, 910.0613, 1541.383, 151.6302, 282.6904, 1219.134, 272.2988, 339.8507, 783.6914, 178.7985, 1266.594, 964.5455, 595.678, 1751.307, 370.7218, 16.79566, 1028.41, 326.126, 23.27613, 404.366, 0.6976036, 1173.96, 826.184, 3515.533, 304.786, 216.1047, 1057.339
380.7, 2.593007, 39.33805, 10.56072, 232.068, 367.079, 581.072, 743.1133, 0.01536694, 1049.487, 641.2941, 223.1511, 16.16865, 16.32179, 21.39112, 905.7003, 1474.311, 143.5391, 269.8699, 1167.152, 260.5435, 325.7808, 847.2869, 171.2614, 1265.123, 917.183, 568.6333, 1761.089, 353.8293, 16.05375, 1034.443, 310.5533, 22.22163, 386.4941, 0.667499, 1119.639, 786.7464, 3519.441, 292.2734, 207.0567, 1011.546
380.8, 2.481608, 37.61403, 10.11553, 221.9789, 349.5297, 556.0576, 712.4706, 0.0147003, 1083.996, 614.2679, 213.475, 15.51157, 15.64332, 20.52775, 991.7606, 1484.331, 135.8797, 257.6308, 1212.712, 249.2957, 312.2933, 807.3359, 164.0421, 1210.892, 872.1462, 616.5222, 1760.309, 337.7066, 15.34462, 1119.262, 295.7243, 21.2149, 369.4122, 0.6386936, 1138.722, 917.6965, 3462.791, 280.2745, 198.3874, 1066.764
380.9, 2.374995, 35.96557, 9.689109, 212.3285, 332.8193, 532.12, 683.0914, 0.01406259, 1091.814, 616.7507, 204.2185, 14.88118, 14.99306, 19.69922, 1009.748, 1475.234, 128.6291, 245.9468, 1281.74, 238.5335, 299.3642, 769.2688, 215.2105, 1158.986, 829.3208, 658.971, 1679.667, 322.3186, 14.66681, 1070.839, 281.6033, 20.25378, 353.0852, 0.6111312, 1167.635, 873.8906, 3431.827, 268.7682, 624.1482, 1045.357
381, 2.272963, 34.38935, 9.280662, 203.0976, 316.9078, 509.2129, 654.9237, 0.01345254, 1044.48, 590.7589, 195.3633, 14.27642, 14.36983, 18.90413, 964.5948, 1458.097, 213.408, 234.7927, 1248.044, 228.2359, 286.9704, 766.3273, 206.1385, 1109.305, 788.5983, 802.0361, 1679.763, 395.0866, 14.01894, 1024.51, 268.1566, 19.3362, 443.5383, 0.5847583, 1201.072, 832.1757, 3465.507, 257.7343, 598.0159, 1128.517
381.1, 2.175314, 32.88221, 8.889432, 194.268, 301.757, 487.292, 627.9175, 0.01286895, 999.1984, 565.8625, 186.8922, 13.69624, 13.7725, 18.14114, 1021.494, 1394.649, 202.0204, 224.1445, 1194.829, 218.3828, 275.0897, 730.1937, 197.449, 1131.497, 749.8754, 828.9667, 1664.863, 418.5375, 13.39969, 1100.69, 255.3521, 18.46019, 423.9351, 0.5595235, 1145.496, 860.4159, 3445.183, 247.1534, 572.9777, 1079.641
381.2, 2.08186, 31.44113, 8.514695, 185.8223, 287.3306, 466.3147, 602.025, 0.01231068, 985.6315, 611.3363, 228.2889, 13.13963, 13.20001, 17.40894, 975.8151, 1377.407, 191.2404, 213.9791, 1238.678, 208.9551, 263.7009, 768.7449, 189.1258, 1142.251, 713.054, 882.4745, 1662.537, 558.5195, 12.80779, 1053.069, 243.1589, 17.62387, 405.1984, 0.5353776, 1092.492, 819.3443, 3470.687, 237.0068, 548.9878, 1032.882
381.3, 1.99242, 30.06319, 8.155755, 177.7437, 273.5938, 574.2644, 577.2001, 0.01177663, 966.3229, 585.5726, 218.39, 12.60564, 12.65131, 16.70629, 932.1794, 1317.47, 181.0356, 204.2748, 1211.538, 199.9344, 252.7836, 796.8476, 181.1534, 1093.287, 678.0405, 874.6522, 1690.504, 533.0698, 12.24204, 1007.51, 231.548, 16.82544, 387.2897, 0.5122738, 1041.94, 780.2332, 3327.16, 227.2768, 699.36, 1099.174
381.4, 1.906824, 28.74565, 7.811946, 170.0164, 260.5138, 549.5431, 553.3989, 0.01126575, 924.4297, 560.8948, 208.9204, 12.09336, 12.12542, 16.032, 935.3993, 1450.176, 171.3754, 195.0106, 1159.88, 191.3031, 242.3182, 791.3398, 173.5171, 1138.347, 644.7464, 885.4514, 1713.805, 508.7797, 11.70128, 1058.77, 220.4915, 16.06318, 370.1726, 0.490167, 1036.005, 830.3036, 3335.913, 217.9463, 670.0786, 1051.569
381.5, 1.824904, 27.48585, 7.482631, 162.625, 248.0591, 544.5815, 530.5791, 0.01077703, 1007.125, 537.2569, 199.8614, 11.60189, 11.62139, 15.38493, 995.1398, 1403.532, 162.2307, 186.1665, 1215.361, 183.0445, 232.2861, 754.0269, 166.2027, 1089.551, 613.0872, 845.2506, 1771.572, 485.5964, 11.1844, 1177.232, 209.9629, 15.33545, 353.812, 0.4690141, 1104.787, 842.0574, 3439.354, 208.9988, 642.0232, 1006.025
381.6, 1.746504, 74.24227, 7.167199, 155.5549, 236.1999, 551.7436, 668.7711, 0.01030951, 1042.458, 614.1703, 191.1952, 11.1304, 11.13831, 14.76397, 950.6398, 1408.523, 153.5739, 177.7235, 1163.54, 175.1423, 293.3141, 718.4733, 159.1966, 1042.846, 694.9114, 806.8749, 1709.33, 463.4696, 10.69036, 1126.301, 199.9371, 14.64069, 338.1745, 0.4487742, 1078.161, 801.8621, 3387.28, 200.4186, 615.1425, 1105.495
381.7, 1.671472, 70.98855, 6.865063, 148.7922, 538.2814, 527.9918, 641.1939, 0.009862277, 1111.844, 619.9543, 182.9047, 10.67806, 10.67531, 14.16808, 908.1298, 1381.336, 145.3791, 169.6634, 1140.703, 167.5814, 281.1707, 805.785, 152.4859, 998.1436, 660.7888, 770.2416, 1675.017, 442.351, 10.21814, 1203.789, 482.6783, 13.97741, 323.2281, 0.4294076, 1122.173, 763.5855, 3378.544, 192.1907, 654.4115, 1100.425
381.8, 1.599664, 67.87742, 6.575664, 142.3235, 564.9052, 528.0833, 614.7539, 0.009434441, 1063.642, 593.8275, 174.9738, 10.24411, 10.23156, 13.59623, 937.2424, 1386.705, 181.5494, 161.9689, 1255.663, 160.3468, 269.5302, 767.791, 146.058, 1051.482, 628.3418, 938.3895, 1629.747, 422.1946, 9.766781, 1178.684, 495.4951, 13.34418, 308.9424, 0.4108768, 1070.248, 827.7383, 3387.196, 184.3006, 627.0121, 1104.059
381.9, 1.530941, 105.3537, 6.298465, 136.1361, 537.8981, 505.35, 589.4041, 0.009025165, 1017.53, 644.8058, 167.3867, 9.827799, 9.806251, 13.04747, 907.3661, 1365.074, 183.9917, 154.6233, 1239.155, 153.4245, 258.3715, 916.1204, 139.9012, 1006.409, 597.488, 895.7852, 1645.289, 402.9567, 9.335358, 1278.276, 618.5386, 12.73963, 295.288, 0.3931457, 1020.725, 788.2265, 3549.066, 176.7344, 643.3047, 1085.693
382, 1.46517, 108.0696, 6.032951, 130.2176, 602.3216, 483.5954, 565.0997, 0.008633644, 1111.719, 650.3776, 160.1286, 9.428403, 9.398623, 12.52086, 886.6823, 1466.121, 208.0146, 147.6109, 1186.319, 146.8011, 259.7379, 922.7142, 134.0038, 1021.236, 678.5264, 855.1152, 1632.69, 384.5955, 8.922992, 1259.653, 589.0032, 12.16247, 282.2371, 0.3761798, 1106.261, 834.4597, 3521.016, 169.4788, 653.2498, 1102.629
382.1, 1.402224, 103.3334, 5.77863, 124.5565, 573.5257, 462.7773, 541.7974, 0.008259108, 1095.322, 691.939, 153.1853, 9.045238, 9.00794, 12.0155, 963.5489, 1402.323, 225.772, 140.9165, 1135.736, 140.4636, 248.9846, 879.2067, 128.355, 1044.685, 670.6378, 816.2916, 1595.135, 367.0708, 8.528842, 1355.23, 560.8781, 11.61146, 269.763, 0.359946, 1055.072, 794.6271, 3454.937, 162.5211, 757.2018, 1090.449
382.2, 1.341983, 125.1899, 5.53503, 119.1414, 546.1065, 508.9156, 649.3741, 0.007900819, 1141.789, 662.7784, 146.543, 8.677646, 8.633497, 11.53054, 920.4616, 1412.997, 213.7246, 134.5257, 1087.31, 134.3997, 246.0592, 837.7507, 122.9444, 999.9036, 667.4495, 779.2308, 1646.194, 350.3448, 8.152102, 1296.598, 534.0959, 11.08542, 330.5837, 0.3444128, 1079.197, 776.3452, 3414.112, 155.849, 725.4987, 1075.083
382.3, 1.28433, 135.1955, 5.301699, 113.9618, 677.7131, 524.2545, 622.5968, 0.007558073, 1223.82, 634.8469, 140.1887, 8.324991, 8.274619, 11.06515, 901.294, 1369.841, 202.32, 128.4247, 1123.422, 128.5976, 235.8723, 798.2495, 117.7618, 957.0417, 634.6755, 743.8525, 1609.205, 334.3808, 7.792003, 1313.977, 608.2916, 10.5832, 600.9214, 0.3295499, 1125.263, 784.5547, 3481.325, 149.4508, 1104.704, 1028.522
382.4, 1.229153, 129.2704, 5.078204, 109.0073, 805.6127, 501.6861, 596.9236, 0.007230196, 1205.799, 685.4628, 175.7621, 7.986669, 63.76334, 10.61854, 910.9514, 1385.7, 191.5241, 122.6004, 1214.607, 123.046, 226.107, 830.0463, 151.4806, 962.0228, 663.5559, 710.0805, 1535.485, 319.1443, 7.447812, 1257.129, 579.2454, 10.10374, 574.3624, 0.3153284, 1073.195, 785.1064, 3652.828, 143.3153, 1058.451, 1080.887
382.5, 1.176347, 123.6051, 4.86413, 104.2683, 895.7305, 480.0891, 572.3091, 0.006916543, 1153.524, 656.5753, 168.1409, 7.662095, 61.11282, 10.18997, 992.3067, 1325.401, 181.3042, 117.0403, 1162.817, 117.7341, 216.7461, 790.9083, 145.0951, 920.7848, 675.1127, 677.8418, 1560.203, 304.6021, 7.118823, 1275.832, 551.5862, 9.646001, 548.9772, 0.3017207, 1044.503, 747.6297, 3682.807, 137.4317, 1014.135, 1034.074
382.6, 1.12581, 169.913, 4.659081, 99.73527, 1033.212, 459.4219, 613.3748, 0.006616496, 1103.515, 726.5248, 160.8501, 7.350712, 58.57248, 9.778686, 947.9335, 1309.158, 215.7985, 111.7323, 1113.236, 112.6514, 207.7727, 753.6158, 153.1295, 881.3145, 720.6501, 745.0484, 1542.317, 290.7225, 6.804367, 1220.635, 595.245, 9.208998, 524.714, 0.2887001, 1035.472, 781.0308, 3940.052, 131.7896, 971.6744, 989.2886
382.7, 1.077444, 162.4664, 4.462677, 95.39931, 983.8157, 439.6444, 588.0819, 0.006329465, 1117.788, 695.9068, 153.8755, 7.051984, 56.13773, 9.384005, 905.5445, 1356.979, 204.2833, 106.665, 1108.896, 107.7882, 259.6264, 718.0816, 146.6745, 1023.26, 706.5304, 711.222, 1514.931, 277.4753, 6.503802, 1167.825, 633.0925, 8.791793, 501.5231, 0.2762415, 1050.328, 743.7486, 3777.115, 126.3792, 930.9916, 1044.706
382.8, 1.031156, 155.3462, 4.274551, 118.4584, 936.7813, 478.171, 613.95, 0.006054887, 1103.682, 666.5791, 147.2033, 6.765396, 53.80419, 9.005254, 865.051, 1297.93, 193.3825, 101.8276, 1105.813, 103.1349, 248.8778, 684.223, 140.4917, 979.3967, 691.9012, 789.0463, 1496.772, 264.8318, 6.216513, 1243.585, 602.8621, 8.393489, 479.3572, 0.2643205, 1001.727, 708.246, 3934.808, 121.1908, 892.0121, 1040.576
382.9, 0.9868562, 148.5381, 4.094356, 113.3084, 955.8672, 522.8238, 664.8882, 0.005792219, 1055.834, 638.4874, 140.8204, 6.490454, 51.56765, 8.641789, 826.3683, 1278.748, 183.0635, 97.20954, 1107.774, 98.68253, 238.5741, 651.9608, 134.5694, 937.414, 740.747, 753.2224, 1428.203, 252.7643, 5.941914, 1268.376, 574.0751, 8.013229, 458.1709, 0.2529139, 1121.393, 727.9019, 3945.252, 116.2155, 854.6646, 1035.903
383, 0.9444597, 142.0283, 3.921757, 108.3824, 1115.701, 500.3169, 654.5764, 98.47382, 1114.627, 611.5795, 157.3022, 6.226686, 49.42408, 8.292994, 857.77, 1264.052, 290.9402, 92.80092, 1060.54, 94.42236, 228.697, 736.4141, 136.4752, 1009.937, 704.3738, 719.025, 1421.254, 241.2468, 5.679445, 1213.501, 725.485, 7.650198, 437.9211, 0.2419996, 1069.504, 693.1558, 4058.613, 111.4444, 818.8808, 1061.432
383.1, 0.9038846, 194.5734, 3.756434, 103.6705, 1116.16, 478.7789, 735.4684, 94.20193, 1146.55, 893.4673, 150.4814, 5.973637, 47.36962, 7.958279, 860.1096, 1209.047, 340.2815, 88.59223, 1015.32, 90.34609, 219.2289, 731.2145, 130.7223, 1055.149, 669.7866, 727.6065, 1507.423, 377.8648, 5.42857, 1204.144, 690.8428, 7.303613, 418.5662, 0.2315563, 1042.627, 677.3536, 4206.558, 106.8692, 784.5952, 1073.672
383.2, 0.8650526, 186.0461, 3.59808, 99.16348, 1130.896, 458.1681, 705.1409, 140.9534, 1096.843, 855.8138, 143.9564, 5.730872, 45.40055, 7.637072, 888.7872, 1290.816, 388.936, 84.57442, 1084.455, 86.44581, 210.1527, 696.7366, 131.9023, 1009.919, 636.8978, 694.5721, 1477.838, 360.6469, 5.188777, 1152.048, 657.8547, 6.972729, 400.0667, 0.2215636, 994.3831, 824.3254, 4405.866, 102.4819, 751.7452, 1058.718
383.3, 0.827889, 177.8925, 3.446402, 94.85238, 1216.327, 438.4446, 676.064, 171.6361, 1049.292, 819.7471, 137.7143, 5.497973, 43.51334, 7.328829, 950.3116, 1234.646, 368.1821, 80.73882, 1038.216, 82.7139, 201.4523, 663.8843, 196.4667, 966.6276, 605.6239, 663.0375, 1428.405, 344.2135, 4.959576, 1102.206, 626.4419, 6.656836, 382.3849, 0.2120022, 1057.768, 784.9765, 4332.04, 98.2746, 720.2705, 1107.235
383.4, 0.7923219, 170.0962, 3.301118, 90.72871, 1158.177, 447.8693, 648.1861, 164.1903, 1051.436, 785.2003, 131.7428, 5.274539, 41.70457, 7.033028, 907.8163, 1235.076, 474.3066, 77.07718, 1058.293, 79.1431, 251.5202, 715.4987, 188.1849, 968.3884, 710.5712, 632.9346, 1422.431, 351.5859, 4.7405, 1054.52, 596.5291, 6.355254, 365.4846, 0.2028534, 1008.824, 747.5059, 4231.571, 94.24007, 690.1136, 1141.793
