 , C000, C002, C003, C004, C005, C006, C008, C009, C011, C012, C013, C014, C015, C017, C018, C019, C020, C022, C023, C024, C025, C029, C030, C031, C035, C036, C037, C038, C039, C041, C043, C044, C045, C046, C047, C048, C049, C050, C052, C054, C055, C056, C057, C059, C060, C062, C063, C066, C068, C069, C071, C073, C074, C075, C079, C080, C086, C088, C091, C092, C106, C107, C111, C137, C148
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
263.5, 0.1981126, 522.345, 471.8611, 0.7496046, 1148.797, 554.0225, 442.0668, 17.26782, 426.9646, 1550.703, 869.551, 190.3863, 3492.58, 1194.9, 1420.52, 185.2931, 1720.331, 2628.43, 890.0668, 3904.866, 93.4786, 618.1069, 996.9061, 0.07639996, 1679.226, 1251.407, 1859.445, 226.2849, 958.8043, 705.7833, 569.242, 959.7026, 1276.56, 1322.866, 4.121899, 1250.768, 1677.64, 681.4237, 2865.835, 2189.24, 1170.994, 383.5224, 3967.697, 648.1523, 1741.079, 2381.734, 628.259, 1677.683, 1550.086, 477.5252, 3109.669, 2096.994, 560.5705, 0.0006394699, 596.9295, 1890.99, 8.833157e-05, 211.2656, 848.9758, 1611.219, 360.6657, 1.535807e-07, 740.0124, 1850.534, 240.5125
263.6, 0.1885063, 507.1356, 452.2433, 0.7178357, 1139.2, 525.8735, 423.7948, 16.4836, 407.8188, 1483.381, 832.1281, 309.3184, 3339.163, 1140.732, 1357.94, 175.6141, 1670.62, 2686.903, 942.4644, 3999.207, 89.64279, 592.3409, 1067.866, 0.07296474, 1758.302, 1322.79, 1761.574, 215.1911, 913.1654, 716.3031, 543.5475, 981.5986, 1224.019, 1339.37, 3.942829, 1280.085, 1682.84, 670.931, 2930.289, 2098.994, 1318.517, 367.7511, 3890.356, 620.7097, 1716.359, 2292.561, 597.7582, 1685.28, 1587.294, 453.7216, 3077.36, 2008.872, 536.6962, 0.0006116971, 570.28, 1877.711, 8.420375e-05, 201.3313, 956.3239, 1540.243, 342.9685, 1.468947e-07, 709.1813, 1771.628, 229.1648
263.7, 0.1793658, 567.6155, 442.0416, 0.6874133, 1133.885, 499.1548, 406.278, 15.735, 389.5316, 1519.907, 796.3158, 365.9694, 3467.572, 1089.02, 1379.039, 166.4406, 1638.601, 2615.374, 901.7394, 3980.893, 85.96439, 567.649, 1207.921, 0.06968398, 1686.242, 1590.746, 1737.453, 204.6411, 869.6989, 722.2006, 519.0129, 969.3726, 1331.687, 1378.224, 3.771538, 1297.897, 1617.402, 703.3609, 2959.93, 2049.751, 1303.597, 352.6283, 3939.717, 594.429, 1728.911, 2317.103, 591.8632, 1610.562, 1602.283, 431.1045, 3100.157, 1924.453, 535.7856, 0.0005851305, 544.8202, 1978.219, 8.026882e-05, 191.8641, 907.6631, 1556.955, 326.1396, 1.404998e-07, 679.6346, 1917.62, 218.3526
263.8, 0.1706685, 544.4408, 442.9129, 0.6582801, 1231.448, 473.7935, 520.6688, 15.0204, 623.4409, 1453.922, 821.7853, 349.3372, 3388.949, 1039.651, 1368.77, 157.7464, 1741.277, 2747.2, 882.3389, 4176.255, 82.43692, 543.9865, 1259.403, 0.06655074, 1833.047, 1825.371, 1646.002, 194.6084, 828.3015, 687.3439, 536.7587, 1000.668, 1318.212, 1391.559, 3.607689, 1271.58, 1765.475, 672.654, 2888.463, 2144.159, 1474.419, 338.1274, 3960.007, 707.1768, 1721.788, 2230.351, 643.9875, 1539.158, 1657.876, 409.6149, 3052.278, 1883.665, 614.3237, 0.0005597176, 520.4971, 1940.132, 7.651778e-05, 182.842, 861.4784, 1674.426, 310.1366, 1.343832e-07, 651.319, 1963.769, 208.0504
263.9, 0.1623929, 527.3858, 530.9562, 0.6303817, 1249.258, 449.7209, 627.4336, 14.33825, 595.4849, 1573.778, 786.418, 333.461, 3505.32, 992.5214, 1332.493, 149.5062, 1662.746, 2689.068, 844.212, 4308.289, 79.0542, 521.3102, 1227.961, 0.06355838, 1814.692, 1847.314, 1684.855, 185.0675, 788.8745, 654.1696, 512.5305, 956.8662, 1355.764, 1425.788, 3.450958, 1264.306, 1694.145, 643.2877, 2833.226, 2189.314, 1594.843, 324.2229, 3990.84, 677.2351, 1726.47, 2221.29, 632.9045, 1470.919, 1773.074, 546.3162, 3135.408, 1998.03, 588.1601, 0.0005354085, 497.2598, 2027.384, 7.294203e-05, 213.423, 817.6437, 1762.462, 294.9187, 1.28533e-07, 756.653, 1964.459, 198.2344
264, 0.1545186, 559.2653, 593.7962, 0.6036656, 1266.021, 426.8713, 601.4998, 13.68707, 621.3458, 1546.76, 752.5729, 318.3063, 3421.035, 1044.637, 1507.922, 228.5795, 1587.999, 2661.791, 807.7326, 4415.54, 75.81029, 499.5793, 1171.783, 0.06070057, 1741.982, 1787.037, 1708.343, 175.9943, 845.4741, 697.2039, 489.3958, 1052.719, 1299.963, 1363.625, 3.301036, 1287.55, 1702.656, 703.022, 2837.959, 2099.065, 1603.639, 310.8901, 4034.737, 648.5612, 1739.768, 2290.315, 602.1782, 1405.705, 1783.585, 565.7906, 3007.739, 1914.067, 563.1108, 0.0005121551, 475.06, 1934.466, 6.953337e-05, 203.3872, 776.0394, 1684.823, 280.4476, 1.229374e-07, 743.7892, 1948.253, 188.8815
264.1, 0.1470261, 597.178, 628.0053, 0.5780817, 1209.277, 405.1826, 576.6379, 13.06548, 593.4836, 1479.609, 720.1844, 303.8404, 3389.466, 997.2807, 1441.492, 302.8734, 1643.749, 2549.061, 847.52, 4361.7, 72.69949, 478.7542, 1262.752, 0.05797125, 1725.83, 1896.949, 1664.282, 167.366, 805.2297, 663.5536, 523.707, 1006.639, 1246.459, 1350.562, 3.157628, 1268.966, 1822.138, 672.3299, 2842.158, 2200.472, 1533.686, 298.1056, 3888.336, 621.1013, 1660.965, 2229.097, 659.0285, 1419.13, 1708.73, 537.5871, 2951.608, 1969.21, 640.4208, 0.0004899117, 453.8512, 1865.046, 6.628401e-05, 193.8233, 815.5367, 1610.604, 266.6866, 1.175854e-07, 776.3879, 1865.18, 179.9698
264.2, 0.1398969, 591.5501, 601.8958, 0.5535821, 1200.131, 384.596, 552.8037, 12.47211, 566.8709, 1585.544, 778.3395, 290.0318, 3422.133, 1052.176, 1377.988, 287.0524, 1679.022, 2524.449, 842.5345, 4197.607, 69.71633, 458.7973, 1204.983, 0.05536465, 1735.809, 1809.574, 1640.574, 159.1607, 766.9009, 631.5276, 500.0679, 1033.913, 1295.163, 1291.678, 3.020449, 1212.42, 1748.519, 732.4399, 2849.599, 2109.763, 1543.808, 322.2997, 3913.303, 594.804, 1659.075, 2134.951, 627.0339, 1420.411, 1637.017, 510.7895, 3005.657, 2014.449, 613.1458, 0.0004686343, 433.5893, 1869, 6.318649e-05, 184.7092, 774.0397, 1539.655, 253.6007, 1.124664e-07, 789.107, 1785.65, 171.4787
264.3, 0.1331134, 610.8551, 582.0662, 0.5301208, 1163.29, 365.0553, 529.9546, 11.90569, 541.4515, 1566.233, 744.842, 350.965, 3271.81, 1045.165, 1397.982, 272.0578, 1603.299, 2417.535, 1184.236, 4210.646, 66.85559, 439.6722, 1189.292, 0.05287526, 1664.671, 2003.53, 1645.559, 151.3577, 802.7319, 631.4271, 498.7902, 1073.958, 1331.457, 1284.963, 2.88923, 1209.045, 1677.874, 700.4636, 2858.148, 2142.436, 1574.557, 309.046, 3926.674, 569.6202, 1619.269, 2159.058, 596.5925, 1357.436, 1648.282, 485.3277, 2989.316, 1929.796, 620.0637, 0.0004482811, 414.232, 1859.933, 6.023372e-05, 300.2343, 734.6541, 1519.367, 241.157, 1.075703e-07, 829.3638, 1903.955, 163.3881
264.4, 0.1266588, 585.915, 598.1157, 0.5076539, 1111.151, 346.5074, 508.0499, 11.36499, 517.172, 1703.79, 712.7863, 551.9656, 3284.187, 1015.759, 1378.4, 257.8465, 1564.432, 2405.47, 1182.927, 4233.496, 64.11224, 421.3444, 1276.111, 0.0504978, 1611.296, 2005.645, 1627.875, 143.9372, 847.6403, 600.9516, 652.1929, 1026.948, 1276.656, 1359.567, 2.763711, 1155.168, 1658.433, 669.8832, 2737.851, 2118.118, 1669.697, 296.3373, 4033.313, 545.5026, 1545.925, 2185.473, 567.629, 1353.591, 1686.393, 522.1904, 2958.006, 1848.7, 614.4312, 0.0004288117, 395.7389, 2077.792, 5.741894e-05, 286.1164, 697.2726, 1490.253, 229.3238, 1.028873e-07, 794.8101, 1863.554, 155.6793
264.5, 0.1205172, 594.5629, 593.9836, 0.4861391, 1126.954, 328.902, 487.0506, 10.84885, 493.9812, 1739.003, 682.11, 526.8806, 3504.203, 990.1414, 1502.416, 244.3775, 1544.648, 2537.809, 1170.203, 4242.234, 61.48145, 403.7805, 1389.264, 0.04822723, 1664.222, 2141.335, 1608.287, 136.8806, 973.2144, 728.2007, 662.5475, 1028.931, 1224.111, 1520.78, 2.643646, 1103.692, 1708.832, 640.6378, 2669.201, 2244.122, 1919.308, 323.9114, 4015.047, 522.4062, 1732.872, 2327.667, 540.0717, 1293.579, 1696.115, 764.3312, 2874.787, 1771.012, 588.2631, 0.000410188, 378.0714, 2196.412, 5.473569e-05, 272.6624, 702.9031, 1578.619, 218.0713, 9.840821e-08, 761.6959, 1870.377, 148.3341
264.6, 0.1146734, 575.9482, 590.7155, 0.4655361, 1348.359, 312.191, 466.9193, 10.35615, 564.0089, 1663.506, 691.9424, 502.9356, 3782.673, 1082.358, 1436.228, 307.7394, 1555.836, 2550.497, 1162.845, 4099.386, 58.95862, 386.9489, 1501.545, 0.04605876, 1660.709, 2042.704, 1788.387, 130.1698, 1093.512, 727.3317, 632.6414, 990.004, 1342.511, 1537.473, 2.528797, 1159.975, 1708.39, 612.6693, 2658.05, 2234.798, 2111.184, 310.5914, 4015.675, 500.2877, 1786.107, 2408.032, 513.8522, 1324.285, 1709.135, 1253.165, 2932.972, 1860.269, 563.2094, 0.0003923731, 361.1926, 2494.223, 5.217784e-05, 312.8187, 667.1372, 1766.575, 207.371, 9.412409e-08, 729.9614, 1812.657, 141.3356
264.7, 0.109113, 559.9619, 637.0297, 0.4458064, 1287.925, 296.3291, 447.6201, 9.885831, 773.7945, 1671.365, 786.2394, 480.0788, 3952.698, 1033.292, 1450.667, 348.1907, 1507.004, 2650.115, 1228.189, 4189.499, 56.53931, 560.1682, 1555.322, 0.0439878, 1718.229, 2068.699, 1904.129, 123.7881, 1079.781, 773.0876, 604.0851, 986.3582, 1427.514, 1612.843, 2.418937, 1108.285, 1825.54, 585.9218, 2672.371, 2207.227, 2019.091, 351.9418, 4050.362, 479.1056, 1873.664, 2512.17, 488.9056, 1265.573, 1920.937, 1490.148, 2893.708, 1938.767, 539.2228, 0.0003753319, 345.0674, 2585.907, 4.973952e-05, 298.1091, 633.1912, 1904.621, 197.1956, 9.002648e-08, 778.4184, 1919.037, 134.6672
264.8, 0.1038222, 654.66, 628.7922, 0.4269127, 1230.2, 281.2731, 503.0833, 9.436867, 790.2697, 1821.862, 817.1994, 458.2608, 4274.055, 986.4502, 1386.759, 430.5305, 1546.181, 2649.707, 1185.392, 4256.731, 54.21927, 536.8174, 1538.13, 0.04200995, 1670.512, 2227.738, 1803.906, 117.7193, 1078.926, 745.8483, 576.8179, 981.1395, 1368.76, 1620.017, 2.313849, 1058.898, 1857.081, 560.342, 2625.872, 2161.808, 2170.212, 354.8426, 3885.373, 458.8204, 1812.036, 2406.068, 567.8656, 1209.463, 1866.49, 1818.784, 3001.176, 1976.839, 516.2577, 0.0003590309, 329.6621, 2523.722, 4.741514e-05, 284.0911, 626.8801, 1820.72, 187.5196, 8.610725e-08, 745.9872, 1996.804, 128.3135
264.9, 0.09878792, 627.9314, 649.1562, 0.4088198, 1175.062, 266.9821, 535.7272, 9.008292, 901.3611, 1858.005, 1019.839, 437.4344, 4514.229, 1003.048, 1377.169, 408.0411, 1663.992, 2733.961, 1171.049, 4333.019, 51.99444, 632.3533, 1496.339, 0.04012103, 1602.05, 2172.197, 1877.331, 111.948, 1074.198, 847.2657, 550.7815, 1009.606, 1312.424, 1728.888, 2.213328, 1114.577, 1875.979, 627.9341, 2615.054, 2196.925, 2438.215, 340.2506, 3952.538, 439.3941, 1794.543, 2435.432, 726.5602, 1337.29, 1937.642, 1931.552, 3041.021, 1920.788, 494.2707, 0.0003434378, 314.9445, 2664.253, 4.519938e-05, 270.7323, 647.7986, 1740.515, 178.3183, 8.235865e-08, 714.9071, 2049.006, 122.2595
265, 0.09399776, 638.2336, 703.4553, 0.3914937, 1122.395, 253.4172, 513.5839, 8.599181, 935.5729, 1924.41, 1083.849, 417.5544, 4489.694, 957.5771, 1584.12, 386.7265, 1645.224, 2618.174, 1167.331, 4247.399, 49.8609, 605.9935, 1482.75, 0.03831704, 1729.016, 2235.759, 1886.883, 106.4596, 1101.952, 841.6423, 525.9203, 1075.319, 1258.406, 1715.253, 2.117173, 1102.616, 1800.184, 735.316, 2666.905, 2256.647, 2331.857, 326.2588, 3965.432, 420.7903, 1859.694, 2360.273, 691.287, 1427.872, 1929.041, 2127.083, 2947.615, 2010.033, 473.2201, 0.0003285219, 300.884, 2616.116, 4.308717e-05, 258.0017, 684.603, 1798.704, 169.5686, 7.877323e-08, 685.1219, 1961.638, 116.4911
265.1, 0.08943988, 645.925, 674.2089, 0.3749019, 1072.089, 240.5414, 492.3559, 8.20865, 1066.656, 1840.865, 1092.54, 398.578, 4441.586, 914.1676, 1588.169, 430.4456, 1571.025, 2650.196, 1281.65, 4241.66, 47.8149, 580.7325, 1414.916, 0.03659417, 1784.776, 2257.628, 1892.374, 101.2403, 1169.984, 847.0663, 502.1813, 1094.474, 1346.262, 1708.103, 2.025195, 1053.482, 1756.962, 703.2141, 2734.292, 2163.623, 2330.489, 312.8423, 3822.146, 536.8917, 1881.935, 2341.991, 657.7263, 1483.629, 1880.811, 2170.285, 2953.25, 2056.907, 561.4003, 0.0003142539, 287.4513, 2615.758, 4.107367e-05, 375.7441, 649.7683, 1786.38, 161.2482, 7.534391e-08, 856.3875, 2021.793, 110.995
265.2, 0.08510301, 619.5531, 646.1784, 0.3590133, 1024.037, 228.3199, 586.306, 7.835855, 1064.178, 1778.502, 1144.687, 380.4639, 4405.222, 912.9233, 1533.887, 505.7182, 1500.172, 2767.626, 1244.389, 4238.806, 45.85286, 675.0339, 1499.27, 0.03494876, 1809.271, 2223.885, 1976.306, 96.27688, 1178.597, 806.1831, 574.6732, 1247.07, 1290.852, 1891.288, 1.937213, 1073.217, 1892.887, 672.5135, 2794.802, 2122.352, 2228.829, 299.9774, 3939.715, 514.1599, 1820.536, 2376.402, 713.0095, 1417.852, 1801.876, 2257.53, 3017.48, 2012.643, 537.4907, 0.0003006055, 274.6182, 2495.874, 3.915426e-05, 358.0755, 754.223, 1795.244, 153.336, 7.206387e-08, 820.7078, 2041.533, 105.7581
265.3, 0.08097642, 643.9645, 619.3133, 0.343798, 978.1393, 216.7194, 562.0721, 7.47999, 1016.459, 1909.765, 1135.568, 363.1731, 4478.616, 928.9763, 1506.04, 601.6466, 1524.691, 2650.413, 1190.617, 4137.083, 43.97134, 797.8157, 1534.296, 0.03337734, 1752.823, 2281.546, 2001.864, 91.5568, 1122.496, 817.4201, 568.0083, 1201.502, 1237.722, 1808.83, 1.853054, 1128.893, 1832.11, 643.1534, 2837.685, 2034.863, 2221.975, 287.6417, 3810.651, 648.3326, 1882.043, 2289.071, 714.4854, 1482.591, 1745.82, 2247.715, 2936.845, 1928.066, 514.5994, 0.0002875499, 262.358, 2414.781, 3.732454e-05, 421.5002, 715.8458, 1716.161, 145.8121, 6.892663e-08, 844.2578, 1954.483, 100.7683
265.4, 0.07704993, 678.3268, 593.5651, 0.3292275, 934.2986, 205.7082, 538.8399, 7.140287, 1026.895, 1826.854, 1171.107, 346.6681, 4394.807, 886.8633, 1577.424, 607.7584, 1557.082, 2673.285, 1273.436, 4135.026, 42.16702, 782.5526, 1464.104, 0.03187658, 1748.143, 2406.766, 1896.497, 87.06813, 1069.065, 851.5507, 579.7388, 1186.564, 1186.779, 1781.91, 1.772551, 1078.589, 1918.755, 615.075, 2785.163, 2107.488, 2231.692, 275.8132, 3950.236, 620.8823, 1861.129, 2252.986, 679.7984, 1525.195, 1880.02, 2135.671, 2969.475, 1924.946, 561.8422, 0.0002750613, 250.6452, 2433.089, 3.558032e-05, 401.68, 679.4213, 1842.641, 138.6573, 6.592597e-08, 809.0835, 1993.067, 96.01395
265.5, 0.07331384, 745.0329, 568.8875, 0.3152746, 892.4229, 195.2565, 539.5937, 6.816011, 1015.59, 1893.605, 1307.391, 330.9132, 4373.189, 846.6595, 1526.936, 590.0377, 1493.478, 2669.126, 1243.607, 4159.2, 40.43673, 773.3499, 1607.585, 0.03044329, 1676.5, 2295.909, 1796.675, 82.79952, 1101.078, 810.451, 642.2261, 1296.566, 1137.933, 1846.882, 1.695545, 1043.164, 1841.232, 588.2225, 2773.33, 2107.037, 2222.82, 299.0662, 3817.286, 594.5943, 1945.636, 2384.911, 768.9213, 1491.589, 1890.484, 2265.465, 2992.227, 1866.061, 537.9138, 0.0002631151, 239.4553, 2349.902, 3.391762e-05, 382.7918, 644.8503, 1761.47, 131.8537, 6.305594e-08, 885.4462, 1976.027, 91.4839
265.6, 0.06975891, 719.8076, 648.3369, 0.301913, 852.424, 185.3358, 517.2906, 6.506463, 995.1719, 1811.396, 1251.125, 315.8743, 4510.368, 808.2782, 1598.856, 617.3724, 1471.974, 2772.878, 1412.502, 3977.532, 38.77745, 861.843, 1619.94, 0.02907445, 1673.026, 2190.158, 1702.108, 78.74019, 1130.358, 771.335, 613.2372, 1253.856, 1309.481, 1979.92, 1.621884, 1077.056, 1916.071, 562.5422, 2664.016, 2073.044, 2207.952, 286.7679, 4073.379, 598.4506, 1901.975, 2401.962, 856.8094, 1514.174, 1811.143, 2377.634, 2946.33, 2021.891, 515.0045, 0.0002516878, 228.765, 2516.593, 3.233261e-05, 364.7918, 612.0383, 1937.351, 125.3838, 6.031085e-08, 848.5558, 1891.77, 87.16759
265.7, 0.06637635, 690.4191, 729.3657, 0.2891177, 814.218, 175.9192, 576.4328, 6.210972, 1039.37, 1819.371, 1238.621, 301.5188, 4502.542, 830.7615, 1528.419, 600.0464, 1499.058, 2655.443, 1423.817, 3889.972, 37.18626, 825.9169, 1545.83, 0.02776716, 1719.597, 2249.734, 1866.479, 74.87987, 1100.449, 794.2219, 675.535, 1213.705, 1255.585, 1893.597, 1.551424, 1096.45, 1888.043, 537.9832, 2586.384, 2072.052, 2255.987, 274.9753, 4175.492, 573.1123, 2087.571, 2426.601, 870.0127, 1695.699, 1919.685, 2259.114, 2982.798, 1955.424, 507.2944, 0.0002407567, 218.5519, 2495.298, 3.082168e-05, 512.9968, 580.8959, 1852.008, 119.2315, 5.768526e-08, 813.2025, 1865.278, 83.05492
265.8, 0.06315781, 676.5298, 853.1065, 0.2768646, 777.7243, 166.981, 552.607, 5.928901, 1116.028, 1860.276, 1185.314, 287.8158, 4525.274, 881.9105, 1461.086, 568.7021, 1444.813, 2709.792, 1388.812, 3934.294, 35.66035, 791.4883, 1523.235, 0.02651865, 1884.676, 2365.263, 1930.708, 71.2088, 1091.692, 770.1288, 808.0629, 1214.96, 1286.426, 2077.738, 1.484025, 1047.591, 1811.761, 514.4962, 2567.425, 2143.5, 2238.929, 263.6677, 4231.097, 665.7286, 1993.015, 2545.504, 827.7752, 1702.451, 1907.85, 2354.124, 3023.556, 1940.782, 485.6891, 0.0002303004, 208.7948, 2648.101, 2.938135e-05, 592.9575, 716.2145, 1817.598, 113.381, 5.517398e-08, 779.322, 1785.744, 79.1363
265.9, 0.06009534, 648.9083, 857.0662, 0.2651309, 742.8663, 158.497, 601.8295, 5.659641, 1065.984, 1779.514, 1134.302, 274.7355, 4565.225, 891.7452, 1537.81, 682.1829, 1444.679, 2858.437, 1415.875, 3858.114, 34.19707, 758.495, 1453.549, 0.02532627, 1887.896, 2494.813, 1926.262, 67.71771, 1039.727, 732.959, 1023.049, 1184.359, 1294.904, 1987.15, 1.419553, 1000.909, 1857.151, 492.0347, 2721.016, 2055.14, 2369.57, 252.8251, 4238.042, 899.8498, 1991.66, 2763.046, 832.9777, 1846.598, 1960.163, 2236.776, 2900.441, 1980.767, 545.5493, 0.0002202982, 199.4733, 2662.403, 2.800833e-05, 751.7784, 976.8949, 1925.229, 107.8176, 604.268, 746.8531, 1709.601, 75.40256
266, 0.05718136, 698.6148, 821.4333, 0.2538944, 709.5707, 150.444, 576.954, 5.402608, 1018.184, 1730.04, 1085.484, 262.2497, 4405.91, 1076.227, 1778.022, 741.8664, 1379.525, 3041.83, 1411.327, 3867.44, 32.79382, 826.6158, 1628.555, 361.7907, 2125.455, 2597.074, 2016.598, 64.39778, 1053.947, 697.5831, 976.8702, 1343.277, 1298.858, 1900.511, 1.357883, 956.3069, 1903.802, 470.5537, 2736.165, 1994.462, 2266.206, 295.7579, 4172.431, 980.9691, 1918.081, 2753.353, 1076.039, 1885.603, 1978.973, 2272.635, 2823.297, 1954.041, 529.6693, 0.0002107304, 190.5679, 3041.754, 2.669947e-05, 716.4276, 1068.793, 2001.523, 102.5272, 669.4943, 715.737, 1737.074, 71.84498
266.1, 0.05440868, 670.0916, 834.7595, 0.2431342, 677.7674, 142.8002, 553.1067, 257.7084, 972.5266, 1654.933, 1038.768, 250.3313, 4490.462, 1132.206, 1884.651, 734.0633, 1379.216, 3106.375, 1360.595, 3947.253, 31.44816, 792.1581, 1554.051, 409.3005, 2610.331, 2717.677, 2183.922, 61.24061, 1176.595, 663.9146, 1109.09, 1284.478, 1318.279, 1817.65, 1.298891, 1078.045, 1826.883, 450.0106, 2754.572, 2004.838, 2322.218, 456.9629, 4222.989, 939.4351, 1864.344, 2875.801, 1115.982, 1802.004, 1944.17, 2376.366, 2874.724, 1871.927, 716.5148, 0.0002015782, 182.0602, 3159.417, 2.545178e-05, 682.739, 1244.013, 2199.595, 97.49636, 640.3484, 685.9172, 1894.565, 68.45525
266.2, 0.05177044, 642.733, 800.054, 0.2328299, 647.3895, 135.5448, 708.5212, 246.0046, 928.9171, 1682.616, 1203.056, 238.9546, 4509.247, 1080.88, 1891.414, 818.9276, 1423.483, 3146.625, 1384.747, 3873.032, 30.15771, 817.2109, 1482.955, 390.8969, 2503.352, 2691.755, 2286.978, 58.23822, 1172.154, 631.871, 1212.632, 1411.924, 1264.02, 1738.402, 1.242463, 1088.699, 1928.454, 430.3643, 2683.075, 2014.892, 2220.919, 438.1715, 4050.968, 1170.568, 1845.743, 2974.492, 1061.803, 1766.201, 1929.778, 2257.909, 2757.669, 1955.425, 959.0927, 0.0001928234, 255.2799, 3014.616, 2.426239e-05, 650.6346, 1180.714, 2233.554, 92.71239, 882.4957, 862.1942, 1927.356, 65.22546
266.3, 0.04926013, 632.9086, 791.6653, 0.2229624, 618.3732, 128.658, 679.2358, 338.8069, 887.263, 1663.548, 1170.501, 228.0949, 4311.172, 1031.881, 1987.415, 776.1498, 1359.285, 3272.448, 1518.065, 3881.153, 28.92022, 783.1453, 1447.464, 373.3207, 2461.72, 2744.544, 2203.201, 55.38303, 1116.36, 601.3741, 1157.896, 1350.12, 1211.995, 1729.983, 1.188486, 1151.889, 1914.525, 411.5758, 2720.088, 2083.575, 2246.824, 420.1529, 4264.435, 1121.006, 1762.141, 3072.353, 1099.483, 1936.448, 2035.287, 2145.357, 2645.381, 1912.888, 1008.023, 0.0001844489, 260.2464, 3000.427, 2.312859e-05, 620.0399, 1149.888, 2271.745, 88.16315, 844.077, 826.2726, 1979.47, 62.14804
266.4, 0.04687154, 607.0681, 758.7516, 225.0695, 590.6575, 122.1211, 930.6522, 323.42, 847.4767, 1610.793, 1120.127, 217.7287, 4536.42, 1023.678, 2099.45, 818.9081, 1332.085, 3442.705, 1601.048, 3727.81, 27.73351, 750.4997, 1381.244, 356.5349, 2680.971, 2913.933, 2087.236, 52.66782, 1063.221, 676.3881, 1105.631, 1291.021, 1232.774, 1741.889, 1.136854, 1100.559, 1918.057, 393.6075, 2761.319, 2032.614, 2148.814, 707.9993, 4205.298, 1112.125, 1856.854, 2983.038, 1204.285, 1878.316, 1975.239, 2195.386, 2821.938, 1832.503, 1042.644, 0.0001764381, 248.6278, 3078.58, 2.204777e-05, 590.8838, 1304.911, 2306.823, 83.83714, 807.3309, 791.8476, 1959.366, 59.21583
266.5, 0.04459878, 717.8434, 727.2062, 215.5309, 564.1839, 115.9163, 991.8577, 316.6666, 809.4746, 1564.252, 1104.009, 207.8337, 4537.64, 977.272, 2287.866, 776.1313, 1323.425, 3417.635, 1647.689, 3907.76, 26.59549, 774.5915, 1465.979, 340.5038, 2685.433, 2831.314, 2195.824, 50.08572, 1150.993, 765.5978, 1287.415, 1234.509, 1182.035, 1745.398, 1.087465, 1281.585, 1856.607, 376.4236, 2944.076, 2046.633, 2062.155, 743.0593, 4305.378, 1090.331, 1796.299, 3083.956, 1193.001, 1824.209, 2059.787, 2238.417, 2707.032, 1755.496, 998.2386, 0.0001687752, 237.528, 2937.483, 2.101745e-05, 563.0987, 1250.745, 2291.68, 79.7234, 878.4042, 1008.013, 1948.489, 56.42196
266.6, 0.04243622, 688.5351, 696.9723, 350.399, 538.8969, 110.0268, 1117.617, 421.4156, 773.1765, 1607.514, 1173.426, 198.3883, 4526.639, 1022.826, 2461.559, 896.0888, 1331.538, 3756.922, 1760.061, 4196.976, 25.50417, 767.4166, 1398.912, 564.4539, 2921.159, 3089.103, 2602.554, 47.63022, 1137.041, 785.0247, 1535.741, 1180.471, 1298.649, 1723.714, 1.040222, 1386.439, 1908.655, 359.9899, 3153.655, 1962.265, 2296.429, 787.623, 4592.489, 1178.969, 2079.889, 3291.469, 1315.284, 1874.324, 2064.1, 2305.478, 2954.371, 1989.391, 967.7172, 0.0001614451, 325.0907, 3115.901, 2.003529e-05, 536.6201, 1210.632, 2511.013, 75.81152, 1172.798, 1102.477, 1922.483, 53.75991
266.7, 0.04037851, 775.0492, 667.9954, 526.8378, 514.7433, 104.4365, 1493.582, 518.6163, 738.5061, 1617.407, 1201.109, 189.3722, 4767.019, 1165.414, 2704.727, 872.6581, 1312.498, 3903.251, 1989.539, 4422.115, 24.45763, 1128.434, 1601.445, 956.3506, 3062.664, 3139.23, 2892.472, 45.2951, 1082.918, 848.6161, 1887.896, 1128.798, 1283.147, 1658.047, 0.9950306, 1324.658, 2072.281, 344.2737, 3204.381, 2091.521, 2609.139, 782.4366, 4670.224, 1280.518, 2521.665, 3573.933, 1358.976, 1923.546, 2129.555, 2428.677, 3358.62, 1996.442, 926.5029, 0.0001544334, 478.811, 3346.069, 1.909902e-05, 511.3867, 1275.771, 2901.997, 72.09158, 1349.086, 1256.706, 2073.585, 320.5718
