 , C000, C002, C004, C005, C006, C008, C009, C011, C013, C014, C018, C019, C022, C023, C024, C025, C029, C030, C031, C033, C034, C035, C036, C037, C040, C041, C043, C045, C046, C049, C053, C054, C055, C056, C057, C058, C061, C066, C068, C069, C070, C071, C073, C074, C076, C079, C080, C082, C088, C090, C091, C092, C098, C111, C132, C141
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
209.4, 17.53289, 36.19418, 425.1432, 572.3679, 940.1286, 390.7793, 41.11161, 839.4766, 1574.21, 389.8737, 288.7681, 1710.518, 604.6373, 1381.665, 332.982, 265.9598, 795.9465, 651.3444, 445.8702, 484.1283, 743.7176, 0.0005995494, 248.576, 1670.228, 2231.61, 764.2993, 1521.433, 1424.851, 777.8068, 992.4258, 1221.078, 0.04975462, 3046.821, 754.7612, 3588.059, 1463.366, 975.2003, 3140.141, 683.9385, 425.2404, 1766.831, 1826.452, 2596.061, 1719.544, 0.0001861031, 1566.474, 12.4151, 1272.251, 1867.307, 644.579, 135.6496, 4568.475, 2198.261, 599.8835, 1736.595, 1692.643
209.5, 16.76319, 34.61724, 564.352, 548.7266, 998.7408, 372.1847, 39.28364, 941.5244, 1505.681, 466.9717, 274.7062, 1653.219, 641.8396, 1325.929, 316.1256, 254.4427, 801.2977, 624.2363, 425.163, 460.6387, 831.0443, 0.0005750617, 237.5314, 1598.35, 2419.607, 725.0234, 1471.16, 1493.463, 822.619, 947.9891, 1263.498, 0.04765588, 3158.786, 766.4131, 3563.565, 1427.333, 930.1764, 3111.902, 760.4681, 406.2434, 1689.556, 1815.033, 2600.456, 1769.033, 0.0001777555, 1560.471, 11.87062, 1418.228, 1787.596, 737.64, 129.8575, 4657.533, 2149.668, 572.2338, 1789.832, 1721.034
209.6, 16.02727, 33.10902, 672.398, 526.0619, 956.4731, 354.4748, 37.53695, 901.8154, 1440.135, 497.1823, 318.9478, 1580.253, 676.2746, 1417.699, 300.1226, 243.4243, 766.5408, 598.2564, 405.4175, 438.2888, 902.7911, 0.0005515741, 226.9774, 1550.388, 2318.005, 687.7658, 1515.1, 1581.729, 784.6515, 905.5421, 1313.075, 0.04564567, 3204.185, 732.4653, 3588.431, 1527.612, 887.2312, 3111.738, 722.1523, 388.0951, 1713.502, 1735.301, 2707.416, 1799.965, 0.0001697823, 1543.618, 11.35001, 1361.642, 1971.372, 703.2529, 124.3126, 4771.752, 2181.318, 580.1068, 1835.798, 1649.302
209.7, 15.32366, 31.6665, 643.5948, 504.3333, 1055.755, 337.6076, 35.86792, 863.7812, 1394.079, 487.3893, 303.4162, 1677.419, 647.025, 1372.481, 284.9297, 232.883, 733.2916, 573.3578, 434.8744, 417.0232, 863.1272, 225.231, 216.8924, 1649.283, 2220.668, 652.4229, 1450.077, 1678.44, 748.4364, 864.9957, 1362.708, 0.04372025, 3158.203, 715.1323, 3670.841, 1463.114, 939.8237, 3085.638, 685.7671, 370.7576, 1653.3, 1754.685, 2745.825, 1767.202, 0.0001621668, 1475.947, 10.85224, 1334.99, 1908.717, 670.4689, 119.0046, 4576.342, 2145.94, 553.3687, 1809.267, 1662.807
209.8, 14.65095, 30.28683, 843.9589, 579.9816, 1011.074, 337.8831, 34.2731, 827.3512, 1513.941, 463.7741, 288.641, 1713.371, 664.7531, 1435.272, 270.5058, 307.0014, 701.4846, 549.4954, 437.2839, 510.5344, 872.0212, 260.1943, 207.2555, 1605.831, 2229.693, 618.8961, 1387.844, 1608.147, 854.4853, 921.5054, 1306.486, 0.04187604, 3096.958, 777.4949, 3578.834, 1519.33, 1034.786, 2998.417, 723.0776, 354.1945, 1634.074, 1677.604, 2629.267, 1849.804, 186.8568, 1584.312, 10.3763, 1490.366, 1881.443, 765.6282, 113.9232, 4474.488, 2244.608, 593.4378, 1891.62, 1620.921
209.9, 14.00776, 28.96727, 970.8699, 598.9474, 968.2847, 321.8054, 32.74919, 792.4576, 1558.493, 441.3032, 286.7384, 1751.086, 724.0184, 1404.538, 256.8122, 317.0379, 671.0573, 668.2809, 527.5662, 569.8732, 967.8464, 303.7135, 198.0468, 1536.724, 2245.87, 587.0922, 1432.626, 1856.265, 842.5683, 880.2443, 1282.596, 0.04010963, 3094.001, 759.2678, 3662.168, 1455.182, 1059.728, 3081.272, 686.6458, 434.4211, 1562.606, 1603.91, 2517.656, 1772.407, 293.1591, 1536.891, 9.921229, 1424.106, 1857.916, 729.9364, 109.0588, 4677.725, 2147.979, 657.8441, 1812.668, 1605.389
210, 13.39281, 27.7052, 999.4632, 630.4504, 1107.232, 306.4928, 31.29304, 759.0356, 1515.667, 582.8001, 272.7753, 1691.589, 692.7038, 1341.939, 243.8117, 337.0382, 694.4658, 640.468, 503.0648, 591.899, 925.3243, 291.3088, 189.2472, 1707.351, 2151.563, 693.1046, 1371.142, 1918.091, 820.3289, 840.8306, 1437.224, 0.03841773, 3208.708, 725.6364, 3750.034, 1582.825, 1010.802, 2952.007, 755.2646, 479.1246, 1667.627, 1673.427, 2591.744, 1698.248, 280.0095, 1469.514, 9.486117, 1360.792, 1778.606, 695.9084, 104.4021, 4586.289, 2262.269, 650.079, 1818.441, 1538.477
210.1, 12.80486, 26.49812, 956.6497, 604.4102, 1060.373, 306.9363, 29.90164, 864.4915, 1449.687, 554.562, 259.4922, 1616.93, 662.7436, 1413.146, 231.4694, 322.4431, 681.5914, 613.8126, 479.7014, 623.3995, 884.6703, 279.4107, 180.8387, 1633.876, 2124.529, 657.4873, 1312.297, 1837.761, 845.3948, 803.1816, 1408.501, 0.0367972, 3175.92, 740.0698, 3636.962, 1515.997, 1079.847, 2887.823, 925.2712, 457.7204, 1627.058, 1644.583, 2495.684, 1627.192, 351.5784, 1626.311, 9.070088, 1445.949, 1789.559, 748.8393, 99.94418, 4504.312, 2164.88, 707.7477, 1823.327, 1554.945
210.2, 12.24272, 25.34363, 915.6702, 579.4454, 1015.497, 456.207, 28.5721, 828.0314, 1569.756, 555.6353, 303.3871, 1545.566, 701.0163, 1550.588, 303.1345, 361.1801, 687.9451, 588.2666, 598.3833, 593.1525, 845.8026, 267.9986, 172.8037, 1581.253, 2254.293, 684.9217, 1380.132, 1760.796, 902.9025, 927.1394, 1350.389, 0.03524503, 3307.013, 724.0123, 3650.924, 1560.744, 1153.532, 2885.778, 878.6519, 615.1215, 1593.704, 1647.376, 2480.828, 1719.147, 341.9478, 1555.015, 8.672305, 1381.664, 1736.188, 713.9301, 95.67665, 4557.339, 2159.94, 675.1264, 1747.226, 1569.997
210.3, 11.70525, 24.23944, 1100.464, 559.636, 972.5203, 508.6852, 27.30168, 1009.375, 1517.355, 528.7134, 288.6133, 1679.932, 670.6966, 1481.479, 287.7891, 373.8531, 680.1379, 670.4729, 570.5931, 564.373, 880.4611, 257.0526, 165.1257, 1700.53, 2159.632, 668.8798, 1415.953, 1820.289, 861.2296, 960.8519, 1326.842, 0.03375833, 3213.96, 792.2101, 3703.421, 1494.848, 1167.621, 2930.439, 887.2636, 587.6419, 1524.002, 1787.463, 2484.162, 1759.608, 392.7675, 1769.418, 8.291967, 1491.273, 1871.365, 680.6483, 91.59134, 4591.139, 2181.26, 644.0087, 1709.396, 1504.56
210.4, 11.19139, 23.18336, 1053.324, 536.5206, 931.3624, 484.4802, 26.08775, 981.4149, 1586.08, 503.096, 292.6219, 1763.799, 694.2255, 1514.319, 388.2444, 357.6637, 721.1245, 642.5687, 544.0934, 608.5051, 906.8511, 246.5536, 157.7889, 1818.915, 2323.041, 713.3014, 1400.423, 1835.771, 1061.777, 1055.661, 1272.099, 0.03233434, 3336.751, 800.61, 3728.056, 1469.735, 1188.95, 3000.683, 842.5593, 561.3899, 1500.588, 1865.608, 2442.823, 1844.766, 405.0566, 1691.848, 7.92831, 1480.226, 1950.546, 648.918, 87.68047, 4508.508, 2131.393, 614.3252, 1714.812, 1499.702
210.5, 10.70008, 22.17329, 1008.203, 514.36, 1001.676, 461.4269, 24.9278, 1079.682, 1517.034, 478.7198, 284.7175, 1707.515, 746.3894, 1446.827, 368.5905, 385.9029, 689.8453, 654.4568, 518.8245, 656.0528, 867.0088, 264.8867, 150.7781, 1833.008, 2260.913, 676.6462, 1340.321, 1786.539, 1058.073, 1008.392, 1219.615, 0.03097042, 3370.063, 788.5911, 3718.549, 1600.376, 1292.101, 3166.474, 800.1074, 536.3107, 1434.958, 1891.778, 2502.522, 1772.925, 386.8879, 1617.678, 7.580601, 1414.417, 1867.282, 618.6669, 83.93658, 4588.942, 2110.087, 586.0099, 1869.461, 1685.912
210.6, 148.1331, 21.20723, 965.0153, 545.0746, 980.5859, 439.4706, 23.81941, 1034.146, 1450.994, 583.4265, 297.8939, 1713.59, 851.0793, 1444.173, 349.9316, 592.4323, 847.54, 627.2192, 593.0616, 624.2215, 828.917, 415.8878, 144.0787, 1951.504, 2596.508, 641.8746, 1569.219, 1808.295, 1176.15, 1006.689, 1285.973, 0.02966403, 3352.289, 778.0983, 3680.635, 1532.806, 1275.68, 3129.303, 759.7944, 512.3518, 1372.198, 1854.841, 2580.768, 1864.203, 369.5341, 1620.022, 7.248142, 1452.004, 1787.572, 589.826, 80.35256, 4687.267, 2140.484, 558.9997, 1791.434, 1705.674
210.7, 335.8037, 20.28326, 923.6774, 629.5881, 939.0867, 451.9026, 22.76032, 1045.949, 1404.656, 555.158, 368.4385, 1654.215, 814.2692, 1465.555, 382.1492, 566.7775, 902.0905, 642.0706, 565.5186, 622.1258, 1054.391, 398.9015, 137.6771, 1983.591, 2487.477, 777.9601, 1847.62, 1732.564, 1121.866, 1070.554, 1408.618, 0.02841274, 3325.621, 834.8031, 3828.944, 1468.089, 1275.981, 3202.085, 721.5126, 489.4633, 1379.656, 1803.136, 2471.217, 1871.18, 422.0686, 1774.275, 6.930263, 1526.277, 1711.265, 562.3297, 76.92158, 4688.357, 2181.419, 533.2344, 1716.665, 1881.934
210.8, 669.8832, 19.39954, 1095.256, 603.5834, 899.3437, 632.2921, 21.74831, 1001.836, 1478.752, 528.2593, 350.497, 1748.66, 864.1324, 1627.2, 464.6155, 542.2338, 862.9617, 662.6943, 554.614, 661.2097, 1022.098, 382.6089, 369.4098, 1937.46, 2572.504, 845.8644, 1988.555, 1771.994, 1070.087, 1233.14, 1350.501, 0.02721424, 3328.28, 799.5779, 3823.75, 1575.888, 1348.778, 3174.192, 685.1595, 467.5972, 1447.328, 1723.927, 2604.02, 1980.587, 403.1368, 1913.21, 6.626325, 1607.665, 1898.392, 665.0656, 73.63709, 4730.553, 2287.403, 508.6567, 1762.619, 1803.496
210.9, 757.4704, 182.5231, 1176.396, 578.6529, 861.2827, 697.6216, 20.7813, 959.5834, 1517.496, 549.8899, 429.1985, 1768.051, 874.985, 1625.941, 441.0956, 569.4431, 858.6766, 692.6301, 613.8329, 674.9247, 977.1924, 474.7835, 371.8011, 1910.972, 2703.094, 971.3329, 1903.213, 1752.878, 1141.522, 1177.926, 1390.987, 0.02606629, 3299.429, 764.1611, 3845.682, 1509.352, 1286.506, 3255.455, 944.5457, 515.4337, 1384.028, 1821.412, 2515.682, 1943.225, 385.0542, 1829.335, 6.335716, 1536.19, 1817.354, 774.7599, 70.49285, 4654.542, 2204.576, 632.3961, 1689.052, 1728.327
211, 724.217, 211.3584, 1126.003, 554.7521, 892.1757, 664.4263, 19.85729, 919.1129, 1583.348, 523.2464, 408.2982, 1806.718, 837.1409, 1731.795, 418.7663, 544.7839, 881.1221, 713.3084, 585.3251, 712.7491, 993.3261, 455.3917, 355.2814, 2052.101, 2697.736, 921.418, 1821.533, 1963.606, 1254.561, 1125.183, 1333.597, 0.02496677, 3377.447, 748.0628, 3908.965, 1445.626, 1227.11, 3400.68, 912.4871, 492.4075, 1323.496, 1823.554, 2458.698, 1861.919, 367.7826, 1917.715, 390.6754, 1467.893, 1843.75, 738.6423, 67.48286, 4742.745, 2253.387, 732.6495, 1662.868, 1836.677
211.1, 729.0947, 281.1269, 1212.582, 531.8384, 887.1923, 632.8106, 18.97436, 880.3492, 1514.421, 497.8938, 388.4156, 1835.427, 800.9337, 1857.461, 397.5673, 521.1925, 842.9028, 683.6215, 617.4905, 678.1669, 1079.614, 487.727, 411.9391, 2133.107, 2732.868, 1093.243, 1993.368, 1881.37, 1196.657, 1291.143, 1345.812, 0.02391362, 3351.254, 797.8876, 3858.695, 1438.427, 1300.71, 3306.707, 906.2947, 470.4099, 1328.521, 1768.526, 2560.322, 1784.015, 351.2858, 1932.492, 373.5417, 1606.273, 1814.882, 742.7596, 64.6014, 4718.152, 2234.864, 698.8804, 1722.065, 1823.414
211.2, 697.087, 268.8785, 1160.64, 628.3383, 1103.682, 602.6993, 18.13069, 981.366, 1448.495, 473.7697, 369.5013, 1861.534, 952.5322, 1911.033, 482.5074, 498.6227, 806.3414, 655.17, 588.8129, 645.2626, 1032.181, 467.8065, 393.636, 2253.786, 2702.55, 1165.626, 2145.755, 1882.451, 1141.426, 1275.918, 1338.345, 0.0229049, 3298.688, 871.0118, 3856.155, 1465.03, 1332.828, 3238.821, 951.4107, 449.3951, 1306.58, 1819.504, 2703.414, 1906.392, 335.5289, 1847.772, 357.1594, 1645.185, 1829.847, 708.1339, 61.84298, 4633.865, 2205.976, 700.6252, 1687.7, 1747.415
211.3, 713.0379, 257.1638, 1204.837, 602.3853, 1056.974, 574.0208, 17.32454, 939.9768, 1500.293, 450.8144, 351.5079, 1779.374, 926.7624, 2011.57, 526.1553, 532.9689, 771.3658, 715.9091, 633.4276, 613.9548, 986.8324, 504.2626, 412.2535, 2286.671, 2831.342, 1135.329, 2053.666, 1884.647, 1088.745, 1346.621, 1384.495, 0.02193873, 3218.997, 869.7253, 3809.864, 1531.573, 1271.293, 3393.713, 946.6754, 429.319, 1249.435, 1807.684, 2746.978, 1843.038, 320.4789, 2001.84, 341.4956, 1612.307, 1882.902, 766.713, 59.20233, 4764.014, 2252.183, 713.6025, 1617.26, 1674.583
211.4, 681.7351, 447.8242, 1153.226, 593.6686, 1069.371, 546.7068, 16.55422, 930.0184, 1434.982, 428.9713, 431.5412, 1795.213, 886.6789, 1982.311, 522.0428, 509.8892, 787.324, 686.114, 604.0098, 584.1661, 1090.618, 602.7704, 433.8896, 2284.773, 2830.654, 1192.025, 2042.426, 1875.511, 1038.494, 1433.532, 1327.373, 0.02101332, 3174.771, 831.2013, 3871.474, 1530.625, 1212.599, 3462.761, 898.9777, 410.1398, 1254.932, 1871.969, 2882.994, 1880.762, 306.1038, 2031.957, 326.5188, 1579.911, 1958.25, 730.9706, 56.67444, 4716.482, 2177.597, 680.7114, 1613.417, 1789.535
211.5, 717.4718, 428.313, 1155.752, 597.231, 1024.114, 520.6926, 15.81816, 890.7948, 1372.514, 408.1866, 410.5268, 1824.592, 848.329, 1936.827, 507.569, 487.8089, 833.9485, 657.5588, 575.9582, 592.6638, 1146.359, 578.1511, 538.0112, 2311.412, 3006.318, 1185.405, 2230.161, 1796.965, 990.5631, 1369.345, 1272.608, 0.02012694, 3257.175, 807.8164, 3870.305, 1693.14, 1313.79, 3427.959, 853.6832, 391.8174, 1287.687, 1969.094, 2760.613, 1866.689, 292.3736, 2031.05, 312.1988, 1677.911, 1964.242, 696.8944, 54.25449, 4673.162, 2187.797, 649.3362, 1546.077, 1800.25
211.6, 685.9744, 627.9096, 1106.244, 572.5629, 1038.784, 495.9162, 15.11483, 1039.271, 1359.343, 388.409, 390.5357, 1827.922, 854.3308, 1938.189, 529.0074, 466.6848, 852.6097, 630.1921, 592.6561, 744.5609, 1175.306, 554.5374, 514.1064, 2455.238, 2919.048, 1151.28, 2134.45, 1856.624, 1257.431, 1365.913, 1261.653, 0.01927794, 3236.545, 772.0346, 3978.279, 1621.654, 1253.134, 3415.018, 810.6708, 374.3136, 1315.844, 1882.594, 2706.505, 1958.357, 279.2592, 2089.066, 298.5068, 1603.312, 1880.393, 664.4067, 51.93787, 4811.329, 2207.735, 752.4231, 1642.923, 1797.419
211.7, 675.5307, 634.9611, 1140.658, 599.731, 994.8214, 562.4854, 14.44277, 995.4394, 1329.295, 369.5896, 371.5181, 1747.246, 817.3801, 2063.284, 502.2278, 568.1201, 815.6271, 603.9644, 659.2532, 708.4352, 1302.565, 531.8881, 548.5581, 2375.894, 2942.882, 1337.664, 2042.846, 1938.582, 1199.395, 1430.747, 1291.884, 0.01846476, 3306.92, 765.7733, 3957.956, 1553.186, 1230.277, 3395.841, 855.8026, 357.5917, 1340.254, 1799.895, 2591.616, 1884.649, 266.7331, 2053.83, 285.4153, 1570.631, 1800.123, 693.8655, 49.72017, 4743.2, 2169.862, 717.7426, 1698.125, 1775.481
211.8, 645.8745, 607.2967, 1091.796, 752.7876, 1134.766, 535.7203, 13.80059, 1205.739, 1340.764, 351.6821, 395.1902, 1805.578, 782.0275, 2173.505, 500.5738, 637.2703, 884.8583, 578.8282, 628.636, 696.2651, 1420.528, 510.1639, 579.0688, 2510.521, 2969.034, 1285.567, 2052.71, 1857.394, 1144.038, 1392.24, 1330.774, 0.01768589, 3194.007, 842.8249, 3948.335, 1572.479, 1173.477, 3500.186, 968.4734, 478.9805, 1488.926, 1720.828, 2736.355, 1979.803, 254.7688, 2040.773, 272.8979, 1586.242, 1844.989, 661.519, 47.59716, 4799.729, 2207.761, 797.3701, 1655.042, 1852.479
211.9, 674.8818, 745.6553, 1169.342, 778.7952, 1092.084, 510.2289, 13.18697, 1232.288, 1282.398, 423.7702, 478.7898, 1893.026, 787.2233, 2269.717, 650.2029, 848.0046, 1031.946, 651.9833, 599.4408, 731.7618, 1697.865, 597.6909, 553.3398, 2539.098, 2919.133, 1358.711, 2041.16, 2017.459, 1091.235, 1349.707, 1312.32, 0.01693986, 3220.185, 805.4924, 3888.002, 1592.6, 1119.299, 3502.021, 919.6774, 506.9323, 1423.806, 1894.84, 2714.416, 1921.016, 243.3412, 2058.867, 340.4008, 1515.719, 1766.23, 630.6805, 45.5648, 4804.061, 2200.318, 760.6179, 1688.874, 1775.269
212, 815.5411, 713.1681, 1119.251, 746.6276, 1202.385, 485.9504, 12.60063, 1202.493, 1412.454, 455.032, 455.4745, 1809.476, 782.6144, 2376.484, 700.3631, 811.2825, 987.1842, 624.8487, 655.5768, 696.2571, 1744.788, 648.9215, 568.4857, 2547.027, 2944.901, 1288.89, 2166.296, 1932.968, 1187.294, 1478.896, 1265.46, 0.01622531, 3344.669, 819.9072, 4042.004, 1631.566, 1067.622, 3486.264, 873.34, 484.2858, 1361.534, 1874.212, 2746.795, 1946.046, 232.4262, 1968.607, 325.4719, 1659.46, 1860.209, 601.2797, 43.61922, 4739.265, 2181.035, 751.4205, 1618.385, 1902.227
212.1, 779.7384, 768.989, 1071.306, 728.8734, 1250.747, 462.8272, 12.04036, 1455.914, 1418.319, 432.9846, 433.2946, 1872.017, 748.7655, 2304.876, 664.9091, 776.1507, 944.3644, 598.8433, 625.1304, 662.4752, 1725.05, 622.4172, 543.2269, 2452.124, 3086.317, 1222.656, 2145.87, 1951.082, 1214.613, 1521.083, 1326.385, 0.0155409, 3331.724, 839.0945, 3886.797, 1735.398, 1018.331, 3532.758, 829.3372, 462.6511, 1325.995, 1851.263, 2707.324, 1923.263, 222.0008, 1882.304, 350.6283, 1630.373, 1985.645, 573.2494, 41.75671, 4794.954, 2128.099, 850.5142, 1550.838, 1918.796
212.2, 745.5074, 865.9634, 1125.277, 737.9148, 1197.814, 539.0413, 11.505, 1449.795, 1356.576, 439.9161, 552.4526, 1950.668, 807.6071, 2261.791, 631.2498, 742.5402, 947.2874, 573.9203, 734.3071, 677.977, 1736.12, 596.9955, 519.0904, 2644.366, 3089.176, 1193.149, 2132.968, 1869.371, 1158.553, 1498.436, 1271.661, 0.01488535, 3316.851, 801.9272, 3848.967, 1732.01, 1035.806, 3459.721, 787.5515, 595.7314, 1301.18, 1951.092, 2650.019, 1842.792, 212.043, 1880.782, 335.2509, 1667.161, 1947.584, 546.5258, 39.97374, 4774.429, 2075.961, 811.3125, 1708.136, 1838.821
212.3, 749.5376, 828.2344, 1099.08, 875.3943, 1322.139, 513.3918, 10.99345, 1406.435, 1297.521, 418.6011, 525.5502, 1864.575, 772.6772, 2160.985, 599.2944, 710.3852, 952.9918, 739.3748, 737.7302, 749.5045, 1730.925, 572.6121, 542.7531, 2593.307, 3135.527, 1208.118, 2066.69, 1923.935, 1180.149, 1431.342, 1323.318, 0.01425746, 3338.624, 766.4063, 3884.219, 1671.985, 1009.625, 3521.587, 747.8712, 629.0275, 1310.772, 1865.383, 2780.652, 1851.345, 202.5318, 1939.302, 320.5479, 1605.749, 1897.498, 521.048, 38.26689, 4741.712, 2132.826, 773.9177, 1636.843, 1955.492
212.4, 1194.032, 792.1493, 1051.999, 904.5588, 1365.121, 488.9628, 10.50464, 1347.118, 1241.037, 398.3188, 499.9579, 1812.928, 755.0021, 2179.995, 568.9567, 679.6226, 947.4576, 708.603, 703.4684, 831.6203, 1654.877, 549.2245, 518.6376, 2537.856, 3243.816, 1179.236, 2055.55, 1843.361, 1294.338, 1516.21, 1278.106, 0.01365605, 3297.656, 732.4587, 3880.592, 1775.584, 1032.965, 3601.544, 710.1901, 600.9266, 1253.443, 1871.891, 2786.002, 1981.689, 280.2601, 1887.27, 306.4898, 1551.327, 2108.035, 582.5405, 36.63293, 4739.905, 2145.55, 835.7949, 1598.483, 1873.987
212.5, 1552.009, 757.6364, 1077.933, 945.5406, 1307.348, 465.6962, 10.03756, 1290.304, 1222.695, 379.0193, 475.6118, 1732.914, 909.3489, 2331.9, 730.0527, 650.1922, 906.361, 679.1119, 670.7977, 791.2706, 1607.861, 526.7923, 582.595, 2601.002, 3180.269, 1145.535, 2090.33, 1998.124, 1234.598, 1482.772, 1225.374, 0.01308001, 3298.012, 810.1588, 3796.01, 1715.477, 1020.93, 3533.667, 674.4075, 574.0811, 1198.622, 1897.783, 2812.444, 2013.62, 267.6891, 2014.901, 330.205, 1535.231, 2018.048, 555.3838, 35.06873, 4770.457, 2053.186, 827.2724, 1700.177, 1845.371
212.6, 2083.81, 848.0724, 1113.214, 1047.965, 1252.02, 443.5368, 9.591256, 1235.885, 1169.468, 397.3099, 506.6887, 1807.99, 1136.223, 2357.893, 693.0957, 622.0362, 867.0469, 650.8482, 639.6444, 752.8785, 1678.111, 505.2762, 604.0282, 2489.069, 3145.85, 1216.149, 2068.15, 1962.073, 1410.414, 1608.727, 1201.605, 0.01252828, 3216.031, 843.0782, 3816.359, 1643.048, 1013.079, 3630.793, 640.4279, 548.4349, 1146.199, 2139.893, 2889.21, 1988.569, 255.682, 2051.178, 571.8966, 1623.635, 1968.972, 529.493, 33.57133, 4840.341, 1990.997, 850.9766, 1629.216, 1768.457
212.7, 2470.637, 811.1229, 1065.528, 1109.372, 1220.209, 466.2848, 9.164794, 1214.986, 1187.28, 378.0592, 482.0148, 1843.877, 1188.997, 2454.04, 680.3466, 595.0995, 972.5004, 822.7794, 634.9636, 716.3493, 1681.996, 567.7741, 733.6011, 2599.186, 3366.222, 1153.654, 1979.391, 1879.902, 1463.379, 1629.145, 1152.029, 0.01199981, 3159.499, 805.7345, 3878.736, 1731.113, 982.7662, 3561.693, 608.1602, 523.9344, 1096.069, 2097.292, 2945.143, 1972.09, 272.7797, 1961.255, 546.8151, 1607.504, 1884.922, 504.8093, 32.13786, 4961.618, 2008.35, 811.7537, 1561.217, 1979.168
212.8, 2983.19, 808.3296, 1019.885, 1144.006, 1293.616, 449.522, 8.757294, 1163.744, 1221.176, 359.7413, 533.5533, 1966.521, 1137.572, 2599.247, 645.9058, 569.3292, 945.8215, 788.5364, 630.6704, 745.2106, 1608.098, 573.1271, 701.0059, 2689.248, 3224.87, 1094.37, 2070.367, 1911.884, 1395.837, 1614.922, 1186.838, 0.01149364, 3167.672, 770.0449, 3889.251, 1815.78, 1025.91, 3620.535, 577.5184, 500.5284, 1048.131, 2238.052, 2950.588, 1955.484, 260.5442, 1961.463, 522.8337, 1536.036, 1899.813, 481.2762, 30.7656, 4981.689, 1921.892, 859.519, 1496.056, 1896.677
212.9, 2902.783, 943.4496, 1019.262, 1096.753, 1238.869, 456.2272, 8.367912, 1292.272, 1258.621, 342.311, 507.5713, 1922.198, 1127.007, 2565.677, 753.289, 667.5771, 978.9948, 755.7186, 601.3807, 803.6882, 1537.447, 633.7842, 669.859, 2672.523, 3455.748, 1223.093, 2123.788, 1889.465, 1331.413, 1542.612, 1199.09, 0.01100881, 3215.451, 859.5669, 3927.16, 1846.869, 1074.107, 3706.911, 548.4204, 478.1681, 1002.29, 2159.246, 2943.684, 1953.401, 248.8576, 1875.474, 499.904, 1652.076, 1954.291, 458.8402, 29.45193, 4824.709, 1952.169, 819.9023, 1433.615, 1918.655
213, 3101.068, 902.3447, 975.6005, 1077.504, 1261.707, 434.5183, 7.995844, 1237.771, 1370.068, 325.7252, 517.8544, 1929.37, 1092.857, 2451.328, 715.1557, 645.5734, 936.5302, 888.2853, 658.8095, 978.6201, 1678.178, 628.1308, 640.096, 2617.286, 3473.835, 1265.362, 2073.562, 1841.795, 1294.373, 1551.401, 1184.255, 0.01054444, 3153.87, 912.9309, 3981.999, 1935.675, 1024.517, 3731.395, 644.7534, 625.2783, 1071.614, 2079.576, 2861.841, 1965.715, 237.6951, 1907.696, 477.9799, 1578.626, 1870.867, 486.9165, 28.19436, 4837.545, 1965.494, 782.1116, 1497.97, 1934.629
213.1, 3035.426, 973.8823, 933.8091, 1086.209, 1389.417, 413.8424, 7.64032, 1185.568, 1310.425, 487.5115, 492.6368, 1844.217, 1045.59, 2486.641, 678.9528, 647.2444, 1040.462, 851.316, 628.213, 931.138, 1604.447, 650.4653, 611.6554, 2746.082, 3436.751, 1218.113, 2122.845, 1764.661, 1339.595, 1481.936, 1309.433, 0.01009966, 3300.649, 872.4931, 3960.953, 1853.949, 977.2163, 3772.852, 612.2679, 682.4542, 1112.994, 2162.655, 2956.501, 1883.468, 227.0333, 1965.175, 457.0173, 1508.442, 2010.942, 508.3206, 26.99049, 4825.011, 1880.881, 797.6862, 1435.449, 1946.236
213.2, 2937.562, 931.4515, 893.808, 1072.587, 1330.616, 476.3848, 7.300604, 1235.784, 1253.38, 463.8904, 468.6472, 1810.899, 1000.367, 2474.263, 717.1735, 750.3954, 995.3315, 815.8854, 599.0374, 885.9597, 1583.367, 689.2264, 584.4785, 2853.063, 3292.438, 1429.422, 2186.876, 1756.167, 1318.649, 1597.021, 1345.974, 0.009673635, 3180.711, 833.8465, 3855.424, 1879.155, 932.0994, 3725.109, 581.4191, 727.1664, 1064.316, 2067.652, 2969.604, 1857.505, 216.8498, 1971.87, 436.974, 1590.197, 2059.164, 519.5253, 25.83801, 4898.957, 1881.257, 760.9194, 1375.537, 1888.06
213.3, 2808.602, 890.8694, 855.5204, 1028.285, 1298.147, 459.9005, 6.975993, 1183.664, 1198.817, 441.4138, 484.3783, 1898.349, 1000.601, 2606.182, 680.8685, 808.1992, 1033.984, 781.9294, 571.2167, 842.9734, 1611.188, 661.076, 558.509, 2730.283, 3409.899, 1490.283, 2093.022, 1784.272, 1448.827, 1616.513, 1290.442, 0.009265583, 3245.75, 796.9117, 3748.363, 1874.154, 1034.458, 3672.813, 552.1246, 712.7316, 1150.174, 2284.143, 2951.107, 1987.253, 262.6591, 1885.424, 417.8098, 1519.498, 1971.263, 561.4312, 24.73475, 4733.126, 1820.021, 725.8474, 1318.126, 1901.296
