 , C000, C001, C002, C004, C005, C007, C009, C010, C011, C012, C015, C016, C017, C018, C019, C021, C022, C024, C025, C030, C040, C042, C045, C047, C049, C050, C053, C060, C062, C065, C067, C068, C074, C092, C094, C100, C110
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
196.4, 759.4404, 596.9083, 444.2209, 576.5069, 445.8191, 1839.938, 131.5046, 687.7485, 3224.135, 1966.844, 356.8158, 815.9912, 3091.195, 3514.803, 2.242465e-06, 6508.116, 45.80625, 3498.025, 6302.825, 157.5321, 4188.725, 4814.758, 398.5251, 2371.624, 1.151175, 2819.809, 1339.835, 554.1117, 3.658736, 1395.646, 272.6211, 9.742853, 1321.249, 5253.749, 684.4362, 1704.812, 1280.26
196.5, 726.7349, 570.5679, 420.9075, 548.8188, 420.7718, 1904.338, 211.6198, 656.4638, 3121.422, 1930.7, 341.0175, 881.4929, 2990.469, 3423.087, 2.146449e-06, 6502.601, 43.79521, 3358.345, 6296.87, 149.849, 4116.073, 4797.782, 381.6877, 2269.457, 1.10225, 2922.126, 1276.784, 526.6347, 3.477183, 1334.171, 258.458, 9.26102, 1257.159, 5117.891, 653.4174, 1688.727, 1297.109
196.6, 695.4378, 562.7687, 445.1778, 522.4605, 397.1317, 1838.924, 201.004, 626.6022, 2993.048, 2019.617, 325.9187, 835.6903, 3055.982, 3477.664, 2.054544e-06, 6483, 41.87246, 3291.543, 6273.918, 142.5406, 4227.386, 4755.018, 365.5617, 2285.531, 1.055404, 2813.938, 1216.701, 500.5202, 3.30464, 1352.317, 245.0307, 8.803016, 1381.034, 5189.394, 823.8933, 1667.909, 1239.642
196.7, 665.4886, 537.9348, 421.8141, 497.3681, 396.2241, 1950.391, 248.7171, 598.099, 2937.86, 1936.387, 311.4885, 884.3567, 3019.394, 3432.713, 1.966575e-06, 6410.726, 40.03413, 3356.817, 6114.952, 135.5887, 4113.889, 4689.031, 350.117, 2309.89, 1.01055, 2726.577, 1303.729, 475.7007, 3.140658, 1292.751, 232.301, 8.367662, 1314.044, 5230.531, 786.5544, 1809.29, 1275.781
196.8, 636.8291, 514.1968, 515.3516, 473.4809, 373.9632, 1926.596, 236.2403, 570.8923, 2926.849, 1852.32, 404.4709, 838.4053, 2892.745, 3442.554, 1.882372e-06, 6287.043, 38.2765, 3422.134, 5965.253, 128.9758, 4108.621, 4620.708, 335.3249, 2210.383, 0.9676014, 2732.391, 1457.086, 452.1119, 2.984813, 1235.808, 220.2327, 7.953839, 1250.303, 5116.788, 750.9077, 1786.403, 1255.974
196.9, 609.4039, 491.5062, 488.3051, 450.7408, 352.953, 2002.925, 224.3894, 544.9233, 2925.884, 1857.615, 386.5627, 794.8415, 2944.862, 3412.754, 1.801774e-06, 6405.853, 36.59605, 3357.898, 6021.415, 122.6855, 4021.668, 4625.733, 321.1577, 2167.443, 0.9264784, 2702.985, 1388.518, 429.6929, 2.836702, 1181.374, 208.7912, 7.560482, 1240.501, 5147.352, 716.8765, 1762.311, 1328.116
197, 668.1009, 469.817, 462.6781, 429.093, 333.1231, 1904.066, 213.133, 520.1355, 2805.552, 1921.59, 369.4473, 753.5413, 2821.339, 3270.792, 1.724628e-06, 6142.909, 34.98936, 3234.504, 6100.343, 116.7019, 4129.919, 4585.538, 377.1537, 2145.306, 0.8871032, 2665.377, 1323.177, 408.3855, 2.69594, 1180.077, 197.9442, 7.186578, 1231.444, 4929.891, 767.2274, 1681.648, 1269.275
197.1, 682.686, 449.0848, 438.396, 408.4848, 314.4074, 1861.732, 202.4413, 496.4753, 2918.518, 1838.165, 495.2925, 714.3871, 2702.997, 3295.472, 1.650784e-06, 6344.223, 33.45322, 3101.989, 5901.038, 111.0102, 3959.745, 4605.335, 361.2192, 2074.783, 0.8494014, 2568.288, 1260.91, 388.1347, 2.562163, 1128.097, 187.6607, 6.831165, 1233.192, 4840.583, 836.7665, 1738.77, 1340.214
197.2, 657.7813, 429.2676, 415.3883, 388.8663, 296.7432, 1818.076, 192.2859, 473.8914, 2798.488, 1758.362, 473.3631, 677.2673, 2639.947, 3219.692, 1.580102e-06, 6217.031, 31.98452, 3225.898, 6026.307, 105.596, 3949.805, 4442.441, 345.958, 2017.783, 0.8133019, 2623.706, 1258.867, 368.8881, 2.435024, 1112.861, 177.9115, 6.49333, 1173.373, 5013.915, 798.8441, 1659.184, 1280.838
197.3, 702.6015, 418.9297, 393.588, 370.1901, 280.0714, 1728.34, 182.64, 452.3347, 2774.112, 1682.024, 452.4046, 684.7, 2529.214, 3187.398, 1.512447e-06, 6067.668, 30.5803, 3211.833, 6095.195, 100.446, 4123.121, 4488.049, 331.3415, 2036.379, 0.7787367, 2509.71, 1226.421, 350.5959, 2.314194, 1123.172, 306.7419, 6.172202, 1116.456, 4903.612, 987.6156, 1583.242, 1365.08
197.4, 672.3438, 400.4432, 372.9319, 352.4109, 264.3362, 1711.153, 173.4779, 431.7587, 2882.752, 1686.368, 432.3741, 649.1228, 2493.422, 3395.783, 1.447688e-06, 6132.724, 29.23772, 3318.168, 6077.027, 95.54706, 4023.58, 4405.824, 317.3426, 2170.533, 0.7456404, 2668.407, 1168.708, 333.2107, 2.19936, 1105.331, 290.8062, 5.866955, 1062.3, 4838.383, 1165.096, 1737.041, 1304.602
197.5, 643.389, 382.7724, 353.3599, 335.4855, 249.4851, 1801.003, 164.7755, 412.1186, 2764.194, 1693.244, 413.2304, 646.4182, 2459.157, 3254.528, 1.385703e-06, 6121.036, 27.9541, 3211.133, 5944.742, 90.88708, 3966.76, 4411.086, 303.9352, 2077.029, 0.7139508, 2552.468, 1207.618, 316.6877, 2.090225, 1119.517, 275.6984, 5.576805, 1010.77, 4679.346, 1133.375, 1657.535, 1246.803
197.6, 615.6813, 365.8813, 334.815, 319.373, 235.4684, 1761.623, 156.5096, 393.3719, 2650.511, 1682.709, 394.9344, 738.9935, 2444.623, 3215.246, 1.326371e-06, 5869.783, 26.72682, 3079.576, 6052.761, 86.45438, 3962.541, 4385.995, 312.7083, 1987.552, 0.6836079, 2496.042, 1150.79, 300.9839, 1.986504, 1194.486, 302.0021, 5.301003, 1071.828, 4626.945, 1082.01, 1659.369, 1263.369
197.7, 589.1667, 349.7357, 317.2433, 304.0344, 222.2392, 1718.865, 148.6583, 375.478, 2724.187, 1609.656, 377.4484, 700.5952, 2391.875, 3181.306, 1.26958e-06, 5924.602, 25.55343, 3174.93, 5989.528, 82.23786, 4081.376, 4368.939, 309.3075, 2117.956, 0.6545547, 2462.18, 1096.635, 286.0589, 1.887931, 1141.871, 286.3127, 5.038842, 1100.257, 4597.125, 1032.973, 1679.104, 1207.397
197.8, 563.7941, 484.69, 300.5939, 289.4325, 209.7532, 1634.027, 141.2009, 358.3981, 2731.305, 1566.372, 473.8197, 664.1921, 2520.59, 3144.042, 1.21522e-06, 5978.344, 24.43155, 3044.856, 5746.944, 78.22699, 3974.969, 4195.707, 296.2395, 2026.717, 0.6267362, 2386.003, 1192.537, 271.874, 1.794248, 1091.575, 315.6737, 4.789646, 1179.96, 4989.677, 1181.069, 1656.594, 1257.839
197.9, 539.5142, 463.3016, 364.9512, 275.5318, 293.0164, 1613.215, 134.1177, 342.0951, 2618.975, 1498.369, 452.841, 771.4953, 2507.473, 3013.258, 1.163188e-06, 5732.949, 23.35893, 3123.243, 5867.789, 74.41174, 3811.18, 4333.109, 283.7236, 1939.408, 0.6000999, 2397.2, 1136.418, 258.3924, 1.705215, 1043.494, 299.274, 4.552774, 1122.724, 4861.052, 1162.027, 1580.77, 1335.005
198, 574.3464, 442.8569, 615.6979, 262.2987, 276.554, 1713.108, 127.3897, 326.5337, 2511.265, 1437.645, 432.7911, 795.6923, 2402.296, 3267.985, 1.113384e-06, 5673.742, 117.6879, 2995.287, 5794.715, 70.78256, 3783.751, 4177.178, 341.3394, 1984.937, 0.5745957, 2418.818, 1082.94, 245.5794, 1.620599, 997.5303, 283.7263, 4.327616, 1068.263, 4655.686, 1109.364, 1508.416, 1275.859
198.1, 549.612, 423.3145, 583.3851, 249.7012, 261.0164, 1822.317, 120.9993, 311.6801, 2598.261, 1435.279, 413.629, 754.3479, 2470.253, 3152.965, 1.065712e-06, 5723.543, 112.521, 3169.091, 6000.564, 67.33038, 3852.7, 4424.774, 362.9154, 1911.921, 0.5501755, 2462.4, 1031.979, 233.4017, 1.540182, 953.5916, 317.3086, 4.113594, 1016.445, 4704.925, 1059.087, 1504.988, 1219.334
198.2, 525.9428, 404.6344, 581.3478, 237.7087, 246.3519, 1732.372, 114.9294, 297.5022, 2506.188, 1372.968, 395.3152, 715.1518, 2366.638, 3221.993, 1.020081e-06, 5581.44, 107.581, 3074.564, 5846.409, 64.04658, 3906.864, 4243.85, 347.5825, 1989.695, 0.5267931, 2519.791, 983.4156, 221.828, 1.463756, 911.5882, 406.122, 3.910156, 967.1397, 4809.381, 1011.089, 1436.103, 1165.313
198.3, 503.2929, 386.7787, 550.8378, 226.2922, 232.5112, 1646.866, 109.164, 283.9693, 2481.833, 1313.361, 377.8124, 677.9923, 2339.127, 3163.715, 9.764042e-07, 5482.888, 102.8579, 3115.777, 5810.248, 60.92292, 3745.881, 4070.324, 351.0866, 2008.764, 0.5044044, 2410.31, 937.1378, 210.8281, 1.391122, 871.435, 426.6215, 3.716779, 920.2263, 4969.576, 1012.653, 1474.888, 1207.86
198.4, 481.6184, 369.7108, 565.7202, 215.424, 219.4481, 1565.581, 103.6878, 271.0519, 2379.763, 1256.342, 361.0845, 660.5111, 2241.011, 3032.113, 9.345974e-07, 5667.035, 98.34208, 3032.357, 5948.741, 57.95162, 3755.993, 4133.811, 352.7692, 1922.229, 0.4829673, 2305.585, 893.0376, 200.3737, 1.322092, 912.6106, 404.4579, 3.532965, 875.5886, 4843.579, 966.759, 1407.381, 1154.348
198.5, 497.2799, 353.3962, 536.0303, 205.0778, 207.1189, 1531.662, 98.48637, 258.7222, 2343.511, 1201.798, 345.0972, 753.3308, 2196.701, 3026.802, 8.945808e-07, 5541.496, 94.02455, 3173.178, 5788.649, 55.12523, 3601.227, 4159.846, 364.8906, 1988.176, 0.4624412, 2279.602, 851.0128, 190.4376, 1.256488, 872.4124, 383.4457, 3.358242, 833.1161, 4767.511, 970.5831, 1420.704, 1247.988
198.6, 475.8644, 399.6949, 507.8986, 195.2284, 195.4824, 1456.063, 93.54585, 246.9533, 2334.503, 1405.236, 329.8178, 714.1875, 2136.588, 2993.896, 8.562774e-07, 5314.032, 89.89658, 3126.886, 5825.17, 52.43668, 3695.354, 4194.617, 349.4742, 1902.527, 0.4427875, 2329.723, 810.9655, 180.9943, 1.194139, 833.9847, 363.5251, 3.19216, 792.7039, 4732.579, 1077.908, 1355.677, 1231.379
198.7, 455.3711, 414.2139, 659.832, 185.8521, 184.4997, 1493.341, 88.85316, 235.7198, 2327.453, 1354.149, 455.0229, 677.0781, 2248.322, 2948.76, 8.196142e-07, 5276.669, 85.94983, 3102.095, 5820.023, 49.87926, 3887.545, 4193.824, 334.7092, 1820.568, 0.4239691, 2357.636, 772.8028, 172.0193, 1.134884, 797.2498, 403.5381, 3.034292, 754.252, 4532.641, 1029.057, 1385.004, 1218.973
198.8, 435.7604, 403.0497, 625.203, 176.9262, 174.134, 1585.389, 84.39587, 224.9972, 2490.449, 1295.36, 434.8765, 641.897, 2154.016, 2870.359, 7.845207e-07, 5302.323, 82.17636, 2975.005, 5836.348, 47.44658, 3727.359, 4022.343, 320.568, 1742.14, 0.4059505, 2401.157, 736.436, 163.4893, 1.078569, 895.3273, 382.5737, 2.884231, 717.6652, 4594.002, 982.4198, 1321.611, 1164.968
198.9, 423.9841, 429.5436, 592.3914, 245.9386, 164.3507, 1581.602, 80.16219, 214.7624, 2388.025, 1347.078, 520.427, 608.5438, 2063.665, 3013.587, 7.509298e-07, 5146.112, 78.56856, 2943.3, 5877.229, 45.13253, 3688.474, 3857.874, 307.0243, 1723.516, 0.3886976, 2296.83, 701.7805, 155.3823, 1.025049, 855.8903, 508.9633, 2.741591, 682.8532, 4865.595, 937.8964, 1261.119, 1180.057
199, 512.3887, 410.5887, 561.3017, 234.1268, 155.1171, 1503.538, 76.14089, 204.9932, 2368.672, 1288.595, 596.5323, 698.1274, 1977.104, 2981.673, 7.187772e-07, 5212.223, 75.11915, 2864.808, 5732.361, 42.93135, 3691.34, 3977.936, 294.0528, 1649.268, 0.372178, 2242.899, 668.7559, 147.6773, 0.974184, 904.6914, 482.5219, 2.606005, 649.7298, 4712.576, 895.3909, 1316.326, 1211.507
199.1, 490.3225, 392.4702, 531.8437, 222.8823, 146.4022, 1493.437, 72.32132, 195.6684, 2328.725, 1232.652, 767.3823, 661.8525, 2030.597, 2907.659, 6.880013e-07, 5118.125, 71.82118, 2858.229, 5758.51, 40.83752, 3693.377, 3949.608, 281.6293, 1578.22, 0.3563605, 2459.991, 637.2853, 140.3543, 0.9258434, 864.842, 457.4542, 2.477125, 618.2131, 4694.114, 888.3443, 1256.076, 1157.833
199.2, 469.2066, 375.1512, 503.9317, 212.1779, 138.1769, 1419.724, 68.69335, 186.7677, 2232.952, 1332.293, 733.4059, 627.4625, 1945.423, 2854.537, 6.585431e-07, 5044.044, 68.66801, 2773.672, 5662.978, 38.84581, 3778.038, 3788.113, 269.7307, 1510.232, 0.3412152, 2353.107, 607.2958, 133.3945, 0.8799015, 826.7478, 433.6888, 2.354619, 588.2253, 4704.627, 938.9978, 1198.584, 1106.537
199.3, 515.7379, 358.5965, 477.4845, 243.7659, 130.4138, 1511.788, 65.24738, 178.2719, 2339.693, 1326.296, 800.0061, 594.8593, 1863.822, 2836.001, 6.303462e-07, 4967.1, 65.65327, 2807.707, 5753.537, 36.95124, 3726.077, 3962.468, 258.3347, 1591.826, 0.3267136, 2316.4, 578.7175, 126.7798, 0.8362394, 963.1134, 652.2649, 2.238171, 701.8267, 4505.87, 896.4423, 1143.724, 1057.513
199.4, 493.5274, 342.7723, 452.4254, 232.0585, 123.0868, 1457.324, 61.97427, 170.1626, 2271.261, 1311.753, 835.3844, 563.9503, 1835.581, 2760.115, 6.033566e-07, 5095.967, 62.77088, 2844.839, 5643.329, 35.14907, 3876.465, 3817.758, 296.533, 1565.505, 0.3128283, 2352.227, 551.484, 120.4931, 0.7947438, 949.3771, 618.3788, 2.127482, 1036.029, 4384.41, 954.5469, 1228.933, 1114.413
199.5, 472.2735, 327.6464, 428.6814, 252.3578, 150.5119, 1476.12, 58.86536, 162.4221, 2177.851, 1334.326, 926.3354, 687.2695, 1914.654, 2869.026, 365.9781, 4965.957, 60.01504, 2798.414, 5652.512, 33.43479, 3716.735, 3790.617, 284.0047, 1498.064, 0.2995331, 2316.099, 525.5321, 114.5182, 0.7553073, 907.5593, 658.4933, 2.022267, 1106.72, 4623.053, 911.2867, 1280.502, 1065.04
199.6, 535.9539, 313.188, 406.1835, 240.2378, 142.0557, 1427.33, 55.9124, 307.7647, 2225.941, 1345.801, 885.3212, 675.1684, 1859.153, 2787.344, 350.308, 5012.595, 57.38019, 2695.871, 5676.088, 31.80412, 3724.523, 3859.893, 272.0058, 1612.222, 0.286803, 2363.934, 650.6276, 108.8395, 0.7178277, 1061.431, 624.2836, 1.922256, 1233.594, 4427.742, 869.9871, 1328.333, 1017.855
199.7, 512.8729, 337.2933, 384.8663, 228.6998, 144.2607, 1472.621, 53.10758, 402.3608, 2171.174, 1287.374, 846.123, 640.0864, 1817.749, 2799.018, 335.3089, 4988.533, 54.86102, 2678.773, 5691.182, 30.25299, 3664.433, 3862.89, 260.5137, 1638.548, 0.2746139, 2261.225, 620.0102, 103.4425, 0.6822079, 1014.678, 591.8511, 1.827191, 1263.064, 4281.534, 830.5592, 1513.654, 972.7605
199.8, 490.7859, 322.4092, 364.6679, 217.7159, 136.1557, 1430.391, 50.44346, 384.058, 2190.365, 1345.264, 808.6603, 606.8273, 1881.327, 2840.868, 320.952, 4959.049, 197.7677, 2569.026, 5654.059, 28.7775, 3645.874, 3783.768, 249.5072, 1567.961, 0.2629429, 2289.885, 686.0736, 98.31302, 0.6483557, 1055.421, 649.1996, 1.736827, 1286.932, 4496.026, 922.6628, 1511.715, 929.6636
199.9, 469.6501, 308.1819, 345.5295, 207.2596, 128.5061, 1406, 47.91298, 424.2702, 2313.457, 1296.228, 772.8563, 790.0842, 1833.013, 2738.342, 307.2097, 5021.594, 189.085, 2492.483, 5689.174, 27.37398, 3583.211, 3629.054, 238.9657, 1566.118, 0.2517678, 2190.393, 744.5004, 93.43793, 0.6161832, 1008.932, 615.4728, 1.650932, 1224.507, 4521.826, 880.8477, 1661.011, 1110.083
200, 449.4244, 294.5824, 327.3956, 197.3055, 179.9634, 1336.604, 124.8299, 404.9708, 2223.224, 1239.953, 738.6375, 749.0312, 1819.381, 2710.462, 294.0559, 5013.051, 180.7836, 2416.666, 5595.42, 26.03891, 3485.905, 3797.167, 228.8696, 1703.749, 0.2410677, 2268.581, 709.4655, 430.0974, 0.5856072, 964.4913, 583.498, 1.569285, 1211.042, 4429.083, 840.9276, 1656.496, 1060.903
200.1, 454.0997, 283.0415, 310.2133, 187.8294, 169.8526, 1469.014, 118.5679, 386.5493, 2261.66, 1217.82, 705.9338, 710.1114, 1838.1, 2773.321, 281.4653, 5036.289, 223.915, 2692.289, 5631.263, 24.76895, 3597.696, 3679.908, 219.2001, 1630.353, 0.2308224, 2170.014, 676.0792, 408.77, 0.5565484, 922.0079, 553.1844, 1.491676, 1423.711, 4241.966, 834.5027, 1732.827, 1086.963
200.2, 434.5437, 270.5514, 293.9329, 178.8085, 160.3098, 1396.507, 112.62, 448.262, 2284.128, 1199.906, 674.6781, 673.2138, 1761.001, 2811.42, 269.4138, 5110.306, 214.0844, 2581.988, 5599.052, 23.56093, 3636.667, 3814.829, 227.6885, 1560.12, 0.2210124, 2075.73, 644.264, 561.4248, 0.5289315, 1047.526, 590.7022, 1.417905, 1428.931, 4231.066, 796.6829, 1701.666, 1144.222
200.3, 492.0581, 348.0623, 490.1628, 170.2208, 151.3032, 1437.272, 106.9704, 587.7513, 2190.189, 1414.978, 644.8063, 749.8405, 1894.612, 2896.698, 257.8783, 5007.51, 204.6854, 2565.361, 5631.459, 22.41183, 3659.742, 3850.256, 218.0688, 1633.328, 0.2116194, 2186.455, 613.946, 533.5852, 0.5026851, 1041.754, 621.7526, 1.347783, 1359.618, 4201.07, 760.5771, 1770.399, 1124.882
200.4, 533.8127, 332.7029, 464.4383, 162.0455, 142.8026, 1366.332, 101.6043, 561.0154, 2463.289, 1570.764, 616.257, 904.6304, 1946.738, 3051.43, 246.8367, 5320.635, 195.6991, 2680.489, 5716.968, 21.31877, 3754.979, 3879.967, 245.8034, 1626.058, 0.2026256, 2117.985, 675.8558, 603.3709, 0.477741, 1149.56, 679.4224, 1.281128, 1293.666, 4227.192, 726.1077, 1754.11, 1205.726
200.5, 575.1827, 516.5576, 440.0639, 154.2629, 134.7795, 1298.893, 96.50736, 594.1791, 2396.959, 1502.57, 588.9718, 857.6255, 2007.263, 2982.832, 236.2679, 5661.97, 187.1073, 2639.348, 5757.653, 20.27902, 3691.553, 4185.292, 268.5313, 1650.648, 0.194014, 2087.07, 644.0511, 573.4513, 0.4540347, 1098.924, 674.2547, 1.21777, 1499.086, 4048.605, 860.6313, 1936.269, 1152.307
200.6, 563.8275, 493.7629, 416.9686, 146.8541, 127.2073, 1310.266, 91.66611, 591.8141, 2364.311, 1649.587, 562.8947, 813.063, 1923.068, 3271.169, 226.1516, 5675.76, 178.8927, 2723.003, 6111.37, 19.28998, 3594.854, 4201.318, 317.3969, 1739.379, 0.1857685, 2091.852, 704.3716, 610.1735, 0.4315048, 1191.642, 639.2262, 1.157545, 1426.369, 4387.893, 821.6274, 1847.643, 1271.253
200.7, 539.5461, 643.0433, 395.0854, 207.9962, 120.0604, 1279.867, 87.06773, 597.7065, 2267.074, 1923.8, 537.9721, 770.816, 1938.536, 3215.446, 216.4685, 5905.408, 171.0387, 2660.861, 6079.055, 18.34918, 3697.723, 4184.284, 303.9872, 1808.122, 0.1778733, 2242.181, 770.3513, 607.1904, 0.4100928, 1159.875, 664.8944, 1.100298, 1398.039, 4458.144, 784.3912, 1950.646, 1214.931
200.8, 516.3104, 769.1803, 374.3507, 198.0067, 113.3151, 1238.97, 82.70001, 657.4886, 2442.66, 1891.569, 514.153, 730.7642, 2108.874, 3081.692, 207.1999, 6209.647, 163.5296, 2777.283, 5979.807, 17.45426, 3787.774, 4192.714, 291.144, 1790.775, 0.1703137, 2222.327, 1034.244, 636.8539, 0.3897433, 1279.788, 630.3522, 1.045883, 1364.496, 4342.368, 748.8425, 2085.905, 1210.589
200.9, 494.0753, 735.2378, 354.7042, 188.4969, 106.9488, 1346.327, 78.5514, 627.5804, 2459.355, 1950.147, 491.3885, 987.6239, 2020.417, 3391.599, 198.3282, 6250.383, 156.3501, 2960.073, 6185.299, 16.60299, 3631.698, 4359.563, 356.8094, 1713.63, 0.1630754, 2230.12, 985.5746, 723.5335, 0.3704036, 1223.417, 767.4871, 0.9941589, 1609.896, 4444.266, 714.9048, 2117.521, 1241.286
201, 581.8392, 702.7932, 336.0888, 179.4439, 100.9401, 1279.875, 74.6109, 652.5153, 2388.144, 1865.483, 469.632, 942.6458, 2258.148, 3287.507, 189.8364, 6340.149, 149.4858, 2838.801, 6125.741, 15.79323, 3704.656, 4488.505, 341.7345, 1797.317, 0.1561447, 2323.514, 1121.426, 687.6553, 0.3520235, 1330.033, 727.6151, 0.9449927, 1634.531, 4555.063, 682.5053, 2136.618, 1229.948
201.1, 600.9391, 671.7802, 318.4503, 170.8257, 95.26904, 1277.554, 70.86808, 622.8333, 2404.614, 1784.494, 448.8387, 976.1086, 2258.209, 3374.324, 181.7082, 6315.984, 142.9229, 2735.18, 6238.947, 15.02297, 3823.543, 4460.919, 344.919, 1735.861, 0.1495086, 2344.366, 1068.653, 688.3862, 0.3345556, 1339.928, 689.8144, 0.898258, 1760.652, 4424.135, 651.5741, 2038.823, 1175.457
201.2, 575.0594, 642.1358, 301.7375, 162.6214, 89.91658, 1274.841, 67.31301, 726.4693, 2480.902, 2056.035, 428.966, 925.3898, 2353.859, 3354.4, 173.9279, 6463.585, 136.6482, 2903.396, 6104.706, 14.29028, 3914.11, 4381.97, 330.3465, 1796.846, 0.1431545, 2535.839, 1018.364, 764.9594, 0.3179544, 1336.74, 653.9775, 0.8538346, 1892.339, 4641.921, 622.0447, 2161.314, 1123.38
201.3, 637.5603, 719.6218, 285.9019, 154.8112, 84.86483, 1278.124, 63.93628, 765.0417, 2386.381, 1966.773, 409.9733, 877.3063, 2294.629, 3307.506, 166.4809, 6251.411, 130.6489, 2799.753, 6253.45, 13.59332, 3773.225, 4438.935, 316.3896, 1753.877, 0.1370704, 2527.643, 1052.312, 787.6874, 0.302177, 1277.859, 620.0024, 0.8116082, 1874.721, 4684.963, 593.8536, 2174.072, 1201.489
201.4, 725.3198, 687.8663, 270.8973, 213.3416, 80.0969, 1215.039, 60.72895, 832.011, 2608.66, 1928.99, 391.8214, 831.7212, 2287.041, 3227.451, 159.3526, 6701.238, 124.913, 2781.302, 6378.85, 12.93035, 3810.685, 4537.769, 303.0224, 1847.564, 0.131245, 2564.983, 1177.238, 748.628, 0.2871825, 1527.173, 587.7924, 0.7714701, 1883.662, 4856.479, 566.9401, 2254.857, 1148.259
201.5, 697.4715, 773.9095, 411.1013, 203.0954, 75.59685, 1248.342, 57.6825, 823.6108, 2564.535, 1845.244, 374.4732, 960.4772, 2416.439, 3742.142, 152.5296, 6622.384, 119.4289, 2940.875, 6484.396, 12.29972, 3762.328, 4642.19, 290.2199, 1767.973, 0.1256671, 2528.764, 1135.962, 711.5054, 0.272932, 1772.155, 814.346, 0.733317, 2000.524, 4923.768, 541.2463, 2297.887, 1141.841
201.6, 832.946, 908.6514, 389.5261, 249.9535, 71.34962, 1186.727, 101.7606, 854.3428, 2614.099, 2264.616, 357.8932, 910.5706, 2499.974, 3735.956, 145.9988, 6602.512, 114.1856, 2820.39, 6562.03, 11.69984, 3852.128, 4650.658, 277.9583, 1778.041, 0.1203262, 2535.138, 1248.287, 730.9871, 0.2593887, 1694.096, 772.0396, 65.24041, 1903.484, 4905.402, 585.7612, 2326.029, 1295.334
201.7, 798.6406, 868.5543, 369.0831, 263.9099, 67.34101, 1128.153, 96.65585, 887.307, 2524.598, 2166.299, 342.0472, 863.257, 2508.566, 3715.476, 139.7475, 6777.307, 109.1725, 2715.205, 6569.281, 11.12922, 3693.401, 4681.733, 338.2177, 1933.943, 0.1152124, 2590.446, 1338.121, 763.0491, 0.2465174, 1619.476, 731.931, 89.7087, 1842.26, 5127.603, 699.8185, 2219.564, 1237.946
201.8, 764.2469, 830.2266, 454.2367, 251.235, 63.55762, 1072.471, 91.80715, 846.9447, 2615.385, 2324.239, 326.9028, 1027.003, 2547.724, 3560.922, 133.7639, 6898.917, 104.3795, 2944.934, 6674.006, 10.58643, 3843.764, 4788.21, 350.6718, 1953.219, 0.1103159, 2511.694, 1406.904, 780.1766, 0.2342848, 1744.055, 693.9061, 93.1014, 1915.857, 5149.607, 668.1027, 2284.006, 1330.337
201.9, 731.3344, 793.5903, 650.4869, 239.1688, 59.98678, 1190.188, 87.20168, 863.5919, 2638.305, 2223.333, 312.429, 1042.205, 2440.859, 3567.33, 128.0366, 6919.999, 99.79689, 3041.805, 6644.661, 10.07012, 3981.477, 4848.118, 355.6376, 1869.076, 0.1056275, 2486.187, 1427.902, 787.6118, 0.2226592, 1727.918, 657.8566, 88.49707, 1822.924, 4932.051, 637.8242, 2309.009, 1271.398
202, 699.8392, 870.611, 616.3483, 353.64, 56.61657, 1131.444, 82.82725, 824.3083, 2673.531, 2136.754, 298.5959, 988.0513, 2547.916, 3821.363, 122.5544, 6843.276, 95.41549, 2996.389, 6736.192, 9.578981, 4034.559, 4649.884, 340.6122, 1836.409, 0.1011383, 2621.007, 1397.447, 940.7917, 0.2116105, 1741.677, 623.68, 84.12045, 1777.626, 5213.087, 608.9179, 2203.323, 1337.316
202.1, 802.3581, 873.9488, 690.6914, 336.6556, 53.4357, 1075.599, 78.67226, 911.7894, 2563.577, 2069.877, 285.3754, 1146.661, 2669.402, 3831.595, 117.307, 6844.914, 91.22645, 2873.629, 6684.457, 9.111799, 3997.214, 4782.739, 326.2216, 1960.646, 0.09683994, 2594.184, 1331.685, 894.1403, 0.20111, 1664.961, 591.2789, 226.9172, 2043.624, 5119.045, 581.3217, 2235.666, 1278.068
202.2, 819.4454, 835.3831, 654.4428, 321.4368, 50.43354, 1022.51, 74.72569, 983.0968, 2644.373, 1985.523, 272.7402, 1087.08, 2949.637, 3805.483, 112.2843, 6971.917, 87.22132, 2755.899, 6711.364, 8.667402, 4022.63, 4903.825, 312.439, 2017.84, 0.09272426, 2701.291, 1269.018, 849.8021, 0.1911306, 1632.416, 560.5611, 215.695, 2143.583, 5345.671, 554.9761, 2133.337, 1350.315
202.3, 784.1558, 811.2751, 620.0966, 318.9931, 47.60005, 972.0414, 70.97711, 938.3772, 2535.618, 2393.699, 260.6644, 1030.595, 2845.503, 3881.5, 107.4766, 6823.893, 83.39203, 2928.368, 6727.145, 8.244679, 4047.917, 4703.312, 299.2387, 2081.891, 0.08878349, 2868.974, 1478.609, 807.6626, 191.4962, 1712.557, 531.4391, 336.0085, 2039.603, 5509.703, 529.8246, 2255.964, 1290.491
