 , C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C016, C018, C020, C021, C022, C023, C026, C027, C030, C031, C032, C034, C035, C036, C037, C038, C039, C040, C044, C045, C046, C049, C050, C060, C062, C063, C064, C072, C081, C082, C083, C086, C093
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
31.4, 34.72349, 80.98436, 126.4511, 1405.53, 1287.21, 1124.967, 1170.298, 3554.489, 168.3179, 225.7613, 1012.444, 2216.607, 471.7736, 1162.178, 0.2819208, 2974.834, 565.4296, 2850.597, 682.9828, 1145.752, 525.1054, 895.0695, 46.30841, 141.3133, 64.60356, 920.4123, 678.9578, 883.7348, 328.1124, 802.4891, 268.0043, 8.876269, 404.9762, 1091.807, 131.788, 719.652, 580.923, 4075.544, 909.0452, 278.106, 804.5457, 982.439, 72.65797, 530.9946, 1680.744, 10.87711
31.5, 33.27559, 76.58985, 120.312, 1343.295, 1305.964, 1076.021, 1103.861, 3484.61, 243.5813, 215.128, 934.8768, 2193.554, 448.3902, 1131.593, 0.2689165, 2976.36, 600.5383, 2993.965, 653.5378, 1191.103, 501.8533, 857.5488, 44.37429, 135.3083, 61.96106, 962.8254, 649.3389, 899.8569, 312.3645, 763.9852, 257.0342, 8.509687, 385.8585, 1042.7, 124.976, 710.677, 552.5372, 4151.075, 884.5604, 266.1218, 791.2042, 1140.215, 69.56335, 507.7483, 1651.72, 10.37846
31.6, 36.20496, 72.4338, 215.95, 1283.815, 1249.158, 1029.204, 1253.055, 3443.32, 335.1212, 204.9955, 936.391, 2359.696, 626.8449, 1486.169, 0.2565121, 3253.529, 573.6026, 2903.44, 625.3622, 1386.957, 479.6309, 890.8022, 42.52095, 129.5585, 59.42664, 1061.396, 621.0121, 870.4832, 307.7424, 727.3287, 341.0683, 8.158244, 604.6047, 995.8013, 118.5162, 675.2776, 525.5384, 4078.117, 1017.09, 254.654, 947.0734, 1438.334, 66.60054, 568.782, 1662.063, 9.90266
31.7, 66.37135, 68.50327, 205.4657, 1226.969, 1416.383, 984.4252, 1495.43, 3611.542, 321.0973, 195.3403, 1058.227, 2534.465, 643.3974, 1697.657, 0.2446799, 3320.796, 659.3792, 2916.663, 598.4014, 1452.188, 458.3925, 937.1989, 40.74502, 124.053, 56.99589, 1098.165, 593.9211, 1008.199, 694.9223, 692.4311, 455.0199, 7.821316, 622.1528, 1087.279, 112.3903, 641.6416, 661.5803, 3988.217, 971.2306, 243.6804, 904.5681, 1371.585, 63.76392, 543.8813, 1739.788, 9.448677
31.8, 89.16473, 64.78602, 343.9738, 1210.937, 1443.996, 941.5942, 1642.25, 3891.633, 362.2614, 186.1398, 1252.637, 2700.134, 611.5074, 1982.401, 118.2793, 3535.879, 663.933, 3036.083, 572.603, 1667.577, 438.0945, 953.6346, 39.04326, 118.7815, 54.66457, 1124.475, 568.0118, 1276.221, 1018.634, 659.2079, 557.3542, 7.498302, 780.5365, 1120.919, 106.581, 661.076, 665.4319, 3995.973, 1009.868, 233.1797, 863.9705, 1417.633, 61.04811, 562.3461, 1664.45, 9.015505
31.9, 378.5593, 61.27048, 420.1262, 1309.289, 1628.335, 900.6267, 1838.796, 3940.513, 347.1018, 177.3727, 1365.15, 3407.664, 581.1981, 2540.65, 534.6494, 3699.747, 673.8546, 3200.446, 547.9167, 1738.003, 418.6953, 1160.846, 37.41258, 113.734, 52.4286, 1201.866, 708.6059, 1396.317, 1182.665, 627.5788, 644.2983, 7.188628, 1176.817, 1147.983, 423.605, 748.5599, 771.0933, 3830.538, 964.3342, 223.1314, 825.1949, 1425.36, 155.1871, 605.0054, 1861.076, 8.602194
32, 559.402, 57.94572, 399.7293, 1450.701, 1624.385, 861.4417, 1911.426, 4017.951, 332.5766, 169.0185, 1538.217, 3845.221, 552.3911, 3008.63, 943.9282, 3998.636, 643.6304, 3039.832, 524.2947, 1937.341, 400.1552, 1133.439, 35.85001, 108.901, 50.28409, 1229.52, 747.9888, 1543.51, 1221.14, 597.4672, 989.5091, 6.891744, 1390.51, 1122.019, 594.9933, 711.2736, 1071.452, 3966.311, 1104.32, 213.5162, 788.1595, 1770.977, 223.9202, 578.519, 1865.402, 8.207829
32.1, 1020.5, 54.80136, 389.031, 1543.49, 1609.521, 823.9614, 1848.177, 3902.125, 318.6592, 161.0578, 1804.224, 3965.045, 525.0119, 2959.455, 1214.703, 4029.359, 761.7953, 2887.279, 501.6912, 1886.66, 382.436, 1154.915, 34.35269, 104.2733, 48.2273, 1264.71, 715.3585, 1544.356, 1298.864, 568.8004, 1077.18, 6.607121, 1366.964, 1169.968, 743.2391, 675.8445, 1044.64, 4042.656, 1177.925, 204.3153, 752.7864, 1688.791, 214.3831, 698.9884, 1918.876, 7.831545
32.2, 1060.26, 51.82764, 447.4497, 1475.146, 1587.52, 788.112, 1743.258, 3729.972, 305.3242, 153.472, 1665.995, 4007.101, 498.9897, 2812.433, 1270.767, 3979.923, 820.0283, 2742.381, 480.0621, 2005.636, 365.5014, 1106.501, 32.91792, 99.84232, 46.25464, 1211.169, 816.1782, 1481.433, 1236.524, 541.509, 1033.088, 6.334252, 1415.414, 1150.949, 704.8222, 690.2457, 1032.214, 4006.309, 1124.814, 195.5109, 719.0009, 1610.419, 205.2522, 686.3392, 1977.267, 7.47251
32.3, 1016.049, 49.01527, 425.7263, 1409.828, 1708.105, 753.8223, 1723.004, 3729.021, 292.5472, 146.2435, 1597.433, 4155.582, 474.2574, 3087.313, 1389.685, 3936.948, 798.4147, 2784.509, 459.3655, 2040.737, 349.3167, 1237.225, 31.54306, 95.5996, 44.36267, 1195.104, 780.5732, 1559.511, 1177.177, 515.5271, 995.6524, 6.072652, 1487.053, 1099.182, 668.391, 777.9348, 1087.295, 4035.905, 1258.548, 187.0859, 686.7316, 1535.684, 248.6794, 656.2921, 1891.646, 7.129936
32.4, 1101.795, 46.35552, 405.0576, 1496.932, 1812.766, 721.0245, 1827.898, 3981.673, 280.305, 139.3555, 1714.939, 4635.442, 558.9454, 3481.219, 1741.154, 4290.935, 762.6038, 2879.736, 439.5612, 2002.696, 573.103, 1470.306, 30.22564, 91.53719, 42.54809, 1256.151, 948.869, 1674.462, 1463.954, 490.7918, 1140.514, 5.821857, 1766.531, 1049.743, 958.2152, 739.1853, 1034.166, 3868.817, 1201.802, 179.0239, 655.9106, 1464.418, 245.244, 627.5603, 1908.278, 6.803067
32.5, 1105.223, 43.84009, 385.3923, 1723.104, 1950.039, 689.6537, 1724.129, 5034.48, 268.575, 132.7919, 1783.541, 4865.661, 695.0679, 3887.964, 2147.655, 4774.386, 728.399, 2735.217, 420.6107, 1999.96, 547.7256, 1523.775, 28.96323, 87.64739, 40.80773, 1218.522, 954.901, 1991.935, 1670.617, 467.2434, 1165.814, 5.581419, 1971.379, 1015.952, 1260.393, 702.366, 1020.925, 4212.479, 1147.614, 596.2484, 626.4729, 1396.458, 403.1304, 641.3991, 2111.692, 6.491183
32.6, 1235.12, 41.46116, 429.2021, 1745.706, 1919.704, 659.6478, 1807.427, 5368.246, 257.3359, 126.5374, 1869.572, 4911.605, 660.6169, 3865.298, 2485.322, 5156.905, 852.0339, 2597.95, 402.4772, 2273.699, 523.4719, 1628.095, 27.75355, 83.9229, 39.13855, 1238.362, 1120.593, 2120.058, 1693.269, 444.8248, 1118.094, 5.350911, 2045.349, 1198.649, 1581.784, 735.6313, 1093.197, 4367.822, 1095.869, 663.001, 598.3563, 1331.653, 612.5223, 732.237, 2219.034, 6.193597
32.7, 1712.513, 39.21133, 500.0092, 1725.133, 1836.201, 630.9474, 2003.442, 5432.251, 246.5671, 120.5776, 2017.723, 4694.603, 627.8735, 3737.327, 2514.033, 5021.348, 813.8179, 2467.573, 385.1255, 2267.464, 500.2921, 1755.086, 26.59439, 80.35667, 37.53765, 1341.585, 1175.547, 2033.678, 1641.133, 423.4818, 1277.375, 5.129923, 2254.729, 1144.736, 1903.044, 714.7324, 1039.78, 4341.041, 1046.457, 634.4308, 571.5017, 1269.855, 586.434, 700.1804, 2186.031, 5.909654
32.8, 1985.239, 37.08357, 532.6259, 1648.746, 1894.595, 603.4957, 1934.205, 5402.571, 236.249, 114.8984, 2159.432, 4815.162, 596.7531, 3663.757, 2413.72, 5040.429, 777.316, 2343.738, 368.5218, 2161.341, 478.1388, 1910.707, 25.48365, 76.94199, 36.00224, 1342.928, 1124.265, 2109.875, 1892.325, 403.1629, 1527.815, 4.918061, 2246.643, 1185.181, 1804.679, 728.567, 1094.792, 4357.535, 999.2736, 687.0723, 545.8524, 1210.924, 561.4568, 688.5566, 2261.616, 5.638728
32.9, 2062.879, 35.07128, 582.2175, 1637.682, 1812.184, 577.2383, 2321.629, 5287.637, 226.3627, 109.4867, 2272.18, 4670.145, 567.175, 3648.362, 2428.929, 4932.807, 793.2803, 2338.966, 352.6339, 2154.74, 456.9664, 1830.612, 24.4193, 73.6724, 34.52962, 1307.28, 1075.22, 2071.406, 1857.075, 383.8189, 1545.789, 4.714949, 2282.166, 1202.326, 1928.698, 707.7614, 1041.297, 4563.239, 954.2174, 657.4648, 521.3541, 1154.729, 537.5435, 658.4124, 2163.682, 5.380223
33, 1996.624, 33.16818, 569.1339, 1565.167, 1920.874, 552.1235, 2257.408, 5096.54, 216.89, 104.3299, 2098.099, 4882.157, 539.063, 3578.446, 2388.452, 5031.94, 984.6882, 2402.292, 447.1178, 2144.064, 436.7316, 1753.874, 23.3994, 70.54176, 33.11724, 1280.072, 1028.315, 1987.008, 1909.675, 365.4031, 1482.516, 4.520226, 2174.432, 1148.248, 1829.006, 691.9596, 1088.304, 4416.495, 911.1927, 708.694, 497.9554, 1101.141, 514.6487, 629.5878, 2069.989, 5.133569
33.1, 1913.368, 31.36835, 541.5027, 1584.646, 1837.32, 528.1014, 2259.739, 5120.895, 207.8138, 99.416, 1937.355, 4691.35, 512.3444, 3400.672, 2278.28, 4925.501, 940.5224, 2281.734, 441.9636, 2043.717, 551.4872, 1772.187, 22.4221, 67.54415, 31.76264, 1225.881, 1081.265, 1906.049, 1880.022, 347.8708, 1421.833, 4.333544, 2102.531, 1144.15, 1853.113, 721.4557, 1035.126, 4502.698, 870.1081, 678.1548, 475.6068, 1050.04, 492.729, 657.9816, 2127.783, 4.898222
33.2, 1833.584, 29.66618, 515.2131, 1514.479, 1876.32, 505.1244, 2131.455, 5084.015, 199.1174, 94.73354, 2058.088, 4693.079, 486.9502, 3357.325, 2228.544, 4863.965, 898.3375, 2252.522, 498.2712, 1964.153, 527.067, 1697.898, 21.48562, 64.67392, 30.46344, 1173.984, 1034.096, 1854.61, 1910.681, 331.1798, 1399.337, 4.154572, 2027.242, 1151.829, 1866.204, 685.5195, 984.5461, 4590.884, 830.8759, 648.9316, 454.2613, 1001.311, 471.7429, 629.1758, 2035.644, 4.673665
33.3, 1757.127, 28.05638, 513.4159, 1447.42, 1973.726, 483.1472, 2161.95, 5158.956, 190.7849, 90.27162, 1900.41, 4633.373, 462.8145, 3190.537, 2125.747, 4861.681, 858.0447, 2187.887, 476.7896, 1872.226, 503.728, 1892.037, 20.58825, 61.92566, 29.21738, 1124.285, 988.9841, 1849.394, 1867.412, 315.2896, 1342.059, 3.982992, 1931.542, 1214.789, 2068.672, 651.3733, 936.438, 4527.903, 793.4125, 620.9677, 433.8737, 954.8432, 503.3428, 601.6312, 2067.744, 4.459403
33.4, 1683.858, 26.53394, 488.4899, 1383.33, 2022.127, 462.1261, 2125.924, 5120.051, 182.801, 86.01985, 1754.811, 4437.206, 439.8752, 3140.599, 2032.43, 4741.278, 930.5374, 2207.929, 456.234, 1962.92, 481.4226, 1812.724, 19.72836, 59.29418, 28.02229, 1173.892, 945.8406, 1774.042, 1848.464, 300.1618, 1287.125, 3.818498, 1840.36, 1160.15, 2177.976, 722.4044, 938.6024, 4410.625, 757.6384, 594.2087, 414.4012, 910.5317, 481.9047, 575.2925, 2189.666, 4.254963
33.5, 1614.633, 25.09411, 464.774, 1322.077, 1945.025, 442.0196, 2030.069, 5063.544, 175.1514, 81.96834, 1845.716, 4292.666, 418.0728, 3080.942, 2001.918, 4855.082, 888.8004, 2097.124, 552.0901, 1871.051, 460.1048, 1769.082, 18.90438, 56.77453, 26.87608, 1150.956, 904.5792, 1701.76, 1759.746, 285.7599, 1234.44, 3.660797, 1753.482, 1199.522, 2065.4, 686.4209, 1020.75, 4399.078, 723.4773, 568.603, 395.8026, 868.2766, 461.3796, 550.1068, 2150.482, 4.059896
33.6, 1547.306, 23.7324, 442.2095, 1263.537, 1918.911, 422.7879, 2022.836, 5048.214, 167.8218, 78.10765, 1704.308, 4470.668, 397.351, 3073.442, 1909.575, 4799.938, 848.9353, 2122.981, 577.6577, 1991.118, 439.731, 1707.522, 18.11482, 54.36195, 25.77676, 1102.231, 865.1178, 1632.424, 1675.287, 272.049, 1274.935, 3.509609, 1670.705, 1284.733, 2019.996, 793.2239, 970.8729, 4386.491, 690.8564, 544.1006, 378.0387, 827.9824, 441.7287, 526.0237, 2057.36, 3.873771
33.7, 1482.786, 22.4446, 420.7405, 1207.589, 1835.442, 404.393, 1908.002, 5004.24, 160.7989, 74.4288, 1573.734, 4260.728, 377.6564, 2920.757, 1857.703, 4653.591, 810.8583, 2072.491, 634.1138, 2005.535, 420.2594, 1635.944, 17.35824, 52.05188, 24.7224, 1077.294, 918.8857, 1565.912, 1594.881, 258.9959, 1222.749, 3.364666, 1699.205, 1356.919, 2098.516, 937.9718, 923.4329, 4300.21, 659.7065, 520.6541, 361.0721, 789.5581, 422.9148, 575.1035, 1993.141, 3.69618
33.8, 1420.957, 21.22667, 400.3138, 1154.118, 2024.689, 604.0632, 1866.234, 5366.628, 154.0699, 70.92323, 1453.163, 4277.438, 358.9379, 2775.657, 1875.353, 5009.947, 774.4892, 1968.483, 606.7758, 1911.671, 401.65, 1567.367, 16.63325, 49.83998, 23.71117, 1031.688, 878.8002, 1502.11, 1850.067, 246.5692, 1278.968, 3.225708, 1659.28, 1295.887, 1990.047, 1061.331, 878.311, 4359.899, 629.961, 498.2179, 344.8669, 752.917, 404.9022, 732.6641, 2115.711, 3.52673
33.9, 1361.705, 20.07483, 380.8789, 1212.011, 2342.334, 742.527, 1982.785, 6334.042, 147.6225, 67.58276, 1475.578, 4105.314, 341.1472, 2913.264, 1881.94, 5866.708, 739.7513, 1869.695, 580.6162, 1822.2, 427.5894, 1501.664, 15.93855, 47.72208, 22.74131, 1065.367, 840.4634, 1466.021, 1841.188, 234.7386, 1226.616, 3.092489, 1580.951, 1237.601, 2056.509, 1008.465, 835.3939, 4339.337, 601.5567, 1231.99, 329.389, 717.9763, 536.8696, 700.5889, 2207.239, 3.365048
34, 1398.642, 18.98549, 362.3875, 1158.344, 2422.855, 710.2206, 1994.477, 7501.562, 141.4449, 64.39964, 1362.528, 4136.65, 324.2382, 2907.826, 1795.131, 6438.679, 706.5715, 1775.865, 555.5845, 1742.853, 783.7175, 1467.098, 15.27286, 45.69417, 21.81111, 1068.559, 920.632, 1406.289, 1988.159, 223.4757, 1176.408, 2.964771, 1589.001, 1250.183, 1950.211, 958.2327, 794.5738, 4429.761, 574.4332, 1600.763, 314.6058, 684.6571, 770.2847, 669.9179, 2111.659, 3.210779
34.1, 1375.419, 17.95527, 344.7938, 1107.054, 2342.536, 679.3199, 1935.497, 8509.756, 135.5259, 61.36644, 1258.139, 4110.349, 308.1674, 2888.012, 1752.229, 6720.679, 674.8799, 1686.744, 531.632, 1661.283, 749.0139, 1418.992, 14.63497, 43.75244, 20.91896, 1092.828, 880.4703, 1348.991, 2123.812, 212.7533, 1128.255, 2.842329, 1513.989, 1259.992, 1906.451, 910.5024, 755.7484, 4376.786, 548.5326, 1705.12, 300.4861, 652.8842, 761.5591, 640.5897, 2020.219, 3.063582
34.2, 1318.067, 16.98095, 328.0543, 1058.035, 2240.641, 907.8604, 1944.822, 9391.959, 129.8545, 58.47609, 1269.514, 4165.314, 292.8931, 2852.807, 1671.403, 6433.893, 644.6098, 1663.264, 570.4092, 1583.531, 715.847, 1561.956, 14.02373, 41.89322, 20.0633, 1081.913, 842.0607, 1354.249, 2148.594, 202.5452, 1111.276, 2.724943, 1569.163, 1326.634, 1859.876, 865.1497, 718.8201, 4517.767, 523.7998, 1669.111, 287.0001, 622.5857, 729.1232, 612.5453, 2005.992, 2.923133
34.3, 1349.33, 16.0595, 394.5135, 1011.186, 2337.887, 868.3605, 1965.32, 9458.438, 124.4205, 55.72189, 1435.29, 4038.47, 278.3759, 2789.302, 1594.306, 6363.054, 615.6974, 1654.784, 642.001, 1509.418, 684.1487, 1496.48, 13.43801, 40.113, 19.24265, 1161.818, 805.3266, 1299.071, 2083.809, 444.4824, 1065.789, 2.612405, 1509.905, 1266.965, 1763.742, 822.056, 683.6962, 4487.893, 500.1822, 1772.918, 274.1193, 593.6933, 737.9422, 585.7288, 1919.127, 2.789124
34.4, 1293.066, 15.18805, 375.3601, 966.4119, 2358.621, 830.5793, 1853.75, 9217.297, 119.2138, 53.0974, 1325.326, 4079.65, 264.5782, 2688.034, 1588.076, 6385.692, 588.0817, 1764.859, 614.3229, 1598.133, 653.8541, 1445.682, 12.87676, 38.40843, 18.45556, 1152.013, 770.195, 1246.141, 2200.397, 423.1559, 1022.164, 2.504515, 1453.927, 1209.979, 1672.576, 781.1088, 650.2886, 4359.539, 477.6295, 1696.519, 422.7498, 566.1417, 706.5121, 560.0862, 1836.023, 2.661257
34.5, 1288.486, 14.36389, 357.1366, 967.9335, 2376.684, 937.6862, 1748.514, 9313.523, 114.2251, 50.59653, 1429.054, 3977.898, 251.4644, 2756.9, 1686.258, 6238.549, 561.7047, 1999.698, 587.838, 1563.121, 624.9009, 1557.787, 12.33895, 36.7763, 17.70066, 1172.678, 736.596, 1286.66, 2094.789, 460.5379, 980.3242, 2.401081, 1385.292, 1155.557, 1764.161, 844.3303, 618.5134, 4477.659, 456.0937, 1701.51, 489.9412, 539.8687, 720.444, 535.5663, 1811.703, 2.539253
34.6, 1332.52, 13.58445, 395.4453, 925.0743, 2301.586, 896.8888, 1745.385, 9244.59, 109.4451, 48.21344, 1592.749, 3791.098, 528.1534, 2619.94, 1659.225, 6126.711, 536.5108, 2111.735, 624.9985, 1760.941, 597.2299, 1595.199, 11.8236, 35.21352, 16.97665, 1267.768, 704.4627, 1457.271, 1994.249, 560.1904, 940.1972, 2.301918, 1401.932, 1103.583, 1923.786, 849.6807, 696.1618, 4421.004, 435.5289, 1628.188, 603.274, 514.8149, 689.7592, 512.1198, 1733.251, 2.422842
34.7, 1390.305, 12.84731, 376.2466, 1015.803, 2361.064, 857.8664, 1809.83, 9179.93, 104.8651, 45.94261, 1574.827, 3782.224, 691.222, 2785.986, 1700.208, 6194.477, 512.447, 2227.042, 855.8253, 1787.605, 570.7841, 1544.911, 11.32977, 33.71716, 16.28224, 1310.346, 673.7312, 1463.732, 2081.079, 533.3122, 901.7126, 2.206851, 1362.873, 1161.278, 1892.809, 903.1715, 662.1451, 4567.744, 591.3544, 1666.117, 622.8815, 490.9239, 726.6376, 489.6997, 1809.111, 2.311768
34.8, 1421.053, 12.15016, 357.9801, 996.3154, 2258.363, 820.5417, 1707.087, 9073.109, 100.4768, 43.77872, 1454.173, 3718.357, 705.3686, 2801.703, 1797.687, 6163.75, 562.0906, 2248.768, 944.5438, 2041.879, 545.5093, 1486.033, 10.85657, 32.28437, 15.61624, 1336.475, 778.4865, 1578.327, 2005.014, 507.7236, 864.8033, 2.11571, 1298.536, 1109.046, 1986.557, 1083.156, 973.4586, 4502.006, 695.9041, 1621.176, 932.6624, 468.1415, 695.689, 468.2612, 1730.772, 2.205786
34.9, 1473.152, 11.49085, 340.6004, 1226.766, 2314.673, 898.0294, 1639.193, 9231.102, 330.9027, 41.71676, 1566.068, 3791.881, 738.6093, 2770.701, 1824.573, 6076.818, 573.3961, 2262.243, 903.8224, 2334.331, 521.3537, 1423.74, 10.40314, 30.91248, 14.97749, 1395.021, 744.5257, 1664.17, 1908.782, 619.9344, 851.407, 2.028333, 1353.472, 1140.944, 1979.141, 1164.754, 925.8922, 4537.03, 801.4986, 1824.612, 954.1692, 446.4164, 666.0585, 447.7613, 1818.788, 2.104662
35, 1595.408, 10.86731, 324.0645, 1477.781, 2297.599, 858.9573, 1571.789, 9281.465, 410.5056, 39.75191, 1840.501, 3736.524, 856.2209, 2797.864, 1756.695, 6046.208, 547.6778, 2365.997, 864.8565, 2345.165, 498.2678, 1520.475, 9.968639, 29.59888, 14.36486, 1473.191, 856.1801, 1848.261, 2000.442, 590.1896, 816.5569, 1.944564, 1362.624, 1089.627, 1876.842, 1106.737, 880.6501, 4587.45, 895.3387, 1745.985, 924.8234, 425.6996, 772.3265, 428.1588, 1778.699, 2.008175
35.1, 1679.2, 10.27761, 308.3314, 1531.825, 2392.054, 882.5448, 1567.672, 9248.001, 393.3271, 37.87961, 1699.493, 3818.336, 931.7477, 2683.967, 1802.071, 5894.564, 608.5392, 2345.024, 827.5705, 2438.998, 476.2041, 1456.738, 9.552289, 28.3411, 13.77729, 1450.676, 818.8301, 1841.625, 1983.991, 643.9318, 783.1332, 1.864255, 1298.299, 1127.877, 1779.831, 1051.609, 837.6187, 4397.528, 854.9689, 1670.747, 978.0864, 405.9441, 739.4319, 409.4145, 1721.669, 1.916111
35.2, 1631.326, 9.71991, 293.3621, 1498.687, 2318.742, 844.1465, 1496.17, 9079.883, 376.8675, 36.09549, 1569.288, 3639.028, 885.5657, 2550.63, 1718.946, 5949.296, 581.2446, 2227.339, 791.892, 2397.066, 455.1174, 1409.406, 9.153327, 27.13677, 13.21375, 1561.042, 783.1094, 1766.59, 1919.245, 675.152, 751.0777, 1.787263, 1296.092, 1077.148, 1797.351, 999.2281, 796.6899, 4343.112, 816.4193, 1598.75, 934.1892, 387.1054, 707.9384, 391.4908, 1835.722, 1.828267
35.3, 1652.483, 9.192471, 279.1195, 1452.043, 2364.193, 807.4189, 1502.053, 8988, 361.0966, 34.3954, 1685.865, 3728.295, 841.6727, 2446.742, 1639.656, 6063.716, 704.6752, 2149.745, 803.2421, 2307.69, 434.9644, 1477.823, 8.771029, 25.98362, 12.67326, 1523.549, 748.947, 1694.611, 1827.13, 688.092, 720.3343, 1.713451, 1234.908, 1100.098, 1704.449, 1001.151, 757.7611, 4239.084, 779.6078, 1529.857, 1073.804, 369.1409, 677.7861, 374.3517, 1858.696, 1.744451
35.4, 1583.577, 8.693652, 265.5684, 1387.748, 2318.791, 836.2712, 1529.24, 8774.779, 345.9858, 32.77539, 1708.028, 3674.005, 799.9553, 2325.19, 1595.904, 5902.404, 696.5474, 2168.771, 814.5348, 2199.685, 415.7039, 1473.191, 8.404698, 24.87947, 12.15488, 1495.995, 716.2748, 1625.566, 1739.437, 655.077, 690.8492, 1.642687, 1365.863, 1050.618, 1706.12, 1108.38, 720.7344, 4260.407, 744.4561, 1463.932, 1025.61, 352.0102, 648.9182, 357.963, 1778.21, 1.664477
35.5, 1574.606, 8.221902, 252.6753, 1350.563, 2287.975, 799.8862, 1490.468, 8748.125, 331.5073, 31.23168, 1577.169, 3678.099, 760.3056, 2323.97, 1625.697, 5875.074, 665.3055, 2059.932, 830.0078, 2122.666, 397.2962, 1537.558, 8.053667, 23.82224, 11.65771, 1479.574, 685.028, 1568.782, 1655.952, 720.5696, 662.5711, 1.574845, 1301.385, 1003.363, 1617.933, 1202.054, 685.517, 4126.5, 710.8894, 1400.848, 979.5804, 335.6744, 621.2797, 342.2918, 1701.208, 1.58817
35.6, 1508.948, 7.775751, 240.408, 1324.878, 2188.453, 835.6315, 1468.236, 8594.812, 317.6346, 29.76068, 1536.349, 3557.209, 722.6212, 2208.518, 1550.708, 5786.44, 712.2319, 1956.555, 809.7847, 2023.32, 379.7036, 1502.92, 7.717297, 22.80993, 11.18087, 1416.938, 655.1443, 1549.091, 1706.831, 712.8849, 635.4504, 1.509805, 1239.95, 958.2344, 1534.305, 1142.179, 652.0204, 4063.925, 678.8361, 1340.482, 935.6162, 320.0967, 662.6061, 327.3066, 1627.541, 1.515361
35.7, 1514.044, 7.353809, 228.7364, 1266.214, 2202.838, 900.2242, 1463.725, 8511.278, 304.3425, 28.35896, 1682.392, 3602.487, 686.8045, 2130.707, 1529.907, 6083.763, 746.8323, 1858.366, 774.8729, 1928.624, 362.89, 1439.918, 7.394976, 21.84064, 10.72353, 1404.87, 626.5643, 1485.974, 1751.714, 678.6804, 609.4399, 1.447452, 1181.416, 915.1351, 1454.999, 1085.286, 620.1606, 4052.662, 648.2281, 1282.717, 893.6251, 305.2419, 644.9534, 312.9775, 1557.064, 1.44589
35.8, 1450.911, 6.954763, 217.6314, 1248.176, 2133.6, 901.5906, 1467.106, 8249.677, 291.6067, 27.02326, 1761.413, 3565.268, 652.7631, 2081.13, 1459.337, 6708.476, 713.335, 1765.104, 786.977, 1838.359, 346.821, 1379.558, 7.086117, 20.91255, 10.2849, 1345.396, 599.2311, 1440.601, 1707.128, 685.9919, 584.4941, 1.387673, 1125.645, 873.9744, 1379.792, 1031.227, 589.8576, 3996.556, 619.0002, 1227.442, 853.5186, 291.0765, 646.5129, 299.2757, 1489.639, 1.379604
35.9, 1390.41, 6.577372, 207.0655, 1192.908, 2040.793, 862.3636, 1468.117, 8218.322, 279.4037, 25.75047, 1626.464, 3397.844, 620.409, 1977.742, 1417.535, 6685.925, 681.34, 1750.639, 886.8782, 1752.319, 331.4635, 1321.728, 6.790158, 20.02389, 9.864214, 1355.151, 573.0902, 1381.905, 1757.522, 735.7136, 560.5693, 1.330363, 1072.506, 834.665, 1308.472, 979.8611, 561.0353, 4048.963, 591.0901, 1174.549, 815.2121, 277.5685, 618.9769, 286.1737, 1425.133, 1.316356
36, 1332.433, 6.220459, 197.0126, 1140.087, 1984.975, 824.8434, 1384.773, 8139.034, 267.7115, 24.53763, 1602.738, 3360.357, 589.6585, 1879.49, 1352.148, 6651.335, 733.1644, 1740.438, 848.6428, 1670.307, 316.786, 1427.599, 6.50656, 19.17299, 9.460733, 1297.781, 548.0897, 1325.6, 1673.17, 700.4137, 537.6239, 1.27542, 1021.877, 840.9713, 1240.839, 931.0536, 533.6213, 3941.405, 564.4385, 1123.935, 778.6248, 264.6873, 592.6137, 273.6454, 1363.421, 1.256009
36.1, 1304.358, 5.882913, 187.4478, 1089.605, 1898.633, 788.9556, 1446.9, 7885.092, 256.5085, 23.38191, 1515.67, 3290.895, 669.5161, 1816.181, 1289.777, 6730.625, 710.2175, 1653.094, 812.0558, 1592.132, 302.7585, 1367.755, 6.234807, 18.35825, 9.073758, 1242.841, 524.1798, 1337.145, 1592.865, 762.187, 515.6177, 1.222747, 1011.673, 803.1462, 1176.702, 884.6771, 507.5468, 3971.994, 651.5697, 1075.502, 743.6796, 252.404, 567.3734, 261.6655, 1304.381, 1.198427
36.2, 1249.969, 5.563684, 178.3473, 1210.314, 2015.101, 754.6292, 1364.76, 7922.816, 245.7744, 171.1984, 1609.968, 3303.819, 660.5818, 1725.955, 1287.06, 6586.007, 761.0191, 1570.134, 777.0462, 1556.734, 289.3521, 1310.42, 5.974403, 17.57813, 8.70261, 1215.167, 501.313, 1282.664, 1516.415, 725.6168, 494.5122, 1.172248, 963.915, 821.8564, 1115.88, 995.1923, 482.7464, 3807.551, 622.1911, 1029.156, 710.3028, 240.6907, 543.208, 250.2101, 1247.898, 1.143486
