 , C000, C001, C002, C003, C004, C006, C008, C009, C010, C011, C012, C013, C014, C022, C024, C025, C029, C030, C031, C033, C034, C035, C038, C039, C040, C043, C050, C051, C053, C054, C055, C057, C059, C062, C068, C070, C074, C076, C080, C090, C095, C096, C100, C117
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
353.6, 378.024, 0.04807712, 430.8629, 777.9898, 507.8332, 2926.444, 825.8077, 400.8261, 570.1344, 1071.07, 25.36904, 1602.244, 640.8262, 214.4241, 671.119, 537.9769, 448.2375, 623.5013, 1905.358, 546.5652, 726.7361, 956.6262, 1780.762, 2.367187, 614.5412, 543.5091, 54.94434, 10.46332, 137.3201, 487.8951, 433.1263, 766.9229, 1724.762, 256.479, 13.81456, 80.10556, 2438.946, 746.8718, 1787.179, 998.2175, 632.3906, 31.98309, 3.277003, 763.734
353.7, 408.6804, 0.04582492, 473.4012, 814.7198, 483.8127, 2783.168, 904.8874, 381.6374, 561.4719, 1018.66, 24.08227, 1527.426, 610.7252, 205.2162, 641.1796, 514.0148, 427.2379, 587.5502, 1986.525, 672.778, 689.5568, 974.2618, 1839.236, 2.265963, 579.7081, 520.5144, 52.09586, 10.01017, 131.4508, 464.5179, 415.0697, 775.6649, 1745.169, 245.7374, 13.22747, 76.2961, 2442.626, 712.8002, 1712.334, 1003.442, 710.1876, 30.42166, 3.114837, 823.5881
353.8, 449.1506, 0.04367822, 449.1315, 775.7283, 550.3514, 2693.874, 992.0723, 363.3673, 534.8682, 968.8155, 22.86077, 1640.126, 582.0381, 196.4037, 722.1061, 544.1569, 407.2222, 553.6721, 2057.953, 643.9143, 654.2795, 923.4021, 1762.506, 2.169067, 546.8494, 543.9799, 49.39505, 9.576652, 125.8323, 442.2608, 669.6074, 741.1133, 1720.261, 235.4456, 12.66533, 72.6678, 2338.216, 725.1254, 1766.458, 1054.121, 679.2377, 28.93647, 2.960696, 785.1692
353.9, 447.256, 0.04163209, 532.1417, 766.2096, 539.6758, 2675.145, 946.028, 345.9718, 509.5251, 1026.21, 21.70122, 1630.58, 602.4722, 187.9696, 795.2521, 519.9196, 388.1442, 557.919, 2179.778, 657.1245, 620.807, 875.1974, 1744.566, 2.076315, 515.8531, 520.9653, 187.2133, 9.161903, 120.454, 421.0702, 641.6921, 857.4246, 1781.851, 225.5849, 12.12707, 69.21204, 2417.432, 692.0459, 1809.421, 1000.748, 649.6367, 27.52378, 2.814183, 748.5425
354, 440.3666, 0.03968181, 504.8605, 729.5397, 589.0039, 2584.709, 902.1206, 329.4091, 485.3827, 1092.32, 20.60049, 1566.417, 617.0784, 179.8977, 759.7751, 496.7617, 409.9833, 668.3329, 2164.947, 628.9324, 589.0469, 829.5093, 1802.578, 1.987529, 599.5593, 587.0051, 263.976, 8.765118, 115.3055, 471.1826, 614.9406, 819.231, 1707.206, 216.1371, 11.6117, 65.92063, 2431.822, 660.4755, 1925.121, 1055.987, 621.3256, 26.18007, 2.67492, 713.6244
354.1, 481.4938, 0.0378229, 478.9779, 719.1132, 651.5653, 2458.164, 910.8454, 313.6393, 642.613, 1151.967, 19.55559, 1493.272, 682.85, 172.1724, 725.8807, 586.5286, 390.776, 719.5415, 2186.825, 722.2367, 558.9117, 786.2062, 1727.377, 1.902539, 666.7104, 562.1702, 250.2907, 8.385515, 110.3771, 448.6062, 589.3043, 829.1642, 1747.765, 207.0851, 11.11822, 62.78574, 2518.666, 737.0847, 1844.499, 1069.466, 594.2483, 24.90195, 2.542549, 680.3351
354.2, 458.6161, 0.03605106, 454.4222, 684.6972, 632.3834, 2337.815, 868.571, 298.6245, 688.0598, 1178.016, 18.56369, 1553.396, 679.8075, 164.7789, 693.4984, 560.4039, 372.4684, 780.0696, 2093.424, 764.9229, 530.3181, 745.1636, 1655.314, 1.821184, 628.9202, 538.386, 237.3149, 8.022353, 105.6594, 427.1115, 564.7368, 919.6022, 1797.278, 198.4121, 10.64572, 59.79993, 2454.354, 734.3561, 1912.898, 1078.731, 568.351, 23.68623, 2.416728, 648.5988
354.3, 436.8255, 0.03436223, 431.1254, 806.0469, 602.4717, 2280.646, 828.2586, 284.3285, 685.3911, 1176.574, 17.6221, 1580.106, 647.8755, 157.7029, 662.5606, 535.4429, 449.6306, 882.4537, 2097.486, 732.106, 503.1874, 792.2611, 1631.84, 1.743308, 593.2721, 515.608, 225.0117, 7.674919, 101.1433, 406.6468, 602.0058, 878.6389, 1822.542, 190.1024, 10.1933, 56.95612, 2589.955, 734.9507, 1832.788, 1180.616, 543.5823, 22.52986, 2.297134, 742.2374
354.4, 416.0702, 0.03275252, 409.023, 767.4703, 663.4642, 2255.032, 836.4959, 270.7168, 652.9159, 1119.002, 16.72828, 1509.063, 639.85, 150.9307, 633.0031, 511.5936, 428.5658, 831.5714, 2007.901, 700.697, 477.4447, 750.9025, 1563.762, 1.668762, 701.6964, 493.7938, 213.3464, 7.342532, 96.82021, 387.1625, 805.47, 880.8788, 1864.316, 182.1407, 9.760105, 54.24754, 2622.666, 776.3325, 1823.452, 1188.51, 519.8931, 21.42995, 2.183458, 878.6296
354.5, 396.3011, 0.03121821, 388.0536, 730.7401, 632.0823, 2144.628, 873.0534, 257.7568, 746.0258, 1082.705, 15.87978, 1604.95, 609.7949, 144.4494, 604.7641, 488.8066, 496.4019, 783.6229, 1940.865, 670.6355, 453.0189, 787.2849, 1539.224, 1.597403, 773.9467, 472.9024, 202.2859, 7.024539, 92.68191, 368.6119, 771.8907, 841.6404, 1818.741, 174.5124, 9.345321, 51.66777, 2587.975, 740.917, 1807.53, 1128.332, 497.2362, 20.38373, 2.075407, 934.4086
354.6, 377.4713, 0.02975577, 368.1594, 695.7676, 602.1849, 2039.629, 867.6234, 245.4172, 710.6776, 1098.076, 15.07433, 1530.006, 581.1516, 138.2464, 651.635, 467.0346, 499.2247, 738.4392, 1925.467, 641.8637, 429.8428, 746.186, 1552.347, 1.529096, 768.2524, 452.8949, 191.7988, 6.720319, 88.72049, 350.9501, 739.7113, 804.1498, 1742.55, 167.2036, 8.948163, 49.21069, 2556.956, 768.452, 1829.896, 1071.202, 475.5667, 19.38859, 1.972704, 1012.684
354.7, 413.5861, 0.02836185, 349.285, 662.469, 573.7015, 1939.77, 840.668, 233.6684, 779.2396, 1044.345, 14.30973, 1519.44, 624.7781, 132.3097, 622.5649, 446.2323, 475.8365, 695.8608, 1998.944, 663.4626, 407.8523, 707.2327, 1487.585, 1.46371, 724.7067, 433.7339, 181.8553, 6.429274, 84.92839, 334.1345, 708.8735, 768.3293, 1893.179, 160.2009, 8.567884, 46.87045, 2547.608, 733.396, 1836.031, 1088.403, 454.8416, 18.44204, 1.875082, 1148.439
354.8, 393.935, 0.02703322, 331.3783, 707.2805, 546.5655, 1931.202, 958.7371, 222.482, 742.3176, 1116.345, 13.58391, 1532.606, 595.4309, 126.628, 594.7916, 426.3566, 453.544, 726.548, 1955.798, 672.7585, 386.9868, 712.9654, 1495.635, 1.401119, 683.6293, 415.3836, 172.4274, 6.150833, 81.29838, 318.1247, 679.3212, 734.1044, 1813.87, 153.4915, 8.203767, 44.6415, 2543.947, 699.9393, 1864.96, 1033.294, 435.0197, 17.54169, 1.782292, 1094.866
354.9, 375.2177, 0.02576684, 314.3896, 740.6581, 520.713, 1922.497, 914.2399, 211.8311, 732.408, 1061.72, 12.8949, 1512.601, 567.4622, 121.1903, 568.2573, 407.3662, 432.2958, 684.6553, 2003.252, 677.9166, 367.1889, 708.7036, 1433.24, 1.341206, 788.3797, 521.8553, 163.4883, 5.884451, 77.82352, 451.4193, 651.001, 781.9127, 1737.884, 147.0631, 7.855123, 42.51855, 2435.205, 717.6914, 1815.374, 980.9753, 416.0616, 16.6853, 1.694093, 1043.793
355, 357.3896, 0.02455978, 298.2718, 705.211, 496.0833, 1867.618, 871.808, 201.6901, 776.4243, 1049.955, 12.24085, 1441.969, 581.7866, 115.9861, 674.189, 389.2216, 466.2449, 672.8953, 1917.691, 851.855, 348.4037, 791.2762, 1566.539, 1.283854, 743.6931, 499.7768, 155.0125, 5.629606, 74.49718, 590.4399, 623.8614, 747.0828, 1720.883, 140.904, 7.521296, 40.49656, 2487.615, 751.5189, 1739.349, 931.3058, 523.6761, 15.87072, 1.610259, 995.102
355.1, 340.4086, 351.8495, 282.9803, 733.1441, 556.3376, 1882.916, 919.7492, 192.0346, 739.6357, 1123.745, 11.61997, 1385.373, 582.3508, 111.0053, 644.1127, 371.8853, 444.4017, 705.3316, 1937.694, 815.3085, 330.5797, 749.969, 1533.663, 1.228954, 701.5395, 478.6323, 146.9762, 5.385798, 71.31301, 666.4042, 597.8532, 754.5924, 1704.845, 135.0027, 7.201656, 38.57072, 2381.281, 717.2354, 1927.424, 1013.388, 536.7177, 15.09591, 1.530574, 1097.661
355.2, 324.2345, 575.7544, 268.4728, 698.0566, 530.0229, 1790.73, 877.0615, 182.8414, 740.7205, 1085.946, 11.03058, 1374.708, 554.9966, 106.2385, 615.3782, 355.321, 423.5819, 688.822, 2026.948, 893.6386, 313.6674, 749.3133, 1469.682, 1.176403, 661.7751, 458.3824, 139.3565, 5.152548, 68.26495, 735.3663, 572.9293, 899.4622, 1678.066, 129.3487, 6.8956, 36.73647, 2406.846, 684.5159, 2028.292, 992.8271, 513.3276, 14.35892, 1.454832, 1046.457
355.3, 409.4897, 548.7828, 333.7329, 664.6484, 524.7872, 1774.348, 869.4415, 174.0882, 742.1555, 1112.075, 10.47108, 1479.254, 528.9272, 101.6763, 587.9255, 339.4946, 403.7374, 695.8273, 1987.636, 869.3073, 297.6204, 723.9864, 1542.398, 1.126098, 624.2647, 438.9892, 132.1319, 4.9294, 65.34716, 700.1317, 549.0444, 859.396, 1655.962, 123.9314, 6.602551, 34.98945, 2392.393, 706.7117, 1997.586, 1029.198, 490.9569, 13.65792, 1.382838, 997.6415
355.4, 390.0332, 523.0748, 316.6235, 722.1094, 499.9648, 1768.661, 844.2694, 165.7541, 761.9679, 1126.778, 9.939969, 1410.179, 609.3146, 97.31009, 561.6974, 324.3731, 384.8227, 655.7059, 1965.926, 842.082, 282.3943, 868.7448, 1614.54, 1.077945, 588.8804, 442.763, 125.2817, 4.715917, 62.55409, 666.5853, 526.1552, 821.1146, 1696.475, 118.741, 6.321955, 33.32551, 2374.367, 731.324, 1913.93, 1075.682, 469.561, 12.99113, 1.314407, 1037.27
355.5, 432.2039, 498.5711, 463.4257, 687.55, 552.5734, 1682.069, 872.8599, 157.8189, 725.8643, 1125.824, 9.435793, 1344.33, 609.9363, 93.13135, 536.6395, 309.9252, 366.7941, 617.8978, 1992.944, 823.2658, 267.9472, 863.4608, 1559.312, 1.03185, 676.2554, 424.0306, 118.7867, 4.511679, 59.8804, 681.7663, 504.2203, 814.4919, 1625.407, 113.768, 6.053285, 31.7407, 2308.358, 697.9618, 1928.432, 1021.218, 493.4547, 12.3569, 1.249362, 1023.203
355.6, 448.7924, 475.2153, 513.3885, 654.6447, 585.523, 1705.675, 876.967, 150.2637, 818.0914, 1070.735, 8.957191, 1347.024, 593.5837, 89.13205, 512.6995, 296.1207, 349.6101, 582.2698, 1907.823, 888.0079, 254.2392, 818.3853, 1611.804, 0.9877267, 713.6143, 416.4558, 112.6285, 4.316286, 57.32098, 805.7459, 483.1999, 778.2107, 1627.217, 109.0033, 5.796032, 30.23125, 2260.162, 666.1215, 2061.26, 1001.365, 554.4198, 11.75364, 1.187536, 975.4721
355.7, 531.3497, 452.9536, 487.0687, 645.8179, 656.8381, 1745.412, 836.265, 143.0701, 848.6408, 1018.342, 8.502863, 1418.856, 648.1674, 85.3045, 575.2249, 368.5438, 333.2312, 548.6961, 1987.89, 849.9104, 241.2325, 775.6629, 1559.167, 0.9454902, 673.1656, 413.2295, 106.7895, 4.129355, 54.87097, 767.1391, 463.0557, 743.5457, 1640.449, 104.4381, 5.549713, 28.79359, 2346.708, 635.7338, 2084.73, 1042.559, 591.2784, 11.17982, 1.12877, 929.9681
355.8, 593.5335, 494.5046, 534.3727, 684.1659, 1062.216, 1732.897, 897.9493, 136.2209, 808.4305, 1039.006, 8.07158, 1358.71, 617.7216, 81.6413, 590.0477, 465.481, 317.6196, 517.0583, 1902.985, 928.4075, 228.8912, 808.4249, 1545.057, 0.9050597, 635.0095, 555.3177, 101.2532, 3.95052, 52.52567, 730.3821, 443.7514, 735.223, 1644.373, 100.0641, 5.313861, 27.4243, 2363.917, 606.7322, 2009.368, 1040.232, 596.2037, 10.63402, 1.072912, 1057.01
355.9, 565.3324, 471.3392, 506.9771, 651.4225, 1076.867, 1681.519, 856.2734, 129.6996, 770.1254, 1070.488, 7.662173, 1352.154, 655.7297, 78.13542, 563.725, 444.748, 452.7463, 553.8943, 1971.369, 888.5767, 217.1813, 766.2225, 1569.174, 0.8663581, 599.0162, 714.0201, 96.00391, 3.77943, 50.28061, 695.3863, 425.2518, 833.6764, 1575.487, 95.87331, 5.088032, 26.12012, 2284.627, 657.2853, 2067.139, 1017.113, 690.5889, 10.11486, 1.019817, 1007.703
356, 570.003, 449.2591, 480.986, 758.6993, 1118.297, 1629.978, 816.5318, 123.4905, 885.1326, 1018.107, 7.273531, 1370.456, 624.9287, 74.78009, 630.6754, 424.9384, 431.5355, 547.2753, 2042.496, 935.5576, 206.0705, 782.5068, 1552.387, 0.8293114, 565.0631, 745.8117, 91.02677, 3.615749, 48.13152, 662.0673, 407.5235, 886.2764, 1621.036, 91.85803, 4.871801, 24.87797, 2338.13, 627.3006, 2036.758, 965.6133, 660.4931, 9.621053, 0.9693506, 1006.22
356.1, 542.9199, 492.3747, 456.3273, 722.3888, 1085.45, 1641.252, 778.6347, 117.5787, 1094.788, 968.2891, 6.904603, 1306.462, 595.5745, 71.56885, 664.5655, 406.0111, 499.5787, 515.7194, 2050.666, 895.4201, 195.528, 741.6573, 1627.556, 0.7938489, 634.1871, 714.258, 86.30766, 3.459157, 46.07428, 630.3447, 390.5342, 896.9084, 1595.158, 88.01091, 4.664759, 23.69488, 2403.644, 598.6838, 2037.721, 1068.546, 855.897, 9.15135, 0.9213813, 1027.25
356.2, 567.4677, 469.3091, 432.9329, 687.816, 1090.228, 1560.898, 837.5907, 111.9498, 1297.877, 1028.327, 6.554387, 1307.674, 567.5991, 68.4955, 672.2393, 387.9269, 476.1739, 578.9691, 1963.08, 857.0046, 185.525, 702.9404, 1559.657, 0.7599028, 685.8694, 684.0392, 81.83321, 3.309347, 44.10497, 600.1422, 374.2532, 856.956, 1528.334, 84.32491, 4.466516, 22.56806, 2300.899, 571.3724, 2141.468, 1014.442, 818.5972, 8.704578, 0.8757858, 1029.476
356.3, 540.5051, 447.3241, 410.7378, 688.6917, 1038.661, 1484.478, 897.8913, 106.5904, 1236.381, 1005.827, 6.221935, 1272.854, 540.9377, 65.55413, 642.25, 370.6482, 453.8655, 618.2862, 1959.38, 843.8088, 176.0336, 709.8705, 1529.494, 0.7274083, 646.9933, 655.099, 77.59073, 3.166025, 42.21983, 571.3867, 358.6509, 837.3724, 1486.873, 80.79329, 4.276699, 21.49483, 2241.536, 545.307, 2051.785, 963.0781, 782.9228, 8.279618, 0.8324466, 1336.227
356.4, 572.8077, 426.369, 389.6805, 680.8309, 989.532, 1411.799, 856.2181, 101.4876, 1230.371, 1063.643, 5.906346, 1406.432, 515.5287, 62.73907, 613.5985, 354.1391, 432.6023, 879.1356, 1969.763, 807.6075, 167.0279, 672.8129, 1480.262, 0.6963034, 610.3207, 627.3832, 73.56819, 3.02891, 40.41526, 544.0091, 343.6991, 800.072, 1526.891, 77.40958, 4.094947, 20.47263, 2219.394, 520.4307, 1993.956, 914.3148, 748.8031, 7.875405, 0.7912521, 1449.07
356.5, 545.5914, 406.3955, 483.1946, 648.2471, 969.8343, 1342.679, 816.4791, 96.62914, 1202.114, 1115.632, 5.606764, 1340.758, 491.3132, 60.0449, 680.487, 338.3653, 412.3353, 975.7984, 1967.023, 772.9593, 158.4828, 757.5484, 1467.172, 0.6665285, 575.7268, 600.84, 69.75419, 2.897733, 38.68783, 517.9432, 329.3706, 843.7888, 1538.105, 371.1479, 3.92092, 19.49904, 2152.653, 601.6933, 2023.978, 868.0204, 716.1703, 7.490926, 0.7520961, 1650.228
356.6, 519.6682, 387.3577, 458.4228, 617.2227, 965.4274, 1276.943, 778.5844, 92.00321, 1145.155, 1061.042, 5.322377, 1278.151, 468.2352, 57.46642, 684.652, 323.2941, 393.0178, 1089.182, 2041.293, 850.8267, 150.375, 718.0019, 1405.964, 0.6380268, 619.0813, 575.4197, 129.7857, 2.772238, 37.03423, 493.1263, 315.6395, 997.4639, 1652.739, 694.5142, 3.754289, 18.57175, 2159.545, 574.2447, 2056.045, 1026.572, 684.9597, 7.125217, 0.7148778, 1791.832
356.7, 494.9767, 369.2117, 460.2039, 891.6068, 919.7627, 1265.798, 742.4485, 87.59875, 1090.895, 1125.851, 5.052415, 1297.225, 446.2411, 54.99866, 666.574, 308.8942, 374.6052, 1121.933, 2046.609, 814.3243, 142.6819, 782.4162, 1449.147, 0.6107439, 583.9908, 551.075, 123.0572, 2.652177, 35.45131, 469.4985, 302.4808, 953.0323, 1625.652, 665.4272, 3.594739, 17.68857, 2225.814, 548.0483, 2011.135, 974.5941, 655.1093, 6.777362, 0.6795014, 1847.858
356.8, 500.2218, 351.9157, 516.1638, 848.9354, 876.2579, 1203.826, 707.9898, 83.40514, 1150.393, 1070.761, 4.796146, 1236.651, 471.4154, 52.63688, 728.7288, 295.1357, 357.0553, 1057.242, 1959.197, 837.2357, 135.3824, 764.9561, 1448.294, 0.5846276, 550.8893, 527.7601, 123.8567, 2.537316, 33.93605, 447.0027, 289.8706, 910.5799, 1621.11, 637.5583, 3.44197, 16.84738, 2337.944, 523.0469, 1983.912, 952.0594, 626.5597, 6.446489, 0.6458755, 1788.753
356.9, 539.96, 449.7856, 489.7017, 808.3063, 878.6829, 1262.559, 744.2415, 79.41228, 1095.885, 1018.367, 4.552876, 1178.905, 519.7521, 50.37652, 696.2194, 281.99, 340.3276, 996.2814, 1934.396, 887.6999, 128.4563, 725.0228, 1413.746, 0.5596281, 718.8861, 505.4317, 148.6644, 2.427429, 32.48555, 425.5849, 277.7862, 870.0185, 1691.615, 610.8567, 3.295693, 16.04619, 2238.008, 499.186, 1931.362, 927.4257, 599.2543, 6.13177, 0.6139137, 1858.326
357, 514.3044, 428.7151, 464.5962, 769.6217, 837.1212, 1200.745, 773.366, 75.61058, 1172.672, 1025.687, 4.321945, 1123.855, 548.7135, 48.21322, 665.1603, 269.4298, 324.3835, 1111.215, 1978.375, 849.6156, 121.8845, 727.9112, 1354.767, 0.5356976, 678.1385, 484.048, 167.7372, 2.322301, 31.09705, 405.1932, 266.2056, 967.5439, 1620.751, 585.2733, 3.155633, 15.28311, 2199.522, 476.4137, 1988.579, 1040.796, 573.1389, 5.832416, 0.5835336, 1817.03
357.1, 489.8678, 408.6317, 542.8403, 732.7885, 797.5254, 1141.958, 737.4723, 71.99088, 1139.394, 1052.652, 4.102727, 1071.376, 522.9393, 46.14283, 671.4673, 257.4291, 309.1864, 1047.142, 2086.126, 914.9141, 115.649, 689.9118, 1366.527, 0.5127904, 639.7006, 463.569, 159.0412, 2.221727, 29.7679, 385.7787, 255.1077, 924.4451, 1604.333, 560.7614, 3.021525, 14.55631, 2239.27, 513.9854, 1954.183, 988.0974, 548.1616, 5.547676, 0.5546568, 1732.269
357.2, 466.5922, 478.5271, 515.0106, 697.718, 759.8024, 1086.049, 703.2445, 68.54446, 1085.407, 1001.144, 3.894628, 1184.902, 498.3757, 44.16133, 706.4073, 352.2979, 294.7013, 1089.789, 1997.026, 875.6623, 109.7325, 775.2955, 1385.598, 0.4908628, 603.4414, 505.837, 230.9939, 2.125508, 28.49556, 367.2943, 244.4725, 883.2661, 1621.627, 537.2761, 2.893116, 13.86408, 2266.522, 568.2161, 1910.718, 1069.979, 524.2728, 5.276837, 0.527209, 1782.971
357.3, 444.4226, 456.1103, 488.6076, 664.326, 866.2023, 1032.877, 670.6053, 65.26303, 1033.978, 952.1562, 3.697084, 1214.141, 597.8989, 42.26493, 674.8937, 336.6062, 280.8948, 1066.994, 1911.731, 900.2621, 104.1187, 734.8225, 1404.738, 0.4698728, 569.2374, 563.2392, 219.0184, 2.033456, 27.2776, 349.6956, 234.2807, 920.8229, 1609.969, 514.7744, 2.770164, 13.20477, 2200.144, 604.9005, 1939.401, 1015.803, 501.425, 5.01922, 0.5011196, 2024.714
357.4, 423.3064, 434.7435, 463.5583, 632.5321, 825.231, 982.3081, 752.1835, 250.4955, 1087.519, 905.5654, 3.509561, 1165.189, 569.8143, 40.44997, 644.786, 321.6133, 267.7352, 1005.471, 2071.351, 895.384, 98.79202, 696.4623, 1373.268, 0.4497804, 687.2581, 595.4403, 207.6638, 1.94539, 26.1117, 332.9402, 224.5138, 879.8053, 1586.535, 493.215, 2.652438, 12.57681, 2194.331, 701.835, 1910.341, 964.3699, 479.573, 4.774181, 0.4763211, 2191.517
357.5, 403.1934, 474.063, 516.3873, 602.2598, 800.6387, 934.2152, 717.2729, 238.5036, 1078.855, 861.2543, 3.331548, 1110.78, 543.0489, 38.71295, 616.0214, 307.2883, 255.192, 1045.902, 1982.881, 882.3399, 93.73788, 763.27, 1363.026, 0.4305472, 648.3032, 570.2485, 196.8979, 1.861139, 24.99563, 316.9875, 215.154, 924.6281, 1609.425, 472.5586, 2.539715, 11.97871, 2258.772, 669.8181, 1841.27, 999.2194, 458.6732, 4.541104, 0.4527499, 2299.017
357.6, 384.0361, 516.8978, 489.9137, 573.4363, 814.713, 888.4769, 683.9827, 297.6337, 1113.614, 819.1115, 3.162565, 1058.911, 554.77, 37.05052, 627.5646, 293.6013, 243.2365, 1095.452, 2002.207, 844.4855, 88.94231, 723.4247, 1366.541, 0.4121364, 659.7106, 546.1226, 186.6901, 1.780536, 23.92727, 301.7993, 206.1844, 893.8106, 1566.707, 452.7673, 2.431782, 11.40906, 2162.22, 639.2617, 1879.125, 965.6589, 438.6843, 4.319407, 0.4303451, 2518.201
357.7, 365.7891, 492.6834, 464.7974, 545.9923, 776.1771, 844.9778, 652.2375, 301.6019, 1060.849, 779.0308, 3.002154, 1074.379, 638.7567, 35.45948, 599.5683, 280.524, 231.8411, 1032.288, 2075.82, 902.1473, 84.39208, 685.6596, 1380.513, 0.3945129, 673.5922, 523.0173, 233.5953, 1.703424, 22.90456, 287.3387, 197.5888, 870.8533, 1641.182, 433.8049, 2.328436, 10.86649, 2196.729, 610.0992, 1880.604, 1032.247, 419.5665, 4.108532, 0.409049, 2581.028
357.8, 348.409, 672.3136, 440.9687, 519.8617, 825.6126, 803.6085, 655.2998, 287.1633, 1126.785, 799.0427, 2.849878, 1024.21, 608.7529, 33.93676, 674.5472, 383.0662, 220.9795, 1015.717, 2154.074, 887.6494, 80.07464, 649.8659, 1322.92, 0.377643, 635.4119, 500.8895, 221.485, 1.629652, 21.92558, 273.571, 189.3515, 923.9356, 1690.135, 415.6367, 2.229482, 10.34973, 2209.559, 582.2671, 1801.847, 1036.643, 401.2819, 3.907952, 0.3888068, 2460.628
357.9, 331.8547, 805.5717, 418.3616, 494.9817, 786.5612, 764.2646, 689.1068, 317.3772, 1119.69, 889.6247, 2.705327, 999.8665, 607.3937, 32.47943, 644.4549, 448.1583, 210.6268, 979.9382, 2261.859, 893.5964, 75.97807, 615.9407, 1402.17, 0.3614944, 599.3958, 479.698, 210.0025, 1.559075, 20.98843, 260.463, 181.4576, 902.5243, 1641.223, 398.2293, 2.134734, 9.857544, 2183.337, 555.7047, 1834.262, 984.1551, 383.794, 3.717165, 0.3695663, 2514.345
358, 316.087, 923.1638, 396.9135, 471.2924, 749.3568, 726.8469, 657.1238, 302.1834, 1066.637, 896.887, 2.568107, 1041.584, 578.8632, 31.08468, 666.5665, 491.2171, 200.7591, 996.7741, 2293.718, 898.7603, 72.09109, 583.7866, 1376.352, 0.3460364, 662.3521, 497.065, 199.1154, 1.491554, 20.09134, 247.9831, 173.8929, 972.4375, 1572.469, 381.551, 2.044012, 9.388763, 2240.979, 578.499, 1860.954, 1063.933, 367.0683, 3.535692, 0.3512779, 2530.006
358.1, 301.0685, 965.6976, 487.0524, 448.7369, 783.8651, 691.2612, 626.6252, 287.717, 1016.097, 853.0006, 2.437847, 1133.699, 551.6727, 29.74982, 636.8303, 469.3377, 191.3537, 939.3, 2195.751, 904.9515, 68.40295, 621.1993, 1362.065, 0.3312394, 624.809, 510.3981, 188.7926, 1.426957, 19.2326, 236.1012, 166.6434, 987.7758, 1586.617, 365.5712, 1.957145, 8.942276, 2233.617, 552.1085, 1927.464, 1010.064, 351.0715, 3.363079, 0.3338946, 2576.905
358.2, 286.7636, 920.4589, 462.0828, 427.2608, 761.543, 734.824, 701.9041, 273.9431, 1012.825, 811.2617, 2.314194, 1144.636, 525.7595, 28.47229, 639.8757, 448.4328, 182.389, 885.14, 2101.968, 899.6813, 64.9035, 612.3851, 1331.68, 0.3170752, 589.3939, 488.8042, 179.005, 1.365158, 18.41055, 224.7885, 159.6962, 1048.184, 1591.784, 350.2607, 1.873971, 8.517021, 2201.149, 526.9219, 1914.736, 1034.481, 335.7719, 3.198892, 0.3173714, 2584.032
358.3, 273.1383, 916.3729, 438.3932, 406.8126, 725.522, 852.0223, 669.3271, 283.0442, 964.8353, 771.5651, 2.196814, 1091.187, 537.7093, 27.24962, 678.9664, 428.4591, 173.8442, 940.7273, 2198.888, 861.0829, 61.58308, 672.324, 1316.823, 0.3035166, 555.9861, 468.124, 169.7249, 1.306036, 17.62365, 214.0179, 153.0387, 1001.493, 1589.125, 335.5914, 1.794331, 8.11199, 2117.719, 607.2692, 1834.549, 1007.487, 321.139, 3.042721, 0.301666, 2489.501
358.4, 371.9157, 873.4449, 415.9182, 387.343, 709.5349, 810.308, 638.2621, 323.3769, 919.1194, 733.8109, 2.085387, 1040.233, 512.4519, 26.07945, 648.677, 451.8846, 165.6998, 886.4849, 2260.137, 824.1406, 58.43254, 637.2265, 1376.229, 0.2905378, 524.472, 448.3186, 179.9133, 1.249473, 16.87038, 203.7634, 146.6586, 956.8818, 1700.683, 321.5364, 1.718075, 7.72622, 2266.829, 622.1677, 1848.073, 1122.116, 307.1438, 2.894175, 0.2867377, 2454.907
358.5, 354.2445, 971.1378, 394.5954, 368.8052, 693.4573, 853.3969, 608.6389, 307.8958, 875.5696, 830.0547, 1.979612, 991.6591, 488.3809, 24.95954, 619.7388, 431.7571, 157.9369, 1000.519, 2163.605, 788.7831, 55.44317, 603.9612, 1398.281, 0.278114, 494.7441, 429.3512, 170.5861, 1.195361, 16.1493, 194.0002, 140.5446, 939.8991, 1629.439, 308.0701, 1.645061, 7.358796, 2228.482, 593.7851, 1891.876, 1224.603, 293.7585, 2.752881, 0.2725482, 2475.518
358.6, 337.413, 925.6443, 374.3657, 351.1546, 708.4675, 811.6154, 580.3905, 306.9913, 898.9603, 789.4386, 1.879202, 945.3531, 465.4406, 23.88771, 641.7873, 479.563, 268.5005, 965.113, 2146.45, 871.8231, 52.60674, 572.4324, 1339.947, 0.2662215, 466.7013, 411.1863, 161.7424, 1.143592, 15.45905, 184.7048, 134.6854, 1058.404, 1584.964, 295.1678, 1.575149, 7.008844, 2194.303, 566.6973, 1837.522, 1184.396, 280.9565, 2.618484, 0.2590609, 2414.453
