 , C000, C001, C002, C006, C008, C009, C010, C011, C013, C016, C017, C018, C020, C026, C030, C033, C034, C038, C039, C040, C045, C053, C055, C056, C063, C064, C083, C085, C086, C089, C091, C094, C095, C098, C107, C121, C125
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
383.1, 780.8307, 799.1664, 0.2051397, 418.3349, 48.61019, 245.5534, 1059.103, 184.0384, 365.9002, 1.060825, 97.85445, 1224.145, 274.2644, 71.11333, 302.001, 0.003468207, 566.5226, 133.7477, 300.8039, 193.2477, 109.132, 518.79, 111.8979, 494.6314, 1216.548, 458.5286, 335.635, 853.654, 1620.593, 779.5904, 920.1377, 1773.358, 712.5234, 825.624, 1159.575, 2726.489, 997.4724
383.2, 746.8997, 765.4432, 0.1965154, 401.2089, 46.55878, 233.7579, 1152.093, 175.9405, 349.8638, 1.017041, 93.78073, 1282.299, 262.3866, 68.21027, 288.4267, 0.003311305, 541.0289, 127.8366, 287.3094, 232.8172, 107.5468, 496.1953, 107.2253, 547.4796, 1240.294, 437.4849, 321.329, 816.5388, 1703.461, 740.6498, 928.4683, 1802.738, 821.9952, 789.9753, 1109.394, 2614.006, 1058.208
383.3, 740.6862, 862.6394, 0.1882538, 384.7839, 44.59394, 222.5291, 1100.166, 168.1989, 334.5301, 0.9750642, 89.87661, 1257.935, 251.0233, 65.42571, 275.4625, 0.003161501, 516.6825, 122.1868, 274.4202, 258.2647, 125.3435, 474.5846, 102.7479, 523.3334, 1248.439, 417.407, 307.6328, 826.2862, 1631.392, 806.4987, 915.1273, 1740.746, 784.7733, 796.7839, 1151.395, 2792.756, 1058.188
383.4, 763.1774, 884.2023, 0.1803394, 369.0314, 112.363, 211.8397, 1080.142, 160.798, 319.8685, 0.9348201, 86.13502, 1209.609, 240.152, 62.75483, 366.5945, 0.003018475, 493.4316, 116.7866, 262.1093, 313.0975, 120.2864, 453.9151, 222.7496, 500.2522, 1193.016, 398.2506, 294.5204, 790.3608, 1682.388, 766.214, 903.3482, 1667.229, 749.2369, 967.526, 1178.044, 2733.509, 1069.276
383.5, 730.0135, 850.3138, 0.1727578, 353.9237, 107.6212, 201.6637, 1110.069, 153.7227, 305.8495, 0.896237, 82.54919, 1157.472, 265.2644, 60.19299, 350.1168, 0.002881919, 471.2271, 111.6251, 250.3506, 299.3596, 115.4334, 434.1459, 213.4483, 478.1889, 1140.053, 379.9733, 281.9669, 851.6183, 1611.211, 791.8341, 863.8972, 1676.524, 765.6677, 925.7503, 1152.076, 2681.085, 1185.548
383.6, 698.2907, 814.4324, 0.1654949, 428.9546, 103.0794, 191.9766, 1060.037, 146.9587, 292.4449, 0.8592464, 79.11264, 1107.581, 276.7018, 57.73572, 384.5368, 0.00275154, 535.2402, 118.712, 239.1195, 315.2304, 110.7762, 415.2376, 204.5353, 457.0988, 1089.442, 362.5349, 269.9484, 814.5916, 1543.045, 863.4786, 826.169, 1842.689, 730.9965, 1030.585, 1163.118, 2744.078, 1131.318
383.7, 776.9503, 780.0651, 0.1585374, 411.3938, 98.72934, 182.7547, 1012.26, 140.4924, 279.6277, 0.8237824, 75.81915, 1119.135, 264.7184, 55.37877, 367.2526, 0.00262706, 564.8164, 113.4654, 228.3922, 339.3231, 106.3069, 397.1529, 195.9945, 436.9388, 1041.077, 345.8967, 425.4104, 820.5532, 1477.763, 904.8784, 790.0886, 1764.866, 722.7913, 986.0864, 1146.818, 2719.351, 1079.568
383.8, 752.4517, 747.1479, 0.1518723, 514.1422, 94.56284, 173.9759, 966.6356, 134.3105, 267.3724, 0.7897822, 72.66277, 1183.692, 312.7601, 53.11803, 350.7453, 0.002508212, 539.3995, 108.4507, 218.1461, 324.4345, 104.0232, 379.8558, 187.8103, 496.408, 994.8599, 330.0222, 407.2778, 965.1517, 1581.863, 891.6129, 755.5838, 1847.546, 690.0616, 943.5093, 1097.189, 2752.331, 1030.186
383.9, 719.7539, 781.4194, 0.1454875, 493.0938, 90.57218, 165.6188, 1009.984, 128.4007, 255.6541, 0.7571853, 69.63779, 1196.576, 347.3161, 50.94959, 334.98, 0.00239474, 515.1264, 103.6576, 208.3598, 310.1992, 99.82635, 363.312, 179.9679, 474.5143, 1158.475, 314.8762, 389.9182, 940.9708, 1581.411, 847.0767, 807.6317, 1769.517, 679.8972, 902.7706, 1162.66, 2662.068, 1095.11
384, 788.3111, 765.1586, 0.1393711, 472.9072, 86.74993, 157.6631, 964.463, 122.7509, 244.4494, 0.7259338, 66.73875, 1241.359, 332.2746, 48.86967, 319.9233, 0.002286402, 525.7584, 99.07639, 199.0124, 296.5885, 95.79881, 347.4888, 172.453, 518.7251, 1107.046, 300.4253, 373.2985, 1069.984, 1663.508, 917.7155, 868.8777, 1732.125, 649.1098, 928.3453, 1112.346, 2774.627, 1203.331
384.1, 772.2089, 798.4272, 0.1335118, 453.547, 174.5484, 284.1281, 1097.481, 122.261, 233.7358, 0.6959721, 63.96039, 1211.577, 317.8846, 46.87466, 305.5434, 0.002182965, 668.2196, 94.69762, 190.0844, 283.575, 95.05987, 416.472, 165.2518, 518.3055, 1149.664, 317.7271, 357.3871, 1023.464, 1593.13, 871.8755, 868.0593, 1783.388, 619.7166, 888.2614, 1127.472, 2660.158, 1148.288
384.2, 738.6525, 764.7352, 0.1278989, 434.9794, 167.1823, 270.4797, 1121.977, 169.2623, 223.4918, 0.667247, 61.2977, 1359.431, 342.763, 44.96109, 291.8098, 0.002084207, 638.1495, 90.51237, 290.5011, 271.1325, 91.22463, 520.5671, 158.3514, 495.4461, 1098.625, 326.5052, 342.154, 978.9653, 1610.086, 828.3252, 939.1941, 1795.565, 702.4988, 966.0739, 1195.128, 2688.683, 1217.45
384.3, 735.4838, 800.1118, 0.1225219, 417.1719, 231.6285, 257.4869, 1114.758, 198.8512, 213.6967, 0.6397075, 89.89531, 1368.443, 361.6002, 43.12564, 278.6935, 0.001989918, 609.4326, 86.5121, 277.4687, 259.2359, 143.8625, 572.0601, 151.7391, 522.103, 1157.419, 311.5206, 327.5701, 936.4017, 1610.605, 786.9503, 898.1776, 1729.334, 670.688, 924.3609, 1255.23, 2739.864, 1364.6
384.4, 703.5233, 766.3488, 0.117371, 400.0934, 221.8535, 245.1182, 1101.891, 190.1015, 204.3309, 0.6133047, 86.15294, 1309.459, 497.2987, 41.36512, 266.1668, 0.001899894, 582.008, 82.68862, 341.1845, 247.8613, 138.0583, 547.1453, 145.4029, 499.076, 1250.753, 297.2237, 485.2872, 895.6888, 1668.484, 747.642, 904.6553, 1656.298, 709.915, 884.449, 1200.91, 2680.056, 1302.179
384.5, 727.2672, 734.0105, 0.1124366, 383.7141, 212.491, 233.3437, 1183.121, 181.7369, 195.3756, 0.5879916, 82.56636, 1312.528, 503.9844, 39.67646, 254.2031, 0.001813942, 555.8175, 79.03413, 325.8784, 236.9858, 132.4883, 523.3156, 139.3313, 477.0647, 1195.227, 283.5829, 464.6025, 856.746, 1627.805, 710.2972, 865.1472, 1682.216, 677.7684, 1015.291, 1148.94, 2723.42, 1242.614
384.6, 695.6638, 703.0368, 0.1077097, 368.0054, 203.5236, 222.1347, 1129.796, 173.7402, 186.8128, 0.5637233, 79.1291, 1255.954, 644.7855, 38.05675, 242.7772, 0.001731879, 530.8056, 75.54115, 311.259, 226.5875, 127.143, 500.5237, 133.5132, 507.9302, 1229.409, 270.5682, 444.7995, 819.4963, 1558.937, 674.8177, 827.3644, 1722.852, 647.0774, 1038.825, 1099.22, 2637.201, 1185.774
384.7, 769.2372, 673.3701, 0.1031815, 352.9398, 194.9347, 211.4642, 1078.875, 166.0955, 178.6253, 0.5404565, 75.83493, 1201.819, 616.8613, 36.50315, 231.8648, 0.001653529, 506.9192, 72.20254, 297.2954, 216.6455, 155.8787, 478.7245, 127.9381, 538.39, 1174.831, 258.1508, 425.8405, 783.8662, 1568.889, 641.1105, 791.2318, 1789.063, 617.7762, 1111.754, 1051.651, 2644.367, 1131.533
384.8, 735.81, 644.9553, 0.09884363, 338.4909, 186.7082, 201.3063, 1030.248, 158.7871, 170.7966, 0.5181501, 72.67789, 1304.942, 590.1464, 35.01298, 221.4429, 0.001578723, 484.1077, 69.01148, 316.9319, 207.1397, 149.5897, 457.8748, 122.5958, 514.6447, 1122.676, 246.3032, 407.6896, 749.7852, 1564.918, 609.087, 756.6771, 1713.504, 694.4926, 1175.68, 1210.606, 2568.642, 1079.774
384.9, 703.8353, 617.7396, 0.09468817, 324.6335, 228.3068, 191.6363, 1136.942, 151.8002, 163.311, 0.4967643, 69.65229, 1251.963, 564.5885, 33.58364, 211.4895, 0.001507301, 462.3228, 65.96146, 302.7139, 198.0509, 166.5762, 437.933, 117.4765, 576.9858, 1150.006, 234.9994, 390.3124, 717.186, 1637.754, 578.663, 784.0223, 1709.762, 663.0443, 1163.495, 1218.511, 2642.853, 1030.382
385, 673.2501, 638.6387, 0.0907074, 311.3434, 218.672, 182.4308, 1085.698, 145.1209, 156.1535, 0.4762612, 66.75264, 1331.191, 540.1375, 32.21265, 201.9835, 0.001439111, 441.5181, 63.04623, 360.1437, 189.361, 159.8557, 418.8599, 112.5711, 551.5383, 1222.264, 224.2144, 373.6758, 686.0041, 1636.874, 549.7587, 749.7825, 1727.495, 809.134, 1113.258, 1165.78, 2636.866, 983.2501
385.1, 690.2438, 611.6895, 0.08689398, 298.5974, 209.4438, 173.6676, 1036.764, 138.7354, 149.3097, 0.4566044, 63.97371, 1309.675, 630.2167, 30.89763, 192.9047, 0.001374005, 421.6497, 60.25985, 343.9871, 181.0524, 153.4062, 400.6174, 107.8704, 616.6871, 1180.847, 287.8631, 357.7484, 656.178, 1658.316, 522.2982, 960.7743, 1827.697, 815.5892, 1161.252, 1169.234, 2528.08, 1165.479
385.2, 678.6347, 585.8775, 0.08324089, 286.3733, 200.605, 281.6573, 1205.621, 132.6309, 142.7658, 0.4377588, 61.31046, 1495.256, 602.9234, 29.6363, 184.234, 0.001311845, 402.6753, 57.59661, 328.5552, 173.1083, 197.0129, 383.1694, 103.3661, 589.4886, 1270.9, 274.6519, 342.4999, 627.6486, 1744.046, 496.2094, 1005.796, 1781.865, 866.5947, 1111.112, 1189.304, 2691.713, 1112.167
385.3, 695.976, 562.1228, 0.07974137, 274.6495, 192.1392, 268.1276, 1210.346, 179.2274, 136.5087, 0.4196911, 58.75808, 1628.439, 576.8121, 28.42645, 175.9531, 0.001252497, 384.5548, 55.05107, 351.7292, 165.5127, 201.0185, 526.3041, 99.0498, 563.4897, 1214.479, 262.0471, 327.9013, 600.3597, 1864.196, 471.4236, 999.1613, 1802.226, 837.3692, 1105.51, 1233.004, 2580.664, 1061.294
385.4, 665.7324, 538.4024, 0.07638898, 263.4057, 206.7582, 255.2477, 1216.671, 192.8531, 130.5259, 0.402369, 74.76144, 1678.079, 551.8317, 27.266, 168.0443, 0.001195834, 367.2498, 52.61804, 346.9467, 158.2505, 192.9083, 503.3821, 94.91376, 538.6374, 1236.29, 250.0207, 313.9249, 574.2572, 1785.327, 541.5275, 1035.332, 1726.112, 865.8526, 1057.777, 1247.361, 2643.19, 1012.747
385.5, 636.8029, 559.6002, 0.07317752, 252.6223, 198.0327, 242.9866, 1302.917, 184.3673, 124.8053, 0.3857619, 71.6491, 1635.564, 527.9332, 26.15291, 160.491, 0.001141734, 350.7234, 50.29254, 393.9382, 151.3069, 195.481, 481.4585, 90.95044, 658.3789, 1203.169, 259.7283, 300.5443, 549.2896, 1751.049, 542.7597, 1002.784, 1729.358, 826.6448, 1043.975, 1193.381, 2633.586, 1065.606
385.6, 609.1306, 535.9862, 0.07010108, 242.2802, 196.0537, 231.3145, 1244.192, 176.2549, 119.3354, 0.3698403, 79.59517, 1690.215, 505.0696, 25.08527, 153.2773, 0.001090082, 334.9408, 48.06982, 376.2655, 144.668, 187.5943, 460.4896, 87.15261, 629.3416, 1284.663, 247.8083, 287.734, 684.8776, 1793.297, 645.0779, 1056.892, 1804.944, 789.2123, 998.8989, 1209.898, 2569.408, 1016.863
385.7, 582.6608, 513.3687, 0.06715398, 340.2555, 269.5083, 220.203, 1188.115, 215.3051, 114.1052, 0.3545757, 171.4402, 1679.903, 538.056, 24.06121, 146.3878, 0.001040767, 319.8684, 45.94533, 399.7901, 138.3203, 180.0257, 440.434, 83.51337, 601.585, 1227.632, 305.3177, 275.4697, 655.1004, 1730.707, 612.8562, 1010.735, 1728.715, 753.4749, 955.7686, 1285.597, 2492.592, 1078.383
385.8, 557.3412, 491.7056, 0.06433076, 326.3259, 258.1347, 209.6253, 1165.672, 205.8314, 109.1043, 0.3399412, 164.3031, 1770.419, 514.754, 23.07896, 139.8079, 0.0009936823, 305.4742, 43.91473, 381.8549, 132.2512, 172.7625, 586.6188, 80.02609, 672.4615, 1173.132, 308.1726, 263.7282, 715.6454, 1732.294, 582.244, 1016.894, 1713.748, 769.9061, 1168.598, 1229.962, 2389.758, 1029.055
385.9, 533.1219, 470.9567, 0.06162624, 312.9665, 247.2411, 199.5557, 1238.362, 196.7746, 104.3225, 0.3259107, 169.3051, 1728.574, 492.4612, 22.1368, 133.5238, 0.000948728, 291.7278, 41.97388, 444.3668, 126.4484, 165.7923, 561.0699, 76.68443, 642.8032, 1121.052, 294.0294, 252.4872, 684.5306, 1699.778, 553.1608, 972.4841, 1896.424, 776.9307, 1118.141, 1264.654, 2482.376, 981.983
386, 509.9551, 568.6234, 0.05903543, 399.4876, 236.8073, 189.9698, 1182.548, 224.8498, 99.75032, 0.3124593, 162.2568, 1693.466, 471.1338, 21.23311, 127.5222, 0.0009058075, 278.5999, 40.11881, 424.4318, 120.9002, 159.1033, 536.6338, 73.48232, 750.1414, 1249.457, 280.5352, 241.7252, 683.9813, 1732.882, 525.5304, 1021.502, 1879.673, 768.0764, 1088.638, 1282.35, 2428.4, 937.0646
386.1, 610.3546, 544.6287, 0.05655353, 383.1331, 226.8137, 180.8444, 1161.787, 214.9562, 95.37852, 0.2995631, 155.502, 1772.582, 450.7301, 20.36631, 121.7903, 0.0008648286, 266.0629, 38.34573, 405.3911, 115.5954, 152.6842, 599.3771, 70.41391, 806.993, 1193.988, 267.6604, 231.422, 761.4677, 1698.589, 499.2801, 976.8905, 1800.288, 867.8906, 1081.502, 1226.856, 2372.225, 1119.169
386.2, 583.8316, 521.6465, 0.05417597, 367.4482, 217.2419, 172.1573, 1109.423, 205.4978, 91.19832, 0.2871991, 149.0284, 1696.178, 431.21, 19.53489, 116.3161, 0.0008257037, 254.09, 36.651, 387.2046, 110.5234, 146.5241, 573.2726, 67.47363, 771.4012, 1269.18, 255.3764, 221.558, 728.3605, 1676.297, 474.341, 934.2277, 1964.107, 843.9136, 1034.805, 1173.763, 2433.173, 1067.976
386.3, 585.3521, 551.5839, 0.05189837, 390.486, 208.0741, 163.8875, 1220.243, 196.4557, 87.20132, 0.2753454, 142.8243, 1623.068, 412.5353, 18.73742, 111.0879, 0.0007883488, 242.6559, 35.03118, 369.834, 105.6739, 140.6125, 548.305, 64.65612, 737.3792, 1212.836, 243.6562, 212.1144, 746.1078, 1641.685, 450.6476, 996.5682, 1881.156, 844.0448, 1086.263, 1253.609, 2470.49, 1019.124
386.4, 587.6931, 528.3082, 0.04971652, 374.5, 199.2931, 156.015, 1222.875, 202.4922, 83.37951, 0.263981, 136.8785, 1601.258, 394.6693, 17.9725, 106.0947, 0.0007526838, 231.7363, 33.48294, 353.2426, 101.0372, 134.9394, 524.4248, 61.95627, 802.2654, 1234.423, 232.4738, 203.0733, 713.6685, 1626.839, 428.1377, 953.046, 1871.984, 805.8245, 1039.361, 1199.359, 2368.569, 972.5063
386.5, 562.1548, 527.3333, 0.0476264, 359.1685, 190.8827, 148.5206, 1167.758, 193.5823, 79.7252, 0.2530857, 131.1802, 1606.439, 446.0088, 17.23881, 101.326, 0.0007186323, 221.3081, 32.00314, 337.3956, 96.60397, 129.4952, 501.5847, 59.36915, 766.8821, 1179.622, 221.8047, 194.4176, 682.6396, 1588.478, 406.7522, 911.4246, 1854.492, 769.3348, 1084.701, 1147.457, 2404.004, 928.0214
386.6, 537.7263, 509.1997, 0.04562414, 412.7978, 182.8272, 141.3863, 1219.116, 185.0644, 76.23104, 0.24264, 125.7191, 1599.477, 426.6932, 16.53506, 96.77157, 0.0006861213, 211.3492, 30.58873, 429.9429, 92.36525, 131.6775, 479.7393, 56.89007, 733.0594, 1127.254, 211.6252, 186.1308, 652.9597, 1593.651, 386.4348, 871.6208, 1793.097, 818.5986, 1037.866, 1097.8, 2437.197, 885.5712
386.7, 597.9611, 487.7126, 0.04370607, 395.8984, 175.1117, 134.5946, 1164.169, 178.0513, 72.89003, 0.2326254, 120.4854, 1530.534, 408.2141, 15.86005, 92.42188, 0.0006550811, 201.8384, 29.23683, 410.655, 88.31252, 224.6438, 458.8453, 54.5145, 700.7284, 1296.33, 201.9129, 353.8057, 624.5703, 1607.817, 453.5353, 833.5554, 1726.848, 781.5305, 1061.271, 1050.292, 2421.184, 845.0629
386.8, 571.9767, 467.1321, 0.04186863, 444.5424, 167.7218, 298.0521, 1173.312, 170.2168, 69.69544, 0.2230242, 115.4696, 1670.217, 390.5352, 15.2126, 88.26769, 0.0006254452, 192.7556, 27.94468, 460.0544, 84.4376, 215.5805, 438.8613, 52.23814, 669.8233, 1238.781, 192.6463, 338.7252, 686.8957, 1539.795, 430.8812, 797.1523, 1701.569, 746.141, 1129.072, 1177.536, 2374.144, 806.4075
386.9, 547.1214, 447.4201, 0.04010843, 426.3434, 160.6438, 283.7348, 1181.552, 162.7271, 66.64087, 0.2138193, 110.6625, 1622.436, 373.6221, 14.59157, 84.30023, 0.0005971499, 184.0816, 26.70964, 439.4156, 80.7327, 206.8828, 517.7493, 50.05682, 640.2812, 1328.226, 248.6749, 324.2875, 699.2499, 1559.188, 409.3586, 846.413, 1825.1, 771.8816, 1121.407, 1126.578, 2518.516, 998.5446
387, 577.001, 553.8837, 0.03842224, 408.8895, 153.8644, 270.1053, 1128.297, 155.5669, 63.72017, 0.2049943, 106.0556, 1552.504, 357.4413, 13.9959, 80.5111, 0.0005701348, 350.4233, 25.52919, 419.7028, 77.19037, 198.536, 744.5753, 47.96659, 796.5323, 1388.033, 237.2622, 310.4652, 729.486, 1493.224, 467.1219, 957.3112, 1748.02, 736.929, 1072.987, 1077.825, 2414.613, 1497.195
387.1, 668.7557, 530.5109, 0.03680694, 493.5181, 147.3711, 327.4803, 1077.443, 166.6331, 60.92747, 0.1965335, 101.6405, 1614.943, 460.1798, 13.42454, 76.89229, 0.0005443419, 384.4609, 24.4009, 400.8742, 73.80347, 190.526, 712.147, 45.96365, 761.4019, 1326.413, 226.3733, 428.1438, 775.4488, 1557.096, 464.4652, 915.5034, 1852.621, 754.0467, 1026.658, 1072.469, 2399.768, 1428.709
387.2, 744.4667, 508.1245, 0.03525954, 473.3141, 141.1519, 311.7495, 1088.281, 159.3011, 58.25718, 0.1884219, 97.40915, 1545.334, 440.2505, 12.87651, 73.43613, 0.0005197158, 367.1601, 23.32248, 382.8904, 139.4801, 182.8391, 681.131, 44.04434, 727.8209, 1306.432, 215.9842, 409.8947, 807.3399, 1549.21, 596.8335, 896.2625, 1835.379, 751.2304, 1255.172, 1026.057, 2497.227, 1363.357
387.3, 712.1159, 486.6827, 0.0337772, 453.9372, 135.1951, 296.7742, 1129.912, 152.2917, 55.70391, 0.1806451, 93.35397, 1659.224, 421.1842, 12.35085, 70.13531, 0.0004962038, 350.6378, 22.29173, 451.6078, 133.3601, 222.1596, 651.4658, 42.20518, 695.7209, 1388.601, 280.5169, 477.9506, 772.2383, 1567.802, 567.0216, 1026.63, 1831.358, 805.736, 1237.611, 1021.499, 2551.894, 1300.993
387.4, 733.8333, 466.1457, 0.03235718, 435.3536, 129.4897, 282.5183, 1078.985, 145.5907, 53.26255, 0.1731893, 89.46761, 1587.706, 525.7993, 11.84665, 66.98287, 0.0004737555, 334.859, 21.30652, 431.348, 127.5086, 213.1964, 623.0927, 40.44281, 665.0367, 1326.956, 267.6429, 482.211, 738.6629, 1575.964, 619.8314, 981.795, 1907.896, 769.2503, 1290.087, 977.2932, 2579.429, 1241.482
387.5, 701.9445, 511.5315, 0.03099686, 417.5308, 124.0251, 458.4797, 1207.8, 139.1845, 50.92819, 0.1660412, 85.74305, 1567.957, 503.0281, 11.36303, 63.97212, 0.0004523227, 369.7802, 20.36486, 490.7257, 121.9138, 204.5949, 595.9553, 38.75404, 775.4004, 1268.047, 255.3597, 461.6574, 706.5472, 1577.351, 588.8708, 938.918, 1865.361, 734.4168, 1325.416, 1095.692, 2557.654, 1184.693
387.6, 724.6606, 489.946, 0.02969373, 400.4377, 118.7911, 596.512, 1153.363, 133.0602, 48.69614, 0.1591881, 82.17354, 1576.988, 481.2431, 10.89916, 61.0967, 0.0004318596, 465.4542, 19.46482, 476.6418, 116.5646, 196.3404, 569.9998, 37.13578, 775.1828, 1316.787, 243.6403, 539.4942, 790.262, 1510.618, 559.4566, 897.9136, 1897.502, 701.1607, 1433.371, 1084.159, 2547.028, 1130.502
387.7, 745.041, 469.2713, 0.02844538, 384.0443, 113.778, 567.8578, 1101.379, 127.2054, 46.56191, 0.1526179, 78.75262, 1620.368, 460.4015, 10.45422, 76.01089, 0.0004123222, 500.9518, 18.60455, 468.783, 111.4501, 188.419, 545.1747, 35.5851, 781.2311, 1258.33, 232.4587, 516.499, 823.386, 1484.385, 531.5117, 858.6999, 1908.477, 669.4105, 1397.65, 1079.759, 2521.643, 1078.79
387.8, 712.6652, 449.4691, 0.02724951, 368.322, 108.9764, 540.5801, 1051.739, 121.6082, 44.52122, 0.1463188, 99.51704, 1601.047, 440.4626, 10.02745, 143.5068, 0.0003936687, 478.4088, 17.78231, 488.3917, 106.5599, 180.8171, 521.4309, 34.09917, 746.7756, 1202.468, 221.7902, 494.4839, 787.5868, 1421.584, 571.3448, 821.1987, 1895.351, 639.098, 1502.412, 1033.032, 2521.374, 1029.444
387.9, 735.9415, 430.5024, 0.02610392, 353.2434, 104.3775, 514.6127, 1004.335, 116.2573, 42.56997, 0.1402798, 95.37411, 1556.542, 421.3871, 9.618097, 137.0564, 0.0003758591, 456.8803, 16.9964, 466.4816, 168.4596, 193.7911, 498.7212, 32.67529, 866.3489, 1149.086, 211.6114, 473.4073, 844.7308, 1466.085, 542.806, 885.7655, 1815.304, 610.1581, 1466.173, 1055.551, 2485.157, 982.3541
388, 703.9611, 461.036, 0.02500649, 338.7821, 99.97264, 489.8927, 959.0684, 111.1419, 40.70423, 0.13449, 91.40366, 1489.45, 438.7603, 9.225457, 130.896, 0.0003588552, 511.8417, 16.24523, 461.786, 161.0681, 185.9725, 477.0005, 31.31086, 874.5827, 1098.073, 246.9745, 453.2289, 808.0035, 1404.059, 551.9402, 847.0823, 1923.603, 582.5287, 1447.924, 1009.871, 2497.349, 937.4186
388.1, 684.4869, 490.2638, 0.0239552, 381.0886, 95.75368, 466.3601, 1027.496, 106.2515, 38.92027, 0.1289391, 87.5985, 1425.25, 419.7586, 8.848845, 125.0125, 0.0003426205, 488.8087, 15.52726, 441.0696, 154.0008, 178.4693, 456.2258, 30.00341, 836.0099, 1134.638, 235.6398, 433.9106, 772.873, 1443.729, 524.3707, 830.697, 1842.363, 556.1504, 1456.839, 966.169, 2394.319, 894.5386
388.2, 676.6252, 469.5757, 0.0229481, 365.4874, 91.71276, 549.8191, 995.2845, 101.5763, 37.21449, 0.1236174, 83.95174, 1526.737, 401.5798, 8.487608, 119.3934, 0.0003271204, 466.8122, 14.84102, 507.3833, 147.2437, 171.2689, 436.3559, 28.75055, 799.1383, 1115.797, 224.8254, 415.4158, 739.27, 1382.649, 498.1783, 856.1125, 1889.42, 565.684, 1474.349, 924.3578, 2520.651, 853.6201
388.3, 647.2225, 449.7606, 0.02198334, 486.5329, 87.84238, 523.4079, 995.0411, 97.10684, 35.58348, 0.1185153, 80.4568, 1490.768, 437.3874, 8.141117, 114.0269, 0.0003123214, 445.8055, 14.18511, 484.6213, 140.783, 164.359, 417.3514, 27.55001, 820.6158, 1066.262, 214.5073, 397.7093, 801.4824, 1324.153, 695.0854, 818.7244, 1849.794, 540.0685, 1632.816, 884.356, 2540.807, 814.5732
388.4, 619.0974, 430.7817, 0.02105914, 466.6149, 84.13533, 498.2654, 950.1932, 92.83403, 34.02394, 0.1136238, 113.5976, 1573.475, 563.8902, 7.808772, 108.9016, 0.000298192, 425.7441, 13.55818, 462.8804, 134.6059, 157.7278, 399.1746, 26.3996, 784.4232, 1174.743, 204.6627, 380.7574, 766.6355, 1268.132, 660.3658, 782.969, 1898.514, 589.8813, 1562.315, 978.4553, 2454.716, 777.3125
388.5, 592.1945, 473.9685, 0.0201738, 447.5123, 80.58472, 474.3306, 978.6142, 216.5831, 32.53276, 0.1089341, 108.8685, 1505.654, 539.4694, 7.489993, 104.0067, 0.0002847017, 406.5855, 12.95897, 472.5371, 128.6997, 151.3642, 381.7894, 25.29723, 749.8268, 1122.592, 195.2699, 364.5282, 733.3036, 1246.166, 627.3804, 748.7751, 1877.124, 615.2737, 1494.858, 936.1124, 2375.589, 741.7562
388.6, 614.1227, 463.6601, 0.01932568, 429.1917, 77.18395, 526.7416, 934.5067, 207.0532, 31.10693, 0.1044381, 104.3362, 1530.314, 535.4056, 7.184228, 99.33181, 0.0002718218, 388.2891, 12.38623, 451.3383, 123.0527, 145.2574, 365.1614, 24.24089, 870.1934, 1072.755, 245.666, 489.7959, 701.421, 1291.477, 596.0427, 716.0746, 1797.847, 587.4127, 1430.313, 990.2822, 2447.578, 707.8263
388.7, 587.436, 444.0946, 0.01851321, 411.6212, 73.9267, 501.439, 892.3871, 197.9426, 29.74359, 0.1001276, 99.99268, 1633.189, 558.5695, 6.890946, 94.86704, 0.0002595246, 441.1041, 11.83881, 431.0906, 117.6535, 139.3969, 349.2577, 23.22866, 831.8141, 1129.678, 234.3915, 468.919, 670.9246, 1236.838, 566.2703, 714.7079, 1842.832, 560.8133, 1451.303, 947.4276, 2427.308, 675.4485
388.8, 561.9089, 425.3548, 0.0177349, 394.77, 70.80691, 672.8304, 920.1061, 206.9135, 28.44001, 0.09599498, 95.82995, 1635.016, 534.3791, 6.609636, 90.60295, 0.0002477836, 421.2543, 11.31559, 411.7512, 112.4912, 133.7728, 334.0465, 22.2587, 795.1276, 1079.527, 223.6343, 539.5569, 641.754, 1297.761, 537.985, 749.1198, 1871.637, 535.4183, 1404.849, 974.519, 2393.459, 644.5517
388.9, 589.2874, 407.4057, 0.01698931, 378.6086, 67.81877, 640.5103, 930.8472, 197.8091, 285.0814, 0.09203295, 180.451, 1671.845, 511.2364, 6.33981, 86.53053, 0.0002365739, 402.2978, 10.81548, 393.2793, 107.5554, 128.3757, 319.4979, 21.32924, 760.0591, 1031.603, 256.037, 516.5591, 613.8518, 1242.856, 511.1126, 759.1201, 1792.592, 511.1733, 1344.19, 932.3465, 2460.76, 615.0682
389, 563.6799, 390.2141, 0.01627507, 363.1089, 64.95674, 609.7426, 1017.854, 189.1053, 272.587, 0.08823445, 172.9388, 1599.784, 518.4561, 6.081, 82.64114, 0.0002258712, 424.3621, 10.33748, 375.6362, 102.8361, 123.1963, 305.5829, 20.43859, 726.5374, 1249.187, 244.2864, 494.5414, 587.1627, 1246.764, 485.5825, 725.9678, 1716.885, 488.0262, 1463.929, 946.7281, 2467.58, 586.9333
