 , C000, C005, C006, C007, C008, C010, C015, C016, C018, C019, C020, C021, C027, C028, C030, C031, C032, C033, C036, C044, C048, C049, C053, C057, C059, C063, C064, C066, C069, C070, C075, C076, C077, C078, C083, C102, C103, C105
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
308.2, 829.7407, 289.7258, 1253.365, 19.29076, 111.5303, 534.694, 97.14348, 362.6001, 1318.238, 2215.414, 0.9879715, 463.7203, 383.7168, 0.01879947, 705.1529, 825.1364, 655.217, 90.45967, 557.3259, 276.0652, 713.3495, 511.8094, 523.213, 1960.385, 70.19611, 949.7802, 176.2953, 208.6641, 843.2012, 334.155, 516.9703, 217.3277, 164.4665, 334.9685, 2.743726, 223.3125, 766.9388, 756.5828
308.3, 863.7025, 277.4088, 1198.056, 18.30147, 106.452, 512.6146, 93.14024, 345.9019, 1309.455, 2120.36, 0.9468555, 442.9326, 366.6243, 0.01798619, 797.7977, 789.6921, 628.2474, 86.78354, 526.212, 261.7235, 677.3156, 490.4645, 496.8539, 1874.064, 67.03115, 905.9713, 169.0527, 198.883, 806.03, 319.6798, 570.5447, 207.6163, 279.0079, 321.2359, 2.611503, 257.4845, 729.4511, 793.2155
308.4, 835.8273, 265.6154, 1248.917, 17.36292, 101.6049, 546.4322, 89.30198, 402.0945, 1256.557, 2172.846, 0.9074507, 423.0767, 350.2932, 0.01720809, 758.3183, 817.2067, 602.3878, 83.2568, 553.8678, 248.1268, 677.0907, 470.0098, 471.8228, 1872.629, 64.0089, 864.183, 162.1077, 189.5603, 840.5513, 305.8317, 545.2488, 198.3389, 265.5827, 308.0663, 2.485652, 244.133, 693.7958, 758.5275
308.5, 858.2587, 254.3234, 1193.804, 16.4725, 96.97858, 523.8681, 85.62189, 383.5775, 1250.741, 2143.714, 0.8696858, 404.1109, 334.6896, 0.01646365, 720.7926, 789.9253, 577.5927, 79.87338, 522.9469, 235.2365, 642.8884, 450.4081, 448.0527, 1790.172, 61.12291, 903.7709, 179.0368, 180.6747, 803.4969, 292.5834, 521.0745, 189.4761, 252.8034, 295.4366, 2.365866, 231.4738, 659.8832, 789.7641
308.6, 820.9396, 243.5115, 1141.123, 15.62774, 92.56287, 527.9202, 82.09345, 365.9134, 1200.215, 2069.064, 0.8334926, 385.9954, 351.8572, 0.01575142, 685.1238, 816.6779, 553.8181, 76.62746, 493.7522, 223.0159, 649.5656, 431.624, 490.8812, 1843.841, 58.36704, 883.7988, 171.6816, 172.2056, 842.0739, 279.9091, 582.7904, 181.0093, 240.6391, 345.3629, 2.251853, 219.471, 668.6522, 755.2271
308.7, 785.2432, 233.1591, 1195.652, 14.8263, 88.34821, 506.1205, 78.71042, 349.0626, 1173.079, 2076.329, 0.7988055, 368.6919, 336.184, 0.01506999, 651.2202, 829.3875, 677.9028, 73.51345, 486.4374, 211.4301, 616.7537, 413.6232, 466.151, 1893.544, 55.73543, 843.0333, 164.6286, 164.1334, 804.9523, 267.7838, 556.9516, 172.9208, 229.0601, 331.2041, 2.143334, 208.0906, 670.9085, 722.2004
308.8, 751.099, 223.2469, 1142.889, 14.06596, 84.32546, 485.2211, 75.4668, 451.3953, 1162.867, 2069.727, 0.7655621, 352.1641, 321.2088, 0.01441805, 618.9943, 793.7606, 677.3707, 85.75229, 489.2364, 200.4462, 635.4071, 396.3731, 486.3164, 1881.495, 53.22247, 849.3496, 169.8088, 156.4397, 769.4673, 260.1632, 532.2584, 165.1938, 299.4826, 427.5443, 2.040045, 197.3004, 638.1147, 805.5969
308.9, 718.4395, 271.07, 1233.818, 13.34462, 80.48588, 465.1846, 72.35685, 430.608, 1233.888, 1980.923, 0.7337021, 336.3773, 364.8219, 0.01379431, 588.363, 893.8033, 649.4891, 82.26746, 461.9237, 295.492, 633.1261, 379.8425, 539.1077, 1798.648, 50.82281, 810.1731, 162.8328, 149.1065, 880.934, 263.6493, 554.3247, 157.8121, 285.0722, 410.0164, 1.941733, 279.6579, 606.9238, 823.2543
309, 827.5707, 259.5461, 1226.623, 12.66027, 76.82112, 506.0795, 69.37506, 410.778, 1184.043, 1985.137, 0.703168, 321.2981, 358.6401, 0.01319756, 620.7011, 858.5817, 729.4231, 78.92425, 456.3927, 342.1578, 601.1446, 364.0012, 594.0609, 1978.984, 48.53135, 864.9746, 156.1433, 142.1172, 842.0994, 252.2283, 593.8893, 150.7602, 271.3551, 393.2071, 1.848159, 265.1566, 623.1078, 980.8213
309.1, 893.5435, 248.5121, 1172.494, 12.01101, 73.32323, 522.4701, 66.51615, 437.8466, 1191.458, 2053.664, 0.6739046, 306.8949, 342.6647, 0.01262662, 657.327, 890.7112, 737.3857, 75.7169, 430.9136, 324.3825, 570.7786, 348.8206, 564.1325, 1891.843, 46.3432, 825.0774, 156.4675, 135.4554, 872.4722, 241.3021, 567.5584, 144.0234, 258.2981, 377.0869, 1.759095, 251.4072, 623.7521, 937.9292
309.2, 854.6901, 283.0681, 1191.509, 11.39505, 69.98462, 500.8955, 63.77505, 423.5569, 1196.594, 1965.549, 0.6458591, 293.1373, 327.4008, 0.01208038, 624.7988, 852.4501, 707.0338, 72.63988, 406.8568, 307.5307, 541.9465, 334.2731, 535.7119, 1926.365, 44.25372, 840.0562, 193.1058, 129.1059, 914.1964, 230.8492, 542.3949, 137.5877, 245.8694, 423.6731, 1.674322, 238.3708, 593.2632, 896.9128
309.3, 817.5262, 271.0341, 1231.208, 10.81068, 66.79802, 480.2118, 61.14691, 404.0516, 1175.644, 1881.215, 0.6189806, 279.9965, 312.817, 0.01155777, 630.1217, 815.8326, 772.1683, 69.68792, 384.1431, 291.5544, 620.0577, 320.3323, 508.7231, 1921.617, 42.25843, 815.4376, 185.1727, 123.0541, 873.8954, 220.8491, 518.347, 131.4396, 234.0387, 406.3039, 1.593635, 226.0104, 633.1463, 857.6901
309.4, 795.653, 267.1015, 1246.287, 10.25627, 63.75651, 460.3821, 58.62708, 385.4446, 1128.152, 1800.5, 0.5932208, 267.4448, 298.8827, 0.01105777, 598.9399, 780.788, 740.3847, 66.85592, 362.6975, 276.408, 588.7363, 306.973, 483.0941, 1918.02, 40.35312, 859.0587, 177.5654, 117.2859, 835.3712, 211.2822, 495.3654, 125.5661, 255.087, 389.6468, 1.516836, 214.2909, 716.8707, 820.1826
309.5, 761.0562, 285.9981, 1191.29, 9.730299, 60.85349, 441.3713, 56.21108, 367.6945, 1139.836, 1901.947, 0.5685331, 255.4557, 285.5691, 0.0105794, 611.2534, 887.699, 709.9094, 64.13901, 342.4491, 450.9698, 558.9971, 294.1707, 458.7561, 1868.814, 38.5337, 819.4343, 170.2707, 111.7881, 798.5452, 202.1297, 473.4027, 119.9552, 242.8127, 373.6725, 1.443738, 203.1791, 681.8303, 784.3154
309.6, 735.821, 348.7769, 1188.727, 9.2313, 58.08266, 423.1456, 53.89465, 440.2301, 1123.916, 1820.342, 0.5448727, 244.0041, 272.8486, 0.01012172, 601.8977, 849.5673, 680.6885, 61.53251, 323.3311, 427.5417, 530.7601, 281.9024, 435.6443, 1786.525, 36.79632, 825.7824, 163.2757, 106.548, 763.3426, 221.7536, 562.4398, 114.5949, 255.6969, 358.3532, 1.374163, 192.6435, 648.5027, 750.0167
309.7, 853.3809, 333.9495, 1270.08, 8.757892, 55.43798, 405.6724, 51.67368, 419.957, 1078.514, 1835.826, 0.522197, 233.0659, 260.6947, 0.009683846, 572.1125, 813.0736, 652.6704, 59.03193, 330.948, 405.3307, 503.9495, 270.1457, 413.6969, 1775.144, 35.13728, 787.6929, 194.5614, 101.5536, 865.6827, 212.1475, 565.6501, 109.4742, 366.4921, 408.8601, 1.307941, 182.6542, 616.8041, 717.2178
309.8, 816.2739, 319.7525, 1214.033, 8.308761, 52.91373, 388.9207, 49.54423, 474.3354, 1224.887, 1799.692, 0.500465, 222.6179, 332.5943, 0.009264913, 602.2352, 955.1412, 625.8055, 56.63297, 312.4721, 384.2736, 607.2615, 258.8794, 560.3887, 1825.963, 33.55303, 808.6415, 186.5685, 96.79327, 827.5205, 202.9576, 644.8264, 104.5823, 348.8573, 434.2984, 1.24491, 295.8568, 586.6549, 897.3564
309.9, 825.7595, 306.159, 1160.46, 42.66187, 50.50442, 372.8608, 47.50253, 452.4917, 1191.442, 1979.677, 0.4796374, 212.6384, 317.7791, 0.008864104, 636.1282, 914.1125, 600.0465, 54.3315, 295.0276, 364.3104, 603.1421, 248.0829, 532.1567, 1745.561, 32.04022, 771.3427, 178.9039, 92.25608, 791.0406, 194.1657, 616.2371, 99.90905, 332.0711, 416.4936, 1.184917, 364.0784, 557.9794, 858.1143
310, 826.8169, 293.1433, 1149.604, 40.47404, 48.20481, 452.1925, 45.54498, 569.0414, 1143.311, 1894.737, 0.4596766, 203.1062, 303.6238, 0.008480634, 688.4056, 874.8463, 670.2433, 52.12355, 278.5571, 345.3843, 612.1758, 237.7366, 505.347, 1762.075, 30.59561, 770.9944, 171.5542, 87.93157, 841.5769, 185.7547, 618.5444, 95.44458, 316.0926, 460.3579, 1.127814, 345.1996, 530.7056, 858.2696
310.1, 818.3621, 280.6811, 1162.474, 100.8478, 46.00991, 433.5199, 43.66809, 542.8364, 1147.981, 1962.857, 0.4405464, 194.0013, 290.099, 0.008113753, 654.3396, 837.2667, 667.2916, 50.00534, 392.0271, 327.4415, 581.2526, 227.8219, 479.888, 1719.721, 29.21614, 735.4321, 164.5064, 83.80978, 868.9745, 217.621, 591.1204, 91.17961, 300.8829, 441.4848, 1.073464, 327.2997, 566.4997, 820.7368
310.2, 806.1037, 268.7486, 1111.175, 125.5815, 43.91494, 415.6183, 41.86855, 527.5159, 1164.677, 1878.639, 0.4222124, 185.3046, 337.8775, 0.007762744, 664.3031, 871.5201, 639.8249, 47.97321, 370.1413, 310.4307, 551.8914, 218.3206, 455.7116, 1713.455, 27.89886, 701.5101, 173.7149, 79.88119, 830.6672, 208.194, 594.9014, 87.10522, 286.4051, 423.3853, 1.021733, 310.328, 538.8094, 784.8453
310.3, 771.0524, 257.3234, 1163.655, 119.1413, 41.91537, 398.456, 40.14316, 512.2542, 1117.628, 1940.798, 0.4046414, 176.9977, 326.2806, 0.00742692, 631.4297, 931.5855, 721.9827, 46.02365, 397.471, 294.3037, 524.0134, 209.2156, 432.7532, 1832.559, 26.64098, 701.1134, 192.0781, 76.13675, 868.563, 199.1753, 658.2699, 83.2129, 272.6239, 406.0279, 0.9724944, 294.2364, 512.4725, 833.7126
310.4, 741.1334, 246.3839, 1112.305, 113.0314, 40.00684, 452.6324, 38.48888, 488.6643, 1156.878, 1857.526, 0.3878016, 169.0632, 311.7466, 0.007105624, 600.1832, 896.8397, 692.2648, 44.15333, 397.3974, 279.0145, 558.0778, 200.4903, 410.9514, 1751.867, 25.43981, 668.7744, 206.4635, 72.56783, 830.2738, 190.5472, 629.0846, 79.49451, 259.5059, 478.192, 0.925629, 278.9791, 520.7675, 846.4268
310.5, 793.6154, 235.9095, 1139.024, 107.2348, 38.18521, 433.9416, 36.90277, 474.5637, 1128.771, 1877.57, 0.3716627, 161.4844, 297.86, 0.006798227, 650.5618, 858.3154, 663.7702, 42.35901, 375.2118, 264.5196, 566.9527, 192.1289, 390.248, 1730.725, 24.2928, 667.2558, 282.2815, 69.16621, 793.6725, 225.4986, 601.1932, 75.94227, 247.019, 458.5877, 0.8810221, 264.513, 540.8481, 809.4119
310.6, 759.1071, 225.8803, 1088.76, 101.7355, 36.44653, 416.0226, 35.38203, 519.7968, 1146.884, 1863.628, 0.3561954, 154.2454, 284.592, 0.006504129, 618.3685, 821.4459, 747.1073, 40.63761, 354.2647, 250.7776, 575.6627, 184.1162, 370.5876, 1746.644, 23.1975, 636.4785, 270.6848, 65.92404, 758.6847, 224.5592, 574.5385, 72.54877, 235.133, 553.9427, 0.8385648, 250.797, 514.4116, 774.0156
310.7, 726.0994, 216.2776, 1040.715, 96.51817, 34.78702, 398.8436, 33.92395, 495.8595, 1127.069, 1798.771, 0.3413718, 147.3308, 342.6008, 0.006222754, 587.7682, 829.418, 777.5992, 38.98617, 334.4871, 237.7496, 546.5839, 176.4377, 351.9176, 1775.66, 22.15159, 660.3808, 259.5646, 62.83385, 725.2393, 214.8316, 549.0656, 69.3069, 223.819, 531.2329, 0.7981536, 237.7923, 582.0538, 862.9397
310.8, 735.8605, 207.0831, 994.7892, 91.56843, 33.20306, 382.374, 32.52596, 473.0246, 1108.258, 1823.701, 0.3271651, 140.7263, 340.8266, 0.005953552, 558.6823, 816.0002, 745.5922, 37.40184, 315.8136, 225.3984, 518.974, 169.0794, 334.1883, 1738.33, 21.15283, 629.9205, 255.0547, 59.88851, 693.2682, 205.5254, 524.722, 66.2099, 213.0493, 509.4541, 0.7596898, 225.4618, 553.6031, 978.279
310.9, 703.8636, 198.2794, 950.8905, 86.87252, 31.69123, 366.5844, 31.18558, 458.7239, 1110.705, 1929.101, 0.3135496, 134.4178, 325.6446, 0.005695995, 531.0356, 802.639, 714.9025, 35.88189, 298.1826, 213.6889, 492.7587, 162.028, 317.3521, 1661.786, 20.19911, 600.8652, 317.0324, 57.08123, 662.7066, 196.6223, 501.4577, 63.25129, 280.4615, 488.5681, 0.7230796, 213.7708, 663.8453, 935.498
311, 673.2579, 189.8501, 1009.987, 82.41743, 30.24824, 351.4469, 29.90044, 437.5991, 1105.999, 1846.331, 0.3005008, 128.3921, 311.1389, 0.005449581, 504.757, 769.3726, 685.4761, 34.42371, 329.7551, 202.5876, 497.2293, 155.2706, 301.3641, 1665.892, 19.28839, 573.1501, 304.0081, 54.40554, 679.8681, 188.1048, 526.8878, 60.42488, 266.9663, 468.5385, 0.6882337, 298.3358, 631.3967, 894.588
311.1, 760.7638, 181.7791, 993.2018, 78.19082, 28.87095, 388.7134, 28.66825, 418.9537, 1061.321, 1847.456, 0.287995, 122.6365, 297.2794, 0.005213827, 479.7789, 818.4108, 779.4636, 33.02479, 328.2275, 192.0631, 523.0434, 148.7951, 286.1816, 1703.242, 18.41873, 610.2396, 291.5189, 51.85528, 700.8427, 179.9564, 522.3588, 57.72478, 254.1205, 449.3299, 0.6550671, 282.8659, 600.5342, 855.4669
311.2, 727.684, 174.0511, 949.3731, 74.18096, 27.55637, 372.6621, 27.48685, 399.6604, 1066.951, 1768.189, 0.2760097, 117.1389, 284.0373, 0.004988272, 456.0369, 783.2554, 747.3798, 37.36798, 376.0241, 182.0854, 712.0591, 142.5896, 271.764, 1628.243, 17.58828, 582.0921, 279.5428, 49.42456, 731.8187, 172.1609, 515.5878, 55.14533, 241.8927, 430.9088, 0.6234988, 268.1983, 632.2376, 818.0566
311.3, 800.7333, 166.6518, 1102.749, 70.37674, 26.30165, 357.2736, 26.35413, 398.0602, 1147.318, 1789.86, 0.2645231, 111.8878, 271.385, 0.004772474, 567.7581, 785.3294, 716.6166, 35.8494, 355.0317, 172.6259, 766.8646, 136.643, 258.0727, 1696.403, 16.79527, 702.1006, 268.0587, 47.10778, 789.0093, 164.7031, 492.7285, 52.68114, 230.2534, 413.243, 0.5934518, 254.2912, 601.334, 782.2823
311.4, 765.9155, 159.567, 1054.086, 66.76761, 25.10406, 342.5205, 25.26809, 386.7183, 1100.97, 1781.417, 0.2535146, 106.8721, 259.2963, 0.004566012, 539.6624, 751.5951, 687.1196, 34.39254, 335.2113, 163.6579, 728.1275, 130.9443, 245.0712, 1621.706, 16.03802, 669.716, 257.0463, 44.8996, 754.2271, 157.5684, 498.6508, 50.32707, 219.1741, 396.3014, 0.5648528, 284.1627, 571.941, 748.0725
311.5, 815.2049, 152.7834, 1041.404, 63.34357, 23.961, 328.3766, 24.2268, 374.8657, 1056.494, 1780.039, 0.2429642, 102.0812, 247.7461, 0.004368482, 512.9569, 719.3099, 658.8368, 32.99489, 316.4973, 155.1558, 691.3472, 125.4833, 232.7247, 1550.298, 15.31491, 638.8251, 246.4864, 42.79493, 828.257, 150.7427, 476.5424, 48.07819, 208.6279, 380.0543, 0.537632, 269.4278, 633.3696, 715.3587
311.6, 779.7579, 146.2882, 995.4484, 60.09512, 22.86999, 314.8168, 23.22843, 357.6027, 1013.815, 1832.785, 0.2328529, 97.50507, 236.7104, 0.004179497, 487.573, 688.4114, 631.7181, 73.20187, 314.1847, 147.0954, 740.7076, 120.25, 221.0002, 1631.759, 14.6244, 681.1093, 236.3603, 40.78891, 901.4205, 144.2127, 502.7731, 45.9298, 198.5892, 412.8894, 0.511723, 274.6023, 602.4107, 684.0755
311.7, 745.8522, 140.0691, 1032.785, 57.01326, 21.82865, 301.817, 22.2712, 341.1347, 997.1467, 1754.147, 0.2231624, 93.1341, 226.1662, 0.003998687, 509.8767, 681.0403, 605.7157, 70.22707, 296.6446, 139.4538, 730.0921, 115.235, 209.8664, 1644.929, 13.96502, 703.6395, 226.6502, 38.87693, 861.6828, 137.9656, 480.482, 43.87741, 189.0336, 395.9622, 0.4870626, 260.3631, 572.9651, 654.1603
311.8, 713.4208, 134.1144, 987.2095, 54.08945, 20.83473, 289.3539, 21.35341, 358.8926, 1078.183, 1678.884, 0.2138751, 88.95907, 216.0918, 0.0038257, 484.6453, 739.018, 580.7836, 67.37316, 326.7305, 132.2091, 693.2125, 110.4292, 199.2934, 1647.258, 13.33538, 671.1839, 217.339, 37.05457, 823.6969, 131.9891, 599.0333, 41.91674, 179.9377, 428.1495, 0.4635906, 266.8678, 564.3159, 625.5534
311.9, 682.3995, 128.4128, 1013.805, 51.31558, 19.88607, 277.4055, 20.47345, 342.3652, 1075.37, 1682.952, 0.2049744, 84.9712, 206.4661, 15.91428, 505.07, 707.273, 556.8777, 64.63523, 308.49, 125.3407, 763.7612, 105.8238, 189.2532, 1598.897, 12.73412, 640.2253, 208.4103, 35.31764, 865.1828, 126.2715, 572.4744, 40.04368, 171.2795, 410.5967, 0.4412497, 302.7889, 634.9436, 598.1974
312, 709.8832, 122.9537, 1021.152, 48.68396, 18.9806, 265.9504, 19.62975, 400.7417, 1031.928, 1610.743, 0.1964441, 81.16209, 197.2692, 79.81664, 480.0764, 743.1405, 533.9558, 62.00856, 325.3089, 118.8292, 725.1809, 101.4104, 179.7188, 1564.544, 12.15998, 610.6948, 199.8484, 33.66212, 846.2953, 120.8016, 547.0929, 38.25431, 163.0379, 393.7636, 0.4199854, 287.0882, 616.0669, 572.0378
312.1, 732.1599, 117.7266, 1046.686, 46.1873, 18.11636, 288.8224, 18.82081, 382.287, 1082.546, 1541.633, 0.1882688, 77.52374, 188.4819, 76.36369, 580.5999, 769.9171, 511.9774, 59.48864, 307.1478, 112.656, 748.8307, 97.18111, 170.6646, 1636.531, 11.61172, 729.5401, 191.6383, 32.08421, 828.7475, 115.5686, 522.8368, 36.54491, 155.1929, 377.6206, 0.3997459, 272.2016, 634.2598, 547.0221
312.2, 700.3239, 112.7217, 1073.568, 43.81868, 17.29147, 334.461, 18.04522, 379.5737, 1109.117, 1504.452, 0.1804337, 74.04849, 180.0861, 121.9278, 551.8686, 786.3795, 490.9037, 57.07112, 315.302, 106.8035, 711.0046, 93.12819, 162.0667, 1564.47, 11.08817, 695.8898, 183.7654, 30.58026, 792.2135, 110.5623, 499.6561, 34.91189, 181.2854, 416.7997, 0.3804818, 343.9774, 603.2573, 523.1004
312.3, 669.8721, 107.9296, 1070.143, 41.57153, 16.50414, 320.65, 17.30158, 384.9452, 1064.312, 1439.902, 0.1729246, 70.72903, 172.0643, 157.7704, 524.5591, 752.6001, 470.6974, 62.50728, 297.6996, 101.255, 749.6321, 89.2443, 153.9019, 1625.22, 10.58824, 663.7917, 176.216, 29.14681, 873.6948, 105.7729, 477.5031, 33.35184, 172.5624, 501.0121, 0.362146, 326.1409, 573.7703, 500.2248
312.4, 640.7445, 103.3413, 1157.183, 39.43961, 15.75265, 307.4092, 16.58859, 367.218, 1021.317, 1478.876, 0.1657281, 67.55838, 164.3998, 150.9451, 605.6537, 854.521, 451.3228, 59.96709, 281.0798, 95.99474, 711.7654, 85.52238, 146.1484, 1578.652, 10.11084, 633.1741, 168.9767, 27.78055, 835.1793, 101.1909, 456.3324, 31.8615, 164.2591, 480.4723, 0.3446939, 309.2293, 545.7246, 478.3496
312.5, 650.6339, 98.94796, 1133.683, 37.41703, 41.49728, 294.7152, 15.90498, 350.3073, 980.0594, 1473.825, 0.1588311, 64.52986, 157.0767, 144.4151, 575.6827, 817.8145, 432.7458, 101.4127, 279.09, 91.00777, 714.7447, 81.9557, 138.7856, 1672.921, 9.654974, 663.4933, 162.0348, 26.47833, 833.7722, 96.80747, 436.1003, 30.43776, 233.1878, 460.7745, 0.3280827, 293.1946, 519.0497, 457.431
312.6, 622.3428, 94.74142, 1122.384, 35.49817, 39.60779, 282.5454, 15.24955, 372.7297, 940.4683, 1511.219, 0.1522211, 61.6371, 150.0798, 138.1675, 547.1948, 782.6848, 414.9333, 97.29144, 263.5091, 86.27987, 836.6188, 78.53775, 281.7195, 1709.5, 9.219658, 632.8895, 155.3781, 25.23716, 976.3304, 92.61389, 416.7652, 29.07764, 221.9673, 441.8842, 0.3122721, 277.9914, 570.1393, 437.4272
312.7, 595.2819, 90.71372, 1072.854, 33.67772, 37.80433, 300.5482, 14.62112, 355.565, 1022.787, 1446.379, 0.1458862, 58.87402, 143.3945, 132.1903, 520.1166, 749.064, 397.8541, 93.33768, 283.3735, 81.79759, 923.7838, 75.26235, 267.5267, 1790.962, 8.803968, 784.8779, 148.9949, 24.05417, 980.9073, 88.60197, 398.2873, 27.7783, 211.2868, 495.5997, 0.2972234, 263.5765, 542.2711, 660.0104
312.8, 640.9306, 86.85725, 1146.255, 31.95062, 36.08299, 288.1375, 14.01859, 339.1909, 1019.543, 1403.893, 0.1398149, 56.23481, 137.0071, 126.4716, 520.3049, 716.8875, 381.4778, 89.54459, 360.8031, 293.8686, 917.1641, 72.12355, 254.0489, 1712.101, 8.407022, 906.3154, 142.8739, 22.92663, 937.6656, 84.76385, 380.6287, 26.53702, 201.1201, 475.2817, 0.2829, 289.4414, 630.2396, 631.1476
312.9, 613.0614, 83.16472, 1095.673, 30.3121, 129.1813, 308.7544, 13.44089, 323.5707, 1008.877, 1429.712, 0.1339963, 53.71391, 130.9042, 121.0003, 575.6702, 734.9108, 365.7756, 85.90565, 340.6605, 278.602, 870.8348, 69.11565, 268.6636, 1636.712, 8.027972, 967.3544, 137.0044, 21.85194, 977.9723, 81.09198, 363.753, 25.3512, 191.4427, 455.7967, 0.2692668, 330.5678, 640.1862, 603.5471
313, 586.4041, 79.62917, 1121.203, 28.75761, 134.5255, 296.0049, 12.887, 308.6699, 968.1218, 1405.062, 0.1284199, 51.30601, 125.0732, 115.7657, 547.1829, 703.3423, 350.7198, 82.41459, 321.6424, 264.1285, 826.8458, 66.2332, 255.1286, 1671.981, 7.666013, 922.7349, 131.376, 20.82763, 982.4437, 77.57918, 347.6255, 24.21838, 182.2309, 437.1105, 0.2562905, 313.4266, 608.8941, 577.1534
313.1, 560.9058, 76.24393, 1071.726, 27.28283, 128.4002, 404.345, 12.35593, 294.4553, 971.9454, 1519.871, 0.1230755, 49.00605, 119.5018, 110.7576, 547.6309, 673.1298, 336.2837, 79.0654, 303.6859, 250.4069, 894.5183, 63.47096, 369.9928, 1598.359, 7.320373, 932.7274, 125.9789, 19.85133, 939.1342, 74.21854, 332.213, 23.13617, 173.4624, 419.1904, 0.2439396, 297.1743, 579.1315, 551.9141
313.2, 551.3401, 73.0026, 1055.526, 25.88368, 122.5538, 387.6482, 11.84675, 280.8953, 979.0626, 1454.659, 0.1179535, 46.8092, 114.1787, 105.9661, 520.5311, 710.9301, 322.4417, 75.85231, 286.732, 237.3981, 914.8374, 60.82392, 351.3528, 1608.25, 6.990317, 995.7911, 120.8034, 18.9208, 897.7339, 71.00349, 317.4839, 22.10233, 165.1157, 478.6878, 0.2321839, 281.7647, 550.8238, 527.7784
313.3, 527.3666, 69.89907, 1083.449, 24.55629, 116.9736, 438.1211, 11.35855, 267.9598, 1009.18, 1392.246, 0.1130447, 44.71083, 109.0927, 101.3819, 494.7724, 680.3916, 309.1696, 86.98035, 308.3828, 225.0652, 967.7025, 58.28727, 333.6519, 1679.179, 6.675143, 949.8599, 115.8406, 18.03389, 858.1588, 67.9277, 387.4635, 21.11468, 157.1707, 459.0631, 0.2209948, 267.1542, 523.8997, 504.6983
313.4, 546.0951, 66.92748, 1035.638, 23.29697, 111.6474, 420.0296, 10.89047, 255.6199, 968.4121, 1403.129, 0.1083402, 42.70652, 104.2332, 96.996, 470.2884, 651.1649, 296.4437, 94.63303, 291.1666, 213.3729, 974.5183, 55.85641, 316.8428, 1667.426, 6.374179, 964.1021, 111.0816, 17.18855, 1015.899, 64.98516, 416.0437, 20.17116, 149.608, 440.243, 0.2103448, 253.3012, 498.2917, 482.6274
313.5, 522.3496, 64.08222, 989.9369, 22.10223, 106.5638, 423.8641, 10.44168, 343.4579, 967.9675, 1371.546, 0.1038314, 40.79207, 99.59018, 125.7014, 472.2937, 623.1937, 284.2417, 90.7873, 274.9116, 202.2881, 988.6675, 53.52693, 300.8805, 1664.685, 6.086784, 919.6326, 106.5182, 16.38284, 1139.827, 62.17009, 484.1637, 131.3612, 245.114, 422.1945, 0.2002081, 240.1666, 562.4539, 461.5217
313.6, 499.6366, 232.4009, 1003.439, 20.96876, 101.7116, 406.3613, 10.01138, 327.6413, 928.8648, 1400.749, 0.09951033, 38.96344, 131.1124, 120.2634, 448.9221, 637.9734, 272.5419, 88.78642, 277.2717, 191.7792, 977.9965, 51.2946, 285.7224, 1715.895, 5.812348, 877.2142, 102.1422, 15.61489, 1089.58, 59.47696, 462.6976, 125.4913, 259.1758, 404.8859, 0.1905599, 227.7131, 534.9614, 441.339
313.7, 477.9113, 222.5209, 1017.409, 19.89342, 97.08041, 389.5812, 9.598818, 312.553, 1043.202, 1459.294, 0.09536906, 37.21678, 125.2721, 165.3792, 534.9506, 673.3317, 261.3237, 85.17828, 275.7271, 357.4835, 962.2523, 49.15537, 271.3279, 1908.346, 5.550285, 904.9402, 97.94604, 14.88294, 1041.548, 56.90049, 442.1833, 168.2731, 246.7048, 447.3588, 0.1813766, 215.9053, 508.8126, 639.5498
313.8, 465.0182, 213.061, 1170.227, 18.87323, 92.66006, 373.494, 9.203255, 298.1596, 1024.013, 1581.824, 0.09140013, 35.54842, 119.6919, 158.2247, 569.2142, 670.3682, 414.3763, 81.71678, 260.334, 408.1982, 1130.22, 47.10536, 257.6586, 2085.102, 5.300038, 904.3646, 93.92224, 14.1853, 1092.508, 54.43563, 422.5785, 224.7046, 234.834, 429.0186, 0.1726359, 204.7098, 483.942, 705.4606
313.9, 477.5602, 278.8978, 1145.579, 70.35114, 88.44098, 358.0711, 8.823993, 284.429, 1084.102, 1656.628, 0.08759638, 33.95485, 114.3603, 151.3798, 541.0463, 676.3331, 397.32, 78.39595, 245.8002, 386.9922, 1092.109, 45.14084, 244.6779, 2035.532, 5.061074, 1069.31, 90.06374, 13.52036, 1132.378, 52.07755, 403.8429, 285.5616, 223.5343, 411.4302, 0.1643164, 194.0949, 460.2871, 674.6103
314, 491.6053, 267.0411, 1145.875, 66.74332, 84.41401, 343.2851, 8.460361, 271.3307, 1040.307, 1585.549, 0.08395092, 32.43271, 109.2662, 144.8309, 514.2724, 647.2808, 488.6884, 75.21007, 232.0779, 366.8877, 1050.773, 43.25825, 232.3512, 1989.82, 4.832884, 1019.987, 86.36376, 12.8866, 1122.986, 49.82161, 385.938, 272.8012, 212.7783, 394.5629, 0.1563979, 306.9072, 564.099, 645.1091
