 , C000, C001, C002, C003, C005, C006, C007, C008, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C023, C025, C028, C029, C030, C031, C033, C039, C045, C046, C051, C054, C097
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
80.59999999999999, 469.9528, 186.166, 593.3702, 361.8343, 1482.308, 1403.55, 282.9123, 599.2067, 1084.631, 571.1421, 663.2546, 1213.062, 661.0964, 1099.399, 282.6575, 710.772, 354.6702, 521.0862, 668.2056, 715.5648, 37.49186, 348.0712, 298.5355, 579.8078, 1184.097, 496.4374, 738.4537, 334.1137, 1663.401, 1014.397, 997.155, 881.091, 583.0901
80.7, 446.8481, 176.7672, 620.9172, 345.8876, 1404.676, 1335.876, 269.4685, 563.1327, 1116.474, 538.0934, 632.2919, 1141.757, 657.8641, 1140.828, 358.5303, 873.4331, 333.9548, 523.3061, 703.36, 679.2466, 35.95325, 330.4071, 284.0448, 566.274, 1127.536, 471.36, 703.2269, 316.0316, 1688.163, 988.7575, 1329.299, 1182.148, 554.605
80.8, 424.8793, 167.8428, 660.5256, 330.6437, 1331.11, 1398.562, 256.6635, 529.2305, 1053.771, 506.9571, 602.7747, 1168.389, 623.6472, 1091.533, 499.3942, 825.0527, 314.4494, 499.1462, 668.8972, 644.7718, 51.70607, 313.6394, 270.2574, 674.265, 1175.897, 548.3641, 734.0562, 298.928, 1665.458, 957.9569, 1521.609, 1178.472, 527.5114
80.90000000000001, 403.9906, 159.369, 630.0914, 316.0716, 1261.397, 1330.34, 244.467, 497.3693, 1017.054, 477.6224, 574.6353, 1211.665, 591.2099, 1044.369, 475.0921, 779.3522, 296.0833, 476.1017, 676.347, 612.0467, 49.58412, 297.7227, 257.1393, 713.6767, 1268.336, 520.6636, 780.9494, 458.1105, 1748.633, 981.0153, 1587.965, 1189.797, 501.7414
81, 384.1288, 151.323, 601.0594, 302.1418, 1357.809, 1349.095, 232.8501, 489.3876, 1047.786, 519.714, 547.8096, 1140.442, 560.4598, 1026.084, 468.5534, 736.183, 356.3802, 454.1212, 643.2078, 580.9825, 47.54926, 282.6136, 244.658, 1010.651, 1207.752, 494.3623, 743.6954, 433.3177, 1768.398, 927.9089, 1507.873, 1164.029, 910.9487
81.09999999999999, 448.7393, 143.6832, 573.3652, 288.8258, 1286.698, 1416.418, 221.7852, 459.925, 1054.498, 570.9752, 522.2362, 1165.369, 531.309, 1033.673, 445.7522, 695.4051, 368.8339, 433.1554, 611.6923, 551.4951, 45.5979, 268.2714, 232.7825, 1071.268, 1192.957, 469.3897, 778.5007, 409.8667, 1707.048, 1091.049, 1565.333, 1110.99, 1348.524
81.2, 426.6775, 136.4292, 546.947, 276.0967, 1219.311, 1356.006, 211.2462, 432.2362, 995.2757, 537.9362, 497.8567, 1143.234, 503.6745, 989.0085, 424.0605, 725.0386, 347.2913, 413.1576, 581.721, 523.5042, 43.72662, 254.657, 221.4834, 1049.758, 1240.628, 445.6786, 741.3635, 387.6848, 1654.165, 1031.986, 1514.333, 1080.92, 1854.416
81.3, 460.4727, 129.5413, 558.8085, 263.9286, 1155.453, 1326.004, 201.2079, 406.2143, 1004.169, 554.4193, 474.6152, 1157.221, 477.4773, 946.274, 403.4243, 684.878, 327.0069, 394.083, 553.2182, 496.9339, 41.93214, 241.7335, 210.7327, 1088.676, 1181.367, 423.1652, 759.5151, 366.7034, 1682.423, 976.1201, 1437.955, 1031.668, 2260.27
81.40000000000001, 437.8341, 123.0012, 533.061, 252.2968, 1166.422, 1293.788, 191.6466, 566.9288, 947.7732, 522.3383, 452.4587, 1089.198, 452.6426, 905.3861, 435.4232, 646.9418, 307.9073, 375.8891, 537.1832, 471.7123, 40.21131, 229.4659, 200.5039, 1035.258, 1170.99, 401.7891, 723.2836, 346.8575, 1600.36, 976.9285, 1426.794, 1118.062, 2308.506
81.5, 513.8548, 116.7913, 556.5119, 241.1776, 1199.533, 1230.677, 182.5397, 532.7981, 894.5448, 492.1136, 431.3366, 1097.192, 429.0997, 928.673, 414.2342, 611.1071, 289.9232, 358.5351, 510.8626, 447.7708, 38.56109, 217.8208, 190.7716, 1118.89, 1278.413, 554.8912, 688.7805, 328.0857, 1556.814, 924.0434, 1472.485, 1067.118, 2356.111
81.59999999999999, 488.5917, 110.8949, 530.8702, 230.5485, 1235.755, 1170.644, 173.8655, 500.7221, 873.3504, 463.6378, 411.2005, 1032.698, 406.7812, 930.8679, 414.7382, 577.2572, 272.9896, 341.9823, 485.8317, 425.0443, 36.9786, 206.7667, 181.5117, 1063.99, 1217.347, 526.861, 655.9232, 310.3298, 1512.793, 975.9075, 1579.452, 1018.496, 2269.799
81.7, 545.1172, 105.2962, 506.41, 220.3878, 1220.327, 1131.346, 165.6036, 572.1278, 824.3017, 436.8098, 392.0045, 1069.386, 385.6237, 903.5986, 394.5558, 545.2823, 257.045, 326.1938, 568.7013, 403.4714, 35.46104, 196.2736, 172.7012, 1011.784, 1159.198, 500.2467, 624.6334, 293.5349, 1527.539, 923.0777, 1624.033, 1040.008, 2341.76
81.8, 518.3172, 99.98018, 483.0768, 210.6749, 1186.199, 1076.159, 157.7342, 537.6841, 778.0076, 411.5342, 373.7045, 1006.527, 445.0494, 1000.244, 375.3554, 515.0785, 260.7259, 408.8044, 540.8364, 382.9934, 34.00577, 186.313, 164.3185, 985.8322, 1161.103, 474.9768, 594.8362, 277.6489, 1522.993, 873.1077, 1542.121, 1041.359, 2415.471
81.90000000000001, 564.0298, 94.93253, 565.1828, 201.39, 1124.076, 1268.351, 150.2388, 505.3139, 791.0253, 450.2785, 356.2589, 1017.435, 421.9014, 957.0244, 532.1948, 486.5477, 245.4975, 389.9308, 514.3369, 363.5547, 32.61022, 176.8579, 156.3425, 937.4611, 1242.776, 450.9834, 566.4604, 262.6226, 1448.707, 927.2415, 1609.251, 1101.324, 2434.06
82, 536.2999, 90.13971, 551.7867, 192.5144, 1150.267, 1247.205, 143.0995, 474.8926, 776.6782, 451.2749, 339.6276, 957.6295, 399.9574, 948.3189, 506.2965, 531.723, 231.1587, 402.0597, 489.1357, 345.1027, 31.27194, 167.8826, 148.7538, 970.2695, 1183.412, 428.2021, 539.4382, 248.4095, 1378.044, 877.0461, 1528.085, 1051.143, 2526.755
82.09999999999999, 509.9333, 85.58887, 606.1529, 184.0299, 1121.469, 1221.916, 136.2995, 553.7128, 748.6522, 546.7405, 323.7728, 939.4595, 392.6911, 1009.622, 580.9185, 583.8347, 217.6573, 598.6841, 465.1693, 366.9944, 29.98858, 159.3628, 141.5334, 947.1979, 1216.089, 406.5715, 513.7051, 234.9657, 1310.828, 986.2394, 1564.09, 1003.249, 2476.332
82.2, 484.863, 81.26778, 632.33, 175.9194, 1149.956, 1193.75, 129.8227, 520.3777, 716.9119, 515.1038, 308.6581, 884.2371, 372.2664, 1000.185, 552.6492, 551.4954, 204.9445, 584.5969, 604.9606, 363.2764, 65.16136, 151.2754, 134.6635, 900.7224, 1158, 485.7194, 541.5609, 222.2494, 1308.287, 948.1327, 1515.984, 1040.312, 2375.708
82.3, 461.0252, 77.16485, 692.317, 168.1663, 1089.73, 1178.824, 123.6536, 489.0494, 676.649, 485.2978, 294.249, 832.2607, 539.2698, 956.968, 697.2227, 520.9475, 291.8544, 557.6074, 646.995, 403.5329, 62.48723, 143.5983, 128.127, 989.3442, 1193.195, 576.1058, 701.1013, 210.2213, 1443.027, 968.1059, 1623.277, 992.9111, 2430.228
82.40000000000001, 478.252, 73.26906, 660.418, 160.7549, 1032.659, 1217.501, 117.7776, 469.7829, 708.0374, 457.2164, 280.5126, 872.973, 511.2212, 1031.977, 663.2936, 492.0917, 339.2243, 638.9826, 635.4069, 505.3853, 59.92284, 136.3109, 121.9078, 972.194, 1397.42, 770.8874, 705.743, 394.5685, 1522.383, 1097.396, 1572.673, 947.6697, 2354.767
82.5, 559.4897, 69.56995, 684.1054, 153.6701, 1139.878, 1158.111, 112.1809, 441.5006, 729.9189, 430.7599, 267.4174, 905.6807, 484.6315, 1054.351, 792.415, 639.8018, 395.3473, 640.7234, 727.1628, 479.7346, 57.46368, 129.3933, 115.9905, 924.4921, 1330.669, 731.9462, 675.0033, 373.2146, 1465.121, 1037.989, 1546.629, 904.4897, 2314.352
82.59999999999999, 597.691, 66.05761, 686.3247, 146.8976, 1080.18, 1102.234, 106.8502, 442.8111, 727.1423, 405.8344, 370.1854, 1005.381, 459.4247, 1008.793, 801.5911, 604.3625, 406.7843, 611.1426, 852.5797, 455.3859, 55.10545, 162.493, 110.3604, 910.4946, 1314.159, 868.8106, 658.8589, 353.0163, 1556.187, 1254.148, 1855.011, 954.8936, 2201.291
82.7, 568.3062, 62.72259, 654.7018, 140.4236, 1154.013, 1065.44, 101.7727, 416.1526, 826.9155, 382.3511, 352.904, 1145.688, 435.529, 1015.954, 842.4948, 570.8862, 383.0251, 582.9275, 810.8055, 432.273, 52.844, 154.2467, 105.0036, 911.2645, 1251.385, 841.2914, 627.429, 333.9112, 1719.04, 1186.256, 2380.669, 911.3844, 2213.685
82.8, 713.5135, 59.55594, 741.8242, 134.2348, 1093.575, 1118.813, 96.93654, 417.2271, 801.9871, 360.2267, 380.3545, 1086.322, 412.8762, 1132.982, 1005.204, 539.2642, 360.6536, 556.015, 808.3216, 410.3332, 50.67536, 146.4189, 99.90677, 866.5522, 1191.61, 798.7938, 597.4985, 315.84, 1635.191, 1155.684, 2471.783, 869.8577, 2209.435
82.90000000000001, 678.4344, 56.54916, 707.6441, 172.3222, 1036.302, 1064.237, 92.33018, 392.1089, 756.9463, 339.3824, 362.5984, 1121.793, 398.3469, 1114.545, 956.2877, 596.3747, 339.5888, 569.7312, 811.4777, 389.5069, 48.59571, 138.9883, 95.05737, 849.1107, 1134.691, 863.5738, 693.5891, 298.7468, 1555.432, 1154.891, 2537.068, 1002.135, 2156.54
83, 645.0799, 53.69419, 675.0389, 164.7277, 982.0287, 1019.486, 87.94271, 368.5028, 772.7855, 319.7443, 363.4771, 1086.4, 377.628, 1168.712, 909.7518, 563.3409, 385.9924, 543.428, 871.1544, 369.7377, 54.1414, 131.9349, 90.44335, 933.2634, 1147.783, 1010.61, 660.5025, 282.5787, 1479.564, 1092.373, 2409.105, 956.4733, 2101.008
83.09999999999999, 613.3653, 50.98336, 723.7485, 202.6324, 987.5975, 978.1144, 83.76373, 434.1259, 729.3847, 301.2426, 346.5089, 1053.023, 402.2765, 1208.597, 930.7063, 532.1368, 483.2295, 523.2122, 828.47, 350.9718, 51.91951, 145.1995, 86.0533, 1077.384, 1321.142, 1026.858, 628.9942, 267.2856, 1601.892, 1186.828, 2794.29, 912.8922, 2168.064
83.2, 583.2099, 48.40938, 690.4012, 193.702, 1066.74, 947.5828, 79.78334, 439.3855, 708.3495, 283.8114, 489.9861, 1049.874, 409.2177, 1156.374, 950.6714, 502.6612, 490.3755, 499.0567, 787.8771, 333.1584, 49.78881, 137.8308, 81.87634, 1066.291, 1258.035, 1100.444, 598.989, 716.5958, 1680.241, 1262.441, 2939.183, 1222.146, 2550.831
83.3, 554.537, 45.96536, 721.0078, 185.1652, 1124.466, 901.3596, 75.99209, 412.9332, 668.5675, 267.3889, 510.0506, 988.1609, 405.0155, 1177.547, 904.4088, 474.8183, 461.7339, 536.9486, 749.2732, 316.2491, 47.74554, 130.8361, 77.90211, 1013.972, 1249.386, 1252.346, 648.5325, 677.8138, 1745.32, 1361.885, 2908.773, 1335.942, 2539.208
83.40000000000001, 527.2739, 43.64473, 702.7061, 177.0046, 1118.039, 857.3912, 72.381, 388.0735, 691.8237, 251.9167, 486.2399, 930.0758, 462.6842, 1183.537, 1036.056, 503.1014, 473.2663, 572.7576, 712.5607, 300.198, 56.45748, 124.1963, 74.1208, 1145.778, 1189.707, 1189.084, 617.5953, 641.1307, 1683.647, 1347.436, 2938.252, 1338.072, 2575.821
83.5, 501.351, 41.44125, 791.9849, 241.373, 1059.485, 815.5676, 68.9415, 364.7103, 677.7043, 237.3397, 463.5407, 981.0167, 451.8044, 1224.704, 997.1598, 475.234, 496.5859, 612.8575, 689.2301, 284.9616, 85.30346, 117.8936, 70.52303, 1089.559, 1242.041, 1241.115, 645.2083, 711.6751, 1792.095, 1403.889, 2888.064, 1277.103, 2553.499
83.59999999999999, 476.7027, 39.34903, 850.5251, 230.7352, 1003.998, 846.713, 65.66544, 342.7537, 703.1893, 223.6062, 441.9013, 939.4874, 428.3051, 1171.785, 985.1668, 457.0227, 491.1168, 584.5632, 674.8993, 270.4985, 81.80272, 111.9106, 67.0999, 1230.591, 1220.185, 1213.79, 619.2155, 826.1909, 1792.582, 1489.694, 3084.221, 1415.348, 2584.796
83.7, 453.2661, 37.36243, 811.3366, 240.7387, 951.4163, 866.3259, 62.54507, 406.6483, 663.6971, 210.6674, 503.3211, 913.6837, 406.028, 1121.153, 1023.682, 508.935, 462.4319, 557.5753, 737.3516, 256.7694, 103.618, 106.2313, 63.84292, 1170.211, 1265.598, 1351.726, 589.6768, 781.4777, 1705.146, 1409.051, 3003.856, 1350.859, 2620.931
83.8, 430.9818, 35.47613, 773.9537, 230.1289, 986.1204, 871.3459, 59.57297, 382.1669, 626.4229, 198.4774, 479.8245, 894.6354, 384.9096, 1105.571, 973.8669, 711.7152, 435.4225, 531.8333, 701.2233, 243.7372, 99.36568, 100.8402, 60.74403, 1248.605, 1205.144, 1331.965, 604.6735, 739.1843, 1709.813, 1332.773, 2972.476, 1362.285, 2587.674
83.90000000000001, 409.7931, 33.68506, 738.2933, 219.9867, 934.4751, 882.9662, 56.7421, 359.1593, 591.242, 186.9926, 457.4249, 842.0479, 364.8896, 1213.924, 970.0529, 672.2925, 409.9906, 603.9759, 750.4393, 231.3665, 163.6427, 95.72272, 57.79556, 1187.34, 1147.578, 1404.855, 623.2818, 699.1799, 1652.53, 1260.625, 2891.862, 1300.213, 2491.651
84, 389.6461, 31.98442, 704.2759, 210.2915, 1028.668, 866.0721, 54.04575, 351.5251, 558.0369, 176.1725, 461.8104, 910.2333, 391.0555, 1161.471, 922.847, 649.1884, 421.8211, 576.0917, 728.3224, 219.6236, 156.9271, 90.86493, 54.9902, 1129.082, 1092.761, 1333.889, 647.5465, 661.3405, 1694.993, 1411.255, 3004.749, 1240.97, 2521.685
84.09999999999999, 601.6644, 30.36963, 671.8259, 201.0235, 974.7946, 823.825, 153.7481, 330.3622, 526.6967, 165.9784, 459.1538, 856.7289, 458.6574, 1126.16, 907.4182, 703.7774, 397.1837, 549.4948, 812.5717, 208.4767, 150.487, 169.6697, 52.32102, 1073.682, 1093.345, 1266.508, 616.6562, 625.5489, 1612.317, 1334.858, 2876.22, 1322.584, 2475.375
84.2, 572.0842, 28.83637, 640.871, 192.1641, 960.4268, 808.7882, 146.4421, 310.4735, 497.1166, 156.3742, 470.7762, 813.8196, 434.8017, 1077.5, 890.3281, 664.7944, 373.9852, 524.1259, 772.7578, 197.8955, 144.3112, 161.0592, 49.78139, 1125.5, 1041.12, 1202.531, 741.9012, 591.6944, 1533.674, 1262.597, 2795.09, 1262.321, 2463.96
84.3, 543.9584, 27.38053, 611.3425, 220.4377, 961.3698, 769.3354, 139.4832, 291.7821, 469.1978, 147.3257, 448.799, 765.9825, 412.1867, 1030.942, 847.0019, 627.9708, 352.1417, 520.6092, 734.8947, 187.8514, 170.5801, 152.8857, 47.36504, 1074.114, 1077.586, 1223.739, 887.3446, 559.6721, 1458.866, 1194.247, 2654.114, 1204.804, 2451.822
84.40000000000001, 517.2153, 25.99818, 667.1356, 273.8464, 1017.466, 731.8072, 132.8551, 274.2159, 442.847, 138.8008, 427.8477, 720.9573, 398.1976, 1188.372, 901.7442, 593.1868, 331.5741, 496.5738, 698.8868, 178.3171, 163.5797, 145.127, 45.06598, 1109.711, 1195.185, 1206.361, 852.6657, 529.3828, 1387.708, 1321.93, 2614.533, 1149.908, 2362.799
84.5, 491.787, 24.68562, 636.3968, 261.7775, 964.1787, 752.1159, 126.5419, 257.7073, 417.976, 130.7692, 407.8745, 678.5787, 377.4865, 1137.024, 889.574, 560.3295, 312.2077, 473.6481, 664.6431, 169.2667, 156.8666, 137.762, 42.87851, 1086.163, 1138.095, 1145.422, 811.9905, 500.7327, 1320.02, 1250.368, 2482.664, 1143.674, 2367.013
84.59999999999999, 467.6088, 23.43933, 640.568, 250.2404, 1084.972, 715.4276, 120.5287, 264.7706, 394.5018, 123.2024, 388.8337, 638.6911, 357.8525, 1113.065, 960.498, 529.2923, 293.9725, 451.7808, 646.0538, 160.6757, 157.1335, 130.7708, 40.79722, 1055.34, 1083.731, 1087.561, 773.2557, 473.6332, 1255.634, 1182.681, 2538.291, 1091.563, 2326.309
84.7, 444.6193, 22.25595, 611.0533, 239.2119, 1028.15, 680.529, 121.4613, 248.8307, 372.346, 116.0734, 370.6818, 730.7582, 368.9657, 1064.97, 992.9295, 499.9742, 276.8023, 430.9231, 697.8913, 152.5206, 209.9369, 124.1343, 38.81695, 1003.559, 1079.436, 1095.798, 766.3116, 695.9378, 1286.266, 1160.538, 2489.094, 1101.843, 2318.193
84.8, 422.7601, 21.13233, 630.6185, 228.6694, 1019.035, 655.9, 115.6895, 233.8503, 351.4344, 109.3569, 396.7859, 687.8035, 349.775, 1069.971, 944.6104, 472.2801, 260.635, 411.0283, 663.6964, 144.7795, 218.0927, 162.0327, 36.9328, 1062.662, 1027.874, 1040.444, 767.5321, 658.2739, 1267.947, 1187.646, 2363.551, 1144.893, 2227.746
84.90000000000001, 401.9756, 20.06543, 667.1145, 218.5915, 965.6657, 653.2446, 137.2637, 240.905, 331.6974, 103.029, 378.2628, 690.8146, 331.5824, 1030.67, 1090.303, 446.12, 245.412, 392.0521, 664.9312, 137.4313, 209.1425, 153.8098, 35.14011, 1010.522, 1133.082, 1161.435, 754.3881, 622.6483, 1206.101, 1142.301, 2577.266, 1092.727, 2282.995
85, 382.2129, 19.05239, 636.3767, 208.9578, 1015.62, 655.1667, 141.1993, 226.4018, 313.0687, 97.06733, 360.6043, 667.5417, 314.3361, 1111.423, 1103.365, 513.7549, 231.0781, 389.5688, 632.3513, 130.456, 200.5596, 174.764, 33.43444, 1140.601, 1218.643, 1194.771, 718.4012, 588.9507, 1265.663, 1080.464, 2447.276, 1179.976, 2200.613
85.09999999999999, 446.5454, 18.09051, 708.6661, 267.3644, 1008.03, 692.1568, 134.4896, 212.7718, 295.4863, 91.45061, 424.8311, 659.9804, 297.9868, 1063.4, 1049.671, 538.2404, 217.5815, 371.5833, 611.6246, 123.8348, 192.3289, 165.895, 31.81155, 1084.636, 1210.493, 1134.417, 733.0821, 557.0768, 1203.928, 1142.337, 2323.842, 1126.211, 2171.266
85.2, 424.5915, 17.17718, 695.6658, 255.5812, 1025.389, 682.8492, 128.0988, 252.9957, 278.8913, 86.15889, 404.9987, 627.4888, 340.8542, 1097.191, 998.5911, 508.4267, 204.8731, 377.2379, 581.6566, 117.5496, 200.5143, 157.476, 30.26744, 1052.334, 1152.671, 1154.655, 790.3109, 526.928, 1145.205, 1080.498, 2430.579, 1162.063, 2179.068
85.3, 403.7169, 16.30996, 690.9845, 244.3172, 971.687, 649.5397, 122.0116, 237.7646, 263.2284, 81.17338, 386.0922, 590.6043, 323.1256, 1049.782, 997.6765, 550.1043, 192.907, 359.8217, 553.157, 111.5834, 192.2855, 217.3365, 28.79828, 1000.7, 1154.667, 1096.328, 752.6103, 498.4108, 1089.345, 1022.006, 2307.987, 1109.115, 2195.12
85.40000000000001, 425.333, 15.48653, 673.6827, 233.5497, 980.1611, 716.8833, 116.2137, 223.4505, 248.4451, 76.47635, 368.0682, 573.8912, 345.0042, 1052.242, 949.1265, 519.6334, 181.6398, 343.2095, 543.0474, 105.9201, 184.3943, 238.3108, 27.40044, 951.5995, 1214.231, 1040.947, 716.7081, 471.437, 1036.211, 966.6806, 2280.277, 1178.98, 2087.884
85.5, 477.2599, 14.70467, 722.8604, 223.2567, 955.5259, 681.9137, 110.6913, 209.9981, 234.492, 72.05111, 350.8857, 585.7995, 327.0598, 1006.775, 962.3124, 490.8504, 171.0307, 327.3643, 567.7403, 100.5442, 176.827, 226.2169, 26.07044, 1019.019, 1156.231, 1027.44, 682.5186, 445.9229, 985.6682, 914.3502, 2200.502, 1340.81, 2143.111
85.59999999999999, 453.796, 13.96228, 762.6858, 213.4174, 1115.572, 648.6499, 105.4313, 197.3556, 221.3226, 67.88193, 334.5053, 618.7504, 310.0487, 963.2731, 966.2929, 501.7404, 161.0413, 312.9502, 576.2783, 95.44108, 176.8918, 214.7367, 24.805, 969.0194, 1215.166, 975.5392, 726.4633, 421.7897, 937.5908, 864.8527, 2172.231, 1279.717, 2096.571
85.7, 431.4856, 13.25737, 755.8298, 204.0117, 1057.147, 617.0087, 100.4213, 185.4743, 208.8928, 63.95399, 318.8896, 617.6018, 293.9224, 999.1077, 919.2701, 534.9858, 151.6353, 299.9973, 627.8624, 90.59701, 186.4774, 203.8391, 23.60098, 999.1658, 1273.59, 972.6353, 710.8087, 398.9626, 891.8583, 818.0347, 2062.669, 1396.158, 2078.913
85.8, 410.2721, 12.58805, 721.0044, 195.0205, 1001.782, 629.8843, 95.64934, 174.3082, 197.161, 60.25335, 304.0028, 644.816, 278.6349, 955.9369, 936.7031, 714.2037, 142.7787, 286.1471, 683.9427, 85.99879, 178.8246, 193.4946, 22.45541, 1012.411, 1212.755, 1042.392, 709.9546, 377.3708, 922.4775, 773.7512, 2044.455, 1422.029, 2041.041
85.90000000000001, 415.4373, 11.95252, 687.7836, 186.4256, 949.3161, 599.1585, 91.10415, 163.8143, 186.0882, 56.76684, 289.8111, 662.241, 264.4781, 962.7568, 891.1202, 674.6432, 227.5586, 272.9363, 695.445, 81.63396, 171.4859, 197.3169, 21.36544, 1006.98, 1225.495, 1057.687, 726.566, 356.9476, 1003.377, 731.8649, 2090.56, 1357.235, 1972.206
86, 603.2529, 11.34908, 736.7191, 178.2095, 899.5984, 703.7764, 86.77494, 153.9522, 175.6372, 53.48207, 276.2818, 623.3138, 250.722, 964.9818, 847.7555, 737.4734, 214.2675, 303.4584, 661.37, 77.49067, 164.4483, 187.3034, 20.32837, 973.9777, 1283.209, 1004.258, 709.7625, 337.6297, 1007.006, 948.9982, 2104.722, 1552.478, 1985.849
86.09999999999999, 573.5946, 10.77611, 729.6713, 170.3555, 960.9178, 669.4462, 121.1115, 269.5839, 165.7731, 50.38737, 263.3841, 586.6748, 237.6814, 923.2855, 818.5355, 696.624, 201.7527, 295.928, 628.9646, 73.55766, 157.6996, 177.798, 19.34165, 926.1883, 1245.18, 1075.856, 708.541, 319.3573, 990.1708, 897.6251, 2164.499, 1481.741, 1921.661
86.2, 545.3945, 10.23206, 696.0512, 162.8476, 952.5169, 663.3043, 245.4531, 253.3542, 156.4631, 47.47175, 251.0886, 552.1895, 225.3191, 883.3909, 806.3892, 658.0373, 189.9689, 282.2657, 598.147, 69.82428, 151.2278, 221.9872, 18.40282, 880.7437, 1225.132, 1021.509, 674.7411, 302.0738, 1001.995, 849.033, 2118.465, 1414.226, 1918.536
86.3, 518.5807, 9.715476, 663.9802, 155.6706, 963.1017, 694.6389, 233.7894, 238.1015, 147.6759, 44.72484, 239.367, 591.3635, 233.6789, 845.2202, 767.1477, 621.5879, 178.8733, 269.2341, 568.8393, 66.28038, 145.0217, 210.7217, 17.50956, 837.5289, 1166.611, 969.9077, 642.5536, 285.7256, 953.1208, 803.0714, 2011.616, 1399.449, 1901.954
86.40000000000001, 493.0853, 9.224975, 633.3868, 148.8099, 933.2021, 660.7544, 222.6799, 223.7671, 139.3822, 42.13687, 228.1926, 556.6025, 221.5247, 912.1658, 729.8159, 587.1575, 168.4258, 256.8042, 540.9677, 62.91635, 139.0702, 309.0482, 16.65966, 796.4345, 1214.401, 920.913, 647.3953, 270.2623, 906.6309, 759.5979, 1910.155, 1384.782, 1842.032
86.5, 468.8433, 8.759237, 604.2031, 142.2516, 997.4759, 681.7679, 212.0983, 210.2957, 131.5542, 39.69865, 217.5399, 523.8849, 210.0028, 872.7516, 694.3008, 650.0387, 158.5885, 244.9481, 514.4617, 59.72306, 133.3629, 618.4209, 15.85101, 844.2916, 1168.45, 874.3932, 616.5123, 255.6358, 899.4072, 718.4778, 1926.731, 1379.402, 1818.266
86.59999999999999, 445.7932, 8.317014, 604.5806, 190.0352, 1054.443, 648.5112, 202.0195, 197.6353, 124.166, 37.40152, 207.3845, 651.9498, 199.08, 835.0406, 660.5139, 614.0323, 149.3257, 233.6394, 489.2544, 56.69184, 127.8899, 709.4807, 15.08161, 889.7762, 1156.528, 830.2234, 587.1025, 241.8008, 885.1767, 679.5837, 1829.552, 1346.685, 1770.011
86.7, 423.8762, 7.897116, 648.1907, 211.6103, 1149.143, 672.0712, 192.4197, 185.7371, 223.9605, 35.23732, 197.7031, 613.6275, 209.2177, 798.959, 628.3712, 580.0204, 140.604, 243.8716, 465.2822, 53.81448, 122.6415, 673.4756, 14.34956, 862.2411, 1101.284, 898.9487, 559.0956, 228.7146, 842.0009, 642.795, 1737.275, 1285.324, 1735.239
86.8, 403.0368, 7.498418, 644.8359, 293.8028, 1175.283, 653.6647, 183.276, 174.5551, 211.3826, 33.19834, 188.4738, 577.5579, 198.3358, 816.2692, 597.7927, 547.8925, 132.3917, 235.7683, 442.4846, 51.08315, 117.6084, 686.3923, 13.65305, 908.1179, 1142.492, 868.5201, 665.8552, 216.3367, 800.931, 712.8286, 1649.652, 1226.759, 1719.047
86.90000000000001, 383.222, 7.119849, 615.1246, 280.8544, 1113.731, 621.7789, 174.5669, 164.0464, 230.748, 31.27734, 179.6752, 622.9627, 188.02, 780.9987, 568.7023, 517.5442, 124.659, 240.6191, 560.5914, 48.49044, 112.7819, 762.2521, 12.99034, 863.5599, 1121.61, 824.647, 634.0916, 204.6286, 955.7349, 869.9554, 1610.86, 1210.384, 1709.673
87, 364.3813, 6.760392, 586.7823, 268.4766, 1055.403, 648.8506, 166.2716, 154.1703, 217.7888, 29.4675, 171.2874, 707.176, 202.3164, 747.2522, 541.0274, 488.8769, 117.378, 229.5102, 547.2327, 46.02934, 108.1535, 723.5689, 12.35979, 909.1786, 1068.034, 782.9901, 603.8431, 193.5542, 909.1175, 895.1033, 1638.802, 1178.871, 1674.795
87.09999999999999, 346.4669, 6.419083, 559.7459, 256.6443, 1000.129, 617.1996, 158.3705, 144.8889, 205.5575, 27.76239, 163.2912, 695.225, 191.7934, 729.1471, 514.6993, 461.7975, 110.5223, 218.9142, 520.4197, 43.69314, 103.715, 734.3802, 11.75986, 864.5686, 1017.017, 798.1755, 594.03, 183.0791, 864.7739, 846.6478, 1556.145, 1125.157, 1690.598
87.2, 329.4333, 6.095006, 533.9552, 245.3336, 1048.978, 587.0925, 150.8448, 136.1661, 194.0131, 26.15594, 155.6683, 654.359, 181.8178, 736.5538, 489.6525, 436.218, 104.067, 208.8074, 494.9205, 41.47551, 99.45872, 711.6486, 11.18904, 822.1475, 968.4371, 757.8558, 565.6926, 173.1709, 822.5933, 800.8152, 1477.657, 1166.169, 1740.804
87.3, 313.237, 5.78729, 509.3528, 258.3539, 994.0409, 558.4541, 143.6768, 127.9685, 183.117, 24.64245, 148.4012, 615.8951, 172.3611, 723.317, 465.8244, 412.0554, 97.98869, 249.7618, 470.6707, 39.37044, 95.37707, 675.5334, 10.64594, 801.0952, 922.1778, 719.5728, 636.0184, 163.7989, 782.47, 757.4639, 1528.858, 1113.033, 1696.537
