 , C000, C003, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C016, C017, C019, C020, C022, C023, C024, C025, C026, C027, C029, C031, C034, C035, C036, C039, C041, C043, C044, C045, C046, C047, C048, C049, C050, C052, C054, C058, C059, C060, C062, C063, C064, C065, C066, C068, C072, C074, C075, C080, C081, C083, C085, C088, C089, C090, C093, C095, C096, C099, C100, C101, C103, C105, C106, C109, C111, C114, C115, C121, C122, C130, C132, C133
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
158.4, 177.5561, 149.9857, 29.30544, 326.6573, 3.321847, 0.0009103857, 128.3878, 183.5361, 188.1556, 3264.013, 1319.428, 1770.082, 48.56185, 16.29123, 1772.239, 2935.276, 0.03422804, 61.93969, 447.6503, 84.75375, 265.8158, 0.04335221, 292.5466, 0.0007546901, 1288.883, 45.53257, 555.5287, 0.166013, 36.69264, 1071.77, 800.4973, 276.3888, 2325.796, 399.9881, 1802.069, 14.08667, 279.0252, 2284.558, 582.7132, 5139.449, 1959.505, 258.4097, 2061.791, 1515.665, 743.5752, 2188.71, 252.8941, 22.90272, 600.1806, 1748.532, 2153.175, 0.2129228, 393.0298, 1205.034, 0.01064877, 691.2172, 1892.729, 7.854412, 363.8053, 433.0598, 13.09278, 552.2836, 1943.201, 0.0001577212, 853.9324, 987.0557, 283.3918, 1831.674, 1206.416, 689.7131, 996.9606, 7.566243, 1147.345, 421.6062, 2441.127, 0.269998
158.5, 241.8849, 142.5981, 27.73764, 311.1799, 3.167044, 0.0008715008, 122.606, 175.4825, 292.4638, 3254.387, 1353.492, 1847.645, 46.28345, 15.50626, 1827.657, 2871.836, 0.0326933, 59.07128, 428.1778, 80.98363, 253.9976, 0.04114305, 340.8188, 0.0007207899, 1231.05, 43.08456, 531.5925, 0.1584831, 35.09803, 1022.02, 804.9346, 263.6472, 2289.688, 379.2103, 1828.37, 13.44536, 265.6294, 2189.549, 727.0618, 4961.623, 2030.765, 246.8143, 1994.456, 1584.651, 709.6293, 2226.27, 262.7593, 21.82759, 570.6385, 1706.763, 2144.775, 0.2027605, 373.7666, 1151.3, 0.01018762, 659.8857, 1912.776, 7.505315, 346.6526, 413.7964, 12.49845, 558.9305, 1859.985, 0.0001506311, 1095.377, 971.6073, 270.6943, 1753.587, 1149.382, 706.0654, 1075.212, 7.24801, 1212.014, 403.8038, 2513.002, 0.2589409
158.6, 231.3129, 135.5744, 26.25371, 296.4358, 3.019454, 0.0008342767, 117.0847, 167.7822, 276.8401, 3120.086, 1296.823, 1765.188, 44.11196, 14.75911, 1802.745, 2831.101, 0.03122738, 56.3357, 409.5524, 77.38122, 242.7048, 0.03904647, 325.6873, 0.0006884125, 1285.981, 40.76816, 508.6877, 0.1512947, 33.57272, 974.5791, 775.3799, 251.493, 2264.869, 359.5118, 1764.947, 12.83325, 252.8768, 2254.251, 693.6037, 5161.474, 2005.759, 271.6057, 1964.774, 1562.404, 804.9672, 2158.447, 300.1412, 20.80294, 542.5506, 1635.13, 2094.348, 0.1930831, 355.4475, 1099.961, 0.009746444, 701.3602, 1839.483, 7.171734, 386.6972, 452.1895, 11.9311, 530.0209, 1930.315, 0.0001438598, 1042.076, 966.9648, 258.5657, 1758.804, 1129.85, 687.1679, 1066.441, 6.943161, 1157.859, 433.926, 2406.258, 0.2483367
158.7, 221.203, 128.8966, 176.2323, 282.3903, 2.878743, 0.0007986426, 111.8119, 160.4198, 294.2997, 3086.535, 1266.698, 1733.012, 42.04234, 14.04797, 1726.682, 2872.457, 0.02982718, 53.7268, 391.7372, 73.93905, 231.9142, 0.03705673, 311.2275, 0.0006574895, 1289.036, 38.5763, 486.7697, 0.1444324, 32.11369, 1015.596, 740.4794, 239.8991, 2312.395, 396.1543, 1685.681, 12.249, 240.7364, 2225.67, 689.8356, 5172.35, 2020.392, 259.4182, 2007.841, 1535.771, 768.2186, 2101.155, 302.1825, 19.82639, 568.7796, 1794.227, 2095.778, 0.1838677, 338.0263, 1100.126, 0.009324373, 684.6379, 1932.516, 6.85298, 368.4652, 432.0752, 11.3895, 502.6066, 1935.33, 0.0001373928, 1017.671, 924.1331, 246.9806, 1919.809, 1154.054, 838.3503, 1102.394, 6.651135, 1106.123, 415.6034, 2395.541, 0.2381667
158.8, 288.7034, 122.5477, 166.804, 307.1018, 2.744589, 0.0007645306, 106.7766, 300.9667, 278.5779, 3132.52, 1252.823, 1678.332, 40.06983, 13.37108, 1746.718, 2789.908, 0.02848977, 51.23872, 374.697, 70.65, 221.6033, 0.03516838, 297.4097, 0.0006279555, 1281.143, 36.50228, 551.2673, 0.1378813, 30.71807, 968.4537, 858.6667, 228.8397, 2301.811, 375.5757, 1865.096, 11.69135, 229.1789, 2171.928, 658.0905, 4979.15, 2112.728, 296.5737, 1924.853, 1467.012, 733.1476, 2166.225, 346.0068, 18.89568, 540.7831, 1718.923, 2123.443, 0.1750921, 321.4589, 1109.361, 0.008920578, 696.6741, 1953.237, 6.548393, 372.8831, 443.4393, 10.87249, 547.5963, 1954.773, 0.0001312166, 968.1511, 954.5779, 235.9145, 1852.702, 1124.968, 797.2279, 1078.023, 6.371391, 1056.699, 447.2806, 2440.599, 0.2284132
158.9, 276.0851, 116.5116, 261.1043, 292.551, 2.616687, 0.0007318755, 101.9681, 316.7815, 341.2203, 3096.835, 1266.89, 1790.563, 38.18986, 12.72682, 1673.018, 2826.262, 0.02721233, 48.86586, 358.3979, 67.50726, 211.7508, 0.03337625, 284.2054, 0.0005997481, 1261.53, 34.53977, 527.5147, 0.1316274, 29.38311, 923.4992, 837.37, 218.2901, 2221.045, 524.3751, 1872.636, 11.15909, 218.1762, 2081.603, 723.1091, 5051.735, 2109.76, 283.2659, 2036.294, 1495.328, 773.0983, 2176.623, 329.1776, 18.00866, 514.1647, 1646.779, 2248.001, 0.1667353, 305.7035, 1059.893, 0.00853427, 665.0953, 1927.974, 6.257344, 398.2009, 476.2672, 10.37895, 519.2729, 1934.053, 0.000125318, 958.6545, 915.9829, 225.3442, 1854.165, 1114.653, 758.1226, 1184.201, 6.103413, 1100.017, 488.7623, 2405.439, 0.2190591
159, 264.0183, 110.7728, 247.1355, 323.4617, 2.494746, 0.0007006152, 97.37614, 302.881, 322.9919, 3152.557, 1371.757, 1776.568, 36.39809, 12.11359, 1700.668, 2721.53, 0.02599216, 46.60289, 342.8079, 121.8387, 202.3363, 0.03167545, 271.5873, 0.0005728078, 1273.476, 32.68277, 504.7856, 0.1256571, 28.10616, 880.6315, 847.9762, 208.2269, 2230.088, 497.1358, 1788.534, 10.65106, 207.7018, 2268.435, 689.8329, 5253.068, 2107.491, 270.5551, 2022.86, 1555.115, 915.9099, 2152.978, 313.167, 17.16327, 579.7093, 1716.293, 2251.236, 0.1587774, 393.3189, 1057.32, 0.008164692, 711.355, 1881.842, 5.97923, 379.4266, 455.0818, 9.907807, 627.1516, 1905.294, 0.0001196845, 1099.705, 1038.591, 215.2476, 1824.569, 1076.944, 720.9354, 1238.108, 5.846705, 1050.866, 559.4221, 2303.264, 0.2100881
159.1, 302.1266, 105.3166, 233.9141, 457.4655, 2.378487, 0.0006706901, 92.99095, 515.6996, 494.1113, 3022.458, 1407.68, 1697.284, 34.69039, 11.52992, 1711.72, 2824.038, 0.02482671, 44.44472, 327.896, 116.4189, 193.3404, 0.03006132, 320.0494, 0.0005470776, 1216.334, 30.92562, 483.0357, 0.1199577, 26.8847, 839.7536, 924.3035, 198.6276, 2142.638, 471.3116, 1874.025, 10.16616, 197.7302, 2174.096, 658.088, 5169.32, 2127.285, 258.4148, 1967.516, 1556.177, 874.0966, 2103.003, 374.3497, 16.35758, 596.134, 1723.435, 2309.262, 0.1511993, 399.6805, 1094.243, 0.007811118, 740.6082, 1913.641, 5.713478, 361.5374, 434.8388, 9.458055, 594.7134, 1961.07, 0.0001143043, 1072.675, 1004.481, 205.6033, 1746.785, 1107.213, 834.3038, 1274.825, 5.600795, 1069.31, 535.8004, 2369.015, 0.2014845
159.2, 288.9216, 100.1292, 221.4, 435.7902, 2.267646, 0.0006420432, 88.80325, 493.0704, 467.7153, 2994.31, 1511.177, 1692.538, 33.06281, 10.97436, 1696.291, 2826.065, 0.02371351, 42.38649, 404.8413, 140.2863, 184.7445, 0.02852944, 305.84, 0.0005225032, 1210.404, 29.26293, 462.2231, 0.1145167, 25.71633, 911.4035, 882.6998, 189.4708, 2112.127, 446.8288, 1826.391, 9.70334, 188.2374, 2182.32, 794.5283, 5077.396, 2127.051, 246.8192, 1933.891, 1486.505, 834.1921, 2149.879, 356.142, 15.5897, 566.7911, 1677.047, 2338.324, 0.1439829, 405.9994, 1177.339, 0.007472856, 724.3506, 1919.565, 5.459537, 344.4917, 415.4962, 9.028719, 563.9529, 1891.083, 0.000109166, 1020.478, 1035.978, 196.3912, 1775.532, 1101.127, 818.5821, 1320.299, 5.365228, 1121.074, 536.256, 2370.154, 0.1932333
159.3, 404.6413, 95.19726, 209.5553, 415.1419, 2.16197, 0.0006146199, 84.80412, 471.4342, 442.7294, 2998.037, 1447.906, 1617.004, 31.51159, 10.44558, 1756.022, 2880.245, 0.02265023, 40.42358, 387.231, 134.0459, 176.5308, 0.02707563, 292.2614, 0.0004990327, 1286.059, 27.68964, 559.7322, 0.1093225, 24.59873, 869.0972, 842.9688, 180.7361, 2073.362, 423.6178, 1744.365, 9.261585, 179.2002, 2091.562, 851.7065, 5003.247, 2087.941, 235.7439, 1940.21, 1537.155, 876.3011, 2147.96, 338.8199, 14.85787, 538.8926, 1647.256, 2294.842, 0.1371109, 386.1005, 1124.839, 0.007149242, 701.0043, 2143.519, 5.216883, 379.4811, 397.014, 8.618872, 534.7835, 1938.958, 0.0001042586, 985.5575, 993.6257, 187.5918, 1818.403, 1049.07, 803.5991, 1302.893, 5.139569, 1070.982, 571.8566, 2364.105, 0.1853199
159.4, 386.9557, 90.50827, 198.3444, 395.472, 2.061219, 0.0005883679, 80.98509, 450.7474, 419.0783, 3007.699, 1432.064, 1753.937, 30.03315, 9.942273, 1738.378, 2887.364, 0.02163463, 38.55157, 394.7432, 154.9935, 168.6822, 0.0256959, 279.2856, 0.0004766165, 1228.352, 26.20093, 570.4838, 0.104364, 23.52971, 888.9875, 805.0261, 172.4042, 2099.511, 401.6125, 1831.279, 8.839943, 170.597, 2190.042, 812.5125, 5162.834, 2137.268, 225.1656, 1938.093, 1518.193, 836.296, 2118.309, 322.3402, 14.1604, 512.3672, 1623.073, 2406.824, 0.1305669, 367.1769, 1074.681, 0.006839643, 689.3453, 2095.244, 4.985013, 361.5894, 379.354, 8.227629, 507.1228, 1990.161, 9.957187e-05, 1018.93, 981.5267, 179.1866, 1823.412, 1135.427, 813.8675, 1286.106, 4.9234, 1093.384, 547.7099, 2378.279, 0.1777306
159.5, 370.0432, 86.05024, 187.7332, 376.734, 1.965163, 0.0005632372, 77.33805, 430.9684, 396.6907, 2902.37, 1469.111, 1675.662, 28.62408, 9.463219, 1672.303, 2874.871, 0.02066456, 36.76626, 377.5722, 182.4856, 161.1826, 0.02438648, 266.886, 0.0004552072, 1173.235, 24.79226, 545.9033, 0.0996303, 22.50714, 966.6685, 768.7913, 164.4563, 2054.989, 471.86, 1969.596, 8.437496, 162.4068, 2098.963, 775.122, 4952.778, 2122.463, 215.062, 1903.62, 1450.221, 798.1172, 2074.403, 306.6622, 13.49567, 487.1476, 1697.745, 2437.911, 0.1243352, 427.7106, 1080.888, 0.006543451, 658.0986, 2205.331, 4.76345, 344.5412, 362.4795, 7.854146, 480.8929, 1943.714, 9.50958e-05, 969.3483, 938.0499, 171.1581, 1824.155, 1081.749, 773.946, 1273.343, 4.716324, 1075.547, 524.5828, 2277.258, 0.1704521
159.6, 353.8698, 81.81179, 177.6897, 391.0998, 1.873583, 0.0005391799, 73.85525, 412.0572, 375.499, 2798.188, 1473.742, 1618.872, 27.28111, 9.007247, 1699.167, 2813.245, 0.01973799, 35.06362, 361.1481, 174.368, 154.0164, 0.02314378, 255.0369, 0.0004347596, 1240.449, 23.45933, 522.3818, 0.09511134, 21.52901, 1065.823, 734.1873, 425.4653, 2020.24, 447.3487, 1943.167, 8.053371, 154.6098, 2011.672, 739.4522, 4857.482, 2076.601, 205.4117, 1824.94, 1452.838, 784.97, 2085.112, 291.7466, 12.86214, 608.7565, 1682.37, 2405.988, 0.118401, 406.7476, 1081.268, 0.006260085, 628.2684, 2106.583, 4.551734, 328.2968, 498.6394, 7.497617, 492.0339, 1955.159, 9.082094e-05, 1097.342, 896.499, 163.4893, 1764.392, 1057.04, 735.9827, 1259.773, 4.517958, 1148.795, 502.4322, 2509.091, 0.1634717
159.7, 410.7784, 77.78211, 168.1835, 372.569, 1.786272, 0.0005161501, 70.52929, 393.9759, 355.4394, 2861.996, 1412.038, 1569.068, 26.00116, 8.573245, 1791.228, 2925.943, 0.01885296, 33.43983, 436.4293, 166.6116, 147.1688, 0.02196441, 243.7138, 0.0004152304, 1184.789, 22.19806, 499.8738, 0.09079735, 20.59338, 1077.118, 701.1409, 405.8512, 2010.774, 424.1107, 1938.838, 7.686734, 147.1871, 2069.009, 746.6796, 4819.124, 1987.299, 290.1703, 1818.616, 1508.574, 749.1343, 1992.754, 277.5566, 12.25835, 578.7924, 1625.625, 2399.32, 0.11275, 386.812, 1081.873, 0.00598899, 599.7902, 2093.942, 4.349428, 312.8183, 476.4588, 7.157273, 466.5844, 1998.753, 8.673826e-05, 1083.804, 977.9403, 156.1641, 1738.779, 1007.068, 815.2354, 1210.487, 4.327934, 1097.464, 481.2169, 2402.514, 0.1567771
159.8, 461.5198, 73.95091, 159.1859, 354.9162, 1.703029, 0.0004941041, 67.35311, 376.688, 336.4514, 2927.266, 1437.095, 1632.762, 24.78125, 8.160155, 1807.483, 2937.281, 0.01800762, 31.89123, 417.445, 159.2001, 140.6257, 0.02084514, 232.8935, 0.0003965785, 1166.791, 21.0046, 573.5441, 0.08667903, 19.69842, 1132.799, 669.582, 429.1989, 1982.792, 402.0798, 1882.986, 7.336788, 140.1208, 1982.964, 756.0406, 5032.177, 2022.536, 308.9162, 1864.239, 1494.836, 714.9346, 2054.062, 408.8494, 11.68291, 550.3031, 1557.397, 2380.854, 0.1073686, 367.8535, 1048.686, 0.005729636, 572.603, 2092.309, 4.156113, 298.0696, 455.2649, 6.832378, 442.4512, 2022.777, 8.28391e-05, 1031.065, 1006.297, 149.1671, 1710.094, 1126.871, 800.769, 1166.762, 4.145903, 1048.427, 460.8975, 2300.463, 0.1503567
159.9, 441.3483, 70.30843, 150.6696, 338.0998, 1.623665, 0.0004729996, 64.31996, 360.1587, 318.4778, 2854.392, 1376.926, 1559.896, 23.61858, 7.76697, 1903.035, 3030.537, 0.01720018, 30.41436, 399.2864, 152.1184, 134.3734, 0.01978291, 270.5827, 0.0003787645, 1156.219, 19.87531, 548.8316, 0.0827475, 18.84236, 1250.508, 737.5896, 565.6456, 1899.822, 381.1933, 1905.183, 7.002773, 133.3937, 2040.851, 780.8802, 4827.438, 2021.374, 295.0545, 1888.791, 1427.91, 682.2963, 2029.385, 388.9637, 11.13448, 523.2161, 1582.976, 2407.186, 0.1022442, 349.8242, 1098.287, 0.005481513, 546.6481, 2067.176, 3.971391, 284.0163, 435.0137, 6.522231, 458.5139, 2000.379, 7.911522e-05, 980.8933, 961.723, 142.4836, 1722.703, 1172.999, 813.9815, 1164.975, 3.971528, 1001.581, 539.1094, 2264.674, 0.1441993
160, 464.3871, 66.84535, 142.609, 369.8452, 1.548, 0.0004527966, 61.42341, 344.3547, 301.4644, 2871.315, 1461.187, 1515.047, 22.51046, 7.392729, 1877.016, 2925.343, 0.01642895, 29.00587, 381.9178, 145.3517, 128.3992, 0.0187748, 298.2302, 0.0003617506, 1135.123, 18.80673, 525.184, 0.0789943, 18.02349, 1192.461, 769.662, 598.9294, 1850.538, 361.3918, 1915.965, 6.683965, 126.9896, 2008.461, 744.9455, 4772.38, 1990.651, 281.8148, 1851.547, 1460.338, 662.8765, 2076.147, 370.0451, 10.61179, 662.934, 1554.024, 2392.323, 0.09736428, 384.9066, 1049.312, 0.005244134, 542.7247, 1974.614, 3.794878, 270.6255, 415.6634, 6.226163, 454.955, 1955.396, 7.555874e-05, 933.1626, 975.3064, 136.0995, 1678.006, 1117.545, 774.0544, 1114.215, 3.804487, 1014.456, 516.3455, 2348.918, 0.138294
160.1, 444.0902, 63.55285, 134.9796, 352.3215, 1.47586, 0.0004334564, 58.6573, 329.2443, 285.3598, 2968.219, 1492.308, 1618.574, 21.45433, 7.03652, 1935.541, 2943.303, 0.0156923, 27.66261, 365.3047, 138.886, 122.6906, 0.01781807, 284.9894, 0.000345501, 1335.562, 17.79561, 502.5552, 0.07541133, 17.24022, 1137.109, 807.7227, 571.3187, 1955.809, 342.6189, 1965.991, 6.379671, 120.893, 2012.436, 847.1707, 4898.307, 1953.684, 269.1692, 1873.74, 1436.498, 690.4558, 2124.123, 352.0468, 10.11364, 672.3906, 1488.801, 2308.451, 0.0927173, 366.0415, 1002.522, 0.005017036, 560.0081, 1974.586, 3.626212, 346.5212, 397.1738, 5.943534, 431.4233, 2023.616, 7.216213e-05, 887.7545, 1028.736, 130.0015, 1675.717, 1064.712, 736.0858, 1199.499, 3.644472, 969.1274, 494.5427, 2249.144, 0.1326305
160.2, 424.6805, 60.42253, 127.7583, 403.8323, 1.407083, 0.0004149424, 193.4245, 314.7968, 270.1155, 3122.071, 1470.898, 1657.098, 20.44775, 6.697475, 1924.724, 2927.42, 0.01498868, 26.38156, 349.4142, 165.5351, 117.2357, 0.01691009, 272.3365, 0.0003299814, 1440.609, 16.83884, 611.568, 0.07199088, 16.49098, 1218.018, 771.3664, 717.9503, 2114.634, 407.1263, 1959.331, 6.089231, 115.089, 2211.277, 808.1853, 4861.726, 1887.656, 333.5013, 1836.53, 1413.045, 703.5398, 2052.207, 334.9238, 9.638875, 723.381, 1646.968, 2378.092, 0.0882921, 646.1443, 1053.986, 0.004799772, 611.54, 2015.781, 3.465041, 423.5179, 379.5066, 5.673735, 490.8997, 1936.956, 6.891822e-05, 972.4199, 1023.484, 124.1767, 1604.279, 1014.377, 699.9796, 1195.334, 3.491187, 935.9745, 473.6606, 2454.611, 0.127199
160.3, 524.3613, 113.2689, 120.9234, 424.4903, 1.341511, 0.0003972191, 207.3097, 300.9834, 255.6857, 3234.226, 1441.508, 1820.16, 19.4884, 6.374767, 1896.87, 3075.214, 0.01431661, 25.15984, 334.2149, 158.1716, 112.0234, 0.01604838, 260.2454, 0.0003151588, 1438.957, 15.93352, 644.1599, 0.06872556, 15.7743, 1420.6, 880.8763, 684.8525, 2297.279, 432.7985, 2015.241, 5.812012, 109.5637, 2119.315, 854.95, 4737.845, 1838.856, 318.5364, 1827.069, 1349.781, 671.4216, 2011.407, 318.6337, 9.186397, 796.1935, 1632.145, 2296.505, 0.08407811, 614.4755, 1068.088, 0.004591917, 583.8202, 1935.199, 3.311034, 555.7334, 362.6253, 5.416183, 482.7455, 1887.913, 6.582012e-05, 953.2658, 1067.044, 118.6129, 1633.373, 966.4222, 665.6444, 1345.344, 3.344349, 1044.318, 510.4415, 2434.325, 0.1219899
160.4, 501.4432, 125.3666, 114.4542, 480.2399, 1.278994, 0.0003802529, 197.9738, 287.776, 242.0266, 3323.332, 1381.154, 1804.364, 114.1564, 6.067607, 1864.528, 2949.177, 0.01367467, 23.99469, 319.6768, 151.1356, 107.0428, 0.01523058, 248.6911, 0.0003010021, 1565.523, 15.07687, 730.8716, 0.06560836, 15.08877, 1460.492, 905.411, 653.2806, 2562.586, 410.3163, 1935.989, 5.547415, 104.3036, 2143.768, 846.7147, 4967.778, 1822.786, 304.243, 1879.233, 1414.627, 840.5087, 1970.84, 303.1359, 89.83044, 757.0034, 1625.531, 2195.747, 0.08006524, 584.3587, 1200.855, 0.004393063, 557.3568, 1903.842, 3.163872, 544.623, 346.495, 5.170323, 457.7763, 1996.549, 6.28613e-05, 906.8795, 1168.054, 113.2984, 1563.74, 920.7341, 632.9935, 1289.142, 3.203687, 1140.523, 557.6151, 2354.76, 0.1169941
160.5, 479.5267, 119.1916, 108.331, 457.4855, 1.219391, 0.0003640113, 308.8766, 275.1483, 229.0973, 3336.634, 1588.844, 1902.466, 108.8005, 5.775248, 1876.05, 3075.929, 0.01306151, 309.7022, 305.7711, 144.4126, 296.7959, 287.1245, 237.6498, 0.0002874812, 1601.558, 14.26628, 793.4172, 0.06263255, 14.43304, 1439.031, 907.8835, 664.9131, 2635.754, 562.2435, 2011.506, 5.294863, 444.6717, 2297.704, 865.03, 4976.426, 1954.093, 290.591, 1924.495, 1351.292, 802.1376, 1946.006, 288.3919, 85.61352, 754.3242, 1727.261, 2333.748, 0.0762439, 555.718, 1185.286, 0.00420282, 535.6329, 1818.593, 3.023251, 729.5093, 331.0821, 4.935623, 434.0987, 1951.906, 6.003548e-05, 957.3955, 1116.315, 108.222, 1555.378, 1075.901, 830.8078, 1293.724, 3.068941, 1123.64, 534.0698, 2393.889, 0.1122029
160.6, 458.5681, 113.3208, 102.5354, 480.7413, 1.162566, 0.0003484635, 374.2945, 263.0746, 216.8587, 3391.575, 1638.55, 2045.147, 103.6959, 5.496976, 1796.893, 3039.293, 0.01247585, 295.3599, 342.7326, 137.9887, 333.5168, 272.4931, 304.0547, 0.0002745677, 1680.254, 13.49926, 759.231, 0.0597917, 13.8058, 1444.28, 950.7383, 689.0038, 2595.437, 590.2072, 1932.781, 5.05381, 423.3234, 2312.951, 921.3472, 4872.409, 1902.196, 316.2608, 1878.695, 1413.969, 765.5182, 1959.135, 274.365, 81.59456, 717.1949, 1654.767, 2330.76, 0.07260495, 528.4811, 1132.432, 0.004020816, 643.7399, 1756.738, 2.88888, 709.6967, 316.3549, 4.711576, 527.1238, 1908.886, 5.73367e-05, 910.8082, 1161.251, 103.3731, 1706.63, 1025.037, 790.0553, 1400.274, 2.939863, 1207.226, 511.5186, 2506.972, 0.1076079
160.7, 438.5256, 107.7391, 97.0499, 537.4976, 1.108388, 0.0003335797, 357.4387, 251.5307, 205.2738, 3361.684, 1671.241, 2029.972, 152.9715, 5.232112, 1762.263, 3196.525, 0.01191645, 324.4956, 327.824, 131.8505, 318.6887, 258.6073, 290.5553, 0.0002622343, 1753.679, 12.77349, 778.2798, 0.05707971, 13.20582, 1384.681, 1055.109, 657.2406, 2718.396, 559.5483, 1949.023, 4.82373, 403.0001, 2262.318, 878.9484, 4899.247, 1853.153, 302.0695, 1864.815, 1386.405, 887.8666, 1917.248, 261.0204, 77.76426, 783.0529, 1585.316, 2228.499, 0.06913967, 502.5791, 1160, 0.003846693, 614.5605, 1715.945, 2.760481, 816.1636, 302.2827, 4.497701, 544.693, 1878.424, 5.475923e-05, 866.4879, 1256.46, 98.74141, 1711.002, 976.5782, 751.3018, 1405.971, 2.816214, 1206.572, 489.9197, 2500.601, 0.1032011
160.8, 419.3591, 102.4324, 91.85785, 512.0302, 1.056736, 0.0003193317, 341.342, 240.4934, 194.3079, 3548.514, 1670.027, 2086.122, 214.2307, 4.98001, 1687.907, 3202.412, 0.01138213, 341.1934, 495.8268, 125.9853, 304.5197, 245.4291, 277.6553, 0.0002504549, 1829.434, 12.08673, 744.7459, 0.05449073, 12.63191, 1501.096, 1007.618, 626.9417, 2929.01, 694.6986, 1923.586, 4.604125, 424.1638, 2353.129, 944.4684, 5075.818, 1838.135, 288.515, 1966.896, 1379.9, 847.3334, 1862.692, 248.3248, 78.68105, 744.5095, 1676.899, 2283.832, 0.06583979, 477.9466, 1235.561, 0.003680111, 619.2775, 1703.884, 2.637789, 854.3845, 288.8365, 4.293533, 516.5198, 1962.513, 5.229763e-05, 867.5274, 1241.139, 94.31725, 1708.7, 979.462, 714.4492, 1350.734, 2.697765, 1152.66, 469.2328, 2446.062, 0.09897479
160.9, 401.0302, 97.38702, 86.94357, 576.5471, 1.00749, 0.0003056922, 325.9702, 229.9404, 183.9277, 3439.979, 1670.508, 2311.621, 234.9052, 4.740055, 1742.789, 3294.43, 0.01087177, 325.3928, 474.2587, 120.3811, 392.5992, 232.9225, 347.8676, 0.0002392047, 1865.919, 11.4369, 816.2997, 0.05201918, 12.08294, 1555.541, 1108.285, 598.0395, 2863.958, 791.7533, 2075.673, 4.394518, 593.0771, 2358.994, 901.0056, 4927.817, 1759.088, 275.5688, 1951.437, 1389.594, 808.6508, 1816.398, 236.2467, 91.45892, 707.8633, 1668.794, 2183.629, 0.0626974, 454.5215, 1180.466, 0.003520743, 591.2069, 1627.589, 2.52055, 963.7666, 275.9884, 4.098634, 489.8038, 1935.789, 4.994668e-05, 825.3131, 1285.936, 90.09132, 1759.125, 1062.613, 679.4042, 1435.342, 2.584298, 1264.842, 449.4193, 2489.143, 0.09492154
161, 462.9997, 92.59018, 82.29219, 603.4274, 0.9605398, 0.0002926353, 311.2906, 219.8505, 174.1021, 3466.618, 1678.84, 2285.297, 260.6553, 4.511662, 1669.255, 3227.546, 0.0103843, 384.7984, 453.6288, 115.0262, 375.1442, 349.8011, 367.5424, 0.0002284597, 1932.431, 10.82201, 859.2791, 0.04965973, 11.55783, 1609.131, 1062.793, 570.4697, 3058.637, 814.1299, 1982.451, 4.194453, 564.6041, 2357.659, 859.5428, 4789.967, 1730.078, 263.2035, 1870.78, 1327.38, 779.4686, 1957.146, 288.0238, 138.5665, 673.0209, 1645.24, 2143.848, 0.05970499, 432.2444, 1127.827, 0.003368277, 564.4087, 1663.208, 2.408522, 918.3271, 263.7119, 3.912582, 541.7785, 1931.906, 4.770142e-05, 785.153, 1298.45, 86.05474, 1814.092, 1140.472, 646.0784, 1372.802, 2.475603, 1353.195, 430.4426, 2590.908, 0.09103427
161.1, 442.7635, 88.0296, 205.3411, 574.8362, 0.9157772, 0.0002801361, 414.1452, 210.2033, 164.8014, 3629.225, 1685.424, 2355.787, 258.0168, 4.294274, 1724.526, 3328.365, 0.00991868, 366.9785, 433.8963, 109.9094, 358.4653, 331.9758, 351.2243, 0.0002181975, 2041.904, 10.24017, 902.0129, 0.0474073, 11.05555, 1534.437, 1071.694, 544.1709, 3146.857, 771.839, 1893.417, 4.003497, 537.4979, 2488.039, 819.9882, 5180.986, 1791.056, 306.5634, 1926.375, 1267.952, 782.4489, 1960.997, 379.3531, 132.0618, 639.8936, 1689.741, 2108.303, 0.0568554, 411.0592, 1194.729, 0.003222413, 538.8252, 1634.694, 2.301473, 875.0299, 251.9814, 3.734975, 513.756, 1997.246, 4.555709e-05, 798.3262, 1259.488, 82.19902, 1886.696, 1104.575, 614.3871, 1383.751, 2.37148, 1292.731, 412.2671, 2480.855, 0.0873062
