 , C001, C002, C003, C004, C005, C006, C008, C009, C010, C012, C013, C015, C016, C017, C020, C021, C024, C028, C032, C034, C036, C037, C038, C039, C043, C045, C046, C047, C050, C052, C053, C055, C061, C063, C064, C065, C070, C071, C076, C078, C087, C089, C097, C108
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
366.3, 549.3367, 365.6946, 610.925, 832.4575, 180.7421, 196.8903, 169.8733, 436.3183, 33.53526, 0.164738, 247.8084, 53.6139, 647.6696, 3.791976, 995.2053, 562.8813, 297.9696, 83.81422, 629.1046, 255.2412, 923.653, 482.0877, 23.80779, 417.2854, 712.863, 274.5192, 1010.343, 774.8184, 13.1557, 1584.469, 0.001112351, 202.2675, 1839.877, 1524.195, 500.4495, 539.5616, 466.0027, 278.6982, 1389.178, 539.7508, 856.8022, 1244.397, 3070.152, 1057.33
366.4, 548.1197, 347.8165, 584.6315, 792.2858, 173.1666, 188.6167, 278.8415, 559.8582, 31.85217, 0.1578455, 237.2062, 51.2041, 615.7345, 3.616765, 1021.55, 537.0598, 284.5616, 80.38392, 602.4987, 244.5869, 884.7948, 488.6148, 22.77936, 394.9987, 682.5418, 261.6806, 968.3965, 756.2477, 12.52286, 1648.44, 0.001067238, 193.1629, 1793.698, 1524.694, 474.3007, 595.5146, 445.7084, 267.0214, 1353.568, 604.2788, 816.0508, 1256.874, 3026.595, 1011.964
366.5, 523.9006, 330.8124, 559.4697, 754.0526, 165.9086, 180.6908, 266.2227, 533.2799, 30.25354, 0.1512413, 227.0576, 48.90261, 585.3741, 3.449649, 993.7322, 552.1198, 271.757, 77.094, 612.0151, 234.3773, 847.5714, 466.2367, 21.79535, 373.9023, 653.5103, 249.4425, 1002.306, 724.582, 11.92046, 1712.538, 0.001023955, 184.468, 1730.269, 1457.159, 449.5182, 569.3208, 426.2978, 255.8338, 1288.683, 720.9349, 861.0641, 1234.494, 3025.998, 1173.781
366.6, 500.7517, 314.6396, 633.321, 717.6644, 158.9548, 173.098, 254.1751, 507.9634, 28.73515, 0.1449135, 217.3432, 46.70457, 576.837, 3.290255, 998.3776, 526.7919, 259.5285, 73.93874, 586.132, 224.5938, 881.4875, 444.8835, 20.85386, 353.9326, 625.7136, 237.7766, 960.6929, 728.3055, 11.34704, 1639.725, 0.0009824269, 176.1646, 1720.424, 1415.547, 426.0306, 544.2791, 407.7326, 319.3194, 1226.909, 689.2731, 820.11, 1190.663, 2990.815, 1123.418
366.7, 563.8782, 299.2574, 606.0637, 683.0322, 152.2925, 165.8242, 242.6726, 490.9175, 27.29297, 0.1388504, 208.0445, 44.60533, 588.5919, 3.138226, 1063.539, 502.6259, 247.8503, 70.91261, 561.3435, 215.2188, 890.0448, 424.5083, 19.95303, 428.6652, 599.0992, 226.6564, 920.8077, 785.0714, 10.8012, 1570.007, 0.0009425833, 168.2349, 1643.957, 1371.157, 403.7703, 520.3389, 389.9759, 331.7561, 1254.308, 659.0018, 781.1037, 1168.331, 3125.535, 1075.216
366.8, 538.9629, 284.6273, 655.6753, 740.1886, 145.9094, 158.8561, 231.6907, 527.5182, 25.92317, 0.133041, 199.1435, 42.60044, 603.3309, 2.993222, 1186.542, 479.5685, 236.6976, 68.01033, 567.4785, 206.235, 852.6005, 512.7758, 19.09112, 405.7707, 573.6168, 216.0562, 882.5785, 752.1989, 10.28162, 1691.231, 0.0009043556, 160.6621, 1570.888, 1491.665, 382.6731, 497.4516, 372.9925, 317.8563, 1194.181, 630.0599, 743.9526, 1192.656, 3010.98, 1029.083
366.9, 515.1484, 277.7694, 627.4559, 704.4695, 155.5774, 152.1808, 221.2058, 560.2524, 24.62211, 0.1274747, 190.6234, 40.68567, 573.5821, 2.854917, 1133.46, 504.7083, 226.0467, 65.22684, 562.8506, 197.6263, 924.8199, 514.0313, 18.26643, 384.0989, 549.2183, 295.3694, 845.9364, 720.7027, 9.787039, 1693.207, 0.0008676783, 153.4303, 1501.067, 1542.864, 362.6782, 475.5711, 440.8377, 304.5389, 1136.937, 690.3227, 785.0385, 1140.668, 3006.839, 1071.788
367, 578.0183, 264.1898, 600.451, 670.474, 149.0566, 237.6069, 211.1953, 547.1787, 23.38636, 0.1221412, 182.4678, 38.85696, 643.8546, 2.723003, 1082.752, 481.5554, 215.8751, 62.55726, 539.0468, 189.3769, 885.9127, 500.6597, 17.47738, 363.5847, 525.8576, 281.5557, 810.8156, 690.5254, 9.316244, 1780.379, 0.0008324884, 146.5239, 1557.773, 1641.767, 343.7281, 454.653, 421.6393, 291.7794, 1295.064, 741.2493, 778.6485, 1194.248, 3014.458, 1025.801
367.1, 552.4781, 251.274, 693.1068, 638.1191, 142.8092, 227.6224, 201.6379, 620.7228, 22.21262, 0.117031, 174.6611, 37.11045, 657.9474, 2.597184, 1110.353, 459.4645, 206.1612, 59.99695, 516.2496, 181.4719, 848.6422, 477.73, 16.7224, 344.166, 503.4905, 288.5088, 921.7894, 661.6116, 8.868096, 1890.393, 0.0007987258, 139.9285, 1488.535, 1569.047, 325.7681, 434.655, 403.277, 279.5545, 1540.512, 708.6953, 741.6143, 1142.19, 2943.208, 1057.184
367.2, 528.0665, 238.9897, 663.2763, 607.3255, 136.8236, 218.0574, 192.513, 625.4186, 21.0978, 0.1121345, 167.1884, 35.44244, 625.5056, 2.477179, 1060.679, 486.4751, 196.8844, 57.54142, 649.0932, 173.8968, 812.9398, 455.8504, 16.00004, 325.7845, 482.0748, 275.016, 883.5194, 696.3915, 8.441506, 1825.17, 0.0007663324, 133.6299, 1490.668, 1550.633, 308.7465, 415.5366, 385.7143, 373.0553, 1567.745, 677.571, 706.3414, 1097.295, 3026.784, 1032.743
367.3, 504.7336, 227.306, 634.7297, 671.1669, 159.7447, 208.8944, 278.4572, 595.728, 20.03892, 0.1074428, 160.0355, 33.8494, 711.472, 2.362719, 1047.795, 494.1588, 234.5514, 61.34546, 621.642, 166.638, 944.064, 492.2605, 15.30889, 308.3847, 492.3924, 295.5767, 846.8383, 701.7014, 8.035438, 1844.451, 0.0007352527, 127.6148, 1499.413, 1524.866, 352.1451, 500.4336, 368.9165, 395.8686, 1715.174, 647.8137, 760.8932, 1172.051, 2900.887, 1123.563
367.4, 482.4315, 353.8282, 607.4118, 638.7785, 153.0493, 200.9505, 265.8559, 567.4469, 19.03319, 0.1029475, 153.1885, 32.32796, 676.3911, 2.253548, 1337.027, 524.2962, 223.9971, 58.83474, 649.0673, 159.6821, 1057.752, 524.1026, 14.64758, 345.9793, 499.3371, 281.7533, 874.2338, 755.3735, 7.648902, 1857.265, 0.0007054336, 121.8705, 1432.769, 1565.013, 333.7454, 478.4219, 352.8502, 509.1217, 1632.956, 949.0267, 886.2552, 1222.438, 2951.832, 1173.422
367.5, 513.7034, 336.5303, 611.468, 607.9531, 146.6344, 323.0912, 253.8249, 540.5084, 18.07794, 0.09864027, 146.6345, 30.8749, 770.3586, 2.14942, 1277.212, 500.2447, 213.9177, 111.6723, 637.6901, 153.0166, 1063.835, 500.0992, 14.01485, 388.9063, 577.3215, 342.6028, 989.0513, 895.8045, 7.28096, 1778.298, 0.0006768238, 116.3847, 1369.087, 1495.692, 316.307, 457.3784, 337.4836, 561.3388, 1672.018, 907.3477, 844.103, 1169.151, 2951.071, 1147.417
367.6, 543.2946, 320.0779, 784.8807, 591.0775, 140.4885, 309.5145, 334.6794, 555.9039, 17.17063, 0.09451324, 140.3609, 29.48716, 775.6773, 2.050105, 1220.073, 561.9226, 209.4312, 107.1018, 627.509, 146.6293, 1019.079, 492.5008, 13.40945, 368.1353, 552.7654, 326.5801, 947.9888, 943.9667, 6.930718, 1821.98, 0.0006493744, 111.1459, 1415.984, 1594.236, 299.7798, 511.642, 322.7862, 537.82, 1591.868, 1065.853, 803.9556, 1168.443, 3076.122, 1162.642
367.7, 519.2887, 304.4299, 751.1005, 599.5226, 134.6001, 380.1571, 319.5338, 529.5134, 16.30885, 0.09055887, 134.3558, 28.16179, 737.4305, 1.955378, 1277.504, 536.145, 231.3108, 102.7184, 622.8716, 140.5087, 976.2062, 512.4383, 12.8302, 348.4736, 529.2538, 311.3067, 908.6311, 904.4409, 6.597323, 1860.016, 0.0006230382, 106.1429, 1388.369, 1549.856, 284.1161, 489.1373, 376.3619, 515.2866, 1515.561, 1019.043, 765.7177, 1117.51, 2948.172, 1112.757
367.8, 496.3436, 289.5469, 718.774, 662.2492, 128.9586, 364.1824, 305.0736, 504.3757, 15.49033, 0.08676995, 128.6075, 26.896, 701.0695, 1.865028, 1402.695, 691.4207, 220.9023, 98.51437, 596.5294, 134.6435, 1072.906, 488.9691, 12.27597, 329.862, 610.9686, 296.7477, 923.8694, 919.364, 6.279967, 1780.932, 0.00059777, 101.3651, 1326.66, 1510.961, 335.6061, 467.6224, 369.3744, 493.6973, 1442.911, 974.2888, 788.3298, 1068.797, 2969.803, 1065.013
367.9, 498.8351, 275.3915, 687.8389, 630.2912, 123.5535, 348.8791, 291.2678, 589.1171, 14.71289, 0.08313956, 123.1052, 25.6871, 682.5753, 1.778853, 1370.115, 659.7025, 210.9622, 94.48241, 571.3011, 129.0232, 1027.769, 485.7274, 11.74568, 312.2444, 584.9814, 331.1473, 885.5131, 880.8683, 5.977876, 1705.211, 0.0005735267, 96.80234, 1281.157, 1444.034, 318.0705, 447.054, 463.672, 473.0126, 1494.626, 931.5003, 750.8351, 1143.342, 3004.514, 1154.297
368, 620.5997, 261.9282, 658.2352, 599.8754, 143.2664, 344.0812, 278.0867, 561.1498, 13.97447, 0.07966106, 117.8383, 24.53253, 691.1165, 1.696659, 1308.82, 629.4394, 201.4693, 90.61549, 573.2924, 123.6375, 1068.985, 483.8147, 11.2383, 433.4634, 560.0995, 315.6604, 848.7491, 878.8258, 5.690317, 1632.709, 0.0005502665, 92.44498, 1275.882, 1558.138, 301.4511, 427.3902, 443.4791, 453.1945, 1451.103, 890.5909, 758.4566, 1093.503, 2900.093, 1104.77
368.1, 731.0431, 249.123, 629.9056, 570.9273, 137.2616, 329.6225, 265.5021, 538.2156, 13.2731, 0.07632811, 112.7967, 23.42986, 721.7816, 1.618263, 1310.158, 600.5646, 192.4037, 86.90681, 549.0469, 118.4766, 1024.013, 461.6565, 10.75284, 410.3127, 536.2759, 300.8977, 919.8961, 862.683, 5.416591, 1627.421, 0.0005279498, 88.28375, 1219.173, 1489.121, 372.1643, 408.5913, 424.1656, 434.2067, 1534.346, 851.4782, 766.3295, 1057.606, 2951.253, 1057.368
368.2, 698.7415, 236.9438, 602.7953, 543.3762, 131.5085, 319.7958, 253.4871, 730.6519, 12.60694, 0.07313459, 107.9708, 22.37675, 686.1923, 1.54349, 1251.545, 573.0143, 183.7459, 163.0606, 536.3139, 113.5311, 1004.853, 440.5131, 10.28835, 524.5134, 513.4657, 286.8254, 881.7047, 826.5607, 5.156032, 1699.142, 0.0005065381, 84.30984, 1164.985, 1459.647, 352.7185, 493.1326, 405.6933, 416.0144, 1460.795, 914.1742, 729.8812, 1042.899, 3057.79, 1074.763
368.3, 720.7853, 225.3601, 576.8517, 517.1545, 125.9966, 306.3576, 242.0158, 695.9655, 11.97421, 0.0700747, 103.3514, 21.37098, 714.2046, 1.472172, 1195.555, 569.7201, 205.9362, 206.2556, 525.6364, 108.792, 962.5791, 445.4316, 9.843921, 498.3607, 491.6257, 273.4113, 894.2932, 791.9509, 4.908007, 1796.791, 0.0004859948, 80.5148, 1188.543, 1556.292, 564.5914, 471.442, 388.0254, 409.0738, 1426.976, 874.0258, 721.6949, 1025.608, 2930.604, 1028.649
368.4, 781.0186, 214.3427, 552.0248, 492.1983, 120.7156, 293.4841, 231.0636, 662.9258, 11.37324, 0.06714283, 98.92963, 20.41041, 678.9888, 1.404149, 1258.202, 543.5848, 196.6695, 197.8141, 503.4064, 104.2508, 1011.216, 442.4952, 9.418692, 471.7438, 470.7147, 260.6245, 857.1648, 758.7903, 4.671913, 1720.396, 0.0004662846, 76.89059, 1241.734, 1552.613, 535.0912, 450.7056, 371.1269, 391.9345, 1538.065, 835.6406, 718.6125, 1109.725, 2808.707, 1071.168
368.5, 788.9686, 276.7379, 528.2664, 468.4464, 138.974, 281.1516, 220.607, 631.4546, 10.80243, 0.06433363, 94.69704, 19.49302, 645.5095, 1.339269, 1268.353, 518.6485, 187.8198, 277.1566, 501.4713, 99.89912, 968.6743, 422.2293, 9.011831, 504.7388, 450.6931, 248.4357, 928.4055, 727.0181, 4.447176, 1710.077, 0.0004473738, 73.42952, 1186.543, 1483.842, 528.6309, 808.126, 354.9644, 491.4601, 1464.337, 897.7668, 684.4337, 1150.416, 2880.044, 1025.208
368.6, 754.1075, 263.2087, 505.5305, 445.8406, 133.1491, 269.3372, 210.6237, 601.4774, 10.26027, 0.06164195, 90.64554, 18.61686, 757.5506, 1.277387, 1279.094, 551.4735, 179.3683, 334.6685, 480.2633, 95.7291, 927.9221, 402.8917, 8.622546, 477.7813, 431.5231, 236.817, 889.8608, 696.5764, 4.233249, 1734.239, 0.00042923, 70.12424, 1355.636, 1454.769, 522.1994, 772.5804, 339.5057, 470.8691, 1477.873, 858.339, 651.8804, 1100.268, 2927.522, 1024.76
368.7, 720.7867, 250.3409, 483.7731, 439.0867, 145.1812, 258.0194, 201.0921, 651.8051, 9.74532, 0.0590629, 86.76737, 17.78009, 794.7417, 1.218364, 1302.177, 526.1753, 171.2971, 384.4558, 459.9521, 91.73315, 956.3723, 384.4396, 8.250076, 452.2635, 413.1685, 225.7416, 852.9164, 702.459, 4.029613, 1764.515, 0.000411822, 66.96774, 1458.022, 1390.331, 494.9142, 738.5983, 324.7203, 451.1408, 1468.053, 876.0131, 620.8755, 1091.734, 2826.458, 1088.944
368.8, 688.9383, 238.1022, 462.9521, 417.8978, 139.0961, 247.1771, 191.9919, 627.1708, 9.256214, 113.6716, 83.05513, 16.98092, 755.5549, 1.162068, 1254.648, 507.3612, 163.5892, 399.6445, 440.5, 87.90399, 966.9705, 366.8326, 7.893696, 505.2836, 395.5945, 416.6526, 817.5058, 695.5354, 3.835773, 1689.492, 0.00039512, 63.95332, 1393.218, 1497.278, 570.0325, 706.1108, 310.5787, 432.2391, 1523.105, 901.8395, 759.2136, 1044.145, 2847.696, 1042.222
368.9, 658.4971, 226.4619, 443.0272, 397.7314, 133.2661, 236.7904, 183.3034, 597.397, 8.791656, 175.3217, 79.50171, 16.21767, 718.3002, 1.108374, 1261.043, 484.0866, 165.2975, 479.6794, 421.8706, 84.23467, 926.29, 350.0321, 7.552711, 478.2969, 378.7681, 397.1668, 783.5654, 682.681, 3.651258, 1682.625, 0.0003790954, 61.07459, 1331.294, 1430.957, 562.4447, 675.0524, 297.0531, 414.1293, 1450.094, 862.2327, 723.1036, 998.63, 2913.625, 1063.183
369, 629.4009, 215.3906, 423.9599, 378.5381, 127.6805, 226.8402, 175.0082, 575.8076, 8.350412, 167.9864, 76.10032, 15.48873, 821.4318, 1.057161, 1335.553, 461.8797, 342.7818, 460.0473, 496.2942, 80.71852, 887.3209, 468.6232, 7.226455, 452.7516, 401.6234, 378.5923, 751.034, 728.4966, 3.475618, 1869.147, 0.0003637207, 58.32544, 1352.466, 1411.308, 533.0566, 645.36, 560.4852, 396.7782, 1495.701, 1045.753, 727.1656, 972.0067, 2792.435, 1122.128
369.1, 601.5904, 268.7076, 405.7132, 411.4532, 122.329, 217.3081, 167.0884, 587.4258, 7.931315, 160.958, 190.9597, 14.79256, 780.929, 1.008314, 1275.804, 602.0858, 338.0385, 441.2187, 621.0613, 77.34914, 910.3376, 616.6602, 6.914293, 447.6687, 434.3565, 360.8864, 719.8533, 778.8876, 292.1388, 1828.592, 0.0003489695, 55.70004, 1292.353, 1377.412, 505.2041, 616.9737, 536.0762, 380.1541, 1476.828, 1149.699, 792.8027, 993.1495, 2813.608, 1172.913
369.2, 575.0087, 416.0658, 388.2518, 624.1933, 117.2018, 208.1766, 159.5269, 559.5388, 7.533251, 284.5648, 387.1992, 14.12767, 797.5782, 0.9617236, 1218.728, 723.3024, 322.8275, 509.4123, 594.7956, 74.12041, 872.0397, 742.8619, 6.615615, 423.7592, 415.8814, 344.0087, 819.886, 771.7075, 571.9484, 1797.344, 0.0003348166, 53.19282, 1234.912, 1479.784, 478.8069, 589.836, 620.9705, 364.2266, 1406.035, 1299.692, 901.5099, 1052.818, 2849.738, 1368.15
369.3, 549.6016, 395.7251, 371.542, 594.0717, 112.2894, 199.4288, 152.3077, 532.9757, 7.155166, 368.5041, 370.6334, 13.49267, 840.8479, 0.9172863, 1164.206, 690.1218, 308.301, 488.5633, 591.6915, 71.02645, 880.7092, 764.3998, 6.329839, 401.1267, 435.7094, 327.9202, 785.8467, 789.4783, 678.5755, 2060.535, 0.0003212377, 50.79845, 1286.775, 1511.758, 453.789, 563.8919, 748.502, 348.9663, 1478.749, 1418.647, 1101.966, 1006.925, 2825.758, 1309.448
369.4, 525.317, 376.3788, 355.5513, 565.4037, 107.583, 191.0485, 145.4152, 587.5077, 6.796057, 353.0861, 354.7762, 12.88621, 849.1325, 0.8749023, 1112.122, 658.4632, 294.4281, 468.5676, 679.79, 68.06165, 1021.243, 755.3942, 6.056408, 467.8541, 417.1767, 312.5842, 753.2207, 818.0519, 675.9991, 1972.926, 80.27775, 48.51186, 1284.913, 1444.796, 455.2841, 539.0889, 728.7018, 334.3454, 1407.864, 1534.851, 1087.058, 1004.173, 2770.352, 1253.264
369.5, 502.1055, 357.9784, 340.2488, 602.4144, 103.0738, 183.0205, 138.8345, 571.0519, 6.45497, 338.3133, 339.5975, 12.30701, 807.2638, 0.8344766, 1062.369, 698.4138, 281.1795, 569.6704, 729.6476, 65.2206, 978.2791, 720.7979, 5.794789, 442.8666, 428.2509, 297.9654, 721.9492, 793.085, 730.2276, 1918.875, 77.02198, 46.3282, 1227.803, 1483.68, 431.4952, 515.377, 696.967, 320.3371, 1375.169, 1623.565, 1141.254, 1061.953, 2819.959, 1199.491
369.6, 589.9731, 340.4775, 325.6049, 573.3438, 98.75367, 175.3297, 132.5517, 558.5886, 6.131003, 409.5699, 325.0682, 11.75385, 831.3471, 0.7959189, 1045.729, 666.3749, 370.0557, 546.3552, 731.2689, 62.49814, 971.0887, 687.786, 5.54447, 419.2136, 461.3253, 284.0302, 691.976, 825.3925, 695.1008, 1988.682, 73.89825, 44.24283, 1173.231, 1562.969, 431.9383, 492.7079, 666.6141, 306.9157, 1476.878, 1552.262, 1133.399, 1015.662, 2851.98, 1274.759
369.7, 563.9048, 323.8322, 311.5913, 564.1246, 94.61457, 167.9622, 126.5532, 540.4562, 5.823295, 471.3902, 517.6171, 116.7141, 790.3553, 0.7591428, 998.9465, 635.8057, 502.0323, 523.9943, 821.5887, 59.88932, 949.2272, 929.7223, 5.304965, 396.8239, 465.7348, 270.7468, 715.0385, 790.8315, 842.5201, 2084.034, 82.99632, 42.25133, 1121.085, 1647.403, 561.8002, 471.0361, 877.3458, 294.0567, 1434.927, 1508.989, 1335.888, 1058.969, 2861.381, 1331.964
369.8, 538.9883, 415.4755, 298.1808, 563.1167, 90.64896, 160.9042, 120.8262, 602.2872, 5.531031, 569.1041, 495.4714, 111.4681, 863.504, 0.724066, 954.2564, 715.7166, 479.4419, 596.6814, 786.8423, 57.3894, 981.546, 1105.161, 5.075806, 375.63, 501.9287, 258.0847, 1119.709, 757.7178, 1167.057, 2119.707, 79.63029, 40.34948, 1071.256, 1574.432, 532.4459, 450.3175, 952.2029, 281.7364, 1559.768, 1506.746, 1446.014, 1096.029, 2762.558, 1376.99
369.9, 515.1727, 395.1637, 285.3475, 551.837, 86.84955, 154.1428, 115.3583, 697.2979, 5.253435, 685.9158, 523.2948, 106.4579, 851.8652, 0.6906099, 911.5656, 721.2321, 529.8319, 646.5126, 948.8933, 54.99383, 940.2523, 1115.675, 4.856545, 355.568, 542.1526, 246.0147, 1073.222, 725.9905, 1280.426, 2436.122, 76.40079, 38.53323, 1023.642, 1606.842, 504.6253, 430.5101, 1108.976, 269.9323, 1569.971, 1495.277, 1534.652, 1349.737, 3021.591, 1384.033
370, 566.1263, 375.8449, 273.0665, 525.2071, 83.20939, 147.6656, 110.1379, 762.7402, 4.989771, 657.2177, 674.4873, 101.6729, 809.8618, 0.6586996, 870.7847, 688.1464, 505.9906, 620.0525, 908.7631, 52.69826, 900.6958, 1108.004, 4.646757, 336.5775, 572.4626, 234.5092, 1028.665, 695.5918, 1410.224, 2332.544, 73.30225, 36.79873, 978.1447, 1736.332, 527.6146, 411.5741, 1060.68, 258.6228, 1567.187, 1501.101, 1607.146, 1457.576, 2919.011, 1436.142
370.1, 541.1116, 357.4706, 261.3141, 499.8623, 79.7218, 141.4605, 105.1537, 1242.421, 4.73934, 629.7202, 645.6301, 97.103, 837.8345, 0.6282638, 844.5662, 656.5784, 483.2222, 864.9386, 870.33, 50.49851, 862.8035, 1113.179, 4.44603, 376.5068, 548.1133, 283.058, 985.9575, 718.7131, 1342.387, 2469.451, 70.32938, 35.14231, 934.6693, 1731.957, 500.0464, 393.4709, 1014.488, 247.7871, 1580.632, 1538.496, 1569.028, 1394.04, 3000.625, 1374.523
370.2, 517.2022, 339.9945, 250.0674, 475.7405, 76.38039, 135.5161, 100.3951, 1220.545, 4.501478, 603.3732, 618.0076, 92.73849, 796.5229, 0.5992343, 886.8828, 626.4586, 461.4782, 891.5676, 953.7014, 48.39059, 826.5052, 1062.196, 4.253974, 356.398, 591.3661, 269.82, 945.0234, 688.6191, 1277.813, 2364.455, 67.47708, 33.56046, 966.8383, 1655.242, 473.9187, 376.1639, 970.3069, 237.4054, 1504.863, 1604.688, 1533.172, 1478.091, 2875.816, 1343.019
370.3, 494.3493, 323.3728, 239.3048, 472.3004, 73.17903, 129.8216, 95.85177, 1162.602, 4.275554, 578.1285, 591.5668, 88.57014, 757.2482, 0.5715462, 1006.458, 597.7205, 440.7127, 861.7012, 913.3677, 46.37065, 791.7341, 1013.549, 4.070215, 337.3632, 566.2126, 257.2012, 905.7888, 699.0137, 1216.345, 2343.729, 64.74046, 32.0498, 923.8654, 1733.953, 449.1562, 359.6183, 928.0502, 227.4586, 1486.216, 1641.072, 1502.353, 1413.661, 2846.333, 1285.394
370.4, 472.5061, 307.5638, 229.0055, 449.5086, 70.11185, 124.3663, 91.51408, 1151.684, 4.060969, 553.94, 566.2573, 84.58916, 900.84, 0.5451374, 1052.08, 570.3008, 420.8816, 826.4339, 874.7399, 44.43503, 758.4257, 967.1292, 3.894393, 330.2936, 542.1291, 245.1725, 868.1831, 669.7446, 1271.19, 2244.078, 62.11483, 30.60715, 882.8025, 1693.846, 425.6876, 343.8004, 887.6337, 217.9287, 1453.44, 1568.999, 1505.408, 1410.612, 2931.339, 1248.391
370.5, 506.058, 319.189, 219.1494, 427.8168, 67.17323, 119.1403, 87.3727, 1167.365, 3.857154, 530.7635, 542.0306, 80.78711, 856.4218, 0.5199488, 1005.013, 544.1389, 486.764, 792.61, 837.7457, 42.58021, 726.5187, 922.8356, 3.726166, 312.653, 519.0699, 320.5024, 832.1387, 641.701, 1296.25, 2207.557, 59.59568, 29.22943, 843.5647, 1729.837, 403.4452, 328.6783, 848.9773, 208.798, 1479.478, 1500.093, 1476.34, 1349.123, 2837.595, 1263.384
370.6, 589.1399, 315.1661, 209.7174, 407.1717, 64.35777, 114.1339, 83.41873, 1111.947, 3.663568, 508.5568, 518.8405, 77.15595, 814.1936, 0.4959241, 960.0512, 519.1771, 482.2779, 760.1704, 829.2585, 40.80281, 695.954, 880.5707, 3.565207, 295.9546, 496.9915, 305.5132, 797.5907, 696.8721, 1233.895, 2187.333, 57.1787, 27.91372, 999.2879, 1653.216, 427.7775, 314.2213, 1032.162, 200.0498, 1408.558, 1482.935, 1406.122, 1436.694, 2740.117, 1209.177
370.7, 666.8887, 299.7582, 200.6915, 387.5229, 61.66031, 109.3379, 79.6437, 1177.322, 3.479697, 487.2792, 496.6425, 73.688, 896.1626, 0.4730095, 955.9927, 495.3604, 460.5764, 842.8672, 794.1878, 39.09961, 666.6751, 840.2414, 3.4112, 360.2449, 475.8522, 291.2251, 764.4771, 667.6926, 1174.54, 2335.027, 54.85974, 26.65725, 954.8727, 1824.517, 405.4259, 300.4001, 987.2113, 191.6682, 1392.254, 1417.808, 1456.495, 1431.122, 2885.688, 1192.074
370.8, 637.4218, 285.1036, 192.054, 368.8223, 59.07592, 104.7434, 76.0395, 1205.887, 3.305055, 466.8918, 475.3942, 70.37593, 851.9749, 0.4511537, 928.4518, 472.6364, 509.8953, 913.7816, 760.6003, 37.4675, 638.6281, 876.2827, 3.263846, 341.0047, 455.6121, 277.6052, 732.7382, 743.0834, 1118.04, 2259.02, 52.63483, 25.45732, 912.4317, 1936.857, 384.2422, 287.187, 1007.093, 183.6378, 1325.516, 1355.541, 1387.22, 1368.739, 2963.385, 1239.804
370.9, 609.2568, 271.1654, 183.7882, 351.0241, 56.59985, 100.3419, 72.5984, 1180.325, 3.139179, 447.3574, 455.055, 67.21272, 864.7733, 0.4303077, 950.22, 450.9547, 587.6442, 876.3828, 728.4332, 35.90352, 611.7609, 836.1498, 3.122857, 428.3727, 457.203, 303.7038, 702.3171, 711.9689, 1064.258, 2177.295, 50.50016, 24.31141, 871.877, 2035.345, 364.1653, 274.555, 963.2343, 175.9438, 1261.976, 1396.676, 1413.179, 1309.075, 3009.694, 1186.608
371, 582.3364, 263.731, 175.8782, 334.0848, 54.22756, 96.12544, 69.31303, 1124.292, 2.981627, 428.6403, 435.586, 64.1917, 839.5548, 0.410425, 907.7098, 430.2676, 619.263, 840.5146, 709.1588, 34.40483, 586.0241, 797.855, 2.987958, 405.4938, 437.7561, 289.5003, 673.1589, 756.5469, 1013.063, 2233.823, 48.45206, 23.21709, 833.1249, 2004.055, 402.4651, 262.4786, 1013.456, 168.5721, 1344.641, 1335.337, 1345.965, 1252.012, 2947.528, 1201.124
371.1, 556.6055, 313.265, 388.1975, 317.9629, 51.9547, 92.08614, 66.17634, 1070.918, 2.831982, 410.7063, 416.9499, 61.30645, 839.4432, 0.391461, 1022.891, 410.5296, 648.3521, 806.1144, 679.1672, 32.96869, 561.37, 761.314, 2.858887, 383.8369, 445, 371.6554, 645.2114, 752.7678, 964.3311, 2283.781, 46.48702, 22.17202, 796.0951, 1923.803, 446.133, 250.9334, 969.3198, 161.5094, 1314.895, 1276.692, 1281.948, 1283.714, 2846.351, 1149.588
371.2, 532.0115, 297.9501, 371.49, 302.619, 49.7771, 88.21658, 63.18159, 1225.48, 2.689848, 393.5226, 399.1112, 58.5509, 825.85, 0.3733732, 1321.958, 391.697, 619.1777, 773.1221, 740.9889, 31.5925, 725.3718, 726.4466, 2.735391, 363.3366, 426.0722, 414.6132, 618.4241, 795.6566, 917.9431, 2208.263, 44.60168, 21.17399, 760.7112, 1838.59, 422.8223, 239.8961, 1052.945, 154.7425, 1389.64, 1220.623, 1220.976, 1310.582, 3105.948, 1280.083
371.3, 508.5042, 283.3839, 355.5015, 288.0156, 61.34231, 84.50961, 60.32237, 1188.215, 2.554848, 377.058, 382.0357, 55.91919, 846.793, 0.3561211, 1262.817, 373.7284, 617.4501, 741.4802, 734.5953, 30.27375, 694.8553, 693.176, 2.61723, 343.9312, 451.5875, 395.2227, 592.7489, 970.7809, 1009.558, 2237.173, 42.7928, 20.22089, 726.9, 2017.609, 606.0941, 229.3442, 1150.487, 148.2592, 1323.027, 1167.016, 1162.903, 1253.453, 3129.244, 1225.159
