 , C000, C001, C003, C006, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C022, C023, C024, C025, C027, C029, C030, C032, C033, C034, C035, C036, C037, C038, C039, C040, C042, C043, C044, C045, C046, C047, C051, C055, C061, C062, C064, C066, C070, C072, C074, C076, C080, C081, C082, C084, C086, C088, C090, C091, C093, C094, C099, C100, C101, C103, C115, C119, C122, C125, C129, C134
Time(s)/Cell Status, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
59.3, 260.0445, 1684.179, 428.5706, 1070.596, 470.647, 1372.253, 141.1545, 2044.931, 432.9496, 330.4753, 156.345, 660.2766, 605.6983, 429.3715, 4668.06, 414.6351, 608.8162, 1015.685, 787.2964, 290.7771, 1431.463, 382.1966, 1740.081, 1140.705, 111.8473, 564.8101, 2485.542, 1403.676, 2088.378, 1757.37, 1228.561, 1440.524, 803.1473, 2383.574, 632.5195, 445.9233, 207.1318, 267.4763, 359.3021, 171.147, 1376.318, 46.23633, 100.6768, 1336.18, 317.7896, 1514.848, 2740.231, 914.6199, 830.3726, 146.0217, 889.1452, 1704.193, 637.4891, 91.48328, 303.9015, 2221.777, 491.0254, 1168.807, 7.265117, 378.9425, 1251.981, 773.8769, 423.4662, 14.80765, 1.16827, 1051.717, 2500.177, 532.0309, 2304.149
59.4, 341.6836, 1629.094, 596.0892, 1089.8, 565.5079, 1343.92, 134.6709, 2124.559, 412.5689, 398.7664, 149.4259, 708.5521, 573.933, 410.8226, 4466.048, 394.9767, 628.1427, 1045.375, 752.6882, 277.7188, 1415.58, 410.4467, 1780.058, 1193.756, 106.8704, 540.1796, 2468.467, 1330.113, 2137.654, 1668.391, 1173.517, 1408.866, 763.8483, 2278.729, 684.423, 487.0096, 197.7882, 254.9597, 343.9056, 164.0192, 1342.869, 44.31561, 200.2553, 1280.898, 302.583, 1510.916, 2708.798, 872.8151, 793.2631, 139.3489, 847.9884, 1831.497, 607.6727, 87.61398, 289.4232, 2257.829, 465.6012, 1101.556, 6.950544, 362.2245, 1216.332, 790.1583, 452.5021, 14.12144, 1.114191, 996.5632, 2391.364, 507.4977, 2223.69
59.5, 324.8576, 1591.332, 617.3156, 1037.276, 540.2446, 1278.75, 128.485, 2053.674, 393.1477, 416.2816, 142.813, 677.5439, 543.8337, 393.0751, 4395.831, 433.3448, 723.1147, 1015.479, 719.6013, 265.2469, 1350.038, 390.2036, 1699.717, 1143.398, 102.1149, 516.6233, 2480.356, 1260.406, 2039.127, 1723.112, 1193.48, 1392.229, 742.8339, 2235.454, 670.4025, 468.5797, 188.8661, 243.0288, 329.1688, 157.1881, 1359.174, 42.47467, 190.6314, 1334.238, 288.104, 1445.998, 2870.382, 832.9211, 757.8121, 132.9811, 808.7366, 1822.693, 579.2509, 83.90832, 275.6348, 2203.634, 441.4934, 1038.175, 6.649592, 346.2441, 1164.227, 755.0404, 432.735, 13.46703, 1.062616, 944.3013, 2469.602, 484.0957, 2266.487
59.6, 334.2044, 1626.051, 760.681, 1073.442, 516.1099, 1394.844, 122.5834, 2093.085, 374.6407, 396.8719, 156.6235, 689.3447, 515.3129, 376.0942, 4426.728, 412.7993, 687.6064, 1102.113, 687.9688, 253.335, 1287.531, 403.14, 1772.867, 1114.834, 97.57097, 528.519, 2580.467, 1300.657, 2027.476, 1677.139, 1140.008, 1524.417, 706.486, 2160.147, 638.0812, 446.846, 180.3464, 231.6562, 370.6335, 150.6416, 1423.07, 40.71021, 181.47, 1279.036, 274.3179, 1453.92, 2748.336, 794.8505, 723.9454, 126.9043, 844.2473, 2011.34, 552.1584, 80.35939, 262.5032, 2124.118, 418.6339, 1043.583, 6.361671, 330.9688, 1152.184, 721.4833, 413.8313, 12.84295, 1.013427, 894.7802, 2416.189, 461.7729, 2273.553
59.7, 317.7467, 1580.895, 797.2305, 1064.762, 570.9729, 1327.204, 116.9528, 2031.007, 357.0049, 378.3672, 164.9402, 659.1772, 488.2879, 359.847, 4300.834, 393.2279, 653.8418, 1136.816, 657.7267, 241.9582, 1249.293, 383.2572, 1741.758, 1067.805, 93.22927, 542.6829, 2526.453, 1259.58, 2073.995, 1693.723, 1088.932, 1449.493, 692.5128, 2237.525, 607.3182, 493.9854, 172.2111, 220.8158, 354.7514, 144.3677, 1398.514, 39.01905, 172.7489, 1226.118, 261.1914, 1413.931, 2817.205, 834.6404, 691.5923, 121.1051, 885.5115, 1974.668, 526.3331, 76.96057, 249.9972, 2191.577, 396.958, 983.537, 6.086217, 316.3673, 1102.827, 689.4175, 395.7534, 12.24778, 0.9665161, 847.8561, 2311.032, 440.4794, 2176.499
59.8, 302.0994, 1508.564, 763.3336, 1013.444, 545.4655, 1262.845, 111.5808, 2092.574, 420.1225, 423.0372, 157.6407, 630.3298, 462.6801, 344.3016, 4518.765, 398.5049, 621.7351, 1103.839, 662.8793, 231.0922, 1358.745, 364.3551, 1663.146, 1202.63, 89.08077, 519.0174, 2604.014, 1242.018, 2202.138, 1686.938, 1040.144, 1378.252, 672.7453, 2172.086, 578.0384, 617.3821, 298.6257, 210.4827, 339.5499, 138.3551, 1490.103, 37.39814, 164.447, 1208.388, 248.6931, 1353.181, 2697.419, 796.4913, 660.685, 115.571, 844.5228, 2024.216, 501.7157, 73.70551, 238.0871, 2093.103, 376.4044, 1030.651, 5.82269, 302.41, 1164.522, 712.1897, 378.4653, 11.6802, 0.9217763, 803.3928, 2413.922, 420.1678, 2219.896
59.9, 287.2227, 1473.095, 782.359, 964.6003, 578.9639, 1221.475, 106.4555, 2004.935, 475.6109, 484.8196, 212.3124, 602.7449, 438.4153, 329.4277, 4477.957, 379.6112, 591.205, 1046.166, 679.8627, 220.7142, 1320.445, 346.3852, 1632.23, 1236.266, 85.11687, 518.4933, 2590.52, 1176.927, 2156.85, 1601.524, 993.542, 1363.567, 686.1035, 2076.543, 550.1702, 588.7467, 317.0745, 200.6331, 324.9998, 132.593, 1428.287, 35.84457, 156.544, 1158.393, 236.7928, 1362.888, 2761.661, 787.8897, 631.1589, 110.2897, 805.4315, 1956.495, 478.2497, 70.58811, 226.7443, 2053.268, 356.9151, 971.3495, 60.90337, 289.0684, 1136.632, 725.8022, 361.9324, 11.13892, 0.8791075, 761.2612, 2395.57, 400.7928, 2269.543
60, 337.0826, 1405.696, 960.9332, 971.2963, 598.3641, 1162.243, 101.5657, 2106.79, 453.222, 462.2142, 202.9164, 627.8957, 415.4231, 315.1964, 4354.758, 361.6133, 562.1741, 991.5057, 726.679, 210.8023, 1319.98, 395.7921, 1677.348, 1184.115, 81.32935, 524.1686, 2593.448, 1194.95, 2253.834, 1520.436, 949.0279, 1309.948, 652.5316, 2118.092, 523.6455, 594.1943, 302.7715, 191.2444, 361.3954, 127.0708, 1454.269, 34.35553, 149.0208, 1172.938, 225.462, 1304.331, 2693.368, 803.171, 602.9524, 105.2498, 768.1497, 1867.027, 455.8812, 67.60257, 215.9419, 2096.909, 338.4348, 992.1929, 58.26632, 276.3155, 1151.406, 720.4725, 346.1217, 10.62273, 0.8384139, 721.3391, 2374.182, 382.3113, 2266.51
60.1, 346.3064, 1341.381, 1132.161, 924.4835, 601.6336, 1137.703, 96.90053, 2082.669, 431.8871, 613.8296, 193.9363, 626.253, 393.6366, 301.58, 4338.886, 439.4062, 534.5688, 939.7015, 694.7354, 201.3355, 1258.865, 376.2718, 1627.612, 1290.251, 77.71037, 501.3105, 2617.499, 1252.888, 2180.078, 1524.235, 906.5082, 1257.851, 628.3354, 2122.57, 498.3997, 630.5742, 289.1136, 182.2951, 345.9091, 121.7786, 1489.489, 32.92835, 240.9746, 1124.41, 214.6734, 1346.136, 2622.993, 766.4603, 576.0064, 100.4402, 789.9111, 1984.661, 434.5589, 64.7433, 205.6542, 2002.689, 320.9114, 935.1042, 55.74344, 264.1252, 1146.677, 721.082, 331.0016, 10.13046, 0.7996039, 683.5106, 2391.797, 364.6819, 2321.309
60.2, 329.2528, 1280.008, 1203.252, 942.0419, 759.5691, 1125.3, 92.44961, 2093.873, 411.5565, 705.8148, 185.3536, 598.8465, 372.9928, 288.5517, 4284.521, 418.5734, 508.319, 967.1613, 745.2628, 192.2939, 1228.04, 357.7142, 1641.808, 1257.287, 74.25243, 479.4491, 2553.2, 1187.228, 2202.408, 1474.672, 865.8935, 1209.971, 597.5901, 2047.933, 474.371, 601.327, 276.0718, 173.7646, 331.0865, 116.7068, 1427.698, 31.56046, 229.3938, 1163.974, 204.401, 1317.179, 2678.688, 731.4274, 550.2646, 95.85038, 764.3812, 1906.051, 414.2339, 62.00497, 195.8566, 1926.223, 304.2954, 881.3003, 53.32981, 252.4727, 1182.892, 759.4348, 316.5421, 9.660995, 0.7625905, 647.6658, 2368.236, 347.8656, 2283.743
60.3, 313.0389, 1321.663, 1235.99, 1009.883, 725.6364, 1070.731, 88.20313, 2090.228, 392.183, 672.9052, 177.1507, 649.2957, 353.4315, 276.0863, 4226.41, 398.7282, 483.3582, 931.322, 712.5023, 235.1382, 1216.328, 340.0718, 1688.694, 1343.027, 70.94836, 520.5566, 2551.633, 1253.859, 2100.896, 1526.317, 827.0985, 1224.757, 831.2616, 2037.437, 451.5007, 573.4363, 292.9156, 165.6332, 316.899, 111.8462, 1368.472, 30.24939, 269.9397, 1115.817, 341.0805, 1308.391, 2697.343, 697.9958, 525.6733, 91.4703, 838.0451, 1884.797, 394.8595, 59.38245, 186.5257, 1964.089, 288.5397, 830.5921, 51.02068, 241.3342, 1132.22, 739.0796, 363.4747, 9.213289, 0.7272903, 613.7009, 2375.135, 331.8246, 2186.254
60.4, 368.2811, 1334.458, 1284.518, 961.2109, 752.9079, 1135.905, 84.15171, 2045.014, 373.7214, 641.53, 169.3108, 620.8809, 334.8962, 264.1593, 4151.804, 407.3903, 459.623, 974.2739, 716.9564, 227.4532, 1173.173, 383.326, 1706.881, 1306.424, 67.79131, 556.8459, 2494.562, 1188.148, 2085.797, 1516.363, 790.0416, 1164.561, 795.4372, 2179.105, 439.002, 546.8392, 327.0247, 157.8824, 303.3195, 107.188, 1415.27, 28.99279, 342.9045, 1069.651, 324.7594, 1252.175, 2652.067, 666.0923, 502.1809, 87.29037, 799.2536, 1838.87, 376.3913, 56.87085, 177.6394, 1903.105, 423.1686, 830.1323, 48.81153, 230.6872, 1169.391, 706.2318, 466.5501, 8.786331, 0.6936243, 581.5172, 2423.903, 316.5233, 2204.985
60.5, 350.1453, 1273.403, 1246.148, 961.2966, 719.2728, 1103.837, 80.28638, 2024.268, 356.1288, 688.8373, 161.8179, 653.9532, 423.2667, 252.7477, 4237.714, 388.0754, 482.8839, 923.37, 685.4402, 260.4445, 1271.444, 364.4205, 1629.843, 1251.313, 64.77474, 562.2065, 2379.125, 1167.329, 1989.66, 1439.586, 754.645, 1107.324, 756.5154, 2213.608, 499.8169, 521.4758, 312.2727, 150.4943, 290.3219, 102.7239, 1432.033, 27.78839, 326.4252, 1170.738, 309.2193, 1311.231, 2642.456, 720.4315, 479.7384, 83.30146, 832.3226, 1754.781, 358.7868, 54.46548, 169.1765, 1817.593, 437.1055, 799.363, 46.69804, 220.5099, 1119.297, 692.7394, 446.1693, 8.379159, 0.6615165, 551.0212, 2469.031, 301.9277, 2193.549
60.6, 332.9026, 1348.456, 1236.001, 914.9658, 687.1403, 1050.309, 76.59859, 1963.277, 339.3645, 693.6381, 154.6566, 640.9435, 401.0689, 241.8289, 4161.577, 369.6762, 459.1721, 889.5542, 713.4343, 248.7484, 1212.576, 346.4474, 1556.283, 1198.527, 61.89241, 537.6896, 2424.621, 1130.177, 1933.314, 1464.031, 720.8344, 1105.639, 759.9444, 2153.548, 475.7198, 578.8192, 298.1863, 143.4519, 277.8813, 98.44569, 1372.626, 26.63402, 310.7378, 1122.3, 294.4228, 1254.893, 2698.829, 735.0107, 458.2989, 79.49483, 793.796, 1708.985, 342.0058, 52.16185, 161.1167, 1890.436, 414.4732, 753.3694, 44.67606, 370.0712, 1071.349, 725.8077, 439.4715, 7.990856, 0.6308951, 522.1245, 2361.574, 288.005, 2099.91
60.7, 316.509, 1316.955, 1192.862, 919.1543, 712.0016, 1058.092, 73.0802, 1972.602, 323.3893, 661.2962, 242.4387, 624.164, 380.0352, 231.3819, 4029.689, 352.1493, 462.4983, 918.5593, 734.1468, 237.5775, 1156.434, 329.3607, 1657.175, 1176.877, 59.13833, 608.2376, 2388.322, 1070.947, 1907.57, 1389.904, 688.5385, 1187.062, 722.7593, 2150.737, 510.5017, 551.9725, 284.7352, 136.739, 265.9737, 94.34565, 1371.026, 25.5276, 295.8044, 1075.867, 280.3343, 1256.584, 2622.964, 733.3273, 437.8174, 75.86215, 757.0527, 1630.836, 326.0096, 49.95565, 153.4409, 1813.471, 393.0127, 786.1186, 109.1652, 365.9236, 1121.443, 822.6501, 491.2436, 7.620547, 0.6016912, 494.7432, 2258.794, 274.7244, 2199.335
60.8, 300.9227, 1270.991, 1198.418, 874.8546, 680.1939, 1006.782, 69.72342, 1910.448, 308.166, 682.4397, 231.7095, 659.9243, 423.2928, 221.3862, 3937.517, 415.4845, 439.7874, 990.137, 701.8749, 226.9082, 1102.891, 335.6485, 1582.381, 1169.732, 56.5068, 581.7134, 2288.081, 1054.36, 1922.196, 1400.064, 657.6896, 1128.719, 687.3937, 2163.668, 514.4208, 526.371, 271.891, 130.3403, 254.5764, 90.41637, 1433.964, 24.46715, 281.5886, 1056.547, 266.92, 1219.41, 2633.761, 810.0432, 418.2513, 72.39548, 722.0102, 1607.424, 310.7617, 47.84276, 146.1308, 1761.539, 497.9327, 740.887, 167.4322, 383.6122, 1089.06, 838.7927, 469.7841, 7.267399, 0.5738391, 468.7979, 2273.43, 262.0562, 2105.449
60.9, 342.2245, 1253.506, 1147.463, 896.3157, 723.6536, 975.3223, 66.52082, 1898.428, 293.6595, 667.9354, 221.4551, 631.0443, 407.1309, 211.8223, 3913.274, 395.7858, 418.1918, 938.4042, 671.0216, 216.7182, 1086.677, 365.2376, 1528.99, 1120.387, 53.99237, 556.3458, 2228.653, 1111.002, 1833.6, 1365.573, 748.9297, 1175.931, 733.8733, 2183.361, 504.9461, 501.9569, 259.6261, 124.241, 243.6675, 86.65073, 1434.899, 23.45075, 268.056, 1098.34, 254.1475, 1207.297, 2593.46, 773.0183, 399.5597, 69.08722, 688.5897, 1626.317, 296.2268, 45.81924, 139.1689, 1682.388, 472.1508, 698.2579, 163.933, 366.6883, 1088.419, 830.1776, 449.262, 6.930617, 0.5472762, 444.2131, 2242.673, 249.9721, 2113.29
61, 394.8346, 1271.399, 1188.88, 853.1167, 691.3254, 1084.586, 63.46533, 1932.547, 279.8358, 636.7919, 251.963, 621.1909, 385.7794, 202.6716, 3785.206, 454.2802, 397.6567, 889.3745, 641.5246, 206.9857, 1036.363, 347.2242, 1554.434, 1073.125, 51.58982, 579.6075, 2192.746, 1052.778, 1749.088, 1312.139, 715.3751, 1118.135, 724.5344, 2141.07, 480.6018, 478.6752, 247.9145, 118.4271, 233.226, 83.04192, 1412.428, 22.47657, 255.1738, 1052.898, 241.9862, 1155.425, 2655.948, 765.1362, 381.7033, 65.93014, 737.0595, 1568.559, 282.3718, 43.8813, 132.5388, 1751.866, 447.7039, 699.9021, 165.9409, 417.0333, 1041.793, 893.7513, 429.6364, 6.609441, 0.5219429, 420.9177, 2284.595, 238.4453, 2045.005
61.1, 375.3912, 1238.934, 1159.393, 926.6595, 660.4413, 1031.992, 60.55018, 1878.587, 266.6628, 636.547, 287.2659, 629.4092, 365.5475, 193.9162, 3664.828, 432.7422, 407.2782, 842.9064, 613.3242, 197.6903, 1037.925, 330.0992, 1569.934, 1027.855, 49.29419, 597.9641, 2162.335, 997.6047, 1764.351, 1319.031, 683.3239, 1145.133, 689.0819, 2104.489, 500.1428, 456.4733, 279.6926, 112.8853, 223.232, 79.58341, 1449.041, 21.54286, 242.9106, 1028.927, 230.4069, 1158.069, 2656.406, 778.4584, 364.645, 62.91732, 781.3975, 1545.674, 269.1649, 42.02533, 126.2245, 1692.48, 424.5229, 659.6312, 158.7558, 398.6349, 997.1649, 991.7883, 410.8681, 6.30315, 0.4977823, 398.8439, 2185.165, 227.45, 2143.528
61.2, 432.6208, 1182.249, 1150.365, 881.9981, 630.937, 981.9475, 57.76894, 1823.59, 254.1099, 667.8956, 274.5528, 618.531, 439.7159, 185.539, 3647.03, 412.2253, 418.2591, 798.8661, 586.3635, 188.8123, 1051.285, 313.8188, 1499.078, 1029.53, 47.1007, 571.8878, 2162.397, 1059.718, 1736.737, 1252.245, 706.4899, 1137.843, 677.4937, 2011.92, 543.993, 435.3012, 267.0758, 107.6028, 213.6663, 76.26894, 1500.66, 20.64794, 231.2368, 1004.03, 219.3817, 1121.012, 2666.095, 801.8752, 348.3489, 60.04219, 745.2281, 1483.593, 256.5756, 40.24786, 120.211, 1629.829, 402.542, 621.6774, 151.8818, 381.0481, 1019.172, 996.8961, 392.9196, 6.011052, 0.4747401, 377.9277, 2179.707, 216.9617, 2112.167
61.3, 411.3167, 1128.157, 1119.602, 839.4892, 650.121, 934.3302, 55.11544, 1813.191, 242.148, 636.754, 262.4023, 591.4625, 416.6554, 177.5237, 3690.197, 392.6811, 426.4015, 757.127, 560.5879, 180.3331, 1042.235, 337.2594, 1431.419, 999.1318, 45.00483, 546.9487, 2073.559, 1019.272, 1710.556, 1286.874, 779.728, 1100.621, 644.343, 1958.755, 532.1384, 415.1111, 307.8914, 102.5675, 204.5104, 73.09251, 1500.678, 19.79019, 220.124, 962.4899, 208.884, 1114.363, 2572.068, 814.2845, 332.7812, 57.29844, 710.7329, 1478.526, 244.5751, 38.54556, 114.484, 1573.147, 381.6993, 585.9073, 178.2779, 364.2373, 1051.272, 1163.125, 375.7553, 5.732491, 0.4527645, 358.1084, 2156.8, 206.9571, 2062.91
61.4, 391.0616, 1076.54, 1110.047, 799.0291, 621.0777, 889.022, 52.58383, 1729.379, 230.7491, 607.0645, 250.7896, 756.3665, 394.8043, 169.8547, 3813.302, 400.5876, 441.7681, 717.5685, 535.9454, 172.2346, 1012.226, 320.6259, 1522.225, 973.1993, 43.00221, 523.0972, 2063.769, 1069.513, 1689.478, 1267.392, 805.368, 1134.676, 638.5883, 1913.529, 546.8749, 395.8575, 294.0026, 97.76783, 195.7469, 70.04838, 1438.424, 18.96808, 209.5453, 922.6684, 198.8886, 1197.001, 2554.888, 777.0657, 317.9092, 54.68007, 677.8345, 1617.725, 233.136, 36.91527, 109.0298, 1656.272, 361.9358, 552.1954, 170.5587, 348.1681, 1170.064, 1271.97, 359.3408, 5.466838, 0.4318061, 339.3284, 2230.954, 197.4138, 2095.498
61.5, 371.804, 1082.206, 1062.849, 830.6393, 615.7857, 845.9109, 50.1685, 1686.259, 219.8869, 578.7593, 239.6908, 737.7853, 374.0992, 162.517, 4119.013, 381.5952, 420.0752, 680.077, 512.3861, 164.4998, 965.36, 304.8127, 1609.233, 1020.821, 41.0887, 500.2858, 2027.073, 1081.698, 1722.765, 1304.345, 860.0807, 1188.18, 634.1695, 1934.194, 574.235, 377.4969, 326.7965, 93.19276, 187.3589, 67.13102, 1543.982, 18.18011, 199.475, 884.4944, 189.3716, 1158.617, 2446.256, 741.5482, 303.7018, 52.18135, 646.4588, 1660.502, 222.2318, 35.35393, 103.8355, 1637.613, 343.1956, 520.4233, 163.1736, 332.8078, 1163.845, 1215.439, 343.6433, 5.213496, 0.4118179, 321.5334, 2171.545, 188.3105, 2006.045
61.6, 353.4948, 1094.412, 1017.659, 873.5886, 588.2763, 804.8904, 47.86412, 1703.784, 209.5359, 551.7738, 229.0832, 794.063, 377.634, 155.4962, 4404.03, 410.5645, 399.4476, 644.5443, 489.8625, 157.1124, 1052.143, 289.7794, 1536.603, 977.7584, 39.26035, 478.4691, 2043.761, 1025.009, 1754.332, 1328.166, 922.3859, 1248.749, 603.1387, 1849.116, 582.2139, 398.8047, 312.0549, 88.83179, 179.3304, 64.33517, 1479.931, 17.42489, 189.8886, 932.1071, 267.5938, 1129.274, 2456.244, 746.2459, 290.1293, 49.79682, 701.1354, 1672.398, 211.8377, 33.85862, 98.88866, 1689.235, 325.4257, 490.4792, 156.1084, 318.1252, 1191.625, 1188.581, 328.6315, 4.971895, 0.392755, 304.6715, 2230.594, 179.627, 2014.514
61.7, 438.1832, 1200.689, 1037.016, 899.8755, 625.7185, 765.8591, 45.66558, 1698.413, 199.6723, 526.0466, 218.9451, 805.564, 357.8294, 148.7788, 4439.688, 391.099, 379.8329, 610.868, 468.3289, 150.0567, 1003.428, 351.226, 1505.049, 1028.482, 37.51334, 457.6039, 1990.993, 971.2916, 1742.834, 1276.887, 881.0599, 1441.383, 616.7127, 1928.393, 554.1444, 382.5858, 297.9783, 84.6749, 171.6458, 61.65575, 1457.246, 16.70103, 257.6646, 893.5426, 254.7891, 1087.701, 2447.226, 712.137, 277.1634, 47.52125, 668.6812, 1745.551, 201.9297, 32.42656, 94.17748, 1640.115, 308.5759, 500.6528, 178.6336, 304.0904, 1140.578, 1135.755, 314.2755, 4.741489, 0.3745745, 288.6939, 2133.514, 171.344, 2006.497
61.8, 416.6051, 1145.753, 998.5106, 910.5406, 597.7654, 728.7205, 43.56803, 1800.014, 190.2729, 501.5189, 209.2556, 770.3104, 339.0634, 142.3516, 4330.203, 372.5565, 385.8348, 578.9514, 447.7419, 143.3179, 956.9694, 392.7474, 1561.242, 985.0963, 35.84408, 437.6485, 1964.235, 1013.371, 1765.197, 1212.236, 841.5854, 1370.541, 646.8713, 1983.826, 527.4282, 383.7703, 284.5366, 80.71252, 250.1503, 59.08793, 1447.397, 16.00725, 245.2818, 856.5737, 242.5971, 1074.342, 2385.394, 679.5872, 264.777, 45.34967, 661.7623, 1756.493, 192.4851, 31.05507, 89.69075, 1706.485, 292.5985, 507.2578, 170.8989, 290.6747, 1127.79, 1137.287, 300.5467, 4.521761, 0.3572355, 273.5542, 2233.047, 163.4429, 1988.316
61.9, 396.0897, 1131.174, 1018.393, 891.3407, 571.061, 693.3828, 41.56682, 1716.811, 181.316, 541.0707, 199.9949, 736.5995, 321.2816, 136.202, 4234.711, 409.1826, 440.5078, 687.7999, 428.0599, 136.8817, 912.6615, 381.6703, 1613.824, 943.5405, 34.2491, 418.5634, 1958.76, 960.2637, 1683.838, 1256.308, 890.6237, 1329.724, 615.219, 1972.071, 502, 365.9703, 305.8358, 76.93556, 257.9861, 56.62705, 1511.644, 15.34228, 233.494, 843.9949, 230.9885, 1028.182, 2356.988, 806.472, 252.9441, 43.27732, 631.1306, 1746.623, 183.4823, 29.74159, 85.41777, 1719.982, 277.4485, 501.3857, 163.4992, 277.8509, 1079.478, 1197.947, 287.4176, 4.312216, 0.3406992, 259.2084, 2188.985, 155.9061, 2024.133
62, 376.5845, 1097.008, 975.092, 848.3815, 545.5497, 659.7588, 39.65754, 1684.534, 172.7808, 593.5193, 253.8685, 704.364, 312.9356, 130.318, 4234.33, 389.7827, 418.8768, 725.5702, 409.2431, 130.7346, 870.4051, 383.1923, 1540.986, 971.4413, 32.72509, 400.3105, 1876.859, 979.3268, 1734.388, 1192.698, 909.4405, 1331.716, 585.1155, 1885.326, 477.7977, 348.9959, 292.0397, 73.33535, 246.9311, 54.26867, 1543.569, 14.70494, 222.2728, 809.076, 219.9354, 984.0053, 2363.345, 769.6104, 241.64, 41.29968, 601.9168, 1705.111, 174.9005, 28.48366, 81.34837, 1642.698, 263.0828, 524.7371, 156.4198, 265.5928, 1123.148, 1144.705, 274.862, 4.112381, 0.3249283, 245.615, 2252.628, 148.7169, 1937.726
62.1, 448.9239, 1093.125, 997.3441, 923.8671, 521.178, 627.7653, 37.83595, 1731.429, 164.6473, 565.8456, 263.6359, 731.4954, 296.524, 124.6883, 4051.087, 371.3025, 398.308, 720.1646, 391.2535, 124.8635, 830.1052, 401.1792, 1621.888, 930.4615, 31.26889, 382.8536, 1808.259, 928.0032, 1758.871, 1132.309, 868.6945, 1304.477, 556.485, 1898.021, 454.7623, 421.705, 304.5015, 69.90361, 236.3498, 52.0085, 1479.535, 14.09408, 211.5908, 775.6017, 209.4113, 941.7268, 2373.547, 734.4336, 230.8411, 39.41241, 574.0552, 1684.651, 166.7202, 27.27894, 77.47283, 1714.748, 361.3435, 494.5448, 149.647, 253.8755, 1075.034, 1149.295, 262.8549, 3.921807, 0.3098875, 232.7345, 2154.59, 141.8592, 1884.593
62.2, 426.8169, 1121.765, 975.8603, 965.4495, 594.4148, 597.3232, 36.09804, 1721.467, 156.8967, 539.4623, 339.3086, 699.4833, 280.9731, 119.3018, 4027.748, 384.5221, 475.544, 750.5767, 374.0546, 119.2561, 791.6711, 381.3932, 1660.62, 1023.226, 29.87749, 427.0042, 1825.258, 879.3693, 1695.013, 1154.116, 924.1796, 1240.364, 529.2554, 1885.854, 432.8374, 402.1455, 356.8359, 66.63245, 226.222, 49.84246, 1499.161, 13.50859, 201.4221, 743.5125, 199.3907, 925.6336, 2305.745, 800.1131, 220.5248, 37.61138, 547.4833, 1607.614, 158.9224, 26.12517, 73.78193, 1699.367, 416.7369, 502.8333, 143.1674, 280.3658, 1028.982, 1108.391, 322.7211, 3.740064, 0.2955429, 384.0268, 2144.306, 135.3177, 1968.397
62.3, 420.8902, 1277.401, 934.3682, 1023.548, 567.8601, 568.3574, 34.43995, 1675.377, 149.511, 514.3091, 324.2924, 713.4279, 295.7418, 114.1479, 3990.549, 366.2914, 452.1926, 761.743, 357.6118, 113.9005, 755.0166, 362.583, 1606.634, 980.062, 28.54801, 408.3832, 1823.538, 833.2841, 1660.471, 1156.01, 882.7732, 1220.214, 503.3582, 1802.901, 411.9696, 383.4932, 340.7392, 63.51437, 257.4308, 47.76664, 1508.798, 12.94742, 191.7422, 785.7037, 189.8496, 944.364, 2375.708, 763.5421, 210.6695, 35.89265, 571.5931, 1594.087, 151.4893, 25.0202, 70.26687, 1668.708, 458.7689, 513.8533, 136.9684, 267.9968, 1051.568, 1172.974, 308.6233, 3.566744, 0.2818623, 420.4985, 2185.484, 129.0779, 2025.921
62.4, 412.5795, 1632.256, 1038.591, 1220.98, 542.4918, 609.2953, 32.85802, 1672.261, 142.4729, 490.3287, 309.9407, 741.6321, 280.2319, 109.2167, 3906.045, 348.925, 429.9878, 803.0756, 341.8918, 108.7854, 720.0592, 344.7005, 1534.121, 938.7186, 27.27768, 390.5743, 1880.623, 789.6142, 1583.938, 1097.479, 867.2795, 1347.429, 478.7282, 1775.535, 392.1078, 415.5598, 325.3686, 60.54221, 246.3995, 45.77727, 1446.207, 12.40957, 182.5274, 753.1964, 437.745, 920.003, 2340.919, 728.6427, 201.2547, 34.25246, 545.1351, 1636.923, 144.4039, 23.96196, 66.91927, 1593.728, 459.7962, 592.5574, 154.1827, 294.0332, 1006.521, 1193.854, 391.1491, 3.401455, 0.2688149, 453.5134, 2170.252, 123.1258, 1939.438
